	f14ppB	w9pp	w31pp	w20pp	f19pp	w15pp	w17pp	f7pp	w24pp	f24pp	f23ppA	w23pp	w3pp	w6pp	f17ppA	f22ppA	w22pp	f12ppB	w26pp	w13pp	f9pp	f16ppA	f31pp	F32H1	S6Hp	S18H1	S19H1	S2Hp	S29H1	S23Hp	S28Hp	F16H1	S20H1	S16H2	S13Hp	S21H1	S1Hp	F22HpB	S9H1	S22Hp	S14Hp	S4Hp	S25Hp	F23HpA	F3H1	S3Hp	S31Hp	S11Hp	F8H1	s24H1	S8Hp	530444	530315	F14H1A	F14H1B	F6H1	F7H1	S15Hp	S26Hp	S10H1	S17H1	F29H1	w32pp	w7pp	w4pp	f18pp	w14pp	w16pp	w19pp	f11pp	f6ppA	w28pp	f22ppB	f23ppB	w10pp	w27pp	f16ppB	f13pp	f8pp	w11pp	f30pp	f1pp	f28pp	S12Hp	f3pp	f12ppA	w2pp	w1pp	f29pp	w21pp	f21pp	f20ppB	w25pp	f20ppA	w29pp	w12pp	f2pp	f15pp	w8pp	f32pp	f4pp	f17ppB	w18pp	f26pp	f10pp	f14ppA	f6ppB	f25pp
S19H1	0.12029777856218243	0.12044207793098183	0.1208321863509559	0.12158029686541136	0.12172017206894634	0.12004098688713809	0.12003998688663806	0.12125366761505989	0.11839690897486004	0.11751429969955351	0.11807784734086754	0.11969896812545519	0.12591370317802197	0.12586187911104713	0.12921417594651402	0.12320705399266142	0.12189411497910947	0.11524072977206182	0.11522173660648083	0.10693974041116544	0.10779097182665087	0.10457552338067318	0.10288336677402694	0.20165527027220342	0.19727888941441502	0.190027355797724	0.0	0.154313809734422	0.18466228438588522	0.15138839605724475	0.2268845154919025	0.27254902897706645	0.3201783673511355	0.38662591433516136	0.29165409498137085	0.3197185598629731	0.3857567245969996	0.3950324014781049	0.37029522835856155	0.2855959260365688	0.38812342237528386	0.38474826516524996	0.4276338965943457	0.36938861704260617	0.4205310347675275	0.4209087616112399	0.404454685724285	0.4127554646083551	0.4768751746627845	0.5022239167567645	0.40238903147133986	0.43895240463488316	0.44356924063269876	0.4179278289398415	0.4476426197773149	0.41840737591962507	0.3519084223414126	0.4286265089412312	0.28871909246870153	0.16441201936546967	0.21685091775261917	0.22494198035827012	0.12257783768905697	0.1228203657660012	0.10928853978190863	0.10928853978190863	0.10929691691374029	0.11069156992973611	0.11207158638045778	0.11383583244617221	0.11924452556541834	0.11299608898639912	0.12168791808737425	0.11431969632888245	0.11309449304282095	0.11371818723403512	0.11397785480258282	0.11232625591539003	0.11065987011445767	0.11065987011445767	0.11139989570178627	0.1158094662260463	0.12000975926655262	0.14714468190477026	0.15334842498154344	0.12429366624857556	0.1262072645003646	0.12284258072488569	0.1340057105532309	0.1245199706755748	0.1206749242240163	0.12728524749761538	0.11982467608990022	0.11538727765677258	0.11241066803828748	0.11416911337346519	0.11446813792614244	0.1149930554039629	0.11578441259437998	0.11450253990985308	0.11450253990985308	0.11394239967892242	0.1139413996784224	0.115893347839422	0.11546964098001879	0.11524072977206182	0.11539596889953113	0.11916811678732409
S2Hp	0.1280586764098707	0.12820297577867013	0.12859308419864418	0.12934119471309963	0.1294810699166346	0.12780188473482637	0.12780088473432633	0.12901456546274817	0.12615780682254832	0.12527519754724178	0.12583874518855584	0.12745986597314346	0.13367460102571027	0.1336227769587354	0.13697507379420232	0.1309679518403497	0.12965501282679776	0.1230016276197501	0.12298263445416911	0.11470063825885372	0.11555186967433916	0.11233642122836146	0.11064426462171523	0.20941616811989172	0.2050397872621033	0.1977882536454123	0.154313809734422	0.0	0.19242318223357352	0.15914929390493304	0.23464541333959077	0.28030992682475475	0.3279392651988237	0.39438681218284966	0.29941499282905915	0.3274794577106614	0.3935176224446879	0.40279329932579316	0.37805612620624984	0.2933568238842571	0.3958843202229721	0.39250916301293826	0.43539479444203394	0.3771495148902944	0.4282919326152158	0.4286696594589282	0.4122155835719733	0.42051636245604335	0.4846360725104728	0.5099848146044528	0.41014992931902816	0.4467133024825714	0.451330138480387	0.4256887267875297	0.45540351762500314	0.4261682737673133	0.35966932018910086	0.4363874067889195	0.29647999031638983	0.17217291721315797	0.22461181560030746	0.23270287820595842	0.13033873553674524	0.13058126361368946	0.11704943762959691	0.11704943762959691	0.11705781476142857	0.1184524677774244	0.11983248422814606	0.12159673029386049	0.1270054234131066	0.12075698683408741	0.12944881593506255	0.12208059417657073	0.12085539089050923	0.1214790850817234	0.1217387526502711	0.12008715376307831	0.11842076796214596	0.11842076796214596	0.11916079354947455	0.12357036407373459	0.1277706571142409	0.15490557975245856	0.16110932282923174	0.13205456409626384	0.1339681623480529	0.13060347857257398	0.14176660840091918	0.13228086852326307	0.12843582207170456	0.13504614534530368	0.12758557393758851	0.12314817550446086	0.12017156588597576	0.12193001122115348	0.12222903577383072	0.12275395325165118	0.12354531044206826	0.12226343775754137	0.12226343775754137	0.1217032975266107	0.12170229752611068	0.12365424568711028	0.12323053882770707	0.1230016276197501	0.12315686674721942	0.12692901463501235
S29H1	0.12559207378585885	0.12573637315465824	0.12612648157463233	0.12687459208908777	0.12701446729262275	0.12533528211081452	0.12533428211031447	0.12654796283873632	0.12369120419853646	0.12280859492322994	0.12337214256454399	0.12499326334913162	0.13120799840169842	0.13115617433472354	0.13450847117019046	0.12850134921633785	0.1271884102027859	0.12053502499573825	0.12051603183015726	0.11223403563484187	0.1130852670503273	0.1098698186043496	0.10817766199770337	0.20694956549587987	0.20257318463809146	0.19532165102140045	0.18466228438588522	0.19242318223357352	0.0	0.13109093659940438	0.20658705603406213	0.2522515695192261	0.2998809078932951	0.36632845487732096	0.27135663552353045	0.2994211004051327	0.3654592651391592	0.37473494202026447	0.34999776890072115	0.2652984665787284	0.3678259629174434	0.36445080570740956	0.40733643713650525	0.3490911575847657	0.4002335753096871	0.4006113021533995	0.3841572262664446	0.39245800515051465	0.4565777152049441	0.4819264572989241	0.38209157201349947	0.4186549451770427	0.4232717811748583	0.39763036948200103	0.42734516031947445	0.3981099164617846	0.33161096288357217	0.4083290494833908	0.2684216330108612	0.16970631458914612	0.2221452129762956	0.23023627558194654	0.1278721329127334	0.1281146609896776	0.11458283500558505	0.11458283500558505	0.11459121213741671	0.11598586515341254	0.1173658816041342	0.11913012766984864	0.12453882078909477	0.11829038421007555	0.1269822133110507	0.11961399155255888	0.11838878826649737	0.11901248245771155	0.11927215002625925	0.11762055113906646	0.1159541653381341	0.1159541653381341	0.1166941909254627	0.12110376144972274	0.12530405449022905	0.1524389771284467	0.15864272020521988	0.129587961472252	0.13150155972404104	0.12813687594856213	0.13930000577690732	0.1298142658992512	0.12596921944769274	0.13257954272129183	0.12511897131357666	0.120681572880449	0.1177049632619639	0.11946340859714162	0.11976243314981887	0.12028735062763933	0.12107870781805641	0.11979683513352951	0.11979683513352951	0.11923669490259885	0.11923569490209883	0.12118764306309843	0.12076393620369522	0.12053502499573825	0.12069026412320756	0.12446241201100051
S23Hp	0.09231818545721839	0.09246248482601778	0.09285259324599185	0.09360070376044731	0.09374057896398229	0.09206139378217404	0.09206039378167401	0.09327407451009584	0.09041731586989599	0.08953470659458947	0.09009825423590351	0.09171937502049114	0.09793411007305794	0.09788228600608308	0.10123458284154999	0.09522746088769737	0.09391452187414542	0.08726113666709777	0.08724214350151678	0.07896014730620139	0.07981137872168682	0.07659593027570913	0.0749037736690629	0.1736756771672394	0.16929929630945098	0.16204776269275997	0.15138839605724475	0.15914929390493304	0.13109093659940438	0.0	0.08661553409836743	0.13228004758353143	0.1799093859576004	0.2463569329416263	0.1513851135878358	0.17944957846943804	0.24548774320346456	0.2547634200845698	0.2300262469650265	0.14532694464303375	0.24785444098174875	0.2444792837717149	0.2873649152008106	0.22911963564907106	0.28026205337399246	0.28063978021770486	0.26418570433074995	0.27248648321482	0.33660619326924945	0.3619549353632294	0.2621200500778048	0.29868342324134806	0.30330025923916365	0.2776588475463064	0.3073736383837798	0.27813839452608996	0.2116394409478775	0.28835752754769617	0.1484501110751665	0.13643242626050564	0.18887132464765513	0.19696238725330606	0.09459824458409291	0.09484077266103713	0.08130894667694458	0.08130894667694458	0.08131732380877624	0.08271197682477206	0.08409199327549373	0.08585623934120816	0.09126493246045429	0.08501649588143508	0.09370832498241022	0.0863401032239184	0.0851148999378569	0.08573859412907107	0.08599826169761877	0.08434666281042598	0.08268027700949362	0.08268027700949362	0.08342030259682222	0.08782987312108226	0.09203016616158857	0.11916508879980622	0.1253688318765794	0.09631407314361151	0.09822767139540055	0.09486298761992164	0.10602611744826686	0.09654037757061074	0.09269533111905225	0.09930565439265135	0.09184508298493617	0.08740768455180853	0.08443107493332343	0.08618952026850114	0.08648854482117839	0.08701346229899885	0.08780481948941593	0.08652294680488903	0.08652294680488903	0.08596280657395837	0.08596180657345835	0.08791375473445795	0.08749004787505474	0.08726113666709777	0.08741637579456708	0.09118852368236004
S28Hp	0.1678143048918761	0.1679586042606755	0.16834871268064958	0.16909682319510502	0.16923669839864	0.16755751321683177	0.16755651321633172	0.16877019394475357	0.1659134353045537	0.16503082602924718	0.16559437367056123	0.16721549445514888	0.17343022950771567	0.1733784054407408	0.1767307022762077	0.1707235803223551	0.16941064130880315	0.16275725610175548	0.16273826293617452	0.15445626674085916	0.1553074981563446	0.15209204971036686	0.15039989310372062	0.24917179660189712	0.2447954157441087	0.2375438821274177	0.2268845154919025	0.23464541333959077	0.20658705603406213	0.08661553409836743	0.0	0.15130205929502283	0.19893139766909182	0.26537894465311773	0.17040712529932722	0.19847159018092947	0.264509754914956	0.27378543179606124	0.24904825867651792	0.16434895635452518	0.2668764526932402	0.26350129548320633	0.306386926912302	0.2481416473605625	0.2992840650854839	0.2996617919291963	0.2832077160422414	0.2915084949263114	0.3556282049807409	0.38097694707472085	0.28114206178929624	0.3177054349528395	0.3223222709506551	0.2966808592577978	0.3263956500952712	0.2971604062375814	0.23066145265936894	0.3073795392591876	0.16747212278665793	0.21192854569516337	0.26436744408231283	0.2724585066879638	0.17009436401875064	0.17033689209569486	0.15680506611160233	0.15680506611160233	0.156813443243434	0.1582080962594298	0.15958811271015147	0.1613523587758659	0.16676105189511203	0.16051261531609282	0.16920444441706795	0.16183622265857614	0.16061101937251465	0.16123471356372882	0.16149438113227652	0.15984278224508372	0.15817639644415138	0.15817639644415138	0.15891642203147996	0.16332599255573998	0.1675262855962463	0.19466120823446398	0.20086495131123713	0.17181019257826924	0.1737237908300583	0.17035910705457938	0.1815222368829246	0.1720364970052685	0.16819145055371	0.17480177382730908	0.1673412024195939	0.16290380398646628	0.15992719436798114	0.16168563970315888	0.16198466425583613	0.1625095817336566	0.16330093892407369	0.1620190662395468	0.1620190662395468	0.1614589260086161	0.1614579260081161	0.16340987416911568	0.16298616730971247	0.1627572561017555	0.1629124952292248	0.16668464311701775
F16H1	0.21347881837704008	0.21362311774583947	0.21401322616581356	0.214761336680269	0.21490121188380398	0.21322202670199575	0.2132210267014957	0.21443470742991755	0.2115779487897177	0.21069533951441116	0.21125888715572522	0.21288000794031287	0.21909474299287965	0.21904291892590477	0.2223952157613717	0.21638809380751908	0.21507515479396713	0.20842176958691946	0.2084027764213385	0.20012078022602314	0.20097201164150857	0.19775656319553084	0.1960644065888846	0.2948363100870611	0.29045992922927266	0.2832083956125817	0.27254902897706645	0.28030992682475475	0.2522515695192261	0.13228004758353143	0.15130205929502283	0.0	0.1534558008465529	0.2199033478305788	0.12493152847678829	0.15299599335839056	0.21903415809241705	0.2283098349735223	0.23916431745787592	0.15446501513588315	0.2569925114745982	0.25361735426456433	0.29650298569366	0.2382577061419205	0.2894001238668419	0.2897778507105543	0.2733237748235994	0.2816245537076694	0.3457442637620989	0.37109300585607885	0.27125812057065424	0.3078214937341975	0.3124383297320131	0.2867969180391558	0.3165117088766292	0.2872764650189394	0.22077751144072694	0.2974955980405456	0.1575881815680159	0.2575930591803274	0.3100319575674768	0.31812302017312777	0.21575887750391462	0.21600140558085884	0.2024695795967663	0.2024695795967663	0.20247795672859797	0.20387260974459379	0.20525262619531545	0.20701687226102988	0.21242556538027602	0.2061771288012568	0.21486895790223193	0.20750073614374012	0.20627553285767863	0.2068992270488928	0.2071588946174405	0.2055072957302477	0.20384090992931536	0.20384090992931536	0.20458093551664394	0.20899050604090397	0.21319079908141028	0.24032572171962796	0.24652946479640112	0.21747470606343322	0.21938830431522227	0.21602362053974336	0.22718675036808858	0.21770101049043247	0.21385596403887397	0.22046628731247306	0.2130057159047579	0.20856831747163027	0.20559170785314512	0.20735015318832287	0.2076491777410001	0.20817409521882058	0.20896545240923767	0.20768357972471077	0.20768357972471077	0.2071234394937801	0.20712243949328007	0.20907438765427966	0.20865068079487645	0.2084217695869195	0.20857700871438878	0.21234915660218173
S20H1	0.261108156751109	0.26125245611990844	0.2616425645398825	0.26239067505433794	0.2625305502578729	0.26085136507606466	0.26085036507556464	0.2620640458039865	0.2592072871637866	0.2583246778884801	0.2588882255297942	0.26050934631438183	0.2667240813669486	0.26667225729997374	0.27002455413544063	0.2640174321815881	0.26270449316803607	0.2560511079609884	0.25603211479540744	0.2477501186000921	0.24860135001557754	0.2453859015695998	0.24369374496295357	0.34246564846113003	0.3380892676033417	0.3308377339866506	0.3201783673511355	0.3279392651988237	0.2998809078932951	0.1799093859576004	0.19893139766909182	0.1534558008465529	0.0	0.231340147796803	0.1363683284430125	0.18320313181249254	0.24924129654651903	0.25851697342762425	0.2867936558319449	0.20209435350995214	0.30462184984866714	0.3012466926386333	0.344132324067729	0.28588704451598945	0.33702946224091085	0.33740718908462325	0.32095311319766834	0.3292538920817384	0.39337360213616784	0.4187223442301478	0.3188874589447232	0.35545083210826645	0.36006766810608204	0.33442625641322477	0.3641410472506982	0.33490580339300835	0.2684068498147959	0.34512493641461456	0.2052175199420849	0.3052223975543963	0.35766129594154583	0.36575235854719673	0.2633882158779836	0.2636307439549278	0.2500989179708353	0.2500989179708353	0.25010729510266694	0.2515019481186628	0.2528819645693844	0.25464621063509885	0.260054903754345	0.25380646717532573	0.2624982962763009	0.25513007451780906	0.2539048712317476	0.25452856542296176	0.2547882329915095	0.25313663410431664	0.2514702483033843	0.2514702483033843	0.25221027389071293	0.25661984441497293	0.2608201374554793	0.2879550600936969	0.2941588031704701	0.2651040444375022	0.26701764268929123	0.26365295891381235	0.2748160887421575	0.2653303488645014	0.26148530241294293	0.26809562568654205	0.2606350542788269	0.2561976558456992	0.2532210462272141	0.2549794915623918	0.2552785161150691	0.2558034335928895	0.2565947907833066	0.2553129180987797	0.2553129180987797	0.25475277786784906	0.25475177786734904	0.2567037260283486	0.2562800191689454	0.2560511079609884	0.25620634708845774	0.25997849497625064
S16H2	0.3275557037351349	0.3277000031039343	0.3280901115239084	0.3288382220383638	0.3289780972418988	0.32729891206009054	0.3272979120595905	0.3285115927880124	0.3256548341478125	0.324772224872506	0.32533577251382007	0.3269568932984077	0.33317162835097447	0.3331198042839996	0.3364721011194665	0.33046497916561396	0.32915204015206195	0.3224986549450143	0.3224796617794333	0.31419766558411794	0.31504889699960337	0.31183344855362566	0.3101412919469795	0.40891319544515603	0.40453681458736757	0.3972852809706766	0.38662591433516136	0.39438681218284966	0.36632845487732096	0.2463569329416263	0.26537894465311773	0.2199033478305788	0.231340147796803	0.0	0.18099957711683562	0.24965067879651842	0.31568884353054494	0.3249645204116502	0.3532412028159708	0.2685419004939781	0.3710693968326931	0.36769423962265924	0.4105798710517549	0.3523345915000154	0.4034770092249368	0.4038547360686492	0.3874006601816943	0.3957014390657643	0.4598211491201938	0.48516989121417375	0.38533500592874914	0.4218983790922924	0.426515215090108	0.4008738033972507	0.4305885942347241	0.4013533503770343	0.33485439679882184	0.4115724833986405	0.2716650669261108	0.37166994453842217	0.4241088429255717	0.4321999055312226	0.3298357628620095	0.3300782909389537	0.31654646495486116	0.31654646495486116	0.31655484208669277	0.31794949510268866	0.3193295115534103	0.32109375761912473	0.32650245073837086	0.3202540141593516	0.3289458432603268	0.32157762150183494	0.3203524182157735	0.32097611240698765	0.3212357799755354	0.3195841810883425	0.3179177952874102	0.3179177952874102	0.3186578208747388	0.3230673913989988	0.32726768443950516	0.3544026070777228	0.360606350154496	0.33155159142152807	0.3334651896733171	0.33010050589783824	0.3412636357261834	0.3317778958485273	0.3279328493969688	0.33454317267056793	0.32708260126285277	0.3226452028297251	0.31966859321123997	0.3214270385464177	0.32172606309909496	0.32225098057691537	0.3230423377673325	0.3217604650828056	0.3217604650828056	0.32120032485187494	0.3211993248513749	0.3231512730123745	0.32272756615297127	0.3224986549450143	0.3226538940724836	0.3264260419602765
S13Hp	0.23258388438134445	0.23272818375014387	0.23311829217011792	0.23386640268457337	0.23400627788810835	0.23232709270630011	0.23232609270580007	0.23353977343422191	0.23068301479402206	0.22980040551871553	0.23036395316002958	0.2319850739446172	0.23819980899718401	0.23814798493020914	0.24150028176567606	0.23549315981182345	0.2341802207982715	0.22752683559122383	0.22750784242564287	0.2192258462303275	0.22007707764581294	0.2168616291998352	0.21516947259318897	0.31394137609136546	0.30956499523357706	0.30231346161688605	0.29165409498137085	0.29941499282905915	0.27135663552353045	0.1513851135878358	0.17040712529932722	0.12493152847678829	0.1363683284430125	0.18099957711683562	0.0	0.1546788594427279	0.22071702417675443	0.22999270105785968	0.2582693834621803	0.17357008114018752	0.27609757747890257	0.2727224202688687	0.3156080516979644	0.2573627721462249	0.3085051898711463	0.3088829167148587	0.29242884082790377	0.3007296197119738	0.3648493297664033	0.39019807186038324	0.29036318657495863	0.3269265597385019	0.33154339573631747	0.3059019840434602	0.3356167748809336	0.3063815310232438	0.23988257744503133	0.31660066404485	0.1766932475723203	0.2766981251846317	0.3291370235717812	0.33722808617743216	0.234863943508219	0.2351064715851632	0.22157464560107068	0.22157464560107068	0.22158302273290234	0.22297767574889815	0.22435769219961982	0.22612193826533425	0.23153063138458038	0.22528219480556116	0.2339740239065363	0.2266058021480445	0.225380598861983	0.22600429305319716	0.22626396062174486	0.22461236173455207	0.22294597593361973	0.22294597593361973	0.2236860015209483	0.22809557204520833	0.23229586508571465	0.2594307877239323	0.2656345308007055	0.2365797720677376	0.23849337031952664	0.23512868654404773	0.24629181637239295	0.23680607649473684	0.23296103004317834	0.23957135331677742	0.23211078190906226	0.22767338347593463	0.2246967738574495	0.22645521919262723	0.22675424374530448	0.22727916122312494	0.22807051841354203	0.22678864572901514	0.22678864572901514	0.22622850549808446	0.22622750549758444	0.22817945365858402	0.2277557467991808	0.22752683559122386	0.22768207471869314	0.2314542226064861
S21H1	0.2606483492629466	0.26079264863174606	0.2611827570517201	0.26193086756617556	0.26207074276971054	0.2603915575879023	0.26039055758740226	0.26160423831582413	0.2587474796756242	0.25786487040031775	0.2584284180416318	0.26004953882621945	0.26626427387878626	0.26621244981181136	0.26956474664727825	0.2635576246934257	0.2622446856798737	0.255591300472826	0.25557230730724506	0.24729031111192976	0.2481415425274152	0.24492609408143745	0.24323393747479122	0.3420058409729677	0.3376294601151793	0.3303779264984883	0.3197185598629731	0.3274794577106614	0.2994211004051327	0.17944957846943804	0.19847159018092947	0.15299599335839056	0.18320313181249254	0.24965067879651842	0.1546788594427279	0.0	0.187864166383009	0.22416232193556426	0.28633384834378256	0.2016345460217898	0.3041620423605048	0.300786885150471	0.34367251657956666	0.28542723702782713	0.3365696547527485	0.3369473815964609	0.320493305709506	0.32879408459357606	0.3929137946480055	0.4182625367419855	0.3184276514565609	0.3549910246201041	0.3596078606179197	0.33396644892506244	0.36368123976253586	0.334445995904846	0.2679470423266336	0.34466512892645224	0.20475771245392255	0.30476259006623396	0.35720148845338345	0.3652925510590344	0.26292840838982123	0.2631709364667655	0.24963911048267293	0.24963911048267293	0.2496474876145046	0.2510421406305004	0.25242215708122206	0.2541864031469365	0.2595950962661826	0.2533466596871634	0.26203848878813857	0.25467026702964674	0.2534450637435852	0.25406875793479944	0.2543284255033471	0.2526768266161543	0.25101044081522195	0.25101044081522195	0.25175046640255055	0.25616003692681055	0.2603603299673169	0.28749525260553455	0.29369899568230773	0.2646442369493398	0.26655783520112886	0.26319315142565	0.27435628125399514	0.26487054137633903	0.26102549492478055	0.26763581819837967	0.2601752467906645	0.2557378483575368	0.2527612387390517	0.2545196840742294	0.2548187086269067	0.2553436261047271	0.2561349832951442	0.25485311061061733	0.25485311061061733	0.2542929703796867	0.25429197037918666	0.25624391854018624	0.255820211680783	0.255591300472826	0.25574653960029536	0.25951868748808826
S1Hp	0.3266865139969731	0.3268308133657726	0.32722092178574663	0.3279690323002021	0.32810890750373706	0.3264297223219288	0.3264287223214288	0.32764240304985065	0.32478564440965074	0.32390303513434426	0.3244665827756583	0.32608770356024597	0.3323024386128127	0.3322506145458379	0.33560291138130477	0.3295957894274522	0.3282828504139002	0.32162946520685254	0.3216104720412716	0.3133284758459562	0.3141797072614416	0.3109642588154639	0.30927210220881773	0.4080440057069943	0.4036676248492058	0.39641609123251487	0.3857567245969996	0.3935176224446879	0.3654592651391592	0.24548774320346456	0.264509754914956	0.21903415809241705	0.24924129654651903	0.31568884353054494	0.22071702417675443	0.187864166383009	0.0	0.29020048666959075	0.3523720130778091	0.26767271075581633	0.37020020709453133	0.3668250498844975	0.4097106813135932	0.35146540176185365	0.40260781948677504	0.40298554633048744	0.38653147044353253	0.3948322493276026	0.45895195938203204	0.484300701476012	0.3844658161905874	0.42102918935413064	0.42564602535194623	0.40000461365908896	0.4297194044965624	0.40048416063887254	0.3339852070606601	0.41070329366047875	0.27079587718794906	0.3708007548002604	0.42323965318740997	0.43133071579306087	0.32896657312384775	0.32920910120079194	0.3156772752166994	0.3156772752166994	0.315685652348531	0.3170803053645269	0.3184603218152485	0.320224567880963	0.3256332610002091	0.3193848244211899	0.32807665352216503	0.3207084317636732	0.31948322847761174	0.3201069226688259	0.3203665902373736	0.3187149913501808	0.31704860554924846	0.31704860554924846	0.31778863113657707	0.32219820166083707	0.3263984947013434	0.35353341733956106	0.35973716041633425	0.3306824016833663	0.3325959999351554	0.3292313161596765	0.34039444598802165	0.33090870611036555	0.32706365965880707	0.3336739829324062	0.326213411524691	0.32177601309156334	0.3187994034730782	0.32055784880825594	0.3208568733609332	0.3213817908387536	0.32217314802917074	0.32089127534464384	0.32089127534464384	0.3203311351137132	0.3203301351132132	0.32228208327421276	0.3218583764148095	0.32162946520685254	0.3217847043343219	0.3255568522221148
F22HpB	0.3359621908780784	0.33610649024687783	0.3364965986668519	0.33724470918130733	0.3373845843848423	0.33570539920303405	0.33570439920253403	0.3369180799309559	0.334061321290756	0.3331787120154495	0.3337422596567636	0.3353633804413512	0.34157811549391803	0.34152629142694313	0.34487858826241	0.33887146630855747	0.33755852729500546	0.3309051420879578	0.33088614892237683	0.32260415272706144	0.3234553841425469	0.32023993569656917	0.318547779089923	0.4173196825880995	0.41294330173031113	0.40569176811362007	0.3950324014781049	0.40279329932579316	0.37473494202026447	0.2547634200845698	0.27378543179606124	0.2283098349735223	0.25851697342762425	0.3249645204116502	0.22999270105785968	0.22416232193556426	0.29020048666959075	0.0	0.36164768995891433	0.27694838763692153	0.3794758839756366	0.37610072676560274	0.4189863581946984	0.3607410786429589	0.4118834963678803	0.4122612232115927	0.3958071473246378	0.40410792620870783	0.4682276362631373	0.49357637835711726	0.39374149307169265	0.4303048662352359	0.4349217022330515	0.4092802905401942	0.43899508137766763	0.4097598375199778	0.34326088394176535	0.419978970541584	0.2800715540690543	0.38007643168136573	0.43251533006851517	0.4406063926741661	0.338242250004953	0.3384847780818972	0.32495295209780467	0.32495295209780467	0.3249613292296363	0.32635598224563217	0.3277359986963538	0.32950024476206824	0.3349089378813144	0.3286605013022951	0.3373523304032703	0.32998410864477845	0.328758905358717	0.32938259954993115	0.3296422671184789	0.32799066823128603	0.3263242824303537	0.3263242824303537	0.3270643080176823	0.3314738785419423	0.33567417158244867	0.3628090942206663	0.3690128372974395	0.3399580785644716	0.34187167681626063	0.33850699304078175	0.3496701228691269	0.3401843829914708	0.3363393365399123	0.34294965981351144	0.3354890884057963	0.3310516899726686	0.3280750803541835	0.3298335256893612	0.33013255024203847	0.3306574677198589	0.331448824910276	0.3301669522257491	0.3301669522257491	0.32960681199481845	0.32960581199431843	0.331557760155318	0.3311340532959148	0.3309051420879578	0.33106038121542714	0.33483252910322003
S9H1	0.31122501775853506	0.3113693171273345	0.31175942554730857	0.312507536061764	0.312647411265299	0.31096822608349073	0.3109672260829907	0.3121809068114126	0.3093241481712127	0.3084415388959062	0.30900508653722025	0.3106262073218079	0.31684094237437466	0.3167891183073998	0.3201414151428667	0.31413429318901415	0.31282135417546214	0.3061679689684145	0.3061489758028335	0.2978669796075181	0.29871821102300355	0.29550276257702585	0.29381060597037967	0.3925825094685562	0.38820612861076775	0.3809545949940768	0.37029522835856155	0.37805612620624984	0.34999776890072115	0.2300262469650265	0.24904825867651792	0.23916431745787592	0.2867936558319449	0.3532412028159708	0.2582693834621803	0.28633384834378256	0.3523720130778091	0.36164768995891433	0.0	0.20900836560956096	0.311535861948276	0.30816070473824214	0.3510463361673378	0.2928010566155983	0.3439434743405197	0.3443212011842321	0.3278671252972772	0.33616790418134723	0.40028761423577663	0.4256363563297566	0.32580147104433205	0.3623648442078753	0.3669816802056909	0.3413402685128336	0.371055059350307	0.3418198154926172	0.27532086191440475	0.3520389485142234	0.21213153204169372	0.35533925856182236	0.4077781569489719	0.4158692195546228	0.3135050768854097	0.3137476049623539	0.30021577897826135	0.30021577897826135	0.30022415611009295	0.30161880912608885	0.30299882557681046	0.3047630716425249	0.31017176476177105	0.3039233281827518	0.31261515728372696	0.30524693552523513	0.30402173223917367	0.30464542643038783	0.30490509399893556	0.3032534951117427	0.3015871093108104	0.3015871093108104	0.302327134898139	0.306736705422399	0.31093699846290535	0.338071921101123	0.3442756641778962	0.31522090544492826	0.3171345036967173	0.3137698199212384	0.3249329497495836	0.3154472098719275	0.311602163420369	0.3182124866939681	0.31075191528625296	0.3063145168531253	0.30333790723464016	0.3050963525698179	0.30539537712249515	0.30592029460031556	0.3067116517907327	0.3054297791062058	0.3054297791062058	0.30486963887527513	0.3048686388747751	0.3068205870357747	0.30639688017637146	0.3061679689684145	0.3063232080958838	0.3100953559836767
