	w4pp	f32pp	f13pp	w18pp	f26pp	w24pp	f18pp	f31pp	s16pp	w27pp	f7pp	f14ppA	f9pp	w26pp	s21pp	f28pp	F32H1	F8H1	s29pp	s8pp	S23Hp	w15pp	w14pp	w1pp	w16pp	f20ppA	w9pp	f25pp	w20pp	f19pp	f4pp	w3pp	f24pp	f16ppB	f6ppB	f21pp	f3pp	w7pp	f22ppB	f6ppA	f1pp	f12ppB	w10pp	w17pp	w19pp	f14ppB	w23pp	f30pp	w29pp	f15pp	s1pp	f20ppB	s11pp	w32pp	f17ppA	f17ppB	f16ppA	f8pp	f10pp	w21pp	w31pp	w13pp	f29pp	w22pp	f23ppB	530451	s3pp	S13Hp	S1Hp	f23ppA	f22ppA	w2pp	w8pp	F7H1	S6Hp	S15Hp	F14H1B	s25pp	S10H1	s2pp	S7Hp	s23pp	S18H1	s12pp	S30H1	F14H1A	S31Hp	S19H1	S2Hp	S12Hp	s24H1	f12ppA	f2pp	w28pp	w11pp	w25pp	f11pp	w6pp	w12pp
f20ppA	0.03682910314239881	0.03682910314239881	0.035050941550607034	0.035050941550607034	0.03504794154910695	0.03504594154810688	0.03504494154760685	0.020560262583916012	0.04246686854655923	0.008679697546073274	0.008677697545073214	0.008675697544073154	0.008672697542573065	0.008670697541573005	0.09060617515659959	0.017957652113992077	0.18197003920445037	0.17459980918850967	0.05285855554398517	0.06462553626575757	0.1317361031915074	0.02828098897426136	0.028279988973761327	0.00862527252956653	5.00000250014545e-06	0.0	3.00000150008727e-06	4.00000200011636e-06	9.000004500261809e-06	1.0000005000290898e-05	1.1000005500319987e-05	1.6000008000465432e-05	1.700000850049452e-05	0.0034612706186270235	0.005486920016466223	0.0034632706196270815	0.00564393880127038	0.00564393880127038	0.0034602706181269946	0.003459270617626965	1.800000900052361e-05	1.5000007500436343e-05	1.4000007000407254e-05	1.3000006500378165e-05	1.2000006000349076e-05	8.00000400023272e-06	7.0000035002036296e-06	6.00000300017454e-06	5.00000250014545e-06	3.00000150008727e-06	0.025897883017444105	0.006713587745440414	0.06322286203266846	0.015276277605003677	0.006673597703724467	6.00000300017454e-06	7.0000035002036296e-06	8.00000400023272e-06	0.00862627253006656	0.008671697542073035	0.008673697543073094	0.008674697543573124	0.008676697544573184	0.008678697545573244	0.008680697546573303	0.20470099334283282	0.07562636964907125	0.12960034392960892	0.09205471443925313	0.020559262583415984	0.02056126258441604	0.02874966240736902	0.04282402506468237	0.23896027504125927	0.1692593904972015	0.20912198885458133	0.19114170297891186	0.10519675614178997	0.17083535792247095	0.05368388199509784	0.17525490557494441	0.10469229982194261	0.17569911534413332	0.053587146831722846	0.18788552011408394	0.1595532461218013	0.1821587854754914	0.21103938745170336	0.20420579690673366	0.05040851249468917	0.05378514715710331	0.040447913849205465	0.035044941547606845	0.035044941547606845	0.035046941548606915	0.035051941551107066	0.035051941551107066	0.035050941550607034	0.03504994155010701
w9pp	0.03683010314289884	0.03683010314289884	0.035051941551107066	0.035051941551107066	0.03504894154960698	0.035046941548606915	0.03504594154810688	0.020561262584416044	0.042467868547059265	0.008680697546573303	0.008678697545573244	0.008676697544573184	0.008673697543073094	0.008671697542073035	0.09060717515709962	0.01795865211449211	0.1819710392049504	0.1746008091890097	0.0528595555444852	0.06462653626625758	0.13173710319200743	0.028281988974761387	0.02828098897426136	0.00862627253006656	6.00000300017454e-06	3.00000150008727e-06	0.0	3.00000150008727e-06	8.00000400023272e-06	9.000004500261809e-06	1.0000005000290898e-05	1.5000007500436343e-05	1.6000008000465432e-05	0.0034602706181269946	0.005485920015966194	0.0034622706191270525	0.005642938800770351	0.005642938800770351	0.0034592706176269656	0.003458270617126936	1.700000850049452e-05	1.4000007000407254e-05	1.3000006500378165e-05	1.2000006000349076e-05	1.1000005500319987e-05	7.0000035002036296e-06	6.00000300017454e-06	5.00000250014545e-06	4.00000200011636e-06	4.00000200011636e-06	0.025898883017944133	0.006714587745940444	0.06322386203316849	0.015277277605503705	0.006674597704224496	7.0000035002036296e-06	8.00000400023272e-06	9.000004500261809e-06	0.008627272530566589	0.008672697542573065	0.008674697543573124	0.008675697544073154	0.008677697545073214	0.008679697546073274	0.008681697547073333	0.20470199334333283	0.07562736964957129	0.12960134393010897	0.09205571443975316	0.020560262583916016	0.02056226258491607	0.02875066240786905	0.042825025065182404	0.2389612750417593	0.16926039049770153	0.20912298885508138	0.19114270297941188	0.10519775614229	0.170836357922971	0.05368488199559787	0.17525590557544443	0.10469329982244263	0.17570011534463334	0.05358814683222288	0.18788652011458395	0.15955424612230132	0.18215978547599143	0.21104038745220338	0.20420679690723367	0.0504095124951892	0.05378614715760334	0.040448913849705496	0.035045941548106876	0.035045941548106876	0.03504794154910695	0.0350529415516071	0.0350529415516071	0.035051941551107066	0.03505094155060704
f25pp	0.03683110314339887	0.03683110314339887	0.0350529415516071	0.0350529415516071	0.03504994155010701	0.03504794154910695	0.035046941548606915	0.02056226258491607	0.042468868547559296	0.008681697547073331	0.008679697546073272	0.008677697545073212	0.008674697543573123	0.008672697542573063	0.09060817515759964	0.017959652114992137	0.18197203920545044	0.17460180918950974	0.05286055554498523	0.06462753626675762	0.13173810319250745	0.028282988975261415	0.028281988974761387	0.008627272530566587	7.0000035002036296e-06	4.00000200011636e-06	3.00000150008727e-06	0.0	7.0000035002036296e-06	8.00000400023272e-06	9.000004500261809e-06	1.4000007000407254e-05	1.5000007500436343e-05	0.0034592706176269656	0.005484920015466165	0.0034612706186270235	0.005641938800270322	0.005641938800270322	0.0034582706171269366	0.0034572706166269072	1.6000008000465432e-05	1.3000006500378165e-05	1.2000006000349076e-05	1.1000005500319987e-05	1.0000005000290898e-05	6.00000300017454e-06	5.00000250014545e-06	4.00000200011636e-06	3.00000150008727e-06	5.00000250014545e-06	0.02589988301844416	0.006715587746440473	0.06322486203366852	0.015278277606003735	0.006675597704724525	8.00000400023272e-06	9.000004500261809e-06	1.0000005000290898e-05	0.008628272531066617	0.008673697543073093	0.008675697544073152	0.008676697544573182	0.008678697545573242	0.008680697546573302	0.008682697547573361	0.20470299334383285	0.07562836965007132	0.129602343930609	0.09205671444025319	0.020561262584416044	0.0205632625854161	0.028751662408369082	0.042826025065682435	0.2389622750422593	0.16926139049820155	0.20912398885558142	0.1911437029799119	0.10519875614279003	0.17083735792347104	0.0536858819960979	0.17525690557594448	0.10469429982294268	0.17570111534513339	0.05358914683272291	0.187887520115084	0.15955524612280136	0.18216078547649148	0.21104138745270343	0.20420779690773372	0.05041051249568923	0.05378714715810337	0.04044991385020553	0.03504694154860691	0.03504694154860691	0.03504894154960698	0.03505394155210713	0.03505394155210713	0.0350529415516071	0.03505194155110707
w20pp	0.03683610314589902	0.03683610314589902	0.03505794155410724	0.03505794155410724	0.035054941552607154	0.03505294155160709	0.03505194155110706	0.020567262587416216	0.04247386855005944	0.008686697549573477	0.008684697548573417	0.008682697547573358	0.008679697546073268	0.008677697545073209	0.09061317516009978	0.017964652117492284	0.18197703920795058	0.17460680919200988	0.05286555554748538	0.06463253626925776	0.1317431031950076	0.02828798897776156	0.028286988977261535	0.008632272533066733	1.2000006000349076e-05	9.000004500261809e-06	8.00000400023272e-06	7.0000035002036296e-06	0.0	3.00000150008727e-06	4.00000200011636e-06	9.000004500261809e-06	1.0000005000290898e-05	0.0034542706151268207	0.00547992001296602	0.0034562706161268787	0.005636938797770177	0.005636938797770177	0.0034532706146267918	0.0034522706141267624	1.1000005500319987e-05	8.00000400023272e-06	7.0000035002036296e-06	6.00000300017454e-06	5.00000250014545e-06	3.00000150008727e-06	4.00000200011636e-06	5.00000250014545e-06	6.00000300017454e-06	1.0000005000290898e-05	0.02590488302094431	0.006720587748940618	0.06322986203616866	0.01528327760850388	0.00668059770722467	1.3000006500378165e-05	1.4000007000407254e-05	1.5000007500436343e-05	0.008633272533566763	0.008678697545573238	0.008680697546573298	0.008681697547073328	0.008683697548073388	0.008685697549073447	0.008687697550073507	0.204707993346333	0.07563336965257146	0.12960734393310913	0.09206171444275334	0.020566262586916188	0.020568262587916244	0.028756662410869226	0.04283102506818258	0.23896727504475945	0.1692663905007017	0.20912898885808157	0.19114870298241204	0.10520375614529018	0.1708423579259712	0.05369088199859805	0.17526190557844462	0.10469929982544282	0.17570611534763353	0.05359414683522305	0.18789252011758414	0.1595602461253015	0.18216578547899162	0.21104638745520357	0.20421279691023386	0.050415512498189374	0.053792147160603515	0.04045491385270567	0.03505194155110705	0.03505194155110705	0.03505394155210712	0.03505894155460727	0.03505894155460727	0.03505794155410724	0.03505694155360722
f19pp	0.03683710314639905	0.03683710314639905	0.03505894155460727	0.03505894155460727	0.035055941553107185	0.03505394155210712	0.03505294155160709	0.020568262587916247	0.04247486855055947	0.008687697550073507	0.008685697549073447	0.008683697548073388	0.008680697546573298	0.008678697545573238	0.09061417516059982	0.017965652117992312	0.1819780392084506	0.1746078091925099	0.0528665555479854	0.06463353626975779	0.13174410319550764	0.02828898897826159	0.028287988977761563	0.008633272533566763	1.3000006500378165e-05	1.0000005000290898e-05	9.000004500261809e-06	8.00000400023272e-06	3.00000150008727e-06	0.0	3.00000150008727e-06	8.00000400023272e-06	9.000004500261809e-06	0.0034532706146267918	0.005478920012465991	0.0034552706156268497	0.005635938797270148	0.005635938797270148	0.003452270614126763	0.0034512706136267334	1.0000005000290898e-05	7.0000035002036296e-06	6.00000300017454e-06	5.00000250014545e-06	4.00000200011636e-06	4.00000200011636e-06	5.00000250014545e-06	6.00000300017454e-06	7.0000035002036296e-06	1.1000005500319987e-05	0.025905883021444337	0.006721587749440648	0.0632308620366687	0.015284277609003909	0.0066815977077247	1.4000007000407254e-05	1.5000007500436343e-05	1.6000008000465432e-05	0.008634272534066793	0.008679697546073268	0.008681697547073328	0.008682697547573358	0.008684697548573417	0.008686697549573477	0.008688697550573537	0.20470899334683304	0.07563436965307149	0.12960834393360915	0.09206271444325337	0.02056726258741622	0.020569262588416275	0.028757662411369258	0.04283202506868261	0.2389682750452595	0.16926739050120174	0.20912998885858158	0.1911497029829121	0.10520475614579021	0.1708433579264712	0.05369188199909808	0.17526290557894464	0.10470029982594284	0.17570711534813355	0.053595146835723084	0.18789352011808416	0.15956124612580153	0.18216678547949164	0.2110473874557036	0.20421379691073388	0.050416512498689406	0.05379314716110355	0.040455913853205704	0.035052941551607084	0.035052941551607084	0.035054941552607154	0.035059941555107305	0.035059941555107305	0.03505894155460727	0.03505794155410725
f4pp	0.03683810314689907	0.03683810314689907	0.0350599415551073	0.0350599415551073	0.03505694155360721	0.03505494155260715	0.035053941552107115	0.020569262588416275	0.0424758685510595	0.008688697550573535	0.008686697549573475	0.008684697548573416	0.008681697547073326	0.008679697546073267	0.09061517516109985	0.01796665211849234	0.18197903920895064	0.17460880919300992	0.052867555548485434	0.06463453627025782	0.13174510319600766	0.02828998897876162	0.02828898897826159	0.008634272534066791	1.4000007000407254e-05	1.1000005500319987e-05	1.0000005000290898e-05	9.000004500261809e-06	4.00000200011636e-06	3.00000150008727e-06	0.0	7.0000035002036296e-06	8.00000400023272e-06	0.003452270614126763	0.005477920011965962	0.0034542706151268207	0.005634938796770119	0.005634938796770119	0.003451270613626734	0.0034502706131267044	9.000004500261809e-06	6.00000300017454e-06	5.00000250014545e-06	4.00000200011636e-06	3.00000150008727e-06	5.00000250014545e-06	6.00000300017454e-06	7.0000035002036296e-06	8.00000400023272e-06	1.2000006000349076e-05	0.025906883021944365	0.006722587749940677	0.06323186203716873	0.015285277609503939	0.006682597708224729	1.5000007500436343e-05	1.6000008000465432e-05	1.700000850049452e-05	0.00863527253456682	0.008680697546573296	0.008682697547573356	0.008683697548073386	0.008685697549073446	0.008687697550073505	0.008689697551073565	0.20470999334733306	0.07563536965357151	0.1296093439341092	0.09206371444375339	0.020568262587916247	0.020570262588916303	0.028758662411869283	0.042833025069182636	0.23896927504575952	0.16926839050170175	0.2091309888590816	0.1911507029834121	0.10520575614629024	0.17084435792697122	0.05369288199959811	0.17526390557944466	0.10470129982644287	0.17570811534863356	0.05359614683622311	0.1878945201185842	0.15956224612630154	0.18216778547999168	0.21104838745620363	0.2042147969112339	0.05041751249918943	0.053794147161603564	0.04045691385370573	0.03505394155210711	0.03505394155210711	0.03505594155310718	0.03506094155560733	0.03506094155560733	0.0350599415551073	0.03505894155460727
w3pp	0.03684310314939922	0.03684310314939922	0.03506494155760744	0.03506494155760744	0.035061941556107354	0.03505994155510729	0.03505894155460726	0.02057426259091642	0.04248086855355965	0.00869369755307368	0.008691697552073621	0.008689697551073561	0.008686697549573472	0.008684697548573412	0.09062017516359999	0.017971652120992485	0.1819840392114508	0.1746138091955101	0.05287255555098558	0.06463953627275797	0.1317501031985078	0.028294988981261766	0.028293988980761735	0.008639272536566937	1.90000095005527e-05	1.6000008000465432e-05	1.5000007500436343e-05	1.4000007000407254e-05	9.000004500261809e-06	8.00000400023272e-06	7.0000035002036296e-06	0.0	3.00000150008727e-06	0.003447270611626618	0.005472920009465817	0.003449270612626676	0.005629938794269975	0.005629938794269975	0.003446270611126589	0.0034452706106265596	4.00000200011636e-06	3.00000150008727e-06	4.00000200011636e-06	5.00000250014545e-06	6.00000300017454e-06	1.0000005000290898e-05	1.1000005500319987e-05	1.2000006000349076e-05	1.3000006500378165e-05	1.700000850049452e-05	0.025911883024444513	0.006727587752440822	0.06323686203966887	0.015290277612004084	0.006687597710724874	2.000001000058179e-05	2.1000010500610878e-05	2.2000011000639967e-05	0.008640272537066966	0.008685697549073442	0.008687697550073502	0.008688697550573532	0.008690697551573591	0.008692697552573651	0.00869469755357371	0.2047149933498332	0.07564036965607165	0.12961434393660934	0.09206871444625353	0.02057326259041639	0.020575262591416447	0.028763662414369427	0.04283802507168278	0.23897427504825966	0.1692733905042019	0.20913598886158175	0.19115570298591225	0.10521075614879039	0.17084935792947137	0.053697882002098254	0.1752689055819448	0.10470629982894301	0.1757131153511337	0.05360114683872325	0.18789952012108435	0.1595672461288017	0.18217278548249183	0.21105338745870378	0.20421979691373404	0.050422512501689574	0.05379914716410371	0.04046191385620587	0.03505894155460725	0.03505894155460725	0.03506094155560732	0.03506594155810747	0.03506594155810747	0.03506494155760744	0.03506394155710742
f24pp	0.03684410314989925	0.03684410314989925	0.03506594155810747	0.03506594155810747	0.035062941556607385	0.03506094155560732	0.03505994155510729	0.02057526259141645	0.04248186855405967	0.00869469755357371	0.008692697552573651	0.008690697551573591	0.008687697550073502	0.008685697549073442	0.09062117516410002	0.017972652121492516	0.1819850392119508	0.1746148091960101	0.05287355555148561	0.064640536273258	0.13175110319900785	0.028295988981761794	0.028294988981261766	0.008640272537066966	2.000001000058179e-05	1.700000850049452e-05	1.6000008000465432e-05	1.5000007500436343e-05	1.0000005000290898e-05	9.000004500261809e-06	8.00000400023272e-06	3.00000150008727e-06	0.0	0.003446270611126589	0.005471920008965788	0.003448270612126647	0.005628938793769946	0.005628938793769946	0.00344527061062656	0.0034442706101265306	3.00000150008727e-06	4.00000200011636e-06	5.00000250014545e-06	6.00000300017454e-06	7.0000035002036296e-06	1.1000005500319987e-05	1.2000006000349076e-05	1.3000006500378165e-05	1.4000007000407254e-05	1.800000900052361e-05	0.02591288302494454	0.006728587752940851	0.0632378620401689	0.015291277612504112	0.006688597711224903	2.1000010500610878e-05	2.2000011000639967e-05	2.3000011500669056e-05	0.008641272537566996	0.008686697549573472	0.008688697550573532	0.008689697551073561	0.008691697552073621	0.00869369755307368	0.00869569755407374	0.20471599335033325	0.0756413696565717	0.12961534393710936	0.09206971444675358	0.020574262590916423	0.02057626259191648	0.028764662414869458	0.04283902507218281	0.2389752750487597	0.16927439050470194	0.2091369888620818	0.1911567029864123	0.1052117561492904	0.1708503579299714	0.053698882002598286	0.17526990558244485	0.10470729982944305	0.17571411535163375	0.053602146839223284	0.18790052012158437	0.15956824612930173	0.18217378548299185	0.2110543874592038	0.2042207969142341	0.050423512502189606	0.05380014716460374	0.040462913856705904	0.035059941555107284	0.035059941555107284	0.035061941556107354	0.035066941558607505	0.035066941558607505	0.03506594155810747	0.03506494155760745
f16ppB	0.04028837376002578	0.04028837376002578	0.038510212168234005	0.038510212168234005	0.03850721216673392	0.038505212165733854	0.03850421216523382	0.02401953320154298	0.045926139164186204	0.012138968163700239	0.01213696816270018	0.01213496816170012	0.01213196816020003	0.01212996815919997	0.09406544577422656	0.021416922731619045	0.18542930982207734	0.17805907980613664	0.05631782616161214	0.06808480688338453	0.13519537380913435	0.03174025959188832	0.03173925959138829	0.012084543147193495	0.0034642706201271104	0.0034612706186270235	0.0034602706181269946	0.0034592706176269656	0.0034542706151268207	0.0034532706146267918	0.003452270614126763	0.003447270611626618	0.003446270611126589	0.0	0.0020276493988392575	4.00000200011636e-06	0.0021846681836434146	0.0021846681836434146	3.00000150008727e-06	4.00000200011636e-06	0.00344527061062656	0.003448270612126647	0.003449270612626676	0.003450270613126705	0.003451270613626734	0.0034552706156268497	0.0034562706161268787	0.0034572706166269077	0.0034582706171269366	0.0034622706191270525	0.02935715363507107	0.01017285836306738	0.06668213265029543	0.01873554822263064	0.010132868321351431	0.0034652706206271394	0.0034662706211271684	0.0034672706216271974	0.012085543147693525	0.0121309681597	0.01213296816070006	0.01213396816120009	0.01213596816220015	0.01213796816320021	0.012139968164200269	0.20816026396045978	0.07908564026669822	0.1330596145472359	0.0955139850568801	0.02401853320104295	0.024020533202043007	0.03220893302499599	0.04628329568230934	0.24241954565888624	0.17271866111482848	0.21258125947220832	0.19460097359653883	0.10865602675941693	0.17429462854009795	0.05714315261272482	0.17871417619257138	0.10815157043956958	0.17915838596176029	0.057046417449349816	0.1913447907317109	0.16301251673942826	0.18561805609311838	0.21449865806933033	0.20766506752436062	0.05386778311231614	0.05724441777473027	0.043907184466832436	0.038504212165233816	0.038504212165233816	0.038506212166233886	0.03851121216873404	0.03851121216873404	0.038510212168234005	0.03850921216773398
f6ppB	0.04231402315786498	0.04231402315786498	0.0405358615660732	0.0405358615660732	0.040532861564573114	0.04053086156357305	0.04052986156307302	0.026045182599382176	0.0479517885620254	0.014164617561539437	0.014162617560539378	0.014160617559539318	0.014157617558039228	0.014155617557039169	0.09609109517206575	0.023442572129458245	0.18745495921991653	0.18008472920397584	0.05834347555945134	0.07011045628122373	0.13722102320697355	0.03376590898972752	0.033764908989227495	0.014110192545032693	0.0054899200179663096	0.005486920016466223	0.005485920015966194	0.005484920015466165	0.00547992001296602	0.005478920012465991	0.005477920011965962	0.005472920009465817	0.005471920008965788	0.0020276493988392575	0.0	0.002027649398839258	0.004208317580482556	0.004208317580482556	0.0020286493993392865	0.0020296493998393154	0.005470920008465759	0.005473920009965846	0.005474920010465875	0.005475920010965904	0.005476920011465933	0.005480920013466049	0.005481920013966078	0.005482920014466107	0.005483920014966136	0.005487920016966252	0.03138280303291027	0.012198507760906578	0.06870778204813463	0.02076119762046984	0.012158517719190631	0.0054909200184663385	0.0054919200189663675	0.0054929200194663965	0.014111192545532723	0.014156617557539199	0.014158617558539258	0.014159617559039288	0.014161617560039348	0.014163617561039408	0.014165617562039467	0.21018591335829898	0.08111128966453741	0.13508526394507508	0.09753963445471929	0.026044182598882148	0.026046182599882204	0.03423458242283518	0.04830894508014854	0.24444519505672543	0.17474431051266767	0.21460690887004752	0.19662662299437803	0.11068167615725613	0.17632027793793714	0.059168802010564014	0.18073982559041057	0.11017721983740877	0.18118403535959948	0.05907206684718901	0.1933704401295501	0.16503816613726746	0.18764370549095757	0.21652430746716952	0.20969071692219982	0.055893432510155334	0.05927006717256947	0.04593283386467163	0.04052986156307301	0.04052986156307301	0.04053186156407308	0.04053686156657323	0.04053686156657323	0.0405358615660732	0.04053486156557318
f21pp	0.04029037376102584	0.04029037376102584	0.03851221216923406	0.03851221216923406	0.038509212167733974	0.03850721216673391	0.03850621216623388	0.024021533202543036	0.04592813916518626	0.012140968164700295	0.012138968163700236	0.012136968162700176	0.012133968161200086	0.012131968160200027	0.0940674457752266	0.0214189227326191	0.1854313098230774	0.1780610798071367	0.05631982616261219	0.06808680688438458	0.1351973738101344	0.03174225959288838	0.031741259592388354	0.012086543148193551	0.0034662706211271684	0.0034632706196270815	0.0034622706191270525	0.0034612706186270235	0.0034562706161268787	0.0034552706156268497	0.0034542706151268207	0.003449270612626676	0.003448270612126647	4.00000200011636e-06	0.002027649398839258	0.0	0.0021826681826433566	0.0021826681826433566	5.00000250014545e-06	6.00000300017454e-06	0.003447270611626618	0.003450270613126705	0.003451270613626734	0.003452270614126763	0.0034532706146267918	0.0034572706166269077	0.0034582706171269366	0.0034592706176269656	0.0034602706181269946	0.0034642706201271104	0.02935915363607113	0.010174858364067438	0.06668413265129548	0.0187375482236307	0.010134868322351491	0.0034672706216271974	0.0034682706221272263	0.0034692706226272553	0.012087543148693581	0.012132968160700057	0.012134968161700116	0.012135968162200146	0.012137968163200206	0.012139968164200265	0.012141968165200325	0.20816226396145981	0.07908764026769828	0.13306161454823595	0.09551598505788016	0.024020533202043007	0.024022533203043064	0.03221093302599604	0.0462852956833094	0.24242154565988627	0.1727206611158285	0.21258325947320839	0.19460297359753886	0.108658026760417	0.174296628541098	0.05714515261372487	0.17871617619357144	0.10815357044056964	0.17916038596276035	0.05704841745034987	0.19134679073271096	0.16301451674042833	0.18562005609411844	0.2145006580703304	0.20766706752536068	0.053869783113316194	0.057246417775730335	0.04390918446783249	0.03850621216623387	0.03850621216623387	0.03850821216723394	0.03851321216973409	0.03851321216973409	0.03851221216923406	0.03851121216873404
f3pp	0.04247104194266913	0.04247104194266913	0.040692880350877356	0.040692880350877356	0.04068988034937727	0.040687880348377205	0.04068688034787717	0.026202201384186333	0.048108807346829555	0.014321636346343595	0.014319636345343535	0.014317636344343476	0.014314636342843386	0.014312636341843326	0.09624811395686991	0.0235995909142624	0.18761197800472068	0.18024174798877998	0.05850049434425549	0.07026747506602789	0.13737804199177772	0.03392292777453168	0.03392192777403165	0.01426721132983685	0.005646938802770467	0.00564393880127038	0.005642938800770351	0.005641938800270322	0.005636938797770177	0.005635938797270148	0.005634938796770119	0.005629938794269975	0.005628938793769946	0.0021846681836434146	0.004208317580482556	0.0021826681826433566	0.0	2.00000100005818e-06	0.0021856681841434435	0.0021866681846434725	0.005627938793269917	0.0056309387947700035	0.0056319387952700325	0.0056329387957700615	0.0056339387962700905	0.005637938798270206	0.005638938798770235	0.005639938799270264	0.005640938799770293	0.005644938801770409	0.03153982181771443	0.012355526545710736	0.06886480083293878	0.020918216405274	0.012315536503994789	0.005647938803270496	0.005648938803770525	0.005649938804270554	0.01426821133033688	0.014313636342343356	0.014315636343343416	0.014316636343843446	0.014318636344843505	0.014320636345843565	0.014322636346843625	0.21034293214310312	0.08126830844934158	0.13524228272987926	0.09769665323952345	0.026201201383686305	0.02620320138468636	0.03439160120763934	0.048465963864952694	0.24460221384152958	0.17490132929747182	0.21476392765485167	0.19678364177918217	0.11083869494206029	0.1764772967227413	0.05932582079536816	0.18089684437521472	0.11033423862221292	0.18134105414440363	0.05922908563199317	0.19352745891435424	0.1651951849220716	0.18780072427576172	0.21668132625197367	0.20984773570700396	0.05605045129495949	0.05942708595737363	0.046089852649475786	0.040686880347877166	0.040686880347877166	0.040688880348877236	0.04069388035137739	0.04069388035137739	0.040692880350877356	0.04069188035037733
w7pp	0.04247104194266913	0.04247104194266913	0.040692880350877356	0.040692880350877356	0.04068988034937727	0.040687880348377205	0.04068688034787717	0.026202201384186333	0.048108807346829555	0.014321636346343595	0.014319636345343535	0.014317636344343476	0.014314636342843386	0.014312636341843326	0.09624811395686991	0.0235995909142624	0.18761197800472068	0.18024174798877998	0.05850049434425549	0.07026747506602789	0.13737804199177772	0.03392292777453168	0.03392192777403165	0.01426721132983685	0.005646938802770467	0.00564393880127038	0.005642938800770351	0.005641938800270322	0.005636938797770177	0.005635938797270148	0.005634938796770119	0.005629938794269975	0.005628938793769946	0.0021846681836434146	0.004208317580482556	0.0021826681826433566	2.00000100005818e-06	0.0	0.0021856681841434435	0.0021866681846434725	0.005627938793269917	0.0056309387947700035	0.0056319387952700325	0.0056329387957700615	0.0056339387962700905	0.005637938798270206	0.005638938798770235	0.005639938799270264	0.005640938799770293	0.005644938801770409	0.03153982181771443	0.012355526545710736	0.06886480083293878	0.020918216405274	0.012315536503994789	0.005647938803270496	0.005648938803770525	0.005649938804270554	0.01426821133033688	0.014313636342343356	0.014315636343343416	0.014316636343843446	0.014318636344843505	0.014320636345843565	0.014322636346843625	0.21034293214310312	0.08126830844934158	0.13524228272987926	0.09769665323952345	0.026201201383686305	0.02620320138468636	0.03439160120763934	0.048465963864952694	0.24460221384152958	0.17490132929747182	0.21476392765485167	0.19678364177918217	0.11083869494206029	0.1764772967227413	0.05932582079536816	0.18089684437521472	0.11033423862221292	0.18134105414440363	0.05922908563199317	0.19352745891435424	0.1651951849220716	0.18780072427576172	0.21668132625197367	0.20984773570700396	0.05605045129495949	0.05942708595737363	0.046089852649475786	0.040686880347877166	0.040686880347877166	0.040688880348877236	0.04069388035137739	0.04069388035137739	0.040692880350877356	0.04069188035037733
f22ppB	0.04028737375952575	0.04028737375952575	0.038509212167733974	0.038509212167733974	0.038506212166233886	0.03850421216523382	0.03850321216473379	0.024018533201042948	0.04592513916368617	0.01213796816320021	0.01213596816220015	0.01213396816120009	0.0121309681597	0.01212896815869994	0.09406444577372652	0.021415922731119016	0.1854283098215773	0.1780580798056366	0.05631682616111211	0.0680838068828845	0.13519437380863433	0.03173925959138829	0.03173825959088827	0.012083543146693465	0.0034632706196270815	0.0034602706181269946	0.0034592706176269656	0.0034582706171269366	0.0034532706146267918	0.003452270614126763	0.003451270613626734	0.003446270611126589	0.00344527061062656	3.00000150008727e-06	0.0020286493993392865	5.00000250014545e-06	0.0021856681841434435	0.0021856681841434435	0.0	3.00000150008727e-06	0.003444270610126531	0.003447270611626618	0.003448270612126647	0.003449270612626676	0.003450270613126705	0.0034542706151268207	0.0034552706156268497	0.0034562706161268787	0.0034572706166269077	0.0034612706186270235	0.02935615363457104	0.01017185836256735	0.0666811326497954	0.018734548222130613	0.010131868320851403	0.0034642706201271104	0.0034652706206271394	0.0034662706211271684	0.012084543147193495	0.01212996815919997	0.01213196816020003	0.01213296816070006	0.01213496816170012	0.01213696816270018	0.012138968163700239	0.20815926395995973	0.07908464026619819	0.13305861454673587	0.09551298505638006	0.02401753320054292	0.024019533201542976	0.032207933024495955	0.04628229568180931	0.2424185456583862	0.17271766111432843	0.21258025947170828	0.19459997359603878	0.10865502675891692	0.1742936285395979	0.057142152612224786	0.17871317619207133	0.10815057043906955	0.17915738596126024	0.057045417448849785	0.19134379073121088	0.16301151673892822	0.18561705609261836	0.2144976580688303	0.20766406752386057	0.053866783111816106	0.05724341777423024	0.043906184466332404	0.038503212164733784	0.038503212164733784	0.038505212165733854	0.038510212168234005	0.038510212168234005	0.038509212167733974	0.03850821216723395
