	s17pp	w21pp	w29pp	w8pp	f21pp	f26pp	f10pp	w9pp	f19pp	w15pp	w28pp	f20ppA	w7pp	f6ppA	w26pp	f23ppA	w10pp	w11pp	f31pp	w4pp	f13pp	f17ppA	f2pp	w1pp	w18pp	f18pp	f30pp	f4pp	f12ppB	w2pp	f32pp	f8pp	w20pp	f14ppA	f14ppB	w17pp	w24pp	w23pp	w19pp	w14pp	S31Hp	f25pp	f23ppB	f29pp	f22ppA	f16ppA	f11pp	w31pp	f15pp	f7pp	f20ppB	f17ppB	f12ppA	w27pp	w22pp	f24pp	w13pp	f16ppB	w16pp	f1pp	w32pp	w25pp	f9pp	w12pp	w6pp	f3pp	w3pp	f22ppB	f6ppB	s12pp	s31pp	s27pp	s2pp	s11pp	S12Hp	s7pp	s24pp	S4Hp	s25pp	S14Hp	s8pp	s32pp	s14pp	s28pp	s30pp	s10pp	f28pp	w30pp	s3pp	s29pp	s19pp
w28pp	0.0599620734742853	0.04318581432290475	0.038463401209968585	0.022968718256923704	0.017228844560274986	0.015930620480253573	0.014473777246056679	0.014473777246056679	0.00614106396412136	0.004598476702588336	0.0	0.008687784012594771	0.05181858303567869	0.025114122503154545	0.011388421947257242	0.012648350049751064	0.032655670809816024	0.032655670809816024	0.04123290378575983	0.05031327953851178	0.03153177450438	0.04473207395538677	0.029692505882974222	0.029692505882974222	0.03382037877516198	0.03634439175217997	0.03012987331139485	0.03369018608880838	0.03228440865969307	0.029495181066954305	0.03310850531946687	0.033314094605860704	0.03332305494574359	0.015053000479913444	0.017710601085108486	0.017710601085108486	0.0380311349762817	0.03839709399259666	0.03839709399259666	0.03804088944479407	0.44876581572762464	0.03495508961444495	0.03385186492587981	0.09258586471886324	0.03999679654752898	0.03737597919166839	0.0448668452855617	0.0478171446152524	0.049271092844370076	0.04604859358975679	0.05497403592610267	0.03122282186773855	0.051636414347088225	0.04324171414276631	0.059345465652164725	0.044379483338175575	0.049033383325170946	0.04018875358327605	0.04590952859600078	0.05948878223951039	0.06528527951778465	0.05360881600836721	0.058765733025818515	0.028868937406806287	0.028868937406806287	0.04144649881807562	0.03867263193031087	0.04496450116000435	0.04164407732575086	0.08279940856708357	0.18233666084889327	0.1975840244296572	0.15308142279610076	0.47553240618878434	0.5304048193511719	0.2618426966934875	0.23686824839865542	0.5409392316242404	0.30262582275304406	0.5434564410621823	0.4066387770487133	0.40896755317124267	0.37116564217219894	0.2584757351644119	0.19081577053098936	0.3713819315501834	0.2100863470785888	0.31068942537104627	0.18534448841786821	0.12778464320044622	0.21600512726410423
f20ppA	0.05301376250871167	0.036237503357331106	0.03151509024439495	0.0235066165369964	0.017766742840347686	0.016468518760326276	0.01501167552612938	0.01501167552612938	0.006678962244194061	0.007867435868255028	0.008687784012594771	0.0	0.04487027207010505	0.018165811537580904	0.004440110981683601	0.005700039084177424	0.025707359844242387	0.025707359844242387	0.034284592820186185	0.043364968572938145	0.02458346353880636	0.03778376298981313	0.022744194917400585	0.022744194917400585	0.02687206780958834	0.029396080786606327	0.023181562345821208	0.026741875123234744	0.025336097694119434	0.022546870101380664	0.026160194353893232	0.026365783640287067	0.026374743980169955	0.008104689514339805	0.010762290119534843	0.010762290119534843	0.03108282401070806	0.03144878302702302	0.03144878302702302	0.03109257847922043	0.441817504762051	0.028006778648871307	0.02690355396030617	0.0856375537532896	0.03304848558195535	0.030427668226094752	0.03791853431998807	0.040868833649678755	0.042322781878796435	0.03910028262418315	0.04802572496052904	0.02427451090216491	0.044688103381514584	0.03629340317719267	0.05239715468659109	0.037431172372601934	0.042085072359597304	0.03324044261770241	0.03896121763042715	0.05254047127393675	0.05833696855221101	0.04666050504279357	0.05181742206024487	0.02192062644123265	0.02192062644123265	0.034498187852501985	0.031724320964737235	0.03801619019443071	0.03469576636017722	0.07585109760150993	0.17538834988331964	0.19063571346408356	0.14613311183052716	0.46858409522321076	0.5234565083855983	0.2548943857279139	0.22991993743308178	0.5339909206586668	0.2956775117874704	0.5365081300966086	0.3996904660831397	0.40201924220566904	0.3642173312066253	0.25152742419883833	0.18386745956541573	0.36443362058460976	0.20313803611301517	0.30374111440547263	0.17839617745229458	0.12083633223487258	0.2090568162985306
w7pp	0.09145502004379646	0.0746787608924159	0.06995634777947975	0.06663741556008032	0.060897541863431603	0.0595993177834102	0.0581424745492133	0.0581424745492133	0.04980976126727798	0.05099823489133895	0.05181858303567869	0.04487027207010505	0.0	0.03217326789952395	0.042881368516768395	0.044141296619262214	0.06414861737932717	0.06414861737932717	0.07272585035527099	0.08180622610802293	0.06302472107389115	0.07622502052489792	0.06118545245248538	0.06118545245248538	0.06531332534467313	0.06783733832169112	0.061622819880905996	0.06518313265831954	0.06377735522920422	0.06098812763646545	0.06460145188897802	0.06480704117537187	0.06481600151525474	0.0465459470494246	0.04920354765461964	0.04920354765461964	0.06952408154579286	0.06989004056210782	0.06989004056210782	0.06953383601430523	0.4802587622971358	0.0664480361839561	0.06534481149539097	0.12407881128837439	0.07148974311704015	0.06886892576117955	0.07635979185507286	0.07931009118476355	0.08076403941388123	0.07754154015926795	0.08646698249561383	0.06271576843724971	0.08312936091659938	0.07473466071227747	0.09083841222167588	0.07587242990768674	0.0805263298946821	0.07168170015278721	0.07740247516551194	0.09098172880902154	0.0967782260872958	0.08510176257787837	0.09025867959532967	0.06036188397631745	0.06036188397631745	0.07293944538758679	0.07016557849982204	0.07645744772951552	0.07313702389526203	0.11429235513659472	0.2138296074184044	0.22907697099916835	0.18457436936561195	0.5070253527582955	0.5618977659206831	0.29333564326299866	0.26836119496816657	0.5724321781937516	0.3341187693225552	0.5749493876316933	0.43813172361822444	0.4404604997407538	0.40265858874171007	0.2899686817339231	0.2223087171005005	0.4028748781196945	0.24157929364809996	0.3421823719405574	0.21683743498737934	0.15927758976995737	0.24749807383361538
f6ppA	0.0647505595112723	0.04797430035989174	0.043251887246955584	0.03993295502755617	0.03419308133090746	0.03289485725088605	0.03143801401668915	0.03143801401668915	0.023105300734753836	0.0242937743588148	0.025114122503154545	0.018165811537580904	0.03217326789952395	0.0	0.016176907984244242	0.01743683608673807	0.03744415684680303	0.03744415684680303	0.04602138982274683	0.055101765575498785	0.036320260541367	0.04952055999237377	0.03448099191996123	0.03448099191996123	0.03860886481214898	0.041132877789166966	0.03491835934838185	0.038478672125795386	0.03707289469668008	0.034283667103941304	0.03789699135645387	0.03810258064284771	0.0381115409827306	0.019841486516900445	0.022499087122095484	0.022499087122095484	0.0428196210132687	0.043185580029583656	0.043185580029583656	0.04282937548178107	0.45355430176461164	0.039743575651431946	0.038640350962866804	0.09737435075585024	0.04478528258451599	0.042164465228655384	0.04965533132254871	0.05260563065223939	0.05405957888135707	0.05083707962674379	0.059762521963089676	0.03601130790472555	0.056424900384075216	0.04803020017975331	0.06413395168915173	0.049167969375162573	0.05382186936215794	0.04497723962026305	0.05069801463298779	0.06427726827649738	0.07007376555477164	0.058397302045354205	0.0635542190628055	0.033657423443793286	0.033657423443793286	0.046234984855062625	0.04346111796729787	0.049752987196991345	0.04643256336273786	0.08758789460407057	0.18712514688588028	0.2023725104666442	0.15786990883308777	0.48032089222577135	0.5351933053881589	0.2666311827304745	0.24165673443564242	0.5457277176612274	0.30741430879003107	0.5482449270991693	0.4114272630857003	0.4137560392082297	0.37595412820918594	0.2632642212013989	0.19560425656797636	0.3761704175871704	0.21487483311557581	0.3154779114080333	0.19013297445485522	0.13257312923743322	0.22079361330109123
w26pp	0.048575651528028126	0.03179939237664756	0.027076979263711408	0.02620725447165887	0.020467380775010157	0.019169156694988743	0.01771231346079185	0.01771231346079185	0.009379600178856532	0.010568073802917499	0.011388421947257242	0.004440110981683601	0.042881368516768395	0.016176907984244242	0.0	0.001261928103493881	0.021269248863558844	0.021269248863558844	0.029846481839502646	0.0389268575922546	0.020145352558122817	0.03334565200912959	0.01830608393671704	0.01830608393671704	0.022433956828904797	0.024957969805922783	0.018743451365137664	0.0223037641425512	0.02089798671343589	0.01810875912069712	0.02172208337320969	0.021927672659603523	0.02193663299948641	0.0036665785336562604	0.0063241791388512995	0.0063241791388512995	0.026644713030024518	0.027010672046339473	0.027010672046339473	0.026654467498536887	0.4373793937813675	0.023568667668187764	0.022465442979622625	0.08119944277260606	0.0286103746012718	0.025989557245411205	0.033480423339304524	0.03643072266899521	0.03788467089811289	0.034662171643499606	0.043587613979845494	0.019836399921481365	0.04024999240083104	0.03185529219650913	0.04795904370590755	0.03299306139191839	0.03764696137891376	0.02880233163701887	0.034523106649743604	0.0481023602932532	0.053898857571527466	0.04222239406211003	0.04737931107956133	0.017482515460549103	0.017482515460549103	0.030060076871818442	0.027286209984053688	0.03357807921374717	0.030257655379493674	0.0714129866208264	0.17095023890263608	0.18619760248340003	0.1416950008498436	0.4641459842425272	0.5190183974049147	0.2504562747472303	0.22548182645239825	0.5295528096779832	0.29123940080678684	0.5320700191159251	0.3952523551024561	0.39758113122498545	0.3597792202259417	0.24708931321815478	0.1794293485847322	0.3599955096039262	0.19869992513233165	0.29930300342478905	0.17395806647161102	0.11639822125418903	0.20461870531784704
f23ppA	0.047317723426534355	0.030541464275153796	0.02581905116221764	0.027467182574152697	0.021727308877503983	0.02042908479748257	0.018972241563285676	0.018972241563285676	0.010639528281350353	0.01182800190541132	0.012648350049751064	0.005700039084177424	0.044141296619262214	0.01743683608673807	0.001261928103493881	0.0	0.02000932076106502	0.02000932076106502	0.028586553737008823	0.037666929489760775	0.018885424455628994	0.03208572390663576	0.01704615583422322	0.01704615583422322	0.021174028726410974	0.02369804170342896	0.01748352326264384	0.021043836040057377	0.019638058610942068	0.016848831018203298	0.020462155270715866	0.0206677445571097	0.02067670489699259	0.002408650432162496	0.0050662510373575345	0.0050662510373575345	0.025386784928530755	0.02575274394484571	0.02575274394484571	0.025396539397043123	0.4361214656798737	0.022310739566694	0.02120751487812886	0.0799415146711123	0.027352446499778037	0.024731629143917442	0.032222495237810754	0.03517279456750144	0.03662674279661912	0.03340424354200584	0.042329685878351724	0.0185784718199876	0.03899206429933727	0.030597364095015366	0.04670111560441378	0.03173513329042463	0.03638903327741999	0.027544403535525105	0.033265178548249834	0.04684443219175943	0.052640929470033695	0.04096446596061626	0.04612138297806756	0.01622458735905534	0.01622458735905534	0.02880214877032468	0.02602828188255992	0.0323201511122534	0.02899972727799991	0.07015505851933262	0.16969231080114233	0.18493967438190625	0.14043707274834982	0.46288805614103345	0.517760469303421	0.24919834664573656	0.22422389835090448	0.5282948815764895	0.28998147270529306	0.5308120910144313	0.3939944270009623	0.3963232031234917	0.35852129212444794	0.245831385116661	0.17817142048323842	0.3587375815024324	0.19744199703083787	0.29804507532329527	0.17270013837011727	0.11514029315269526	0.2033607772163533
w10pp	0.06732504418659932	0.05054878503521876	0.0458263719222826	0.047474503334217655	0.041734629637568944	0.04043640555754753	0.03897956232335063	0.03897956232335063	0.030646849041415316	0.031835322665476284	0.032655670809816024	0.025707359844242387	0.06414861737932717	0.03744415684680303	0.021269248863558844	0.02000932076106502	0.0	2.00000100005818e-06	0.008581232977943916	0.017661608730695867	0.010236448691062647	0.023436748142069405	0.008397180069656871	0.008397180069656871	0.02271680269788348	0.025240815674901464	0.019026297234116345	0.02258661001152988	0.02118083258241457	0.018391604989675802	0.02200492924218837	0.022210518528582204	0.022219478868465092	0.022415971192227456	0.025073571797422495	0.025073571797422495	0.04539410568859571	0.04576006470491067	0.04576006470491067	0.04540386015710808	0.45612878643993865	0.04231806032675896	0.04121483563819382	0.09994883543117725	0.04735976725984299	0.0447389499039824	0.05222981599787571	0.055180115327566406	0.056634063556684086	0.0534115643020708	0.06233700663841668	0.038585792580052555	0.058999385059402235	0.05060468485508032	0.06670843636447873	0.051742454050489585	0.056396354037484955	0.04755172429559006	0.05327249930831479	0.0668517529518244	0.07264825023009866	0.06097178672068122	0.06612870373813252	0.0362319081191203	0.0362319081191203	0.048809469530389636	0.046035602642624886	0.052327471872318364	0.049007048038064875	0.09016237927939759	0.18969963156120728	0.20494699514197123	0.1604443935084148	0.4828953769010984	0.537767790063486	0.26920566740580154	0.24423121911096946	0.5483022023365545	0.30998879346535807	0.5508194117744962	0.41400174776102733	0.4163305238835567	0.37852861288451295	0.265838705876726	0.19817874124330337	0.3787449022624974	0.21744931779090282	0.3180523960833603	0.19270745913018222	0.13514761391276023	0.22336809797641824
w11pp	0.06732504418659932	0.05054878503521876	0.0458263719222826	0.047474503334217655	0.041734629637568944	0.04043640555754753	0.03897956232335063	0.03897956232335063	0.030646849041415316	0.031835322665476284	0.032655670809816024	0.025707359844242387	0.06414861737932717	0.03744415684680303	0.021269248863558844	0.02000932076106502	2.00000100005818e-06	0.0	0.008581232977943916	0.017661608730695867	0.010236448691062647	0.023436748142069405	0.008397180069656871	0.008397180069656871	0.02271680269788348	0.025240815674901464	0.019026297234116345	0.02258661001152988	0.02118083258241457	0.018391604989675802	0.02200492924218837	0.022210518528582204	0.022219478868465092	0.022415971192227456	0.025073571797422495	0.025073571797422495	0.04539410568859571	0.04576006470491067	0.04576006470491067	0.04540386015710808	0.45612878643993865	0.04231806032675896	0.04121483563819382	0.09994883543117725	0.04735976725984299	0.0447389499039824	0.05222981599787571	0.055180115327566406	0.056634063556684086	0.0534115643020708	0.06233700663841668	0.038585792580052555	0.058999385059402235	0.05060468485508032	0.06670843636447873	0.051742454050489585	0.056396354037484955	0.04755172429559006	0.05327249930831479	0.0668517529518244	0.07264825023009866	0.06097178672068122	0.06612870373813252	0.0362319081191203	0.0362319081191203	0.048809469530389636	0.046035602642624886	0.052327471872318364	0.049007048038064875	0.09016237927939759	0.18969963156120728	0.20494699514197123	0.1604443935084148	0.4828953769010984	0.537767790063486	0.26920566740580154	0.24423121911096946	0.5483022023365545	0.30998879346535807	0.5508194117744962	0.41400174776102733	0.4163305238835567	0.37852861288451295	0.265838705876726	0.19817874124330337	0.3787449022624974	0.21744931779090282	0.3180523960833603	0.19270745913018222	0.13514761391276023	0.22336809797641824
f31pp	0.07590227716254314	0.05912601801116257	0.05440360489822641	0.05605173631016146	0.050311862613512746	0.04901363853349133	0.047556795299294435	0.047556795299294435	0.03922408201735912	0.040412555641420086	0.04123290378575983	0.034284592820186185	0.07272585035527099	0.04602138982274683	0.029846481839502646	0.028586553737008823	0.008581232977943916	0.008581232977943916	0.0	0.017711355870799347	0.01881368166700645	0.03201398111801321	0.016974413045600673	0.016974413045600673	0.03129403567382728	0.03381804865084527	0.027603530210060147	0.031163842987473683	0.029758065558358374	0.026968837965619604	0.03058216221813217	0.030787751504526006	0.030796711844408894	0.030993204168171258	0.033650804773366294	0.033650804773366294	0.053971338664539514	0.05433729768085448	0.05433729768085448	0.05398109313305188	0.46470601941588247	0.05089529330270276	0.049792068614137625	0.10852606840712106	0.0559370002357868	0.053316182879926205	0.06080704897381952	0.06375734830351021	0.06521129653262789	0.06198879727801461	0.0709142396143605	0.047163025555996364	0.06757661803534604	0.059181917831024125	0.07528566934042255	0.060319687026433394	0.06497358701342876	0.05612895727153387	0.0618497322842586	0.0754289859277682	0.08122548320604246	0.06954901969662503	0.07470593671407633	0.044809141095064106	0.044809141095064106	0.057386702506333445	0.054612835618568695	0.06090470484826217	0.057584281014008684	0.09873961225534139	0.1982768645371511	0.21352422811791502	0.1690216264843586	0.4914726098770422	0.5463450230394298	0.27778290038174536	0.25280845208691327	0.5568794353124983	0.31856602644130183	0.55939664475044	0.4225789807369711	0.42490775685950044	0.3871058458604567	0.2744159388526698	0.20675597421924718	0.38732213523844117	0.22602655076684663	0.32662962905930404	0.20128469210612604	0.14372484688870404	0.23194533095236206
w4pp	0.08498265291529508	0.06820639376391453	0.06348398065097838	0.06513211206291342	0.0593922383662647	0.058094014286243285	0.056637171052046395	0.056637171052046395	0.04830445777011107	0.04949293139417204	0.05031327953851178	0.043364968572938145	0.08180622610802293	0.055101765575498785	0.0389268575922546	0.037666929489760775	0.017661608730695867	0.017661608730695867	0.017711355870799347	0.0	0.027894057419758398	0.04109435687076515	0.026054788798352622	0.026054788798352622	0.04037441142657923	0.042898424403597216	0.0366839059628121	0.04024421874022563	0.03883844131111032	0.03604921371837155	0.03966253797088412	0.03986812725727795	0.03987708759716084	0.04007357992092322	0.042731180526118254	0.042731180526118254	0.06305171441729147	0.06341767343360644	0.06341767343360644	0.06306146888580384	0.4737863951686344	0.05997566905545472	0.058872444366889584	0.11760644415987301	0.06501737598853877	0.062396558632678165	0.06988742472657147	0.07283772405626217	0.07429167228537985	0.07106917303076657	0.07999461536711244	0.056243401308748324	0.076656993788098	0.06826229358377608	0.0843660450931745	0.06940006277918535	0.07405396276618072	0.06520933302428583	0.07093010803701055	0.08450936168052016	0.09030585895879442	0.07862939544937698	0.08378631246682829	0.053889516847816066	0.053889516847816066	0.0664670782590854	0.06369321137132065	0.06998508060101413	0.06666465676676064	0.10781998800809336	0.20735724028990304	0.222604603870667	0.1781020022371106	0.5005529856297941	0.5554253987921818	0.2868632761344973	0.2618888278396652	0.5659598110652502	0.32764640219405383	0.568477020503192	0.4316593564897231	0.43398813261225244	0.3961862216132087	0.28349631460542174	0.21583634997199916	0.39640251099119317	0.2351069265195986	0.33571000481205604	0.21036506785887799	0.15280522264145602	0.24102570670511403
f13pp	0.0662011478811633	0.049424888729782734	0.04470247561684657	0.04635060702878163	0.040610733332132914	0.03931250925211151	0.03785566601791461	0.03785566601791461	0.02952295273597929	0.030711426360040255	0.03153177450438	0.02458346353880636	0.06302472107389115	0.036320260541367	0.020145352558122817	0.018885424455628994	0.010236448691062647	0.010236448691062647	0.01881368166700645	0.027894057419758398	0.0	0.013202299452006818	0.0018432686234058928	0.0018432686234058928	0.02159290639244745	0.024116919369465438	0.01790240092868032	0.021462713706093855	0.020056936276978545	0.017267708684239776	0.020881032936752343	0.021086622223146178	0.021095582563029066	0.02129207488679143	0.023949675491986473	0.023949675491986473	0.04427020938315969	0.044636168399474645	0.044636168399474645	0.04427996385167206	0.4550048901345026	0.041194164021322935	0.0400909393327578	0.09882493912574122	0.04623587095440697	0.04361505359854638	0.05110591969243969	0.05405621902213038	0.05551016725124806	0.05228766799663478	0.06121311033298066	0.03746189627461653	0.05787548875396621	0.0494807885496443	0.06558454005904271	0.05061855774505356	0.05527245773204893	0.04642782799015404	0.05214860300287877	0.06572785664638837	0.07152435392466264	0.0598478904152452	0.0650048074326965	0.035108011813684274	0.035108011813684274	0.047685573224953606	0.044911706337188856	0.051203575566882334	0.047883151732628845	0.08903848297396155	0.18857573525577126	0.20382309883653518	0.15932049720297875	0.4817714805956623	0.5366438937580499	0.26808177110036546	0.2431073228055334	0.5471783060311184	0.30886489715992205	0.5496955154690603	0.4128778514555913	0.41520662757812066	0.3774047165790769	0.2647148095712899	0.19705484493786735	0.3776210059570614	0.2163254214854668	0.31692849977792426	0.1915835628247462	0.1340237176073242	0.22224420167098222
f17ppA	0.07940144733217008	0.06262518818078952	0.05790277506785336	0.059550906479788404	0.05381103278313969	0.05251280870311827	0.05105596546892138	0.05105596546892138	0.042723252186986055	0.04391172581104703	0.04473207395538677	0.03778376298981313	0.07622502052489792	0.04952055999237377	0.03334565200912959	0.03208572390663576	0.023436748142069405	0.023436748142069405	0.03201398111801321	0.04109435687076515	0.013202299452006818	0.0	0.015043568074412652	0.015043568074412652	0.03479320584345422	0.0373172188204722	0.03110270037968708	0.03466301315710062	0.03325723572798531	0.030468008135246537	0.03408133238775911	0.03428692167415294	0.03429588201403583	0.034492374337798205	0.03714997494299324	0.03714997494299324	0.05747050883416646	0.057836467850481424	0.057836467850481424	0.05748026330267883	0.4682051895855094	0.05439446347232971	0.05329123878376457	0.11202523857674801	0.05943617040541375	0.05681535304955315	0.06430621914344647	0.06725651847313716	0.06871046670225484	0.06548796744764156	0.07441340978398744	0.05066219572562331	0.07107578820497298	0.06268108800065107	0.0787848395100495	0.06381885719606034	0.0684727571830557	0.05962812744116082	0.06534890245388555	0.07892815609739515	0.08472465337566941	0.07304818986625197	0.07820510688370327	0.04830831126469105	0.04830831126469105	0.06088587267596039	0.05811200578819564	0.06440387501788912	0.06108345118363563	0.10223878242496834	0.20177603470677802	0.21702339828754197	0.17252079665398556	0.49497178004666914	0.5498441932090568	0.2812820705513723	0.2563076222565402	0.5603786054821251	0.3220651966109288	0.562895814920067	0.42607815090659806	0.4284069270291274	0.3906050160300837	0.2779151090222967	0.21025514438887413	0.39082130540806814	0.22952572093647358	0.330128799228931	0.20478386227575296	0.147224017058331	0.235444501121989
f2pp	0.0643618792597575	0.047585620108376955	0.04286320699544079	0.04451133840737585	0.03877146471072714	0.03747324063070573	0.03601639739650883	0.03601639739650883	0.027683684114573514	0.028872157738634482	0.029692505882974222	0.022744194917400585	0.06118545245248538	0.03448099191996123	0.01830608393671704	0.01704615583422322	0.008397180069656871	0.008397180069656871	0.016974413045600673	0.026054788798352622	0.0018432686234058928	0.015043568074412652	0.0	2.00000100005818e-06	0.01975363777104168	0.022277650748059662	0.016063132307274543	0.01962344508468808	0.01821766765557277	0.015428440062834	0.019041764315346568	0.019247353601740402	0.01925631394162329	0.019452806265385654	0.022110406870580693	0.022110406870580693	0.04243094076175391	0.042796899778068866	0.042796899778068866	0.04244069523026628	0.45316562151309686	0.039354895399917156	0.03825167071135202	0.09698567050433544	0.04439660233300119	0.0417757849771406	0.04926665107103391	0.052216950400724604	0.053670898629842284	0.050448399375229	0.05937384171157488	0.03562262765321075	0.05603622013256043	0.04764151992823852	0.06374527143763693	0.04877928912364778	0.05343318911064315	0.04458855936874826	0.05030933438147299	0.0638885880249826	0.06968508530325686	0.05800862179383942	0.06316553881129072	0.033268743192278495	0.033268743192278495	0.04584630460354783	0.04307243771578308	0.049364306945476555	0.046043883111223066	0.08719921435255579	0.1867364666343655	0.20198383021512942	0.15748122858157299	0.4799322119742566	0.5348046251366442	0.26624250247895975	0.24126805418412764	0.5453390374097127	0.3070256285385162	0.5478562468476544	0.4110385828341855	0.41336735895671484	0.3755654479576711	0.2628755409498842	0.19521557631646158	0.37578173733565556	0.21448615286406103	0.31508923115651843	0.18974429420334044	0.13218444898591844	0.22040493304957645
w1pp	0.0643618792597575	0.047585620108376955	0.04286320699544079	0.04451133840737585	0.03877146471072714	0.03747324063070573	0.03601639739650883	0.03601639739650883	0.027683684114573514	0.028872157738634482	0.029692505882974222	0.022744194917400585	0.06118545245248538	0.03448099191996123	0.01830608393671704	0.01704615583422322	0.008397180069656871	0.008397180069656871	0.016974413045600673	0.026054788798352622	0.0018432686234058928	0.015043568074412652	2.00000100005818e-06	0.0	0.01975363777104168	0.022277650748059662	0.016063132307274543	0.01962344508468808	0.01821766765557277	0.015428440062834	0.019041764315346568	0.019247353601740402	0.01925631394162329	0.019452806265385654	0.022110406870580693	0.022110406870580693	0.04243094076175391	0.042796899778068866	0.042796899778068866	0.04244069523026628	0.45316562151309686	0.039354895399917156	0.03825167071135202	0.09698567050433544	0.04439660233300119	0.0417757849771406	0.04926665107103391	0.052216950400724604	0.053670898629842284	0.050448399375229	0.05937384171157488	0.03562262765321075	0.05603622013256043	0.04764151992823852	0.06374527143763693	0.04877928912364778	0.05343318911064315	0.04458855936874826	0.05030933438147299	0.0638885880249826	0.06968508530325686	0.05800862179383942	0.06316553881129072	0.033268743192278495	0.033268743192278495	0.04584630460354783	0.04307243771578308	0.049364306945476555	0.046043883111223066	0.08719921435255579	0.1867364666343655	0.20198383021512942	0.15748122858157299	0.4799322119742566	0.5348046251366442	0.26624250247895975	0.24126805418412764	0.5453390374097127	0.3070256285385162	0.5478562468476544	0.4110385828341855	0.41336735895671484	0.3755654479576711	0.2628755409498842	0.19521557631646158	0.37578173733565556	0.21448615286406103	0.31508923115651843	0.18974429420334044	0.13218444898591844	0.22040493304957645
w18pp	0.06848975215194528	0.051713493000564714	0.04699107988762856	0.04863921129956361	0.042899337602914894	0.04160111352289349	0.04014427028869659	0.04014427028869659	0.03181155700676127	0.033000030630822234	0.03382037877516198	0.02687206780958834	0.06531332534467313	0.03860886481214898	0.022433956828904797	0.021174028726410974	0.02271680269788348	0.02271680269788348	0.03129403567382728	0.04037441142657923	0.02159290639244745	0.03479320584345422	0.01975363777104168	0.01975363777104168	0.0	0.0025260129780180426	0.0036945054657672497	0.007254818243180784	0.005849040814065475	0.015399777607797729	0.019013101860310293	0.01921869114670413	0.01922765148658702	0.02358067915757341	0.026238279762768452	0.026238279762768452	0.04655881365394167	0.046924772670256625	0.046924772670256625	0.04656856812245404	0.4572934944052846	0.043482768292104915	0.04237954360353978	0.1011135433965232	0.04852447522518895	0.04590365786932836	0.05339452396322167	0.05634482329291236	0.05779877152203004	0.05457627226741676	0.06350171460376264	0.03975050054539851	0.06016409302474819	0.05176939282042628	0.06787314432982469	0.05290716201583554	0.05756106200283091	0.04871643226093602	0.05443720727366075	0.06801646091717035	0.07381295819544462	0.06213649468602718	0.06729341170347848	0.037396616084466254	0.037396616084466254	0.04997417749573559	0.04720031060797084	0.05349217983766432	0.05017175600341083	0.09132708724474355	0.19086433952655324	0.2061117031073172	0.16160910147376076	0.48406008486644436	0.5389324980288319	0.2703703753711475	0.2453959270763154	0.5494669103019004	0.311153501430704	0.5519841197398422	0.4151664557263733	0.41749523184890264	0.3796933208498589	0.26700341384207193	0.19934344920864933	0.37990961022784336	0.21861402575624878	0.31921710404870624	0.19387216709552818	0.13631232187810619	0.2245328059417642
f18pp	0.07101376512896326	0.0542375059775827	0.049515092864646545	0.0511632242765816	0.04542335057993288	0.044125126499911474	0.04266828326571458	0.04266828326571458	0.034335569983779256	0.03552404360784022	0.03634439175217997	0.029396080786606327	0.06783733832169112	0.041132877789166966	0.024957969805922783	0.02369804170342896	0.025240815674901464	0.025240815674901464	0.03381804865084527	0.042898424403597216	0.024116919369465438	0.0373172188204722	0.022277650748059662	0.022277650748059662	0.0025260129780180426	0.0	0.006218518442785234	0.009778831220198769	0.008373053791083461	0.01792379058481571	0.02153711483732828	0.021742704123722114	0.021751664463605002	0.026104692134591396	0.02876229273978644	0.02876229273978644	0.049082826630959656	0.04944878564727461	0.04944878564727461	0.049092581099472024	0.4598175073823026	0.0460067812691229	0.044903556580557766	0.10363755637354119	0.051048488202206935	0.048427670846346346	0.055918536940239655	0.05886883626993035	0.06032278449904803	0.057100285244434744	0.06602572758078062	0.0422745135224165	0.06268810600176618	0.054293405797444266	0.07039715730684268	0.05543117499285353	0.0600850749798489	0.051240445237954006	0.056961220250678735	0.07054047389418834	0.0763369711724626	0.06466050766304517	0.06981742468049647	0.03992062906148424	0.03992062906148424	0.05249819047275358	0.04972432358498883	0.05601619281468231	0.05269576898042882	0.09385110022176153	0.19338835250357123	0.20863571608433518	0.16413311445077874	0.48658409784346235	0.5414565110058499	0.2728943883481655	0.2479199400533334	0.5519909232789184	0.313677514407722	0.5545081327168602	0.41769046870339127	0.4200192448259206	0.3822173338268769	0.2695274268190899	0.2018674621856673	0.38243362320486135	0.22113803873326676	0.3217411170257242	0.19639618007254617	0.13883633485512417	0.22705681891878218
