	s24H1	F7H1	530050	S14Hp	S29H1	F6H1	S23Hp	F22H1A	530075	S6Hp	S13Hp	S4Hp	31766	31071	S15Hp	S31Hp	S10H1	530258	S28Hp	31300	31112	530154	S30H1	530119	31714	530394	31428	S21H1	S16H2	F14H1A	31749	31519	31021	31232	31267	F3H1	S26Hp	31700	S11Hp	31129	S18H1	31328	S8Hp	S19H1	530052	530167	530315	530368	530251	530055	31360	F14H1B	530444	31236	F32H1	F23HpA	S2Hp	31637	31343	530177	S3Hp	31750	S12Hp	F1H1	F22HpB	31160	530451	w29pp	w24pp	w25pp	w15pp	w27pp	w12pp	f11pp	w10pp	w23pp	f24pp	w8pp	f12ppA	f19pp	w16pp	w2pp	f26pp	w11pp	w1pp	f23ppA	w6pp	w17pp	w22pp	w13pp	f2pp	f30pp	f17ppB	f20ppA	f8pp	f16ppA	f4pp	f6ppA	w3pp	f25pp	w9pp	f15pp	f1pp	f14ppA	w28pp	w31pp	w4pp	w21pp	w18pp	w14pp	w26pp	w19pp	w32pp	w20pp	S27H1	S25Hp	S1Hp	S7Hp	530215	F8H1
31428	0.31801982763938463	0.2241132809488695	0.3120670912657535	0.3124340151317402	0.32741260770097	0.3040346471534706	0.24352671012612084	0.3193857259384787	0.2966087465034444	0.30660074147422856	0.2353935579140496	0.2162356249357908	0.2828602523344508	0.28885201456826415	0.2880456879499197	0.22149375705637003	0.2977252715710889	0.30341345280092435	0.29466188900734624	0.21898672499043853	0.29689973481729603	0.32981188314109255	0.33683639730969317	0.3173296988823138	0.27006810789829505	0.2793006095257392	0.0	0.2536624229109522	0.2626393190075472	0.25175421791884084	0.15632061060121505	0.26901356762455464	0.274259290832357	0.2803816742642101	0.2746384630223478	0.2758271932665868	0.1899531829472278	0.2698462999689806	0.27426251276964253	0.24567893193977225	0.2913465375378791	0.2708536951238979	0.2018132714934358	0.26754340762201856	0.27139900739925316	0.2826312050740739	0.2617107951754958	0.2599725600741625	0.28614756694411414	0.22517710131280094	0.26806446015229357	0.2296428988164962	0.28115345736015696	0.2831600188941451	0.276509654271068	0.28973533792582606	0.30234067040517454	0.27611357411335946	0.27893835814725343	0.27310342981794505	0.27342919580619496	0.2876239061661704	0.2875256413237879	0.30843318327278874	0.3078940416954469	0.2757252818214479	0.4675013159380389	0.46035553726117084	0.4647782497266162	0.47439207486275514	0.48884357511167964	0.48446844127214483	0.49139747387583277	0.5143465252325012	0.521997520298478	0.5127483194464791	0.531070727699746	0.5075822305560638	0.5410392194013535	0.5427344786199216	0.5184404060827114	0.5333664109992466	0.5390224986972826	0.5068045770291684	0.5358679336585068	0.5437373790348846	0.5455291468486179	0.5403701831128198	0.5451724100426154	0.5092376833364467	0.5676971307422117	0.5454013829293838	0.5811580530278425	0.5982259414509927	0.6295205505393628	0.6090480096956375	0.5929479927857784	0.51640415875788	0.5245700493326447	0.5499815737076129	0.5470980238327419	0.5394405397411894	0.5263749754703501	0.5221481589060484	0.5273930754080647	0.5312019590787985	0.49966725787006716	0.5037055269440354	0.5137014007291959	0.49174250720127355	0.4972851936763435	0.491589792280413	0.4866172871062471	0.4929377365425309	0.34383001224918824	0.3020085390860946	0.28115856462450056	0.23250558580065278	0.30440576403152225	0.326799236489128
S21H1	0.3432468549581951	0.24934030826768003	0.337294118584564	0.33766104245055073	0.3526396350197806	0.32926167447228116	0.26875373744493136	0.3446127532572892	0.3218357738222549	0.33182776879303905	0.26062058523286014	0.2414626522546013	0.30808727965326127	0.3140790418870747	0.31327271526873024	0.24672078437518055	0.3229522988898994	0.3286404801197349	0.3198889163261568	0.24421375230924908	0.3221267621361066	0.35503891045990305	0.3620634246285037	0.3425567262011243	0.2952951352171056	0.3045276368445497	0.2536624229109522	0.0	0.23649942239095523	0.22561432130224884	0.1636479566859375	0.29424059494336513	0.2994863181511675	0.30560870158302067	0.2998654903411583	0.30105422058539727	0.21518021026603834	0.2950733272877911	0.2994895400884531	0.27090595925858274	0.3165735648566896	0.2960807224427084	0.2270402988122463	0.29277043494082905	0.2966260347180637	0.30785823239288446	0.28693782249430627	0.285199587392973	0.3113745942629247	0.25040412863161143	0.2932914874711041	0.2548699261353067	0.30638048467896745	0.30838704621295565	0.3017366815898785	0.3149623652446366	0.32756769772398503	0.30134060143217	0.3041653854660639	0.29833045713675554	0.2986562231250055	0.31285093348498094	0.3127526686425984	0.3336602105915992	0.3331210690142574	0.30095230914025844	0.49272834325684944	0.48558256457998134	0.4900052770454267	0.49961910218156563	0.5140706024304902	0.5096954685909554	0.5166245011946433	0.5395735525513117	0.5472245476172886	0.5379753467652897	0.5562977550185564	0.5328092578748742	0.566266246720164	0.5679615059387322	0.5436674334015219	0.5585934383180572	0.5642495260160931	0.5320316043479789	0.5610949609773173	0.5689644063536952	0.5707561741674284	0.5655972104316302	0.5703994373614258	0.5344647106552572	0.5929241580610223	0.5706284102481942	0.6063850803466531	0.6234529687698033	0.6547475778581733	0.6342750370144481	0.6181750201045889	0.5416311860766906	0.5497970766514553	0.5752086010264235	0.5723250511515524	0.56466756706	0.5516020027891606	0.5473751862248589	0.5526201027268752	0.5564289863976091	0.5248942851888776	0.5289325542628459	0.5389284280480064	0.516969534520084	0.522512220995154	0.5168168195992235	0.5118443144250576	0.5181647638613415	0.36905703956799873	0.32723556640490514	0.30638559194331105	0.2577326131194633	0.3296327913503328	0.35202626380793856
S16H2	0.35222375105479015	0.2583172043642751	0.346271014681159	0.34663793854714575	0.3616165311163756	0.3382385705688762	0.2777306335415264	0.3535896493538842	0.33081266991884994	0.34080466488963407	0.26959748132945516	0.2504395483511963	0.3170641757498563	0.3230559379836697	0.32224961136532526	0.25569768047177555	0.3319291949864944	0.3376173762163299	0.3288658124227518	0.2531906484058441	0.3311036582327016	0.36401580655649807	0.37104032072509874	0.35153362229771934	0.3042720313137006	0.3135045329411447	0.2626393190075472	0.23649942239095523	0.0	0.1682412469229148	0.17262485278253253	0.30321749103996015	0.3084632142477625	0.3145855976796157	0.3088423864377533	0.3100311166819923	0.22415710636263336	0.30405022338438614	0.3084664361850481	0.27988285535517776	0.3255504609532846	0.3050576185393034	0.23601719490884132	0.30174733103742407	0.3056029308146587	0.3168351284894795	0.2959147185909013	0.29417648348956804	0.3203514903595197	0.25938102472820646	0.30226838356769914	0.2638468222319017	0.31535738077556247	0.3173639423095507	0.3107135776864735	0.32393926134123163	0.33654459382058005	0.31031749752876503	0.31314228156265894	0.30730735323335057	0.3076331192216005	0.32182782958157596	0.3217295647391934	0.34263710668819425	0.34209796511085244	0.30992920523685347	0.5017052393534445	0.49455946067657636	0.4989821731420217	0.5085959982781607	0.5230474985270852	0.5186723646875504	0.5256013972912383	0.5485504486479067	0.5562014437138836	0.5469522428618847	0.5652746511151514	0.5417861539714692	0.575243142816759	0.5769384020353272	0.5526443294981169	0.5675703344146522	0.5732264221126881	0.5410085004445739	0.5700718570739123	0.5779413024502902	0.5797330702640234	0.5745741065282253	0.5793763334580209	0.5434416067518523	0.6019010541576173	0.5796053063447892	0.6153619764432481	0.6324298648663983	0.6637244739547683	0.6432519331110431	0.6271519162011839	0.5506080821732856	0.5587739727480503	0.5841854971230185	0.5813019472481474	0.573644463156595	0.5605788988857556	0.556352082321454	0.5615969988234703	0.5654058824942041	0.5338711812854726	0.5379094503594409	0.5479053241446015	0.525946430616679	0.5314891170917491	0.5257937156958186	0.5208212105216526	0.5271416599579365	0.37803393566459376	0.33621246250150016	0.3153624880399061	0.26670950921605835	0.3386096874469278	0.3610031599045336
F14H1A	0.34133864996608376	0.24743210327556864	0.3353859135924526	0.3357528374584393	0.35073143002766916	0.32735346948016975	0.26684553245281994	0.3427045482651778	0.3199275688301435	0.3299195638009277	0.2587123802407487	0.23955444726248992	0.3061790746611499	0.3121708368949633	0.3113645102766188	0.24481257938306916	0.32104409389778804	0.3267322751276235	0.3179807113340454	0.24230554731713766	0.32021855714399516	0.3531307054677917	0.3601552196363923	0.34064852120901296	0.2933869302249942	0.30261943185243834	0.25175421791884084	0.22561432130224884	0.1682412469229148	0.0	0.16173975169382612	0.29233238995125377	0.29757811315905613	0.30370049659090925	0.2979572853490469	0.2991460155932859	0.21327200527392692	0.2931651222956797	0.29758133509634166	0.2689977542664714	0.3146653598645782	0.294172517450597	0.22513209382013494	0.2908622299487177	0.2947178297259523	0.30595002740077304	0.2850296175021949	0.2832913824008616	0.30946638927081327	0.24849592363950007	0.2913832824789927	0.2529617211431953	0.3044722796868561	0.30647884122084423	0.2998284765977671	0.3130541602525252	0.32565949273187367	0.2994323964400586	0.30225718047395256	0.2964222521446442	0.2967480181328941	0.3109427284928695	0.310844463650487	0.33175200559948786	0.331212864022146	0.299044104148147	0.490820138264738	0.48367435958787	0.4880970720533153	0.49771089718945427	0.5121623974383788	0.507787263598844	0.5147162962025319	0.5376653475592004	0.5453163426251771	0.5360671417731783	0.5543895500264451	0.5309010528827629	0.5643580417280526	0.5660533009466208	0.5417592284094105	0.5566852333259458	0.5623413210239817	0.5301233993558675	0.559186755985206	0.5670562013615837	0.568847969175317	0.5636890054395189	0.5684912323693145	0.5325565056631458	0.5910159530689109	0.5687202052560829	0.6044768753545416	0.6215447637776919	0.652839372866062	0.6323668320223367	0.6162668151124775	0.5397229810845792	0.5478888716593439	0.573300396034312	0.570416846159441	0.5627593620678886	0.5496937977970492	0.5454669812327475	0.5507118977347638	0.5545207814054977	0.5229860801967663	0.5270243492707345	0.537020223055895	0.5150613295279727	0.5206040160030426	0.5149086146071121	0.5099361094329462	0.51625655886923	0.3671488345758874	0.3253273614127937	0.3044773869511997	0.2558244081273519	0.3277245863582214	0.35011805881582714
31749	0.24590504264845797	0.15199849595794288	0.23995230627482683	0.24031923014081355	0.2552978227100434	0.231919862162544	0.1714119251351942	0.24727094094755203	0.22449396151251774	0.2344859564833019	0.16327877292312298	0.14412083994486416	0.21074546734352412	0.21673722957733754	0.21593090295899306	0.1493789720654434	0.22561048658016228	0.23129866780999772	0.22254710401641964	0.14687193999951192	0.2247849498263694	0.2576970981501659	0.26472161231876656	0.2452149138913872	0.19795332290736845	0.20718582453481255	0.15632061060121505	0.1636479566859375	0.17262485278253253	0.16173975169382612	0.0	0.19689878263362798	0.20214450584143034	0.20826688927328352	0.20252367803142113	0.20371240827566012	0.11783839795630116	0.19773151497805397	0.20214772777871592	0.1735641469488456	0.21923175254695243	0.19873891013297124	0.12969848650250915	0.1954286226310919	0.19928422240832655	0.2105164200831473	0.18959601018456912	0.18785777508323587	0.21403278195318753	0.15306231632187428	0.19594967516136697	0.15752811382556955	0.2090386723692303	0.21104523390321847	0.20439486928014133	0.21762055293489946	0.23022588541424788	0.20399878912243283	0.20682357315632677	0.2009886448270184	0.20131441081526835	0.21550912117524376	0.21541085633286122	0.2363183982818621	0.23577925670452027	0.2036104968305213	0.3953865309471123	0.3882407522702442	0.3926634647356895	0.4022772898718285	0.41672879012075303	0.4123536562812182	0.41928268888490616	0.4422317402415746	0.4498827353075514	0.44063353445555253	0.4589559427088193	0.4354674455651371	0.4689244344104268	0.47061969362899503	0.44632562109178475	0.46125162600832004	0.466907713706356	0.4346897920382417	0.46375314866758016	0.47162259404395795	0.47341436185769126	0.46825539812189315	0.47305762505168875	0.4371228983455201	0.4955823457512851	0.4732865979384571	0.5090432680369159	0.5261111564600661	0.5574057655484361	0.5369332247047109	0.5208332077948518	0.44428937376695343	0.4524552643417181	0.4778667887166863	0.47498323884181526	0.46732575475026283	0.4542601904794234	0.45003337391512177	0.4552782904171381	0.4590871740878719	0.4275524728791405	0.43159074195310876	0.4415866157382693	0.4196277222103469	0.42517040868541683	0.4194750072894864	0.41450250211532047	0.4208229515516043	0.2717152272582616	0.229893754095168	0.20904377963357393	0.16039080080972618	0.23229097904059565	0.2546844514982014
31519	0.33786173833737154	0.24395519164685645	0.3319090019637404	0.3322759258297271	0.347254518398957	0.3238765578514576	0.2633686208241078	0.3392276366364656	0.3164506572014313	0.32644265217221546	0.25523546861203655	0.23607753563377773	0.3027021630324377	0.3086939252662511	0.3078875986479066	0.24133566775435697	0.3175671822690759	0.32325536349891126	0.3145037997053332	0.2388286356884255	0.31674164551528294	0.34965379383907946	0.3566783080076801	0.3371716095803008	0.289910018596282	0.2991425202237261	0.26901356762455464	0.29424059494336513	0.30321749103996015	0.29233238995125377	0.19689878263362798	0.0	0.21186886967564417	0.24957449792518283	0.24383128668332044	0.24502001692755943	0.17326750893778628	0.2531606259595391	0.2703573310366297	0.24177375020675934	0.2874413558048662	0.266948513390885	0.1979080897604229	0.2800423864733399	0.28389798625057455	0.2951301839253953	0.2742097740268171	0.27247153892548387	0.29864654579543554	0.2376760801641223	0.28790637085028054	0.24948480951448312	0.30099536805814386	0.303001929592132	0.2963515649690549	0.30957724862381303	0.32218258110316145	0.29595548481134637	0.29878026884524034	0.292945340515932	0.2932711065041819	0.3074658168641573	0.3073675520217748	0.3282750939707757	0.32773595239343384	0.29556719251943486	0.48734322663602586	0.48019744795915775	0.4846201604246031	0.49423398556074205	0.5086854858096665	0.5043103519701317	0.5112393845738197	0.5341884359304881	0.5418394309964649	0.532590230144466	0.5509126383977329	0.5274241412540507	0.5608811300993404	0.5625763893179085	0.5382823167806983	0.5532083216972337	0.5588644093952695	0.5266464877271553	0.5557098443564937	0.5635792897328715	0.5653710575466049	0.5602120938108067	0.5650143207406023	0.5290795940344337	0.5875390414401986	0.5652432936273707	0.6009999637258294	0.6180678521489797	0.6493624612373498	0.6288899203936245	0.6127899034837654	0.5362460694558671	0.5444119600306316	0.5698234844055998	0.5669399345307289	0.5592824504391765	0.546216886168337	0.5419900696040354	0.5472349861060517	0.5510438697767854	0.5195091685680541	0.5235474376420224	0.5335433114271828	0.5115844178992605	0.5171271043743304	0.5114317029783999	0.5064591978042341	0.5127796472405179	0.3636719229471752	0.32185044978408156	0.3010004753224875	0.25234749649863975	0.3242476747295092	0.346641147187115
31021	0.3431074615451739	0.2492009148546588	0.33715472517154277	0.33752164903752946	0.35250024160675936	0.32912228105925995	0.26861434403191015	0.34447335984426797	0.32169638040923365	0.33168837538001783	0.2604811918198389	0.2413232588415801	0.30794788624024005	0.3139396484740535	0.31313332185570897	0.24658139096215934	0.32281290547687824	0.32850108670671363	0.3197495229131356	0.24407435889622786	0.3219873687230853	0.35489951704688183	0.36192403121548244	0.34241733278810316	0.2951557418040844	0.3043882434315285	0.274259290832357	0.2994863181511675	0.3084632142477625	0.29757811315905613	0.20214450584143034	0.21186886967564417	0.0	0.2548202211329852	0.2490770098911228	0.2502657401353618	0.17851323214558865	0.25840634916734145	0.27560305424443204	0.2470194734145617	0.29268707901266855	0.27219423659868736	0.20315381296822527	0.28528810968114227	0.2891437094583769	0.3003759071331977	0.2794554972346195	0.27771726213328624	0.3038922690032379	0.24292180337192468	0.2931520940580829	0.2547305327222855	0.30624109126594623	0.3082476527999344	0.30159728817685727	0.3148229718316154	0.3274283043109638	0.30120120801914874	0.3040259920530427	0.2981910637237344	0.2985168297119843	0.31271154007195967	0.31261327522957716	0.33352081717857807	0.3329816756012362	0.30081291572723723	0.4925889498438282	0.4854431711669601	0.48986588363240546	0.4994797087685444	0.513931209017469	0.5095560751779341	0.5164851077816222	0.5394341591382905	0.5470851542042674	0.5378359533522685	0.5561583616055352	0.532669864461853	0.5661268533071427	0.567822112525711	0.5435280399885007	0.5584540449050359	0.564110132603072	0.5318922109349576	0.5609555675642961	0.5688250129406739	0.5706167807544071	0.5654578170186091	0.5702600439484047	0.534325317242236	0.5927847646480011	0.5704890168351731	0.6062456869336319	0.623313575356782	0.6546081844451521	0.6341356436014269	0.6180356266915676	0.5414917926636693	0.5496576832384341	0.5750692076134023	0.5721856577385311	0.5645281736469787	0.5514626093761393	0.5472357928118377	0.552480709313854	0.5562895929845879	0.5247548917758564	0.5287931608498246	0.5387890346349853	0.5168301411070628	0.5223728275821328	0.5166774261862024	0.5117049210120364	0.5180253704483202	0.3689176461549776	0.3270961729918839	0.3062461985302899	0.2575932197064421	0.3294933979373116	0.35188687039491734
31232	0.3492298449770271	0.255323298286512	0.34327710860339594	0.3436440324693827	0.35862262503861253	0.3352446644911131	0.2747367274637633	0.35059574327612114	0.3278187638410869	0.337810758811871	0.2666035752516921	0.24744564227343327	0.3140702696720932	0.32006203190590665	0.3192557052875622	0.2527037743940125	0.32893528890873136	0.33462347013856686	0.32587190634498875	0.25019674232808103	0.32810975215493854	0.361021900478735	0.3680464146473357	0.3485397162199563	0.30127812523593756	0.31051062686338166	0.2803816742642101	0.30560870158302067	0.3145855976796157	0.30370049659090925	0.20826688927328352	0.24957449792518283	0.2548202211329852	0.0	0.2419463555998667	0.2431350858441057	0.18463561557744182	0.2645287325991946	0.2817254376762852	0.2531418568464149	0.2988094624445217	0.27831662003054053	0.20927619640007844	0.29141049311299544	0.2952660928902301	0.30649829056505085	0.28557788066647266	0.2838396455651394	0.3100146524350911	0.24904418680377785	0.2992744774899361	0.26085291615413864	0.3123634746977994	0.3143700362317876	0.30771967160871044	0.32094535526346857	0.333550687742817	0.30732359145100197	0.3101483754848959	0.3043134471555875	0.30463921314383746	0.3188339235038129	0.31873565866143033	0.3396432006104312	0.3391040590330894	0.3069352991590904	0.4987113332756814	0.4915655545988133	0.49598826706425864	0.5056020922003976	0.5200535924493221	0.5156784586097873	0.5226074912134753	0.5455565425701436	0.5532075376361205	0.5439583367841216	0.5622807450373883	0.5387922478937062	0.572249236738996	0.5739444959575641	0.5496504234203539	0.5645764283368891	0.5702325160349251	0.5380145943668109	0.5670779509961492	0.5749473963725271	0.5767391641862604	0.5715802004504622	0.5763824273802578	0.5404477006740892	0.5989071480798542	0.5766114002670262	0.612368070365485	0.6294359587886352	0.6607305678770052	0.64025802703328	0.6241580101234209	0.5476141760955225	0.5557800666702872	0.5811915910452554	0.5783080411703844	0.5706505570788319	0.5575849928079926	0.5533581762436909	0.5586030927457072	0.562411976416441	0.5308772752077096	0.5349155442816779	0.5449114180668384	0.5229525245389159	0.528495211013986	0.5227998096180555	0.5178273044438896	0.5241477538801734	0.3750400295868307	0.3332185564237371	0.312368581962143	0.2637156031382953	0.33561578136916476	0.3580092538267705
31267	0.34348663373516475	0.24958008704464962	0.3375338973615336	0.3379008212275203	0.35287941379675014	0.32950145324925073	0.26899351622190093	0.3448525320342588	0.3220755525992245	0.33206754757000867	0.2608603640098297	0.2417024310315709	0.3083270584302309	0.31431882066404426	0.3135124940456998	0.24696056315215015	0.323192077666869	0.32888025889670447	0.32012869510312636	0.24445353108621865	0.32236654091307615	0.35527868923687267	0.3623032034054733	0.34279650497809394	0.29553491399407517	0.3047674156215193	0.2746384630223478	0.2998654903411583	0.3088423864377533	0.2979572853490469	0.20252367803142113	0.24383128668332044	0.2490770098911228	0.2419463555998667	0.0	0.14651109440772875	0.17889240433557946	0.25878552135733224	0.27598222643442283	0.24739864560455255	0.2930662512026594	0.2725734087886782	0.2035329851582161	0.2856672818711331	0.2895228816483677	0.30075507932318846	0.2798346694246103	0.278096434323277	0.3042714411932287	0.2433009755619155	0.2935312662480737	0.2551097049122763	0.30662026345593707	0.3086268249899252	0.3019764603668481	0.3152021440216062	0.32780747650095465	0.3015803802091396	0.30440516424303354	0.29857023591372517	0.2988960019019751	0.3130907122619505	0.312992447419568	0.33389998936856885	0.333360847791227	0.301192087917228	0.492968122033819	0.48582234335695096	0.4902450558223963	0.49985888095853526	0.5143103812074598	0.509935247367925	0.5168642799716129	0.5398133313282814	0.5474643263942581	0.5382151255422593	0.5565375337955261	0.5330490366518439	0.5665060254971336	0.5682012847157017	0.5439072121784915	0.5588332170950268	0.5644893047930627	0.5322713831249485	0.5613347397542869	0.5692041851306647	0.570995952944398	0.5658369892085999	0.5706392161383955	0.5347044894322268	0.5931639368379918	0.5708681890251639	0.6066248591236226	0.6236927475467728	0.654987356635143	0.6345148157914177	0.6184147988815585	0.5418709648536602	0.5500368554284248	0.575448379803393	0.572564829928522	0.5649073458369696	0.5518417815661302	0.5476149650018285	0.5528598815038448	0.5566687651745786	0.5251340639658473	0.5291723330398155	0.539168206824976	0.5172093132970537	0.5227519997721236	0.5170565983761931	0.5120840932020272	0.518404542638311	0.36929681834496836	0.3274753451818747	0.3066253707202807	0.2579723918964329	0.32987257012730237	0.3522660425849081
F3H1	0.3446753639794037	0.25076881728888856	0.33872262760577254	0.33908955147175923	0.35406814404098913	0.3306901834934897	0.2701822464661399	0.34604126227849774	0.3232642828434634	0.3332562778142476	0.2620490942540687	0.24289116127580987	0.3095157886744698	0.31550755090828325	0.31470122428993874	0.2481492933963891	0.324380807911108	0.3300689891409434	0.32131742534736535	0.24564226133045763	0.3235552711573151	0.3564674194811116	0.3634919336497122	0.34398523522233293	0.29672364423831415	0.30595614586575826	0.2758271932665868	0.30105422058539727	0.3100311166819923	0.2991460155932859	0.20371240827566012	0.24502001692755943	0.2502657401353618	0.2431350858441057	0.14651109440772875	0.0	0.18008113457981842	0.2599742516015712	0.2771709566786618	0.24858737584879148	0.2942549814468983	0.27376213903291713	0.20472171540245504	0.28685601211537204	0.2907116118926067	0.30194380956742745	0.28102339966884926	0.279285164567516	0.3054601714374677	0.24448970580615445	0.2947199964923127	0.2562984351565153	0.307808993700176	0.30981555523416415	0.30316519061108704	0.31639087426584517	0.3289962067451936	0.3027691104533785	0.3055938944872725	0.29975896615796416	0.30008473214621406	0.31427944250618944	0.31418117766380693	0.33508871961280784	0.334549578035466	0.302380818161467	0.494156852278058	0.4870110736011899	0.49143378606663524	0.5010476112027742	0.5154991114516987	0.5111239776121639	0.5180530102158518	0.5410020615725203	0.5486530566384971	0.5394038557864982	0.557726264039765	0.5342377668960828	0.5676947557413725	0.5693900149599407	0.5450959424227304	0.5600219473392658	0.5656780350373016	0.5334601133691874	0.5625234699985259	0.5703929153749037	0.572184683188637	0.5670257194528389	0.5718279463826345	0.5358932196764659	0.5943526670822308	0.5720569192694028	0.6078135893678616	0.6248814777910119	0.6561760868793819	0.6357035460356566	0.6196035291257975	0.5430596950978992	0.5512255856726638	0.576637110047632	0.573753560172761	0.5660960760812086	0.5530305118103691	0.5488036952460675	0.5540486117480838	0.5578574954188176	0.5263227942100862	0.5303610632840545	0.540356937069215	0.5183980435412926	0.5239407300163625	0.518245328620432	0.5132728234462662	0.5195932728825501	0.37048554858920735	0.3286640754261137	0.30781410096451967	0.2591611221406719	0.33106130037154136	0.3534547728291471
S26Hp	0.25880135366004475	0.16489480696952966	0.2528486172864136	0.2532155411524003	0.2681941337216302	0.2448161731741308	0.184308236146781	0.2601672519591388	0.23739027252410452	0.24738226749488867	0.17617508393470976	0.15701715095645094	0.2236417783551109	0.22963354058892432	0.22882721397057984	0.16227528307703018	0.23850679759174906	0.2441949788215845	0.23544341502800642	0.1597682510110987	0.23768126083795618	0.2705934091617527	0.2776179233303533	0.258111224902974	0.21084963391895523	0.22008213554639933	0.1899531829472278	0.21518021026603834	0.22415710636263336	0.21327200527392692	0.11783839795630116	0.17326750893778628	0.17851323214558865	0.18463561557744182	0.17889240433557946	0.18008113457981842	0.0	0.15700400087764768	0.19129694635930286	0.16271336552943255	0.20838097112753937	0.18788812871355817	0.11884770508309611	0.20098200179601308	0.20483760157324774	0.2160697992480685	0.1951493893494903	0.19341115424815705	0.21958616111810872	0.1586156954867955	0.20884598617295375	0.17042442483715634	0.22193498338081707	0.22394154491480525	0.21729118029172811	0.23051686394648624	0.24312219642583466	0.2168951001340196	0.21971988416791355	0.21388495583860517	0.21421072182685513	0.22840543218683054	0.228307167344448	0.24921470929344888	0.24867556771610705	0.21650680784210807	0.40828284195869907	0.40113706328183096	0.4055597757472763	0.41517360088341526	0.4296251011323398	0.42524996729280495	0.43217899989649294	0.45512805125316136	0.4627790463191382	0.4535298454671393	0.47185225372040607	0.4483637565767239	0.4818207454220136	0.4835160046405818	0.45922193210337153	0.4741479370199068	0.47980402471794276	0.4475861030498285	0.47664945967916694	0.48451890505554474	0.48631067286927804	0.48115170913347993	0.4859539360632755	0.4500192093571069	0.5084786567628719	0.4861829089500439	0.5219395790485026	0.539007467471653	0.570302076560023	0.5498295357162977	0.5337295188064386	0.4571856847785402	0.4653515753533049	0.4907630997282731	0.48787954985340204	0.4802220657618496	0.4671565014910102	0.46292968492670855	0.46817460142872486	0.4719834850994587	0.4404487838907273	0.44448705296469554	0.4544829267498561	0.43252403322193367	0.4380667196970036	0.43237131830107317	0.42739881312690725	0.4337192625631911	0.2846115382698484	0.24279006510675477	0.2219400906451607	0.17328711182131296	0.24518729005218243	0.2675807625097882
31700	0.33869447068179753	0.24478792399128244	0.3327417343081664	0.33310865817415314	0.348087250743383	0.32470929019588357	0.26420135316853377	0.3400603689808916	0.31728338954585733	0.32727538451664145	0.25606820095646254	0.23691026797820372	0.3035348953768637	0.3095266576106771	0.30872033099233265	0.24216840009878296	0.3183999146135018	0.3240880958433373	0.3153365320497592	0.23966136803285149	0.317574377859709	0.35048652618350545	0.3575110403521061	0.3380043419247267	0.290742750940708	0.2999752525681521	0.2698462999689806	0.2950733272877911	0.30405022338438614	0.2931651222956797	0.19773151497805397	0.2531606259595391	0.25840634916734145	0.2645287325991946	0.25878552135733224	0.2599742516015712	0.15700400087764768	0.0	0.27119006338105567	0.24260648255118533	0.2882740881492922	0.267781245735311	0.1987408221048489	0.2808751188177659	0.28473071859500054	0.2959629162698213	0.2750425063712431	0.27330427126990986	0.2994792781398615	0.2385088125085483	0.2887391031947065	0.2503175418589091	0.30182810040256985	0.30383466193655806	0.2971842973134809	0.310409980968239	0.32301531344758744	0.2967882171557724	0.29961300118966633	0.29377807286035795	0.2941038388486079	0.30829854920858335	0.3082002843662008	0.32910782631520163	0.32856868473785983	0.29639992486386085	0.48817595898045185	0.48103018030358374	0.4854528927690291	0.49506671790516804	0.5095182181540926	0.5051430843145577	0.5120721169182457	0.5350211682749142	0.542672163340891	0.5334229624888921	0.5517453707421589	0.5282568735984767	0.5617138624437663	0.5634091216623346	0.5391150491251243	0.5540410540416596	0.5596971417396955	0.5274792200715812	0.5565425767009198	0.5644120220772975	0.5662037898910308	0.5610448261552328	0.5658470530850284	0.5299123263788597	0.5883717737846247	0.5660760259717967	0.6018326960702555	0.6189005844934057	0.6501951935817758	0.6297226527380505	0.6136226358281913	0.537078801800293	0.5452446923750577	0.5706562167500259	0.5677726668751548	0.5601151827836024	0.5470496185127629	0.5428228019484613	0.5480677184504776	0.5518766021212115	0.5203419009124801	0.5243801699864483	0.5343760437716089	0.5124171502436865	0.5179598367187563	0.512264435322826	0.50729193014866	0.5136123795849439	0.36450465529160114	0.32268318212850755	0.30183320766691346	0.25318022884306574	0.3250804070739352	0.34747387953154096
