	f20ppB	f30pp	f24pp	f23ppA	f12ppB	f4pp	f22ppB	f1pp	f12ppA	f18pp	f16ppA	w8pp	f32pp	w27pp	f2pp	w17pp	f8pp	f6ppB	f15pp	f7pp	f14ppA	f23ppB	f11pp	w19pp	f25pp	f9pp	f17ppB	f17ppA	w16pp	s14pp	w11pp	w4pp	s12pp	w30pp	s27pp	s26pp	s24pp	s28pp	s19pp	S15Hp	s16pp	w21pp	w14pp	s2pp	s17pp	s13pp	s3pp	s32pp	s25pp	s29pp	w28pp	s7pp	s18pp	w18pp	s22pp	s23pp	w6pp	s1pp	w23pp	w24pp	w1pp	530167	S17H1	530295	F14H1B	S12Hp	S22Hp	S7Hp	F3H1	F6H1	S19H1	F14H1A	F23HpA	S9H1	F7H1	S18H1	S2Hp	S31Hp	S28Hp	S29H1	S3Hp	S6Hp	S26Hp	S16H2	530451	S13Hp	S21H1	530394	S25Hp	w15pp	w25pp	w9pp	w10pp	f22ppA	f19pp	f6ppA	f20ppA	w3pp	f10pp	f14ppB	w13pp	f13pp	f3pp	f26pp	f21pp	f16ppB
w16pp	0.15336877040729058	0.12226262223951359	0.127664322410793	0.15084243225258426	0.13500356764559945	0.1139797368562681	0.11781434046810046	0.11131172383572857	0.1370103029342702	0.12920519739780656	0.12514889910691965	0.15397844863207777	0.14294452612114694	0.16604946373069152	0.12705074492388763	0.11854470243922066	0.12261810725676224	0.1221402326434741	0.15216218388799146	0.15506132324773889	0.11494705235381188	0.13528521154608786	0.13257543169727018	0.1345267422107918	0.09030490726599388	0.07964737092585454	0.10476867550952843	0.13000342191089637	0.0	0.14952657520236523	0.168346270625338	0.11335721669980708	0.18491715742980455	0.24282965178726135	0.2194569444024581	0.30035780360930514	0.29250288577499894	0.20231956581781385	0.1547928428041764	0.2859272092455293	0.15402128181456726	0.1171358361447687	0.06938991311629149	0.2009208212091305	0.23388871626630686	0.2873299357555948	0.24383062155680496	0.26115004376422724	0.2573767162903511	0.28870077493192414	0.20827083631638732	0.2743309092167113	0.22346842823023852	0.2099509302353382	0.24740102287010748	0.2912422858751047	0.2225787453377301	0.16416363368471742	0.17550110651300416	0.1792591466751517	0.18692280261775202	0.36257134278706826	0.36956783908767354	0.36593835499156396	0.40779871211111396	0.3624798932613692	0.37602747241013557	0.38804524018374653	0.40951404478096515	0.40348088693908213	0.38966638970290923	0.40894661126935644	0.35596896924353	0.3957247078083027	0.39198009396982486	0.37555154127805407	0.3706736370883115	0.3699975206014027	0.3431050966303964	0.39651160238487	0.3826817577945885	0.3713021767779991	0.3423206326869376	0.29900021330250703	0.4299091532607553	0.3773261823682127	0.48134108970845085	0.5013738686759117	0.5328235009400828	0.13564724979010173	0.13929720401647813	0.10891256880982003	0.1339549624038425	0.09218024914637823	0.11372306565167337	0.12224264253879495	0.14205370966490743	0.12545509381202347	0.14583890006599312	0.10437501746379566	0.1870853934731983	0.16561885214285987	0.19017025655535394	0.16737046213375084	0.12152725822496883	0.1363920997894359
s14pp	0.24931486788458612	0.21820871971680916	0.2236104198880886	0.24678852972987986	0.23094966512289503	0.20992583433356365	0.21376043794539604	0.20725782131302414	0.23295640041156573	0.22515129487510216	0.22109499658421522	0.2499245461093733	0.23889062359844254	0.26199556120798706	0.22299684240118323	0.21449079991651623	0.21856420473405783	0.21808633012076967	0.24810828136528704	0.25100742072503446	0.21089314983110743	0.2312313090233834	0.22852152917456572	0.23047283968808738	0.18625100474328943	0.1755934684031501	0.200714772986824	0.2259495193881919	0.14952657520236523	0.0	0.21238646210843967	0.15739740818290876	0.22895734891290623	0.286869843270363	0.2634971358855598	0.3443979950924068	0.3365430772581006	0.24635975730091553	0.19883303428727808	0.32996740072863096	0.19806147329766893	0.2035805831972186	0.16533601059358705	0.29686691868642606	0.32983481374360246	0.3832760332328904	0.33977671903410056	0.3570961412415228	0.3533228137676466	0.3846468724092197	0.30421693379368286	0.37027700669400687	0.3194145257075341	0.3058970277126338	0.34334712034740306	0.38718838335240024	0.3185248428150257	0.26010973116201297	0.27144720399029976	0.2752052441524473	0.2828689000950476	0.4585174402643638	0.4655139365649691	0.46188445246885956	0.5037448095884095	0.45842599073866475	0.4719735698874311	0.4839913376610421	0.5054601422582607	0.4994269844163777	0.4856124871802048	0.504892708746652	0.4519150667208256	0.49167080528559826	0.48792619144712046	0.47149763875534967	0.4666197345656071	0.4659436180786982	0.439051194107692	0.4924576998621656	0.4786278552718841	0.4672482742552947	0.4382667301642331	0.39494631077980263	0.5258552507380508	0.47327227984550824	0.5772871871857465	0.5973199661532073	0.6287695984173783	0.23159334726739728	0.2352433014937737	0.2048586662871156	0.22990105988113807	0.1881263466236738	0.20966916312896894	0.2181887400160905	0.23799980714220303	0.221401191289319	0.2417849975432887	0.20032111494109123	0.28303149095049385	0.2615649496201554	0.2861163540326495	0.2633165596110464	0.2174733557022644	0.23233819726673147
w11pp	0.2681345633075589	0.23702841513978193	0.24243011531106134	0.2656082251528526	0.2497693605458678	0.22874552975653642	0.2325801333683688	0.2260775167359969	0.2517760958345385	0.2439709902980749	0.23991469200718799	0.2687442415323461	0.2577103190214153	0.28081525663095985	0.24181653782415596	0.233310495339489	0.2373839001570306	0.23690602554374243	0.2669279767882598	0.26982711614800725	0.2297128452540802	0.2500510044463562	0.2473412245975385	0.24929253511106014	0.20507070016626222	0.19441316382612286	0.21953446840979676	0.24476921481116468	0.168346270625338	0.21238646210843967	0.0	0.12457555599356197	0.22093515752425616	0.27884765188171295	0.2554749444969097	0.33637580370375675	0.32852088586945055	0.23833756591226546	0.190810842898628	0.3219452093399809	0.19003928190901886	0.2224002786201914	0.1841557060165598	0.3156866141093988	0.3486545091665752	0.4020957286558631	0.3585964144570733	0.3759158366644956	0.3721425091906194	0.4034665678321925	0.32303662921665566	0.38909670211697966	0.33823422113050683	0.3247167231356065	0.3621668157703758	0.40600807877537304	0.3373445382379984	0.27892942658498576	0.2902668994132725	0.29402493957542003	0.30168859551802035	0.4773371356873366	0.4843336319879419	0.4807041478918323	0.5225645050113823	0.47724568616163754	0.4907932653104039	0.5028110330840149	0.5242798376812334	0.5182466798393505	0.5044321826031776	0.5237124041696248	0.47073476214379834	0.510490500708571	0.5067458868700931	0.4903173341783224	0.48543942998857986	0.484763313501671	0.45787088953066474	0.5112773952851384	0.49744755069485685	0.48606796967826743	0.4570864255872059	0.41376600620277537	0.5446749461610236	0.49209197526848103	0.5961068826087192	0.61613966157618	0.6475892938403511	0.25041304269037007	0.2540629969167465	0.22367836171008837	0.24872075530411084	0.20694604204664657	0.2284888585519417	0.2370084354390633	0.2568195025651758	0.2402208867122918	0.26060469296626143	0.219140810364064	0.30185118637346664	0.2803846450431282	0.30493604945562225	0.2821362550340192	0.23629305112523716	0.25115789268970423
w4pp	0.21314550938202798	0.18203936121425102	0.18744106138553046	0.2106191712273217	0.19478030662033688	0.1737564758310055	0.1775910794428379	0.171088462810466	0.1967870419090076	0.188981936372544	0.18492563808165707	0.21375518760681517	0.2027212650958844	0.2258262027054289	0.18682748389862508	0.1783214414139581	0.18239484623149968	0.18191697161821152	0.2119389228627289	0.2148380622224763	0.1747237913285493	0.19506195052082526	0.19235217067200758	0.19430348118552923	0.15008164624073128	0.13942410990059195	0.16454541448426585	0.18978016088563376	0.11335721669980708	0.15739740818290876	0.12457555599356197	0.0	0.16594610359872525	0.22385859795618207	0.20048589057137883	0.28138674977822586	0.27353183194391967	0.18334851198673457	0.1358217889730971	0.26695615541445	0.13505022798348798	0.16741122469466047	0.1291666520910289	0.2606975601838679	0.29366545524104426	0.3471066747303322	0.30360736053154236	0.32092678273896463	0.31715345526508854	0.3484775139066616	0.2680475752911248	0.3341076481914488	0.28324516720497595	0.2697276692100756	0.3071777618448449	0.35101902484984215	0.2823554843124675	0.22394037265945485	0.23527784548774158	0.23903588564988912	0.24669954159248944	0.4223480817618057	0.429344578062411	0.42571509396630136	0.4675754510858514	0.42225663223610665	0.435804211384873	0.447821979158484	0.46929078375570255	0.4632576259138196	0.4494431286776467	0.46872335024409384	0.4157457082182674	0.45550144678304016	0.45175683294456226	0.43532828025279147	0.4304503760630489	0.4297742595761401	0.4028818356051338	0.4562883413596074	0.4424584967693259	0.4310789157527365	0.40209737166167503	0.3587769522772445	0.48968589223549275	0.43710292134295015	0.5411178286831883	0.5611506076506492	0.5926002399148201	0.19542398876483913	0.19907394299121556	0.16868930778455746	0.19373170137857992	0.15195698812111566	0.1734998046264108	0.18201938151353236	0.2018304486396449	0.18523183278676086	0.20561563904073055	0.16415175643853308	0.2468621324479357	0.22539559111759727	0.24994699553009136	0.22714720110848824	0.18130399719970625	0.19616883876417332
s12pp	0.28470545011202547	0.25359930194424846	0.2590010021155279	0.28217911195731915	0.26634024735033435	0.24531641656100298	0.24915102017283536	0.24264840354046346	0.2683469826390051	0.26054187710254145	0.2564855788116545	0.28531512833681266	0.27428120582588184	0.2973861434354264	0.2583874246286225	0.24988138214395555	0.25395478696149715	0.253476912348209	0.28349886359272636	0.28639800295247375	0.24628373205854676	0.26662189125082275	0.26391211140200505	0.2658634219155267	0.22164158697072878	0.21098405063058942	0.23610535521426332	0.26134010161563126	0.18491715742980455	0.22895734891290623	0.22093515752425616	0.16594610359872525	0.0	0.16473331399525673	0.14136060661045347	0.22226146581730047	0.21440654798299427	0.17971170717678248	0.132184984163145	0.2981707241556484	0.16626479672468641	0.23897116542465796	0.20072659282102637	0.3322575009138654	0.36522539597104176	0.4186666154603297	0.37516730126153985	0.3924867234689621	0.388713395995086	0.42003745463665904	0.3396075160211222	0.4056675889214462	0.35480510793497344	0.3412876099400731	0.3787377025748424	0.4225789655798396	0.353915425042465	0.2955003133894523	0.30683778621773905	0.3105958263798866	0.3182594823224869	0.49390802249180316	0.5009045187924084	0.49727503469629886	0.5391353918158488	0.4938165729661041	0.5073641521148704	0.5193819198884815	0.5408507244857	0.5348175666438171	0.5210030694076442	0.5402832909740913	0.4873056489482649	0.5270613875130377	0.5233167736745598	0.506888220982789	0.5020103167930464	0.5013342003061376	0.4744417763351313	0.5278482820896049	0.5140184374993234	0.502638856482734	0.47365731239167247	0.430336893007242	0.5612458329654901	0.5086628620729476	0.6126777694131857	0.6327105483806466	0.6641601806448176	0.2669839294948366	0.27063388372121305	0.24024924851455493	0.2652916421085774	0.22351692885111313	0.24505974535640826	0.25357932224352986	0.27339038936964233	0.25679177351675836	0.277175579770728	0.23571169716853055	0.3184220731779332	0.29695553184759477	0.3215069362600888	0.29870714183848573	0.2528639379297037	0.2677287794941708
w30pp	0.3426179444694823	0.31151179630170533	0.3169134964729848	0.34009160631477603	0.32425274170779117	0.3032289109184598	0.3070635145302922	0.30056089789792034	0.3262594769964619	0.31845437145999833	0.3143980731691114	0.3432276226942695	0.3321937001833387	0.35529863779288323	0.3162999189860794	0.30779387650141243	0.31186728131895397	0.31138940670566584	0.3414113579501832	0.34431049730993063	0.30419622641600363	0.3245343856082796	0.32182460575946187	0.3237759162729835	0.2795540813281856	0.2688965449880462	0.2940178495717201	0.319252595973088	0.24282965178726135	0.286869843270363	0.27884765188171295	0.22385859795618207	0.16473331399525673	0.0	0.17040346604772316	0.2513043252545702	0.243449407420264	0.2376242015342393	0.19009747852060183	0.3560832185131052	0.22417729108214324	0.29688365978211473	0.25863908717848316	0.39016999527132223	0.4231378903284986	0.4765791098177865	0.4330797956189967	0.4503992178264189	0.4466258903525428	0.47794994899411586	0.39752001037857904	0.46358008327890304	0.41271760229243026	0.39920010429752995	0.43665019693229923	0.4804914599372964	0.4118279193999218	0.35341280774690914	0.3647502805751959	0.3685083207373434	0.37617197667994373	0.55182051684926	0.5588170131498653	0.5551875290537557	0.5970478861733057	0.5517290673235609	0.5652766464723273	0.5772944142459382	0.5987632188431569	0.5927300610012738	0.5789155637651009	0.5981957853315482	0.5452181433057217	0.5849738818704944	0.5812292680320166	0.5648007153402458	0.5599228111505032	0.5592466946635943	0.5323542706925881	0.5857607764470617	0.5719309318567802	0.5605513508401908	0.5315698067491292	0.4882493873646988	0.6191583273229471	0.5665753564304044	0.6705902637706426	0.6906230427381035	0.7220726750022745	0.32489642385229345	0.3285463780786699	0.29816174287201175	0.32320413646603424	0.28142942320856995	0.3029722397138651	0.3114918166009867	0.3313028837270992	0.3147042678742152	0.33508807412818487	0.2936241915259874	0.37633456753539	0.3548680262050516	0.3794194306175457	0.35661963619594256	0.31077643228716056	0.3256412738516276
s27pp	0.319245237084679	0.28813908891690204	0.2935407890881815	0.31671889892997274	0.3008800343229879	0.27985620353365653	0.2836908071454889	0.27718819051311705	0.3028867696116586	0.29508166407519504	0.2910253657843081	0.3198549153094662	0.3088209927985354	0.33192593040807994	0.2929272116012761	0.2844211691166091	0.2884945739341507	0.28801669932086255	0.31803865056537994	0.32093778992512734	0.28082351903120034	0.3011616782234763	0.29845189837465863	0.3004032088881803	0.2561813739433823	0.24552383760324298	0.2706451421869169	0.2958798885882848	0.2194569444024581	0.2634971358855598	0.2554749444969097	0.20048589057137883	0.14136060661045347	0.17040346604772316	0.0	0.1788933104757277	0.1710383926414215	0.214251494149436	0.16672477113579856	0.33271051112830197	0.20080458369733994	0.2735109523973115	0.23526637979367993	0.3667972878865189	0.3997651829436953	0.4532064024329832	0.4097070882341934	0.42702651044161566	0.4232531829677395	0.45457724160931257	0.37414730299377574	0.44020737589409975	0.3893448949076269	0.3758273969127266	0.4132774895474959	0.4571187525524931	0.3884552120151185	0.33004010036210585	0.3413775731903926	0.3451356133525401	0.35279926929514044	0.5284478094644567	0.535444305765062	0.5318148216689524	0.5736751787885024	0.5283563599387576	0.541903939087524	0.553921706861135	0.5753905114583535	0.5693573536164706	0.5555428563802977	0.5748230779467449	0.5218454359209184	0.5616011744856911	0.5578565606472132	0.5414280079554425	0.5365501037656999	0.5358739872787911	0.5089815633077848	0.5623880690622585	0.5485582244719769	0.5371786434553876	0.508197099364326	0.46487667997989546	0.5957856199381437	0.5432026490456011	0.6472175563858393	0.6672503353533001	0.6986999676174712	0.30152371646749015	0.3051736706938666	0.27478903548720846	0.29983142908123095	0.25805671582376666	0.2795995323290618	0.2881191092161834	0.3079301763422959	0.2913315604894119	0.3117153667433816	0.2702514841411841	0.3529618601505867	0.3314953188202483	0.3560467232327424	0.33324692881113926	0.28740372490235727	0.3022685664668243
s26pp	0.4001460962915261	0.36903994812374913	0.3744416482950286	0.3976197581368198	0.38178089352983496	0.3607570627405036	0.364591666352336	0.35808904971996414	0.3837876288185057	0.3759825232820421	0.3719262249911552	0.4007557745163133	0.3897218520053825	0.412826789614927	0.3738280708081232	0.36532202832345617	0.36939543314099776	0.36891755852770963	0.39893950977222703	0.4018386491319744	0.36172437823804743	0.38206253743032337	0.37935275758150566	0.3813040680950273	0.3370822331502294	0.32642469681009	0.3515460013937639	0.3767807477951318	0.30035780360930514	0.3443979950924068	0.33637580370375675	0.28138674977822586	0.22226146581730047	0.2513043252545702	0.1788933104757277	0.0	0.20040998735883914	0.29515235335628304	0.2476256303426456	0.413611370335149	0.281705442904187	0.3544118116041585	0.31616723900052696	0.447698147093366	0.48066604215054237	0.5341072616398304	0.49060794744104047	0.5079273696484627	0.5041540421745866	0.5354781008161597	0.45504816220062283	0.5211082351009468	0.470245754114474	0.4567282561195737	0.49417834875434297	0.5380196117593402	0.4693560712219656	0.41094095956895293	0.42227843239723967	0.4260364725593872	0.4337001285019875	0.6093486686713038	0.616345164971909	0.6127156808757994	0.6545760379953495	0.6092572191456047	0.6228047982943711	0.634822566067982	0.6562913706652007	0.6502582128233176	0.6364437155871447	0.6557239371535919	0.6027462951277656	0.6425020336925382	0.6387574198540604	0.6223288671622895	0.6174509629725471	0.6167748464856382	0.589882422514632	0.6432889282691054	0.6294590836788241	0.6180795026622345	0.5890979585711731	0.5457775391867425	0.6766864791449908	0.6241035082524482	0.7281184155926863	0.7481511945601472	0.7796008268243182	0.38242457567433724	0.38607452990071367	0.35568989469405554	0.38073228828807804	0.33895757503061374	0.3605003915359089	0.3690199684230305	0.388831035549143	0.372232419696259	0.39261622595022866	0.3511523433480312	0.4338627193574338	0.4123961780270954	0.4369475824395895	0.41414778801798635	0.36830458410920436	0.3831694256736714
s24pp	0.3922911784572199	0.36118503028944293	0.3665867304607224	0.3897648403025136	0.37392597569552877	0.3529021449061974	0.3567367485180298	0.35023413188565794	0.3759327109841995	0.36812760544773593	0.364071307156849	0.3929008566820071	0.3818669341710763	0.40497187178062083	0.365973152973817	0.35746711048915003	0.36154051530669157	0.36106264069340344	0.3910845919379208	0.3939837312976682	0.35386946040374123	0.37420761959601717	0.37149783974719947	0.3734491502607211	0.3292273153159232	0.3185697789757838	0.3436910835594577	0.3689258299608256	0.29250288577499894	0.3365430772581006	0.32852088586945055	0.27353183194391967	0.21440654798299427	0.243449407420264	0.1710383926414215	0.20040998735883914	0.0	0.28729743552197684	0.2397707125083394	0.4057564525008428	0.2738505250698808	0.3465568937698523	0.30831232116622076	0.43984322925905983	0.4728111243162362	0.5262523438055241	0.4827530296067343	0.5000724518141565	0.4962991243402804	0.5276231829818534	0.44719324436631663	0.5132533172666407	0.46239083628016786	0.44887333828526754	0.4863234309200368	0.530164693925034	0.4615011533876594	0.40308604173464674	0.41442351456293347	0.418181554725081	0.42584521066768133	0.6014937508369975	0.6084902471376028	0.6048607630414933	0.6467211201610432	0.6014023013112986	0.6149498804600648	0.6269676482336759	0.6484364528308945	0.6424032949890115	0.6285887977528386	0.6478690193192858	0.5948913772934593	0.6346471158582321	0.6309025020197542	0.6144739493279834	0.6095960451382408	0.608919928651332	0.5820275046803257	0.6354340104347993	0.6216041658445178	0.6102245848279284	0.581243040736867	0.5379226213524364	0.6688315613106846	0.6162485904181421	0.7202634977583802	0.740296276725841	0.771745908990012	0.37456965784003105	0.3782196120664075	0.34783497685974935	0.37287737045377184	0.33110265719630755	0.3526454737016027	0.3611650505887243	0.3809761177148368	0.3643775018619528	0.38476130811592246	0.343297425513725	0.4260078015231276	0.4045412601927892	0.4290926646052833	0.40629287018368015	0.36044966627489816	0.3753145078393652
s28pp	0.30210785850003474	0.2710017103322578	0.27640341050353723	0.2995815203453285	0.2837426557383436	0.2627188249490123	0.26655342856084463	0.2600508119284728	0.28574939102701435	0.2779442854905508	0.27388798719966384	0.30271753672482193	0.29168361421389116	0.3147885518234357	0.27578983301663185	0.2672837905319648	0.2713571953495064	0.2708793207362183	0.3009012719807357	0.3038004113404831	0.2636861404465561	0.284024299638832	0.2813145197900144	0.283265830303536	0.23904399535873805	0.22838645901859872	0.2535077636022726	0.27874251000364053	0.20231956581781385	0.24635975730091553	0.23833756591226546	0.18334851198673457	0.17971170717678248	0.2376242015342393	0.214251494149436	0.29515235335628304	0.28729743552197684	0.0	0.10146641272069674	0.3155731325436577	0.18366720511269571	0.25637357381266723	0.21812900120903567	0.3496599093018747	0.3826278043590511	0.436069023848339	0.3925697096495492	0.4098891318569714	0.40611580438309525	0.4374398630246683	0.3570099244091315	0.4230699973094555	0.3722075163229827	0.3586900183280824	0.3961401109628517	0.43998137396784887	0.3713178334304743	0.3129027217774616	0.3242401946057484	0.3279982347678959	0.33566189071049624	0.5113104308798124	0.5183069271804177	0.5146774430843082	0.5565378002038581	0.5112189813541134	0.5247665605028797	0.5367843282764907	0.5582531328737094	0.5522199750318263	0.5384054777956534	0.5576856993621007	0.5047080573362742	0.5444637959010469	0.5407191820625691	0.5242906293707983	0.5194127251810557	0.5187366086941468	0.4918441847231406	0.5452506904776142	0.5314208458873327	0.5200412648707433	0.49105972077968174	0.44773930139525125	0.5786482413534995	0.5260652704609569	0.6300801778011951	0.6501129567686559	0.681562589032827	0.2843863378828459	0.2880362921092223	0.2576516569025642	0.2826940504965867	0.24091933723912243	0.26246215374441756	0.27098173063153913	0.29079279775765166	0.27419418190476763	0.2945779881587373	0.25311410555653985	0.33582448156594247	0.31435794023560404	0.33890934464809813	0.316109550226495	0.270266346317713	0.28513118788218006
s19pp	0.2545811354863973	0.22347498731862034	0.22887668748989975	0.252054797331691	0.2362159327247062	0.21519210193537483	0.2190267055472072	0.21252408891483532	0.23822266801337694	0.2304175624769133	0.2263612641860264	0.2551908137111845	0.2441568912002537	0.26726182880979826	0.22826311000299437	0.2197570675183274	0.223830472335869	0.22335259772258084	0.2533745489670982	0.2562736883268456	0.2161594174329186	0.23649757662519458	0.2337877967763769	0.23573910728989855	0.19151727234510063	0.18085973600496127	0.20598104058863517	0.23121578699000309	0.1547928428041764	0.19883303428727808	0.190810842898628	0.1358217889730971	0.132184984163145	0.19009747852060183	0.16672477113579856	0.2476256303426456	0.2397707125083394	0.10146641272069674	0.0	0.26804640953002024	0.13614048209905827	0.2088468507990298	0.17060227819539822	0.30213318628823727	0.3351010813454136	0.38854230083470154	0.3450429866359117	0.3623624088433339	0.35858908136945783	0.3899131400110309	0.30948320139549407	0.3755432742958181	0.3246807933093453	0.311163295314445	0.34861338794921426	0.39245465095421145	0.32379111041683684	0.2653759987638242	0.2767134715921109	0.28047151175425844	0.28813516769685876	0.463783707866175	0.4707802041667803	0.4671507200706707	0.5090110771902208	0.46369225834047595	0.4772398374892423	0.4892576052628533	0.5107264098600719	0.5046932520181888	0.490878754782016	0.5101589763484632	0.45718133432263675	0.49693707288740946	0.4931924590489316	0.4767639063571608	0.4718860021674183	0.4712098856805094	0.44431746170950315	0.49772396746397674	0.48389412287369526	0.47251454185710584	0.4435329977660443	0.40021257838161384	0.5311215183398621	0.47853854744731944	0.5825534547875576	0.6025862337550185	0.6340358660191895	0.23685961486920848	0.24050956909558488	0.21012493388892678	0.23516732748294925	0.19339261422548498	0.2149354307307801	0.2234550076179017	0.24326607474401418	0.2266674588911302	0.24705126514509987	0.2055873825429024	0.28829775855230505	0.2668312172219666	0.29138262163446066	0.2685828272128576	0.22273962330407557	0.23760446486854264
S15Hp	0.3857155019277502	0.35460935375997327	0.3600110539312527	0.38318916377304396	0.3673502991660591	0.34632646837672776	0.3501610719885601	0.3436584553561883	0.36935703445472984	0.36155192891826626	0.3574956306273793	0.3863251801525374	0.37529125764160665	0.39839619525115116	0.35939747644434733	0.35089143395968037	0.3549648387772219	0.35448696416393377	0.3845089154084511	0.38740805476819856	0.34729378387427157	0.3676319430665475	0.3649221632177298	0.36687347373125145	0.32265163878645353	0.31199410244631415	0.33711540702998805	0.36235015343135596	0.2859272092455293	0.32996740072863096	0.3219452093399809	0.26695615541445	0.2981707241556484	0.3560832185131052	0.33271051112830197	0.413611370335149	0.4057564525008428	0.3155731325436577	0.26804640953002024	0.0	0.25171865706182894	0.33998121724038266	0.3017366446367511	0.43326755272959017	0.4662354477867665	0.5196766672760544	0.4761773530772646	0.49349677528468683	0.48972344781081073	0.5210475064523838	0.44061756783684697	0.5066776407371709	0.4558151597506982	0.4422976617557979	0.47974775439056716	0.5235890173955644	0.45492547685818974	0.3965103652051771	0.4078478380334638	0.41160587819561134	0.41926953413821166	0.594918074307528	0.6019145706081332	0.5982850865120236	0.6401454436315737	0.5948266247818288	0.6083742039305953	0.6203919717042061	0.6418607763014248	0.6358276184595417	0.6220131212233688	0.6412933427898161	0.5883157007639896	0.6280714393287623	0.6243268254902845	0.6078982727985137	0.6030203686087712	0.6023442521218623	0.575451828150856	0.6288583339053296	0.6150284893150482	0.6036489082984587	0.5746673642073972	0.5313469448229667	0.662255884781215	0.6096729138886723	0.7136878212289105	0.7337206001963714	0.7651702324605424	0.3679939813105614	0.3716439355369378	0.3412593003302797	0.3663016939243022	0.3245269806668379	0.34606979717213304	0.3545893740592546	0.37440044118536714	0.3578018253324831	0.3781856315864528	0.33672174898425533	0.41943212499365795	0.3979655836633195	0.4225169880758136	0.3997171936542105	0.3538739897454285	0.36873883130989554
s16pp	0.25380957449678815	0.2227034263290112	0.22810512650029063	0.2512832363420819	0.23544437173509705	0.21442054094576568	0.21825514455759806	0.21175252792522617	0.23745110702376776	0.22964600148730419	0.22558970319641725	0.25441925272157534	0.24338533021064457	0.2664902678201891	0.22749154901338525	0.21898550652871826	0.22305891134625985	0.2225810367329717	0.25260298797748904	0.2555021273372365	0.21538785644330946	0.23572601563558543	0.23301623578676775	0.2349675463002894	0.19074571135549145	0.18008817501535213	0.20520947959902602	0.23044422600039394	0.15402128181456726	0.19806147329766893	0.19003928190901886	0.13505022798348798	0.16626479672468641	0.22417729108214324	0.20080458369733994	0.281705442904187	0.2738505250698808	0.18366720511269571	0.13614048209905827	0.25171865706182894	0.0	0.20807528980942064	0.16983071720578907	0.3013616252986281	0.33432952035580443	0.38777073984509236	0.34427142564630253	0.3615908478537248	0.3578175203798487	0.38914157902142177	0.30871164040588495	0.37477171330620895	0.3239092323197361	0.3103917343248358	0.3478418269596051	0.3916830899646023	0.32301954942722766	0.26460443777421505	0.2759419106025017	0.27969995076464926	0.2873636067072496	0.4630121468765659	0.47000864317717117	0.46637915908106153	0.5082395162006116	0.4629206973508668	0.4764682764996332	0.48848604427324416	0.5099548488704627	0.5039216910285798	0.49010719379240686	0.509387415358854	0.45640977333302757	0.49616551189780034	0.49242089805932243	0.47599234536755164	0.4711144411778091	0.4704383246909003	0.44354590071989397	0.49695240647436756	0.4831225618840861	0.47174298086749666	0.4427614367764352	0.39944101739200466	0.5303499573502529	0.4777669864577103	0.5817818937979484	0.6018146727654093	0.6332643050295803	0.2360880538795993	0.23973800810597573	0.20935337289931763	0.2343957664933401	0.19262105323587583	0.21416386974117096	0.22268344662829254	0.24249451375440506	0.22589589790152104	0.24627970415549072	0.20481582155329325	0.2875261975626959	0.26605965623235744	0.29061106064485154	0.2678112662232484	0.22196806231446642	0.2368329038789335
w21pp	0.21692412882698964	0.18581798065921265	0.19121968083049207	0.21439779067228332	0.1985589260652985	0.17753509527596714	0.18136969888779952	0.17486708225542763	0.20056566135396925	0.19276055581750562	0.1887042575266187	0.21753380705177683	0.206499884540846	0.22960482215039058	0.19060610334358669	0.18210006085891972	0.1861734656764613	0.18569559106317315	0.21571754230769052	0.21861668166743795	0.17850241077351092	0.1988405699657869	0.1961307901169692	0.19808210063049086	0.15386026568569294	0.1432027293455536	0.16832403392922746	0.19355878033059537	0.1171358361447687	0.2035805831972186	0.2224002786201914	0.16741122469466047	0.23897116542465796	0.29688365978211473	0.2735109523973115	0.3544118116041585	0.3465568937698523	0.25637357381266723	0.2088468507990298	0.33998121724038266	0.20807528980942064	0.0	0.13294527153599053	0.2644761796288295	0.2974440746860059	0.35088529417529385	0.307385979976504	0.3247054021839263	0.32093207471005014	0.3522561333516232	0.2718261947360864	0.3378862676364104	0.28702378664993755	0.27350628865503723	0.3109563812898065	0.35479764429480376	0.28613410375742915	0.22771899210441648	0.23905646493270322	0.24281450509485075	0.2504781610374511	0.4261267012067673	0.4331231975073726	0.429493713411263	0.471354070530813	0.42603525168106826	0.4395828308298346	0.4516005986034456	0.4730694032006642	0.4670362453587812	0.4532217481226083	0.4725019696890555	0.41952432766322906	0.45928006622800177	0.4555354523895239	0.43910689969775313	0.4342289955080106	0.43355287902110173	0.40666045505009546	0.46006696080456905	0.4462371162142876	0.43485753519769815	0.40587599110663664	0.3625555717222061	0.49346451168045435	0.44088154078791175	0.54489644812815	0.5649292270956108	0.5963788593597819	0.1992026082098008	0.2028525624361772	0.1724679272295191	0.19751032082354156	0.1557356075660773	0.17727842407137243	0.18579800095849403	0.2056090680846065	0.18901045223172253	0.20939425848569218	0.16793037588349471	0.25064075189289736	0.22917421056255893	0.25372561497505297	0.2309258205534499	0.18508261664466788	0.19994745820913495
