	f16ppB	f13pp	S9H1	w25pp	w10pp	f20ppB	w23pp	f21pp	f14ppA	f31pp	f12ppB	f7pp	f24pp	f8pp	f30pp	f23ppA	w31pp	w24pp	w29pp	w27pp	f16ppA	w2pp	w16pp	f23ppB	w11pp	f10pp	w26pp	S14Hp	w12pp	w18pp	f6ppA	w32pp	w6pp	530451	S18H1	f2pp	f17ppB	f12ppA	w28pp	f11pp	f20ppA	w20pp	f14ppB	S12Hp	w3pp	w1pp	f19pp	w15pp	w19pp	f6ppB	f15pp	w13pp	w14pp	w22pp	w8pp	w17pp	f32pp
f16ppA	0.3009771805279877	0.26509036859209956	0.396485196032323	0.37866833121005394	0.21222921643092496	0.2307102530784239	0.1935306776459592	0.22600086250124662	0.21261984527134317	0.22813267443462673	0.1674482723822498	0.2581360379480359	0.12802144289898498	0.21056503392048093	0.17545547320288823	0.2145632057867562	0.19494640808457403	0.12126353723027712	0.196142920271442	0.14421699950457997	0.0	0.21315323903101718	0.1815910065687186	0.21941242979418935	0.21264731443884202	0.15513096027362255	0.22043721550139167	0.43014713884034556	0.28077660552120637	0.27640836123739676	0.3389815126418928	0.44991696337620674	0.3708766053793625	0.5592034232012415	0.49620639162213986	0.2914632305829076	0.31060917542617117	0.3991622194898833	0.2817053160340419	0.24606415521297498	0.20435071955868928	0.27511019699941086	0.2536110879886008	0.4337649145069664	0.4501106026142973	0.36607203917245146	0.3145662523179881	0.44303875736346265	0.3642190586101102	0.4129283253353017	0.3075634825718975	0.40050235737695666	0.27442315390755917	0.19873933884849715	0.3403199508933954	0.33756164965869184	0.44215507167087964
w2pp	0.36150907505924823	0.3256222631233601	0.45701709056358364	0.43920022574131456	0.2727611109621855	0.2912421476096845	0.2540625721772197	0.2865327570325072	0.27315173980260377	0.2886645689658873	0.22798016691351036	0.3186679324792965	0.18855333743024555	0.2710969284517415	0.2359873677341488	0.27509510031801676	0.2554783026158346	0.18179543176153767	0.2566748148027026	0.20474889403584054	0.21315323903101718	0.0	0.24212290109997917	0.2799443243254499	0.2731792089701026	0.21566285480488312	0.28096911003265224	0.4906790333716061	0.34130850005246693	0.3369402557686573	0.3995134071731534	0.5104488579074673	0.43140849991062313	0.6197353177325021	0.5567382861534005	0.3519951251141682	0.3711410699574317	0.45969411402114385	0.3422372105653025	0.30659604974423554	0.26488261408994984	0.3356420915306715	0.3141429825198614	0.494296809038227	0.5106424971455579	0.4266039337037121	0.3750981468492487	0.5035706518947232	0.4247509531413708	0.4734602198665623	0.36809537710315804	0.46103425190821723	0.33495504843881974	0.2592712333797577	0.40085184542465596	0.39809354418995235	0.5026869662021402
w16pp	0.23148122140146668	0.19559440946557854	0.32698923690580206	0.309172372083533	0.14273325730440398	0.1612142939519029	0.12403471851943819	0.19295956927085298	0.17957855204094952	0.19509138120423308	0.13440697915185612	0.22509474471764226	0.09498014966859132	0.17752374069008725	0.14241417997249461	0.18152191255636255	0.1619051148541804	0.10526561783047504	0.18014500087163993	0.1282190801047779	0.1815910065687186	0.24212290109997917	0.0	0.12899062849852672	0.12222551314317939	0.06471115897895999	0.1300174142067291	0.33972733754568296	0.1903568042265438	0.1859885599427342	0.24856171134723026	0.35949716208154414	0.2804568040847	0.46878362190657896	0.4057865903274773	0.20104342928824503	0.22018937413150858	0.30874241819522075	0.19128551473937935	0.15564435391831238	0.11393091826402672	0.18469039570474832	0.16319128669393826	0.3433451132123039	0.3596908013196347	0.2756522378777889	0.22414645102332556	0.3526189560688001	0.27379925731544763	0.3225085240406391	0.2171436812772349	0.31008255608229407	0.1840033526128966	0.12924337972197614	0.27082399176687444	0.2680656905321709	0.37265911254435863
f23ppB	0.2693026446269374	0.23341583269104932	0.36481066013127283	0.34699379530900376	0.18055468052987472	0.19903571717737364	0.16185614174490892	0.23078099249632372	0.21739997526642027	0.23291280442970383	0.1722284023773269	0.262916167943113	0.13280157289406208	0.21534516391555802	0.18023560319796533	0.2193433357818333	0.19972653807965113	0.14308704105594577	0.21796642409711067	0.16604050333024864	0.21941242979418935	0.2799443243254499	0.12899062849852672	0.0	0.16004493636765008	0.10253258220443073	0.16783883743219985	0.37754876077115374	0.22817822745201455	0.22380998316820494	0.28638313457270104	0.3973185853070149	0.31827822731017075	0.5066050451320497	0.44360801355294804	0.23886485251371578	0.2580107973569793	0.34656384142069147	0.2291069379648501	0.19346577714378316	0.15175234148949746	0.22251181893021907	0.201012709919409	0.3811665364377746	0.3975122245451055	0.3134736611032597	0.2619678742487963	0.39044037929427083	0.3116206805409184	0.3603299472661099	0.25496510450270565	0.34790397930776484	0.22182477583836735	0.1670648029474469	0.3086454149923452	0.3058871137576416	0.41048053576982935
w11pp	0.26253752927159013	0.22665071733570197	0.3580455447759255	0.3402286799536564	0.1737895651745274	0.19227060182202632	0.15509102638956163	0.2240158771409764	0.21063485991107295	0.2261476890743565	0.16546328702197954	0.2561510525877657	0.12603645753871473	0.20858004856021067	0.17347048784261804	0.21257822042648597	0.19296142272430383	0.13632192570059848	0.21120130874176335	0.15927538797490132	0.21264731443884202	0.2731792089701026	0.12222551314317939	0.16004493636765008	0.0	0.09576746684908341	0.16107372207685253	0.37078364541580644	0.22141311209666723	0.21704486781285762	0.2796180192173537	0.3905534699516676	0.3115131119548234	0.49983992977670244	0.4368428981976007	0.23209973715836846	0.251245682001632	0.3397987260653441	0.22234182260950278	0.1867006617884358	0.14498722613415016	0.21574670357487175	0.19424759456406168	0.37440142108242724	0.3907471091897582	0.30670854574791234	0.255202758893449	0.3836752639389235	0.3048555651855711	0.3535648319107626	0.24819998914735833	0.34113886395241755	0.21505966048302003	0.1602996875920996	0.30188029963699786	0.29912199840229425	0.40371542041448205
f10pp	0.20502117510637063	0.16913436317048253	0.30052919061070604	0.28271232578843697	0.11627321100930794	0.13475424765680685	0.09757467222434213	0.16649952297575693	0.15311850574585348	0.16863133490913704	0.10794693285676007	0.19863469842254622	0.06852010337349526	0.1510636943949912	0.11595413367739854	0.1550618662612665	0.13544506855908434	0.07880557153537898	0.15368495457654388	0.10175903380968185	0.15513096027362255	0.21566285480488312	0.06471115897895999	0.10253258220443073	0.09576746684908341	0.0	0.08067472163512976	0.29038464497408367	0.14101411165494446	0.13664586737113485	0.19921901877563092	0.31015446950994485	0.23111411151310063	0.4194409293349797	0.356443897755878	0.1517007367166457	0.17084668155990923	0.2593997256236214	0.14194282216778	0.10630166134671305	0.06458822569242738	0.13534770313314898	0.11384859412233891	0.29400242064070453	0.3103481087480354	0.22630954530618957	0.17480375845172622	0.30327626349720077	0.2244565647438483	0.27316583146903983	0.16780098870563556	0.2607398635106948	0.13466066004129726	0.1027833334268801	0.2443639454717784	0.2416056442370748	0.34619906624926255
w26pp	0.27032743033413975	0.23444061839825164	0.36583544583847516	0.3480185810162061	0.18157946623707705	0.20006050288457597	0.16288092745211125	0.23180577820352605	0.2184247609736226	0.23393759013690615	0.17325318808452922	0.26394095365031534	0.1338263586012644	0.21636994962276035	0.18126038890516766	0.22036812148903562	0.20075132378685345	0.1441118267631481	0.218991209804313	0.16706528903745096	0.22043721550139167	0.28096911003265224	0.1300174142067291	0.16783883743219985	0.16107372207685253	0.08067472163512976	0.0	0.29299853788066965	0.14362800456153046	0.13925976027772086	0.20183291168221695	0.31276836241653083	0.23372800441968666	0.42205482224156565	0.35905779066246396	0.1543146296232317	0.17346057446649527	0.2620136185302074	0.14455671507436602	0.13929417518248866	0.09758073952820297	0.1683402169689246	0.1468411079581145	0.3269949344764801	0.34334062258381104	0.2593020591419652	0.20779627228750183	0.33626877733297633	0.25744907857962396	0.3061583453048154	0.20079350254141118	0.2937323773464704	0.16765317387707285	0.16808958865464924	0.30967020069954754	0.30691189946484393	0.41150532147703167
S14Hp	0.4800373536730937	0.44415054173720553	0.575545369177429	0.55772850435516	0.391289389576031	0.4097704262235299	0.37259085079106513	0.44151570154247993	0.4281346843125765	0.44364751347586007	0.3829631114234831	0.4736508769892692	0.3435362819402183	0.42607987296171423	0.39097031224412154	0.4300780448279895	0.41046124712580734	0.353821750102102	0.42870113314326685	0.3767752123764049	0.43014713884034556	0.4906790333716061	0.33972733754568296	0.37754876077115374	0.37078364541580644	0.29038464497408367	0.29299853788066965	0.0	0.34011668000938533	0.3357484357255757	0.3983215871300718	0.5092570378643857	0.43021667986754153	0.6185434976894205	0.5555464661103188	0.35080330507108654	0.3699492499143501	0.4585022939780622	0.3410453905222209	0.34900409852144254	0.3072906628671569	0.37805014030787853	0.35655103129706844	0.5367048578154341	0.5530505459227649	0.46901198248091913	0.41750619562645575	0.5459787006719303	0.46715900191857784	0.5158682686437693	0.4105034258803651	0.5034423006854243	0.3773630972160268	0.3777995119936032	0.5193801240385014	0.5166218228037979	0.6212152448159856
w12pp	0.33066682035395445	0.29478000841806634	0.42617483585828986	0.4083579710360208	0.24191885625689175	0.2603998929043907	0.22322031747192597	0.29214516822334075	0.2787641509934373	0.2942769801567209	0.23359257810434392	0.32428034367013003	0.1941657486210791	0.27670933964257505	0.24159977892498236	0.2807075115088503	0.26109071380666815	0.2044512167829628	0.27933059982412767	0.22740467905726566	0.28077660552120637	0.34130850005246693	0.1903568042265438	0.22817822745201455	0.22141311209666723	0.14101411165494446	0.14362800456153046	0.34011668000938533	0.0	0.10274976240924655	0.16532291381374264	0.2762583645480565	0.19721800655121235	0.38554482437309134	0.38390981762799115	0.17916665658875888	0.19831260143202245	0.28686564549573457	0.1694087420398932	0.19963356520230335	0.1579201295480177	0.22867960698873932	0.20718049797792923	0.38733432449629485	0.40368001260362574	0.31964144916177994	0.26813566230731656	0.3966081673527911	0.31778846859943866	0.36649773532463015	0.2611328925612259	0.3540717673662851	0.2279925638968876	0.22842897867446393	0.3700095907193622	0.36725128948465857	0.47184471149684637
w18pp	0.32629857607014484	0.29041176413425673	0.4218065915744802	0.4039897267522111	0.23755061197308214	0.2560316486205811	0.21885207318811636	0.28777692393953114	0.27439590670962766	0.2899087358729112	0.2292243338205343	0.3199120993863204	0.1897975043372695	0.27234109535876544	0.23723153464117275	0.2763392672250407	0.25672246952285854	0.2000829724991532	0.2749623555403181	0.22303643477345605	0.27640836123739676	0.3369402557686573	0.1859885599427342	0.22380998316820494	0.21704486781285762	0.13664586737113485	0.13925976027772086	0.3357484357255757	0.10274976240924655	0.0	0.1245163410185537	0.23545179175286757	0.1564114337560234	0.34473825157790244	0.3795415733441815	0.17479841230494927	0.19394435714821284	0.2824974012119249	0.1650404977560836	0.19526532091849375	0.1535518852642081	0.2243113627049297	0.20281225369411962	0.38296608021248524	0.39931176831981613	0.3152732048779703	0.26376741802350695	0.3922399230689815	0.31342022431562905	0.3621294910408205	0.2567646482774163	0.3497035230824755	0.223624319613078	0.22406073439065433	0.36564134643555257	0.362883045200849	0.46747646721303676
f6ppA	0.38887172747464094	0.3529849155387528	0.4843797429789763	0.4665628781567072	0.30012376337757823	0.31860480002507713	0.28142522459261243	0.3503500753440272	0.33696905811412375	0.3524818872774073	0.29179748522503035	0.3824852507908165	0.25237065574176554	0.3349142467632615	0.29980468604566884	0.3389124186295368	0.31929562092735464	0.2626561239036493	0.33753550694481416	0.2856095861779521	0.3389815126418928	0.3995134071731534	0.24856171134723026	0.28638313457270104	0.2796180192173537	0.19921901877563092	0.20183291168221695	0.3983215871300718	0.16532291381374264	0.1245163410185537	0.0	0.1746167020338365	0.149635491866914	0.33796230968879304	0.4421147247486776	0.23737156370944534	0.25651750855270894	0.345070552616421	0.22761364916057966	0.25783847232298984	0.21612503666870414	0.2868845141094258	0.2653854050986157	0.4455392316169813	0.4618849197243122	0.3778463562824664	0.32634056942800305	0.4548130744734775	0.37599337572012514	0.4247026424453166	0.31933779968191234	0.4122766744869716	0.28619747101757403	0.28663388579515037	0.42821449784004867	0.42545619660534506	0.5300496186175329
w32pp	0.49980717820895487	0.4639203662730667	0.5953151937132902	0.5774983288910212	0.41105921411189217	0.42954025075939106	0.3923606753269263	0.4612855260783411	0.4479045088484377	0.46341733801172125	0.4027329359593443	0.4934207015251304	0.36330610647607947	0.4458496974975754	0.4107401367799827	0.4498478693638507	0.4302310716616685	0.37359157463796316	0.44847095767912803	0.39654503691226606	0.44991696337620674	0.5104488579074673	0.35949716208154414	0.3973185853070149	0.3905534699516676	0.31015446950994485	0.31276836241653083	0.5092570378643857	0.2762583645480565	0.23545179175286757	0.1746167020338365	0.0	0.2605709426012279	0.4488977604231069	0.5530501754829915	0.3483070144437592	0.3674529592870228	0.4560060033507349	0.33854909989489357	0.3687739230573037	0.3270604874030181	0.3978199648437397	0.3763208558329296	0.5564746823512952	0.5728203704586261	0.4887818070167803	0.4372760201623169	0.5657485252077914	0.486928826454439	0.5356380931796305	0.43027325041622627	0.5232121252212855	0.39713292175188797	0.39756933652946436	0.5391499485743626	0.536391647339659	0.6409850693518468
w6pp	0.42076682021211065	0.3848800082762225	0.516274835716446	0.4984579708941769	0.33201885611504794	0.35049989276254684	0.31332031733008214	0.3822451680814969	0.36886415085159346	0.384376980014877	0.32369257796250006	0.41438034352828623	0.28426574847923525	0.3668093395007312	0.33169977878313855	0.3708075113670065	0.35119071366482435	0.294551216641119	0.36943059968228387	0.31750467891542183	0.3708766053793625	0.43140849991062313	0.2804568040847	0.31827822731017075	0.3115131119548234	0.23111411151310063	0.23372800441968666	0.43021667986754153	0.19721800655121235	0.1564114337560234	0.149635491866914	0.2605709426012279	0.0	0.3118705223009562	0.47400981748614734	0.26926665644691505	0.28841260129017865	0.37696564535389077	0.2595087418980494	0.28973356506045955	0.24802012940617385	0.3187796068468955	0.2972804978360854	0.477434324354451	0.49378001246178194	0.4097414490199361	0.35823566216547276	0.48670816721094723	0.40788846845759485	0.4565977351827863	0.35123289241938205	0.4441717672244413	0.31809256375504374	0.3185289785326201	0.4601095905775184	0.45735128934281477	0.5619447113550026
530451	0.6090936380339897	0.5732068260981016	0.704601653538325	0.686784788716056	0.520345673936927	0.5388267105844259	0.5016471351519611	0.570571985903376	0.5571909686734725	0.5727037978367561	0.512019395784379	0.6027071613501652	0.4725925663011143	0.5551361573226102	0.5200265966050176	0.5591343291888855	0.5395175314867033	0.482878034462998	0.5577574175041629	0.5058314967373009	0.5592034232012415	0.6197353177325021	0.46878362190657896	0.5066050451320497	0.49983992977670244	0.4194409293349797	0.42205482224156565	0.6185434976894205	0.38554482437309134	0.34473825157790244	0.33796230968879304	0.4488977604231069	0.3118705223009562	0.0	0.6623366353080262	0.45759347426879404	0.47673941911205764	0.5652924631757696	0.4478355597199284	0.47806038288233854	0.4363469472280529	0.5071064246687745	0.48560731565796444	0.6657611421763301	0.6821068302836609	0.5980682668418151	0.5465624799873517	0.6750349850328263	0.5962152862794738	0.6449245530046653	0.539559710241261	0.6324985850463203	0.5064193815769228	0.5068557963544992	0.6484364083993974	0.6456781071646939	0.7502715291768817
S18H1	0.546096606454888	0.5102097945189998	0.6416046219592233	0.6237877571369543	0.4573486423578253	0.4758296790053242	0.4386501035728595	0.5075749543242742	0.49419393709437076	0.5097067662576543	0.4490223642052774	0.5397101297710636	0.4095955347220126	0.49213912574350854	0.45702956502591585	0.4961372976097838	0.47652049990760165	0.4198810028838963	0.4947603859250612	0.44283446515819913	0.49620639162213986	0.5567382861534005	0.4057865903274773	0.44360801355294804	0.4368428981976007	0.356443897755878	0.35905779066246396	0.5555464661103188	0.38390981762799115	0.3795415733441815	0.4421147247486776	0.5530501754829915	0.47400981748614734	0.6623366353080262	0.0	0.3091751093575087	0.3564125914747187	0.4449656355384308	0.3275107320835895	0.41506335130323685	0.3733499156489512	0.4441093930896728	0.4226102840788627	0.6027641105972283	0.6191097987045593	0.5350712352627134	0.48356544840825005	0.6120379534537246	0.5332182547003721	0.5819275214255636	0.4765626786621594	0.5695015534672185	0.4434223499978211	0.44385876477539743	0.5854393768202957	0.5826810755855921	0.6872744975977799
f2pp	0.34135344541565565	0.30546663347976755	0.436861460919991	0.41904459609772193	0.25260548131859295	0.2710865179660919	0.23390694253362718	0.30283179328504195	0.2894507760551385	0.3049636052184221	0.24427920316604512	0.3349669687318313	0.2048523736827803	0.28739596470427625	0.2522864039866836	0.2913941365705516	0.2717773388683694	0.21513784184466406	0.29001722488582893	0.2380913041189669	0.2914632305829076	0.3519951251141682	0.20104342928824503	0.23886485251371578	0.23209973715836846	0.1517007367166457	0.1543146296232317	0.35080330507108654	0.17916665658875888	0.17479841230494927	0.23737156370944534	0.3483070144437592	0.26926665644691505	0.45759347426879404	0.3091751093575087	0.0	0.15166943043548642	0.24022247449919854	0.12276757104435723	0.21032019026400461	0.1686067546097189	0.23936623205044055	0.21786712303963046	0.39802094955799605	0.414366637665327	0.33032807422348115	0.2788222873690178	0.4072947924144923	0.3284750936611399	0.37718436038633135	0.2718195176229271	0.36475839242798636	0.2386791889585888	0.23911560373616514	0.3806962157810634	0.37793791454635983	0.4825313365585476
f17ppB	0.3604993902589192	0.3246125783230311	0.4560074057632546	0.43819054094098553	0.2717514261618565	0.29023246280935544	0.2530528873768907	0.32197773812830555	0.30859672089840207	0.3241095500616856	0.26342514800930866	0.3541129135750948	0.22399831852604385	0.3065419095475398	0.27143234882994716	0.31054008141381506	0.29092328371163295	0.2342837866879276	0.30916316972909247	0.25723724896223044	0.31060917542617117	0.3711410699574317	0.22018937413150858	0.2580107973569793	0.251245682001632	0.17084668155990923	0.17346057446649527	0.3699492499143501	0.19831260143202245	0.19394435714821284	0.25651750855270894	0.3674529592870228	0.28841260129017865	0.47673941911205764	0.3564125914747187	0.15166943043548642	0.0	0.1823548035747484	0.14191351588762083	0.22946613510726815	0.18775269945298245	0.2585121768937041	0.237013067882894	0.41716689440125965	0.4335125825085905	0.3494740190667447	0.2979682322122813	0.4264407372577559	0.3476210385044034	0.3963303052295949	0.2909654624661907	0.38390433727124984	0.25782513380185235	0.2582615485794287	0.3998421606243269	0.3970838593896233	0.5016772814018111
f12ppA	0.4490524343226314	0.41316562238674326	0.5445604498269667	0.5267435850046978	0.3603044702255687	0.3787855068730676	0.3416059314406029	0.41053078219201766	0.3971497649621142	0.41266259412539774	0.35197819207302083	0.44266595763880695	0.312551362589756	0.39509495361125196	0.3599853928936593	0.39909312547752723	0.37947632777534507	0.3228368307516397	0.39771621379280464	0.34579029302594255	0.3991622194898833	0.45969411402114385	0.30874241819522075	0.34656384142069147	0.3397987260653441	0.2593997256236214	0.2620136185302074	0.4585022939780622	0.28686564549573457	0.2824974012119249	0.345070552616421	0.4560060033507349	0.37696564535389077	0.5652924631757696	0.4449656355384308	0.24022247449919854	0.1823548035747484	0.0	0.2304665599513329	0.31801917917098027	0.27630574351669457	0.3470652209574162	0.3255661119466061	0.5057199384649718	0.5220656265723026	0.4380270631304568	0.3865212762759934	0.514993781321468	0.4361740825681155	0.484883349293307	0.3795185065299028	0.47245738133496196	0.34637817786556446	0.34681459264314085	0.48839520468803915	0.48563690345333554	0.5902303254655233
w28pp	0.33159553086679	0.2957087189309019	0.42710354637112535	0.4092866815488563	0.2428475667697273	0.26132860341722625	0.22414902798476152	0.2930738787361763	0.2796928615062728	0.2952056906695564	0.23452128861717947	0.3252090541829656	0.19509445913391465	0.2776380501554106	0.2425284894378179	0.28163622202168587	0.2620194243195037	0.20537992729579835	0.2802593103369633	0.22833338957010121	0.2817053160340419	0.3422372105653025	0.19128551473937935	0.2291069379648501	0.22234182260950278	0.14194282216778	0.14455671507436602	0.3410453905222209	0.1694087420398932	0.1650404977560836	0.22761364916057966	0.33854909989489357	0.2595087418980494	0.4478355597199284	0.3275107320835895	0.12276757104435723	0.14191351588762083	0.2304665599513329	0.0	0.2005622757151389	0.15884884006085326	0.22960831750157487	0.20810920849076478	0.3882630350091304	0.4046087231164613	0.32057015967461544	0.2690643728201521	0.39753687786562664	0.3187171791122742	0.36742644583746564	0.26206160307406146	0.35500047787912065	0.22892127440972315	0.22935768918729948	0.37093830123219773	0.3681799999974942	0.4727734220096819
f11pp	0.29595437004572306	0.2600675581098349	0.3914623855500584	0.37364552072778934	0.20720640594866033	0.22568744259615925	0.18850786716369455	0.25743271791510935	0.24405170068520587	0.25956452984848943	0.1988801277961125	0.28956789336189864	0.15945329831284769	0.24199688933434363	0.20688732861675097	0.24599506120061893	0.22637826349843676	0.1697387664747314	0.24461814951589628	0.19269222874903424	0.24606415521297498	0.30659604974423554	0.15564435391831238	0.19346577714378316	0.1867006617884358	0.10630166134671305	0.13929417518248866	0.34900409852144254	0.19963356520230335	0.19526532091849375	0.25783847232298984	0.3687739230573037	0.28973356506045955	0.47806038288233854	0.41506335130323685	0.21032019026400461	0.22946613510726815	0.31801917917098027	0.2005622757151389	0.0	0.1221656806761322	0.19292515811685385	0.17142604910604375	0.35157987562440934	0.36792556373174023	0.28388700028989444	0.23238121343543106	0.3608537184809056	0.28203401972755315	0.33074328645274464	0.2253784436893404	0.3183173184943996	0.1922381150250021	0.19371652836623252	0.3352971404111308	0.33253883917642724	0.437132261188615
f20ppA	0.25424093439143736	0.21835412245554925	0.34974894989577276	0.3319320850735037	0.16549297029437465	0.1839740069418736	0.14679443150940888	0.21571928226082365	0.20233826503092023	0.2178510941942038	0.15716669214182682	0.24785445770761294	0.11773986265856201	0.20028345368005795	0.1651738929624653	0.20428162554633322	0.18466482784415109	0.12802533082044573	0.20290471386161063	0.1509787930947486	0.20435071955868928	0.26488261408994984	0.11393091826402672	0.15175234148949746	0.14498722613415016	0.06458822569242738	0.09758073952820297	0.3072906628671569	0.1579201295480177	0.1535518852642081	0.21612503666870414	0.3270604874030181	0.24802012940617385	0.4363469472280529	0.3733499156489512	0.1686067546097189	0.18775269945298245	0.27630574351669457	0.15884884006085326	0.1221656806761322	0.0	0.07076147744172169	0.10949064405038723	0.2896444705687528	0.3059901586760837	0.22195159523423794	0.17044580837977458	0.29891831342524905	0.22009861467189668	0.2688078813970881	0.16344303863368392	0.2563819134387431	0.1303027099693456	0.15200309271194684	0.29358370475684514	0.29082540352214153	0.3954188255343293
w20pp	0.32500041183215894	0.28911359989627083	0.4205084273364943	0.4026915625142252	0.23625244773509624	0.2547334843825952	0.21755390895013046	0.28647875970154524	0.2730977424716418	0.2886105716349254	0.2279261695825484	0.3186139351483346	0.1884993400992836	0.27104293112077954	0.2359333704031869	0.27504110298705486	0.2554243052848727	0.19878480826116735	0.2736641913023322	0.22173827053547018	0.27511019699941086	0.3356420915306715	0.18469039570474832	0.22251181893021907	0.21574670357487175	0.13534770313314898	0.1683402169689246	0.37805014030787853	0.22867960698873932	0.2243113627049297	0.2868845141094258	0.3978199648437397	0.3187796068468955	0.5071064246687745	0.4441093930896728	0.23936623205044055	0.2585121768937041	0.3470652209574162	0.22960831750157487	0.19292515811685385	0.07076147744172169	0.0	0.18025012149110886	0.36040394800947445	0.37674963611680534	0.29271107267495955	0.2412052858204962	0.3696777908659707	0.29085809211261826	0.33956735883780975	0.23420251607440554	0.3271413908794647	0.2010621874100672	0.22276257015266843	0.3643431821975667	0.3615848809628631	0.46617830297505086
f14ppB	0.3035013028213489	0.2676144908854608	0.3990093183256843	0.38119245350341524	0.2147533387242862	0.23323437537178515	0.19605479993932043	0.2649796506907352	0.2515986334608318	0.26711146262411534	0.20642706057173837	0.2971148261375245	0.16700023108847356	0.2495438221099695	0.2144342613923768	0.2535419939762448	0.2339251962740626	0.17728569925035725	0.2521650822915221	0.20023916152466012	0.2536110879886008	0.3141429825198614	0.16319128669393826	0.201012709919409	0.19424759456406168	0.11384859412233891	0.1468411079581145	0.35655103129706844	0.20718049797792923	0.20281225369411962	0.2653854050986157	0.3763208558329296	0.2972804978360854	0.48560731565796444	0.4226102840788627	0.21786712303963046	0.237013067882894	0.3255661119466061	0.20810920849076478	0.17142604910604375	0.10949064405038723	0.18025012149110886	0.0	0.18015582651936562	0.19650151462669654	0.11246295118485077	0.1659464344517313	0.2944189394972058	0.2155992407438534	0.3090583028189694	0.20369346005556516	0.29663233486062435	0.17055313139122685	0.2012634611418584	0.3428440731867567	0.3400857719520531	0.4446791939642408
S12Hp	0.48365512933971455	0.4477683174038264	0.57916314484405	0.5613462800217808	0.39490716524265185	0.41338820189015074	0.37620862645768605	0.4451334772091008	0.4317524599791973	0.44726528914248087	0.38658088709010396	0.4772686526558901	0.34715405760683915	0.4296976486283351	0.3945880879107424	0.43369582049461036	0.4140790227924282	0.35743952576872284	0.43231890880988777	0.3803929880430257	0.4337649145069664	0.494296809038227	0.3433451132123039	0.3811665364377746	0.37440142108242724	0.29400242064070453	0.3269949344764801	0.5367048578154341	0.38733432449629485	0.38296608021248524	0.4455392316169813	0.5564746823512952	0.477434324354451	0.6657611421763301	0.6027641105972283	0.39802094955799605	0.41716689440125965	0.5057199384649718	0.3882630350091304	0.35157987562440934	0.2896444705687528	0.36040394800947445	0.18015582651936562	0.0	0.3336547403742516	0.24961617693240576	0.3461002609700969	0.4745727660155714	0.395753067262219	0.489212129337335	0.38384728657393075	0.47678616137899	0.35070695790959244	0.381417287660224	0.5229978997051223	0.5202395984704187	0.6248330204826065
w3pp	0.5000008174470454	0.4641140055111573	0.5955088329513808	0.5776919681291117	0.41125285334998274	0.42973388999748163	0.3925543145650169	0.4614791653164317	0.44809814808652826	0.4636109772498118	0.40292657519743486	0.49361434076322097	0.36349974571417004	0.446043336735666	0.4109337760180733	0.45004150860194125	0.4304247108997591	0.37378521387605373	0.4486645969172186	0.39673867615035663	0.4501106026142973	0.5106424971455579	0.3596908013196347	0.3975122245451055	0.3907471091897582	0.3103481087480354	0.34334062258381104	0.5530505459227649	0.40368001260362574	0.39931176831981613	0.4618849197243122	0.5728203704586261	0.49378001246178194	0.6821068302836609	0.6191097987045593	0.414366637665327	0.4335125825085905	0.5220656265723026	0.4046087231164613	0.36792556373174023	0.3059901586760837	0.37674963611680534	0.19650151462669654	0.3336547403742516	0.0	0.2084623521824927	0.3624459490774278	0.4909184541229023	0.4120987553695499	0.5055578174446659	0.4001929746812617	0.49313184948632083	0.36705264601692333	0.3977629757675549	0.5393435878124532	0.5365852865777496	0.6411787085899374
w1pp	0.4159622540051996	0.38007544206931143	0.511470269509535	0.4936534046872659	0.3272142899081369	0.3456953265556358	0.3085157511231711	0.37744060187458583	0.3640595846446824	0.37957241380796597	0.318888011755589	0.4095757773213752	0.2794611822723242	0.36200477329382014	0.3268952125762275	0.36600294516009546	0.3463861474579133	0.28974665043420794	0.3646260334753728	0.3127001127085108	0.36607203917245146	0.4266039337037121	0.2756522378777889	0.3134736611032597	0.30670854574791234	0.22630954530618957	0.2593020591419652	0.46901198248091913	0.31964144916177994	0.3152732048779703	0.3778463562824664	0.4887818070167803	0.4097414490199361	0.5980682668418151	0.5350712352627134	0.33032807422348115	0.3494740190667447	0.4380270631304568	0.32057015967461544	0.28388700028989444	0.22195159523423794	0.29271107267495955	0.11246295118485077	0.24961617693240576	0.2084623521824927	0.0	0.278407385635582	0.4068798906810565	0.3280601919277041	0.4215192540028201	0.3161544112394159	0.40909328604447504	0.28301408257507754	0.313724412325709	0.4553050243706073	0.4525467231359037	0.5571401451480915
