	s29pp	S19H1	s12pp	s18pp	s4pp	s26pp	S9H1	S13Hp	s27pp	S21H1	31300	S22Hp	530119	31360	530258	S30H1	31450	s15pp	31750	31232	S1Hp	S12Hp	S31Hp	S20H1	31723	F6H1	F16H1	s32pp	F22HpB	530163	31333	31112	31021	531414	31379	S29H1	530050	31343	s31pp	s10pp	31071	S28Hp	s22pp	S16H2	31519	531424	S23Hp	F8H1	S2Hp	S15Hp	31749	s7pp	s17pp	S17H1	F32H1	s21pp	s2pp	s30pp	w30pp	s19pp	s23pp	S3Hp	s28pp	S14Hp	s1pp	s16pp	s9pp	s14pp	31700	F22H1A	s6pp	530167	s3pp	s13pp
S1Hp	0.5304269665500485	0.5285500372878311	0.5202892717529397	0.48589930140986176	0.48589930140986176	0.4445001318305454	0.505748466738668	0.4473782949523281	0.4473782949523281	0.4172056562381544	0.3195412075499518	0.25658852818609534	0.4433548432055575	0.4070481710787617	0.3728186412320099	0.3507492801254547	0.4356735847638745	0.24575762865841488	0.14169517693826544	0.16741381445305425	0.0	0.12465606621393494	0.12531674173908922	0.3297029796178377	0.355752259068362	0.21772714960965062	0.2437438129520274	0.2177261496091506	0.25292511656145167	0.3366267391198841	0.4022854750738161	0.41733090019882335	0.4023092360983535	0.47029621825630696	0.7042084698741697	0.5833119780562962	0.3440048041746233	0.3708294455334561	0.422291224636633	0.41216187001521964	0.4072385320640272	0.30890778161479204	0.37998830811165235	0.36420485954286497	0.4015217597681235	0.3819200008347434	0.3819200008347434	0.3864707926554313	0.3320882480740052	0.37789574759823785	0.4463808293659582	0.45686081449687	0.47952680532092384	0.5191632693355197	0.5255040822915552	0.4641677266451807	0.39938353998731524	0.36987448419194463	0.36987448419194463	0.4305175531495594	0.5414921481665883	0.5266602813729646	0.5088060332436982	0.5373455210279142	0.4802415708916866	0.5354987529521296	0.4859269016317037	0.5594434038630745	0.59548374411483	0.5445367528999832	0.40220674588122624	0.6088166667660803	0.47961176566440045	0.48398792679063113
S12Hp	0.4727748311961819	0.4708979019339646	0.4626371363990731	0.42824716605599517	0.42824716605599517	0.3868479964766788	0.4480963313848014	0.3897261595984615	0.3897261595984615	0.3595535208842877	0.26188907219608515	0.1989363928322287	0.3857027078516908	0.349396035724895	0.3151665058781432	0.293097144771588	0.3780214494100078	0.1881054933045482	0.08404304158439878	0.10976167909918756	0.12465606621393494	0.0	0.06766460638522252	0.27205084426397097	0.2981001237144953	0.1600750142557839	0.1860916775981607	0.1600740142552839	0.19527298120758502	0.27897460376601746	0.34463333971994947	0.3596787648449567	0.34465710074448686	0.4126440829024403	0.6465563345203031	0.5256598427024295	0.28635266882075666	0.3131773101795895	0.36463908928276634	0.354509734661353	0.34958639671016056	0.25125564626092545	0.3223361727577857	0.3065527241889983	0.34386962441425684	0.3242678654808768	0.3242678654808768	0.3288186573015646	0.2744361127201386	0.32024361224437126	0.3887286940120916	0.3992086791430034	0.42187466996705725	0.46151113398165317	0.4678519469376886	0.4065155912913141	0.34173140463344864	0.31222234883807803	0.31222234883807803	0.3728654177956928	0.4838400128127217	0.46900814601909796	0.4511538978898316	0.4796933856740476	0.42258943553782	0.47784661759826297	0.4282747662778371	0.5017912685092079	0.5378316087609634	0.48688461754611656	0.34455461052735964	0.5511645314122137	0.42195963031053385	0.42633579143676453
S31Hp	0.40511422481295944	0.4032372955507421	0.39497653001585065	0.3605865596727727	0.3605865596727727	0.3191873900934563	0.38043572500157896	0.32206555321523905	0.32206555321523905	0.29189291450106536	0.19422846581286274	0.13127578644900628	0.31804210146846845	0.2817354293416726	0.2475058994949208	0.22543653838836558	0.31036084302678546	0.16921058335811542	0.06514813163796598	0.09086676915275477	0.12531674173908922	0.06766460638522252	0.0	0.2043882378797485	0.23043751733027285	0.09241240787156145	0.11842907121393825	0.09241140787106143	0.1276123748243626	0.21131399738279505	0.27697273333672706	0.2920181584617343	0.27699649436126444	0.3449834765192179	0.5788957281370807	0.45799923631920714	0.21869206243753425	0.24551670379636706	0.2969784828995439	0.2868491282781306	0.28192579032693815	0.18359503987770304	0.2546755663745633	0.2388921178057759	0.2762090180310344	0.2566072590976544	0.2566072590976544	0.2611580509183422	0.20677550633691621	0.2525830058611488	0.3210680876288692	0.331548072759781	0.3542140635838348	0.39385052759843076	0.4001913405544662	0.3388549849080916	0.2740707982502262	0.2445617424548556	0.2445617424548556	0.30520481141247036	0.41617940642949924	0.4013475396358755	0.38349329150660916	0.41203277929082516	0.35492882915459756	0.4101860112150405	0.36061415989461465	0.4341306621259854	0.47017100237774084	0.4192240111628941	0.2768940041441372	0.4835039250289912	0.3542990239273114	0.35867518505354207
S20H1	0.609500462691708	0.6076235334294906	0.5993627678945992	0.5649727975515213	0.5649727975515213	0.5235736279722049	0.5848219628803275	0.5264517910939875	0.5264517910939875	0.4962791523798138	0.3986147036916112	0.3356620243277547	0.5224283393472169	0.48612166722042105	0.4518921373736693	0.42982277626711407	0.5147470809055339	0.3735968212368639	0.2695343695167144	0.2952530070315032	0.3297029796178377	0.27205084426397097	0.2043882378797485	0.0	0.2093633353112373	0.1828225333789485	0.20883919672132528	0.18282153337844848	0.33199861270311104	0.4157002352615435	0.4813589712154755	0.4964043963404827	0.4813827322400129	0.5493697143979663	0.7832819660158292	0.6623854741979556	0.4230783003162827	0.44990294167511546	0.5013647207782923	0.491235366156879	0.48631202820568664	0.38798127775645147	0.4590618042533118	0.44327835568452434	0.4805952559097829	0.46099349697640285	0.46099349697640285	0.46554428879709064	0.41116174421566465	0.45696924373989734	0.5254543255076176	0.5359343106385295	0.5586003014625833	0.5982367654771792	0.6045775784332147	0.5432412227868402	0.4784570361289747	0.4489479803336041	0.4489479803336041	0.5095910492912189	0.6205656443082478	0.6057337775146241	0.5878795293853577	0.6164190171695737	0.5593150670333461	0.614572249093789	0.5650003977733632	0.6385169000047339	0.6745572402564894	0.6236102490416426	0.4812802420228857	0.6878901629077399	0.5586852618060599	0.5630614229322907
31723	0.6355497421422323	0.6336728128800149	0.6254120473451235	0.5910220770020456	0.5910220770020456	0.5496229074227291	0.6108712423308518	0.5525010705445118	0.5525010705445118	0.5223284318303382	0.42466398314213555	0.3617113037782791	0.5484776187977412	0.5121709466709454	0.47794141682419355	0.45587205571763834	0.5407963603560582	0.3996461006873882	0.29558364896723877	0.3213022864820275	0.355752259068362	0.2981001237144953	0.23043751733027285	0.2093633353112373	0.0	0.20887181282947284	0.23488847617184966	0.20887081282897282	0.35804789215363536	0.4417495147120678	0.5074082506659998	0.522453675791007	0.5074320116905372	0.5754189938484906	0.8093312454663535	0.6884347536484798	0.449127579766807	0.47595222112563984	0.5274140002288167	0.5172846456074034	0.5123613076562109	0.4140305572069758	0.48511108370383604	0.4693276351350487	0.5066445353603072	0.48704277642692717	0.48704277642692717	0.491593568247615	0.43721102366618897	0.4830185231904216	0.5515036049581419	0.5619835900890537	0.5846495809131076	0.6242860449277035	0.630626857883739	0.5692905022373644	0.504506315579499	0.4749972597841284	0.4749972597841284	0.5356403287417432	0.646614923758772	0.6317830569651484	0.613928808835882	0.642468296620098	0.5853643464838704	0.6406215285443133	0.5910496772238875	0.6645661794552582	0.7006065197070137	0.6496595284921669	0.5073295214734099	0.7139394423582641	0.5847345412565842	0.5891107023828149
F6H1	0.4975246326835209	0.49564770342130354	0.4873869378864121	0.45299696754333413	0.45299696754333413	0.41159779796401774	0.4728461328721404	0.4144759610858005	0.4144759610858005	0.3843033223716267	0.2866388736834241	0.22368619431956768	0.4104525093390298	0.37414583721223404	0.3399163073654822	0.31784694625892695	0.40277125089734683	0.2616209912286768	0.15755853950852738	0.18327717702331614	0.21772714960965062	0.1600750142557839	0.09241240787156145	0.1828225333789485	0.20887181282947284	0.0	0.026018663343376856	3.00000150008727e-06	0.22002278269492398	0.3037244052533564	0.36938314120728843	0.38442856633229566	0.3694069022318258	0.4373938843897793	0.6713061360076421	0.5504096441897686	0.3111024703080956	0.33792711166692846	0.3893888907701053	0.37925953614869196	0.3743361981974995	0.2760054477482644	0.34708597424512466	0.3313025256763373	0.3686194259015958	0.3490176669682158	0.3490176669682158	0.35356845878890353	0.29918591420747753	0.3449934137317102	0.41347849549943055	0.42395848063034236	0.4466244714543962	0.48626093546899213	0.4926017484250276	0.43126539277865306	0.3664812061207876	0.336972150325417	0.336972150325417	0.3976152192830318	0.5085898143000607	0.4937579475064369	0.4759036993771706	0.5044431871613866	0.447339237025159	0.5025964190856019	0.4530245677651761	0.5265410699965468	0.5625814102483022	0.5116344190334555	0.3693044120146986	0.5759143328995526	0.4467094317978728	0.4510855929241035
F16H1	0.5235412960258976	0.5216643667636802	0.5134036012287888	0.47901363088571086	0.47901363088571086	0.4376144613063945	0.4988627962145171	0.4404926244281772	0.4404926244281772	0.4103199857140035	0.3126555370258009	0.24970285766194447	0.4364691726814066	0.4001625005546108	0.365932970707859	0.3438636096013038	0.4287879142397236	0.2876376545710536	0.18357520285090417	0.20929384036569296	0.2437438129520274	0.1860916775981607	0.11842907121393825	0.20883919672132528	0.23488847617184966	0.026018663343376856	0.0	0.026019663343876884	0.24603944603730077	0.3297410685957332	0.3953998045496652	0.41044522967467245	0.3954235655742026	0.46341054773215606	0.6973227993500188	0.5764263075321453	0.3371191336504724	0.3639437750093052	0.4154055541124821	0.40527619949106874	0.4003528615398763	0.30202211109064114	0.37310263758750145	0.35731918901871407	0.3946360892439726	0.3750343303105925	0.3750343303105925	0.3795851221312804	0.3252025775498543	0.37101007707408695	0.4394951588418073	0.4499751439727191	0.47264113479677294	0.5122775988113688	0.5186184117674043	0.4572820561210298	0.39249786946316434	0.36298881366779373	0.36298881366779373	0.4236318826254085	0.5346064776424374	0.5197746108488137	0.5019203627195473	0.5304598505037633	0.4733559003675357	0.5286130824279787	0.4790412311075528	0.5525577333389236	0.5885980735906791	0.5376510823758323	0.39532107535707534	0.6019309962419294	0.47272609514024955	0.47710225626648023
s32pp	0.4975236326830208	0.49564670342080347	0.487385937885912	0.45299596754283405	0.45299596754283405	0.41159679796351767	0.4728451328716403	0.4144749610853004	0.4144749610853004	0.3843023223711267	0.2866378736829241	0.22368519431906767	0.4104515093385298	0.37414483721173397	0.3399153073649822	0.317845946258427	0.4027702508968468	0.2616199912281768	0.15755753950802737	0.18327617702281612	0.2177261496091506	0.1600740142552839	0.09241140787106143	0.18282153337844848	0.20887081282897282	3.00000150008727e-06	0.026019663343876884	0.0	0.22002178269442396	0.3037234052528564	0.3693821412067884	0.38442756633179564	0.3694059022313258	0.43739288438927926	0.671305136007142	0.5504086441892685	0.3111014703075956	0.3379261116664284	0.3893878907696053	0.37925853614819194	0.3743351981969995	0.27600444774776434	0.34708497424462464	0.33130152567583726	0.3686184259010958	0.3490166669677157	0.3490166669677157	0.35356745878840357	0.2991849142069775	0.34499241373121015	0.4134774954989305	0.4239574806298423	0.44662347145389614	0.48625993546849205	0.4926007484245275	0.431264392778153	0.36648020612028753	0.3369711503249169	0.3369711503249169	0.3976142192825317	0.5085888142995606	0.49375694750593685	0.4759026993766705	0.5044421871608865	0.4473382370246589	0.5025954190851019	0.453023567764676	0.5265400699960467	0.5625804102478023	0.5116334190329554	0.36930341201419853	0.5759133328990526	0.44670843179737274	0.4510845929236034
F22HpB	0.4299988095314641	0.42812188026924675	0.4198611147343553	0.38547114439127733	0.38547114439127733	0.34407197481196095	0.4053203097200836	0.3469501379337437	0.3469501379337437	0.31677749921957	0.2191130505313674	0.156162371168511	0.3429286861879731	0.3066220140611773	0.2723924842144255	0.2503231231078703	0.3352474277462901	0.2968189581804779	0.19275650646032844	0.21847514397511722	0.25292511656145167	0.19527298120758502	0.1276123748243626	0.33199861270311104	0.35804789215363536	0.22002278269492398	0.24603944603730077	0.22002178269442396	0.0	0.21240412814705067	0.27806286410098274	0.29310828922598997	0.2780866251255201	0.3460736072834736	0.5799858589013364	0.4590893670834628	0.24357664715603888	0.2704012885148717	0.32186306761804856	0.3117337129966352	0.30681037504544284	0.20847962459620767	0.279560151093068	0.26377670252428054	0.3010936027495391	0.28149184381615905	0.28149184381615905	0.28604263563684684	0.23166009105542087	0.2774675905796534	0.3459526723473738	0.3564326574782857	0.3790986483023394	0.4187351123169354	0.4250759252729709	0.3637395696265963	0.29895538296873087	0.26944632717336026	0.26944632717336026	0.33008939613097504	0.441063991148004	0.4262321243543802	0.4083778762251139	0.4369173640093298	0.3798134138731023	0.4350705959335452	0.38549874461311934	0.4590152468444901	0.49505558709624553	0.4441085958813988	0.30177858886264186	0.5083885097474958	0.379183608645816	0.3835597697720467
530163	0.5137004320898966	0.5118235028276792	0.5035627372927878	0.46917276694970983	0.46917276694970983	0.42777359737039344	0.4890219322785161	0.4306517604921762	0.4306517604921762	0.4004791217780024	0.3028146730897998	0.23986399372694345	0.42663030874640556	0.3903236366196098	0.3560941067728579	0.3340247456663027	0.41894905030472257	0.3805205807389103	0.2764581290187609	0.30217676653354963	0.3366267391198841	0.27897460376601746	0.21131399738279505	0.4157002352615435	0.4417495147120678	0.3037244052533564	0.3297410685957332	0.3037234052528564	0.21240412814705067	0.0	0.10657842187689956	0.12162384700190679	0.10660218290143694	0.38104255531265985	0.6149548069305227	0.4940583151126491	0.3272782697144713	0.35410291107330416	0.405564690176481	0.39543533555506766	0.3905119976038752	0.2921812471546401	0.36326177365150036	0.347478325082713	0.3847952253079715	0.3651934663745915	0.3651934663745915	0.36974425819527923	0.31536171361385323	0.3611692131380859	0.42965429490580626	0.44013428003671806	0.4628002708607719	0.5024367348753678	0.5087775478314033	0.44744119218502876	0.3826570055271633	0.3531479497317927	0.3531479497317927	0.4137910186894075	0.5247656137064364	0.5099337469128127	0.4920794987835463	0.5206189865677623	0.4635150364315347	0.5187722184919776	0.4692003671715518	0.5427168694029225	0.578757209654678	0.5278102184398312	0.3854802114210743	0.5920901323059283	0.4628852312042485	0.4672613923304792
31333	0.5793591680438286	0.5774822387816112	0.5692214732467198	0.5348315029036419	0.5348315029036419	0.49343233332432546	0.5546806682324481	0.4963104964461082	0.4963104964461082	0.4661378577319345	0.3684734090437319	0.30552272968087546	0.4922890447003376	0.4559823725735418	0.4217528427267899	0.3996834816202347	0.4846077862586546	0.44617931669284233	0.3421168649726929	0.36783550248748165	0.4022854750738161	0.34463333971994947	0.27697273333672706	0.4813589712154755	0.5074082506659998	0.36938314120728843	0.3953998045496652	0.3693821412067884	0.27806286410098274	0.10657842187689956	0.0	0.08210473776183458	0.06708307366136473	0.4467012912665919	0.6806135428844549	0.5597170510665812	0.39293700566840334	0.4197616470272362	0.471223426130413	0.46109407150899967	0.45617073355780724	0.3578399831085721	0.4289205096054324	0.41313706103664505	0.4504539612619035	0.4308522023285235	0.4308522023285235	0.43540299414921135	0.3810204495677853	0.42682794909201793	0.49531303085973827	0.5057930159906501	0.5284590068147039	0.5680954708292998	0.5744362837853353	0.5130999281389608	0.4483157414810953	0.4188066856857247	0.4188066856857247	0.4794497546433395	0.5904243496603684	0.5755924828667447	0.5577382347374783	0.5862777225216943	0.5291737723854667	0.5844309544459096	0.5348591031254838	0.6083756053568545	0.64441594560861	0.5934689543937632	0.4511389473750063	0.6577488682598605	0.5285439671581805	0.5329201282844113
31112	0.5944045931688359	0.5925276639066186	0.5842668983717271	0.5498769280286492	0.5498769280286492	0.5084777584493327	0.5697260933574554	0.5113559215711154	0.5113559215711154	0.4811832828569417	0.3835188341687391	0.3205681548058827	0.5073344698253448	0.47102779769854897	0.4367982678517972	0.414728906745242	0.4996532113836618	0.46122474181784956	0.3571622900977001	0.38288092761248893	0.41733090019882335	0.3596787648449567	0.2920181584617343	0.4964043963404827	0.522453675791007	0.38442856633229566	0.41044522967467245	0.38442756633179564	0.29310828922598997	0.12162384700190679	0.08210473776183458	0.0	0.049116657302955315	0.46174671639159914	0.695658968009462	0.5747624761915884	0.40798243079341057	0.43480707215224335	0.48626885125542024	0.4761394966340069	0.4712161586828145	0.37288540823357935	0.44396593473043966	0.4281824861616522	0.4654993863869108	0.44589762745353073	0.44589762745353073	0.4504484192742185	0.39606587469279253	0.4418733742170252	0.5103584559847456	0.5208384411156574	0.5435044319397112	0.5831408959543072	0.5894817089103426	0.528145353263968	0.4633611666061026	0.433852110810732	0.433852110810732	0.4944951797683468	0.6054697747853757	0.5906379079917519	0.5727836598624856	0.6013231476467016	0.544219197510474	0.5994763795709169	0.5499045282504911	0.6234210304818618	0.6594613707336172	0.6085143795187705	0.4661843725000136	0.6727942933848676	0.5435893922831878	0.5479655534094185
31021	0.579382929068366	0.5775059998061487	0.5692452342712572	0.5348552639281793	0.5348552639281793	0.49345609434886284	0.5547044292569855	0.4963342574706456	0.4963342574706456	0.4661616187564719	0.36849717006826926	0.30554649070541284	0.49231280572487496	0.4560061335980792	0.4217766037513273	0.3997072426447721	0.48463154728319197	0.4462030777173797	0.3421406259972303	0.36785926351201903	0.4023092360983535	0.34465710074448686	0.27699649436126444	0.4813827322400129	0.5074320116905372	0.3694069022318258	0.3954235655742026	0.3694059022313258	0.2780866251255201	0.10660218290143694	0.06708307366136473	0.049116657302955315	0.0	0.4467250522911293	0.6806373039089921	0.5597408120911185	0.3929607666929407	0.41978540805177356	0.4712471871549504	0.46111783253353705	0.4561944945823446	0.3578637441331095	0.42894427062996976	0.41316082206118243	0.4504777222864409	0.4308759633530609	0.4308759633530609	0.43542675517374874	0.3810442105923227	0.4268517101165553	0.49533679188427565	0.5058167770151875	0.5284827678392413	0.5681192318538373	0.5744600448098727	0.5131236891634982	0.4483395025056327	0.4188304467102621	0.4188304467102621	0.4794735156678769	0.5904481106849058	0.575616243891282	0.5577619957620157	0.5863014835462317	0.5291975334100041	0.584454715470447	0.5348828641500212	0.6083993663813919	0.6444397066331473	0.5934927154183006	0.4511627083995437	0.6577726292843977	0.5285677281827179	0.5329438893089486
531414	0.6473699112263195	0.6454929819641022	0.6372322164292107	0.6028422460861328	0.6028422460861328	0.5614430765068164	0.622691411414939	0.564321239628599	0.564321239628599	0.5341486009144253	0.4364841522262227	0.3735334728633663	0.5602997878828284	0.5239931157560326	0.4897635859092808	0.4676942248027256	0.5526185294411454	0.5141900598753332	0.41012760815518373	0.43584624566997254	0.47029621825630696	0.4126440829024403	0.3449834765192179	0.5493697143979663	0.5754189938484906	0.4373938843897793	0.46341054773215606	0.43739288438927926	0.3460736072834736	0.38104255531265985	0.4467012912665919	0.46174671639159914	0.4467250522911293	0.0	0.5754426465413649	0.45454615472349136	0.4609477488508942	0.48777239020972696	0.5392341693129039	0.5291048146914905	0.5241814767402981	0.42585072629106296	0.49693125278792327	0.48114780421913583	0.5184647044443944	0.49886294551101434	0.49886294551101434	0.5034137373317021	0.44903119275027614	0.49483869227450883	0.5633237740422292	0.573803759173141	0.5964697499971948	0.6361062140117908	0.6424470269678262	0.5811106713214517	0.5163264846635862	0.4868174288682156	0.4868174288682156	0.5474604978258304	0.6584350928428593	0.6436032260492355	0.6257489779199692	0.6542884657041852	0.5971845155679576	0.6524416976284005	0.6028698463079747	0.6763863485393454	0.7124266887911008	0.6614796975762541	0.5191496905574972	0.7257596114423512	0.5965547103406714	0.6009308714669022
31379	0.881282162844182	0.8794052335819647	0.8711444680470732	0.8367544977039953	0.8367544977039953	0.7953553281246789	0.8566036630328016	0.7982334912464616	0.7982334912464616	0.7680608525322881	0.6703964038440854	0.6074457244812291	0.7942120395006913	0.7579053673738955	0.7236758375271436	0.7016064764205884	0.7865307810590083	0.748102311493196	0.6440398597730466	0.6697584972878353	0.7042084698741697	0.6465563345203031	0.5788957281370807	0.7832819660158292	0.8093312454663535	0.6713061360076421	0.6973227993500188	0.671305136007142	0.5799858589013364	0.6149548069305227	0.6806135428844549	0.695658968009462	0.6806373039089921	0.5754426465413649	0.0	0.3746450670978544	0.6948600004687571	0.7216846418275898	0.7731464209307667	0.7630170663093534	0.7580937283581609	0.6597629779089258	0.730843504405786	0.7150600558369986	0.7523769560622572	0.7327751971288772	0.7327751971288772	0.7373259889495649	0.6829434443681389	0.7287509438923715	0.7972360256600918	0.8077160107910036	0.8303820016150574	0.8700184656296533	0.8763592785856889	0.8150229229393142	0.7502387362814489	0.7207296804860782	0.7207296804860782	0.781372749443693	0.8923473444607218	0.8775154776670981	0.8596612295378318	0.8882007173220478	0.8310967671858202	0.8863539492462631	0.8367820979258372	0.910298600157208	0.9463389404089635	0.8953919491941167	0.7530619421753597	0.9596718630602139	0.830466961958534	0.8348431230847647
S29H1	0.7603856710263086	0.7585087417640912	0.7502479762291998	0.7158580058861219	0.7158580058861219	0.6744588363068055	0.7357071712149281	0.6773369994285882	0.6773369994285882	0.6471643607144145	0.5494999120262118	0.48654923266335554	0.6733155476828176	0.6370088755560218	0.60277934570927	0.5807099846027148	0.6656342892411347	0.6272058196753224	0.523143367955173	0.5488620054699618	0.5833119780562962	0.5256598427024295	0.45799923631920714	0.6623854741979556	0.6884347536484798	0.5504096441897686	0.5764263075321453	0.5504086441892685	0.4590893670834628	0.4940583151126491	0.5597170510665812	0.5747624761915884	0.5597408120911185	0.45454615472349136	0.3746450670978544	0.0	0.5739635086508834	0.6007881500097162	0.6522499291128931	0.6421205744914797	0.6371972365402874	0.5388664860910521	0.6099470125879125	0.5941635640191251	0.6314804642443836	0.6118787053110035	0.6118787053110035	0.6164294971316914	0.5620469525502654	0.607854452074498	0.6763395338422183	0.6868195189731302	0.7094855097971839	0.7491219738117799	0.7554627867678154	0.6941264311214408	0.6293422444635755	0.5998331886682048	0.5998331886682048	0.6604762576258195	0.7714508526428484	0.7566189858492247	0.7387647377199583	0.7673042255041743	0.7102002753679467	0.7654574574283897	0.7158856061079638	0.7894021083393346	0.8254424485910901	0.7744954573762433	0.6321654503574863	0.8387753712423405	0.7095704701406605	0.7139466312668913
530050	0.4473541611933042	0.44547723193108685	0.4372164663961954	0.40282649605311743	0.40282649605311743	0.36142732647380105	0.4226756613819237	0.3643054895955838	0.3643054895955838	0.3341328508814101	0.23646840219320747	0.24724205878168265	0.43400837380114476	0.397701701674349	0.36347217182759717	0.34140281072104195	0.4263271153594618	0.3878986457936495	0.28383619407350014	0.3095548315882889	0.3440048041746233	0.28635266882075666	0.21869206243753425	0.4230783003162827	0.449127579766807	0.3111024703080956	0.3371191336504724	0.3111014703075956	0.24357664715603888	0.3272782697144713	0.39293700566840334	0.40798243079341057	0.3929607666929407	0.4609477488508942	0.6948600004687571	0.5739635086508834	0.0	0.24528231145438517	0.296744090557562	0.28661473593614867	0.3241657267072829	0.22583497625804774	0.296915502754908	0.28113205418612064	0.31844895441137916	0.2988471954779991	0.2988471954779991	0.30339798729868694	0.24901544271726095	0.2948229422414935	0.36330802400921386	0.37378800914012567	0.3964539999641795	0.43609046397877543	0.4424312769348109	0.38109492128843636	0.3163107346305709	0.2868016788352003	0.2868016788352003	0.3474447477928151	0.458419342809844	0.44358747601622023	0.4257332278869539	0.4542727156711699	0.3971687655349423	0.45242594759538524	0.4028540962749594	0.4763705985063301	0.5124109387580855	0.46146394754323883	0.3191339405244819	0.5257438614093359	0.3965389603076561	0.4009151214338868
31343	0.47417880255213707	0.47230187328991974	0.46404110775502827	0.4296511374119503	0.4296511374119503	0.38825196783263394	0.4495003027407566	0.3911301309544167	0.3911301309544167	0.36095749224024287	0.2632930435520403	0.2740667001405155	0.46083301515997754	0.4245263430331818	0.39029681318642995	0.36822745207987473	0.45315175671829455	0.4147232871524823	0.3106608354323329	0.33637947294712167	0.3708294455334561	0.3131773101795895	0.24551670379636706	0.44990294167511546	0.47595222112563984	0.33792711166692846	0.3639437750093052	0.3379261116664284	0.2704012885148717	0.35410291107330416	0.4197616470272362	0.43480707215224335	0.41978540805177356	0.48777239020972696	0.7216846418275898	0.6007881500097162	0.24528231145438517	0.0	0.09570208292707214	0.08557272830565879	0.3509903680661157	0.25265961761688055	0.32374014411374086	0.3079566955449534	0.345273595770212	0.32567183683683193	0.32567183683683193	0.3302226286575197	0.27584008407609373	0.3216475836003264	0.39013266536804675	0.40061265049895856	0.4232786413230124	0.4629151053376083	0.46925591829364377	0.40791956264726925	0.3431353759894038	0.3136263201940332	0.3136263201940332	0.374269389151648	0.48524398416867687	0.4704121173750531	0.4525578692457868	0.4810973570300028	0.4239934068937752	0.4792505889542181	0.4296787376337923	0.503195239865163	0.5392355801169184	0.4882885889020717	0.3459585818833148	0.5525685027681688	0.423363601666489	0.4277397627927197
s31pp	0.5256405816553139	0.5237636523930966	0.5155028868582051	0.48111291651512716	0.48111291651512716	0.4397137469358108	0.5009620818439334	0.4425919100575935	0.4425919100575935	0.4124192713434197	0.31475482265521715	0.3255284792436923	0.5122947942631544	0.47598812213635866	0.44175859228960684	0.4196892311830516	0.5046135358214714	0.4661850662556592	0.36212261453550976	0.38784125205029857	0.422291224636633	0.36463908928276634	0.2969784828995439	0.5013647207782923	0.5274140002288167	0.3893888907701053	0.4154055541124821	0.3893878907696053	0.32186306761804856	0.405564690176481	0.471223426130413	0.48626885125542024	0.4712471871549504	0.5392341693129039	0.7731464209307667	0.6522499291128931	0.296744090557562	0.09570208292707214	0.0	0.010131354622413411	0.40245214716929256	0.30412139672005745	0.3752019232169177	0.3594184746481303	0.39673537487338884	0.3771336159400088	0.3771336159400088	0.38168440776069656	0.32730186317927057	0.37310936270350326	0.4415944444712236	0.4520744296021354	0.47474042042618925	0.5143768844407852	0.5207176973968206	0.4593813417504461	0.39459715509258064	0.36508809929721003	0.36508809929721003	0.4257311682548248	0.5367057632718537	0.5218738964782299	0.5040196483489636	0.5325591361331796	0.475455185996952	0.530712368057395	0.4811405167369691	0.5546570189683399	0.5906973592200953	0.5397503680052486	0.39742036098649164	0.6040302818713457	0.47482538076966585	0.47920154189589653
s10pp	0.5155112270339005	0.5136342977716832	0.5053735322367917	0.47098356189371376	0.47098356189371376	0.4295843923143974	0.49083272722252	0.4324625554361801	0.4324625554361801	0.4022899167220064	0.3046254680338038	0.315399124622279	0.5021654396417411	0.4658587675149453	0.4316292376681935	0.4095598765616383	0.4944841812000581	0.45605571163424585	0.35199325991409647	0.3777118974288852	0.41216187001521964	0.354509734661353	0.2868491282781306	0.491235366156879	0.5172846456074034	0.37925953614869196	0.40527619949106874	0.37925853614819194	0.3117337129966352	0.39543533555506766	0.46109407150899967	0.4761394966340069	0.46111783253353705	0.5291048146914905	0.7630170663093534	0.6421205744914797	0.28661473593614867	0.08557272830565879	0.010131354622413411	0.0	0.3923227925478792	0.29399204209864405	0.36507256859550435	0.34928912002671697	0.3866060202519755	0.3670042613185954	0.3670042613185954	0.3715550531392833	0.3171725085578572	0.36298000808208986	0.4314650898498102	0.441945074980722	0.46461106580477585	0.5042475298193718	0.5105883427754072	0.4492519871290327	0.38446780047116724	0.35495874467579663	0.35495874467579663	0.4156018136334114	0.5265764086504403	0.5117445418568165	0.4938902937275502	0.5224297815117662	0.4653258313755386	0.5205830134359816	0.4710111621155557	0.5445276643469265	0.5805680045986819	0.5296210133838352	0.38729100636507824	0.5939009272499323	0.46469602614825245	0.46907218727448313
