	s24H1	31232	530394	31300	31267	S9H1	S4Hp	31379	w3pp	f24pp	f25pp	w23pp	w28pp	f15pp	w10pp	f1pp	f6ppA	f12ppB	w15pp	w8pp	w14pp	f20ppA	w26pp	f14ppB	f17ppB	f16ppA	f7pp	w29pp	w4pp	w9pp	f2pp	w24pp	w11pp	w18pp	w2pp	f32pp	w1pp	w16pp	w7pp	w32pp	w20pp	w19pp	w21pp	w12pp	f19pp	w17pp	f10pp	f11pp	S25Hp	31009
f20ppA	0.3709678822484386	0.37788386643929517	0.3739429106805334	0.4193873468373732	0.38190895384936674	0.34244837688015617	0.38619624695455623	0.35095773421366905	0.10856116678308868	0.032265382347462984	0.0906988478240105	0.08453618955533025	0.10324051050339264	0.10968676586092624	0.0941021359022831	0.11055649077226543	0.10908714460121537	0.11710308577610994	0.10315704267585775	0.04794358832328183	0.05632135897604391	0.0	0.05706297960534001	0.05658795994659439	0.13465626128451472	0.09887254552465094	0.06539532728674169	0.12365352483439149	0.11607343279775931	0.0855785972002209	0.14190584433749942	0.07917826412209183	0.08399402957375482	0.10920965565020288	0.10065070424495817	0.14419986125748516	0.12790674647297576	0.14592078579026846	0.11878546545831054	0.11650017921638939	0.07087803966375872	0.07615162232349929	0.07675479720045086	0.13278936648175377	0.07999013872220534	0.09216943913298656	0.10696926666883748	0.08936174067245227	0.36359561712148675	0.3764263860221271
w26pp	0.37620523525316507	0.38312121944402167	0.3791802636852599	0.42462469984209966	0.3871463068540931	0.34768572988488267	0.39143359995928273	0.35619508721839555	0.11379851978781513	0.05319279435722373	0.11162625983377125	0.105463601565091	0.1241679225131534	0.130614177870687	0.11502954791204385	0.13148390278202618	0.1300145566109761	0.13803049778587068	0.1240844546856185	0.06887100033304258	0.09186130408238109	0.05706297960534001	0.0	0.032027540406388236	0.127539543665295	0.09175582790543121	0.05827860966752195	0.11653680721517176	0.10895671517853958	0.07846187958100116	0.1347891267182797	0.07206154650287211	0.07687731195453508	0.10209293803098315	0.09353398662573845	0.13708314363826543	0.12079002885375603	0.13880406817104873	0.11166874783909081	0.10938346159716966	0.06376132204453899	0.06903490470427956	0.06963807958123114	0.12567264886253404	0.0728734211029856	0.097406792137713	0.11220661967356393	0.09459909367717872	0.3688329701262132	0.38166373902685347
f14ppB	0.37573021559441944	0.38264619978527603	0.3787052440265143	0.4241496801833541	0.38667128719534755	0.34721071022613703	0.3909585803005371	0.3557200675596499	0.11332350012906951	0.05271777469847812	0.11115124017502565	0.10498858190634539	0.12369290285440779	0.13013915821194139	0.11455452825329823	0.13100888312328057	0.1295395369522305	0.13755547812712507	0.12360943502687288	0.06839598067429696	0.09138628442363547	0.05658795994659439	0.032027540406388236	0.0	0.12706452400654938	0.0912808082466856	0.057803590008776336	0.11606178755642614	0.10848169551979396	0.07798685992225554	0.1343141070595341	0.07158652684412649	0.07640229229578946	0.10161791837223755	0.09305896696699284	0.13660812397951982	0.12031500919501043	0.13832904851230313	0.1111937281803452	0.10890844193842406	0.06328630238579339	0.06855988504553395	0.06916305992248553	0.1251976292037884	0.07239840144423998	0.09693177247896739	0.11173160001481831	0.0941240740184331	0.36835795046746755	0.3811887193681079
f17ppB	0.45379851693233975	0.46071450112319634	0.4567735453644346	0.5022179815212744	0.46473958853326786	0.42527901156405734	0.4690268816384574	0.4337883688975702	0.19139180146698984	0.13078607603639844	0.18921954151294595	0.18305688324426572	0.20176120419232813	0.2082074595498617	0.19262282959121857	0.20907718446120088	0.20760783829015084	0.2156237794650454	0.20167773636479322	0.14646428201221728	0.1694545857615558	0.13465626128451472	0.127539543665295	0.12706452400654938	0.0	0.10489978204171149	0.08943708329062171	0.16931762333147105	0.16173753129483887	0.13124269569730046	0.187569942834579	0.12484236261917142	0.12965812807083438	0.15487375414728247	0.14631480274203776	0.18986395975456474	0.17357084497005534	0.19158488428734805	0.16444956395539012	0.16216427771346897	0.1165421381608383	0.13340869580668696	0.13401187068363854	0.19004643996494142	0.137247212205393	0.1750000738168877	0.18979990135273864	0.17219237535635343	0.44642625180538786	0.45925702070602814
f16ppA	0.41801480117247597	0.42493078536333256	0.4209898296045708	0.46643426576141056	0.4289558727734041	0.38949529580419356	0.43324316587859363	0.39800465313770644	0.15560808570712603	0.09500236027653466	0.15343582575308218	0.14727316748440195	0.16597748843246432	0.17242374378999792	0.1568391138313548	0.1732934687013371	0.17182412253028706	0.17984006370518163	0.16589402060492942	0.11068056625235351	0.13367087000169203	0.09887254552465094	0.09175582790543121	0.0912808082466856	0.10489978204171149	0.0	0.05365336753075794	0.13353390757160727	0.1259538155349751	0.09545897993743668	0.15178622707471523	0.08905864685930763	0.0938744123109706	0.11909003838741869	0.11053108698217398	0.15408024399470097	0.13778712921019157	0.15580116852748427	0.12866584819552634	0.1263805619536052	0.08075842240097453	0.09762498004682318	0.09822815492377476	0.15426272420507764	0.10146349644552921	0.13921635805702393	0.15401618559287483	0.13640865959648962	0.41064253604552414	0.4234733049461644
f7pp	0.38453758293456675	0.39145356712542334	0.3875126113666616	0.43295704752350134	0.3954786545354948	0.35601807756628434	0.3997659476406844	0.3645274348997972	0.12213086746921681	0.061525142038625406	0.11995860751517293	0.11379594924649268	0.13250027019455507	0.13894652555208867	0.12336189559344553	0.13981625046342785	0.13834690429237778	0.14636284546727235	0.1324168023670202	0.07720334801444426	0.10019365176378277	0.06539532728674169	0.05827860966752195	0.057803590008776336	0.08943708329062171	0.05365336753075794	0.0	0.10005668933369802	0.09247659729706584	0.06198176169952743	0.11830900883680597	0.05558142862139837	0.06039719407306135	0.08561282014950942	0.07705386874426473	0.1206030257567917	0.1043099109722823	0.122323950289575	0.09518862995761708	0.09290334371569593	0.04728120416306526	0.06414776180891392	0.0647509366858655	0.12078550596716839	0.06798627820761996	0.10573913981911467	0.12053896735496561	0.1029314413585804	0.37716531780761486	0.38999608670825514
w29pp	0.44279578048221646	0.4497117646730731	0.44577080891431137	0.4912152450711511	0.4537368520831446	0.4142762751139341	0.4580241451883342	0.422785632447447	0.18038906501686658	0.11978333958627521	0.17821680506282273	0.1720541467941425	0.19075846774220487	0.19720472309973847	0.18162009314109534	0.19807444801107765	0.1966051018400276	0.20462104301492218	0.19067499991466996	0.13546154556209405	0.15845184931143258	0.12365352483439149	0.11653680721517176	0.11606178755642614	0.16931762333147105	0.13353390757160727	0.10005668933369802	0.0	0.11536473877826525	0.08486990318072686	0.1411971503180054	0.09485002778103685	0.09966579323269983	0.12488141930914791	0.11632246790390322	0.1598716249164302	0.1435785101319208	0.16159254944921347	0.13445722911725555	0.1321719428753344	0.08654980332270375	0.12240595935656372	0.1230091342335153	0.1790437035148182	0.12624447575526976	0.16399733736676447	0.17879716490261538	0.16118963890623017	0.4354235153552647	0.44825428425590497
w4pp	0.43521568844558434	0.44213167263644093	0.4381907168776792	0.483635153034519	0.44615676004651245	0.40669618307730193	0.450444053151702	0.4152055404108148	0.1728089729802344	0.11220324754964303	0.17063671302619055	0.1644740547575103	0.1831783757055727	0.18962463106310629	0.17404000110446316	0.19049435597444547	0.18902500980339543	0.19704095097829	0.18309490787803778	0.12788145352546187	0.1508717572748004	0.11607343279775931	0.10895671517853958	0.10848169551979396	0.16173753129483887	0.1259538155349751	0.09247659729706584	0.11536473877826525	0.0	0.06980685889585908	0.1293063517048534	0.08726993574440467	0.09208570119606765	0.11730132727251572	0.10874237586727102	0.152291532879798	0.1359984180952886	0.1540124574125813	0.12687713708062337	0.12459185083870222	0.07896971128607155	0.11482586731993154	0.11542904219688312	0.171463611478186	0.11866438371863758	0.1564172453301323	0.1712170728659832	0.153609546869598	0.42784342331863245	0.4406741922192728
w9pp	0.40472085284804593	0.4116368370389025	0.4076958812801408	0.4531403174369806	0.41566192444897404	0.3762013474797635	0.4199492175541636	0.3847107048132764	0.142314137382696	0.08170841195210463	0.14014187742865214	0.1339792191599719	0.15268354010803428	0.15912979546556788	0.14354516550692475	0.15999952037690707	0.15853017420585702	0.1665461153807516	0.15260007228049938	0.09738661792792347	0.12037692167726198	0.0855785972002209	0.07846187958100116	0.07798685992225554	0.13124269569730046	0.09545897993743668	0.06198176169952743	0.08486990318072686	0.06980685889585908	0.0	0.098811516107315	0.056775100146866264	0.06159086559852925	0.08680649167497732	0.07824754026973263	0.1217966972822596	0.1055035824977502	0.1235176218150429	0.09638230148308498	0.09409701524116383	0.04847487568853316	0.08433103172239313	0.08493420659934471	0.1409687758806476	0.08816954812109917	0.1259224097325939	0.1407222372684448	0.1231147112720596	0.39734858772109405	0.4101793566217344
f2pp	0.4610480999853245	0.46796408417618107	0.46402312841741933	0.5094675645742591	0.4719891715862526	0.4325285946170421	0.47627646469144214	0.44103795195055495	0.19864138451997454	0.13803565908938314	0.1964691245659307	0.19030646629725043	0.2090107872453128	0.21545704260284643	0.19987241264420327	0.21632676751418561	0.21485742134313554	0.2228733625180301	0.20892731941777792	0.153713865065202	0.1767041688145405	0.14190584433749942	0.1347891267182797	0.1343141070595341	0.187569942834579	0.15178622707471523	0.11830900883680597	0.1411971503180054	0.1293063517048534	0.098811516107315	0.0	0.1131023472841448	0.11791811273580778	0.14313373881225586	0.13457478740701115	0.17812394441953813	0.16183082963502873	0.17984486895232143	0.1527095486203635	0.15042426237844236	0.1048021228258117	0.14065827885967166	0.14126145373662324	0.19729602301792615	0.14449679525837772	0.18224965686987243	0.19704948440572334	0.17944195840933813	0.4536758348583726	0.4665066037590129
w24pp	0.3983205197699169	0.4052365039607735	0.40129554820201174	0.44673998435885154	0.409261591370845	0.3698010144016345	0.41354888447603455	0.37831037173514737	0.13591380430456695	0.07530807887397556	0.13374154435052307	0.12757888608184284	0.14628320702990522	0.1527294623874388	0.1371448324287957	0.153599187298778	0.15212984112772795	0.16014578230262252	0.14619973920237034	0.0909862848497944	0.11397658859913293	0.07917826412209183	0.07206154650287211	0.07158652684412649	0.12484236261917142	0.08905864685930763	0.05558142862139837	0.09485002778103685	0.08726993574440467	0.056775100146866264	0.1131023472841448	0.0	0.02342495025897992	0.059994501201474926	0.05143554979623023	0.0949847068087572	0.0786915920242478	0.0967056313415405	0.06957031100958258	0.06728502476766145	0.021662885215030767	0.07793069864426408	0.07853387352121566	0.13456844280251853	0.0817692150429701	0.11952207665446483	0.13432190419031576	0.11671437819393055	0.390948254642965	0.40377902354360534
w11pp	0.40313628522157985	0.41005226941243644	0.4061113136536747	0.4515557498105145	0.41407735682250796	0.37461677985329744	0.4183646499276975	0.3831261371868103	0.1407295697562299	0.08012384432563854	0.13855730980218606	0.13239465153350582	0.1510989724815682	0.1575452278391018	0.14196059788045867	0.15841495275044098	0.15694560657939094	0.1649615477542855	0.1510155046540333	0.09580205030145739	0.1187923540507959	0.08399402957375482	0.07687731195453508	0.07640229229578946	0.12965812807083438	0.0938744123109706	0.06039719407306135	0.09966579323269983	0.09208570119606765	0.06159086559852925	0.11791811273580778	0.02342495025897992	0.0	0.06481026665313791	0.05625131524789321	0.09980047226042019	0.08350735747591079	0.10152139679320349	0.07438607646124556	0.07210079021932442	0.026478650666693748	0.08274646409592705	0.08334963897287863	0.13938420825418152	0.08658498049463309	0.1243378421061278	0.1391376696419787	0.12153014364559352	0.39576402009462797	0.4085947889952683
w18pp	0.4283519112980279	0.4352678954888845	0.43132693973012276	0.4767713758869625	0.439292982898956	0.3998324059297455	0.44358027600414557	0.4083417632632584	0.165945195832678	0.1053394704020866	0.16377293587863412	0.15761027760995389	0.1763145985580163	0.18276085391554986	0.16717622395690673	0.18363057882688905	0.182161232655839	0.19017717383073357	0.17623113073048138	0.12101767637790545	0.14400798012724397	0.10920965565020288	0.10209293803098315	0.10161791837223755	0.15487375414728247	0.11909003838741869	0.08561282014950942	0.12488141930914791	0.11730132727251572	0.08680649167497732	0.14313373881225586	0.059994501201474926	0.06481026665313791	0.0	0.04602196083134007	0.10176615503076339	0.08547304024625398	0.10348707956354668	0.07635175923158877	0.08721263953417357	0.04159049998154289	0.10796209017237512	0.1085652650493267	0.16459983433062958	0.11180060657108117	0.14955346818257587	0.1643532957184268	0.1467457697220416	0.4209796461710761	0.43381041507171636
w2pp	0.4197929598927832	0.4267089440836398	0.42276798832487805	0.46821242448171785	0.4307340314937113	0.3912734545245008	0.43502132459890086	0.3997828118580137	0.1573862444274333	0.0967805189968419	0.1552139844733894	0.14905132620470918	0.16775564715277158	0.17420190251030515	0.15861727255166203	0.17507162742164434	0.1736022812505943	0.18161822242548886	0.16767217932523668	0.11245872497266074	0.13544902872199927	0.10065070424495817	0.09353398662573845	0.09305896696699284	0.14631480274203776	0.11053108698217398	0.07705386874426473	0.11632246790390322	0.10874237586727102	0.07824754026973263	0.13457478740701115	0.05143554979623023	0.05625131524789321	0.04602196083134007	0.0	0.09320720362551868	0.07691408884100927	0.09492812815830197	0.06779280782634406	0.07865368812892887	0.03303154857629819	0.09940313876713042	0.100006313644082	0.1560408829253849	0.10324165516583647	0.14099451677733116	0.1557943443131821	0.13818681831679688	0.4124206947658313	0.42525146366647165
f32pp	0.46334211690531013	0.4702581010961667	0.466317145337405	0.5117615814942448	0.4742831885062383	0.4348226115370278	0.47857048161142784	0.44333196887054066	0.20093540143996028	0.14032967600936888	0.1987631414859164	0.19260048321723616	0.21130480416529857	0.21775105952283214	0.202166429564189	0.21862078443417132	0.21715143826312128	0.22516737943801585	0.21122133633776366	0.15600788198518772	0.17899818573452625	0.14419986125748516	0.13708314363826543	0.13660812397951982	0.18986395975456474	0.15408024399470097	0.1206030257567917	0.1598716249164302	0.152291532879798	0.1217966972822596	0.17812394441953813	0.0949847068087572	0.09980047226042019	0.10176615503076339	0.09320720362551868	0.0	0.08527014905110034	0.11895874534479528	0.09182342501283738	0.12220284514145584	0.07658070558882515	0.1429522957796574	0.14355547065660898	0.19959003993791186	0.14679081217836343	0.18454367378985814	0.19934350132570908	0.18173597532932387	0.45596985177835836	0.46880062067899864
w1pp	0.4470490021208008	0.4539649863116574	0.45002403055289564	0.49546846670973543	0.4579900737217289	0.4185294967525184	0.46227736682691845	0.42703885408603126	0.18464228665545088	0.12403656122485948	0.182470026701407	0.17630736843272676	0.19501168938078917	0.20145794473832274	0.1858733147796796	0.20232766964966192	0.20085832347861188	0.20887426465350645	0.19492822155325426	0.13971476720067832	0.16270507095001685	0.12790674647297576	0.12079002885375603	0.12031500919501043	0.17357084497005534	0.13778712921019157	0.1043099109722823	0.1435785101319208	0.1359984180952886	0.1055035824977502	0.16183082963502873	0.0786915920242478	0.08350735747591079	0.08547304024625398	0.07691408884100927	0.08527014905110034	0.0	0.10266563056028588	0.07553031022832796	0.10590973035694642	0.060287590804315755	0.126659180995148	0.12726235587209958	0.18329692515340246	0.13049769739385403	0.16825055900534874	0.18305038654119968	0.16544286054481447	0.4396767369938489	0.4525075058944892
w16pp	0.4650630414380935	0.4719790256289501	0.46803806987018837	0.5134825060270282	0.4760041130390216	0.4365435360698111	0.4802914061442112	0.445052893403324	0.2026563259727436	0.14205060054215218	0.20048406601869972	0.19432140775001946	0.21302572869808184	0.21947198405561547	0.2038873540969723	0.22034170896695465	0.21887236279590458	0.22688830397079915	0.21294226087054696	0.15772880651797103	0.18071911026730955	0.14592078579026846	0.13880406817104873	0.13832904851230313	0.19158488428734805	0.15580116852748427	0.122323950289575	0.16159254944921347	0.1540124574125813	0.1235176218150429	0.17984486895232143	0.0967056313415405	0.10152139679320349	0.10348707956354668	0.09492812815830197	0.11895874534479528	0.10266563056028588	0.0	0.07648028202338689	0.12392376967423914	0.07830163012160846	0.1446732203124407	0.14527639518939228	0.2013109644706952	0.14851173671114676	0.18626459832264147	0.20106442585849238	0.18345689986210717	0.45769077631114163	0.4705215452117819
w7pp	0.4379277211061356	0.4448437052969922	0.44090274953823044	0.4863471856950702	0.4488687927070637	0.4094082157378532	0.45315608581225325	0.41791757307136607	0.17552100564078565	0.11491528021019426	0.1733487456867418	0.16718608741806154	0.18589040836612392	0.19233666372365754	0.1767520337650144	0.19320638863499673	0.19173704246394666	0.19975298363884122	0.18580694053858904	0.1305934861860131	0.15358378993535163	0.11878546545831054	0.11166874783909081	0.1111937281803452	0.16444956395539012	0.12866584819552634	0.09518862995761708	0.13445722911725555	0.12687713708062337	0.09638230148308498	0.1527095486203635	0.06957031100958258	0.07438607646124556	0.07635175923158877	0.06779280782634406	0.09182342501283738	0.07553031022832796	0.07648028202338689	0.0	0.09678844934228123	0.051166309789650546	0.11753789998048278	0.11814107485743436	0.17417564413873726	0.12137641637918882	0.15912927799068355	0.17392910552653446	0.15632157953014925	0.43055545597918377	0.44338622487982404
w32pp	0.43564243486421445	0.44255841905507104	0.4386174632963093	0.48406189945314904	0.44658350646514255	0.40712292949593204	0.4508707995703321	0.4156322868294449	0.1732357193988645	0.11262999396827311	0.17106345944482065	0.1649008011761404	0.18360512212420277	0.1900513774817364	0.17446674752309324	0.19092110239307558	0.1894517562220255	0.19746769739692008	0.1835216542966679	0.12830819994409196	0.15129850369343048	0.11650017921638939	0.10938346159716966	0.10890844193842406	0.16216427771346897	0.1263805619536052	0.09290334371569593	0.1321719428753344	0.12459185083870222	0.09409701524116383	0.15042426237844236	0.06728502476766145	0.07210079021932442	0.08721263953417357	0.07865368812892887	0.12220284514145584	0.10590973035694642	0.12392376967423914	0.09678844934228123	0.0	0.04643237126834097	0.11525261373856163	0.11585578861551321	0.17189035789681611	0.11909113013726767	0.1568439917487624	0.1716438192846133	0.1540362932882281	0.4282701697372626	0.4411009386379029
w20pp	0.3900202953115838	0.39693627950244037	0.3929953237436786	0.4384397599005184	0.4009613669125119	0.36150078994330137	0.40524866001770143	0.37001014727681425	0.12761357984623384	0.06700785441564244	0.12544131989218998	0.11927866162350972	0.1379829825715721	0.14442923792910572	0.12884460797046257	0.1452989628404449	0.14382961666939484	0.1518455578442894	0.13789951474403722	0.08268606039146129	0.10567636414079981	0.07087803966375872	0.06376132204453899	0.06328630238579339	0.1165421381608383	0.08075842240097453	0.04728120416306526	0.08654980332270375	0.07896971128607155	0.04847487568853316	0.1048021228258117	0.021662885215030767	0.026478650666693748	0.04159049998154289	0.03303154857629819	0.07658070558882515	0.060287590804315755	0.07830163012160846	0.051166309789650546	0.04643237126834097	0.0	0.06963047418593096	0.07023364906288254	0.12626821834418545	0.073468990584637	0.11122185219613173	0.12602167973198264	0.10841415373559743	0.3826480301846319	0.3954787990852722
w19pp	0.3952938779713243	0.4022098621621809	0.39826890640341917	0.44371334256025896	0.4062349495722525	0.3667743726030419	0.410522242677442	0.3752837299365548	0.13288716250597443	0.07228143707538301	0.13071490255193052	0.12455224428325029	0.1432565652313127	0.14970282058884626	0.13411819063020314	0.15057254550018545	0.1491031993291354	0.15711914050402997	0.1431730974037778	0.08795964305120185	0.11094994680054038	0.07615162232349929	0.06903490470427956	0.06855988504553395	0.13340869580668696	0.09762498004682318	0.06414776180891392	0.12240595935656372	0.11482586731993154	0.08433103172239313	0.14065827885967166	0.07793069864426408	0.08274646409592705	0.10796209017237512	0.09940313876713042	0.1429522957796574	0.126659180995148	0.1446732203124407	0.11753789998048278	0.11525261373856163	0.06963047418593096	0.0	0.057600169294654405	0.11363473857595728	0.060835510816408866	0.1164954348558723	0.1312952623917232	0.113687736395338	0.3879216128443725	0.4007523817450128
w21pp	0.3958970528482759	0.4028130370391325	0.39887208128037077	0.44431651743721057	0.40683812444920403	0.3673775474799935	0.4111254175543936	0.3758869048135064	0.13349033738292598	0.07288461195233459	0.13131807742888213	0.12515541916020187	0.14385974010826424	0.15030599546579787	0.13472136550715472	0.15117572037713706	0.14970637420608698	0.15772231538098155	0.14377627228072937	0.08856281792815343	0.11155312167749196	0.07675479720045086	0.06963807958123114	0.06916305992248553	0.13401187068363854	0.09822815492377476	0.0647509366858655	0.1230091342335153	0.11542904219688312	0.08493420659934471	0.14126145373662324	0.07853387352121566	0.08334963897287863	0.1085652650493267	0.100006313644082	0.14355547065660898	0.12726235587209958	0.14527639518939228	0.11814107485743436	0.11585578861551321	0.07023364906288254	0.057600169294654405	0.0	0.10362185695832549	0.05082262919877706	0.11709860973282388	0.13189843726867478	0.11429091127228957	0.38852478772132404	0.40135555662196437
w12pp	0.4519316221295788	0.4588476063204354	0.4549066505616737	0.5003510867185135	0.46287269373050693	0.4234121167612964	0.4671599868356965	0.4319214740948093	0.1895249066642289	0.1289191812336375	0.187352646710185	0.18118998844150475	0.19989430938956715	0.20634056474710075	0.1907559347884576	0.20721028965843993	0.20574094348738986	0.21375688466228443	0.19981084156203227	0.14459738720945634	0.16758769095879483	0.13278936648175377	0.12567264886253404	0.1251976292037884	0.19004643996494142	0.15426272420507764	0.12078550596716839	0.1790437035148182	0.171463611478186	0.1409687758806476	0.19729602301792615	0.13456844280251853	0.13938420825418152	0.16459983433062958	0.1560408829253849	0.19959003993791186	0.18329692515340246	0.2013109644706952	0.17417564413873726	0.17189035789681611	0.12626821834418545	0.11363473857595728	0.10362185695832549	0.0	0.08869319351608741	0.17313317901412675	0.1879330065499777	0.17032548055359248	0.44455935700262694	0.4573901259032672
f19pp	0.3991323943700304	0.406048378560887	0.40210742280212525	0.447551858958965	0.4100734659709585	0.370612889001748	0.41436075907614806	0.37912224633526087	0.13672567890468046	0.07611995347408906	0.13455341895063658	0.12839076068195632	0.14709508163001872	0.15354133698755232	0.13795670702890916	0.1544110618988915	0.15294171572784143	0.160957656902736	0.14701161380248384	0.0917981594499079	0.11478846319924642	0.07999013872220534	0.0728734211029856	0.07239840144423998	0.137247212205393	0.10146349644552921	0.06798627820761996	0.12624447575526976	0.11866438371863758	0.08816954812109917	0.14449679525837772	0.0817692150429701	0.08658498049463309	0.11180060657108117	0.10324165516583647	0.14679081217836343	0.13049769739385403	0.14851173671114676	0.12137641637918882	0.11909113013726767	0.073468990584637	0.060835510816408866	0.05082262919877706	0.08869319351608741	0.0	0.12033395125457833	0.13513377879042926	0.11752625279404405	0.39176012924307857	0.40459089814371885
w17pp	0.39885718693454164	0.40577317112539824	0.4018322153666365	0.4472766515234763	0.40979825853546975	0.37033768156625924	0.4140855516406593	0.3788470388997721	0.1364504714691917	0.08829925388487028	0.1467327193614178	0.14057006109273756	0.15927438204079994	0.16572063739833354	0.1501360074396904	0.16659036230967272	0.16512101613862268	0.17313695731351725	0.15919091421326503	0.10397745986068913	0.12696776361002765	0.09216943913298656	0.097406792137713	0.09693177247896739	0.1750000738168877	0.13921635805702393	0.10573913981911467	0.16399733736676447	0.1564172453301323	0.1259224097325939	0.18224965686987243	0.11952207665446483	0.1243378421061278	0.14955346818257587	0.14099451677733116	0.18454367378985814	0.16825055900534874	0.18626459832264147	0.15912927799068355	0.1568439917487624	0.11122185219613173	0.1164954348558723	0.11709860973282388	0.17313317901412675	0.12033395125457833	0.0	0.10969170904727768	0.10177716701275948	0.39148492180758976	0.4043156907082301
f10pp	0.41365701447039255	0.42057299866124914	0.4166320429024874	0.46207647905932714	0.42459808607132066	0.38513750910211014	0.4288853791765102	0.393646866435623	0.15125029900504264	0.1030990814207212	0.1615325468972687	0.15536988862858847	0.17407420957665087	0.18052046493418444	0.16493583497554132	0.18139018984552363	0.17992084367447359	0.18793678484936815	0.17399074174911597	0.11877728739654005	0.14176759114587856	0.10696926666883748	0.11220661967356393	0.11173160001481831	0.18979990135273864	0.15401618559287483	0.12053896735496561	0.17879716490261538	0.1712170728659832	0.1407222372684448	0.19704948440572334	0.13432190419031576	0.1391376696419787	0.1643532957184268	0.1557943443131821	0.19934350132570908	0.18305038654119968	0.20106442585849238	0.17392910552653446	0.1716438192846133	0.12602167973198264	0.1312952623917232	0.13189843726867478	0.1879330065499777	0.13513377879042926	0.10969170904727768	0.0	0.1165769945486104	0.4062847493434407	0.419115518244081
f11pp	0.39604948847400734	0.40296547266486393	0.3990245169061022	0.444468953062942	0.40699056007493545	0.36752998310572493	0.411277853180125	0.3760393404392378	0.13364277300865743	0.085491555424336	0.1439250209008835	0.13776236263220326	0.15646668358026566	0.16291293893779923	0.1473283089791561	0.16378266384913842	0.16231331767808838	0.17032925885298295	0.15638321575273076	0.10116976140015484	0.12416006514949335	0.08936174067245227	0.09459909367717872	0.0941240740184331	0.17219237535635343	0.13640865959648962	0.1029314413585804	0.16118963890623017	0.153609546869598	0.1231147112720596	0.17944195840933813	0.11671437819393055	0.12153014364559352	0.1467457697220416	0.13818681831679688	0.18173597532932387	0.16544286054481447	0.18345689986210717	0.15632157953014925	0.1540362932882281	0.10841415373559743	0.113687736395338	0.11429091127228957	0.17032548055359248	0.11752625279404405	0.10177716701275948	0.1165769945486104	0.0	0.38867722334705546	0.4015079922476958
S25Hp	0.4414917344600704	0.448407718650927	0.44446676289216525	0.489911199049005	0.45243280606099845	0.412972229091788	0.45672009916618805	0.4531839014081438	0.38114972957622184	0.35972543187337047	0.41815889734991796	0.4119962390812377	0.43070056002930013	0.43714681538683375	0.4215621854281906	0.43801654029817294	0.43654719412712284	0.4445631353020174	0.43061709220176525	0.3754036378491893	0.3983939415985278	0.36359561712148675	0.3688329701262132	0.36835795046746755	0.44642625180538786	0.41064253604552414	0.37716531780761486	0.4354235153552647	0.42784342331863245	0.39734858772109405	0.4536758348583726	0.390948254642965	0.39576402009462797	0.4209796461710761	0.4124206947658313	0.45596985177835836	0.4396767369938489	0.45769077631114163	0.43055545597918377	0.4282701697372626	0.3826480301846319	0.3879216128443725	0.38852478772132404	0.44455935700262694	0.39176012924307857	0.39148492180758976	0.4062847493434407	0.38867722334705546	0.0	0.4469502382337588
31009	0.3863177735634262	0.4231805803781775	0.4192396246194158	0.4857402190704394	0.4482618260824328	0.40880124911322235	0.4525491191876224	0.4660146703087841	0.3939804984768621	0.37255620077401075	0.4309896662505583	0.42482700798187806	0.4435313289299404	0.44997758428747403	0.4343929543288309	0.4508473091988132	0.4493779630277631	0.4573939042026577	0.4434478611024055	0.3882344067498296	0.41122471049916814	0.3764263860221271	0.38166373902685347	0.3811887193681079	0.45925702070602814	0.4234733049461644	0.38999608670825514	0.44825428425590497	0.4406741922192728	0.4101793566217344	0.4665066037590129	0.40377902354360534	0.4085947889952683	0.43381041507171636	0.42525146366647165	0.46880062067899864	0.4525075058944892	0.4705215452117819	0.44338622487982404	0.4411009386379029	0.3954787990852722	0.4007523817450128	0.40135555662196437	0.4573901259032672	0.40459089814371885	0.4043156907082301	0.419115518244081	0.4015079922476958	0.4469502382337588	0.0
