	530177	530074	S3Hp	31537	530075	F29H1	S18H1	S30H1	31232	S6Hp	31711	31328	S17H1	530215	31267	S27H1	S21H1	530451	530055	31129	f7pp	w20pp	531414	s24H1	F3H1	S10H1	31021	31766	31714	31343	31300	31519	31160	31749	31452	F14H1A	S29H1	530258	31512	530119	530315	31379	530394	31700	31333	31360	530052	31416	530364	31236	31219
f7pp	0.3746692646173445	0.3092913945043475	0.2840828490300994	0.31009499166909427	0.30587746854967357	0.34140566430467084	0.2895620913552384	0.309522729819076	0.3369886392623803	0.3377601279577424	0.3555092429084237	0.3342055840267312	0.20022962084307527	0.334810320901648	0.32781464147125616	0.27183863639729167	0.31481875329259135	0.3524535737481389	0.34320525464255114	0.321805056553825	0.0	0.040994726638698686	0.29237233487190983	0.30104205349636565	0.2594414359726792	0.3210219596621249	0.3612277499898736	0.3804725998181295	0.41327693614599564	0.3941228241252031	0.27734708228649574	0.3313644117361513	0.28665330955473756	0.3305296998539602	0.23808857889088175	0.29797946249611307	0.29717591127546283	0.3291545604430969	0.4101774495456093	0.4008371357427132	0.3942233563847341	0.39981261995801354	0.3999153677873046	0.3926436276819074	0.4039304790292406	0.3638794043258797	0.39880572413531146	0.36643206395429223	0.35916970453111163	0.2698083646358711	0.3354885415287274
w20pp	0.37862221562369625	0.31324434551069924	0.28803580003645113	0.314047942675446	0.3098304195560253	0.3453586153110226	0.29351504236159015	0.31347568082542776	0.34094159026873205	0.34171307896409414	0.3594621939147754	0.3381585350330829	0.204182571849427	0.3387632719079997	0.3317675924776079	0.2757915874036434	0.3187717042989431	0.35640652475449064	0.3471582056489029	0.32575800756017675	0.040994726638698686	0.0	0.29632528587826157	0.3049950045027174	0.26339438697903095	0.3249749106684766	0.36518070099622535	0.3844255508244812	0.4172298871523474	0.39807577513155484	0.2813000332928475	0.335317362742503	0.2906062605610893	0.3344826508603119	0.2420415298972335	0.3019324135024648	0.30112886228181457	0.3331075114494486	0.41413040055196104	0.4047900867490649	0.39817630739108584	0.4037655709643653	0.4038683187936563	0.39659657868825915	0.40788343003559235	0.3678323553322314	0.4027586751416632	0.37038501496064397	0.36312265553746337	0.27376131564222284	0.33944149253507916
531414	0.3549542416487065	0.2895763715357095	0.26436782606146136	0.29037996870045624	0.28616244558103554	0.3216906413360328	0.2698470683866004	0.289807706850438	0.3172736162937423	0.3180451049891044	0.33579421993978564	0.31449056105809314	0.18051459787443724	0.31509529793300994	0.30809961850261813	0.25212361342865364	0.2951037303239533	0.3327385507795009	0.3234902316739131	0.302090033585187	0.29237233487190983	0.29632528587826157	0.0	0.1476140250653137	0.23972641300404118	0.30130693669348685	0.3415127270212356	0.36075757684949145	0.3935619131773576	0.3744078011565651	0.2576320593178577	0.31164938876751325	0.2669382865860995	0.31081467688532216	0.21837355592224372	0.27826443952747504	0.2774608883068248	0.30943953747445885	0.3904624265769713	0.38112211277407515	0.3745083334160961	0.3800975969893755	0.38020034481866655	0.3729286047132694	0.3842154560606026	0.34416438135724164	0.3790907011666734	0.3467170409856542	0.3394546815624736	0.25009334166723307	0.3157735185600894
s24H1	0.3636239602731623	0.29824609016016523	0.27303754468591723	0.299049687324912	0.29483216420549135	0.3303603599604886	0.2785167870110562	0.2984774254748938	0.3259433349181981	0.3267148236135602	0.34446393856424146	0.323160279682549	0.18918431649889306	0.32376501655746576	0.316769337127074	0.26079333205310945	0.3037734489484092	0.34140826940395674	0.33215995029836887	0.3107597522096428	0.30104205349636565	0.3049950045027174	0.1476140250653137	0.0	0.248396131628497	0.3099766553179427	0.35018244564569134	0.36942729547394726	0.4022316318018134	0.3830775197810209	0.2663017779423135	0.32031910739196906	0.27560800521055534	0.319484395509778	0.22704327454669954	0.28693415815193085	0.2861306069312806	0.31810925609891466	0.39913214520142704	0.389791831398531	0.3831780520405519	0.3887673156138313	0.38887006344312236	0.38159832333772525	0.3928851746850584	0.35283409998169746	0.3877604197911293	0.35538675961011	0.3481244001869294	0.2587630602916889	0.32444323718454526
F3H1	0.25443512219948006	0.21206388282057112	0.1868553373463231	0.21286747998531788	0.2086499568658972	0.24417815262089448	0.2061678317503159	0.2261284702141535	0.2535943796574578	0.2543658683528199	0.27211498330350115	0.25081132442180865	0.12955808784785425	0.2641387879064269	0.25714310847603516	0.2011671034020706	0.24414722029737032	0.2817820407529179	0.27253372164733003	0.25113352355860397	0.2594414359726792	0.26339438697903095	0.23972641300404118	0.248396131628497	0.0	0.18378868094302214	0.22399447127077082	0.24323932109902674	0.2760436574268929	0.2568895454061004	0.14011380356739295	0.21113026931828682	0.1664191671368731	0.21029555743609574	0.11785443647301727	0.1777453200782486	0.17694176885759835	0.20892041802523242	0.2899433071277448	0.2806029933248487	0.27398921396686965	0.2795784775401491	0.2796812253694401	0.27240948526404296	0.28369633661137617	0.2436452619080152	0.278571581717447	0.24619792153642775	0.23893556211324718	0.14957422221800662	0.21525439911086297
S10H1	0.3160156458889257	0.2736444065100168	0.24843586103576876	0.2744480036747636	0.27023048055534293	0.30575867631034015	0.2677483554397616	0.28770899390359916	0.31517490334690346	0.3159463920422656	0.3336955069929468	0.31239184811125437	0.19113861153729994	0.32571931159587264	0.31872363216548083	0.26274762709151633	0.305727743986816	0.34336256444236357	0.33411424533677575	0.31271404724804963	0.3210219596621249	0.3249749106684766	0.30130693669348685	0.3099766553179427	0.18378868094302214	0.0	0.0961171011215501	0.115361950949806	0.14816628727767217	0.12901217525687964	0.14902819378278953	0.2727107930077325	0.2279996908263188	0.2718760811255414	0.17943496016246296	0.23932584376769425	0.23852229254704405	0.2705009417146781	0.3515238308171905	0.3421835170142944	0.3355697376563153	0.34115900122959475	0.3412617490588858	0.3339900089534886	0.34527686030082183	0.3052257855974609	0.34015210540689267	0.30777844522587344	0.30051608580269284	0.21115474590745228	0.27683492280030864
31021	0.3562214362166744	0.3138501968377655	0.28864165136351744	0.31465379400251225	0.31043627088309156	0.3459644666380889	0.30795414576751023	0.3279147842313479	0.3553806936746522	0.3561521823700142	0.37390129732069555	0.35259763843900305	0.23134440186504862	0.36592510192362127	0.3589294224932295	0.30295341741926496	0.3459335343145647	0.38356835477011225	0.37432003566452443	0.35291983757579837	0.3612277499898736	0.36518070099622535	0.3415127270212356	0.35018244564569134	0.22399447127077082	0.0961171011215501	0.0	0.03949278080063525	0.07229711712850143	0.0531430051077089	0.1892339841105382	0.3129165833354812	0.2682054811540675	0.31208187145329014	0.21964075049021164	0.27953163409544296	0.2787280828747927	0.31070673204242677	0.39172962114493914	0.3823893073420431	0.375775527984064	0.38136479155734343	0.38146753938663447	0.37419579928123736	0.3854826506285705	0.34543157592520957	0.3803578957346414	0.3479842355536221	0.3407218761304415	0.251360536235201	0.31704071312805737
31766	0.3754662860449303	0.3330950466660214	0.30788650119177335	0.33389864383076817	0.3296811207113475	0.36520931646634475	0.32719899559576615	0.34715963405960376	0.37462554350290805	0.37539703219827014	0.3931461471489514	0.37184248826725896	0.2505892516933045	0.3851699517518772	0.37817427232148537	0.3221982672475209	0.36517838414282056	0.4028132045983681	0.39356488549278035	0.37216468740405423	0.3804725998181295	0.3844255508244812	0.36075757684949145	0.36942729547394726	0.24323932109902674	0.115361950949806	0.03949278080063525	0.0	0.056668622728103336	0.03751451070731081	0.2084788339387941	0.3321614331637371	0.28745033098232337	0.331326721281546	0.23888560031846756	0.2987764839236989	0.29797293270304864	0.3299515818706827	0.41097447097319506	0.40163415717029904	0.3950203778123199	0.40060964138559935	0.4007123892148904	0.3934406491094933	0.40472750045682643	0.3646764257534655	0.3996027455628973	0.36722908538187804	0.35996672595869744	0.2706053860634569	0.3362855629563133
31714	0.40827062237279654	0.3658993829938876	0.3406908375196395	0.36670298015863434	0.36248545703921364	0.3980136527942109	0.3600033319236323	0.37996397038746993	0.4074298798307742	0.4082013685261363	0.4259504834768176	0.40464682459512513	0.28339358802117065	0.41797428807974335	0.41097860864935154	0.35500260357538704	0.3979827204706867	0.4356175409262343	0.4263692218206465	0.4049690237319204	0.41327693614599564	0.4172298871523474	0.3935619131773576	0.4022316318018134	0.2760436574268929	0.14816628727767217	0.07229711712850143	0.056668622728103336	0.0	0.025749806373187793	0.24128317026666027	0.36496576949160325	0.32025466731018953	0.36413105760941217	0.27168993664633373	0.33158082025156504	0.3307772690309148	0.36275591819854885	0.44377880730106123	0.4344384934981652	0.4278247141401861	0.4334139777134655	0.43351672554275655	0.42624498543735945	0.4375318367846926	0.39748076208133165	0.4324070818907635	0.4000334217097442	0.3927710622865636	0.3034097223913231	0.36908989928417946
31343	0.38911651035200395	0.34674527097309504	0.321536725498847	0.3475488681378418	0.3433313450184211	0.3788595407734184	0.3408492199028398	0.3608098583666774	0.3882757678099817	0.3890472565053438	0.40679637145602504	0.3854927125743326	0.2642394760003781	0.3988201760589508	0.391824496628559	0.3358484915545945	0.3788286084498942	0.41646342890544175	0.407215109799854	0.38581491171112786	0.3941228241252031	0.39807577513155484	0.3744078011565651	0.3830775197810209	0.2568895454061004	0.12901217525687964	0.0531430051077089	0.03751451070731081	0.025749806373187793	0.0	0.22212905824586773	0.3458116574708107	0.301100555289397	0.34497694558861963	0.2525358246255412	0.3124267082307725	0.3116231570101223	0.3436018061777563	0.4246246952802687	0.4152843814773727	0.40867060211939354	0.414259865692673	0.414362613521964	0.4070908734165669	0.41837772476390006	0.3783266500605391	0.41325296986997095	0.3808793096889517	0.3736169502657711	0.28425561037053054	0.3499357872633869
31300	0.2723407685132966	0.22996952913438762	0.2047609836601396	0.23077312629913438	0.22655560317971374	0.262083798934711	0.22407347806413241	0.24403411652797002	0.2715000259712743	0.2722715146666364	0.29002062961731767	0.26871697073562517	0.14746373416167075	0.28204443422024345	0.27504875478985163	0.21907274971588714	0.2620528666111868	0.2996876870667344	0.29043936796114656	0.2690391698724205	0.27734708228649574	0.2813000332928475	0.2576320593178577	0.2663017779423135	0.14011380356739295	0.14902819378278953	0.1892339841105382	0.2084788339387941	0.24128317026666027	0.22212905824586773	0.0	0.22903591563210335	0.18432481345068963	0.22820120374991226	0.1357600827868338	0.19565096639206508	0.19484741517141485	0.22682606433904892	0.3078489534415613	0.29850863963866525	0.2918948602806861	0.2974841238539656	0.2975868716832566	0.2903151315778595	0.3016019829251927	0.2615509082218317	0.29647722803126353	0.26410356785024425	0.2568412084270637	0.16747986853182312	0.2331600454246795
31519	0.3145646707970915	0.28398685858404316	0.25877831310979516	0.2847904557487899	0.2805729326293693	0.31610112838436655	0.27809080751378795	0.29805144597762556	0.32551735542092985	0.32628884411629194	0.3440379590669732	0.3227343001852807	0.2014810636113263	0.336061763669899	0.32906608423950723	0.2730900791655427	0.3160701960608424	0.35370501651638997	0.3444566974108021	0.32305649932207603	0.3313644117361513	0.335317362742503	0.31164938876751325	0.32031910739196906	0.21113026931828682	0.2727107930077325	0.3129165833354812	0.3321614331637371	0.36496576949160325	0.3458116574708107	0.22903591563210335	0.0	0.17392123111670307	0.25110386666821544	0.17798398507062874	0.23787486867586002	0.23707131745520982	0.26904996662284386	0.3500728557253563	0.34073254192246016	0.3341187625644811	0.3397080261377605	0.33981077396705156	0.3325390338616544	0.3438258852089876	0.30377481050562666	0.33870113031505844	0.3063274701340392	0.2990651107108586	0.20970377081561806	0.2753839477084744
31160	0.2698535686156778	0.23927575640262946	0.21406721092838144	0.24007935356737622	0.23586183044795556	0.2713900262029528	0.23337970533237423	0.25334034379621184	0.28080625323951613	0.2815777419348782	0.2993268568855595	0.278023198003867	0.1567699614299126	0.29135066148848526	0.2843549820580935	0.22837897698412896	0.2713590938794287	0.30899391433497625	0.2997455952293884	0.2783453971406623	0.28665330955473756	0.2906062605610893	0.2669382865860995	0.27560800521055534	0.1664191671368731	0.2279996908263188	0.2682054811540675	0.28745033098232337	0.32025466731018953	0.301100555289397	0.18432481345068963	0.17392123111670307	0.0	0.20639276448680172	0.133272882889215	0.1931637664944463	0.1923602152737961	0.22433886444143014	0.30536175354394257	0.29602143974104644	0.28940766038306737	0.2949969239563468	0.29509967178563784	0.2878279316802407	0.2991147830275739	0.25906370832421294	0.2939900281336447	0.2616163679526255	0.2543540085294449	0.16499266863420434	0.23067284552706072
31749	0.3137299589149004	0.28315214670185207	0.25794360122760407	0.28395574386659883	0.2797382207471782	0.31526641650217546	0.27725609563159687	0.2972167340954345	0.32468264353873877	0.32545413223410086	0.3432032471847821	0.3218995883030896	0.20064635172913522	0.3352270517877079	0.32823137235731614	0.2722553672833516	0.3152354841786513	0.3528703046341989	0.343621985528611	0.32222178743988494	0.3305296998539602	0.3344826508603119	0.31081467688532216	0.319484395509778	0.21029555743609574	0.2718760811255414	0.31208187145329014	0.331326721281546	0.36413105760941217	0.34497694558861963	0.22820120374991226	0.25110386666821544	0.20639276448680172	0.0	0.17714927318843765	0.23704015679366894	0.23623660557301873	0.2682152547406528	0.3492381438431652	0.3398978300402691	0.33328405068229	0.33887331425556944	0.3389760620848605	0.3317043219794633	0.3429911733267965	0.30294009862343557	0.33786641843286735	0.30549275825184813	0.29823039882866753	0.20886905893342697	0.2745492358262833
31452	0.19373982912873344	0.19071102573877363	0.1655024802645256	0.1915146229035204	0.18729709978409975	0.22282529553909702	0.18481497466851843	0.20477561313235604	0.23224152257566033	0.23301301127102242	0.2507621262217037	0.22945846734001119	0.10820523076605676	0.24278593082462946	0.23579025139423765	0.17981424632027315	0.22279436321557283	0.2604291836711204	0.25118086456553257	0.2297806664768065	0.23808857889088175	0.2420415298972335	0.21837355592224372	0.22704327454669954	0.11785443647301727	0.17943496016246296	0.21964075049021164	0.23888560031846756	0.27168993664633373	0.2525358246255412	0.1357600827868338	0.17798398507062874	0.133272882889215	0.17714927318843765	0.0	0.11705002700750197	0.11624647578685174	0.1482251249544858	0.22924801405699818	0.2199077002541021	0.21329392089612303	0.21888318446940247	0.2189859322986935	0.21171419219329635	0.22300104354062955	0.18294996883726858	0.2178762886467004	0.18550262846568114	0.17824026904250057	0.08887892914726	0.15455910604011636
F14H1A	0.22732905014854068	0.25060190934400495	0.22539336386975686	0.2514055065087517	0.24718798338933104	0.28271617914432834	0.24470585827374972	0.26466649673758735	0.29213240618089165	0.29290389487625373	0.310653009826935	0.2893493509452425	0.16809611437128807	0.3026768144298608	0.29568113499946896	0.23970512992550444	0.28268524682080415	0.3203200672763517	0.3110717481707639	0.2896715500820378	0.29797946249611307	0.3019324135024648	0.27826443952747504	0.28693415815193085	0.1777453200782486	0.23932584376769425	0.27953163409544296	0.2987764839236989	0.33158082025156504	0.3124267082307725	0.19565096639206508	0.23787486867586002	0.1931637664944463	0.23704015679366894	0.11705002700750197	0.0	0.0586904883443759	0.09066913751200996	0.17169202661452238	0.1623517128116263	0.1557379334536472	0.16132719702692663	0.16142994485621767	0.15415820475082054	0.16544505609815371	0.12539398139479274	0.16032030120422458	0.1279466410232053	0.12068428160002473	0.06291308199991004	0.1439228846006303
S29H1	0.22652549892789048	0.2497983581233547	0.22458981264910666	0.2506019552881015	0.24638443216868083	0.2819126279236781	0.2439023070530995	0.2638629455169371	0.2913288549602414	0.2921003436556035	0.30984945860628477	0.28854579972459227	0.16729256315063784	0.30187326320921054	0.29487758377881873	0.23890157870485423	0.2818816956001539	0.31951651605570147	0.31026819695011365	0.2888679988613876	0.29717591127546283	0.30112886228181457	0.2774608883068248	0.2861306069312806	0.17694176885759835	0.23852229254704405	0.2787280828747927	0.29797293270304864	0.3307772690309148	0.3116231570101223	0.19484741517141485	0.23707131745520982	0.1923602152737961	0.23623660557301873	0.11624647578685174	0.0586904883443759	0.0	0.06642759947365151	0.14745048857616394	0.13811017477326784	0.13149639541528876	0.1370856589885682	0.13718840681785924	0.1299166667124621	0.14120351805979528	0.10115244335643431	0.13607876316586612	0.10370510298484686	0.09644274356166627	0.06210953077925981	0.14311933337998006
530258	0.2585041480955245	0.28177700729098876	0.2565684618167407	0.2825806044557355	0.2783630813363149	0.31389127709131215	0.27588095622073355	0.29584159468457116	0.32330750412787546	0.32407899282323754	0.3418281077739188	0.3205244488922263	0.19927121231827188	0.3338519123768446	0.3268562329464528	0.2708802278724883	0.31386034476778796	0.3514951652233355	0.3422468461177477	0.32084664802902163	0.3291545604430969	0.3331075114494486	0.30943953747445885	0.31810925609891466	0.20892041802523242	0.2705009417146781	0.31070673204242677	0.3299515818706827	0.36275591819854885	0.3436018061777563	0.22682606433904892	0.26904996662284386	0.22433886444143014	0.2682152547406528	0.1482251249544858	0.09066913751200996	0.06642759947365151	0.0	0.12707176824080618	0.11773145443791008	0.11111767507993099	0.11670693865321043	0.11680968648250147	0.10953794637710433	0.12082479772443751	0.08077372302107654	0.11570004283050836	0.08332638264948909	0.07606402322630852	0.09408817994689386	0.17509798254761413
31512	0.3395270371980369	0.3627998963935012	0.3375913509192531	0.36360349355824795	0.35938597043882725	0.3949141661938246	0.3569038453232459	0.3768644837870836	0.4043303932303879	0.4051018819257499	0.42285099687643124	0.40154733799473874	0.2802941014207843	0.41487480147935696	0.40787912204896515	0.35190311697500065	0.39488323387030033	0.4325180543258479	0.4232697352202601	0.40186953713153406	0.4101774495456093	0.41413040055196104	0.3904624265769713	0.39913214520142704	0.2899433071277448	0.3515238308171905	0.39172962114493914	0.41097447097319506	0.44377880730106123	0.4246246952802687	0.3078489534415613	0.3500728557253563	0.30536175354394257	0.3492381438431652	0.22924801405699818	0.17169202661452238	0.14745048857616394	0.12707176824080618	0.0	0.13226655870439166	0.14261633191762385	0.15703613038643183	0.15713887821572287	0.14986713811032576	0.1611539894576589	0.12110291475429795	0.15602923456372977	0.1236555743827105	0.1327614893915139	0.17511106904940626	0.25612087165012654
530119	0.3301867233951409	0.35345958259060506	0.32825103711635706	0.3542631797553518	0.35004565663593123	0.38557385239092845	0.3475635315203499	0.36752416998418747	0.39499007942749176	0.3957615681228539	0.4135106830735351	0.3922070241918426	0.27095378761788824	0.40553448767646094	0.39853880824606913	0.34256280317210464	0.3855429200674043	0.4231777405229519	0.413929421417364	0.39252922332863793	0.4008371357427132	0.4047900867490649	0.38112211277407515	0.389791831398531	0.2806029933248487	0.3421835170142944	0.3823893073420431	0.40163415717029904	0.4344384934981652	0.4152843814773727	0.29850863963866525	0.34073254192246016	0.29602143974104644	0.3398978300402691	0.2199077002541021	0.1623517128116263	0.13811017477326784	0.11773145443791008	0.13226655870439166	0.0	0.13327601811472772	0.14769581658353576	0.1477985644128268	0.14052682430742963	0.15181367565476284	0.11176260095140185	0.14668892076083367	0.1143152605798144	0.12342117558861779	0.1657707552465102	0.24678055784723046
530315	0.32357294403716175	0.346845803232626	0.3216372577583779	0.34764940039737274	0.3434318772779521	0.3789600730329494	0.3409497521623708	0.3609103906262084	0.3883763000695127	0.38914778876487477	0.40689690371555604	0.38559324483386354	0.2643400082599091	0.3989207083184818	0.39192502888809	0.3359490238141255	0.3789291407094252	0.41656396116497274	0.4073156420593849	0.38591544397065886	0.3942233563847341	0.39817630739108584	0.3745083334160961	0.3831780520405519	0.27398921396686965	0.3355697376563153	0.375775527984064	0.3950203778123199	0.4278247141401861	0.40867060211939354	0.2918948602806861	0.3341187625644811	0.28940766038306737	0.33328405068229	0.21329392089612303	0.1557379334536472	0.13149639541528876	0.11111767507993099	0.14261633191762385	0.13327601811472772	0.0	0.14108203722555665	0.1411847850548477	0.13391304494945055	0.14519989629678373	0.10514882159342276	0.1400751414028546	0.10770148122183532	0.11680739623063871	0.1591569758885311	0.24016677848925136
31379	0.3291622076104412	0.3524350668059054	0.32722652133165736	0.3532386639706522	0.34902114085123154	0.3845493366062288	0.3465390157356502	0.3664996541994878	0.3939655636427921	0.3947370523381542	0.41248616728883547	0.39118250840714297	0.26992927183318854	0.40450997189176124	0.39751429246136943	0.34153828738740494	0.3845184042827046	0.4221532247382522	0.41290490563266435	0.3915047075439383	0.39981261995801354	0.4037655709643653	0.3800975969893755	0.3887673156138313	0.2795784775401491	0.34115900122959475	0.38136479155734343	0.40060964138559935	0.4334139777134655	0.414259865692673	0.2974841238539656	0.3397080261377605	0.2949969239563468	0.33887331425556944	0.21888318446940247	0.16132719702692663	0.1370856589885682	0.11670693865321043	0.15703613038643183	0.14769581658353576	0.14108203722555665	0.0	0.060321147969576286	0.12791398533919382	0.139200836686527	0.09914976198316602	0.13407608179259783	0.10170242161157858	0.12239665980391815	0.16474623946181052	0.2457560420625308
530394	0.3292649554397322	0.35253781463519646	0.3273292691609484	0.3533414117999432	0.3491238886805226	0.38465208443551985	0.34664176356494125	0.36660240202877886	0.39406831147208315	0.39483980016744524	0.4125889151181265	0.391285256236434	0.2700320196624796	0.4046127197210523	0.3976170402906605	0.341641035216696	0.38462115211199566	0.4222559725675432	0.4130076534619554	0.39160745537322933	0.3999153677873046	0.4038683187936563	0.38020034481866655	0.38887006344312236	0.2796812253694401	0.3412617490588858	0.38146753938663447	0.4007123892148904	0.43351672554275655	0.414362613521964	0.2975868716832566	0.33981077396705156	0.29509967178563784	0.3389760620848605	0.2189859322986935	0.16142994485621767	0.13718840681785924	0.11680968648250147	0.15713887821572287	0.1477985644128268	0.1411847850548477	0.060321147969576286	0.0	0.12801673316848486	0.13930358451581804	0.09925250981245706	0.13417882962188887	0.10180516944086962	0.12249940763320918	0.16484898729110156	0.24585878989182183
31700	0.3219932153343351	0.3452660745297993	0.3200575290555513	0.34606967169454605	0.34185214857512547	0.3773803443301227	0.33937002345954415	0.3593306619233817	0.386796571366686	0.38756806006204814	0.40531717501272935	0.38401351613103685	0.2627602795570825	0.3973409796156552	0.39034530018526337	0.33436929511129887	0.37734941200659855	0.4149842324621461	0.40573591335655823	0.38433571526783217	0.3926436276819074	0.39659657868825915	0.3729286047132694	0.38159832333772525	0.27240948526404296	0.3339900089534886	0.37419579928123736	0.3934406491094933	0.42624498543735945	0.4070908734165669	0.2903151315778595	0.3325390338616544	0.2878279316802407	0.3317043219794633	0.21171419219329635	0.15415820475082054	0.1299166667124621	0.10953794637710433	0.14986713811032576	0.14052682430742963	0.13391304494945055	0.12791398533919382	0.12801673316848486	0.0	0.09127969707530711	0.06285935443526722	0.09778567424469904	0.07383111096995515	0.11522766752781205	0.15757724718570443	0.2385870497864247
31333	0.33328006668166826	0.3565529258771325	0.33134438040288444	0.35735652304187926	0.3531389999224586	0.3886671956774559	0.3506568748068773	0.3706175132707149	0.3980834227140192	0.3988549114093813	0.41660402636006255	0.39530036747837005	0.2740471309044156	0.4086278309629883	0.4016321515325965	0.345656146458632	0.3886362633539317	0.42627108380947926	0.41702276470389144	0.39562256661516537	0.4039304790292406	0.40788343003559235	0.3842154560606026	0.3928851746850584	0.28369633661137617	0.34527686030082183	0.3854826506285705	0.40472750045682643	0.4375318367846926	0.41837772476390006	0.3016019829251927	0.3438258852089876	0.2991147830275739	0.3429911733267965	0.22300104354062955	0.16544505609815371	0.14120351805979528	0.12082479772443751	0.1611539894576589	0.15181367565476284	0.14519989629678373	0.139200836686527	0.13930358451581804	0.09127969707530711	0.0	0.0741462057826004	0.10907252559203222	0.08511796231728833	0.12651451887514523	0.1688640985330376	0.24987390113375788
31360	0.2932289919783073	0.31650185117377155	0.2912933056995235	0.3173054483385183	0.3130879252190977	0.34861612097409495	0.31060580010351635	0.33056643856735396	0.35803234801065825	0.35880383670602034	0.3765529516567016	0.3552492927750091	0.23399605620105468	0.3685767562596274	0.36158107682923557	0.3056050717552711	0.34858518865057075	0.3862200091061183	0.3769716900005305	0.3555714919118044	0.3638794043258797	0.3678323553322314	0.34416438135724164	0.35283409998169746	0.2436452619080152	0.3052257855974609	0.34543157592520957	0.3646764257534655	0.39748076208133165	0.3783266500605391	0.2615509082218317	0.30377481050562666	0.25906370832421294	0.30294009862343557	0.18294996883726858	0.12539398139479274	0.10115244335643431	0.08077372302107654	0.12110291475429795	0.11176260095140185	0.10514882159342276	0.09914976198316602	0.09925250981245706	0.06285935443526722	0.0741462057826004	0.0	0.045330667212393566	0.04506688761392735	0.08646344417178425	0.12881302382967666	0.2098228264303969
530052	0.32815531178773916	0.35142817098320334	0.32621962550895534	0.3522317681479501	0.3480142450285295	0.38354244078352673	0.3455321199129482	0.36549275837678574	0.39295866782009004	0.3937301565154522	0.4114792714661334	0.3901756125844409	0.2689223760104865	0.4035030760690592	0.3965073966386674	0.3405313915647029	0.3835115084600026	0.42114632891555015	0.4118980098099623	0.3904978117212362	0.39880572413531146	0.4027586751416632	0.3790907011666734	0.3877604197911293	0.278571581717447	0.34015210540689267	0.3803578957346414	0.3996027455628973	0.4324070818907635	0.41325296986997095	0.29647722803126353	0.33870113031505844	0.2939900281336447	0.33786641843286735	0.2178762886467004	0.16032030120422458	0.13607876316586612	0.11570004283050836	0.15602923456372977	0.14668892076083367	0.1400751414028546	0.13407608179259783	0.13417882962188887	0.09778567424469904	0.10907252559203222	0.045330667212393566	0.0	0.07999320742335918	0.12138976398121606	0.16373934363910847	0.24474914623982874
31416	0.2957816516067199	0.3190545108021841	0.29384596532793605	0.31985810796693087	0.31564058484751023	0.3511687806025075	0.3131584597319289	0.3331190981957665	0.3605850076390708	0.3613564963344329	0.37910561128511416	0.35780195240342166	0.23654871582946724	0.37112941588803994	0.3641337364576481	0.30815773138368363	0.3511378482789833	0.38877266873453087	0.37952434962894305	0.358124151540217	0.36643206395429223	0.37038501496064397	0.3467170409856542	0.35538675961011	0.24619792153642775	0.30777844522587344	0.3479842355536221	0.36722908538187804	0.4000334217097442	0.3808793096889517	0.26410356785024425	0.3063274701340392	0.2616163679526255	0.30549275825184813	0.18550262846568114	0.1279466410232053	0.10370510298484686	0.08332638264948909	0.1236555743827105	0.1143152605798144	0.10770148122183532	0.10170242161157858	0.10180516944086962	0.07383111096995515	0.08511796231728833	0.04506688761392735	0.07999320742335918	0.0	0.08901610380019681	0.13136568345808922	0.21237548605880946
530364	0.2885192921835393	0.3117921513790035	0.28658360590475546	0.3125957485437503	0.30837822542432963	0.3439064211793269	0.3058961003087483	0.3258567387725859	0.3533226482158902	0.3540941369112523	0.37184325186193357	0.35053959298024107	0.22928635640628667	0.36386705646485934	0.35687137703446753	0.30089537196050303	0.3438754888558027	0.38151030931135027	0.37226199020576245	0.3508617921170364	0.35916970453111163	0.36312265553746337	0.3394546815624736	0.3481244001869294	0.23893556211324718	0.30051608580269284	0.3407218761304415	0.35996672595869744	0.3927710622865636	0.3736169502657711	0.2568412084270637	0.2990651107108586	0.2543540085294449	0.29823039882866753	0.17824026904250057	0.12068428160002473	0.09644274356166627	0.07606402322630852	0.1327614893915139	0.12342117558861779	0.11680739623063871	0.12239665980391815	0.12249940763320918	0.11522766752781205	0.12651451887514523	0.08646344417178425	0.12138976398121606	0.08901610380019681	0.0	0.12410332403490865	0.20511312663562892
31236	0.19915795228829872	0.22243081148376295	0.1972222660095149	0.2232344086485097	0.21901688552908907	0.25454508128408637	0.21653476041350775	0.23649539887734536	0.2639613083206497	0.26473279701601177	0.28248191196669303	0.26117825308500053	0.1399250165110461	0.2745057165696188	0.267510037139227	0.21153403206526247	0.2545141489605622	0.29214896941610974	0.2829006503105219	0.26150045222179585	0.2698083646358711	0.27376131564222284	0.25009334166723307	0.2587630602916889	0.14957422221800662	0.21115474590745228	0.251360536235201	0.2706053860634569	0.3034097223913231	0.28425561037053054	0.16747986853182312	0.20970377081561806	0.16499266863420434	0.20886905893342697	0.08887892914726	0.06291308199991004	0.06210953077925981	0.09408817994689386	0.17511106904940626	0.1657707552465102	0.1591569758885311	0.16474623946181052	0.16484898729110156	0.15757724718570443	0.1688640985330376	0.12881302382967666	0.16373934363910847	0.13136568345808922	0.12410332403490865	0.0	0.11575178674038833
