	S22Hp	S28Hp	530368	31512	S6Hp	31129	F1H1	31300	31700	31714	S2Hp	S16H2	31750	530215	F6H1	F3H1	S15Hp	S29H1	S21H1	31452	S3Hp	31333	S19H1	S7Hp	530075	530315	530050	530451	S10H1	31328	530055	31160	31071	F14H1B	S4Hp	31766	S18H1	31236	F29H1	31021	F22HpB	31379	S26Hp	F8H1	31360	31600	530227	S13Hp	31219	S31Hp	F7H1	31232	F32H1	S1Hp	31428	S9H1	530258	530177	530295	31343	S8Hp	S14Hp	31519	31267	s24H1	31009	f24pp	w9pp	w20pp	w3pp	f15pp	f10pp	f22ppA	w7pp	f9pp	w23pp	f26pp	f13pp	f3pp	f20ppA	w8pp	f7pp	f31pp	f20ppB	f14ppB	f19pp	f4pp	w13pp	S17H1	530119	530444	530331	F23HpA	S25Hp	F14H1A	31723	530167
530315	0.16933406801205142	0.1394461053094722	0.18090773066760543	0.18457731432633429	0.13548725129233158	0.18715685617537509	0.1838957214391609	0.1335500404333278	0.17567406965459947	0.18133618133113194	0.14500290084437883	0.16853933742371285	0.17719817340536073	0.18203891098596567	0.18986820909512536	0.20410504791127976	0.19828786970711404	0.2243843473325426	0.20032807092134614	0.19027149524693865	0.14227211411430507	0.1363009181155535	0.13515048054348258	0.10048412550691808	0.08174500424002697	0.0	0.08167263784252984	0.1891377966064554	0.18382525091596386	0.18720908897830785	0.18051677474530986	0.1444874494251931	0.19650717188307154	0.17991176208132992	0.12330517089436897	0.17506577671149226	0.13440016858071874	0.17863040194042495	0.17651366082332112	0.19921390043514248	0.15743063460640386	0.12978158332977863	0.1504881758919554	0.19121518353941508	0.1356228059992633	0.13926565805568236	0.17240240990327385	0.1547114500049206	0.16754418590533168	0.1495116403318569	0.18807034082331325	0.1865778016250544	0.12730815567292816	0.17164938446977893	0.21435063184878778	0.21086360569966422	0.20774953265451457	0.21382939450841282	0.20843103064191126	0.17801193749537886	0.1710822846342225	0.17912951408845496	0.19246749311697708	0.1933730833145974	0.1875268111394745	0.18895389491559986	0.1431513161294841	0.1469035427939414	0.15729660122221628	0.15817495653203315	0.16384380435118362	0.16772819861568533	0.17555427496928358	0.19859099833884397	0.1888204186180432	0.17949185001580556	0.17030843412636915	0.17146426840017684	0.15477445936791837	0.16330416118581154	0.16411147088364142	0.16359562438617023	0.16413959284900484	0.15000172670848233	0.15124679644045258	0.14867806532225164	0.16390893515690988	0.15594876355312387	0.17808815972340558	0.16504476544521454	0.17614647408727346	0.1941876332593512	0.18429764239808022	0.16057748226458457	0.16949538993990765	0.18251955252267302	0.19679650893394318
530050	0.16496164069915548	0.13507367799657627	0.1765353033547095	0.18020488701343834	0.13111482397943564	0.18278442886247914	0.17952329412626494	0.12917761312043186	0.17130164234170353	0.176963754018236	0.1406304735314829	0.1641669101108169	0.1728257460924648	0.17766648367306973	0.18549578178222942	0.19973262059838381	0.1939154423942181	0.22001192001964665	0.1959556436084502	0.1858990679340427	0.13789968680140913	0.13192849080265756	0.13077805323058664	0.09611169819402214	0.07737257692713104	0.08167263784252984	0.0	0.18476536929355947	0.1794528236030679	0.1828366616654119	0.17614434743241392	0.14011502211229715	0.1921347445701756	0.17553933476843397	0.11893274358147303	0.17069334939859632	0.1300277412678228	0.174257974627529	0.17214123351042518	0.19484147312224653	0.15305820729350791	0.12540915601688268	0.14611574857905946	0.18684275622651914	0.13125037868636735	0.13489323074278642	0.1680299825903779	0.15033902269202465	0.16317175859243574	0.14513921301896096	0.1836979135104173	0.18220537431215847	0.12293572836003222	0.16727695715688298	0.20997820453589183	0.20649117838676828	0.20337710534161862	0.20945696719551687	0.20405860332901532	0.17363951018248291	0.16670985732132657	0.174757086775559	0.18809506580408114	0.18900065600170146	0.18315438382657856	0.1845814676027039	0.13877888881658815	0.14253111548104547	0.15292417390932034	0.1538025292191372	0.15947137703828768	0.1633557713027894	0.17118184765638764	0.19421857102594803	0.18444799130514725	0.17511942270290962	0.1659360068134732	0.1670918410872809	0.15040203205502242	0.1589317338729156	0.15973904357074548	0.1592231970732743	0.1597671655361089	0.1456292993955864	0.14687436912755664	0.1443056380093557	0.15953650784401394	0.15157633624022793	0.17371573241050964	0.1606723381323186	0.17177404677437752	0.18981520594645526	0.17992521508518428	0.15620505495168863	0.1651229626270117	0.17814712520977707	0.19242408162104724
530451	0.1807169700211341	0.1508290073185549	0.1922906326766881	0.19596021633541694	0.14687015330141426	0.19853975818445774	0.19527862344824354	0.14493294244241048	0.18705697166368213	0.19271908334021462	0.1563858028534615	0.17992223943279553	0.1885810754144434	0.19342181299504835	0.20125111110420804	0.2154879499203624	0.2096707717161967	0.23576724934162524	0.21171097293042881	0.2016543972560213	0.15365501612338775	0.14768382012463616	0.15667894883651234	0.15197700165126954	0.1794315019824962	0.1891377966064554	0.18476536929355947	0.0	0.16081062519547645	0.16419446325782047	0.15750214902482249	0.1270545066625952	0.17907422912047366	0.17499546388875487	0.12973305847459193	0.1814936642917152	0.14578307058980142	0.19001330394950763	0.1878965628324038	0.21059680244422513	0.16881353661548654	0.1411644853388613	0.16187107790103808	0.20259808554849776	0.14700570800834595	0.150648560064765	0.18378531191235653	0.16609435201400327	0.17892708791441436	0.16089454234093956	0.19945324283239593	0.1979607036341371	0.13869105768201084	0.1830322864788616	0.22573353385787046	0.2222465077087469	0.21913243466359722	0.22521229651749547	0.21981393265099392	0.1893948395044615	0.1824651866433052	0.1905124160975376	0.20385039512605974	0.20475598532368006	0.19890971314855718	0.20033679692468254	0.15453421813856674	0.1582864448030241	0.16867950323129896	0.1695578585411158	0.17522670636026627	0.179111100624768	0.18693717697836626	0.20997390034792662	0.20020332062712587	0.19087475202488824	0.1816913361354518	0.18284717040925952	0.16615736137700104	0.17468706319489422	0.17549437289272407	0.17497852639525288	0.17552249485808752	0.16138462871756498	0.16262969844953523	0.1600609673313343	0.17529183716599256	0.16733166556220652	0.18947106173248823	0.17642766745429722	0.18752937609635612	0.20557053526843388	0.1956805444071629	0.17196038427366722	0.1808782919489903	0.1939024545317557	0.20817941094302586
S10H1	0.17540442433064254	0.14551646162806336	0.18697808698619656	0.19064767064492538	0.14155760761092273	0.19322721249396618	0.18996607775775198	0.13962039675191895	0.18174442597319057	0.1874065376497231	0.15107325716296996	0.174609693742304	0.18326852972395186	0.1881092673045568	0.19593856541371651	0.21017540422987085	0.20435822602570516	0.2304547036511337	0.2063984272399373	0.19634185156552977	0.14834247043289622	0.1423712744341446	0.15136640314602082	0.146664455960778	0.17411895629200466	0.18382525091596386	0.1794528236030679	0.16081062519547645	0.0	0.12409976497136205	0.11740745073836406	0.12174196097210367	0.1737616834299821	0.1696829181982633	0.12442051278410038	0.17618111860122368	0.1404705248993099	0.1847007582590161	0.18258401714191225	0.20528425675373357	0.16350099092499498	0.13585193964836975	0.15655853221054652	0.19728553985800623	0.14169316231785442	0.1453360143742735	0.17847276622186498	0.16078180632351174	0.1736145422239228	0.15558199665044803	0.1941406971419044	0.19264815794364554	0.1333785119915193	0.17771974078837005	0.22042098816737893	0.21693396201825538	0.2138198889731057	0.21989975082700394	0.21450138696050236	0.18408229381396995	0.17715264095281363	0.18519987040704608	0.19853784943556818	0.1994434396331885	0.19359716745806566	0.19502425123419098	0.14922167244807522	0.15297389911253256	0.1633669575408074	0.16424531285062427	0.16991416066977474	0.17379855493427648	0.1816246312878747	0.2046613546574351	0.19489077493663431	0.18556220633439668	0.17637879044496027	0.17753462471876796	0.1608448156865095	0.1693745175044027	0.17018182720223254	0.16966598070476135	0.17020994916759596	0.15607208302707343	0.1573171527590437	0.15474842164084274	0.169979291475501	0.162019119871715	0.18415851604199668	0.17111512176380567	0.1822168304058646	0.20025798957794233	0.19036799871667137	0.1666478385831757	0.17556574625849874	0.18858990884126414	0.2028668652525343
31328	0.17878826239298654	0.14890029969040736	0.19036192504854055	0.1940315087072694	0.14494144567326672	0.1966110505563102	0.193349915820096	0.14300423481426294	0.1851282640355346	0.19079037571206708	0.15445709522531398	0.177993531804648	0.18665236778629585	0.19149310536690078	0.1993224034760605	0.21355924229221487	0.20774206408804918	0.23383854171347773	0.20978226530228128	0.1997256896278738	0.15172630849524021	0.14575511249648862	0.15475024120836484	0.15004829402312203	0.17750279435434868	0.18720908897830785	0.1828366616654119	0.16419446325782047	0.12409976497136205	0.0	0.06440364616772647	0.12512579903444768	0.17714552149232612	0.17306675626060733	0.1278043508464444	0.1795649566635677	0.14385436296165388	0.1880845963213601	0.18596785520425624	0.2086680948160776	0.16688482898733897	0.13923577771071377	0.15994237027289054	0.20066937792035022	0.1450770003801984	0.14871985243661748	0.18185660428420897	0.16416564438585574	0.1769983802862668	0.15896583471279202	0.1975245352042484	0.19603199600598953	0.1367623500538633	0.18110357885071404	0.22380482622972292	0.22031780008059937	0.2172037270354497	0.22328358888934796	0.21788522502284638	0.18746613187631397	0.18053647901515762	0.1885837084693901	0.2019216874979122	0.20282727769553252	0.19698100552040965	0.19840808929653497	0.1526055105104192	0.15635773717487655	0.16675079560315142	0.16762915091296826	0.17329799873211876	0.17718239299662047	0.1850084693502187	0.20804519271977912	0.1982746129989783	0.18894604439674068	0.1797626285073043	0.18091846278111196	0.16422865374885348	0.17275835556674668	0.17356566526457654	0.17304981876710535	0.17359378722993996	0.15945592108941745	0.16070099082138772	0.15813225970318676	0.17336312953784502	0.16540295793405901	0.1875423541043407	0.17449895982614966	0.1856006684682086	0.20364182764028632	0.19375183677901536	0.1700316766455197	0.17894958432084276	0.19197374690360813	0.2062507033148783
530055	0.17209594815998855	0.14220798545740937	0.18366961081554256	0.18733919447427141	0.13824913144026874	0.18991873632331221	0.18665760158709802	0.13631192058126496	0.1784359498025366	0.1840980614790691	0.147764780992316	0.17130121757165	0.17996005355329786	0.1848007911339028	0.19263008924306252	0.2068669280592169	0.2010497498550512	0.22714622748047975	0.2030899510692833	0.1930333753948758	0.14503399426224223	0.13906279826349063	0.14805792697536685	0.14335597979012404	0.1708104801213507	0.18051677474530986	0.17614434743241392	0.15750214902482249	0.11740745073836406	0.06440364616772647	0.0	0.11843348480144969	0.17045320725932814	0.16637444202760934	0.12111203661344641	0.1728726424305697	0.1371620487286559	0.1813922820883621	0.17927554097125825	0.2019757805830796	0.160192514754341	0.13254346347771578	0.15325005603989256	0.19397706368735224	0.13838468614720043	0.1420275382036195	0.17516429005121098	0.15747333015285775	0.1703060660532688	0.15227352047979403	0.1908322209712504	0.18933968177299154	0.13007003582086532	0.17441126461771606	0.21711251199672493	0.21362548584760138	0.21051141280245173	0.21659127465634997	0.2111929107898484	0.180773817643316	0.17384416478215964	0.1818913942363921	0.1952293732649142	0.19613496346253453	0.19028869128741166	0.191715775063537	0.14591319627742122	0.14966542294187857	0.16005848137015344	0.16093683667997027	0.16660568449912078	0.1704900787636225	0.1783161551172207	0.20135287848678113	0.19158229876598032	0.1822537301637427	0.1730703142743063	0.17422614854811397	0.1575363395158555	0.1660660413337487	0.16687335103157855	0.16635750453410736	0.16690147299694197	0.15276360685641946	0.15400867658838974	0.15143994547018877	0.16667081530484704	0.15871064370106103	0.1808500398713427	0.16780664559315167	0.17890835423521062	0.19694951340728833	0.18705952254601738	0.16333936241252173	0.17225727008784478	0.18528143267061015	0.1995583890818803
31160	0.13606662283987178	0.1061786601372926	0.1476402854954258	0.15130986915415465	0.10221980612015197	0.15388941100319545	0.15062827626698125	0.10028259526114819	0.14240662448241984	0.14806873615895233	0.11173545567219921	0.13527189225153324	0.1439307282331811	0.14877146581378603	0.15660076392294575	0.17083760273910012	0.16502042453493443	0.19111690216036298	0.16706062574916652	0.15700405007475904	0.10900466894212546	0.10303347294337387	0.11202860165525007	0.10732665447000726	0.13478115480123393	0.1444874494251931	0.14011502211229715	0.1270545066625952	0.12174196097210367	0.12512579903444768	0.11843348480144969	0.0	0.10113518937582558	0.13034511670749258	0.08508271129332963	0.13684331711045292	0.10113272340853913	0.14536295676824534	0.14324621565114148	0.16594645526296284	0.12416318943422423	0.09651413815759902	0.11722073071977579	0.15794773836723547	0.10235536082708366	0.10599821288350272	0.1391349647310942	0.12144400483274098	0.13427674073315207	0.11624419515967728	0.15480289565113364	0.1533103564528748	0.09404071050074855	0.13838193929759932	0.18108318667660817	0.17759616052748461	0.17448208748233496	0.1805619493362332	0.17516358546973163	0.14474449232319922	0.13781483946204287	0.14586206891627534	0.15920004794479745	0.16010563814241777	0.1542593659672949	0.15568644974342022	0.10988387095730445	0.1136360976217618	0.12402915605003667	0.12490751135985351	0.130576359179004	0.13446075344350572	0.14228682979710394	0.16532355316666436	0.15555297344586355	0.14622440484362592	0.13704098895418954	0.1381968232279972	0.12150701419573874	0.13003671601363193	0.13084402571146178	0.1303281792139906	0.1308721476768252	0.11673428153630269	0.11797935126827296	0.115410620150072	0.13064148998473027	0.12268131838094425	0.14482071455122594	0.1317773202730349	0.14287902891509385	0.16092018808717157	0.1510301972259006	0.12731003709240496	0.136227944767728	0.14925210735049338	0.16352906376176354
31071	0.18808634529775023	0.15819838259517105	0.19966000795330424	0.2033295916120331	0.15423952857803042	0.2059091334610739	0.2026479987248597	0.15230231771902664	0.19442634694029828	0.20008845861683078	0.16375517813007767	0.1872916147094117	0.19595045069105954	0.20079118827166448	0.2086204863808242	0.22285732519697857	0.21704014699281288	0.24313662461824143	0.21908034820704497	0.2090237725326375	0.1610243914000039	0.15505319540125231	0.16404832411312853	0.15934637692788572	0.18680087725911237	0.19650717188307154	0.1921347445701756	0.17907422912047366	0.1737616834299821	0.17714552149232612	0.17045320725932814	0.10113518937582558	0.0	0.18236483916537102	0.1371024337512081	0.1888630395683314	0.15315244586641757	0.1973826792261238	0.19526593810901993	0.2179661777208413	0.17618291189210267	0.14853386061547746	0.16924045317765424	0.20996746082511392	0.1543750832849621	0.15801793534138117	0.19115468718897266	0.17346372729061943	0.1862964631910305	0.1682639176175557	0.2068226181090121	0.20533007891075322	0.146060432958627	0.19040166175547774	0.2331029091344866	0.22961588298536306	0.2265018099402134	0.23258167179411166	0.22718330792761007	0.19676421478107767	0.18983456191992132	0.1978817913741538	0.2112197704026759	0.21212536060029621	0.20627908842517334	0.20770617220129867	0.1619035934151829	0.16565582007964025	0.17604887850791512	0.17692723381773195	0.18259608163688246	0.18648047590138417	0.1943065522549824	0.2173432756245428	0.207572695903742	0.19824412730150437	0.18906071141206798	0.19021654568587565	0.17352673665361718	0.18205643847151037	0.18286374816934023	0.18234790167186904	0.18289187013470365	0.16875400399418114	0.16999907372615142	0.16743034260795045	0.18266121244260872	0.1747010408388227	0.1968404370091044	0.18379704273091335	0.1948987513729723	0.21293991054505002	0.20304991968377906	0.1793297595502834	0.18824766722560646	0.20127182980837183	0.215548786219642
F14H1B	0.1714909354960086	0.1416029727934294	0.18306459815156262	0.18673418181029144	0.13764411877628877	0.18931372365933224	0.18605258892311805	0.13570690791728499	0.17783093713855663	0.18349304881508913	0.147159768328336	0.17069620490767004	0.17935504088931792	0.18419577846992286	0.19202507657908255	0.20626191539523692	0.2004447371910712	0.22654121481649975	0.20248493840530332	0.1924283627308958	0.14442898159826226	0.13845778559951066	0.14745291431138685	0.14275096712614405	0.1702054674573707	0.17991176208132992	0.17553933476843397	0.17499546388875487	0.1696829181982633	0.17306675626060733	0.16637444202760934	0.13034511670749258	0.18236483916537102	0.0	0.12050702394946644	0.1722676297665897	0.13655703606467592	0.18078726942438214	0.1786705283072783	0.20137076791909964	0.15958750209036104	0.1319384508137358	0.1526450433759126	0.19337205102337227	0.13777967348322046	0.14142252553963952	0.17455927738723104	0.15686831748887778	0.16970105338928887	0.15166850781581406	0.19022720830727044	0.1887346691090116	0.12946502315688535	0.1738062519537361	0.21650749933274496	0.2130204731836214	0.20990640013847173	0.21598626199236998	0.21058789812586842	0.18016880497933602	0.1732391521181797	0.18128638157241211	0.19462436060093424	0.19552995079855456	0.1896836786234317	0.19111076239955704	0.14530818361344125	0.1490604102778986	0.15945346870617347	0.1603318240159903	0.16600067183514078	0.16988506609964252	0.17771114245324077	0.20074786582280113	0.19097728610200038	0.18164871749976275	0.1724653016103263	0.17362113588413403	0.15693132685187555	0.16546102866976872	0.16626833836759858	0.1657524918701274	0.16629646033296203	0.1521585941924395	0.15340366392440974	0.1508349328062088	0.16606580264086707	0.15810563103708103	0.18024502720736274	0.16720163292917173	0.17830334157123062	0.1963445007433084	0.1864545098820374	0.16273434974854173	0.1716522574238648	0.1846764200066302	0.19895337641790037
S4Hp	0.11488434430904763	0.08499638160646847	0.12645800696460166	0.1301275906233305	0.08103752758932783	0.13270713247237131	0.12944599773615711	0.07910031673032406	0.1212243459515957	0.1268864576281282	0.09055317714137508	0.11408961372070911	0.12274844970235697	0.12758918728296192	0.13541848539212162	0.14965532420827599	0.14383814600411027	0.16993462362953882	0.1458783472183424	0.13582177154393488	0.08782239041130133	0.08185119441254973	0.09084632312442593	0.08614437593918313	0.11359887627040978	0.12330517089436897	0.11893274358147303	0.12973305847459193	0.12442051278410038	0.1278043508464444	0.12111203661344641	0.08508271129332963	0.1371024337512081	0.12050702394946644	0.0	0.10772511860467601	0.079950444877715	0.12418067823742121	0.12206393712031736	0.1447641767321387	0.1029809109034001	0.07533185962677488	0.09603845218895166	0.13676545983641133	0.08117308229625952	0.08481593435267859	0.1179526862002701	0.10026172630191685	0.11309446220232794	0.09506191662885315	0.1336206171203095	0.13212807792205067	0.07285843196992442	0.11719966076677518	0.15990090814578403	0.15641388199666048	0.15329980895151082	0.15937967080540907	0.1539813069389075	0.12356221379237509	0.11663256093121876	0.12467979038545121	0.1380177694139733	0.13892335961159363	0.13307708743647076	0.1345041712125961	0.08870159242648032	0.09245381909093767	0.10284687751921252	0.10372523282902937	0.10939408064817985	0.11327847491268159	0.12110455126627981	0.1441412746358402	0.13437069491503942	0.1250421263128018	0.11585871042336537	0.11701454469717307	0.1003247356649146	0.10885443748280779	0.10966174718063765	0.10914590068316646	0.10968986914600107	0.09555200300547856	0.09679707273744881	0.09422834161924787	0.10945921145390612	0.1014990398501201	0.12363843602040181	0.11059504174221077	0.12169675038426969	0.13973790955634743	0.12984791869507648	0.1061277585615808	0.11504566623690386	0.12806982881966922	0.1423467852309394
31766	0.16664495012617095	0.13675698742359177	0.17821861278172496	0.1818881964404538	0.13279813340645114	0.1844677382894946	0.1812066035532804	0.13086092254744736	0.17298495176871898	0.1786470634452515	0.14231378295849836	0.1658502195378324	0.17450905551948026	0.1793497931000852	0.18717909120924492	0.20141593002539926	0.19559875182123357	0.22169522944666212	0.1976389530354657	0.18758237736105818	0.13958299622842463	0.133611800229673	0.14260692894154922	0.13790498175630642	0.16535948208753307	0.17506577671149226	0.17069334939859632	0.1814936642917152	0.17618111860122368	0.1795649566635677	0.1728726424305697	0.13684331711045292	0.1888630395683314	0.1722676297665897	0.10772511860467601	0.0	0.1317110506948383	0.1759412840545445	0.17382454293744065	0.19652478254926198	0.1547415167205234	0.12709246544389816	0.14779905800607493	0.18852606565353464	0.13293368811338283	0.1365765401698019	0.16971329201739338	0.15202233211904015	0.1648550680194512	0.14682252244597643	0.1853812229374328	0.18388868373917394	0.12461903778704769	0.16896026658389846	0.21166151396290733	0.20817448781378378	0.2050604147686341	0.21114027662253235	0.20574191275603076	0.17532281960949836	0.16839316674834204	0.17644039620257448	0.18977837523109659	0.1906839654287169	0.18483769325359406	0.18626477702971939	0.14046219824360362	0.14421442490806097	0.1546074833363358	0.15548583864615267	0.16115468646530315	0.1650390807298049	0.1728651570834031	0.1959018804529635	0.18613130073216272	0.1768027321299251	0.16761931624048867	0.16877515051429637	0.1520853414820379	0.1606150432999311	0.16142235299776095	0.16090650650028976	0.16145047496312437	0.14731260882260183	0.1485576785545721	0.14598894743637114	0.1612198172710294	0.1532596456672434	0.17539904183752508	0.16235564755933407	0.173457356201393	0.19149851537347073	0.18160852451219978	0.1578883643787041	0.16680627205402715	0.17983043463679255	0.1941073910480627
S18H1	0.11820889835414085	0.08832093565156168	0.12978256100969487	0.13345214466842373	0.08436208163442105	0.13603168651746453	0.13277055178125033	0.08242487077541727	0.12454889999668892	0.13244490572504283	0.09611162523828971	0.11964806181762375	0.12830689779927162	0.13314763537987656	0.14097693348903625	0.15521377230519062	0.1493965941010249	0.17549307172645345	0.15143679531525703	0.1413802196408495	0.09338083850821596	0.08740964250946437	0.10194132081077571	0.09723937362553291	0.12469387395675956	0.13440016858071874	0.1300277412678228	0.14578307058980142	0.1404705248993099	0.14385436296165388	0.1371620487286559	0.10113272340853913	0.15315244586641757	0.13655703606467592	0.079950444877715	0.1317110506948383	0.0	0.11725191338428015	0.1151351722671763	0.13783541187899764	0.09605214605025902	0.06840309477363382	0.0891096873358106	0.12983669498327027	0.07424431744311846	0.07788716949953753	0.11102392134712903	0.09333296144877579	0.11641901624742115	0.09838647067394636	0.13694517116540272	0.13545263196714388	0.07618298601501763	0.1205242148118684	0.16322546219087725	0.1597384360417537	0.15662436299660404	0.1627042248505023	0.1573058609840007	0.1268867678374683	0.11995711497631198	0.12800434443054443	0.14134232345906653	0.14224791365668685	0.13640164148156397	0.13782872525768933	0.09202614647157353	0.09577837313603088	0.10617143156430574	0.10704978687412259	0.11271863469327306	0.1166030289577748	0.12442910531137302	0.14746582868093341	0.13769524896013263	0.128366680357895	0.11918326446845859	0.12033909874226628	0.10364928971000781	0.112178991527901	0.11298630122573086	0.11247045472825967	0.11301442319109428	0.09887655705057177	0.10012162678254202	0.09755289566434108	0.11278376549899934	0.10482359389521331	0.12696299006549502	0.11391959578730398	0.1250213044293629	0.14306246360144065	0.1331724727401697	0.10945231260667401	0.11837022028199708	0.13139438286476243	0.14567133927603262
31236	0.16243913171384708	0.1325511690112679	0.1740127943694011	0.17768237802812994	0.12859231499412727	0.18026191987717075	0.17700078514095655	0.1266551041351235	0.16877913335639513	0.17667513908474905	0.14034185859799592	0.16387829517732996	0.17253713115897784	0.17737786873958278	0.18520716684874247	0.19944400566489684	0.19362682746073112	0.21972330508615967	0.19566702867496324	0.18561045300055573	0.13761107186792218	0.1316398758691706	0.14617155417048194	0.14146960698523914	0.1689241073164658	0.17863040194042495	0.174257974627529	0.19001330394950763	0.1847007582590161	0.1880845963213601	0.1813922820883621	0.14536295676824534	0.1973826792261238	0.18078726942438214	0.12418067823742121	0.1759412840545445	0.11725191338428015	0.0	0.15018052817235056	0.17288076778417188	0.1310975019554333	0.10344845067880806	0.12415504324098484	0.16488205088844451	0.10928967334829272	0.11293252540471178	0.1460692772523033	0.1321946663599212	0.16064924960712734	0.14261670403365256	0.18117540452510894	0.17968286532685007	0.12041321937472385	0.16475444817157459	0.20745569555058346	0.2039686694014599	0.20085459635631026	0.2069344582102085	0.20153609434370692	0.17111700119717452	0.16418734833601817	0.17223457779025064	0.18557255681877274	0.18647814701639306	0.1806318748412702	0.18205895861739552	0.13625637983127975	0.1400086064957371	0.15040166492401197	0.1512800202338288	0.1569488680529793	0.16083326231748102	0.16865933867107924	0.19169606204063966	0.18192548231983885	0.17259691371760122	0.16341349782816483	0.1645693321019725	0.14787952306971403	0.15640922488760722	0.15721653458543708	0.1567006880879659	0.1572446565508005	0.143106790410278	0.14435186014224827	0.1417831290240473	0.15701399885870557	0.14905382725491956	0.17119322342520124	0.1581498291470102	0.16925153778906915	0.18729269696114687	0.1774027060998759	0.15368254596638026	0.1626004536417033	0.17562461622446868	0.18990157263573884
F29H1	0.16032239059674325	0.13043442789416404	0.17189605325229726	0.1755656369110261	0.1264755738770234	0.1781451787600669	0.1748840440238527	0.12453836301801964	0.1666623922392913	0.17455839796764522	0.13822511748089208	0.16176155406022613	0.17042039004187398	0.17526112762247892	0.18309042573163864	0.19732726454779298	0.1915100863436273	0.2176065639690558	0.1935502875578594	0.1834937118834519	0.13549433075081835	0.12952313475206673	0.14405481305337808	0.13935286586813528	0.16680736619936193	0.17651366082332112	0.17214123351042518	0.1878965628324038	0.18258401714191225	0.18596785520425624	0.17927554097125825	0.14324621565114148	0.19526593810901993	0.1786705283072783	0.12206393712031736	0.17382454293744065	0.1151351722671763	0.15018052817235056	0.0	0.06831507614402668	0.10973657989859273	0.08208752862196753	0.11348405589644472	0.1542110635439044	0.0986186860037526	0.10823059231218493	0.14136734415977642	0.13007792524281736	0.1585325084900235	0.14049996291654873	0.17905866340800508	0.17756612420974624	0.11829647825761999	0.16263770705447075	0.2053389544334796	0.20185192828435605	0.1987378552392064	0.20481771709310465	0.1994193532266031	0.16900026008007069	0.16207060721891434	0.17011783667314678	0.1834558157016689	0.18436140589928923	0.17851513372416633	0.17994221750029168	0.13413963871417592	0.13789186537863324	0.1482849238069081	0.14916327911672497	0.15483212693587545	0.15871652120037716	0.1665425975539754	0.1895793209235358	0.17980874120273502	0.1704801726004974	0.16129675671106097	0.16245259098486867	0.1457627819526102	0.15429248377050336	0.15509979346833325	0.15458394697086206	0.15512791543369667	0.14099004929317416	0.1422351190251444	0.13966638790694347	0.1548972577416017	0.1469370861378157	0.1690764823080974	0.15603308802990637	0.1671347966719653	0.18517595584404303	0.17528596498277205	0.1515658048492764	0.16048371252459948	0.17350787510736485	0.187784831518635
31021	0.1830226302085646	0.1531346675059854	0.19459629286411861	0.19826587652284744	0.14917581348884476	0.20084541837188824	0.19758428363567404	0.14723860262984098	0.18936263185111263	0.19725863757946654	0.16092535709271344	0.18446179367204746	0.1931206296536953	0.19796136723430025	0.20579066534345997	0.22002750415961433	0.21421032595544864	0.24030680358087717	0.21625052716968074	0.20619395149527325	0.15819457036263967	0.15222337436388808	0.1667550526651994	0.1620531054799566	0.18950760581118326	0.19921390043514248	0.19484147312224653	0.21059680244422513	0.20528425675373357	0.2086680948160776	0.2019757805830796	0.16594645526296284	0.2179661777208413	0.20137076791909964	0.1447641767321387	0.19652478254926198	0.13783541187899764	0.17288076778417188	0.06831507614402668	0.0	0.13243681951041408	0.10478776823378887	0.13618429550826605	0.17691130315572573	0.12131892561557395	0.13093083192400629	0.16406758377159775	0.1527781648546387	0.18123274810184486	0.16320020252837006	0.20175890301982644	0.2002663638215676	0.14099671786944135	0.1853379466662921	0.22803919404530096	0.2245521678961774	0.22143809485102772	0.22751795670492597	0.22211959283842442	0.191700499691892	0.1847708468307357	0.1928180762849681	0.20615605531349024	0.20706164551111056	0.20121537333598769	0.20264245711211304	0.15683987832599725	0.1605921049904546	0.17098516341872946	0.1718635187285463	0.17753236654769677	0.1814167608121985	0.18924283716579676	0.21227956053535713	0.20250898081455637	0.19318041221231874	0.1839969963228823	0.18515283059669002	0.16846302156443155	0.17699272338232472	0.17780003308015457	0.17728418658268338	0.17782815504551802	0.16369028890499548	0.16493535863696573	0.1623666275187648	0.17759749735342306	0.16963732574963702	0.19177672191991874	0.17873332764172772	0.18983503628378662	0.2078761954558644	0.1979862045945934	0.17426604446109772	0.1831839521364208	0.1962081147191862	0.21048507113045636
