	31766	S10H1	S20H1	31711	530167	31519	530119	31749	31300	31512	530227	31236	31452	31557	31537	S17H1	S23Hp	31232	31129	530258	S30H1	31219	530331	31600	S28Hp	31160	31343	31637	31021	S19H1	31267	530075	31328	530394	31416	530177	S27H1	31333	530154	31071	31723	530444	530052	530055	31360	S25Hp	S8Hp	530315	530050	S1Hp	F8H1	S9H1	31750	S16H2	S21H1	S3Hp	S6Hp	31700	F3H1	S29H1	F32H1	S18H1	31112	S26Hp	F22HpB	F7H1	F14H1B	s24H1	S13Hp	31379	31714	531414	530163	31450	530074	530364	530215	530451	530251	530368	31428	S15Hp	31009
530227	0.49409180779907336	0.4291564021570129	0.40554513377148443	0.5379971575937466	0.35334680908589416	0.3512158590586886	0.43074435113397636	0.4659394014530899	0.3470846185570049	0.34923238936667944	0.0	0.2852832155880556	0.3288561974007955	0.42385918451527893	0.33929388245792413	0.3842071587027346	0.3238486165861992	0.37016809019786456	0.3400971218528357	0.3122513005989852	0.41631512896873746	0.3303398840404601	0.3262388274382831	0.34197029065491835	0.4565040051378438	0.36997812885089487	0.3533119769257188	0.376933106673893	0.3596745966641859	0.43211209304771475	0.3395569670237456	0.35593994493557096	0.38761175631867817	0.40357368910002334	0.48867727301131647	0.5095343666884657	0.4232546464028963	0.3698341233673179	0.3497156633264118	0.34663269020837395	0.36349318872033126	0.3320842545202882	0.4269171034219148	0.4312297281356799	0.40668460399093675	0.4699807027687124	0.4793063898318106	0.4897822278283683	0.3636197450725517	0.44152975297067454	0.5160383548716201	0.5008868322972155	0.5366261573511442	0.5403013193829085	0.372344153292945	0.5005511759593044	0.3731921671988672	0.40802186562427045	0.37513810038342105	0.48722363039462396	0.42370896586115836	0.5031659003617796	0.5645432669169883	0.5163368490645726	0.4261473294464495	0.4583522302433132	0.39376807329629804	0.4480874304196467	0.4429953440509787	0.3577988040523596	0.39054026024434607	0.4723693704105173	0.4990501310018769	0.49147777790149894	0.35113361521888137	0.4605280931799609	0.35816073161341677	0.30297556511541435	0.3736558579049914	0.32847051593578735	0.48475124363846916	0.4745936992327352	0.3482669259623098
31236	0.3061804941327986	0.24124508849073806	0.2176338201052096	0.3500858439274717	0.16543549541961933	0.16330454539241374	0.24283303746770157	0.2780280877868151	0.1591733048907301	0.1613210757004046	0.2852832155880556	0.0	0.1409448837345207	0.23594787084900412	0.15138256879164935	0.19629584503645983	0.1359373029199244	0.18225677653158978	0.1521858081865609	0.12433998693271045	0.2284038153024627	0.1424285703741853	0.1383275137720083	0.15405897698864357	0.268592691471569	0.1820668151846201	0.16540066325944403	0.18902179300761823	0.1717632829979111	0.24420077938143997	0.15164565335747082	0.16802863126929618	0.1997004426524034	0.21566237543374855	0.3007659593450417	0.32162305302219096	0.2353433327366215	0.18192280970104313	0.16180434966013701	0.15872137654209917	0.17558187505405648	0.14417294085401344	0.23900578975564002	0.2433184144694051	0.21877329032466197	0.2820693891024376	0.29139507616553584	0.3018709141620935	0.1757084314062769	0.25361843930439976	0.32812704120534536	0.31297551863094075	0.3487148436848693	0.35239000571663365	0.18443283962667023	0.3126398622930296	0.18528085353259244	0.22011055195799567	0.18722678671714627	0.2993123167283492	0.23579765219488355	0.31525458669550477	0.37663195325071347	0.3284255353982977	0.23823601578017473	0.2704409165770384	0.20585675963002326	0.26017611675337193	0.2550840303847039	0.1698874903860848	0.2026289465780713	0.2844580567442425	0.3111388173356021	0.3035664642352241	0.16322230155260659	0.2726167795136861	0.170249417947142	0.11506425144913955	0.1857445442387166	0.14055920226951255	0.2968399299721943	0.2866823855664604	0.160355612296035
31452	0.300589480729872	0.23565407508781153	0.2120428067022831	0.34449483052454516	0.1598444820166928	0.15771353198948718	0.23724202406477504	0.27243707438388853	0.15358229148780356	0.15573006229747807	0.3288561974007955	0.1409448837345207	0.0	0.20265081304448918	0.14579155538872282	0.1907048316335333	0.13034628951699784	0.17666576312866325	0.14659479478363435	0.11874897352978389	0.22281280189953617	0.13683755697125877	0.13273650036908174	0.14846796358571704	0.26300167806864244	0.17647580178169353	0.15980964985651747	0.1834307796046917	0.16617226959498455	0.2386097659785134	0.1460546399545443	0.16243761786636965	0.19410942924947686	0.210071362030822	0.2951749459421152	0.31603203961926446	0.22975231933369494	0.17633179629811657	0.15621333625721048	0.15313036313917264	0.16999086165112992	0.13858192745108688	0.23341477635271346	0.23772740106647855	0.21318227692173541	0.27647837569951106	0.2858040627626093	0.29627990075916694	0.17011741800335037	0.2480274259014732	0.3225360278024188	0.3073845052280142	0.34312383028194277	0.3467989923137071	0.1788418262237437	0.30704884889010303	0.1796898401296659	0.2145195385550691	0.18163577331421973	0.2937213033254226	0.23020663879195702	0.3096635732925782	0.3710409398477869	0.32283452199537116	0.23264500237724817	0.26484990317411183	0.20026574622709672	0.2545851033504454	0.24949301698177734	0.16429647698315827	0.19703793317514473	0.27886704334131596	0.30554780393267555	0.2979754508322976	0.15763128814968003	0.26702576611075957	0.16465840454421546	0.10947323804621302	0.18015353083579005	0.13496818886658601	0.2912489165692678	0.28109137216353386	0.15476459889310848
31557	0.3955924678443554	0.33065706220229496	0.30704579381676655	0.4394978176390286	0.25484746913117623	0.25271651910397064	0.3322450111792585	0.36744006149837194	0.24858527860228696	0.2507330494119615	0.42385918451527893	0.23594787084900412	0.20265081304448918	0.0	0.24079454250320625	0.28570781874801676	0.2253492766314813	0.2716687502431467	0.2415977818981178	0.21375196064426735	0.31781578901401963	0.2318405440857422	0.2277394874835652	0.24347095070020047	0.3580046651831259	0.271478788896177	0.2548126369710009	0.27843376671917514	0.261175256709468	0.33361275309299687	0.24105762706902772	0.2574406049808531	0.2891124163639603	0.30507434914530546	0.39017793305659865	0.4110350267337479	0.3247553064481784	0.27133478341260003	0.2512163233716939	0.24813335025365607	0.2649938487656134	0.23358491456557035	0.3284177634671969	0.332730388180962	0.3081852640362189	0.3714813628139945	0.38080704987709274	0.3912828878736504	0.2651204051178338	0.34303041301595666	0.41753901491690226	0.40238749234249765	0.4381268173964262	0.44180197942819055	0.27384481333822713	0.4020518360045865	0.27469282724414934	0.3095225256695526	0.27663876042870317	0.3887242904399061	0.3252096259064404	0.40466656040706167	0.46604392696227037	0.4178375091098546	0.32764798949173163	0.3598528902885953	0.29526873334158016	0.34958809046492884	0.3444960040962608	0.2592994640976417	0.2920409202896282	0.37387003045579936	0.40055079104715896	0.392978437946781	0.2526342752641635	0.362028753225243	0.2596613916586989	0.20447622516069647	0.2751565179502735	0.22997117598106945	0.3862519036837513	0.37609435927801727	0.2497675860075919
31537	0.2771434430745179	0.2122080374324574	0.18859676904692896	0.321048792869191	0.13639844436133866	0.13426749433413304	0.2208625886852485	0.256057639004362	0.13720285610827698	0.13935062691795153	0.33929388245792413	0.15138256879164935	0.14579155538872282	0.24079454250320625	0.0	0.11390203532549321	0.05354349320895777	0.09986296682062318	0.07727905700220235	0.07038571093627549	0.17444953930602775	0.08847429437775037	0.08437323777557335	0.10010470099220864	0.21463841547513404	0.12811253918818513	0.11144638726300907	0.1350675170111833	0.11780900700147615	0.190246503385005	0.09769137736103589	0.11407435527286125	0.14574616665596846	0.1617080994373136	0.24681168334860676	0.26766877702575603	0.18138905674018654	0.12796853370460817	0.10785007366370208	0.10476710054566424	0.12162759905762152	0.09021866485757848	0.18505151375920506	0.18936413847297015	0.16481901432822701	0.22811511310600266	0.23744080016910088	0.24791663816565854	0.12175415540984197	0.1996641633079648	0.27417276520891043	0.25902124263450577	0.2947605676884344	0.2984357297201987	0.1304785636302353	0.25868558629659466	0.1313265775361575	0.1661562759615607	0.13327251072071133	0.24535804073191422	0.1818433761984486	0.2613003106990698	0.32267767725427854	0.2744712594018628	0.18428173978373977	0.21648664058060343	0.15190248363358833	0.20622184075693697	0.20112975438826894	0.11593321438964987	0.14867467058163633	0.2554210056859618	0.2821017662773214	0.27452941317694346	0.1341852504943259	0.24357972845540546	0.14121236688886132	0.08602720039085889	0.15670749318043592	0.11152215121123187	0.2678028789139137	0.2576453345081797	0.13131856123775434
S17H1	0.32205671931932833	0.25712131367726787	0.2335100452917394	0.36596206911400153	0.1813117206061491	0.17918077057894352	0.265775864930059	0.30097091524917247	0.18211613235308746	0.18426390316276198	0.3842071587027346	0.19629584503645983	0.1907048316335333	0.28570781874801676	0.11390203532549321	0.0	0.07107983600831257	0.1351349040963937	0.12219233324701281	0.11529898718108597	0.2193628155508382	0.13338757062256082	0.12928651402038382	0.1450179772370191	0.2595516917199445	0.1730258154329956	0.15635966350781955	0.17998079325599375	0.16272228324628663	0.2351597796298155	0.14260465360584634	0.1589876315176717	0.1906594429007789	0.20662137568212408	0.2917249595934172	0.3125820532705665	0.22630233298499702	0.17288180994941865	0.15276334990851254	0.1496803767904747	0.166540875302432	0.13513194110238896	0.22996479000401554	0.23427741471778063	0.2097322905730375	0.27302838935081314	0.28235407641391136	0.292829914410469	0.16666743165465242	0.24457743955277528	0.3190860414537209	0.3039345188793163	0.33967384393324485	0.34334900596500917	0.17539183987504575	0.3035988625414051	0.17623985378096796	0.2110695522063712	0.1781857869655218	0.2902713169767247	0.22675665244325904	0.3062135869438803	0.367590953499089	0.31938453564667324	0.22919501602855025	0.2613999168254139	0.19681575987839878	0.25113511700174745	0.24604303063307942	0.16084649063446033	0.1935879468264468	0.3003342819307723	0.32701504252213187	0.3194426894217539	0.17909852673913634	0.2884930047002159	0.18612564313367178	0.13094047663566935	0.20162076942524637	0.15643542745604233	0.31271615515872414	0.3025586107529902	0.1762318374825648
S23Hp	0.26169817720279287	0.1967627715607324	0.17315150317520397	0.30560352699746607	0.12095317848961368	0.11882222846240809	0.20541732281352354	0.24061237313263703	0.12175759023655203	0.12390536104622656	0.3238486165861992	0.1359373029199244	0.13034628951699784	0.2253492766314813	0.05354349320895777	0.07107983600831257	0.0	0.07477636197985826	0.06183379113047738	0.05494044506455053	0.1590042734343028	0.07302902850602538	0.06892797190384839	0.08465943512048366	0.19919314960340906	0.11266727331646016	0.0960011213912841	0.11962225113945833	0.10236374112975118	0.17480123751328003	0.08224611148931091	0.09862908940113628	0.1303009007842435	0.1462628335655886	0.2313664174768818	0.2522235111540311	0.16594379086846156	0.1125232678328832	0.09240480779197711	0.08932183467393925	0.10618233318589655	0.07477339898585353	0.16960624788748008	0.17391887260124517	0.14937374845650203	0.21266984723427768	0.2219955342973759	0.23247137229393355	0.106308889538117	0.18421889743623981	0.2587274993371854	0.2435759767627808	0.2793153018167094	0.2829904638484737	0.11503329775851033	0.24324032042486965	0.11588131166443254	0.15071101008983573	0.11782724484898636	0.22991277486018924	0.16639811032672364	0.24585504482734483	0.3072324113825535	0.2590259935301378	0.16883647391201478	0.20104137470887845	0.13645721776186337	0.190776574885212	0.18568448851654396	0.1004879485179249	0.13322940470991135	0.23997573981423684	0.26665650040559646	0.25908414730521845	0.11873998462260094	0.22813446258368048	0.12576710101713634	0.07058193451913392	0.14126222730871096	0.0960768853395069	0.25235761304218873	0.24220006863645477	0.11587329536602936
31232	0.3080176508144583	0.24308224517239782	0.2194709767868694	0.35192300060913145	0.1672726521012791	0.16514170207407347	0.2517367964251889	0.28693184674430244	0.1680770638482174	0.17022483465789195	0.37016809019786456	0.18225677653158978	0.17666576312866325	0.2716687502431467	0.09986296682062318	0.1351349040963937	0.07477636197985826	0.0	0.10815326474214278	0.10125991867621592	0.20532374704596817	0.1193485021176908	0.11524744551551377	0.13097890873214907	0.24551262321507447	0.15898674692812556	0.1423205950029495	0.16594172475112373	0.14868321474141658	0.22112071112494544	0.12856558510097632	0.14494856301280168	0.17662037439590889	0.19258230717725403	0.2776858910885472	0.29854298476569646	0.21226326448012697	0.1588427414445486	0.1387242814036425	0.13564130828560467	0.15250180679756195	0.12109287259751891	0.2159257214991455	0.22023834621291058	0.19569322206816744	0.25898932084594306	0.2683150079090413	0.278790845905599	0.1526283631497824	0.23053837104790523	0.30504697294885086	0.2898954503744462	0.3256347754283748	0.32930993746013915	0.16135277137017573	0.2895597940365351	0.16220078527609794	0.19703048370150114	0.16414671846065176	0.2762322484718547	0.21271758393838902	0.2921745184390102	0.35355188499421897	0.3053454671418032	0.2151559475236802	0.24736084832054386	0.18277669137352875	0.2370960484968774	0.23200396212820937	0.1468074221295903	0.17954887832157676	0.28629521342590225	0.31297597401726185	0.3054036209168839	0.16505945823426632	0.27445393619534586	0.17208657462880175	0.11690140813079931	0.18758170092037635	0.1423963589511723	0.2986770866538541	0.28851954224812015	0.16219276897769477
31129	0.27794668246942944	0.21301127682736892	0.18940000844184046	0.3218520322641026	0.1372016837562502	0.1350707337290446	0.22166582808016005	0.2568608783992735	0.13800609550318854	0.14015386631286308	0.3400971218528357	0.1521858081865609	0.14659479478363435	0.2415977818981178	0.07727905700220235	0.12219233324701281	0.06183379113047738	0.10815326474214278	0.0	0.07118895033118705	0.1752527787009393	0.0892775337726619	0.0851764771704849	0.10090794038712017	0.21544165487004557	0.12891577858309666	0.11224962665792061	0.13587075640609486	0.11861224639638769	0.19104974277991654	0.09849461675594742	0.1148775946677728	0.14654940605088002	0.16251133883222513	0.24761492274351832	0.2684720164206676	0.18219229613509808	0.1287717730995197	0.10865331305861363	0.10557033994057577	0.12243083845253307	0.09102190425249004	0.1858547531541166	0.19016737786788168	0.16562225372313855	0.2289183525009142	0.2382440395640124	0.24871987756057007	0.12255739480475351	0.20046740270287633	0.27497600460382193	0.2598244820294173	0.2955638070833459	0.2992389691151102	0.13128180302514686	0.25948882569150616	0.13212981693106907	0.16695951535647224	0.1340757501156229	0.24616128012682575	0.18264661559336015	0.26210355009398134	0.32348091664919004	0.2752744987967743	0.1850849791786513	0.21728987997551497	0.15270572302849988	0.2070250801518485	0.20193299378318047	0.11673645378456142	0.14947790997654786	0.2562242450808734	0.282905005672233	0.27533265257185496	0.13498848988923745	0.244382967850317	0.14201560628377286	0.08683043978577042	0.15751073257534748	0.1123253906061434	0.2686061183088252	0.2584485739030913	0.13212180063266588
530258	0.25010086121557895	0.18516545557351846	0.16155418718799003	0.2940062110102521	0.10935586250239973	0.10722491247519413	0.1938200068263096	0.22901505714542308	0.11016027424933808	0.1123080450590126	0.3122513005989852	0.12433998693271045	0.11874897352978389	0.21375196064426735	0.07038571093627549	0.11529898718108597	0.05494044506455053	0.10125991867621592	0.07118895033118705	0.0	0.12534767590808119	0.03937243097980378	0.03527137437762678	0.05100283759426205	0.17823394344084212	0.0917080671538932	0.07504191522871713	0.09866304497689136	0.08140453496718422	0.1538420313507131	0.061286905326743954	0.07766988323856931	0.10934169462167652	0.12530362740302164	0.21040721131431483	0.2312643049914641	0.14498458470589462	0.09156406167031624	0.07144560162941016	0.0683626285113723	0.08522312702332958	0.05381419282328656	0.14864704172491314	0.15295966643867823	0.12841454229393506	0.19171064107171074	0.20103632813480896	0.2115121661313666	0.08534968337555003	0.16325969127367287	0.23776829317461848	0.22261677060021387	0.2583560956541424	0.26203125768590674	0.09407409159594336	0.2222811142623027	0.09492210550186557	0.1297518039272688	0.0968680386864194	0.2089535686976223	0.14543890416415667	0.2248958386647779	0.28627320521998656	0.23806678736757084	0.14787726774944784	0.1800821685463115	0.11549801159929639	0.16981736872264505	0.16472528235397702	0.07952874235535795	0.11227019854734441	0.2283784238270229	0.2550591844183825	0.2474868313180045	0.10714266863538698	0.21653714659646653	0.1141697850299224	0.058984618531919955	0.129664911321497	0.08447956935229294	0.24076029705497476	0.2306027526492408	0.10427597937881541
S30H1	0.3541646895853312	0.28922928394327074	0.2656180155577423	0.3980700393800044	0.21341969087215198	0.2112887408449464	0.2978838351960619	0.33307888551517534	0.21422410261909033	0.21637187342876485	0.41631512896873746	0.2284038153024627	0.22281280189953617	0.31781578901401963	0.17444953930602775	0.2193628155508382	0.1590042734343028	0.20532374704596817	0.1752527787009393	0.12534767590808119	0.0	0.12570931822716408	0.13444993765087562	0.15018140086751092	0.28229777181059434	0.19577189552364543	0.17910574359846937	0.20272687334664363	0.18546836333693648	0.2579058597204653	0.16535073369649622	0.18173371160832158	0.2134055229914288	0.2293674557727739	0.3144710396840671	0.33532813336121636	0.24904841307564687	0.19562789004006848	0.17550942999916241	0.17242645688112457	0.18928695539308182	0.15787802119303881	0.2527108700946654	0.25702349480843045	0.23247837066368732	0.295774469441463	0.30510015650456124	0.31557599450111884	0.1894135117453023	0.26732351964342516	0.3418321215443707	0.32668059896996615	0.36241992402389467	0.366095086055659	0.19813791996569563	0.32634494263205494	0.19898593387161784	0.23381563229702104	0.20093186705617166	0.3130173970673745	0.24950273253390892	0.32895966703453017	0.3903370335897388	0.34213061573732306	0.2519410961192001	0.2841459969160638	0.21956183996904866	0.27388119709239733	0.26878911072372924	0.1835925707251102	0.21633402691709666	0.33244225219677515	0.35912301278813474	0.3515506596877568	0.21120649700513922	0.32060097496621875	0.21823361339967465	0.16304844690167222	0.23372873969124924	0.1885433977220452	0.344824125424727	0.33466658101899305	0.20833980774856767
31219	0.2681894446570538	0.2032540390149933	0.17964277062946488	0.31209479445172694	0.12744444594387458	0.125313495916669	0.21190859026778444	0.24710364058689793	0.12824885769081293	0.13039662850048747	0.3303398840404601	0.1424285703741853	0.13683755697125877	0.2318405440857422	0.08847429437775037	0.13338757062256082	0.07302902850602538	0.1193485021176908	0.0892775337726619	0.03937243097980378	0.12570931822716408	0.0	0.04847469272259823	0.06420615593923351	0.196322526882317	0.10979665059536806	0.09313049867019199	0.11675162841836623	0.09949311840865908	0.17193061479218796	0.07937548876821882	0.09575846668004417	0.12743027806315138	0.14339221084449652	0.22849579475578968	0.24935288843293896	0.1630731681473695	0.1096526451117911	0.08953418507088501	0.08645121195284716	0.10331171046480445	0.07190277626476142	0.166735625166388	0.1710482498801531	0.14650312573540994	0.2097992245131856	0.21912491157628383	0.2296007495728415	0.1034382668170249	0.18134827471514775	0.25585687661609335	0.24070535404168875	0.2764446790956173	0.28011984112738164	0.11216267503741822	0.24036969770377759	0.11301068894334043	0.14784038736874366	0.11495662212789426	0.22704215213909718	0.16352748760563152	0.24298442210625276	0.3043617886614614	0.2561553708090457	0.16596585119092272	0.1981707519877864	0.13358659504077125	0.18790595216411993	0.1828138657954519	0.09761732579683281	0.13035878198881928	0.24646700726849774	0.27314776785985734	0.2655754147594794	0.12523125207686184	0.2346257300379414	0.13225836847139727	0.07707320197339482	0.14775349476297187	0.1025681527937678	0.2588488804964496	0.24869133609071564	0.12236456282029026
530331	0.2640883880548768	0.19915298241281632	0.17554171402728785	0.30799373784955	0.12334338934169758	0.12121243931449198	0.20780753366560745	0.24300258398472094	0.12414780108863593	0.12629557189831045	0.3262388274382831	0.1383275137720083	0.13273650036908174	0.2277394874835652	0.08437323777557335	0.12928651402038382	0.06892797190384839	0.11524744551551377	0.0851764771704849	0.03527137437762678	0.13444993765087562	0.04847469272259823	0.0	0.04355068412679084	0.19222147028013997	0.10569559399319105	0.08902944206801498	0.11265057181618922	0.09539206180648208	0.16782955819001094	0.07527443216604181	0.09165741007786717	0.12332922146097437	0.13929115424231953	0.2243947381536127	0.24525183183076196	0.15897211154519247	0.10555158850961409	0.08543312846870801	0.08235015535067015	0.09921065386262744	0.06780171966258441	0.162634568564211	0.16694719327797608	0.14240206913323294	0.2056981679110086	0.2150238549741068	0.22549969297066447	0.09933721021484788	0.17724721811297073	0.25175582001391633	0.23660429743951172	0.2723436224934403	0.2760187845252046	0.10806161843524122	0.23626864110160056	0.10890963234116342	0.14373933076656664	0.11085556552571725	0.22294109553692015	0.15942643100345452	0.23888336550407574	0.3002607320592844	0.2520543142068687	0.1618647945887457	0.19406969538560936	0.12948553843859423	0.1838048955619429	0.17871280919327487	0.0935162691946558	0.12625772538664226	0.24236595066632075	0.2690467112576803	0.26147435815730236	0.12113019547468483	0.23052467343576438	0.12815731186922025	0.07297214537121781	0.14365243816079487	0.09846709619159079	0.25474782389427264	0.24459027948853865	0.11826350621811327
31600	0.2798198512715121	0.2148844456294516	0.19127317724392318	0.32372520106618524	0.13907485255833288	0.13694390253112726	0.2235389968822427	0.25873404720135623	0.1398792643052712	0.14202703511494574	0.34197029065491835	0.15405897698864357	0.14846796358571704	0.24347095070020047	0.10010470099220864	0.1450179772370191	0.08465943512048366	0.13097890873214907	0.10090794038712017	0.05100283759426205	0.15018140086751092	0.06420615593923351	0.04355068412679084	0.0	0.20795293349677524	0.12142705720982633	0.10476090528465026	0.1283820350328245	0.11112352502311736	0.1835610214066462	0.09100589538267709	0.10738887329450245	0.13906068467760965	0.1550226174589548	0.24012620137024798	0.26098329504739726	0.17470357476182774	0.12128305172624937	0.10116459168534328	0.09808161856730543	0.11494211707926272	0.0835331828792197	0.17836603178084626	0.18267865649461135	0.1581335323498682	0.22142963112764386	0.23075531819074208	0.24123115618729973	0.11506867343148316	0.192978681329606	0.2674872832305516	0.252335760656147	0.28807508571007556	0.2917502477418399	0.1237930816518765	0.25200010431823583	0.1246410955577987	0.1594707939832019	0.12658702874235253	0.23867255875355542	0.17515789422008982	0.254614828720711	0.3159921952759197	0.26778577742350396	0.17759625780538096	0.20980115860224463	0.14521700165522952	0.19953635877857817	0.19444427240991013	0.10924773241129108	0.14198918860327753	0.25809741388295604	0.28477817447431564	0.2772058213739377	0.1368616586913201	0.24625613665239968	0.14388877508585554	0.0887036085878531	0.15938390137743014	0.11419855940822608	0.2704792871109079	0.26032174270517394	0.13399496943474856
S28Hp	0.3943535657544375	0.329418160112377	0.3058068917268486	0.4382589155491107	0.2536085670412583	0.2514776170140527	0.33807271136516814	0.37326776168428166	0.25441297878819663	0.2565607495978712	0.4565040051378438	0.268592691471569	0.26300167806864244	0.3580046651831259	0.21463841547513404	0.2595516917199445	0.19919314960340906	0.24551262321507447	0.21544165487004557	0.17823394344084212	0.28229777181059434	0.196322526882317	0.19222147028013997	0.20795293349677524	0.0	0.1915984221813667	0.21395720437448107	0.2375783341226553	0.22031982411294815	0.292757320496477	0.2002021944725079	0.21658517238433325	0.24825698376744046	0.2642189165487856	0.34932250046007873	0.370179594137228	0.28389987385165855	0.23047935081608018	0.2103608907751741	0.20727791765713624	0.22413841616909352	0.1927294819690505	0.28756233087067706	0.29187495558444215	0.267329831439699	0.33062593021747466	0.3399516172805729	0.35042745527713054	0.22426497252131397	0.3021749804194368	0.3766835823203824	0.3615320597459778	0.39727138479990637	0.4009465468316707	0.2329893807417073	0.36119640340806664	0.2338373946476295	0.2686670930730327	0.23578332783218334	0.3478688578433862	0.2843541933099206	0.3638111278105418	0.42518849436575046	0.37698207651333476	0.28679255689521177	0.31899745769207544	0.2544133007450603	0.308732657868409	0.30364057149974094	0.21844403150112188	0.25118548769310833	0.3726311283658814	0.399311888957241	0.39173953585686305	0.25139537317424554	0.3607898511353251	0.25842248956878094	0.20323732307077852	0.27391761586035557	0.2287322738911515	0.38501300159383334	0.3748554571880993	0.24852868391767396
31160	0.3078276894674886	0.2428922838254281	0.21928101543989964	0.35173303926216176	0.16708269075430937	0.16495174072710378	0.25154683507821923	0.2867418853973327	0.16788710250124772	0.17003487331092224	0.36997812885089487	0.1820668151846201	0.17647580178169353	0.271478788896177	0.12811253918818513	0.1730258154329956	0.11266727331646016	0.15898674692812556	0.12891577858309666	0.0917080671538932	0.19577189552364543	0.10979665059536806	0.10569559399319105	0.12142705720982633	0.1915984221813667	0.0	0.12743132808753216	0.1510524578357064	0.13379394782599924	0.2062314442095281	0.11367631818555898	0.13005929609738434	0.16173110748049155	0.1776930402618367	0.2627966241731299	0.28365371785027915	0.19737399756470964	0.14395347452913126	0.12383501448822518	0.12075204137018733	0.1376125398821446	0.10620360568210158	0.20103645458372815	0.20534907929749324	0.1808039551527501	0.24410005393052575	0.25342574099362397	0.26390157899018163	0.13773909623436506	0.2156491041324879	0.2901577060334335	0.2750061834590289	0.31074550851295746	0.3144206705447218	0.1464635044547584	0.2746705271211177	0.1473115183606806	0.1821412167860838	0.14925745154523443	0.2613429815564373	0.19782831702297168	0.2772852515235929	0.3386626180788016	0.29045620022638585	0.20026668060826286	0.23247158140512653	0.16788742445811142	0.22220678158146007	0.21711469521279203	0.13191815521417297	0.16465961140615942	0.28610525207893256	0.31278601267029216	0.30521365956991414	0.16486949688729663	0.27426397484837617	0.17189661328183203	0.1167114467838296	0.18739173957340666	0.1422063976042026	0.29848712530688437	0.28832958090115046	0.16200280763072505
31343	0.29116153754231255	0.22622613190025204	0.20261486351472358	0.3350668873369857	0.1504165388291333	0.14828558880192771	0.23488068315304317	0.27007573347215663	0.15122095057607166	0.15336872138574617	0.3533119769257188	0.16540066325944403	0.15980964985651747	0.2548126369710009	0.11144638726300907	0.15635966350781955	0.0960011213912841	0.1423205950029495	0.11224962665792061	0.07504191522871713	0.17910574359846937	0.09313049867019199	0.08902944206801498	0.10476090528465026	0.21395720437448107	0.12743132808753216	0.0	0.08099208947187342	0.07949466491173948	0.15193216129526835	0.05937703527129923	0.0860605996179081	0.11773241100101531	0.13369434378236045	0.2187979276936536	0.23965502137080288	0.1726444633190784	0.11922394028350003	0.09910548024259394	0.0960225071245561	0.11288300563651338	0.08147407143647035	0.17630692033809692	0.180619545051862	0.15607442090711887	0.21937051968489452	0.22869620674799274	0.2391720447445504	0.11300956198873383	0.19091956988685665	0.26542817178780226	0.25027664921339765	0.2860159742673262	0.28969113629909055	0.12173397020912716	0.2499409928754865	0.12258198411504936	0.15741168254045257	0.12452791729960319	0.23661344731080608	0.17309878277734048	0.25255571727796167	0.31393308383317037	0.2657266659807546	0.17553714636263162	0.2077420471594953	0.14315789021248018	0.19747724733582883	0.1923851609671608	0.10718862096854175	0.1399300771605282	0.2694391001537565	0.2961198607451161	0.2885475076447381	0.14820334496212056	0.2575978229232001	0.15523046135665597	0.10004529485865353	0.1707255876482306	0.12554024567902652	0.2818209733817083	0.2716634289759744	0.145336655705549
31637	0.31478266729048676	0.24984726164842627	0.22623599326289784	0.3586880170851599	0.17403766857730754	0.17190671855010192	0.2585018129012174	0.2936968632203309	0.17484208032424586	0.1769898511339204	0.376933106673893	0.18902179300761823	0.1834307796046917	0.27843376671917514	0.1350675170111833	0.17998079325599375	0.11962225113945833	0.16594172475112373	0.13587075640609486	0.09866304497689136	0.20272687334664363	0.11675162841836623	0.11265057181618922	0.1283820350328245	0.2375783341226553	0.1510524578357064	0.08099208947187342	0.0	0.10311579465991372	0.17555329104344258	0.08299816501947346	0.10968172936608234	0.14135354074918954	0.15731547353053468	0.24241905744182785	0.2632761511189771	0.19626559306725266	0.14284507003167426	0.12272660999076818	0.11964363687273033	0.1365041353846876	0.10509520118464459	0.19992805008627115	0.20424067480003624	0.1796955506552931	0.24299164943306875	0.25231733649616694	0.26279317449272466	0.13663069173690806	0.2145406996350309	0.2890493015359765	0.27389777896157186	0.3096371040155005	0.3133122660472648	0.1453550999573014	0.27356212262366075	0.1462031138632236	0.18103281228862683	0.14814904704777743	0.26023457705898034	0.19671991252551468	0.2761768470261359	0.33755421358134463	0.2893477957289289	0.19915827611080586	0.23136317690766953	0.16677901996065442	0.22109837708400307	0.21600629071533503	0.13080975071671597	0.16355120690870245	0.2930602299019307	0.3197409904932903	0.31216863739291234	0.17182447471029477	0.2812189526713743	0.1788515911048302	0.12366642460682777	0.1943467173964048	0.14916137542720076	0.30544210312988257	0.2952845587241486	0.16895778545372322
