	f26pp	w2pp	f2pp	S26Hp	w27pp	S3Hp	w3pp	S15Hp	f20ppA	S16H2	w25pp	F32H1	w31pp	f23ppB	f1pp	w14pp	f17ppB	f13pp	f14ppA	f6ppB	S13Hp	F23HpA	S9H1	w11pp	S23Hp	f11pp	F7H1	S2Hp	F3H1	w8pp	w9pp	f7pp	w19pp	w17pp	w28pp	w22pp	f16ppB	w16pp	f14ppB	f16ppA	w10pp	w20pp	w13pp	f6ppA	f22ppA	F14H1A	f19pp	f4pp	w26pp	f10pp	f30pp	w23pp	f12ppA	f12ppB	530451	w4pp	w1pp	f23ppA	f21pp	w15pp	w29pp	f32pp	S12Hp	w12pp	w18pp	f25pp	f24pp	f8pp	w24pp
S13Hp	1.0226717215856642	1.0095316701846095	0.9715952352722457	1.1401889143301822	1.084836365676481	1.011555973083848	0.9893682179657715	1.1490763490911973	0.9067694404859447	1.1118833009373132	1.04990208284692	1.1028354987322084	0.9429763813275802	1.0092588830552074	0.946721545839169	1.0010939202621036	0.9343128472165454	0.9205681282458997	0.9318179832152238	0.8847826376015177	0.0	1.0052139911332996	1.0381266937833133	0.8942150065719905	1.02460636155468	0.9496219081533719	1.0467770118089108	1.0798495299338557	1.1004067358851013	1.0410279296557583	0.9211434312331959	0.9227649531191398	0.9568847646229985	0.955105635128836	0.9547720313677212	0.9954028385135818	1.044628361668749	0.9577720384838679	1.0417122723400176	0.9805039382583228	0.9354425493093499	0.9317430967532797	1.0414483279540974	1.0107333865233183	1.0350235550597087	1.1294783324954871	1.0442514686245319	0.9891365506606408	0.9299519436533182	0.9349665443102383	0.9764838101073826	0.9557026048415915	1.0162911000003803	0.9132092401403243	1.1689759976966054	1.0154916406150098	0.9357948535388823	0.9985126623556486	1.0117926047620314	1.0785223362424545	0.9756388215249431	1.0061077443923816	1.0788870413529554	1.0113882763842108	0.9359675805170503	1.0081662225242274	0.9262255269076314	0.9557772774247405	0.9211655076042032
F23HpA	0.34278633071148035	0.3296462793104258	0.29170984439806175	0.46030352345599823	0.40495097480229714	0.3316705822096641	0.30948282709158753	0.46919095821701345	0.2268840496117607	0.4319979100631294	0.37001669197273623	0.4229501078580245	0.2630909904533963	0.3293734921810235	0.2668361549649851	0.3212085293879198	0.2544274563423615	0.24068273737171586	0.25193259234104	0.2048972467273338	1.0052139911332996	0.0	0.3582413029091295	0.21432961569780662	0.34472097068049623	0.26973651727918807	0.36689162093472694	0.39996413905967193	0.42052134501091737	0.36114253878157443	0.241258040359012	0.24287956224495594	0.27699937374881467	0.27522024425465214	0.27488664049353734	0.31551744763939804	0.3647429707945651	0.2778866476096841	0.36182688146583375	0.300618547384139	0.2555571584351661	0.25185770587909584	0.3615629370799136	0.3308479956491345	0.3551381641855249	0.44959294162130337	0.364366077750348	0.30925115978645695	0.25006655277913437	0.2550811534360545	0.29659841923319874	0.2758172139674077	0.33640570912619644	0.23332384926614055	0.4890906068224215	0.3356062497408259	0.25590946266469844	0.31862727148146486	0.3319072138878475	0.39863694536827066	0.2957534306507592	0.3262223535181979	0.3990016504787717	0.33150288551002705	0.25608218964286644	0.32828083165004346	0.2463401360334475	0.27589188655055663	0.24128011673001928
S9H1	0.3367922187688579	0.3236521673678033	0.28571573245543924	0.4543094115133758	0.39895686285967463	0.3256764702670416	0.303488715148965	0.46319684627439095	0.22088993766913823	0.4260037981205069	0.36402258003011373	0.416955995915402	0.25709687851077384	0.32337938023840107	0.2608420430223626	0.31521441744529727	0.24843334439973905	0.23468862542909338	0.2459384803984175	0.19890313478471133	1.0381266937833133	0.3582413029091295	0.0	0.1781403876147069	0.32514856832815076	0.2501641149268426	0.3473192185823814	0.3939700271170494	0.41452723306829486	0.355148426838952	0.23526392841638955	0.23688545030233346	0.2710052618061922	0.2692261323120297	0.2688925285509149	0.30952333569677554	0.35874885885194263	0.2718925356670617	0.3558327695232113	0.2946244354415165	0.2495630464925436	0.24586359393647333	0.3555688251372911	0.324853883706512	0.34914405224290246	0.44359882967868086	0.35837196580772557	0.30325704784383445	0.2440724408365119	0.24908704149343197	0.2906043072905763	0.26982310202478527	0.33041159718357394	0.22732973732351808	0.483096494879799	0.3296121377982035	0.249915350722076	0.3126331595388424	0.32591310194522505	0.39264283342564815	0.28975931870813676	0.3202282415755754	0.3930075385361492	0.3255087735674046	0.250088077700244	0.32228671970742095	0.24034602409082503	0.2698977746079342	0.2352860047873968
w11pp	0.19288053155753504	0.17974048015648042	0.1418040452441164	0.3103977243020529	0.2550451756483518	0.18176478305571875	0.15957702793764217	0.3192851590630681	0.07697825045781538	0.28209211090918407	0.22011089281879087	0.27304430870407914	0.11318519129945098	0.17946769302707818	0.11693035581103975	0.1713027302339744	0.10452165718841619	0.09077693821777051	0.10202679318709462	0.05499144757338845	0.8942150065719905	0.21432961569780662	0.1781403876147069	0.0	0.1812368811168279	0.10625242771551971	0.20340753137105855	0.25005833990572657	0.270615545856972	0.21123673962762907	0.09135224120506666	0.09297376309101059	0.12709357459486936	0.1253144451007068	0.12498084133959202	0.16561164848545268	0.21483717164061977	0.12798084845573882	0.21192108231188844	0.15071274823019368	0.10565135928122074	0.10195190672515048	0.21165713792596824	0.18094219649518914	0.2052323650315796	0.299687142467358	0.2144602785964027	0.15934536063251162	0.10016075362518903	0.10517535428210913	0.1466926200792534	0.12591141481346238	0.18649990997225108	0.0834180501121952	0.33918480766847614	0.1857004505868806	0.1060036635107531	0.1687214723275195	0.1820014147339022	0.2487311462143253	0.1458476314968139	0.17631655436425253	0.2490958513248263	0.18159708635608174	0.10617639048892112	0.1783750324960981	0.09643433687950216	0.1259860873966113	0.09137431757607396
S23Hp	0.32327188654022465	0.31013183513917003	0.272195400226806	0.44078907928474254	0.3854365306310414	0.31215613803840836	0.2899683829203318	0.4496765140457577	0.20736960544050498	0.4124834658918737	0.3505022478014805	0.40343566368676875	0.2435765462821406	0.3098590480097678	0.24732171079372936	0.301694085216664	0.2349130121711058	0.22116829320046014	0.23241814816978426	0.18538280255607809	1.02460636155468	0.34472097068049623	0.32514856832815076	0.1812368811168279	0.0	0.16481396713794497	0.3029214920607472	0.3804496948884162	0.4010069008396616	0.34162809461031873	0.2217435961877563	0.22336511807370021	0.257484929577559	0.25570580008339644	0.25537219632228164	0.2960030034681423	0.3452285266233094	0.2583722034384284	0.34231243729457805	0.28110410321288326	0.23604271426391035	0.2323432617078401	0.34204849290865785	0.3113335514778788	0.3356237200142692	0.4300784974500476	0.3448516335790923	0.2897367156152012	0.23055210860787864	0.23556670926479872	0.27708397506194304	0.256302769796152	0.3168912649549407	0.21380940509488483	0.46957616265116575	0.31609180556957023	0.23639501849344274	0.29911282731020916	0.3123927697165918	0.3791225011970149	0.2762389864795035	0.30670790934694214	0.379487206307516	0.31198844133877135	0.23656774547161075	0.3087663874787877	0.2268256918621918	0.25637744237930093	0.22176567255876356
f11pp	0.2482874331389165	0.23514738173786187	0.19721094682549786	0.3658046258834343	0.3104520772297332	0.2371716846371002	0.21498392951902362	0.3746920606444496	0.13238515203919682	0.33749901249056546	0.2755177944001723	0.32845121028546065	0.16859209288083243	0.23487459460845964	0.1723372573924212	0.22670963181535586	0.15992855876979764	0.14618383979915195	0.15743369476847607	0.1103983491547699	0.9496219081533719	0.26973651727918807	0.2501641149268426	0.10625242771551971	0.16481396713794497	0.0	0.22793703865943904	0.305465241487108	0.32602244743835346	0.2666436412090105	0.1467591427864481	0.14838066467239203	0.18250047617625081	0.18072134668208825	0.18038774292097348	0.22101855006683413	0.2702440732220012	0.18338775003712027	0.2673279838932699	0.20611964981157513	0.1610582608626022	0.15735880830653193	0.2670640395073497	0.2363490980765706	0.26063926661296105	0.35509404404873945	0.26986718017778416	0.21475226221389307	0.15556765520657048	0.16058225586349056	0.20209952166063486	0.18131831639484383	0.24190681155363253	0.13882495169357667	0.39459170924985765	0.24110735216826207	0.16141056509213458	0.22412837390890097	0.23740831631528364	0.30413804779570675	0.20125453307819535	0.23172345594563398	0.30450275290620776	0.2370039879374632	0.1615832920703026	0.23378193407747955	0.15184123846088363	0.18139298897799275	0.1467812191574554
F7H1	0.3454425367944553	0.3323024853934007	0.2943660504810367	0.46295972953897313	0.40760718088527204	0.334326788292639	0.31213903317456243	0.4718471642999884	0.22954025569473563	0.4346541161461043	0.37267289805571113	0.42560631394099946	0.26574719653637124	0.3320296982639984	0.26949236104796	0.32386473547089467	0.2570836624253365	0.2433389434546908	0.2545887984240149	0.20755345281030874	1.0467770118089108	0.36689162093472694	0.3473192185823814	0.20340753137105855	0.3029214920607472	0.22793703865943904	0.0	0.4026203451426469	0.4231775510938923	0.36379874486454933	0.24391424644198695	0.24553576832793086	0.2796555798317896	0.2778764503376271	0.2775428465765123	0.31817365372237294	0.36739917687754003	0.2805428536926591	0.3644830875488087	0.30327475346711397	0.25821336451814103	0.25451391196207074	0.3642191431628885	0.3335042017321094	0.35779437026849986	0.45224914770427826	0.36702228383332297	0.3119073658694319	0.2527227588621093	0.2577373595190294	0.29925462531617364	0.27847342005038267	0.33906191520917134	0.23598005534911548	0.49174681290539646	0.3382624558238009	0.2585656687476734	0.32128347756443976	0.33456341997082245	0.40129315145124556	0.29840963673373416	0.3288785596011728	0.4016578565617466	0.334159091593002	0.2587383957258414	0.33093703773301836	0.24899634211642244	0.2785480926335316	0.2439363228129942
S2Hp	0.32464964021468123	0.31150958881362667	0.27357315390126263	0.4421668329591991	0.386814284305498	0.313533891712865	0.2913461365947884	0.45105426772021434	0.2087473591149616	0.41386121956633026	0.3518800014759371	0.4048134173612254	0.2449542999565972	0.3112368016842244	0.24869946446818597	0.30307183889112066	0.2362907658455624	0.23673980478194645	0.24798965975127057	0.21510779713560388	1.0798495299338557	0.39996413905967193	0.3939700271170494	0.25005833990572657	0.3804496948884162	0.305465241487108	0.4026203451426469	0.0	0.32278232021045555	0.2634035139811126	0.1876074217293467	0.18922894361529063	0.25886268325201556	0.257083553757853	0.2567499499967382	0.29738075714259893	0.34660628029776597	0.259749957112885	0.34369019096903464	0.2824818568873399	0.23742046793836696	0.2337210153822967	0.3434262465831145	0.31271130515233536	0.3370014736887258	0.43145625112450425	0.3462293872535489	0.29111446928965784	0.23192986228233525	0.23694446293925536	0.2784617287363996	0.2576805234706086	0.3182690186293973	0.21518715876934144	0.4709539163256224	0.3174695592440268	0.23777277216789933	0.30049058098466574	0.3137705233910484	0.38050025487147154	0.2776167401539601	0.3080856630213988	0.38086495998197256	0.31336619501322793	0.23794549914606736	0.31014414115324435	0.2282034455366484	0.2577551960537575	0.22314342623322017
F3H1	0.3452068461659267	0.3320667947648721	0.29413035985250807	0.46272403891044456	0.40737149025674346	0.33409109766411044	0.31190334254603386	0.4716114736714598	0.22930456506620703	0.4344184255175757	0.37243720742718256	0.42537062331247083	0.2655115059078426	0.33179400763546985	0.2692566704194314	0.3236290448423661	0.25684797179680785	0.2572970107331919	0.268546865702516	0.23566500308684932	1.1004067358851013	0.42052134501091737	0.41452723306829486	0.270615545856972	0.4010069008396616	0.32602244743835346	0.4231775510938923	0.32278232021045555	0.0	0.21958558472322814	0.20816462768059213	0.20978614956653607	0.279419889203261	0.27764075970909846	0.27730715594798366	0.31793796309384437	0.3671634862490114	0.28030716306413045	0.3642473969202801	0.30303906283858534	0.2579776738896124	0.25427822133354216	0.36398345253435993	0.3332685111035808	0.35755867963997123	0.4520134570757497	0.36678659320479434	0.3116716752409033	0.2524870682335807	0.2575016688905008	0.29901893468764507	0.27823772942185404	0.33882622458064277	0.23574436472058688	0.49151112227686783	0.33802676519527225	0.25832997811914477	0.3210477869359112	0.3343277293422938	0.401057460822717	0.29817394610520553	0.3286428689726442	0.401422165933218	0.33392340096447337	0.25850270509731277	0.3307013471044898	0.24876065148789384	0.27831240200500296	0.2437006321844656
w8pp	0.2858280399365838	0.2726879885355291	0.23475155362316513	0.4033452326811016	0.34799268402740047	0.2747122914347675	0.2525245363166909	0.41223266744211684	0.1699257588368641	0.37503961928823276	0.31305840119783956	0.3659918170831279	0.2061326996784997	0.2724152014061269	0.20987786419008847	0.26425023861302316	0.1974691655674649	0.19791820450384895	0.20916805947317307	0.17628619685750638	1.0410279296557583	0.36114253878157443	0.355148426838952	0.21123673962762907	0.34162809461031873	0.2666436412090105	0.36379874486454933	0.2634035139811126	0.21958558472322814	0.0	0.1487858214512492	0.15040734333719313	0.22004108297391806	0.21826195347975552	0.21792834971864072	0.25855915686450137	0.3077846800196685	0.2209283568347875	0.3048685906909372	0.2436602566092424	0.19859886766026946	0.1948994151041992	0.30460464630501694	0.27388970487423786	0.29817987341062835	0.3926346508464067	0.30740778697545146	0.25229286901156034	0.19310826200423775	0.19812286266115786	0.23964012845830213	0.2188589231925111	0.2794474183512998	0.17636555849124394	0.4321323160475249	0.2786479589659293	0.19895117188980183	0.26166898070656824	0.27494892311295094	0.341678654593374	0.23879513987586262	0.2692640627433013	0.34204335970387506	0.2745445947351305	0.19912389886796986	0.27132254087514684	0.1893818452585509	0.21893359577566002	0.18432182595512267
w9pp	0.16594354151402135	0.15280349011296673	0.11486705520060271	0.2834607342585392	0.2281081856048381	0.15482779301220506	0.13264003789412848	0.2923481690195544	0.05004126041430169	0.2551551208656704	0.19317390277527718	0.24610731866056548	0.0862482012559373	0.1525307029835645	0.08999336576752606	0.14436574019046072	0.0775846671449025	0.07803370608128653	0.08928356105061064	0.05640169843494395	0.9211434312331959	0.241258040359012	0.23526392841638955	0.09135224120506666	0.2217435961877563	0.1467591427864481	0.24391424644198695	0.1876074217293467	0.20816462768059213	0.1487858214512492	0.0	0.026555989761945713	0.10015658455135565	0.09837745505719311	0.09804385129607832	0.138674658441939	0.1879001815971061	0.1010438584122251	0.18498409226837476	0.12377575818667999	0.07871436923770705	0.07501491668163679	0.18472014788245456	0.15400520645167545	0.1782953749880659	0.2727501524238443	0.18752328855288902	0.13240837058899793	0.07322376358167534	0.07823836423859543	0.11975563003573972	0.0989744247699487	0.1595629199287374	0.05648106006868151	0.31224781762496245	0.1587634605433669	0.07906667346723942	0.1417844822840058	0.15506442469038847	0.22179415617081158	0.11891064145330019	0.14937956432073884	0.22215886128131263	0.15466009631256802	0.07923940044540742	0.1514380424525844	0.06949734683598846	0.0990490973530976	0.06443732753256026
f7pp	0.16756506339996527	0.15442501199891065	0.11648857708654664	0.2850822561444831	0.229729707490782	0.156449314898149	0.13426155978007243	0.29396969090549835	0.05166278230024562	0.25677664275161427	0.19479542466122113	0.2477288405465094	0.08786972314188121	0.15415222486950841	0.09161488765346998	0.14598726207640467	0.07920618903084645	0.07965522796723046	0.09090508293655458	0.05802322032088788	0.9227649531191398	0.24287956224495594	0.23688545030233346	0.09297376309101059	0.22336511807370021	0.14838066467239203	0.24553576832793086	0.18922894361529063	0.20978614956653607	0.15040734333719313	0.026555989761945713	0.0	0.10177810643729959	0.09999897694313704	0.09966537318202226	0.1402961803278829	0.18952170348305	0.10266538029816905	0.18660561415431867	0.1253972800726239	0.08033589112365098	0.07663643856758072	0.18634166976839847	0.15562672833761937	0.17991689687400983	0.27437167430978826	0.18914481043883294	0.13402989247494185	0.07484528546761927	0.07985988612453937	0.12137715192168363	0.10059594665589262	0.16118444181468133	0.05810258195462544	0.3138693395109064	0.16038498242931082	0.08068819535318333	0.14340600416994975	0.15668594657633242	0.22341567805675552	0.12053216333924413	0.15100108620668276	0.22378038316725657	0.15628161819851197	0.08086092233135136	0.15305956433852833	0.07111886872193239	0.10067061923904153	0.06605884941850419
w19pp	0.17779923430978029	0.16465918290872567	0.12672274799636163	0.2953164270542981	0.23996387840059702	0.166683485807964	0.1444957306898874	0.30420386181531334	0.07753956795045035	0.282653428401819	0.22067221031142586	0.27360562619671414	0.11374650879208595	0.18002901051971315	0.11749167330367472	0.1718640477266094	0.10508297468105117	0.11377503947108922	0.12502489444041331	0.09214303182474663	0.9568847646229985	0.27699937374881467	0.2710052618061922	0.12709357459486936	0.257484929577559	0.18250047617625081	0.2796555798317896	0.25886268325201556	0.279419889203261	0.22004108297391806	0.10015658455135565	0.10177810643729959	0.0	0.06039328385292688	0.08412361577219407	0.12475442291805473	0.17397994607322184	0.08712362288834086	0.1710638567444905	0.10985552266279573	0.06479413371382281	0.06109468115775254	0.1707999123585703	0.1400849709277912	0.16437513946418167	0.25882991689996004	0.17360305302900478	0.11848813506511369	0.07639827473784744	0.08141287539476753	0.12293014119191181	0.10214893592612079	0.1627374310849095	0.06833675286444044	0.3241035104207214	0.1706191533391258	0.09092236626299834	0.15364017507976474	0.1669201174861474	0.2336498489665705	0.13076633424905912	0.16123525711649778	0.23401455407707156	0.16651578910832696	0.09109509324116635	0.16329373524834334	0.08135303963174739	0.11090479014885651	0.0762930203283192
w17pp	0.17602010481561775	0.16288005341456313	0.12494361850219911	0.2935372975601356	0.23818474890643448	0.16490435631380146	0.14271660119572488	0.3024247323211508	0.0757604384562878	0.28087429890765647	0.2188930808172633	0.2718264967025516	0.11196737929792341	0.17824988102555062	0.11571254380951218	0.17008491823244684	0.10330384518688862	0.11199590997692667	0.12324576494625078	0.09036390233058408	0.955105635128836	0.27522024425465214	0.2692261323120297	0.1253144451007068	0.25570580008339644	0.18072134668208825	0.2778764503376271	0.257083553757853	0.27764075970909846	0.21826195347975552	0.09837745505719311	0.09999897694313704	0.06039328385292688	0.0	0.08234448627803154	0.12297529342389218	0.1722008165790593	0.08534449339417832	0.16928472725032798	0.10807639316863318	0.06301500421966026	0.05931555166359	0.16902078286440778	0.13830584143362867	0.16259600997001913	0.2570507874057975	0.17182392353484224	0.11670900557095115	0.0746191452436849	0.079633745900605	0.12115101169774928	0.10036980643195825	0.16095830159074698	0.0665576233702779	0.32232438092655885	0.16884002384496327	0.0891432367688358	0.1518610455856022	0.16514098799198487	0.23187071947240798	0.12898720475489658	0.15945612762233524	0.23223542458290902	0.16473665961416442	0.08931596374700382	0.1615146057541808	0.07957391013758486	0.10912566065469398	0.07451389083415666
w28pp	0.17568650105450295	0.16254644965344833	0.12461001474108431	0.2932036937990208	0.2378511451453197	0.16457075255268666	0.14238299743461008	0.302091128560036	0.07542683469517301	0.2805406951465417	0.21855947705614853	0.2714928929414368	0.11163377553680862	0.17791627726443582	0.11537894004839738	0.16975131447133207	0.10297024142577384	0.11166230621581189	0.122912161185136	0.0900302985694693	0.9547720313677212	0.27488664049353734	0.2688925285509149	0.12498084133959202	0.25537219632228164	0.18038774292097348	0.2775428465765123	0.2567499499967382	0.27730715594798366	0.21792834971864072	0.09804385129607832	0.09966537318202226	0.08412361577219407	0.08234448627803154	0.0	0.08978820134874314	0.13901372450391028	0.052157401319029274	0.13609763517517892	0.07488930109348416	0.05883274093893806	0.05513328838286779	0.16483851958368556	0.13412357815290646	0.15841374668929692	0.2528685241250753	0.16764166025412003	0.11252674229022894	0.0742855414825701	0.0793001421394902	0.12081740793663448	0.10003620267084345	0.16062469782963218	0.0662240196091631	0.32199077716544405	0.16850642008384847	0.088809633007721	0.1515274418244874	0.16480738423087007	0.23153711571129318	0.12865360099378179	0.15912252386122044	0.23190182082179422	0.16440305585304962	0.08898235998588902	0.161181001993066	0.07924030637647006	0.10879205689357918	0.07418028707304186
w22pp	0.2163173082003636	0.20317725679930898	0.16524082188694497	0.33383450094488143	0.27848195229118033	0.2052015596985473	0.18301380458047073	0.3427219357058967	0.11605764184103368	0.3211715022924023	0.2591902842020092	0.3121237000872975	0.1522645826826693	0.2185470844102965	0.15600974719425803	0.21038212161719272	0.1436010485716345	0.15229311336167253	0.16354296833099666	0.13066110571532996	0.9954028385135818	0.31551744763939804	0.30952333569677554	0.16561164848545268	0.2960030034681423	0.22101855006683413	0.31817365372237294	0.29738075714259893	0.31793796309384437	0.25855915686450137	0.138674658441939	0.1402961803278829	0.12475442291805473	0.12297529342389218	0.08978820134874314	0.0	0.15514275060407845	0.06828642741919747	0.16442765895634537	0.10321932487465062	0.09946354808479872	0.09576409552872844	0.20546932672954624	0.17475438529876713	0.19904455383515757	0.29349933127093597	0.20827246739998068	0.1531575494360896	0.11491634862843078	0.11993094928535088	0.16144821508249516	0.14066700981670413	0.20125550497549283	0.10685482675502377	0.3626215843113047	0.20913722722970915	0.12944044015358167	0.19215824897034806	0.20543819137673075	0.27216792285715385	0.16928440813964246	0.1997533310070811	0.2725326279676549	0.2050338629989103	0.1296131671317497	0.20181180913892666	0.11987111352233072	0.14942286403943986	0.11481109421890252
f16ppB	0.2655428313555307	0.2524027799544761	0.21446634504211207	0.3830600241000486	0.32770747544634743	0.2544270828537144	0.23223932773563782	0.39194745886106375	0.16528316499620077	0.3703970254475695	0.3084158073571763	0.36134922324246455	0.2014901058378364	0.2677726075654636	0.20523527034942513	0.2596076447723598	0.1928265717268016	0.20151863651683963	0.21276849148616375	0.17988662887049706	1.044628361668749	0.3647429707945651	0.35874885885194263	0.21483717164061977	0.3452285266233094	0.2702440732220012	0.36739917687754003	0.34660628029776597	0.3671634862490114	0.3077846800196685	0.1879001815971061	0.18952170348305	0.17397994607322184	0.1722008165790593	0.13901372450391028	0.15514275060407845	0.0	0.08685832318588105	0.21365318211151252	0.15244484802981773	0.14868907123996583	0.14498961868389557	0.25469484988471336	0.22397990845393423	0.24827007699032472	0.3427248544261031	0.25749799055514777	0.2023830725912567	0.16414187178359788	0.16915647244051796	0.21067373823766225	0.18989253297187123	0.2504810281306599	0.15608034991019087	0.4118471074664718	0.25836275038487627	0.1786659633087488	0.24138377212551518	0.25466371453189784	0.32139344601232095	0.21850993129480956	0.2489788541622482	0.321758151122822	0.2542593861540774	0.1788386902869168	0.25103733229409375	0.16909663667749783	0.19864838719460695	0.1640366173740696
w16pp	0.17868650817064974	0.16554645676959512	0.12761002185723108	0.29620370091516757	0.24085115226146647	0.16757075966883345	0.14538300455075687	0.3050911356761828	0.0784268418113198	0.28354070226268846	0.22155948417229532	0.2744929000575836	0.1146337826529554	0.1809162843805826	0.11837894716454417	0.17275132158747886	0.10597024854192062	0.11466231333195867	0.12591216830128277	0.09303030568561609	0.9577720384838679	0.2778866476096841	0.2718925356670617	0.12798084845573882	0.2583722034384284	0.18338775003712027	0.2805428536926591	0.259749957112885	0.28030716306413045	0.2209283568347875	0.1010438584122251	0.10266538029816905	0.08712362288834086	0.08534449339417832	0.052157401319029274	0.06828642741919747	0.08685832318588105	0.0	0.1267968589266315	0.06558852484493674	0.061832748055084846	0.058133295499014574	0.16783852669983235	0.13712358526905324	0.1614137538054437	0.2558685312412221	0.17064166737026681	0.11552674940637572	0.07728554859871689	0.08230014925563699	0.12381741505278127	0.10303620978699024	0.16362470494577896	0.06922402672530989	0.32499078428159084	0.17150642719999526	0.09180964012386779	0.1545274489406342	0.16780739134701686	0.23453712282743996	0.13165360810992857	0.16212253097736723	0.234901827937941	0.1674030629691964	0.0919823671020358	0.1641810091092128	0.08224031349261685	0.11179206400972597	0.07718029418918865
f14ppB	0.26262674202679936	0.24948669062574474	0.21155025571338074	0.38014393477131725	0.3247913861176161	0.2515109935249831	0.2293232384069065	0.3890313695323324	0.16236707566746944	0.36748093611883814	0.30549971802844494	0.3584331339137332	0.19857401650910506	0.2648565182367323	0.2023191810206938	0.2566915554436285	0.18991048239807026	0.1986025471881083	0.20985240215743242	0.17697053954176573	1.0417122723400176	0.36182688146583375	0.3558327695232113	0.21192108231188844	0.34231243729457805	0.2673279838932699	0.3644830875488087	0.34369019096903464	0.3642473969202801	0.3048685906909372	0.18498409226837476	0.18660561415431867	0.1710638567444905	0.16928472725032798	0.13609763517517892	0.16442765895634537	0.21365318211151252	0.1267968589266315	0.0	0.1338816696929998	0.14577298191123447	0.1420735293551642	0.25177876055598203	0.2210638191252029	0.24535398766159333	0.33980876509737173	0.25458190122641644	0.19946698326252538	0.16122578245486655	0.16624038311178663	0.20775764890893092	0.1869764436431399	0.2475649388019286	0.15316426058145954	0.40893101813774047	0.25544666105614494	0.17574987398001746	0.23846768279678385	0.2517476252031665	0.3184773566835896	0.21559384196607823	0.24606276483351686	0.3188420617940907	0.25134329682534606	0.17592260095818546	0.24812124296536242	0.1661805473487665	0.19573229786587562	0.16112052804533827
f16ppA	0.2014184079451046	0.18827835654404998	0.15034192163168597	0.31893560068962246	0.26358305203592136	0.19030265944328834	0.16811490432521176	0.3278230354506377	0.10115874158577468	0.30627260203714335	0.24429138394675018	0.2972247998320385	0.13736568242741026	0.2036481841550375	0.14111084693899906	0.19548322136193372	0.1287021483163755	0.13739421310641353	0.14864406807573766	0.11576220546007096	0.9805039382583228	0.300618547384139	0.2946244354415165	0.15071274823019368	0.28110410321288326	0.20611964981157513	0.30327475346711397	0.2824818568873399	0.30303906283858534	0.2436602566092424	0.12377575818667999	0.1253972800726239	0.10985552266279573	0.10807639316863318	0.07488930109348416	0.10321932487465062	0.15244484802981773	0.06558852484493674	0.1338816696929998	0.0	0.08456464782953972	0.08086519527346944	0.19057042647428724	0.1598554850435081	0.1841456535798986	0.278600431015677	0.19337356714472168	0.13825864918083058	0.10001744837317178	0.10503204903009188	0.14654931482723615	0.12576810956144513	0.18635660472023385	0.09195592649976476	0.3477226840560457	0.19423832697445015	0.11454153989832266	0.17725934871508908	0.19053929112147172	0.2572690226018948	0.15438550788438343	0.1848544307518221	0.2576337277123959	0.19013496274365127	0.11471426687649068	0.18691290888366766	0.10497221326707172	0.13452396378418086	0.09991219396364352
w10pp	0.15635701899613166	0.14321696759507704	0.10528053268271303	0.2738742117406495	0.2185216630869484	0.1452412704943154	0.12305351537623882	0.28276164650166474	0.056097352636801746	0.2612112130881704	0.19922999499777724	0.25216341088306554	0.09230429347843735	0.15858679520606456	0.09604945799002612	0.15042183241296078	0.08364075936740256	0.09233282415744061	0.10358267912676472	0.07070081651109802	0.9354425493093499	0.2555571584351661	0.2495630464925436	0.10565135928122074	0.23604271426391035	0.1610582608626022	0.25821336451814103	0.23742046793836696	0.2579776738896124	0.19859886766026946	0.07871436923770705	0.08033589112365098	0.06479413371382281	0.06301500421966026	0.05883274093893806	0.09946354808479872	0.14868907123996583	0.061832748055084846	0.14577298191123447	0.08456464782953972	0.0	0.024521666266930094	0.13422689746774788	0.10351195603696878	0.12780212457335924	0.2222569020091376	0.13703003813818232	0.08191512017429126	0.054956059424198844	0.05997066008111894	0.10148792587826322	0.0807067206124722	0.14129521577126092	0.046894537550791836	0.3026612951070728	0.1491769380254772	0.06948015094934973	0.13219795976611615	0.1454779021724988	0.21220763365292192	0.10932411893541052	0.13979304180284916	0.21257233876342296	0.14507357379467836	0.06965287792751776	0.14185151993469472	0.059910824318098785	0.08946257483520792	0.054850805014670594
w20pp	0.1526575664400614	0.13951751503900678	0.10158108012664277	0.2701747591845792	0.21482221053087813	0.1415418179382451	0.11935406282016854	0.2790621939455945	0.052397900080731474	0.2575117605321002	0.19553054244170698	0.24846395832699528	0.08860484092236708	0.1548873426499943	0.09235000543395584	0.14672237985689052	0.0799413068113323	0.08863337160137034	0.09988322657069446	0.06700136395502776	0.9317430967532797	0.25185770587909584	0.24586359393647333	0.10195190672515048	0.2323432617078401	0.15735880830653193	0.25451391196207074	0.2337210153822967	0.25427822133354216	0.1948994151041992	0.07501491668163679	0.07663643856758072	0.06109468115775254	0.05931555166359	0.05513328838286779	0.09576409552872844	0.14498961868389557	0.058133295499014574	0.1420735293551642	0.08086519527346944	0.024521666266930094	0.0	0.10970723120181786	0.07899228977103874	0.1032824583074292	0.19773723574320756	0.12368210326962242	0.06856718530573135	0.05125660686812858	0.056271207525048675	0.09778847332219295	0.07700726805640193	0.13759576321519063	0.043195084994721564	0.2989618425510025	0.14547748546940695	0.06578069839327946	0.12849850721004585	0.14177844961642855	0.20850818109685165	0.10562466637934025	0.1360935892467789	0.20887288620735267	0.1413741212386081	0.06595342537144748	0.13815206737862445	0.05621137176202852	0.08576312227913765	0.05115135245860032
