	s31pp	w10pp	s10pp	S12Hp	530451	w16pp	s16pp	s29pp	S21H1	s9pp	w18pp	s21pp	530055	s12pp	s20pp	S13Hp	s13pp	F7H1	s24pp	S3Hp	S27H1	w11pp	s7pp	S9H1	s1pp	s11pp	s25pp	s19pp	S14Hp	s32pp	S8Hp	S26Hp	s26pp	s22pp	S22Hp	S18H1	S20H1	S11Hp	w15pp	w27pp	s27pp	w4pp	S16H2	s4pp	f16ppA	530331	f8pp	f18pp	F6H1	s3pp	f21pp	f30pp	f14ppB	s14pp	w14pp	f25pp	S19H1	f4pp	f6ppB	w6pp	S1Hp	F23HpA	S4Hp	s18pp	w13pp	s30pp	s17pp	s15pp	w30pp	s2pp	s28pp	S28Hp
w4pp	0.3618500334030075	0.3573470929617685	0.3573470929617685	0.3601189648862835	0.366687807686985	0.3814307289811845	0.3733505305053886	0.4489951572155947	0.4481695978019542	0.3973736648692532	0.32766908317675325	0.4029072511015187	0.45273427394386767	0.25423067220962386	0.3067914544429098	0.3584662387377894	0.34536965553163557	0.33867571825265796	0.3106753463727907	0.40415328520783445	0.33787977111657397	0.2415186980975479	0.3011141803567876	0.3570415455789574	0.3055673309922946	0.23987055079322234	0.1714013745592739	0.18095699947216673	0.29349164272565065	0.28448675280603486	0.3200185448802034	0.3125277769970817	0.3687658923260251	0.30834601578756204	0.3536363450192139	0.3081824469588248	0.2963284163709851	0.2787124766486403	0.22304856364172343	0.25642645885110527	0.2536953254508909	0.0	0.2870862518543896	0.12516875001906433	0.1972116152980965	0.5862902633237601	0.13181572207594563	0.20747509767951017	0.2777479685642774	0.1644233862636364	0.2551962163176368	0.30617843029314784	0.26260903319183415	0.28650628876573914	0.3098751941331356	0.266277697489813	0.28796031504208747	0.28025911731260655	0.3457930844171308	0.33068290503375253	0.37910195774254096	0.26648719284721156	0.28622593964602794	0.24089352253681423	0.21224251306542413	0.28341278607164744	0.3427107991062391	0.3690521791372302	0.3041837075876202	0.2216124457121694	0.2775342393329628	0.29606817270920543
S16H2	0.5524644916485155	0.5479615512072764	0.5479615512072764	0.5507334231317914	0.557302265932493	0.5720451872266925	0.5639649887508965	0.6396096154611026	0.6387840560474622	0.5879881231147611	0.5182835414222613	0.5935217093470266	0.6433487321893756	0.44484513045513185	0.4974059126884177	0.5490806969832973	0.5359841137771435	0.5292901764981659	0.5012898046182986	0.5947677434533425	0.5284942293620819	0.4321331563430558	0.49172863860229554	0.5476560038244653	0.4961817892378026	0.4304850090387303	0.3620158328047819	0.3715714577176747	0.48410610097115864	0.4751012110515428	0.5106330031257114	0.5031422352425896	0.559380350571533	0.49896047403307	0.5442508032647219	0.49879690520433273	0.4869428746164931	0.46932693489414823	0.41366302188723136	0.4470409170966132	0.4443097836963989	0.2870862518543896	0.0	0.24512909289618734	0.38782607354360443	0.776904721569268	0.3224301803214536	0.39808955592501816	0.4683624268097854	0.35503784450914433	0.4458106745631447	0.49679288853865583	0.45322349143734214	0.47712074701124707	0.5004896523786435	0.45689215573532094	0.47857477328759546	0.47087357555811454	0.5364075426626388	0.5212973632792606	0.569716415988049	0.4571016510927195	0.4768403978915359	0.4315079807823222	0.4028569713109321	0.4740272443171554	0.5333252573517471	0.5596666373827381	0.4947981658331282	0.41222690395767736	0.4681486975784708	0.4866826309547134
s4pp	0.3905469898131902	0.38604404937195114	0.38604404937195114	0.38881592129646614	0.3953847640971677	0.41012768539136724	0.40204748691557124	0.47769211362577735	0.4768665542121369	0.42607062127943585	0.35636603958693597	0.4316042075117014	0.4814312303540504	0.2829276286198066	0.33548841085309244	0.3871631951479721	0.3740666119418183	0.3673726746628406	0.33937230278297337	0.43285024161801716	0.36657672752675663	0.27021565450773055	0.32981113676697027	0.38573850198914006	0.3342642874024773	0.26856750720340505	0.2000983309694566	0.20965395588234942	0.32218859913583336	0.3131837092162175	0.34871550129038614	0.3412247334072644	0.39746284873620774	0.3370429721977447	0.3823333014293966	0.33687940336900746	0.32502537278116783	0.30740943305882296	0.2517455200519061	0.2851234152612879	0.2823922818610736	0.12516875001906433	0.24512909289618734	0.0	0.2259085717082792	0.6149872197339428	0.16051267848612835	0.23617205408969288	0.30644492497446013	0.19312034267381908	0.28389317272781944	0.33487538670333056	0.29130598960201687	0.3152032451759218	0.3385721505433183	0.29497465389999566	0.3166572714522702	0.30895607372278927	0.3744900408273135	0.35937986144393524	0.4077989141527237	0.2951841492573942	0.31492289605621065	0.26959047894699695	0.24093946947560682	0.31210974248183015	0.3714077555164218	0.39774913554741287	0.3328806639978029	0.2503094021223521	0.3062311957431455	0.32476512911938815
f16ppA	0.4131519717884947	0.4086490313472556	0.4086490313472556	0.4114209032717706	0.4179897460724722	0.4327326673666717	0.42465246889087577	0.5002970956010818	0.49947153618744144	0.4486756032547404	0.3789710215622405	0.45420918948700595	0.5040362123293549	0.30553261059511105	0.3580933928283969	0.4097681771232766	0.3966715939171228	0.3899776566381451	0.36197728475827784	0.4554552235933217	0.3891817095020611	0.2928206364830351	0.3524161187422748	0.40834348396444453	0.35686926937778185	0.2911724891787095	0.2227033129447611	0.23225893785765392	0.3447935811111379	0.33578869119152205	0.37132048326569067	0.3638297153825689	0.4200678307115122	0.35964795417304923	0.40493828340470106	0.359484385344312	0.3476303547564723	0.3300144150341275	0.2743505020272106	0.3077283972365924	0.30499726383637815	0.1972116152980965	0.38782607354360443	0.2259085717082792	0.0	0.58393805738775	0.12946351613993562	0.23339473224872162	0.30366760313348884	0.19034302083284782	0.2811158508868482	0.33209806486235927	0.2885286677610456	0.31242592333495056	0.335794828702347	0.29219733205902443	0.31387994961129895	0.306178751881818	0.3717127189863423	0.35660253960296395	0.40502159231175244	0.292406827416423	0.31214557421523936	0.2668131571060257	0.23816214763463556	0.3347147244571346	0.3940127374917263	0.42035411752271734	0.3554856459731074	0.27291438409765656	0.32883617771845	0.3473701110946926
530331	0.8022306198141583	0.7977276793729193	0.7977276793729193	0.8004995512974342	0.8070683940981358	0.8218113153923353	0.8137311169165394	0.8893757436267455	0.888550184213105	0.837754251280404	0.7680496695879041	0.8432878375126696	0.8931148603550185	0.6946112586207747	0.7471720408540605	0.7988468251489402	0.7857502419427864	0.7790563046638088	0.7510559327839414	0.8445338716189853	0.7782603575277247	0.6818992845086987	0.7414947667679385	0.7974221319901083	0.7459479174034455	0.6802511372043731	0.6117819609704247	0.6213375858833176	0.7338722291368015	0.7248673392171857	0.7603991312913543	0.7529083634082325	0.8091464787371758	0.7487266021987129	0.7940169314303647	0.7485630333699755	0.7367090027821359	0.719093063059791	0.6634291500528743	0.6968070452622561	0.6940759118620418	0.5862902633237601	0.776904721569268	0.6149872197339428	0.58393805738775	0.0	0.5064233507482871	0.6224733802743853	0.6927462511591524	0.5794216688585114	0.6701944989125118	0.7211767128880229	0.6776073157867092	0.7015045713606142	0.7248734767280106	0.681275980084688	0.7029585976369626	0.6952573999074816	0.7607913670120059	0.7456811876286276	0.794100240337416	0.6814854754420866	0.701224222240903	0.6558918051316893	0.6272407956602992	0.7237933724827983	0.78309138551739	0.8094327655483811	0.7445642939987711	0.6619930321233203	0.7179148257441136	0.7364487591203562
f8pp	0.34775607856634383	0.34325313812510483	0.34325313812510483	0.34602501004961983	0.35259385285032135	0.3673367741445209	0.35925657566872493	0.43490120237893104	0.43407564296529055	0.38327971003258954	0.3135751283400896	0.38881329626485506	0.438640319107204	0.24013671737296022	0.29269749960624614	0.34437228390112573	0.3312757006949719	0.3245817634159943	0.29658139153612706	0.3900593303711708	0.3237858162799103	0.22742474326088424	0.28702022552012396	0.34294759074229375	0.29147337615563096	0.2257765959565587	0.15730741972261025	0.16686304463550308	0.279397687888987	0.2703927979693712	0.3059245900435398	0.298433822160418	0.35467193748936143	0.2942520609508984	0.3395423901825503	0.29408849212216115	0.28223446153432147	0.26461852181197665	0.20895460880505978	0.2423325040144416	0.2396013706142273	0.13181572207594563	0.3224301803214536	0.16051267848612835	0.12946351613993562	0.5064233507482871	0.0	0.16799883902657078	0.23827170991133803	0.12494712761069698	0.21571995766469737	0.2667021716402085	0.22313277453889477	0.24703003011279973	0.2703989354801962	0.2268014388368736	0.24848405638914808	0.24078285865966717	0.30631682576419145	0.29120664638081317	0.3396256990896016	0.22701093419427215	0.24674968099308855	0.20141726388387485	0.17276625441248472	0.2693188312349838	0.32861684426957544	0.35495822430056656	0.29008975275095655	0.20751849087550575	0.26344028449629914	0.2819742178725418
f18pp	0.4234154541699084	0.41891251372866933	0.41891251372866933	0.42168438565318433	0.4282532284538859	0.44299614974808543	0.43491595127228944	0.5105605779824955	0.5097350185688552	0.45893908563615404	0.38923450394365416	0.4644726718684196	0.5142996947107685	0.3157960929765248	0.36835687520981064	0.4200316595046903	0.4069350762985365	0.4002411390195588	0.37224076713969156	0.46571870597473536	0.3994451918834748	0.30308411886444875	0.36267960112368847	0.41860696634585826	0.3671327517591955	0.30143597156012325	0.23296679532617479	0.24252242023906762	0.35505706349255156	0.3460521735729357	0.38158396564710434	0.3740931977639826	0.43033131309292594	0.3699114365544629	0.4152017657861148	0.36974786772572565	0.35789383713788603	0.34027789741554115	0.2846139844086243	0.3179918796180061	0.3152607462177918	0.20747509767951017	0.39808955592501816	0.23617205408969288	0.23339473224872162	0.6224733802743853	0.16799883902657078	0.0	0.23713211922508515	0.1238075369244441	0.2145803669784445	0.2655625809539556	0.22199318385264188	0.24589043942654684	0.2692593447939433	0.2256618481506207	0.2473444657028952	0.2396432679734143	0.30517723507793854	0.29006705569456026	0.3384861084033487	0.22587134350801927	0.27035273518404707	0.22502031807483336	0.1963693086034432	0.34497820683854835	0.40427621987314	0.43061759990413107	0.3657491283545211	0.2831778664790703	0.3390996600998637	0.35763359347610635
F6H1	0.49368832505467564	0.4891853846134366	0.4891853846134366	0.4919572565379516	0.4985260993386531	0.5132690206328526	0.5051888221570567	0.5808334488672628	0.5800078894536224	0.5292119565209213	0.4595073748284214	0.5347455427531869	0.5845725655955358	0.38606896386129197	0.4386297460945779	0.49030453038945754	0.4772079471833037	0.47051400990432607	0.4425136380244588	0.5359915768595026	0.4697180627682421	0.37335698974921605	0.43295247200845577	0.4888798372306255	0.43740562264396277	0.37170884244489044	0.303239666210942	0.31279529112383486	0.4253299343773188	0.416325044457703	0.4518568365318716	0.44436606864874983	0.5006041839776931	0.4401843074392302	0.48547463667088203	0.44002073861049296	0.4281667080226533	0.41055076830030846	0.3548868552933916	0.38826475050277337	0.38553361710255907	0.2777479685642774	0.4683624268097854	0.30644492497446013	0.30366760313348884	0.6927462511591524	0.23827170991133803	0.23713211922508515	0.0	0.14199083638126211	0.26391241181162345	0.3148946257871345	0.2713252286858208	0.29522248425972575	0.31859138962712225	0.2749938929837996	0.29667651053607413	0.2889753128065932	0.35450927991111747	0.3393991005277392	0.38781815323652763	0.2752033883411982	0.3406256060688143	0.2952931889596006	0.26664217948821045	0.4152510777233156	0.47454909075790724	0.5008904707888984	0.43602199923928836	0.35345073736383753	0.40937253098463094	0.4279064643608736
s3pp	0.3803637427540346	0.3758608023127955	0.3758608023127955	0.3786326742373105	0.3852015170380121	0.3999444383322116	0.39186423985641566	0.4675088665666217	0.46668330715298134	0.41588737422028027	0.3461827925277804	0.42142096045254585	0.4712479832948948	0.27274438156065095	0.3253051637939368	0.3769799480888165	0.3638833648826627	0.357189427603685	0.32918905572381774	0.4226669945588616	0.356393480467601	0.260032407448575	0.3196278897078147	0.37555525492998443	0.32408104034332175	0.2583842601442494	0.18991508391030099	0.19947070882319382	0.3120053520766778	0.30300046215706194	0.33853225423123057	0.3310414863481088	0.3872796016770521	0.32685972513858913	0.37215005437024096	0.3266961563098519	0.3148421257220122	0.2972261859996674	0.24156227299275052	0.27494016820213235	0.27220903480191805	0.1644233862636364	0.35503784450914433	0.19312034267381908	0.19034302083284782	0.5794216688585114	0.12494712761069698	0.1238075369244441	0.14199083638126211	0.0	0.15058782951098237	0.20157004348649346	0.15800064638517977	0.18189790195908473	0.2052668073264812	0.1616693106831586	0.1833519282354331	0.17565073050595217	0.24118469761047642	0.22607451822709815	0.27449357093588655	0.16187880604055715	0.22730102376817327	0.18196860665895956	0.15331759718756943	0.3019264954226745	0.36122450845726617	0.38756588848825724	0.3226974169386473	0.24012615506319648	0.29604794868398987	0.3145818820602325
f21pp	0.471136572808035	0.46663363236679595	0.46663363236679595	0.46940550429131095	0.4759743470920125	0.490717268386212	0.4826370699104161	0.5582816966206221	0.5574561372069817	0.5066602042742807	0.4369556225817808	0.5121937905065462	0.5620208133488952	0.36351721161465134	0.41607799384793726	0.4677527781428169	0.4546561949366631	0.44796225765768544	0.4199618857778182	0.513439824612862	0.44716631052160144	0.3508052375025754	0.41040071976181514	0.46632808498398487	0.41485387039732213	0.3491570901982498	0.28068791396430137	0.29024353887719423	0.4027781821306782	0.39377329221106233	0.42930508428523095	0.4218143164021092	0.4780524317310525	0.4176325551925895	0.46292288442424134	0.41746898636385227	0.4056149557760126	0.38799901605366777	0.3323351030467509	0.3657129982561327	0.36298186485591843	0.2551962163176368	0.4458106745631447	0.28389317272781944	0.2811158508868482	0.6701944989125118	0.21571995766469737	0.2145803669784445	0.26391241181162345	0.15058782951098237	0.0	0.2082148147906439	0.1646454176893302	0.18854267326323515	0.21191157863063165	0.16831408198730902	0.23185357783266847	0.22415238010318755	0.2896863472077118	0.27457616782433353	0.32299522053312196	0.21038045563779253	0.3180738538221737	0.2727414367129599	0.24409042724156982	0.39269932547667497	0.4519973385112666	0.47833871854225773	0.4134702469926477	0.3308989851171969	0.3868207787379903	0.40535471211423296
f30pp	0.5221187867835461	0.5176158463423071	0.5176158463423071	0.520387718266822	0.5269565610675235	0.541699482361723	0.5336192838859272	0.6092639105961333	0.6084383511824928	0.5576424182497918	0.48793783655729184	0.5631760044820573	0.6130030273244063	0.4144994255901624	0.4670602078234483	0.518734992118328	0.5056384089121742	0.4989444716331965	0.47094409975332924	0.564422038588373	0.4981485244971125	0.4017874514780865	0.4613829337373262	0.517310298959496	0.4658360843728332	0.40013930417376087	0.33167012793981243	0.3412257528527053	0.45376039610618923	0.44475550618657345	0.480287298260742	0.47279653037762026	0.5290346457065636	0.46861476916810063	0.5139050983997524	0.4684512003393634	0.4565971697515237	0.4389812300291789	0.383317317022262	0.4166952122316438	0.4139640788314295	0.30617843029314784	0.49679288853865583	0.33487538670333056	0.33209806486235927	0.7211767128880229	0.2667021716402085	0.2655625809539556	0.3148946257871345	0.20157004348649346	0.2082148147906439	0.0	0.1639366336572889	0.20966643526479162	0.23303534063218811	0.21191515505921651	0.2828357918081795	0.2751345940786986	0.34066856118322286	0.3255583817998446	0.373977434508633	0.26136266961330357	0.36905606779768474	0.32372365068847103	0.2950726412170809	0.443681539452186	0.5029795524867777	0.5293209325177688	0.4644524609681588	0.38188119909270796	0.43780299271350137	0.456336926089744
f14ppB	0.4785493896822324	0.4740464492409933	0.4740464492409933	0.4768183211655083	0.48338716396620984	0.49813008526040936	0.4900498867846135	0.5656945134948195	0.5648689540811791	0.5140730211484781	0.44436843945597815	0.5196066073807436	0.5694336302230926	0.3709300284888487	0.4234908107221346	0.4751655950170143	0.46206901181086046	0.4553750745318828	0.42737470265201555	0.5208526414870593	0.4545791273957988	0.3582180543767728	0.4178135366360125	0.47374090185818224	0.4222666872715195	0.3565699070724472	0.28810073083849874	0.2976563557513916	0.41019099900487554	0.40118610908525976	0.4367179011594283	0.42922713327630657	0.4854652486052499	0.42504537206678694	0.47033570129843877	0.4248818032380497	0.41302777265021	0.3954118329278652	0.3397479199209483	0.3731258151303301	0.3703946817301158	0.26260903319183415	0.45322349143734214	0.29130598960201687	0.2885286677610456	0.6776073157867092	0.22313277453889477	0.22199318385264188	0.2713252286858208	0.15800064638517977	0.1646454176893302	0.1639366336572889	0.0	0.16609703816347793	0.18946594353087443	0.1683457579579028	0.23926639470686584	0.23156519697738492	0.2970991640819092	0.2819889846985309	0.33040803740731933	0.2177932725119899	0.32548667069637105	0.28015425358715734	0.2515032441157672	0.40011214235087234	0.459410155385464	0.4857515354164551	0.4208830638668451	0.33831180199139427	0.3942335956121877	0.41276752898843033
s14pp	0.5024466452561374	0.49794370481489825	0.49794370481489825	0.5007155767394132	0.5072844195401148	0.5220273408343143	0.5139471423585183	0.5895917690687245	0.5887662096550841	0.537970276722383	0.4682656950298831	0.5435038629546485	0.5933308857969974	0.3948272840627537	0.44738806629603955	0.4990628505909192	0.4859662673847654	0.47927233010578774	0.4512719582259205	0.5447498970609643	0.47847638296970374	0.38211530995067766	0.4417107922099174	0.49763815743208717	0.44616394284542443	0.38046716264635216	0.3119979864124037	0.32155361132529653	0.4340882545787805	0.42508336465916463	0.46061515673333325	0.4531243888502115	0.5093625041791549	0.4489426276406918	0.4942329568723437	0.44877905881195457	0.43692502822411494	0.41930908850177007	0.36364517549485326	0.39702307070423504	0.3942919373040208	0.28650628876573914	0.47712074701124707	0.3152032451759218	0.31242592333495056	0.7015045713606142	0.24703003011279973	0.24589043942654684	0.29522248425972575	0.18189790195908473	0.18854267326323515	0.20966643526479162	0.16609703816347793	0.0	0.03617279003637592	0.19224301353180778	0.2631636502807708	0.25546245255128985	0.32099641965581416	0.3058862402724358	0.35430529298122426	0.24169052808589486	0.34938392627027604	0.30405150916106227	0.2754004996896722	0.42400939792477726	0.4833074109593689	0.50964879099036	0.44478031944075	0.3622090575652992	0.4181308511860926	0.43666478456233526
w14pp	0.5258155506235338	0.5213126101822947	0.5213126101822947	0.5240844821068098	0.5306533249075113	0.5453962462017108	0.5373160477259149	0.6129606744361209	0.6121351150224805	0.5613391820897795	0.4916346003972796	0.566872768322045	0.616699791164394	0.41819618943015013	0.47075697166343605	0.5224317559583157	0.5093351727521619	0.5026412354731842	0.474640863593317	0.5681188024283608	0.5018452883371003	0.4054842153180742	0.46507969757731393	0.5210070627994836	0.46953284821282093	0.4038360680137486	0.33536689177980017	0.344922516692693	0.45745715994617697	0.4484522700265612	0.48398406210072975	0.476493294217608	0.5327314095465514	0.47231153300808837	0.5176018622397403	0.4721479641793511	0.46029393359151144	0.4426779938691666	0.38701408086224975	0.42039197607163153	0.41766084267141723	0.3098751941331356	0.5004896523786435	0.3385721505433183	0.335794828702347	0.7248734767280106	0.2703989354801962	0.2692593447939433	0.31859138962712225	0.2052668073264812	0.21191157863063165	0.23303534063218811	0.18946594353087443	0.03617279003637592	0.0	0.21561191889920425	0.28653255564816726	0.27883135791868635	0.3443653250232106	0.3292551456398323	0.37767419834862076	0.2650594334532913	0.3727528316376725	0.32742041452845877	0.2987694050570686	0.44737830329217376	0.5066763163267654	0.5330176963577565	0.4681492248081465	0.3855779629326957	0.4414997565534891	0.46003368992973176
f25pp	0.4822180539802112	0.47771511353897217	0.47771511353897217	0.48048698546348717	0.4870558282641887	0.5017987495583882	0.4937185510825923	0.5693631777927983	0.568537618379158	0.5177416854464569	0.448037103753957	0.5232752716787225	0.5731022945210714	0.37459869278682756	0.4271594750201135	0.4788342593149931	0.4657376761088393	0.45904373882986166	0.4310433669499944	0.5245213057850382	0.45824779169377766	0.36188671867475164	0.42148220093399136	0.4774095661561611	0.42593535156949835	0.36023857137042603	0.2917693951364776	0.30132502004937045	0.4138596633028544	0.4048547733832386	0.4403865654574072	0.4328957975742854	0.4891339129032288	0.4287140363647658	0.4740043655964176	0.4285504675360285	0.4166964369481888	0.399080497225844	0.3434165842189271	0.3767944794283089	0.37406334602809466	0.266277697489813	0.45689215573532094	0.29497465389999566	0.29219733205902443	0.681275980084688	0.2268014388368736	0.2256618481506207	0.2749938929837996	0.1616693106831586	0.16831408198730902	0.21191515505921651	0.1683457579579028	0.19224301353180778	0.21561191889920425	0.0	0.24293505900484466	0.23523386127536375	0.300767828379888	0.2856576489965097	0.33407670170529813	0.22146193680996873	0.3291553349943499	0.28382291788513614	0.25517190841374604	0.4037808066488512	0.46307881968344283	0.48942019971443396	0.42455172816482395	0.3419804662893731	0.39790225991016653	0.4164361932864092
S19H1	0.5039006715324856	0.49939773109124663	0.49939773109124663	0.5021696030157616	0.5087384458164632	0.5234813671106627	0.5154011686348667	0.5910457953450728	0.5902202359314324	0.5394243029987313	0.46971972130623146	0.544957889230997	0.5947849120733459	0.3962813103391021	0.44884209257238794	0.5005168768672676	0.4874202936611138	0.4807263563821361	0.45272598450226886	0.5462039233373126	0.4799304092460521	0.38356933622702605	0.44316481848626577	0.49909218370843556	0.4476179691217728	0.38192118892270055	0.3134520126887521	0.3230076376016449	0.43554228085512886	0.426537390935513	0.46206918300968164	0.4545784151265599	0.5108165304555032	0.4503966539170402	0.4956869831486921	0.45023308508830295	0.4383790545004633	0.42076311477811845	0.3650992017712016	0.3984770969805834	0.3957459635803691	0.28796031504208747	0.47857477328759546	0.3166572714522702	0.31387994961129895	0.7029585976369626	0.24848405638914808	0.2473444657028952	0.29667651053607413	0.1833519282354331	0.23185357783266847	0.2828357918081795	0.23926639470686584	0.2631636502807708	0.28653255564816726	0.24293505900484466	0.0	0.16030702381711343	0.2805526889032207	0.26544250951984244	0.3138615622286309	0.20124679733330145	0.35083795254662437	0.30550553543741066	0.2768545259660205	0.42546342420112565	0.4847614372357173	0.5111028172667084	0.4462343457170984	0.3636630838416476	0.419584877462441	0.43811881083868365
f4pp	0.4961994738030048	0.4916965333617657	0.4916965333617657	0.4944684052862807	0.5010372480869822	0.5157801693811818	0.5076999709053859	0.583344597615592	0.5825190382019515	0.5317231052692505	0.46201852357675055	0.537256691501516	0.587083714343865	0.3885801126096211	0.441140894842907	0.4928156791377867	0.47971909593163287	0.4730251586526552	0.44502478677278795	0.5385027256078317	0.4722292115165712	0.3758681384975452	0.4354636207567849	0.49139098597895464	0.4399167713922919	0.3742199911932196	0.30575081495927114	0.315306439872164	0.42784108312564795	0.41883619320603216	0.4543679852802007	0.446877217397079	0.5031153327260223	0.44269545618755934	0.48798578541921117	0.4425318873588221	0.4306778567709824	0.4130619170486376	0.35739800404172073	0.3907758992511025	0.3880447658508882	0.28025911731260655	0.47087357555811454	0.30895607372278927	0.306178751881818	0.6952573999074816	0.24078285865966717	0.2396432679734143	0.2889753128065932	0.17565073050595217	0.22415238010318755	0.2751345940786986	0.23156519697738492	0.25546245255128985	0.27883135791868635	0.23523386127536375	0.16030702381711343	0.0	0.2728514911737398	0.2577413117903615	0.30616036449914996	0.19354559960382053	0.34313675481714345	0.29780433770792974	0.2691533282365396	0.41776222647164474	0.4770602395062364	0.5034016195372275	0.4385331479876175	0.35596188611216667	0.4118836797329601	0.43041761310920273
f6ppB	0.561733440907529	0.55723050046629	0.55723050046629	0.560002372390805	0.5665712151915065	0.5813141364857061	0.5732339380099101	0.6488785647201162	0.6480530053064757	0.5972570723737747	0.5275524906812747	0.6027906586060403	0.6526176814483893	0.4541140797141454	0.5066748619474313	0.558349646242311	0.5452530630361572	0.5385591257571795	0.5105587538773122	0.6040366927123559	0.5377631786210955	0.4414021056020694	0.5009975878613091	0.5569249530834789	0.5054507384968161	0.4397539582977439	0.37128478206379545	0.38084040697668825	0.4933750502301722	0.48437016031055635	0.519901952384725	0.5124111845016033	0.5686492998305466	0.5082294232920835	0.5535197525237354	0.5080658544633463	0.49621182387550666	0.4785958841531618	0.4229319711462449	0.45630986635562676	0.45357873295541246	0.3457930844171308	0.5364075426626388	0.3744900408273135	0.3717127189863423	0.7607913670120059	0.30631682576419145	0.30517723507793854	0.35450927991111747	0.24118469761047642	0.2896863472077118	0.34066856118322286	0.2970991640819092	0.32099641965581416	0.3443653250232106	0.300767828379888	0.2805526889032207	0.2728514911737398	0.0	0.14139569191865586	0.28586534957669574	0.2062092455943038	0.4086707219216677	0.363338304812454	0.33468729534106384	0.483296193576169	0.5425942066107606	0.5689355866417517	0.5040671150921417	0.4214958532166909	0.47741764683748433	0.495951580213727
w6pp	0.5466232615241507	0.5421203210829117	0.5421203210829117	0.5448921930074266	0.5514610358081282	0.5662039571023277	0.5581237586265319	0.633768385336738	0.6329428259230975	0.5821468929903965	0.5124423112978965	0.587680479222662	0.637507502065011	0.4390039003307671	0.491564682564053	0.5432394668589327	0.5301428836527788	0.5234489463738012	0.4954485744939339	0.5889265133289777	0.5226529992377171	0.42629192621869116	0.4858874084779309	0.5418147737001007	0.4903405591134379	0.42464377891436556	0.3561746026804171	0.36573022759331	0.4782648708467939	0.46925998092717813	0.5047917730013467	0.49730100511822495	0.5535391204471682	0.4931192439087053	0.5384095731403571	0.49295567507996807	0.4811016444921284	0.46348570476978357	0.4078217917628667	0.4411996869722485	0.4384685535720342	0.33068290503375253	0.5212973632792606	0.35937986144393524	0.35660253960296395	0.7456811876286276	0.29120664638081317	0.29006705569456026	0.3393991005277392	0.22607451822709815	0.27457616782433353	0.3255583817998446	0.2819889846985309	0.3058862402724358	0.3292551456398323	0.2856576489965097	0.26544250951984244	0.2577413117903615	0.14139569191865586	0.0	0.27075517019331746	0.19109906621092554	0.3935605425382894	0.3482281254290757	0.31957711595768556	0.4681860141927907	0.5274840272273824	0.5538254072583735	0.4889569357087635	0.40638567383331264	0.46230746745410606	0.4808414008303487
S1Hp	0.5950423142329392	0.5905393737917002	0.5905393737917002	0.5933112457162151	0.5998800885169167	0.6146230098111162	0.6065428113353203	0.6821874380455264	0.6813618786318859	0.6305659456991849	0.560861364006685	0.6360995319314504	0.6859265547737994	0.4874229530395555	0.5399837352728414	0.5916585195677211	0.5785619363615673	0.5718679990825897	0.5438676272027223	0.6373455660377662	0.5710720519465056	0.4747109789274796	0.5343064611867193	0.5902338264088891	0.5387596118222263	0.473062831623154	0.40459365538920555	0.4141492803020984	0.5266839235555824	0.5176790336359666	0.5532108257101351	0.5457200578270134	0.6019581731559567	0.5415382966174938	0.5868286258491455	0.5413747277887565	0.5295206972009168	0.511904757478572	0.45624084447165514	0.4896187396810369	0.4868876062808226	0.37910195774254096	0.569716415988049	0.4077989141527237	0.40502159231175244	0.794100240337416	0.3396256990896016	0.3384861084033487	0.38781815323652763	0.27449357093588655	0.32299522053312196	0.373977434508633	0.33040803740731933	0.35430529298122426	0.37767419834862076	0.33407670170529813	0.3138615622286309	0.30616036449914996	0.28586534957669574	0.27075517019331746	0.0	0.23951811891971397	0.44197959524707786	0.39664717813786415	0.367996168666474	0.5166050669015791	0.5759030799361708	0.6022444599671619	0.537375988417552	0.4548047265421011	0.5107265201628944	0.5292604535391371
F23HpA	0.4824275493376098	0.47792460889637073	0.47792460889637073	0.48069648082088573	0.48726532362158725	0.5020082449157868	0.4939280464399909	0.5695726731501969	0.5687471137365565	0.5179511808038555	0.44824659911135556	0.523484767036121	0.57331178987847	0.3748081881442261	0.42736897037751204	0.4790437546723917	0.4659471714662379	0.4592532341872602	0.43125286230739296	0.5247308011424368	0.4584572870511762	0.3620962140321502	0.4216916962913899	0.47761906151355965	0.4261448469268969	0.3604480667278246	0.29197889049387615	0.301534515406769	0.41406915866025296	0.40506426874063717	0.44059606081480573	0.433105292931684	0.48934340826062733	0.42892353172216435	0.4742138609538162	0.42875996289342705	0.41690593230558737	0.39928999258324255	0.3436260795763257	0.37700397478570746	0.3742728413854932	0.26648719284721156	0.4571016510927195	0.2951841492573942	0.292406827416423	0.6814854754420866	0.22701093419427215	0.22587134350801927	0.2752033883411982	0.16187880604055715	0.21038045563779253	0.26136266961330357	0.2177932725119899	0.24169052808589486	0.2650594334532913	0.22146193680996873	0.20124679733330145	0.19354559960382053	0.2062092455943038	0.19109906621092554	0.23951811891971397	0.0	0.32936483035174846	0.2840324132425347	0.2553814037711446	0.40399030200624975	0.4632883150408414	0.4896296950718325	0.4247612235222225	0.3421899616467717	0.3981117552675651	0.41664568864380774
