	s31pp	w10pp	s10pp	S12Hp	530451	w16pp	s16pp	s29pp	S21H1	s9pp	w18pp	s21pp	530055	s12pp	s20pp	S13Hp	s13pp	F7H1	s24pp	S3Hp	S27H1	w11pp	s7pp	S9H1	s1pp	s11pp	s25pp	s19pp	S14Hp	s32pp	S8Hp	S26Hp	s26pp	s22pp	S22Hp	S18H1	S20H1	S11Hp	w15pp	w27pp	s27pp	w4pp	S16H2	s4pp	f16ppA	530331	f8pp	f18pp	F6H1	s3pp	f21pp	f30pp	f14ppB	s14pp	w14pp	f25pp	S19H1	f4pp	f6ppB	w6pp	S1Hp	F23HpA	S4Hp	s18pp	w13pp	s30pp	s17pp	s15pp	w30pp	s2pp	s28pp	S28Hp
S27H1	0.341136284321292	0.33663334388005295	0.33663334388005295	0.33940521580456795	0.34597405860526953	0.36071697989946905	0.35263678142367305	0.42828140813387916	0.42745584872023873	0.37665991578753766	0.3069553340950378	0.38219350201980323	0.4320205248621522	0.23351692312790834	0.28607770536119426	0.2536157332348876	0.24051915002873375	0.11796980649727346	0.06071218295882849	0.1541901217938723	0.0	0.28128717217691024	0.34088265443614996	0.39681001965831975	0.345335805071657	0.27963902487258474	0.2332120803311691	0.24276770524406194	0.3553023484975459	0.34629745857793004	0.38182925065209866	0.3743384827689769	0.43057659809792026	0.3701567215594572	0.4154470507911091	0.41502415057730824	0.4031701199894686	0.38555418026712374	0.3669529699894415	0.4003308651988233	0.397599731798609	0.33787977111657397	0.5284942293620819	0.36657672752675663	0.3891817095020611	0.7782603575277247	0.3237858162799103	0.3994451918834748	0.4697180627682421	0.356393480467601	0.44716631052160144	0.4981485244971125	0.4545791273957988	0.47847638296970374	0.5018452883371003	0.45824779169377766	0.4799304092460521	0.4722292115165712	0.5377631786210955	0.5226529992377171	0.5710720519465056	0.4584572870511762	0.4781960338499926	0.4328636167407789	0.4042126072693888	0.2928045574903038	0.35210257052489546	0.37844395055588653	0.3135754790062766	0.23100421713082578	0.28692601075161916	0.3054599441278618
w11pp	0.30525743446334386	0.30075449402210475	0.30075449402210475	0.30352636594661975	0.3100952087473213	0.32483813004152085	0.3167579315657249	0.39240255827593096	0.3915769988622906	0.3407810659295895	0.27107648423708963	0.3463146521618551	0.39614167500420405	0.1976380732699602	0.25019885550324605	0.30187363979812576	0.28877705659197195	0.28208311931299423	0.254082747433127	0.3475606862681708	0.28128717217691024	0.0	0.12176659759153749	0.17769396281370722	0.12621974822704451	0.0605229680279722	0.13685100731214306	0.1464066322250359	0.25894127547851986	0.24993638555890402	0.28546817763307264	0.2779774097499509	0.3342155250788942	0.2737956485404312	0.31908597777208303	0.3186630775582822	0.30680904697044253	0.2891931072480977	0.27059189697041547	0.30396979217979725	0.301238658779583	0.2415186980975479	0.4321331563430558	0.27021565450773055	0.2928206364830351	0.6818992845086987	0.22742474326088424	0.30308411886444875	0.37335698974921605	0.260032407448575	0.3508052375025754	0.4017874514780865	0.3582180543767728	0.38211530995067766	0.4054842153180742	0.36188671867475164	0.38356933622702605	0.3758681384975452	0.4414021056020694	0.42629192621869116	0.4747109789274796	0.3620962140321502	0.3818349608309666	0.3365025437217528	0.3078515342503627	0.22682018713198376	0.2861182001665754	0.3124595801975665	0.24759110864795653	0.16501984677250572	0.22094164039329908	0.23947557376954176
s7pp	0.3648529167225836	0.36034997628134446	0.36034997628134446	0.36312184820585947	0.36969069100656105	0.38443361230076056	0.3763534138249646	0.4519980405351707	0.4511724811215303	0.40037654818882923	0.33067196649632935	0.4059101344210948	0.45573715726344377	0.2572335555291999	0.30979433776248577	0.3614691220573655	0.34837253885121167	0.34167860157223395	0.3136782296923667	0.40715616852741054	0.34088265443614996	0.12176659759153749	0.0	0.14101804877117885	0.08954383418451613	0.07201684302295074	0.19644648957138278	0.2060021144842756	0.3185367577377596	0.30953186781814374	0.34506365989231236	0.3375728920091906	0.3938110073381339	0.3333911307996709	0.37868146003132275	0.37825855981752193	0.36640452922968225	0.34878858950733743	0.3301873792296552	0.36356527443903697	0.3608341410388227	0.3011141803567876	0.49172863860229554	0.32981113676697027	0.3524161187422748	0.7414947667679385	0.28702022552012396	0.36267960112368847	0.43295247200845577	0.3196278897078147	0.41040071976181514	0.4613829337373262	0.4178135366360125	0.4417107922099174	0.46507969757731393	0.42148220093399136	0.44316481848626577	0.4354636207567849	0.5009975878613091	0.4858874084779309	0.5343064611867193	0.4216916962913899	0.4414304430902063	0.39609802598099253	0.36744701650960243	0.2864156693912235	0.3457136824258151	0.3720550624568062	0.30718659090719624	0.22461532903174544	0.28053712265253883	0.2990710560287815
S9H1	0.4207802819447533	0.41627734150351425	0.41627734150351425	0.41904921342802925	0.42561805622873083	0.44036097752293035	0.43228077904713436	0.5079254057573405	0.5070998463437	0.45630391341099896	0.3865993317184991	0.46183749964326454	0.5116645224856136	0.3131609207513697	0.36572170298465556	0.4173964872795352	0.4042999040733814	0.39760596679440374	0.3696055949145365	0.4630835337495803	0.39681001965831975	0.17769396281370722	0.14101804877117885	0.0	0.09847287482556931	0.12794420824512046	0.25237385479355257	0.26192947970644537	0.3744641229599293	0.36545923304031347	0.4009910251144821	0.39350025723136034	0.4497383725603037	0.38931849602184065	0.43460882525349254	0.43418592503969167	0.42233189445185204	0.40471595472950717	0.3861147444518249	0.41949263966120676	0.41676150626099245	0.3570415455789574	0.5476560038244653	0.38573850198914006	0.40834348396444453	0.7974221319901083	0.34294759074229375	0.41860696634585826	0.4888798372306255	0.37555525492998443	0.46632808498398487	0.517310298959496	0.47374090185818224	0.49763815743208717	0.5210070627994836	0.4774095661561611	0.49909218370843556	0.49139098597895464	0.5569249530834789	0.5418147737001007	0.5902338264088891	0.47761906151355965	0.497357808312376	0.4520253912031623	0.4233743817317722	0.34234303461339327	0.4016410476479849	0.427982427678976	0.36311395612936603	0.2805426942539152	0.3364644878747086	0.35499842125095127
s1pp	0.3693060673580906	0.3648031269168515	0.3648031269168515	0.3675749988413665	0.37414384164206804	0.38888676293626756	0.3808065644604717	0.45645119117067773	0.4556256317570373	0.4048296988243363	0.33512511713183635	0.4103632850566018	0.46019030789895077	0.2616867061647069	0.3142474883979928	0.3659222726928725	0.35282568948671866	0.346131752207741	0.31813138032787375	0.41160931916291754	0.345335805071657	0.12621974822704451	0.08954383418451613	0.09847287482556931	0.0	0.07646999365845776	0.2008996402068898	0.21045526511978263	0.3229899083732666	0.3139850184536508	0.34951681052781935	0.3420260426446976	0.39826415797364095	0.337844281435178	0.3831346106668298	0.382711710453029	0.3708576798651893	0.3532417401428445	0.33464052986516224	0.368018425074544	0.3652872916743297	0.3055673309922946	0.4961817892378026	0.3342642874024773	0.35686926937778185	0.7459479174034455	0.29147337615563096	0.3671327517591955	0.43740562264396277	0.32408104034332175	0.41485387039732213	0.4658360843728332	0.4222666872715195	0.44616394284542443	0.46953284821282093	0.42593535156949835	0.4476179691217728	0.4399167713922919	0.5054507384968161	0.4903405591134379	0.5387596118222263	0.4261448469268969	0.4458835937257133	0.4005511766164996	0.37190016714510943	0.29086882002673053	0.3501668330613222	0.3765082130923133	0.3116397415427033	0.2290684796672525	0.2849902732880459	0.30352420666428853
s11pp	0.30360928715901825	0.29910634671777925	0.29910634671777925	0.30187821864229425	0.3084470614429958	0.3231899827371953	0.31510978426139935	0.39075441097160546	0.389928851557965	0.33913291862526396	0.269428336932764	0.3446665048575295	0.39449352769987844	0.19598992596563464	0.24855070819892053	0.30022549249380015	0.28712890928764634	0.28043497200866874	0.2524346001288015	0.3459125389638452	0.27963902487258474	0.0605229680279722	0.07201684302295074	0.12794420824512046	0.07646999365845776	0.0	0.1352028600078175	0.14475848492071033	0.25729312817419425	0.24828823825457846	0.28382003032874703	0.2763292624456253	0.3325673777745687	0.27214750123610565	0.31743783046775753	0.31701493025395666	0.30516089966611704	0.28754495994377216	0.2689437496660899	0.30232164487547175	0.2995905114752574	0.23987055079322234	0.4304850090387303	0.26856750720340505	0.2911724891787095	0.6802511372043731	0.2257765959565587	0.30143597156012325	0.37170884244489044	0.2583842601442494	0.3491570901982498	0.40013930417376087	0.3565699070724472	0.38046716264635216	0.4038360680137486	0.36023857137042603	0.38192118892270055	0.3742199911932196	0.4397539582977439	0.42464377891436556	0.473062831623154	0.3604480667278246	0.38018681352664097	0.3348543964174273	0.30620338694603716	0.2251720398276582	0.28447005286224986	0.310811432893241	0.24594296134363097	0.16337169946818017	0.21929349308897353	0.2378274264652162
s25pp	0.25718234261760264	0.2526794021763636	0.2526794021763636	0.2554512741008786	0.26202011690158017	0.2767630381957797	0.26868283971998375	0.3443274664301898	0.34350190701654937	0.29270597408384835	0.22300139239134845	0.29823956031611387	0.34806658315846284	0.14956298142421903	0.20212376365750492	0.25379854795238455	0.24070196474623076	0.2340080274672531	0.20600765558738585	0.2994855944224296	0.2332120803311691	0.13685100731214306	0.19644648957138278	0.25237385479355257	0.2008996402068898	0.1352028600078175	0.0	0.046872405386387844	0.1594070486398718	0.15040215872025597	0.18593395079442457	0.17844318291130282	0.23468129824024617	0.17426142170178316	0.219551750933435	0.24854575402000822	0.23669172343216857	0.21907578370982372	0.20047457343214148	0.2338524686415233	0.23112133524130898	0.1714013745592739	0.3620158328047819	0.2000983309694566	0.2227033129447611	0.6117819609704247	0.15730741972261025	0.23296679532617479	0.303239666210942	0.18991508391030099	0.28068791396430137	0.33167012793981243	0.28810073083849874	0.3119979864124037	0.33536689177980017	0.2917693951364776	0.3134520126887521	0.30575081495927114	0.37128478206379545	0.3561746026804171	0.40459365538920555	0.29197889049387615	0.31171763729269253	0.2663852201834789	0.23773421071208872	0.1787450952862426	0.23804310832083425	0.2643844883518254	0.19951601680221537	0.11694475492676457	0.17286654854755792	0.1914004819238006
s19pp	0.2667379675304955	0.26223502708925644	0.26223502708925644	0.26500689901377145	0.27157574181447297	0.2863186631086725	0.2782384646328766	0.35388309134308266	0.3530575319294422	0.3022615989967412	0.23255701730424128	0.30779518522900673	0.3576222080713557	0.15911860633711186	0.21167938857039775	0.2633541728652774	0.2502575896591236	0.24356365238014593	0.21556328050027868	0.30904121933532247	0.24276770524406194	0.1464066322250359	0.2060021144842756	0.26192947970644537	0.21045526511978263	0.14475848492071033	0.046872405386387844	0.0	0.13002906917843005	0.12102417925881423	0.15655597133298282	0.14906520344986107	0.20530331877880442	0.14488344224034141	0.19017377147199327	0.2581013789329011	0.2462473483450614	0.22863140862271655	0.2100301983450343	0.24340809355441612	0.2406769601542018	0.18095699947216673	0.3715714577176747	0.20965395588234942	0.23225893785765392	0.6213375858833176	0.16686304463550308	0.24252242023906762	0.31279529112383486	0.19947070882319382	0.29024353887719423	0.3412257528527053	0.2976563557513916	0.32155361132529653	0.344922516692693	0.30132502004937045	0.3230076376016449	0.315306439872164	0.38084040697668825	0.36573022759331	0.4141492803020984	0.301534515406769	0.3212732622055854	0.2759408450963717	0.24728983562498155	0.18830072019913546	0.2475987332337271	0.2739401132647182	0.20907164171510823	0.1265003798396574	0.18242217346045078	0.20095610683669346
S14Hp	0.37927261078397945	0.3747696703427404	0.3747696703427404	0.3775415422672554	0.3841103850679569	0.39885330636215643	0.39077310788636055	0.4664177345965666	0.46559217518292617	0.41479624225022516	0.3450916605577252	0.4203298284824907	0.47015685132483964	0.2716532495905958	0.3242140318238817	0.37588881611876135	0.36279223291260754	0.3560982956336299	0.3280979237537626	0.4215758625888064	0.3553023484975459	0.25894127547851986	0.3185367577377596	0.3744641229599293	0.3229899083732666	0.25729312817419425	0.1594070486398718	0.13002906917843005	0.0	0.13609722540779656	0.22697743191138808	0.21948666402826633	0.2757247793572097	0.2153049028187467	0.26059523205039853	0.37063602218638503	0.35878199159854535	0.3411660518762005	0.3225648415985183	0.35594273680790006	0.35321160340768576	0.29349164272565065	0.48410610097115864	0.32218859913583336	0.3447935811111379	0.7338722291368015	0.279397687888987	0.35505706349255156	0.4253299343773188	0.3120053520766778	0.4027781821306782	0.45376039610618923	0.41019099900487554	0.4340882545787805	0.45745715994617697	0.4138596633028544	0.43554228085512886	0.42784108312564795	0.4933750502301722	0.4782648708467939	0.5266839235555824	0.41406915866025296	0.43380790545906933	0.3884754883498556	0.35982447887846547	0.3008353634526194	0.36013337648721105	0.3864747565182022	0.32160628496859217	0.23903502309314137	0.29495681671393476	0.3134907500901774
s32pp	0.37026772086436366	0.36576478042312455	0.36576478042312455	0.36853665234763955	0.37510549514834113	0.38984841644254065	0.3817682179667447	0.45741284467695076	0.4565872852633104	0.4057913523306093	0.33608677063810943	0.4113249385628749	0.46115196140522385	0.26264835967098	0.31520914190426585	0.36688392619914556	0.35378734299299175	0.34709340571401404	0.3190930338341468	0.4125709726691906	0.34629745857793004	0.24993638555890402	0.30953186781814374	0.36545923304031347	0.3139850184536508	0.24828823825457846	0.15040215872025597	0.12102417925881423	0.13609722540779656	0.0	0.21797254199177227	0.21048177410865052	0.26671988943759384	0.20630001289913086	0.2515903421307827	0.3616311322667692	0.3497771016789295	0.3321611619565847	0.31355995167890244	0.3469378468882842	0.34420671348806997	0.28448675280603486	0.4751012110515428	0.3131837092162175	0.33578869119152205	0.7248673392171857	0.2703927979693712	0.3460521735729357	0.416325044457703	0.30300046215706194	0.39377329221106233	0.44475550618657345	0.40118610908525976	0.42508336465916463	0.4484522700265612	0.4048547733832386	0.426537390935513	0.41883619320603216	0.48437016031055635	0.46925998092717813	0.5176790336359666	0.40506426874063717	0.42480301553945354	0.3794705984302398	0.3508195889588497	0.29183047353300356	0.3511284865675952	0.3774698665985863	0.3126013950489763	0.23003013317352553	0.2859519267943189	0.30448586017056156
S8Hp	0.4057995129385322	0.40129657249729317	0.40129657249729317	0.40406844442180817	0.4106372872225097	0.4253802085167092	0.4173000100409133	0.4929446367511194	0.49211907733747895	0.44132314440477793	0.371618562712278	0.44685673063704345	0.4966837534793924	0.29818015174514856	0.3507409339784345	0.4024157182733141	0.3893191350671603	0.38262519778818266	0.3546248259083154	0.4481027647433592	0.38182925065209866	0.28546817763307264	0.34506365989231236	0.4009910251144821	0.34951681052781935	0.28382003032874703	0.18593395079442457	0.15655597133298282	0.22697743191138808	0.21797254199177227	0.0	0.2188180733791965	0.27505618870813986	0.21463631216967685	0.2599266414013287	0.3971629243409378	0.3853088937530981	0.3676929540307533	0.34909174375307106	0.38246963896245284	0.37973850556223854	0.3200185448802034	0.5106330031257114	0.34871550129038614	0.37132048326569067	0.7603991312913543	0.3059245900435398	0.38158396564710434	0.4518568365318716	0.33853225423123057	0.42930508428523095	0.480287298260742	0.4367179011594283	0.46061515673333325	0.48398406210072975	0.4403865654574072	0.46206918300968164	0.4543679852802007	0.519901952384725	0.5047917730013467	0.5532108257101351	0.44059606081480573	0.4603348076136221	0.4150023905044084	0.38635138103301825	0.3273622656071722	0.38666027864176383	0.41300165867275496	0.34813318712314495	0.2655619252476941	0.32148371886848753	0.3400176522447302
S26Hp	0.3983087450554105	0.3938058046141714	0.3938058046141714	0.3965776765386864	0.40314651933938794	0.41788944063358746	0.4098092421577916	0.48545386886799763	0.4846283094543572	0.4338323765216562	0.36412779482915625	0.4393659627539217	0.48919298559627067	0.2906893838620268	0.3432501660953127	0.3949249503901924	0.38182836718403856	0.3751344299050609	0.34713405802519365	0.44061199686023744	0.3743384827689769	0.2779774097499509	0.3375728920091906	0.39350025723136034	0.3420260426446976	0.2763292624456253	0.17844318291130282	0.14906520344986107	0.21948666402826633	0.21048177410865052	0.2188180733791965	0.0	0.07691839663726972	0.0905558923059439	0.13584622153759576	0.38967215645781605	0.3778181258699764	0.36020218614763155	0.3416009758699493	0.3749788710793311	0.3722477376791168	0.3125277769970817	0.5031422352425896	0.3412247334072644	0.3638297153825689	0.7529083634082325	0.298433822160418	0.3740931977639826	0.44436606864874983	0.3310414863481088	0.4218143164021092	0.47279653037762026	0.42922713327630657	0.4531243888502115	0.476493294217608	0.4328957975742854	0.4545784151265599	0.446877217397079	0.5124111845016033	0.49730100511822495	0.5457200578270134	0.433105292931684	0.45284403973050036	0.40751162262128665	0.3788606131498965	0.31987149772405044	0.3791695107586421	0.4055108907896332	0.3406424192400232	0.25807115736457237	0.3139929509853658	0.33252688436160843
s26pp	0.4545468603843538	0.45004391994311477	0.45004391994311477	0.45281579186762977	0.45938463466833135	0.47412755596253087	0.46604735748673487	0.541691984196941	0.5408664247833006	0.4900704918505995	0.4203659101580996	0.49560407808286505	0.545431100925214	0.3469274991909702	0.3994882814242561	0.4511630657191357	0.4380664825129819	0.43137254523400426	0.403372173354137	0.4968501121891808	0.43057659809792026	0.3342155250788942	0.3938110073381339	0.4497383725603037	0.39826415797364095	0.3325673777745687	0.23468129824024617	0.20530331877880442	0.2757247793572097	0.26671988943759384	0.27505618870813986	0.07691839663726972	0.0	0.14679400763488723	0.19208433686653908	0.44591027178675935	0.4340562411989197	0.41644030147657485	0.3978390911988926	0.43121698640827444	0.42848585300806014	0.3687658923260251	0.559380350571533	0.39746284873620774	0.4200678307115122	0.8091464787371758	0.35467193748936143	0.43033131309292594	0.5006041839776931	0.3872796016770521	0.4780524317310525	0.5290346457065636	0.4854652486052499	0.5093625041791549	0.5327314095465514	0.4891339129032288	0.5108165304555032	0.5031153327260223	0.5686492998305466	0.5535391204471682	0.6019581731559567	0.48934340826062733	0.5090821550594438	0.46374973795023	0.4350987284788399	0.3761096130529938	0.43540762608758543	0.4617490061185765	0.39688053456896655	0.3143092726935157	0.37023106631430913	0.3887649996905518
s22pp	0.39412698384589084	0.38962404340465173	0.38962404340465173	0.39239591532916673	0.3989647581298683	0.41370767942406783	0.4056274809482719	0.48127210765847794	0.48044654824483757	0.4296506153121365	0.3599460336196366	0.43518420154440207	0.48501122438675104	0.2865076226525072	0.33906840488579304	0.39074318918067275	0.37764660597451893	0.3709526686955412	0.34295229681567396	0.4364302356507178	0.3701567215594572	0.2737956485404312	0.3333911307996709	0.38931849602184065	0.337844281435178	0.27214750123610565	0.17426142170178316	0.14488344224034141	0.2153049028187467	0.20630001289913086	0.21463631216967685	0.0905558923059439	0.14679400763488723	0.0	0.06745806180039186	0.38549039524829637	0.3736363646604567	0.35602042493811187	0.3374192146604296	0.3707971098698114	0.36806597646959716	0.30834601578756204	0.49896047403307	0.3370429721977447	0.35964795417304923	0.7487266021987129	0.2942520609508984	0.3699114365544629	0.4401843074392302	0.32685972513858913	0.4176325551925895	0.46861476916810063	0.42504537206678694	0.4489426276406918	0.47231153300808837	0.4287140363647658	0.4503966539170402	0.44269545618755934	0.5082294232920835	0.4931192439087053	0.5415382966174938	0.42892353172216435	0.44866227852098073	0.40332986141176697	0.37467885194037687	0.31568973651453075	0.3749877495491224	0.40132912958011346	0.3364606580305035	0.2538893961550527	0.3098111897758461	0.32834512315208875
S22Hp	0.43941731307754267	0.4349143726363036	0.4349143726363036	0.4376862445608186	0.4442550873615202	0.4589980086557197	0.4509178101799237	0.5265624368901298	0.5257368774764895	0.4749409445437883	0.40523636285128845	0.4804745307760539	0.5303015536184028	0.33179795188415906	0.3843587341174449	0.43603351841232457	0.42293693520617076	0.4162429979271931	0.38824262604732585	0.48172056488236964	0.4154470507911091	0.31908597777208303	0.37868146003132275	0.43460882525349254	0.3831346106668298	0.31743783046775753	0.219551750933435	0.19017377147199327	0.26059523205039853	0.2515903421307827	0.2599266414013287	0.13584622153759576	0.19208433686653908	0.06745806180039186	0.0	0.4307807244799482	0.41892669389210857	0.4013107541697637	0.38270954389208145	0.4160874391014633	0.413356305701249	0.3536363450192139	0.5442508032647219	0.3823333014293966	0.40493828340470106	0.7940169314303647	0.3395423901825503	0.4152017657861148	0.48547463667088203	0.37215005437024096	0.46292288442424134	0.5139050983997524	0.47033570129843877	0.4942329568723437	0.5176018622397403	0.4740043655964176	0.4956869831486921	0.48798578541921117	0.5535197525237354	0.5384095731403571	0.5868286258491455	0.4742138609538162	0.49395260775263256	0.44862019064341885	0.41996918117202875	0.36098006574618263	0.4202780787807743	0.44661945881176535	0.3817509872621554	0.29917972538670456	0.355101519007498	0.37363545238374063
S18H1	0.43899441286374186	0.43449147242250274	0.43449147242250274	0.43726334434701775	0.4438321871477193	0.45857510844191884	0.4504949099661229	0.526139536676329	0.5253139772626886	0.4745180443299875	0.40481346263748763	0.4800516305622531	0.529878653404602	0.3313750516703582	0.38393583390364405	0.43561061819852376	0.42251403499236995	0.41582009771339223	0.387819725833525	0.4812976646685688	0.41502415057730824	0.3186630775582822	0.37825855981752193	0.43418592503969167	0.382711710453029	0.31701493025395666	0.24854575402000822	0.2581013789329011	0.37063602218638503	0.3616311322667692	0.3971629243409378	0.38967215645781605	0.44591027178675935	0.38549039524829637	0.4307807244799482	0.0	0.35686227254471337	0.33924633282236855	0.3372556458316924	0.37063354104107415	0.3679024076408599	0.3081824469588248	0.49879690520433273	0.33687940336900746	0.359484385344312	0.7485630333699755	0.29408849212216115	0.36974786772572565	0.44002073861049296	0.3266961563098519	0.41746898636385227	0.4684512003393634	0.4248818032380497	0.44877905881195457	0.4721479641793511	0.4285504675360285	0.45023308508830295	0.4425318873588221	0.5080658544633463	0.49295567507996807	0.5413747277887565	0.42875996289342705	0.4484987096922435	0.4031662925830297	0.3745152831116396	0.36055716553238176	0.4198551785669734	0.4461965585979645	0.3813280870483545	0.2987568251729037	0.3546786187936971	0.37321255216993976
S20H1	0.4271403822759022	0.4226374418346631	0.4226374418346631	0.4254093137591781	0.4319781565598797	0.4467210778540792	0.4386408793782832	0.5142855060884893	0.5134599466748488	0.46266401374214783	0.39295943204964795	0.4681975999744134	0.5180246228167624	0.31952102108251856	0.3720818033158044	0.4237565876106841	0.41066000440453027	0.4039660671255526	0.37596569524568535	0.46944363408072914	0.4031701199894686	0.30680904697044253	0.36640452922968225	0.42233189445185204	0.3708576798651893	0.30516089966611704	0.23669172343216857	0.2462473483450614	0.35878199159854535	0.3497771016789295	0.3853088937530981	0.3778181258699764	0.4340562411989197	0.3736363646604567	0.41892669389210857	0.35686227254471337	0.0	0.26918636474421964	0.3254016152438527	0.35877951045323453	0.3560483770530202	0.2963284163709851	0.4869428746164931	0.32502537278116783	0.3476303547564723	0.7367090027821359	0.28223446153432147	0.35789383713788603	0.4281667080226533	0.3148421257220122	0.4056149557760126	0.4565971697515237	0.41302777265021	0.43692502822411494	0.46029393359151144	0.4166964369481888	0.4383790545004633	0.4306778567709824	0.49621182387550666	0.4811016444921284	0.5295206972009168	0.41690593230558737	0.4366446791044038	0.3913122619951901	0.3626612525238	0.34870313494454214	0.4080011479791338	0.43434252801012485	0.3694740564605149	0.28690279458506407	0.3428245882058575	0.36135852158210013
S11Hp	0.40952444255355736	0.40502150211231824	0.40502150211231824	0.40779337403683324	0.4143622168375348	0.42910513813173434	0.4210249396559384	0.49666956636614445	0.4958440069525041	0.445048074019803	0.37534349232730313	0.4505816602520686	0.5004086830944176	0.3019050813601737	0.35446586359345955	0.40614064788833926	0.39304406468218545	0.38635012740320773	0.3583497555233405	0.4518276943583843	0.38555418026712374	0.2891931072480977	0.34878858950733743	0.40471595472950717	0.3532417401428445	0.28754495994377216	0.21907578370982372	0.22863140862271655	0.3411660518762005	0.3321611619565847	0.3676929540307533	0.36020218614763155	0.41644030147657485	0.35602042493811187	0.4013107541697637	0.33924633282236855	0.26918636474421964	0.0	0.3077856755215079	0.34116357073088965	0.3384324373306754	0.2787124766486403	0.46932693489414823	0.30740943305882296	0.3300144150341275	0.719093063059791	0.26461852181197665	0.34027789741554115	0.41055076830030846	0.2972261859996674	0.38799901605366777	0.4389812300291789	0.3954118329278652	0.41930908850177007	0.4426779938691666	0.399080497225844	0.42076311477811845	0.4130619170486376	0.4785958841531618	0.46348570476978357	0.511904757478572	0.39928999258324255	0.419028739382059	0.3736963222728452	0.3450453128014551	0.33108719522219726	0.3903852082567889	0.41672658828778	0.35185811673817	0.2692868548627192	0.3252086484835126	0.34374258185975526
w15pp	0.3909232322758751	0.386420291834636	0.386420291834636	0.389192163759151	0.3957610065598526	0.4105039278540521	0.40242372937825616	0.4780683560884622	0.47724279667482183	0.42644686374212076	0.3567422820496209	0.43198044997438634	0.4818074728167353	0.28330387108249144	0.3358646533157773	0.387539437610657	0.3744428544045032	0.3677489171255255	0.33974854524565823	0.4332264840807021	0.3669529699894415	0.27059189697041547	0.3301873792296552	0.3861147444518249	0.33464052986516224	0.2689437496660899	0.20047457343214148	0.2100301983450343	0.3225648415985183	0.31355995167890244	0.34909174375307106	0.3416009758699493	0.3978390911988926	0.3374192146604296	0.38270954389208145	0.3372556458316924	0.3254016152438527	0.3077856755215079	0.0	0.19861650157456082	0.19588536817434654	0.22304856364172343	0.41366302188723136	0.2517455200519061	0.2743505020272106	0.6634291500528743	0.20895460880505978	0.2846139844086243	0.3548868552933916	0.24156227299275052	0.3323351030467509	0.383317317022262	0.3397479199209483	0.36364517549485326	0.38701408086224975	0.3434165842189271	0.3650992017712016	0.35739800404172073	0.4229319711462449	0.4078217917628667	0.45624084447165514	0.3436260795763257	0.3633648263751421	0.31803240926592835	0.28938139979453825	0.312485984944515	0.37178399797910666	0.39812537801009773	0.3332569064604878	0.25068564458503695	0.30660743820583036	0.325141371582073
w27pp	0.4243011274852569	0.41979818704401783	0.41979818704401783	0.42257005896853284	0.4291389017692344	0.44388182306343393	0.43580162458763794	0.511446251297844	0.5106206918842036	0.45982475895150254	0.39012017725900267	0.4653583451837681	0.5151853680261171	0.3166817662918733	0.36924254852515914	0.4209173328200388	0.407820749613885	0.4011268123349073	0.37312644045504006	0.46660437929008386	0.4003308651988233	0.30396979217979725	0.36356527443903697	0.41949263966120676	0.368018425074544	0.30232164487547175	0.2338524686415233	0.24340809355441612	0.35594273680790006	0.3469378468882842	0.38246963896245284	0.3749788710793311	0.43121698640827444	0.3707971098698114	0.4160874391014633	0.37063354104107415	0.35877951045323453	0.34116357073088965	0.19861650157456082	0.0	0.0027331334012143478	0.25642645885110527	0.4470409170966132	0.2851234152612879	0.3077283972365924	0.6968070452622561	0.2423325040144416	0.3179918796180061	0.38826475050277337	0.27494016820213235	0.3657129982561327	0.4166952122316438	0.3731258151303301	0.39702307070423504	0.42039197607163153	0.3767944794283089	0.3984770969805834	0.3907758992511025	0.45630986635562676	0.4411996869722485	0.4896187396810369	0.37700397478570746	0.3967427215845239	0.3514103044753102	0.3227592950039201	0.34586388015389685	0.4051618931884885	0.43150327321947957	0.3666348016698696	0.2840635397944188	0.3399853334152122	0.35851926679145485
s27pp	0.4215699940850426	0.41706705364380353	0.41706705364380353	0.41983892556831853	0.42640776836902006	0.4411506896632196	0.4330704911874237	0.5087151178976297	0.5078895584839893	0.4570936255512883	0.38738904385878836	0.4626272117835538	0.5124542346259028	0.3139506328916589	0.36651141512494484	0.4181861994198245	0.4050896162136707	0.398395678934693	0.37039530705482576	0.46387324588986956	0.397599731798609	0.301238658779583	0.3608341410388227	0.41676150626099245	0.3652872916743297	0.2995905114752574	0.23112133524130898	0.2406769601542018	0.35321160340768576	0.34420671348806997	0.37973850556223854	0.3722477376791168	0.42848585300806014	0.36806597646959716	0.413356305701249	0.3679024076408599	0.3560483770530202	0.3384324373306754	0.19588536817434654	0.0027331334012143478	0.0	0.2536953254508909	0.4443097836963989	0.2823922818610736	0.30499726383637815	0.6940759118620418	0.2396013706142273	0.3152607462177918	0.38553361710255907	0.27220903480191805	0.36298186485591843	0.4139640788314295	0.3703946817301158	0.3942919373040208	0.41766084267141723	0.37406334602809466	0.3957459635803691	0.3880447658508882	0.45357873295541246	0.4384685535720342	0.4868876062808226	0.3742728413854932	0.3940115881843096	0.3486791710750959	0.32002816160370573	0.34313274675368255	0.4024307597882742	0.4287721398192653	0.3639036682696553	0.2813324063942045	0.3372542000149979	0.35578813339124055
