	530055	31750	530050	F22HpB	S2Hp	31300	530295	S6Hp	31236	31749	S30H1	w25pp	f14ppB	w24pp	w22pp	f26pp	w31pp	w1pp	w21pp	w9pp	f19pp	f16ppA	w19pp	w20pp	f7pp	w8pp	f24pp	w28pp	w26pp	F3H1	S3Hp	S22Hp	S26Hp	S11Hp	31071	31452	31328	530075	530258	S23Hp	31519	530167	31333	S29H1	F23HpA	S17H1	530394	31021	31219	31009	S8Hp	31700	S4Hp	S1Hp	31129	S13Hp	S15Hp	S9H1	530119	F32H1	S12Hp	S7Hp	F14H1B	530451	31512	530163	31360	S25Hp	S28Hp	31267	31600	F29H1	31723	S27H1	S31Hp	531414	530331	F14H1A	31714	S19H1	530444	530364	F6H1	S18H1
S30H1	0.24103565324757992	0.2328776090494334	0.24348242861290564	0.2096376762126575	0.18566500226011834	0.21855179870789487	0.18364917215006765	0.13369470541913384	0.12251457167573143	0.16396758328599514	0.0	0.19227968747287644	0.17583760683985086	0.185056527324933	0.219029738783248	0.19897528598174996	0.21323745922849346	0.190205550640079	0.20428103468248254	0.17111394020209975	0.1923220714819268	0.19599275706788538	0.18396435058319585	0.1711419210854284	0.16819091546873197	0.17566598843074854	0.16453382502015296	0.18124981238145554	0.18412953951338304	0.21644135353492258	0.17431138400363025	0.19401770347896893	0.1692392804316383	0.2171387191392017	0.23144460324309463	0.24327853900493884	0.2364377394427794	0.1793524964995114	0.18170237115233426	0.1923363153676434	0.2591225951292673	0.25400785974202356	0.24376557932370618	0.2598220674277735	0.2365729720609874	0.22912937852718046	0.2344164081610829	0.2455790884581601	0.2334894751466142	0.20969681969304	0.20093216589902146	0.2435027547713747	0.19117086745588993	0.19448996748875724	0.2514405848286235	0.2758751095224328	0.2319028769232354	0.21626985383067146	0.1889811852190078	0.23309251997947128	0.1880126255763884	0.23683001098534584	0.2374036451293815	0.2636293983549931	0.2610531196071733	0.24711314674675686	0.23507908676201583	0.16539458065671578	0.15530363433132696	0.15829622769373647	0.21361745041782154	0.2277988933234194	0.24544615700390965	0.24215623289287408	0.2417138272977995	0.24694749304375513	0.21520044513686626	0.17023337472571692	0.23691069299643125	0.20657809263467147	0.23083346882018357	0.23233253339848942	0.2113956034477748	0.19232361824813568
w25pp	0.20439380440031651	0.19623576020216996	0.20684057976564224	0.1729958273653941	0.14902315341285494	0.18190994986063147	0.14700732330280425	0.109644232306145	0.10980159411684656	0.1996457049148732	0.19227968747287644	0.0	0.05187433525595821	0.06109325574104034	0.09506646719935534	0.0750120143978573	0.0892741876446008	0.06624227905618633	0.0803177630985899	0.056728919279188675	0.0779370505590157	0.08160773614497432	0.06957932966028477	0.05675690016251732	0.0538058945458209	0.061280967507837486	0.05014880409724189	0.06686479145854449	0.06974451859047195	0.17618799100277865	0.13405802147148632	0.153764340946825	0.13259743158437493	0.18049687029193834	0.19480275439583125	0.20663669015767544	0.19979589059551603	0.142710647652248	0.14506052230507085	0.15569446652038002	0.22248074628200387	0.21736601089476015	0.20712373047644278	0.22318021858051007	0.19993112321372403	0.19248752967991706	0.1977745593138195	0.20893723961089672	0.19684762629935082	0.1730549708457766	0.16429031705175806	0.20686090592411133	0.15452901860862656	0.15784811864149384	0.21479873598136012	0.23923326067516942	0.195261028075972	0.17962800498340808	0.15233933637174443	0.19645067113220788	0.15137077672912502	0.20018816213808244	0.2007617962821181	0.2269875495077297	0.2244112707599099	0.21047129789949348	0.19843723791475246	0.1287527318094524	0.11866178548406357	0.12165437884647307	0.17697560157055814	0.191157044476156	0.20880430815664625	0.20551438404561068	0.20507197845053612	0.21030564419649173	0.17855859628960288	0.13359152587845352	0.20026884414916785	0.16993624378740807	0.19419161997292017	0.19569068455122604	0.1747537546005114	0.15568176940087228
f14ppB	0.1879517237672909	0.17979367956914438	0.19039849913261664	0.15655374673236852	0.13258107277982933	0.16546786922760587	0.13056524266977865	0.0932021516731194	0.09335951348382097	0.1832036242818476	0.17583760683985086	0.05187433525595821	0.0	0.03778079718442843	0.07175400864274342	0.05169955584124539	0.06596172908798889	0.04793824314041656	0.062013727182820125	0.04028683864616309	0.06149496992599012	0.06516565551194874	0.053137249027259185	0.04031481952949173	0.037363813912795314	0.0448388868748119	0.033706723464216305	0.05042271082551889	0.05330243795744637	0.15974591036975305	0.11761594083846073	0.1373222603137994	0.11615535095134932	0.16405478965891274	0.17836067376280568	0.19019460952464984	0.18335380996249045	0.12626856701922243	0.12861844167204528	0.13925238588735445	0.20603866564897827	0.20092393026173458	0.1906816498434172	0.20673813794748447	0.18348904258069842	0.17604544904689148	0.18133247868079388	0.19249515897787112	0.18040554566632522	0.156612890212751	0.1478482364187325	0.19041882529108572	0.13808693797560095	0.14140603800846827	0.19835665534833455	0.22279118004214385	0.1788189474429464	0.16318592435038248	0.13589725573871886	0.1800085904991823	0.13492869609609942	0.18374608150505684	0.1843197156490925	0.21054546887470413	0.20796919012688433	0.19402921726646788	0.18199515728172688	0.1123106511764268	0.10221970485103798	0.10521229821344749	0.16053352093753254	0.1747149638431304	0.19236222752362067	0.18907230341258507	0.18862989781751055	0.19386356356346615	0.1621165156565773	0.11714944524542793	0.18382676351614224	0.15349416315438247	0.1777495393398946	0.17924860391820047	0.15831167396748583	0.13923968876784668
w24pp	0.19717064425237307	0.1890126000542265	0.1996174196176988	0.16577266721745065	0.14179999326491147	0.17468678971268803	0.13978416315486078	0.10242107215820155	0.10257843396890312	0.19242254476692974	0.185056527324933	0.06109325574104034	0.03778079718442843	0.0	0.07338764714867141	0.05333319434717338	0.06759536759391688	0.0571571636254987	0.07123264766790226	0.04950575913124522	0.07071389041107226	0.07438457599703087	0.06235616951234132	0.04953374001457386	0.04658273439787745	0.05405780735989403	0.04292564394929844	0.059641631310601025	0.06252135844252851	0.16896483085483519	0.12683486132354288	0.14654118079888154	0.12537427143643146	0.17327371014399487	0.18757959424788778	0.199413530009732	0.19257273044757256	0.13548748750430456	0.1378373621571274	0.14847130637243655	0.2152575861340604	0.2101428507468167	0.19990057032849934	0.2159570584325666	0.19270796306578056	0.18526436953197362	0.19055139916587605	0.20171407946295325	0.18962446615140735	0.16583181069783315	0.15706715690381462	0.19963774577616786	0.1473058584606831	0.1506249584935504	0.20757557583341668	0.23201010052722598	0.18803786792802857	0.17240484483546462	0.14511617622380096	0.18922751098426444	0.14414761658118155	0.192965001990139	0.19353863613417466	0.21976438935978626	0.21718811061196647	0.20324813775155	0.191214077766809	0.12152957166150893	0.11143862533612012	0.11443121869852962	0.1697524414226147	0.18393388432821256	0.2015811480087028	0.19829122389766723	0.19784881830259266	0.20308248404854828	0.17133543614165941	0.12636836573051008	0.1930456840012244	0.16271308363946463	0.18696845982497673	0.18846752440328257	0.16753059445256796	0.1484586092529288
w22pp	0.23114385571068807	0.2229858115125415	0.2335906310760138	0.19974587867576565	0.17577320472322647	0.20866000117100303	0.17375737461317578	0.13639428361651657	0.13655164542721812	0.22639575622524474	0.219029738783248	0.09506646719935534	0.07175400864274342	0.07338764714867141	0.0	0.07917404953029021	0.0934362227770337	0.09113037508381369	0.10520585912621726	0.08347897058956022	0.10468710186938726	0.10835778745534587	0.09632938097065633	0.08350695147288886	0.08055594585619245	0.08803101881820903	0.07689885540761345	0.09361484276891602	0.09649456990084351	0.20293804231315019	0.16080807278185788	0.18051439225719654	0.15934748289474646	0.20724692160230987	0.22155280570620278	0.233386741468047	0.22654594190588756	0.16946069896261956	0.1718105736154424	0.18244451783075155	0.2492307975923754	0.2441160622051317	0.23387378178681434	0.2499302698908816	0.22668117452409556	0.21923758099028862	0.22452461062419105	0.23568729092126825	0.22359767760972235	0.19980502215614815	0.19104036836212962	0.23361095723448286	0.1812790699189981	0.1845981699518654	0.24154878729173168	0.265983311985541	0.22201107938634357	0.20637805629377962	0.17908938768211596	0.22320072244257944	0.17812082803949655	0.226938213448454	0.22751184759248966	0.25373760081810126	0.25116132207028147	0.237221349209865	0.225187289225124	0.15550278311982393	0.14541183679443512	0.14840443015684462	0.2037256528809297	0.21790709578652756	0.2355543594670178	0.23226443535598223	0.23182202976090766	0.23705569550686328	0.20530864759997441	0.16034157718882508	0.2270188954595394	0.19668629509777963	0.22094167128329173	0.22244073586159757	0.20150380591088296	0.1824318207112438
f26pp	0.21108940290919004	0.20293135871104345	0.21353617827451576	0.17969142587426762	0.15571875192172843	0.188605548369505	0.15370292181167775	0.11633983081501852	0.11649719262572009	0.2063413034237467	0.19897528598174996	0.0750120143978573	0.05169955584124539	0.05333319434717338	0.07917404953029021	0.0	0.06660390768322813	0.07107592228231566	0.08515140632471922	0.06342451778806218	0.08463264906788923	0.08830333465384783	0.07627492816915829	0.06345249867139083	0.06050149305469441	0.067976566016711	0.0568444026061154	0.07356038996741798	0.07644011709934548	0.18288358951165215	0.14075361998035985	0.1604599394556985	0.13929303009324842	0.18719246880081183	0.20149835290470475	0.21333228866654896	0.20649148910438953	0.14940624616112153	0.15175612081394438	0.16239006502925352	0.22917634479087737	0.22406160940363368	0.2138193289853163	0.22987581708938357	0.20662672172259752	0.19918312818879058	0.204470157822693	0.21563283811977021	0.20354322480822432	0.1797505693546501	0.17098591556063159	0.21355650443298482	0.16122461711750005	0.16454371715036736	0.22149433449023365	0.24592885918404295	0.20195662658484553	0.18632360349228158	0.15903493488061793	0.2031462696410814	0.15806637523799852	0.20688376064695596	0.20745739479099162	0.23368314801660323	0.23110686926878343	0.21716689640836698	0.20513283642362595	0.1354483303183259	0.12535738399293708	0.1283499773553466	0.18367120007943166	0.19785264298502953	0.21549990666551977	0.2122099825544842	0.21176757695940962	0.21700124270536525	0.18525419479847638	0.14028712438732704	0.20696444265804137	0.1766318422962816	0.2008872184817937	0.20238628306009954	0.18144935310938493	0.16237736790974577
w31pp	0.22535157615593354	0.21719353195778696	0.22779835152125927	0.19395359912101112	0.16998092516847194	0.2028677216162485	0.16796509505842125	0.13060200406176203	0.1307593658724636	0.2206034766704902	0.21323745922849346	0.0892741876446008	0.06596172908798889	0.06759536759391688	0.0934362227770337	0.06660390768322813	0.0	0.08533809552905916	0.09941357957146271	0.07768669103480569	0.09889482231463272	0.10256550790059132	0.09053710141590178	0.07771467191813433	0.07476366630143791	0.08223873926345449	0.0711065758528589	0.08782256321416149	0.09070229034608897	0.19714576275839565	0.15501579322710335	0.174722112702442	0.15355520333999192	0.20145464204755534	0.21576052615144825	0.22759446191329247	0.22075366235113303	0.16366841940786503	0.16601829406068788	0.17665223827599702	0.24343851803762087	0.23832378265037718	0.2280815022320598	0.24413799033612707	0.22088889496934103	0.21344530143553408	0.21873233106943651	0.22989501136651372	0.21780539805496782	0.19401274260139362	0.1852480888073751	0.22781867767972833	0.17548679036424356	0.17880589039711087	0.23575650773697715	0.26019103243078645	0.21621879983158904	0.20058577673902508	0.17329710812736143	0.2174084428878249	0.17232854848474202	0.22114593389369946	0.22171956803773513	0.24794532126334673	0.24536904251552694	0.23142906965511048	0.21939500967036946	0.1497105035650694	0.1396195572396806	0.1426121506020901	0.19793337332617517	0.21211481623177303	0.22976207991226327	0.2264721558012277	0.22602975020615312	0.23126341595210875	0.19951636804521988	0.15454929763407055	0.22122661590478487	0.1908940155430251	0.2151493917285372	0.21664845630684304	0.19571152635612843	0.17663954115648928
w1pp	0.20231966756751907	0.19416162336937248	0.2047664429328448	0.17092169053259665	0.14694901658005746	0.17983581302783402	0.14493318647000678	0.10757009547334755	0.10772745728404912	0.19757156808207574	0.190205550640079	0.06624227905618633	0.04793824314041656	0.0571571636254987	0.09113037508381369	0.07107592228231566	0.08533809552905916	0.0	0.06891953837243515	0.054654782446391215	0.07586291372621826	0.07953359931217686	0.06750519282748732	0.05468276332971986	0.05173175771302344	0.059206830675040026	0.04807466726444443	0.06479065462574701	0.06767038175767451	0.17411385416998118	0.13198388463868888	0.15169020411402753	0.13052329475157745	0.17842273345914086	0.19272861756303378	0.204562553324878	0.19772175376271856	0.14063651081945056	0.1429863854722734	0.15362032968758255	0.2204066094492064	0.2152918740619627	0.20504959364364533	0.2211060817477126	0.19785698638092655	0.1904133928471196	0.19570042248102204	0.20686310277809924	0.19477348946655335	0.17098083401297914	0.16221618021896062	0.20478676909131385	0.15245488177582908	0.1557739818086964	0.21272459914856268	0.23715912384237198	0.19318689124317456	0.1775538681506106	0.15026519953894696	0.19437653429941043	0.14929663989632755	0.198114025305285	0.19868765944932065	0.22491341267493226	0.22233713392711246	0.208397161066696	0.19636310108195498	0.12667859497665493	0.11658764865126611	0.11958024201367562	0.1749014647377607	0.18908290764335856	0.2067301713238488	0.20344024721281323	0.20299784161773865	0.20823150736369428	0.1764844594568054	0.13151738904565607	0.1981947073163704	0.16786210695461062	0.19211748314012272	0.19361654771842857	0.17267961776771396	0.1536076325680748
w21pp	0.21639515160992262	0.20823710741177606	0.21884192697524835	0.1849971745750002	0.16102450062246104	0.19391129707023758	0.15900867051241035	0.12164557951575111	0.12180294132645267	0.21164705212447932	0.20428103468248254	0.0803177630985899	0.062013727182820125	0.07123264766790226	0.10520585912621726	0.08515140632471922	0.09941357957146271	0.06891953837243515	0.0	0.06873026648879478	0.08993839776862181	0.09360908335458043	0.08158067686989087	0.06875824737212342	0.06580724175542702	0.07328231471744359	0.062150151306848	0.07886613866815059	0.08174586580007806	0.18818933821238476	0.14605936868109243	0.1657656881564311	0.14459877879398103	0.19249821750154444	0.20680410160543736	0.21863803736728155	0.21179723780512213	0.1547119948618541	0.15706186951467696	0.16769581372998613	0.23448209349160998	0.22936735810436626	0.21912507768604889	0.23518156579011618	0.21193247042333013	0.20448887688952316	0.2097759065234256	0.22093858682050282	0.20884897350895693	0.1850563180553827	0.17629166426136417	0.21886225313371743	0.16653036581823266	0.16984946585109995	0.22680008319096623	0.25123460788477553	0.20726237528557812	0.1916293521930142	0.16434068358135054	0.20845201834181398	0.16337212393873113	0.21218950934768854	0.2127631434917242	0.2389888967173358	0.23641261796951601	0.2224726451090996	0.21043858512435856	0.1407540790190585	0.1306631326936697	0.13365572605607917	0.18897694878016424	0.2031583916857621	0.22080565536625235	0.21751573125521678	0.21707332566014223	0.22230699140609783	0.190559943499209	0.14559287308805963	0.21227019135877395	0.18193759099701418	0.20619296718252628	0.20769203176083215	0.1867551018101175	0.16768311661047838
w9pp	0.18322805712953982	0.17507001293139324	0.18567483249486555	0.1518300800946174	0.12785740614207822	0.16074420258985478	0.12584157603202753	0.08847848503536829	0.08863584684606986	0.1784799576440965	0.17111394020209975	0.056728919279188675	0.04028683864616309	0.04950575913124522	0.08347897058956022	0.06342451778806218	0.07768669103480569	0.054654782446391215	0.06873026648879478	0.0	0.042033195171622594	0.04570388075758121	0.03367547427289166	0.029366571457460897	0.02641556584076448	0.033890638802781065	0.022758475392185472	0.03947446275348806	0.04235418988541554	0.15502224373200194	0.11289227420070962	0.1325985936760483	0.1114316843135982	0.15933112302116162	0.17363700712505456	0.18547094288689875	0.17863014332473934	0.12154490038147131	0.12389477503429416	0.13452871924960333	0.20131499901122715	0.19620026362398346	0.1859579832056661	0.20201447130973335	0.1787653759429473	0.17132178240914037	0.1766088120430428	0.18777149234012	0.1756818790285741	0.1518892235749999	0.14312456978098137	0.1856951586533346	0.13336327133784984	0.13668237137071715	0.19363298871058343	0.21806751340439273	0.17409528080519532	0.15846225771263137	0.13117358910096774	0.17528492386143119	0.1302050294583483	0.17902241486730575	0.1795960490113414	0.205821802236953	0.20324552348913322	0.18930555062871676	0.17727149064397577	0.1075869845386757	0.09749603821328687	0.10048863157569637	0.15580985429978145	0.1699912972053793	0.18763856088586955	0.18434863677483398	0.18390623117975943	0.18913989692571503	0.1573928490188262	0.11242577860767683	0.17910309687839115	0.14877049651663138	0.17302587270214348	0.17452493728044932	0.1535880073297347	0.13451602213009556
f19pp	0.20443618840936684	0.1962781442112203	0.20688296377469256	0.17303821137444445	0.14906553742190526	0.1819523338696818	0.14704970731185457	0.10968661631519534	0.10984397812589691	0.19968808892392353	0.1923220714819268	0.0779370505590157	0.06149496992599012	0.07071389041107226	0.10468710186938726	0.08463264906788923	0.09889482231463272	0.07586291372621826	0.08993839776862181	0.042033195171622594	0.0	0.051383879588043774	0.04847180117836509	0.05057470273728793	0.047623697120591515	0.0550987700826081	0.043966606672012506	0.06068259403331509	0.06356232116524257	0.17623037501182898	0.13410040548053664	0.15380672495587533	0.13263981559342525	0.18053925430098866	0.1948451384048816	0.20667907416672576	0.19983827460456638	0.14275303166129835	0.1451029063141212	0.15573685052943037	0.2225231302910542	0.2174083949038105	0.20716611448549313	0.2232226025895604	0.19997350722277435	0.1925299136889674	0.1978169433228698	0.20897962361994704	0.19689001030840114	0.1730973548548269	0.1643327010608084	0.20690328993316165	0.15457140261767688	0.1578905026505442	0.21484111999041047	0.23927564468421977	0.19530341208502233	0.1796703889924584	0.15238172038079478	0.19649305514125823	0.15141316073817535	0.20023054614713276	0.20080418029116842	0.22702993351678005	0.22445365476896026	0.2105136819085438	0.1984796219238028	0.12879511581850273	0.11870416949311391	0.12169676285552342	0.17701798557960846	0.19119942848520632	0.2088466921656966	0.205556768054661	0.20511436245958647	0.21034802820554208	0.17860098029865323	0.13363390988750384	0.20031122815821817	0.1699786277964584	0.19423400398197052	0.1957330685602764	0.17479613860956175	0.1557241534099226
f16ppA	0.20810687399532546	0.1999488297971789	0.21055364936065118	0.17670889696040304	0.15273622300786388	0.18562301945564041	0.1507203928978132	0.11335730190115395	0.1135146637118555	0.20335877450988216	0.19599275706788538	0.08160773614497432	0.06516565551194874	0.07438457599703087	0.10835778745534587	0.08830333465384783	0.10256550790059132	0.07953359931217686	0.09360908335458043	0.04570388075758121	0.051383879588043774	0.0	0.0521424867643237	0.054245388323246546	0.05129438270655013	0.058769455668566714	0.04763729225797112	0.0643532796192737	0.0672330067512012	0.1799010605977876	0.13777109106649527	0.15747741054183395	0.13631050117938387	0.18420993988694728	0.1985158239908402	0.21034975975268438	0.20350896019052497	0.14642371724725695	0.1487735919000798	0.15940753611538896	0.22619381587701282	0.2210790804897691	0.21083680007145172	0.22689328817551901	0.20364419280873297	0.196200599274926	0.20148762890882843	0.21265030920590566	0.20056069589435976	0.17676804044078553	0.168003386646767	0.21057397551912027	0.1582420882036355	0.16156118823650278	0.21851180557636907	0.24294633027017837	0.19897409767098095	0.18334107457841703	0.15605240596675338	0.20016374072721682	0.15508384632413397	0.20390123173309138	0.20447486587712704	0.23070061910273865	0.22812434035491885	0.21418436749450243	0.2021503075097614	0.13246580140446135	0.12237485507907252	0.125367448441482	0.18068867116556708	0.19487011407116495	0.2125173777516552	0.20922745364061962	0.20878504804554507	0.21401871379150067	0.18227166588461183	0.13730459547346247	0.2039819137441768	0.17364931338241701	0.19790468956792912	0.19940375414623498	0.17846682419552035	0.15939483899588122
w19pp	0.1960784675106359	0.18792042331248937	0.19852524287596163	0.1646804904757135	0.14070781652317432	0.17359461297095086	0.13869198641312364	0.1013288954164644	0.10148625722716598	0.1913303680251926	0.18396435058319585	0.06957932966028477	0.053137249027259185	0.06235616951234132	0.09632938097065633	0.07627492816915829	0.09053710141590178	0.06750519282748732	0.08158067686989087	0.03367547427289166	0.04847180117836509	0.0521424867643237	0.0	0.042216981838556995	0.03926597622186058	0.04674104918387716	0.03560888577328157	0.05232487313458416	0.05520460026651164	0.16787265411309804	0.1257426845818057	0.1454490040571444	0.12428209469469431	0.17218153340225772	0.18648741750615067	0.19832135326799483	0.19148055370583544	0.13439531076256742	0.13674518541539027	0.14737912963069943	0.21416540939232326	0.20905067400507957	0.1988083935867622	0.21486488169082946	0.1916157863240434	0.18417219279023647	0.18945922242413887	0.2006219027212161	0.1885322894096702	0.16473963395609598	0.15597498016207748	0.1985455690344307	0.14621368171894594	0.14953278175181325	0.20648339909167954	0.23091792378548884	0.1869456911862914	0.17131266809372747	0.14402399948206385	0.1881353342425273	0.1430554398394444	0.19187282524840182	0.19244645939243749	0.21867221261804912	0.21609593387022932	0.20215596100981287	0.19012190102507187	0.12043739491977179	0.11034644859438297	0.11333904195679248	0.16866026468087753	0.1828417075864754	0.20048897126696566	0.19719904715593006	0.19675664156085554	0.20199030730681114	0.1702432593999223	0.1252761889887729	0.19195350725948723	0.16162090689772746	0.18587628308323959	0.18737534766154545	0.16643841771083082	0.14736643251119166
w20pp	0.18325603801286844	0.1750979938147219	0.18570281337819416	0.15185806097794605	0.12788538702540686	0.1607721834731834	0.12586955691535617	0.08850646591869693	0.0886638277293985	0.17850793852742514	0.1711419210854284	0.05675690016251732	0.04031481952949173	0.04953374001457386	0.08350695147288886	0.06345249867139083	0.07771467191813433	0.05468276332971986	0.06875824737212342	0.029366571457460897	0.05057470273728793	0.054245388323246546	0.042216981838556995	0.0	0.019778119939300794	0.027253192901317377	0.016121029490721785	0.03283701685202437	0.03571674398395185	0.15505022461533058	0.11292025508403826	0.13262657455937693	0.11145966519692685	0.15935910390449026	0.1736649880083832	0.1854989237702274	0.17865812420806798	0.12157288126479995	0.1239227559176228	0.13455670013293197	0.2013429798945558	0.1962282445073121	0.18598596408899473	0.202042452193062	0.17879335682627595	0.171349763292469	0.17663679292637144	0.18779947322344864	0.17570985991190274	0.15191720445832854	0.14315255066431	0.18572313953666325	0.13339125222117848	0.1367103522540458	0.19366096959391207	0.21809549428772138	0.17412326168852396	0.15849023859596	0.13120156998429638	0.17531290474475983	0.13023301034167695	0.1790503957506344	0.17962402989467005	0.20584978312028165	0.20327350437246186	0.1893335315120454	0.1772994715273044	0.10761496542200434	0.09752401909661551	0.10051661245902502	0.1558378351831101	0.17001927808870795	0.1876665417691982	0.18437661765816263	0.18393421206308808	0.18916787780904368	0.15742082990215484	0.11245375949100547	0.17913107776171977	0.14879847739996	0.17305385358547212	0.174552918163778	0.15361598821306335	0.1345440030134242
f7pp	0.18030503239617202	0.17214698819802549	0.18275180776149774	0.14890705536124962	0.12493438140871044	0.15782117785648697	0.12291855129865975	0.08555546030200052	0.08571282211270209	0.1755569329107287	0.16819091546873197	0.0538058945458209	0.037363813912795314	0.04658273439787745	0.08055594585619245	0.06050149305469441	0.07476366630143791	0.05173175771302344	0.06580724175542702	0.02641556584076448	0.047623697120591515	0.05129438270655013	0.03926597622186058	0.019778119939300794	0.0	0.014773820230106927	0.00808864051183798	0.024804627873140563	0.027684355005068044	0.15209921899863416	0.10996924946734185	0.1296755689426805	0.10850865958023043	0.15640809828779384	0.17071398239168678	0.18254791815353097	0.17570711859137156	0.11862187564810354	0.12097175030092638	0.13160569451623555	0.19839197427785937	0.1932772388906157	0.18303495847229834	0.19909144657636557	0.17584235120957953	0.16839875767577261	0.17368578730967502	0.18484846760675222	0.17275885429520632	0.14896619884163212	0.14020154504761362	0.18277213391996683	0.13044024660448206	0.1337593466373494	0.19070996397721568	0.21514448867102498	0.17117225607182754	0.1555392329792636	0.12825056436759996	0.17236189912806343	0.12728200472498052	0.17609939013393797	0.17667302427797363	0.20289877750358526	0.20032249875576547	0.18638252589534898	0.17434846591060799	0.10466395980530793	0.0945730134799191	0.0975656068423286	0.15288682956641367	0.16706827247201153	0.1847155361525018	0.1814256120414662	0.18098320644639165	0.18621687219234728	0.1544698242854584	0.10950275387430905	0.17618007214502338	0.1458474717832636	0.1701028479687757	0.17160191254708157	0.15066498259636693	0.13159299739672778
w8pp	0.18778010535818862	0.17962206116004206	0.19022688072351435	0.1563821283232662	0.13240945437072704	0.16529625081850358	0.13039362426067636	0.09303053326401711	0.09318789507471867	0.1830320058727453	0.17566598843074854	0.061280967507837486	0.0448388868748119	0.05405780735989403	0.08803101881820903	0.067976566016711	0.08223873926345449	0.059206830675040026	0.07328231471744359	0.033890638802781065	0.0550987700826081	0.058769455668566714	0.04674104918387716	0.027253192901317377	0.014773820230106927	0.0	0.015563713473854561	0.032279700835157146	0.03515942796708463	0.15957429196065076	0.11744432242935843	0.1371506419046971	0.11598373254224702	0.16388317124981044	0.17818905535370336	0.19002299111554755	0.18318219155338814	0.1260969486101201	0.12844682326294296	0.13908076747825213	0.20586704723987598	0.20075231185263226	0.19051003143431489	0.20656651953838218	0.18331742417159613	0.17587383063778916	0.1811608602716916	0.19232354056876882	0.18023392725722293	0.1564412718036487	0.14767661800963017	0.19024720688198343	0.13791531956649866	0.14123441959936595	0.19818503693923223	0.22261956163304153	0.17864732903384412	0.1630143059412802	0.13572563732961654	0.17983697209007998	0.13475707768699713	0.18357446309595454	0.1841480972399902	0.2103738504656018	0.20779757171778201	0.1938575988573656	0.18182353887262456	0.11213903276732451	0.10204808644193568	0.10504067980434517	0.16036190252843024	0.1745433454340281	0.19219060911451835	0.18890068500348278	0.18845827940840823	0.19369194515436383	0.161944897247475	0.11697782683632563	0.18365514510703995	0.15332254474528018	0.17757792093079228	0.17907698550909815	0.1581400555583835	0.13906807035874438
f24pp	0.17664794194759303	0.16848989774944648	0.17909471731291876	0.14524996491267061	0.12127729096013146	0.154164087407908	0.11926146085008077	0.08189836985342151	0.08205573166412308	0.1718998424621497	0.16453382502015296	0.05014880409724189	0.033706723464216305	0.04292564394929844	0.07689885540761345	0.0568444026061154	0.0711065758528589	0.04807466726444443	0.062150151306848	0.022758475392185472	0.043966606672012506	0.04763729225797112	0.03560888577328157	0.016121029490721785	0.00808864051183798	0.015563713473854561	0.0	0.018682557973745594	0.022794164102769927	0.14844212855005515	0.10631215901876284	0.1260184784941015	0.10485156913165142	0.15275100783921486	0.16705689194310777	0.17889082770495196	0.17205002814279255	0.11496478519952454	0.11731465985234737	0.12794860406765654	0.1947348838292804	0.18962014844203667	0.1793778680237193	0.1954343561277866	0.17218526076100055	0.16474166722719358	0.170028696861096	0.18119137715817324	0.16910176384662734	0.1453091083930531	0.13654445459903458	0.17911504347138785	0.12678315615590308	0.13010225618877036	0.18705287352863664	0.21148739822244594	0.16751516562324853	0.1518821425306846	0.12459347391902095	0.1687048086794844	0.12362491427640153	0.17244229968535896	0.17301593382939462	0.19924168705500622	0.19666540830718643	0.18272543544677	0.17069137546202898	0.10100686935672892	0.09091592303134009	0.09390851639374959	0.14922973911783466	0.16341118202343252	0.18105844570392277	0.1777685215928872	0.17732611599781264	0.18255978174376825	0.1508127338368794	0.10584566342573004	0.17252298169644437	0.1421903813346846	0.1664457575201967	0.16794482209850256	0.14700789214778792	0.1279359069481488
w28pp	0.19336392930889562	0.18520588511074904	0.19581070467422135	0.1619659522739732	0.13799327832143402	0.17088007476921058	0.13597744821138333	0.0986143572147241	0.09877171902542567	0.1886158298234523	0.18124981238145554	0.06686479145854449	0.05042271082551889	0.059641631310601025	0.09361484276891602	0.07356038996741798	0.08782256321416149	0.06479065462574701	0.07886613866815059	0.03947446275348806	0.06068259403331509	0.0643532796192737	0.05232487313458416	0.03283701685202437	0.024804627873140563	0.032279700835157146	0.018682557973745594	0.0	0.03951015146407251	0.16515811591135773	0.12302814638006541	0.14273446585540409	0.121567556492954	0.16946699520051742	0.18377287930441033	0.19560681506625455	0.1887660155040951	0.1316807725608271	0.13403064721364996	0.1446645914289591	0.21145087119058295	0.20633613580333926	0.1960938553850219	0.21215034348908915	0.1889012481223031	0.18145765458849616	0.1867446842223986	0.1979073645194758	0.1858177512079299	0.1620250957543557	0.15326044196033717	0.1958310308326904	0.14349914351720564	0.14681824355007295	0.20376886088993923	0.22820338558374853	0.18423115298455112	0.16859812989198716	0.1413094612803235	0.18542079604078698	0.1403409016377041	0.18915828704666154	0.1897319211906972	0.2159576744163088	0.21338139566848902	0.19944142280807256	0.18740736282333154	0.11772285671803148	0.10763191039264267	0.11062450375505217	0.16594572647913725	0.1801271693847351	0.19777443306522535	0.19448450895418978	0.1940421033591152	0.19927576910507083	0.16752872119818196	0.12256165078703261	0.18923896905774695	0.15890636869598718	0.18316174488149928	0.18466080945980512	0.1637238795090905	0.14465189430945136
