	f26pp	w16pp	w18pp	w21pp	w19pp	f19pp	s24H1	w3pp	f12ppB	f16ppB	s18pp	F16H1	w25pp	f13pp	w20pp	f22ppA	f24pp	f11pp	s31pp	S10H1	f1pp	f21pp	s22pp	S19H1	F1H1	S18H1	s11pp	s10pp	S30H1	s23pp	w23pp	S23Hp	f20ppB	f8pp	f2pp	s16pp	s1pp	f10pp	f30pp	s25pp	w24pp	w17pp	w13pp	s4pp	s19pp	f14ppB	w26pp	s27pp	w11pp	S17H1	w12pp	w29pp	f31pp	F8H1	s28pp	w10pp	s24pp	s29pp	s8pp	S13Hp	S11Hp	31160	F14H1A	w27pp	S4Hp	f29pp	f14ppA	s17pp	w31pp	w6pp	s14pp	F3H1	s12pp	f22ppB	f12ppA	f17ppB	f20ppA	s21pp	f15pp	w28pp	s32pp	w32pp	530295	S26Hp	f3pp	f6ppA	S6Hp	s3pp	w1pp	w30pp	s30pp	w9pp	f17ppA	w4pp	f7pp	f4pp	w2pp	w14pp	s2pp	w7pp	s7pp	S28Hp	F6H1	S8Hp	f23ppB	f32pp	w8pp	F32H1	S27H1	w22pp	s13pp	s26pp	f18pp	S29H1	S22Hp	f9pp	w15pp	f25pp	S1Hp	S31Hp	F22HpB	S15Hp	S20H1	S12Hp	31300	530451	31071	S7Hp	S25Hp	S9H1	S14Hp	s9pp	F23HpA	f16ppA
f21pp	0.060042597176236515	0.05180096382220993	0.04875000575335329	0.05398916714900234	0.05111240111579435	0.053058563667785746	0.0835068220873757	0.04988995211361656	0.050470687634198354	0.05271440445912039	0.04563269470209945	0.046849459366770964	0.040852959627274164	0.04843050369155749	0.03703726902273986	0.0398000405512938	0.03601045611258024	0.02841816272296962	0.025033261096123232	0.027072971710515384	0.015231734393214989	0.0	0.033248587273157104	0.05245072150406474	0.060394004784085395	0.05286291191699886	0.03270463120860729	0.036248865590258715	0.050518451149384386	0.050433373974902065	0.050852461301545575	0.0431317446309116	0.040171542293156906	0.04050907072888198	0.039198656735313184	0.05500624965419318	0.04670775896816537	0.05413224935968209	0.048135882429511646	0.04124189272412959	0.03804206671704373	0.03791952739532217	0.0435661588185778	0.053049175281605646	0.054519347298125895	0.033489291975835896	0.0456130883633189	0.053093767022055274	0.04506262271519806	0.04613036472102419	0.053121564794064616	0.05789215609961418	0.07173823906687268	0.05821435757997276	0.056345389023581924	0.055101566411654986	0.06045084737059464	0.05174698667500592	0.056750735980396316	0.10646221123734328	0.06654863333906909	0.09457328296954605	0.06818092495647513	0.06848061894344543	0.09354319367016553	0.04832123760785561	0.04707449225126289	0.044850694064707264	0.05549192803897088	0.058828550234839565	0.06397958721375764	0.08155615493995422	0.055575803715167904	0.05133963947551438	0.05955649020927599	0.05386370127079754	0.06469471813834189	0.06320654094254091	0.06236238852273776	0.061234361401832235	0.06773112745388427	0.056063498138129886	0.09039109752667887	0.06927424580428107	0.06693362117095938	0.07178086075279082	0.08538767050607923	0.059501067712185156	0.05416967704674421	0.06267562540025193	0.058073838276454105	0.05550868967285826	0.05898534917772239	0.05220306480638675	0.05169848138603701	0.05954217530941643	0.04814199502614884	0.0506226575641731	0.05008526696136914	0.05291661504687802	0.05355107930509588	0.06526090432187465	0.08913239021313549	0.06737795610385577	0.06896179581710174	0.07185943421447283	0.07015897964296172	0.08008954777284424	0.06612266181828289	0.0739483513611762	0.07470736134645975	0.07996365659319445	0.07830842835653781	0.09620953314977676	0.08829435882761008	0.06663659189854206	0.059119983867091004	0.055777615063661946	0.07908170287552349	0.09457526931261	0.1272516780397386	0.1774930669919787	0.4095143548026935	0.44752005849219695	0.8383903656400693	0.8908947087402088	0.9092606550301476	0.8000213050023269	0.8867117994116795	0.9409580879666732	1.0071159089742365	0.06116249421767414	0.05994211989973581	0.045954437313347314
s22pp	0.07382625975183797	0.0655846263978114	0.06253366832895475	0.0677728297246038	0.0648960636913958	0.0668422262433872	0.09729048466297716	0.06367361468921803	0.06425435020979982	0.06649806703472184	0.059416357277700914	0.06063312194237243	0.05463662220287563	0.06221416626715895	0.05082093159834133	0.053583703126895255	0.049794118688181704	0.04220182529857108	0.0388169236717247	0.040856634286116855	0.029015396968816456	0.033248587273157104	0.0	0.06623438407966621	0.07417766735968687	0.06664657449260032	0.04648829378420875	0.05003252816586018	0.06430211372498586	0.06421703655050354	0.06463612387714704	0.05691540720651306	0.05395520486875837	0.05429273330448344	0.052982319310914655	0.06878991222979465	0.060491421543766834	0.06791591193528355	0.06191954500511311	0.055025555299731056	0.051825729292645194	0.05170318997092364	0.05734982139417927	0.06683283785720712	0.06830300987372737	0.04727295455143736	0.05939675093892036	0.06687742959765673	0.05884628529079952	0.059914027296625656	0.06690522736966609	0.07167581867521565	0.08552190164247415	0.07199802015557422	0.0701290515991834	0.06888522898725645	0.0742345099461961	0.06553064925060738	0.07053439855599777	0.12024587381294474	0.08033229591467055	0.10835694554514752	0.08196458753207658	0.08226428151904688	0.10732685624576699	0.062104900183457074	0.06085815482686435	0.05863435664030873	0.06927559061457235	0.07261221281044103	0.07776324978935911	0.09533981751555567	0.06935946629076938	0.06512330205111584	0.07334015278487746	0.06764736384639901	0.07847838071394336	0.07699020351814238	0.07614605109833922	0.0750180239774337	0.08151479002948572	0.06984716071373134	0.10417476010228034	0.08305790837988253	0.08071728374656084	0.08556452332839229	0.09917133308168069	0.07328473028778662	0.06795333962234568	0.07645928797585338	0.07185750085205557	0.06929235224845973	0.07276901175332386	0.06598672738198821	0.06548214396163848	0.0733258378850179	0.06192565760175031	0.06440632013977456	0.0638689295369706	0.06670027762247949	0.06733474188069735	0.0790445668974761	0.10291605278873694	0.08116161867945723	0.08274545839270321	0.08564309679007429	0.08394264221856318	0.09387321034844572	0.07990632439388434	0.08773201393677765	0.08849102392206121	0.09374731916879592	0.09209209093213927	0.10999319572537823	0.10207802140321155	0.08042025447414353	0.07290364644269247	0.06956127763926341	0.09286536545112495	0.10835893188821147	0.14103534061534007	0.19127672956758016	0.423298017378295	0.4613037210677984	0.8521740282156708	0.9046783713158103	0.9230443176057491	0.8138049675779284	0.900495461987281	0.9547417505422747	1.020899571549838	0.0749461567932756	0.07372578247533727	0.05973809988894878
S19H1	0.08669850998797801	0.07845687663395143	0.07540591856509479	0.08064507996074384	0.07776831392753585	0.07971447647952724	0.1101627348991172	0.07654586492535806	0.07712660044593986	0.07937031727086188	0.07228860751384095	0.07350537217851245	0.06750887243901565	0.07508641650329899	0.06369318183448136	0.0664559533630353	0.06266636892432173	0.055074075534711116	0.05168917390786473	0.05372888452225689	0.046697959117866616	0.05245072150406474	0.06623438407966621	0.0	0.07238498481603389	0.06485389194894736	0.059360544020348786	0.0629047784020002	0.07717436396112588	0.07708928678664356	0.07750837411328707	0.0697876574426531	0.0668274551048984	0.06716498354062347	0.06585456954705468	0.08166216246593468	0.07336367177990687	0.0807881621714236	0.07479179524125315	0.06789780553587109	0.06469797952878523	0.06457544020706367	0.07022207163031931	0.07970508809334714	0.08117526010986739	0.06014520478757739	0.0722690011750604	0.07974967983379677	0.07171853552693955	0.07278627753276569	0.07977747760580611	0.08454806891135568	0.0983941518786142	0.08487027039171426	0.08300130183532342	0.08175747922339649	0.08710676018233614	0.07840289948674742	0.08340664879213781	0.1331181240490848	0.09320454615081059	0.12122919578128755	0.09483683776821662	0.09513653175518692	0.12019910648190701	0.07497715041959711	0.07373040506300438	0.07150660687644876	0.08214784085071239	0.08548446304658107	0.09063550002549914	0.10821206775169571	0.08223171652690942	0.07799555228725588	0.08621240302101749	0.08051961408253905	0.09135063095008339	0.08986245375428242	0.08901830133447927	0.08789027421357373	0.09438704026562576	0.0827194109498714	0.11704701033842038	0.09593015861602257	0.0935895339827009	0.09843677356453231	0.11204358331782073	0.08615698052392666	0.08082558985848572	0.08933153821199342	0.08472975108819561	0.08216460248459977	0.0856412619894639	0.07885897761812825	0.07835439419777851	0.08619808812115794	0.07479790783789035	0.0772785703759146	0.07674117977311064	0.07957252785861953	0.08020699211683739	0.09191681713361614	0.11578830302487698	0.09403386891559727	0.09561770862884325	0.09851534702621434	0.09681489245470322	0.10674546058458576	0.0927785746300244	0.10060426417291769	0.10136327415820126	0.10661956940493594	0.10496434116827932	0.12286544596151827	0.11495027163935159	0.09329250471028355	0.08577589667883251	0.08243352787540345	0.10573761568726499	0.1212311821243515	0.15390759085148012	0.2041489798037202	0.436170267614435	0.47417597130393846	0.8650462784518108	0.9175506215519503	0.9359165678418891	0.8266772178140684	0.9133677122234211	0.9676140007784148	1.033771821785978	0.08781840702941564	0.08659803271147731	0.07261035012508882
F1H1	0.09464179326799867	0.08640015991397208	0.08334920184511545	0.0885883632407645	0.0857115972075565	0.0876577597595479	0.11810601817913785	0.08448914820537871	0.08506988372596051	0.08731360055088254	0.0802318907938616	0.08144865545853311	0.07545215571903632	0.08302969978331964	0.07163646511450202	0.07439923664305595	0.0706096522043424	0.06301735881473178	0.05963245718788539	0.06167216780227754	0.05464124239788727	0.060394004784085395	0.07417766735968687	0.07238498481603389	0.0	0.05987509671067613	0.06730382730036943	0.07084806168202087	0.08511764724114654	0.08503257006666423	0.08545165739330773	0.07773094072267375	0.07477073838491906	0.07510826682064413	0.07379785282707535	0.08960544574595534	0.08130695505992754	0.08873144545144425	0.0827350785212738	0.07584108881589174	0.07264126280880588	0.07251872348708434	0.07816535491033996	0.08764837137336781	0.08911854338988806	0.06808848806759805	0.08021228445508105	0.08769296311381743	0.07966181880696022	0.08072956081278634	0.08772076088582677	0.09249135219137633	0.10633743515863484	0.09281355367173491	0.09094458511534408	0.08970076250341713	0.09505004346235679	0.08634618276676807	0.09134993207215847	0.14106140732910544	0.10114782943083124	0.1291724790613082	0.10278012104823728	0.10307981503520758	0.12814238976192768	0.08292043369961777	0.08167368834302503	0.07944989015646942	0.09009112413073304	0.09342774632660172	0.09857878330551981	0.11615535103171637	0.09017499980693007	0.08593883556727654	0.09415568630103816	0.0884628973625597	0.09929391423010406	0.09780573703430308	0.09696158461449991	0.0958335574935944	0.10233032354564642	0.09066269422989204	0.12499029361844104	0.10387344189604322	0.10153281726272154	0.10638005684455298	0.11998686659784139	0.09410026380394731	0.08876887313850637	0.09727482149201408	0.09267303436821626	0.09010788576462042	0.09358454526948455	0.08680226089814891	0.08629767747779918	0.09414137140117859	0.082741191117911	0.08522185365593525	0.08468446305313129	0.08751581113864018	0.08815027539685805	0.0998601004136368	0.12373158630489764	0.10197715219561793	0.1035609919088639	0.10645863030623498	0.10475817573472387	0.11468874386460641	0.10072185791004504	0.10854754745293835	0.1093065574382219	0.11456285268495661	0.11290762444829996	0.1308087292415389	0.12289355491937225	0.10123578799030422	0.09371917995885316	0.0903768111554241	0.11368089896728564	0.12917446540437216	0.1618508741315008	0.21209226308374085	0.44411355089445564	0.4821192545839591	0.8729895617318315	0.925493904831971	0.9438598511219098	0.834620501094089	0.9213109955034418	0.9755572840584354	1.0417151050659987	0.09576169030943629	0.09454131599149797	0.08055363340510947
S18H1	0.08711070040091212	0.07886906704688554	0.0758181089780289	0.08105727037367795	0.07818050434046996	0.08012666689246135	0.1105749253120513	0.07695805533829217	0.07753879085887397	0.079782507683796	0.07270079792677506	0.07391756259144656	0.06792106285194977	0.0754986069162331	0.06410537224741547	0.0668681437759694	0.06307855933725584	0.055486265947645226	0.05210136432079884	0.054141074935191	0.04711014953080073	0.05286291191699886	0.06664657449260032	0.06485389194894736	0.05987509671067613	0.0	0.0597727344332829	0.06331696881493432	0.07758655437406	0.07750147719957767	0.07792056452622118	0.07019984785558721	0.06723964551783251	0.06757717395355758	0.06626675995998879	0.08207435287886879	0.07377586219284098	0.0812003525843577	0.07520398565418726	0.0683099959488052	0.06511016994171934	0.06498763061999778	0.07063426204325342	0.08011727850628125	0.0815874505228015	0.0605573952005115	0.0726811915879945	0.08016187024673088	0.07213072593987366	0.0731984679456998	0.08018966801874022	0.08496025932428979	0.0988063422915483	0.08528246080464837	0.08341349224825753	0.0821696696363306	0.08751895059527025	0.07881508989968153	0.08381883920507192	0.1335303144620189	0.0936167365637447	0.12164138619422166	0.09524902818115073	0.09554872216812103	0.12061129689484112	0.07538934083253122	0.07414259547593849	0.07191879728938287	0.0825600312636465	0.08589665345951518	0.09104769043843325	0.10862425816462982	0.08264390693984353	0.07840774270018999	0.0866245934339516	0.08093180449547316	0.0917628213630175	0.09027464416721653	0.08943049174741338	0.08830246462650784	0.09479923067855987	0.08313160136280551	0.11745920075135449	0.09634234902895668	0.094001724395635	0.09884896397746643	0.11245577373075484	0.08656917093686077	0.08123778027141983	0.08974372862492754	0.08514194150112972	0.08257679289753388	0.086053452402398	0.07927116803106236	0.07876658461071262	0.08661027853409205	0.07521009825082446	0.0776907607888487	0.07715337018604475	0.07998471827155364	0.0806191825297715	0.09232900754655025	0.1162004934378111	0.09444605932853138	0.09602989904177736	0.09892753743914845	0.09722708286763733	0.10715765099751987	0.0931907650429585	0.1010164545858518	0.10177546457113537	0.10703175981787005	0.10537653158121343	0.12327763637445238	0.1153624620522857	0.09370469512321766	0.08618808709176662	0.08284571828833756	0.1061498061001991	0.1216433725372856	0.15431978126441423	0.20456117021665432	0.4365824580273691	0.47458816171687257	0.8654584688647449	0.9179628119648844	0.9363287582548232	0.8270894082270025	0.9137799026363551	0.9680261911913488	1.034184012198912	0.08823059744234975	0.08701022312441142	0.07302254053802293
s11pp	0.050795678992723595	0.042554045638697025	0.039503087569840376	0.04474224896548943	0.04186548293228143	0.04381164548427283	0.07425990390386278	0.04064303393010365	0.04122376945068544	0.043467486275607474	0.03638577651858654	0.03760254118325805	0.03160604144376125	0.03918358550804458	0.027790350839226954	0.030553122367780895	0.02676353792906734	0.01917124453945672	0.02612296463999641	0.028162675254388564	0.02695186882240916	0.03270463120860729	0.04648829378420875	0.059360544020348786	0.06730382730036943	0.0597727344332829	0.0	0.02428855394820429	0.041271532965871494	0.041186455791389166	0.041605543118032676	0.033884826447398694	0.030924624109644	0.03126215254536907	0.029951738551800285	0.04575933147068028	0.03746084078465247	0.04488533117616919	0.03888896424599875	0.031994974540616686	0.028795148533530827	0.028672609211809273	0.034319240635064904	0.04380225709809274	0.04527242911461299	0.02424237379232299	0.036366170179805986	0.043846848838542354	0.035815704531685144	0.03688344653751128	0.0438746466105517	0.04864523791610127	0.06249132088335978	0.04896743939645984	0.04709847084006902	0.04585464822814207	0.05120392918708172	0.042500068491493	0.0475038177968834	0.09721529305383037	0.05730171515555617	0.08532636478603314	0.058934006772962205	0.059233700759932506	0.08429627548665261	0.039074319424342696	0.037827574067749975	0.03560377588119435	0.04624500985545797	0.04958163205132665	0.05473266903024473	0.0723092367564413	0.046328885531655	0.042092721292001464	0.050309572025763076	0.044616783087284624	0.05544779995482898	0.053959622759028006	0.05311547033922485	0.05198744321831932	0.058484209270371346	0.04681657995461697	0.08114417934316596	0.06002732762076815	0.05768670298744647	0.06253394256927791	0.07614075232256631	0.05025414952867224	0.0449227588632313	0.05342870721673901	0.04882692009294119	0.04626177148934535	0.04973843099420948	0.042956146622873836	0.0424515632025241	0.05029525712590352	0.038895076842635934	0.041375739380660186	0.04083834877785622	0.04366969686336511	0.044304161121582974	0.05601398613836173	0.07988547202962257	0.058131037920342854	0.059714877633588834	0.06261251603095991	0.0609120614594488	0.07084262958933134	0.05687574363476997	0.06470143317766328	0.06546044316294683	0.07071673840968154	0.06906151017302489	0.08696261496626385	0.07904744064409717	0.05738967371502914	0.04987306568357809	0.04653069688014903	0.06983478469201057	0.08532835112909709	0.1180047598562257	0.16824614880846578	0.40026743661918057	0.43827314030868403	0.8291434474565564	0.881647790556696	0.9000137368466348	0.790774386818814	0.8774648812281667	0.9317111697831604	0.9978689907907237	0.05191557603416122	0.050695201716222896	0.0367075191298344
s10pp	0.05433991337437502	0.04609828002034845	0.0430473219514918	0.048286483347140856	0.045409717313932854	0.04735587986592426	0.07780413828551422	0.044187268311755075	0.04476800383233687	0.0470117206572589	0.03993001090023797	0.04114677556490948	0.03515027582541268	0.042727819889696005	0.03133458522087838	0.03409735674943232	0.030307772310718767	0.022715478921108145	0.029667199021647838	0.03170690963603999	0.030496103204060588	0.036248865590258715	0.05003252816586018	0.0629047784020002	0.07084806168202087	0.06331696881493432	0.02428855394820429	0.0	0.04481576734752292	0.04473069017304059	0.0451497774996841	0.03742906082905012	0.034468858491295426	0.0348063869270205	0.03349597293345171	0.049303565852331706	0.041005075166303896	0.04842956555782062	0.04243319862765017	0.03553920892226811	0.03233938291518225	0.0322168435934607	0.03786347501671633	0.047346491479744165	0.048816663496264415	0.027786608173974416	0.03991040456145741	0.04739108322019378	0.03935993891333657	0.040427680919162705	0.04741888099220313	0.0521894722977527	0.0660355552650112	0.052511673778111265	0.050642705221720444	0.0493988826097935	0.054748163568733146	0.04604430287314443	0.05104805217853483	0.1007595274354818	0.060845949537207594	0.08887059916768456	0.06247824115461363	0.06277793514158393	0.08784050986830404	0.04261855380599412	0.0413718084494014	0.03914801026284578	0.0497892442371094	0.05312586643297808	0.058276903411896154	0.07585347113809272	0.049873119913306424	0.04563695567365289	0.0538538064074145	0.04816101746893605	0.058992034336480405	0.05750385714067943	0.056659704720876274	0.05553167759997075	0.06202844365202277	0.0503608143362684	0.08468841372481739	0.06357156200241958	0.0612309373690979	0.06607817695092932	0.07968498670421774	0.05379838391032367	0.048466993244882725	0.056972941598390434	0.05237115447459262	0.049806005870996775	0.053282665375860905	0.04650038100452526	0.045995797584175525	0.053839491507554946	0.04243931122428736	0.04491997376231161	0.044382583159507646	0.047213931245016535	0.0478483955032344	0.05955822052001315	0.083429706411274	0.06167527230199428	0.06325911201524026	0.06615675041261135	0.06445629584110023	0.07438686397098276	0.0604199780164214	0.0682456675593147	0.06900467754459827	0.07426097279133295	0.07260574455467633	0.09050684934791528	0.0825916750257486	0.06093390809668057	0.05341730006522952	0.05007493126180046	0.073379019073662	0.0888725855107485	0.12154899423787713	0.1717903831901172	0.403811671000832	0.44181737469033544	0.8326876818382078	0.8851920249383474	0.9035579712282862	0.7943186212004655	0.8810091156098181	0.9352554041648118	1.001413225172375	0.055459810415812646	0.05423943609787432	0.04025175351148583
S30H1	0.05551583533290719	0.0472742019788806	0.04422324391002396	0.049462405305673016	0.04658563927246502	0.04853180182445642	0.07898006024404637	0.045363190270287235	0.04594392579086903	0.04818764261579106	0.04110593285877012	0.04232269752344164	0.03632619778394484	0.043903741848228164	0.032510507179410536	0.03527327870796447	0.03148369426925092	0.030305697282170516	0.04393678458077352	0.04597649519516567	0.04476568876318626	0.050518451149384386	0.06430211372498586	0.07717436396112588	0.08511764724114654	0.07758655437406	0.041271532965871494	0.04481576734752292	0.0	0.045906612131572745	0.046325699458216255	0.03860498278758227	0.03564478044982758	0.03598230888555265	0.034671894891983863	0.05047948781086386	0.04218099712483605	0.04960548751635277	0.043609120586182326	0.036715130880800265	0.0335153048737144	0.03339276555199285	0.03903939697524848	0.04852241343827632	0.04999258545479657	0.02896253013250657	0.04108632651998957	0.04856700517872595	0.04053586087186873	0.041603602877694865	0.04859480295073529	0.05336539425628485	0.06721147722354337	0.05368759573664343	0.0518186271802526	0.05057480456832566	0.05592408552726531	0.047220224831676594	0.05222397413706699	0.10193544939401396	0.06202187149573976	0.09004652112621672	0.0636541631131458	0.0639538571001161	0.08901643182683619	0.04379447576452628	0.04254773040793356	0.04032393222137794	0.05096516619564155	0.05430178839151024	0.059452825370428314	0.07702939309662488	0.05104904187183858	0.04681287763218505	0.05502972836594666	0.04933693942746821	0.060167956295012565	0.05867977909921159	0.05783562667940843	0.05670759955850291	0.06320436561055492	0.05153673629480056	0.08586433568334956	0.06474748396095173	0.06240685932763006	0.06725409890946149	0.08086090866274989	0.05497430586885583	0.049642915203414885	0.05814886355692259	0.05354707643312478	0.050981927829528935	0.054458587334393065	0.04767630296305742	0.047171719542707685	0.055015413466087106	0.04361523318281951	0.04609589572084377	0.04555850511803981	0.048389853203548695	0.04902431746176655	0.06073414247854531	0.08460562836980615	0.06285119426052643	0.06443503397377243	0.0673326723711435	0.06563221779963238	0.07556278592951493	0.06159589997495356	0.06942158951784685	0.07018059950313042	0.07543689474986512	0.07378166651320849	0.09168277130644745	0.08376759698428077	0.06210983005521273	0.05459322202376168	0.05125085322033262	0.07455494103219415	0.09004850746928067	0.1227249161964093	0.17296630514864936	0.40498759295936415	0.4429932966488676	0.83386360379674	0.8863679468968795	0.9047338931868183	0.7954945431589976	0.8821850375683502	0.9364313261233439	1.0025891471309072	0.05663573237434481	0.05541535805640648	0.04142767547001799
s23pp	0.047972004392041995	0.03973037103801541	0.03667941296915877	0.04191857436480782	0.03904180833159983	0.04098797088359123	0.07143622930318118	0.03781935932942204	0.038400094850003834	0.04064381167492587	0.033562101917904937	0.034778866582576444	0.028782366843079648	0.03635991090736297	0.024966676238545347	0.03118604529229134	0.027396460853577782	0.030220620107688195	0.04385170740629119	0.04589141802068334	0.04468061158870394	0.050433373974902065	0.06421703655050354	0.07708928678664356	0.08503257006666423	0.07750147719957767	0.041186455791389166	0.04473069017304059	0.045906612131572745	0.0	0.020193354685421216	0.020046458725850442	0.028100949508962393	0.028438477944687464	0.027128063951118678	0.04293565686999867	0.03463716618397086	0.04206165657548758	0.03606528964531714	0.02917129993993508	0.02597147393284922	0.025848934611127666	0.0314955660343833	0.04097858249741114	0.04244875451393139	0.021418699191641383	0.03354249557912438	0.041023174237860754	0.03299202993100354	0.03405977193682967	0.041050972009870096	0.04582156331541966	0.05966764628267817	0.04614376479577824	0.044274796239387404	0.043030973627460466	0.04838025458640012	0.0396763938908114	0.044680143196201796	0.09439161845314877	0.05447804055487457	0.08250269018535153	0.056110332172280605	0.056410026159250906	0.081472600885971	0.03625064482366109	0.03500389946706837	0.032780101280512744	0.043421335254776365	0.04675795745064505	0.05190899442956312	0.0694855621557597	0.04350521093097339	0.039269046691319864	0.04748589742508147	0.041793108486603024	0.05262412535414737	0.051135948158346406	0.05029179573854324	0.049163768617637715	0.055660534669689746	0.043992905353935366	0.07832050474248436	0.05720365302008655	0.054863028386764864	0.0597102679685963	0.07331707772188471	0.04743047492799064	0.04209908426254969	0.05060503261605741	0.04600324549225959	0.04343809688866374	0.04691475639352788	0.04013247202219223	0.03962788860184249	0.04747158252522192	0.03607140224195433	0.03855206477997858	0.03801467417717462	0.04084602226268351	0.04148048652090137	0.05319031153768013	0.07706179742894097	0.055307363319661254	0.056891203032907234	0.05978884143027831	0.0580883868587672	0.06801895498864974	0.054052069034088365	0.061877758576981676	0.06263676856226523	0.06789306380899993	0.06623783557234329	0.08413894036558225	0.07622376604341558	0.054565999114347535	0.04704939108289649	0.04370702227946743	0.06701111009132896	0.08250467652841548	0.1151810852555441	0.16542247420778416	0.39744376201849896	0.4354494657080024	0.8263197728558748	0.8788241159560143	0.8971900622459531	0.7879507122181324	0.874641206627485	0.9288874951824787	0.995045316190042	0.04909190143347962	0.04787152711554129	0.033883844529152794
w23pp	0.0483910917186855	0.04014945836465893	0.03709850029580228	0.04233766169145133	0.03946089565824333	0.041407058210234736	0.0718553166298247	0.03823844665606555	0.03881918217664734	0.041062899001569377	0.033981189244548446	0.03519795390921995	0.029201454169723157	0.03677899823400648	0.025385763565188856	0.03160513261893485	0.02781554818022129	0.030639707434331705	0.0442707947329347	0.04631050534732685	0.04509969891534745	0.050852461301545575	0.06463612387714704	0.07750837411328707	0.08545165739330773	0.07792056452622118	0.041605543118032676	0.0451497774996841	0.046325699458216255	0.020193354685421216	0.0	0.02046554605249395	0.028520036835605903	0.028857565271330973	0.027547151277762187	0.04335474419664218	0.03505625351061437	0.04248074390213109	0.03648437697196065	0.02959038726657859	0.02639056125949273	0.026268021937771176	0.03191465336102681	0.04139766982405464	0.04286784184057489	0.021837786518284892	0.03396158290576789	0.04144226156450426	0.03341111725764705	0.03447885926347318	0.041470059336513605	0.046240650642063175	0.06008673360932168	0.04656285212242174	0.04469388356603092	0.043450060954103975	0.04879934191304362	0.040095481217454904	0.045099230522845306	0.09481070577979228	0.05489712788151807	0.08292177751199503	0.05652941949892411	0.05682911348589441	0.08189168821261451	0.0366697321503046	0.03542298679371188	0.03319918860715625	0.043840422581419874	0.047177044777288554	0.05232808175620664	0.0699046494824032	0.0439242982576169	0.039688134017963374	0.047904984751724985	0.042212195813246534	0.05304321268079089	0.05155503548498991	0.05071088306518676	0.04958285594428123	0.05607962199633325	0.04441199268057888	0.07873959206912787	0.05762274034673005	0.05528211571340838	0.060129355295239814	0.07373616504852822	0.047849562254634145	0.0425181715891932	0.05102411994270091	0.046422332818903095	0.04385718421530725	0.04733384372017138	0.04055155934883574	0.04004697592848601	0.04789066985186542	0.036490489568597836	0.03897115210662209	0.03843376150381813	0.04126510958932702	0.04189957384754488	0.05360939886432363	0.07748088475558447	0.05572645064630476	0.057310290359550736	0.060207928756921825	0.058507474185410704	0.06843804231529324	0.05447115636073188	0.06229684590362518	0.06305585588890875	0.06831215113564344	0.06665692289898681	0.08455802769222576	0.07664285337005908	0.05498508644099105	0.047468478409539994	0.04412610960611094	0.06743019741797247	0.08292376385505898	0.1156001725821876	0.1658415615344277	0.3978628493451425	0.43586855303464594	0.8267388601825183	0.8792432032826578	0.8976091495725966	0.7883697995447759	0.8750602939541285	0.9293065825091222	0.9954644035166855	0.04951098876012312	0.0482906144421848	0.034302931855796304
S23Hp	0.04067037504805152	0.032428741694024946	0.029377783625168304	0.03461694502081736	0.031740178987609356	0.033686341539600755	0.06413459995919071	0.030517729985431574	0.03109846550601337	0.033342182330935395	0.026260472573914465	0.02747723723858598	0.02148073749908918	0.029058281563372503	0.01766504689455488	0.023884415948300868	0.020094831509587317	0.022918990763697723	0.03655007806230072	0.03858978867669287	0.03737898224471348	0.0431317446309116	0.05691540720651306	0.0697876574426531	0.07773094072267375	0.07019984785558721	0.033884826447398694	0.03742906082905012	0.03860498278758227	0.020046458725850442	0.02046554605249395	0.0	0.020799320164971925	0.021136848600697	0.01982643460712821	0.03563402752600821	0.02733553683998039	0.03476002723149711	0.02876366030132667	0.021869670595944614	0.01866984458885875	0.018547305267137194	0.024193936690392825	0.03367695315342067	0.03514712516994092	0.014117069847650916	0.02624086623513391	0.03372154489387028	0.02569040058701307	0.026758142592839203	0.03374934266587963	0.03851993397142919	0.0523660169386877	0.03884213545178777	0.03697316689539694	0.035729344283469994	0.04107862524240965	0.03237476454682093	0.03737851385221133	0.0870899891091583	0.047176411210884096	0.07520106084136106	0.04880870282829013	0.049108396815260434	0.07417097154198053	0.028949015479670624	0.027702270123077896	0.02547847193652228	0.03611970591078589	0.03945632810665458	0.044607365085572656	0.062183932811769226	0.03620358158698292	0.03196741734732939	0.040184268081091004	0.03449147914261255	0.04532249601015691	0.043834318814355934	0.042990166394552776	0.04186213927364725	0.048358905325699274	0.0366912760099449	0.07101887539849389	0.04990202367609608	0.0475613990427744	0.05240863862460583	0.06601544837789425	0.04012884558400017	0.03479745491855923	0.043303403272066936	0.03870161614826912	0.03613646754467328	0.03961312704953741	0.032830842678201765	0.03232625925785203	0.04016995318123145	0.02876977289796386	0.031250435435988114	0.030713044833184152	0.03354439291869304	0.034178857176910896	0.045888682193689655	0.0697601680849505	0.04800573397567078	0.04958957368891676	0.05248721208628784	0.05078675751477673	0.060717325644659266	0.0467504396900979	0.054576129232991204	0.055335139218274765	0.06059143446500946	0.05893620622835283	0.07683731102159178	0.0689221366994251	0.04726436977035707	0.03974776173890602	0.03640539293547696	0.0597094807473385	0.07520304718442501	0.10787945591155362	0.1581208448637937	0.3901421326745085	0.42814783636401194	0.8190181435118843	0.8715224866120238	0.8898884329019626	0.7806490828741419	0.8673395772834945	0.9215858658384882	0.9877436868460515	0.041790272089489156	0.040569897771550824	0.02658221518516233
