	w25pp	f16ppB	f25pp	f14ppB	f6ppA	S14Hp	F32H1	F7H1	s11pp	w16pp	w15pp	S3Hp	f32pp	f2pp	w2pp	w4pp	f1pp	w1pp	f4pp	s21pp	w3pp	s3pp	w26pp	f26pp	f3pp	w10pp	f20ppB	w21pp	s29pp	s24pp	S12Hp	S1Hp	S22Hp	f12ppA	w12pp	w18pp	s12pp	w14pp	f9pp	f15pp	s30pp	w17pp	f14ppA	f30pp	f23ppA	f21pp	f17ppA	w9pp	f11pp	f8pp	w11pp	f31pp	f23ppB	f16ppA	s17pp	w24pp	w29pp	f10pp	S23Hp	w7pp	f22ppA	s19pp	F8H1	s8pp	w8pp	f13pp	s31pp	s27pp	w27pp	f29pp	s2pp	S18H1	f20ppA	w13pp	w20pp	S13Hp	w32pp	w6pp	f22ppB	w22pp	f7pp	f12ppB	S9H1	S2Hp	s1pp	s28pp	w28pp	f28pp	w31pp	w23pp	s23pp	S15Hp	530451	31160	F14H1A	f24pp	f17ppB	f19pp	f18pp	f6ppB	s25pp	w19pp
w10pp	0.0726800855251633	0.06892908949760024	0.0689280894971002	0.04603957271036968	0.08677653794771739	0.24034845500917676	0.28349741534609196	0.2721283078342924	0.18785017896746564	0.05294467842875446	0.09650872452735819	0.14678601173637648	0.046274534777257764	0.06623983355152041	0.06623983355152041	0.04121693561203262	0.0318637202868003	0.0318637202868003	0.012784275944328773	0.0327542090001271	0.0295653320391226	0.0295653320391226	0.02179779085998818	0.02179779085998818	0.06640955434141131	0.0	0.013465617605082917	0.07411939979539847	0.13943633246989498	0.2868508184257677	0.2691510396500477	0.2991136768385522	0.2742796650083515	0.05622142321310607	0.07344926487000032	0.055257570068175374	0.07580313445521593	0.03646520222366249	0.07349727482421635	0.06434817174508294	0.10689989110370554	0.06008313175046622	0.061581723255907855	0.06136897723236679	0.05917204840959981	0.05917204840959981	0.07023118078340099	0.0806132284008096	0.060041095211820605	0.06664382879752404	0.06664382879752404	0.0691946415881185	0.061754951945324835	0.05824037345592835	0.16247407677173756	0.08406156709010218	0.068504522506625	0.0551273869777611	0.31415467479516335	0.18712725543903447	0.06680180798884483	0.160948013397332	0.24960706244208272	0.1343521457711625	0.11604368223726788	0.07664015486087435	0.17525244982867938	0.09860732316580068	0.09860732316580068	0.09175108603799881	0.11769577303255675	0.3233581025815848	0.08398148618396263	0.08721282837116995	0.12112708868725598	0.30747072555837873	0.15949564766248253	0.1689063068941599	0.0602543352349169	0.060338917720467754	0.060338917720467754	0.04604057271086971	0.297710072880045	0.2601349068683326	0.16927283903508095	0.2523617353984444	0.11066060204202649	0.12457738432980162	0.08393936488279641	0.09805841080628391	0.16049286245833583	0.3001460107623164	0.347689014601185	0.33837476512629305	0.314292777202027	0.05514960941487276	0.05808688630688455	0.06057818243194511	0.06636646842063287	0.06096801366985262	0.08289019464267695	0.0726800855251633
f20ppB	0.07134547665934253	0.06759448063177947	0.06759348063127944	0.0447049638445489	0.08544192908189663	0.239013846143356	0.28216280648027114	0.2707936989684716	0.18651557010164488	0.05161006956293368	0.09517411566153741	0.1454514028705557	0.04493992591143699	0.06490522468569962	0.06490522468569962	0.039882326746211845	0.03052911142097952	0.03052911142097952	0.011449667078507992	0.03141960013430632	0.028230723173301824	0.028230723173301824	0.020463181994167398	0.020463181994167398	0.06507494547559052	0.013465617605082917	0.0	0.0727847909295777	0.13810172360407422	0.28551620955994694	0.26781643078422696	0.29777906797273146	0.27294505614253073	0.05488681434728529	0.07211465600417954	0.0539229612023546	0.07446852558939515	0.035130593357841716	0.07216266595839557	0.06301356287926216	0.10556528223788475	0.058748522884645445	0.06024711439008708	0.06003436836654601	0.05783743954377903	0.05783743954377903	0.06889657191758022	0.07927861953498883	0.05870648634599983	0.06530921993170327	0.06530921993170327	0.06786003272229772	0.06042034307950406	0.05690576459010757	0.1611394679059168	0.08272695822428142	0.06716991364080423	0.053792778111940324	0.3128200659293426	0.18579264657321368	0.06546719912302407	0.15961340453151124	0.24827245357626193	0.13301753690534174	0.1147090733714471	0.07530554599505357	0.17391784096285862	0.0972727142999799	0.0972727142999799	0.09041647717217802	0.11636116416673598	0.32202349371576405	0.08264687731814185	0.08587821950534918	0.1197924798214352	0.30613611669255797	0.15816103879666174	0.1675716980283391	0.05891972636909612	0.05900430885464698	0.05900430885464698	0.044705963845048935	0.2963754640142242	0.2588002980025118	0.16793823016926016	0.25102712653262366	0.10932599317620571	0.12324277546398084	0.08260475601697562	0.09672380194046314	0.15915825359251506	0.29881140189649563	0.34635440573536425	0.3370401562604723	0.3129581683362062	0.053815000549051986	0.05675227744106377	0.059243573566124336	0.06503185955481208	0.05963340480403184	0.08155558577685619	0.07134547665934253
w21pp	0.09176626246235532	0.08801526643479227	0.08801426643429223	0.0651257496475617	0.1058627148849094	0.2594346319463688	0.30258359228328396	0.2912144847714844	0.20693635590465764	0.07203085536594646	0.1155949014645502	0.16587218867356848	0.06536071171444978	0.08532601048871241	0.08532601048871241	0.07033831172047202	0.0609850963952397	0.0609850963952397	0.06133912385306982	0.08130905690886814	0.07812017994786365	0.07812017994786365	0.0811149641834829	0.0811149641834829	0.125726727664906	0.07411939979539847	0.0727847909295777	0.0	0.1207697358694686	0.2681842218253413	0.2504844430496213	0.28044708023812587	0.2556130684079251	0.055623710575002025	0.0728515522318963	0.05465985743007133	0.0752054218171119	0.04777776678706222	0.09258345176140836	0.08343434868227495	0.12598606804089754	0.07916930868765823	0.08066790019309986	0.0804551541695588	0.07825822534679182	0.07825822534679182	0.089317357720593	0.09969940533800162	0.0791272721490126	0.08573000573471605	0.08573000573471605	0.0882808185253105	0.08084112888251685	0.07732655039312036	0.1815602537089296	0.1031477440272942	0.087590699443817	0.07421356391495311	0.3332408517323554	0.20621343237622647	0.08588798492603684	0.180034190334524	0.26869323937927475	0.1534383227083545	0.1351298591744599	0.09572633179806636	0.19433862676587138	0.11769350010299269	0.11769350010299269	0.11083726297519081	0.13678194996974877	0.3424442795187769	0.10306766312115465	0.10629900530836198	0.140213265624448	0.3265569024955708	0.17858182459967453	0.18799248383135192	0.07934051217210891	0.07942509465765976	0.07942509465765976	0.06512674964806173	0.316796249817237	0.27922108380552463	0.18835901597227295	0.2714479123356364	0.1297467789792185	0.14366356126699364	0.10302554181998841	0.11714458774347593	0.17957903939552786	0.3192321876995084	0.366775191538377	0.35746094206348505	0.333378954139219	0.07423578635206478	0.07717306324407655	0.07966435936913713	0.08545264535782487	0.08005419060704463	0.10197637157986898	0.09176626246235532
s29pp	0.15708319513685176	0.1533321991092887	0.15333119910878867	0.1304426823220582	0.17117964755940593	0.3247515646208653	0.3679005249577805	0.35653141744598094	0.2722532885791542	0.13734778804044298	0.1809118341390467	0.23118912134806502	0.1306776443889463	0.15064294316320892	0.15064294316320892	0.13565524439496854	0.12630202906973623	0.12630202906973623	0.12665605652756634	0.14662598958336467	0.14343711262236017	0.14343711262236017	0.14643189685797942	0.14643189685797942	0.19104366033940254	0.13943633246989498	0.13810172360407422	0.1207697358694686	0.0	0.30362910351234584	0.2859293247366259	0.3339335214932494	0.30909950966304867	0.12094064324949853	0.1381684849063928	0.11997679010456784	0.1405223544916084	0.11309469946155873	0.15790038443590487	0.14875128135677146	0.19130300071539408	0.14448624136215477	0.1459848328675964	0.14577208684405532	0.14357515802128834	0.14357515802128834	0.15463429039508952	0.16501633801249813	0.14444420482350914	0.15104693840921257	0.15104693840921257	0.15359775119980704	0.14615806155701336	0.14264348306761687	0.2468771863834261	0.16846467670179072	0.15290763211831354	0.13953049658944963	0.3985577844068519	0.271530365050723	0.15120491760053337	0.24535112300902054	0.33401017205377126	0.21875525538285104	0.20044679184895642	0.1610432644725629	0.2596555594403679	0.1830104327774892	0.1830104327774892	0.17615419564968735	0.2020988826442453	0.4077612121932734	0.16838459579565118	0.17161593798285849	0.20553019829894453	0.3918738351700673	0.24389875727417104	0.25330941650584843	0.14465744484660542	0.1447420273321563	0.1447420273321563	0.1304436823225582	0.3821131824917335	0.34453801648002114	0.25367594864676946	0.33676484501013293	0.195063711653715	0.20898049394149013	0.16834247449448492	0.18246152041797242	0.24489597207002434	0.3845491203740049	0.4320921242128735	0.42277787473798156	0.3986958868137155	0.13955271902656127	0.14248999591857306	0.1449812920436336	0.15076957803232136	0.1453711232815411	0.16729330425436542	0.15708319513685176
s24pp	0.3044976810927245	0.30074668506516145	0.3007456850646614	0.2778571682779309	0.31859413351527865	0.472166050576738	0.5153150109136532	0.5039459034018536	0.4196677745350269	0.2847622739963157	0.3283263200949194	0.3786036073039377	0.278092130344819	0.2980574291190816	0.2980574291190816	0.28306973035084126	0.27371651502560895	0.27371651502560895	0.27407054248343904	0.2940404755392374	0.2908515985782329	0.2908515985782329	0.2938463828138521	0.2938463828138521	0.33845814629527526	0.2868508184257677	0.28551620955994694	0.2681842218253413	0.30362910351234584	0.0	0.37216476177518093	0.48134800744912215	0.45651399561892136	0.2683551292053713	0.28558297086226553	0.26739127606044055	0.28793684044748113	0.26050918541743145	0.30531487039177757	0.29616576731264416	0.3387174866712668	0.29190072731802746	0.2933993188234691	0.29318657279992805	0.29098964397716104	0.29098964397716104	0.3020487763509622	0.31243082396837085	0.29185869077938187	0.29846142436508527	0.29846142436508527	0.30101223715567976	0.2935725475128861	0.29005796902348957	0.3942916723392988	0.3158791626576634	0.30032211807418624	0.28694498254532236	0.5459722703627246	0.41894485100659573	0.2986194035564061	0.3927656089648932	0.48142465800964396	0.3661697413387237	0.3478612778048291	0.3084577504284356	0.4070700453962406	0.3304249187333619	0.3304249187333619	0.32356868160556	0.349513368600118	0.555175698149146	0.3157990817515239	0.3190304239387312	0.35294468425481723	0.53928832112594	0.39131324323004374	0.4007239024617211	0.2920719308024781	0.292156513288029	0.292156513288029	0.2778581682784309	0.5295276684476062	0.49195250243589383	0.40109043460264215	0.4841793309660056	0.3424781976095877	0.3563949798973628	0.3157569604503576	0.3298760063738451	0.39231045802589704	0.5319636063298776	0.5795066101687463	0.5701923606938543	0.5461103727695882	0.28696720498243394	0.28990448187444573	0.29239577799950633	0.2981840639881941	0.2927856092374138	0.3147077902102382	0.3044976810927245
S12Hp	0.2867979023170045	0.28304690628944146	0.28304590628894144	0.2601573895022109	0.30089435473955867	0.45446627180101806	0.49761523213793324	0.4862461246261337	0.4019679957593069	0.2670624952205957	0.3106265413191995	0.36090382852821773	0.260392351569099	0.2803576503433617	0.2803576503433617	0.2653699515751213	0.25601673624988897	0.25601673624988897	0.25637076370771905	0.2763406967635174	0.2731518198025129	0.2731518198025129	0.2761466040381322	0.2761466040381322	0.3207583675195553	0.2691510396500477	0.26781643078422696	0.2504844430496213	0.2859293247366259	0.37216476177518093	0.0	0.46364822867340216	0.4388142168432014	0.25065535042965126	0.26788319208654554	0.2496914972847206	0.27023706167176115	0.2428094066417115	0.2876150916160576	0.27846598853692417	0.3210177078955468	0.2742009485423075	0.2756995400477491	0.27548679402420806	0.27328986520144105	0.27328986520144105	0.28434899757524223	0.29473104519265086	0.2741589120036619	0.2807616455893653	0.2807616455893653	0.2833124583799598	0.2758727687371661	0.2723581902477696	0.3765918935635788	0.2981793838819434	0.28262233929846625	0.26924520376960237	0.5282724915870046	0.4012450722308757	0.2809196247806861	0.3750658301891733	0.46372487923392397	0.3484699625630038	0.33016149902910913	0.2907579716527156	0.38937026662052066	0.31272513995764195	0.31272513995764195	0.30586890282984003	0.331813589824398	0.5374759193734261	0.2980993029758039	0.3013306451630112	0.33524490547909724	0.52158854235022	0.37361346445432375	0.38302412368600114	0.27437215202675813	0.274456734512309	0.274456734512309	0.2601583895027109	0.5118278896718862	0.4742527236601738	0.38339065582692217	0.46647955219028564	0.3247784188338677	0.33869520112164286	0.29805718167463763	0.31217622759812513	0.37461067925017705	0.5142638275541576	0.5618068313930262	0.5524925819181343	0.5284105939938681	0.26926742620671396	0.27220470309872574	0.27469599922378635	0.2804842852124741	0.2750858304616938	0.2970080114345182	0.2867979023170045
S1Hp	0.31676053950550903	0.31300954347794596	0.31300854347744594	0.2901200266907154	0.33085699192806317	0.4844289089895225	0.5275778693264377	0.5162087618146382	0.4319306329478114	0.2970251324091002	0.3405891785077039	0.39086646571672223	0.2903549887576035	0.31032028753186613	0.31032028753186613	0.2953325887636258	0.28597937343839347	0.28597937343839347	0.28633340089622356	0.3063033339520219	0.3031144569910174	0.3031144569910174	0.30610924122663663	0.30610924122663663	0.3507210047080598	0.2991136768385522	0.29777906797273146	0.28044708023812587	0.3339335214932494	0.48134800744912215	0.46364822867340216	0.0	0.3849841282850346	0.2806179876181558	0.2978458292750501	0.2796541344732251	0.3001996988602657	0.27277204383021597	0.3175777288045621	0.3084286257254287	0.3509803450840513	0.304163585730812	0.3056621772362536	0.30544943121271256	0.30325250238994556	0.30325250238994556	0.31431163476374674	0.32469368238115537	0.3041215491921664	0.3107242827778698	0.3107242827778698	0.3132750955684643	0.3058354059256706	0.3023208274362741	0.4065545307520833	0.32814202107044793	0.31258497648697076	0.2992078409581069	0.5582351287755092	0.43120770941938025	0.3108822619691906	0.4050284673776777	0.4936875164224285	0.3784325997515082	0.36012413621761363	0.3207206088412201	0.4193329038090251	0.3426877771461464	0.3426877771461464	0.33583154001834453	0.3617762270129025	0.5674385565619307	0.3280619401643084	0.3312932823515157	0.36520754266760175	0.5515511795387245	0.40357610164282826	0.41298676087450564	0.30433478921526264	0.3044193717008135	0.3044193717008135	0.2901210266912154	0.5417905268603906	0.5042153608486784	0.41335329301542667	0.49644218937879014	0.3547410560223722	0.3686578383101473	0.32801981886314213	0.34213886478662964	0.40457331643868155	0.5442264647426621	0.5917694685815307	0.5824552191066388	0.5583732311823727	0.29923006339521846	0.30216734028723025	0.30465863641229085	0.3104469224009786	0.30504846765019833	0.3269706486230227	0.31676053950550903
S22Hp	0.2919265276753083	0.28817553164774523	0.2881745316472452	0.2652860148605147	0.30602298009786244	0.4595948971593218	0.502743857496237	0.4913747499844374	0.4070966211176107	0.2721911205788995	0.3157551666775032	0.3660324538865215	0.2655209769274028	0.2854862757016654	0.2854862757016654	0.27049857693342505	0.26114536160819274	0.26114536160819274	0.2614993890660228	0.2814693221218212	0.2782804451608167	0.2782804451608167	0.2812752293964359	0.2812752293964359	0.32588699287785905	0.2742796650083515	0.27294505614253073	0.2556130684079251	0.30909950966304867	0.45651399561892136	0.4388142168432014	0.3849841282850346	0.0	0.2557839757879551	0.2730118174448493	0.25482012264302434	0.2753656870300649	0.24793803200001527	0.29274371697436136	0.28359461389522794	0.32614633325385056	0.27932957390061125	0.2808281654060529	0.28061541938251183	0.2784184905597448	0.2784184905597448	0.289477622933546	0.29985967055095464	0.27928753736196565	0.28589027094766906	0.28589027094766906	0.28844108373826355	0.28100139409546987	0.27748681560607336	0.3817205189218826	0.3033080092402472	0.28775096465677	0.27437382912790614	0.5334011169453083	0.4063736975891795	0.2860482501389899	0.380194455547477	0.46885350459222774	0.3535985879213075	0.3352901243874129	0.2958865970110194	0.3944988919788244	0.31785376531594567	0.31785376531594567	0.3109975281881438	0.3369422151827018	0.5426045447317298	0.30322792833410767	0.306459270521315	0.340373530837401	0.5267171677085238	0.3787420898126275	0.3881527490443049	0.2795007773850619	0.2795853598706128	0.2795853598706128	0.2652870148610147	0.51695651503019	0.4793813490184776	0.38851928118522594	0.4716081775485894	0.3299070441921715	0.3438238264799466	0.3031858070329414	0.3173048529564289	0.3797393046084808	0.5193924529124614	0.5669354567513301	0.557621207276438	0.533539219352172	0.27439605156501773	0.2773333284570295	0.2798246245820901	0.28561291057077787	0.2802144558199976	0.302136636792822	0.2919265276753083
f12ppA	0.0738682858800629	0.07011728985249985	0.07011628985199982	0.047227773065269284	0.087964738302617	0.24153665536407637	0.28468561570099155	0.273316508189192	0.18903837932236525	0.054132878783654054	0.09769692488225779	0.1479742120912761	0.047462735132157374	0.06742803390642	0.06742803390642	0.05244033513817962	0.0430871198129473	0.0430871198129473	0.043441147270777414	0.06341108032657575	0.06022220336557124	0.06022220336557124	0.06321698760119049	0.06321698760119049	0.10782875108261361	0.05622142321310607	0.05488681434728529	0.055623710575002025	0.12094064324949853	0.2683551292053713	0.25065535042965126	0.2806179876181558	0.2557839757879551	0.0	0.019123229234641007	0.007078718190007978	0.03275958209375823	0.029879790204769816	0.07468547517911595	0.06553637209998253	0.10808809145860514	0.061271332105365825	0.06276992361080747	0.0625571775872664	0.06036024876449941	0.06036024876449941	0.0714193811383006	0.0818014287557092	0.06122929556672021	0.06783202915242365	0.06783202915242365	0.07038284194301811	0.06294315230022443	0.05942857381082795	0.16366227712663717	0.08524976744500179	0.06969272286152461	0.056315587332660705	0.315342875150063	0.18831545579393405	0.06799000834374444	0.1621362137522316	0.25079526279698233	0.1355403461260621	0.11723188259216749	0.07782835521577394	0.176440650183579	0.09979552352070029	0.09979552352070029	0.0929392863928984	0.11888397338745635	0.32454630293648445	0.08516968653886223	0.08840102872606956	0.12231528904215558	0.30865892591327837	0.1606838480173821	0.1700945072490595	0.061442535589816494	0.06152711807536736	0.06152711807536736	0.047228773065769315	0.29889827323494456	0.2613231072232322	0.17046103938998053	0.253549935753344	0.11184880239692609	0.12576558468470123	0.08512756523769599	0.09924661116118351	0.16168106281323544	0.301334211117216	0.3488772149560846	0.33956296548119264	0.31548097755692656	0.05633780976977236	0.059275086661784146	0.06176638278684471	0.06755466877553246	0.062156214024752215	0.08407839499757656	0.0738682858800629
w12pp	0.09109612753695716	0.0873451315093941	0.08734413150889407	0.06445561472216355	0.10519257995951126	0.25876449702097065	0.30191345735788583	0.2905443498460863	0.2062662209792595	0.07136072044054832	0.11492476653915205	0.16520205374817035	0.06469057678905163	0.08465587556331428	0.08465587556331428	0.06966817679507388	0.060314961469841555	0.060314961469841555	0.06066898892767167	0.08063892198347	0.0774500450224655	0.0774500450224655	0.08044482925808474	0.08044482925808474	0.12505659273950787	0.07344926487000032	0.07211465600417954	0.0728515522318963	0.1381684849063928	0.28558297086226553	0.26788319208654554	0.2978458292750501	0.2730118174448493	0.019123229234641007	0.0	0.024306559846902245	0.0499874237506525	0.04710763186166408	0.09191331683601021	0.0827642137568768	0.1253159331154994	0.0784991737622601	0.07999776526770172	0.07978501924416065	0.07758809042139367	0.07758809042139367	0.08864722279519485	0.09902927041260347	0.07845713722361447	0.0850598708093179	0.0850598708093179	0.08761068359991236	0.0801709939571187	0.07665641546772221	0.18089011878353142	0.10247760910189604	0.08692056451841887	0.07354342898955496	0.3325707168069572	0.20554329745082833	0.0852178500006387	0.17936405540912587	0.26802310445387656	0.15276818778295637	0.13445972424906175	0.09505619687266821	0.19366849184047324	0.11702336517759454	0.11702336517759454	0.11016712804979267	0.1361118150443506	0.34177414459337874	0.1023975281957565	0.10562887038296381	0.13954313069904983	0.32588676757017265	0.1779116896742764	0.18732234890595376	0.07867037724671076	0.07875495973226163	0.07875495973226163	0.06445661472266358	0.31612611489183884	0.27855094888012644	0.1876888810468748	0.2707777774102383	0.12907664405382036	0.14299342634159548	0.10235540689459027	0.11647445281807778	0.1789089044701297	0.31856205277411026	0.3661050566129789	0.3567908071380869	0.33270881921382084	0.07356565142666663	0.0765029283186784	0.07899422444373898	0.08478251043242674	0.07938405568164648	0.10130623665447082	0.09109612753695716
w18pp	0.07290443273513221	0.06915343670756915	0.06915243670706912	0.04626391992033859	0.08700088515768631	0.24057280221914568	0.28372176255606085	0.2723526550442613	0.18807452617743456	0.05316902563872336	0.09673307173732709	0.1470103589463454	0.04649888198722668	0.06646418076148931	0.06646418076148931	0.051476481993248925	0.04212326666801661	0.04212326666801661	0.04247729412584672	0.062447227181645054	0.05925835022064055	0.05925835022064055	0.062253134456259795	0.062253134456259795	0.10686489793768292	0.055257570068175374	0.0539229612023546	0.05465985743007133	0.11997679010456784	0.26739127606044055	0.2496914972847206	0.2796541344732251	0.25482012264302434	0.007078718190007978	0.024306559846902245	0.0	0.03179572894882754	0.028915937059839122	0.07372162203418525	0.06457251895505184	0.10712423831367444	0.06030747896043513	0.061806070465876765	0.0615933244423357	0.05939639561956872	0.05939639561956872	0.0704555279933699	0.0808375756107785	0.060265442421789515	0.06686817600749295	0.06686817600749295	0.06941898879808742	0.061979299155293745	0.05846472066589726	0.16269842398170647	0.0842859143000711	0.06872886971659392	0.05535173418773001	0.3143790220051323	0.18735160264900336	0.06702615519881375	0.16117236060730092	0.24983140965205164	0.13457649298113142	0.1162680294472368	0.07686450207084325	0.1754767970386483	0.09883167037576959	0.09883167037576959	0.09197543324796771	0.11792012024252566	0.32358244979155376	0.08420583339393153	0.08743717558113887	0.12135143589722489	0.3076950727683477	0.15971999487245142	0.1691306541041288	0.0604786824448858	0.060563264930436664	0.060563264930436664	0.04626491992083862	0.29793442009001386	0.2603592540783015	0.16949718624504984	0.2525860826084133	0.1108849492519954	0.12480173153977052	0.0841637120927653	0.09828275801625282	0.16071720966830474	0.3003703579722853	0.3479133618111539	0.33859911233626194	0.31451712441199586	0.055373956624841666	0.05831123351685345	0.060802529641914016	0.06659081563060176	0.06119236087982152	0.08311454185264587	0.07290443273513221
s12pp	0.09344999712217276	0.08969900109460971	0.08969800109410968	0.06680948430737915	0.10754644954472686	0.26111836660618626	0.30426732694310143	0.2928982194313019	0.2086200905644751	0.07371459002576393	0.11727863612436766	0.16755592333338595	0.06704444637426724	0.08700974514852988	0.08700974514852988	0.07202204638028949	0.06266883105505716	0.06266883105505716	0.06302285851288728	0.08299279156868561	0.0798039146076811	0.0798039146076811	0.08279869884330035	0.08279869884330035	0.12741046232472347	0.07580313445521593	0.07446852558939515	0.0752054218171119	0.1405223544916084	0.28793684044748113	0.27023706167176115	0.3001996988602657	0.2753656870300649	0.03275958209375823	0.0499874237506525	0.03179572894882754	0.0	0.049461501446879684	0.09426718642122582	0.08511808334209241	0.127669802700715	0.0808530433474757	0.08235163485291733	0.08213888882937626	0.07994196000660928	0.07994196000660928	0.09100109238041046	0.10138313999781907	0.08081100680883008	0.0874137403945335	0.0874137403945335	0.08996455318512797	0.0825248635423343	0.07901028505293782	0.18324398836874703	0.10483147868711165	0.08927443410363448	0.07589729857477057	0.3349245863921728	0.20789716703604394	0.0875717195858543	0.18171792499434147	0.2703769740390922	0.15512205736817197	0.13681359383427735	0.09741006645788382	0.19602236142568885	0.11937723476281015	0.11937723476281015	0.11252099763500828	0.1384656846295662	0.3441280141785943	0.1047513977809721	0.10798273996817942	0.14189700028426544	0.3282406371553882	0.180265559259492	0.18967621849116936	0.08102424683192637	0.08110882931747723	0.08110882931747723	0.06681048430787918	0.31847998447705445	0.2809048184653421	0.19004275063209042	0.2731316469954539	0.13143051363903596	0.1453472959268111	0.10470927647980588	0.11882832240329338	0.1812627740553453	0.32091592235932587	0.3684589261981945	0.3591446767233025	0.33506268879903645	0.07591952101188224	0.07885679790389401	0.08134809402895458	0.08713638001764235	0.08173792526686209	0.10366010623968643	0.09344999712217276
w14pp	0.054112064890619316	0.05036106886305627	0.050360068862556236	0.027471552075825703	0.06820851731317343	0.2217804343746328	0.26492939471154797	0.25356028719974844	0.16928215833292168	0.03437665779421048	0.07794070389281421	0.12821799110183252	0.027706514142713797	0.04767181291697643	0.04767181291697643	0.032684114148736045	0.02333089882350372	0.02333089882350372	0.02368492628133384	0.04365485933713217	0.04046598237612767	0.04046598237612767	0.043460766611746915	0.043460766611746915	0.08807253009317004	0.03646520222366249	0.035130593357841716	0.04777776678706222	0.11309469946155873	0.26050918541743145	0.2428094066417115	0.27277204383021597	0.24793803200001527	0.029879790204769816	0.04710763186166408	0.028915937059839122	0.049461501446879684	0.0	0.05492925418967238	0.045780151110538965	0.08833187046916156	0.04151511111592225	0.043013702621363885	0.04280095659782282	0.04060402777505584	0.04060402777505584	0.051663160148857024	0.06204520776626563	0.041473074577276635	0.04807580816298007	0.04807580816298007	0.05062662095357453	0.043186931310780864	0.03967235282138438	0.1439060561371936	0.06549354645555822	0.049936501872081034	0.03655936634321713	0.2955866541606194	0.16855923480449048	0.04823378735430087	0.14237999276278804	0.23103904180753876	0.11578412513661854	0.09747566160272392	0.058072134226330376	0.15668442919413542	0.08003930253125671	0.08003930253125671	0.07318306540345483	0.09912775239801278	0.3047900819470409	0.06541346554941865	0.06864480773662598	0.102559068052712	0.2889027049238348	0.14092762702793854	0.15033828625961593	0.04168631460037292	0.04177089708592378	0.04177089708592378	0.02747255207632573	0.279142052245501	0.24156688623378864	0.15070481840053696	0.23379371476390043	0.09209258140748251	0.10600936369525764	0.06537134424825242	0.07949039017173994	0.14192484182379186	0.2815779901277724	0.329120993966641	0.31980674449174906	0.295724756567483	0.036581588780328786	0.03951886567234057	0.042010161797401135	0.04779844778608889	0.04239999303530864	0.06432217400813298	0.054112064890619316
f9pp	0.06809124982594543	0.06434025379838237	0.06433925379788234	0.04145073701115182	0.09008450859648279	0.24365642565794216	0.28680538599485733	0.2754362784830578	0.19115814961623104	0.05625264907751985	0.09981669517612357	0.15009398238514188	0.04958250542602316	0.0695478042002858	0.0695478042002858	0.0697161867492899	0.06036297142405758	0.06036297142405758	0.060716998881887696	0.08068693193768603	0.07749805497668152	0.07749805497668152	0.08049283921230077	0.08049283921230077	0.1251046026937239	0.07349727482421635	0.07216266595839557	0.09258345176140836	0.15790038443590487	0.30531487039177757	0.2876150916160576	0.3175777288045621	0.29274371697436136	0.07468547517911595	0.09191331683601021	0.07372162203418525	0.09426718642122582	0.05492925418967238	0.0	0.009151103080133473	0.06614742136307945	0.026654088716838005	0.028152680222279642	0.027939934198738577	0.02574300537597159	0.02574300537597159	0.04138610215519286	0.05176814977260147	0.031196016583612467	0.03779875016931591	0.03779875016931591	0.05178521966019582	0.04434553001740216	0.04083095152800567	0.14506465484381487	0.06665214516217952	0.05109510057870233	0.037717965049838424	0.2967452528672407	0.1697178335111118	0.04939238606092216	0.15635917769811414	0.24501822674286486	0.12976331007194464	0.11145484653805002	0.07205131916165648	0.17066361412946152	0.09401848746658281	0.09401848746658281	0.08716225033878094	0.11310693733333889	0.31876926688236695	0.07939265048474477	0.08262399267195208	0.11653825298803812	0.30288188985916087	0.15490681196326467	0.16431747119494203	0.055665499535699034	0.05575008202124989	0.05575008202124989	0.04145173701165185	0.2931212371808271	0.25554607116911476	0.16468400333586308	0.24777289969922656	0.10607176634280863	0.11998854863058375	0.07935052918357854	0.09346957510706605	0.15590402675911796	0.29555717506309853	0.34310017890196715	0.3337859294270752	0.3097039415028091	0.0505607737156549	0.053498050607666686	0.05598934673272725	0.061777632721415	0.056379177970634756	0.07830135894345909	0.06809124982594543
