	f15pp	w11pp	f1pp	w1pp	w14pp	f7pp	s24pp	f19pp	w9pp	f6ppB	f22ppB	w16pp	w19pp	f2pp	f25pp	f16ppB	w25pp	f16ppA	f24pp	w18pp	w12pp	w23pp	S16H2	w7pp	w10pp	w32pp	f22ppA	S10H1	w31pp	w28pp	f4pp	S2Hp	w17pp	w4pp	w2pp	f13pp	w13pp	w6pp	f20ppA	f6ppA	w20pp	w22pp	f32pp	f14ppA	f11pp	w21pp	w3pp	w29pp	f10pp	w24pp	f12ppB	w15pp	w26pp	w8pp	f8pp
S10H1	0.43031549535595576	0.45366292499198313	0.4111688300264631	0.39641989959763324	0.35734691238898075	0.3721908951512558	0.4740983998820697	0.42066332608860574	0.4441289217201021	0.38861489874623034	0.41702388183945627	0.4186400391335472	0.40554686401986667	0.40544430972778955	0.4190864809831315	0.4140716505826014	0.4260149680510938	0.3903216605943402	0.28076161053713145	0.3370284192288704	0.3728656690558375	0.38134251228866356	0.5192723600908501	0.41392344083779453	0.2843270221064065	0.38649942729251596	0.30053805941703643	0.0	0.4159418616770325	0.4205811873222095	0.4041304844443978	0.5144967589745155	0.35698255191251116	0.4418814166437195	0.34378287768919624	0.40183963687070656	0.39842965733776536	0.39351434438906874	0.38849791834965497	0.45126088511002527	0.3798517019910727	0.45111237368059576	0.4111667037555171	0.42931238792990806	0.42692542374493075	0.4467876582084599	0.3797968299146056	0.4181437295890469	0.44796494166170786	0.3369104347557449	0.3735444706261718	0.447893222224636	0.38599337548326307	0.3763304464432109	0.3537108972302726
w31pp	0.3505850849172932	0.37393251455332055	0.3314384195878005	0.31668948915897066	0.2776165019503182	0.2924604847125932	0.3943679894434071	0.34093291564994316	0.3643985112814395	0.30888448830756776	0.3372934714007937	0.3389096286948846	0.3258164535812041	0.325713899289127	0.3393560705444689	0.33434124014393884	0.3462845576124312	0.3105912501556776	0.20103120009846884	0.2572980087902078	0.29313525861717493	0.301612101850001	0.4558861021665651	0.35053718291350966	0.23643581078657594	0.3466871953160451	0.33174643191548164	0.4159418616770325	0.0	0.27537963629309786	0.2834663902285643	0.39383266475868195	0.2612725292671787	0.34617139399838703	0.24807285504386375	0.322109226432044	0.3186992468991028	0.31378393395040616	0.3087675079109924	0.3715304746713627	0.30012129155241013	0.3713819632419332	0.33143629331685454	0.3495819774912455	0.3471950133062682	0.3670572477697973	0.30006641947594304	0.3384133191503843	0.3682345312230453	0.2571800243170823	0.2938140601875092	0.36816281178597343	0.3062629650446005	0.2966000360045483	0.27398048679161
w28pp	0.35522441056247017	0.37857184019849754	0.3360777452329775	0.32132881480414766	0.28225582759549517	0.2970998103577702	0.3990073150885841	0.34557224129512015	0.3690378369266165	0.31352381395274476	0.3419327970459707	0.3435489543400616	0.3304557792263811	0.33035322493430397	0.3439953961896459	0.33898056578911584	0.3509238832576082	0.3152305758008546	0.20567052574364583	0.2619373344353848	0.2977745842623519	0.306251427495178	0.4605254278117421	0.35517650855868665	0.24107513643175293	0.3513265209612221	0.33638575756065864	0.4205811873222095	0.27537963629309786	0.0	0.2881057158737413	0.39847199040385894	0.2659118549123557	0.35081071964356403	0.2527121806890408	0.326748552077221	0.3233385725442798	0.31842325959558315	0.3134068335561694	0.3761698003165397	0.3047606171975871	0.37602128888711017	0.33607561896203153	0.35422130313642247	0.35183433895144517	0.3716965734149743	0.30470574512112003	0.3430526447955613	0.3728738568682223	0.2618193499622593	0.2984533858326862	0.3728021374311504	0.3109022906897775	0.3012393616497253	0.278619812436787
f4pp	0.3387737076846584	0.3621211373206858	0.31962704235516576	0.30487811192633585	0.26580512471768336	0.28064910747995847	0.3825566122107724	0.3291215384173084	0.3525871340488047	0.29707311107493295	0.3254820941681589	0.32709825146224986	0.31400507634856933	0.3139025220564923	0.3275446933118341	0.32252986291130403	0.33447318037979645	0.29877987292304287	0.18921982286583408	0.24548663155757305	0.2813238813845401	0.28980072461736617	0.4440747249339304	0.3387258056808749	0.22462443355394118	0.3348758180834103	0.3199350546828469	0.4041304844443978	0.2834663902285643	0.2881057158737413	0.0	0.3697107857104269	0.24946115203454391	0.3343600167657523	0.236261477811229	0.31029784919940917	0.30688786966646797	0.30197255671777135	0.2969561306783577	0.3597190974387279	0.2883099143197754	0.3595705860092985	0.3196249160842197	0.3377706002586107	0.3353836360736334	0.3552458705371625	0.2882550422433083	0.3266019419177496	0.35642315399041047	0.24536864708444756	0.28200268295487446	0.3563514345533386	0.2944515878119657	0.2847886587719136	0.2621691095589752
S2Hp	0.44913998221477613	0.4724874118508035	0.42999331688528347	0.41524438645645356	0.3761713992478011	0.3910153820100762	0.49292288674089013	0.4394878129474261	0.4629534085789224	0.40743938560505066	0.4358483686982766	0.43746452599236757	0.42437135087868705	0.42426879658661	0.4379109678419518	0.43289613744142175	0.44483945490991417	0.4091461474531606	0.29958609739595177	0.35585290608769077	0.39169015591465783	0.4001669991474839	0.554440999464048	0.44909208021099256	0.33499070808405884	0.445242092613528	0.4303013292129646	0.5144967589745155	0.39383266475868195	0.39847199040385894	0.3697107857104269	0.0	0.3598274265646616	0.44472629129586994	0.3466277523413467	0.4206641237295269	0.4172541441965857	0.41233883124788906	0.4073224052084754	0.4700853719688456	0.3986761888498931	0.4699368605394162	0.42999119061433744	0.44813687478872843	0.44574991060375113	0.4656121450672802	0.398621316773426	0.4369682164478673	0.4667894285205282	0.35573492161456527	0.3923689574849922	0.46671770908345633	0.4048178623420834	0.39515493330203133	0.3725353840890929
w17pp	0.29162577515277177	0.3149732047887992	0.27247910982327916	0.25773017939444925	0.21865719218579677	0.23350117494807188	0.33540867967888577	0.28197360588542175	0.3054392015169181	0.24992517854304636	0.2783341616362723	0.27995031893036326	0.2668571438166827	0.2667545895246056	0.2803967607799475	0.27538193037941744	0.2873252478479098	0.2516319403911562	0.14207189033394746	0.19833869902568643	0.23417594885265353	0.24265279208547957	0.39692679240204376	0.2915778731489883	0.17747650102205456	0.28772788555152373	0.27278712215096024	0.35698255191251116	0.2612725292671787	0.2659118549123557	0.24946115203454391	0.3598274265646616	0.0	0.2685825901272696	0.17048405117274631	0.2631499166675226	0.2597399371345814	0.25482462418588475	0.24980819814647104	0.3125711649068413	0.24116198178788875	0.3124226534774118	0.27247698355233313	0.29062266772672407	0.28823570354174677	0.3080979380052759	0.24110710971142169	0.27945400938586296	0.3092752214585239	0.19822071455256093	0.23485475042298787	0.309203502021452	0.24730365528007908	0.23764072624002697	0.21502117702708862
w4pp	0.37652463988398016	0.39987206952000753	0.3573779745544875	0.34262904412565764	0.30355605691700516	0.3184000396792802	0.4203075444100941	0.36687247061663014	0.3903380662481265	0.33482404327425475	0.36323302636748067	0.3648491836615716	0.3517560085478911	0.35165345425581396	0.3652956255111559	0.36028079511062583	0.3722241125791182	0.3365308051223646	0.22697075506515582	0.2832375637568948	0.3190748135838619	0.32755165681668796	0.4818256571332521	0.37647673788019664	0.2623753657532629	0.37262675028273207	0.3576859868821686	0.4418814166437195	0.34617139399838703	0.35081071964356403	0.3343600167657523	0.44472629129586994	0.2685825901272696	0.0	0.21867524858200113	0.34804878139873097	0.34463880186578977	0.33972348891709314	0.3347070628776794	0.39747002963804967	0.3260608465190971	0.39732151820862016	0.3573758482835415	0.37552153245793246	0.37313456827295516	0.3929968027364843	0.32600597444263	0.3643528741170713	0.39417408618973226	0.2831195792837693	0.3197536151541962	0.3941023667526604	0.33220252001128747	0.3225395909712353	0.299920041758297
w2pp	0.2784261009294569	0.3017735305654843	0.25927943559996425	0.24453050517113434	0.20545751796248185	0.22030150072475696	0.32220900545557085	0.2687739316621069	0.2922395272936032	0.23672550431973144	0.26513448741295736	0.26675064470704835	0.2536574695933678	0.2535549153012907	0.2671970865566326	0.2621822561561025	0.27412557362459494	0.23843226616784133	0.12887221611063254	0.18513902480237152	0.2209762746293386	0.22945311786216466	0.38372711817872884	0.2783781989256734	0.16427682679873964	0.2745282113282088	0.2595874479276453	0.34378287768919624	0.24807285504386375	0.2527121806890408	0.236261477811229	0.3466277523413467	0.17048405117274631	0.21867524858200113	0.0	0.24995024244420766	0.24654026291126646	0.24162494996256983	0.23660852392315612	0.29937149068352636	0.22796230756457384	0.2992229792540969	0.2592773093290182	0.2774229935034092	0.2750360293184319	0.29489826378196105	0.22790743548810677	0.26625433516254804	0.296075547235209	0.18502104032924604	0.22165507619967295	0.29600382779813716	0.2341039810567642	0.22444105201671208	0.20182150280377373
f13pp	0.30781485501581163	0.33116228465183906	0.288668189686319	0.2739192592574891	0.23484627204883662	0.24969025481111173	0.3515977595419256	0.2981626857484616	0.32162828137995797	0.2661142584060862	0.29452324149931214	0.2961393987934031	0.28304622367972254	0.2829436693876455	0.2965858406429874	0.2915710102424573	0.30351432771094966	0.2678210202541961	0.17466005287366387	0.23092686156540287	0.26676411139236994	0.275240954625196	0.44178387736023916	0.3364349581071836	0.22233358598024994	0.332584970509719	0.31764420710915564	0.40183963687070656	0.322109226432044	0.326748552077221	0.31029784919940917	0.4206641237295269	0.2631499166675226	0.34804878139873097	0.24995024244420766	0.0	0.19596674829906818	0.21533471043212168	0.210318284392708	0.27308125115307824	0.20167206803412568	0.29972010302999796	0.25977443310491927	0.30681174758976393	0.3044247834047866	0.32428701786831576	0.25729618957446154	0.2956430892489028	0.32546430132156373	0.2144097944156008	0.2510438302860277	0.3253925818844919	0.26349273514311894	0.2538298061030668	0.23121025689012847
w13pp	0.30440487548287043	0.32775230511889786	0.2852582101533778	0.2705092797245479	0.23143629251589543	0.24628027527817054	0.3481877800089844	0.2947527062155204	0.31821830184701677	0.262704278873145	0.29111326196637094	0.2927294192604619	0.27963624414678134	0.2795336898547043	0.2931758611100462	0.2881610307095161	0.30010434817800846	0.2644110407212549	0.17125007334072267	0.22751688203246168	0.26335413185942874	0.2718309750922548	0.43837389782729796	0.3330249785742424	0.21892360644730874	0.3291749909767778	0.31423422757621444	0.39842965733776536	0.3186992468991028	0.3233385725442798	0.30688786966646797	0.4172541441965857	0.2597399371345814	0.34463880186578977	0.24654026291126646	0.19596674829906818	0.0	0.21192473089918046	0.20690830485976675	0.26967127162013704	0.19826208850118446	0.29631012349705677	0.25636445357197807	0.30340176805682273	0.3010148038718454	0.32087703833537456	0.25388621004152034	0.2922331097159616	0.32205432178862253	0.2109998148826596	0.24763385075308653	0.3219826023515507	0.26008275561017774	0.2504198265701256	0.22780027735718728
w6pp	0.2994895625341738	0.32283699217020123	0.2803428972046812	0.2655939667758513	0.2265209795671988	0.2413649623294739	0.3432724670602878	0.2898373932668238	0.31330298889832014	0.2577889659244484	0.2861979490176743	0.2878141063117653	0.2747209311980847	0.27461837690600766	0.28826054816134955	0.28324571776081947	0.29518903522931184	0.25949572777255825	0.16633476039202605	0.22260156908376505	0.2584388189107321	0.26691566214355816	0.43345858487860134	0.3281096656255458	0.2140082934986121	0.3242596780280812	0.3093189146275178	0.39351434438906874	0.31378393395040616	0.31842325959558315	0.30197255671777135	0.41233883124788906	0.25482462418588475	0.33972348891709314	0.24162494996256983	0.21533471043212168	0.21192473089918046	0.0	0.15990028141020152	0.22266324817057176	0.1512540650516192	0.29139481054836014	0.25144914062328144	0.2984864551081261	0.2960994909231488	0.31596172538667794	0.24897089709282372	0.287317796767265	0.3171390088399259	0.20608450193396297	0.2427185378043899	0.31706728940285406	0.2551674426614811	0.245504513621429	0.22288496440849065
f20ppA	0.29447313649476015	0.31782056613078746	0.27532647116526743	0.2605775407364376	0.2215045535277851	0.2363485362900602	0.3382560410208741	0.2848209672274101	0.30828656285890643	0.2527725398850347	0.2811815229782606	0.2827976802723515	0.26970450515867106	0.26960195086659394	0.28324412212193584	0.27822929172140576	0.2901726091898982	0.25447930173314454	0.16131833435261234	0.21758514304435134	0.2534223928713184	0.26189923610414445	0.42844215883918757	0.3230932395861321	0.2089918674591984	0.31924325198866754	0.30430248858810405	0.38849791834965497	0.3087675079109924	0.3134068335561694	0.2969561306783577	0.4073224052084754	0.24980819814647104	0.3347070628776794	0.23660852392315612	0.210318284392708	0.20690830485976675	0.15990028141020152	0.0	0.14732608156908758	0.11803526250676652	0.2863783845089464	0.24643271458386773	0.29347002906871245	0.29108306488373514	0.3109452993472642	0.24395447105341	0.2823013707278513	0.3121225828005122	0.20106807589454925	0.2377021117649762	0.31205086336344035	0.2501510166220674	0.2404880875820153	0.21786853836907694
f6ppA	0.35723610325513033	0.38058353289115776	0.3380894379256377	0.3233405074968078	0.28426752028815533	0.29911150305043044	0.40101900778124433	0.3475839339877803	0.3710495296192767	0.3155355066454049	0.34394448973863084	0.3455606470327218	0.33246747191904125	0.3323649176269642	0.3460070888823061	0.340992258481776	0.35293557595026837	0.3172422684935148	0.22408130111298258	0.2803481098047216	0.31618535963168864	0.3246622028645147	0.49120512559955787	0.3858562063465023	0.27175483421956864	0.38200621874903773	0.36706545534847435	0.45126088511002527	0.3715304746713627	0.3761698003165397	0.3597190974387279	0.4700853719688456	0.3125711649068413	0.39747002963804967	0.29937149068352636	0.27308125115307824	0.26967127162013704	0.22266324817057176	0.14732608156908758	0.0	0.1807982292671368	0.34914135126931667	0.30919568134423797	0.35623299582908263	0.35384603164410533	0.37370826610763447	0.30671743781378025	0.3450643374882215	0.37488554956088244	0.2638310426549195	0.30046507852534643	0.3748138301238106	0.31291398338243764	0.30325105434238553	0.2806315051294472
w20pp	0.28582692013617783	0.30917434977220515	0.2666802548066851	0.25193132437785526	0.21285833716920277	0.22770231993147788	0.3296098246622918	0.2761747508688278	0.2996403465003241	0.24412632352645236	0.2725353066196783	0.2741514639137692	0.26105828880008874	0.2609557345080116	0.2745979057633535	0.26958307536282344	0.28152639283131586	0.24583308537456222	0.15267211799403005	0.20893892668576902	0.2447761765127361	0.25325301974556214	0.4197959424806053	0.3144470232275498	0.20034565110061608	0.3105970356300852	0.2956562722295218	0.3798517019910727	0.30012129155241013	0.3047606171975871	0.2883099143197754	0.3986761888498931	0.24116198178788875	0.3260608465190971	0.22796230756457384	0.20167206803412568	0.19826208850118446	0.1512540650516192	0.11803526250676652	0.1807982292671368	0.0	0.2777321681503641	0.23778649822528541	0.28482381271013013	0.28243684852515283	0.3022990829886819	0.2353082546948277	0.27365515436926896	0.3034763664419299	0.19242185953596694	0.22905589540639387	0.30340464700485803	0.2415048002634851	0.23184187122343297	0.20922232201049462
w22pp	0.35708759182570093	0.38043502146172825	0.3379409264962082	0.32319199606737836	0.2841190088587259	0.298962991621001	0.4008704963518149	0.3474354225583509	0.3709010181898472	0.31538699521597546	0.3437959783092014	0.3454121356032923	0.33231896048961185	0.33221640619753473	0.3458585774528766	0.34084374705234655	0.35278706452083897	0.3170937570640853	0.22393278968355312	0.2801995983752921	0.3160368482022592	0.32451369143508524	0.49105661417012836	0.3857076949170729	0.2716063227901392	0.38185770731960833	0.36691694391904484	0.45111237368059576	0.3713819632419332	0.37602128888711017	0.3595705860092985	0.4699368605394162	0.3124226534774118	0.39732151820862016	0.2992229792540969	0.29972010302999796	0.29631012349705677	0.29139481054836014	0.2863783845089464	0.34914135126931667	0.2777321681503641	0.0	0.2880889708747192	0.35608448439965323	0.35369752021467593	0.373559754678205	0.3065689263843508	0.34491582605879206	0.374737038131453	0.26368253122549	0.300316567095917	0.37466531869438113	0.3127654719530082	0.3031025429129561	0.2804829937000177
f32pp	0.3171419219006222	0.3404893515366496	0.2979952565711296	0.28324632614229966	0.24417333893364718	0.2590173216959223	0.3609248264267362	0.30748975263327216	0.3309553482647685	0.27544132529089677	0.3038503083841227	0.30546646567821367	0.2923732905645331	0.29227073627245603	0.30591290752779793	0.30089807712726785	0.3128413945957602	0.2771480871390066	0.18398711975847443	0.24025392845021343	0.2760911782771805	0.28456802151000654	0.4511109442450497	0.34576202499199415	0.2316606528650605	0.3419120373945296	0.3269712739939662	0.4111667037555171	0.33143629331685454	0.33607561896203153	0.3196249160842197	0.42999119061433744	0.27247698355233313	0.3573758482835415	0.2592773093290182	0.25977443310491927	0.25636445357197807	0.25144914062328144	0.24643271458386773	0.30919568134423797	0.23778649822528541	0.2880889708747192	0.0	0.3161388144745745	0.3137518502895972	0.3336140847531263	0.2666232564592721	0.30497015613371337	0.3347913682063743	0.22373686130041134	0.2603708971708383	0.33471964876930244	0.2728198020279295	0.2631568729878774	0.24053732377493903
f14ppA	0.3040742690332565	0.3274216986692839	0.30080530314630965	0.28605637271747975	0.24698338550882729	0.26182736827110237	0.3637348730019163	0.3102997992084523	0.3337653948399486	0.27825137186607685	0.30666035495930277	0.30827651225339375	0.29518333713971323	0.29508078284763617	0.308722954102978	0.30370812370244793	0.31565144117094035	0.27995813371418676	0.2021328039328654	0.25839961262460437	0.29423686245157143	0.3027137056843975	0.46925662841944066	0.36390770916638515	0.24980633703945143	0.3600577215689206	0.34511695816835714	0.42931238792990806	0.3495819774912455	0.35422130313642247	0.3377706002586107	0.44813687478872843	0.29062266772672407	0.37552153245793246	0.2774229935034092	0.30681174758976393	0.30340176805682273	0.2984864551081261	0.29347002906871245	0.35623299582908263	0.28482381271013013	0.35608448439965323	0.3161388144745745	0.0	0.2209372404131944	0.2657286925230611	0.21858422631197166	0.2825225807895322	0.31234379286219305	0.20128928595623014	0.23792332182665707	0.3122720734251212	0.2503722266837483	0.2407092976436962	0.22746967090757333
f11pp	0.3016873048482792	0.3250347344843066	0.29841833896133235	0.28366940853250244	0.24459642132384998	0.25944040408612506	0.361347908816939	0.307912835023475	0.3313784306549713	0.27586440768109954	0.30427339077432547	0.30588954806841645	0.29279637295473593	0.29269381866265887	0.3063359899180007	0.3013211595174706	0.31326447698596305	0.27757116952920946	0.1997458397478881	0.25601264843962707	0.29184989826659413	0.3003267414994202	0.46686966423446336	0.36152074498140785	0.24741937285447413	0.35767075738394327	0.34272999398337983	0.42692542374493075	0.3471950133062682	0.35183433895144517	0.3353836360736334	0.44574991060375113	0.28823570354174677	0.37313456827295516	0.2750360293184319	0.3044247834047866	0.3010148038718454	0.2960994909231488	0.29108306488373514	0.35384603164410533	0.28243684852515283	0.35369752021467593	0.3137518502895972	0.2209372404131944	0.0	0.2633417283380838	0.21619726212699436	0.2801356166045549	0.30995682867721575	0.19890232177125283	0.23553635764167977	0.3098851092401439	0.247985262498771	0.2383223334587189	0.22508270672259603
w21pp	0.3215495393118083	0.3448969689478357	0.3182805734248615	0.3035316429960316	0.2644586557873791	0.2793026385496542	0.3812101432804681	0.3277750694870041	0.35124066511850044	0.2957266421446287	0.3241356252378546	0.3257517825319456	0.312658607418265	0.31255605312618795	0.32619822438152984	0.32118339398099977	0.33312671144949213	0.29743340399273854	0.2196080742114172	0.2758748829031562	0.31171213273012327	0.3201889759629493	0.4867318986979925	0.38138297944493693	0.26728160731800327	0.37753299184747235	0.36259222844690897	0.4467876582084599	0.3670572477697973	0.3716965734149743	0.3552458705371625	0.4656121450672802	0.3080979380052759	0.3929968027364843	0.29489826378196105	0.32428701786831576	0.32087703833537456	0.31596172538667794	0.3109452993472642	0.37370826610763447	0.3022990829886819	0.373559754678205	0.3336140847531263	0.2657286925230611	0.2633417283380838	0.0	0.23605949659052344	0.29999785106808396	0.3298190631407449	0.21876455623478194	0.2553985921052089	0.32974734370367303	0.2678474969623001	0.258184567922248	0.24494494118612514
w3pp	0.2545587110179541	0.27790614065398145	0.2512897451310072	0.23654081470217736	0.19746782749352487	0.21231181025579995	0.3142193149866139	0.26078424119314986	0.2842498368246462	0.22873581385077446	0.2571447969440004	0.2587609542380913	0.2456677791244108	0.24556522483233373	0.2592073960876756	0.25419256568714554	0.2661358831556379	0.23044257569888432	0.15261724591756298	0.20888405460930196	0.24472130443626905	0.2531981476690951	0.4197410704041382	0.3143921511510827	0.20029077902414902	0.31054216355361813	0.2956014001530547	0.3797968299146056	0.30006641947594304	0.30470574512112003	0.2882550422433083	0.398621316773426	0.24110710971142169	0.32600597444263	0.22790743548810677	0.25729618957446154	0.25388621004152034	0.24897089709282372	0.24395447105341	0.30671743781378025	0.2353082546948277	0.3065689263843508	0.2666232564592721	0.21858422631197166	0.21619726212699436	0.23605949659052344	0.0	0.23300702277422974	0.26282823484689066	0.15177372794092772	0.18840776381135466	0.2627565154098188	0.20085666866844587	0.19119373962839376	0.1779541128922709
w29pp	0.2929056106923954	0.3162530403284227	0.2896366448054485	0.27488771437661863	0.23581472716796614	0.25065870993024125	0.35256621466105514	0.2991311408675912	0.3225967364990875	0.26708271352521573	0.29549169661844166	0.2971078539125326	0.2840146787988521	0.283912124506775	0.2975542957621169	0.2925394653615868	0.30448278283007923	0.26878947537332565	0.19096414559200425	0.24723095428374325	0.2830682041107103	0.29154504734353637	0.4580879700785795	0.35273905082552404	0.23863767869859032	0.34888906322805946	0.33394829982749596	0.4181437295890469	0.3384133191503843	0.3430526447955613	0.3266019419177496	0.4369682164478673	0.27945400938586296	0.3643528741170713	0.26625433516254804	0.2956430892489028	0.2922331097159616	0.287317796767265	0.2823013707278513	0.3450643374882215	0.27365515436926896	0.34491582605879206	0.30497015613371337	0.2825225807895322	0.2801356166045549	0.29999785106808396	0.23300702277422974	0.0	0.22567033584114526	0.15145835300141147	0.20361644133515613	0.2779651929336203	0.21606534619224738	0.2178935117581674	0.2163010125667122
f10pp	0.32272682276505626	0.3460742524010837	0.31945785687810946	0.30470892644927955	0.26563593924062706	0.28047992200290217	0.38238742673371606	0.32895235294025205	0.3524179485717484	0.29690392559787665	0.3253129086911026	0.32692906598519356	0.313835890871513	0.3137333365794359	0.3273755078347778	0.32236067743424773	0.3343039949027401	0.2986106874459865	0.22078535766466517	0.2770521663564042	0.31288941618337124	0.3213662594161973	0.48790918215124046	0.3825602628981849	0.26845889077125124	0.3787102753007203	0.36376951190015694	0.44796494166170786	0.3682345312230453	0.3728738568682223	0.35642315399041047	0.4667894285205282	0.3092752214585239	0.39417408618973226	0.296075547235209	0.32546430132156373	0.32205432178862253	0.3171390088399259	0.3121225828005122	0.37488554956088244	0.3034763664419299	0.374737038131453	0.3347913682063743	0.31234379286219305	0.30995682867721575	0.3298190631407449	0.26282823484689066	0.22567033584114526	0.0	0.1812795650740724	0.23343765340781705	0.30778640500628124	0.2458865582649083	0.24771472383082832	0.2461222246393731
w24pp	0.21167231585909335	0.23501974549512072	0.2084033499721465	0.1936544195433166	0.15458143233466412	0.1694254150969392	0.2713329198277531	0.21789784603428913	0.24136344166578547	0.1858494186919137	0.21425840178513963	0.2158745590792306	0.20278138396555007	0.20267882967347298	0.21632100092881487	0.2113061705282848	0.22324948799677719	0.1875561805400236	0.10973085075870223	0.1659976594504412	0.2018349092774083	0.21031175251023435	0.3768546752452775	0.271505755992222	0.15740438386528827	0.2676557683947574	0.25271500499419397	0.3369104347557449	0.2571800243170823	0.2618193499622593	0.24536864708444756	0.35573492161456527	0.19822071455256093	0.2831195792837693	0.18502104032924604	0.2144097944156008	0.2109998148826596	0.20608450193396297	0.20106807589454925	0.2638310426549195	0.19242185953596694	0.26368253122549	0.22373686130041134	0.20128928595623014	0.19890232177125283	0.21876455623478194	0.15177372794092772	0.15145835300141147	0.1812795650740724	0.0	0.1223831465018541	0.19673189810031827	0.13483205135894533	0.13666021692486538	0.13506771773341014
f12ppB	0.24830635172952026	0.27165378136554763	0.2450373858425734	0.23028845541374354	0.19121546820509105	0.20605945096736614	0.30796695569818006	0.25453188190471604	0.2779974775362124	0.22248345456234064	0.25089243765556657	0.2525085949496575	0.23941541983597697	0.2393128655438999	0.2529550367992418	0.24794020639871173	0.2598835238672041	0.2241902164104505	0.14636488662912917	0.20263169532086814	0.23846894514783523	0.24694578838066128	0.4134887111157044	0.3081397918626489	0.1940384197357152	0.3042898042651843	0.2893490408646209	0.3735444706261718	0.2938140601875092	0.2984533858326862	0.28200268295487446	0.3923689574849922	0.23485475042298787	0.3197536151541962	0.22165507619967295	0.2510438302860277	0.24763385075308653	0.2427185378043899	0.2377021117649762	0.30046507852534643	0.22905589540639387	0.300316567095917	0.2603708971708383	0.23792332182665707	0.23553635764167977	0.2553985921052089	0.18840776381135466	0.20361644133515613	0.23343765340781705	0.1223831465018541	0.0	0.2217452707734126	0.15984542403203966	0.17329425279529231	0.17170175360383708
w15pp	0.3226551033279844	0.34600253296401184	0.3193861374410376	0.3046372070122077	0.2655642198035552	0.2804082025658303	0.3823157072966442	0.3288806335031802	0.35234622913467656	0.2968322061608048	0.3252411892540307	0.3268573465481217	0.31376417143444113	0.31366161714236407	0.32730378839770596	0.3222889579971759	0.33423227546566825	0.29853896800891466	0.22071363822759332	0.2769804469193323	0.3128176967462994	0.32129453997912544	0.4878374627141686	0.38248854346111305	0.2683871713341794	0.3786385558636485	0.3636977924630851	0.447893222224636	0.36816281178597343	0.3728021374311504	0.3563514345533386	0.46671770908345633	0.309203502021452	0.3941023667526604	0.29600382779813716	0.3253925818844919	0.3219826023515507	0.31706728940285406	0.31205086336344035	0.3748138301238106	0.30340464700485803	0.37466531869438113	0.33471964876930244	0.3122720734251212	0.3098851092401439	0.32974734370367303	0.2627565154098188	0.2779651929336203	0.30778640500628124	0.19673189810031827	0.2217452707734126	0.0	0.19790815303343323	0.24764300439375647	0.24605050520230126
w26pp	0.2607552565866115	0.28410268622263884	0.25748629069966467	0.24273736027083476	0.20366437306218227	0.21850835582445738	0.32041586055527127	0.26698078676180725	0.2904463823933036	0.23493235941943186	0.2633413425126578	0.26495749980674876	0.2518643246930682	0.2517617704009911	0.265403941656333	0.26038911125580294	0.2723324287242953	0.23663912126754175	0.15881379148622038	0.21508060017795938	0.25091785000492645	0.2593946932377525	0.42593761597279567	0.3205886967197401	0.20648732459280644	0.31673870912227553	0.30179794572171215	0.38599337548326307	0.3062629650446005	0.3109022906897775	0.2944515878119657	0.4048178623420834	0.24730365528007908	0.33220252001128747	0.2341039810567642	0.26349273514311894	0.26008275561017774	0.2551674426614811	0.2501510166220674	0.31291398338243764	0.2415048002634851	0.3127654719530082	0.2728198020279295	0.2503722266837483	0.247985262498771	0.2678474969623001	0.20085666866844587	0.21606534619224738	0.2458865582649083	0.13483205135894533	0.15984542403203966	0.19790815303343323	0.0	0.18574315765238353	0.18415065846092832
w8pp	0.25109232754655936	0.27443975718258673	0.24782336165961252	0.23307443123078264	0.19400144402213015	0.20884542678440526	0.31075293151521916	0.2573178577217552	0.2807834533532515	0.22526943037937974	0.25367841347260567	0.2552945707666966	0.2422013956530161	0.242098841360939	0.2557410126162809	0.2507261822157508	0.26266949968424325	0.22697619222748963	0.14915086244616826	0.20541767113790727	0.24125492096487433	0.24973176419770038	0.4162746869327435	0.31092576767968805	0.19682439555275433	0.30707578008222347	0.29213501668166	0.3763304464432109	0.2966000360045483	0.3012393616497253	0.2847886587719136	0.39515493330203133	0.23764072624002697	0.3225395909712353	0.22444105201671208	0.2538298061030668	0.2504198265701256	0.245504513621429	0.2404880875820153	0.30325105434238553	0.23184187122343297	0.3031025429129561	0.2631568729878774	0.2407092976436962	0.2383223334587189	0.258184567922248	0.19119373962839376	0.2178935117581674	0.24771472383082832	0.13666021692486538	0.17329425279529231	0.24764300439375647	0.18574315765238353	0.0	0.1744877294208762
