	f8pp	f30pp	w1pp	f1pp	s1pp	w10pp	f10pp	w3pp	w2pp	f2pp	w13pp	f17ppA	f14ppB	f20ppB	w4pp	w20pp	S13Hp	f6ppB	S20H1	f6ppA	w6pp	w8pp	f14ppA	f32pp	S27H1	w19pp	S26Hp	F6H1	f13pp	f16ppA	f26pp	f31pp	f18pp	w18pp	f21pp	w17pp	f12ppA	s25pp	f9pp	w9pp	F14H1A	w26pp	S9H1	530295	S1Hp	w14pp	f29pp	w27pp	w15pp	f7pp	f4pp	f15pp	w11pp	f11pp	f12ppB	f19pp	f23ppA	f24pp	F7H1	f25pp	w16pp	f16ppB	f22ppB	w23pp	w12pp	f22ppA	S22Hp	S18H1
w6pp	0.22737201312028965	0.23375650462276232	0.2536180455507411	0.29629929203738226	0.3056854937555402	0.23343381922279965	0.262352835125918	0.2162388890786311	0.2454925855027834	0.2331736366535265	0.2038814450327842	0.20055568168333393	0.15943675793163004	0.19822075701193356	0.1902534030067598	0.16396949681247974	0.25830478192698897	0.13934911756779078	0.19832602738006178	0.1016852498779308	0.0	0.2041097354489553	0.18726341067895824	0.14478277491420982	0.31965631187660726	0.2765495523974739	0.33505043836228454	0.31445184782452984	0.1700257334682362	0.2663426475900271	0.20936129239016243	0.20158424209646247	0.2312910864844429	0.20726405924263192	0.22095174396691208	0.2753495450716906	0.2816593352509228	0.21396526502952506	0.19767593418651683	0.21636618221280102	0.29008628223839084	0.27193040585107975	0.32347715141526867	0.33317627302556735	0.3342660583042171	0.28915816396084043	0.2320977317018134	0.2421244649392759	0.27996258024528686	0.19844244372596426	0.22432523933024462	0.202933925848009	0.22709445142804718	0.24091232365598558	0.21528396420310786	0.2519178621358096	0.2795414465766751	0.19661937727468984	0.28803264605634626	0.20013228307632877	0.2430314170849614	0.1930749428761992	0.22448705063539282	0.2279868315025459	0.2888607051984343	0.2484351251309282	0.2917224279495808	0.33562500566955633
w8pp	0.21722249966119184	0.2236069911636645	0.24346853209164326	0.28614977857828444	0.2955359802964424	0.22328430576370184	0.25220332166682013	0.20608937561953328	0.2353430720436856	0.2230241231944287	0.19373193157368637	0.19040616822423612	0.1492872444725322	0.18807124355283572	0.1939689295972825	0.19112735784458706	0.2854626429590963	0.19249921485107374	0.2672844897437415	0.2010482680327759	0.2041097354489553	0.0	0.12807432928034737	0.12481519803384493	0.30950679841750944	0.26640003893837605	0.32490092490318667	0.304302334365432	0.15987622000913837	0.25619313413092926	0.19921177893106462	0.1914347286373646	0.2211415730253451	0.19711454578353405	0.21080223050781421	0.2652000316125928	0.271509821791825	0.2038157515704272	0.18752642072741899	0.20621666875370315	0.27993676877929297	0.2617808923919819	0.3133276379561708	0.3230267595664695	0.32411654484511926	0.27900865050174256	0.22194821824271554	0.23197495148017805	0.26981306678618905	0.18829293026686642	0.21417572587114675	0.19278441238891114	0.21694493796894931	0.2307628101968877	0.20513445074401	0.24176834867671176	0.26939193311757725	0.186469863815592	0.2778831325972484	0.18998276961723093	0.23288190362586353	0.18292542941710133	0.214337537176295	0.21783731804344808	0.2787111917393365	0.23828561167183038	0.281572914490483	0.3254754922104586
f14ppA	0.2003761748911948	0.20676066639366744	0.22662220732164623	0.26930345380828735	0.2786896555264453	0.20643798099370475	0.2353569968968231	0.18924305084953622	0.21849674727368854	0.20617779842443162	0.17688560680368928	0.17355984345423903	0.13244091970253513	0.17122491878283866	0.17712260482728545	0.17428103307459	0.26861631818909926	0.17565289008107665	0.25043816497374444	0.18420194326277883	0.18726341067895824	0.12807432928034737	0.0	0.10796887326384787	0.29266047364751235	0.249553714168379	0.30805460013318964	0.28745600959543494	0.1430298952391413	0.2393468093609322	0.18236545416106753	0.17458840386736757	0.204295248255348	0.180268221013537	0.19395590573781718	0.24835370684259572	0.2546634970218279	0.18696942680043013	0.1706800959574219	0.18937034398370609	0.26309044400929593	0.2449345676219848	0.29648131318617377	0.30618043479647244	0.30727022007512217	0.2621623257317455	0.20510189347271846	0.21512862671018096	0.25296674201619196	0.17144660549686935	0.1973294011011497	0.17593808761891408	0.20009861319895228	0.21391648542689068	0.18828812597401293	0.22492202390671467	0.2525456083475802	0.1696235390455949	0.26103680782725136	0.17313644484723384	0.21603557885586647	0.1660791046471043	0.1974912124062979	0.20099099327345105	0.26186486696933947	0.22143928690183332	0.2647265897204859	0.30862916744046154
f32pp	0.15789553912644633	0.164280030628919	0.18414157155689775	0.22682281804353893	0.2362090197616969	0.1639573452289563	0.19287636113207463	0.14676241508478774	0.1760161115089401	0.16369716265968315	0.13440497103894083	0.13107920768949058	0.08996028393778668	0.1287442830180902	0.134641969062537	0.13180039730984155	0.22613568242435078	0.13317225431632823	0.20795752920899602	0.1417213074980304	0.14478277491420982	0.12481519803384493	0.10796887326384787	0.0	0.25017983788276393	0.20707307840363054	0.26557396436844116	0.24497537383068652	0.10054925947439286	0.19686617359618375	0.1398848183963191	0.1321077681026191	0.16181461249059959	0.13778758524878854	0.1514752699730687	0.2058730710778473	0.21218286125707947	0.14448879103568169	0.12819946019267348	0.14688970821895764	0.22060980824454746	0.20245393185723637	0.2540006774214253	0.26369979903172397	0.26478958431037375	0.21968168996699705	0.16262125770797003	0.17264799094543254	0.21048610625144354	0.1289659697321209	0.15484876533640124	0.13345745185416563	0.1576179774342038	0.1714358496621422	0.14580749020926448	0.18244138814196625	0.21006497258283174	0.1271429032808465	0.21855617206250288	0.13065580908248542	0.17355494309111802	0.12359846888235583	0.15501057664154946	0.15851035750870257	0.219384231204591	0.17895865113708487	0.22224595395573749	0.26614853167571306
S27H1	0.3074417913365155	0.31382628283898817	0.33368782376696693	0.3763690702536081	0.38575527197176607	0.3135035974390255	0.34242261334214386	0.29630866729485694	0.32556236371900926	0.3132434148697524	0.28395122324901007	0.2806254598995598	0.23950653614785586	0.2893143206204746	0.3095155060249345	0.30667393427223905	0.4010092193867483	0.3080457912787257	0.38283106617139345	0.31659484446042785	0.31965631187660726	0.30950679841750944	0.29266047364751235	0.25017983788276393	0.0	0.2870368471883152	0.34553773315312586	0.38169148945674763	0.23726537510045398	0.33358228922224487	0.2766009340223802	0.2688238837286802	0.2985307281166607	0.27450370087484965	0.30102152218313794	0.3554193232879165	0.36172911346714864	0.29403504324575086	0.27774571240274265	0.2964359604290268	0.3701560604546167	0.35200018406730554	0.4035469296314945	0.41324605124179314	0.4143358365204429	0.3692279421770662	0.3121675099180392	0.3221942431555017	0.3600323584615127	0.2785122219421901	0.3043950175464704	0.2830037040642348	0.30716422964427303	0.32098210187221143	0.29535374241933365	0.33198764035203543	0.359611224792901	0.27668915549091566	0.3681024242725721	0.2802020612925546	0.3231011953011872	0.27314472109242505	0.30455682885161867	0.30805660971877175	0.36893048341466017	0.32850490334715404	0.37179220616580666	0.4156947838857822
w19pp	0.2643350318573821	0.2707195233598548	0.29058106428783353	0.3332623107744747	0.3426485124926327	0.2703968379598921	0.2993158538630104	0.25320190781572355	0.28245560423987587	0.27013665539061893	0.24084446376987664	0.2375187004204264	0.19639977666872246	0.24620756114134115	0.2664087465458011	0.26356717479310565	0.3579024599076148	0.26493903179959233	0.33972430669226006	0.2734880849812945	0.2765495523974739	0.26640003893837605	0.249553714168379	0.20707307840363054	0.2870368471883152	0.0	0.2896566876848392	0.33858472997761424	0.19415861562132058	0.29047552974311147	0.2334941745432468	0.22571712424954682	0.25542396863752725	0.23139694139571626	0.2579147627040045	0.3123125638087831	0.31862235398801525	0.25092828376661747	0.23463895292360926	0.2533292009498934	0.32704930097548324	0.30889342458817215	0.3604401701523611	0.3701392917626598	0.37122907704130953	0.3261211826979329	0.2690607504389058	0.2790874836763683	0.3169255989823793	0.2354054624630567	0.261288258067337	0.2398969445851014	0.2640574701651396	0.277875342393078	0.25224698294020026	0.28888088087290203	0.3165044653137675	0.23358239601178227	0.32499566479343867	0.2370953018134212	0.2799944358220538	0.23003796161329162	0.26145006937248527	0.26494985023963835	0.3258237239355268	0.28539814386802065	0.32868544668667327	0.37258802440664884
S26Hp	0.3228359178221927	0.32922040932466534	0.34908195025264416	0.3917631967392853	0.40114939845744324	0.3288977239247027	0.35781673982782103	0.3117027937805341	0.3409564902046865	0.32863754135542955	0.2993453497346873	0.296019586385237	0.2549006626335331	0.3047084471061518	0.3249096325106118	0.3220680607579163	0.4164033458724255	0.32343991776440295	0.3982251926570707	0.33198897094610513	0.33505043836228454	0.32490092490318667	0.30805460013318964	0.26557396436844116	0.34553773315312586	0.2896566876848392	0.0	0.39708561594242486	0.2526595015861312	0.34897641570792215	0.29199506050805746	0.28421801021435744	0.31392485460233793	0.28989782736052694	0.31641564866881516	0.37081344977359376	0.37712323995282593	0.30942916973142814	0.2931398388884199	0.3118300869147041	0.3855501869402939	0.3673943105529828	0.41894105611717175	0.42864017772747043	0.4297299630061202	0.3846220686627435	0.3275616364037165	0.337588369641179	0.37542648494719	0.29390634842786734	0.3197891440321477	0.2983978305499121	0.32255835612995026	0.33637622835788866	0.31074786890501094	0.3473817668377127	0.3750053512785782	0.29208328197659295	0.38349655075824934	0.2955961877782318	0.3384953217868645	0.2885388475781023	0.3199509553372959	0.323450736204449	0.38432460990033734	0.3438990298328312	0.38718633265148383	0.43108891037145936
F6H1	0.3022373272844381	0.30862181878691075	0.3284833597148895	0.3711646062015307	0.38055080791968865	0.3082991333869481	0.33721814929006644	0.2911042032427795	0.32035789966693184	0.30803895081767496	0.27874675919693265	0.27542099584748236	0.23430207209577844	0.28410985656839716	0.3043110419728571	0.30146947022016163	0.39580475533467085	0.3028413272266483	0.37762660211931603	0.31139038040835043	0.31445184782452984	0.304302334365432	0.28745600959543494	0.24497537383068652	0.38169148945674763	0.33858472997761424	0.39708561594242486	0.0	0.17647313535899228	0.30246449742581727	0.2454831422259526	0.23770609193225262	0.2777196934943329	0.2536926662525219	0.2958170581310605	0.35021485923583906	0.3565246494150712	0.28883057919367344	0.27254124835066523	0.2912314963769494	0.36495159640253927	0.3467957200152281	0.3983424655794171	0.4080415871897157	0.4091313724683655	0.3640234781249888	0.3069630458659618	0.3169897791034243	0.3548278944094353	0.2733077578901127	0.299190553494393	0.2777992400121574	0.3019597655921956	0.315777637820134	0.29014927836725624	0.326783176299958	0.35440676074082356	0.27148469143883824	0.3628979602204947	0.2749975972404772	0.3178967312491098	0.26794025704034763	0.29935236479954125	0.30285214566669433	0.36372601936258275	0.3233004392950766	0.36658774211372924	0.41049031983370476
f13pp	0.1578112129281444	0.16419570443061707	0.18405724535859586	0.226738491845237	0.23612469356339497	0.16387301903065438	0.19279203493377273	0.14667808888648584	0.1759317853106382	0.16361283646138125	0.13432064484063894	0.13099488149118868	0.08987595773948479	0.13968374221210347	0.15988492761656342	0.15704335586386797	0.25137864097837714	0.15841521287035462	0.23320048776302238	0.1669642660520568	0.1700257334682362	0.15987622000913837	0.1430298952391413	0.10054925947439286	0.23726537510045398	0.19415861562132058	0.2526595015861312	0.17647313535899228	0.0	0.1580383830695236	0.10105702786965895	0.09327997757595895	0.13329357913803924	0.10926655189622822	0.1513909437747668	0.20578874487954538	0.21209853505877754	0.1444044648373798	0.12811513399437155	0.14680538202065574	0.22052548204624556	0.20236960565893444	0.2539163512231234	0.26361547283342207	0.26470525811207185	0.21959736376869515	0.1625369315096681	0.1725636647471306	0.2104017800531416	0.128881643533819	0.15476443913809934	0.13337312565586373	0.1575336512359019	0.1713515234638403	0.14572316401096258	0.18235706194366433	0.20998064638452985	0.12705857708254456	0.218471845864201	0.1305714828841835	0.17347061689281612	0.12351414268405392	0.15492625044324754	0.15842603131040067	0.2192999050062891	0.17887432493878294	0.22216162775743556	0.2660642054774111
f16ppA	0.2541281270499353	0.260512618552408	0.28037415948038674	0.3230554059670279	0.3324416076851859	0.2601899331524453	0.2891089490555636	0.24299500300827676	0.2722486994324291	0.25992975058317214	0.23063755896242985	0.2273117956129796	0.18619287186127567	0.23600065633389436	0.2562018417383543	0.25336026998565886	0.34769555510016803	0.25473212699214554	0.32951740188481327	0.2632811801738477	0.2663426475900271	0.25619313413092926	0.2393468093609322	0.19686617359618375	0.33358228922224487	0.29047552974311147	0.34897641570792215	0.30246449742581727	0.1580383830695236	0.0	0.14399887619110927	0.1669929741582617	0.22961049325983013	0.20558346601801913	0.24770785789655772	0.3021056590013363	0.30841544918056846	0.24072137895917067	0.22443204811616246	0.24312229614244663	0.31684239616803644	0.29868651978072536	0.3502332653449143	0.359932386955213	0.36102217223386274	0.3159142778904861	0.258853845631459	0.2688805788689215	0.3067186941749325	0.22519855765560992	0.2510813532598902	0.22969003977765462	0.2538505653576928	0.2676684375856312	0.24204007813275347	0.27867397606545524	0.30629756050632073	0.22337549120433547	0.3147887599859919	0.2268883970059744	0.269787531014607	0.21983105680584483	0.2512431645650385	0.25474294543219156	0.31561681912808	0.27519123906057386	0.3184785418792265	0.36238111959920205
f26pp	0.19714677185007068	0.20353126335254332	0.2233928042805221	0.2660740507671633	0.27546025248532124	0.20320857795258063	0.23212759385569898	0.1860136478084121	0.21526734423256444	0.2029483953833075	0.1736562037625652	0.17033044041311493	0.12921151666141104	0.1790193011340297	0.19922048653848967	0.19637891478579422	0.2907141999003034	0.19775077179228087	0.27253604668494863	0.20629982497398303	0.20936129239016243	0.19921177893106462	0.18236545416106753	0.1398848183963191	0.2766009340223802	0.2334941745432468	0.29199506050805746	0.2454831422259526	0.10105702786965895	0.14399887619110927	0.0	0.11001161895839703	0.17262913805996546	0.14860211081815444	0.19072650269669306	0.24512430380147163	0.2514340939807038	0.18374002375930604	0.1674506929162978	0.186140940942582	0.2598610409681718	0.2417051645808607	0.29325191014504964	0.3029510317553483	0.3040408170339981	0.2589329226906214	0.20187249043159436	0.21189922366905686	0.24973733897506786	0.16821720245574523	0.1940999980600256	0.17270868457778998	0.19686921015782816	0.21068708238576656	0.18505872293288883	0.22169262086559058	0.2493162053064561	0.1663941360044708	0.25780740478612724	0.16990704180610974	0.21280617581474237	0.16284970160598017	0.1942618093651738	0.19776159023232692	0.25863546392821535	0.2182098838607092	0.26149718667936184	0.30539976439933736
f31pp	0.18936972155637066	0.19575421305884333	0.2156157539868221	0.25829700047346327	0.26768320219162123	0.19543152765888067	0.224350543561999	0.1782365975147121	0.20749029393886442	0.1951713450896075	0.1658791534688652	0.16255339011941494	0.12143446636771105	0.17124225084032973	0.19144343624478966	0.1886018644920942	0.28293714960660343	0.18997372149858088	0.2647589963912486	0.19852277468028307	0.20158424209646247	0.1914347286373646	0.17458840386736757	0.1321077681026191	0.2688238837286802	0.22571712424954682	0.28421801021435744	0.23770609193225262	0.09327997757595895	0.1669929741582617	0.11001161895839703	0.0	0.16485208776626548	0.14082506052445448	0.18294945240299307	0.23734725350777164	0.2436570436870038	0.17596297346560602	0.1596736426225978	0.17836389064888197	0.25208399067447185	0.2339281142871607	0.2854748598513497	0.2951739814616483	0.2962637667402981	0.2511558723969214	0.19409544013789437	0.20412217337535687	0.24196028868136787	0.16044015216204527	0.18632294776632558	0.16493163428408997	0.18909215986412817	0.20291003209206657	0.17728167263918881	0.2139155705718906	0.2415391550127561	0.15861708571077082	0.2500303544924273	0.16212999151240975	0.20502912552104235	0.15507265131228018	0.18648475907147383	0.18998453993862693	0.25085841363451533	0.2104328335670092	0.2537201363856618	0.29762271410563734
f18pp	0.21907656594435115	0.2254610574468238	0.24532259837480258	0.2880038448614437	0.29739004657960166	0.2251383720468611	0.25405738794997945	0.20794344190269257	0.23719713832684491	0.22487818947758798	0.19558599785684566	0.1922602345073954	0.1511413107556915	0.20094909522831017	0.22115028063277015	0.2183087088800747	0.31264399399458387	0.21968056588656135	0.2944658407792291	0.2282296190682635	0.2312910864844429	0.2211415730253451	0.204295248255348	0.16181461249059959	0.2985307281166607	0.25542396863752725	0.31392485460233793	0.2777196934943329	0.13329357913803924	0.22961049325983013	0.17262913805996546	0.16485208776626548	0.0	0.15225693398848672	0.21265629679097353	0.2670540978957521	0.27336388807498424	0.2056698178535865	0.18938048701057827	0.20807073503686246	0.2817908350624523	0.2636349586751412	0.3151817042393301	0.3248808258496288	0.3259706111282785	0.2808627167849019	0.22380228452587483	0.23382901776333734	0.2716671330693483	0.1901469965500257	0.21602979215430607	0.19463847867207046	0.21879900425210863	0.23261687648004703	0.2069885170271693	0.24362241495987105	0.27124599940073657	0.18832393009875129	0.2797371988804077	0.19183683590039022	0.23473596990902285	0.18477949570026064	0.21619160345945426	0.2196913843266074	0.2805652580224958	0.24013967795498967	0.28342698077364226	0.3273295584936179
w18pp	0.1950495387025401	0.20143403020501277	0.22129557113299153	0.2639768176196327	0.27336301933779067	0.2011113448050501	0.23003036070816843	0.18391641466088154	0.21317011108503386	0.20085116223577695	0.17155897061503464	0.16823320726558438	0.1271142835138805	0.17692206798649918	0.1971232533909591	0.19428168163826365	0.2886169667527729	0.19565353864475032	0.27043881353741805	0.2042025918264525	0.20726405924263192	0.19711454578353405	0.180268221013537	0.13778758524878854	0.27450370087484965	0.23139694139571626	0.28989782736052694	0.2536926662525219	0.10926655189622822	0.20558346601801913	0.14860211081815444	0.14082506052445448	0.15225693398848672	0.0	0.1886292695491625	0.24302707065394108	0.24933686083317325	0.18164279061177546	0.16535345976876725	0.18404370779505141	0.25776380782064123	0.23960793143333015	0.29115467699751907	0.3008537986078178	0.3019435838864675	0.2568356895430909	0.1997752572840638	0.20980199052152632	0.24764010582753732	0.1661199693082147	0.19200276491249502	0.1706114514302594	0.1947719770102976	0.208589849238236	0.18296148978535826	0.21959538771806003	0.24721897215892555	0.16429690285694026	0.25571017163859666	0.1678098086585792	0.2107089426672118	0.16075246845844962	0.19216457621764327	0.19566435708479638	0.2565382307806848	0.21611265071317864	0.25939995353183126	0.30330253125180684
f21pp	0.1973581242907968	0.20374261579326944	0.22360415672124823	0.2662854032078894	0.27567160492604736	0.20341993039330675	0.2323389462964251	0.1862250002491382	0.21547869667329056	0.20315974782403362	0.1738675562032913	0.17054179285384105	0.12942286910213716	0.19060975271077935	0.21081093811523927	0.20796936636254382	0.30230465147705304	0.2093412233690305	0.2841264982616982	0.21789027655073268	0.22095174396691208	0.21080223050781421	0.19395590573781718	0.1514752699730687	0.30102152218313794	0.2579147627040045	0.31641564866881516	0.2958170581310605	0.1513909437747668	0.24770785789655772	0.19072650269669306	0.18294945240299307	0.21265629679097353	0.1886292695491625	0.0	0.20411306790705716	0.2104228580862893	0.14272878786489157	0.12643945702188333	0.14512970504816752	0.23652085410725315	0.21836497771994207	0.269911723284131	0.28292988903463345	0.28401967431328323	0.23891177996990653	0.18185134771087952	0.19187808094834202	0.22971619625435302	0.14819605973503042	0.17407885533931072	0.15268754185707512	0.17684806743711332	0.19066593966505171	0.16503758021217396	0.2153298821624015	0.242953466603267	0.1600313973012817	0.25144466608293814	0.16354430310292065	0.2130175282554685	0.1630610540467063	0.1944731618058999	0.19797294267305304	0.25884681636894147	0.2184212363014353	0.26170853912008796	0.3056111168400635
w17pp	0.25175592539557534	0.258140416898048	0.27800195782602677	0.32068320431266795	0.3300694060308259	0.25781773149808535	0.2867367474012037	0.24062280135391678	0.2698764977780691	0.2575575489288122	0.22826535730806988	0.22493959395861962	0.1838206702069157	0.2450075538155579	0.26520873922001786	0.2623671674673224	0.35670245258183164	0.26373902447380904	0.3385242993664768	0.2722880776555112	0.2753495450716906	0.2652000316125928	0.24835370684259572	0.2058730710778473	0.3554193232879165	0.3123125638087831	0.37081344977359376	0.35021485923583906	0.20578874487954538	0.3021056590013363	0.24512430380147163	0.23734725350777164	0.2670540978957521	0.24302707065394108	0.20411306790705716	0.0	0.2341296151935749	0.16643554497217714	0.1609763430560212	0.17966659108230537	0.29091865521203175	0.2727627788247206	0.3243095243889096	0.337327690139412	0.3384174754180618	0.2933095810746851	0.23624914881565806	0.24627588205312057	0.28411399735913156	0.20259386083980896	0.2284766564440893	0.20708534296185369	0.23124586854189189	0.24506374076983028	0.21943538131695253	0.26972768326718005	0.29735126770804554	0.21442919840606028	0.3058424671877167	0.21794210420769922	0.26741532936024703	0.21745885515148486	0.2488709629106785	0.2523707437778316	0.31324461747372	0.2728190374062139	0.3161063402248665	0.360008917944842
f12ppA	0.2580657155748075	0.2644502070772802	0.28431174800525894	0.3269929944919001	0.3363791962100581	0.2641275216773175	0.29304653758043586	0.24693259153314895	0.27618628795730127	0.2638673391080444	0.23457514748730204	0.2312493841378518	0.19013046038614786	0.25131734399479005	0.27151852939925003	0.2686769576465546	0.3630122427610638	0.2700488146530412	0.344834089545709	0.2785978678347434	0.2816593352509228	0.271509821791825	0.2546634970218279	0.21218286125707947	0.36172911346714864	0.31862235398801525	0.37712323995282593	0.3565246494150712	0.21209853505877754	0.30841544918056846	0.2514340939807038	0.2436570436870038	0.27336388807498424	0.24933686083317325	0.2104228580862893	0.2341296151935749	0.0	0.1482196870375998	0.16728613323525335	0.1859763812615375	0.2972284453912639	0.2790725690039528	0.33061931456814175	0.34363748031864416	0.34472726559729394	0.29961937125391724	0.24255893899489023	0.25258567223235273	0.29042378753836373	0.20890365101904113	0.23478644662332146	0.21339513314108585	0.23755565872112405	0.25137353094906245	0.2257451714961847	0.2760374734464122	0.3036610578872777	0.22073898858529245	0.31215225736694885	0.22425189438693138	0.2737251195394792	0.22376864533071703	0.2551807530899107	0.25868053395706375	0.3195544076529522	0.27912882758544605	0.32241613040409867	0.3663187081240742
s25pp	0.19037164535340972	0.1967561368558824	0.21661767778386118	0.25929892427050233	0.2686851259886603	0.19643345145591973	0.22535246735903808	0.17923852131175116	0.2084922177359035	0.1961732688866466	0.16688107726590426	0.163555313916454	0.12243639016475011	0.1836232737733923	0.20382445917785225	0.2009828874251568	0.295318172539666	0.20235474443164347	0.2771400193243112	0.21090379761334563	0.21396526502952506	0.2038157515704272	0.18696942680043013	0.14448879103568169	0.29403504324575086	0.25092828376661747	0.30942916973142814	0.28883057919367344	0.1444044648373798	0.24072137895917067	0.18374002375930604	0.17596297346560602	0.2056698178535865	0.18164279061177546	0.14272878786489157	0.16643554497217714	0.1482196870375998	0.0	0.09959206301385559	0.11828231104013977	0.22953437516986613	0.21137849878255502	0.26292524434674397	0.27594341009724643	0.2770331953758962	0.23192530103251952	0.1748648687734925	0.184891602010955	0.22272971731696597	0.14120958079764337	0.1670923764019237	0.1457010629196881	0.16986158849972627	0.18367946072766467	0.15805110127478694	0.20834340322501446	0.23596698766587998	0.15304491836389467	0.24445818714555112	0.1565578241655336	0.20603104931808144	0.15607457510931927	0.1874866828685129	0.19098646373566602	0.2518603374315544	0.21143475736404826	0.2547220601827009	0.29862463790267646
f9pp	0.17408231451040151	0.18046680601287418	0.20032834694085294	0.24300959342749412	0.2523957951456521	0.18014412061291152	0.20906313651602984	0.16294919046874295	0.19220288689289527	0.17988393804363836	0.15059174642289605	0.1472659830734458	0.1061470593217419	0.16733394293038406	0.18753512833484404	0.1846935565821486	0.27902884169665776	0.18606541358863524	0.260850688481303	0.1946144667703374	0.19767593418651683	0.18752642072741899	0.1706800959574219	0.12819946019267348	0.27774571240274265	0.23463895292360926	0.2931398388884199	0.27254124835066523	0.12811513399437155	0.22443204811616246	0.1674506929162978	0.1596736426225978	0.18938048701057827	0.16535345976876725	0.12643945702188333	0.1609763430560212	0.16728613323525335	0.09959206301385559	0.0	0.0870655178190253	0.21324504432685792	0.19508916793954678	0.24663591350373576	0.2596540792542382	0.26074386453288795	0.2156359701895113	0.15857553793048426	0.16860227116794677	0.20644038647395774	0.12492024995463515	0.1508030455589155	0.1294117320766799	0.15357225765671806	0.16739012988465646	0.14176177043177873	0.19205407238200622	0.21967765682287174	0.13675558752088646	0.22816885630254288	0.1402684933225254	0.1897417184750732	0.13978524426631103	0.17119735202550468	0.17469713289265779	0.23557100658854618	0.19514542652104006	0.23843272933969267	0.28233530705966825
w9pp	0.19277256253668568	0.19915705403915834	0.21901859496713713	0.2616998414537783	0.27108604317193624	0.19883436863919568	0.22775338454231403	0.18163943849502712	0.21089313491917946	0.19857418606992255	0.1692819944491802	0.16595623109972996	0.12483730734802606	0.18602419095666825	0.2062253763611282	0.20338380460843275	0.297719089722942	0.20475566161491943	0.27954093650758716	0.21330471479662158	0.21636618221280102	0.20621666875370315	0.18937034398370609	0.14688970821895764	0.2964359604290268	0.2533292009498934	0.3118300869147041	0.2912314963769494	0.14680538202065574	0.24312229614244663	0.186140940942582	0.17836389064888197	0.20807073503686246	0.18404370779505141	0.14512970504816752	0.17966659108230537	0.1859763812615375	0.11828231104013977	0.0870655178190253	0.0	0.2319352923531421	0.21377941596583097	0.2653261615300199	0.2783443272805224	0.27943411255917217	0.23432621821579547	0.17726578595676845	0.18729251919423096	0.22513063450024193	0.14361049798091932	0.16949329358519966	0.14810198010296405	0.17226250568300222	0.18608037791094062	0.1604520184580629	0.21074432040829041	0.23836790484915593	0.15544583554717062	0.24685910432882707	0.15895874134880955	0.2084319665013574	0.15847549229259522	0.18988760005178884	0.19338738091894198	0.25426125461483035	0.21383567454732422	0.25712297736597683	0.3010255550859524
F14H1A	0.2664926625622755	0.27287715406474816	0.2927386949927269	0.3354199414793681	0.34480614319752606	0.2725544686647855	0.3014734845679038	0.25535953852061694	0.28461323494476926	0.2722942860955123	0.24300209447477003	0.23967633112531977	0.19855740737361588	0.2597442909822581	0.279945476386718	0.27710390463402257	0.3714391897485318	0.27847576164050925	0.353261036533177	0.2870248148222114	0.29008628223839084	0.27993676877929297	0.26309044400929593	0.22060980824454746	0.3701560604546167	0.32704930097548324	0.3855501869402939	0.36495159640253927	0.22052548204624556	0.31684239616803644	0.2598610409681718	0.25208399067447185	0.2817908350624523	0.25776380782064123	0.23652085410725315	0.29091865521203175	0.2972284453912639	0.22953437516986613	0.21324504432685792	0.2319352923531421	0.0	0.2625840706849707	0.3141308162491596	0.3520644273061122	0.353154212584762	0.3080463182413853	0.25098588598235827	0.2610126192198208	0.2988507345258318	0.21733059800650914	0.24321339361078947	0.22182208012855387	0.24598260570859204	0.25980047793653044	0.2341721184836527	0.28446442043388026	0.31208800487474575	0.22916593557276047	0.3205792043544169	0.2326788413743994	0.28215206652694724	0.23219559231818504	0.26360770007737866	0.26710748094453174	0.32798135464042016	0.28755577457291404	0.33084307739156665	0.37474565511154223
w26pp	0.2483367861749644	0.2547212776774371	0.27458281860541583	0.317264065092057	0.326650266810215	0.2543985922774744	0.2833176081805927	0.23720366213330585	0.26645735855745817	0.25413840970820123	0.22484621808745894	0.2215204547380087	0.18040153098630476	0.24158841459494695	0.26178959999940693	0.2589480282467115	0.35328331336122065	0.26031988525319816	0.3351051601458659	0.2688689384349003	0.27193040585107975	0.2617808923919819	0.2449345676219848	0.20245393185723637	0.35200018406730554	0.30889342458817215	0.3673943105529828	0.3467957200152281	0.20236960565893444	0.29868651978072536	0.2417051645808607	0.2339281142871607	0.2636349586751412	0.23960793143333015	0.21836497771994207	0.2727627788247206	0.2790725690039528	0.21137849878255502	0.19508916793954678	0.21377941596583097	0.2625840706849707	0.0	0.27567451278255495	0.3339085509188011	0.33499833619745084	0.2898904418540742	0.23283000959504713	0.24285674283250963	0.28069485813852063	0.19917472161919803	0.22505751722347836	0.20366620374124275	0.22782672932128095	0.24164460154921935	0.2160162420963416	0.2663085440465691	0.29393212848743466	0.21101005918544935	0.3024233279671058	0.21452296498708828	0.2639961901396361	0.21403971593087392	0.24545182369006757	0.24895160455722065	0.3098254782531091	0.26939989818560295	0.31268720100425557	0.35658977872423114
