	s15pp	s17pp	s23pp	s26pp	s12pp	s27pp	s32pp	S6Hp	s2pp	s10pp	s28pp	s25pp	s19pp	F16H1	S1Hp	s29pp	S30H1	F29H1	F14H1B	F23HpA	S27H1	S17H1	s24pp	S26Hp	S13Hp	S28Hp	S16H2	F22HpB	F1H1	F22H1A	S22Hp	S4Hp	s21pp	s24H1	F8H1	S8Hp	S2Hp	S12Hp	S11Hp	F32H1	31450	S21H1	F6H1	S20H1	S10H1	S7Hp	S15Hp	S31Hp	S25Hp	S23Hp	S19H1	F14H1A	31360	530394	31343	w30pp
S27H1	0.421215625521771	0.43326545160956276	0.4212313429231396	0.42181071193905073	0.41744410184888975	0.41923043737251825	0.41815291059784676	0.4406775338657176	0.42248885709625666	0.4442787654949978	0.3651568376859902	0.38310935579717886	0.33437911793127023	0.4372531265196703	0.4670939560241879	0.36953268269586864	0.40589348937634295	0.36798549016912996	0.12261686412655295	0.0158163420127915	0.0	0.004266845497459983	0.006989486220646433	0.2981031411455642	0.6147516737140373	0.4892239597066747	0.6123840360201793	0.6270166680820417	0.5906656901491467	0.6042640446831233	0.6730897902946527	0.7014369083490665	0.7081204599917039	0.6939181619182362	0.6405132747638238	0.761671695698252	0.700033680928991	0.6103853237304293	0.6941402703993937	0.6952648111196481	0.6969746150123576	0.6611174610794288	0.6602131533941251	0.6587888563898006	0.6940592968687899	0.3688847035037273	0.28783269615112295	0.33253613188761094	0.34357602715349483	0.36736985280041284	0.34550870405867107	0.338618391729235	0.3897848152668536	0.3671098422250448	0.3493324427929553	0.38688394423597267
S17H1	0.42075795653123654	0.4328077826190283	0.4207736739326051	0.4213530429485163	0.4169864328583553	0.4187727683819838	0.4176952416073123	0.44021986487518316	0.4220311881057222	0.44382109650446333	0.36469916869545577	0.3826516868066444	0.33392144894073583	0.43679545752913584	0.4666362870336535	0.36907501370533424	0.4054358203858085	0.36752782117859556	0.12215919513601853	0.015358673022257073	0.004266845497459983	0.0	0.006531817230112005	0.2976454721550298	0.6142940047235028	0.4887662907161403	0.6119263670296449	0.6265589990915074	0.5902080211586123	0.603806375692589	0.6726321213041182	0.700979239358532	0.7076627910011695	0.6934604929277017	0.6400556057732893	0.7612140267077175	0.6995760119384565	0.609927654739895	0.6936826014088593	0.6948071421291137	0.6965169460218231	0.6606597920888944	0.6597554844035907	0.6583311873992661	0.6936016278782554	0.3684270345131929	0.2873750271605885	0.33207846289707654	0.34311835816296044	0.36691218380987844	0.3450510350681366	0.33816072273870057	0.3893271462763192	0.3666521732345104	0.3488747738024209	0.3864262752454382
s24pp	0.4198913418268402	0.4319411679146319	0.4199070592282088	0.4204864282441199	0.41611981815395893	0.41790615367758743	0.41682862690291594	0.4393532501707868	0.42116457340132585	0.44295448180006697	0.3638325539910594	0.38178507210224805	0.3330548342363394	0.4359288428247395	0.46576967232925715	0.3682083990009378	0.40456920568141214	0.3666612064741992	0.12129258043162214	0.014492058317860676	0.006989486220646433	0.006531817230112005	0.0	0.29677885745063337	0.6134273900191064	0.4878996760117439	0.6110597523252485	0.625692384387111	0.5893414064542158	0.6029397609881926	0.6717655065997218	0.7001126246541356	0.7067961762967732	0.6925938782233054	0.6391889910688929	0.7603474120033211	0.6987093972340601	0.6090610400354985	0.692815986704463	0.6939405274247172	0.6956503313174267	0.6597931773844979	0.6588888696991942	0.6574645726948697	0.692735013173859	0.3675604198087965	0.28650841245619213	0.3312118481926801	0.342251743458564	0.366045569105482	0.34418442036374025	0.3372941080343042	0.38846053157192284	0.36578555853011396	0.3480081590980245	0.38555966054104185
S26Hp	0.3517733207402987	0.36382314682809047	0.3517890381416673	0.35236840715757844	0.34800179706741746	0.34978813259104596	0.3487106058163745	0.37123522908424533	0.3530465523147844	0.3748364607135255	0.29571453290451793	0.3136670510157066	0.264936813149798	0.36781082173819807	0.39765165124271573	0.3000903779143964	0.3364511845948707	0.2985431853876578	0.27343981887273133	0.28482690479138206	0.2981031411455642	0.2976454721550298	0.29677885745063337	0.0	0.37366468040793105	0.2481369664005685	0.3712970427140731	0.3859296747759356	0.3495786968430405	0.3631770513770172	0.43200279698854643	0.46034991504296036	0.4670334666855978	0.4528311686121301	0.3994262814577176	0.5205847023921458	0.4589466876228849	0.3692983304243232	0.45305327709328763	0.454177817813542	0.45588762170625147	0.4200304677733226	0.4191261600880189	0.41770186308369434	0.45297230356268375	0.12779771019762115	0.15839405974459284	0.2030974954810808	0.2141373907469647	0.2379312163938827	0.21607006765214093	0.2091797553227049	0.3203425104853814	0.29766753744357255	0.2798901380114831	0.3174416394545004
S13Hp	0.6684218533087717	0.6804716793965634	0.6684375707101403	0.6690169397260515	0.6646503296358904	0.6664366651595189	0.6653591383848475	0.6878837616527183	0.6696950848832574	0.6914849932819984	0.6123630654729909	0.6303155835841796	0.5815853457182709	0.684459354306671	0.7143001838111886	0.6167389104828693	0.6530997171633437	0.6151917179561307	0.5900883514412043	0.6014754373598551	0.6147516737140373	0.6142940047235028	0.6134273900191064	0.37366468040793105	0.0	0.4089974448248923	0.5321575211383969	0.5467901532002594	0.5104391752673643	0.5240375298013409	0.5928632754128702	0.6212103934672841	0.6278939451099216	0.6136916470364537	0.5602867598820414	0.6814451808164697	0.6198071660472086	0.5301588088486469	0.6139137555176113	0.6150382962378658	0.6167481001305752	0.5808909461976464	0.5799866385123427	0.5785623415080181	0.6138327819870075	0.35763330362077383	0.47504259231306584	0.5197460280495538	0.5307859233154377	0.5545797489623557	0.5327186002206139	0.525828287891178	0.6369910430538543	0.6143160700120456	0.596538670579956	0.6340901720229734
S28Hp	0.5428941393014092	0.5549439653892009	0.5429098567027778	0.543489225718689	0.5391226156285279	0.5409089511521564	0.539831424377485	0.5623560476453557	0.5441673708758948	0.5659572792746359	0.4868353514656284	0.5047878695768171	0.4560576317109084	0.5589316402993085	0.5887724698038261	0.4912111964755069	0.5275720031559812	0.4896640039487682	0.46456063743384185	0.4759477233524926	0.4892239597066747	0.4887662907161403	0.4878996760117439	0.2481369664005685	0.4089974448248923	0.0	0.30160351313226635	0.31623614519412885	0.27988516726123375	0.2934835217952104	0.36230926740673963	0.39065638546115355	0.39733993710379106	0.3831376390303233	0.32973275187591083	0.4508911728103391	0.3892531580410781	0.2996048008425164	0.38335974751148083	0.3844842882317352	0.3861940921244447	0.3503369381915158	0.3494326305062121	0.34800833350188753	0.38327877398087695	0.23210558961341132	0.3495148783057033	0.3942183140421913	0.4052582093080752	0.4290520349549932	0.40719088621325145	0.4003005738838154	0.5114633290464918	0.488788356004683	0.4710109565725935	0.5085624580156108
S16H2	0.6660542156149137	0.6781040417027054	0.6660699330162824	0.6666493020321935	0.6622826919420325	0.664069027465661	0.6629915006909896	0.6855161239588603	0.6673274471893994	0.6891173555881405	0.609995427779133	0.6279479458903217	0.579217708024413	0.6820917166128131	0.7119325461173307	0.6143712727890114	0.6507320794694857	0.6128240802622728	0.5877207137473464	0.5991077996659971	0.6123840360201793	0.6119263670296449	0.6110597523252485	0.3712970427140731	0.5321575211383969	0.30160351313226635	0.0	0.2227435118643277	0.18639253393143262	0.1999908884654093	0.3366365230384859	0.3649836410928998	0.37166719273553733	0.35746489466206954	0.30406000750765705	0.42521842844208535	0.36358041367282434	0.27393205647426266	0.3576870031432271	0.35881154386348146	0.360521347756191	0.32466419382326206	0.32375988613795836	0.3223355891336338	0.3576060296126232	0.3552656659269159	0.4726749546192079	0.5173783903556959	0.5284182856215798	0.5522121112684978	0.530350962526756	0.52346065019732	0.6346234053599964	0.6119484323181876	0.5941710328860981	0.6317225343291154
F22HpB	0.6806868476767762	0.6927366737645679	0.6807025650781449	0.6812819340940559	0.676915324003895	0.6787016595275235	0.677624132752852	0.7001487560207228	0.6819600792512619	0.7037499876500031	0.6246280598409955	0.642580577952184	0.5938503400862755	0.6967243486746755	0.7265651781791931	0.6290039048508739	0.6653647115313481	0.6274567123241352	0.602353345809209	0.6137404317278596	0.6270166680820417	0.6265589990915074	0.625692384387111	0.3859296747759356	0.5467901532002594	0.31623614519412885	0.2227435118643277	0.0	0.14743565769395658	0.16103401222793323	0.3512691551003484	0.3796162731547623	0.38629982479739977	0.372097526723932	0.31869263956951954	0.4398510605039478	0.37821304573468684	0.28856468853612516	0.3723196352050896	0.3734441759253439	0.37515397981805343	0.33929682588512455	0.33839251819982086	0.3369682211954963	0.37223866167448566	0.3698982979887784	0.4873075866810704	0.5320110224175584	0.5430509176834423	0.5668447433303603	0.5449835945886186	0.5380932822591825	0.649256037421859	0.62658106438005	0.6088036649479606	0.6463551663909779
F1H1	0.6443358697438811	0.6563856958316728	0.6443515871452498	0.6449309561611609	0.6405643460709999	0.6423506815946284	0.641273154819957	0.6637977780878277	0.6456091013183668	0.6673990097171079	0.5882770819081004	0.606229600019289	0.5574993621533804	0.6603733707417805	0.6902142002462981	0.5926529269179788	0.6290137335984531	0.5911057343912401	0.5660023678763138	0.5773894537949645	0.5906656901491467	0.5902080211586123	0.5893414064542158	0.3495786968430405	0.5104391752673643	0.27988516726123375	0.18639253393143262	0.14743565769395658	0.0	0.03904644207294902	0.3149181771674533	0.3432652952218672	0.3499488468645047	0.33574654879103694	0.28234166163662444	0.40350008257105274	0.34186206780179174	0.25221371060323006	0.3359686572721945	0.33709319799244886	0.3388030018851584	0.30294584795222945	0.30204154026692576	0.3006172432626012	0.3358876837415906	0.3335473200558833	0.4509566087481753	0.4956600444846633	0.5066999397505472	0.5304937653974652	0.5086326166557233	0.5017423043262874	0.6129050594889638	0.590230086447155	0.5724526870150655	0.6100041884580828
F22H1A	0.6579342242778579	0.6699840503656496	0.6579499416792265	0.6585293106951375	0.6541627006049766	0.6559490361286051	0.6548715093539337	0.6773961326218044	0.6592074558523435	0.6809973642510847	0.6018754364420771	0.6198279545532657	0.5710977166873571	0.6739717252757572	0.7038125547802748	0.6062512814519555	0.6426120881324299	0.6047040889252169	0.5796007224102906	0.5909878083289413	0.6042640446831233	0.603806375692589	0.6029397609881926	0.3631770513770172	0.5240375298013409	0.2934835217952104	0.1999908884654093	0.16103401222793323	0.03904644207294902	0.0	0.32851653170142997	0.35686364975584395	0.3635472013984814	0.34934490332501356	0.2959400161706012	0.41709843710502936	0.3554604223357684	0.26581206513720673	0.3495670118061712	0.3506915525264255	0.35240135641913506	0.3165442024862062	0.31563989480090243	0.3142155977965779	0.34948603827556723	0.34714567458986	0.464554963282152	0.50925839901864	0.5202982942845239	0.5440921199314419	0.5222309711897002	0.5153406588602641	0.6265034140229406	0.6038284409811316	0.5860510415490422	0.6236025429920595
S22Hp	0.7267599698893872	0.7388097959771789	0.7267756872907558	0.7273550563066669	0.7229884462165059	0.7247747817401344	0.723697254965463	0.7462218782333337	0.7280332014638728	0.749823109862614	0.6707011820536064	0.688653700164795	0.6399234622988864	0.7427974708872864	0.772638300391804	0.6750770270634848	0.7114378337439591	0.6735298345367462	0.6484264680218197	0.6598135539404705	0.6730897902946527	0.6726321213041182	0.6717655065997218	0.43200279698854643	0.5928632754128702	0.36230926740673963	0.3366365230384859	0.3512691551003484	0.3149181771674533	0.32851653170142997	0.0	0.2998913664809143	0.3065749181235518	0.292372620050084	0.23896773289567155	0.3601261538300998	0.2984881390608388	0.26368660708421204	0.34744155375317654	0.3485660944734308	0.35027589836614037	0.3144187444332115	0.31351443674790774	0.3120901397435832	0.34736058022257255	0.4159714202013892	0.5333807088936813	0.5780841446301692	0.5891240398960531	0.6129178655429711	0.5910567168012293	0.5841664044717934	0.6953291596344698	0.672654186592661	0.6548767871605715	0.6924282886035888
S4Hp	0.755107087943801	0.7671569140315927	0.7551228053451696	0.7557021743610808	0.7513355642709197	0.7531218997945482	0.7520443730198768	0.7745689962877476	0.7563803195182867	0.7781702279170277	0.6990483001080202	0.7170008182192089	0.6682705803533002	0.7711445889417002	0.800985418446218	0.7034241451178986	0.7397849517983729	0.70187695259116	0.6767735860762336	0.6881606719948843	0.7014369083490665	0.700979239358532	0.7001126246541356	0.46034991504296036	0.6212103934672841	0.39065638546115355	0.3649836410928998	0.3796162731547623	0.3432652952218672	0.35686364975584395	0.2998913664809143	0.0	0.17168171428255255	0.15747941620908473	0.18104575545136342	0.30220417638579167	0.24056616161653066	0.292033725138626	0.37578867180759046	0.37691321252784477	0.3786230164205543	0.3427658624876254	0.3418615548023217	0.34043725779799716	0.3757076982769865	0.44431853825580314	0.5617278269480952	0.6064312626845831	0.617471157950467	0.641264983597385	0.6194038348556432	0.6125135225262073	0.7236762776888837	0.7010013046470749	0.6832239052149853	0.7207754066580027
s21pp	0.7617906395864384	0.7738404656742301	0.7618063569878071	0.7623857260037181	0.7580191159135572	0.7598054514371857	0.7587279246625143	0.781252547930385	0.7630638711609241	0.7848537795596653	0.7057318517506577	0.7236843698618463	0.6749541319959377	0.7778281405843377	0.8076689700888553	0.7101076967605361	0.7464685034410103	0.7085605042337975	0.6834571377188711	0.6948442236375217	0.7081204599917039	0.7076627910011695	0.7067961762967732	0.4670334666855978	0.6278939451099216	0.39733993710379106	0.37166719273553733	0.38629982479739977	0.3499488468645047	0.3635472013984814	0.3065749181235518	0.17168171428255255	0.0	0.07003283450361092	0.1877293070940009	0.3088877280284291	0.24724971325916817	0.2987172767812635	0.3824722234502279	0.3835967641704823	0.3853065680631918	0.34944941413026287	0.3485451064449592	0.3471208094406346	0.38239124991962403	0.4510020898984406	0.5684113785907327	0.6131148143272206	0.6241547095931045	0.6479485352400225	0.6260873864982808	0.6191970741688447	0.7303598293315211	0.7076848562897122	0.6899074568576228	0.7274589583006401
s24H1	0.7475883415129707	0.7596381676007624	0.7476040589143393	0.7481834279302504	0.7438168178400895	0.745603153363718	0.7445256265890465	0.7670502498569173	0.7488615730874564	0.7706514814861976	0.6915295536771899	0.7094820717883785	0.6607518339224699	0.76362584251087	0.7934666720153876	0.6959053986870684	0.7322662053675426	0.6943582061603297	0.6692548396454033	0.680641925564054	0.6939181619182362	0.6934604929277017	0.6925938782233054	0.4528311686121301	0.6136916470364537	0.3831376390303233	0.35746489466206954	0.372097526723932	0.33574654879103694	0.34934490332501356	0.292372620050084	0.15747941620908473	0.07003283450361092	0.0	0.17352700902053309	0.29468542995496133	0.23304741518570032	0.28451497870779563	0.3682699253767601	0.36939446609701443	0.371104269989724	0.3352471160567951	0.33434280837149133	0.33291851136716677	0.3681889518461562	0.43679979182497286	0.5542090805172649	0.5989125162537529	0.6099524115196368	0.6337462371665548	0.611885088424813	0.604994776095377	0.7161575312580534	0.6934825582162445	0.675705158784155	0.7132566602271724
F8H1	0.6941834543585582	0.7062332804463499	0.6941991717599268	0.694778540775838	0.690411930685677	0.6921982662093055	0.691120739434634	0.7136453627025048	0.6954566859330439	0.717246594331785	0.6381246665227774	0.6560771846339661	0.6073469467680574	0.7102209553564575	0.7400617848609752	0.6425005115326559	0.6788613182131301	0.6409533190059172	0.6158499524909908	0.6272370384096416	0.6405132747638238	0.6400556057732893	0.6391889910688929	0.3994262814577176	0.5602867598820414	0.32973275187591083	0.30406000750765705	0.31869263956951954	0.28234166163662444	0.2959400161706012	0.23896773289567155	0.18104575545136342	0.1877293070940009	0.17352700902053309	0.0	0.14096721126619866	0.09230245540495594	0.23111009155338322	0.3148650382223477	0.315989578942602	0.3176993828353115	0.28184222890238264	0.28093792121707895	0.2795136242127544	0.31478406469174375	0.38339490467056037	0.5008041933628524	0.5455076290993404	0.5565475243652243	0.5803413500121423	0.5584802012704004	0.5515898889409645	0.6627526441036409	0.6400776710618321	0.6223002716297426	0.6598517730727599
S8Hp	0.8153418752929865	0.8273917013807782	0.8153575926943551	0.8159369617102663	0.8115703516201053	0.8133566871437338	0.8122791603690623	0.8348037836369331	0.8166151068674722	0.8384050152662132	0.7592830874572057	0.7772356055683944	0.7285053677024858	0.8313793762908858	0.8612202057954035	0.7636589324670842	0.8000197391475584	0.7621117399403455	0.7370083734254191	0.7483954593440698	0.761671695698252	0.7612140267077175	0.7603474120033211	0.5205847023921458	0.6814451808164697	0.4508911728103391	0.42521842844208535	0.4398510605039478	0.40350008257105274	0.41709843710502936	0.3601261538300998	0.30220417638579167	0.3088877280284291	0.29468542995496133	0.14096721126619866	0.0	0.21346087633938418	0.35226851248781144	0.4360234591567759	0.43714799987703024	0.4388578037697398	0.4030006498368109	0.40209634215150714	0.4006720451471826	0.435942485626172	0.5045533256049887	0.6219626142972807	0.6666660500337687	0.6777059452996526	0.7014997709465706	0.6796386222048287	0.6727483098753928	0.7839110650380692	0.7612360919962604	0.7434586925641709	0.7810101940071882
S2Hp	0.7537038605237255	0.7657536866115172	0.7537195779250941	0.7542989469410053	0.7499323368508443	0.7517186723744728	0.7506411455998013	0.7731657688676721	0.7549770920982112	0.7767670004969522	0.6976450726879447	0.7155975907991334	0.6668673529332247	0.7697413615216248	0.7995821910261425	0.7020209176978232	0.7383817243782974	0.7004737251710845	0.6753703586561581	0.6867574445748088	0.700033680928991	0.6995760119384565	0.6987093972340601	0.4589466876228849	0.6198071660472086	0.3892531580410781	0.36358041367282434	0.37821304573468684	0.34186206780179174	0.3554604223357684	0.2984881390608388	0.24056616161653066	0.24724971325916817	0.23304741518570032	0.09230245540495594	0.21346087633938418	0.0	0.2906304977185505	0.374385444387515	0.37550998510776923	0.3772197890004788	0.34136263506754994	0.3404583273822462	0.3390340303779216	0.374304470856911	0.44291531083572766	0.5603245995280197	0.6050280352645077	0.6160679305303915	0.6398617561773096	0.6180006074355677	0.6111102951061318	0.7222730502688082	0.6995980772269994	0.6818206777949098	0.7193721792379272
S12Hp	0.6640555033251638	0.6761053294129555	0.6640712207265325	0.6646505897424435	0.6602839796522826	0.6620703151759111	0.6609927884012397	0.6835174116691104	0.6653287348996495	0.6871186432983907	0.607996715489383	0.6259492336005716	0.5772189957346631	0.6800930043230632	0.7099338338275808	0.6123725604992615	0.6487333671797358	0.6108253679725228	0.5857220014575966	0.5971090873762472	0.6103853237304293	0.609927654739895	0.6090610400354985	0.3692983304243232	0.5301588088486469	0.2996048008425164	0.27393205647426266	0.28856468853612516	0.25221371060323006	0.26581206513720673	0.26368660708421204	0.292033725138626	0.2987172767812635	0.28451497870779563	0.23111009155338322	0.35226851248781144	0.2906304977185505	0.0	0.134993535307218	0.13611807602747233	0.13782787992018186	0.20876391692075422	0.2078596092354505	0.20643531223112593	0.24170575271011532	0.353266953637166	0.470676242329458	0.515379678065946	0.5264195733318299	0.5502133989787479	0.5283522502370062	0.5214619379075701	0.6326246930702466	0.6099497200284376	0.5921723205963482	0.6297238220393655
S11Hp	0.7478104499941283	0.75986027608192	0.7478261673954969	0.748405536411408	0.744038926321247	0.7458252618448755	0.7447477350702041	0.7672723583380748	0.7490836815686139	0.7708735899673551	0.6917516621583475	0.7097041802695361	0.6609739424036275	0.7638479509920275	0.7936887804965451	0.6961275071682259	0.7324883138487002	0.6945803146414873	0.6694769481265609	0.6808640340452116	0.6941402703993937	0.6936826014088593	0.692815986704463	0.45305327709328763	0.6139137555176113	0.38335974751148083	0.3576870031432271	0.3723196352050896	0.3359686572721945	0.3495670118061712	0.34744155375317654	0.37578867180759046	0.3824722234502279	0.3682699253767601	0.3148650382223477	0.4360234591567759	0.374385444387515	0.134993535307218	0.0	0.003226515675521309	0.0049363195682308484	0.2925188635897187	0.291614555904415	0.2901902589000904	0.3254606993790798	0.4370219003061304	0.5544311889984225	0.5991346247349104	0.6101745200007943	0.6339683456477123	0.6121071969059706	0.6052168845765346	0.7163796397392109	0.693704666697402	0.6759272672653126	0.7134787687083299
F32H1	0.7489349907143826	0.7609848168021743	0.7489507081157513	0.7495300771316624	0.7451634670415014	0.7469498025651299	0.7458722757904584	0.7683968990583292	0.7502082222888683	0.7719981306876094	0.6928762028786019	0.7108287209897906	0.6620984831238819	0.7649724917122819	0.7948133212167996	0.6972520478884803	0.7336128545689545	0.6957048553617416	0.6706014888468153	0.6819885747654659	0.6952648111196481	0.6948071421291137	0.6939405274247172	0.454177817813542	0.6150382962378658	0.3844842882317352	0.35881154386348146	0.3734441759253439	0.33709319799244886	0.3506915525264255	0.3485660944734308	0.37691321252784477	0.3835967641704823	0.36939446609701443	0.315989578942602	0.43714799987703024	0.37550998510776923	0.13611807602747233	0.003226515675521309	0.0	0.006058860287485111	0.293643404309973	0.29273909662466924	0.2913147996203447	0.3265852400993341	0.4381464410263848	0.5555557297186768	0.6002591654551648	0.6112990607210487	0.6350928863679667	0.6132317376262248	0.6063414252967889	0.7175041804594653	0.6948292074176565	0.677051807985567	0.7146033094285843
31450	0.7506447946070921	0.7626946206948838	0.7506605120084607	0.7512398810243719	0.7468732709342109	0.7486596064578394	0.7475820796831679	0.7701067029510387	0.7519180261815778	0.7737079345803188	0.6945860067713113	0.7125385248825	0.6638082870165913	0.7666822956049913	0.7965231251095091	0.6989618517811897	0.735322658461664	0.6974146592544511	0.6723112927395247	0.6836983786581754	0.6969746150123576	0.6965169460218231	0.6956503313174267	0.45588762170625147	0.6167481001305752	0.3861940921244447	0.360521347756191	0.37515397981805343	0.3388030018851584	0.35240135641913506	0.35027589836614037	0.3786230164205543	0.3853065680631918	0.371104269989724	0.3176993828353115	0.4388578037697398	0.3772197890004788	0.13782787992018186	0.0049363195682308484	0.006058860287485111	0.0	0.2953532082026825	0.2944489005173788	0.29302460351305426	0.3282950439920437	0.43985624491909425	0.5572655336113863	0.6019689693478742	0.6130088646137581	0.6368026902606762	0.6149415415189343	0.6080512291894984	0.7192139843521748	0.696539011310366	0.6787616118782764	0.7163131133212938
S21H1	0.7147876406741632	0.7268374667619549	0.7148033580755319	0.715382727091443	0.711016117001282	0.7128024525249105	0.711724925750239	0.7342495490181098	0.7160608722486489	0.73785078064739	0.6587288528383825	0.6766813709495711	0.6279511330836625	0.7308251416720625	0.7606659711765802	0.6631046978482609	0.6994655045287351	0.6615575053215222	0.6364541388065958	0.6478412247252466	0.6611174610794288	0.6606597920888944	0.6597931773844979	0.4200304677733226	0.5808909461976464	0.3503369381915158	0.32466419382326206	0.33929682588512455	0.30294584795222945	0.3165442024862062	0.3144187444332115	0.3427658624876254	0.34944941413026287	0.3352471160567951	0.28184222890238264	0.4030006498368109	0.34136263506754994	0.20876391692075422	0.2925188635897187	0.293643404309973	0.2953532082026825	0.0	0.03276300709555012	0.031338710091225554	0.06660915057021495	0.4039990909861654	0.5214083796784574	0.5661118154149454	0.5771517106808293	0.6009455363277473	0.5790843875860054	0.5721940752565695	0.6833568304192459	0.6606818573774371	0.6429044579453476	0.6804559593883649
F6H1	0.7138833329888595	0.7259331590766512	0.7138990503902282	0.7144784194061393	0.7101118093159783	0.7118981448396068	0.7108206180649354	0.7333452413328061	0.7151565645633452	0.7369464729620863	0.6578245451530788	0.6757770632642675	0.6270468253983588	0.7299208339867588	0.7597616634912765	0.6622003901629572	0.6985611968434314	0.6606531976362185	0.6355498311212922	0.6469369170399429	0.6602131533941251	0.6597554844035907	0.6588888696991942	0.4191261600880189	0.5799866385123427	0.3494326305062121	0.32375988613795836	0.33839251819982086	0.30204154026692576	0.31563989480090243	0.31351443674790774	0.3418615548023217	0.3485451064449592	0.33434280837149133	0.28093792121707895	0.40209634215150714	0.3404583273822462	0.2078596092354505	0.291614555904415	0.29273909662466924	0.2944489005173788	0.03276300709555012	0.0	0.0034792348856316903	0.05185842474146322	0.4030947833008617	0.5205040719931537	0.5652075077296417	0.5762474029955256	0.6000412286424436	0.5781800799007017	0.5712897675712658	0.6824525227339422	0.6597775496921334	0.6420001502600439	0.6795516517030612
S20H1	0.712459035984535	0.7245088620723267	0.7124747533859036	0.7130541224018148	0.7086875123116537	0.7104738478352822	0.7093963210606108	0.7319209443284815	0.7137322675590206	0.7355221759577617	0.6564002481487542	0.6743527662599429	0.6256225283940342	0.7284965369824342	0.7583373664869519	0.6607760931586326	0.6971368998391069	0.659228900631894	0.6341255341169676	0.6455126200356184	0.6587888563898006	0.6583311873992661	0.6574645726948697	0.41770186308369434	0.5785623415080181	0.34800833350188753	0.3223355891336338	0.3369682211954963	0.3006172432626012	0.3142155977965779	0.3120901397435832	0.34043725779799716	0.3471208094406346	0.33291851136716677	0.2795136242127544	0.4006720451471826	0.3390340303779216	0.20643531223112593	0.2901902589000904	0.2913147996203447	0.29302460351305426	0.031338710091225554	0.0034792348856316903	0.0	0.05043412773713866	0.4016704862965371	0.5190797749888292	0.5637832107253171	0.574823105991201	0.598616931638119	0.5767557828963772	0.5698654705669413	0.6810282257296176	0.6583532526878089	0.6405758532557193	0.6781273546987366
S10H1	0.7477294764635244	0.7597793025513161	0.747745193864893	0.7483245628808042	0.7439579527906431	0.7457442883142716	0.7446667615396002	0.767191384807471	0.7490027080380101	0.7707926164367511	0.6916706886277436	0.7096232067389323	0.6608929688730236	0.7637669774614236	0.7936078069659414	0.696046533637622	0.7324073403180963	0.6944993411108834	0.669395974595957	0.6807830605146077	0.6940592968687899	0.6936016278782554	0.692735013173859	0.45297230356268375	0.6138327819870075	0.38327877398087695	0.3576060296126232	0.37223866167448566	0.3358876837415906	0.34948603827556723	0.34736058022257255	0.3757076982769865	0.38239124991962403	0.3681889518461562	0.31478406469174375	0.435942485626172	0.374304470856911	0.24170575271011532	0.3254606993790798	0.3265852400993341	0.3282950439920437	0.06660915057021495	0.05185842474146322	0.05043412773713866	0.0	0.43694092677552654	0.5543502154678186	0.5990536512043065	0.6100935464701904	0.6338873721171084	0.6120262233753666	0.6051359110459307	0.716298666208607	0.6936236931667983	0.6758462937347087	0.7133977951777261
S7Hp	0.4225548830984619	0.4346047091862536	0.42257060049983053	0.42314996951574163	0.41878335942558065	0.42056969494920915	0.41949216817453766	0.4420167914424085	0.42382811467294756	0.4456180230716887	0.3664960952626811	0.38444861337386976	0.33571837550796113	0.4385923840963612	0.46843321360087886	0.37087194027255954	0.40723274695303385	0.3693247477458209	0.34422138123089446	0.3556084671495452	0.3688847035037273	0.3684270345131929	0.3675604198087965	0.12779771019762115	0.35763330362077383	0.23210558961341132	0.3552656659269159	0.3698982979887784	0.3335473200558833	0.34714567458986	0.4159714202013892	0.44431853825580314	0.4510020898984406	0.43679979182497286	0.38339490467056037	0.5045533256049887	0.44291531083572766	0.353266953637166	0.4370219003061304	0.4381464410263848	0.43985624491909425	0.4039990909861654	0.4030947833008617	0.4016704862965371	0.43694092677552654	0.0	0.22917562210275594	0.27387905783924393	0.2849189531051278	0.30871277875204584	0.28685163001030406	0.279961317680868	0.39112407284354456	0.3684490998017357	0.35067170036964623	0.38822320181266357
S15Hp	0.3415028757458575	0.3535527018336493	0.3415185931472261	0.34209796216313726	0.3377313520729762	0.3395176875966048	0.3384401608219333	0.3609647840898041	0.3427761073203432	0.3645660157190843	0.28544408791007675	0.3033966060212654	0.25466636815535676	0.3575403767437568	0.38738120624827443	0.28981993291995517	0.3261807396004295	0.2882727403932165	0.2631693738782901	0.27455645979694077	0.28783269615112295	0.2873750271605885	0.28650841245619213	0.15839405974459284	0.47504259231306584	0.3495148783057033	0.4726749546192079	0.4873075866810704	0.4509566087481753	0.464554963282152	0.5333807088936813	0.5617278269480952	0.5684113785907327	0.5542090805172649	0.5008041933628524	0.6219626142972807	0.5603245995280197	0.470676242329458	0.5544311889984225	0.5555557297186768	0.5572655336113863	0.5214083796784574	0.5205040719931537	0.5190797749888292	0.5543502154678186	0.22917562210275594	0.0	0.06657643873171346	0.07761633399759738	0.10141015964451536	0.07954901090277358	0.07265869857333757	0.31007206549094013	0.2873970924491313	0.2696196930170418	0.3071711944600592
