	f14ppA	S2Hp	S17H1	S14Hp	w14pp	f23ppB	w11pp	w28pp	f1pp	S1Hp	F32H1	S28Hp	S9H1	F8H1	S11Hp	S18H1	s24H1	F6H1	S31Hp	S30H1	S13Hp	F7H1	w24pp	f20ppB	w22pp	S22Hp	f13pp	w29pp	S29H1	w27pp	S27H1	w17pp	f25pp	f22ppB	w25pp	w3pp	f20ppA	w20pp	f18pp	f23ppA	f26pp	F23HpA	f10pp	f19pp	S20H1	F29H1	w10pp	S6Hp	S15Hp	S19H1	F14H1A	f32pp	f17ppB	f14ppB	f2pp	w1pp	w8pp	F14H1B	w23pp	F16H1	w19pp	31749	S26Hp	F22HpB	S21H1	F3H1	S3Hp	f4pp	S12Hp	f21pp	f24pp	w26pp	w18pp	f31pp	f11pp	31519	f6ppA	w31pp	f30pp	f15pp	f12ppA	S4Hp	f6ppB	w9pp	f7pp	f16ppA	f12ppB	f8pp
F32H1	0.16778454305085158	0.18553445151990722	0.2786462709120624	0.2863686092708788	0.2224209608742067	0.16609005774236305	0.1313650240386838	0.11093025504899327	0.11252323926380127	0.12134492536780134	0.0	0.19655635129901994	0.1146172114125117	0.20514165443806498	0.13686555853732219	0.14667105900818697	0.18073942042402644	0.20175097913597345	0.31318478890086027	0.3164919305125876	0.24448505646531063	0.2523445717916277	0.11645708152818915	0.153984999458956	0.14693539438104988	0.14677239155173666	0.13792747436295222	0.15349109503765918	0.27117545841349894	0.1794429077351526	0.2007142254506904	0.1107744876265972	0.11695210141222977	0.18244941726522995	0.1760339057073259	0.18693614562159022	0.13983781737681789	0.144504825294944	0.20517881125251186	0.1712339568472836	0.2038568243579919	0.204713003087251	0.16934902754828665	0.2211359853468215	0.29161203545301256	0.34360686458605344	0.20966744368250134	0.21049845524399957	0.2560173028826158	0.2591456055300337	0.24511931300234985	0.20735662325850668	0.17948147494097166	0.18481408031538515	0.18107641362585178	0.22047655567571162	0.24352759911914654	0.3840564287746964	0.23740782047387993	0.3319881611746631	0.2194257238587365	0.8665772151428945	0.958784710431998	0.7562681574572376	0.7558082933787256	0.7662022614422266	0.6306570769760902	0.1847159612539646	0.19695246265037322	0.17681106639100735	0.16119181240412317	0.17991792241499494	0.19536059304559927	0.21268875434563708	0.1727511970151253	0.27282887106231435	0.2245647702511756	0.18086646947272086	0.1740903503885259	0.22261229600959248	0.18744448254357568	0.16918203289443817	0.14963474959870335	0.14472675792315876	0.12989275789649443	0.13156598268718145	0.12726436458877882	0.13920355158603576
S28Hp	0.21969758642797158	0.2374474948970272	0.3305593142891824	0.3382816526479988	0.2743340042513267	0.21800310111948304	0.1832780674158038	0.16284329842611325	0.16443628264092125	0.17325796874492133	0.19655635129901994	0.0	0.12073337048825976	0.24617431668963374	0.17789822078889092	0.19858410238530694	0.2326524638011464	0.25366402251309345	0.3650978322779802	0.3684049738897076	0.2963980998424306	0.3042576151687477	0.16837012490530912	0.20589804283607596	0.19884843775816985	0.19868543492885662	0.1898405177400722	0.20540413841477914	0.3230885017906189	0.23135595111227256	0.2526272688278104	0.16268753100371716	0.16886514478934977	0.23436246064234995	0.2279469490844459	0.23884918899871022	0.19175086075393788	0.19641786867206398	0.25709185462963186	0.2231470002244036	0.2557698677351119	0.256626046464371	0.22126207092540665	0.2730490287239415	0.34352507883013256	0.39551990796317343	0.26158048705962134	0.26241149862111957	0.3079303462597358	0.3110586489071537	0.29703235637946984	0.25926966663562667	0.23139451831809166	0.23672712369250515	0.23298945700297177	0.2723895990528316	0.29544064249626656	0.4359694721518164	0.2893208638509999	0.3839012045517831	0.2713387672358565	0.9184902585200145	1.010697753809118	0.8081812008343576	0.8077213367558456	0.8181153048193466	0.6825701203532102	0.2366290046310846	0.24886550602749322	0.22872410976812735	0.21310485578124316	0.23183096579211493	0.24727363642271927	0.26460179772275705	0.2246642403922453	0.32474191443943434	0.2764778136282956	0.23277951284984086	0.2260033937656459	0.2745253393867125	0.23935752592069567	0.22109507627155817	0.20154779297582334	0.19663980130027875	0.18180580127361443	0.18347902606430144	0.17917740796589882	0.19111659496315575
S9H1	0.1377584465414633	0.15550835501051896	0.2486201744026741	0.2563425127614905	0.19239486436481845	0.13606396123297476	0.10133892752929555	0.080904158539605	0.082497142754413	0.09131882885841307	0.1146172114125117	0.12073337048825976	0.0	0.1642351768031255	0.09595908090238268	0.11664496249879872	0.15071332391463815	0.1717248826265852	0.283158692391472	0.28646583400319936	0.21445895995592235	0.22231847528223947	0.0864309850188009	0.12395890294956771	0.1169092978716616	0.1167462950423484	0.10790137785356396	0.12346499852827089	0.24114936190411068	0.14941681122576433	0.17068812894130214	0.08074839111720893	0.0869260049028415	0.1524233207558417	0.14600780919793763	0.15691004911220197	0.1098117208674296	0.1144787287855557	0.17515271474312355	0.1412078603378953	0.1738307278486036	0.17468690657786268	0.13932293103889837	0.19110988883743318	0.26158593894362425	0.31358076807666513	0.1796413471731131	0.18047235873461132	0.22599120637322756	0.2291195090206454	0.21509321649296156	0.1773305267491184	0.14945537843158338	0.15478798380599687	0.1510503171164635	0.19045045916632336	0.21350150260975825	0.3540303322653081	0.20738172396449167	0.3019620646652748	0.18939962734934823	0.8365511186335063	0.9287586139226096	0.7262420609478493	0.7257821968693373	0.7361761649328383	0.6006309804667018	0.1546898647445763	0.16692636614098494	0.14678496988161907	0.1311657158947349	0.14989182590560668	0.165334496536211	0.1826626578362488	0.14272510050573706	0.24280277455292607	0.19453867374178735	0.15084037296333258	0.14406425387913763	0.19258619950020422	0.1574183860341874	0.1391559363850499	0.11960865308931506	0.11470066141377049	0.09986666138710615	0.10153988617779316	0.09723826807939055	0.10917745507664747
F8H1	0.22828288956701662	0.24603279803607225	0.33914461742822744	0.34686695578704385	0.28291930739037174	0.22658840425852808	0.19186337055484884	0.1714286015651583	0.1730215857799663	0.18184327188396637	0.20514165443806498	0.24617431668963374	0.1642351768031255	0.0	0.14285049022476065	0.20716940552435198	0.24123776694019144	0.2622493256521385	0.37368313541702525	0.37699027702875265	0.30498340298147564	0.31284291830779276	0.17695542804435416	0.214483345975121	0.2074337408972149	0.20727073806790167	0.19842582087911725	0.21398944155382418	0.3316738049296639	0.2399412542513176	0.26121257196685543	0.1712728341427622	0.17745044792839482	0.242947763781395	0.23653225222349095	0.24743449213775526	0.20033616389298292	0.20500317181110903	0.2656771577686769	0.23173230336344863	0.26435517087415694	0.265211349603416	0.2298473740644517	0.28163433186298653	0.3521103819691776	0.4041052111022185	0.2701657901986664	0.2709968017601646	0.31651564939878085	0.3196439520461987	0.3056176595185149	0.2678549697746717	0.2399798214571367	0.2453124268315502	0.24157476014201681	0.28097490219187665	0.3040259456353116	0.44455477529086146	0.29790616699004496	0.39248650769082816	0.2799240703749015	0.9270755616590596	1.019283056948163	0.8167665039734027	0.8163066398948906	0.8267006079583916	0.6911554234922552	0.24521430777012965	0.2574508091665383	0.2373094129071724	0.2216901589202882	0.24041626893115997	0.2558589395617643	0.2731871008618021	0.23324954353129035	0.3333272175784794	0.28506311676734064	0.2413648159888859	0.23458869690469095	0.2831106425257575	0.24794282905974072	0.2296803794106032	0.21013309611486838	0.2052251044393238	0.19039110441265947	0.19206432920334648	0.18776271110494386	0.1997018981022008
S11Hp	0.1600067936662738	0.17775670213532943	0.2708685215274846	0.278590859886301	0.21464321148962892	0.15831230835778526	0.12358727465410602	0.10315250566441547	0.10474548987922347	0.11356717598322354	0.13686555853732219	0.17789822078889092	0.09595908090238268	0.14285049022476065	0.0	0.13889330962360918	0.17296167103944865	0.19397322975139566	0.30540703951628245	0.3087141811280098	0.23670730708073284	0.24456682240704997	0.10867933214361136	0.14620725007437818	0.13915764499647207	0.13899464216715887	0.13014972497837443	0.14571334565308136	0.2633977090289211	0.17166515835057478	0.1929364760661126	0.1029967382420194	0.10917435202765197	0.17467166788065214	0.1682561563227481	0.1791583962370124	0.13206006799224007	0.13672707591036617	0.19740106186793405	0.16345620746270578	0.1960790749734141	0.19693525370267317	0.16157127816370884	0.21335823596224368	0.28383428606843475	0.3358291152014756	0.20188969429792353	0.20272070585942176	0.24823955349803803	0.25136785614545587	0.23734156361777203	0.19957887387392886	0.17170372555639385	0.17703633093080734	0.17329866424127396	0.2126988062911338	0.23574984973456872	0.3762786793901186	0.2296300710893021	0.32421041179008525	0.21164797447415867	0.8587994657583168	0.9510069610474201	0.7484904080726598	0.7480305439941478	0.7584245120576488	0.6228793275915123	0.1769382118693868	0.1891747132657954	0.16903331700642954	0.15341406301954535	0.17214017303041712	0.18758284366102146	0.20491100496105927	0.1649734476305475	0.26505112167773653	0.2167870208665978	0.17308872008814305	0.1663126010039481	0.21483454662501467	0.17966673315899787	0.16140428350986036	0.14185700021412553	0.13694900853858094	0.12211500851191662	0.12378823330260363	0.11948661520420102	0.13142580220145794
S18H1	0.1301969860629158	0.14794689453197146	0.2410587139241266	0.248781052282943	0.18483340388627095	0.12850250075442726	0.09377746705074805	0.0733426980610575	0.0749356822758655	0.08375736837986557	0.14667105900818697	0.19858410238530694	0.11664496249879872	0.20716940552435198	0.13889330962360918	0.0	0.10061129474378103	0.12162285345572807	0.23305666322061488	0.23636380483234223	0.16435693078506525	0.17221644611138237	0.0693603065629662	0.10688822449373303	0.09983861941582692	0.09967561658651371	0.09083069939772928	0.11590353804972339	0.23358790142556318	0.14185535074721684	0.16312666846275464	0.07318693063866143	0.079364544424294	0.1448618602772942	0.13844634871939013	0.14934858863365447	0.1022502603888821	0.1069172683070082	0.16759125426457605	0.13364639985934781	0.1662692673700561	0.16712544609931518	0.13176147056035087	0.18354842835888568	0.2540244784650768	0.3060193075981177	0.1720798866945656	0.17291089825606382	0.21842974589468006	0.2215580485420979	0.20753175601441406	0.1697690662705709	0.14189391795303588	0.14722652332744937	0.143488856637916	0.18288899868777586	0.20594004213121075	0.34646887178676067	0.19982026348594417	0.2944006041867273	0.18183816687080073	0.8289896581549588	0.9211971534440622	0.7186806004693018	0.7182207363907899	0.7286147044542909	0.5930695199881544	0.1471284042660288	0.15936490566243744	0.13922350940307157	0.1236042554161874	0.14233036542705918	0.1577730360576635	0.1751011973577013	0.13516364002718956	0.23524131407437857	0.18697721326323985	0.14327891248478508	0.13650279340059013	0.18502473902165673	0.1498569255556399	0.1315944759065024	0.11204719261076757	0.10713920093522299	0.09230520090855865	0.09397842569924567	0.08967680760084305	0.10161599459809997
s24H1	0.16426534747875526	0.18201525594781093	0.27512707533996605	0.28284941369878247	0.21890176530211042	0.16257086217026673	0.12784582846658749	0.10741105947689696	0.10900404369170495	0.11782572979570502	0.18073942042402644	0.2326524638011464	0.15071332391463815	0.24123776694019144	0.17296167103944865	0.10061129474378103	0.0	0.11392836421593966	0.24722569056486787	0.2505328321765952	0.17852595812931824	0.18638547345563536	0.10342866797880565	0.1409565859095725	0.13390698083166638	0.13374397800235316	0.12489906081356873	0.14997189946556286	0.26765626284140265	0.17592371216305627	0.1971950298785941	0.10725529205450088	0.11343290584013345	0.17893022169313366	0.1725147101352296	0.18341695004949393	0.13631862180472157	0.14098562972284767	0.20165961568041552	0.16771476127518728	0.20033762878589556	0.20119380751515464	0.16582983197619033	0.21761678977472515	0.2880928398809163	0.34008766901395715	0.20614824811040505	0.20697925967190328	0.2524981073105195	0.2556264099579374	0.24160011743025353	0.20383742768641036	0.17596227936887535	0.18129488474328884	0.17755721805375546	0.21695736010361533	0.24000840354705022	0.38053723320260013	0.23388862490178364	0.3284689656025668	0.2159065282866402	0.8630580195707983	0.9552655148599016	0.7527489618851413	0.7522890978066293	0.7626830658701304	0.6271378814039938	0.18119676568186827	0.1934332670782769	0.17329187081891104	0.15767261683202688	0.17639872684289865	0.19184139747350296	0.20916955877354076	0.16923200144302902	0.269309675490218	0.22104557467907932	0.17734727390062455	0.1705711548164296	0.2190931004374962	0.18392528697147936	0.16566283732234185	0.14611555402660703	0.14120756235106244	0.12637356232439811	0.12804678711508513	0.12374516901668252	0.13568435601393944
F6H1	0.1852769061907023	0.20302681465975797	0.2961386340519131	0.3038609724107295	0.23991332401405746	0.18358242088221377	0.14885738717853453	0.12842261818884398	0.13001560240365198	0.13883728850765203	0.20175097913597345	0.25366402251309345	0.1717248826265852	0.2622493256521385	0.19397322975139566	0.12162285345572807	0.11392836421593966	0.0	0.2682372492768149	0.27154439088854226	0.19953751684126528	0.2073970321675824	0.12444022669075269	0.1619681446215195	0.1549185395436134	0.1547555367143002	0.14591061952551576	0.17098345817750987	0.28866782155334963	0.1969352708750033	0.21820658859054112	0.1282668507664479	0.1344444645520805	0.1999417804050807	0.19352626884717664	0.20442850876144097	0.1573301805166686	0.16199718843479471	0.22267117439236256	0.18872631998713432	0.2213491874978426	0.22220536622710169	0.18684139068813738	0.2386283484866722	0.3091043985928633	0.3610992277259042	0.2271598068223521	0.22799081838385032	0.27350966602246657	0.27663796866988444	0.2626116761422006	0.2248489863983574	0.1969738380808224	0.20230644345523588	0.1985687767657025	0.23796891881556237	0.26101996225899726	0.4015487919145472	0.2549001836137307	0.3494805243145138	0.23691808699858724	0.8840695782827453	0.9762770735718487	0.7737605205970883	0.7733006565185764	0.7836946245820774	0.6481494401159409	0.2022083243938153	0.21444482579022395	0.19430342953085808	0.17868417554397392	0.1974102855548457	0.21285295618545	0.2301811174854878	0.19024356015497607	0.29032123420216505	0.24205713339102636	0.1983588326125716	0.19158271352837664	0.24010465914944323	0.2049368456834264	0.1866743960342889	0.16712711273855407	0.16221912106300948	0.14738512103634516	0.14905834582703217	0.14475672772862955	0.15669591472588648
S31Hp	0.2967107159555891	0.3144606244246448	0.4075724438167999	0.41529478217561633	0.3513471337789443	0.2950162306471006	0.26029119694342134	0.2398564279537308	0.2414494121685388	0.25027109827253885	0.31318478890086027	0.3650978322779802	0.283158692391472	0.37368313541702525	0.30540703951628245	0.23305666322061488	0.24722569056486787	0.2682372492768149	0.0	0.27574367478267636	0.29084874142849615	0.2987082567548133	0.2358740364556395	0.27340195438640635	0.2663523493085002	0.266189346479187	0.2573444292904026	0.2824172679423967	0.40010163131823645	0.3083690806398901	0.3296403983554279	0.2397006605313347	0.24587827431696732	0.31137559016996746	0.3049600786120634	0.31586231852632773	0.2687639902815554	0.27343099819968153	0.3341049841572494	0.3001601297520211	0.3327829972627294	0.3336391759919885	0.2982752004530242	0.350062158251559	0.4205382083577501	0.47253303749079095	0.33859361658723885	0.3394246281487371	0.38494347578735333	0.3880717784347712	0.37404548590708736	0.3362827961632442	0.3084076478457092	0.31374025322012267	0.3100025865305893	0.34940272858044913	0.3724537720238841	0.5129826016794339	0.36633399337861744	0.46091433407940063	0.348351896763474	0.995503388047632	1.0877108833367355	0.8851943303619751	0.8847344662834631	0.8951284343469641	0.7595832498808277	0.3136421341587021	0.32587863555511076	0.30573723929574487	0.2901179853088607	0.30884409531973245	0.3242867659503368	0.34161492725037457	0.3016773699198628	0.40175504396705186	0.3534909431559131	0.30979264237745835	0.30301652329326345	0.35153846891433	0.3163706554483132	0.2981082057991757	0.27856092250344083	0.27365293082789627	0.2588189308012319	0.26049215559191896	0.25619053749351633	0.26812972449077327
S30H1	0.30001785756731647	0.31776776603637213	0.41087958542852726	0.4186019237873437	0.3546542753906716	0.29832337225882793	0.2635983385551487	0.24316356956545815	0.24475655378026615	0.2535782398842662	0.3164919305125876	0.3684049738897076	0.28646583400319936	0.37699027702875265	0.3087141811280098	0.23636380483234223	0.2505328321765952	0.27154439088854226	0.27574367478267636	0.0	0.29415588304022344	0.30201539836654057	0.23918117806736686	0.2767090959981337	0.26965949092022756	0.26949648809091437	0.2606515709021299	0.28572440955412404	0.4034087729299638	0.31167622225161745	0.33294753996715526	0.24300780214306206	0.24918541592869467	0.3146827317816948	0.30826722022379077	0.3191694601380551	0.27207113189328275	0.2767381398114089	0.3374121257689767	0.30346727136374846	0.33609013887445677	0.33694631760371585	0.30158234206475154	0.35336929986328636	0.4238453499694774	0.4758401791025183	0.3419007581989662	0.34273176976046443	0.38825061739908073	0.39137892004649855	0.3773526275188147	0.33958993777497154	0.3117147894574365	0.31704739483185	0.3133097281423166	0.3527098701921765	0.37576091363561137	0.5162897432911613	0.3696411349903448	0.4642214756911279	0.35165903837520135	0.9988105296593595	1.091018024948463	0.8885014719737024	0.8880416078951905	0.8984355759586915	0.762890391492555	0.3169492757704295	0.32918577716683806	0.3090443809074722	0.29342512692058803	0.3121512369314598	0.32759390756206413	0.34492206886210197	0.3049845115315902	0.4050621855787792	0.35679808476764047	0.3130997839891857	0.3063236649049908	0.35484561052605734	0.3196777970600405	0.30141534741090303	0.2818680641151682	0.2769600724396236	0.26212607241295927	0.2637992972036463	0.2594976791052437	0.2714368661025006
S13Hp	0.22801098352003948	0.24576089198909512	0.3388727113812503	0.3465950497400667	0.2826474013433946	0.22631649821155095	0.1915914645078717	0.17115669551818116	0.17274967973298916	0.18157136583698924	0.24448505646531063	0.2963980998424306	0.21445895995592235	0.30498340298147564	0.23670730708073284	0.16435693078506525	0.17852595812931824	0.19953751684126528	0.29084874142849615	0.29415588304022344	0.0	0.18556646521554748	0.16717430402008987	0.2047022219508567	0.19765261687295058	0.19748961404363738	0.18864469685485294	0.21371753550684705	0.3314018988826868	0.23966934820434047	0.2609406659198783	0.17100092809578507	0.17717854188141768	0.24267585773441785	0.2362603461765138	0.24716258609077812	0.2000642578460058	0.2047312657641319	0.26540525172169976	0.2314603973164715	0.2640832648271798	0.2649394435564389	0.22957546801747455	0.2813624258160094	0.35183847592220047	0.40383330505524134	0.26989388415168925	0.2707248957131875	0.3162437433518037	0.3193720459992216	0.30534575347153775	0.2675830637276946	0.23970791541015957	0.24504052078457306	0.24130285409503968	0.2807029961448995	0.30375403958833447	0.4442828692438843	0.29763426094306783	0.392214601643851	0.2796521643279244	0.9268036556120824	1.0190111509011859	0.8164945979264255	0.8160347338479135	0.8264287019114145	0.6908835174452781	0.24494240172315251	0.25717890311956115	0.23703750686019526	0.22141825287331107	0.24014436288418284	0.2555870335147872	0.27291519481482496	0.23297763748431322	0.33305531153150225	0.2847912107203635	0.24109290994190877	0.2343167908577138	0.2828387364787804	0.24767092301276358	0.22940847336362608	0.20986119006789125	0.20495319839234666	0.19011919836568233	0.19179242315636935	0.18749080505796673	0.19942999205522366
F7H1	0.2358704988463566	0.25362040731541224	0.3467322267075674	0.35445456506638384	0.29050691666971173	0.23417601353786807	0.19945097983418883	0.17901621084449829	0.18060919505930628	0.18943088116330636	0.2523445717916277	0.3042576151687477	0.22231847528223947	0.31284291830779276	0.24456682240704997	0.17221644611138237	0.18638547345563536	0.2073970321675824	0.2987082567548133	0.30201539836654057	0.18556646521554748	0.0	0.175033819346407	0.2125617372771738	0.2055121321992677	0.2053491293699545	0.19650421218117006	0.22157705083316417	0.3392614142090039	0.2475288635306576	0.2688001812461954	0.1788604434221022	0.1850380572077348	0.250535373060735	0.24411986150283094	0.25502210141709525	0.2079237731723229	0.21259078109044902	0.2732647670480169	0.23931991264278862	0.27194278015349693	0.272798958882756	0.23743498334379168	0.2892219411423265	0.3596979912485176	0.41169282038155847	0.27775339947800637	0.2785844110395046	0.32410325867812084	0.3272315613255387	0.3132052687978549	0.2754425790540117	0.2475674307364767	0.2529000361108902	0.2491623694213568	0.28856251147121664	0.3116135549146516	0.45214238457020145	0.30549377626938495	0.40007411697016815	0.2875116796542415	0.9346631709383997	1.026870666227503	0.8243541132527425	0.8238942491742307	0.8342882172377317	0.6987430327715951	0.25280191704946964	0.2650384184458783	0.24489702218651238	0.2292777681996282	0.24800387821049996	0.2634465488411043	0.2807747101411421	0.24083715281063034	0.3409148268578194	0.29265072604668063	0.2489524252682259	0.24217630618403094	0.2906982518050975	0.25553043833908073	0.2372679886899432	0.21772070539420837	0.21281271371866378	0.19797871369199946	0.19965193848268648	0.19535032038428385	0.20728950738154078
w24pp	0.09998300858291799	0.11773291705197364	0.21084473644412877	0.21856707480294518	0.15461942640627313	0.09828852327442945	0.06356348957075023	0.043128720581059675	0.04472170479586768	0.053543390899867746	0.11645708152818915	0.16837012490530912	0.0864309850188009	0.17695542804435416	0.10867933214361136	0.0693603065629662	0.10342866797880565	0.12444022669075269	0.2358740364556395	0.23918117806736686	0.16717430402008987	0.175033819346407	0.0	0.05928206485896413	0.05223245978105802	0.05206945695174481	0.04322453976296038	0.08568956056972557	0.20337392394556533	0.111641373267219	0.13291269098275682	0.0429729531586636	0.04915056694429618	0.11464788279729637	0.1082323712393923	0.11913461115365664	0.0720362829088843	0.0767032908270104	0.13737727678457826	0.10343242237935	0.1360552898900583	0.13691146861931738	0.10154749308035306	0.1533344508788879	0.22381050098507896	0.27580533011811986	0.14186590921456776	0.142696920776066	0.18821576841468224	0.19134407106210008	0.17731777853441624	0.13955508879057307	0.11167994047303806	0.11701254584745155	0.11327487915791817	0.15267502120777804	0.17572606465121293	0.31625489430676285	0.16960628600594635	0.2641866267067295	0.1516241893908029	0.798775680674961	0.8909831759640643	0.688466622989304	0.688006758910792	0.698400726974293	0.5628555425081565	0.116914426786031	0.12915092818243962	0.10900953192307375	0.09339027793618959	0.11211638794706136	0.12755905857766567	0.14488721987770348	0.10494966254719174	0.20502733659438074	0.15676323578324203	0.11306493500478726	0.10628881592059232	0.1548107615416589	0.11964294807564207	0.10138049842650457	0.08183321513076974	0.07692522345522516	0.062091223428560834	0.06376444821924784	0.05946283012084523	0.07140201711810215
f20ppB	0.13751092651368482	0.15526083498274046	0.2483726543748956	0.25609499273371206	0.19214734433703995	0.1358164412051963	0.10109140750151706	0.08065663851182651	0.08224962272663451	0.09107130883063458	0.153984999458956	0.20589804283607596	0.12395890294956771	0.214483345975121	0.14620725007437818	0.10688822449373303	0.1409565859095725	0.1619681446215195	0.27340195438640635	0.2767090959981337	0.2047022219508567	0.2125617372771738	0.05928206485896413	0.0	0.05863656670752376	0.05847356387821055	0.07671886373691114	0.12321747850049242	0.24090184187633218	0.14916929119798583	0.17044060891352364	0.08050087108943044	0.08667848487506301	0.1521758007280632	0.14576028917015915	0.15666252908442346	0.10956420083965113	0.11423120875777723	0.1749051947153451	0.14096034031011684	0.17358320782082515	0.17443938655008423	0.1390754110111199	0.19086236880965474	0.2613384189158458	0.3133332480488867	0.17939382714533458	0.1802248387068328	0.22574368634544908	0.22887198899286693	0.2148456964651831	0.17708300672133992	0.1492078584038049	0.1545404637782184	0.15080279708868502	0.19020293913854486	0.21325398258197978	0.35378281223752966	0.20713420393671317	0.30171454463749636	0.18915210732156973	0.8363035986057279	0.9285110938948311	0.7259945409200708	0.7255346768415589	0.7359286449050599	0.6003834604389233	0.15444234471679785	0.16667884611320646	0.1465374498538406	0.1309181958669564	0.14964430587782818	0.16508697650843251	0.18241513780847032	0.14247758047795855	0.2425552545251476	0.19429115371400885	0.1505928529355541	0.14381673385135915	0.19233867947242572	0.15717086600640892	0.1389084163572714	0.11936113306153659	0.11445314138599201	0.09961914135932767	0.10129236615001469	0.09699074805161208	0.108929935048869
w22pp	0.1304613214357787	0.14821122990483437	0.2413230492969895	0.24904538765580592	0.18509773925913386	0.12876683612729017	0.09404180242361095	0.0736070334339204	0.0752000176487284	0.08402170375272847	0.14693539438104988	0.19884843775816985	0.1169092978716616	0.2074337408972149	0.13915764499647207	0.09983861941582692	0.13390698083166638	0.1549185395436134	0.2663523493085002	0.26965949092022756	0.19765261687295058	0.2055121321992677	0.05223245978105802	0.05863656670752376	0.0	0.0022100355851296643	0.06966925865900503	0.1161678734225863	0.23385223679842607	0.14211968612007972	0.16339100383561755	0.07345126601152432	0.0796288797971569	0.1451261956501571	0.13871068409225304	0.14961292400651738	0.10251459576174501	0.10718160367987112	0.16785558963743896	0.13391073523221073	0.166533602742919	0.1673897814721781	0.13202580593321378	0.1838127637317486	0.25428881383793966	0.30628364297098054	0.1723442220674285	0.17317523362892673	0.21869408126754297	0.2218223839149608	0.20779609138727698	0.1700334016434338	0.1421582533258988	0.14749085870031228	0.1437531920107789	0.18315333406063877	0.20620437750407367	0.3467332071596235	0.20008459885880708	0.2946649395595902	0.18210250224366364	0.8292539935278217	0.921461488816925	0.7189449358421647	0.7184850717636527	0.7288790398271537	0.5933338553610172	0.1473927396388917	0.15962924103530035	0.13948784477593448	0.12386859078905031	0.1425947007999221	0.1580373714305264	0.1753655327305642	0.13542797540005247	0.23550564944724148	0.18724154863610276	0.143543247857648	0.13676712877345304	0.18528907439451964	0.1501212609285028	0.1318588112793653	0.11231152798363048	0.1074035363080859	0.09256953628142156	0.09424276107210858	0.08994114297370596	0.10188032997096289
S22Hp	0.1302983186064655	0.14804822707552115	0.2411600464676763	0.24888238482649272	0.18493473642982064	0.12860383329797698	0.09387879959429773	0.07344403060460719	0.07503701481941519	0.08385870092341526	0.14677239155173666	0.19868543492885662	0.1167462950423484	0.20727073806790167	0.13899464216715887	0.09967561658651371	0.13374397800235316	0.1547555367143002	0.266189346479187	0.26949648809091437	0.19748961404363738	0.2053491293699545	0.05206945695174481	0.05847356387821055	0.0022100355851296643	0.0	0.0695062558296918	0.11600487059327308	0.23368923396911284	0.1419566832907665	0.16322800100630433	0.07328826318221111	0.07946587696784368	0.14496319282084386	0.13854768126293981	0.14944992117720413	0.10235159293243179	0.1070186008505579	0.16769258680812577	0.1337477324028975	0.1663705999136058	0.1672267786428649	0.13186280310390056	0.1836497609024354	0.25412581100862647	0.30612064014166734	0.17218121923811525	0.17301223079961348	0.21853107843822975	0.2216593810856476	0.20763308855796375	0.16987039881412058	0.14199525049658557	0.14732785587099906	0.14359018918146568	0.18299033123132552	0.20604137467476044	0.3465702043303103	0.19992159602949383	0.294501936730277	0.1819394994143504	0.8290909906985084	0.9212984859876119	0.7187819330128515	0.7183220689343395	0.7287160369978405	0.5931708525317041	0.14722973680957852	0.15946623820598713	0.13932484194662126	0.12370558795973709	0.14243169797060884	0.15787436860121318	0.175202529901251	0.13526497257073922	0.23534264661792825	0.1870785458067895	0.14338024502833477	0.13660412594413981	0.18512607156520638	0.14995825809918958	0.13169580845005208	0.11214852515431725	0.10724053347877267	0.09240653345210834	0.09407975824279535	0.08977814014439274	0.10171732714164966
f13pp	0.12145340141768106	0.1392033098867367	0.23231512927889186	0.24003746763770828	0.1760898192410362	0.11975891610919252	0.0850338824055133	0.06459911341582275	0.06619209763063075	0.07501378373463082	0.13792747436295222	0.1898405177400722	0.10790137785356396	0.19842582087911725	0.13014972497837443	0.09083069939772928	0.12489906081356873	0.14591061952551576	0.2573444292904026	0.2606515709021299	0.18864469685485294	0.19650421218117006	0.04322453976296038	0.07671886373691114	0.06966925865900503	0.0695062558296918	0.0	0.10715995340448864	0.2248443167803284	0.13311176610198205	0.1543830838175199	0.06444334599342667	0.07062095977905924	0.13611827563205942	0.12970276407415537	0.14060500398841969	0.09350667574364735	0.09817368366177345	0.15884766961934133	0.12490281521411306	0.15752568272482137	0.15838186145408045	0.12301788591511612	0.17480484371365096	0.24528089381984203	0.2972757229528829	0.1633363020493308	0.16416731361082904	0.2096861612494453	0.21281446389686315	0.1987881713691793	0.16102548162533614	0.13315033330780113	0.13848293868221462	0.13474527199268124	0.17414541404254108	0.197196457485976	0.3377252871415259	0.1910766788407094	0.2856570195414926	0.17309458222556595	0.8202460735097241	0.9124535687988273	0.709937015824067	0.7094771517455551	0.7198711198090562	0.5843259353429195	0.13838481962079408	0.1506213210172027	0.13047992475783682	0.11486067077095265	0.1335867807818244	0.14902945141242874	0.16635761271246655	0.12642005538195478	0.2264977294291438	0.17823362861800507	0.13453532783955033	0.12775920875535537	0.17628115437642194	0.14111334091040514	0.12285089126126764	0.10330360796553281	0.09839561628998823	0.0835616162633239	0.08523484105401091	0.0809332229556083	0.09287240995286522
