	f22ppA	w22pp	w19pp	w14pp	s22pp	f1pp	w1pp	s1pp	w17pp	s17pp	f23ppB	f17ppA	s21pp	w21pp	f10pp	f13pp	f12ppB	f12ppA	f18pp	s2pp	F6H1	S12Hp	f31pp	f17ppB	f2pp	S16H2	F3H1	s11pp	S11Hp	s24H1	w9pp	S15Hp	S9H1	S18H1	S2Hp	S1Hp	S14Hp	S22Hp	F7H1	S3Hp	F1H1	F14H1A	F22HpB	F8H1	S17H1	F14H1B	S8Hp	s26pp	s32pp	w32pp	f30pp	F16H1	S4Hp	S30H1	s4pp	w30pp	s30pp	s10pp	f6ppB	w3pp	s3pp	w11pp	w26pp	w4pp	f4pp	w13pp	s20pp	S13Hp	F32H1	F23HpA	w8pp	s8pp	w6pp	f32pp	f6ppA	w20pp	f20ppA	s31pp	f22ppB	f7pp	f24pp	f23ppA	s28pp	f28pp	w28pp	f14ppB	f9pp	f14ppA	s14pp	s13pp	f29pp	s24pp	s19pp	w25pp	s25pp	f25pp	w27pp	s27pp	s16pp	f16ppB	w16pp	w23pp	s23pp	s7pp	w7pp	w12pp	f3pp	f26pp	f20ppB	f11pp	s18pp	f16ppA	s12pp	f8pp	w24pp	w18pp	w2pp	w31pp	f21pp	f19pp	s29pp	w29pp	w15pp	s15pp	f15pp	w10pp	s9pp	S20H1	S27H1
S14Hp	0.2510750801925411	0.24667645749772746	0.2403620615666228	0.2465803683003083	0.2601470481641775	0.2623327540061969	0.2592182967706469	0.25973107344555213	0.24006847727964042	0.24626732378405164	0.2401814032803574	0.24223577162911536	0.2598746262244903	0.2524439444766828	0.2371796400410261	0.25839978904024863	0.2510746225402117	0.2523572711089833	0.2678262498218599	0.24670816078142108	0.44988788773679833	0.3391088807987514	0.2767538409599096	0.2274956704513828	0.22535061600766482	0.4390704724497425	0.3059036623211642	0.3392744775882738	0.3999404479805492	0.3779323552088498	0.24249934717679822	0.3604967714571139	0.36388612000730075	0.38305240382554306	0.34864545162348887	0.2774095866555467	0.0	0.2571431029085677	0.30513656963014923	0.364467113679917	0.370681853578392	0.37828561483381173	0.3941874626201531	0.3926310056628544	0.38397829087052116	0.37216009914085507	0.2717670467129036	0.2772309252544269	0.26422307263179484	0.2425496080178393	0.23714478279935672	1.3641985263414305	0.447275525874574	0.4189009367358727	0.3033309424894033	0.2866427413503889	0.24714197785303896	0.27560816076899974	0.25255616741485454	0.24419696621835493	0.2546756022247086	0.2280696142092268	0.22530956849181513	0.24250499034817627	0.23390595210111922	0.2408310116793876	0.3336487429329116	0.4027016417771919	0.40389545762698015	0.44099669102277117	0.30665611098778656	0.31186172349276226	0.25544514025530124	0.24853321006125542	0.24470586069969255	0.23565521461070124	0.24308211867549748	0.25821083779919834	0.251585283908614	0.22127390946478764	0.2349610313983229	0.2513305133349419	0.25314916776769825	0.2523039499386114	0.25064415746082036	0.2334458857668431	0.24178196011298783	0.24052963949692802	0.34129913560086955	0.2677119334688404	0.2513388493110767	0.24119956592878716	0.26749104388579326	0.2513027593332152	0.24931359602755981	0.24718023009967655	0.262162717068439	0.26456637882097356	0.3257908174257132	0.2590028843987796	0.25132727333312516	0.2663145706578457	0.29718603086122025	0.32608695865343673	0.3249484673575883	0.2518193862069688	0.2952937624902581	0.2554237678140287	0.25339022803497263	0.2467465989854145	0.24833682150659844	0.24502524245230609	0.24989773033037666	0.24381790378707735	0.23783497419023703	0.24239036016478624	0.2467888045981932	0.24985347537782282	0.24990769220718395	0.2512899964675557	0.24658926873368545	0.24254085136158918	0.24233791669857863	0.25570859787512795	0.24607151821024356	0.23261979831332485	0.4187780747342089	0.4333975148033536	0.4354879696487278
S22Hp	0.25612201651560396	0.25172339382079034	0.24540899788968568	0.2516273046233712	0.2651939844872404	0.26737969032925973	0.2642652330937098	0.26477800976861504	0.2451154136027033	0.2513142601071145	0.24522833960342028	0.24728270795217824	0.26492156254755317	0.25749088079974564	0.24222657636408898	0.26344672536331154	0.25612155886327453	0.2574042074320462	0.27287318614492273	0.25175509710448396	0.4549348240598612	0.3441558171218143	0.28180077728297254	0.2325426067744457	0.2303975523307277	0.4441174087728054	0.31095059864422714	0.34432141391133664	0.40498738430361203	0.38297929153191274	0.2475462834998611	0.3655437077801768	0.36893305633036366	0.3880993401486059	0.3536923879465518	0.2824565229786096	0.2571431029085677	0.0	0.31018350595321215	0.3695140500029799	0.37572878990145486	0.3833325511568746	0.399234398943216	0.3976779419859173	0.389025227193584	0.377207035463918	0.27681398303596644	0.2822778615774898	0.2692700089548577	0.2475965443409022	0.2421917191224196	1.3692454626644934	0.45232246219763683	0.42394787305893555	0.3083778788124662	0.2916896776734518	0.25218891417610184	0.28065509709206266	0.2576031037379174	0.24924390254141782	0.2597225385477715	0.2331165505322897	0.23035650481487802	0.24755192667123915	0.2389528884241821	0.2458779480024505	0.33869567925597444	0.40774857810025483	0.40894239395004306	0.446043627345834	0.31170304731084947	0.31690865981582517	0.2604920765783641	0.2535801463843183	0.24975279702275544	0.24070215093376413	0.24812905499856036	0.2632577741222612	0.25663222023167687	0.22632084578785053	0.24000796772138577	0.25637744965800474	0.25819610409076116	0.2573508862616743	0.25569109378388327	0.238492822089906	0.24682889643605072	0.2455765758199909	0.3463460719239324	0.27275886979190334	0.25638578563413955	0.24624650225185005	0.27253798020885617	0.2563496956562781	0.2543605323506227	0.25222716642273946	0.2672096533915019	0.2696133151440364	0.3308377537487761	0.26404982072184247	0.25637420965618807	0.2713615069809086	0.3022329671842831	0.33113389497649964	0.32999540368065117	0.25686632253003167	0.30034069881332104	0.26047070413709156	0.2584371643580355	0.25179353530847737	0.2533837578296613	0.25007217877536897	0.2549446666534395	0.24886484011014023	0.2428819105132999	0.24743729648784912	0.2518357409212561	0.2549004117008857	0.25495462853024686	0.2563369327906186	0.25163620505674833	0.24758778768465206	0.24738485302164148	0.2607555341981908	0.25111845453330645	0.23766673463638774	0.42382501105727177	0.43844445112641645	0.4405349059717907
F7H1	0.24554459111083965	0.24114596841602604	0.23483157248492137	0.24104987921860688	0.2546165590824761	0.2568022649244954	0.2536878076889455	0.25420058436385073	0.234537988197939	0.2407368347023502	0.23465091419865597	0.23670528254741394	0.2543441371427889	0.24691345539498133	0.23164915095932467	0.25286929995854723	0.24554413345851023	0.24682678202728187	0.2622957607401584	0.24117767169971965	0.4443573986550969	0.33357839171705	0.27122335187820823	0.22196518136968138	0.2198201269259634	0.4335399833680411	0.3003731732394628	0.3337439885065724	0.3944099588988477	0.37240186612714843	0.2369688580950968	0.3549662823754125	0.3583556309255993	0.37752191474384167	0.3431149625417874	0.30326193200159335	0.30513656963014923	0.31018350595321215	0.0	0.3589366245982156	0.36515136449669056	0.3727551257521103	0.38865697353845163	0.38710051658115296	0.37844780178881976	0.3666296100591536	0.26623655763120213	0.2717004361727255	0.2586925835500934	0.2370191189361379	0.2316142937176553	1.358668037259729	0.4417450367928726	0.41337044765417125	0.2978004534077019	0.2811122522686875	0.24161148877133753	0.27007767168729835	0.2470256783331531	0.2386664771366535	0.24914511314300716	0.22253912512752538	0.2197790794101137	0.23697450126647485	0.2283754630194178	0.2353005225976862	0.32811825385121013	0.3971711526954905	0.3983649685452787	0.4354662019410697	0.30112562190608516	0.30633123441106086	0.2499146511735998	0.243002720979554	0.23917537161799113	0.23012472552899982	0.23755162959379605	0.2526803487174969	0.2460547948269126	0.21574342038308622	0.22943054231662147	0.24580002425324043	0.24761867868599682	0.24677346085691	0.24511366837911894	0.22791539668514169	0.2362514710312864	0.2349991504152266	0.3357686465191681	0.26218144438713903	0.24580836022937524	0.23566907684708574	0.26196055480409186	0.2457722702515138	0.2437831069458584	0.24164974101797512	0.25663222798673757	0.25903588973927216	0.32026032834401175	0.25347239531707816	0.24579678425142373	0.2607840815761443	0.2916555417795188	0.32055646957173534	0.31941797827588686	0.24628889712526736	0.28976327340855673	0.24989327873232725	0.24785973895327118	0.2412161099037131	0.24280633242489702	0.23949475337060466	0.24436724124867523	0.23828741470537593	0.2323044851085356	0.23685987108308482	0.24125831551649177	0.2443229862961214	0.24437720312548253	0.24575950738585425	0.24105877965198402	0.23701036227988775	0.23680742761687718	0.2501781087934265	0.24054102912854214	0.22708930923162343	0.4132475856525074	0.42786702572165214	0.4299574805670264
S3Hp	0.25081562506420413	0.2464170023693905	0.24010260643828582	0.24632091317197133	0.2598875930358405	0.2620732988778599	0.2589588416423099	0.25947161831721516	0.23980902215130345	0.24600786865571467	0.23992194815202042	0.2419763165007784	0.25961517109615334	0.2521844893483458	0.23692018491268912	0.25814033391191166	0.2508151674118747	0.25209781598064634	0.26756679469352285	0.2464487056530841	0.4496284326084613	0.33884942567041443	0.27649438583157265	0.22723621532304583	0.22509116087932785	0.4388110173214056	0.30564420719282726	0.3390150224599368	0.39968099285221215	0.3776729000805129	0.24223989204846125	0.36634772250902814	0.369737071059215	0.3889033548774573	0.3737923574662585	0.36259247605136113	0.364467113679917	0.3695140500029799	0.3589366245982156	0.0	0.3169128202233149	0.3780261597054747	0.3939280074918161	0.39237155053451744	0.3837188357421842	0.3719006440125181	0.2715075915845666	0.2769714701260899	0.26396361750345787	0.24229015288950234	0.23688532767101975	1.3639390712130934	0.447016070746237	0.41864148160753567	0.30307148736106637	0.28638328622205195	0.24688252272470199	0.27534870564066277	0.25229671228651757	0.24393751109001796	0.2544161470963716	0.22781015908088983	0.22505011336347816	0.2422455352198393	0.23364649697278225	0.24057155655105064	0.3333892878045746	0.402442186648855	0.4036360024986432	0.44073723589443414	0.30639665585944964	0.3116022683644253	0.25518568512696427	0.24827375493291845	0.24444640557135558	0.23539575948236427	0.2428226635471605	0.2579513826708614	0.25132582878027704	0.22101445433645067	0.23470157626998592	0.2510710582066049	0.2528897126393613	0.2520444948102744	0.2503847023324834	0.23318643063850614	0.24152250498465086	0.24027018436859104	0.3410396804725326	0.26745247834050345	0.2510793941827397	0.2409401108004502	0.26723158875745634	0.25104330420487825	0.24905414089922284	0.24692077497133957	0.26190326194010205	0.2643069236926366	0.3255313622973762	0.25874342927044264	0.2510678182047882	0.2660551155295087	0.2969265757328833	0.32582750352509976	0.32468901222925134	0.25155993107863184	0.29503430736192116	0.25516431268569173	0.25313077290663566	0.24648714385707754	0.24807736637826147	0.24476578732396911	0.24963827520203968	0.24355844865874038	0.23757551906190005	0.24213090503644927	0.24652934946985622	0.24959402024948585	0.24964823707884698	0.2510305413392187	0.24632981360534847	0.2422813962332522	0.24207846157024165	0.255449142746791	0.2458120630819066	0.23236034318498788	0.4185186196058719	0.4331380596750166	0.43522851452039085
F1H1	0.25703036496267906	0.25263174226786544	0.24631734633676078	0.2525356530704463	0.2661023329343155	0.26828803877633484	0.2651735815407849	0.26568635821569014	0.2460237620497784	0.2522226085541896	0.24613668805049538	0.24819105639925335	0.26582991099462827	0.25839922924682074	0.24313492481116408	0.26435507381038664	0.25702990731034964	0.2583125558791213	0.27378153459199783	0.25266344555155906	0.4558431725069363	0.3450641655688894	0.28270912573004764	0.2334509552215208	0.2313059007778028	0.4450257572198805	0.31185894709130224	0.34522976235841174	0.40589573275068713	0.38388763997898784	0.2484546319469362	0.3725624624075031	0.3759518109576899	0.3951180947759323	0.3800070973647335	0.36880721594983606	0.370681853578392	0.37572878990145486	0.36515136449669056	0.3169128202233149	0.0	0.3842408996039497	0.4001427473902911	0.39858629043299243	0.3899335756406591	0.3781153839109931	0.27772233148304154	0.2831862100245649	0.2701783574019328	0.2485048927879773	0.2431000675694947	1.3701538111115685	0.45323081064471193	0.42485622150601066	0.3092862272595413	0.2925980261205269	0.25309726262317694	0.28156344553913776	0.2585114521849925	0.2501522509884929	0.2606308869948466	0.2340248989793648	0.23126485326195312	0.24846027511831426	0.2398612368712572	0.2467862964495256	0.33960402770304954	0.40865692654732994	0.40985074239711816	0.44695197579290913	0.31261139575792457	0.31781700826290027	0.2614004250254392	0.2544884948313934	0.25066114546983054	0.24161049938083923	0.24903740344563546	0.2641661225693363	0.25754056867875197	0.22722919423492563	0.24091631616846088	0.25728579810507984	0.25910445253783626	0.2582592347087494	0.2565994422309584	0.2394011705369811	0.24773724488312582	0.246484924267066	0.3472544203710075	0.27366721823897844	0.25729413408121465	0.24715485069892515	0.27344632865593127	0.2572580441033532	0.25526888079769783	0.25313551486981456	0.268118001838577	0.2705216635911115	0.3317461021958512	0.26495816916891757	0.25728255810326317	0.2722698554279837	0.3031413156313582	0.33204224342357475	0.33090375212772627	0.25777467097710677	0.30124904726039614	0.26137905258416666	0.2593455128051106	0.25270188375555247	0.25429210627673643	0.25098052722244407	0.2558530151005146	0.24977318855721534	0.243790258960375	0.24834564493492423	0.2527440893683312	0.2558087601479608	0.25586297697732197	0.2572452812376937	0.25254455350382343	0.24849613613172716	0.24829320146871658	0.2616638826452659	0.25202680298038155	0.23857508308346284	0.4247333595043469	0.43935279957349155	0.4414432544188658
F14H1A	0.25086173936917566	0.24646311667436205	0.24014872074325738	0.2463670274769429	0.2599337073408121	0.26211941318283144	0.2590049559472815	0.25951773262218675	0.23985513645627501	0.2460539829606862	0.23996806245699198	0.24202243080574995	0.2596612854011249	0.25223060365331734	0.2369662992176607	0.25818644821688325	0.25086128171684624	0.2521439302856179	0.26761290899849444	0.24649481995805567	0.4496745469134329	0.338895539975386	0.27654050013654424	0.2272823296280174	0.2251372751842994	0.43885713162637713	0.30569032149779884	0.33906113676490834	0.39972710715718374	0.37771901438548444	0.2422860063534328	0.38016622366292285	0.38355557221310965	0.402721856031352	0.3876108586201532	0.3764109772052558	0.37828561483381173	0.3833325511568746	0.3727551257521103	0.3780261597054747	0.3842408996039497	0.0	0.3939741217967877	0.39241766483948903	0.3837649500471557	0.3719467583174897	0.27155370588953814	0.2770175844310615	0.2640097318084294	0.2423362671944739	0.2369314419759913	1.3639851855180651	0.44706218505120854	0.41868759591250726	0.3031176016660379	0.2864294005270235	0.24692863702967355	0.27539481994563436	0.2523428265914891	0.24398362539498952	0.2544622614013432	0.2278562733858614	0.22509622766844972	0.24229164952481086	0.23369261127775381	0.2406176708560222	0.33343540210954614	0.40248830095382654	0.40368211680361477	0.44078335019940573	0.3064427701644212	0.3116483826693969	0.2552317994319358	0.24831986923789	0.24449251987632714	0.23544187378733583	0.24286877785213207	0.2579974969758329	0.2513719430852486	0.22106056864142223	0.23474769057495748	0.25111717251157645	0.25293582694433286	0.252090609115246	0.250430816637455	0.2332325449434777	0.24156861928962242	0.2403162986735626	0.3410857947775041	0.26749859264547504	0.25112550848771126	0.24098622510542175	0.2672777030624279	0.2510894185098498	0.2491002552041944	0.24696688927631114	0.2619493762450736	0.2643530379976081	0.3255774766023478	0.25878954357541417	0.2511139325097598	0.2661012298344803	0.2969726900378548	0.32587361783007135	0.3247351265342229	0.25160604538360337	0.29508042166689274	0.25521042699066326	0.2531768872116072	0.2465332581620491	0.24812348068323303	0.24481190162894068	0.24968438950701125	0.24360456296371194	0.23762163336687162	0.24217701934142083	0.24657546377482778	0.2496401345544574	0.24969435138381854	0.2510766556441903	0.24637592791032004	0.24232751053822377	0.2421245758752132	0.2554952570517625	0.24585817738687815	0.23240645748995944	0.4185647339108435	0.43318417397998815	0.4352746288253624
F22HpB	0.2560017845362558	0.2516031618414422	0.24528876591033752	0.251507072644023	0.2650737525078922	0.2672594583499116	0.2641450011143616	0.26465777778926686	0.24499518162335515	0.25119402812776637	0.24510810762407212	0.2471624759728301	0.26480133056820504	0.2573706488203975	0.24210634438474082	0.26332649338396336	0.2560013268839264	0.25728397545269804	0.27275295416557455	0.25163486512513583	0.454814592080513	0.3440355851424661	0.28168054530362435	0.23242237479509753	0.23027732035137954	0.4439971767934573	0.31083036666487895	0.3442011819319885	0.40486715232426385	0.3828590595525646	0.24742605152051295	0.39606807144926426	0.39945741999945106	0.41862370381769337	0.40351270640649456	0.39231282499159714	0.3941874626201531	0.399234398943216	0.38865697353845163	0.3939280074918161	0.4001427473902911	0.3939741217967877	0.0	0.33633799109144025	0.3668247494179818	0.3550065576883158	0.2766937510566183	0.2821576295981416	0.26914977697550957	0.24747631236155404	0.24207148714307145	1.3691252306851451	0.4522022302182887	0.42382764107958737	0.30825764683311807	0.29156944569410365	0.2520686821967537	0.28053486511271447	0.25748287175856927	0.24912367056206966	0.2596023065684233	0.23299631855294153	0.23023627283552986	0.247431694691891	0.23883265644483395	0.24575771602310234	0.3385754472766263	0.4076283461209067	0.4088221619706949	0.44592339536648584	0.31158281533150134	0.316788427836477	0.26037184459901597	0.2534599144049701	0.24963256504340728	0.24058191895441597	0.2480088230192122	0.2631375421429131	0.25651198825232874	0.22620061380850237	0.23988773574203762	0.2562572176786566	0.258075872111413	0.2572306542823261	0.2555708618045351	0.23837259011055784	0.24670866445670256	0.24545634384064274	0.3462258399445843	0.27263863781255515	0.2562655536547914	0.2461262702725019	0.27241774822950804	0.25622946367692995	0.25424030037127454	0.2521069344433913	0.26708942141215375	0.2694930831646883	0.3307175217694279	0.26392958874249434	0.2562539776768399	0.2712412750015604	0.302112735204935	0.33101366299715146	0.32987517170130304	0.25674609055068354	0.30022046683397285	0.26035047215774343	0.25831693237868736	0.25167330332912924	0.25326352585031314	0.2499519467960208	0.2548244346740914	0.24874460813079208	0.24276167853395175	0.24731706450850097	0.2517155089419079	0.25478017972153755	0.2548343965508987	0.2562167008112704	0.25151597307740015	0.2474675557053039	0.24726462104229335	0.2606353022188427	0.2509982225539583	0.23754650265703958	0.4237047790779236	0.4383242191470683	0.44041467399244255
F8H1	0.25444532757895716	0.25004670488414354	0.24373230895303885	0.24995061568672436	0.26351729555059356	0.26570300139261294	0.26258854415706295	0.2631013208319682	0.24343872466605648	0.2496375711704677	0.24355165066677345	0.24560601901553142	0.26324487361090637	0.25581419186309884	0.24054988742744216	0.2617700364266647	0.25444486992662774	0.2557275184953994	0.2711964972082759	0.25007840816783716	0.45325813512321433	0.34247912818516746	0.2801240883463257	0.23086591783779886	0.22872086339408088	0.4424407198361586	0.3092739097075803	0.34264472497468984	0.4033106953669652	0.38130260259526594	0.24586959456321428	0.3945116144919656	0.3979009630421524	0.4170672468603947	0.4019562494491959	0.3907563680342985	0.3926310056628544	0.3976779419859173	0.38710051658115296	0.39237155053451744	0.39858629043299243	0.39241766483948903	0.33633799109144025	0.0	0.36526829246068315	0.35345010073101707	0.27513729409931964	0.28060117264084294	0.2675933200182109	0.24591985540425537	0.24051503018577278	1.3675687737278466	0.45064577326099003	0.4222711841222887	0.3067011898758194	0.290012988736805	0.25051222523945504	0.2789784081554158	0.2559264148012706	0.247567213604771	0.25804584961112464	0.23143986159564287	0.2286798158782312	0.24587523773459233	0.23727619948753528	0.24420125906580367	0.33701899031932764	0.40607188916360804	0.4072657050133962	0.4443669384091872	0.31002635837420267	0.3152319708791783	0.2588153876417173	0.25190345744767145	0.2480761080861086	0.2390254619971173	0.24645236606191354	0.2615810851856144	0.25495553129503007	0.2246441568512037	0.23833127878473895	0.25470076072135794	0.2565194151541143	0.25567419732502744	0.2540144048472364	0.23681613315325917	0.2451522074994039	0.24389988688334407	0.3446693829872856	0.2710821808552565	0.25470909669749275	0.24456981331520322	0.27086129127220937	0.2546730067196313	0.2526838434139759	0.2505504774860926	0.2655329644548551	0.2679366262073896	0.32916106481212926	0.26237313178519567	0.2546975207195412	0.26968481804426175	0.3005562782476363	0.3294572060398528	0.32831871474400437	0.25518963359338487	0.2986640098766742	0.25879401520044476	0.2567604754213887	0.25011684637183057	0.2517070688930145	0.24839548983872214	0.2532679777167927	0.2471881511734934	0.24120522157665308	0.2457606075512023	0.25015905198460925	0.2532237227642389	0.2532779395936	0.25466024385397174	0.2499595161201015	0.24591109874800524	0.24570816408499468	0.259078845261544	0.24944176559665962	0.2359900456997409	0.4221483221206249	0.43676776218976965	0.4388582170351439
S17H1	0.24579261278662387	0.24139399009181026	0.2350795941607056	0.2412979008943911	0.2548645807582603	0.2570502866002797	0.2539358293647297	0.25444860603963493	0.23478600987372322	0.24098485637813444	0.2348989358744402	0.23695330422319816	0.2545921588185731	0.24716147707076558	0.2318971726351089	0.2531173216343314	0.24579215513429445	0.2470748037030661	0.2625437824159427	0.24142569337550387	0.44460542033088113	0.3338264133928342	0.2714713735539924	0.2222132030454656	0.22006814860174762	0.4337880050438253	0.300621194915247	0.3339920101823566	0.394657980574632	0.3726498878029326	0.23721687977088102	0.3858588996996323	0.38924824824981913	0.40841453206806144	0.39330353465686263	0.38210365324196527	0.38397829087052116	0.389025227193584	0.37844780178881976	0.3837188357421842	0.3899335756406591	0.3837649500471557	0.3668247494179818	0.36526829246068315	0.0	0.3075360307876826	0.2664845793069864	0.2719484578485097	0.25894060522587764	0.2372671406119221	0.23186231539343952	1.3589160589355134	0.4419930584686568	0.4136184693299555	0.2980484750834861	0.2813602739444717	0.24185951044712176	0.27032569336308254	0.2472737000089373	0.23891449881243773	0.24939313481879138	0.2227871468033096	0.22002710108589793	0.23722252294225907	0.22862348469520202	0.2355485442734704	0.3283662755269944	0.3974191743712747	0.39861299022106295	0.43571422361685397	0.30137364358186935	0.30657925608684505	0.25016267284938404	0.24325074265533822	0.23942339329377535	0.23037274720478404	0.23779965126958028	0.25292837039328114	0.2463028165026968	0.21599144205887044	0.2296785639924057	0.24604804592902466	0.24786670036178104	0.2470214825326942	0.24536169005490316	0.2281634183609259	0.23649949270707063	0.23524717209101081	0.33601666819495235	0.2624294660629232	0.2460563819051595	0.23591709852286996	0.26220857647987605	0.24602029192729802	0.2440311286216426	0.24189776269375934	0.2568802496625218	0.25928391141505636	0.320508350019796	0.2537204169928624	0.24604480592720795	0.2610321032519285	0.29190356345530305	0.32080449124751953	0.3196659999516711	0.24653691880105158	0.2900112950843409	0.2501413004081115	0.2481077606290554	0.2414641315794973	0.24305435410068124	0.23974277504638888	0.24461526292445945	0.23853543638116015	0.23255250678431982	0.23710789275886904	0.241506337192276	0.24457100797190562	0.24462522480126675	0.24600752906163847	0.24130680132776824	0.23725838395567198	0.23705544929266142	0.25042613046921075	0.24078905080432636	0.22733733090740765	0.4134956073282917	0.4281150473974364	0.4302055022428106
F14H1B	0.2339744210569578	0.22957579836214417	0.2232614024310395	0.22947970916472502	0.2430463890285942	0.2452320948706136	0.2421176376350636	0.24263041430996884	0.22296781814405714	0.22916666464846835	0.2230807441447741	0.22513511249353207	0.24277396708890703	0.2353432853410995	0.2200789809054428	0.24129912990466534	0.23397396340462837	0.2352566119734	0.25072559068627653	0.2296075016458378	0.432787228601215	0.3220082216631681	0.25965318182432634	0.21039501131579952	0.20824995687208153	0.4219698133141593	0.28880300318558094	0.3221738184526905	0.38283978884496583	0.3608316960732666	0.22539868804121493	0.37404070796996625	0.37743005652015305	0.39659634033839536	0.38148534292719655	0.37028546151229913	0.37216009914085507	0.377207035463918	0.3666296100591536	0.3719006440125181	0.3781153839109931	0.3719467583174897	0.3550065576883158	0.35345010073101707	0.3075360307876826	0.0	0.2546663875773203	0.2601302661188436	0.24712241349621156	0.22544894888225603	0.22004412366377343	1.3470978672058473	0.4301748667389907	0.40180027760028936	0.28623028335382006	0.26954208221480563	0.23004131871745567	0.25850750163341646	0.23545550827927123	0.22709630708277165	0.2375749430891253	0.21096895507364352	0.20820890935623185	0.22540433121259298	0.21680529296553594	0.22373035254380433	0.3165480837973283	0.3856009826416087	0.38679479849139686	0.42389603188718783	0.2895554518522033	0.29476106435717897	0.23834448111971793	0.23143255092567214	0.22760520156410927	0.21855455547511796	0.2259814595399142	0.24111017866361506	0.23448462477303073	0.20417325032920436	0.2178603722627396	0.23422985419935857	0.23604850863211496	0.23520329080302813	0.23354349832523708	0.21634522663125982	0.22468130097740455	0.22342898036134473	0.32419847646528627	0.25061127433325714	0.2342381901754934	0.22409890679320388	0.25039038475021	0.23420210019763193	0.23221293689197653	0.23007957096409326	0.24506205793285574	0.24746571968539027	0.3086901582901299	0.24190222526319632	0.23422661419754187	0.2492139115222624	0.28008537172563697	0.30898629951785345	0.307847808222005	0.2347187270713855	0.27819310335467484	0.2383231086784454	0.23628956889938932	0.22964593984983123	0.23123616237101516	0.2279245833167228	0.23279707119479337	0.22671724465149407	0.22073431505465374	0.22528970102920295	0.2296881454626099	0.23275281624223954	0.23280703307160067	0.2341893373319724	0.22948860959810216	0.2254401922260059	0.22523725756299534	0.23860793873954467	0.22897085907466028	0.21551913917774157	0.4016774155986256	0.4162968556677703	0.41838731051314454
S8Hp	0.11545768746357839	0.11105906476876479	0.10474466883766011	0.11096297557134562	0.12452965543521483	0.12671536127723418	0.12360090404168422	0.12411368071658946	0.10445108455067774	0.11064993105508893	0.10456401055139469	0.10661837890015263	0.12425723349552759	0.11682655174772004	0.10156224731206337	0.12278239631128592	0.11545722981124892	0.11673987838002056	0.13220885709289712	0.11109076805245835	0.31427049500783555	0.20349148806978867	0.1411364482309469	0.09187827772242008	0.08973322327870208	0.3034530797207798	0.1702862695922015	0.20365708485931105	0.2643230552515864	0.2423149624798871	0.10688195444783549	0.2736476555420147	0.27703700409220156	0.29620328791044387	0.28109229049924506	0.26989240908434764	0.2717670467129036	0.27681398303596644	0.26623655763120213	0.2715075915845666	0.27772233148304154	0.27155370588953814	0.2766937510566183	0.27513729409931964	0.2664845793069864	0.2546663875773203	0.0	0.10132097914162615	0.11075940412428555	0.08908593951033002	0.10152739007039398	1.2285811336124677	0.31165813314561125	0.2832835440069099	0.16771354976044056	0.1510253486214262	0.11152458512407623	0.13999076804003702	0.11693877468589178	0.10857957348939219	0.11905820949574585	0.09245222148026407	0.08969217576285239	0.10688759761921353	0.0982885593721565	0.10521361895042486	0.19803135020394882	0.2670842490482292	0.2682780648980174	0.3053792982938084	0.17103871825882383	0.17624433076379953	0.11982774752633849	0.11291581733229267	0.10908846797072982	0.10003782188173851	0.10746472594653475	0.12259344507023559	0.11596789117965127	0.08565651673582489	0.09934363866936018	0.11571312060597916	0.11753177503873555	0.11668655720964868	0.11502676473185766	0.09782849303788038	0.1061645673840251	0.1049122467679653	0.20568174287190683	0.13209454073987772	0.11572145658211397	0.10558217319982445	0.13187365115683058	0.11568536660425251	0.11369620329859711	0.11156283737071385	0.1265453243394763	0.12894898609201083	0.19017342469675047	0.12338549166981688	0.11570988060416244	0.130697177928883	0.16156863813225752	0.19046956592447403	0.18933107462862558	0.11620199347800608	0.15967636976129543	0.11980637508506597	0.11777283530600989	0.11112920625645178	0.11271942877763572	0.10940784972334336	0.11428033760141394	0.10820051105811462	0.10221758146127431	0.10677296743582354	0.11117141186923049	0.11423608264886011	0.11429029947822125	0.11567260373859296	0.11097187600472273	0.10692345863262648	0.1067205239696159	0.12009120514616523	0.11045412548128085	0.09700240558436214	0.2831606820052462	0.29778012207439086	0.2998705769197651
