	31450	S7Hp	S17H1	S27H1	S30H1	F32H1	31232	S15Hp	S19H1	S10H1	530055	S13Hp	S25Hp	S23Hp	31328	S4Hp	530154	31009	S26Hp	S16H2	31379	31021	F7H1	F29H1	S29H1	S12Hp	S14Hp	S9H1	S28Hp	S18H1	31160	F8H1	F1H1	F6H1	S2Hp	31700	S31Hp	31219	S6Hp	530331	31300	530451	F3H1	F14H1A	F23HpA	S22Hp	S3Hp	S11Hp	31512	31519	31452	530119	530075	F22HpB	31071	F16H1	S1Hp	S8Hp	31236	530394	31428	531414	31749	530050	S21H1
31379	0.430406770843701	0.2170908695095447	0.2970191193135789	0.2918188902757781	0.34397815985055746	0.2572955727850404	0.20403601285515166	0.2800735856368238	0.2967995365752952	0.2605689739006747	0.3243951918531473	0.3432858380182672	0.35054487985566746	0.2503638470020767	0.27240345967485385	0.2501319942629829	0.36857403279389656	0.3202823393672478	0.246158578176808	0.258503529173208	0.0	0.23234386976817822	0.28110657635840935	0.2729255493437725	0.27955871854788383	0.2655805947111735	0.3295614495163862	0.35070931658611343	0.25360255811707766	0.30242530010390567	0.3514863098033608	0.36531613329097784	0.3532084572600426	0.3388633090500939	0.33604052848752436	0.27696280209681684	0.24600825378779456	0.3608415260482659	0.3078350596938366	0.3560194915531608	0.3591860491988271	0.3087096815712723	0.28098929034347453	0.31924674506428347	0.2788624982728929	0.26025341715914413	0.35714455416742014	0.28500392362518917	0.34972239986888715	0.28775971422652413	0.33628990436882744	0.36928867861659864	0.25843499538059805	0.3350409545851122	0.34448222356261843	0.32228081644835194	0.353005011726555	0.28004069195838577	0.31148198879790373	0.36728026493256005	0.46065875339424533	0.3665506622306842	0.47235561721831065	0.4262248710140416	0.4240968721595232
31021	0.36264500757282647	0.14932910623867013	0.2292573560427043	0.22405712700490354	0.2762163965796829	0.18953380951416582	0.13627424958427709	0.2123118223659492	0.2290377733044206	0.1928072106298001	0.2566334285822727	0.2755240747473926	0.2827831165847929	0.18260208373120212	0.20464169640397928	0.1823702309921083	0.300812269523022	0.25252057609637324	0.17839681490593343	0.19074176590233344	0.23234386976817822	0.0	0.14267915346581816	0.20516378607289792	0.21179695527700926	0.1978188314402989	0.2617996862455116	0.28294755331523885	0.18584079484620308	0.2346635368330311	0.28372454653248624	0.29755437002010326	0.285446693989168	0.2711015457792193	0.2682787652166498	0.20920103882594226	0.17824649051692	0.29307976277739134	0.24007329642296205	0.28825772828228624	0.2914242859279525	0.24094791830039775	0.2132275270725999	0.2514849817934089	0.21110073500201829	0.19249165388826955	0.28938279089654556	0.21724216035431457	0.28196063659801257	0.21999795095564956	0.2685281410979528	0.30152691534572407	0.19067323210972348	0.2672791913142376	0.27672046029174385	0.25451905317747736	0.28524324845568044	0.21227892868751122	0.24372022552702916	0.2995185016616855	0.39289699012337076	0.29878889895980965	0.4045938539474362	0.3584631077431671	0.35633510888864867
F7H1	0.41140771416305755	0.19809181282890126	0.27802006263293544	0.2728198335951347	0.3249791031699141	0.23829651610439695	0.18503695617450822	0.26107452895618033	0.27780047989465173	0.24156991722003124	0.30539613517250386	0.32428678133762373	0.331545823175024	0.23136479032143326	0.2534044029942104	0.23113293758233944	0.3495749761132531	0.30128328268660437	0.22715952149616456	0.23950447249256457	0.28110657635840935	0.14267915346581816	0.0	0.25392649266312906	0.2605596618672404	0.24658153803053007	0.3105623928357427	0.33171025990547	0.23460350143643424	0.2834262434232622	0.3324872531227174	0.3463170766103344	0.33420940057939913	0.31986425236945043	0.3170414718068809	0.2579637454161734	0.22700919710715112	0.34184246936762247	0.2888360030131932	0.33702043487251737	0.34018699251818363	0.28971062489062893	0.26199023366283103	0.30024768838364	0.25986344159224944	0.24125436047850068	0.3381454974867767	0.2660048669445457	0.3307233431882437	0.2687606575458807	0.31729084768818394	0.35028962193595525	0.2394359386999546	0.31604189790446874	0.325483166881975	0.30328175976770855	0.3340059550459116	0.2610416352777424	0.2924829321172603	0.34828120825191666	0.44165969671360195	0.3475516055500408	0.45335656053766726	0.4072258143333982	0.4050978154788798
F29H1	0.35123267299511274	0.13791677166095642	0.21784502146499057	0.21264479242718984	0.2648040620019692	0.17812147493645208	0.13599732081010715	0.21203489359177927	0.2287608445302507	0.19253028185563018	0.2563564998081028	0.2752471459732227	0.282506187810623	0.1823251549570322	0.20436476762980935	0.1820933022179384	0.3005353407488521	0.25224364732220333	0.19237341366451638	0.20471836466091642	0.2729255493437725	0.20516378607289792	0.25392649266312906	0.0	0.05682016611612607	0.1344619827773864	0.22516840101400737	0.24631626808373464	0.14920950961469887	0.19803225160152688	0.24709326130098203	0.26092308478859905	0.24881540875766378	0.24300092126450235	0.24017814070193283	0.1811004143112253	0.15014586600220303	0.2649791382626744	0.2119726719082451	0.2601571037675693	0.26332366141323554	0.21284729378568085	0.18512690255788297	0.22338435727869194	0.18300011048730136	0.1643910293735526	0.2612821663818286	0.18914153583959764	0.2538600120832956	0.1918973264409326	0.24042751658323588	0.2734262908310071	0.17114584354979684	0.2558668567365239	0.2653081257140301	0.24310671859976368	0.27383091387796676	0.2008665941097975	0.23230789094931545	0.2881061670839718	0.3814846555456571	0.2873765643820959	0.39318151936972245	0.3470507731654534	0.344922774310935
S29H1	0.35786584219922407	0.14454994086506776	0.2244781906691019	0.21927796163130117	0.27143723120608054	0.18475464414056342	0.1426304900142185	0.2186680627958906	0.23539401373436203	0.1991634510597415	0.26298966901221416	0.28188031517733403	0.2891393570147343	0.18895832416114353	0.21099793683392068	0.18872647142204974	0.3071685099529634	0.25887681652631467	0.1990065828686277	0.21135153386502775	0.27955871854788383	0.21179695527700926	0.2605596618672404	0.05682016611612607	0.0	0.14109515198149775	0.2318015702181187	0.25294943728784597	0.1558426788188102	0.2046654208056382	0.25372643050509336	0.2675562539927104	0.2554485779617751	0.24963409046861368	0.24681130990604416	0.18773358351533664	0.15677903520631437	0.2716123074667857	0.21860584111235642	0.2667902729716806	0.2699568306173469	0.21948046298979218	0.1917600717619943	0.23001752648280327	0.1896332796914127	0.17102419857766393	0.26791533558593994	0.19577470504370897	0.26049318128740695	0.19853049564504394	0.24706068578734722	0.2800594600351185	0.17777901275390817	0.2625000259406352	0.27194129491814145	0.24973988780387502	0.28046408308207804	0.20749976331390885	0.23894106015342678	0.29473933628808313	0.3881178247497684	0.2940097335862073	0.3998146885738338	0.3536839423695647	0.35155594351504627
S12Hp	0.34388771836251375	0.1305718170283574	0.21050006683239159	0.20529983779459082	0.25745910736937017	0.1707765203038531	0.12865236617750817	0.20468993895918025	0.2214158898976517	0.18518532722303116	0.24901154517550383	0.2679021913406237	0.275161233178024	0.17498020032443318	0.19701981299721033	0.17474834758533941	0.2931903861162531	0.24489869268960435	0.1850284590319174	0.1973734100283174	0.2655805947111735	0.1978188314402989	0.24658153803053007	0.1344619827773864	0.14109515198149775	0.0	0.21782344638140838	0.23897131345113562	0.14186455498209988	0.19068729696892786	0.239748306668383	0.25357813015600006	0.24147045412506477	0.23565596663190336	0.23283318606933384	0.17375545967862632	0.14280091136960404	0.2576341836300754	0.2046277172756461	0.2528121491349703	0.25597870678063656	0.20550233915308183	0.17778194792528396	0.21603940264609295	0.17565515585470234	0.1570460747409536	0.2539372117492296	0.18179658120699863	0.24651505745069663	0.18455237180833362	0.23308256195063687	0.2660813361984081	0.16380088891719785	0.24852190210392489	0.25796317108143113	0.23576176396716467	0.2664859592453677	0.19352163947719853	0.22496293631671643	0.28076121245137275	0.37413970091305804	0.2800316097494969	0.38583656473712347	0.33970581853285436	0.33757781967833594
S14Hp	0.4078685731677264	0.19455267183357008	0.2744809216376043	0.26928069259980353	0.32143996217458287	0.23475737510906575	0.19263322098272084	0.26867079376439296	0.28539674470286436	0.24916618202824387	0.3129923999807165	0.3318830461458364	0.33914208798323664	0.23896105512964588	0.26100066780242304	0.2387292023905521	0.3571712409214658	0.30887954749481705	0.2490093138371301	0.2613542648335301	0.3295614495163862	0.2617996862455116	0.3105623928357427	0.22516840101400737	0.2318015702181187	0.21782344638140838	0.0	0.22982195370907052	0.13271519524003475	0.23696999751721406	0.2860310072166692	0.29986083070428626	0.28775315467335094	0.299636821437116	0.29681404087454655	0.237736314483839	0.20678176617481672	0.32161503843528805	0.2686085720808588	0.31679300394018295	0.31995956158584926	0.2694831939582945	0.24176280273049666	0.28002025745130565	0.23963601065991502	0.22102692954616632	0.3179180665544423	0.2457774360122113	0.31049591225590933	0.2485332266135463	0.2970634167558496	0.33006219100362083	0.22778174372241053	0.31250275690913754	0.32194402588664384	0.29974261877237734	0.3304668140505804	0.2575024942824112	0.28894379112192914	0.34474206725658546	0.43812055571827074	0.3440124645547096	0.4498174195423361	0.403686673338067	0.4015586744835486
S9H1	0.4290164402374536	0.21570053890329732	0.2956287887073315	0.29042855966953074	0.3425878292443101	0.255905242178793	0.21378108805244808	0.2898186608341202	0.3065446117725916	0.2703140490979711	0.33414026705044375	0.3530309132155636	0.3602899550529639	0.2601089221993731	0.2821485348721503	0.25987706946027933	0.378319107991193	0.33002741456454426	0.2701571809068573	0.28250213190325735	0.35070931658611343	0.28294755331523885	0.33171025990547	0.24631626808373464	0.25294943728784597	0.23897131345113562	0.22982195370907052	0.0	0.1014988731313379	0.2581178645869413	0.30717887428639645	0.3210086977740135	0.3089010217430782	0.3207846885068433	0.31796190794427376	0.25888418155356624	0.22792963324454396	0.3427629055050153	0.289756439150586	0.3379408710099102	0.3411074286555765	0.2906310610280218	0.26291066980022393	0.30116812452103287	0.2607838777296423	0.24217479661589353	0.33906593362416954	0.26692530308193857	0.33164377932563655	0.26968109368327353	0.31821128382557684	0.35121005807334804	0.24892961079213777	0.3336506239788648	0.34309189295637105	0.32089048584210456	0.35161468112030764	0.2786503613521384	0.31009165819165635	0.36588993432631267	0.45926842278799795	0.36516033162443684	0.47096528661206327	0.4248345404077942	0.4227065415532758
S28Hp	0.33190968176841795	0.1185937804342616	0.1985220302382958	0.19332180120049502	0.24548107077527437	0.15879848370975727	0.11667432958341234	0.19271190236508445	0.20943785330355588	0.17320729062893536	0.237033508581408	0.25592415474652785	0.2631831965839282	0.16300216373033738	0.18504177640311453	0.1627703109912436	0.28121234952215723	0.23292065609550852	0.1730504224378216	0.18539537343422158	0.25360255811707766	0.18584079484620308	0.23460350143643424	0.14920950961469887	0.1558426788188102	0.14186455498209988	0.13271519524003475	0.1014988731313379	0.0	0.16101110611790553	0.21007211581736068	0.2239019393049777	0.21179426327404244	0.22367793003780753	0.22085514947523802	0.1617774230845305	0.13082287477550822	0.24565614703597957	0.1926496806815503	0.24083411254087447	0.24400067018654073	0.193524302558986	0.16580391133118816	0.20406136605199712	0.16367711926060652	0.14506803814685781	0.2419591751551338	0.1698185446129028	0.2345370208566008	0.1725743352142378	0.22110452535654107	0.2541032996043123	0.15182285232310203	0.2365438655098291	0.24598513448733533	0.22378372737306884	0.2545079226512719	0.1815436028831027	0.21298489972262064	0.26878317585727696	0.36216166431896224	0.2680535731554011	0.37385852814302767	0.32772778193875857	0.32559978308424015
S18H1	0.38073242375524585	0.16741652242108956	0.24734477222512374	0.24214454318732298	0.2943038127621024	0.20762122569658525	0.16549707157024032	0.24153464435191244	0.25826059529038387	0.22203003261576335	0.285856250568236	0.30474689673335587	0.31200593857075615	0.21182490571716536	0.23386451838994252	0.21159305297807157	0.33003509150898525	0.2817433980823365	0.22187316442464955	0.2342181154210496	0.30242530010390567	0.2346635368330311	0.2834262434232622	0.19803225160152688	0.2046654208056382	0.19068729696892786	0.23696999751721406	0.2581178645869413	0.16101110611790553	0.0	0.2313017975232392	0.2613048528786849	0.2491971768477496	0.2725006720246355	0.269677891462066	0.21060016507135848	0.1796456167623362	0.29447888902280756	0.2414724226683783	0.28965685452770246	0.2928234121733687	0.24234704454581402	0.21462665331801617	0.2528841080388251	0.21249986124743453	0.1938907801336858	0.2907819171419618	0.2186412865997308	0.2833597628434288	0.22139707720106577	0.2699272673433691	0.30292604159114034	0.20064559430993	0.28536660749665704	0.2948078764741633	0.27260646935989685	0.3033306646380999	0.23036634486993066	0.2618076417094486	0.31760591784410497	0.41098440630579025	0.3168763151422291	0.42268127012985557	0.3765505239255865	0.3744225250710681
31160	0.42979343345470106	0.2164775321205447	0.2964057819245789	0.29120555288677813	0.34336482246155753	0.2566822353960404	0.21455808126969547	0.29059565405136756	0.307321604989839	0.2710910423152185	0.33491726026769114	0.353807906432811	0.3610669482702113	0.26088591541662054	0.28292552808939764	0.2606540626775267	0.3790961012084404	0.33080440778179165	0.2709341741241047	0.28327912512050474	0.3514863098033608	0.28372454653248624	0.3324872531227174	0.24709326130098203	0.25372643050509336	0.239748306668383	0.2860310072166692	0.30717887428639645	0.21007211581736068	0.2313017975232392	0.0	0.31036586257814003	0.29825818654720476	0.32156168172409066	0.31873890116152115	0.25966117477081363	0.22870662646179135	0.3435398987222627	0.2905334323678334	0.3387178642271576	0.34188442187282386	0.29140805424526917	0.26368766301747126	0.30194511773828026	0.2615608709468897	0.24295178983314092	0.3398429268414169	0.26770229629918596	0.33242077254288394	0.2704580869005209	0.3189882770428242	0.3519870512905955	0.24970660400938516	0.3344276171961122	0.34386888617361844	0.321667479059352	0.352391674337555	0.27942735456938583	0.31086865140890374	0.3666669275435601	0.4600454160052454	0.36593732484168423	0.4717422798293107	0.42561153362504167	0.42348353477052325
F8H1	0.443623256942318	0.23030735560816173	0.3102356054121959	0.30503537637439515	0.3571946459491745	0.2705120588836574	0.2283879047573125	0.30442547753898463	0.32115142847745604	0.2849208658028355	0.34874708375530816	0.36763772992042804	0.3748967717578283	0.2747157389042375	0.2967553515770147	0.27448388616514374	0.3929259246960574	0.3446342312694087	0.2847639976117217	0.29710894860812176	0.36531613329097784	0.29755437002010326	0.3463170766103344	0.26092308478859905	0.2675562539927104	0.25357813015600006	0.29986083070428626	0.3210086977740135	0.2239019393049777	0.2613048528786849	0.31036586257814003	0.0	0.27892383398010484	0.3353915052117077	0.33256872464913817	0.27349099825843065	0.24253644994940837	0.3573697222098797	0.30436325585545043	0.3525476877147746	0.3557142453604409	0.3052378777328862	0.27751748650508834	0.3157749412258973	0.2753906944345067	0.25678161332075794	0.35367275032903395	0.281532119786803	0.34625059603050096	0.28428791038813794	0.33281810053044125	0.36581687477821245	0.2635364274970022	0.3482574406837292	0.35769870966123546	0.33549730254696897	0.36622149782517205	0.2932571780570028	0.32469847489652076	0.3804967510311771	0.47387523949286237	0.37976714832930125	0.4855721033169277	0.43944135711265864	0.4373133582581402
F1H1	0.4315155809113828	0.21819967957722647	0.29812792938126065	0.2929277003434599	0.3450869699182393	0.25840438285272216	0.21628022872637723	0.2923178015080493	0.30904375244652077	0.2728131897719003	0.3366394077243729	0.35553005388949277	0.36278909572689305	0.2626080628733023	0.2846476755460794	0.2623762101342085	0.38081824866512215	0.3325265552384734	0.27265632158078645	0.2850012725771865	0.3532084572600426	0.285446693989168	0.33420940057939913	0.24881540875766378	0.2554485779617751	0.24147045412506477	0.28775315467335094	0.3089010217430782	0.21179426327404244	0.2491971768477496	0.29825818654720476	0.27892383398010484	0.0	0.3232838291807724	0.3204610486182029	0.2613833222274954	0.2304287739184731	0.34526204617894446	0.29225557982451517	0.34044001168383936	0.3436065693295056	0.2931302017019509	0.265409810474153	0.303667265194962	0.26328301840357143	0.24467393728982267	0.3415650742980987	0.2694244437558677	0.3341429199995657	0.2721802343572027	0.32071042449950593	0.35370919874727724	0.2514287514660669	0.33614976465279395	0.3455910336303002	0.32338962651603376	0.3541138217942368	0.2811495020260676	0.3125907988655855	0.3683890750002419	0.46176756346192716	0.367659472298366	0.4734644272859925	0.4273336810817234	0.425205682227205
F6H1	0.41717043270143406	0.20385453136727777	0.28378278117131195	0.2785825521335112	0.3307418217082906	0.24405923464277346	0.20193508051642853	0.2779726532981006	0.29469860423657207	0.2584680415619516	0.3222942595144242	0.34118490567954407	0.34844394751694435	0.24826291466335357	0.2703025273361307	0.24803106192425978	0.36647310045517345	0.3181814070285247	0.25831117337083775	0.2706561243672378	0.3388633090500939	0.2711015457792193	0.31986425236945043	0.24300092126450235	0.24963409046861368	0.23565596663190336	0.299636821437116	0.3207846885068433	0.22367793003780753	0.2725006720246355	0.32156168172409066	0.3353915052117077	0.3232838291807724	0.0	0.23931581124089904	0.21599997595232928	0.1923033067578631	0.30713657901833447	0.25413011266390517	0.30231454452322937	0.3054811021688956	0.2550047345413409	0.22728434331354305	0.265541798034352	0.23969653376699612	0.22108745265324736	0.31797858966152337	0.2458379591192924	0.3105564353629904	0.24859374972062737	0.2971239398629306	0.33012271411070193	0.2370836032561182	0.32180461644284525	0.3312458854203515	0.30904447830608506	0.3397686735842881	0.2668043538161189	0.2982456506556368	0.3540439267902932	0.44742241525197846	0.3533143240884173	0.4591192790760438	0.4129885328717747	0.4108605340172563
S2Hp	0.4143476521388646	0.20103175080470825	0.28096000060874243	0.27575977157094167	0.327919041145721	0.24123645408020394	0.199112299953859	0.27514987273553115	0.29187582367400255	0.255645260999382	0.3194714789518547	0.33836212511697455	0.34562116695437484	0.24544013410078405	0.26747974677356123	0.24520828136169026	0.36365031989260393	0.3153586264659552	0.25548839280826824	0.2678333438046683	0.33604052848752436	0.2682787652166498	0.3170414718068809	0.24017814070193283	0.24681130990604416	0.23283318606933384	0.29681404087454655	0.31796190794427376	0.22085514947523802	0.269677891462066	0.31873890116152115	0.33256872464913817	0.3204610486182029	0.23931581124089904	0.0	0.21317719538975977	0.1894805261952936	0.30431379845576495	0.25130733210133566	0.29949176396065985	0.3026583216063261	0.2521819539787714	0.22446156275097354	0.2627190174717825	0.2368737532044266	0.21826467209067785	0.31515580909895385	0.2430151785567229	0.30773365480042086	0.24577096915805785	0.29430115930036116	0.32729993354813236	0.2342608226935487	0.31898183588027573	0.328423104857782	0.3062216977435155	0.33694589302171857	0.2639815732535493	0.2954228700930673	0.3512211462277236	0.4445996346894089	0.35049154352584777	0.4562964985134743	0.4101657523092052	0.4080377534546868
31700	0.3552699257481571	0.14195402441400076	0.22188227421803491	0.21668204518023418	0.26884131475501355	0.18215872768949642	0.1400345735631515	0.2160721463448236	0.23279809728329504	0.19656753460867452	0.26039375256114716	0.27928439872626704	0.2865434405636673	0.18636240771007653	0.2084020203828537	0.18613055497098274	0.3045725935018964	0.2562809000752477	0.19641066641756072	0.20875561741396076	0.27696280209681684	0.20920103882594226	0.2579637454161734	0.1811004143112253	0.18773358351533664	0.17375545967862632	0.237736314483839	0.25888418155356624	0.1617774230845305	0.21060016507135848	0.25966117477081363	0.27349099825843065	0.2613833222274954	0.21599997595232928	0.21317719538975977	0.0	0.13040279980458608	0.24523607206505743	0.19222960571062814	0.24041403756995233	0.2435805952156186	0.1931042275880639	0.16538383636026602	0.20364129108107498	0.1777960268137191	0.15918694569997033	0.25607808270824634	0.18393745216601537	0.24865592840971334	0.18669324276735033	0.2352234329096536	0.26822220715742484	0.17518309630284118	0.2599041094895682	0.26934537846707446	0.24714397135280802	0.2778681666310111	0.20490384686284185	0.2363451437023598	0.29214341983701614	0.3855219082987014	0.29141381713514025	0.3972187721227668	0.35108802591849775	0.34896002706397933
S31Hp	0.3243153774391348	0.11099947610497847	0.19092772590901264	0.1857274968712119	0.23788676644599127	0.15120417938047415	0.10908002525412921	0.18511759803580133	0.20184354897427276	0.16561298629965224	0.22943920425212488	0.24832985041724476	0.25558889225464504	0.15540785940105425	0.1774474720738314	0.15517600666196046	0.27361804519287414	0.2253263517662254	0.16545611810853844	0.17780106910493848	0.24600825378779456	0.17824649051692	0.22700919710715112	0.15014586600220303	0.15677903520631437	0.14280091136960404	0.20678176617481672	0.22792963324454396	0.13082287477550822	0.1796456167623362	0.22870662646179135	0.24253644994940837	0.2304287739184731	0.1923033067578631	0.1894805261952936	0.13040279980458608	0.0	0.16436169493215888	0.11135522857772959	0.15953966043705375	0.16270621808272004	0.11222985045516531	0.10821066888215303	0.14646812360296196	0.1468414785046968	0.12823239739094805	0.22512353439922406	0.1529829038569931	0.21770138010069107	0.15573869445832805	0.20426888460063133	0.2372676588484026	0.1442285479938189	0.22894956118054594	0.23839083015805218	0.21618942304378574	0.2469136183219888	0.17394929855381958	0.2053905953933375	0.26118887152799386	0.35456735998967914	0.26045926882611803	0.3662642238137445	0.3201334776094754	0.318005478754957
31219	0.43914864969960615	0.2258327483654498	0.305760998169484	0.3005607691316832	0.3527200387064626	0.2660374516409455	0.22391329751460057	0.29995087029627265	0.3166768212347441	0.2804462585601236	0.34427247651259624	0.3631631226777161	0.3704221645151164	0.27024113166152564	0.29228074433430273	0.2700092789224318	0.3884513174533455	0.34015962402669675	0.2802893903690098	0.29263434136540983	0.3608415260482659	0.29307976277739134	0.34184246936762247	0.2649791382626744	0.2716123074667857	0.2576341836300754	0.32161503843528805	0.3427629055050153	0.24565614703597957	0.29447888902280756	0.3435398987222627	0.3573697222098797	0.34526204617894446	0.30713657901833447	0.30431379845576495	0.24523607206505743	0.16436169493215888	0.0	0.20930726739101851	0.25749169925034265	0.26065825689600897	0.21018188926845421	0.22304394114262438	0.26130139586343337	0.26167475076516816	0.2430656696514194	0.3399568066596954	0.26781617611746444	0.3325346523611624	0.2705719667187994	0.31910215686110266	0.35210093110887397	0.25906182025429025	0.3437828334410173	0.35322410241852353	0.3310226953042571	0.3617468905824601	0.28878257081429093	0.32022386765380884	0.3760221437884652	0.4694006322501505	0.3752925410865893	0.4810974960742158	0.43496674986994677	0.43283875101542835
S6Hp	0.3861421833451768	0.17282628201102052	0.2527545318150547	0.24755430277725393	0.29971357235203333	0.2130309852865162	0.17090683116017127	0.2469444039418434	0.2636703548803148	0.2274397922056943	0.29126601015816694	0.3101566563232868	0.3174156981606871	0.21723466530709631	0.23927427797987347	0.21700281256800252	0.3354448510989162	0.28715315767226746	0.2272829240145805	0.23962787501098054	0.3078350596938366	0.24007329642296205	0.2888360030131932	0.2119726719082451	0.21860584111235642	0.2046277172756461	0.2686085720808588	0.289756439150586	0.1926496806815503	0.2414724226683783	0.2905334323678334	0.30436325585545043	0.29225557982451517	0.25413011266390517	0.25130733210133566	0.19222960571062814	0.11135522857772959	0.20930726739101851	0.0	0.15311052078697415	0.15627707843264044	0.14383156742937075	0.1700374747881951	0.20829492950900405	0.20866828441073887	0.19005920329699014	0.2869503403052661	0.21480970976303515	0.2795281860067331	0.2175655003643701	0.2660956905066734	0.2990944647544447	0.20605535389986096	0.290776367086588	0.30021763606409424	0.2780162289498278	0.30874042422803083	0.2357761044598616	0.26721740129937954	0.3230156774340359	0.4163941658957212	0.32228607473216003	0.4280910297197865	0.3819602835155175	0.37983228466099905
530331	0.43432661520450105	0.2210107138703447	0.3009389636743789	0.2957387346365781	0.3478980042113575	0.2612154171458404	0.21909126301949547	0.29512883580116755	0.311854786739639	0.2756242240650185	0.33945044201749114	0.358341088182611	0.3656001300200113	0.26541909716642054	0.28745870983919763	0.2651872444273267	0.3836292829582404	0.33533758953159165	0.2754673558739047	0.28781230687030473	0.3560194915531608	0.28825772828228624	0.33702043487251737	0.2601571037675693	0.2667902729716806	0.2528121491349703	0.31679300394018295	0.3379408710099102	0.24083411254087447	0.28965685452770246	0.3387178642271576	0.3525476877147746	0.34044001168383936	0.30231454452322937	0.29949176396065985	0.24041403756995233	0.15953966043705375	0.25749169925034265	0.15311052078697415	0.0	0.07106775439020627	0.19201599928869495	0.21822190664751928	0.2564793613683282	0.25685271627006306	0.2382436351563143	0.3351347721645903	0.26299414162235935	0.3277126178660573	0.2657499322236943	0.31428012236599756	0.3472788966137689	0.25423978575918516	0.3389607989459122	0.34840206792341843	0.326200660809152	0.356924856087355	0.28396053631918583	0.31540183315870374	0.3712001092933601	0.4645785977550454	0.3704705065914842	0.4762754615791107	0.43014471537484167	0.42801671652032325
31300	0.43749317285016726	0.22417727151601097	0.30410552132004515	0.2989052922822444	0.3510645618570237	0.26438197479150666	0.22225782066516173	0.29829539344683387	0.31502134438530527	0.2787907817106847	0.3426169996631574	0.36150764582827727	0.36876668766567755	0.26858565481208674	0.29062526748486395	0.268353802072993	0.38679584060390665	0.3385041471772579	0.27863391351957095	0.290978864515971	0.3591860491988271	0.2914242859279525	0.34018699251818363	0.26332366141323554	0.2699568306173469	0.25597870678063656	0.31995956158584926	0.3411074286555765	0.24400067018654073	0.2928234121733687	0.34188442187282386	0.3557142453604409	0.3436065693295056	0.3054811021688956	0.3026583216063261	0.2435805952156186	0.16270621808272004	0.26065825689600897	0.15627707843264044	0.07106775439020627	0.0	0.1951825569343612	0.22138846429318554	0.2596459190139945	0.2600192739157293	0.24141019280198056	0.33830132981025657	0.2661606992680256	0.3308791755117236	0.26891648986936056	0.3174466800116639	0.3504454542594351	0.2574063434048514	0.34212735659157845	0.3515686255690847	0.3293672184548182	0.3600914137330213	0.28712709396485203	0.31856839080437	0.3743666669390263	0.4677451554007116	0.3736370642371505	0.4794420192247769	0.43331127302050787	0.43118327416598945
530451	0.38701680522261256	0.17370090388845624	0.2536291536924904	0.2484289246546897	0.30058819422946903	0.2139056071639519	0.171781453037607	0.24781902581927912	0.26454497675775057	0.22831441408313002	0.2921406320356027	0.3110312782007225	0.31829032003812285	0.21810928718453204	0.2401488998573092	0.21787743444543825	0.3363194729763519	0.28802777954970316	0.22815754589201626	0.24050249688841624	0.3087096815712723	0.24094791830039775	0.28971062489062893	0.21284729378568085	0.21948046298979218	0.20550233915308183	0.2694831939582945	0.2906310610280218	0.193524302558986	0.24234704454581402	0.29140805424526917	0.3052378777328862	0.2931302017019509	0.2550047345413409	0.2521819539787714	0.1931042275880639	0.11222985045516531	0.21018188926845421	0.14383156742937075	0.19201599928869495	0.1951825569343612	0.0	0.17091209666563084	0.20916955138643978	0.2095429062881746	0.19093382517442586	0.28782496218270187	0.21568433164047088	0.2804028078841689	0.21844012224180587	0.2669703123841091	0.2999690866318804	0.2069299757772967	0.29165098896402375	0.30109225794152994	0.2788908508272635	0.30961504610546653	0.23665072633729733	0.26809202317681524	0.3238902993114716	0.4172687877731569	0.3231606966095958	0.4289656515972223	0.3828349053929532	0.38070690653843475
F3H1	0.3592964139948147	0.14598051266065842	0.2259087624646926	0.22070853342689184	0.2728678030016712	0.18618521593615409	0.14406106180980915	0.22009863459148127	0.2368245855299527	0.20059402285533218	0.2644202408078048	0.2833108869729247	0.29056992881032495	0.1903888959567342	0.21242850862951135	0.1901570432176404	0.3085990817485541	0.26030738832190536	0.2004371546642184	0.2127821056606184	0.28098929034347453	0.2132275270725999	0.26199023366283103	0.18512690255788297	0.1917600717619943	0.17778194792528396	0.24176280273049666	0.26291066980022393	0.16580391133118816	0.21462665331801617	0.26368766301747126	0.27751748650508834	0.265409810474153	0.22728434331354305	0.22446156275097354	0.16538383636026602	0.10821066888215303	0.22304394114262438	0.1700374747881951	0.21822190664751928	0.22138846429318554	0.17091209666563084	0.0	0.15391587701962164	0.18182251506037672	0.16321343394662802	0.260104570954904	0.187963940412673	0.25268241665637103	0.190719731014008	0.23924992115631127	0.27224869540408253	0.17920958454949884	0.2639305977362259	0.27337186671373215	0.25117045959946566	0.28189465487766874	0.20893033510949952	0.24037163194901745	0.2961699080836738	0.3895483965453591	0.29544030538179794	0.40124526036942443	0.3551145141651554	0.35298651531063696
