	530331	31749	31557	S31Hp	S2Hp	S19H1	F14H1B	F29H1	S3Hp	530075	530119	31379	S30H1	31300	530052	31009	31236	S10H1	31021	S28Hp	530364	31750	530315	S13Hp	F6H1	S17H1	530444	530055	31071	S16H2	31600	530451	31512	31700	F7H1	31452	31714	31360	f4pp	f20ppA	f1pp	S22Hp	31112	530215	F32H1	S15Hp	531414	530258	31637	31519	S27H1	31333	S18H1	S7Hp	31537
530364	0.34521348654739425	0.35970471346256094	0.36611425063398917	0.2839696629960723	0.34879643696970736	0.35801138056098963	0.3642361650233138	0.3099422232356638	0.2809317931342217	0.324775103585097	0.2756128971067374	0.28099227763081974	0.31358917625105853	0.3386744375917756	0.3297359350487076	0.3047430447683083	0.3178269694570629	0.3218077347239491	0.3466302505311043	0.2809540838224236	0.0	0.25307067503268543	0.34348415667063437	0.27664574018797616	0.31287037632587855	0.3048349105567449	0.318114168327602	0.33277222156068187	0.22433928331166503	0.3187403965653909	0.2255768660671692	0.35037099999974514	0.38485130428768566	0.2551184214386437	0.32621047811030884	0.3863721576235851	0.4214982952856745	0.34515327920096744	0.41214885820732083	0.4089837078677989	0.42446128722868537	0.33662213078456915	0.24644296188576295	0.21430616624309204	0.22558819815872733	0.3340130085485856	0.3441502861746534	0.3078862731253561	0.3333341547261662	0.36487424383860645	0.35044137666665254	0.3391218506667599	0.2912310796628905	0.3275219012594086	0.2847144583699826
31750	0.3445644959079462	0.3590557228231129	0.3654652599945411	0.2833206723566243	0.3481474463302593	0.35736238992154157	0.3635871743838658	0.3092932325962157	0.2802828024947736	0.3241261129456489	0.2749639064672893	0.28034328699137173	0.3129401856116105	0.33802544695232756	0.32908694440925956	0.30409405412886026	0.3171779788176149	0.32115874408450107	0.3459812598916563	0.28030509318297553	0.25307067503268543	0.0	0.34283516603118636	0.27599674954852815	0.3122213856864305	0.3041859199172968	0.3174651776881539	0.33212323092123386	0.22369029267221696	0.31809140592594287	0.2249278754277212	0.34972200936029707	0.38420231364823765	0.25446943079919565	0.3255614874708608	0.3857231669841371	0.42084930464622644	0.3445042885615194	0.4114998675678728	0.4083347172283509	0.4238122965892373	0.33597314014512114	0.2457939712463149	0.213657175603644	0.22493920751927932	0.3333640179091375	0.34350129553520536	0.307237282485908	0.3326851640867181	0.3642252531991584	0.3497923860272045	0.3384728600273118	0.2905820890234425	0.32687291061996054	0.28406546773053454
530315	0.3801302434069819	0.3946214703221486	0.40103100749357684	0.31888641985566	0.38371319382929503	0.3929281374205773	0.3991529218829015	0.34485898009525146	0.31584854999380935	0.35969186044468465	0.31052965396632504	0.31590903449040747	0.34850593311064626	0.3735911944513633	0.3646526919082953	0.339659801627896	0.35274372631665063	0.3567244915835368	0.38154700739069203	0.31587084068201127	0.34348415667063437	0.34283516603118636	0.0	0.2574540825656031	0.2936787187035054	0.2856432529343718	0.29892251070522885	0.3260994632288541	0.23842777322831185	0.3328288864820377	0.23966535598381605	0.364459489916392	0.39893979420433245	0.2692069113552905	0.3402989680269557	0.4004606475402319	0.4355867852023213	0.3592417691176143	0.42623734812396774	0.4230721977844458	0.43854977714533216	0.35071062070121595	0.2605314518024098	0.22839465615973886	0.26050495501831505	0.36892976540817324	0.3790670430342411	0.3428030299849437	0.36825091158575385	0.3997910006981941	0.38535813352624027	0.37403860752634754	0.32614783652247825	0.3624386581189963	0.3196312152295703
S13Hp	0.3132918269243237	0.3277830538394904	0.33419259101091864	0.2520480033730018	0.3168747773466368	0.3260897209379191	0.3323145054002433	0.27802056361259325	0.24901013351115114	0.29285344396202645	0.24369123748366686	0.24907061800774927	0.28166751662798806	0.3067527779687051	0.2978142754256371	0.2728213851452378	0.2859053098339924	0.2898860751008786	0.3147085909080338	0.24903242419935306	0.27664574018797616	0.27599674954852815	0.2574540825656031	0.0	0.1892347979813297	0.18119933221219608	0.2110452864826961	0.2592610467461959	0.17158935674565365	0.2659904699993795	0.17282693950115785	0.2976210734337338	0.33210137772167425	0.20236849487263234	0.2734605515442975	0.3336222310575737	0.3687483687196631	0.2924033526349561	0.35939893164130954	0.3562337813017876	0.37171136066267396	0.28387220421855774	0.19369303531975157	0.16155623967708066	0.19366653853565685	0.30209134892551504	0.3122286265515829	0.2759646135022855	0.30141249510309565	0.3329525842155359	0.31851971704358206	0.30720019104368934	0.25930942003982005	0.2956002416363381	0.2527927987469121
F6H1	0.34951646306222606	0.36400768997739275	0.37041722714882097	0.2882726395109041	0.35309941348453916	0.36231435707582144	0.3685391415381456	0.3142451997504956	0.2852347696490535	0.3290780800999288	0.2799158736215692	0.2852952541456516	0.3178921527658904	0.3429774141066074	0.33403891156353943	0.3090460212831402	0.32212994597189476	0.3261107112387809	0.3509332270459361	0.2852570603372554	0.31287037632587855	0.3122213856864305	0.2936787187035054	0.1892347979813297	0.0	0.2117549996927835	0.24726992262059844	0.2954856828840982	0.20781399288355598	0.30221510613728186	0.20905157563906018	0.33384570957163606	0.36832601385957664	0.23859313101053467	0.30968518768219977	0.3698468671954761	0.4049730048575655	0.32862798877285837	0.3956235677792118	0.3924584174396899	0.40793599680057635	0.32009684035646013	0.2299176714576539	0.197780875814983	0.22989117467355918	0.3383159850634174	0.3484532626894852	0.3121892496401879	0.337637131240998	0.36917722035343825	0.35474435318148434	0.34342482718159173	0.2955340561777223	0.3318248777742404	0.2890174348848144
S17H1	0.34148099729309245	0.35597222420825914	0.36238176137968736	0.2802371737417705	0.34506394771540555	0.3542788913066878	0.360503675769012	0.306209733981362	0.27719930387991987	0.3210426143307952	0.2718804078524356	0.27725978837651793	0.3098566869967567	0.3349419483374738	0.32600344579440577	0.3010105555140065	0.3140944802027611	0.31807524546964727	0.3428977612768025	0.2772215945681218	0.3048349105567449	0.3041859199172968	0.2856432529343718	0.18119933221219608	0.2117549996927835	0.0	0.23923445685146483	0.28745021711496455	0.19977852711442234	0.2941796403681482	0.20101610986992655	0.32581024380250245	0.360290548090443	0.23055766524140103	0.30164972191306616	0.36181140142634244	0.3969375390884318	0.32059252300372476	0.3875881020100782	0.3844229516705563	0.3999005310314427	0.31206137458732647	0.2218822056885203	0.18974541004584936	0.22185570890442552	0.3302805192942838	0.34041779692035157	0.3041537838710543	0.32960166547186437	0.36114175458430464	0.34670888741235073	0.3353893614124581	0.2874985904085887	0.3237894120051068	0.2809819691156808
530444	0.3547602550639495	0.36925148197911617	0.3756610191505444	0.2935164315126275	0.3583432054862626	0.36755814907754486	0.373782933539869	0.319488991752219	0.2904785616507769	0.3343218721016522	0.28515966562329265	0.290539046147375	0.3231359447676138	0.34822120610833085	0.33928270356526286	0.3142898132848636	0.3273737379736182	0.3313545032405043	0.3561770190476595	0.2905008523389788	0.318114168327602	0.3174651776881539	0.29892251070522885	0.2110452864826961	0.24726992262059844	0.23923445685146483	0.0	0.30072947488582163	0.2130577848852794	0.3074588981390053	0.2142953676407836	0.3390895015733595	0.37356980586130006	0.2438369230122581	0.3149289796839232	0.3750906591971995	0.4102167968592889	0.3338717807745818	0.40086735978093524	0.3977022094414133	0.4131797888022998	0.32534063235818356	0.23516146345937733	0.20302466781670642	0.2351349666752826	0.34355977706514085	0.3536970546912086	0.31743304164191133	0.3428809232427214	0.3744210123551617	0.35998814518320776	0.34866861918331515	0.30077784817944575	0.33706866977596384	0.29426122688653783
530055	0.36941830829702943	0.3839095352121961	0.39031907238362434	0.3081744847457075	0.37300125871934253	0.3822162023106248	0.388440986772949	0.33414704498529896	0.30513661488385685	0.34897992533473216	0.29981771885637254	0.305197099380455	0.33779399800069376	0.3628792593414108	0.3539407567983428	0.3289478665179435	0.34203179120669813	0.3460125564735843	0.37083507228073953	0.30515890557205877	0.33277222156068187	0.33212323092123386	0.3260994632288541	0.2592610467461959	0.2954856828840982	0.28745021711496455	0.30072947488582163	0.0	0.22771583811835935	0.3221169513720852	0.22895342087386356	0.3537475548064395	0.38822785909437996	0.258494976245338	0.3295870329170032	0.3897487124302794	0.4248748500923688	0.3485298340076618	0.41552541301401524	0.4123602626744933	0.42783784203537967	0.33999868559126345	0.24981951669245728	0.21768272104978637	0.24979301990836256	0.35821783029822074	0.3683551079242886	0.3320910948749912	0.35753897647580135	0.3890790655882416	0.37464619841628777	0.36332667241639505	0.31543590141252575	0.3517267230090438	0.3089192801196178
31071	0.26098537004801253	0.2754765969631792	0.28188613413460745	0.1997415464966906	0.26456832047032564	0.2737832640616079	0.28000804852393213	0.22571410673628206	0.19670367663483995	0.24054698708571526	0.19138478060735567	0.19676416113143808	0.22936105975167687	0.2544463210923939	0.2455078185493259	0.22051492826892663	0.23359885295768124	0.23757961822456738	0.26240213403172263	0.19672596732304187	0.22433928331166503	0.22369029267221696	0.23842777322831185	0.17158935674565365	0.20781399288355598	0.19977852711442234	0.2130577848852794	0.22771583811835935	0.0	0.19072132468711167	0.09755779418889002	0.22235192812146592	0.25683223240940645	0.1270993495603645	0.19819140623202963	0.2583530857453059	0.2934792234073953	0.21713420732268823	0.2841297863290417	0.28096463598951976	0.29644221535040616	0.20860305890628994	0.11842389000748377	0.08628709436481284	0.14136008165934566	0.2497848920492039	0.2599221696752717	0.22365815662597438	0.24910603822678445	0.2806461273392247	0.26621326016727087	0.2548937341673782	0.20700296316350886	0.2432937847600269	0.20048634187060088
S16H2	0.35538648330173844	0.36987771021690513	0.37628724738833336	0.29414265975041654	0.35896943372405155	0.3681843773153338	0.37440916177765804	0.32011521999000797	0.29110478988856586	0.33494810033944117	0.28578589386108155	0.29116527438516393	0.3237621730054028	0.34884743434611976	0.3399089318030518	0.3149160415226525	0.32799996621140715	0.33198073147829327	0.3568032472854485	0.2911270805767677	0.3187403965653909	0.31809140592594287	0.3328288864820377	0.2659904699993795	0.30221510613728186	0.2941796403681482	0.3074588981390053	0.3221169513720852	0.19072132468711167	0.0	0.11621220929960335	0.27836312639748406	0.3128434306854246	0.18311054783638261	0.25420260450804777	0.314364284021324	0.3494904216834134	0.27314540559870637	0.3401409846050598	0.3369758342655379	0.3524534136264243	0.2646142571823081	0.17443508828350188	0.16265074662332032	0.23576119491307151	0.34418600530292975	0.3543232829289976	0.31805926987970023	0.34350715148051036	0.37504724059295064	0.3606143734209968	0.34929484742110406	0.30140407641723477	0.3376948980137528	0.2948874551243268
31600	0.2622229528035167	0.2767141797186834	0.2831237168901116	0.2009791292521948	0.26580590322582986	0.27502084681711214	0.2812456312794363	0.2269516894917863	0.19794125939034418	0.24178456984121946	0.19262236336285987	0.19800174388694225	0.23059864250718107	0.2556839038478981	0.2467454013048301	0.22175251102443083	0.23483643571318544	0.2388172009800716	0.2636397167872268	0.19796355007854607	0.2255768660671692	0.2249278754277212	0.23966535598381605	0.17282693950115785	0.20905157563906018	0.20101610986992655	0.2142953676407836	0.22895342087386356	0.09755779418889002	0.11621220929960335	0.0	0.18519959589926238	0.2196799001872029	0.08994701733816096	0.1610390740098261	0.22120075352310237	0.25632689118519175	0.1799818751004847	0.24697745410683813	0.24381230376731622	0.2592898831282026	0.1714507266840864	0.08127155778528021	0.06948721612509867	0.14259766441484986	0.2510224748047081	0.2611597524307759	0.22489573938147855	0.2503436209822887	0.28188371009472896	0.26745084292277505	0.2561313169228824	0.20824054591901303	0.2445313675155311	0.20172392462610508
530451	0.3870170867360927	0.4015083136512594	0.4079178508226876	0.32577326318477073	0.3906000371584058	0.3998149807496881	0.40603976521201224	0.3517458234243622	0.3227353933229201	0.3665787037737954	0.31741649729543586	0.3227958778195182	0.355392776439757	0.38047803778047407	0.371539535237406	0.34654664495700677	0.35963056964576134	0.3636113349126475	0.38843385071980274	0.32275768401112204	0.35037099999974514	0.34972200936029707	0.364459489916392	0.2976210734337338	0.33384570957163606	0.32581024380250245	0.3390895015733595	0.3537475548064395	0.22235192812146592	0.27836312639748406	0.18519959589926238	0.0	0.32015934822915515	0.19042646538011315	0.2615185220517783	0.32168020156505456	0.35680633922714394	0.2804613231424369	0.3474569021487903	0.3442917518092684	0.35976933117015486	0.27193017472603864	0.18175100582723241	0.19428135005767458	0.26739179834742577	0.37581660873728406	0.3859538863633518	0.34968987331405454	0.3751377549148646	0.4066778440273049	0.392244976855351	0.38092545085545837	0.33303467985158897	0.36932550144810705	0.32651805855868105
31512	0.4214973910240333	0.43598861793919996	0.4423981551106282	0.3602535674727113	0.4250803414463464	0.4342952850376286	0.4405200694999528	0.3862261277123028	0.35721569761086064	0.40105900806173594	0.35189680158337633	0.3572761821074587	0.38987308072769755	0.41495834206841453	0.4060198395253466	0.3810269492449473	0.3941108739337019	0.39809163920058804	0.42291415500774326	0.3572379882990625	0.38485130428768566	0.38420231364823765	0.39893979420433245	0.33210137772167425	0.36832601385957664	0.360290548090443	0.37356980586130006	0.38822785909437996	0.25683223240940645	0.3128434306854246	0.2196799001872029	0.32015934822915515	0.0	0.18757127180395963	0.2586633284756248	0.318825007988901	0.3539511456509904	0.27760612956628333	0.34460170857263683	0.3414365582331149	0.3569141375940013	0.2690749811498851	0.2052616264172425	0.2287616543456151	0.3018721026353663	0.41029691302522453	0.4204341906512924	0.384170177601995	0.40961805920280514	0.4411581483152454	0.42672528114329156	0.4154057551433989	0.36751498413952954	0.40380580573604763	0.3609983628466216
31700	0.2917645081749912	0.3062557350901579	0.31266527226158614	0.23052068462366931	0.2953474585973044	0.30456240218858666	0.3107871866509108	0.2564932448632608	0.2274828147618187	0.27132612521269395	0.2221639187343344	0.22754329925841676	0.26014019787865555	0.2852254592193726	0.2762869566763046	0.25129406639590535	0.2643779910846599	0.26835875635154605	0.29318127215870127	0.22750510545002056	0.2551184214386437	0.25446943079919565	0.2692069113552905	0.20236849487263234	0.23859313101053467	0.23055766524140103	0.2438369230122581	0.258494976245338	0.1270993495603645	0.18311054783638261	0.08994701733816096	0.19042646538011315	0.18757127180395963	0.0	0.10158957503530745	0.1617512545485837	0.19687739221067307	0.12053237612596603	0.1875279551323195	0.1843628047927976	0.199840384153684	0.11200122770956776	0.07552874356820052	0.09902877149657316	0.17213921978632435	0.2805640301761826	0.2907013078022504	0.25443729475295307	0.27988517635376314	0.3114252654662034	0.29699239829424956	0.2856728722943569	0.23778210129048755	0.2740729228870056	0.2312654799975796
F7H1	0.3628565648466564	0.3773477917618231	0.3837573289332513	0.30161274129533444	0.3664395152689695	0.3756544588602518	0.38187924332257595	0.32758530153492593	0.2985748714334838	0.34241818188435913	0.29325597540599957	0.2986353559300819	0.3312322545503207	0.3563175158910378	0.3473790133479697	0.3223861230675705	0.33547004775632505	0.33945081302321123	0.36427332883036645	0.29859716212168574	0.32621047811030884	0.3255614874708608	0.3402989680269557	0.2734605515442975	0.30968518768219977	0.30164972191306616	0.3149289796839232	0.3295870329170032	0.19819140623202963	0.25420260450804777	0.1610390740098261	0.2615185220517783	0.2586633284756248	0.10158957503530745	0.0	0.1983819769982972	0.2335081146603866	0.15716309857567956	0.224158677582033	0.2209935272425111	0.23647110660339749	0.17297228742780757	0.14662080023986568	0.1701208281682383	0.24323127645798948	0.35165608684784777	0.3617933644739155	0.32552935142461825	0.3509772330254283	0.3825173221378686	0.3680844549659147	0.3567649289660221	0.3088741579621527	0.34516497955867076	0.30235753666924475
31452	0.42301824435993274	0.4375094712750994	0.44391900844652765	0.3617744208086108	0.42660119478224584	0.43581613837352806	0.4420409228358523	0.38774698104820227	0.3587365509467601	0.4025798613976354	0.3534176549192758	0.35879703544335817	0.391393934063597	0.416479195404314	0.40754069286124606	0.38254780258084675	0.3956317272696014	0.3996124925364875	0.42443500834364273	0.35875884163496197	0.3863721576235851	0.3857231669841371	0.4004606475402319	0.3336222310575737	0.3698468671954761	0.36181140142634244	0.3750906591971995	0.3897487124302794	0.2583530857453059	0.314364284021324	0.22120075352310237	0.32168020156505456	0.318825007988901	0.1617512545485837	0.1983819769982972	0.0	0.26141467869173574	0.18506966260702873	0.2520652416133822	0.24890009127386026	0.26437767063474665	0.23313396694108385	0.2067824797531419	0.23028250768151456	0.30339295597126575	0.411817766361124	0.42195504398719186	0.3856910309378945	0.4111389125387046	0.4426790016511449	0.428246134479191	0.41692660847929836	0.369035837475429	0.4053266590719471	0.3625192161825211
31714	0.45814438202202207	0.47263560893718876	0.479045146108617	0.39690055847070016	0.46172733244433517	0.47094227603561745	0.4771670604979416	0.4228731187102916	0.39386268860884943	0.43770599905972474	0.3885437925813652	0.39392317310544755	0.42652007172568634	0.4516053330664034	0.4426668305233354	0.41767394024293614	0.4307578649316907	0.43473863019857684	0.45956114600573206	0.39388497929705135	0.4214982952856745	0.42084930464622644	0.4355867852023213	0.3687483687196631	0.4049730048575655	0.3969375390884318	0.4102167968592889	0.4248748500923688	0.2934792234073953	0.3494904216834134	0.25632689118519175	0.35680633922714394	0.3539511456509904	0.19687739221067307	0.2335081146603866	0.26141467869173574	0.0	0.0842685930152527	0.2740423871886115	0.2708772368490896	0.28635481620997605	0.26826010460317323	0.2419086174152313	0.265408645343604	0.33851909363335514	0.4469439040232134	0.45708118164928113	0.42081716859998386	0.44626505020079393	0.4778051393132342	0.4633722721412803	0.4520527461413877	0.40416197513751834	0.4404527967340364	0.3976453538446104
31360	0.381799365937315	0.3962905928524817	0.4027001300239099	0.32055554238599304	0.3853823163596281	0.3945972599509104	0.40082204441323455	0.34652810262558453	0.3175176725241424	0.36136098297501773	0.31219877649665817	0.3175781570207405	0.3501750556409793	0.3752603169816964	0.3663218144386283	0.3413289241582291	0.35441284884698365	0.35839361411386983	0.38321612992102505	0.31753996321234434	0.34515327920096744	0.3445042885615194	0.3592417691176143	0.2924033526349561	0.32862798877285837	0.32059252300372476	0.3338717807745818	0.3485298340076618	0.21713420732268823	0.27314540559870637	0.1799818751004847	0.2804613231424369	0.27760612956628333	0.12053237612596603	0.15716309857567956	0.18506966260702873	0.0842685930152527	0.0	0.1976973711039045	0.1945322207643826	0.21000980012526899	0.19191508851846617	0.16556360133052422	0.1890636292588969	0.2621740775486481	0.37059888793850637	0.3807361655645741	0.34447215251527685	0.3699200341160869	0.4014601232285272	0.3870272560565733	0.3757077300566807	0.3278169590528113	0.36410778064932936	0.32130033775990335
f4pp	0.44879494494366845	0.46328617185883514	0.46969570903026336	0.3875511213923465	0.45237789536598155	0.4615928389572638	0.467817623419588	0.413523681631938	0.3845132515304958	0.4283565619813711	0.3791943555030115	0.38457373602709394	0.4171706346473327	0.44225589598804976	0.43331739344498177	0.40832450316458246	0.4214084278533371	0.4253891931202233	0.4502117089273785	0.38453554221869773	0.41214885820732083	0.4114998675678728	0.42623734812396774	0.35939893164130954	0.3956235677792118	0.3875881020100782	0.40086735978093524	0.41552541301401524	0.2841297863290417	0.3401409846050598	0.24697745410683813	0.3474569021487903	0.34460170857263683	0.1875279551323195	0.224158677582033	0.2520652416133822	0.2740423871886115	0.1976973711039045	0.0	0.0071961697907205364	0.026650882212069803	0.2589106675248196	0.23255918033687772	0.25605920826525036	0.3291696565550015	0.4375944669448597	0.44773174457092757	0.4114677315216302	0.4369156131224403	0.4684557022348806	0.45402283506292673	0.44270330906303407	0.3948125380591647	0.4311033596556828	0.3882959167662568
f20ppA	0.44562979460414653	0.4601210215193132	0.46653055869074145	0.38438597105282457	0.44921274502645964	0.45842768861774186	0.4646524730800661	0.41035853129241606	0.3813481011909739	0.4251914116418492	0.3760292051634896	0.381408585687572	0.4140054843078108	0.43909074564852785	0.43015224310545985	0.40515935282506055	0.4182432775138152	0.42222404278070136	0.4470465585878566	0.3813703918791758	0.4089837078677989	0.4083347172283509	0.4230721977844458	0.3562337813017876	0.3924584174396899	0.3844229516705563	0.3977022094414133	0.4123602626744933	0.28096463598951976	0.3369758342655379	0.24381230376731622	0.3442917518092684	0.3414365582331149	0.1843628047927976	0.2209935272425111	0.24890009127386026	0.2708772368490896	0.1945322207643826	0.0071961697907205364	0.0	0.023485731872547884	0.2557455171852977	0.2293940299973558	0.25289405792572844	0.3260045062154796	0.4344293166053378	0.44456659423140565	0.40830258118210827	0.4337504627829184	0.4652905518953587	0.4508576847234048	0.43953815872351215	0.3916473877196428	0.4279382093161609	0.3851307664267349
f1pp	0.46110737396503293	0.4755986008801996	0.48200813805162784	0.399863550413711	0.46469032438734603	0.4739052679786283	0.48013005244095247	0.42583611065330246	0.3968256805518603	0.4406689910027356	0.39150678452437604	0.3968861650484584	0.4294830636686972	0.45456832500941424	0.44562982246634625	0.420636932185947	0.4337208568747016	0.4377016221415877	0.4625241379487429	0.3968479712400622	0.42446128722868537	0.4238122965892373	0.43854977714533216	0.37171136066267396	0.40793599680057635	0.3999005310314427	0.4131797888022998	0.42783784203537967	0.29644221535040616	0.3524534136264243	0.2592898831282026	0.35976933117015486	0.3569141375940013	0.199840384153684	0.23647110660339749	0.26437767063474665	0.28635481620997605	0.21000980012526899	0.026650882212069803	0.023485731872547884	0.0	0.2712230965461841	0.2448716093582422	0.26837163728661484	0.341482085576366	0.44990689596622424	0.460044173592292	0.4237801605429947	0.4492280421438048	0.48076813125624507	0.46633526408429116	0.45501573808439855	0.4071249670805292	0.4434157886770473	0.4006083457876213
S22Hp	0.3732682175209167	0.3877594444360834	0.3941689816075116	0.3120243939695948	0.3768511679432298	0.3860661115345121	0.3922908959968363	0.33799695420918624	0.30898652410774413	0.35282983455861944	0.3036676280802598	0.3090470086043422	0.34164390722458104	0.366729168565298	0.3577906660222301	0.3327977757418308	0.3458817004305854	0.34986246569747154	0.37468498150462676	0.309008814795946	0.33662213078456915	0.33597314014512114	0.35071062070121595	0.28387220421855774	0.32009684035646013	0.31206137458732647	0.32534063235818356	0.33999868559126345	0.20860305890628994	0.2646142571823081	0.1714507266840864	0.27193017472603864	0.2690749811498851	0.11200122770956776	0.17297228742780757	0.23313396694108385	0.26826010460317323	0.19191508851846617	0.2589106675248196	0.2557455171852977	0.2712230965461841	0.0	0.157032452914126	0.1805324808424986	0.2536429291322498	0.362067739522108	0.3722050171481759	0.3359410040988785	0.36138888569968863	0.3929289748121289	0.37849610764017505	0.36717658164028233	0.31928581063641304	0.35557663223293107	0.31276918934350506
31112	0.2830890486221105	0.2975802755372772	0.3039898127087054	0.22184522507078855	0.2866719990444236	0.29588694263570586	0.30211172709803	0.24781778531038	0.2188073552089379	0.2626506656598132	0.21348845918145362	0.218867839705536	0.2514647383257748	0.27654999966649185	0.26761149712342386	0.24261860684302455	0.2557025315317792	0.2596832967986653	0.28450581260582053	0.21882964589713982	0.24644296188576295	0.2457939712463149	0.2605314518024098	0.19369303531975157	0.2299176714576539	0.2218822056885203	0.23516146345937733	0.24981951669245728	0.11842389000748377	0.17443508828350188	0.08127155778528021	0.18175100582723241	0.2052616264172425	0.07552874356820052	0.14662080023986568	0.2067824797531419	0.2419086174152313	0.16556360133052422	0.23255918033687772	0.2293940299973558	0.2448716093582422	0.157032452914126	0.0	0.09035331194369241	0.1634637602334436	0.27188857062330185	0.2820258482493696	0.2457618352000723	0.2712097168008824	0.3027498059133227	0.28831693874136877	0.27699741274147616	0.22910664173760678	0.26539746333412484	0.22259002044469883
530215	0.25095225297943957	0.26544347989460626	0.2718530170660345	0.18970842942811764	0.2545352034017527	0.26375014699303495	0.2699749314553591	0.2156809896677091	0.186670559566267	0.2305138700171423	0.18135166353878268	0.1867310440628651	0.2193279426831039	0.24441320402382094	0.23547470148075295	0.21048181120035364	0.22356573588910827	0.2275465011559944	0.2523690169631496	0.1866928502544689	0.21430616624309204	0.213657175603644	0.22839465615973886	0.16155623967708066	0.197780875814983	0.18974541004584936	0.20302466781670642	0.21768272104978637	0.08628709436481284	0.16265074662332032	0.06948721612509867	0.19428135005767458	0.2287616543456151	0.09902877149657316	0.1701208281682383	0.23028250768151456	0.265408645343604	0.1890636292588969	0.25605920826525036	0.25289405792572844	0.26837163728661484	0.1805324808424986	0.09035331194369241	0.0	0.1313269645907727	0.2397517749806309	0.24988905260669872	0.2136250395574014	0.2390729211582115	0.27061301027065177	0.25618014309869785	0.24486061709880522	0.19696984609493587	0.23326066769145393	0.19045322480202792
F32H1	0.24455827045023015	0.25904949736539684	0.26545903453682507	0.1833144468989082	0.24814122087254326	0.2573561644638255	0.2635809489261497	0.20928700713849968	0.18027657703705757	0.22411988748793285	0.17495768100957326	0.18033706153365564	0.21293396015389446	0.2380192214946115	0.2290807189515435	0.20408782867114422	0.21717175335989883	0.22115251862678498	0.2459750344339402	0.18029886772525947	0.22558819815872733	0.22493920751927932	0.26050495501831505	0.19366653853565685	0.22989117467355918	0.22185570890442552	0.2351349666752826	0.24979301990836256	0.14136008165934566	0.23576119491307151	0.14259766441484986	0.26739179834742577	0.3018721026353663	0.17213921978632435	0.24323127645798948	0.30339295597126575	0.33851909363335514	0.2621740775486481	0.3291696565550015	0.3260045062154796	0.341482085576366	0.2536429291322498	0.1634637602334436	0.1313269645907727	0.0	0.23335779245142146	0.24349507007748927	0.20723105702819195	0.23267893862900207	0.26421902774144235	0.24978616056948844	0.23846663456959577	0.19057586356572642	0.2268666851622445	0.1840592422728185
S15Hp	0.3246546484048808	0.3391458753200475	0.3455554124914757	0.2634108248535588	0.32823759882719383	0.3374525424184761	0.3436773268808003	0.2893833850931503	0.2603729549917082	0.3042162654425835	0.2550540589642239	0.2750627095079081	0.30765960812814686	0.33274486946886395	0.3238063669257959	0.2988134766453967	0.3118974013341512	0.3158781666010374	0.3407006824081926	0.2750245156995119	0.3340130085485856	0.3333640179091375	0.36892976540817324	0.30209134892551504	0.3383159850634174	0.3302805192942838	0.34355977706514085	0.35821783029822074	0.2497848920492039	0.34418600530292975	0.2510224748047081	0.37581660873728406	0.41029691302522453	0.2805640301761826	0.35165608684784777	0.411817766361124	0.4469439040232134	0.37059888793850637	0.4375944669448597	0.4344293166053378	0.44990689596622424	0.362067739522108	0.27188857062330185	0.2397517749806309	0.23335779245142146	0.0	0.2966987708555132	0.2604347578062159	0.28588263940702596	0.3174227285194663	0.3029898613475124	0.3185630125242464	0.27067224152037705	0.30696306311689514	0.26415562022746913
531414	0.33479192603094854	0.3492831529461152	0.35569269011754345	0.27354810247962663	0.3383748764532617	0.347589820044544	0.35381460450686814	0.2995206627192181	0.270510232617776	0.31435354306865126	0.2651913365902917	0.2851999871339759	0.3177968857542147	0.3428821470949317	0.33394364455186376	0.30895075427146446	0.3220346789602191	0.32601544422710527	0.3508379600342605	0.2851617933255797	0.3441502861746534	0.34350129553520536	0.3790670430342411	0.3122286265515829	0.3484532626894852	0.34041779692035157	0.3536970546912086	0.3683551079242886	0.2599221696752717	0.3543232829289976	0.2611597524307759	0.3859538863633518	0.4204341906512924	0.2907013078022504	0.3617933644739155	0.42195504398719186	0.45708118164928113	0.3807361655645741	0.44773174457092757	0.44456659423140565	0.460044173592292	0.3722050171481759	0.2820258482493696	0.24988905260669872	0.24349507007748927	0.2966987708555132	0.0	0.17308311983212277	0.26371603044283376	0.2952561195552741	0.2808232523833202	0.3287002901503142	0.28080951914644486	0.3171003407429629	0.27429289785353694
530258	0.29852791298165127	0.31301913989681796	0.3194286770682462	0.2372840894303293	0.3021108634039643	0.3113258069952466	0.3175505914575708	0.2632566496699208	0.2342462195684787	0.278089530019354	0.22892732354099438	0.24893597408467857	0.28153287270491734	0.3066181340456344	0.2976796315025664	0.2726867412221672	0.2857706659109217	0.2897514311778079	0.3145739469849631	0.2488977802762824	0.3078862731253561	0.307237282485908	0.3428030299849437	0.2759646135022855	0.3121892496401879	0.3041537838710543	0.31743304164191133	0.3320910948749912	0.22365815662597438	0.31805926987970023	0.22489573938147855	0.34968987331405454	0.384170177601995	0.25443729475295307	0.32552935142461825	0.3856910309378945	0.42081716859998386	0.34447215251527685	0.4114677315216302	0.40830258118210827	0.4237801605429947	0.3359410040988785	0.2457618352000723	0.2136250395574014	0.20723105702819195	0.2604347578062159	0.17308311983212277	0.0	0.22745201739353646	0.2589921065059767	0.24455923933402285	0.2924362771010169	0.24454550609714754	0.2808363276936656	0.2380288848042396
