	S23Hp	f13pp	f12ppB	w32pp	s32pp	S4Hp	s31pp	S17H1	S20H1	f9pp	w1pp	S1Hp	f4pp	w19pp	w21pp	f30pp	S10H1	S3Hp	S2Hp	s3pp	w3pp	f12ppA	S27H1	s27pp	S15Hp	S26Hp	F32H1	f2pp	w24pp	w26pp	s12pp	w18pp	s26pp	w2pp	f25pp	F16H1	w23pp	S11Hp	s23pp	s17pp	s14pp	s10pp	w29pp	s29pp	s24pp	F14H1A	w14pp	w28pp	s28pp	f28pp	w11pp	w27pp	f6ppB	w20pp	w6pp	F3H1	w13pp	f6ppA	f20ppA	f14ppB	s18pp	w10pp	f32pp	s25pp	f16ppA	w16pp	w25pp	f16ppB	w4pp	F7H1	F8H1	S12Hp	s4pp	f17ppB	F6H1	w17pp	S19H1	f14ppA	w9pp	f19pp	f7pp	f10pp	f24pp	s2pp	w31pp	f26pp	f11pp	w12pp	s19pp	f21pp	f23ppB	s11pp	w8pp	s8pp	s7pp	w7pp	f8pp	f1pp	s22pp	S22Hp	s1pp	s30pp	f22ppA	w22pp	w15pp	f15pp	S9H1
s27pp	0.3275154021322485	0.24721574329433432	0.25054890752024717	0.2061560857996652	0.27991906198855904	0.3229011179452155	0.2697087914225993	0.31750908355769547	0.28404047134012445	0.15709242132212867	0.11006886277531769	0.21401179017073138	0.13214730486725598	0.11055895013191883	0.1760400317252369	0.21081613137052935	0.1566259489413911	0.2679218721423595	0.22404171497256256	0.12616527435439162	0.1324733924384669	0.15077236613596642	0.1186862254924895	0.0	0.19015134861457736	0.18556631079786207	0.15114644101643127	0.04850063404112837	0.062475814129301546	0.0628936627895226	0.09655265380816985	0.1090713125228852	0.19542011234481588	0.07851269749978584	0.12411829792729648	0.19036319644586341	0.17563514642818778	0.25932967919935185	0.196153418367213	0.2212284342228651	0.26837130476323967	0.28840793055219965	0.19179132122009135	0.20222510617071093	0.20521271817162584	0.24175180759738063	0.15009831877408658	0.13040628303745913	0.15851410930086773	0.1765847103782643	0.06539616392298418	0.07692230173204591	0.12821444322732473	0.09788630743864546	0.2015861340373209	0.23469449921317298	0.11374976860524535	0.14120093394491465	0.10252533057448726	0.11705872112348913	0.09382298802286695	0.06757595601935798	0.16502454480904338	0.10658149223946435	0.10584080235695031	0.10884797627331383	0.14816354920008706	0.1823597183254181	0.14708899277041126	0.2972178855111983	0.2787258352179254	0.29249627655467986	0.23220599593682772	0.1690767352209141	0.17747349382546715	0.16449025877810267	0.19444848276998522	0.17934139049857828	0.11476926012681456	0.12571545314429122	0.07703843975849753	0.1087486415163959	0.0896297529638892	0.07487320322732681	0.11796131108770955	0.1454374666895012	0.12934326962830237	0.12026516067559329	0.11967087683245073	0.17030381563047892	0.15840223892520344	0.22324912393460433	0.15159899447218658	0.17306357248043042	0.2284090494132208	0.1897416993882507	0.1802105283842539	0.1685912518470679	0.3077783261627915	0.29604100998054234	0.17058010959953723	0.09425264151340629	0.1850646810595587	0.1389362973146829	0.14728831042395266	0.18952562144828922	0.3452652695611226
S15Hp	0.45964359072942584	0.37934393189151167	0.3826770961174245	0.3382842743968425	0.4120472505857363	0.45502930654239276	0.40183698001977664	0.4496372721548728	0.4161686599373018	0.289220609919306	0.242197051372495	0.3461399787679087	0.2642754934644333	0.24268713872909614	0.3081682203224142	0.3429443199677067	0.2887541375385684	0.40005006073953686	0.3561699035697399	0.25829346295156896	0.26460158103564424	0.28290055473314374	0.2508144140896668	0.19015134861457736	0.0	0.2590502141316776	0.22463034435024684	0.1717436825049736	0.19460400272647885	0.1950218513866999	0.22868084240534714	0.2411995011200625	0.32754830094199316	0.21064088609696316	0.2562464865244738	0.3224913850430407	0.3077633350253651	0.39145786779652914	0.32828160696439035	0.3533566228200424	0.40049949336041696	0.42053611914937694	0.3239195098172687	0.3343532947678882	0.33734090676880313	0.3738799961945579	0.28222650737126387	0.26253447163463645	0.290642297898045	0.30871289897544163	0.19752435252016148	0.20905049032922324	0.260342631824502	0.23001449603582277	0.3337143226344982	0.3668226878103503	0.24587795720242267	0.27332912254209196	0.23465351917166458	0.24918690972066643	0.22595117662004427	0.1997041446165353	0.29715273340622067	0.23870968083664168	0.23796899095412763	0.24097616487049114	0.28029173779726435	0.31448790692259543	0.2792171813675886	0.4293460741083756	0.4108540238151027	0.42462446515185714	0.364334184534005	0.3012049238180914	0.30960168242264446	0.29661844737528	0.3265766713671625	0.31146957909575557	0.24689744872399189	0.2578436417414685	0.20916662835567484	0.24087683011357322	0.2217579415610665	0.2070013918245041	0.25008949968488686	0.27756565528667854	0.2614714582254797	0.25239334927277063	0.25179906542962804	0.30243200422765626	0.2905304275223808	0.3553773125317816	0.2837271830693639	0.30519176107760776	0.3605372380103981	0.321869887985428	0.31233871698143123	0.3007194404442452	0.4399065147599688	0.4281691985777196	0.3027082981967145	0.2263808301105836	0.317192869656736	0.2710644859118602	0.27941649902112997	0.3216538100454665	0.4773934581582999
S26Hp	0.45505855291271047	0.37475889407479634	0.3780920583007092	0.3336992365801272	0.40746221276902106	0.45044426872567744	0.39725194220306126	0.4450522343381575	0.41158362212058647	0.2846355721025907	0.2376120135557797	0.34155494095119343	0.259690455647718	0.23810210091238085	0.30358318250569893	0.33835928215099137	0.2841690997218531	0.39546502292282154	0.3515848657530246	0.25370842513485364	0.2600165432189289	0.2783155169164284	0.2462293762729515	0.18556631079786207	0.2590502141316776	0.0	0.20375376046268595	0.1671586446882583	0.19001896490976355	0.1904368135699846	0.22409580458863188	0.2366144633033472	0.3229632631252779	0.20605584828024787	0.2516614487077585	0.3179063472263254	0.3031782972086498	0.38687282997981387	0.32369656914767503	0.34877158500332706	0.39591445554370164	0.4159510813326617	0.31933447200055337	0.32976825695117296	0.33275586895208786	0.36929495837784265	0.2776414695545486	0.2579494338179211	0.2860572600813297	0.3041278611587263	0.1929393147034462	0.20446545251250792	0.25575759400778675	0.22542945821910748	0.3291292848177829	0.362237649993635	0.24129291938570738	0.2687440847253767	0.23006848135494928	0.24460187190395116	0.22136613880332898	0.19511910679982	0.2925676955895054	0.23412464301992636	0.23338395313741234	0.23639112705377585	0.2757066999805491	0.30990286910588016	0.2746321435508733	0.4247610362916603	0.40626898599838746	0.4200394273351419	0.35974914671728975	0.2966198860013761	0.30501664460592914	0.2920334095585647	0.32199163355044724	0.3068845412790403	0.24231241090727657	0.25325860392475325	0.20458159053895955	0.23629179229685793	0.21717290374435122	0.20241635400778882	0.24550446186817157	0.2729806174699632	0.25688642040876436	0.2478083114560553	0.24721402761291275	0.29784696641094094	0.28594538970566546	0.35079227471506635	0.2791421452526486	0.30060672326089244	0.3559522001936828	0.3172848501687127	0.3077536791647159	0.29613440262752994	0.4353214769432535	0.42358416076100436	0.29812326037999926	0.2217957922938683	0.3126078318400207	0.26647944809514496	0.27483146120441465	0.31706877222875124	0.47280842034158455
F32H1	0.4206386831312797	0.34033902429336554	0.3436721885192784	0.29927936679869643	0.37304234298759026	0.4160243989442467	0.3628320724216305	0.4106323645567267	0.37716375233915567	0.25021570232115986	0.2031921437743489	0.3071350711697626	0.2252705858662872	0.20368223113095005	0.26916331272426813	0.30393941236956057	0.2497492299404223	0.36104515314139074	0.31716499597159376	0.21928855535342284	0.22559667343749812	0.24389564713499765	0.2118095064915207	0.15114644101643127	0.22463034435024684	0.20375376046268595	0.0	0.1327387749068275	0.15559909512833275	0.1560169437885538	0.18967593480720107	0.2021945935219164	0.28854339334384704	0.17163597849881707	0.21724157892632767	0.28348647744489464	0.268758427427219	0.352452960198383	0.2892766993662442	0.3143517152218963	0.3614945857622709	0.3815312115512308	0.28491460221912257	0.2953483871697421	0.29833599917065706	0.3348750885964118	0.2432215997731178	0.22352956403649032	0.25163739029989896	0.2697079913772955	0.1585194449220154	0.17004558273107712	0.22133772422635595	0.19100958843767668	0.2947094150363521	0.3278177802122042	0.20687304960427658	0.23432421494394587	0.19564861157351848	0.21018200212252036	0.18694626902189818	0.1606992370183892	0.2581478258080746	0.19970477323849556	0.19896408335598154	0.20197125727234505	0.24128683019911829	0.2754829993244493	0.24021227376944249	0.39034116651022954	0.3718491162169566	0.3856195575537111	0.32532927693585895	0.2622000162199453	0.2705967748244984	0.25761353977713386	0.28757176376901644	0.2724646714976095	0.20789254112584576	0.21883873414332244	0.17016172075752875	0.20187192251542713	0.18275303396292042	0.16799648422635802	0.21108459208674077	0.23856074768853242	0.2224665506273336	0.2133884416746245	0.21279415783148195	0.26342709662951014	0.25152551992423466	0.31637240493363555	0.2447222754712178	0.26618685347946164	0.32153233041225204	0.2828649803872819	0.2733338093832851	0.26171453284609913	0.4009016071618227	0.38916429097957356	0.26370339059856845	0.1873759225124375	0.2781879620585899	0.23205957831371415	0.24041159142298388	0.28264890244732044	0.4383885505601538
f2pp	0.3179928761559768	0.2376932173180627	0.24102638154397554	0.19663355982339353	0.2703965360122874	0.3133785919689438	0.2601862654463276	0.30798655758142385	0.27451794536385277	0.14756989534585702	0.10054633679904602	0.20448926419445973	0.12262477889098433	0.10103642415564716	0.16651750574896526	0.2012936053942577	0.14710342296511944	0.25839934616608784	0.2145191889962909	0.11664274837811997	0.12295086646219525	0.14124984015969477	0.10916369951621782	0.04850063404112837	0.1717436825049736	0.1671586446882583	0.1327387749068275	0.0	0.05295328815302987	0.053371136813250925	0.08703012783189817	0.09954878654661353	0.1858975863685442	0.06899017152351418	0.1145957719510248	0.18084067046959174	0.16611262045191613	0.24980715322308017	0.18663089239094136	0.2117059082465934	0.258848778786968	0.278885404575928	0.1822687952438197	0.19270258019443925	0.1956901921953542	0.23222928162110895	0.14057579279781493	0.12088375706118745	0.14899158332459606	0.16706218440199264	0.05587363794671251	0.06739977575577424	0.11869191725105305	0.0883637814623738	0.19206360806104922	0.2251719732369013	0.10422724262897369	0.131678407968643	0.0930028045982156	0.10753619514721746	0.0843004620465953	0.058053430043086315	0.1555020188327717	0.09705896626319269	0.09631827638067865	0.09932545029704216	0.13864102322381539	0.17283719234914646	0.1375664667941396	0.28769535953492664	0.26920330924165375	0.2829737505784082	0.22268346996055605	0.15955420924464242	0.1679509678491955	0.15496773280183102	0.18492595679371354	0.1698188645223066	0.10524673415054289	0.11619292716801954	0.06751591378222585	0.09922611554012423	0.08010722698761755	0.06535067725105514	0.10843878511143787	0.13591494071322952	0.11982074365203069	0.11074263469932163	0.11014835085617908	0.16078128965420724	0.1488797129489318	0.21372659795833265	0.14207646849591493	0.16354104650415877	0.21888652343694914	0.18021917341197902	0.17068800240798224	0.15906872587079623	0.2982558001865198	0.28651848400427066	0.16105758362326555	0.08473011553713462	0.17554215508328702	0.12941377133841125	0.13776578444768098	0.18000309547201754	0.3357427435848509
w24pp	0.30479377201170976	0.22449411317379558	0.22782727739970843	0.18343445567912647	0.2571974318680203	0.30017948782467674	0.24698716130206055	0.29478745343715673	0.2613188412195857	0.13437079120158993	0.08734723265477894	0.19129016005019264	0.10942567474671724	0.08783732001138007	0.15331840160469817	0.1880945012499906	0.13390431882085235	0.24520024202182078	0.20132008485202382	0.10344364423385288	0.10975176231792816	0.12805073601542769	0.09596459537195073	0.062475814129301546	0.19460400272647885	0.19001896490976355	0.15559909512833275	0.05295328815302987	0.0	0.025636395993851042	0.0592953870124983	0.07181604572821369	0.15816484555014435	0.041257430705114354	0.08686303113262499	0.15310792965119188	0.13837987963351628	0.22207441240468032	0.1588981515725415	0.18397316742819356	0.23111603796856814	0.25115266375752815	0.15453605442541984	0.1649698393760394	0.16795745137695434	0.2044965408027091	0.1128430519794151	0.09315101624278764	0.12125884250619623	0.13932944358359278	0.028140897128312685	0.054200671611507156	0.10549281310678596	0.0751646773181067	0.17886450391678216	0.21197286909263424	0.0910281384847066	0.1184793038243759	0.07980370045394851	0.09433709100295037	0.07110135790232822	0.04485432589881923	0.14230291468850462	0.0838598621189256	0.08311917223641156	0.08612634615277508	0.1254419190795483	0.15963808820487935	0.12436736264987253	0.2744962553906595	0.25600420509738664	0.2697746464341411	0.209484365816289	0.14635510510037536	0.15475186370492838	0.1417686286575639	0.17172685264944648	0.15661976037803954	0.0920476300062758	0.10299382302375246	0.05431680963795877	0.08602701139585714	0.06690812284335046	0.05215157310678806	0.09523968096717078	0.12271583656896244	0.1066216395077636	0.09754353055505455	0.09694924671191199	0.14758218550994018	0.1356806088046647	0.2005274938140656	0.12887736435164784	0.15034194235989168	0.20568741929268206	0.16702006926771193	0.15748889826371515	0.14586962172652915	0.28505669604225276	0.2733193798600036	0.1478584794789985	0.07153101139286755	0.16234305093901996	0.11621466719414417	0.12456668030341392	0.16680399132775048	0.32254363944058384
w26pp	0.30521162067193086	0.22491196183401668	0.22824512605992953	0.18385230433934752	0.25761528052824134	0.3005973364848978	0.24740500996228162	0.29520530209737783	0.2617366898798068	0.13478863986181097	0.087765081315	0.19170800871041369	0.10984352340693829	0.08825516867160113	0.15373625026491922	0.18851234991021165	0.1343221674810734	0.24561809068204182	0.20173793351224487	0.10386149289407393	0.1101696109781492	0.12846858467564873	0.0963824440321718	0.0628936627895226	0.1950218513866999	0.1904368135699846	0.1560169437885538	0.053371136813250925	0.025636395993851042	0.0	0.04497490096224693	0.07223389438843475	0.15858269421036542	0.04167527936533541	0.08728087979284604	0.15352577831141295	0.13879772829373735	0.2224922610649014	0.15931600023276257	0.18439101608841463	0.2315338866287892	0.2515705124177492	0.15495390308564091	0.16538768803626047	0.1683753000371754	0.20491438946293017	0.11326090063963616	0.0935688649030087	0.12167669116641729	0.13974729224381385	0.028558745788533742	0.05461852027172821	0.10591066176700702	0.07558252597832776	0.1792823525770032	0.21239071775285528	0.09144598714492766	0.11889715248459695	0.08022154911416957	0.09475493966317143	0.07151920656254926	0.045272174559040285	0.1427207633487257	0.08427771077914666	0.08353702089663262	0.08654419481299613	0.12585976773976937	0.16005593686510042	0.12478521131009358	0.27491410405088057	0.25642205375760774	0.27019249509436216	0.20990221447651003	0.1467729537605964	0.15516971236514945	0.14218647731778497	0.17214470130966752	0.15703760903826058	0.09246547866649686	0.10341167168397351	0.05473465829817983	0.08644486005607821	0.0673259715035715	0.052569421767009114	0.09565752962739185	0.1231336852291835	0.10703948816798467	0.09796137921527559	0.09736709537213303	0.14800003417016122	0.13609845746488577	0.20094534247428664	0.1292952130118689	0.15075979102011275	0.2061052679529031	0.167437917927933	0.15790674692393622	0.14628747038675022	0.2854745447024738	0.27373722852022464	0.14827632813921954	0.07194886005308859	0.162760899599241	0.11663251585436522	0.12498452896363496	0.16722183998797152	0.32296148810080494
s12pp	0.3388706116905781	0.2585709528526639	0.26190411707857675	0.21751129535799474	0.29127427154688856	0.334256327503545	0.2810640009809289	0.32886429311602505	0.295395680898454	0.16844763088045822	0.12142407233364724	0.22536699972906094	0.14350251442558554	0.12191415969024838	0.1873952412835665	0.22217134092885893	0.16798115849972067	0.2792770817006891	0.23539692453089212	0.1375204839127212	0.14382860199679648	0.16212757569429598	0.13004143505081905	0.09655265380816985	0.22868084240534714	0.22409580458863188	0.18967593480720107	0.08703012783189817	0.0592953870124983	0.04497490096224693	0.0	0.105892885407082	0.19224168522901267	0.07533427038398266	0.1209398708114933	0.1871847693300602	0.1724567193123846	0.2561512520835486	0.19297499125140982	0.21805000710706188	0.2651928776474365	0.2852295034363964	0.18861289410428816	0.19904667905490772	0.20203429105582266	0.23857338048157742	0.1469198916582834	0.12722785592165595	0.15533568218506455	0.1734062832624611	0.062217736807181	0.08827751129037546	0.13956965278565425	0.10924151699697501	0.21294134359565045	0.24604970877150253	0.1251049781635749	0.1525561435032442	0.11388054013281682	0.12841393068181867	0.10517819758119651	0.07893116557768753	0.1763797543673729	0.1179367017977939	0.11719601191527987	0.12020318583164338	0.1595187587584166	0.19371492788374767	0.15844420232874085	0.30857309506952785	0.29008104477625496	0.3038514861130094	0.24356120549515728	0.18043194477924365	0.1888287033837967	0.17584546833643222	0.20580369232831477	0.19069660005690783	0.12612446968514412	0.13707066270262075	0.08839364931682708	0.12010385107472546	0.10098496252221875	0.08622841278565636	0.1293165206460391	0.15679267624783075	0.14069847918663192	0.13162037023392284	0.13102608639078028	0.18165902518880847	0.16975744848353302	0.2346043334929339	0.16295420403051614	0.18441878203876	0.23976425897155035	0.20109690894658022	0.19156573794258347	0.17994646140539744	0.319133535721121	0.30739621953887186	0.1819353191578668	0.10560785107173584	0.19641989061788823	0.15029150687301246	0.1586435199822822	0.20088083100661874	0.35662047911945216
w18pp	0.35138927040529344	0.27108961156737926	0.2744227757932921	0.2300299540727101	0.3037929302616039	0.34677498621826036	0.29358265969564423	0.3413829518307404	0.3079143396131694	0.18096628959517358	0.1339427310483626	0.2378856584437763	0.1560211731403009	0.13443281840496374	0.19991389999828182	0.23468999964357426	0.180499817214436	0.29179574041540446	0.24791558324560747	0.15003914262743653	0.1563472607115118	0.17464623440901134	0.1425600937655344	0.1090713125228852	0.2411995011200625	0.2366144633033472	0.2021945935219164	0.09954878654661353	0.07181604572821369	0.07223389438843475	0.105892885407082	0.0	0.150403741455005	0.05348747378281356	0.09909307421032419	0.16533797272889109	0.15060992271121548	0.23430445548237952	0.1711281946502407	0.19620321050589276	0.24334608104626734	0.2633827068352273	0.16676609750311905	0.1771998824537386	0.18018749445465354	0.2167265838804083	0.1250730950571143	0.10538105932048683	0.13348888558389543	0.151559486661292	0.05207544006398361	0.10079617000509081	0.1520883115003696	0.12176017571169036	0.22546000231036578	0.25856836748621786	0.13762363687829027	0.16507480221795956	0.12639919884753215	0.14093258939653402	0.11769685629591187	0.09144982429240288	0.18889841308208827	0.13045536051250925	0.1297146706299952	0.1327218445463587	0.17203741747313195	0.20623358659846303	0.17096286104345618	0.3210917537842432	0.3025997034909703	0.31637014482772474	0.2560798642098726	0.19295060349395898	0.20134736209851206	0.18836412705114758	0.2183223510430301	0.20321525877162316	0.13864312839985946	0.1495893214173361	0.10091230803154241	0.1326225097894408	0.11350362123693411	0.09874707150037172	0.14183517936075446	0.1693113349625461	0.15321713790134728	0.1441390289486382	0.14354474510549564	0.19417768390352383	0.18227610719824838	0.24712299220764924	0.1754728627452315	0.19693744075347536	0.2522829176862657	0.21361556766129558	0.20408439665729883	0.1924651201201128	0.3316521944358364	0.3199148782535872	0.19445397787258215	0.1181265097864512	0.20893854933260358	0.16281016558772782	0.17116217869699757	0.2133994897213341	0.3691391378341675
s26pp	0.4377380702272241	0.35743841138930993	0.3607715756152228	0.31637875389464076	0.3901417300835346	0.43312378604019103	0.3799314595175749	0.4277317516526711	0.39426313943510005	0.26731508941710425	0.22029153087029327	0.32423445826570696	0.24236997296223156	0.2207816182268944	0.28626269982021246	0.32103879946550495	0.26684861703636664	0.3781445402373351	0.33426438306753814	0.2363879424493672	0.24269606053344248	0.260995034230942	0.22890889358746508	0.19542011234481588	0.32754830094199316	0.3229632631252779	0.28854339334384704	0.1858975863685442	0.15816484555014435	0.15858269421036542	0.19224168522901267	0.150403741455005	0.0	0.1398362736047442	0.18544187403225484	0.2516867725508217	0.23695872253314615	0.32065325530431016	0.2574769944721713	0.2825520103278234	0.329694880868198	0.34973150665715796	0.25311489732504966	0.26354868227566924	0.2665362942765842	0.30307538370233894	0.21142189487904495	0.19172985914241747	0.21983768540582607	0.23790828648322263	0.13842423988591426	0.1871449698270215	0.23843711132230028	0.20810897553362104	0.31180880213229645	0.3449171673081486	0.22397243670022093	0.2514236020398902	0.21274799866946284	0.2272813892184647	0.20404565611784253	0.17779862411433356	0.27524721290401893	0.21680416033443994	0.2160634704519259	0.2190706443682894	0.2583862172950626	0.2925823864203937	0.25731166086538687	0.40744055360617387	0.388948503312901	0.4027189446496554	0.3424286640318033	0.27929940331588965	0.28769616192044273	0.27471292687307824	0.30467115086496077	0.28956405859355383	0.22499192822179015	0.23593812123926677	0.1872611078534731	0.21897130961137148	0.19985242105886478	0.18509587132230237	0.22818397918268513	0.2556601347844768	0.23956593772327794	0.23048782877056886	0.2298935449274263	0.2805264837254545	0.26862490702017905	0.3334717920295799	0.26182166256716216	0.283286240575406	0.3386317175081964	0.29996436748322625	0.2904331964792295	0.27881391994204346	0.41800099425776704	0.4062636780755179	0.2808027776945128	0.20447530960838187	0.29528734915453425	0.24915896540965848	0.25751097851892824	0.29974828954326477	0.4554879376560982
w2pp	0.3208306553821941	0.2405309965442799	0.24386416077019274	0.19947133904961079	0.2732343152385046	0.316216371195161	0.26302404467254487	0.3108243368076411	0.27735572459007	0.15040767457207424	0.10338411602526325	0.20732704342067695	0.12546255811720156	0.10387420338186439	0.16935528497518249	0.20413138462047492	0.14994120219133666	0.2612371253923051	0.21735696822250813	0.1194805276043372	0.12578864568841247	0.144087619385912	0.11200147874243505	0.07851269749978584	0.21064088609696316	0.20605584828024787	0.17163597849881707	0.06899017152351418	0.041257430705114354	0.04167527936533541	0.07533427038398266	0.05348747378281356	0.1398362736047442	0.0	0.04806866551842198	0.11431356403698886	0.09958551401931327	0.1832800467904773	0.1201037859583385	0.14517880181399054	0.19232167235436512	0.2123582981433251	0.11574168881121683	0.12617547376183638	0.12916308576275132	0.16570217518850608	0.07404868636521209	0.05435665062858462	0.08246447689199321	0.10053507796938976	0.02151682504088427	0.07023755498199147	0.12152969647727027	0.09120156068859102	0.19490138728726647	0.22800975246311855	0.10706502185519091	0.1345161871948602	0.09584058382443282	0.11037397437343469	0.08713824127281253	0.06089120926930354	0.15833979805898893	0.09989674548940991	0.09915605560689587	0.10216322952325939	0.1414788024500326	0.17567497157536366	0.14040424602035684	0.29053313876114384	0.27204108846787095	0.28581152980462543	0.2255212491867733	0.16239198847085967	0.1707887470754127	0.1578055120280482	0.1877637360199308	0.17265664374852385	0.10808451337676012	0.11903070639423677	0.07035369300844307	0.10206389476634145	0.08294500621383477	0.06818845647727237	0.11127656433765509	0.13875271993944677	0.12265852287824791	0.11358041392553886	0.1129861300823963	0.1636190688804245	0.15171749217514902	0.2165643771845499	0.14491424772213213	0.166378825730376	0.22172430266316634	0.18305695263819624	0.17352578163419946	0.16190650509701346	0.30109357941273707	0.2893562632304879	0.1638953628494828	0.08756789476335185	0.17837993430950425	0.13225155056462845	0.1406035636738982	0.18284087469823476	0.33858052281106815
f25pp	0.3664362558097047	0.2861365969717905	0.28946976119770335	0.2450769394771214	0.3188399156660152	0.3618219716226716	0.30862964510005547	0.3564299372351517	0.3229613250175806	0.19601327499958487	0.14898971645277387	0.2529326438481876	0.1710681585447122	0.149479803809375	0.2149608854026931	0.24973698504798553	0.19554680261884727	0.3068427258198157	0.26296256865001877	0.1650861280318478	0.17139424611592308	0.18969321981342263	0.15760707916994568	0.12411829792729648	0.2562464865244738	0.2516614487077585	0.21724157892632767	0.1145957719510248	0.08686303113262499	0.08728087979284604	0.1209398708114933	0.09909307421032419	0.18544187403225484	0.04806866551842198	0.0	0.13738472167312213	0.12265667165544654	0.20635120442661056	0.14317494359447175	0.1682499594501238	0.21539282999049839	0.23542945577945837	0.1388128464473501	0.14924663139796965	0.15223424339888458	0.18877333282463934	0.09711984400134535	0.07742780826471789	0.10553563452812648	0.12360623560552303	0.0671224254683949	0.11584315540950209	0.1671352969047809	0.13680716111610164	0.24050698771477708	0.27361535289062916	0.15267062228270153	0.18012178762237083	0.14144618425194344	0.15597957480094532	0.13274384170032313	0.10649680969681416	0.20394539848649956	0.14550234591692052	0.1447616560344065	0.14776882995077	0.18708440287754324	0.2212805720028743	0.18600984644786744	0.33613873918865445	0.3176466888953816	0.33141713023213604	0.2711268496142839	0.20799758889837028	0.21639434750292333	0.20341111245555885	0.2333693364474414	0.21826224417603446	0.15369011380427072	0.1646363068217474	0.11595929343595371	0.14766949519385209	0.12855060664134538	0.11379405690478299	0.15688216476516573	0.18435832036695737	0.16826412330575855	0.15918601435304947	0.1585917305099069	0.2092246693079351	0.19732309260265962	0.2621699776120605	0.19051984814964276	0.2119844261578866	0.26732990309067695	0.22866255306570687	0.21913138206171007	0.2075121055245241	0.3466991798402477	0.3349618636579985	0.2095009632769934	0.13317349519086247	0.22398553473701488	0.1778571509921391	0.18620916410140884	0.2284464751257454	0.38418612323857876
F16H1	0.4326811543282716	0.35238149549035747	0.3557146597162703	0.3113218379956883	0.3850848141845822	0.42806687014123856	0.3748745436186224	0.4226748357537186	0.38920622353614753	0.2622581735181518	0.2152346149713408	0.3191775423667545	0.2373130570632791	0.21572470232794194	0.28120578392126006	0.31598188356655244	0.26179170113741423	0.3730876243383826	0.3292074671685857	0.23133102655041474	0.23763914463449	0.25593811833198954	0.22385197768851262	0.19036319644586341	0.3224913850430407	0.3179063472263254	0.28348647744489464	0.18084067046959174	0.15310792965119188	0.15352577831141295	0.1871847693300602	0.16533797272889109	0.2516867725508217	0.11431356403698886	0.13738472167312213	0.0	0.13278498631300284	0.2164795190841669	0.15330325825202806	0.17837827410768015	0.22552114464805473	0.2455577704370147	0.1489411611049064	0.15937494605552596	0.1623625580564409	0.1989016474821957	0.10724815865890167	0.12139704295406882	0.1495048692174774	0.16757547029487396	0.1333673239869618	0.18208805392806904	0.2333801954233478	0.20305205963466857	0.30675188623334404	0.33986025140919607	0.21891552080126847	0.24636668614093776	0.20769108277051038	0.22222447331951223	0.19898874021889007	0.1727417082153811	0.27019029700506647	0.21174724443548748	0.21100655455297343	0.21401372846933694	0.25332930139611015	0.28752547052144123	0.2522547449664344	0.4023836377072214	0.3838915874139485	0.397662028750703	0.33737174813285087	0.27424248741693724	0.28263924602149026	0.2696560109741258	0.29961423496600836	0.2845071426946014	0.2199350123228377	0.2308812053403143	0.18220419195452064	0.21391439371241902	0.1947955051599123	0.1800389554233499	0.22312706328373266	0.2506032188855243	0.23450902182432548	0.2254309128716164	0.22483662902847384	0.275469567826502	0.2635679911212266	0.3284148761306275	0.2567647466682097	0.27822932467645356	0.3335748016092439	0.2949074515842738	0.28537628058027703	0.273757004043091	0.41294407835881464	0.4012067621765655	0.2757458617955604	0.1994183937094294	0.29023043325558184	0.24410204951070602	0.25245406261997577	0.2946913736443123	0.45043102175714567
w23pp	0.41795310431059596	0.33765344547268183	0.3409866096985947	0.2965937879780127	0.37035676416690655	0.41333882012356293	0.3601464936009468	0.40794678573604304	0.37447817351847196	0.24753012350047618	0.2005065649536652	0.3044494923490789	0.2225850070456035	0.20099665231026634	0.2664777339035844	0.30125383354887686	0.2470636511197386	0.35835957432070703	0.3144794171509101	0.21660297653273913	0.2229110946168144	0.24121006831431394	0.20912392767083698	0.17563514642818778	0.3077633350253651	0.3031782972086498	0.268758427427219	0.16611262045191613	0.13837987963351628	0.13879772829373735	0.1724567193123846	0.15060992271121548	0.23695872253314615	0.09958551401931327	0.12265667165544654	0.13278498631300284	0.0	0.11431209299312912	0.05113583216099028	0.07621084801664234	0.12335371855701695	0.1433903443459769	0.06963448780523562	0.08006827275585518	0.08305588475677013	0.15131985519257246	0.05966636636927845	0.10666899293639323	0.13477681919980183	0.1528474202771984	0.11863927396928621	0.1673600039103934	0.21865214540567224	0.18832400961699297	0.2920238362156684	0.3251322013915205	0.20418747078359287	0.23163863612326216	0.19296303275283477	0.20749642330183665	0.18426069020121447	0.1580136581977055	0.2554622469873909	0.19701919441781185	0.19627850453529783	0.19928567845166134	0.23860125137843458	0.27279742050376565	0.23752669494875878	0.3876555876895458	0.36916353739627294	0.38293397873302737	0.32264369811517524	0.2595144373992616	0.26791119600381463	0.2549279609564502	0.28488618494833273	0.2697790926769258	0.20520696230516206	0.21615315532263873	0.16747614193684504	0.19918634369474342	0.1800674551422367	0.1653109054056743	0.20839901326605706	0.2358751688678487	0.21978097180664988	0.2107028628539408	0.21010857901079824	0.26074151780882643	0.24883994110355095	0.31368682611295184	0.2420366966505341	0.26350127465877793	0.3188467515915683	0.2801794015665982	0.2706482305626014	0.2590289540254154	0.398216028341139	0.38647871215888985	0.26101781177788475	0.1846903436917538	0.2755023832379062	0.22937399949303044	0.23772601260230017	0.27996332362663673	0.43570297173947004
