	f7pp	w24pp	w14pp	F3H1	F6H1	f4pp	S2Hp	F1H1	S9H1	F7H1	F16H1	w25pp	s28pp	S28Hp	S27H1	f8pp	w17pp	F8H1	S14Hp	S13Hp	S1Hp	F32H1	F23HpA	s24H1	S11Hp	w23pp	f21pp	S12Hp	w3pp	S8Hp	S4Hp	F22HpB	S26Hp	S22Hp	31300	S18H1	S29H1	S19H1	f6ppA	530451	w13pp	s29pp	w20pp	f16ppA	f16ppB	w16pp	f32pp	f25pp	S3Hp	F14H1A	S15Hp	s24pp	f31pp	f6ppB	f24pp	S17H1	F14H1B	S7Hp	f1pp	f12ppB	w11pp
S1Hp	0.22495442289764567	0.21104190791000985	0.22489546845225444	0.3161468605430644	0.31422409872750756	0.20188638100853457	0.279661384123462	0.33051205842132236	0.28521893147787825	0.2935787296663016	0.29744725708764375	0.22490937936229316	0.25772143755856497	0.2870463906550932	0.27519949705019753	0.1475416784359461	0.14492048935755408	0.22497991171700554	0.16645155345019275	0.10901605650093817	0.0	0.25588059737274754	0.2634381097130768	0.28706548972847346	0.25063009034859157	0.21789060125603174	0.1906421433804955	0.1561772114560347	0.20613850522346933	0.21285767874734354	0.2531042981399193	0.3425223184410097	0.40401489572991706	0.5435771562948871	0.5640839625108455	0.29701054622119427	0.3338773659110777	0.3562731628595379	0.21245087213088545	0.3180244070602326	0.2576250744829733	0.27737571587754906	0.2342593842452615	0.25701905702493405	0.26789347951669906	0.271413657266454	0.2733185472480951	0.24174608607869302	0.32021905290566244	0.2923973675205427	0.29901211412428647	0.3035183996237972	0.22818491978761202	0.22180938726687155	0.2005213728201637	0.28737697972605725	0.3084663231091296	0.2942587216971606	0.23858216046522565	0.21576086230022848	0.2369782321610988
F32H1	0.2888713931193991	0.2749588781317633	0.28881243867400785	0.3800638307648178	0.37814106894926097	0.26580335123028803	0.34357835434521544	0.39442902864307583	0.3491359016996317	0.3574956998880551	0.3613642273093972	0.2888263495840466	0.32163840778031844	0.35096336087684665	0.339116467271951	0.21145864865769953	0.23628466106397747	0.3363338156140244	0.3069875604169843	0.32791768025954693	0.25588059737274754	0.0	0.24692077783266037	0.3172433559839065	0.2808079566040246	0.24806846751146477	0.23657536726041278	0.22009418167778816	0.2700554754452228	0.276774648969097	0.31702126836167277	0.40643928866276313	0.4679318659516705	0.6074941265166405	0.6280009327325988	0.36092751644294774	0.39779433613283116	0.4201901330812914	0.2763678423526389	0.38194137728198607	0.3215420447047267	0.3412926860993025	0.29817635446701496	0.32093602724668746	0.33181044973845253	0.3353306274882074	0.3372355174698486	0.3056630563004465	0.3841360231274159	0.35631433774229615	0.36292908434603993	0.36743536984555064	0.2921018900093655	0.285726357488625	0.26443834304191716	0.3512939499478107	0.37238329333088305	0.358175691918914	0.3024991306869791	0.2796778325219819	0.3008952023828523
F23HpA	0.29642890545972833	0.28251639047209254	0.29636995101433716	0.38762134310514706	0.3856985812895902	0.2733608635706173	0.3511358666855447	0.4019865409834051	0.3566934140399609	0.3650532122283844	0.3689217396497264	0.2963838619243759	0.3291959201206477	0.35852087321717596	0.3466739796122802	0.21901616099802879	0.24384217340430672	0.34389132795435373	0.3145450727573135	0.3354751925998762	0.2634381097130768	0.24692077783266037	0.0	0.3248008683242357	0.2883654689443539	0.255625979851794	0.24413287960074204	0.2276516940181174	0.277612987785552	0.28433216130942623	0.324578780702002	0.41399680100309244	0.4754893782919998	0.6150516388569698	0.6355584450729281	0.368485028783277	0.4053518484731604	0.4277476454216206	0.28392535469296815	0.3894988896223153	0.329099557045056	0.3488501984396317	0.3057338668073442	0.32849353958701677	0.3393679620787817	0.3428881398285367	0.34479302981017784	0.31322056864077574	0.39169353546774516	0.36387185008262535	0.3704865966863692	0.3749928821858799	0.2996594023496947	0.29328386982895427	0.27199585538224635	0.3588514622881399	0.37994080567121225	0.36573320425924327	0.31005664302730834	0.28723534486231117	0.30845271472318153
s24H1	0.32005628547512494	0.30614377048748914	0.31999733102973377	0.4112487231205437	0.4093259613049869	0.2969882435860139	0.3747632467009413	0.4256139209988017	0.38032079405535757	0.388680592243781	0.39254911966512307	0.3200112419397725	0.35282330013604435	0.38214825323257257	0.37030135962767685	0.24264354101342545	0.26746955341970335	0.36751870796975034	0.33817245277271013	0.3591025726152728	0.28706548972847346	0.3172433559839065	0.3248008683242357	0.0	0.27481035894059896	0.2631427800283944	0.2677602596161387	0.251279074033514	0.30124036780094865	0.3079595413248229	0.3482061607173986	0.43762418101848904	0.49911675830739644	0.6386790188723664	0.6591858250883248	0.3921124087986736	0.4289792284885571	0.45137502543701724	0.3075527347083648	0.41312626963771193	0.3527269370604526	0.3724775784550284	0.3293612468227408	0.3521209196024134	0.3629953420941784	0.3665155198439333	0.36842040982557445	0.3368479486561724	0.41532091548314176	0.387499230098022	0.39411397670176584	0.39862026220127655	0.32328678236509134	0.3169112498443509	0.295623235397643	0.38247884230353657	0.4035681856866089	0.38936058427463993	0.33368402304270495	0.3108627248777078	0.33208009473857814
S11Hp	0.2836208860952431	0.26970837110760726	0.2835619316498519	0.3748133237406618	0.37289056192510495	0.260552844206132	0.33832784732105947	0.38917852161891986	0.3438853946754757	0.3522451928638991	0.3561137202852412	0.2835758425598906	0.3163879007561624	0.3457128538526907	0.33386596024779497	0.20620814163354356	0.23103415403982147	0.33108330858986845	0.3017370533928283	0.32266717323539096	0.25063009034859157	0.2808079566040246	0.2883654689443539	0.27481035894059896	0.0	0.22670738064851254	0.23132486023625679	0.21484367465363216	0.26480496842106677	0.271524141944941	0.3117707613375168	0.40118878163860716	0.4626813589275145	0.6022436194924845	0.6227504257084429	0.35567700941879177	0.39254382910867514	0.41493962605713536	0.2711173353284829	0.3766908702578301	0.3162915376805707	0.3360421790751465	0.292925847442859	0.3156855202225315	0.3265599427142965	0.33008012046405144	0.3319850104456926	0.30041254927629046	0.37888551610325993	0.3510638307181401	0.3576785773218839	0.3621848628213946	0.28685138298520946	0.280475850464469	0.25918783601776113	0.3460434429236547	0.367132786306727	0.352925184894758	0.2972486236628231	0.27442732549782595	0.29564469535869625
w23pp	0.25088139700268325	0.23696888201504746	0.250822442557292	0.342073834648102	0.34015107283254514	0.2278133551135722	0.3055883582284996	0.35643903252636	0.3111459055829159	0.31950570377133924	0.3233742311926814	0.2508363534673308	0.2836484116636026	0.3129733647601308	0.30112647115523516	0.1734686525409837	0.19829466494726167	0.29834381949730865	0.26899756430026844	0.2899276841428311	0.21789060125603174	0.24806846751146477	0.255625979851794	0.2631427800283944	0.22670738064851254	0.0	0.19858537114369695	0.18210418556107233	0.23206547932850694	0.23878465285238115	0.27903127224495694	0.3684492925460473	0.4299418698349547	0.5695041303999246	0.590010936615883	0.3229375203262319	0.35980434001611533	0.38220013696457555	0.23837784623592306	0.34395138116527024	0.28355204858801086	0.3033026899825867	0.26018635835029913	0.28294603112997163	0.2938204536217367	0.2973406313714916	0.29924552135313276	0.26767306018373066	0.3461460270107001	0.3183243416255803	0.3249390882293241	0.3294453737288348	0.25411189389264965	0.2477363613719092	0.2264483469252013	0.3133039538310949	0.3343932972141672	0.3201856958021982	0.26450913457026326	0.2416878364052661	0.26290520626613645
f21pp	0.22363293912714707	0.20972042413951125	0.22357398468175585	0.3148253767725658	0.31290261495700894	0.20056489723803597	0.2783399003529634	0.3291905746508238	0.2838974477073796	0.29225724589580304	0.2961257733171451	0.22358789559179457	0.2563999537880664	0.2857249068845946	0.2738780132796989	0.1462201946654475	0.17104620707172544	0.2710953616217724	0.24174910642473224	0.2626792262672949	0.1906421433804955	0.23657536726041278	0.24413287960074204	0.2677602596161387	0.23132486023625679	0.19858537114369695	0.0	0.15485572768553613	0.20481702145297073	0.21153619497684495	0.25178281436942074	0.3412008346705111	0.4026934119594185	0.5422556725243886	0.5627624787403469	0.2956890624506957	0.33255588214057913	0.35495167908903935	0.21112938836038686	0.31670292328973404	0.25630359071247466	0.2760542321070505	0.23293790047476293	0.25569757325443543	0.2665719957462005	0.2700921734959554	0.27199706347759656	0.24042460230819446	0.31889756913516387	0.2910758837500441	0.2976906303537879	0.3021969158532986	0.22686343601711342	0.22048790349637298	0.1991998890496651	0.2860554959555587	0.307144839338631	0.292937237926662	0.23726067669472706	0.21443937852972988	0.23565674839060025
S12Hp	0.15916090497503022	0.14524838998739442	0.15910195052963902	0.25035334262044895	0.2484305808048921	0.13609286308591914	0.21386786620084658	0.26471854049870697	0.21942541355526282	0.22778521174368624	0.23165373916502832	0.15911586143967774	0.19192791963594957	0.22125287273247782	0.2094059791275821	0.10224141906909236	0.13658127514726462	0.2366304296973116	0.20728417450027142	0.22821429434283408	0.1561772114560347	0.22009418167778816	0.2276516940181174	0.251279074033514	0.21484367465363216	0.18210418556107233	0.15485572768553613	0.0	0.1403449873008539	0.14706416082472812	0.1873107802173039	0.2767288005183943	0.33822137780730166	0.47778363837227167	0.49829044458823	0.23121702829857887	0.2680838479884623	0.29047964493692247	0.14665735420827003	0.2522308891376172	0.19183155656035786	0.21158219795493363	0.1684658663226461	0.19122553910231863	0.20209996159408364	0.20562013934383858	0.20752502932547973	0.17595256815607763	0.25442553498304704	0.22660384959792726	0.23321859620167107	0.23772488170118178	0.1623914018649966	0.15601586934425615	0.13472785489754827	0.22158346180344182	0.24267280518651416	0.22846520377454516	0.17278864254261023	0.14996734437761305	0.1711847142384834
w3pp	0.18631142643621004	0.17239891144857422	0.18625247199081885	0.27750386408162875	0.2755811022660719	0.1768350065133316	0.25461000962825897	0.30546068392611936	0.26016755698267524	0.26852735517109866	0.27239588259244074	0.19985800486709018	0.232670063063362	0.26199501615989024	0.2501481225549945	0.15220271283652698	0.18654256891469922	0.2865917234647462	0.257245468267706	0.27817558811026866	0.20613850522346933	0.2700554754452228	0.277612987785552	0.30124036780094865	0.26480496842106677	0.23206547932850694	0.20481702145297073	0.1403449873008539	0.0	0.07481152361278257	0.16042992033681153	0.2498479406379019	0.3113405179268093	0.45090277849177923	0.4714095847077376	0.2043361684180865	0.24120298810796992	0.2635987850564301	0.1422041579112322	0.24777769284057938	0.18737836026332	0.22113066513955543	0.1780143335072679	0.20077400628694042	0.21164842877870543	0.21516860652846037	0.21707349651010152	0.18550103534069942	0.26397400216766886	0.23615231678254905	0.24276706338629286	0.24727334888580357	0.17698891183172422	0.18316639080543595	0.1618783763587281	0.24873398326462165	0.269823326647694	0.25561572523572496	0.19993916400379003	0.17711786583879288	0.19833523569966321
S8Hp	0.19303059996008431	0.1791180849724485	0.1929716455146931	0.28422303760550305	0.2823002757899462	0.1835541800372058	0.2613291831521332	0.3121798574499936	0.2668867305065495	0.2752465286949729	0.279115056116315	0.2065771783909644	0.2393892365872362	0.2687141896837645	0.25686729607886877	0.1589218863604012	0.19326174243857347	0.29331089698862045	0.26396464179158025	0.2848947616341429	0.21285767874734354	0.276774648969097	0.28433216130942623	0.3079595413248229	0.271524141944941	0.23878465285238115	0.21153619497684495	0.14706416082472812	0.07481152361278257	0.0	0.16714909386068574	0.25656711416177613	0.3180596914506835	0.4576219520156535	0.47812875823161183	0.2110553419419607	0.24792216163184413	0.27031795858030433	0.14892333143510644	0.25449686636445357	0.19409753378719424	0.22784983866342967	0.1847335070311421	0.20749317981081467	0.21836760230257968	0.22188778005233462	0.22379267003397574	0.19222020886457364	0.27069317569154305	0.2428714903064233	0.24948623691016708	0.2539925224096778	0.18370808535559846	0.1898855643293102	0.16859754988260234	0.2554531567884959	0.27654250017156823	0.26233489875959926	0.20665833752766427	0.18383703936266713	0.20505440922353746
S4Hp	0.23327721935266008	0.21936470436502425	0.23321826490726885	0.3244696569980788	0.32254689518252194	0.2238007994297816	0.301575802544709	0.3524264768425694	0.3071333498991252	0.3154931480875487	0.3193616755088907	0.2468237977835402	0.279635855979812	0.30896080907634027	0.2971139154714445	0.19916850575297695	0.23350836183114923	0.33355751638119624	0.30421126118415603	0.3251413810267187	0.2531042981399193	0.31702126836167277	0.324578780702002	0.3482061607173986	0.3117707613375168	0.27903127224495694	0.25178281436942074	0.1873107802173039	0.16042992033681153	0.16714909386068574	0.0	0.15762607051717697	0.21911864780608437	0.35868090837105426	0.3791877145870126	0.2310484731053537	0.2679152927952371	0.2903110897436973	0.1891699508276822	0.29474348575702936	0.23434415317977	0.2680964580560054	0.2249801264237179	0.2477397992033904	0.2586142216951554	0.26213439944491035	0.2640392894265515	0.23246682825714943	0.31093979508411884	0.28311810969899903	0.28973285630274287	0.2942391418022536	0.2239547047481742	0.23013218372188599	0.2088441692751781	0.2956997761810717	0.316789119564144	0.302581518152175	0.24690495692024006	0.2240836587552429	0.24530102861611325
F22HpB	0.3226952396537504	0.3087827246661146	0.32263628520835924	0.4138876772991692	0.41196491548361236	0.31321881973087196	0.3909938228457994	0.4418444971436598	0.39655137020021564	0.40491116838863905	0.40877969580998114	0.3362418180846306	0.36905387628090236	0.39837882937743063	0.3865319357725349	0.28858652605406737	0.3229263821322396	0.4229755366822866	0.39362928148524645	0.4145594013278091	0.3425223184410097	0.40643928866276313	0.41399680100309244	0.43762418101848904	0.40118878163860716	0.3684492925460473	0.3412008346705111	0.2767288005183943	0.2498479406379019	0.25656711416177613	0.15762607051717697	0.0	0.276192616322911	0.4157548768878809	0.4362616831038392	0.32046649340644406	0.35733331309632754	0.3797291100447877	0.2785879711287726	0.3841615060581197	0.3237621734808604	0.3575144783570958	0.31439814672480826	0.3371578195044808	0.34803224199624583	0.35155241974600077	0.3534573097276419	0.32188484855823984	0.4003578153852092	0.37253613000008945	0.3791508766038333	0.383657162103344	0.3133727250492646	0.31955020402297635	0.2982621895762685	0.38511779648216204	0.4062071398652344	0.3919995384532654	0.3363229772213304	0.31350167905633325	0.3347190489172036
S26Hp	0.38418781694265786	0.37027530195502206	0.38412886249726663	0.4753802545880766	0.47345749277251975	0.37471139701977935	0.45248640013470676	0.5033370744325671	0.458043947489123	0.4664037456775464	0.4702722730988885	0.39773439537353794	0.43054645356980975	0.45987140666633797	0.4480245130614423	0.3500791033429747	0.384418959421147	0.48446811397119394	0.4551218587741538	0.47605197861671644	0.40401489572991706	0.4679318659516705	0.4754893782919998	0.49911675830739644	0.4626813589275145	0.4299418698349547	0.4026934119594185	0.33822137780730166	0.3113405179268093	0.3180596914506835	0.21911864780608437	0.276192616322911	0.0	0.41910767806733396	0.4396144842832924	0.3819590706953515	0.4188258903852349	0.4412216873336951	0.34008054841768	0.4456540833470271	0.3852547507697678	0.41900705564600316	0.37589072401371565	0.3986503967933882	0.40952481928515316	0.41304499703490816	0.4149498870165493	0.3833774258471472	0.4618503926741166	0.4340287072889968	0.4406434538927406	0.44514973939225133	0.37486530233817195	0.38104278131188374	0.3597547668651759	0.44661037377106944	0.46769971715414177	0.45349211574217274	0.39781555451023787	0.3749942563452407	0.39621162620611106
S22Hp	0.5237500775076279	0.509837562519992	0.5236911230622366	0.6149425151530465	0.6130197533374897	0.5142736575847493	0.5920486606996768	0.6428993349975372	0.597606208054093	0.6059660062425164	0.6098345336638585	0.537296655938508	0.5701087141347798	0.599433667231308	0.5875867736264123	0.4896413639079447	0.523981219986117	0.624030374536164	0.5946841193391238	0.6156142391816865	0.5435771562948871	0.6074941265166405	0.6150516388569698	0.6386790188723664	0.6022436194924845	0.5695041303999246	0.5422556725243886	0.47778363837227167	0.45090277849177923	0.4576219520156535	0.35868090837105426	0.4157548768878809	0.41910767806733396	0.0	0.5243752263482109	0.5215213312603214	0.5583881509502049	0.580783947898665	0.47964280898265	0.5852163439119971	0.5248170113347378	0.5585693162109732	0.5154529845786857	0.5382126573583582	0.5490870798501232	0.5526072575998782	0.5545121475815193	0.5229396864121172	0.6014126532390867	0.5735909678539668	0.5802057144577106	0.5847119999572213	0.514427562903142	0.5206050418768537	0.4993170274301459	0.5861726343360394	0.6072619777191117	0.5930543763071427	0.5373778150752079	0.5145565169102108	0.5357738867710811
31300	0.5442568837235863	0.5303443687359504	0.544197929278195	0.6354493213690049	0.633526559553448	0.5347804638007077	0.6125554669156351	0.6634061412134955	0.6181130142700514	0.6264728124584747	0.6303413398798169	0.5578034621544663	0.5906155203507382	0.6199404734472663	0.6080935798423707	0.5101481701239031	0.5444880262020754	0.6445371807521223	0.6151909255550821	0.6361210453976448	0.5640839625108455	0.6280009327325988	0.6355584450729281	0.6591858250883248	0.6227504257084429	0.590010936615883	0.5627624787403469	0.49829044458823	0.4714095847077376	0.47812875823161183	0.3791877145870126	0.4362616831038392	0.4396144842832924	0.5243752263482109	0.0	0.5420281374762798	0.5788949571661632	0.6012907541146234	0.5001496151986083	0.6057231501279554	0.5453238175506961	0.5790761224269315	0.5359597907946441	0.5587194635743166	0.5695938860660815	0.5731140638158365	0.5750189537974777	0.5434464926280755	0.621919459455045	0.5940977740699251	0.600712520673669	0.6052188061731797	0.5349343691191003	0.5411118480928121	0.5198238336461043	0.6066794405519977	0.6277687839350701	0.6135611825231011	0.5578846212911662	0.5350633231261691	0.5562806929870394
S18H1	0.277183467433935	0.2632709524462992	0.2771245129885438	0.36837590507935375	0.3664531432637969	0.26770704751105656	0.34548205062598397	0.39633272492384436	0.3510395979804002	0.35939939616882366	0.3632679235901657	0.29073004586481516	0.32354210406108697	0.35286705715761524	0.34102016355271947	0.24307475383425192	0.27741460991242417	0.3774637644624712	0.348117509265431	0.36904762910799366	0.29701054622119427	0.36092751644294774	0.368485028783277	0.3921124087986736	0.35567700941879177	0.3229375203262319	0.2956890624506957	0.23121702829857887	0.2043361684180865	0.2110553419419607	0.2310484731053537	0.32046649340644406	0.3819590706953515	0.5215213312603214	0.5420281374762798	0.0	0.28761691856820354	0.31001271551666376	0.23307619890895717	0.3386497338383043	0.27825040126104494	0.31200270613728043	0.26888637450499286	0.29164604728466537	0.30252046977643043	0.3060406475261853	0.3079455375078265	0.2763730763384244	0.3548460431653938	0.32702435778027406	0.33363910438401784	0.33814538988352855	0.2678609528294492	0.27403843180316095	0.2527504173564531	0.33960602426234665	0.360695367645419	0.34648776623344996	0.290811205001515	0.26798990683651785	0.2892072766973882
S29H1	0.31405028712381844	0.30013777213618265	0.31399133267842727	0.4052427247692372	0.40331996295368033	0.30457386720094	0.3823488703158674	0.4331995446137278	0.38790641767028367	0.396266215858707	0.40013474328004917	0.3275968655546986	0.3604089237509704	0.3897338768474986	0.37788698324260295	0.27994157352413535	0.31428142960230765	0.4143305841523546	0.3849843289553144	0.4059144487978771	0.3338773659110777	0.39779433613283116	0.4053518484731604	0.4289792284885571	0.39254382910867514	0.35980434001611533	0.33255588214057913	0.2680838479884623	0.24120298810796992	0.24792216163184413	0.2679152927952371	0.35733331309632754	0.4188258903852349	0.5583881509502049	0.5788949571661632	0.28761691856820354	0.0	0.2542758688175929	0.2699430185988406	0.37551655352818775	0.3151172209509284	0.3488695258271638	0.3057531941948763	0.32851286697454885	0.3393872894663138	0.3429074672160688	0.3448123571977099	0.3132398960283078	0.39171286285527723	0.3638911774701574	0.37050592407390126	0.37501220957341197	0.3047277725193326	0.3109052514930444	0.28961723704633646	0.37647284395223	0.39756218733530235	0.3833545859233334	0.32767802469139845	0.3048567265264013	0.32607409638727164
S19H1	0.33644608407227866	0.32253356908464287	0.33638712962688744	0.4276385217176974	0.42571575990214056	0.3269696641494002	0.40474466726432756	0.45559534156218795	0.41030221461874383	0.41866201280716725	0.42253054022850933	0.34999266250315875	0.3828047206994306	0.41212967379595883	0.4002827801910631	0.30233737047259557	0.3366772265507678	0.4367263811008148	0.4073801259037746	0.42831024574633725	0.3562731628595379	0.4201901330812914	0.4277476454216206	0.45137502543701724	0.41493962605713536	0.38220013696457555	0.35495167908903935	0.29047964493692247	0.2635987850564301	0.27031795858030433	0.2903110897436973	0.3797291100447877	0.4412216873336951	0.580783947898665	0.6012907541146234	0.31001271551666376	0.2542758688175929	0.0	0.2923388155473008	0.39791235047664797	0.3375130178993886	0.371265322775624	0.3281489911433365	0.350908663923009	0.361783086414774	0.36530326416452896	0.36720815414617014	0.335635692976768	0.41410865980373746	0.38628697441861765	0.3929017210223614	0.39740800652187214	0.3271235694677928	0.33330104844150454	0.3120130339947967	0.39886864090069024	0.4199579842837626	0.40575038287179355	0.3500738216398587	0.3272525234748615	0.34846989333573186
f6ppA	0.19262379334362623	0.1787112783559904	0.192564838898235	0.28381623098904496	0.2818934691734881	0.18314737342074772	0.2609223765356751	0.3117730508335355	0.2664799238900914	0.2748397220785148	0.2787082494998569	0.2061703717745063	0.23898242997077812	0.2683073830673064	0.2564604894624107	0.1585150797439431	0.19285493582211538	0.29290409037216236	0.26355783517512216	0.2844879550176848	0.21245087213088545	0.2763678423526389	0.28392535469296815	0.3075527347083648	0.2711173353284829	0.23837784623592306	0.21112938836038686	0.14665735420827003	0.1422041579112322	0.14892333143510644	0.1891699508276822	0.2785879711287726	0.34008054841768	0.47964280898265	0.5001496151986083	0.23307619890895717	0.2699430185988406	0.2923388155473008	0.0	0.23182249496271035	0.171423162385451	0.22744303204697158	0.18432670041468402	0.20708637319435658	0.2179607956861216	0.22148097343587653	0.22338586341751765	0.19181340224811555	0.27028636907508496	0.2424646836899652	0.249079430293709	0.2535857157932197	0.18330127873914037	0.1894787577128521	0.16819074326614425	0.2550463501720378	0.27613569355511014	0.26192809214314117	0.20625153091120618	0.18343023274620904	0.20464760260707937
530451	0.29819732827297335	0.28428481328533756	0.2981383738275821	0.3893897659183921	0.38746700410283524	0.2887209083500949	0.3664959114650223	0.4173465857628827	0.3720534588194385	0.380413257007862	0.384281784429204	0.3117439067038535	0.3445559649001253	0.3738809179966536	0.3620340243917578	0.26408861467329026	0.2984284707514625	0.39847762530150954	0.36913137010446934	0.390061489947032	0.3180244070602326	0.38194137728198607	0.3894988896223153	0.41312626963771193	0.3766908702578301	0.34395138116527024	0.31670292328973404	0.2522308891376172	0.24777769284057938	0.25449686636445357	0.29474348575702936	0.3841615060581197	0.4456540833470271	0.5852163439119971	0.6057231501279554	0.3386497338383043	0.37551655352818775	0.39791235047664797	0.23182249496271035	0.0	0.24700756613812003	0.33301656697631876	0.2899002353440312	0.3126599081237037	0.32353433061546877	0.32705450836522365	0.32895939834686483	0.29738693717746273	0.37585990400443214	0.3480382186193124	0.35465296522305617	0.3591592507225669	0.28887481366848755	0.2950522926421993	0.27376427819549143	0.360619885101385	0.3817092284844573	0.3675016270724883	0.31182506584055336	0.2890037676755562	0.31022113753642655
w13pp	0.23779799569571403	0.2238854807080782	0.2377390412503228	0.32899043334113276	0.3270676715255759	0.22832157577283554	0.306096578887763	0.35694725318562337	0.3116541262421792	0.3200139244306026	0.3238824518519447	0.25134457412659417	0.2841566323228659	0.3134815854193942	0.3016346918144985	0.20368928209603093	0.23802913817420318	0.33807829272425016	0.30873203752721	0.32966215736977267	0.2576250744829733	0.3215420447047267	0.329099557045056	0.3527269370604526	0.3162915376805707	0.28355204858801086	0.25630359071247466	0.19183155656035786	0.18737836026332	0.19409753378719424	0.23434415317977	0.3237621734808604	0.3852547507697678	0.5248170113347378	0.5453238175506961	0.27825040126104494	0.3151172209509284	0.3375130178993886	0.171423162385451	0.24700756613812003	0.0	0.2726172343990594	0.22950090276677185	0.2522605755464444	0.2631349980382094	0.2666551757879643	0.26856006576960545	0.23698760460020338	0.31546057142717276	0.287638886042053	0.29425363264579685	0.29875991814530756	0.22847548109122817	0.2346529600649399	0.21336494561823205	0.3002205525241256	0.32130989590719794	0.30710229449522897	0.251425733263294	0.22860443509829684	0.24982180495916717
s29pp	0.2575486370902898	0.24363612210265398	0.2574896826448986	0.3487410747357085	0.34681831292015164	0.24807221716741132	0.3258472202823387	0.3766978945801991	0.33140476763675497	0.3397645658251784	0.34363309324652047	0.2710952155211699	0.30390727371744175	0.33323222681396997	0.32138533320907425	0.2234399234906067	0.25777977956877896	0.35782893411882594	0.32848267892178573	0.3494127987643484	0.27737571587754906	0.3412926860993025	0.3488501984396317	0.3724775784550284	0.3360421790751465	0.3033026899825867	0.2760542321070505	0.21158219795493363	0.22113066513955543	0.22784983866342967	0.2680964580560054	0.3575144783570958	0.41900705564600316	0.5585693162109732	0.5790761224269315	0.31200270613728043	0.3488695258271638	0.371265322775624	0.22744303204697158	0.33301656697631876	0.2726172343990594	0.0	0.17030811825080006	0.2196534859966471	0.23052790848841212	0.23404808623816706	0.2359529762198082	0.2043805150504061	0.2828534818773755	0.28535865527528975	0.29197340187903353	0.29647968737854424	0.24822612248580395	0.2544036014595157	0.23311558701280782	0.3199711939187014	0.3410605373017737	0.3268529358898047	0.2711763746578698	0.2483550764928726	0.26957244635374294
w20pp	0.21443230545800226	0.20051979047036644	0.21437335101261104	0.30562474310342097	0.30370198128786413	0.20495588553512378	0.2827308886500512	0.3335815629479116	0.2882884360044674	0.2966482341928909	0.3005167616142329	0.22797888388888238	0.2607909420851542	0.29011589518168246	0.2782690015767867	0.18032359185831914	0.21466344793649142	0.31471260248653843	0.2853663472894982	0.3062964671320609	0.2342593842452615	0.29817635446701496	0.3057338668073442	0.3293612468227408	0.292925847442859	0.26018635835029913	0.23293790047476293	0.1684658663226461	0.1780143335072679	0.1847335070311421	0.2249801264237179	0.31439814672480826	0.37589072401371565	0.5154529845786857	0.5359597907946441	0.26888637450499286	0.3057531941948763	0.3281489911433365	0.18432670041468402	0.2899002353440312	0.22950090276677185	0.17030811825080006	0.0	0.17653715436435957	0.18741157685612458	0.19093175460587952	0.19283664458752064	0.16126418341811855	0.239737150245088	0.2422423236430022	0.24885707024674603	0.25336335574625674	0.2051097908535164	0.21128726982722817	0.1899992553805203	0.27685486228641387	0.2979442056694862	0.2837366042575172	0.22806004302558225	0.20523874486058508	0.22645611472145544
f16ppA	0.2371919782376748	0.22327946325003897	0.23713302379228357	0.32838441588309353	0.3264616540675367	0.2277155583147963	0.30549056142972375	0.35634123572758414	0.31104810878413996	0.3194079069725634	0.32327643439390547	0.25073855666855493	0.2835506148648267	0.31287556796135496	0.30102867435645925	0.2030832646379917	0.23742312071616395	0.33747227526621093	0.3081260200691708	0.32905613991173344	0.25701905702493405	0.32093602724668746	0.32849353958701677	0.3521209196024134	0.3156855202225315	0.28294603112997163	0.25569757325443543	0.19122553910231863	0.20077400628694042	0.20749317981081467	0.2477397992033904	0.3371578195044808	0.3986503967933882	0.5382126573583582	0.5587194635743166	0.29164604728466537	0.32851286697454885	0.350908663923009	0.20708637319435658	0.3126599081237037	0.2522605755464444	0.2196534859966471	0.17653715436435957	0.0	0.13371534255791195	0.1372355203076669	0.1870046779824042	0.1554322168130021	0.23390518363997154	0.26500199642267475	0.2716167430264186	0.2761230285259293	0.22786946363318894	0.23404694260690068	0.21275892816019282	0.2996145350660864	0.3207038784491587	0.30649627703718973	0.25081971580525475	0.2279984176402576	0.24921578750112794
f16ppB	0.2480664007294398	0.23415388574180399	0.24800744628404858	0.3392588383748585	0.33733607655930165	0.23858998080656132	0.3163649839214887	0.3672156582193491	0.321922531275905	0.3302823294643284	0.3341508568856705	0.2616129791603199	0.29442503735659176	0.32374999045312	0.31190309684822426	0.2139576871297567	0.24829754320792896	0.34834669775797594	0.31900044256093574	0.3399305624034984	0.26789347951669906	0.33181044973845253	0.3393679620787817	0.3629953420941784	0.3265599427142965	0.2938204536217367	0.2665719957462005	0.20209996159408364	0.21164842877870543	0.21836760230257968	0.2586142216951554	0.34803224199624583	0.40952481928515316	0.5490870798501232	0.5695938860660815	0.30252046977643043	0.3393872894663138	0.361783086414774	0.2179607956861216	0.32353433061546877	0.2631349980382094	0.23052790848841212	0.18741157685612458	0.13371534255791195	0.0	0.10533088908930906	0.1978791004741692	0.1663066393047671	0.24477960613173655	0.27587641891443976	0.28249116551818354	0.28699745101769425	0.23874388612495395	0.2449213650986657	0.22363335065195783	0.3104889575578514	0.3315783009409237	0.3173706995289547	0.2616941382970198	0.23887284013202262	0.26009020999289295
