	f7pp	f25pp	w24pp	f22ppB	w28pp	f32pp	f30pp	f9pp	w25pp	w8pp	w1pp	F7H1	w13pp	f13pp	w27pp	w4pp	w19pp	w14pp	S2Hp	f19pp	w16pp	f22ppA	w29pp	w11pp	w23pp	w15pp	w3pp	f2pp	f16ppA	f4pp	f12ppB	f24pp	f14ppA	f23ppA	w9pp	f6ppB	f21pp	f11pp	w17pp	f20ppA	f1pp	f8pp	f14ppB
w3pp	0.3545715514971194	0.2925003679071289	0.23920749358529542	0.19705679633434964	0.22057627436805055	0.24751178675212349	0.19375832171058582	0.31747668093930964	0.19557093192952643	0.1812379108790455	0.2561058846541523	0.43515625439489014	0.2013623820243426	0.24809053055601807	0.1936004763290147	0.1683749502825904	0.2722510048442841	0.2431840252524898	0.3706506237600884	0.29365005301422864	0.2730950645901937	0.22442083348783526	0.35098034743733697	0.3063464216130669	0.2636189314976747	0.3745185797969274	0.0	0.16914997180348434	0.36959752633925236	0.16479782130147477	0.1865793246518367	0.21077632710921945	0.2670060793647262	0.3247283981738045	0.3374317466330955	0.2594633975467384	0.38323637328956994	0.2568223569618343	0.48419460555023464	0.21788496336837943	0.2215082792154337	0.30188098260828267	0.3322128487283359
f2pp	0.3736858323719138	0.31161464878192324	0.25832177446008975	0.21617107720914394	0.23969055524284488	0.26662606762691776	0.21287260258538016	0.336590961814104	0.21468521280432076	0.220076299351881	0.2949442731269878	0.4739946428677256	0.24020077049717803	0.28692891902885354	0.23243886480185016	0.20721333875542586	0.31108939331711954	0.28202241372532527	0.4094890122329239	0.3324884414870641	0.31193345306302916	0.2632592219606707	0.3898187359101724	0.3451848100859024	0.3024573199705101	0.41335696826976287	0.16914997180348434	0.0	0.38871180721404675	0.1839121021762691	0.20569360552663102	0.22989060798401378	0.28612036023952053	0.34384267904859883	0.35654602750788983	0.2785776784215327	0.4023506541643643	0.27593663783662864	0.503308886425029	0.23699924424317376	0.24062256009022803	0.32099526348307694	0.35132712960313023
f16ppA	0.44985252248238095	0.3877813388923904	0.3344884645705569	0.31888097125893194	0.34240044929263286	0.3998938924350104	0.36576140883928343	0.4894797680680072	0.3858600665974594	0.420523853887649	0.4953918276627558	0.6744421974034935	0.44064832503294604	0.48737647356462155	0.4328864193376182	0.40766089329119387	0.5115369478528875	0.4824699682610933	0.6099365667686919	0.5329359960228321	0.5123810075987971	0.46370677649643877	0.5902662904459404	0.5456323646216704	0.5029048745062781	0.6138045228055309	0.36959752633925236	0.38871180721404675	0.0	0.20480170503877765	0.2493103282307853	0.28717357465985416	0.34340332691536096	0.4011256457244392	0.4138289941837302	0.3358606450973731	0.45963362084020465	0.33321960451246907	0.5605918531008695	0.2942822109190142	0.2979055267660684	0.3782782301589174	0.42749381971359746
f4pp	0.24505281744460333	0.18298163385461283	0.1296887595327793	0.11408126622115433	0.13760074425485527	0.19509418739723278	0.1609617038015058	0.2846800630302296	0.1810603615596818	0.2157241488498714	0.2905921226249782	0.469642492365716	0.23584861999516846	0.28257676852684394	0.22808671429984057	0.20286118825341626	0.30673724281510995	0.27767026322331567	0.4051368617309143	0.32813629098505454	0.30758130256101957	0.25890707145866115	0.3854665854081628	0.3408326595838928	0.2981051694685005	0.40900481776775327	0.16479782130147477	0.1839121021762691	0.20480170503877765	0.0	0.04451062319300771	0.08237386962207659	0.13860362187758335	0.19632594068666165	0.20902928914595265	0.13106094005959554	0.2548339158024271	0.12841989947469146	0.35579214806309184	0.08948250588123659	0.09310582172829084	0.1734785251211398	0.22269411467581982
f12ppB	0.2668343207949652	0.20476313720497472	0.1514702628831412	0.13586276957151622	0.15938224760521716	0.21687569074759466	0.1827432071518677	0.30646156638059147	0.2028418649100437	0.23750565220023329	0.3123736259753401	0.49142399571607787	0.25763012334553037	0.3043582718772058	0.24986821765020245	0.22464269160377814	0.32851874616547183	0.29945176657367756	0.4269183650812762	0.3499177943354164	0.32936280591138145	0.28068857480902304	0.4072480887585247	0.3626141629342547	0.3198866728188624	0.43078632111811516	0.1865793246518367	0.20569360552663102	0.2493103282307853	0.04451062319300771	0.0	0.10415537297243849	0.16038512522794524	0.21810744403702353	0.23081079249631453	0.15284244340995745	0.276615419152789	0.15020140282505334	0.3775736514134537	0.11126400923159849	0.11488732507865274	0.19526002847150167	0.2444756180261817
f24pp	0.291031323252348	0.22896013966235748	0.17566726534052396	0.16005977202889898	0.18357925006259992	0.24107269320497743	0.20694020960925047	0.33065856883797423	0.22703886736742646	0.26170265465761605	0.33657062843272284	0.5156209981734606	0.28182712580291314	0.3285552743345886	0.2740652201075852	0.2488396940611609	0.3527157486228546	0.3236487690310603	0.45111536753865894	0.3741147967927992	0.3535598083687642	0.3048855772664058	0.43144509121590746	0.38681116539163746	0.34408367527624517	0.4549833235754979	0.21077632710921945	0.22989060798401378	0.28717357465985416	0.08237386962207659	0.10415537297243849	0.0	0.11530548761946763	0.17302780642854593	0.18573115488783692	0.1445291074132372	0.26830208315606874	0.1418880668283331	0.3692603154167335	0.10295067323487825	0.1065739890819325	0.18694669247478143	0.26867262048356444
f14ppA	0.3472610755078548	0.28518989191786426	0.23189701759603076	0.21628952428440576	0.2398090023181067	0.29730244546048423	0.2631699618647572	0.38688832109348104	0.28326861962293326	0.31793240691312286	0.39280038068822964	0.5718507504289674	0.3380568780584199	0.3847850265900954	0.330294972363092	0.30506944631666766	0.40894550087836135	0.3798785212865671	0.5073451197941657	0.430344549048306	0.40978956062427097	0.36111532952191255	0.4876748434714142	0.44304091764714426	0.4003134275317519	0.5112130758310047	0.2670060793647262	0.28612036023952053	0.34340332691536096	0.13860362187758335	0.16038512522794524	0.11530548761946763	0.0	0.2076249769540941	0.2203283254133851	0.20075885966874396	0.3245318354115755	0.19811781908383988	0.42549006767224024	0.15918042549038502	0.16280374133743927	0.2431764447302882	0.32490237273907124
f23ppA	0.4049833943169331	0.34291221072694256	0.28961933640510906	0.27401184309348403	0.297531321127185	0.35502476426956253	0.3208922806738355	0.44461063990255933	0.34099093843201156	0.37565472572220115	0.45052269949730794	0.6295730692380457	0.3957791968674982	0.4425073453991737	0.3880172911721703	0.36279176512574596	0.46666781968743964	0.43760084009564537	0.565067438603244	0.4880668678573843	0.46751187943334926	0.41883764833099085	0.5453971622804925	0.5007632364562226	0.4580357463408302	0.568935394640083	0.3247283981738045	0.34384267904859883	0.4011256457244392	0.19632594068666165	0.21810744403702353	0.17302780642854593	0.2076249769540941	0.0	0.25202953720950544	0.25848117847782226	0.3822541542206538	0.25584013789291815	0.48321238648131853	0.2169027442994633	0.22052606014651754	0.3008987635393665	0.38262469154814954
w9pp	0.4176867427762241	0.35561555918623355	0.30232268486440006	0.28671519155277503	0.310234669586476	0.36772811272885353	0.3335956291331265	0.45731398836185033	0.35369428689130256	0.38835807418149215	0.46322604795659894	0.6422764176973367	0.4084825453267892	0.4552106938584647	0.4007206396314613	0.37549511358503695	0.47937116814673064	0.45030418855493637	0.577770787062535	0.5007702163166753	0.48021522789264026	0.43154099679028185	0.5581005107397835	0.5134665849155136	0.4707390948001212	0.581638743099374	0.3374317466330955	0.35654602750788983	0.4138289941837302	0.20902928914595265	0.23081079249631453	0.18573115488783692	0.2203283254133851	0.25202953720950544	0.0	0.27118452693711326	0.3949575026799448	0.26854348635220915	0.49591573494060953	0.2296060927587543	0.23322940860580854	0.3136021119986575	0.39532804000744054
f6ppB	0.3397183936898669	0.2776472100998764	0.22435433577804292	0.20874684246641795	0.23226632050011886	0.2897597636424964	0.2556272800467694	0.3793456392754932	0.2757259378049454	0.310389725095135	0.3852576988702418	0.5643080686109796	0.3305141962404321	0.37724234477210755	0.3227522905451042	0.2975267644986799	0.40140281906037356	0.3723358394685793	0.4998024379761779	0.42280186723031815	0.4022468788062832	0.3535726477039247	0.4801321616534264	0.4354982358291564	0.39277074571376414	0.5036703940130169	0.2594633975467384	0.2785776784215327	0.3358606450973731	0.13106094005959554	0.15284244340995745	0.1445291074132372	0.20075885966874396	0.25848117847782226	0.27118452693711326	0.0	0.2501587492392293	0.12374473291149365	0.351116981499894	0.12782391960479453	0.13144723545184878	0.21181993884469769	0.3173596909210834
f21pp	0.46349136943269853	0.401420185842708	0.3481273115208745	0.3325198182092495	0.35603929624295044	0.413532739385328	0.37940025578960096	0.5031186150183248	0.399498913547777	0.4341627008379666	0.5090306746130734	0.6880810443538111	0.4542871719832636	0.5010153205149391	0.44652526628793576	0.4212997402415114	0.5251757948032051	0.4961088152114108	0.6235754137190095	0.5465748429731497	0.5260198545491147	0.4773456234467563	0.603905137396258	0.559271211571988	0.5165437214565957	0.6274433697558485	0.38323637328956994	0.4023506541643643	0.45963362084020465	0.2548339158024271	0.276615419152789	0.26830208315606874	0.3245318354115755	0.3822541542206538	0.3949575026799448	0.2501587492392293	0.0	0.19656514149129228	0.42393739007969267	0.2515968953476261	0.2552202111946803	0.33559291458752927	0.44113266666391504
f11pp	0.3370773531049629	0.27500616951497237	0.22171329519313887	0.20610580188151387	0.2296252799152148	0.28711872305759234	0.2529862394618653	0.37670459869058914	0.27308489722004137	0.30774868451023096	0.38261665828533775	0.5616670280260755	0.327873155655528	0.3746013041872035	0.32011124996020013	0.29488572391377577	0.39876177847546945	0.3696947988836752	0.49716139739127385	0.4201608266454141	0.3996058382213791	0.35093160711902066	0.4774911210685223	0.43285719524425237	0.39012970512886	0.5010293534281128	0.2568223569618343	0.27593663783662864	0.33321960451246907	0.12841989947469146	0.15020140282505334	0.1418880668283331	0.19811781908383988	0.25584013789291815	0.26854348635220915	0.12374473291149365	0.19656514149129228	0.0	0.2529554814679146	0.12518287901989045	0.1288061948669447	0.20917889825979363	0.31471865033617935
w17pp	0.5644496016933632	0.5023784181033727	0.4490855437815392	0.4334780504699142	0.45699752850361514	0.5144909716459927	0.4803584880502657	0.6040768472789895	0.5004571458084417	0.5351209330986313	0.6099889068737381	0.7890392766144758	0.5552454042439283	0.6019735527756038	0.5474834985486005	0.5222579725021761	0.6261340270638698	0.5970670474720756	0.7245336459796742	0.6475330752338144	0.6269780868097794	0.578303855707421	0.7048633696569226	0.6602294438326527	0.6175019537172604	0.7284016020165132	0.48419460555023464	0.503308886425029	0.5605918531008695	0.35579214806309184	0.3775736514134537	0.3692603154167335	0.42549006767224024	0.48321238648131853	0.49591573494060953	0.351116981499894	0.42393739007969267	0.2529554814679146	0.0	0.35255512760829083	0.35617844345534505	0.43655114684819396	0.5420908989245797
f20ppA	0.29813995951150796	0.23606877592151748	0.182775901599684	0.167168408288059	0.19068788632175993	0.24818132946413746	0.21404884586841044	0.33776720509713426	0.23414750362658648	0.2688112909167761	0.34367926469188287	0.5227296344326207	0.2889357620620731	0.3356639105937486	0.28117385636674525	0.25594833032032094	0.3598243848820146	0.33075740529022035	0.45822400379781897	0.3812234330519592	0.36066844462792425	0.3119942135255658	0.4385537274750675	0.3939198016507975	0.3511923115354052	0.46209195983465795	0.21788496336837943	0.23699924424317376	0.2942822109190142	0.08948250588123659	0.11126400923159849	0.10295067323487825	0.15918042549038502	0.2169027442994633	0.2296060927587543	0.12782391960479453	0.2515968953476261	0.12518287901989045	0.35255512760829083	0.0	0.07025778046972672	0.15063048386257566	0.27578125674272447
f1pp	0.30176327535856223	0.23969209176857173	0.1863992174467382	0.17079172413511323	0.19431120216881417	0.2518046453111917	0.21767216171546472	0.3413905209441885	0.2377708194736407	0.2724346067638303	0.3473025805389371	0.5263529502796749	0.2925590779091274	0.33928722644080284	0.28479717221379947	0.25957164616737516	0.36344770072906885	0.3343807211372746	0.4618473196448732	0.38484674889901344	0.36429176047497847	0.31561752937262005	0.4421770433221217	0.3975431174978517	0.3548156273824594	0.46571527568171217	0.2215082792154337	0.24062256009022803	0.2979055267660684	0.09310582172829084	0.11488732507865274	0.1065739890819325	0.16280374133743927	0.22052606014651754	0.23322940860580854	0.13144723545184878	0.2552202111946803	0.1288061948669447	0.35617844345534505	0.07025778046972672	0.0	0.15425179970862984	0.2794045725897787
f8pp	0.38213597875141114	0.32006479516142067	0.2667719208395872	0.2511644275279622	0.2746839055616631	0.33217734870404064	0.29804486510831363	0.42176322433703745	0.31814352286648967	0.35280731015667927	0.42767528393178605	0.6067256536725238	0.37293178130197635	0.4196599298336518	0.36516987560664843	0.3399443495602241	0.4438204041219178	0.41475342453012354	0.5422200230377221	0.4652194522918624	0.44466446386782743	0.39599023276546896	0.5225497467149707	0.47791582089070067	0.4351883307753084	0.5460879790745612	0.30188098260828267	0.32099526348307694	0.3782782301589174	0.1734785251211398	0.19526002847150167	0.18694669247478143	0.2431764447302882	0.3008987635393665	0.3136021119986575	0.21181993884469769	0.33559291458752927	0.20917889825979363	0.43655114684819396	0.15063048386257566	0.15425179970862984	0.0	0.35977727598262765
f14ppB	0.3199618973303694	0.3110428456901238	0.2577499713682903	0.2814962936480154	0.30501577168171634	0.3625092148240939	0.3283767312283669	0.45209509045709073	0.3484753889865429	0.3831391762767325	0.45800715005183934	0.6370575197925771	0.4032636474220296	0.4499917959537051	0.39550174172670166	0.37027621568027735	0.47415227024197104	0.44508529065017677	0.5725518891577754	0.4955513184119157	0.47499632998788066	0.4263220988855223	0.5528816128350239	0.508247687010754	0.4655201968953616	0.5764198451946144	0.3322128487283359	0.35132712960313023	0.42749381971359746	0.22269411467581982	0.2444756180261817	0.26867262048356444	0.32490237273907124	0.38262469154814954	0.39532804000744054	0.3173596909210834	0.44113266666391504	0.31471865033617935	0.5420908989245797	0.27578125674272447	0.2794045725897787	0.35977727598262765	0.0
