	w9pp	w8pp	w10pp	31749	530368	F6H1	31750	530451	S12Hp	530295	530331	530177	531414	31766	31236	31343	530394	S11Hp	31021	31600	31071	S26Hp	31328	S27H1	31219	31519	S3Hp	F8H1	F22HpB	530075	F16H1	F7H1	s24H1	S2Hp	S22Hp	S8Hp	31537	S7Hp	S9H1	S23Hp	S20H1	S30H1	S29H1	S17H1	31300	31360	S15Hp	F14H1A	S31Hp	S25Hp	31700	530215	31232	530258	S19H1	S16H2	F3H1	F32H1	S6Hp	31333	S28Hp	S18H1	31267	S13Hp	F29H1	S10H1	S4Hp	S21H1	F14H1B	530444	31512	F23HpA	530050	530055	S14Hp	S1Hp	f20ppA	w20pp	w17pp	f7pp	f24pp	w23pp
530331	0.4253014799506279	0.4547528458565189	0.45237563146695214	0.34014043176053443	0.3757054302102071	0.23591128622646645	0.27509599146610597	0.3686447200250492	0.25008819417335204	0.342596719170471	0.0	0.34846025452121954	0.44069799943495946	0.4371921720212587	0.3552546843144895	0.4020768120675412	0.37084460455351365	0.3005012614397397	0.29909177280210203	0.31652725326005865	0.2652701415821267	0.23475216758520556	0.2874715593267599	0.30903982307624317	0.2710442606291332	0.2488327593717623	0.22852257503007078	0.29741172102889823	0.28932295598473057	0.4250786282682265	0.31709628872779105	0.3023529063652927	0.4561319839012594	0.4028230811911183	0.27367863542974347	0.29800570104674057	0.32722011994927325	0.2362976644723619	0.3172768760330812	0.3027766549616901	0.45065570871460364	0.27981511794294467	0.4451694185611258	0.3281205110705939	0.3357468339103971	0.33772248156513596	0.32600923065289583	0.25419619417322115	0.2659779571308275	0.3450639234309771	0.27553152462632374	0.3518030623999371	0.36759367338870375	0.3279428107501654	0.2933858203450225	0.2384972600795052	0.24868583886880405	0.2476616251320109	0.3057375151341871	0.2991428853327046	0.3600433687395199	0.33720624972649194	0.3201560064177049	0.2495263338605329	0.30733207437318716	0.4108507477222492	0.3274458896252034	0.24811313968202595	0.2860374837042062	0.34879283883421874	0.25298648194806317	0.28441943610893494	0.2757317166343399	0.39904924278735565	0.27039483226384575	0.2520528413936217	0.42505181375376105	0.4212560497148842	0.4499080659133133	0.4425917387107309	0.44285553983344605	0.4522815703964472
530177	0.42938273438751734	0.4588341002934083	0.4564568859038416	0.3442216861974238	0.37978668464709653	0.2399925406633559	0.27917724590299536	0.3727259744619386	0.25416944861024143	0.3466779736073604	0.34846025452121954	0.0	0.44477925387184886	0.44127342645814815	0.3593359387513789	0.40615806650443065	0.3749258589904031	0.3045825158766291	0.3031730272389915	0.32060850769694804	0.2693513960190161	0.23883342202209498	0.2915528137636493	0.3131210775131326	0.2751255150660227	0.25291401380865175	0.2326038294669602	0.3014929754657877	0.29340421042161996	0.4291598827051159	0.32117754316468045	0.3064341608021821	0.46021323833814887	0.40690433562800776	0.27775988986663286	0.30208695548363	0.3313013743861627	0.24037891890925128	0.3213581304699706	0.30685790939857954	0.45473696315149303	0.2838963723798341	0.44925067299801524	0.3322017655074833	0.3398280883472865	0.3418037360020254	0.3300904850897852	0.2582774486101106	0.27005921156771695	0.3491451778678665	0.27961277906321313	0.35588431683682653	0.3716749278255932	0.33202406518705485	0.29746707478191187	0.24257851451639462	0.25276709330569347	0.25174287956890035	0.30981876957107657	0.30322413976959406	0.36412462317640937	0.3412875041633814	0.3242372608545943	0.25360758829742236	0.3114133288100766	0.4149320021591386	0.3315271440620928	0.25219439411891537	0.29011873814109557	0.3528740932711082	0.2570677363849526	0.28850069054582433	0.27981297107122927	0.4031304972242451	0.2744760867007352	0.2561340958305111	0.4291330681906505	0.4253373041517736	0.45398932035020273	0.4466729931476203	0.4469367942703355	0.4563628248333366
531414	0.4737308781010641	0.5031822440069551	0.5008050296173884	0.3885698299109706	0.4241348283606433	0.2967855232455259	0.33597022848516533	0.4295189570441086	0.32120721907447236	0.41371774407259143	0.44069799943495946	0.44477925387184886	0.0	0.2303049198441936	0.3178777687750743	0.364699896528126	0.35472369550975824	0.2843803523959843	0.3014026654543762	0.3188381459123328	0.2675810342344008	0.23706306023747975	0.29832785876225876	0.3198961225117421	0.28190056006463216	0.25968905880726123	0.25236993343527797	0.32125907943410537	0.3131703143899377	0.44892598667343364	0.3409436471329982	0.32620026477049985	0.4799793423064666	0.42667043959632545	0.2975259938349506	0.32185305945194775	0.35106747835448043	0.260145022877569	0.3411242344382883	0.3266240133668973	0.47450306711981083	0.3036624763481518	0.4690167769663329	0.35196786947580105	0.3595941923156043	0.3615698399703431	0.349856589058103	0.27804355257842833	0.2898253155360347	0.36891128183618427	0.2993788830315309	0.37565042080514427	0.39144103179391093	0.3517901691553726	0.3172331787502296	0.26234461848471236	0.2725331972740112	0.2715089835372181	0.3295848735393943	0.32299024373791174	0.3838907271447271	0.3610536081316991	0.34400336482291205	0.2733736922657401	0.33117943277839434	0.4346981061274564	0.3512932480304105	0.2719604980872331	0.30988484210941336	0.3726401972394259	0.27683384035327036	0.3082667945141421	0.299579075039547	0.4228966011925628	0.29424219066905294	0.27590019979882885	0.4734812119041973	0.4696854478653204	0.4983374640637495	0.4910211368611671	0.4912849379838823	0.5007109685468835
31766	0.47022505068736337	0.49967641659325435	0.4972992022036876	0.3850640024972699	0.42062900094694256	0.2932796958318251	0.33246440107146463	0.4260131296304078	0.3177013916607716	0.4102119166588907	0.4371921720212587	0.44127342645814815	0.2303049198441936	0.0	0.31437194136137353	0.3611940691144253	0.3512178680960575	0.28087452498228355	0.29789683804067546	0.3153323184986321	0.2640752068207001	0.23355723282377902	0.29482203134855806	0.31639029509804134	0.2783947326509314	0.2561832313935605	0.2488641060215772	0.31775325202040466	0.309664486976237	0.4454201592597329	0.3374378197192974	0.32269443735679915	0.4764735148927659	0.42316461218262474	0.29402016642124984	0.318347232038247	0.3475616509407797	0.2566391954638683	0.33761840702458756	0.3231181859531965	0.47099723970611007	0.3001566489344511	0.4655109495526322	0.3484620420621003	0.35608836490190354	0.3580640125566424	0.34635076164440226	0.27453772516472763	0.286319488122334	0.3654054544224835	0.29587305561783017	0.37214459339144357	0.38793520438021023	0.3482843417416719	0.31372735133652885	0.2588387910710116	0.2690273698603105	0.2680031561235173	0.32607904612569355	0.31948441632421104	0.3803848997310264	0.3575477807179984	0.34049753740921135	0.26986786485203934	0.3276736053646936	0.43119227871375565	0.3477874206167098	0.2684546706735324	0.3063790146957126	0.3691343698257252	0.2733280129395696	0.3047609671004413	0.2960732476258463	0.4193907737788621	0.2907363632553522	0.27239437238512815	0.46997538449049653	0.46617962045161965	0.49483163665004876	0.48751530944746635	0.48777911057018153	0.49720514113318265
31236	0.38828756298059414	0.4177389288864851	0.4153617144969184	0.3031265147905007	0.3386915132401733	0.2113422081250559	0.2505269133646954	0.3440756419236386	0.2357639039540024	0.32827442895212144	0.3552546843144895	0.3593359387513789	0.3178777687750743	0.31437194136137353	0.0	0.21139346433909023	0.26928038038928825	0.19893703727551432	0.21595935033390623	0.23339483079186285	0.1821377191139309	0.1516197451170098	0.21288454364178883	0.2344528073912721	0.19645724494416217	0.17424574368679127	0.16692661831480798	0.23581576431363543	0.22772699926946777	0.36348267155296365	0.2555003320125282	0.24075694965002992	0.3945360271859967	0.3412271244758555	0.21208267871448064	0.23640974433147777	0.26562416323401045	0.1747017077570991	0.25568091931781833	0.2411806982464273	0.38905975199934084	0.21821916122768187	0.383573461845863	0.26652455435533107	0.2741508771951343	0.27612652484987316	0.26441327393763303	0.19260023745795837	0.20438200041556473	0.2834679667157143	0.21393556791106094	0.29020710568467434	0.305997716673441	0.26634685403490266	0.23178986362975965	0.1769013033642424	0.18708988215354128	0.18606566841674813	0.24414155841892432	0.2375469286174418	0.2984474120242572	0.2756102930112292	0.2585600497024421	0.18793037714527014	0.24573611765792436	0.3492547910069864	0.2658499329099406	0.18651718296676315	0.22444152698894337	0.28719688211895594	0.1913905252328004	0.2228234793936721	0.21413575991907707	0.33745328607209285	0.20879887554858295	0.19045688467835892	0.3880378967837273	0.3842421327448504	0.4128941489432795	0.4055778217406971	0.4058416228634123	0.4152676534264134
31343	0.4351096907336459	0.4645610566395369	0.46218384224997017	0.3499486425435524	0.3855136409932251	0.25816433587810766	0.2973490411177471	0.3908977696766904	0.28258603170705415	0.37509655670517317	0.4020768120675412	0.40615806650443065	0.364699896528126	0.3611940691144253	0.21139346433909023	0.0	0.31610250814234003	0.2457591650285661	0.262781478086958	0.2802169585449146	0.22895984686698265	0.19844187287006154	0.2597066713948406	0.2812749351443239	0.24327937269721392	0.22106787143984302	0.21374874606785974	0.2826378920666872	0.2745491270225195	0.41030479930601543	0.30232245976558	0.28757907740308164	0.4413581549390484	0.3880492522289073	0.2589048064675324	0.28323187208452955	0.3124462909870622	0.22152383551015084	0.3025030470708701	0.2880028259994791	0.4358818797523926	0.26504128898073365	0.4303955895989148	0.31334668210838285	0.32097300494818604	0.32294865260292493	0.31123540169068475	0.23942236521101012	0.2512041281686165	0.330290094468766	0.26075769566411267	0.33702923343772606	0.3528198444264927	0.3131689817879544	0.2786119913828114	0.22372343111729415	0.233912009906593	0.23288779616979988	0.2909636861719761	0.2843690563704936	0.3452695397773089	0.3224324207642809	0.30538217745549384	0.2347525048983219	0.29255824541097614	0.39607691876003814	0.31267206066299236	0.2333393107198149	0.2712636547419951	0.3340190098720077	0.23821265298585215	0.26964560714672386	0.2609578876721288	0.38427541382514463	0.25562100330163473	0.23727901243141064	0.4348600245367791	0.4310642604979022	0.4597162766963313	0.4523999494937489	0.4526637506164641	0.4620897811794652
530394	0.40387748321961836	0.43332884912550934	0.4309516347359426	0.31871643502952485	0.35428143347919755	0.2269321283640801	0.26611683360371957	0.3596655621626628	0.2513538241930266	0.3438643491911456	0.37084460455351365	0.3749258589904031	0.35472369550975824	0.3512178680960575	0.26928038038928825	0.31610250814234003	0.0	0.18694963384594881	0.23154927057293045	0.24898475103088702	0.1977276393529551	0.167209665356034	0.22847446388081302	0.25004272763029634	0.21204716518318636	0.18983566392581547	0.18251653855383218	0.25140568455265966	0.24331691950849194	0.3790725917919879	0.2710902522515524	0.2563468698890541	0.41012594742502084	0.35681704471487974	0.22767259895350483	0.251999664570502	0.28121408347303467	0.19029162799612329	0.27127083955684256	0.2567706184854515	0.40464967223836507	0.23380908146670606	0.3991633820848872	0.2821144745943553	0.2897407974341585	0.2917164450888974	0.2800031941766572	0.20819015769698257	0.21997192065458893	0.29905788695473845	0.2295254881500851	0.3057970259236985	0.32158763691246517	0.2819367742739268	0.24737978386878384	0.1924912236032666	0.20267980239256544	0.20165558865577232	0.25973147865794854	0.25313684885646603	0.31403733226328134	0.29120021325025336	0.2741499699414663	0.20352029738429434	0.2613260378969486	0.3648447112460106	0.2814398531489648	0.20210710320578734	0.24003144722796757	0.30278680235798017	0.2069804454718246	0.2384133996326963	0.22972568015810124	0.3530432063111171	0.22438879578760718	0.2060468049173831	0.4036278170227515	0.39983205298387464	0.42848406918230375	0.42116774197972134	0.4214315431024365	0.43085757366543764
S11Hp	0.3335341401058444	0.3629855060117354	0.3606082916221687	0.24837309191575088	0.2839380903654236	0.15658878525030615	0.19577349048994563	0.2893222190488889	0.18101048107925263	0.2735210060773717	0.3005012614397397	0.3045825158766291	0.2843803523959843	0.28087452498228355	0.19893703727551432	0.2457591650285661	0.18694963384594881	0.0	0.16120592745915646	0.17864140791711308	0.12738429623918113	0.09686632224226002	0.15813112076703906	0.17969938451652234	0.1417038220694124	0.1194923208120415	0.11217319544005822	0.18106234143888567	0.172973576394718	0.30872924867821394	0.20074690913777846	0.18600352677528015	0.33978260431124685	0.28647370160110575	0.15732925583973087	0.181656321456728	0.21087074035926068	0.11994828488234931	0.2009274964430686	0.18642727537167753	0.33430632912459113	0.1634657383529321	0.3288200389711132	0.21177113148058133	0.21939745432038454	0.2213731019751234	0.20965985106288326	0.1378468145832086	0.14962857754081496	0.2287145438409645	0.15918214503631117	0.23545368280992454	0.2512442937986912	0.21159343116015286	0.17703644075500988	0.12214788048949263	0.1323364592787915	0.13131224554199836	0.18938813554417455	0.18279350574269204	0.24369398914950738	0.2208568701364794	0.20380662682769235	0.13317695427052037	0.1909826947831746	0.29450136813223665	0.2110965100351908	0.13176376009201338	0.1696881041141936	0.23244345924420617	0.13663710235805063	0.16807005651892234	0.1593823370443273	0.2826998631973431	0.15404545267383318	0.13570346180360915	0.3332844739089776	0.3294887098701007	0.3581407260685298	0.3508243988659474	0.3510881999886626	0.3605142305516637
31021	0.33212465146820674	0.3615760173740977	0.359198802984531	0.24696360327811323	0.28252860172778593	0.1551792966126685	0.19436400185230795	0.2879127304112512	0.17960099244161498	0.272111517439734	0.29909177280210203	0.3031730272389915	0.3014026654543762	0.29789683804067546	0.21595935033390623	0.262781478086958	0.23154927057293045	0.16120592745915646	0.0	0.14119121280338484	0.10791170393051915	0.07739372993359803	0.15672163212940138	0.1782898958788847	0.14029433343177475	0.11808283217440384	0.11076370680242056	0.179652852801248	0.17156408775708032	0.30731976004057626	0.1993374205001408	0.18459403813764247	0.3383731156736092	0.28506421296346807	0.15591976720209322	0.18024683281909035	0.20946125172162303	0.11853879624471164	0.19951800780543094	0.18501778673403987	0.33289684048695345	0.16205624971529442	0.32741055033347555	0.21036164284294367	0.21798796568274686	0.2199636133374857	0.20825036242524558	0.13643732594557095	0.1482190889031773	0.22730505520332683	0.1577726563986735	0.2340441941722869	0.24983480516105355	0.2101839425225152	0.17562695211737223	0.12073839185185496	0.13092697064115383	0.12990275690436068	0.1879786469065369	0.18138401710505436	0.24228450051186973	0.21944738149884174	0.20239713819005467	0.1317674656328827	0.18957320614553694	0.293091879494599	0.20968702139755313	0.13035427145437573	0.16827861547655593	0.2310339706065685	0.13522761372041295	0.1666605678812847	0.15797284840668963	0.2812903745597054	0.15263596403619553	0.13429397316597147	0.3318749852713399	0.328079221232463	0.35673123743089213	0.3494149102283097	0.3496787113510249	0.359104741914026
31600	0.3495601319261633	0.3790114978320543	0.37663428344248756	0.2643990837360698	0.2999640821857425	0.17261477707062506	0.21179948231026455	0.30534821086920777	0.19703647289957155	0.2895469978976906	0.31652725326005865	0.32060850769694804	0.3188381459123328	0.3153323184986321	0.23339483079186285	0.2802169585449146	0.24898475103088702	0.17864140791711308	0.14119121280338484	0.0	0.12534718438847575	0.09482921039155462	0.174157112587358	0.19572537633684128	0.15772981388973134	0.13551831263236042	0.12819918726037716	0.1970883332592046	0.1889995682150369	0.3247552404985328	0.21677290095809737	0.20202951859559906	0.3558085961315658	0.3024996934214247	0.17335524766004978	0.19768231327704694	0.22689673217957962	0.13597427670266823	0.2169534882633875	0.20245326719199647	0.35033232094491	0.17949173017325104	0.34484603079143217	0.22779712330090024	0.23542344614070349	0.23739909379544233	0.2256858428832022	0.15387280640352752	0.1656545693611339	0.24474053566128345	0.1752081368566301	0.25147967463024345	0.2672702856190101	0.22761942298047178	0.1930624325753288	0.13817387230981154	0.14836245109911042	0.14733823736231727	0.2054141273644935	0.19881949756301098	0.2597199809698263	0.2368828619567983	0.21983261864801126	0.14920294609083928	0.20700868660349353	0.3105273599525556	0.22712250185550975	0.14778975191233232	0.18571409593451255	0.24846945106452512	0.15266309417836954	0.18409604833924126	0.17540832886464622	0.298725855017662	0.17007144449415212	0.15172945362392806	0.34931046572929647	0.3455147016904196	0.3741667178888487	0.3668503906862663	0.36711419180898147	0.3765402223719826
31071	0.29830302024823135	0.32775438615412233	0.3253771717645556	0.21314197205813784	0.24870697050781054	0.12135766539269312	0.1605423706323326	0.2540910991912758	0.1457793612216396	0.23828988621975866	0.2652701415821267	0.2693513960190161	0.2675810342344008	0.2640752068207001	0.1821377191139309	0.22895984686698265	0.1977276393529551	0.12738429623918113	0.10791170393051915	0.12534718438847575	0.0	0.040799568790140024	0.12290000090942604	0.14446826465890933	0.10647270221179939	0.08426120095442849	0.0769420755824452	0.14583122158127265	0.13774245653710496	0.27349812882060087	0.16551578928016544	0.1507724069176671	0.30455148445363384	0.25124258174349273	0.12209813598211786	0.14642520159911498	0.17563962050164766	0.0847171650247363	0.16569637658545558	0.1511961555140645	0.29907520926697806	0.12823461849531909	0.2935889191135002	0.1765400116229683	0.18416633446277153	0.18614198211751037	0.17442873120527025	0.10261569472559559	0.11439745768320195	0.1934834239833515	0.12395102517869813	0.20022256295231153	0.2160131739410782	0.17636231130253985	0.14180532089739686	0.0869167606318796	0.09710533942117847	0.09608112568438533	0.15415701568656154	0.14756238588507903	0.20846286929189436	0.18562575027886638	0.1685755069700793	0.09794583441290734	0.15575157492556158	0.25927024827462364	0.1758653901775778	0.09653264023440036	0.1344569842565806	0.19721233938659316	0.1014059825004376	0.13283893666130933	0.12415121718671426	0.24746874333973007	0.11881433281622017	0.10047234194599611	0.2980533540513645	0.29425759001248764	0.32290960621091674	0.31559327900833434	0.3158570801310495	0.32528311069405064
S26Hp	0.2677850462513102	0.2972364121572012	0.2948591977676345	0.18262399806121674	0.21818899651088944	0.090839691395772	0.1300243966354115	0.2235731251943547	0.11526138722471849	0.20777191222283753	0.23475216758520556	0.23883342202209498	0.23706306023747975	0.23355723282377902	0.1516197451170098	0.19844187287006154	0.167209665356034	0.09686632224226002	0.07739372993359803	0.09482921039155462	0.040799568790140024	0.0	0.09238202691250494	0.11395029066198822	0.07595472821487828	0.05374322695750738	0.04642410158552409	0.11531324758435153	0.10722448254018385	0.2429801548236798	0.13499781528324434	0.120254432920746	0.27403351045671276	0.2207246077465716	0.09158016198519674	0.11590722760219388	0.14512164650472656	0.054199191027815175	0.13517840258853447	0.1206781815171434	0.268557235270057	0.09771664449839797	0.2630709451165791	0.1460220376260472	0.1536483604658504	0.15562400812058924	0.14391075720834912	0.07209772072867447	0.08387948368628084	0.16296544998643037	0.09343305118177703	0.16970458895539042	0.18549519994415709	0.14584433730561874	0.11128734690047574	0.056398786634958495	0.06658736542425736	0.06556315168746421	0.12363904168964043	0.11704441188815791	0.17794489529497326	0.15510777628194528	0.1380575329731582	0.06742786041598622	0.12523360092864047	0.2287522742777025	0.14534741618065666	0.06601466623747926	0.10393901025965947	0.16669436538967203	0.07088800850351648	0.10232096266438821	0.09363324318979316	0.21695076934280894	0.08829635881929906	0.069954367949075	0.2675353800544434	0.2637396160155665	0.2923916322139956	0.2850753050114132	0.2853391061341284	0.2947651366971295
31328	0.3205044379928646	0.3499558038987556	0.34757858950918885	0.23534338980277106	0.2709083882524438	0.14355908313732632	0.1827437883769658	0.27629251693590906	0.1679807789662728	0.26049130396439185	0.2874715593267599	0.2915528137636493	0.29832785876225876	0.29482203134855806	0.21288454364178883	0.2597066713948406	0.22847446388081302	0.15813112076703906	0.15672163212940138	0.174157112587358	0.12290000090942604	0.09238202691250494	0.0	0.06577166307536217	0.10908419335269987	0.08687269209532897	0.09914349332707839	0.16803263932590584	0.15994387428173817	0.2956995465652341	0.18771720702479863	0.17297382466230032	0.326752902198267	0.2734439994881259	0.14429955372675105	0.16862661934374817	0.19784103824628085	0.10691858276936948	0.18789779433008877	0.1733975732586977	0.3212766270116113	0.15043603623995228	0.3157903368581334	0.1987414293676015	0.20636775220740472	0.20834339986214356	0.19663014894990344	0.12481711247022878	0.13659887542783514	0.2156848417279847	0.14615244292333135	0.22242398069694472	0.23821459168571138	0.19856372904717304	0.16400673864203005	0.1091181783765128	0.11930675716581167	0.11828254342901853	0.17635843343119473	0.16976380362971222	0.23066428703652755	0.20782716802349957	0.19077692471471253	0.12014725215754055	0.17795299267019477	0.2814716660192568	0.19806680792221099	0.11873405797903355	0.15665840200121378	0.21941375713122635	0.1236074002450708	0.15504035440594252	0.14635263493134748	0.26967016108436326	0.14101575056085336	0.12267375969062931	0.32025477179599776	0.3164590077571209	0.34511102395555	0.3377946967529676	0.33805849787568276	0.3474845284386839
S27H1	0.3420727017423479	0.37152406764823886	0.36914685325867214	0.25691165355225437	0.2924766520019271	0.16512734688680963	0.2043120521264491	0.29786078068539235	0.18954904271575612	0.28205956771387514	0.30903982307624317	0.3131210775131326	0.3198961225117421	0.31639029509804134	0.2344528073912721	0.2812749351443239	0.25004272763029634	0.17969938451652234	0.1782898958788847	0.19572537633684128	0.14446826465890933	0.11395029066198822	0.06577166307536217	0.0	0.13065245710218318	0.10844095584481227	0.1207117570765617	0.18960090307538913	0.18151213803122146	0.3172678103147174	0.20928547077428195	0.1945420884117836	0.34832116594775037	0.2950122632376092	0.16586781747623436	0.1901948830932315	0.21940930199576417	0.12848684651885278	0.20946605807957208	0.19496583700818101	0.3428448907610946	0.17200429998943556	0.3373586006076167	0.22030969311708481	0.227936015956888	0.22991166361162685	0.21819841269938672	0.1463853762197121	0.15816713917731845	0.23725310547746797	0.16772070667281463	0.24399224444642803	0.2597828554351947	0.22013199279665635	0.18557500239151337	0.1306864421259961	0.14087502091529497	0.13985080717850182	0.19792669718067804	0.1913320673791955	0.25223255078601087	0.22939543177298288	0.2123451884641958	0.14171551590702383	0.19952125641967808	0.3030399297687401	0.21963507167169427	0.14030232172851687	0.17822666575069707	0.24098202088070964	0.1451756639945541	0.17660861815542583	0.16792089868083077	0.29123842483384654	0.16258401431033667	0.1442420234401126	0.34182303554548105	0.33802727150660417	0.3666792877050333	0.35936296050245087	0.35962676162516605	0.36905279218816717
31219	0.3040771392952379	0.33352850520112887	0.33115129081156214	0.2189160911051444	0.2544810895548171	0.12713178443969966	0.16631648967933915	0.25986521823828235	0.15155348026864615	0.2440640052667652	0.2710442606291332	0.2751255150660227	0.28190056006463216	0.2783947326509314	0.19645724494416217	0.24327937269721392	0.21204716518318636	0.1417038220694124	0.14029433343177475	0.15772981388973134	0.10647270221179939	0.07595472821487828	0.10908419335269987	0.13065245710218318	0.0	0.068068275790186	0.08271619462945173	0.15160534062827918	0.14351657558411152	0.2792722478676074	0.17128990832717197	0.15654652596467367	0.3103256035006404	0.25701670079049926	0.1278722550291244	0.15219932064612152	0.1814137395486542	0.09049128407174283	0.1714704956324621	0.15697027456107104	0.3048493283139846	0.13400873754232562	0.29936303816050674	0.18231413066997484	0.18994045350977806	0.1919161011645169	0.18020285025227678	0.10838981377260212	0.12017157673020848	0.19925754303035803	0.1297251442257047	0.20599668199931806	0.22178729298808472	0.18213643034954638	0.1475794399444034	0.09269087967888615	0.10287945846818501	0.10185524473139188	0.15993113473356807	0.15333650493208556	0.2142369883389009	0.1913998693258729	0.17434962601708587	0.10371995345991389	0.1615256939725681	0.26504436732163017	0.18163950922458433	0.1023067592814069	0.14023110330358712	0.2029864584335997	0.10718010154744415	0.13861305570831586	0.12992533623372082	0.2532428623867366	0.12458845186322672	0.10624646099300265	0.30382747309837105	0.30003170905949417	0.3286837252579233	0.32136739805534087	0.32163119917805605	0.33105722974105717
31519	0.281865638037867	0.311317003943758	0.30893978955419127	0.19670458984777348	0.23226958829744618	0.10492028318232875	0.14410498842196823	0.23765371698091148	0.12934197901127525	0.22185250400939427	0.2488327593717623	0.25291401380865175	0.25968905880726123	0.2561832313935605	0.17424574368679127	0.22106787143984302	0.18983566392581547	0.1194923208120415	0.11808283217440384	0.13551831263236042	0.08426120095442849	0.05374322695750738	0.08687269209532897	0.10844095584481227	0.068068275790186	0.0	0.06050469337208084	0.1293938393709083	0.12130507432674059	0.25706074661023653	0.14907840706980108	0.13433502470730274	0.2881141022432695	0.23480519953312837	0.10566075377175349	0.12998781938875062	0.1592022382912833	0.06827978281437193	0.14925899437509121	0.13475877330370015	0.2826378270566137	0.11179723628495472	0.2771515369031358	0.16010262941260395	0.16772895225240717	0.169704599907146	0.15799134899490588	0.08617831251523123	0.09796007547283758	0.17704604177298713	0.10751364296833377	0.18378518074194716	0.19957579173071383	0.15992492909217548	0.1253679386870325	0.07047937842151523	0.0806679572108141	0.07964374347402096	0.13771963347619717	0.13112500367471466	0.19202548708153	0.16918836806850202	0.15213812475971494	0.08150845220254298	0.1393141927151972	0.24283286606425927	0.15942800796721343	0.080095258024036	0.11801960204621623	0.1807749571762288	0.08496860029007323	0.11640155445094497	0.1077138349763499	0.2310313611293657	0.1023769506058558	0.08403495973563174	0.2816159718410002	0.2778202078021233	0.3064722240005524	0.29915589679797	0.2994196979206852	0.3088457284836863
S3Hp	0.2615554536961755	0.2910068196020665	0.28862960521249975	0.17639440550608196	0.21195940395575466	0.08461009884063722	0.1237948040802767	0.21734353263921993	0.10903179466958371	0.20154231966770275	0.22852257503007078	0.2326038294669602	0.25236993343527797	0.2488641060215772	0.16692661831480798	0.21374874606785974	0.18251653855383218	0.11217319544005822	0.11076370680242056	0.12819918726037716	0.0769420755824452	0.04642410158552409	0.09914349332707839	0.1207117570765617	0.08271619462945173	0.06050469337208084	0.0	0.10231703978486281	0.09422827474069513	0.22998394702419106	0.1220016074837556	0.10725822512125728	0.261037302657224	0.2077283999470829	0.07858395418570802	0.10291101980270516	0.13212543870523785	0.041202983228326454	0.12218219478904574	0.10768197371765469	0.25556102747056825	0.08472043669890925	0.25007473731709035	0.13302582982655847	0.1406521526663617	0.14262780032110053	0.1309145494088604	0.05910151292918575	0.07088327588679211	0.14996924218694166	0.0804368433822883	0.1567083811559017	0.17249899214466835	0.13284812950613	0.09829113910098702	0.043402578835469774	0.05359115762476864	0.05256694388797549	0.11064283389015171	0.10404820408866919	0.16494868749548453	0.14211156848245654	0.1250613251736695	0.0544316526164975	0.11223739312915175	0.2157560664782138	0.13235120838116796	0.05301845843799052	0.09094280246017075	0.15369815759018332	0.05789180070402776	0.08932475486489949	0.08063703539030444	0.20395456154332023	0.07530015101981034	0.05695816014958628	0.26130578749930866	0.2575100234604317	0.2861620396588609	0.2788457124562785	0.27910951357899366	0.2885355441419948
F8H1	0.3304445996950029	0.3598959656008939	0.35751875121132715	0.2452835515049094	0.2808485499545821	0.15349924483946467	0.19268395007910416	0.28623267863804736	0.17792094066841116	0.2704314656665302	0.29741172102889823	0.3014929754657877	0.32125907943410537	0.31775325202040466	0.23581576431363543	0.2826378920666872	0.25140568455265966	0.18106234143888567	0.179652852801248	0.1970883332592046	0.14583122158127265	0.11531324758435153	0.16803263932590584	0.18960090307538913	0.15160534062827918	0.1293938393709083	0.10231703978486281	0.0	0.15654683571151917	0.2923025079950151	0.18432016845457963	0.16957678609208132	0.323355863628048	0.2700469609179069	0.14090251515653202	0.16522958077352917	0.19444399967606185	0.10352154419915048	0.18450075575986977	0.1700005346884787	0.3178795884413923	0.14703899766973327	0.3123932982879144	0.1953443907973825	0.20297071363718572	0.20494636129192453	0.19323311037968444	0.12142007390000976	0.13320183685761613	0.2122878031577657	0.14275540435311235	0.21902694212672572	0.23481755311549238	0.19516669047695404	0.16060970007181105	0.1057211398062938	0.11590971859559265	0.1148855048587995	0.17296139486097573	0.16636676505949322	0.22726724846630855	0.20443012945328054	0.18737988614449352	0.11675021358732152	0.17455595409997576	0.2780746274490378	0.19466976935199198	0.11533701940881455	0.15326136343099478	0.21601671856100735	0.12021036167485177	0.15164531583672358	0.14295759636212851	0.2662751225151443	0.13762071199163442	0.11927872112141036	0.33019493349813606	0.3263991694592592	0.3550511856576883	0.3477348584551059	0.34799865957782106	0.3574246901408222
