	f8pp	f10pp	f16ppA	f2pp	f7pp	f19pp	w18pp	w22pp	w21pp	f23ppB	f25pp	w29pp	w14pp	f6ppA	w16pp	w28pp	w11pp	w4pp	w24pp	w1pp	w17pp	w2pp	f11pp	w10pp	w32pp	f15pp	w13pp	w8pp	w31pp	w12pp	w15pp	w26pp	f24pp	w3pp	w9pp	w19pp	w20pp	w25pp	f16ppB	w27pp	f6ppB	f14ppA	f14ppB	f13pp	S2Hp	530394	530119	S19H1	530055	S15Hp	F14H1A	F23HpA	530052	31519	31009	31129	31714	530050	31021	31723	31750	530368	F1H1	31360	F22HpB	S14Hp	F16H1	31512	31328	S6Hp	S20H1	530215	31600	S12Hp	S8Hp	S10H1	530295	530364	31333	31428	F8H1	31071	F3H1	S26Hp	530331	530315	S9H1	S30H1	S11Hp	S29H1	S31Hp	530075	S25Hp	S16H2	31537	F14H1B	F29H1	S28Hp	S3Hp	S18H1	F32H1	31637	530074	S21H1	S23Hp	F22H1A	31219	31300	31700	530258	F6H1	31379	31267	S27H1	530163	31766	530251	31232	31452	S13Hp	S1Hp	S17H1	s24H1	S4Hp	S7Hp	F7H1	f26pp	f32pp	f12ppA	w23pp	f17ppB	f12ppB	f1pp	f4pp	f23ppA	f30pp	f18pp	f20ppA	f21pp
w31pp	0.048117010800199825	0.029703395839934848	0.03074429769532363	0.03547593857459912	0.03188212091657776	0.02178195530973475	0.023273100659526372	0.028001185942461544	0.04773625045030012	0.040521732808861385	0.04667843734938551	0.03524196826895023	0.02533419296102206	0.03254521688660978	0.02943458081156295	0.03417723432668796	0.02936915348812938	0.030801058300980073	0.02556748958475958	0.023152150209405815	0.022418543300692817	0.0327274321708896	0.026229992809846538	0.02690090949849392	0.03233304715833516	0.01966140196770695	0.021256468853695233	0.021438983399412706	0.0	0.024594929435009093	0.025288237039978435	0.012602742896921643	0.017406886868682515	0.018117707883385712	0.021654881551491235	0.01694527869489435	0.015649920779289454	0.043698228357398276	0.0352160582897621	0.04071876182023316	0.048452150250862955	0.03169771720216982	0.031439571846179654	0.04203334170325755	0.3814060969022754	0.369840798790734	0.47067654471501913	0.4575690673669098	0.4730233002249688	0.47869264618049717	0.49819083489477206	0.5091967082800811	0.5131510271737968	0.4997928938207142	0.5031433698281838	0.5035336758706088	0.5031898991728775	0.5131797319521736	0.49898268981723776	0.4907694758138953	0.49880030481728405	0.5125578768161767	0.5054836031359377	0.49808109131742795	0.5078855923569441	0.4814255012442553	0.49394763396355484	0.5097964902122197	0.4985131990166454	0.44264780012065547	0.4552775671136856	0.45299642712886784	0.516458683434627	0.5223682567932568	0.5117063236520735	0.5152234130168516	0.48629769633034264	0.515177805712091	0.5006400139046306	0.5098937670050171	0.5207823693822393	0.43518226632054546	0.3807603439444593	0.38505048916136997	0.40681760184220345	0.4096119406716059	0.4123965784354549	0.3959254152592618	0.44340596685750394	0.42624192445087417	0.4335840761241833	0.42527771897475486	0.4395103288570468	0.44795319352543134	0.5608004695230903	0.5299375957806715	0.5564676133290132	0.5701705125648051	0.5676267228777675	0.5589876813140281	0.5769392371350054	0.5808789316947599	0.5745202295813342	0.4827148991442769	0.5685197140227012	0.582191766429567	0.5576613266717905	0.5936816767435508	0.5835127368364165	0.5932495141748498	0.5800987172780097	0.6104886784729219	0.5815962162000624	0.5908749551547581	0.5262485321562672	0.5795778518789648	0.5886545720638531	0.5720629713447988	0.5780843430461523	0.5715032806119336	0.5690580645159282	0.5892615430697505	0.5722560079077598	0.43369251369665346	0.4309711188734687	0.4168165922346341	0.04797361479188632	0.05783155097291253	0.03996534039940418	0.024146808550296585	0.0299484165607045	0.03191417916719052	0.042022137767060055	0.03877154051672406	0.05695339997528855	0.04487163144468828	0.05192853308253445	0.034922430703150494	0.04813071810687235
w12pp	0.053370916143287206	0.03495730118302224	0.03599820303841102	0.040729843917686505	0.037136026259665146	0.02703586065282214	0.02852700600261376	0.03325509128554893	0.052990155793387506	0.04577563815194878	0.0519323426924729	0.04049587361203762	0.030588098304109447	0.03779912222969717	0.03468848615465034	0.03943113966977535	0.03462305883121677	0.03605496364406746	0.030821394927846968	0.028406055552493203	0.027672448643780205	0.03798133751397699	0.031483898152933926	0.03215481484158131	0.03758695250142255	0.02491530731079434	0.02651037419678262	0.026692888742500094	0.024594929435009093	0.0	0.02320887992675563	0.017856648240009033	0.022660792211769903	0.0233716132264731	0.026908786894578623	0.02219918403798174	0.02090382612237684	0.048952133700485664	0.04046996363284949	0.045972667163320546	0.05370605559395034	0.03695162254525721	0.03669347718926704	0.04728724704634494	0.3866600022453628	0.3750947041338214	0.4759304500581065	0.46282297270999717	0.4782772055680562	0.48394655152358457	0.5034447402378595	0.5144506136231686	0.5184049325168842	0.5050467991638016	0.5083972751712712	0.5087875812136963	0.5084438045159649	0.518433637295261	0.5042365951603252	0.4960233811569827	0.5040542101603714	0.5178117821592642	0.5107375084790251	0.5033349966605153	0.5131394977000315	0.4866794065873427	0.49920153930664224	0.5150503955553072	0.5037671043597328	0.44790170546374286	0.460531472456773	0.45825033247195524	0.5217125887777144	0.5276221621363442	0.5169602289951608	0.520477318359939	0.49155160167343004	0.5204317110551785	0.5058939192477181	0.5151476723481045	0.5260362747253268	0.44043617166363286	0.3860142492875467	0.39030439450445736	0.41207150718529084	0.4148658460146933	0.4176504837785423	0.4011793206023492	0.44865987220059134	0.43149582979396156	0.4388379814672707	0.43053162431784225	0.44476423420013417	0.45320709886851873	0.5660543748661776	0.5351915011237588	0.5617215186721005	0.5754244179078924	0.5728806282208548	0.5642415866571154	0.5821931424780927	0.5861328370378472	0.5797741349244215	0.4879688044873643	0.5737736193657885	0.5874456717726544	0.5629152320148778	0.5989355820866381	0.5887666421795038	0.5985034195179372	0.585352622621097	0.6157425838160092	0.5868501215431497	0.5961288604978454	0.5315024374993546	0.5848317572220522	0.5939084774069404	0.5773168766878861	0.5833382483892396	0.5767571859550209	0.5743119698590156	0.5945154484128379	0.5775099132508471	0.43894641903974085	0.43622502421655607	0.42207049757772147	0.053227520134973706	0.06308545631599992	0.04521924574249157	0.029400713893383973	0.03520232190379188	0.03716808451027791	0.04727604311014744	0.04402544585981144	0.06220730531837594	0.05012553678777566	0.05718243842562183	0.04017633604623788	0.053384623449959735
w15pp	0.05406422374825655	0.03565060878799158	0.03669151064338036	0.04142315152265585	0.03782933386463449	0.02772916825779148	0.029220313607583103	0.033948398890518275	0.05368346339835685	0.04646894575691812	0.05262565029744224	0.04118918121700696	0.03128140590907879	0.03849242983466651	0.03538179375961968	0.04012444727474469	0.03531636643618611	0.036748271249036804	0.03151470253281631	0.029099363157462546	0.028365756248749548	0.03867464511894633	0.03217720575790327	0.03284812244655065	0.03828026010639189	0.025608614915763682	0.027203681801751964	0.027386196347469437	0.025288237039978435	0.02320887992675563	0.0	0.018549955844978375	0.023354099816739245	0.024064920831442443	0.027602094499547966	0.022892491642951082	0.021597133727346184	0.04964544130545501	0.041163271237818835	0.04666597476828989	0.054399363198919685	0.037644930150226553	0.037386784794236384	0.04798055465131428	0.3873533098503321	0.37578801173879073	0.47662375766307585	0.4635162803149665	0.4789705131730255	0.4846398591285539	0.5041380478428288	0.5151439212281379	0.5190982401218536	0.5057401067687709	0.5090905827762405	0.5094808888186656	0.5091371121209343	0.5191269449002304	0.5049299027652945	0.496716688761952	0.5047475177653408	0.5185050897642335	0.5114308160839944	0.5040283042654846	0.5138328053050009	0.48737271419231204	0.49989484691161157	0.5157437031602765	0.5044604119647021	0.4485950130687122	0.46122478006174233	0.45894364007692456	0.5224058963826838	0.5283154697413135	0.5176535366001301	0.5211706259649084	0.49224490927839937	0.5211250186601478	0.5065872268526874	0.5158409799530739	0.5267295823302961	0.4411294792686022	0.386707556892516	0.3909977021094267	0.41276481479026017	0.4155591536196626	0.41834379138351163	0.4018726282073185	0.44935317980556067	0.4321891373989309	0.43953128907224004	0.4312249319228116	0.4454575418051035	0.45390040647348806	0.5667476824711469	0.5358848087287281	0.5624148262770698	0.5761177255128618	0.5735739358258242	0.5649348942620848	0.5828864500830621	0.5868261446428166	0.5804674425293909	0.4886621120923336	0.5744669269707579	0.5881389793776237	0.5636085396198471	0.5996288896916074	0.5894599497844731	0.5991967271229065	0.5860459302260663	0.6164358914209785	0.5875434291481191	0.5968221681028147	0.5321957451043239	0.5855250648270215	0.5946017850119097	0.5780101842928554	0.584031555994209	0.5774504935599902	0.5750052774639849	0.5952087560178072	0.5782032208558164	0.4396397266447102	0.4369183318215254	0.4227638051826908	0.05392082773994305	0.06377876392096926	0.045912553347460916	0.030094021498353316	0.035895629508761226	0.03786139211524725	0.04796935071511678	0.04471875346478078	0.06290061292334528	0.050818844392745005	0.057875746030591174	0.040869643651207224	0.05407793105492908
w26pp	0.03551826790527829	0.01710465294501332	0.0181455548004021	0.022877195679677588	0.019283378021656233	0.009183212414813225	0.010674357764604844	0.015402443047540019	0.03513750755537859	0.027922989913939864	0.03407969445446398	0.0226432253740287	0.012735450066100532	0.01994647399168825	0.016835837916641425	0.021578491431766433	0.016770410593207854	0.018202315406058545	0.012968746689838053	0.010553407314484288	0.009819800405771292	0.020128689275968073	0.013631249914925009	0.014302166603572392	0.019734304263413632	0.007062659072785427	0.008657725958773704	0.008840240504491177	0.012602742896921643	0.017856648240009033	0.018549955844978375	0.0	0.0048061439727609305	0.005516964987464126	0.009054138655569649	0.004346535799972824	0.0030511778843679265	0.031099485462476747	0.022617315394840576	0.02812001892531163	0.035853407355941426	0.019098974307248297	0.018840828951258128	0.029434598808336022	0.36880735400735387	0.3572420558958125	0.4580778018200976	0.44497032447198825	0.4604245573300473	0.46609390328557565	0.48559209199985054	0.49659796538515966	0.5005522842788753	0.48719415092579266	0.4905446269332623	0.49093493297568735	0.490591156277956	0.5005809890572521	0.48638394692231623	0.4781707329189738	0.4862015619223625	0.49995913392125524	0.4928848602410162	0.4854823484225064	0.4952868494620226	0.4688267583493338	0.4813488910686333	0.49719774731729827	0.4859144561217239	0.43004905722573394	0.4426788242187641	0.4403976842339463	0.5038599405397055	0.5097695138983352	0.49910758075715195	0.5026246701219301	0.4736989534354211	0.5025790628171696	0.4880412710097092	0.49729502411009563	0.5081836264873179	0.42258352342562394	0.36816160104953777	0.37245174626644845	0.3942188589472819	0.39701319777668437	0.3997978355405334	0.38332667236434026	0.4308072239625824	0.41364318155595264	0.4209853332292618	0.41267897607983334	0.42691158596212525	0.4353544506305098	0.5482017266281687	0.5173388528857499	0.5438688704340916	0.5575717696698835	0.5550279799828459	0.5463889384191065	0.5643404942400838	0.5682801887998383	0.5619214866864126	0.4701161562493554	0.5559209711277796	0.5695930235346455	0.5450625837768689	0.5810829338486292	0.5709139939414949	0.5806507712799283	0.5674999743830881	0.5978899355780003	0.5689974733051408	0.5782762122598365	0.5136497892613456	0.5669791089840432	0.5760558291689315	0.5594642284498772	0.5654856001512307	0.558904537717012	0.5564593216210066	0.576662800174829	0.5596572650128382	0.42109377080173194	0.41837237597854715	0.40421784933971255	0.03537487189696479	0.045232808077991	0.027366597504482656	0.011548065655375056	0.01734967366578297	0.019315436272268994	0.029423394872138523	0.026172797621802527	0.044354657080367024	0.032272888549766746	0.039329790187612915	0.02232368780822896	0.03553197521195082
f24pp	0.040322411877039166	0.02190879691677419	0.022949698772162973	0.027681339651438458	0.024087521993417106	0.013987356386574099	0.015478501736365717	0.020206587019300892	0.039941651527139466	0.032727133885700734	0.03888383842622486	0.027447369345789577	0.017539594037861407	0.02475061796344913	0.0216399818884023	0.02638263540352731	0.021574554564968727	0.023006459377819418	0.017772890661598928	0.015357551286245162	0.014623944377532165	0.02493283324772895	0.018435393886685882	0.019106310575333265	0.02453844823517451	0.0118668030445463	0.013461869930534578	0.01364438447625205	0.017406886868682515	0.022660792211769903	0.023354099816739245	0.0048061439727609305	0.0	0.005572353285811887	0.00910952695391741	0.009150679771733698	0.007855321856128798	0.035903629434237624	0.027421459366601446	0.032924162897072506	0.0406575513277023	0.02390311827900917	0.023644972923019	0.0342387427800969	0.37361149797911475	0.36204619986757336	0.4628819457918585	0.44977446844374913	0.46522870130180816	0.4708980472573365	0.4903962359716114	0.5014021093569205	0.5053564282506362	0.49199829489755353	0.49534877090502316	0.49573907694744823	0.4953953002497169	0.505385133029013	0.4911880908940771	0.48297487689073465	0.4910057058941234	0.5047632778930161	0.49768900421277706	0.4902864923942673	0.5000909934337835	0.47363090232109467	0.4861530350403942	0.5020018912890591	0.4907186000934848	0.4348532011974948	0.44748296819052497	0.4452018282057072	0.5086640845114664	0.5145736578700961	0.5039117247289128	0.507428814093691	0.478503097407182	0.5073832067889305	0.49284541498147005	0.5020991680818565	0.5129877704590787	0.4273876673973848	0.37296574502129864	0.3772558902382093	0.3990230029190428	0.40181734174844524	0.40460197951229426	0.38813081633610114	0.4356113679343433	0.4184473255277135	0.42578947720102267	0.4174831200515942	0.4317157299338861	0.4401585946022707	0.5530058705999296	0.5221429968575108	0.5486730144058525	0.5623759136416444	0.5598321239546068	0.5511930823908674	0.5691446382118447	0.5730843327715992	0.5667256306581735	0.47492030022111625	0.5607251150995405	0.5743971675064063	0.5498667277486298	0.5858870778203901	0.5757181379132558	0.5854549152516891	0.572304118354849	0.6026940795497612	0.5738016172769017	0.5830803562315974	0.5184539332331065	0.5717832529558041	0.5808599731406924	0.5642683724216381	0.5702897441229916	0.5637086816887729	0.5612634655927675	0.5814669441465898	0.5644614089845991	0.4258979147734928	0.423176519950308	0.40902199331147343	0.040179015868725666	0.05003695204975188	0.032170741476243526	0.01635220962713593	0.02215381763754384	0.024119580244029864	0.0342275388438994	0.030976941593563397	0.04915880105212789	0.037077032521527616	0.044133934159373785	0.02712783177998983	0.04033611918371169
w3pp	0.04103323289174236	0.022619617931477386	0.02366051978686617	0.028392160666141655	0.024798343008120304	0.014698177401277292	0.016189322751068914	0.02091740803400409	0.04065247254184266	0.03343795490040393	0.03959465944092805	0.02815819036049277	0.0182504150525646	0.025461438978152322	0.022350802903105496	0.027093456418230504	0.022285375579671925	0.023717280392522612	0.018483711676302122	0.016068372300948357	0.015334765392235359	0.025643654262432144	0.019146214901389076	0.01981713159003646	0.025249269249877703	0.012577624059249495	0.014172690945237773	0.014355205490955246	0.018117707883385712	0.0233716132264731	0.024064920831442443	0.005516964987464126	0.005572353285811887	0.0	0.007414935345620225	0.009861500786436894	0.008566142870831994	0.03661445044894082	0.028132280381304643	0.033634983911775704	0.04136837234240549	0.02461393929371237	0.0243557939377222	0.03494956379480009	0.3743223189938179	0.3627570208822765	0.46359276680656164	0.4504852894584523	0.4659395223165113	0.4716088682720397	0.49110705698631457	0.5021129303716237	0.5060672492653394	0.4927091159122567	0.4960595919197263	0.4964498979621514	0.49610612126442005	0.5060959540437162	0.49189891190878027	0.4836856979054378	0.49171652690882656	0.5054740989077193	0.4983998252274802	0.49099731340897046	0.5008018144484867	0.4743417233357978	0.48686385605509735	0.5027127123037624	0.49142942110818794	0.435564022212198	0.4481937892052281	0.44591264922041035	0.5093749055261696	0.5152844788847993	0.504622545743616	0.5081396351083942	0.47921391842188515	0.5080940278036337	0.4935562359961732	0.5028099890965597	0.5136985914737819	0.428098488412088	0.3736765660360018	0.3779667112529125	0.39973382393374596	0.4025281627631484	0.4053128005269974	0.3888416373508043	0.43632218894904645	0.4191581465424167	0.4265002982157258	0.41819394106629737	0.4324265509485893	0.44086941561697385	0.5537166916146328	0.522853817872214	0.5493838354205557	0.5630867346563476	0.56054294496931	0.5519039034055706	0.5698554592265479	0.5737951537863024	0.5674364516728767	0.4756311212358194	0.5614359361142437	0.5751079885211096	0.550577548763333	0.5865978988350933	0.576428958927959	0.5861657362663923	0.5730149393695522	0.6034049005644644	0.5745124382916049	0.5837911772463006	0.5191647542478097	0.5724940739705073	0.5815707941553956	0.5649791934363413	0.5710005651376948	0.5644195027034761	0.5619742866074707	0.582177765161293	0.5651722299993023	0.42660873578819597	0.4238873409650112	0.4097328143261766	0.04088983688342886	0.050747773064455076	0.032881562490946724	0.017063030641839127	0.022864638652247037	0.02483040125873306	0.034938359858602594	0.0316877626082666	0.049869622066831085	0.03778785353623081	0.04484475517407698	0.02783865279469303	0.041046940198414886
w9pp	0.04457040655984788	0.026156791599582913	0.027197693454971694	0.03192933433424718	0.028335516676225823	0.018235351069382816	0.019726496419174434	0.02445458170210961	0.04418964620994818	0.03697512856850945	0.043131833109033575	0.031695364028598294	0.021787588720670124	0.028998612646257846	0.025887976571211016	0.030630630086336028	0.025822549247777445	0.027254454060628135	0.022020885344407645	0.01960554596905388	0.018871939060340882	0.029180827930537667	0.0226833885694946	0.023354305258141982	0.028786442917983227	0.016114797727355017	0.017709864613343295	0.017892379159060768	0.021654881551491235	0.026908786894578623	0.027602094499547966	0.009054138655569649	0.00910952695391741	0.007414935345620225	0.0	0.013398674454542415	0.012103316538937516	0.04015162411704634	0.03166945404941017	0.037172157579881224	0.04490554601051102	0.028151112961817888	0.02789296760582772	0.03848673746290562	0.3778594926619234	0.36629419455038204	0.46712994047466716	0.4540224631265578	0.46947669598461683	0.4751460419401452	0.4946442306544201	0.5056501040397292	0.5096044229334449	0.4962462895803622	0.49959676558783184	0.4999870716302569	0.4996432949325256	0.5096331277118217	0.4954360855768858	0.4872228715735433	0.4952537005769321	0.5090112725758248	0.5019369988955857	0.494534487077076	0.5043389881165922	0.47787889700390335	0.4904010297232029	0.5062498859718678	0.49496659477629346	0.4391011958803035	0.45173096287333364	0.44944982288851587	0.5129120791942751	0.5188216525529049	0.5081597194117216	0.5116768087764997	0.4827510920899907	0.5116312014717391	0.49709340966427873	0.5063471627646652	0.5172357651418874	0.4316356620801935	0.3772137397041073	0.381503884921018	0.4032709976018515	0.4060653364312539	0.40884997419510294	0.3923788110189098	0.43985936261715197	0.4226953202105222	0.43003747188383135	0.4217311147344029	0.4359637246166948	0.44440658928507937	0.5572538652827383	0.5263909915403195	0.5529210090886613	0.5666239083244532	0.5640801186374156	0.5554410770736762	0.5733926328946535	0.577332327454408	0.5709736253409823	0.47916829490392493	0.5649731097823493	0.5786451621892151	0.5541147224314386	0.5901350725031989	0.5799661325960646	0.5897029099344979	0.5765521130376577	0.60694207423257	0.5780496119597105	0.5873283509144062	0.5227019279159153	0.5760312476386129	0.5851079678235012	0.5685163671044469	0.5745377388058004	0.5679566763715816	0.5655114602755763	0.5857149388293986	0.5687094036674079	0.4301459094563015	0.4274245146331167	0.4132699879942821	0.044427010551534384	0.054284946732560596	0.03641873615905225	0.02060020430994465	0.026401812320352564	0.028367574926838588	0.038475533526708114	0.03522493627637212	0.05340679573493662	0.04132502720433634	0.04838192884218251	0.03137582646279855	0.04458411386652041
w19pp	0.03460268576548661	0.016189070805221646	0.01722997266061043	0.02196161353988592	0.01836779588186456	0.008267630275021552	0.009758775624813174	0.014486860907748348	0.03422192541558692	0.02700740777414819	0.03316411231467231	0.02172764323423703	0.01181986792630886	0.019030891851896582	0.015920255776849752	0.020662909291974764	0.01585482845341618	0.01728673326626687	0.012053164550046382	0.009637825174692617	0.008904218265979619	0.019213107136176404	0.012715667775133336	0.013386584463780719	0.018818722123621963	0.00938212649144698	0.010977193377435258	0.011159707923152731	0.01694527869489435	0.02219918403798174	0.022892491642951082	0.004346535799972824	0.009150679771733698	0.009861500786436894	0.013398674454542415	0.0	0.0021335957435761957	0.030183903322685078	0.021701733255048903	0.02720443678551996	0.03493782521614976	0.018183392167456625	0.017925246811466455	0.028519016668544353	0.36789177186756217	0.3563264737560208	0.4571622196803059	0.44405474233219655	0.4595089751902556	0.46517832114578395	0.48467650986005884	0.49568238324536795	0.4996367021390836	0.48627856878600095	0.4896290447934706	0.49001935083589565	0.4896755741381643	0.4996654069174604	0.48546836478252453	0.47725515077918207	0.4852859797825708	0.49904355178146353	0.4919692781012245	0.4845667662827147	0.4943712673222309	0.4679111762095421	0.4804333089288416	0.49628216517750656	0.4849988739819322	0.42913347508594224	0.4417632420789724	0.4394821020941546	0.5029443583999138	0.5088539317585437	0.49819199861736024	0.5017090879821384	0.4727833712956294	0.5016634806773779	0.4871256888699175	0.4963794419703039	0.5072680443475261	0.42166794128583224	0.36724601890974606	0.37153616412665674	0.3933032768074902	0.39609761563689266	0.3988822534007417	0.38241109022454856	0.4298916418227907	0.41272759941616094	0.4200697510894701	0.41176339394004163	0.42599600382233355	0.4344388684907181	0.5472861444883771	0.5164232707459583	0.5429532882943	0.5566561875300919	0.5541123978430543	0.5454733562793149	0.5634249121002922	0.5673646066600467	0.561005904546621	0.4692005741095637	0.555005388987988	0.5686774413948539	0.5441470016370773	0.5801673517088376	0.5699984118017033	0.5797351891401367	0.5665843922432965	0.5969743534382087	0.5680818911653492	0.5773606301200449	0.512734207121554	0.5660635268442517	0.5751402470291399	0.5585486463100856	0.5645700180114391	0.5579889555772204	0.555543739481215	0.5757472180350374	0.5587416828730466	0.42017818866194023	0.41745679383875545	0.40330226719992085	0.03445928975717312	0.04431722593819933	0.026451015364690984	0.010632483515583385	0.016434091525991297	0.01839985413247732	0.02850781273234685	0.025257215482010854	0.04343907494057535	0.03135730640997507	0.03841420804782124	0.02140810566843729	0.03461639307215914
w20pp	0.03330732784988172	0.014893712889616748	0.015934614745005533	0.020666255624281017	0.017072437966259665	0.006972272359416654	0.008463417709208275	0.013191502992143448	0.03292656749998202	0.025712049858543293	0.03186875439906741	0.020432285318632133	0.010524510010703961	0.017735533936291684	0.014624897861244854	0.019367551376369866	0.014559470537811283	0.015991375350661974	0.010757806634441482	0.008342467259087718	0.00760886035037472	0.017917749220571506	0.011420309859528438	0.01209122654817582	0.017523364208017065	0.00808676857584208	0.009681835461830358	0.009864350007547831	0.015649920779289454	0.02090382612237684	0.021597133727346184	0.0030511778843679265	0.007855321856128798	0.008566142870831994	0.012103316538937516	0.0021335957435761957	0.0	0.02888854540708018	0.020406375339444005	0.025909078869915062	0.03364246730054486	0.01688803425185173	0.01662988889586156	0.027223658752939455	0.3665964139519573	0.3550311158404159	0.45586686176470104	0.4427593844165917	0.4582136172746507	0.4638829632301791	0.48338115194445397	0.4943870253297631	0.49834134422347875	0.4849832108703961	0.4883336868778657	0.4887239929202908	0.48838021622255945	0.49837004900185555	0.48417300686691966	0.4759597928635772	0.48399062186696595	0.49774819386585867	0.4906739201856196	0.48327140836710986	0.49307590940662605	0.4666158182939372	0.47913795101323675	0.4949868072619017	0.48370351606632733	0.4278381171703374	0.4404678841633675	0.43818674417854975	0.5016490004843089	0.5075585738429387	0.4968966407017554	0.5004137300665336	0.47148801338002455	0.500368122761773	0.4858303309543126	0.49508408405469906	0.5059726864319213	0.42037258337022737	0.3659506609941412	0.3702408062110519	0.39200791889188535	0.3948022577212878	0.3975868954851368	0.3811157323089437	0.42859628390718585	0.4114322415005561	0.4187743931738652	0.41046803602443677	0.4247006459067287	0.43314351057511324	0.5459907865727721	0.5151279128303533	0.541657930378695	0.555360829614487	0.5528170399274493	0.54417799836371	0.5621295541846872	0.5660692487444418	0.559710546631016	0.4679052161939588	0.553710031072383	0.5673820834792489	0.5428516437214723	0.5788719937932326	0.5687030538860983	0.5784398312245317	0.5652890343276915	0.5956789955226037	0.5667865332497443	0.5760652722044399	0.5114388492059491	0.5647681689286467	0.5738448891135349	0.5572532883944806	0.5632746600958342	0.5566935976616154	0.5542483815656101	0.5744518601194324	0.5574463249574416	0.41888283074633537	0.4161614359231506	0.402006909284316	0.033163931841568225	0.04302186802259443	0.025155657449086086	0.009337125599978487	0.015138733610386399	0.017104496216872423	0.027212454816741952	0.023961857566405956	0.04214371702497045	0.030061948494370175	0.037118850132216344	0.02011274775283239	0.03332103515655425
w25pp	0.04981113563386727	0.031397520673602304	0.03243842252899108	0.03717006340826657	0.03357624575024521	0.02819097915035349	0.029682124500145114	0.034410209783080285	0.05414527429091886	0.046930756649480126	0.057222851531593476	0.04578638245115819	0.03587860714323002	0.04308963106881774	0.03997899499377092	0.04472164850889592	0.03991356767033734	0.04134547248318803	0.03611190376696754	0.033696564391613774	0.032962957482900776	0.04327184635309756	0.0367744069920545	0.03744532368070188	0.04287746134054312	0.0361350761539509	0.037730143039939185	0.03791265758565666	0.043698228357398276	0.048952133700485664	0.04964544130545501	0.031099485462476747	0.035903629434237624	0.03661445044894082	0.04015162411704634	0.030183903322685078	0.02888854540708018	0.0	0.023976107167347726	0.03323226268641862	0.04096565111704842	0.024211218068355286	0.02743362491111663	0.03802739476819453	0.3774001499672124	0.365834851855671	0.4666705977799561	0.45356312043184677	0.4690173532899058	0.47468669924543416	0.49418488795970905	0.5051907613450182	0.5091450802387338	0.49578694688565117	0.4991374228931208	0.49952772893554587	0.49918395223781453	0.5091737850171106	0.49497674288217475	0.4867635288788323	0.49479435788222104	0.5085519298811138	0.5014776562008747	0.49407514438236494	0.5038796454218811	0.4774195543091923	0.48994168702849183	0.5057905432771568	0.4945072520815824	0.43864185318559246	0.4512716201786226	0.44899048019380483	0.512452736499564	0.5183623098581939	0.5077003767170104	0.5112174660817886	0.48229174939527963	0.5111718587770281	0.4966340669695677	0.5058878200699541	0.5167764224471764	0.43117631938548245	0.3767543970093963	0.38104454222630696	0.40281165490714044	0.4056059937365429	0.4083906315003919	0.39191946832419877	0.43940001992244093	0.42223597751581116	0.4295781291891203	0.42127177203969185	0.43550438192198376	0.4439472465903683	0.5567945225880273	0.5259316488456085	0.5524616663939502	0.5661645656297422	0.5636207759427045	0.5549817343789651	0.5729332901999424	0.576872984759697	0.5705142826462712	0.4787089522092139	0.5645137670876382	0.5781858194945041	0.5536553797367275	0.5896757298084878	0.5795067899013535	0.5892435672397869	0.5760927703429467	0.6064827315378589	0.5775902692649995	0.5868690082196951	0.5222425852212043	0.5755719049439019	0.5846486251287901	0.5680570244097358	0.5740783961110894	0.5674973336768706	0.5650521175808653	0.5852555961346876	0.5682500609726968	0.42968656676159045	0.42696517193840566	0.41281064529957107	0.043967667856823295	0.0538256040378495	0.035959393464341155	0.022800921226377516	0.03164254139437195	0.03360830400085797	0.0437162626007275	0.040465665350391505	0.058647524808956006	0.04656575627835573	0.053622657916201896	0.036616555536817946	0.0498248429405398
