	S2Hp	S8Hp	F14H1A	S17H1	S28Hp	S1Hp	S11Hp	S4Hp	S15Hp	S22Hp	530451	F23HpA	S12Hp	S19H1	S26Hp	31267	S14Hp	S23Hp	S27H1	F1H1	S7Hp	S31Hp	530295	S18H1	S9H1	31300	S30H1	F6H1	S20H1	S6Hp	F8H1	F16H1	w14pp	w11pp	S10H1	s24pp	s17pp	s12pp	s2pp	w2pp	s29pp	F29H1	w24pp	s24H1	F22HpB	S13Hp	S21H1	F14H1B	F7H1	S16H2	530167	S25Hp	S3Hp	S29H1
F6H1	0.32994704629942795	0.3350788604994531	0.18534889954659833	0.36590421471739687	0.3858086289868051	0.2486478317147005	0.22784138463175183	0.2661391492727667	0.32328290486430766	0.30921564354634623	0.3903807824480874	0.3861928060849814	0.3690050958959613	0.3355070466544382	0.32729404532534306	0.39176633020451096	0.41043439579750385	0.4451231377312561	0.4767153801118732	0.42399715725322074	0.3929894805321555	0.36695697433206226	0.40417360932983837	0.207928576872156	0.17903502176435546	0.14976288918878505	0.1401374634943408	0.0	0.24417043714564943	0.2502828516928576	0.17831387567478083	0.3817612935914301	0.42610107327953506	0.3913306494068454	0.42852796236769575	0.3865502807534042	0.45648722349625015	0.4860181928159639	0.5548854914829394	0.4807753465111172	0.45711631600522495	0.4690367727291426	0.41658844647361526	0.3335252553886716	0.25871518159627305	0.22175774063313747	0.3253469679075354	0.37941001229997834	0.33393832177193794	0.2714226195677953	0.4170944183875587	0.26732322415195686	0.2518890956366326	0.3481624806862134
S20H1	0.3052411260023168	0.31037294020234196	0.16064297924948712	0.3411982944202857	0.36110270868969396	0.2239419114175893	0.20313546433464064	0.2414332289756555	0.2985769845671965	0.28450972324923507	0.3656748621509762	0.36148688578787025	0.3442991755988501	0.31080112635732704	0.3025881250282319	0.3670604099073998	0.3857284755003927	0.4204172174341449	0.45200945981476204	0.3992912369561096	0.3682835602350443	0.3422510540349511	0.3794676890327272	0.18322265657504483	0.1543291014672443	0.20037078490645585	0.3473493823715915	0.24417043714564943	0.0	0.2079851026334713	0.13601612661539453	0.33946354453204375	0.3838033242201488	0.34903290034745915	0.3862302133083095	0.3442525316940179	0.4141894744368639	0.44372044375657765	0.5125877424235532	0.4384775974517309	0.4148185669458387	0.42673902366975636	0.374290697414229	0.2912275063292853	0.21641743253688678	0.1794599915737512	0.28304921884814915	0.33711226324059207	0.2916405727125516	0.229124870508409	0.3923884980904475	0.24261730385484567	0.22718317533952143	0.32345656038910225
S6Hp	0.31135354054952497	0.31648535474955014	0.1667553937966953	0.34731070896749383	0.3672151232369021	0.23005432596479747	0.20924787888184881	0.24754564352286368	0.3046893991144047	0.2906221377964432	0.37178727669818434	0.3675993003350784	0.35041159014605827	0.3169135409045352	0.3087005395754401	0.373172824454608	0.39184089004760086	0.4265296319813531	0.4581218743619702	0.40540365150331775	0.3743959747822525	0.3483634685821593	0.3855801035799354	0.18933507112225298	0.16044151601445245	0.20648319945366403	0.35346179691879975	0.2502828516928576	0.2079851026334713	0.0	0.12557088498867125	0.3290183029053205	0.3733580825934255	0.3385876587207359	0.3757849716815862	0.3338072900672946	0.4037442328101406	0.4332752021298544	0.5021425007968299	0.42803235582500765	0.4043733253191154	0.4162937820430331	0.3638454557875057	0.28078226470256207	0.2059721909101635	0.16901474994702792	0.2726039772214258	0.32666702161386874	0.28119533108582834	0.21867962888168568	0.39850091263765564	0.24872971840205385	0.2332955898867296	0.32956897493631043
F8H1	0.2393845645314482	0.24451637873147336	0.09478641777861854	0.2753417329494171	0.29524614721882536	0.15808534994672072	0.13727890286377206	0.17557666750478693	0.23272042309632793	0.21865316177836647	0.2998183006801076	0.29563032431700165	0.2784426141279815	0.24494456488645847	0.2367315635573633	0.3012038484365312	0.3198719140295241	0.3545606559632763	0.38615289834389344	0.33343467548524097	0.3024269987641757	0.2763944925640825	0.3136111275618586	0.11736609510417623	0.0884725399963757	0.13451422343558725	0.281492820900723	0.17831387567478083	0.13601612661539453	0.12557088498867125	0.0	0.23462721605744938	0.2789669957455544	0.24419657187286475	0.2813938848337151	0.2394162032194235	0.3093531459622695	0.33888411528198326	0.40775141394895875	0.33364126897713653	0.3099822384712443	0.32190269519516196	0.2694543689396346	0.18639117785469092	0.11158110406229235	0.07462366309915677	0.17821289037355473	0.23227593476599764	0.18680424423795722	0.12428854203381456	0.3265319366195789	0.17676074238397707	0.16132661386865282	0.25759999891823365
F16H1	0.4428319824480974	0.4479637966481226	0.2982338356952678	0.4787891508660663	0.4986935651354746	0.36153276786336996	0.3407263207804213	0.3790240854214362	0.4361678410129772	0.4221005796950157	0.5032657185967568	0.4990777422336509	0.48189003204463077	0.4483919828031077	0.4401789814740126	0.5046512663531805	0.5233193319461733	0.5580080738799256	0.5896003162605428	0.5368820934018903	0.505874416680825	0.47984191048073177	0.5170585454785079	0.3208135130208255	0.29191995791302494	0.3379616413522365	0.4849402388173722	0.3817612935914301	0.33946354453204375	0.3290183029053205	0.23462721605744938	0.0	0.18592534975481834	0.15115492588212873	0.18835223884297903	0.14637455722868747	0.21631149997153346	0.24584246929124723	0.3147097679582227	0.24059962298640045	0.21694059248050823	0.2288610492044259	0.1764127229488985	0.0933495318639549	0.28636389037336196	0.24940644941022638	0.35299567668462434	0.40705872107706725	0.36158703054902686	0.29907132834488415	0.5299793545362281	0.3802081603006263	0.36477403178530204	0.4610474168348829
w14pp	0.4871717621362024	0.49230357633622757	0.3425736153833728	0.5231289305541713	0.5430333448235796	0.40587254755147495	0.3850661004685263	0.42336386510954116	0.48050762070108216	0.4664403593831207	0.5476054982848618	0.5434175219217559	0.5262298117327358	0.4927317624912127	0.48451876116211756	0.5489910460412855	0.5676591116342784	0.6023478535680306	0.6339400959486476	0.5812218730899952	0.55021419636893	0.5241816901688368	0.5613983251666128	0.3651532927089305	0.3362597376011299	0.3823014210403415	0.5292800185054771	0.42610107327953506	0.3838033242201488	0.3733580825934255	0.2789669957455544	0.18592534975481834	0.0	0.10968049290673955	0.14687780586758986	0.11517112526046307	0.18510806800330903	0.2146390373230228	0.28350633598999825	0.20939619101817603	0.18573716051228384	0.19765761723620148	0.1452092909806741	0.09334722397652806	0.33070367006146695	0.29374622909833137	0.3973354563727293	0.45139850076517224	0.40592681023713184	0.34341110803298913	0.5743191342243331	0.4245479399887313	0.40911381147340703	0.5053871965229879
w11pp	0.45240133826351275	0.45753315246353793	0.30780319151068314	0.4883585066814817	0.50826292095089	0.3711021236787853	0.35029567659583666	0.3885934412368515	0.4457371968283925	0.4316699355104311	0.5128350744121722	0.5086470980490663	0.4914593878600461	0.45796133861852306	0.44974833728942787	0.5142206221685958	0.5328886877615887	0.5675774296953409	0.5991696720759581	0.5464514492173056	0.5154437724962403	0.48941126629614706	0.5266279012939232	0.33038286883624085	0.3014893137284403	0.34753099716765185	0.49450959463278754	0.3913306494068454	0.34903290034745915	0.3385876587207359	0.24419657187286475	0.15115492588212873	0.10968049290673955	0.0	0.0834629743770586	0.08040070138777347	0.15033764413061942	0.1798686134503332	0.24873591211730864	0.17462576714548642	0.15096673663959423	0.16288719336351187	0.1104388671079845	0.058576800103838464	0.29593324618877737	0.2589758052256418	0.3625650325000397	0.4166280768924826	0.3711563863644422	0.30864068416029955	0.5395487103516434	0.38977751611604167	0.3743433876007174	0.4706167726502982
S10H1	0.4895986512243631	0.49473046542438825	0.34500050447153346	0.525555819642332	0.5454602339117403	0.40829943663963564	0.387492989556687	0.42579075419770185	0.48293450978924285	0.46886724847128136	0.5500323873730225	0.5458444110099165	0.5286567008208964	0.4951586515793734	0.48694565025027825	0.5514179351294461	0.5700860007224391	0.6047747426561912	0.6363669850368083	0.5836487621781559	0.5526410854570907	0.5266085792569974	0.5638252142547735	0.3675801817970912	0.3386866266892906	0.38472831012850217	0.5317069075936378	0.42852796236769575	0.3862302133083095	0.3757849716815862	0.2813938848337151	0.18835223884297903	0.14687780586758986	0.0834629743770586	0.0	0.11759801434862378	0.18753495709146975	0.2170659264111835	0.28593322507815894	0.21182308010633671	0.18816404960044453	0.2000845063243622	0.14763618006883483	0.09577411306468878	0.33313055914962764	0.29617311818649206	0.39976234546089	0.45382538985333293	0.40835369932529253	0.3458379971211498	0.5767460233124938	0.426974829076892	0.4115407005615677	0.5078140856111486
s24pp	0.44762096961007153	0.4527527838100967	0.3030228228572419	0.48357813802804045	0.5034825522974486	0.3663217550253441	0.34551530794239543	0.3838130725834103	0.4409568281749513	0.42688956685698987	0.508054705758731	0.503866729395625	0.4866790192066049	0.45318096996508184	0.44496796863598664	0.5094402535151545	0.5281083191081475	0.5627970610418997	0.5943893034225168	0.5416710805638644	0.5106634038427991	0.48463089764270584	0.521847532640482	0.3256025001827996	0.29670894507499906	0.3427506285142106	0.4897292259793463	0.3865502807534042	0.3442525316940179	0.3338072900672946	0.2394162032194235	0.14637455722868747	0.11517112526046307	0.08040070138777347	0.11759801434862378	0.0	0.12334075540941784	0.15287172472913163	0.22173902339610702	0.1476288784242848	0.12396984791839263	0.13589030464231028	0.08344197838678291	0.05379643145039721	0.2911528775353361	0.2541954365722005	0.35778466384659846	0.4118477082390414	0.3663760177110009	0.3038603155068583	0.5347683416982022	0.38499714746260044	0.36956301894727617	0.465836403996857
s17pp	0.5175579123529175	0.5226897265529427	0.37295976560008787	0.5535150807708864	0.5734194950402947	0.43625869776819004	0.4154522506852414	0.45375001532625625	0.5108937709177972	0.49682650959983576	0.5779916485015769	0.5738036721384709	0.5566159619494508	0.5231179127079277	0.5149049113788327	0.5793771962580005	0.5980452618509935	0.6327340037847456	0.6643262461653627	0.6116080233067103	0.5806003465856451	0.5545678403855518	0.5917844753833279	0.3955394429256456	0.366645887817845	0.4126875712570566	0.5596661687221922	0.45648722349625015	0.4141894744368639	0.4037442328101406	0.3093531459622695	0.21631149997153346	0.18510806800330903	0.15033764413061942	0.18753495709146975	0.12334075540941784	0.0	0.13608322565549655	0.2632344356421492	0.18912429067032702	0.16546526016443486	0.1773857168883525	0.12493739063282511	0.12373337419324318	0.36108982027818204	0.32413237931504646	0.4277216065894444	0.48178465098188733	0.43631296045384693	0.3737972582497042	0.6047052844410482	0.4549340902054464	0.4394999616901221	0.535773346739703
s12pp	0.5470888816726313	0.5522206958726563	0.40249073491980164	0.5830460500906002	0.6029504643600084	0.4657896670879038	0.44498322000495516	0.48328098464597	0.5404247402375111	0.5263574789195495	0.6075226178212907	0.6033346414581848	0.5861469312691646	0.5526488820276416	0.5444358806985464	0.6089081655777143	0.6275762311707072	0.6622649731044594	0.6938572154850766	0.6411389926264242	0.6101313159053589	0.5840988097052656	0.6213154447030418	0.42507041224535935	0.3961768571375588	0.44221854057677035	0.5891971380419061	0.4860181928159639	0.44372044375657765	0.4332752021298544	0.33888411528198326	0.24584246929124723	0.2146390373230228	0.1798686134503332	0.2170659264111835	0.15287172472913163	0.13608322565549655	0.0	0.292765404961863	0.2186552599900408	0.19499622948414863	0.20691668620806627	0.15446835995253888	0.15326434351295695	0.3906207895978958	0.35366334863476023	0.4572525759091582	0.5113156203016012	0.4658439297735607	0.403328227569418	0.634236253760762	0.48446505952516017	0.4690309310098359	0.5653043160594167
s2pp	0.6159561803396068	0.6210879945396318	0.47135803358677714	0.6519133487575757	0.6718177630269839	0.5346569657548793	0.5138505186719307	0.5521482833129455	0.6092920389044865	0.595224777586525	0.6763899164882662	0.6722019401251602	0.6550142299361401	0.621516180694617	0.6133031793655219	0.6777754642446898	0.6964435298376828	0.7311322717714349	0.762724514152052	0.7100062912933995	0.6789986145723343	0.6529661083722411	0.6901827433700172	0.49393771091233485	0.4650441558045343	0.5110858392437458	0.6580644367088815	0.5548854914829394	0.5125877424235532	0.5021425007968299	0.40775141394895875	0.3147097679582227	0.28350633598999825	0.24873591211730864	0.28593322507815894	0.22173902339610702	0.2632344356421492	0.292765404961863	0.0	0.09764143005609024	0.23708350891995117	0.24900396564386884	0.21094351614283316	0.2221316421799324	0.4594880882648713	0.42253064730173573	0.5261198745761337	0.5801829189685765	0.5347112284405362	0.4721955262363935	0.7031035524277375	0.5533323581921357	0.5378982296768113	0.6341716147263922
w2pp	0.5418460353677845	0.5469778495678097	0.3972478886149549	0.5778032037857534	0.5977076180551617	0.4605468207830571	0.43974037370010843	0.4780381383411233	0.5351818939326642	0.5211146326147028	0.602279771516444	0.598091795153338	0.5809040849643179	0.5474060357227948	0.5391930343936997	0.6036653192728676	0.6223333848658605	0.6570221267996127	0.6886143691802298	0.6358961463215773	0.6048884696005121	0.5788559634004189	0.616072598398195	0.4198275659405126	0.39093401083271206	0.4369756942719236	0.5839542917370593	0.4807753465111172	0.4384775974517309	0.42803235582500765	0.33364126897713653	0.24059962298640045	0.20939619101817603	0.17462576714548642	0.21182308010633671	0.1476288784242848	0.18912429067032702	0.2186552599900408	0.09764143005609024	0.0	0.16297336394812895	0.1748938206720466	0.13683337117101094	0.14802149720811017	0.3853779432930491	0.3484205023299135	0.45200972960431146	0.5060727739967543	0.460601083468714	0.39808538126457127	0.6289934074559153	0.47922221322031344	0.46378808470498917	0.56006146975457
s29pp	0.5181870048618923	0.5233188190619175	0.37358885810906267	0.5541441732798612	0.5740485875492695	0.43688779027716484	0.4160813431942162	0.45437910783523106	0.5115228634267721	0.49745560210881057	0.5786207410105517	0.5744327646474459	0.5572450544584256	0.5237470052169027	0.5155340038878075	0.5800062887669754	0.5986743543599682	0.6333630962937205	0.6649553386743376	0.6122371158156852	0.5812294390946199	0.5551969328945267	0.5924135678923028	0.3961685354346204	0.3672749803268198	0.4133166637660314	0.5602952612311671	0.45711631600522495	0.4148185669458387	0.4043733253191154	0.3099822384712443	0.21694059248050823	0.18573716051228384	0.15096673663959423	0.18816404960044453	0.12396984791839263	0.16546526016443486	0.19499622948414863	0.23708350891995117	0.16297336394812895	0.0	0.12603015747013252	0.11317434066511875	0.12436246670221797	0.36171891278715684	0.32476147182402126	0.4283506990984192	0.48241374349086213	0.43694205296282174	0.374426350758679	0.605334376950023	0.4555631827144212	0.4401290541990969	0.5364024392486777
F29H1	0.53010746158581	0.5352392757858351	0.38550931483298034	0.5660646300037788	0.5859690442731871	0.4488082470010825	0.42800179991813386	0.4662995645591487	0.5234433201506897	0.5093760588327283	0.5905411977344694	0.5863532213713635	0.5691655111823433	0.5356674619408203	0.5274544606117251	0.591926745490893	0.6105948110838859	0.6452835530176382	0.6768757953982553	0.6241575725396028	0.5931498958185375	0.5671173896184443	0.6043340246162204	0.40808899215853806	0.3791954370507375	0.42523712048994905	0.5722157179550847	0.4690367727291426	0.42673902366975636	0.4162937820430331	0.32190269519516196	0.2288610492044259	0.19765761723620148	0.16288719336351187	0.2000845063243622	0.13589030464231028	0.1773857168883525	0.20691668620806627	0.24900396564386884	0.1748938206720466	0.12603015747013252	0.0	0.12509479738903642	0.13628292342613563	0.3736393695110745	0.33668192854793894	0.4402711558223369	0.4943342002147798	0.44886250968673935	0.38634680748259675	0.6172548336739406	0.46748363943833887	0.4520495109230146	0.5483228959725954
w24pp	0.4776591353302826	0.48279094953030777	0.333060988577453	0.5136163037482515	0.5335207180176598	0.39635992074555515	0.3755534736626065	0.41385123830362136	0.47099499389516236	0.4569277325772009	0.538092871478942	0.533904895115836	0.516717184926816	0.4832191356852929	0.47500613435619776	0.5394784192353657	0.5581464848283586	0.5928352267621108	0.6244274691427278	0.5717092462840754	0.5407015695630102	0.514669063362917	0.551885698360693	0.3556406659030107	0.3267471107952101	0.3727887942344217	0.5197673916995573	0.41658844647361526	0.374290697414229	0.3638454557875057	0.2694543689396346	0.1764127229488985	0.1452092909806741	0.1104388671079845	0.14763618006883483	0.08344197838678291	0.12493739063282511	0.15446835995253888	0.21094351614283316	0.13683337117101094	0.11317434066511875	0.12509479738903642	0.0	0.08383459717060825	0.32119104325554715	0.28423360229241157	0.38782282956680947	0.4418858739592524	0.396414183431212	0.33389848122706933	0.5648065074184133	0.4150353131828115	0.39960118466748723	0.49587456971706806
s24H1	0.39459594424533895	0.3997277584453641	0.24999779749250933	0.43055311266330787	0.4504575269327161	0.3132967296606115	0.29249028257766285	0.3307880472186777	0.38793180281021866	0.37386454149225723	0.4550296803939984	0.4508417040308924	0.4336539938418723	0.4001559446003492	0.39194294327125406	0.45641522815042196	0.47508329374341485	0.5097720356771671	0.5413642780577842	0.48864605519913173	0.4576383784780665	0.43160587227797326	0.46882250727574937	0.272577474818067	0.24368391971026646	0.28972560314947804	0.43670420061461374	0.3335252553886716	0.2912275063292853	0.28078226470256207	0.18639117785469092	0.0933495318639549	0.09334722397652806	0.058576800103838464	0.09577411306468878	0.05379643145039721	0.12373337419324318	0.15326434351295695	0.2221316421799324	0.14802149720811017	0.12436246670221797	0.13628292342613563	0.08383459717060825	0.0	0.2381278521706035	0.20117041120746793	0.3047596384818659	0.3588226828743088	0.3133509923462684	0.2508352901421257	0.4817433163334697	0.33197212209786786	0.3165379935825436	0.4128113786321244
F22HpB	0.3197858704529404	0.32491768465296555	0.17518772370011076	0.3557430388709093	0.37564745314031756	0.23848665586821294	0.21768020878526426	0.25597797342627915	0.3131217290178201	0.29905446769985866	0.3802196066015998	0.37603163023849384	0.35884392004947374	0.32534587080795063	0.3171328694788555	0.3816051543580234	0.4002732199510163	0.43496196188476854	0.46655420426538563	0.41383598140673317	0.3828283046856679	0.3567957984855747	0.3940124334833508	0.19776740102566842	0.1688738459178679	0.21491552935707947	0.36189412682221517	0.25871518159627305	0.21641743253688678	0.2059721909101635	0.11158110406229235	0.28636389037336196	0.33070367006146695	0.29593324618877737	0.33313055914962764	0.2911528775353361	0.36108982027818204	0.3906207895978958	0.4594880882648713	0.3853779432930491	0.36171891278715684	0.3736393695110745	0.32119104325554715	0.2381278521706035	0.0	0.09562945338516086	0.19921868065955883	0.25328172505200175	0.20781003452396132	0.14529433231981864	0.4069332425410711	0.2571620483054693	0.24172791979014505	0.33800130483972585
S13Hp	0.28282842948980486	0.28796024368983	0.13823028273697519	0.3187855979077737	0.338690012177182	0.20152921490507736	0.1807227678221287	0.21902053246314357	0.27616428805468457	0.2620970267367231	0.34326216563846423	0.3390741892753583	0.32188647908633816	0.2883884298448151	0.2801754285157199	0.3446477133948878	0.36331577898788076	0.39800452092163296	0.4295967633022501	0.37687854044359764	0.34587086372253234	0.3198383575224391	0.3570549925202153	0.16080996006253287	0.13191640495473234	0.1779580883939439	0.3249366858590796	0.22175774063313747	0.1794599915737512	0.16901474994702792	0.07462366309915677	0.24940644941022638	0.29374622909833137	0.2589758052256418	0.29617311818649206	0.2541954365722005	0.32413237931504646	0.35366334863476023	0.42253064730173573	0.3484205023299135	0.32476147182402126	0.33668192854793894	0.28423360229241157	0.20117041120746793	0.09562945338516086	0.0	0.13608612663887126	0.19014917103131418	0.14467748050327373	0.08216177829913107	0.3699758015779355	0.2202046073423337	0.20477047882700947	0.3010438638765903
S21H1	0.38641765676420275	0.39154947096422793	0.24181951001137314	0.4223748251821717	0.44227923945157993	0.3051184421794753	0.2843119950965266	0.32260975973754147	0.3797535153290825	0.36568625401112104	0.4468513929128622	0.4426634165497563	0.42547570636073606	0.39197765711921306	0.38376465579011787	0.44823694066928577	0.4669050062622787	0.5015937481960309	0.5331859905766481	0.4804677677179956	0.4494600909969303	0.42342758479683706	0.46064421979461323	0.2643991873369308	0.23550563222913026	0.28154731566834185	0.42852591313347754	0.3253469679075354	0.28304921884814915	0.2726039772214258	0.17821289037355473	0.35299567668462434	0.3973354563727293	0.3625650325000397	0.39976234546089	0.35778466384659846	0.4277216065894444	0.4572525759091582	0.5261198745761337	0.45200972960431146	0.4283506990984192	0.4402711558223369	0.38782282956680947	0.3047596384818659	0.19921868065955883	0.13608612663887126	0.0	0.148725562296018	0.10325387176797754	0.14809898338983377	0.4735650288523335	0.32379383461673167	0.3083597061014074	0.4046330911509882
F14H1B	0.44048070115664567	0.44561251535667085	0.29588255440381606	0.4764378695746146	0.49634228384402285	0.35918148657191823	0.3383750394889696	0.37667280412998444	0.43381655972152544	0.419749298403564	0.5009144373053052	0.4967264609421992	0.47953875075317903	0.446040701511656	0.4378277001825608	0.5022999850617287	0.5209680506547216	0.5556567925884739	0.587249034969091	0.5345308121104385	0.5035231353893732	0.47749062918928	0.5147072641870561	0.31846223172937377	0.2895686766215732	0.33561036006078476	0.48258895752592046	0.37941001229997834	0.33711226324059207	0.32666702161386874	0.23227593476599764	0.40705872107706725	0.45139850076517224	0.4166280768924826	0.45382538985333293	0.4118477082390414	0.48178465098188733	0.5113156203016012	0.5801829189685765	0.5060727739967543	0.48241374349086213	0.4943342002147798	0.4418858739592524	0.3588226828743088	0.25328172505200175	0.19014917103131418	0.148725562296018	0.0	0.05605010758686735	0.20216202778227668	0.5276280732447763	0.3778568790091746	0.3624227504938503	0.45869613554343114
F7H1	0.3950090106286053	0.40014082482863045	0.2504108638757756	0.4309661790465742	0.45087059331598245	0.3137097960438778	0.2929033489609291	0.331201113601944	0.388344869193485	0.37427760787552355	0.4554427467772647	0.45125477041415873	0.4340670602251386	0.4005690109836155	0.39235600965452033	0.45682829453368823	0.4754963601266812	0.5101851020604333	0.5417773444410505	0.48905912158239806	0.45805144486133276	0.4320189386612395	0.4692355736590157	0.2729905412013333	0.24409698609353275	0.29013866953274436	0.43711726699788	0.33393832177193794	0.2916405727125516	0.28119533108582834	0.18680424423795722	0.36158703054902686	0.40592681023713184	0.3711563863644422	0.40835369932529253	0.3663760177110009	0.43631296045384693	0.4658439297735607	0.5347112284405362	0.460601083468714	0.43694205296282174	0.44886250968673935	0.396414183431212	0.3133509923462684	0.20781003452396132	0.14467748050327373	0.10325387176797754	0.05605010758686735	0.0	0.15669033725423626	0.482156382716736	0.3323851884811342	0.3169510599658099	0.41322444501539074
S16H2	0.3324933084244626	0.3376251226244878	0.187895161671633	0.36845047684243154	0.3883548911118398	0.2511940938397352	0.2303876467567865	0.26868541139780133	0.3258291669893424	0.3117619056713809	0.39292704457312205	0.38873906821001614	0.3715513580209959	0.3380533087794729	0.32984030745037773	0.39431259232954563	0.4129806579225386	0.44766939985629073	0.4792616422369079	0.42654341937825546	0.39553574265719016	0.36950323645709693	0.4067198714548731	0.21047483899719066	0.18158128388939013	0.2276229673286017	0.3746015647937374	0.2714226195677953	0.229124870508409	0.21867962888168568	0.12428854203381456	0.29907132834488415	0.34341110803298913	0.30864068416029955	0.3458379971211498	0.3038603155068583	0.3737972582497042	0.403328227569418	0.4721955262363935	0.39808538126457127	0.374426350758679	0.38634680748259675	0.33389848122706933	0.2508352901421257	0.14529433231981864	0.08216177829913107	0.14809898338983377	0.20216202778227668	0.15669033725423626	0.0	0.41964068051259334	0.26986948627699153	0.25443535776166726	0.3507087428112481
530167	0.3825679280441116	0.3876997422441368	0.2772375122131743	0.45779282738397287	0.4776972416533811	0.3405364443812765	0.34901743997408075	0.3873152046150956	0.44445896020663667	0.4303916988886752	0.5115568377904163	0.5073688614273103	0.4901811512382902	0.4566831019967672	0.448470100667672	0.5129423855468399	0.5316104511398327	0.566299193073585	0.5978914354542021	0.5451732125955496	0.5141655358744844	0.4881330296743912	0.5253496646721673	0.32910463221448494	0.3002110771066844	0.3732947661483651	0.5202733636135007	0.4170944183875587	0.3923884980904475	0.39850091263765564	0.3265319366195789	0.5299793545362281	0.5743191342243331	0.5395487103516434	0.5767460233124938	0.5347683416982022	0.6047052844410482	0.634236253760762	0.7031035524277375	0.6289934074559153	0.605334376950023	0.6172548336739406	0.5648065074184133	0.4817433163334697	0.4069332425410711	0.3699758015779355	0.4735650288523335	0.5276280732447763	0.482156382716736	0.41964068051259334	0.0	0.3199441058966405	0.30450997738131624	0.40078336243089707
S25Hp	0.11033445859676161	0.11546627279678676	0.1274663179775725	0.30802163314837105	0.3279260474177793	0.19076525014567466	0.19924624573847893	0.23754401037949383	0.29468776597103485	0.28062050465307337	0.3617856435548145	0.35759766719170855	0.34040995700268845	0.3069119077611654	0.2986989064320702	0.3631711913112381	0.381839256904231	0.4165279988379832	0.44812024121860033	0.39540201835994787	0.3643943416388826	0.3383618354387894	0.3755784704365655	0.1793334379788831	0.15043988287108256	0.22352357191276329	0.370502169377899	0.26732322415195686	0.24261730385484567	0.24872971840205385	0.17676074238397707	0.3802081603006263	0.4245479399887313	0.38977751611604167	0.426974829076892	0.38499714746260044	0.4549340902054464	0.48446505952516017	0.5533323581921357	0.47922221322031344	0.4555631827144212	0.46748363943833887	0.4150353131828115	0.33197212209786786	0.2571620483054693	0.2202046073423337	0.32379383461673167	0.3778568790091746	0.3323851884811342	0.26986948627699153	0.3199441058966405	0.0	0.017991553582471724	0.12854989298354705
S3Hp	0.09490033008143735	0.1000321442814625	0.11203218946224824	0.2925875046330468	0.31249191890245503	0.17533112163035042	0.1838121172231547	0.22210988186416958	0.2792536374557106	0.2651863761377491	0.34635151503949024	0.34216353867638427	0.32497582848736417	0.2914777792458411	0.2832647779167459	0.3477370627959138	0.3664051283889067	0.4010938703226589	0.43268611270327606	0.3799678898446236	0.34896021312355835	0.3229277069234651	0.36014434192124123	0.16389930946355885	0.13500575435575832	0.20808944339743904	0.3550680408625747	0.2518890956366326	0.22718317533952143	0.2332955898867296	0.16132661386865282	0.36477403178530204	0.40911381147340703	0.3743433876007174	0.4115407005615677	0.36956301894727617	0.4394999616901221	0.4690309310098359	0.5378982296768113	0.46378808470498917	0.4401290541990969	0.4520495109230146	0.39960118466748723	0.3165379935825436	0.24172791979014505	0.20477047882700947	0.3083597061014074	0.3624227504938503	0.3169510599658099	0.25443535776166726	0.30450997738131624	0.017991553582471724	0.0	0.1131157644682228
S29H1	0.10782532337251113	0.11295713757253628	0.20830557451182907	0.3888608896826276	0.40876530395203586	0.27160450667993125	0.28008550227273554	0.3183832669137504	0.3755270225052914	0.3614597611873299	0.44262490008907107	0.4384369237259651	0.421249213536945	0.38775116429542195	0.37953816296632675	0.44401044784549465	0.46267851343848754	0.49736725537223975	0.5289594977528569	0.4762412748942044	0.4452335981731392	0.41920109197304595	0.45641772697082206	0.2601726945131397	0.23127913940533915	0.3043628284470199	0.45134142591215554	0.3481624806862134	0.32345656038910225	0.32956897493631043	0.25759999891823365	0.4610474168348829	0.5053871965229879	0.4706167726502982	0.5078140856111486	0.465836403996857	0.535773346739703	0.5653043160594167	0.6341716147263922	0.56006146975457	0.5364024392486777	0.5483228959725954	0.49587456971706806	0.4128113786321244	0.33800130483972585	0.3010438638765903	0.4046330911509882	0.45869613554343114	0.41322444501539074	0.3507087428112481	0.40078336243089707	0.12854989298354705	0.1131157644682228	0.0
