	S29H1	530119	31379	S4Hp	31300	F23HpA	S11Hp	S26Hp	F22H1A	S23Hp	530167	S31Hp	S22Hp	S6Hp	F14H1A	S17H1	F8H1	F32H1	31021	31328	31236	S28Hp	31749	F29H1	530258	F14H1B	s24pp	s2pp	31009	531414	31700	31750	530050	530364	S30H1	31219	S7Hp	S25Hp	31452	31343	S8Hp	S19H1	S3Hp	F22HpB	F1H1	31360	530394	31723	530055	S12Hp	S10H1	F6H1	530075	S16H2	S15Hp	F3H1
s24pp	1.16255215835357	1.1357001122313377	1.1526660065913041	1.172924262038394	1.1810200274374028	1.1854770373080805	1.0530296116258588	0.9401915640011184	0.9555225760609237	1.0422333350402044	0.9559898969613847	0.8044219597299757	0.968672440622356	0.9076941245780118	0.9015162171451339	0.829305049425109	0.84131498904524	0.8304788527757008	0.7917397954618843	0.8004421851695933	0.8828619126982802	0.8781065478330311	0.8675471226691607	0.914764992007932	0.954589955621177	0.9053419465799455	0.0	0.011583931836944412	0.8139556145446022	0.748563473897122	0.9927610216970754	1.0074400769740963	1.0054504926723957	1.0115296188252656	1.026965117507309	1.0622284153014265	1.0490136533625618	1.0144641675604362	1.1497186798574455	1.192552721199242	1.262864567923409	1.2700125360707777	1.1994098456979814	1.2040317816390436	1.2320189233269625	1.1377872852407507	1.141470721175958	1.1762581096616826	1.1529861769949543	1.181999435161912	1.1780295024753982	1.183272990298329	1.1486169322099045	1.1740513321371142	1.15699186490502	1.1609415049493366
s2pp	1.1627588579319406	1.1359068118097082	1.1528727061696746	1.1731309616167644	1.1812267270157735	1.185683736886451	1.0532363112042293	0.9403982635794889	0.9557292756392942	1.042440034618575	0.9561965965397552	0.8046286593083462	0.9688791402007265	0.9079008241563823	0.9017229167235044	0.8295117490034795	0.8415216886236105	0.8306855523540713	0.7919464950402548	0.8006488847479638	0.8830686122766507	0.8783132474114016	0.8677538222475312	0.9149716915863025	0.9547966551995475	0.905548646158316	0.011583931836944412	0.0	0.8141623141229727	0.7487701734754925	0.9929677212754459	1.0076467765524668	1.0056571922507662	1.011736318403636	1.0271718170856794	1.062435114879797	1.0492203529409323	1.0146708671388067	1.149925379435816	1.1927594207776124	1.2630712675017794	1.2702192356491482	1.1996165452763519	1.204238481217414	1.232225622905333	1.1379939848191212	1.1416774207543285	1.1764648092400531	1.1531928765733248	1.1822061347402826	1.1782362020537687	1.1834796898766995	1.148823631788275	1.1742580317154847	1.1571985644833904	1.161148204527707
31009	0.6120468310540198	0.5851947849317874	0.6021606792917537	0.6224189347388436	0.6305147001378525	0.63497171000853	0.5025242843263085	0.38968623670156805	0.40501724876137335	0.49172800774065406	0.4054845696618343	0.2539166324304254	0.41816711332280576	0.3571887972784615	0.3510108898455836	0.2787997221255587	0.29080966174568973	0.27997352547615045	0.33951934078128976	0.34822173048899874	0.43064145801768566	0.4258860931524366	0.4153266679885662	0.4625445373273375	0.5023695009405824	0.4531214918993509	0.8139556145446022	0.8141623141229727	0.0	0.1273417334023494	0.442255694397525	0.456934749674546	0.45494516537284546	0.46102429152571534	0.4764597902077585	0.5117230880018762	0.49850832606301143	0.4639588402608859	0.599213352557895	0.6420473938996916	0.7123592406238584	0.7195072087712272	0.6489045183984309	0.6535264543394931	0.6815135960274119	0.5872819579412003	0.5909653938764078	0.6257527823621324	0.602480849695404	0.6314941078623617	0.6275241751758478	0.6327676629987785	0.5981116049103541	0.6235460048375638	0.6064865376054697	0.6104361776497862
531414	0.5466546904065396	0.5198026442843072	0.5367685386442734	0.5570267940913634	0.5651225594903722	0.5695795693610498	0.4371321436788283	0.32429409605408777	0.3396251081138931	0.42633586709317384	0.3400924290143541	0.18852449178294514	0.35277497267532554	0.29179665663098125	0.2856187491981033	0.21340758147807848	0.2254175210982095	0.21458138482867023	0.27412720013380953	0.2828295898415185	0.36524931737020544	0.36049395250495636	0.349934527341086	0.3971523966798573	0.43697736029310225	0.3877293512518707	0.748563473897122	0.7487701734754925	0.1273417334023494	0.0	0.37686355375004477	0.3915426090270658	0.38955302472536524	0.3956321508782351	0.4110676495602783	0.446330947354396	0.4331161854155312	0.3985666996134057	0.5338212119104148	0.5766552532522113	0.6469670999763781	0.654115068123747	0.5835123777509507	0.5881343136920129	0.6161214553799317	0.5218898172937201	0.5255732532289276	0.5603606417146522	0.5370887090479238	0.5661019672148815	0.5621320345283676	0.5673755223512983	0.5327194642628739	0.5581538641900836	0.5410943969579894	0.545044037002306
31700	0.37354986887384145	0.3466978227516091	0.3636637171115753	0.38392197255866534	0.39201773795767425	0.3964747478283518	0.26402732214613034	0.22955260451518764	0.244883616574993	0.33159437555427373	0.24535093747545395	0.22752807769931863	0.39177855859169897	0.33080024254735474	0.32462233511447686	0.378570454203338	0.3905803938234691	0.3797442575539298	0.5183247479337628	0.5270271376414718	0.6094468651701588	0.6046915003049097	0.5941320751410393	0.6413499444798106	0.6811749080930556	0.6319268990518241	0.9927610216970754	0.9929677212754459	0.442255694397525	0.37686355375004477	0.0	0.05783775999799645	0.05584817569629594	0.06192730184916581	0.23796282802758031	0.27322612582169803	0.26001136388283325	0.2254618780807077	0.3607163903777168	0.4035504317195133	0.47386227844368023	0.4810102465910491	0.4104075562182527	0.41502949215931484	0.4430166338472337	0.348784995761022	0.3524684316962295	0.3872558201819541	0.36398388751522576	0.39299714568218347	0.38902721299566945	0.3942707008186002	0.35961464273017585	0.3850490426573855	0.36798957542529137	0.37193921546960784
31750	0.3882289241508624	0.36137687802863006	0.37834277238859626	0.3986010278356863	0.4066967932346952	0.41115380310537275	0.2787063774231513	0.24423165979220862	0.259562671852014	0.3462734308312947	0.26002999275247496	0.2422071329763396	0.40645761386872	0.3454792978243757	0.33930139039149787	0.393249509480359	0.40525944910049005	0.3944233128309508	0.5330038032107838	0.5417061929184928	0.6241259204471797	0.6193705555819307	0.6088111304180603	0.6560289997568316	0.6958539633700765	0.646605954328845	1.0074400769740963	1.0076467765524668	0.456934749674546	0.3915426090270658	0.05783775999799645	0.0	0.03825256054156685	0.06971422180254212	0.2526418833046013	0.287905181098719	0.2746904191598542	0.24014093335772868	0.37539544565473776	0.4182294869965343	0.4885413337207012	0.49568930186807003	0.42508661149527366	0.4297085474363358	0.4576956891242547	0.36346405103804297	0.36714748697325045	0.40193487545897505	0.3786629427922467	0.4076762009592044	0.4037062682726904	0.4089497560956212	0.3742936980071968	0.39972809793440645	0.38266863070231233	0.3866182707466288
530050	0.3862393398491619	0.35938729372692957	0.3763531880868958	0.3966114435339858	0.4047072089329947	0.40916421880367226	0.2767167931214508	0.2422420754905081	0.2575730875503135	0.3442838465295942	0.2580404084507744	0.2402175486746391	0.40446802956701944	0.3434897135226752	0.33731180608979733	0.3912599251786585	0.40326986479878957	0.3924337285292503	0.5310142189090833	0.5397166086167923	0.6221363361454793	0.6173809712802302	0.6068215461163597	0.6540394154551311	0.6938643790683761	0.6446163700271446	1.0054504926723957	1.0056571922507662	0.45494516537284546	0.38955302472536524	0.05584817569629594	0.03825256054156685	0.0	0.0677246375008416	0.25065229900290076	0.2859155967970185	0.2727008348581537	0.23815134905602817	0.37340586135303727	0.4162399026948338	0.4865517494190007	0.49369971756636954	0.42309702719357317	0.4277189631346353	0.4557061048225542	0.3614744667363425	0.36515790267154996	0.39994529115727456	0.37667335849054623	0.40568661665750394	0.4017166839709899	0.4069601717939207	0.3723041137054963	0.39773851363270596	0.38067904640061184	0.3846286864449283
530364	0.3923184660020318	0.36546641987979944	0.38243231423976565	0.4026905696868557	0.4107863350858646	0.41524334495654214	0.2827959192743207	0.24832120164337798	0.26365221370318337	0.3503629726824641	0.2641195346036443	0.24629667482750897	0.4105471557198893	0.3495688396755451	0.3433909322426672	0.39733905133152836	0.40934899095165944	0.39851285468212017	0.5370933450619532	0.5457957347696621	0.6282154622983491	0.6234600974331	0.6129006722692296	0.660118541608001	0.6999435052212459	0.6506954961800144	1.0115296188252656	1.011736318403636	0.46102429152571534	0.3956321508782351	0.06192730184916581	0.06971422180254212	0.0677246375008416	0.0	0.25673142515577063	0.2919947229498884	0.2787799610110236	0.24423047520889804	0.37948498750590715	0.42231902884770367	0.4926308755718706	0.4997788437192394	0.42917615334644305	0.4337980892875052	0.46178523097542407	0.36755359288921235	0.37123702882441983	0.40602441731014444	0.3827524846434161	0.4117657428103738	0.4077958101238598	0.41303929794679056	0.3783832398583662	0.40381763978557583	0.3867581725534817	0.3907078125977982
S30H1	0.3080288022361449	0.28117675611391263	0.29814265047387883	0.31840090592096887	0.3264966713199778	0.3309536811906553	0.19850625550843382	0.26375670032542115	0.2790877123852265	0.36579847136450727	0.2795550332856874	0.26173217350955214	0.4259826544019325	0.3650043383575883	0.35882643092471034	0.41277455001357155	0.42478448963370263	0.41394835336416336	0.5525288437439964	0.5612312334517053	0.6436509609803923	0.6388955961151432	0.6283361709512728	0.6755540402900442	0.7153790039032891	0.6661309948620576	1.026965117507309	1.0271718170856794	0.4764597902077585	0.4110676495602783	0.23796282802758031	0.2526418833046013	0.25065229900290076	0.25673142515577063	0.0	0.10732522238085143	0.09411046044198665	0.1599408114430112	0.29519532374002033	0.33802936508181686	0.40834121180598376	0.41548917995335255	0.34488648958055623	0.3495084255216184	0.37749556720953725	0.28326392912332554	0.286947365058533	0.3217347535442576	0.2984628208775293	0.327476079044487	0.32350614635797303	0.32874963418090375	0.2940935760924793	0.319527976019689	0.3024685087875949	0.3064181488319114
31219	0.34329210003026267	0.3164400539080303	0.3334059482679965	0.35366420371508656	0.36175996911409547	0.366216978984773	0.23376955330255153	0.29901999811953883	0.3143510101793442	0.40106176915862496	0.31481833107980517	0.2969954713036699	0.4612459521960502	0.40026763615170596	0.3940897287188281	0.44803784780768924	0.4600477874278203	0.44921165115828104	0.587792141538114	0.596494531245823	0.6789142587745101	0.6741588939092609	0.6635994687453906	0.7108173380841618	0.7506423016974069	0.7013942926561754	1.0622284153014265	1.062435114879797	0.5117230880018762	0.446330947354396	0.27322612582169803	0.287905181098719	0.2859155967970185	0.2919947229498884	0.10732522238085143	0.0	0.060282379029631405	0.19520410923712891	0.330458621534138	0.37329266287593454	0.44360450960010145	0.4507524777474703	0.3801497873746739	0.38477172331573606	0.41275886500365494	0.31852722691744323	0.3222106628526507	0.3569980513383753	0.333726118671647	0.3627393768386047	0.35876944415209067	0.36401293197502144	0.32935687388659707	0.3547912738138067	0.3377318065817126	0.34168144662602906
S7Hp	0.33007733809139783	0.30322529196916553	0.32019118632913174	0.3404494417762218	0.3485452071752307	0.35300221704590823	0.22055479136368672	0.28580523618067405	0.3011362482404794	0.3878470072197602	0.3016035691409404	0.28378070936480504	0.4480311902571854	0.3870528742128412	0.3808749667799633	0.43482308586882445	0.44683302548895554	0.43599688921941626	0.5745773795992493	0.5832797693069582	0.6656994968356452	0.6609441319703961	0.6503847068065257	0.6976025761452971	0.737427539758542	0.6881795307173105	1.0490136533625618	1.0492203529409323	0.49850832606301143	0.4331161854155312	0.26001136388283325	0.2746904191598542	0.2727008348581537	0.2787799610110236	0.09411046044198665	0.060282379029631405	0.0	0.1819893472982641	0.31724385959527324	0.36007790093706976	0.43038974766123667	0.43753771580860545	0.36693502543580914	0.37155696137687133	0.39954410306479016	0.30531246497857845	0.3089959009137859	0.3437832893995105	0.3205113567327822	0.3495246148997399	0.34555468221322594	0.35079817003615665	0.31614211194773223	0.3415765118749419	0.3245170446428478	0.3284666846871643
S25Hp	0.18557320307096	0.15872115694872774	0.17568705130869394	0.19594530675578392	0.20404107215479284	0.20849808202547038	0.07605065634324888	0.2512557503785485	0.2665867624383539	0.35329752141763465	0.26705408333881486	0.24923122356267952	0.4134817044550599	0.35250338841071566	0.3463254809778378	0.40027360006669893	0.41228353968683	0.40144740341729074	0.5400278937971237	0.5487302835048327	0.6311500110335196	0.6263946461682706	0.6158352210044001	0.6630530903431715	0.7028780539564164	0.653630044915185	1.0144641675604362	1.0146708671388067	0.4639588402608859	0.3985666996134057	0.2254618780807077	0.24014093335772868	0.23815134905602817	0.24423047520889804	0.1599408114430112	0.19520410923712891	0.1819893472982641	0.0	0.17273972457483536	0.2155737659166319	0.2858856126407988	0.2930335807881676	0.22243089041537129	0.22705282635643342	0.2550399680443523	0.16080832995814062	0.16449176589334813	0.19927915437907273	0.17600722171234437	0.20502047987930208	0.2010505471927881	0.20629403501571886	0.1716379769272944	0.19707237685450413	0.18001290962240998	0.18396254966672645
31452	0.18513401443073943	0.15828196830850716	0.17524786266847336	0.19550611811556334	0.20360188351457226	0.2080588933852498	0.1003105986219333	0.3865102626755576	0.40184127473536296	0.48855203371464373	0.40230859563582394	0.3844857358596886	0.548736216752069	0.48775790070772473	0.48157999327484685	0.535528112363708	0.5475380519838391	0.5367019157142998	0.6752824060941328	0.6839847958018418	0.7664045233305288	0.7616491584652797	0.7510897333014093	0.7983076026401806	0.8381325662534256	0.7888845572121941	1.1497186798574455	1.149925379435816	0.599213352557895	0.5338212119104148	0.3607163903777168	0.37539544565473776	0.37340586135303727	0.37948498750590715	0.29519532374002033	0.330458621534138	0.31724385959527324	0.17273972457483536	0.0	0.151728964275048	0.2220408109992149	0.2291887791465837	0.15858608877378738	0.16320802471484952	0.2546007794041317	0.16036914131792004	0.16405257725312755	0.19883996573885215	0.1755680330721238	0.2045812912390815	0.2006113585525675	0.20585484637549828	0.17119878828707383	0.19663318821428355	0.1795737209821894	0.18352336102650588
31343	0.22796805577253595	0.20111600965030368	0.2180819040102699	0.23834015945735987	0.24643592485636878	0.2508929347270463	0.14314463996372984	0.42934430401735413	0.4446753160771595	0.5313860750564403	0.44514263697762047	0.4273197772014851	0.5915702580938655	0.5305919420495213	0.5244140346166434	0.5783621537055046	0.5903720933256356	0.5795359570560963	0.7181164474359294	0.7268188371436384	0.8092385646723252	0.8044831998070763	0.7939237746432057	0.8411416439819772	0.880966607595222	0.8317185985539906	1.192552721199242	1.1927594207776124	0.6420473938996916	0.5766552532522113	0.4035504317195133	0.4182294869965343	0.4162399026948338	0.42231902884770367	0.33802936508181686	0.37329266287593454	0.36007790093706976	0.2155737659166319	0.151728964275048	0.0	0.12153152225366234	0.12867949040103116	0.05807680002823482	0.14704720071235095	0.29743482074592825	0.20320318265971657	0.20688661859492408	0.24167400708064868	0.21840207441392032	0.24741533258087803	0.24344539989436403	0.2486888877172948	0.21403282962887035	0.23946722955608007	0.22240776232398593	0.2263574023683024
S8Hp	0.2982799024967029	0.27142785637447053	0.28839375073443674	0.3086520061815268	0.3167477715805357	0.32120478145121323	0.21345648668789674	0.49965615074152103	0.5149871628013264	0.6016979217806071	0.5154544837017874	0.497631623925652	0.6618821048180323	0.6009037887736881	0.5947258813408103	0.6486740004296714	0.6606839400498026	0.6498478037802633	0.7884282941600962	0.7971306838678052	0.8795504113964923	0.8747950465312431	0.8642356213673728	0.911453490706144	0.9512784543193891	0.9020304452781576	1.262864567923409	1.2630712675017794	0.7123592406238584	0.6469670999763781	0.47386227844368023	0.4885413337207012	0.4865517494190007	0.4926308755718706	0.40834121180598376	0.44360450960010145	0.43038974766123667	0.2858856126407988	0.2220408109992149	0.12153152225366234	0.0	0.1495609322540069	0.12553163755259147	0.21735904743651782	0.36774666747009516	0.27351502938388345	0.2771984653190909	0.3119858538048155	0.2887139211380872	0.3177271793050449	0.3137572466185309	0.31900073444146165	0.2843446763530373	0.3097790762802469	0.2927196090481528	0.2966692490924693
S19H1	0.30542787064407173	0.2785758245218394	0.2955417188818056	0.3157999743288956	0.32389573972790453	0.32835274959858207	0.22060445483526556	0.5068041188888899	0.5221351309486952	0.608845889927976	0.5226024518491562	0.5047795920730208	0.6690300729654012	0.608051756921057	0.6018738494881791	0.6558219685770402	0.6678319081971713	0.656995771927632	0.795576262307465	0.804278652015174	0.886698379543861	0.8819430146786119	0.8713835895147415	0.9186014588535129	0.9584264224667578	0.9091784134255263	1.2700125360707777	1.2702192356491482	0.7195072087712272	0.654115068123747	0.4810102465910491	0.49568930186807003	0.49369971756636954	0.4997788437192394	0.41548917995335255	0.4507524777474703	0.43753771580860545	0.2930335807881676	0.2291887791465837	0.12867949040103116	0.1495609322540069	0.0	0.13267960569996032	0.22450701558388664	0.374894635617464	0.2806629975312523	0.28434643346645977	0.31913382195218437	0.29586188928545604	0.32487514745241375	0.3209052147658997	0.3261487025888305	0.29149264450040613	0.31692704442761577	0.29986757719552165	0.3038172172398381
S3Hp	0.23482518027127533	0.20797313414904306	0.22493902850900926	0.24519728395609924	0.25329304935510816	0.2577500592257857	0.1500017644624692	0.4362014285160935	0.45153244057589886	0.5382431995551796	0.45199976147635984	0.4341769017002245	0.5984273825926049	0.5374490665482606	0.5312711591153827	0.5852192782042439	0.597229217824375	0.5863930815548357	0.7249735719346687	0.7336759616423777	0.8160956891710647	0.8113403243058156	0.8007808991419452	0.8479987684807165	0.8878237320939615	0.83857572305273	1.1994098456979814	1.1996165452763519	0.6489045183984309	0.5835123777509507	0.4104075562182527	0.42508661149527366	0.42309702719357317	0.42917615334644305	0.34488648958055623	0.3801497873746739	0.36693502543580914	0.22243089041537129	0.15858608877378738	0.05807680002823482	0.12553163755259147	0.13267960569996032	0.0	0.1539043252110903	0.3042919452446676	0.21006030715845594	0.21374374309366345	0.24853113157938805	0.2252591989126597	0.25427245707961743	0.2503025243931034	0.2555460122160342	0.22088995412760973	0.24632435405481945	0.2292648868227253	0.23321452686704178
F22HpB	0.23944711621233752	0.21259507009010525	0.22956096445007146	0.2498192198971614	0.2579149852961703	0.2623719951668479	0.15462370040353138	0.44082336445715564	0.456154376516961	0.5428651354962418	0.456621697417422	0.4387988376412867	0.6030493185336671	0.5420710024893228	0.5358930950564449	0.5898412141453061	0.6018511537654372	0.5910150174958979	0.7295955078757309	0.7382978975834399	0.8207176251121269	0.8159622602468778	0.8054028350830074	0.8526207044217787	0.8924456680350237	0.8431976589937922	1.2040317816390436	1.204238481217414	0.6535264543394931	0.5881343136920129	0.41502949215931484	0.4297085474363358	0.4277189631346353	0.4337980892875052	0.3495084255216184	0.38477172331573606	0.37155696137687133	0.22705282635643342	0.16320802471484952	0.14704720071235095	0.21735904743651782	0.22450701558388664	0.1539043252110903	0.0	0.3089138811857298	0.21468224309951814	0.21836567903472565	0.25315306752045025	0.22988113485372189	0.2588943930206796	0.2549244603341656	0.2601679481570964	0.22551189006867192	0.25094628999588164	0.2338868227637875	0.23783646280810397
F1H1	0.1517092261864579	0.12485718006422562	0.14182307442419181	0.23731626715718696	0.24541203255619587	0.2498690424268734	0.18261084209145023	0.4688105061450745	0.4841415182048799	0.5708522771841607	0.48460883910534086	0.4667859793292055	0.6310364602215859	0.5700581441772417	0.5638802367443637	0.6178283558332249	0.629838295453356	0.6190021591838167	0.7575826495636497	0.7662850392713587	0.8487047668000457	0.8439494019347966	0.8333899767709262	0.8806078461096976	0.9204328097229425	0.871184800681711	1.2320189233269625	1.232225622905333	0.6815135960274119	0.6161214553799317	0.4430166338472337	0.4576956891242547	0.4557061048225542	0.46178523097542407	0.37749556720953725	0.41275886500365494	0.39954410306479016	0.2550399680443523	0.2546007794041317	0.29743482074592825	0.36774666747009516	0.374894635617464	0.3042919452446676	0.3089138811857298	0.0	0.12694435307363852	0.130627789008846	0.1654151774945706	0.14214324482784227	0.17115650299479998	0.167186570308286	0.17243005813121676	0.1377740000427923	0.16320839997000203	0.14614893273790788	0.15009857278222435
31360	0.02886289124197198	0.0059267943637447374	0.024368931871290824	0.14308462907097527	0.1511803944699842	0.15563740434066176	0.08837920400523856	0.3745788680588628	0.3899098801186682	0.47662063909794894	0.39037720101912915	0.3725543412429938	0.5368048221353743	0.47582650609102994	0.46964859865815206	0.5235967177470133	0.5356066573671444	0.5247705210976051	0.6633510114774381	0.6720534011851471	0.7544731287138341	0.749717763848585	0.7391583386847146	0.786376208023486	0.8262011716367309	0.7769531625954994	1.1377872852407507	1.1379939848191212	0.5872819579412003	0.5218898172937201	0.348784995761022	0.36346405103804297	0.3614744667363425	0.36755359288921235	0.28326392912332554	0.31852722691744323	0.30531246497857845	0.16080832995814062	0.16036914131792004	0.20320318265971657	0.27351502938388345	0.2806629975312523	0.21006030715845594	0.21468224309951814	0.12694435307363852	0.0	0.006497900220064037	0.04128528870578863	0.01929490988235626	0.04831016805031403	0.04434023536380004	0.0495837231867308	0.014927665098306366	0.040362065025516085	0.02330259779342194	0.027252237837738426
530394	0.03254632717717948	0.009610230298952235	0.02805236780649832	0.14676806500618278	0.1548638304051917	0.15932084027586926	0.09206263994044607	0.3782623039940703	0.39359331605387565	0.4803040750331564	0.39406063695433663	0.3762377771782013	0.5404882580705818	0.4795099420262374	0.47333203459335954	0.5272801536822208	0.5392900933023519	0.5284539570328126	0.6670344474126456	0.6757368371203546	0.7581565646490416	0.7534011997837925	0.7428417746199221	0.7900596439586934	0.8298846075719384	0.7806365985307069	1.141470721175958	1.1416774207543285	0.5909653938764078	0.5255732532289276	0.3524684316962295	0.36714748697325045	0.36515790267154996	0.37123702882441983	0.286947365058533	0.3222106628526507	0.3089959009137859	0.16449176589334813	0.16405257725312755	0.20688661859492408	0.2771984653190909	0.28434643346645977	0.21374374309366345	0.21836567903472565	0.130627789008846	0.006497900220064037	0.0	0.0379371324440723	0.022978345817563757	0.05199360398552153	0.04802367129900754	0.0532671591219383	0.018611101033513863	0.044045500960723585	0.02698603372862944	0.030935673772945926
31723	0.06733371566290407	0.04439761878467683	0.06283975629222291	0.18155545349190738	0.1896512188909163	0.19410822876159384	0.12685002842617066	0.4130496924797949	0.42838070453960025	0.515091463518881	0.42884802544006123	0.4110251656639259	0.5752756465563064	0.514297330511962	0.5081194230790842	0.5620675421679454	0.5740774817880765	0.5632413455185372	0.7018218358983702	0.7105242256060792	0.7929439531347662	0.7881885882695171	0.7776291631056467	0.824847032444418	0.864671996057663	0.8154239870164315	1.1762581096616826	1.1764648092400531	0.6257527823621324	0.5603606417146522	0.3872558201819541	0.40193487545897505	0.39994529115727456	0.40602441731014444	0.3217347535442576	0.3569980513383753	0.3437832893995105	0.19927915437907273	0.19883996573885215	0.24167400708064868	0.3119858538048155	0.31913382195218437	0.24853113157938805	0.25315306752045025	0.1654151774945706	0.04128528870578863	0.0379371324440723	0.0	0.05776573430328835	0.08678099247124613	0.08281105978473213	0.08805454760766289	0.05339848951923845	0.07883288944644817	0.06177342221435403	0.06572306225867051
530055	0.04406178299617573	0.021125686117948485	0.039567823625494575	0.15828352082517902	0.16637928622418793	0.1708362960948655	0.10357809575944232	0.38977775981306656	0.4051087718728719	0.4918195308521527	0.4055760927733329	0.38775323299719755	0.552003713889578	0.4910253978452337	0.4848474904123558	0.5387956095012171	0.5508055491213482	0.5399694128518089	0.6785499032316419	0.6872522929393509	0.7696720204680378	0.7649166556027888	0.7543572304389183	0.8015750997776897	0.8414000633909346	0.7921520543497031	1.1529861769949543	1.1531928765733248	0.602480849695404	0.5370887090479238	0.36398388751522576	0.3786629427922467	0.37667335849054623	0.3827524846434161	0.2984628208775293	0.333726118671647	0.3205113567327822	0.17600722171234437	0.1755680330721238	0.21840207441392032	0.2887139211380872	0.29586188928545604	0.2252591989126597	0.22988113485372189	0.14214324482784227	0.01929490988235626	0.022978345817563757	0.05776573430328835	0.0	0.06350905980451778	0.059539127118003785	0.06478261494093455	0.030126556852510117	0.05556095677971983	0.03850148954762569	0.04245112959194217
S12Hp	0.07180104732396728	0.0501389442849062	0.06858108179245229	0.18729677899213673	0.19539254439114564	0.19984955426182321	0.13259135392640004	0.41879101798002427	0.43412203003982963	0.5208327890191105	0.4345893509402906	0.41676649116415526	0.5810169720565357	0.5200386560121915	0.5138607485793135	0.5678088676681747	0.5798188072883059	0.5689826710187667	0.7075631613985995	0.7162655511063085	0.7986852786349956	0.7939299137697464	0.7833704886058761	0.8305883579446474	0.8704133215578924	0.8211653125166609	1.181999435161912	1.1822061347402826	0.6314941078623617	0.5661019672148815	0.39299714568218347	0.4076762009592044	0.40568661665750394	0.4117657428103738	0.327476079044487	0.3627393768386047	0.3495246148997399	0.20502047987930208	0.2045812912390815	0.24741533258087803	0.3177271793050449	0.32487514745241375	0.25427245707961743	0.2588943930206796	0.17115650299479998	0.04831016805031403	0.05199360398552153	0.08678099247124613	0.06350905980451778	0.0	0.012695837460819271	0.09044395896359439	0.05786582118030166	0.08330022110751138	0.06624075387541724	0.07019039391973372
S10H1	0.06783111463745328	0.04616901159839221	0.06461114910593829	0.18332684630562274	0.19142261170463165	0.19587962157530922	0.12862142123988604	0.41482108529351025	0.4301520973533156	0.5168628563325964	0.4306194182537766	0.4127965584776413	0.5770470393700218	0.5160687233256774	0.5098908158927995	0.5638389349816608	0.5758488746017919	0.5650127383322526	0.7035932287120856	0.7122956184197946	0.7947153459484816	0.7899599810832325	0.7794005559193621	0.8266184252581334	0.8664433888713784	0.8171953798301469	1.1780295024753982	1.1782362020537687	0.6275241751758478	0.5621320345283676	0.38902721299566945	0.4037062682726904	0.4017166839709899	0.4077958101238598	0.32350614635797303	0.35876944415209067	0.34555468221322594	0.2010505471927881	0.2006113585525675	0.24344539989436403	0.3137572466185309	0.3209052147658997	0.2503025243931034	0.2549244603341656	0.167186570308286	0.04434023536380004	0.04802367129900754	0.08281105978473213	0.059539127118003785	0.012695837460819271	0.0	0.0864740262770804	0.053895888493787666	0.07933028842099739	0.062270821188903244	0.06622046123321973
F6H1	0.07307460246038404	0.05141249942132297	0.06985463692886906	0.1885703341285535	0.19666609952756242	0.20112310939824	0.1338649090628168	0.420064573116441	0.4353955851762464	0.5221063441555271	0.43586290607670736	0.418040046300572	0.5822905271929525	0.5213122111486082	0.5151343037157303	0.5690824228045915	0.5810923624247226	0.5702562261551833	0.7088367165350163	0.7175391062427253	0.7999588337714123	0.7952034689061632	0.7846440437422928	0.8318619130810642	0.8716868766943091	0.8224388676530776	1.183272990298329	1.1834796898766995	0.6327676629987785	0.5673755223512983	0.3942707008186002	0.4089497560956212	0.4069601717939207	0.41303929794679056	0.32874963418090375	0.36401293197502144	0.35079817003615665	0.20629403501571886	0.20585484637549828	0.2486888877172948	0.31900073444146165	0.3261487025888305	0.2555460122160342	0.2601679481570964	0.17243005813121676	0.0495837231867308	0.0532671591219383	0.08805454760766289	0.06478261494093455	0.09044395896359439	0.0864740262770804	0.0	0.05913937631671842	0.08457377624392814	0.067514309011834	0.07146394905615049
530075	0.03048662326182068	0.016756441332898536	0.035198578840444625	0.15391427604012906	0.16201004143913797	0.16646705130981554	0.09920885097439237	0.38540851502801665	0.400739527087822	0.4874502860671027	0.401206847988283	0.3833839882121476	0.5476344691045281	0.4866561530601837	0.4804782456273059	0.5344263647161671	0.5464363043362982	0.5356001680667589	0.6741806584465919	0.6828830481543009	0.7653027756829879	0.7605474108177388	0.7499879856538684	0.7972058549926397	0.8370308186058847	0.7877828095646532	1.1486169322099045	1.148823631788275	0.5981116049103541	0.5327194642628739	0.35961464273017585	0.3742936980071968	0.3723041137054963	0.3783832398583662	0.2940935760924793	0.32935687388659707	0.31614211194773223	0.1716379769272944	0.17119878828707383	0.21403282962887035	0.2843446763530373	0.29149264450040613	0.22088995412760973	0.22551189006867192	0.1377740000427923	0.014927665098306366	0.018611101033513863	0.05339848951923845	0.030126556852510117	0.05786582118030166	0.053895888493787666	0.05913937631671842	0.0	0.04198579704536479	0.024926329813270642	0.028875969857587128
