	31232	31021	31071	31333	530075	S21H1	530055	530315	F22HpB	S8Hp	31379	530295	S1Hp	31452	S31Hp	F32H1	31723	f8pp	w26pp	w18pp	w32pp	w14pp	w8pp	w21pp	f1pp	f12ppB	f19pp	f21pp	f14ppB	f24pp	f2pp	w20pp	f7pp	w24pp	w23pp	31766	S17H1	F14H1B	31714	F23HpA	31428	S15Hp	S6Hp	530074	530215	F6H1	530364	530451	S18H1	31009	F3H1	31267	S13Hp	F7H1	S19H1	S7Hp	31519	531414	31512	S4Hp	31700	31750	530444	530394	S30H1	530368	530177	31300	31343	31236	31129	530167	31360	S28Hp	31219	31537	F29H1	31160	530050	530163	31749	31328	530331	530258	31637
31379	0.2306013739706519	0.17905765469317067	0.16154876329006496	0.12185461616424462	0.11480238381489136	0.17409317570448135	0.14262569303320213	0.1611564141474588	0.18207764768841053	0.12884753265402088	0.0	0.14165491093175198	0.09161363237197558	0.18788574232890093	0.10457649569578589	0.11666078053870961	0.10393699352267267	0.2119281970980333	0.21821198087742788	0.24042499559188382	0.2409241010484301	0.2386441213516812	0.23638505207094876	0.24033681240285096	0.2574330031470572	0.24704336543494307	0.24994038944925434	0.2575055923552565	0.24193695942906523	0.2371169867279112	0.247800361789535	0.22968042045333933	0.2253832295891641	0.22749252655498148	0.22686595165265241	0.1660444014714282	0.20664452013897222	0.21406332880696632	0.2035074857389194	0.20920280894181753	0.22679159534536464	0.1827122751476124	0.17388479719768352	0.14290512875987266	0.15839637813770785	0.21772663744061227	0.18712594226592688	0.1823158391092538	0.17369346154328463	0.21127365166586876	0.16363027383708056	0.19888137095627895	0.18153027869350202	0.16035436256034413	0.19737289196212543	0.13896701263978134	0.18356315273942223	0.18075969032591374	0.099797256839072	0.18690138845696064	0.2251775729755735	0.18230141550583295	0.153933059325776	0.25701869269171534	0.19999475778360887	0.15761757381534647	0.28544546162769874	0.19158412258160978	0.23565301458560867	0.23110046097994047	0.2590148876381795	0.24287253736114595	0.2077335504496609	0.19208651947820488	0.19534261521435464	0.2532114413335536	0.2238525131572222	0.22504612647162703	0.22691230689800118	0.24215137496608924	0.2468108544557161	0.20693106437839487	0.15439377399502535	0.15100225179035667	0.24388675805122967
530295	0.32500939857626127	0.27346567929878	0.25595678789567433	0.216262640769854	0.20921040842050073	0.2685012003100907	0.23703371763881148	0.2555644387530681	0.2764856722940199	0.22325555725963026	0.14165491093175198	0.0	0.18602165697758494	0.28229376693451025	0.19898452030139524	0.21106880514431897	0.19834501812828204	0.3063362217036426	0.31262000548303726	0.33483302019749317	0.33533212565403947	0.33305214595729055	0.3307930766765581	0.3347448370084603	0.35184102775266657	0.3414513900405524	0.3443484140548637	0.35191361696086587	0.3363449840346746	0.3315250113335205	0.34220838639514434	0.3240884450589487	0.31979125419477344	0.3219005511605908	0.32127397625826176	0.26045242607703756	0.3010525447445816	0.3084713534125757	0.2979155103445288	0.3036108335474269	0.321199619950974	0.2771202997532218	0.2682928218032929	0.23731315336548203	0.2528044027433172	0.31213466204622164	0.2815339668715362	0.2767238637148632	0.268101486148894	0.30568167627147813	0.25803829844268994	0.29328939556188827	0.2759383032991114	0.25476238716595345	0.29178091656773475	0.23337503724539072	0.2779711773450316	0.2751677149315231	0.19420528144468135	0.28130941306257	0.3195855975811829	0.2767094401114423	0.24834108393138535	0.35142671729732466	0.29440278238921824	0.25202559842095584	0.3798534862333081	0.28599214718721916	0.33006103919121804	0.32550848558554984	0.35342291224378886	0.3372805619667553	0.3021415750552703	0.28649454408381425	0.289750639819964	0.347619465939163	0.3182605377628316	0.3194541510772364	0.32132033150361056	0.3365593995716986	0.3412188790613254	0.3013390889840042	0.24880179860063473	0.24541027639596605	0.33829478265683904
S1Hp	0.2561955976624174	0.20465187838493615	0.18714298698183043	0.1474488398560101	0.14039660750665683	0.19968739939624686	0.1682199167249676	0.18675063783922427	0.207671871380176	0.17126109012828655	0.09161363237197558	0.18602165697758494	0.0	0.19346082584586824	0.1101515792127532	0.1422550042304751	0.12953121721443817	0.23752242078979877	0.24380620456919336	0.2660192192836493	0.26651832474019554	0.2642383450434467	0.26197927576271424	0.26593103609461644	0.2830272268388227	0.27263758912670855	0.2755346131410198	0.28309981604702195	0.2675311831208307	0.2627112104196767	0.27339458548130047	0.2552746441451048	0.2509774532809296	0.253086750246747	0.2524601753444179	0.1916386251631937	0.23223874383073773	0.23965755249873183	0.22910170943068486	0.23479703263358298	0.25238581903713014	0.2083064988393779	0.19947902088944902	0.16849935245163816	0.18399060182947335	0.24332086113237772	0.21272016595769233	0.2079100628010193	0.19928768523505014	0.2368678753576342	0.18922449752884607	0.2244755946480444	0.20712450238526747	0.18594858625210958	0.22296711565389088	0.16456123633154682	0.2091573764311877	0.20635391401767922	0.12539148053083748	0.21249561214872614	0.250771796667339	0.2078956391975984	0.17952728301754145	0.2826129163834808	0.22558898147537437	0.18321179750711192	0.31103968531946424	0.2171783462733753	0.26124723827737417	0.256694684671706	0.284609111329945	0.26846676105291145	0.23332777414142636	0.21768074316997033	0.22093683890612012	0.2788056650253191	0.24944673684898766	0.25064035016339253	0.2525065305897667	0.26774559865785474	0.27240507814748155	0.23252528807016032	0.17998799768679083	0.17659647548212215	0.2694809817429952
31452	0.35246770761934276	0.3009239883418615	0.28341509693875583	0.24372094981293546	0.2366687174635822	0.29595950935317217	0.264492026681893	0.2830227477961496	0.3039439813371013	0.26753320008521186	0.18788574232890093	0.28229376693451025	0.19346082584586824	0.0	0.1349971197796754	0.23852711418740044	0.2258033271713635	0.3337945307467241	0.3400783145261187	0.3622913292405746	0.3627904346971209	0.36051045500037204	0.35825138571963955	0.3622031460515418	0.379299336795748	0.3689096990836339	0.37180672309794516	0.3793719260039473	0.36380329307775605	0.358983320376602	0.36966669543822583	0.3515467541020302	0.34724956323785494	0.3493588602036723	0.34873228530134326	0.287910735120119	0.3285108537876631	0.33592966245565714	0.32537381938761023	0.33106914259050835	0.34865792899405545	0.3045786087963033	0.2957511308463744	0.26477146240856353	0.2802627117863987	0.3395929710893031	0.3089922759146177	0.3041821727579447	0.2955597951919755	0.3331399853145596	0.28549660748577144	0.32074770460496976	0.30339661234219284	0.28222069620903495	0.31923922561081625	0.26083334628847216	0.30542948638811307	0.3026260239746046	0.22166359048776282	0.3087677221056515	0.3470439066242643	0.30416774915452377	0.2757993929744668	0.37888502634040616	0.3218610914322997	0.2794839074640373	0.4073117952763896	0.31345045623030066	0.35751934823429954	0.35296679462863134	0.3808812212868703	0.3647388710098368	0.3295998840983517	0.3139528531268957	0.31720894886304546	0.3750777749822445	0.345718846805913	0.34691246012031784	0.34877864054669205	0.3640177086147801	0.3686771881044069	0.3287973980270857	0.27626010764371617	0.2728685854390475	0.36575309169992054
S31Hp	0.2691584609862277	0.21761474170874648	0.20010585030564076	0.16041170317982043	0.15335947083046716	0.21265026272005716	0.18118278004877794	0.1997135011630346	0.2206347347039863	0.18422395345209686	0.10457649569578589	0.19898452030139524	0.1101515792127532	0.1349971197796754	0.0	0.1552178675542854	0.14249408053824847	0.2504852841136091	0.2567690678930037	0.2789820826074596	0.2794811880640059	0.277201208367257	0.27494213908652454	0.27889389941842674	0.295990090162633	0.28560045245051885	0.28849747646483015	0.2960626793708323	0.28049404644464104	0.275674073743487	0.28635744880511077	0.2682375074689151	0.2639403166047399	0.2660496135705573	0.2654230386682282	0.204601488487004	0.24520160715454803	0.25262041582254213	0.2420645727544952	0.2477598959573933	0.26534868236094045	0.2212693621631882	0.21244188421325932	0.18146221577544847	0.19695346515328366	0.2562837244561881	0.22568302928150266	0.22087292612482962	0.21225054855886044	0.24983073868144454	0.20218736085265637	0.23743845797185473	0.2200873657090778	0.1989114495759199	0.2359299789777012	0.17752409965535715	0.222120239754998	0.21931677734148952	0.1383543438546478	0.22545847547253645	0.2637346599911493	0.22085850252140873	0.19249014634135178	0.2955757797072911	0.23855184479918468	0.19617466083092225	0.32400254864327455	0.2301412095971856	0.2742101016011845	0.2696575479955163	0.2975719746537553	0.28142962437672175	0.2462906374652367	0.23064360649378066	0.23389970222993045	0.2917685283491294	0.262409600172798	0.26360321348720284	0.265469393913577	0.28070846198166505	0.28536794147129185	0.24548815139397065	0.19295086101060116	0.18955933880593248	0.2824438450668055
F32H1	0.276309043588352	0.2247653243108708	0.20725643290776508	0.16756228578194474	0.16051005343259148	0.21980084532218147	0.18833336265090225	0.2068640837651589	0.22778531730611062	0.1963082382950206	0.11666078053870961	0.21106880514431897	0.1422550042304751	0.23852711418740044	0.1552178675542854	0.0	0.1422357384144881	0.2576358667157334	0.263919650495128	0.2861326652095839	0.2866317706661302	0.2843517909693813	0.28209272168864885	0.28604448202055105	0.3031406727647573	0.29275103505264316	0.29564805906695446	0.3032132619729566	0.28764462904676535	0.2828246563456113	0.2935080314072351	0.2753880900710394	0.2710908992068642	0.2732001961726816	0.2725736212703525	0.2117520710891283	0.25235218975667234	0.25977099842466644	0.2492151553566195	0.25491047855951765	0.27249926496306476	0.22841994476531252	0.21959246681538364	0.18861279837757278	0.20410404775540797	0.2634343070583124	0.23283361188362697	0.22802350872695393	0.21940113116098475	0.2569813212835689	0.20933794345478068	0.24458904057397904	0.22723794831120211	0.20606203217804422	0.24308056157982552	0.18467468225748146	0.22927082235712232	0.22646735994361383	0.1455049264567721	0.23260905807466076	0.2708852425932736	0.22800908512353305	0.1996407289434761	0.3027263623094154	0.245702427401309	0.20332524343304656	0.33115313124539886	0.2372917921993099	0.2813606842033088	0.2768081305976406	0.3047225572558796	0.28858020697884607	0.25344122006736103	0.23779418909590497	0.24105028483205476	0.29891911095125373	0.26956018277492233	0.27075379608932715	0.2726199765157013	0.28785904458378936	0.29251852407341616	0.25263873399609493	0.20010144361272547	0.1967099214080568	0.2895944276689298
31723	0.2635852565723151	0.21204153729483385	0.19453264589172814	0.1548384987659078	0.14778626641655454	0.20707705830614453	0.17560957563486532	0.19414029674912198	0.2150615302900737	0.18358445127898365	0.10393699352267267	0.19834501812828204	0.12953121721443817	0.2258033271713635	0.14249408053824847	0.1422357384144881	0.0	0.24491207969969647	0.25119586347909106	0.273408878193547	0.2739079836500933	0.27162800395334435	0.2693689346726119	0.2733206950045141	0.2904168857487204	0.2800272480366062	0.2829242720509175	0.2904894749569197	0.2749208420307284	0.2701008693295744	0.28078424439119815	0.2626643030550025	0.25836711219082725	0.26047640915664466	0.25984983425431557	0.19902828407309137	0.2396284027406354	0.2470472114086295	0.23649136834058257	0.2421866915434807	0.2597754779470278	0.21569615774927559	0.2068686797993467	0.17588901136153584	0.19138026073937103	0.25071052004227545	0.22010982486759004	0.215299721710917	0.20667734414494782	0.2442575342675319	0.19661415643874375	0.2318652535579421	0.21451416129516518	0.1933382451620073	0.23035677456378859	0.17195089524144452	0.21654703534108538	0.2137435729275769	0.13278113944073516	0.21988527105862382	0.2581614555772367	0.2152852981074961	0.18691694192743916	0.2900025752933785	0.23297864038527205	0.19060145641700962	0.3184293442293619	0.22456800518327297	0.26863689718727185	0.26408434358160365	0.29199877023984266	0.27585641996280913	0.24071743305132406	0.22507040207986803	0.22832649781601783	0.2861953239352168	0.2568363957588854	0.2580300090732902	0.25989618949966437	0.2751352575677524	0.27979473705737923	0.23991494698005802	0.18737765659668854	0.18398613439201986	0.27687064065289285
f8pp	0.3565450664800904	0.30500134720260913	0.28749245579950344	0.24779830867368308	0.24074607632432982	0.3000368682139198	0.2685693855426406	0.2871001066568972	0.308021340197849	0.2915756548543443	0.2119281970980333	0.3063362217036426	0.23752242078979877	0.3337945307467241	0.2504852841136091	0.2576358667157334	0.24491207969969647	0.0	0.03846451769394926	0.06067753240840519	0.061176637864951464	0.05889665816820258	0.05663758888747013	0.06058934921937233	0.07768553996357859	0.06729590225146445	0.07019292626577571	0.07775812917177786	0.06218949624558662	0.057369523544432595	0.06805289860605636	0.04993295726986072	0.04563576640568548	0.04774506337150287	0.0471184884691738	0.2778052795458297	0.33258821264841065	0.3400070213164048	0.32945117824835785	0.33514650145125596	0.3527352878548031	0.30865596765705083	0.29982848970712195	0.2688488212693111	0.2843400706471463	0.3436703299500507	0.3130696347753653	0.30825953161869224	0.29963715405272306	0.3372173441753072	0.289573966346519	0.3248250634657174	0.30747397120294045	0.28629805506978256	0.32331658447156386	0.26491070514921977	0.3095068452488607	0.3067033828353522	0.22574094934851044	0.31284508096639907	0.351121265485012	0.3082451080152714	0.27987675183521443	0.3829623852011538	0.32593845029304735	0.2835612663247849	0.41138915413713717	0.3175278150910482	0.3615967070950471	0.3570441534893789	0.38495858014761797	0.3688162298705844	0.33367724295909934	0.3180302119876433	0.3212863077237931	0.37915513384299204	0.34979620566666064	0.3509898189810655	0.3528559994074396	0.36809506747552767	0.37275454696515453	0.3328747568878333	0.2803374665044638	0.27694594429979513	0.3698304505606681
w26pp	0.36282885025948497	0.3112851309820037	0.29377623957889804	0.25408209245307767	0.2470298601037244	0.3063206519933144	0.2748531693220352	0.2933838904362918	0.31430512397724353	0.29785943863373887	0.21821198087742788	0.31262000548303726	0.24380620456919336	0.3400783145261187	0.2567690678930037	0.263919650495128	0.25119586347909106	0.03846451769394926	0.0	0.04954344273350063	0.0500425481900469	0.04776256849329802	0.045503499212565565	0.049455259544467764	0.06655145028867403	0.05616181257655989	0.05905883659087115	0.0666240394968733	0.051055406570682055	0.04623543386952803	0.056918808931151796	0.038798867594956155	0.03450167673078092	0.0366109736965983	0.035984398794269234	0.2840890633252242	0.3388719964278053	0.34629080509579935	0.33573496202775244	0.34143028523065055	0.35901907163419766	0.3149397514364455	0.3061122734865166	0.27513260504870574	0.29062385442654093	0.3499541137294453	0.3193534185547599	0.3145433153980869	0.3059209378321177	0.3435011279547018	0.29585775012591364	0.33110884724511197	0.31375775498233505	0.29258183884917716	0.32960036825095845	0.27119448892861436	0.3157906290282553	0.3129871666147468	0.23202473312790503	0.3191288647457937	0.3574050492644065	0.314528891794666	0.286160535614609	0.38924616898054837	0.3322222340724419	0.2898450501041795	0.4176729379165318	0.32381159887044286	0.36788049087444175	0.36332793726877355	0.3912423639270125	0.375100013649979	0.33996102673849393	0.3243139957670379	0.32757009150318767	0.3854389176223867	0.35607998944605523	0.35727360276046005	0.35913978318683426	0.3743788512549223	0.3790383307445491	0.3391585406672279	0.2866212502838584	0.2832297280791897	0.37611423434006275
w18pp	0.38504186497394094	0.3334981456964597	0.315989254293354	0.27629510716753364	0.2692428748181804	0.32853366670777034	0.2970661840364911	0.3155969051507478	0.3365181386916995	0.3200724533481948	0.24042499559188382	0.33483302019749317	0.2660192192836493	0.3622913292405746	0.2789820826074596	0.2861326652095839	0.273408878193547	0.06067753240840519	0.04954344273350063	0.0	0.03928624357278342	0.03700626387603454	0.03474719459530208	0.04293104900669853	0.06002723975090479	0.049637602038790654	0.052534626053101906	0.06009982895910406	0.044531196032912806	0.03971122333175879	0.05039459839338256	0.032274657057186906	0.04263646622908818	0.04474576319490556	0.052285092128561556	0.3063020780396802	0.3610850111422612	0.3685038198102553	0.35794797674220835	0.36364329994510647	0.38123208634865363	0.3371527661509014	0.3283252882009725	0.29734561976316165	0.31283686914099684	0.3721671284439012	0.3415664332692159	0.3367563301125428	0.3281339525465736	0.3657141426691577	0.31807076484036956	0.35332186195956794	0.33597076969679096	0.3147948535636331	0.3518133829654144	0.29340750364307033	0.3380036437427112	0.3352001813292027	0.254237747842361	0.34134187946024963	0.3796180639788625	0.33674190650912195	0.308373550329065	0.41145918369500434	0.35443524878689786	0.3120580648186354	0.43988595263098773	0.3460246135848988	0.39009350558889766	0.38554095198322946	0.4134553786414685	0.39731302836443494	0.36217404145294985	0.3465270104814938	0.34978310621764364	0.4076519323368426	0.37829300416051115	0.379486617474916	0.3813527979012902	0.39659186596937823	0.4012513454590051	0.36137155538168386	0.30883426499831435	0.3054427427936457	0.39832724905451866
w32pp	0.3855409704304872	0.33399725115300594	0.31648835974990025	0.2767942126240799	0.2697419802747266	0.3290327721643166	0.2975652894930374	0.31609601060729403	0.33701724414824574	0.3205715588047411	0.2409241010484301	0.33533212565403947	0.26651832474019554	0.3627904346971209	0.2794811880640059	0.2866317706661302	0.2739079836500933	0.061176637864951464	0.0500425481900469	0.03928624357278342	0.0	0.034575383230212586	0.03231631394948013	0.0434301544632448	0.06052634520745107	0.050136707495336934	0.053033731509648185	0.06059893441565034	0.045030301489459086	0.040210328788305064	0.05089370384992884	0.03277376251373319	0.04313557168563445	0.04524486865145184	0.052784197585107835	0.3068011834962264	0.3615841165988075	0.36900292526680156	0.35844708219875465	0.36414240540165277	0.3817311918051999	0.3376518716074477	0.3288243936575188	0.29784472521970795	0.31333597459754314	0.3726662339004475	0.3420655387257621	0.3372554355690891	0.3286330580031199	0.366213248125704	0.31856987029691586	0.3538209674161142	0.33646987515333726	0.31529395902017937	0.35231248842196067	0.2939066090996166	0.3385027491992575	0.335699286785749	0.2547368532989073	0.34184098491679593	0.38011716943540874	0.3372410119656682	0.30887265578561124	0.4119582891515506	0.3549343542434441	0.3125571702751817	0.44038505808753403	0.3465237190414451	0.39059261104544396	0.38604005743977576	0.4139544840980147	0.39781213382098124	0.36267314690949615	0.3470261159380401	0.3502822116741899	0.4081510377933889	0.37879210961705745	0.37998572293146227	0.3818519033578365	0.39709097142592453	0.40175045091555134	0.3618706608382301	0.3093333704548606	0.30594184825019194	0.39882635451106496
w14pp	0.38326099073373826	0.331717271456257	0.3142083800531513	0.27451423292733096	0.2674620005779777	0.3267527924675677	0.2952853097962885	0.3138160309105451	0.3347372644514969	0.31829157910799216	0.2386441213516812	0.33305214595729055	0.2642383450434467	0.36051045500037204	0.277201208367257	0.2843517909693813	0.27162800395334435	0.05889665816820258	0.04776256849329802	0.03700626387603454	0.034575383230212586	0.0	0.025298122730133175	0.04115017476649592	0.05824636551070219	0.04785672779858805	0.0507537518128993	0.05831895471890146	0.042750321792710204	0.03793034909155618	0.04861372415317996	0.030493782816984307	0.04085559198888557	0.042964888954702955	0.05050421788835895	0.30452120379947756	0.3593041369020586	0.3667229455700527	0.3561671025020058	0.3618624257049039	0.379451212108451	0.33537189191069877	0.3265444139607699	0.295564745522959	0.3110559949007942	0.37038625420369864	0.3397855590290132	0.3349754558723402	0.326353078306371	0.3639332684289551	0.31628989060016693	0.35154098771936526	0.3341898954565884	0.31301397932343045	0.35003250872521174	0.2916266294028677	0.33622276950250857	0.3334193070890001	0.25245687360215835	0.339561005220047	0.3778371897386599	0.33496103226891927	0.3065926760888623	0.40967830945480166	0.35265437454669524	0.31027719057843284	0.4381050783907851	0.34424373934469615	0.38831263134869504	0.38376007774302684	0.41167450440126585	0.3955321541242323	0.3603931672127473	0.34474613624129125	0.348002231977441	0.40587105809664	0.3765121299203086	0.3777057432347134	0.37957192366108755	0.39481099172917555	0.3994704712188024	0.3595906811414812	0.30705339075811167	0.303661868553443	0.396546374814316
w8pp	0.3810019214530059	0.32945820217552463	0.31194931077241894	0.2722551636465986	0.2652029312972453	0.3244937231868353	0.29302624051555604	0.3115569616298127	0.33247819517076443	0.3160325098272597	0.23638505207094876	0.3307930766765581	0.26197927576271424	0.35825138571963955	0.27494213908652454	0.28209272168864885	0.2693689346726119	0.05663758888747013	0.045503499212565565	0.03474719459530208	0.03231631394948013	0.025298122730133175	0.0	0.038891105485763466	0.05598729622996973	0.04559765851785559	0.04849468253216685	0.056059885438169005	0.04049125251197774	0.03567127981082373	0.0463546548724475	0.02823471353625185	0.038596522708153114	0.040705819673970495	0.04824514860762649	0.3022621345187451	0.35704506762132615	0.36446387628932025	0.3539080332212733	0.3596033564241714	0.37719214282771857	0.33311282262996633	0.32428534468003745	0.2933056762422266	0.3087969256200618	0.36812718492296614	0.3375264897482808	0.33271638659160774	0.32409400902563856	0.36167419914822263	0.3140308213194345	0.3492819184386329	0.3319308261758559	0.31075491004269806	0.34777343944447936	0.28936756012213527	0.3339637002217761	0.33116023780826764	0.2501978043214259	0.33730193593931457	0.37557812045792743	0.3327019629881869	0.30433360680812993	0.4074192401740693	0.3503953052659628	0.30801812129770034	0.43584600911005267	0.3419846700639637	0.3860535620679626	0.3815010084622944	0.4094154351205334	0.3932730848434999	0.3581340979320148	0.34248706696055875	0.3457431626967086	0.40361198881590754	0.3742530606395761	0.37544667395398096	0.3773128543803551	0.39255192244844317	0.39721140193807003	0.3573316118607488	0.3047943214773793	0.30140279927271063	0.3942873055335836
w21pp	0.384953681784908	0.33340996250742677	0.3159010711043211	0.2762069239785007	0.26915469162914746	0.3284454835187375	0.29697800084745823	0.31550872196171487	0.33642995550266663	0.3199842701591619	0.24033681240285096	0.3347448370084603	0.26593103609461644	0.3622031460515418	0.27889389941842674	0.28604448202055105	0.2733206950045141	0.06058934921937233	0.049455259544467764	0.04293104900669853	0.0434301544632448	0.04115017476649592	0.038891105485763466	0.0	0.04967317376794418	0.03928353605583004	0.04218056007014129	0.04974576297614344	0.034177130049952195	0.029357157348798173	0.04004053241042195	0.02471632835423687	0.04254828304005532	0.04465758000587271	0.0521969089395287	0.3062138948506473	0.36099682795322835	0.36841563662122245	0.35785979355317554	0.36355511675607366	0.38114390315962077	0.33706458296186853	0.32823710501193964	0.2972574365741288	0.312748685951964	0.3720789452548684	0.34147825008018295	0.33666814692350994	0.32804576935754076	0.3656259594801249	0.3179825816513367	0.353233678770535	0.33588258650775815	0.3147066703746002	0.3517251997763815	0.29331932045403747	0.3379154605536783	0.33511199814016984	0.2541495646533281	0.34125369627121677	0.37952988078982963	0.336653723320089	0.3082853671400321	0.4113710005059714	0.354347065597865	0.3119698816296026	0.43979776944195487	0.3459364303958659	0.3900053223998648	0.3854527687941966	0.4133671954524356	0.3972248451754021	0.36208585826391704	0.346438827292461	0.34969492302861077	0.40756374914780974	0.37820482097147834	0.37939843428588316	0.3812646147122573	0.3965036827803453	0.4011631622699722	0.36128337219265094	0.3087460818092814	0.3053545596046128	0.39823906586548574
f1pp	0.40204987252911434	0.3505061532516331	0.3329972618485274	0.29330311472270704	0.2862508823733538	0.34554167426294374	0.3140741915916645	0.3326049127059212	0.3535261462468729	0.3370804609033682	0.2574330031470572	0.35184102775266657	0.2830272268388227	0.379299336795748	0.295990090162633	0.3031406727647573	0.2904168857487204	0.07768553996357859	0.06655145028867403	0.06002723975090479	0.06052634520745107	0.05824636551070219	0.05598729622996973	0.04967317376794418	0.0	0.04393154727233968	0.046828571286650925	0.05439377419265308	0.03882514126646183	0.03821502933014319	0.048898404391766966	0.04181251909844314	0.05964447378426158	0.06175377075007897	0.06929309968373495	0.3233100855948536	0.3780930186974346	0.3855118273654287	0.37495598429738175	0.38065130750027987	0.39824009390382703	0.3541607737060748	0.3453332957561459	0.31435362731833505	0.32984487669617024	0.3891751359990746	0.3585744408243893	0.3537643376677162	0.345141960101747	0.3827221502243311	0.33507877239554296	0.37032986951474134	0.35297877725196436	0.3318028611188065	0.3688213905205878	0.31041551119824373	0.3550116512978846	0.3522081888843761	0.27124575539753437	0.35834988701542303	0.3966260715340359	0.35374991406429535	0.3253815578842384	0.42846719125017774	0.37144325634207126	0.3290660723738088	0.45689396018616113	0.3630326211400722	0.40710151314407106	0.40254895953840286	0.4304633861966419	0.41432103591960834	0.37918204900812325	0.3635350180366672	0.36679111377281703	0.424659939892016	0.39530101171568455	0.3964946250300894	0.3983608054564636	0.41359987352455163	0.4182593530141785	0.37837956293685726	0.32584227255348774	0.3224507503488191	0.41533525660969206
f12ppB	0.39166023481700013	0.3401165155395189	0.3226076241364132	0.28291347701059283	0.27586124466123957	0.3351520365508296	0.30368455387955035	0.322215274993807	0.34313650853475874	0.32669082319125403	0.24704336543494307	0.3414513900405524	0.27263758912670855	0.3689096990836339	0.28560045245051885	0.29275103505264316	0.2800272480366062	0.06729590225146445	0.05616181257655989	0.049637602038790654	0.050136707495336934	0.04785672779858805	0.04559765851785559	0.03928353605583004	0.04393154727233968	0.0	0.024606212752306504	0.0375659840877768	0.02199735116158555	0.027825391618029056	0.038508766679652834	0.031422881386329	0.049254836072147444	0.05136413303796483	0.05890346197162082	0.3129204478827394	0.36770338098532046	0.37512218965331456	0.36456634658526765	0.37026166978816577	0.3878504561917129	0.34377113599396064	0.33494365804403176	0.3039639896062209	0.3194552389840561	0.3787854982869605	0.34818480311227507	0.34337469995560205	0.3347523223896329	0.372332512512217	0.3246891346834288	0.35994023180262713	0.34258913953985026	0.3214132234066923	0.3584317528084736	0.3000258734861296	0.34462201358577044	0.34181855117226195	0.2608561176854202	0.3479602493033089	0.38623643382192174	0.34336027635218114	0.3149919201721242	0.41807755353806353	0.3610536186299571	0.3186764346616947	0.446504322474047	0.352642983427958	0.3967118754319569	0.3921593218262887	0.4200737484845277	0.4039313982074942	0.36879241129600915	0.3531453803245531	0.3564014760607029	0.41427030217990185	0.38491137400357045	0.38610498731797527	0.3879711677443494	0.4032102358124374	0.4078697153020643	0.36798992522474305	0.31545263484137354	0.3120611126367049	0.40494561889757785
f19pp	0.3945572588313114	0.3430135395538301	0.32550464815072444	0.2858105010249041	0.2787582686755508	0.33804906056514084	0.30658157789386165	0.3251122990081183	0.34603353254907	0.32958784720556533	0.24994038944925434	0.3443484140548637	0.2755346131410198	0.37180672309794516	0.28849747646483015	0.29564805906695446	0.2829242720509175	0.07019292626577571	0.05905883659087115	0.052534626053101906	0.053033731509648185	0.0507537518128993	0.04849468253216685	0.04218056007014129	0.046828571286650925	0.024606212752306504	0.0	0.040463008102088055	0.024894375175896797	0.030722415632340305	0.04140579069396408	0.034319905400640255	0.0521518600864587	0.05426115705227609	0.06180048598593208	0.3158174718970507	0.37060040499963176	0.3780192136676258	0.3674633705995789	0.373158693802477	0.3907474802060241	0.34666816000827194	0.33784068205834306	0.3068610136205322	0.3223522629983674	0.38168252230127175	0.35108182712658637	0.34627172396991335	0.3376493464039442	0.37522953652652824	0.3275861586977401	0.36283725581693843	0.3454861635541615	0.3243102474210036	0.3613287768227849	0.3029228975004408	0.34751903760008174	0.34471557518657325	0.2637531416997315	0.3508572733176202	0.389133457836233	0.34625730036649244	0.3178889441864355	0.42097457755237483	0.36395064264426835	0.32157345867600595	0.4494013464883583	0.3555400074422693	0.3996088994462682	0.3950563458406	0.42297077249883896	0.4068284222218055	0.3716894353103204	0.35604240433886436	0.3592985000750141	0.41716732619421315	0.3878083980178817	0.3890020113322865	0.39086819175866067	0.40610725982674867	0.41076673931637553	0.3708869492390543	0.3183496588556848	0.31495813665101613	0.4078426429118891
