	f22ppA	w21pp	w28pp	f14ppA	w15pp	f6ppB	f1pp	f16ppB	w9pp	f32pp	w16pp	f17ppA	f20ppB	f16ppA	f28pp	f3pp	f26pp	f19pp	f18pp	f15pp	f31pp	f30pp	f7pp	f25pp	f8pp	f4pp	f6ppA	s15pp	S1Hp	w17pp	f11pp	f21pp	f12ppB	f14ppB	s2pp	s1pp	s3pp	w3pp	w4pp	f29pp	f12ppA	f13pp	f9pp	w18pp	w12pp	w6pp
f12ppB	0.6273393037264604	0.6006063210647249	0.6106577178296461	0.6307290474672208	0.6399675726935372	0.5122774108233493	0.5082679266217307	0.4197064383412254	0.5370114026111306	0.4939020935451184	0.4363771843845445	0.34787429112292406	0.3957705579977152	0.2617954715891919	0.30881679141795393	0.33809634560934826	0.25401630817690857	0.33463510179117223	0.2968442269808924	0.42823488551266436	0.33489317765776255	0.5186941498250311	0.341949034425404	0.36329258536573683	0.3223586614838727	0.3218854918535574	0.34078315279049265	0.4945221552506246	0.49915126058636555	0.41634458486174414	0.416533316053094	0.1709057182545013	0.0	0.5716974051848144	0.802907091410026	0.710596553900766	0.7119777597584519	0.6293586422488883	0.5588887439158787	0.6112295044353063	0.5486174129336475	0.5272769616472994	0.5617547316762097	0.5808918850491622	0.6361397707168422	0.6050120925548529
f14ppB	0.3318818425633427	0.3051488599016072	0.31520025666652834	0.39862075950339504	0.40785928472971145	0.2801691228595235	0.2940226339808557	0.258353480850647	0.3981317615468885	0.41273504114353654	0.42614979188623553	0.3685550020413009	0.5040097353989486	0.43906721605197746	0.5754963735008547	0.7145390662038491	0.6304590287714095	0.7110778223856731	0.6732869475753933	0.804677606107165	0.7113358982522635	0.8951368704195317	0.7183917550199048	0.7397353059602376	0.6988013820783736	0.6983282124480583	0.7172258733849934	0.8709648758451252	0.8755939811808662	0.7927873054562449	0.7929760366475946	0.5473484388490022	0.5716974051848144	0.0	0.43585655031969595	0.343546012810436	0.34492721866812187	0.2623081011585583	0.2300696241424561	0.2824103846618836	0.21979829316022484	0.23181950048418168	0.266297270513092	0.28543442388604445	0.34068230955372447	0.30955463139173517
s2pp	0.5630915287885543	0.5363585461268187	0.5464099428917399	0.6298304457286066	0.6390689709549231	0.5113788090847351	0.5252323202060674	0.48956316707585856	0.6293414477721001	0.6439447273687482	0.6573594781114471	0.5997646882665125	0.7352194216241601	0.6702769022771891	0.8067060597260662	0.9457487524290608	0.8616687149966211	0.9422875086108847	0.9044966338006049	1.0358872923323768	0.942545584477475	1.1263465566447435	0.9496014412451164	0.9709449921854492	0.9300110683035852	0.9295378986732699	0.948435559610205	1.1021745620703367	1.1068036674060777	1.0239969916814564	1.0241857228728062	0.7785581250742137	0.802907091410026	0.43585655031969595	0.0	0.3823963293136069	0.46188638234839957	0.379267264838836	0.46127931036766767	0.5136200708870953	0.4510079793854364	0.46302918670939325	0.4975069567383036	0.516644110111256	0.5718919957789361	0.5407643176169468
s1pp	0.47078099127929435	0.4440480086175588	0.45409940538247995	0.5375199082193467	0.5467584334456631	0.41906827157547516	0.43292178269680737	0.3972526295665987	0.5370309102628401	0.5516341898594882	0.5650489406021872	0.5074541507572525	0.6429088841149002	0.5779663647679292	0.7143955222168064	0.8534382149198008	0.7693581774873611	0.8499769711016247	0.812186096291345	0.9435767548231166	0.8502350469682152	1.0340360191354834	0.8572909037358565	0.8786344546761893	0.8377005307943253	0.83722736116401	0.8561250221009451	1.0098640245610768	1.0144931298968178	0.9316864541721965	0.9318751853635463	0.6862475875649539	0.710596553900766	0.343546012810436	0.3823963293136069	0.0	0.36957584483913963	0.286956727329576	0.36896877285840773	0.4213095333778353	0.35869744187617647	0.3707186492001333	0.4051964192290436	0.4243335726019961	0.47958145826967613	0.44845378010768683
s3pp	0.4721621971369802	0.44542921447524464	0.4554806112401658	0.5389011140770326	0.548139639303349	0.420449477433161	0.43430298855449323	0.39863383542428454	0.538412116120526	0.5530153957171741	0.5664301464598731	0.5088353566149384	0.6442900899725861	0.579347570625615	0.7157767280744922	0.8548194207774866	0.770739383345047	0.8513581769593106	0.8135673021490308	0.9449579606808025	0.851616252825901	1.0354172249931692	0.8586721095935423	0.8800156605338751	0.8390817366520111	0.8386085670216958	0.857506227958631	1.0112452304187627	1.0158743357545037	0.9330676600298824	0.9332563912212322	0.6876287934226397	0.7119777597584519	0.34492721866812187	0.46188638234839957	0.36957584483913963	0.0	0.08884178551173916	0.3703499787160936	0.42269073923552114	0.36007864773386233	0.3720998550578192	0.40657762508672946	0.425714778459682	0.480962664127362	0.4498349859653727
w3pp	0.38954307962741663	0.36281009696568106	0.37286149373060223	0.45628199656746893	0.46552052179378534	0.3378303599235974	0.3516838710449296	0.3160147179147209	0.4557929986109624	0.47039627820761043	0.4838110289503094	0.4262162391053748	0.5616709724630224	0.49672845311605135	0.6331576105649286	0.772200303267923	0.6881202658354834	0.768739059449747	0.7309481846394672	0.8623388431712389	0.7689971353163374	0.9527981074836056	0.7760529920839787	0.7973965430243115	0.7564626191424475	0.7559894495121322	0.7748871104490673	0.928626112909199	0.9332552182449401	0.8504485425203188	0.8506372737116685	0.6050096759130761	0.6293586422488883	0.2623081011585583	0.379267264838836	0.286956727329576	0.08884178551173916	0.0	0.28773086120653	0.3400716217259575	0.27745953022429876	0.28948073754825554	0.3239585075771659	0.3430956609501184	0.3983435466177984	0.3672158684558091
w4pp	0.3190731812944071	0.2923401986326716	0.30239159539759275	0.38581209823445944	0.39505062346077585	0.2673604615905879	0.28121397271192017	0.2455448195817114	0.3853231002779529	0.39992637987460095	0.41334113061729993	0.35574634077236533	0.4912010741300129	0.42625855478304187	0.562687712231919	0.7017304049349136	0.6176503675024738	0.6982691611167375	0.6604782863064577	0.7918689448382294	0.6985272369833279	0.8823282091505962	0.7055830937509692	0.726926644691302	0.685992720809438	0.6855195511791227	0.7044172121160578	0.8581562145761896	0.8627853199119306	0.7799786441873093	0.7801673753786591	0.5345397775800665	0.5588887439158787	0.2300696241424561	0.46127931036766767	0.36896877285840773	0.3703499787160936	0.28773086120653	0.0	0.2558905261155116	0.19327843461385283	0.21901083921524608	0.2534886092441564	0.27262576261710886	0.32787364828478893	0.2967459701227996
f29pp	0.37141394181383464	0.3446809591520991	0.3547323559170203	0.438152858753887	0.4473913839802034	0.31970122211001545	0.33355473323134766	0.29788558010113897	0.43766386079738046	0.4522671403940285	0.4656818911367275	0.4080871012917929	0.5435418346494405	0.4785993153024694	0.6150284727513466	0.754071165454341	0.6699911280219014	0.750609921636165	0.7128190468258853	0.8442097053576569	0.7508679975027555	0.9346689696700237	0.7579238542703968	0.7792674052107296	0.7383334813288656	0.7378603116985503	0.7567579726354854	0.9104969750956171	0.9151260804313581	0.8323194047067368	0.8325081358980866	0.5868805380994941	0.6112295044353063	0.2824103846618836	0.5136200708870953	0.4213095333778353	0.42269073923552114	0.3400716217259575	0.2558905261155116	0.0	0.2059321311340945	0.2713515997346736	0.30582936976358394	0.3249665231365364	0.3802144088042164	0.3490867306422271
f12ppA	0.30880185031217583	0.2820688676504403	0.2921202644153615	0.3755407672522282	0.3847792924785446	0.25708913060835664	0.27094264172968885	0.23527348859948014	0.37505176929572165	0.3896550488923697	0.40306979963506867	0.34547500979013407	0.48092974314778164	0.4159872238008106	0.5524163812496878	0.6914590739526822	0.6073790365202426	0.6879978301345062	0.6502069553242265	0.7815976138559981	0.6882559060010967	0.8720568781683649	0.695311762768738	0.7166553137090708	0.6757213898272068	0.6752482201968915	0.6941458811338266	0.8478848835939583	0.8525139889296993	0.769707313205078	0.7698960443964278	0.5242684465978353	0.5486174129336475	0.21979829316022484	0.4510079793854364	0.35869744187617647	0.36007864773386233	0.27745953022429876	0.19327843461385283	0.2059321311340945	0.0	0.20873950823301482	0.24321727826192513	0.2623544316348776	0.3176023173025576	0.2864746391405683
f13pp	0.24438179362057916	0.21764881095884359	0.22770020772376479	0.3542003159658801	0.3634388411921965	0.23574867932200858	0.2496021904433408	0.21393303731313207	0.35371131800937355	0.3683145976060216	0.3817293483487206	0.324134558503786	0.45958929186143355	0.3946467725144625	0.5310759299633396	0.6701186226663343	0.5860385852338945	0.6666573788481582	0.6288665040378784	0.7602571625696501	0.6669154547147486	0.8507164268820169	0.6739713114823899	0.6953148624227227	0.6543809385408587	0.6539077689105434	0.6728054298474785	0.8265444323076103	0.8311735376433513	0.74836686191873	0.7485555931100798	0.5029279953114871	0.5272769616472994	0.23181950048418168	0.46302918670939325	0.3707186492001333	0.3720998550578192	0.28948073754825554	0.21901083921524608	0.2713515997346736	0.20873950823301482	0.0	0.14332423010766882	0.19793437494328092	0.25318226061096094	0.22205458244897164
f9pp	0.27885956364948944	0.2521265809877539	0.2621779777526751	0.38867808599479037	0.3979166112211068	0.2702264493509189	0.28407996047225115	0.24841080734204238	0.3881890880382839	0.40279236763493187	0.4162071183776309	0.3586123285326963	0.4940670618903439	0.42912454254337284	0.56555369999225	0.7045963926952445	0.6205163552628048	0.7011351488770685	0.6633442740667886	0.7947349325985604	0.7013932247436588	0.8851941969109272	0.7084490815113001	0.729792632451633	0.6888587085697689	0.6883855389394536	0.7072831998763888	0.8610222023365206	0.8656513076722616	0.7828446319476403	0.7830333631389901	0.5374057653403975	0.5617547316762097	0.266297270513092	0.4975069567383036	0.4051964192290436	0.40657762508672946	0.3239585075771659	0.2534886092441564	0.30582936976358394	0.24321727826192513	0.14332423010766882	0.0	0.2324121449721912	0.2876600306398712	0.2565323524778819
w18pp	0.20518574624334318	0.1961798840434596	0.24182499479888903	0.4078152393677429	0.4170537645940593	0.28936360272387135	0.3032171138452036	0.26754796071499487	0.40732624141123636	0.4219295210078844	0.4353442717505834	0.3777494819056488	0.5132042152632963	0.4482616959163253	0.5846908533652024	0.7237335460681971	0.6396535086357573	0.720272302250021	0.6824814274397412	0.813872085971513	0.7205303781166114	0.9043313502838797	0.7275862348842527	0.7489297858245855	0.7079958619427215	0.7075226923124062	0.7264203532493413	0.8801593557094731	0.8847884610452141	0.8019817853205928	0.8021705165119426	0.5565429187133499	0.5808918850491622	0.28543442388604445	0.516644110111256	0.4243335726019961	0.425714778459682	0.3430956609501184	0.27262576261710886	0.3249665231365364	0.2623544316348776	0.19793437494328092	0.2324121449721912	0.0	0.1684495730405765	0.1828585350717357
w12pp	0.26043363191102326	0.2514277697111396	0.2970728804665691	0.4630631250354229	0.4723016502617393	0.3446114883915514	0.35846499951288363	0.3227958463826749	0.4625741270789164	0.4771774066755644	0.4905921574182634	0.4329973675733288	0.5684521009309764	0.5035095815840054	0.6399387390328825	0.7789814317358771	0.6949013943034373	0.775520187917701	0.7377293131074212	0.869119971639193	0.7757782637842914	0.9595792359515597	0.7828341205519327	0.8041776714922655	0.7632437476104015	0.7627705779800862	0.7816682389170213	0.9354072413771531	0.9400363467128942	0.8572296709882729	0.8574184021796226	0.6117908043810301	0.6361397707168422	0.34068230955372447	0.5718919957789361	0.47958145826967613	0.480962664127362	0.3983435466177984	0.32787364828478893	0.3802144088042164	0.3176023173025576	0.25318226061096094	0.2876600306398712	0.1684495730405765	0.0	0.23810642073941574
w6pp	0.19433736285428993	0.2203000915491503	0.26594520230457974	0.4319354468734336	0.44117397209975	0.31348381022956207	0.32733732135089433	0.2916681682206856	0.43144644891692707	0.4460497285135751	0.4594644792562741	0.4018696894113395	0.5373244227689871	0.472381903422016	0.6088110608708931	0.7478537535738877	0.663773716141448	0.7443925097557117	0.7066016349454318	0.8379922934772036	0.744650585622302	0.9284515577895703	0.7517064423899433	0.7730499933302761	0.7321160694484121	0.7316428998180968	0.750540560755032	0.9042795632151638	0.9089086685509048	0.8261019928262835	0.8262907240176333	0.5806631262190407	0.6050120925548529	0.30955463139173517	0.5407643176169468	0.44845378010768683	0.4498349859653727	0.3672158684558091	0.2967459701227996	0.3490867306422271	0.2864746391405683	0.22205458244897164	0.2565323524778819	0.1828585350717357	0.23810642073941574	0.0
