	S19H1	s24H1	S15Hp	F23HpA	S8Hp	S12Hp	S1Hp	S7Hp	S31Hp	s29pp	F8H1	s17pp	F16H1	s32pp	S23Hp	s2pp	S22Hp	s10pp	S17H1	s24pp	w24pp	w2pp	w11pp	s27pp	S6Hp	S10H1	s8pp	w14pp	S25Hp	S30H1	S4Hp	S14Hp	F29H1	F3H1	F6H1	S9H1	S2Hp	s12pp	S16H2	S27H1	S11Hp	S13Hp	F14H1B	S3Hp	S20H1	S28Hp	F14H1A
w11pp	0.1825219588032378	0.12104514557418512	0.2536859404679944	0.19125445516545458	0.08087859166507111	0.0765250859552114	0.1177537857469513	0.10685036760807533	0.0983864127260845	0.10375001033080442	0.13082703898509543	0.11610148744076	0.11631503012926478	0.03412545167187053	0.05914527725946511	0.06048039815083921	0.0796616192267117	0.08643709777451003	0.08026396936084565	0.027930154061599953	0.02578127875140388	0.017068455828163385	0.0	0.025425670140852792	0.09087002886444717	0.07325838277671992	0.0703616924068903	0.07455335548973169	0.07683459864654597	0.202893481687611	0.13504226776090614	0.34970922719280917	0.7578100224983405	0.1490598103750213	0.12109237335499162	0.11707409484853809	0.1119974777125533	0.07802078507736514	0.09865411625025913	0.12026209789489248	0.08980865451302388	0.14952275343569213	0.17129310271282727	0.1945473651089849	0.2329450620863504	0.20208676410016957	0.19523667875958547
s27pp	0.1768540209414575	0.11537720771240481	0.24801800260621412	0.1855865173036743	0.0752106538032908	0.07085714809343109	0.11208584788517098	0.10118242974629502	0.09271847486430418	0.09808207246902409	0.1251591011233151	0.11043354957897968	0.11064709226748445	0.0284575138100902	0.05347733939768478	0.054812460289058874	0.07399368136493135	0.0807691599127297	0.07459603149906532	0.02226221619981962	0.020113340889623545	0.02543241959415127	0.025425670140852792	0.0	0.08520209100266685	0.0675904449149396	0.06469375454510998	0.06888541762795136	0.07116666078476565	0.19722554382583068	0.1293743298991258	0.34404128933102884	0.7521420846365602	0.14339187251324098	0.1154244354932113	0.11140615698675777	0.106329539850773	0.07235284721558483	0.09298617838847882	0.11459416003311215	0.08414071665124356	0.14385481557391183	0.16562516485104695	0.18887942724720463	0.22727712422457008	0.19641882623838924	0.18956874089780518
S6Hp	0.19396101303104768	0.13248419980199502	0.2651249946958043	0.20269350939326447	0.092317645892881	0.08796414018302129	0.1291928399747612	0.11828942183588521	0.10982546695389439	0.1151890645586143	0.14226609321290531	0.12754054166856987	0.12775408435707467	0.0605191007415195	0.09195428312899467	0.09328940402036878	0.11247062509624126	0.1192461036440396	0.11307297523037523	0.0697250103916143	0.08056835062166051	0.09087677831774565	0.09087002886444717	0.08520209100266685	0.0	0.07972479954568339	0.07682810917585378	0.08599240971754157	0.08827365287435586	0.2143325359154209	0.14648132198871602	0.36114828142061906	0.7692490767261504	0.1604988646028312	0.1325314275828015	0.12851314907634798	0.12343653194036319	0.08945983930517502	0.11009317047806902	0.13170115212270236	0.10124770874083376	0.16096180766350202	0.18273215694063713	0.2059864193367948	0.2443841163141603	0.21352581832797946	0.20667573298739536
S10H1	0.17634936694332046	0.11487255371426777	0.24751334860807708	0.18508186330553725	0.07470599980515377	0.07035249409529405	0.11158119388703394	0.10067777574815798	0.09221382086616714	0.09757741847088705	0.12465444712517806	0.10992889558084264	0.11014243826934741	0.04290745465379225	0.07434263704126742	0.07567775793264153	0.094858979008514	0.10163445755631235	0.09546132914264797	0.05211336430388705	0.06295670453393326	0.0732651322300184	0.07325838277671992	0.0675904449149396	0.07972479954568339	0.0	0.030260661687404863	0.06838076362981432	0.07066200678662861	0.19672088982769365	0.12886967590098877	0.3435366353328918	0.7516374306384231	0.14288721851510394	0.11491978149507426	0.11090150298862073	0.10582488585263596	0.07184819321744779	0.09248152439034178	0.11408950603497511	0.08363606265310652	0.1433501615757748	0.1651205108529099	0.1883747732490676	0.22677247022643304	0.1959141722402522	0.18906408689966814
s8pp	0.17345267657349084	0.11197586334443817	0.24461665823824746	0.18218517293570763	0.07180930943532417	0.06745580372546445	0.10868450351720435	0.09778108537832836	0.08931713049633755	0.09468072810105745	0.12175775675534847	0.10703220521101303	0.10724574789951781	0.040010764283962635	0.07144594667143782	0.07278106756281191	0.0919622886386844	0.09873776718648275	0.09256463877281837	0.049216673934057445	0.06006001416410364	0.07036844186018879	0.0703616924068903	0.06469375454510998	0.07682810917585378	0.030260661687404863	0.0	0.0654840732599847	0.067765316416799	0.19382419945786405	0.12597298553115915	0.34063994496306216	0.7487407402685935	0.13999052814527435	0.11202309112524465	0.10800481261879112	0.10292819548280635	0.06895150284761818	0.08958483402051218	0.11119281566514552	0.08073937228327692	0.14045347120594517	0.16222382048308032	0.18547808287923795	0.22387577985660345	0.1930174818704226	0.18616739652983852
w14pp	0.17139150814895218	0.1099146949198995	0.2425554898137088	0.18012400451116897	0.0697481410107855	0.06539463530092578	0.10662333509266567	0.0957199169537897	0.08725596207179886	0.09261955967651878	0.11969658833080979	0.10497103678647436	0.10518457947497914	0.044202427366804006	0.07563760975427919	0.0769727306456533	0.09615395172152577	0.10292943026932412	0.09675630185565974	0.053408337016898816	0.06425167724694503	0.07456010494303017	0.07455335548973169	0.06888541762795136	0.08599240971754157	0.06838076362981432	0.0654840732599847	0.0	0.06570414799226033	0.19176303103332537	0.1239118171066205	0.33857877653852353	0.7466795718440549	0.13792935972073567	0.10996192270070598	0.10594364419425245	0.10086702705826768	0.06689033442307951	0.08752366559597351	0.10913164724060684	0.07867820385873825	0.13839230278140652	0.16016265205854163	0.18341691445469926	0.22181461143206477	0.19095631344588393	0.18410622810529984
S25Hp	0.15402884120777774	0.09255202797872507	0.2251928228725344	0.16276133756999456	0.05238547406961107	0.04803196835975135	0.08926066815149125	0.07835725001261526	0.06989329513062445	0.07525689273534435	0.10233392138963537	0.08760836984529993	0.08782191253380471	0.0464836705236183	0.07791885291109349	0.07925397380246758	0.09843519487834006	0.1052106734261384	0.09903754501247403	0.05568958017371311	0.06653292040375931	0.07684134809984446	0.07683459864654597	0.07116666078476565	0.08827365287435586	0.07066200678662861	0.067765316416799	0.06570414799226033	0.0	0.15884753931407963	0.09099632538737475	0.3056632848192778	0.7137640801248091	0.10501386800148992	0.07704643098146023	0.0730281524750067	0.08350436011709325	0.0495276674819051	0.07016099865479908	0.09176898029943242	0.06131553691756382	0.12102963584023207	0.1427999851173672	0.16605424751352488	0.20445194449089032	0.1735936465047095	0.16674356116412542
S30H1	0.2800877242488428	0.21861091101979013	0.35125170591359944	0.2888202206110596	0.1784443571106761	0.17409085140081637	0.21531955119255627	0.20441613305368028	0.19595217817168947	0.20131577577640938	0.2283928044307004	0.21366725288636496	0.21388079557486975	0.17254255356468334	0.2039777359521585	0.20531285684353262	0.2244940779194051	0.23126955646720343	0.22509642805353908	0.18174846321477814	0.19259180344482435	0.2029002311409095	0.202893481687611	0.19722554382583068	0.2143325359154209	0.19672088982769365	0.19382419945786405	0.19176303103332537	0.15884753931407963	0.0	0.16968541956956024	0.3843523790014633	0.7924531743069946	0.22497895617571864	0.19701151915568896	0.19299324064923543	0.20956324315815827	0.17558655052297012	0.19621988169586413	0.21782786334049747	0.18737441995862886	0.24708851888129713	0.26885886815843224	0.29211313055458993	0.3305108275319554	0.29965252954577454	0.29280244420519047
S4Hp	0.2122365103221379	0.15075969709308523	0.28340049198689454	0.2209690066843547	0.1105931431839712	0.1062396374741115	0.1474683372658514	0.13656491912697544	0.1281009642449846	0.1334645618497045	0.16054159050399552	0.14581603895966008	0.14602958164816487	0.10469133963797847	0.13612652202545367	0.13746164291682775	0.15664286399270022	0.16341834254049858	0.15724521412683418	0.11389724928807327	0.12474058951811948	0.13504901721420462	0.13504226776090614	0.1293743298991258	0.14648132198871602	0.12886967590098877	0.12597298553115915	0.1239118171066205	0.09099632538737475	0.16968541956956024	0.0	0.2146689594329031	0.6227697547384344	0.15712774224901374	0.12916030522898406	0.12514202672253052	0.1417120292314534	0.10773533659626523	0.12836866776915923	0.14997664941379257	0.11952320603192397	0.17923730495459222	0.20100765423172734	0.22426191662788503	0.2626596136052505	0.23180131561906964	0.22495123027848557
S14Hp	0.426903469754041	0.3654266565249883	0.4980674514187976	0.43563596611625777	0.3252601026158743	0.3209065969060146	0.36213529669775446	0.3512318785588785	0.34276792367688763	0.3481315212816075	0.3752085499358986	0.3604829983915631	0.3606965410800679	0.31935829906988145	0.35079348145735667	0.3521286023487308	0.3713098234246032	0.3780853019724016	0.3719121735587372	0.32856420871997627	0.33940754895002245	0.34971597664610765	0.34970922719280917	0.34404128933102884	0.36114828142061906	0.3435366353328918	0.34063994496306216	0.33857877653852353	0.3056632848192778	0.3843523790014633	0.2146689594329031	0.0	0.40810279530653126	0.3717947016809168	0.3438272646608871	0.33980898615443356	0.3563789886633565	0.3224022960281683	0.3430356272010623	0.36464360884569563	0.334190165463827	0.3939042643864953	0.41567461366363045	0.43892887605978803	0.47732657303715353	0.4464682750509727	0.43961818971038863
F29H1	0.8350042650595723	0.7735274518305195	0.9061682467243288	0.843736761421789	0.7333608979214055	0.7290073922115458	0.7702360920032857	0.7593326738644097	0.7508687189824189	0.7562323165871389	0.7833093452414298	0.7685837936970944	0.7687973363855992	0.7274590943754128	0.758894276762888	0.7602293976542621	0.7794106187301346	0.7861860972779329	0.7800129688642685	0.7366650040255076	0.7475083442555538	0.757816771951639	0.7578100224983405	0.7521420846365602	0.7692490767261504	0.7516374306384231	0.7487407402685935	0.7466795718440549	0.7137640801248091	0.7924531743069946	0.6227697547384344	0.40810279530653126	0.0	0.7798954969864481	0.7519280599664184	0.7479097814599649	0.7644797839688877	0.7305030913336995	0.7511364225065935	0.7727444041512269	0.7422909607693583	0.8020050596920266	0.8237754089691617	0.8470296713653194	0.8854273683426849	0.854569070356504	0.8477189850159199
F3H1	0.22625405293625303	0.16477723970720037	0.2974180346010097	0.23498654929846985	0.12461068579808637	0.12025718008822667	0.16148587987996657	0.15058246174109058	0.14211850685909977	0.14748210446381968	0.1745591331181107	0.15983358157377525	0.16004712426228004	0.11870888225209364	0.1501440646395688	0.15147918553094292	0.1706604066068154	0.17743588515461373	0.17126275674094937	0.12791479190218843	0.13875813213223465	0.1490665598283198	0.1490598103750213	0.14339187251324098	0.1604988646028312	0.14288721851510394	0.13999052814527435	0.13792935972073567	0.10501386800148992	0.22497895617571864	0.15712774224901374	0.3717947016809168	0.7798954969864481	0.0	0.08897924337586682	0.12485216980866318	0.15572957184556857	0.1217528792103804	0.1423862103832744	0.16399419202790774	0.13354074864603913	0.19325484756870737	0.21502519684584248	0.23827945924200017	0.2766771562193656	0.24581885823318478	0.2389687728926007
F6H1	0.19828661591622337	0.13680980268717072	0.26945059758098	0.20701911227844016	0.09664324877805669	0.09228974306819698	0.1335184428599369	0.12261502472106091	0.11415106983907009	0.11951466744379	0.146591696098081	0.13186614455374557	0.13207968724225036	0.09074144523206396	0.12217662761953914	0.12351174851091323	0.1426929695867857	0.14946844813458404	0.1432953197209197	0.09994735488215875	0.11079069511220496	0.1210991228082901	0.12109237335499162	0.1154244354932113	0.1325314275828015	0.11491978149507426	0.11202309112524465	0.10996192270070598	0.07704643098146023	0.19701151915568896	0.12916030522898406	0.3438272646608871	0.7519280599664184	0.08897924337586682	0.0	0.0968847327886335	0.1277621348255389	0.09378544219035072	0.11441877336324471	0.13602675500787806	0.10557331162600946	0.1652874105486777	0.18705775982581282	0.21031202222197048	0.248709719199336	0.21785142121315515	0.21100133587257106
S9H1	0.19426833740976984	0.13279152418071719	0.26543231907452647	0.20300083377198663	0.09262497027160316	0.08827146456174345	0.12950016435348335	0.11859674621460738	0.11013279133261655	0.11549638893733646	0.14257341759162748	0.12784786604729204	0.12806140873579683	0.08672316672561042	0.1181583491130856	0.1194934700044597	0.13867469108033217	0.1454501696281305	0.13927704121446616	0.09592907637570522	0.10677241660575143	0.11708084430183657	0.11707409484853809	0.11140615698675777	0.12851314907634798	0.11090150298862073	0.10800481261879112	0.10594364419425245	0.0730281524750067	0.19299324064923543	0.12514202672253052	0.33980898615443356	0.7479097814599649	0.12485216980866318	0.0968847327886335	0.0	0.12374385631908535	0.08976716368389719	0.11040049485679118	0.13200847650142453	0.10155503311955592	0.16126913204222418	0.1830394813193593	0.20629374371551695	0.24469144069288246	0.21383314270670162	0.20698305736611752
S2Hp	0.1610464276455663	0.0995696144165136	0.2322104093103229	0.16977892400778308	0.05940306050739959	0.06273329437758457	0.10396199416932447	0.09305857603044851	0.09320797948536963	0.09857157709008954	0.12564860574438055	0.11092305420004513	0.1111365968885499	0.08164654958962564	0.11308173197710084	0.11441685286847492	0.1335980739443474	0.14037355249214573	0.13420042407848137	0.09085245923972046	0.10169579946976666	0.11200422716585179	0.1119974777125533	0.106329539850773	0.12343653194036319	0.10582488585263596	0.10292819548280635	0.10086702705826768	0.08350436011709325	0.20956324315815827	0.1417120292314534	0.3563789886633565	0.7644797839688877	0.15572957184556857	0.1277621348255389	0.12374385631908535	0.0	0.05654525391969362	0.0771785850925876	0.09878656673722094	0.06833312335535235	0.12804722227802062	0.14981757155515574	0.17307183395131337	0.21146953092867887	0.18061123294249803	0.17376114760191394
s12pp	0.11280255802260564	0.05132574479355298	0.1839665396873623	0.12153505438482246	0.021672257170346345	0.028756601742396422	0.06998530153413632	0.05908188339526035	0.05923128685018148	0.06459488445490139	0.09167191310919239	0.07694636156485696	0.07715990425336174	0.04766985695443749	0.07910503934191267	0.08044016023328675	0.09962138130915922	0.10639685985695757	0.10022373144329319	0.0568757666045323	0.06771910683457849	0.07802753453066362	0.07802078507736514	0.07235284721558483	0.08945983930517502	0.07184819321744779	0.06895150284761818	0.06689033442307951	0.0495276674819051	0.17558655052297012	0.10773533659626523	0.3224022960281683	0.7305030913336995	0.1217528792103804	0.09378544219035072	0.08976716368389719	0.05654525391969362	0.0	0.028934715469626997	0.050542697114260335	0.020089253732391732	0.07980335265506	0.1015737019321951	0.12482796432835276	0.16322566130571825	0.1323673633195374	0.12551727797895332
S16H2	0.1267608259745479	0.06528401274549524	0.19792480763930453	0.1354933223367647	0.04230558834324033	0.04938993291529041	0.09061863270703031	0.07971521456815434	0.07986461802307547	0.08522821562779538	0.11230524428208638	0.09757969273775095	0.09779323542625573	0.06830318812733148	0.09973837051480666	0.10107349140618074	0.12025471248205322	0.12703019102985158	0.12085706261618719	0.07750909777742629	0.08835243800747249	0.09866086570355762	0.09865411625025913	0.09298617838847882	0.11009317047806902	0.09248152439034178	0.08958483402051218	0.08752366559597351	0.07016099865479908	0.19621988169586413	0.12836866776915923	0.3430356272010623	0.7511364225065935	0.1423862103832744	0.11441877336324471	0.11040049485679118	0.0771785850925876	0.028934715469626997	0.0	0.06450096506620259	0.03404752168433398	0.09376162060700224	0.11553196988413736	0.13878623228029502	0.1771839292576605	0.14632563127147966	0.1394755459308956
S27H1	0.1251269470242168	0.06365013379516413	0.19629092868897344	0.1338594433864336	0.06391356998787368	0.07099791455992374	0.11222661435166364	0.10132319621278768	0.1014725996677088	0.10683619727242871	0.13391322592671973	0.11918767438238428	0.11940121707088908	0.08991116977196481	0.12134635215944001	0.12268147305081409	0.14186269412668656	0.1486381726744849	0.14246504426082052	0.09911707942205963	0.10996041965210582	0.12026884734819096	0.12026209789489248	0.11459416003311215	0.13170115212270236	0.11408950603497511	0.11119281566514552	0.10913164724060684	0.09176898029943242	0.21782786334049747	0.14997664941379257	0.36464360884569563	0.7727444041512269	0.16399419202790774	0.13602675500787806	0.13200847650142453	0.09878656673722094	0.050542697114260335	0.06450096506620259	0.0	0.03241364273400288	0.09212774165667115	0.11389809093380626	0.13715235332996392	0.1755500503073294	0.14469175232114856	0.1378416669805645
S11Hp	0.09467150364134815	0.033194690412295474	0.16583548530610479	0.10340400000356495	0.03346012660600507	0.040544471178055146	0.08177317096979506	0.07086975283091908	0.07101915628584021	0.07638275389056012	0.10345978254485112	0.0887342310005157	0.08894777368902047	0.059457726390096215	0.0908929087775714	0.09222802966894549	0.11140925074481796	0.11818472929261631	0.11201160087895193	0.06866363604019103	0.07950697627023723	0.08981540396632236	0.08980865451302388	0.08414071665124356	0.10124770874083376	0.08363606265310652	0.08073937228327692	0.07867820385873825	0.06131553691756382	0.18737441995862886	0.11952320603192397	0.334190165463827	0.7422909607693583	0.13354074864603913	0.10557331162600946	0.10155503311955592	0.06833312335535235	0.020089253732391732	0.03404752168433398	0.03241364273400288	0.0	0.06167229827380248	0.0834426475509376	0.10669690994709527	0.14509460692446075	0.1142363089382799	0.10738622359769583
S13Hp	0.14080119267299343	0.07932437944394076	0.21196517433775008	0.14953368903521025	0.09317422552867334	0.10025857010072342	0.14148726989246332	0.13058385175358733	0.13073325520850848	0.1360968528132284	0.16317388146751938	0.14844832992318396	0.14866187261168873	0.11917182531276449	0.15060700770023966	0.15194212859161374	0.1711233496674862	0.17789882821528458	0.1717256998016202	0.12837773496285929	0.1392210751929055	0.1495295028889906	0.14952275343569213	0.14385481557391183	0.16096180766350202	0.1433501615757748	0.14045347120594517	0.13839230278140652	0.12102963584023207	0.24708851888129713	0.17923730495459222	0.3939042643864953	0.8020050596920266	0.19325484756870737	0.1652874105486777	0.16126913204222418	0.12804722227802062	0.07980335265506	0.09376162060700224	0.09212774165667115	0.06167229827380248	0.0	0.12957233658258288	0.15282659897874057	0.19122429595610602	0.16036599796992518	0.1535159126293411
F14H1B	0.1102042419786631	0.06882659143775782	0.22270361639473218	0.16027213109219238	0.11494457480580846	0.12202891937785852	0.16325761916959844	0.15235420103072245	0.1525036044856436	0.1578672020903635	0.1849442307446545	0.17021867920031908	0.17043222188882384	0.1409421745898996	0.17237735697737477	0.17371247786874888	0.19289369894462133	0.19966917749241966	0.19349604907875528	0.15014808423999443	0.1609914244700406	0.17129985216612575	0.17129310271282727	0.16562516485104695	0.18273215694063713	0.1651205108529099	0.16222382048308032	0.16016265205854163	0.1427999851173672	0.26885886815843224	0.20100765423172734	0.41567461366363045	0.8237754089691617	0.21502519684584248	0.18705775982581282	0.1830394813193593	0.14981757155515574	0.1015737019321951	0.11553196988413736	0.11389809093380626	0.0834426475509376	0.12957233658258288	0.0	0.12222964828441021	0.1606273452617757	0.12976904727559485	0.12291896193501078
S3Hp	0.11030295883686898	0.09208085383391548	0.24595787879088987	0.18352639348835004	0.13819883720196613	0.14528318177401617	0.1865118815657561	0.17560846342688013	0.17575786688180123	0.18112146448652117	0.20819849314081218	0.19347294159647677	0.19368648428498153	0.16419643698605726	0.19563161937353246	0.19696674026490651	0.21614796134077902	0.22292343988857732	0.21675031147491297	0.17340234663615206	0.18424568686619824	0.1945541145622834	0.1945473651089849	0.18887942724720463	0.2059864193367948	0.1883747732490676	0.18547808287923795	0.18341691445469926	0.16605424751352488	0.29211313055458993	0.22426191662788503	0.43892887605978803	0.8470296713653194	0.23827945924200017	0.21031202222197048	0.20629374371551695	0.17307183395131337	0.12482796432835276	0.13878623228029502	0.13715235332996392	0.10669690994709527	0.15282659897874057	0.12222964828441021	0.0	0.09213892984708191	0.08901415168167427	0.09493091553019234
S20H1	0.14870065581423447	0.13047855081128096	0.2843555757682553	0.22192409046571548	0.17659653417933158	0.18368087875138167	0.2249095785431216	0.21400616040424558	0.21415556385916673	0.21951916146388661	0.24659619011817763	0.2318706385738422	0.23208418126234698	0.20259413396342274	0.2340293163508979	0.23536443724227202	0.25454565831814446	0.2613211368659428	0.2551480084522784	0.21180004361351756	0.22264338384356375	0.2329518115396489	0.2329450620863504	0.22727712422457008	0.2443841163141603	0.22677247022643304	0.22387577985660345	0.22181461143206477	0.20445194449089032	0.3305108275319554	0.2626596136052505	0.47732657303715353	0.8854273683426849	0.2766771562193656	0.248709719199336	0.24469144069288246	0.21146953092867887	0.16322566130571825	0.1771839292576605	0.1755500503073294	0.14509460692446075	0.19122429595610602	0.1606273452617757	0.09213892984708191	0.0	0.12741184865903976	0.13332861250755781
S28Hp	0.11784235782805362	0.09962025282510012	0.2534972777820745	0.19106579247953465	0.14573823619315074	0.15282258076520083	0.19405128055694076	0.18314786241806474	0.1832972658729859	0.18866086347770578	0.2157378921319968	0.20101234058766138	0.20122588327616614	0.1717358359772419	0.20317101836471707	0.20450613925609118	0.22368736033196363	0.230462838879762	0.22428971046609758	0.18094174562733673	0.1917850858573829	0.20209351355346805	0.20208676410016957	0.19641882623838924	0.21352581832797946	0.1959141722402522	0.1930174818704226	0.19095631344588393	0.1735936465047095	0.29965252954577454	0.23180131561906964	0.4464682750509727	0.854569070356504	0.24581885823318478	0.21785142121315515	0.21383314270670162	0.18061123294249803	0.1323673633195374	0.14632563127147966	0.14469175232114856	0.1142363089382799	0.16036599796992518	0.12976904727559485	0.08901415168167427	0.12741184865903976	0.0	0.10247031452137698
F14H1A	0.11099227248746954	0.09277016748451605	0.24664719244149041	0.18421570713895058	0.13888815085256667	0.14597249542461674	0.18720119521635667	0.17629777707748068	0.1764471805324018	0.1818107781371217	0.20888780679141272	0.1941622552470773	0.19437579793558207	0.16488575063665784	0.196320933024133	0.19765605391550709	0.21683727499137956	0.2236127535391779	0.2174396251255135	0.17409166028675263	0.18493500051679881	0.19524342821288396	0.19523667875958547	0.18956874089780518	0.20667573298739536	0.18906408689966814	0.18616739652983852	0.18410622810529984	0.16674356116412542	0.29280244420519047	0.22495123027848557	0.43961818971038863	0.8477189850159199	0.2389687728926007	0.21100133587257106	0.20698305736611752	0.17376114760191394	0.12551727797895332	0.1394755459308956	0.1378416669805645	0.10738622359769583	0.1535159126293411	0.12291896193501078	0.09493091553019234	0.13332861250755781	0.10247031452137698	0.0
