	f7pp	f26pp	f22ppA	f24pp	w26pp	f25pp	F16H1	S25Hp	S17H1	31267	S3Hp	S14Hp	F3H1	F29H1	S8Hp	S10H1	w17pp	f6ppA	f8pp	S13Hp	w18pp	s29pp	s2pp	w7pp	s4pp	w4pp	s13pp	s18pp	s7pp	s24pp	s12pp	s23pp	s22pp	S6Hp	w14pp	S29H1	S30H1	F8H1	F23HpA	S2Hp	S4Hp	S31Hp	F7H1	530075	31328	F6H1	S7Hp	530295	530394	S21H1	S12Hp	31750	S16H2	530050	S22Hp	F22HpB	F14H1A	31360	31009	F14H1B	S15Hp	530119	S11Hp	31700	s24H1	S23Hp	S19H1	S9H1	S1Hp	S27H1	31452	S20H1	31219	S26Hp	S18H1	F1H1	f6ppB	w11pp	w9pp	f10pp	f4pp	f15pp	f16ppA	f14ppB	f11pp	w12pp	f1pp	w3pp	f16ppB
S3Hp	0.299176454275559	0.3189631043893697	0.3347846594759063	0.2787077600532465	0.306861662920565	0.2775418775875648	0.19750592715364346	0.12744078461417152	0.09828648836140559	0.13256855783818197	0.0	0.07223720284706861	0.11178253840606447	0.20991972111454604	0.17412866775549007	0.36433027034532106	0.2000612109748821	0.21047047054828288	0.2420384445204756	0.21237681098896044	0.2489268034808126	0.2652215116715988	0.2838126250810874	0.3012402307517561	0.29957956758202026	0.30135703388402324	0.2839261931755379	0.31425768561020134	0.2620670252576137	0.2846675025374015	0.2913735963674472	0.28168493212698636	0.28829923738903507	0.2628943350578258	0.262004877662001	0.2925351014097164	0.24838766432358675	0.20293784612347446	0.16525786430201242	0.2672988577918364	0.19843591278878409	0.20703035741724451	0.2083036433839742	0.2684282296926918	0.3456641494331887	0.3010095037461247	0.2806181904303876	0.32168597951928624	0.34397717095399505	0.3104736234894525	0.23502436386075057	0.26703154102917115	0.24062384691127103	0.27324800169147284	0.2706312434424303	0.21433118321462782	0.29385753450799323	0.31662082498058586	0.3169900005958281	0.32510977465165525	0.32255482110049727	0.32044125288807773	0.31060121050218115	0.3576950582144189	0.39453460605673485	0.38282954568439986	0.37135209415381615	0.2207911098504293	0.283539144414806	0.38000425381643477	0.3645018408005505	0.2302461982263716	0.2620390703927541	0.18507447911678415	0.24895404293537787	0.3218461467339938	0.16932430349947142	0.22505550144283118	0.21635504495380267	0.2597894330395961	0.2709727943038716	0.29032786044312564	0.2720669548036137	0.2778069339613139	0.29079268459396085	0.3264691506986011	0.28748873537380043	0.29309780833451576	0.30915530386844414
S14Hp	0.33437759381959486	0.35416424393340556	0.36998579901994216	0.31390889959728235	0.34206280246460086	0.3127430171316007	0.23270706669767927	0.16264192415820736	0.1334876279054414	0.16776969738221778	0.07223720284706861	0.0	0.09503603366011695	0.19317321636859852	0.15738216300954255	0.39953140988935687	0.23526235051891792	0.2456716100923187	0.27723958406451144	0.24757795053299625	0.2841279430248484	0.3004226512156346	0.3190137646251232	0.3364413702957919	0.33478070712605607	0.33655817342805905	0.3191273327195737	0.34945882515423715	0.2972681648016495	0.3198686420814373	0.326574735911483	0.3168860716710222	0.3235003769330709	0.2980954746018616	0.2972060172060368	0.3277362409537522	0.28358880386762253	0.23813898566751027	0.20045900384604823	0.3024999973358722	0.2336370523328199	0.24223149696128032	0.24350478292801	0.3036293692367276	0.3808652889772245	0.3362106432901605	0.3158193299744234	0.35688711906332204	0.37917831049803086	0.3456747630334883	0.27022550340478635	0.30223268057320696	0.27582498645530684	0.30844914123550865	0.3058323829864661	0.24953232275866363	0.32905867405202904	0.35182196452462167	0.3521911401398639	0.36031091419569106	0.3577559606445331	0.35564239243211354	0.34580235004621696	0.3928961977584547	0.42973574560077066	0.41803068522843567	0.40655323369785196	0.2559922493944651	0.3187402839588418	0.4152053933604706	0.3997029803445863	0.2654473377704074	0.2972402099367899	0.22027561866081996	0.2841551824794137	0.3570472862780296	0.20452544304350723	0.26025664098686696	0.25155618449783845	0.2949905725836319	0.3061739338479074	0.32552899998716145	0.3072680943476495	0.3130080735053497	0.32599382413799666	0.3616702902426369	0.32268987491783624	0.32829894787855163	0.34435644341248
F3H1	0.37392292937859073	0.39370957949240143	0.409531134578938	0.3534542351562782	0.3816081380235967	0.35228835269059655	0.27225240225667513	0.20218725971720322	0.17303296346443725	0.20731503294121365	0.11178253840606447	0.09503603366011695	0.0	0.12317196573320272	0.08738091237414677	0.43907674544835273	0.2748076860779138	0.28521694565131456	0.3167849196235073	0.2871232860919921	0.32367327858384426	0.33996798677463047	0.3585591001841191	0.3759867058547878	0.37432604268505193	0.3761035089870549	0.3586726682785696	0.389004160713233	0.3368135003606454	0.35941397764043315	0.36612007147047887	0.35643140723001804	0.36304571249206674	0.33764081016085745	0.33675135276503265	0.36728157651274806	0.3231341394266184	0.2776843212265061	0.2400043394050441	0.34204533289486805	0.27318238789181576	0.2817768325202762	0.2830501184870059	0.3431747047957235	0.42041062453622036	0.37575597884915635	0.3553646655334193	0.3964324546223179	0.4187236460570267	0.3852200985924842	0.3097708389637822	0.3417780161322028	0.3153703220143027	0.3479944767945045	0.34537771854546195	0.2890776583176595	0.3686040096110249	0.39136730008361753	0.3917364756988598	0.3998562497546869	0.39730129620352894	0.3951877279911094	0.3853476856052128	0.43244153331745055	0.4692810811597665	0.45757602078743154	0.4460985692568478	0.29553758495346094	0.35828561951783766	0.45475072891946644	0.43924831590358215	0.3049926733294033	0.33678554549578577	0.2598209542198158	0.32370051803840955	0.3965926218370255	0.2440707786025031	0.2998019765458628	0.2911015200568343	0.33453590814262785	0.3457192694069033	0.3650743355461573	0.3468134299066454	0.35255340906434557	0.3655391596969925	0.4012156258016328	0.3622352104768321	0.3678442834375475	0.38390177897147587
F29H1	0.47206011208707227	0.49184676220088297	0.5076683172874196	0.45159141786475976	0.47974532073207826	0.4504255353990781	0.37038958496515667	0.30032444242568473	0.2711701461729188	0.30545221564969516	0.20991972111454604	0.19317321636859852	0.12317196573320272	0.0	0.09540731446319291	0.5372139281568342	0.3729448687863953	0.3833541283597961	0.4149221023319888	0.38526046880047365	0.4218104612923258	0.43810516948311207	0.45669628289260067	0.4741238885632693	0.47246322539353347	0.4742406916955364	0.4568098509870512	0.48714134342171456	0.4349506830691269	0.4575511603489147	0.46425725417896047	0.4545685899384996	0.4611828952005483	0.43577799286933905	0.43488853547351414	0.46541875922122966	0.4212713221351	0.3758215039349877	0.33814152211352566	0.44018251560334953	0.3713195706002973	0.37991401522875773	0.3811873011954874	0.441311887504205	0.5185478072447018	0.47389316155763794	0.45350184824190076	0.4945696373307995	0.5168608287655083	0.4833572813009658	0.4079080216722638	0.43991519884068436	0.41350750472278425	0.44613165950298606	0.44351490125394344	0.387214841026141	0.4667411923195065	0.489504482792099	0.4898736584073413	0.4979934324631685	0.49543847891201054	0.49332491069959095	0.4834848683136943	0.5305787160259321	0.5674182638682481	0.5557132034959131	0.5442357519653294	0.39367476766194254	0.45642280222631926	0.5528879116279479	0.5373854986120636	0.4031298560378848	0.4349227282042673	0.35795813692829737	0.4218377007468911	0.4947298045455071	0.34220796131098463	0.3979391592543444	0.38923870276531586	0.4326730908511094	0.4438564521153848	0.46321151825463885	0.4449506126151269	0.4506905917728271	0.46367634240547406	0.4993528085101143	0.46037239318531364	0.46598146614602903	0.4820389616799574
S8Hp	0.4362690587280163	0.456055708841827	0.4718772639283636	0.4158003645057038	0.4439542673730223	0.4146344820400221	0.3345985316061007	0.26453338906662877	0.23537909281386288	0.26966116229063924	0.17412866775549007	0.15738216300954255	0.08738091237414677	0.09540731446319291	0.0	0.5014228747977783	0.33715381542733935	0.34756307500074013	0.3791310489729328	0.3494694154414177	0.38601940793326983	0.4023141161240561	0.4209052295335447	0.43833283520421334	0.4366721720344775	0.43844963833648043	0.4210187976279952	0.4513502900626586	0.3991596297100709	0.4217601069898587	0.4284662008199045	0.4187775365794436	0.4253918418414923	0.3999869395102831	0.39909748211445817	0.4296277058621737	0.385480268776044	0.34003045057593173	0.3023504687544697	0.40439146224429356	0.33552851724124133	0.34412296186970176	0.3453962478364314	0.40552083414514906	0.48275675388564593	0.438102108198582	0.4177107948828448	0.45877858397174354	0.4810697754064523	0.4475662279419098	0.37211696831320784	0.4041241454816284	0.3777164513637283	0.4103406061439301	0.40772384789488747	0.35142378766708504	0.43095013896045054	0.45371342943304305	0.45408260504828535	0.46220237910411255	0.45964742555295457	0.457533857340535	0.44769381495463834	0.4947876626668761	0.5316272105091921	0.5199221501368572	0.5084446986062734	0.35788371430288657	0.4206317488672633	0.517096858268892	0.5015944452530077	0.36733880267882885	0.39913167484521134	0.3221670835692414	0.3860466473878351	0.4589387511864511	0.30641690795192866	0.36214810589528845	0.3534476494062599	0.3968820374920534	0.40806539875632886	0.4274204648955829	0.40915955925607095	0.41489953841377114	0.4278852890464181	0.46356175515105835	0.4245813398262577	0.43019041278697306	0.44624790832090144
S10H1	0.4301933953865381	0.4499800455003488	0.4658016005868854	0.4097247011642256	0.4378786040315441	0.40855881869854394	0.3285228682646225	0.3037151419069981	0.3456816135824663	0.3981143472515184	0.36433027034532106	0.39953140988935687	0.43907674544835273	0.5372139281568342	0.5014228747977783	0.0	0.32146951086929354	0.3318787704426943	0.363446744414887	0.33378511088337187	0.370335103375224	0.3866298115660103	0.4052209249754989	0.42264853064616753	0.4209878674764317	0.4227653337784346	0.4053344930699494	0.4356659855046128	0.3834753251520251	0.4060758024318129	0.4127818962618587	0.4030932320213978	0.4097075372834465	0.38430263495223727	0.38341317755641235	0.4139434013041279	0.3697959642179982	0.3243461460178859	0.2866661641964239	0.38870715768624775	0.3198442126831955	0.32843865731165595	0.3297119432783856	0.38983652958710324	0.4670724493276001	0.42241780364053616	0.402026490324799	0.4430942794136977	0.4653854708484065	0.431881923383864	0.356432663755162	0.3884398409235826	0.36203214680568246	0.3946563015858843	0.39203954333684166	0.3357394831090392	0.4152658344024047	0.43802912487499723	0.43839830049023953	0.44651807454606673	0.44396312099490876	0.44184955278248916	0.4320095103965925	0.4791033581088303	0.5159429059511463	0.5042378455788114	0.4927603940482276	0.34219940974484075	0.4049474443092175	0.5014125537108463	0.4859101406949619	0.35165449812078303	0.3834473702871655	0.3064827790111956	0.3703623428297893	0.4432544466284053	0.3003412446104505	0.35607244255381026	0.3473719860647817	0.39080637415057523	0.40198973541485067	0.4213448015541047	0.40308389591459276	0.40882387507229295	0.4218096257049399	0.45748609180958016	0.4185056764847795	0.4241147494454949	0.44017224497942326
w17pp	0.265924336016099	0.2857109861299097	0.3015325412164463	0.24545564179378648	0.273609544661105	0.2442897593281049	0.16425380889418353	0.13944608253655916	0.18141255421202734	0.23384528788107944	0.2000612109748821	0.23526235051891792	0.2748076860779138	0.3729448687863953	0.33715381542733935	0.32146951086929354	0.0	0.08891174181286167	0.12047971578505438	0.09081808225353923	0.12736807474539136	0.1436627829361776	0.16225389634566623	0.1796815020163349	0.17802083884659906	0.179798305148602	0.16236746444011674	0.19269895687478014	0.1405082965221925	0.16310877380198027	0.16981486763202602	0.16012620339156516	0.16674050865361387	0.1413356063224046	0.14044614892657972	0.17097637267429522	0.12682893558816555	0.08137911738805324	0.04370113556759127	0.1794083290176478	0.11054538401459556	0.11913982864305597	0.12041311460978567	0.1805377009185033	0.25777362065900017	0.21311897497193616	0.19272766165619903	0.23379545074509772	0.25608664217980653	0.222583094715264	0.14713383508656203	0.17914101225498263	0.15273331813708252	0.18535747291728433	0.1827407146682417	0.12644065444043928	0.20596700573380472	0.2287302962063973	0.2290994718216396	0.23721924587746673	0.23466429232630875	0.23255072411388922	0.22271068172799258	0.26980452944023037	0.30664407728254633	0.29493901691021135	0.28346156537962763	0.13290058107624075	0.19564861564061747	0.29211372504224625	0.27661131202636197	0.1423556694521831	0.17414854161856558	0.09718395034259562	0.16106351416118936	0.2339556179598053	0.1360721852400115	0.19180338318337126	0.18310292669434272	0.2265373147801362	0.23772067604441166	0.2570757421836657	0.23881483654415375	0.24455481570185392	0.2575405663345009	0.29321703243914116	0.2542366171143405	0.2598456900750558	0.27590318560898414
f6ppA	0.2763335955894998	0.2961202457033105	0.3119418007898471	0.2558649013671873	0.2840188042345059	0.2546990189015057	0.17466306846758434	0.14985534210995996	0.19182181378542812	0.24425454745448022	0.21047047054828288	0.2456716100923187	0.28521694565131456	0.3833541283597961	0.34756307500074013	0.3318787704426943	0.08891174181286167	0.0	0.10954187042509558	0.07988023689358044	0.11643022938543257	0.1327249375762188	0.15131605098570744	0.1687436566563761	0.16708299348664027	0.16886045978864322	0.15142961908015795	0.18176111151482136	0.1295704511622337	0.15217092844202149	0.15887702227206724	0.14918835803160638	0.15580266329365508	0.13039776096244582	0.12950830356662094	0.16003852731433643	0.11589109022820673	0.07044127202809446	0.05411039514099206	0.1898175885910486	0.12095464358799635	0.12954908821645678	0.13082237418318646	0.19094696049190407	0.26818288023240094	0.22352823454533696	0.20313692122959984	0.24420471031849852	0.2664959017532073	0.2329923542886648	0.15754309465996283	0.1895502718283834	0.1631425777104833	0.1957667324906851	0.1931499742416425	0.13684991401384008	0.21637626530720552	0.2391395557797981	0.23950873139504036	0.24762850545086754	0.24507355189970956	0.24295998368729	0.23311994130139338	0.28021378901363114	0.3170533368559471	0.3053482764836121	0.2938708249530284	0.14330984064964156	0.20605787521401828	0.3025229846156471	0.28702057159976274	0.15276492902558386	0.18455780119196635	0.10759320991599641	0.17147277373459013	0.2443648775332061	0.14648144481341227	0.20221264275677206	0.19351218626774355	0.23694657435353703	0.2481299356178125	0.2674850017570665	0.24922409611755458	0.2549640752752548	0.26794982590790173	0.303626292012542	0.2646458766877413	0.27025494964845664	0.28631244518238497
f8pp	0.3079015695616926	0.3276882196755033	0.3435097747620399	0.2874328753393801	0.3155867782066986	0.28626699287369844	0.20623104243977702	0.18142331608215267	0.22338978775762086	0.27582252142667296	0.2420384445204756	0.27723958406451144	0.3167849196235073	0.4149221023319888	0.3791310489729328	0.363446744414887	0.12047971578505438	0.10954187042509558	0.0	0.07056253536996389	0.10711252786181602	0.12340723605260225	0.1419983494620909	0.1594259551327596	0.15776529196302375	0.15954275826502667	0.1421119175565414	0.17244340999120483	0.12025274963861714	0.1428532269184049	0.14955932074845069	0.1398706565079898	0.1464849617700385	0.12108005943882925	0.12019060204300437	0.15072082579071988	0.10657338870459018	0.07828858228146603	0.08567836911318477	0.22138556256324132	0.15252261756018906	0.16111706218864946	0.16239034815537917	0.2225149344640968	0.2997508542045937	0.2550962085175297	0.23470489520179255	0.27577268429069124	0.29806387572540005	0.2645603282608575	0.18911106863215554	0.22111824580057612	0.194710551682676	0.22733470646287782	0.22471794821383523	0.1684178879860328	0.24794423927939824	0.2707075297519908	0.27107670536723305	0.27919647942306025	0.27664152587190227	0.2745279576594827	0.2646879152735861	0.31178176298582383	0.34862131082813985	0.33691625045580487	0.3254387989252211	0.17487781462183427	0.237625849186211	0.33409095858783977	0.3185885455719555	0.18433290299777658	0.21612577516415907	0.13916118388818913	0.20304074770678285	0.2759328515053988	0.178049418785605	0.23378061672896477	0.22508016023993624	0.26851454832572974	0.2796979095900052	0.2990529757292592	0.28079207008974727	0.28653204924744746	0.2995177998800944	0.3351942659847347	0.296213850659934	0.3018229236206494	0.31788041915457776
S13Hp	0.2782399360301774	0.2980265861439881	0.3138481412305247	0.25777124180786487	0.2859251446751834	0.25660535934218326	0.1765694089082619	0.15176168255063752	0.19372815422610568	0.24616088789515778	0.21237681098896044	0.24757795053299625	0.2871232860919921	0.38526046880047365	0.3494694154414177	0.33378511088337187	0.09081808225353923	0.07988023689358044	0.07056253536996389	0.0	0.036551992492852195	0.0699132800496002	0.08850439345908881	0.10593199912975751	0.10427133596002168	0.10604880226202462	0.08861796155353932	0.11894945398820275	0.06675879363561507	0.08935927091540286	0.0960653647454486	0.08637670050498776	0.09299100576703646	0.0675861034358272	0.0666966460400023	0.09722686978771782	0.05307943270158814	0.048626948749950875	0.05601673558166961	0.19172392903172616	0.1228609840286739	0.13145542865713433	0.132728714623864	0.19285330093258163	0.2700892206730785	0.22543457498601452	0.2050432616702774	0.24611105075917608	0.26840224219388487	0.23489869472934236	0.15944943510064039	0.19145661226906097	0.16504891815116085	0.19767307293136266	0.19505631468232007	0.13875625445451764	0.21828260574788308	0.24104589622047565	0.24141507183571792	0.2495348458915451	0.2469798923403871	0.24486632412796755	0.23502628174207094	0.2821201294543087	0.31895967729662467	0.3072546169242897	0.29577716539370597	0.1452161810903191	0.20796421565469583	0.3044293250563246	0.2889269120404403	0.15467126946626142	0.1864641416326439	0.10949955035667397	0.1733791141752677	0.24627121797388365	0.14838778525408983	0.20411898319744962	0.1954185267084211	0.23885291479421458	0.25003627605849005	0.2693913421977441	0.25113043655823214	0.25687041571593233	0.2698561663485793	0.30553263245321954	0.26655221712841887	0.2721612900891342	0.2882187856230625
w18pp	0.31478992852202964	0.33457657863584034	0.35039813372237694	0.2943212342997171	0.32247513716703563	0.29315535183403546	0.21311940140011404	0.18831167504248966	0.23027814671795782	0.2827108803870099	0.2489268034808126	0.2841279430248484	0.32367327858384426	0.4218104612923258	0.38601940793326983	0.370335103375224	0.12736807474539136	0.11643022938543257	0.10711252786181602	0.036551992492852195	0.0	0.10646327254145233	0.12505438595094095	0.14248199162160965	0.1408213284518738	0.14259879475387677	0.12516795404539147	0.1554994464800549	0.10330878612746722	0.125909263407255	0.13261535723730075	0.12292669299683989	0.1295409982588886	0.10413609592767933	0.10324663853185445	0.13377686227956995	0.08962942519344028	0.08517694124180301	0.09256672807352176	0.2282739215235783	0.15941097652052605	0.16800542114898648	0.16927870711571616	0.22940329342443377	0.30663921316493065	0.2619845674778667	0.24159325416212954	0.28266104325102825	0.304952234685737	0.27144868722119453	0.19599942759249253	0.2280066047609131	0.201598910643013	0.2342230654232148	0.23160630717417222	0.1753062469463698	0.25483259823973525	0.27759588871232777	0.27796506432757007	0.28608483838339727	0.2835298848322393	0.2814163166198197	0.27157627423392305	0.31867012194616084	0.3555096697884768	0.3438046094161418	0.3323271578855581	0.18176617358217126	0.24451420814654798	0.3409793175481768	0.32547690453229244	0.19122126195811356	0.22301413412449606	0.14604954284852611	0.20992910666711984	0.28282121046573583	0.184937777745942	0.24066897568930176	0.23196851920027325	0.27540290728606676	0.2865862685503422	0.3059413346895962	0.2876804290500843	0.2934204082077845	0.30640615884043143	0.3420826249450717	0.303102209620271	0.3087112825809864	0.3247687781149148
s29pp	0.33108463671281585	0.35087128682662655	0.36669284191316315	0.31061594249050334	0.33876984535782184	0.30945006002482167	0.22941410959090025	0.2046063832332759	0.2465728549087441	0.29900558857779613	0.2652215116715988	0.3004226512156346	0.33996798677463047	0.43810516948311207	0.4023141161240561	0.3866298115660103	0.1436627829361776	0.1327249375762188	0.12340723605260225	0.0699132800496002	0.10646327254145233	0.0	0.11037602398450251	0.12780362965517122	0.12614296648543538	0.1279204327874383	0.11048959207895302	0.14082108451361647	0.08863042416102877	0.11123090144081656	0.11793699527086231	0.10824833103040146	0.11486263629245017	0.0894577339612409	0.08856827656541601	0.11909850031313152	0.08614428742658456	0.10147164943258924	0.10886143626430798	0.24456862971436455	0.17570568471131226	0.1843001293397727	0.1855734153065024	0.24569800161521999	0.32293392135571686	0.2782792756686529	0.2578879623529158	0.29895575144181447	0.3212469428765232	0.28774339541198074	0.21229413578327877	0.24430131295169932	0.2178936188337992	0.250517773614001	0.24790101536495845	0.19160095513715603	0.27112730643052146	0.29389059690311403	0.2942597725183563	0.3023795465741835	0.2998245930230255	0.2977110248106059	0.2878709824247093	0.33496483013694706	0.371804377979263	0.36009931760692804	0.3486218660763443	0.1980608817729575	0.2608089163373342	0.357274025738963	0.34177161272307865	0.20751597014889978	0.23930884231528227	0.16234425103931233	0.22622381485790605	0.29911591865652204	0.20123248593672824	0.256963683880088	0.24826322739105947	0.2916976154768529	0.3028809767411284	0.32223604288038243	0.3039751372408705	0.3097151163985707	0.32270086703121764	0.3583773331358579	0.3193969178110572	0.3250059907717726	0.341063486305701
s2pp	0.34967575012230445	0.36946240023611515	0.38528395532265175	0.32920705589999194	0.35736095876731044	0.3280411734343103	0.24800522300038885	0.2231974966427645	0.2651639683182327	0.31759670198728474	0.2838126250810874	0.3190137646251232	0.3585591001841191	0.45669628289260067	0.4209052295335447	0.4052209249754989	0.16225389634566623	0.15131605098570744	0.1419983494620909	0.08850439345908881	0.12505438595094095	0.11037602398450251	0.0	0.08599944621119673	0.08433878304146092	0.08611624934346385	0.06868540863497856	0.09901690106964198	0.04682624071705432	0.0694267179968421	0.07613281182688786	0.066444147586427	0.0730584528484757	0.06146929041410193	0.06057983301827703	0.10519222685557612	0.10473540083607316	0.12006276284207787	0.1274525496737966	0.26315974312385315	0.1942967981208009	0.2028912427492613	0.204164528715991	0.26428911502470864	0.34152503476520546	0.2968703890781415	0.2764790757624044	0.31754686485130307	0.3398380562860118	0.30633450882146934	0.23088524919276737	0.2628924263611879	0.23648473224328784	0.2691088870234897	0.26649212877444706	0.21019206854664463	0.28971841984001007	0.31248171031260263	0.31285088592784493	0.3209706599836721	0.3184157064325141	0.31630213822009456	0.3064620958341979	0.3535559435464357	0.3903954913887516	0.37869043101641664	0.367212979485833	0.2166519951824461	0.2794000297468228	0.3758651391484516	0.36036272613256726	0.2261070835583884	0.25789995572477087	0.18093536444880096	0.24481492826739468	0.31770703206601064	0.21982359934621684	0.2755547972895766	0.26685434080054804	0.31028872888634157	0.321472090150617	0.34082715628987104	0.3225662506503591	0.3283062298080593	0.34129198044070624	0.3769684465453465	0.3379880312205458	0.3435971041812612	0.3596545997151896
w7pp	0.36710335579297315	0.38689000590678385	0.40271156099332045	0.34663466157066064	0.37478856443797914	0.345468779104979	0.26543282867105755	0.24062510231343318	0.28259157398890133	0.33502430765795344	0.3012402307517561	0.3364413702957919	0.3759867058547878	0.4741238885632693	0.43833283520421334	0.42264853064616753	0.1796815020163349	0.1687436566563761	0.1594259551327596	0.10593199912975751	0.14248199162160965	0.12780362965517122	0.08599944621119673	0.0	0.049812819244826986	0.051590285546829914	0.06118923469014888	0.0915207271248123	0.04684509513105683	0.0845721062069811	0.09127820003702686	0.08158953579656601	0.08820384105861472	0.07889689608477063	0.07800743868894572	0.12261983252624482	0.12216300650674186	0.13749036851274657	0.14488015534446527	0.28058734879452185	0.21172440379146956	0.22031884841993	0.22159213438665967	0.2817167206953773	0.35895264043587416	0.31429799474881015	0.2939066814330731	0.3349744705219717	0.3572656619566805	0.323762114492138	0.24831285486343604	0.2803200320318566	0.2539123379139565	0.2865364926941583	0.28391973444511576	0.2276196742173133	0.3071460255106787	0.32990931598327133	0.3302784915985136	0.3383982656543407	0.33584331210318275	0.3337297438907632	0.3238897015048666	0.37098354921710436	0.4078230970594203	0.39611803668708534	0.3846405851565016	0.23407960085311477	0.29682763541749146	0.39329274481912024	0.37779033180323596	0.24353468922905708	0.27532756139543957	0.19836297011946963	0.26224253393806335	0.3351346377366793	0.2372512050168855	0.29298240296024525	0.28428194647121674	0.32771633455701027	0.3388996958212857	0.35825476196053974	0.3399938563210278	0.345733835478728	0.35871958611137494	0.3943960522160152	0.3554156368912145	0.3610247098519299	0.3770822053858583
s4pp	0.3654426926232373	0.385229342737048	0.4010508978235846	0.3449739984009248	0.3731279012682433	0.34380811593524313	0.2637721655013217	0.23896443914369733	0.2809309108191655	0.3333636444882176	0.29957956758202026	0.33478070712605607	0.37432604268505193	0.47246322539353347	0.4366721720344775	0.4209878674764317	0.17802083884659906	0.16708299348664027	0.15776529196302375	0.10427133596002168	0.1408213284518738	0.12614296648543538	0.08433878304146092	0.049812819244826986	0.0	0.014577816776484398	0.059528571520413055	0.08986006395507648	0.045184431961321006	0.08291144303724528	0.08961753686729104	0.0799288726268302	0.08654317788887889	0.0772362329150348	0.0763467755192099	0.120959169356509	0.12050234333700605	0.13582970534301073	0.14321949217472943	0.27892668562478595	0.21006374062173372	0.21865818525019415	0.21993147121692383	0.28005605752564144	0.3572919772661383	0.31263733157907436	0.2922460182633372	0.3333138073522359	0.3556049987869447	0.3221014513224022	0.2466521916937002	0.2786593688621208	0.25225167474422067	0.2848758295244225	0.28225907127537986	0.22595901104757746	0.3054853623409429	0.32824865281353544	0.32861782842877774	0.33673760248460494	0.33418264893344696	0.33206908072102737	0.3222290383351307	0.3693228860473685	0.4061624338896845	0.3944573735173495	0.3829799219867658	0.23241893768337893	0.2951669722477557	0.39163208164938446	0.3761296686335001	0.24187402605932123	0.2736668982257037	0.19670230694973379	0.2605818707683275	0.3334739745669435	0.23559054184714967	0.29132173979050946	0.2826212833014809	0.3260556713872744	0.33723903265154986	0.3565940987908039	0.33833319315129196	0.34407317230899215	0.3570589229416391	0.39273538904627936	0.3537549737214787	0.35936404668219407	0.37542154221612245
w4pp	0.36722015892524024	0.38700680903905094	0.40282836412558753	0.3467514647029277	0.37490536757024623	0.34558558223724606	0.26554963180332464	0.2407419054457003	0.2827083771211685	0.3351411107902206	0.30135703388402324	0.33655817342805905	0.3761035089870549	0.4742406916955364	0.43844963833648043	0.4227653337784346	0.179798305148602	0.16886045978864322	0.15954275826502667	0.10604880226202462	0.14259879475387677	0.1279204327874383	0.08611624934346385	0.051590285546829914	0.014577816776484398	0.0	0.06130603782241599	0.09163753025707941	0.04696189826332394	0.08468890933924822	0.09139500316929397	0.08170633892883312	0.08832064419088183	0.07901369921703774	0.07812424182121283	0.12273663565851194	0.12227980963900897	0.13760717164501368	0.14499695847673238	0.28070415192678894	0.21184120692373667	0.22043565155219708	0.22170893751892679	0.28183352382764437	0.3590694435681413	0.3144147978810773	0.29402348456534017	0.33509127365423885	0.35738246508894767	0.3238789176244051	0.24842965799570316	0.28043683516412377	0.25402914104622365	0.2866532958264254	0.28403653757738284	0.2277364773495804	0.30726282864294585	0.3300261191155384	0.33039529473078066	0.33851506878660786	0.3359601152354499	0.3338465470230303	0.3240065046371337	0.37110035234937144	0.40793990019168747	0.3962348398193525	0.3847573882887687	0.23419640398538188	0.2969444385497586	0.3934095479513874	0.3779071349355031	0.2436514923613242	0.2754443645277067	0.19847977325173674	0.26235933707033043	0.3352514408689464	0.23736800814915263	0.2930992060925124	0.2843987496034838	0.32783313768927735	0.3390164989535528	0.3583715650928068	0.3401106594532949	0.3458506386109951	0.35883638924364203	0.3945128553482823	0.3555324400234816	0.361141512984197	0.3771990085181254
