	S13Hp	S1Hp	F16H1	S21H1	S12Hp	s24pp	s29pp	w28pp	s23pp	F6H1	S16H2	s25pp	w32pp	s8pp	F32H1	s32pp	w6pp	f26pp	w26pp	f11pp	f6ppB	f19pp	w25pp	s12pp	f28pp	w11pp	530451	s19pp	s22pp	f29pp	f31pp	S6Hp	F14H1B	31714	S9H1	F3H1	S2Hp	s26pp	S19H1	s14pp	S26Hp	F1H1	S31Hp	f17ppA	s11pp	S23Hp	S10H1	s31pp	s28pp	S17H1	S28Hp	S18H1	S30H1	s10pp	w20pp	f2pp	w17pp	f14ppB	w15pp	w4pp	f32pp	f24pp	f20ppB	f12ppB	f7pp	w21pp	w18pp	w13pp	w24pp	f10pp	f13pp	f25pp	f23ppB	f9pp	w16pp	f4pp	f21pp	f12ppA	f23ppA	f30pp	F8H1	s3pp	S11Hp	F23HpA	S8Hp	F14H1A	s2pp	w30pp	s30pp	f1pp	f3pp	w1pp	w14pp	w19pp	w12pp	S22Hp	S14Hp	s1pp	S4Hp	w22pp	f20ppA	w23pp	w8pp	f18pp	f8pp	f15pp	f16ppB	f22ppB	w7pp	S29H1	s16pp	S3Hp	f16ppA	f17ppB	f22ppA	w3pp	w10pp	w2pp	f14ppA	w29pp	w27pp	w31pp	w9pp	f6ppA
F3H1	0.21922406571870845	0.9567093778714584	1.0094702395404347	0.9323350509547557	0.15089329011868058	0.16269301560012028	0.1469004244353922	0.1368100563080071	0.19761993165894132	0.20520189409824335	0.21918701589905248	0.16539064740626117	0.15074610758923435	0.18846818413771366	0.22272862895099227	0.21667222425014465	0.1427097704410798	0.1407849914524263	0.1365256105797624	0.13073401387893316	0.13184899219483698	0.13078744346364013	0.13276700325957186	0.13365712065974694	0.12969763310243254	0.12120386558450254	0.1896898711149454	0.1615676110106523	0.15091983235613654	0.13273297565301387	0.12278264150726582	0.16134969107674335	0.16401074671700455	0.13471063935192923	0.05342770509861639	0.0	0.11016975426203507	0.1297159078620173	0.18442581316594375	0.1741126496761675	0.17680590647883265	0.175216679609316	0.19159040510840017	0.12763530959420125	0.16052942279436827	0.19576323235295656	0.14648927648015006	0.1677964067820288	0.18112197209194875	0.2083089755570599	0.21100192802079804	0.209077229519804	0.20192208264641714	0.15610131755176704	0.125559850763094	0.13149417896589147	0.13665468306100417	0.13593576252964157	0.13883996161885873	0.13946377475303826	0.13878268243342606	0.13684551608627915	0.1392125035557303	0.1356983743965039	0.14108707784006913	0.13938048351021295	0.13722182760798826	0.13720404880894677	0.1335765924927812	0.13264265942517406	0.1333618391950816	0.13521879897713418	0.13611929151739632	0.13770943729603052	0.14434071846555155	0.14500906336692654	0.14787935501180122	0.14742597556525605	0.14701103403063095	0.1434167389771931	0.18413599740866984	0.17618707830693447	0.24752542966091812	0.20245499764871627	0.2615421006615226	0.278949439216387	0.1670240984051117	0.17785535564517788	0.15656362726366047	0.1502728040393565	0.14910507959480127	0.1504006077868267	0.1512799225935869	0.15336261647989802	0.15420030921763522	0.2263605381662636	0.23650344285817027	0.1838043177826684	0.19644048433789316	0.14685208911253178	0.14258618961374186	0.14352406284369018	0.14352406284369018	0.14728287138590473	0.14084178340324985	0.1488148250871741	0.1472270476122567	0.15854619566872125	0.15825796076331175	0.23064355285778976	0.19711004197784862	0.2280842542216031	0.15222648310105888	0.14938081224291985	0.1476287220071124	0.13972249621303046	0.13535512736594807	0.12753423083582377	0.13486746971690117	0.13583665789983093	0.13674596970618574	0.13460002515070815	0.13230036373680767	0.13848836724480004
S2Hp	0.14273695516991508	0.880222267322665	0.9329831289916414	0.8558479404059622	0.07440617956988722	0.08620590505132693	0.07041331388659883	0.06032294575921374	0.12113282111014795	0.12871478354945	0.14269990535025912	0.08890353685746781	0.07425899704044098	0.11198107358892029	0.14624151840219893	0.14018511370135128	0.06622265989228643	0.06429788090363292	0.06003850003096904	0.054246903330139803	0.05536188164604361	0.05430033291484676	0.056279892710778504	0.05717001011095358	0.05321052255363918	0.044716755035709176	0.11320276056615206	0.08508050046185897	0.0744327218073432	0.05624586510422051	0.04629553095847247	0.08486258052794998	0.09941009000303101	0.12065259825006584	0.09820229244856968	0.11016975426203507	0.0	0.05322879731322398	0.10793870261715041	0.09762553912737415	0.1003187959300393	0.09872956906052266	0.11510329455960683	0.05114819904540788	0.08404231224557492	0.11927612180416322	0.07000216593135672	0.09130929623323544	0.1046348615431554	0.13182186500826656	0.1345148174720047	0.13259011897101064	0.12543497209762378	0.07961420700297368	0.04907274021430066	0.05500706841709809	0.060167572512210804	0.0594486519808482	0.062352851070065364	0.06297666420424489	0.06229557188463271	0.06035840553748578	0.06272539300693696	0.05921126384771055	0.06459996729127578	0.0628933729614196	0.060734717059194906	0.0607169382601534	0.057089481943987844	0.05615554887638069	0.056874728646288245	0.058731688428340825	0.05963218096860297	0.061222326747237155	0.06785360791675818	0.06852195281813317	0.07139224446300786	0.07093886501646271	0.07052392348183759	0.06692962842839972	0.10764888685987649	0.0996999677581411	0.17103831911212475	0.1259678870999229	0.18505499011272927	0.20246232866759362	0.09053698785631834	0.10136824509638451	0.0800765167148671	0.07378569349056313	0.0726179690460079	0.07391349723803334	0.07479281204479354	0.07687550593110468	0.07771319866884188	0.14987342761747022	0.1600163323093769	0.10731720723387503	0.11995337378909979	0.07036497856373841	0.06609907906494851	0.06703695229489681	0.06703695229489681	0.07079576083711137	0.06435467285445648	0.07232771453838076	0.07073993706346332	0.08205908511992788	0.0817708502145184	0.1541564423089964	0.12062293142905525	0.15159714367280974	0.07573937255226552	0.07289370169412648	0.07114161145831904	0.0632353856642371	0.0588680168171547	0.051047120287030394	0.0583803591681078	0.05934954735103756	0.060258859157392375	0.0581129146019148	0.05581325318801431	0.06200125669600669
s26pp	0.14192626942102685	0.8794115815737767	0.9321724432427532	0.855037254657074	0.073595493820999	0.08539521930243871	0.06960262813771059	0.05951226001032552	0.12032213536125974	0.12790409780056178	0.14188921960137088	0.08809285110857959	0.07344831129155276	0.11117038784003205	0.1454308326533107	0.13937442795246308	0.06541197414339821	0.0634871951547447	0.05922781428208082	0.05343621758125158	0.05455119589715539	0.05348964716595854	0.05546920696189028	0.05635932436206536	0.05239983680475096	0.043906069286820955	0.11239207481726382	0.08426981471297074	0.07362203605845498	0.05543517935533229	0.04548484520958425	0.08405189477906178	0.11895624360301327	0.1401987518500481	0.11774844604855193	0.1297159078620173	0.05322879731322398	0.0	0.09427513132295182	0.08396196783317555	0.09552413472899102	0.09393490785947438	0.11030863335855855	0.050337513296519656	0.0832316264966867	0.118465436055275	0.0691914801824685	0.09049861048434724	0.10382417579426718	0.13101117925937833	0.13370413172311646	0.13177943322212243	0.12462428634873556	0.07880352125408546	0.048262054465412436	0.05419638266820987	0.05935688676332258	0.05863796623195998	0.06154216532117714	0.062165978455356666	0.06148488613574449	0.05954771978859756	0.06191470725804873	0.05840057809882233	0.06378928154238755	0.06208268721253138	0.059924031310306686	0.059906252511265176	0.05627879619509962	0.05534486312749247	0.056064042897400024	0.057921002679452605	0.05882149521971475	0.060411640998348934	0.06704292216786997	0.06771126706924495	0.07058155871411964	0.07012817926757448	0.06971323773294938	0.0661189426795115	0.10683820111098827	0.09888928200925289	0.17022763336323654	0.1251572013510347	0.18424430436384107	0.2016516429187054	0.08972630210743013	0.10055755934749629	0.07926583096597888	0.07297500774167491	0.07180728329711969	0.07310281148914512	0.07398212629590531	0.07606482018221644	0.07690251291995365	0.149062741868582	0.1592056465604887	0.10650652148498681	0.11914268804021158	0.06955429281485019	0.06528839331606029	0.06622626654600859	0.06622626654600859	0.06998507508822316	0.06354398710556827	0.07151702878949254	0.06992925131457511	0.08124839937103964	0.08096016446563017	0.15334575656010818	0.11981224568016705	0.15078645792392154	0.0749286868033773	0.07208301594523828	0.07033092570943082	0.06242469991534887	0.05805733106826648	0.05023643453814217	0.05756967341921958	0.05853886160214934	0.059448173408504154	0.05730222885302658	0.05500256743912609	0.06119057094711847
S19H1	0.19663617472495332	0.9341214868777032	0.9868823485466797	0.9097471599610005	0.12830539912492545	0.14010512460636515	0.12431253344163705	0.11422216531425197	0.17503204066518618	0.18261400310448822	0.19659912490529735	0.14280275641250603	0.1281582165954792	0.16588029314395852	0.20014073795723714	0.19408433325638952	0.12012187944732465	0.11819710045867114	0.11393771958600728	0.10814612288517803	0.10926110120108184	0.10819955246988498	0.11017911226581674	0.11106922966599181	0.10710974210867741	0.0986159745907474	0.16710198012119026	0.13897972001689718	0.1283319413623814	0.11014508465925874	0.10019475051351069	0.13876180008298822	0.1736661489069397	0.19490865715397454	0.17245835135247836	0.18442581316594375	0.10793870261715041	0.09427513132295182	0.0	0.12472055576142282	0.15023404003291746	0.1486448131634008	0.16501853866248498	0.1050474186004461	0.13794153180061314	0.17317534135920143	0.12390138548639494	0.14520851578827368	0.1585340810981936	0.18572108456330477	0.1884140370270429	0.18648933852604888	0.179334191652662	0.1335134265580119	0.10297195976933887	0.10890628797213632	0.11406679206724904	0.11334787153588642	0.11625207062510359	0.11687588375928311	0.11619479143967093	0.114257625092524	0.11662461256197518	0.11311048340274878	0.118499186846314	0.11679259251645782	0.11463393661423313	0.11461615781519162	0.11098870149902607	0.11005476843141893	0.11077394820132647	0.11263090798337905	0.11353140052364119	0.11512154630227539	0.12175282747179642	0.1224211723731714	0.12529146401804608	0.12483808457150093	0.12442314303687582	0.12082884798343796	0.1615481064149147	0.15359918731317934	0.22493753866716298	0.17986710665496114	0.2389542096677675	0.25636154822263185	0.14443620741135657	0.15526746465142274	0.13397573626990533	0.12768491304560137	0.12651718860104613	0.12781271679307157	0.12869203159983178	0.13077472548614288	0.1316124182238801	0.20377264717250845	0.21391555186441513	0.16121642678891326	0.17385259334413802	0.12426419811877665	0.11999829861998673	0.12093617184993505	0.12093617184993505	0.1246949803921496	0.11825389240949472	0.12622693409341898	0.12463915661850156	0.1359583046749661	0.13567006976955662	0.20805566186403462	0.1745221509840935	0.20549636322784798	0.12963859210730375	0.12679292124916472	0.12504083101335728	0.11713460521927532	0.11276723637219292	0.10494633984206862	0.11227957872314602	0.1132487669060758	0.11415807871243061	0.11201213415695303	0.10971247274305254	0.11590047625104491
s14pp	0.18632301123517703	0.923808323387927	0.9765691850569034	0.8994339964712242	0.11799223563514918	0.1297919611165889	0.11399936995186079	0.10390900182447571	0.16471887717540992	0.172300839614712	0.18628596141552106	0.13248959292272977	0.11784505310570295	0.15556712965418223	0.1898275744674609	0.18377116976661326	0.10980871595754839	0.10788393696889488	0.10362455609623102	0.09783295939540176	0.09894793771130558	0.09788638898010872	0.09986594877604048	0.10075606617621555	0.09679657861890115	0.08830281110097114	0.156788816631414	0.12866655652712092	0.11801877787260515	0.09983192116948247	0.08988158702373443	0.12844863659321193	0.16335298541716342	0.18459549366419825	0.1621451878627021	0.1741126496761675	0.09762553912737415	0.08396196783317555	0.12472055576142282	0.0	0.13992087654314117	0.13833164967362455	0.15470537517270871	0.09473425511066984	0.12762836831083688	0.1628621778694252	0.11358822199661868	0.13489535229849742	0.14822091760841738	0.17540792107352854	0.17810087353726667	0.1761761750362726	0.16902102816288572	0.12320026306823564	0.09265879627956261	0.09859312448236006	0.10375362857747278	0.10303470804611016	0.10593890713532733	0.10656272026950685	0.10588162794989467	0.10394446160274774	0.10631144907219892	0.10279731991297252	0.10818602335653774	0.10647942902668156	0.10432077312445687	0.10430299432541536	0.1006755380092498	0.09974160494164266	0.1004607847115502	0.10231774449360279	0.10321823703386493	0.10480838281249913	0.11143966398202015	0.11210800888339514	0.11497830052826982	0.11452492108172467	0.11410997954709956	0.1105156844936617	0.15123494292513845	0.14328602382340308	0.21462437517738672	0.16955394316518488	0.22864104617799125	0.2460483847328556	0.1341230439215803	0.14495430116164648	0.12366257278012907	0.1173717495558251	0.11620402511126987	0.11749955330329531	0.1183788681100555	0.12046156199636664	0.12129925473410384	0.1934594836827322	0.20360238837463887	0.150903263299137	0.16353942985436176	0.11395103462900039	0.10968513513021047	0.11062300836015879	0.11062300836015879	0.11438181690237334	0.10794072891971845	0.11591377060364272	0.1143259931287253	0.12564514118518982	0.12535690627978036	0.19774249837425836	0.16420898749431723	0.19518319973807172	0.11932542861752748	0.11647975775938846	0.11472766752358102	0.10682144172949906	0.10245407288241666	0.09463317635229236	0.10196641523336976	0.10293560341629954	0.10384491522265435	0.10169897066717677	0.09939930925327628	0.10558731276126865
S26Hp	0.1890162680378422	0.9265015801905921	0.9792624418595686	0.9021272532738894	0.12068549243781435	0.13248521791925405	0.11669262675452594	0.10660225862714086	0.16741213397807508	0.17499409641737712	0.18897921821818622	0.13518284972539493	0.12053830990836809	0.1582603864568474	0.19252083127012604	0.18646442656927842	0.11250197276021354	0.11057719377156003	0.10631781289889616	0.10052621619806691	0.10164119451397072	0.10057964578277387	0.10255920557870563	0.1034493229788807	0.0994898354215663	0.09099606790363629	0.15948207343407916	0.13135981332978608	0.12071203467527031	0.10252517797214762	0.09257484382639958	0.1311418933958771	0.16604624221982858	0.1872887504668634	0.16483844466536723	0.17680590647883265	0.1003187959300393	0.09552413472899102	0.15023404003291746	0.13992087654314117	0.0	0.11924165967948612	0.1356153851785703	0.09742751191333499	0.13032162511350204	0.16555543467209033	0.11628147879928383	0.13758860910116255	0.1509141744110825	0.17810117787619367	0.1807941303399318	0.17886943183893775	0.17171428496555088	0.1258935198709008	0.09535205308222776	0.1012863812850252	0.10644688538013793	0.10572796484877531	0.10863216393799248	0.109255977072172	0.10857488475255982	0.10663771840541289	0.10900470587486406	0.10549057671563766	0.1108792801592029	0.10917268582934671	0.10701402992712203	0.1069962511280805	0.10336879481191497	0.1024348617443078	0.10315404151421537	0.10501100129626793	0.10591149383653008	0.10750163961516428	0.1141329207846853	0.11480126568606029	0.11767155733093498	0.11721817788438982	0.11680323634976471	0.11320894129632683	0.1539281997278036	0.14597928062606821	0.21731763198005188	0.17224719996785004	0.23133430298065638	0.24874164153552075	0.13681630072424544	0.14764755796431162	0.1263558295827942	0.12006500635849024	0.11889728191393502	0.12019281010596045	0.12107212491272065	0.12315481879903178	0.12399251153676899	0.19615274048539733	0.20629564517730403	0.15359652010180214	0.1662326866570269	0.11664429143166552	0.11237839193287562	0.11331626516282392	0.11331626516282392	0.11707507370503849	0.1106339857223836	0.11860702740630788	0.11701924993139044	0.12833839798785499	0.12805016308244552	0.20043575517692352	0.16690224429698236	0.19787645654073688	0.12201868542019265	0.1191730145620536	0.11742092432624615	0.10951469853216421	0.10514732968508181	0.09732643315495751	0.1046596720360349	0.10562886021896467	0.1065381720253195	0.10439222746984192	0.10209256605594143	0.1082805695639338
F1H1	0.18742704116832554	0.9249123533210755	0.9776732149900519	0.9005380264043727	0.1190962655682977	0.1308959910497374	0.1151033998850093	0.10501303175762422	0.16582290710855843	0.1734048695478605	0.18738999134866957	0.13359362285587828	0.11894908303885146	0.15667115958733074	0.1909316044006094	0.18487519969976177	0.1109127458906969	0.10898796690204339	0.10472858602937953	0.09893698932855027	0.10005196764445409	0.09899041891325723	0.10096997870918899	0.10186009610936406	0.09790060855204966	0.08940684103411965	0.1578928465645625	0.12977058646026943	0.11912280780575366	0.10093595110263098	0.09098561695688294	0.12955266652636044	0.16445701535031193	0.18569952359734676	0.1632492177958506	0.175216679609316	0.09872956906052266	0.09393490785947438	0.1486448131634008	0.13833164967362455	0.11924165967948612	0.0	0.12576662902663302	0.09583828504381835	0.12873239824398539	0.1639662078025737	0.11469225192976719	0.13599938223164593	0.1493249475415659	0.17651195100667705	0.17920490347041518	0.1772802049694211	0.17012505809603423	0.12430429300138415	0.09376282621271112	0.09969715441550857	0.10485765851062129	0.10413873797925867	0.10704293706847584	0.10766675020265536	0.10698565788304318	0.10504849153589625	0.10741547900534743	0.10390134984612102	0.10929005328968625	0.10758345895983007	0.10542480305760538	0.10540702425856387	0.10177956794239831	0.10084563487479117	0.10156481464469871	0.1034217744267513	0.10432226696701344	0.10591241274564764	0.11254369391516866	0.11321203881654365	0.11608233046141833	0.11562895101487318	0.11521400948024807	0.11161971442681021	0.15233897285828696	0.1443900537565516	0.21572840511053523	0.1706579730983334	0.22974507611113976	0.2471524146660041	0.13522707385472882	0.146058331094795	0.12476660271327758	0.11847577948897361	0.11730805504441838	0.11860358323644382	0.11948289804320401	0.12156559192951515	0.12240328466725235	0.1945635136158807	0.20470641830778738	0.1520072932322855	0.16464345978751027	0.1150550645621489	0.11078916506335898	0.1117270382933073	0.1117270382933073	0.11548584683552185	0.10904475885286696	0.11701780053679123	0.1154300230618738	0.12674917111833833	0.12646093621292886	0.19884652830740687	0.16531301742746574	0.19628722967122023	0.120429458550676	0.11758378769253697	0.11583169745672953	0.10792547166264757	0.10355810281556517	0.09573720628544087	0.10307044516651827	0.10403963334944805	0.10494894515580286	0.10280300060032528	0.10050333918642479	0.10669134269441716
S31Hp	0.2038007666674097	0.9412860788201596	0.9940469404891361	0.9169117519034569	0.13546999106738186	0.14726971654882157	0.13147712538409345	0.12138675725670839	0.1821966326076426	0.18977859504694466	0.20376371684775374	0.14996734835496245	0.13532280853793563	0.1730448850864149	0.20730532989969358	0.20124892519884593	0.12728647138978108	0.12536169240112757	0.1211023115284637	0.11531071482763444	0.11642569314353826	0.1153641444123414	0.11734370420827316	0.11823382160844823	0.11427433405113382	0.10578056653320382	0.17426657206364668	0.1461443119593536	0.13549653330483782	0.11730967660171515	0.10735934245596711	0.1459263920254446	0.1808307408493961	0.20207324909643093	0.17962294329493478	0.19159040510840017	0.11510329455960683	0.11030863335855855	0.16501853866248498	0.15470537517270871	0.1356153851785703	0.12576662902663302	0.0	0.11221201054290252	0.14510612374306955	0.18033993330165787	0.13106597742885134	0.1523731077307301	0.16569867304065006	0.19288567650576122	0.19557862896949935	0.19365393046850526	0.1864987835951184	0.14067801850046832	0.11013655171179529	0.11607087991459274	0.12123138400970546	0.12051246347834284	0.12341666256756001	0.12404047570173952	0.12335938338212735	0.12142221703498042	0.1237892045044316	0.12027507534520519	0.1256637787887704	0.12395718445891424	0.12179852855668954	0.12178074975764804	0.11815329344148248	0.11721936037387534	0.11793854014378288	0.11979549992583546	0.1206959924660976	0.1222861382447318	0.12891741941425283	0.12958576431562782	0.1324560559605025	0.13200267651395736	0.13158773497933224	0.12799343992589438	0.16871269835737113	0.16076377925563576	0.2321021306096194	0.18703169859741756	0.24611880161022393	0.26352614016508824	0.151600799353813	0.16243205659387916	0.14114032821236175	0.13484950498805778	0.13368178054350255	0.134977308735528	0.13585662354228817	0.13793931742859933	0.13877701016633653	0.21093723911496487	0.22108014380687155	0.16838101873136968	0.18101718528659444	0.13142879006123306	0.12716289056244315	0.12810076379239146	0.12810076379239146	0.13185957233460602	0.12541848435195113	0.1333915260358754	0.13180374856095797	0.1431228966174225	0.14283466171201303	0.21522025380649104	0.1816867429265499	0.2126609551703044	0.13680318404976016	0.13395751319162114	0.1322054229558137	0.12429919716173174	0.11993182831464934	0.11211093178452504	0.11944417066560244	0.12041335884853221	0.12132267065488703	0.11917672609940945	0.11687706468550896	0.12306506819350133
f17ppA	0.11136084342989035	0.8488461555826403	0.9016070172516167	0.8244718286659376	0.0430300678298625	0.054829793311302215	0.03903720214657411	0.02894683401918903	0.08975670937012324	0.09733867180942529	0.1113237936102344	0.0575274251174431	0.042882885300416264	0.08060496184889557	0.11486540666217421	0.10880900196132658	0.03484654815226171	0.0329217691636082	0.028662388290944328	0.022870791590115087	0.023985769906018896	0.022924221174822044	0.02490378097075379	0.025793898370928867	0.021834410813614466	0.013340643295684459	0.08733938169186055	0.059217121587567464	0.04856934293305169	0.030382486229929017	0.02043215208418097	0.07186759008110882	0.11687564533519718	0.138118153582232	0.11566784778073584	0.12763530959420125	0.05114819904540788	0.050337513296519656	0.1050474186004461	0.09473425511066984	0.09742751191333499	0.09583828504381835	0.11221201054290252	0.0	0.044331418937391835	0.07956522849598013	0.030291272623173632	0.05159840292505237	0.06492396823497232	0.09211097170008348	0.0948039241638216	0.09287922566282755	0.08572407878944069	0.0399033136947906	0.017696628474275937	0.023630956677073378	0.02879146077218609	0.02807254024082348	0.030976739330040644	0.031600552464220166	0.030919460144607988	0.02898229379746106	0.031349281266912235	0.02783515210768583	0.033223855551251055	0.03151726122139488	0.02935860531917019	0.029340826520128677	0.025713370203963127	0.024779437136355973	0.025498616906263528	0.027355576688316105	0.02825606922857825	0.02984621500721244	0.03647749617673347	0.037145841078108456	0.04001613272298314	0.03956275327643799	0.03914781174181288	0.035553516688375	0.07627277511985177	0.06832385601811639	0.13966220737210003	0.0945917753598982	0.15367887837270455	0.1710862169275689	0.05916087611629363	0.06999213335635979	0.048700404974842376	0.04240958175053841	0.04124185730598319	0.04253738549800862	0.043416700304768824	0.045499394191079956	0.04633708692881716	0.11849731587744551	0.12864022056935218	0.07594109549385031	0.08857726204907508	0.03898886682371369	0.03472296732492379	0.03566084055487209	0.03566084055487209	0.03941964909708666	0.03297856111443177	0.04095160279835604	0.039363825323438614	0.05068297337990316	0.050394738474493675	0.12278033056897168	0.08924681968903055	0.12022103193278504	0.044363260812240804	0.04151758995410178	0.03976549971829432	0.03185927392421238	0.02749190507712998	0.019671008547005677	0.027004247428083078	0.027973435611012842	0.028882747417367658	0.026736802861890077	0.024437141447989596	0.03062514495598196
s11pp	0.14425495663005738	0.8817402687828073	0.9345011304517837	0.8573659418661046	0.07592418103002954	0.08772390651146925	0.07193131534674113	0.06184094721935606	0.12265082257029028	0.13023278500959232	0.14421790681040142	0.09042153831761013	0.0757769985005833	0.11349907504906259	0.14775951986234123	0.14170311516149361	0.06774066135242875	0.06581588236377524	0.06155650149111136	0.05576490479028212	0.05687988310618593	0.05581833437498908	0.05779789417092082	0.0586880115710959	0.0547285240137815	0.046234756495851494	0.12023349489202759	0.0921112347877345	0.08146345613321873	0.06327659943009606	0.05332626528434801	0.10476170328127585	0.14976975853536423	0.17101226678239906	0.14856196098090288	0.16052942279436827	0.08404231224557492	0.0832316264966867	0.13794153180061314	0.12762836831083688	0.13032162511350204	0.12873239824398539	0.14510612374306955	0.044331418937391835	0.0	0.10210311158124621	0.05282915570843971	0.07413628601031844	0.0874618513202384	0.11464885478534956	0.11734180724908769	0.11541710874809363	0.10826196187470677	0.062441196780056676	0.050590741674442975	0.05652506987724041	0.06168557397235312	0.06096665344099052	0.06387085253020768	0.0644946656643872	0.06381357334477503	0.0618764069976281	0.06424339446707927	0.060729265307852866	0.0661179687514181	0.06441137442156192	0.062252718519337225	0.062234939720295715	0.05860748340413016	0.05767355033652301	0.05839273010643056	0.06024968988848314	0.06115018242874529	0.06274032820737947	0.06937160937690051	0.07003995427827549	0.07291024592315018	0.07245686647660501	0.07204192494197992	0.06844762988854204	0.1091668883200188	0.10121796921828342	0.17255632057226708	0.12748588856006524	0.1865729915728716	0.20398033012773595	0.09205498931646067	0.10288624655652683	0.08159451817500941	0.07530369495070545	0.07413597050615023	0.07543149869817566	0.07631081350493585	0.07839350739124698	0.07923120012898419	0.15139142907761255	0.16153433376951923	0.10883520869401735	0.12147137524924212	0.07188298002388073	0.06761708052509083	0.06855495375503913	0.06855495375503913	0.0723137622972537	0.06587267431459881	0.07384571599852308	0.07225793852360565	0.08357708658007018	0.08328885167466071	0.15567444376913872	0.12214093288919758	0.15311514513295207	0.07725737401240784	0.07441170315426882	0.07265961291846136	0.06475338712437942	0.06038601827729702	0.05256512174717271	0.059898360628250116	0.06086754881117988	0.06177686061753469	0.059630916062057115	0.05733125464815663	0.063519258156149
S23Hp	0.1794887661886457	0.9169740783413957	0.9697349400103721	0.8925997514246929	0.11115799058861786	0.12295771607005757	0.10716512490532945	0.09707475677794437	0.1578846321288786	0.16546659456818064	0.17945171636898974	0.12565534787619845	0.1110108080591716	0.1487328846076509	0.18299332942092955	0.17693692472008193	0.10297447091101705	0.10104969192236354	0.09679031104969968	0.09099871434887043	0.09211369266477423	0.09105214393357738	0.09303170372950914	0.09392182112968421	0.08996233357236981	0.0814685660544398	0.1554673044506159	0.1273450443463228	0.11669726569180704	0.09851040898868435	0.0885600748429363	0.13999551283986417	0.18500356809395252	0.20624607634098735	0.1837957705394912	0.19576323235295656	0.11927612180416322	0.118465436055275	0.17317534135920143	0.1628621778694252	0.16555543467209033	0.1639662078025737	0.18033993330165787	0.07956522849598013	0.10210311158124621	0.0	0.0641905162357938	0.09005249406767034	0.10337805937759029	0.13056506284270147	0.13325801530643958	0.13133331680544552	0.12417816993205867	0.09200559799712904	0.08582455123303127	0.09175887943582872	0.09691938353094144	0.09620046299957882	0.099104662088796	0.09972847522297551	0.09904738290336333	0.0971102165562164	0.09947720402566758	0.09596307486644118	0.10135177831000641	0.09964518398015022	0.09748652807792554	0.09746874927888402	0.09384129296271848	0.09290735989511131	0.09362653966501888	0.09548349944707145	0.09638399198733359	0.09797413776596779	0.10460541893548882	0.1052737638368638	0.1081440554817385	0.10769067603519333	0.10727573450056822	0.10368143944713035	0.14440069787860713	0.13645177877687173	0.2077901301308554	0.16271969811865356	0.2218068011314599	0.23921413968632427	0.12728879887504896	0.13812005611511513	0.11682832773359772	0.11053750450929375	0.10936978006473853	0.11066530825676396	0.11154462306352417	0.1136273169498353	0.1144650096875725	0.18662523863620084	0.19676814332810755	0.14406901825260565	0.1567051848078304	0.10711678958246904	0.10285089008367913	0.10378876331362744	0.10378876331362744	0.107547571855842	0.10110648387318712	0.1090795255571114	0.10749174808219396	0.1188108961386585	0.11852266123324903	0.19090825332772704	0.15737474244778588	0.1883489546915404	0.11249118357099616	0.10964551271285712	0.10789342247704967	0.09998719668296772	0.09561982783588532	0.08779893130576102	0.09513217018683842	0.09610135836976819	0.09701067017612301	0.09486472562064543	0.09256506420674494	0.09875306771473731
