	S2Hp	31379	S23Hp	530368	31537	530451	31700	31714	31600	S12Hp	S26Hp	31021	F22H1A	S19H1	31512	31749	S7Hp	S27H1	F1H1	31750	31452	S6Hp	530444	530295	31360	S18H1	S29H1	S4Hp	531414	S28Hp	530177	530258	F14H1A	S1Hp	S3Hp	F3H1	F23HpA	530075	31267	530052	31766	530394	F32H1	S22Hp	F6H1	S17H1	31328	S30H1	530074	F7H1	31129	31219	S13Hp	F14H1B	31333	31160	F8H1	S25Hp	530055	S20H1	S31Hp	530331	31416	s24H1	31637	530315	31723	S14Hp	w17pp	w20pp	w2pp	S21H1	S9H1	31519	31009	31300	31428	31071	530119	F22HpB	S16H2	S15Hp
S26Hp	0.11283591741480951	0.15701981795576253	0.11695164494100177	0.08387232410623477	0.12497149260172374	0.1186447941997602	0.12595091183559176	0.12577199848244663	0.06390354779186326	0.08646254003461641	0.0	0.017500528716747957	0.03764797844152039	0.01903747398519897	0.017682729905259688	0.0182690111495336	0.021142197275754428	0.013304894472376162	0.019218039755510095	0.018607394191665065	0.1340633903035527	0.13985222287675608	0.15089795465600953	0.1436271656594015	0.16279682444071614	0.10418711809460884	0.11521624969664562	0.10248525637731606	0.14521326787585825	0.12662521263114868	0.16172495948591312	0.12182403264532157	0.11937129037200865	0.12267555198455324	0.1292860512804926	0.13144603447178257	0.16999676395457403	0.17255588562678714	0.18670769129811193	0.19503087080272075	0.19665483662474648	0.19307361230199171	0.17986221398613317	0.10950101653520193	0.1406464250074364	0.15507528446538307	0.17172049581211005	0.19125428150949408	0.17781142257668486	0.15937692707457307	0.20410531154475092	0.17106036055782697	0.1284307863070997	0.15946079052316134	0.16299282187646663	0.1997841824618572	0.20922268001884653	0.15213360602692852	0.124945963922165	0.16178836979357292	0.34667125531263837	1.0896652891564205	1.090565822474668	1.01730266719243	0.3039597157768357	0.3197197397183267	0.32357511237645553	0.34471151436508224	0.32366660476827996	0.31565835803285125	0.29536725768852506	0.169585979860722	0.14992997920977397	0.12074681937550075	0.19634823194811352	0.12338457038027337	0.13359209102927835	0.13342637892768408	0.15148635334561167	0.12833733196218655	0.09393692205889065	0.12658698242532412
31021	0.12994607600795116	0.17412997654890422	0.13406180353414343	0.10098248269937642	0.14208165119486538	0.13575495279290187	0.14306107042873342	0.1428821570755883	0.08101370638500492	0.10357269862775806	0.017500528716747957	0.0	0.021019287839270397	0.0024087833829489792	0.0010540393030096966	0.0016403205472836082	0.009826091222836937	0.004197634245371857	0.022755749912612533	0.03571755278480672	0.15117354889669432	0.15696238146989772	0.16800811324915116	0.16073732425254317	0.17990698303385777	0.12129727668775048	0.13232640828978728	0.11959541497045773	0.1623234264689999	0.1437353712242903	0.17883511807905478	0.13893419123846323	0.1364814489651503	0.1397857105776949	0.14639620987363422	0.14855619306492424	0.18710692254771566	0.18966604421992878	0.2038178498912536	0.2121410293958624	0.21376499521788814	0.21018377089513338	0.19697237257927483	0.12661117512834358	0.15775658360057807	0.17218544305852473	0.1888306544052517	0.20836444010263575	0.1949215811698265	0.1764870856677147	0.22121547013789258	0.1881705191509686	0.14554094490024136	0.176570949116303	0.18010298046960826	0.21689434105499886	0.2263328386119882	0.16924376462007018	0.14205612251530667	0.17889852838671458	0.36378141390578	1.1067754477495622	1.1076759810678096	1.0344128257855716	0.32106987436997736	0.33682989831146837	0.3406852709695972	0.36182167295822387	0.3407767633614216	0.33276851662599294	0.3124774162816667	0.18669613845386362	0.1670401378029156	0.13785697796864238	0.21345839054125518	0.14049472897341503	0.15070224962242001	0.15053653752082574	0.1685965119387533	0.1454474905553282	0.11104708065203231	0.14369714101846578
F22H1A	0.1500935257327236	0.19427742627367664	0.15420925325891585	0.12112993242414885	0.16222910091963783	0.1559024025176743	0.16320852015350584	0.16302960680036072	0.10116115610977736	0.12372014835253049	0.03764797844152039	0.021019287839270397	0.0	0.02026771657183438	0.02084178064914392	0.02142806189341783	0.029973540947609366	0.024345083970144284	0.04290319963738497	0.055865002509579154	0.17132099862146677	0.17710983119467016	0.1881555629739236	0.1808847739773156	0.20005443275863022	0.14144472641252293	0.1524738580145597	0.13974286469523015	0.18247087619377234	0.16388282094906276	0.1989825678038272	0.15908164096323565	0.15662889868992275	0.15993316030246732	0.16654365959840667	0.16870364278969666	0.2072543722724881	0.20981349394470122	0.22396529961602601	0.23228847912063483	0.23391244494266056	0.2303312206199058	0.21711982230404725	0.14675862485311603	0.17790403332535049	0.19233289278329715	0.20897810413002413	0.22851188982740817	0.21506903089459894	0.19663453539248715	0.241362919862665	0.20831796887574106	0.16568839462501378	0.19671839884107542	0.2002504301943807	0.23704179077977128	0.2464802883367606	0.1893912143448426	0.16220357224007909	0.199045978111487	0.38392886363055245	1.1269228974743346	1.127823430792582	1.054560275510344	0.3412173240947498	0.35697734803624076	0.3608327206943696	0.3819691226829963	0.36092421308619405	0.35291596635076533	0.33262486600643915	0.20684358817863607	0.18718758752768805	0.15800442769341483	0.2336058402660276	0.16064217869818745	0.17084969934719244	0.17068398724559816	0.18874396166352575	0.16559494028010063	0.13119453037680473	0.1638445907432382
S19H1	0.13148302127640216	0.17566692181735521	0.13559874880259443	0.10251942796782743	0.1436185964633164	0.1372918980613529	0.14459801569718445	0.14441910234403932	0.08255065165345593	0.10510964389620908	0.01903747398519897	0.0024087833829489792	0.02026771657183438	0.0	0.002231276192822499	0.0028175574370964108	0.011363036491287948	0.005734579513822867	0.024292695181063546	0.03725449805325773	0.15271049416514532	0.15849932673834874	0.16954505851760218	0.16227426952099416	0.18144392830230877	0.1228342219562015	0.13386335355823828	0.12113236023890872	0.16386037173745088	0.1452723164927413	0.18037206334750577	0.14047113650691423	0.1380183942336013	0.1413226558461459	0.14793315514208522	0.15009313833337523	0.18864386781616668	0.19120298948837977	0.20535479515970462	0.21367797466431343	0.21530194048633916	0.2117207161635844	0.19850931784772585	0.12814812039679457	0.1592935288690291	0.17372238832697573	0.1903675996737027	0.20990138537108677	0.19645852643827752	0.17802403093616573	0.2227524154063436	0.18970746441941963	0.14707789016869238	0.178107894384754	0.18163992573805926	0.21843128632344988	0.22786978388043921	0.17078070988852118	0.14359306778375766	0.1804354736551656	0.36531835917423106	1.108312393018013	1.1092129263362605	1.0359497710540224	0.32260681963842835	0.33836684357991936	0.3422222162380482	0.3633586182266749	0.34231370862987265	0.33430546189444393	0.3140143615501177	0.18823308372231465	0.1685770830713666	0.1393939232370934	0.2149953358097062	0.14203167424186602	0.152239194890871	0.15207348278927674	0.17013345720720432	0.14698443582377924	0.1125840259204833	0.14523408628691678
31512	0.1301282771964629	0.17431217773741592	0.13424400472265516	0.10116468388788814	0.14226385238337713	0.1359371539814136	0.14324327161724515	0.14306435826410002	0.08119590757351665	0.10375489981626979	0.017682729905259688	0.0010540393030096966	0.02084178064914392	0.002231276192822499	0.0	0.0005882812452739699	0.010008292411348665	0.004379835433883585	0.022937951101124263	0.035899753973318446	0.15135575008520605	0.15714458265840947	0.1681903144376629	0.16091952544105487	0.1800891842223695	0.1214794778762622	0.132508609478299	0.11977761615896945	0.16250562765751161	0.14391757241280204	0.17901731926756648	0.13911639242697496	0.13666365015366203	0.13996791176620663	0.14657841106214595	0.14873839425343593	0.18728912373622741	0.1898482454084405	0.20400005107976532	0.21232323058437413	0.21394719640639986	0.2103659720836451	0.19715457376778656	0.1267933763168553	0.1579387847890898	0.17236764424703643	0.1890128555937634	0.20854664129114747	0.19510378235833825	0.17666928685622646	0.2213976713264043	0.18835272033948036	0.14572314608875309	0.1767531503048147	0.18028518165812	0.21707654224351058	0.22651503980049992	0.16942596580858188	0.1422383237038184	0.1790807295752263	0.36396361509429176	1.106957648938074	1.1078581822563214	1.0345950269740833	0.3212520755584891	0.33701209949998007	0.3408674721581089	0.3620038741467356	0.34095896454993335	0.33295071781450464	0.31265961747017845	0.18687833964237538	0.16722233899142733	0.13803917915715413	0.2136405917297669	0.14067693016192676	0.15088445081093171	0.15071873870933744	0.16877871312726506	0.14562969174383994	0.11122928184054404	0.1438793422069775
31749	0.1307145584407368	0.17489845898168982	0.13483028596692906	0.10175096513216206	0.14285013362765103	0.1365234352256875	0.14382955286151905	0.14365063950837392	0.08178218881779056	0.10434118106054371	0.0182690111495336	0.0016403205472836082	0.02142806189341783	0.0028175574370964108	0.0005882812452739699	0.0	0.010594573655622577	0.004966116678157496	0.023524232345398174	0.03648603521759236	0.15194203132947998	0.15773086390268337	0.16877659568193681	0.1615058066853288	0.18067546546664343	0.12206575912053613	0.1330948907225729	0.12036389740324335	0.16309190890178554	0.14450385365707596	0.1796036005118404	0.13970267367124886	0.13724993139793595	0.14055419301048053	0.14716469230641988	0.14932467549770986	0.18787540498050131	0.19043452665271443	0.20458633232403922	0.21290951182864803	0.21453347765067377	0.210952253327919	0.19774085501206046	0.12737965756112923	0.1585250660333637	0.17295392549131036	0.18959913683803734	0.20913292253542137	0.19569006360261215	0.17725556810050036	0.2219839525706782	0.18893900158375426	0.146309427333027	0.17733943154908863	0.18087146290239392	0.21766282348778448	0.22710132104477382	0.1700122470528558	0.1428246049480923	0.1796670108195002	0.36454989633856566	1.1075439301823478	1.1084444635005952	1.0351813082183572	0.321838356802763	0.33759838074425397	0.3414537534023828	0.3625901553910095	0.34154524579420725	0.33353699905877854	0.31324589871445235	0.18746462088664928	0.16780862023570126	0.13862546040142804	0.2142268729740408	0.14126321140620066	0.15147073205520564	0.15130501995361137	0.16936499437153896	0.14621597298811384	0.11181556308481794	0.1444656234512514
S7Hp	0.13358774456695763	0.17777164510791066	0.1377034720931499	0.10462415125838288	0.14572331975387187	0.13939662135190833	0.1467027389877399	0.14652382563459476	0.08465537494401139	0.10721436718676453	0.021142197275754428	0.009826091222836937	0.029973540947609366	0.011363036491287948	0.010008292411348665	0.010594573655622577	0.0	0.007839302804378327	0.026397418471619003	0.039359221343813186	0.1548152174557008	0.1606040500289042	0.17164978180815765	0.1643789928115496	0.18354865159286424	0.12493894524675694	0.13596807684879375	0.12323708352946419	0.16596509502800635	0.14737703978329678	0.18247678663806122	0.1425758597974697	0.14012311752415677	0.14342737913670137	0.1500378784326407	0.15219786162393067	0.19074859110672215	0.19330771277893524	0.20745951845026006	0.21578269795486887	0.2174066637768946	0.21382543945413984	0.2006140411382813	0.13025284368735005	0.16139825215958453	0.17582711161753117	0.19247232296425815	0.2120061086616422	0.198563249728833	0.1801287542267212	0.22485713869689905	0.1918121877099751	0.14918261345924783	0.18021261767530944	0.18374464902861473	0.22053600961400532	0.22997450717099466	0.17288543317907662	0.14569779107431313	0.18254019694572104	0.3674230824647865	1.1104171163085685	1.111317649626816	1.038054494344578	0.32471154292898385	0.3404715668704748	0.34432693952860366	0.36546334151723037	0.3444184319204281	0.3364101851849994	0.3161190848406732	0.19033780701287012	0.17068180636192207	0.14149864652764887	0.21710005910026164	0.1441363975324215	0.15434391818142645	0.15417820607983218	0.1722381804977598	0.14908915911433468	0.11468874921103878	0.14733880957747225
S27H1	0.12575044176357936	0.16993434230453242	0.12986616928977163	0.09678684845500461	0.13788601695049357	0.13155931854853006	0.13886543618436162	0.1386865228312165	0.07681807214063312	0.09937706438338627	0.013304894472376162	0.004197634245371857	0.024345083970144284	0.005734579513822867	0.004379835433883585	0.004966116678157496	0.007839302804378327	0.0	0.018560115668240736	0.03152191854043492	0.14697791465232252	0.1527667472255259	0.16381247900477935	0.15654169000817136	0.17571134878948597	0.11710164244337867	0.12813077404541548	0.11539978072608592	0.15812779222462808	0.1395397369799185	0.17463948383468297	0.13473855699409143	0.1322858147207785	0.1355900763333231	0.14220057562926242	0.14436055882055243	0.18291128830334386	0.18547040997555697	0.1996222156468818	0.2079453951514906	0.20956936097351633	0.20598813665076157	0.19277673833490303	0.12241554088397177	0.15356094935620626	0.16798980881415293	0.1846350201608799	0.20416880585826394	0.1907259469254547	0.1722914514233429	0.21701983589352078	0.1839748849065968	0.14134531065586955	0.1723753148719312	0.17590734622523646	0.21269870681062705	0.2221372043676164	0.16504813037569838	0.13786048827093486	0.17470289414234277	0.35958577966140826	1.1025798135051903	1.1034803468234378	1.0302171915411997	0.31687424012560556	0.3326342640670965	0.33648963672522536	0.3576260387138521	0.33658112911704985	0.3285728823816211	0.3082817820372949	0.18250050420949182	0.1628445035585438	0.13366134372427058	0.20926275629688337	0.13629909472904322	0.1465066153780482	0.14634090327645394	0.1644008776943815	0.1412518563109564	0.1068514464076605	0.13950150677409398
F1H1	0.1316635870467133	0.17584748758766633	0.13577931457290557	0.10269999373813855	0.14379916223362754	0.137472463831664	0.14477858146749556	0.14459966811435043	0.08273121742376706	0.1052902096665202	0.019218039755510095	0.022755749912612533	0.04290319963738497	0.024292695181063546	0.022937951101124263	0.023524232345398174	0.026397418471619003	0.018560115668240736	0.0	0.03743506382356886	0.15289105993545646	0.15867989250865988	0.16972562428791332	0.16245483529130528	0.1816244940726199	0.12301478772651261	0.13404391932854942	0.12131292600921986	0.16404093750776202	0.14545288226305245	0.1805526291178169	0.14065170227722537	0.13819896000391244	0.14150322161645704	0.14811372091239636	0.15027370410368635	0.18882443358647782	0.1913835552586909	0.20553536093001573	0.21385854043462454	0.21548250625665027	0.2119012819338955	0.19868988361803697	0.12832868616710572	0.1594740946393402	0.17390295409728684	0.19054816544401382	0.21008195114139788	0.19663909220858866	0.17820459670647687	0.22293298117665472	0.18988803018973077	0.1472584559390035	0.1782884601550651	0.1818204915083704	0.218611852093761	0.22805034965075033	0.1709612756588323	0.1437736335540688	0.18061603942547672	0.36549892494454217	1.1084929587883243	1.1093934921065718	1.0361303368243338	0.3227873854087395	0.3385474093502305	0.34240278200835933	0.36353918399698604	0.34249427440018376	0.33448602766475505	0.31419492732042886	0.1884136494926258	0.16875764884167774	0.13957448900740455	0.21517590158001731	0.14221224001217717	0.15241976066118212	0.15225404855958785	0.17031402297751547	0.14716500159409035	0.11276459169079445	0.14541465205722792
31750	0.0949040340311187	0.13908793457207175	0.09901976155731097	0.06594044072254396	0.10703960921803293	0.10071291081606941	0.10801902845190096	0.10784011509875584	0.045971664408172457	0.0685306566509256	0.018607394191665065	0.03571755278480672	0.055865002509579154	0.03725449805325773	0.035899753973318446	0.03648603521759236	0.039359221343813186	0.03152191854043492	0.03743506382356886	0.0	0.11613150691986186	0.12192033949306527	0.13296607127231871	0.1256952822757107	0.1448649410570253	0.08625523471091803	0.09728436631295481	0.08455337299362525	0.12728138449216742	0.10869332924745785	0.1437930761022223	0.10389214926163076	0.10143940698831784	0.10474366860086243	0.11135416789680176	0.11351415108809176	0.15206488057088322	0.1546240022430963	0.16877580791442115	0.17709898741902996	0.1787229532410557	0.17514172891830093	0.16193033060244238	0.09156913315151112	0.12271454162374561	0.13714340108169226	0.15378861242841924	0.1733223981258033	0.15987953919299405	0.14144504369088226	0.18617342816106014	0.15312847717413616	0.1104989029234089	0.14152890713947053	0.1450609384927758	0.1818522990781664	0.19129079663515575	0.1342017226432377	0.1070140805384742	0.14385648640988213	0.3287393719289476	1.0717334057727297	1.0726339390909772	0.999370783808739	0.2860278323931449	0.3017878563346359	0.30564322899276475	0.32677963098139146	0.3057347213845892	0.29772647464916047	0.2774353743048342	0.15165409647703118	0.13199809582608313	0.10281493599180994	0.17841634856442273	0.10545268699658256	0.11566020764558754	0.11549449554399327	0.13355446996192086	0.11040544857849575	0.07600503867519984	0.10865509904163331
31452	0.12042304038198233	0.16460694092293537	0.12453876790817459	0.10874978444089045	0.1498489529363794	0.1435222545344159	0.15082837217024744	0.15064945881710232	0.10996778652715646	0.14424881845874887	0.1340633903035527	0.15117354889669432	0.17132099862146677	0.15271049416514532	0.15135575008520605	0.15194203132947998	0.1548152174557008	0.14697791465232252	0.15289105993545646	0.11613150691986186	0.0	0.08446607479210552	0.09551180657135896	0.08824101757475095	0.10741067635606556	0.08505269581308884	0.09608182741512564	0.08335083409579608	0.12607884559433824	0.10749079034962866	0.14259053720439313	0.10268961036380159	0.10023686809048865	0.11623340281777404	0.12284390211371338	0.12500388530500336	0.16355461478779482	0.16611373646000793	0.18026554213133275	0.18858872163594154	0.1902126874579673	0.1866314631352125	0.173420064819354	0.10305886736842274	0.13420427584065722	0.1486331352986039	0.16527834664533086	0.18481213234271487	0.17136927340990565	0.15293477790779386	0.19766316237797174	0.16461821139104776	0.12198863714032052	0.15301864135638216	0.15655067270968742	0.19334203329507801	0.20278053085206735	0.14569145686014934	0.11850381475538581	0.15534622062679374	0.3402291061458592	1.0832231399896413	1.0841236733078887	1.0108605180256507	0.2975175666100565	0.31327759055154747	0.3171329632096763	0.3382693651983031	0.3172244556015008	0.30921620886607204	0.28892510852174585	0.16314383069394278	0.14348783004299476	0.11430467020872154	0.18990608278133433	0.11694242121349417	0.12714994186249917	0.1269842297609049	0.15907347631278446	0.13592445492935937	0.10152404502606346	0.13417410539249694
S6Hp	0.1262118729551857	0.17039577349613877	0.13032760048137798	0.11453861701409385	0.15563778550958282	0.1493110871076193	0.15661720474345087	0.15643829139030574	0.11575661910035986	0.15003765103195227	0.13985222287675608	0.15696238146989772	0.17710983119467016	0.15849932673834874	0.15714458265840947	0.15773086390268337	0.1606040500289042	0.1527667472255259	0.15867989250865988	0.12192033949306527	0.08446607479210552	0.0	0.07322159736417178	0.06595080836756376	0.08512046714887837	0.09084152838629224	0.10187065998832903	0.08913966666899947	0.13186767816754164	0.11327962292283206	0.14837936977759653	0.10847844293700498	0.10602570066369205	0.12202223539097745	0.12863273468691677	0.1307927178782068	0.16934344736099824	0.17190256903321133	0.18605437470453617	0.19437755420914496	0.19600152003117072	0.19242029570841593	0.1792088973925574	0.10884769994162613	0.13999310841386065	0.1544219678718073	0.17106717921853426	0.1906009649159183	0.17715810598310908	0.15872361048099728	0.20345199495117516	0.1704070439642512	0.1277774697135239	0.15880747392958555	0.16233950528289082	0.19913086586828144	0.20856936342527077	0.15148028943335273	0.12429264732858922	0.16113505319999716	0.3460179387190626	1.0890119725628447	1.0899125058810921	1.016649350598854	0.3033063991832599	0.3190664231247509	0.3229217957828798	0.3440581977715065	0.3230132881747042	0.3150050414392755	0.29471394109494925	0.1689326632671462	0.14927666261619815	0.12009350278192496	0.19569491535453776	0.12273125378669758	0.13293877443570257	0.1327730623341083	0.16486230888598788	0.1417132875025628	0.10731287759926686	0.13996293796570033
530444	0.13725760473443915	0.1814415052753922	0.14137333226063142	0.1255843487933473	0.16668351728883626	0.16035681888687275	0.1676629365227043	0.16748402316955918	0.1268023508796133	0.1610833828112057	0.15089795465600953	0.16800811324915116	0.1881555629739236	0.16954505851760218	0.1681903144376629	0.16877659568193681	0.17164978180815765	0.16381247900477935	0.16972562428791332	0.13296607127231871	0.09551180657135896	0.07322159736417178	0.0	0.06131921782504536	0.08048887660635998	0.10188726016554568	0.11291639176758247	0.10018539844825292	0.14291340994679508	0.1243253547020855	0.15942510155684997	0.11952417471625842	0.11707143244294549	0.1330679671702309	0.13967846646617021	0.14183844965746023	0.18038917914025168	0.18294830081246477	0.19710010648378962	0.2054232859883984	0.20704725181042416	0.20346602748766937	0.19025462917181085	0.11989343172087957	0.1510388401931141	0.16546769965106073	0.1821129109977877	0.20164669669517174	0.18820383776236252	0.16976934226025073	0.2144977267304286	0.18145277574350463	0.13882320149277735	0.169853205708839	0.17338523706214426	0.21017659764753488	0.2196150952045242	0.16252602121260618	0.13533837910784266	0.1721807849792506	0.35706367049831605	1.100057704342098	1.1009582376603455	1.0276950823781075	0.31435213096251335	0.33011215490400436	0.3339675275621332	0.3551039295507599	0.33405901995395765	0.32605077321852893	0.3057596728742027	0.17997839504639965	0.1603223943954516	0.1311392345611784	0.2067406471337912	0.13377698556595102	0.143984506214956	0.14381879411336174	0.17590804066524132	0.15275901928181623	0.1183586093785203	0.15100866974495378
530295	0.12998681573783114	0.17417071627878417	0.1341025432640234	0.11831355979673927	0.15941272829222825	0.1530860298902647	0.16039214752609626	0.16021323417295114	0.11953156188300529	0.15381259381459772	0.1436271656594015	0.16073732425254317	0.1808847739773156	0.16227426952099416	0.16091952544105487	0.1615058066853288	0.1643789928115496	0.15654169000817136	0.16245483529130528	0.1256952822757107	0.08824101757475095	0.06595080836756376	0.06131921782504536	0.0	0.058843203349454615	0.09461647116893766	0.10564560277097446	0.0929146094516449	0.1356426209501871	0.11705456570547748	0.15215431256024195	0.1122533857196504	0.10980064344633747	0.12579717817362288	0.13240767746956222	0.1345676606608522	0.17311839014364366	0.17567751181585678	0.18982931748718157	0.19815249699179038	0.1997764628138161	0.19619523849106135	0.1829838401752028	0.11262264272427155	0.14376805119650604	0.1581969106544527	0.17484212200117968	0.19437590769856372	0.1809330487657545	0.1624985532636427	0.20722693773382056	0.1741819867468966	0.13155241249616934	0.16258241671223098	0.16611444806553627	0.20290580865092683	0.21234430620791617	0.15525523221599816	0.12806759011123464	0.16490999598264255	0.349792881501708	1.09278691534549	1.0936874486637376	1.0204242933814995	0.30708134196590536	0.3228413659073963	0.32669673856552517	0.3478331405541519	0.3267882309573496	0.3187799842219209	0.2984888838775947	0.17270760604979163	0.1530516053988436	0.12386844556457038	0.19946985813718315	0.126506196569343	0.136713717218348	0.13654800511675372	0.1686372516686333	0.1454882302852082	0.11108782038191228	0.14373788074834576
31360	0.14915647451914577	0.19334037506009882	0.15327220204533804	0.1374832185780539	0.17858238707354285	0.17225568867157934	0.1795618063074109	0.17938289295426577	0.1387012206643199	0.17298225259591232	0.16279682444071614	0.17990698303385777	0.20005443275863022	0.18144392830230877	0.1800891842223695	0.18067546546664343	0.18354865159286424	0.17571134878948597	0.1816244940726199	0.1448649410570253	0.10741067635606556	0.08512046714887837	0.08048887660635998	0.058843203349454615	0.0	0.11378612995025228	0.12481526155228907	0.11208426823295951	0.1548122797315017	0.1362242244867921	0.17132397134155658	0.13142304450096504	0.1289703022276521	0.1449668369549375	0.15157733625087683	0.15373731944216681	0.19228804892495827	0.19484717059717138	0.2089989762684962	0.21732215577310499	0.21894612159513074	0.21536489727237595	0.20215349895651744	0.13179230150558618	0.16293770997782067	0.17736656943576734	0.19401178078249431	0.21354556647987832	0.2001027075470691	0.1816682120449573	0.2263965965151352	0.1933516455282112	0.15072207127748397	0.1817520754935456	0.18528410684685087	0.22207546743224146	0.2315139649892308	0.1744248909973128	0.14723724889254924	0.18407965476395718	0.36896254028302267	1.1119565741268047	1.1128571074450522	1.0395939521628141	0.32625100074721997	0.3420110246887109	0.34586639734683977	0.36700279933546653	0.34595788973866426	0.3379496430032355	0.3176585426589093	0.19187726483110623	0.1722212641801582	0.143038104345885	0.21863951691849778	0.14567585535065763	0.15588337599966262	0.15571766389806835	0.1878069104499479	0.16465788906652282	0.1302574791632269	0.1629075395296604
S18H1	0.09054676817303849	0.13473066871399153	0.09466249569923074	0.07887351223194661	0.11997268072743558	0.11364598232547204	0.1209520999613036	0.12077318660815847	0.08009151431821263	0.11437254624980503	0.10418711809460884	0.12129727668775048	0.14144472641252293	0.1228342219562015	0.1214794778762622	0.12206575912053613	0.12493894524675694	0.11710164244337867	0.12301478772651261	0.08625523471091803	0.08505269581308884	0.09084152838629224	0.10188726016554568	0.09461647116893766	0.11378612995025228	0.0	0.013274549692897817	0.0458238531840399	0.08855186468258208	0.06996380943787249	0.10506355629263696	0.0651626294520454	0.06270988717873248	0.0863571306088302	0.09296762990476953	0.09512761309605952	0.13367834257885097	0.1362374642510641	0.1503892699223889	0.1587124494269977	0.16033641524902345	0.15675519092626866	0.14354379261041014	0.07318259515947889	0.10432800363171338	0.11875686308966003	0.13540207443638702	0.15493586013377103	0.1414930012009618	0.12305850569885003	0.1677868901690279	0.13474193918210392	0.09211236493137667	0.1231423691474383	0.12667440050074358	0.16346576108613417	0.1729042586431235	0.11581518465120548	0.08862754254644196	0.1254699484178499	0.3103528339369154	1.0533468677806974	1.0542474010989449	0.9809842458167067	0.2676412944011127	0.2834013183426036	0.2872566910007325	0.30839309298935924	0.28734818339255697	0.2793399366571282	0.259048836312802	0.13326755848499894	0.11361155783405091	0.0844283979997777	0.1600298105723905	0.08706614900455033	0.09727366965355531	0.09710795755196104	0.12919720410384064	0.10604818272041552	0.07164777281711962	0.1042978331835531
S29H1	0.10157589977507528	0.1457598003160283	0.10569162730126755	0.0899026438339834	0.13100181232947236	0.12467511392750885	0.1319812315633404	0.13180231821019528	0.0911206459202494	0.12540167785184184	0.11521624969664562	0.13232640828978728	0.1524738580145597	0.13386335355823828	0.132508609478299	0.1330948907225729	0.13596807684879375	0.12813077404541548	0.13404391932854942	0.09728436631295481	0.09608182741512564	0.10187065998832903	0.11291639176758247	0.10564560277097446	0.12481526155228907	0.013274549692897817	0.0	0.056852984786076685	0.09958099628461886	0.08099294103990928	0.11609268789467375	0.0761917610540822	0.07373901878076927	0.09738626221086699	0.10399676150680633	0.10615674469809633	0.14470747418088778	0.14726659585310087	0.16141840152442571	0.1697415810290345	0.17136554685106026	0.16778432252830547	0.15457292421244695	0.08421172676151567	0.11535713523375017	0.12978599469169683	0.1464312060384238	0.16596499173580784	0.15252213280299862	0.13408763730088682	0.1788160217710647	0.14577107078414073	0.10314149653341345	0.1341715007494751	0.13770353210278036	0.17449489268817098	0.1839333902451603	0.12684431625324227	0.09965667414847876	0.1364990800198867	0.32138196553895215	1.0643759993827342	1.0652765327009817	0.9920133774187435	0.27867042600314945	0.29443044994464046	0.2982858226027693	0.319422224591396	0.29837731499459375	0.29036906825916503	0.2700779679148388	0.14429669008703574	0.1246406894360877	0.0954575296018145	0.1710589421744273	0.09809528060658712	0.10830280125559211	0.10813708915399783	0.14022633570587742	0.11707731432245233	0.08267690441915641	0.11532696478558987
S4Hp	0.08884490645574572	0.13302880699669875	0.09296063398193799	0.07717165051465384	0.1182708190101428	0.11194412060817929	0.11925023824401085	0.11907132489086572	0.07838965260091985	0.11267068453251228	0.10248525637731606	0.11959541497045773	0.13974286469523015	0.12113236023890872	0.11977761615896945	0.12036389740324335	0.12323708352946419	0.11539978072608592	0.12131292600921986	0.08455337299362525	0.08335083409579608	0.08913966666899947	0.10018539844825292	0.0929146094516449	0.11208426823295951	0.0458238531840399	0.056852984786076685	0.0	0.04519308766274601	0.026605032418036426	0.061704779272800894	0.02180385243220934	0.019351110158896415	0.08465526889153743	0.09126576818747677	0.09342575137876677	0.13197648086155822	0.13453560253377134	0.14868740820509613	0.15701058770970494	0.15863455353173067	0.1550533292089759	0.14184193089311736	0.07148073344218611	0.10262614191442061	0.11705500137236727	0.13370021271909424	0.15323399841647828	0.13979113948366906	0.12135664398155727	0.16608502845173512	0.13304007746481117	0.09041050321408389	0.12144050743014553	0.12497253878345081	0.1617638993688414	0.17120239692583072	0.11411332293391271	0.0869256808291492	0.12376808670055713	0.30865097221962257	1.0516450060634046	1.052545539381652	0.979282384099414	0.2659394326838199	0.2816994566253109	0.2855548292834397	0.30669123127206643	0.28564632167526416	0.27763807493983544	0.25734697459550926	0.1315656967677062	0.11190969611675815	0.08272653628248494	0.1583279488550977	0.08536428728725756	0.09557180793626255	0.09540609583466828	0.12749534238654786	0.10434632100312277	0.06994591109982685	0.10259597146626032
