	f11pp	w1pp	f12ppA	w8pp	w28pp	f2pp	f4pp	31300	S9H1	f17ppB	w23pp	w24pp	w11pp	f30pp	w22pp	f31pp	w16pp	f16ppA	f1pp	w13pp	w3pp	w12pp	w31pp	w32pp	f23ppB	f6ppA	f14ppB	f15pp	f10pp	f8pp	w26pp	f26pp	w10pp	w17pp	S20H1	w20pp	w18pp	S21H1	w9pp	w29pp	w19pp	w27pp	f7pp	f21pp
w26pp	0.1452618072173633	0.13139720441028763	0.13619000067714118	0.18629388392758317	0.16381412921802652	0.17044804558001908	0.17057377142962438	1.1095283011132648	1.0850668115408086	0.13747029157921298	0.13116829227177476	0.16614817082387945	0.12346716610123927	0.14979207041134482	0.1706103895792077	0.15058180596937681	0.164348078816574	0.16151652026105412	0.18123345544389124	0.14954764524760955	0.1501878858200011	0.15429551062783853	0.15849107848422378	0.15714856100781335	0.16760322439774483	0.17742027420922687	0.1491821310721842	0.172971965224187	0.08936936774838493	0.10358112911694034	0.0	0.081203519143551	0.1010560546120886	0.10641896938898862	0.19813200959695854	0.13504980625815374	0.11477960351215397	0.21453116096764868	0.1699062230644902	0.14434644160686352	0.1334067361770406	0.1964887836540104	0.13636962778199302	0.14062973000492213
f26pp	0.1562375210031348	0.14237291819605913	0.14716571446291268	0.19726959771335467	0.17478984300379802	0.18142375936579058	0.18154948521539588	1.1205040148990362	1.09604252532658	0.14844600536498448	0.14214400605754626	0.17712388460965095	0.13444287988701076	0.16076778419711632	0.1815861033649792	0.16155751975514832	0.1753237926023455	0.17249223404682562	0.19220916922966275	0.16052335903338105	0.1611635996057726	0.16527122441361003	0.16946679226999528	0.16812427479358485	0.17857893818351633	0.18839598799499838	0.1601578448579557	0.1839476790099585	0.10034508153415643	0.11455684290271184	0.081203519143551	0.0	0.1120317683978601	0.11739468317476012	0.20910772338273004	0.14602552004392524	0.12575531729792547	0.22550687475342018	0.18088193685026172	0.15532215539263503	0.1443824499628121	0.2074644974397819	0.14734534156776452	0.15160544379069363
w10pp	0.12756358651277688	0.11369898370570122	0.11849177997255479	0.16859566322299677	0.14611590851344014	0.1527498248754327	0.152875550725038	1.0918300804086785	1.0673685908362223	0.1197720708746266	0.11347007156718837	0.14844995011929307	0.10576894539665288	0.13209384970675841	0.15291216887462133	0.13288358526479044	0.1466498581119876	0.14381829955646772	0.16353523473930487	0.13184942454302317	0.1324896651154147	0.13659728992325212	0.14079285777963738	0.13945034030322695	0.14990500369315846	0.15972205350464047	0.1314839103675978	0.15527374451960063	0.07167114704379855	0.08588290841235396	0.1010560546120886	0.1120317683978601	0.0	0.06757122796594207	0.18043378889237216	0.11735158555356737	0.09708138280756759	0.1968329402630623	0.1522080023599038	0.12664822090227712	0.1157085154724542	0.178790562949424	0.11867140707740664	0.12293150930033575
w17pp	0.13292650128967692	0.11906189848260126	0.12385469474945483	0.1739585779998968	0.15147882329034018	0.15811273965233275	0.15823846550193804	1.0971929951855783	1.0727315056131221	0.12513498565152664	0.11883298634408841	0.1538128648961931	0.11113186017355292	0.13745676448365846	0.15827508365152138	0.13824650004169048	0.15201277288888765	0.14918121433336776	0.1688981495162049	0.13721233931992322	0.13785257989231475	0.14196020470015216	0.14615577255653742	0.144813255080127	0.1552679184700585	0.1650849682815405	0.13684682514449784	0.16063665929650067	0.07703406182069858	0.09124582318925398	0.10641896938898862	0.11739468317476012	0.06757122796594207	0.0	0.1857967036692722	0.12271450033046741	0.10244429758446763	0.20219585503996235	0.15757091713680385	0.13201113567917716	0.12107143024935424	0.18415347772632404	0.12403432185430668	0.1282944240772358
S20H1	0.20593976674293235	0.19207516393585666	0.19686796020271025	0.2469718434531522	0.2244920887435956	0.23112600510558814	0.23125173095519347	1.170206260638834	1.1457447710663777	0.19814825110478207	0.19184625179734383	0.22682613034944854	0.18414512562680835	0.21047002993691388	0.2312883491047768	0.2112597654949459	0.22502603834214308	0.22219447978662318	0.24191141496946034	0.21022560477317864	0.21086584534557018	0.2149734701534076	0.21916903800979284	0.21782652053338242	0.22828118392331392	0.23809823373479594	0.20986009059775326	0.2336499247497561	0.150047327273954	0.16425908864250943	0.19813200959695854	0.20910772338273004	0.18043378889237216	0.1857967036692722	0.0	0.14819088938385666	0.160518257983778	0.26026981543927274	0.23058418259005925	0.2050244011324326	0.19408469570260967	0.25716674317957944	0.19704758730756208	0.20130768953049122
w20pp	0.14285756340412759	0.1289929605970519	0.13378575686390548	0.18388964011434744	0.16140988540479084	0.16804380176678338	0.1681695276163887	1.1071240573000292	1.082662567727573	0.1350660477659773	0.12876404845853906	0.16374392701064375	0.12106292228800357	0.14738782659810912	0.16820614576597204	0.1481775621561411	0.1619438350033383	0.1591122764478184	0.17882921163065554	0.14714340143437388	0.14778364200676541	0.1518912668146028	0.15608683467098805	0.15474431719457765	0.16519898058450913	0.17501603039599117	0.14677788725894847	0.17056772141095133	0.08696512393514923	0.10117688530370464	0.13504980625815374	0.14602552004392524	0.11735158555356737	0.12271450033046741	0.14819088938385666	0.0	0.09743605464497321	0.19718761210046792	0.16750197925125448	0.14194219779362782	0.1310024923638049	0.19408453984077467	0.13396538396875732	0.13822548619168645
w18pp	0.12258736065812781	0.10872275785105213	0.1135155541179057	0.16361943736834766	0.14113968265879107	0.1477735990207836	0.14789932487038893	1.0868538545540294	1.0623923649815732	0.1147958450199775	0.10849384571253928	0.14347372426464397	0.10079271954200378	0.12711762385210934	0.14793594301997223	0.12790735941014134	0.14167363225733853	0.1388420737018186	0.15855900888465577	0.12687319868837407	0.1275134392607656	0.13162106406860302	0.13581663192498827	0.13447411444857787	0.14492877783850935	0.1547458276499914	0.1265076845129487	0.15029751866495153	0.06669492118914945	0.08090668255770486	0.11477960351215397	0.12575531729792547	0.09708138280756759	0.10244429758446763	0.160518257983778	0.09743605464497321	0.0	0.15966445581921343	0.1472317765052547	0.12167199504762805	0.11073228961780512	0.1738143370947749	0.11369518122275754	0.11795528344568666
S21H1	0.2223389181136225	0.2084743153065468	0.2132671115734004	0.26337099482384235	0.24089124011428575	0.2475251564762783	0.24765088232588361	1.186605412009524	1.1621439224370678	0.21454740247547222	0.20824540316803397	0.2432252817201387	0.2005442769974985	0.22686918130760403	0.24768750047546695	0.22765891686563605	0.24142518971283322	0.23859363115731333	0.2583105663401505	0.2266247561438688	0.22726499671626033	0.23137262152409774	0.235568189380483	0.23422567190407256	0.24468033529400407	0.2544973851054861	0.2262592419684434	0.25004907612044625	0.16644647864464415	0.18065824001319958	0.21453116096764868	0.22550687475342018	0.1968329402630623	0.20219585503996235	0.26026981543927274	0.19718761210046792	0.15966445581921343	0.0	0.2469833339607494	0.22142355250312273	0.2104838470732998	0.2735658945502696	0.21344673867825223	0.21770684090118136
w9pp	0.13950141886345296	0.1256368160563773	0.13042961232323086	0.18053349557367285	0.15805374086411622	0.16468765722610879	0.16481338307571408	1.1154525372669497	1.0909910476944935	0.1433945277328981	0.13709252842545988	0.17207240697756454	0.12939140225492438	0.15571630656502994	0.17653462573289283	0.1565060421230619	0.17027231497025913	0.1674407564147392	0.18715769159757634	0.15547188140129467	0.1561121219736862	0.16021974678152362	0.16441531463790887	0.16307279716149847	0.17352746055142992	0.183344510362912	0.1551063672258693	0.17889620137787213	0.10132502282275069	0.126952854485799	0.1699062230644902	0.18088193685026172	0.1522080023599038	0.15757091713680385	0.23058418259005925	0.16750197925125448	0.1472317765052547	0.2469833339607494	0.0	0.11002242074078854	0.0990827153109656	0.17589685591694476	0.13060923942808272	0.13486934165101183
w29pp	0.11394163740582632	0.10007703459875064	0.10486983086560421	0.15497371411604619	0.13249395940648956	0.13912787576848212	0.13925360161808742	1.089892755809323	1.065431266236867	0.11783474627527142	0.11153274696783319	0.14651262551993788	0.1038316207972977	0.13015652510740325	0.15097484427526614	0.13094626066543524	0.14471253351263244	0.14188097495711255	0.16159791013994967	0.12991209994366798	0.13055234051605952	0.13465996532389696	0.1388555331802822	0.13751301570387178	0.14796767909380326	0.1577847289052853	0.12954658576824263	0.15333641992024544	0.07576524136512403	0.10139307302817231	0.14434644160686352	0.15532215539263503	0.12664822090227712	0.13201113567917716	0.2050244011324326	0.14194219779362782	0.12167199504762805	0.22142355250312273	0.11002242074078854	0.0	0.07026235079506019	0.1503370744593181	0.10504945797045605	0.10930956019338517
w19pp	0.1030019319760034	0.08913732916892772	0.09393012543578128	0.14403400868622326	0.12155425397666664	0.12818817033865917	0.1283138961882645	1.0789530503795002	1.054491560807044	0.10689504084544849	0.10059304153801027	0.13557292009011496	0.09289191536747476	0.11921681967758033	0.14003513884544322	0.12000655523561232	0.13377282808280952	0.1309412695272896	0.15065820471012675	0.11897239451384506	0.1196126350862366	0.12372025989407401	0.12791582775045926	0.12657331027404886	0.13702797366398034	0.14684502347546238	0.11860688033841968	0.14239671449042252	0.06482553593530109	0.09045336759834938	0.1334067361770406	0.1443824499628121	0.1157085154724542	0.12107143024935424	0.19408469570260967	0.1310024923638049	0.11073228961780512	0.2104838470732998	0.0990827153109656	0.07026235079506019	0.0	0.13939736902949518	0.09410975254063311	0.09836985476356225
w27pp	0.16608397945297318	0.1522193766458975	0.15701217291275105	0.20711605616319304	0.1846363014536364	0.19127021781562897	0.19139594366523427	1.14203509785647	1.1175736082840138	0.16997708832241828	0.16367508901498007	0.19865496756708473	0.15597396284444456	0.18229886715455013	0.20311718632241302	0.1830886027125821	0.19685487555977932	0.1940233170042594	0.21374025218709652	0.18205444199081486	0.1826946825632064	0.1868023073710438	0.19099787522742906	0.18965535775101866	0.2001100211409501	0.20992707095243218	0.18168892781538948	0.20547876196739231	0.12790758341227088	0.15353541507531918	0.1964887836540104	0.2074644974397819	0.178790562949424	0.18415347772632404	0.25716674317957944	0.19408453984077467	0.1738143370947749	0.2735658945502696	0.17589685591694476	0.1503370744593181	0.13939736902949518	0.0	0.1571918000176029	0.16145190224053202
f7pp	0.0976887763278349	0.08382417352075922	0.08861696978761278	0.13872085303805476	0.11624109832849813	0.12287501469049068	0.12300074054009599	1.0819159419844526	1.0574544524119964	0.10985793245040093	0.1035559331429627	0.13853581169506737	0.09585480697242721	0.12217971128253274	0.14299803045039566	0.12296944684056474	0.13673571968776194	0.13390416113224204	0.15362109631507917	0.1219352861187975	0.12257552669118904	0.12668315149902645	0.1308787193554117	0.12953620187900128	0.13999086526893276	0.1498079150804148	0.12156977194337212	0.14535960609537496	0.06778842754025352	0.09341625920330182	0.13636962778199302	0.14734534156776452	0.11867140707740664	0.12403432185430668	0.19704758730756208	0.13396538396875732	0.11369518122275754	0.21344673867825223	0.13060923942808272	0.10504945797045605	0.09410975254063311	0.1571918000176029	0.0	0.09305669911539376
f21pp	0.04524091535516182	0.06491802637299049	0.08121940110255021	0.13132328435299218	0.10884352964343555	0.1154774460054281	0.11560317185503341	1.086176044207382	1.0617145546349258	0.11411803467333004	0.10781603536589182	0.1427959139179965	0.10011490919535633	0.12643981350546185	0.14725813267332477	0.12722954906349387	0.14099582191069104	0.13816426335517115	0.1578811985380083	0.1261953883417266	0.12683562891411815	0.13094325372195556	0.1351388215783408	0.13379630410193039	0.1442509674918619	0.1540680173033439	0.12582987416630123	0.14961970831830407	0.07204852976318266	0.09767636142623096	0.14062973000492213	0.15160544379069363	0.12293150930033575	0.1282944240772358	0.20130768953049122	0.13822548619168645	0.11795528344568666	0.21770684090118136	0.13486934165101183	0.10930956019338517	0.09836985476356225	0.16145190224053202	0.09305669911539376	0.0
