	F32H1	w30pp	s6pp	S2Hp	s30pp	s18pp	s27pp	s24pp	s29pp	F23HpA	s3pp	S1Hp	s19pp	s25pp	s26pp	s7pp	s4pp	s28pp	s8pp	s24H1	s32pp	S26Hp	S3Hp	s12pp	s21pp	s15pp	F6H1	S23Hp	F14H1B	S4Hp	S8Hp	s9pp	S22Hp	F7H1	S7Hp	F1H1	F29H1	S15Hp	S28Hp	s22pp	S19H1	s2pp	s17pp	s14pp	s13pp	s20pp	s23pp	s31pp	s1pp	F8H1	S9H1	s10pp	S20H1	S18H1
s32pp	0.6142130580199843	0.6021271589153023	0.5845828477675472	0.6364683623385753	0.5397568783862433	0.4982685143134244	0.38577201900860214	0.3895432852188593	0.30060897880351767	0.2886545570802544	0.29262717589093373	0.31281964698832343	0.30780837215664864	0.25050828161013866	0.28049872522217745	0.2666293241736337	0.3122131356397898	0.2465850333419216	0.34995615321082846	0.02497470509228211	0.0	0.3153250408946636	0.28963746206084884	0.3761656197328558	0.4378030592210486	0.5098955133759031	0.891695693088813	1.0035775751438218	1.107881438175507	0.798046900430994	0.8025888525690614	0.6716973499597533	0.6182187823820776	0.6216906472608598	0.5538471412466348	0.6108539153334717	0.6067331567827791	0.5723895274355046	0.5639240143467341	0.3679915828630387	0.46851566829915336	0.4332768661829333	0.3738554530236855	0.3492210088613985	0.39180064954272237	0.5012361186399396	0.5880766483664738	0.5782500021841666	0.534133395687667	0.6261090225360039	0.617367816798868	0.6356066950787539	0.6040840827770927	0.6396626845865613
S26Hp	0.542471174944163	0.530385275839481	0.5128409646917259	0.564726479262754	0.46801499531042196	0.4265266312376029	0.3140301359327807	0.3178014021430378	0.22886709572769617	0.21691267400443293	0.22088529281511227	0.241077763912502	0.23606648908082722	0.17876639853431725	0.2720000716017834	0.25813067055323974	0.30371448201939577	0.23808637972152757	0.3414574995904344	0.3156113907633838	0.3153250408946636	0.0	0.20374654156651323	0.2902746992385202	0.351912138726713	0.42400459288156755	0.8058047725944775	0.9176866546494863	1.0219905176811714	0.7121559799366585	0.7166979320747259	0.5858064294654176	0.5323278618877421	0.5357997267665242	0.4679562207522992	0.524962994839136	0.5208422362884435	0.48649860694116903	0.47803309385239856	0.2962496997872172	0.39677378522333195	0.36153498310711185	0.30211356994786404	0.27747912578557704	0.3200587664669009	0.4294942355641181	0.5163347652906524	0.5065081191083451	0.46239151261184563	0.5543671394601825	0.5456259337230467	0.5638648120029326	0.5323421997012714	0.56792080151074
S3Hp	0.5167835961103481	0.5046976970056661	0.487153385857911	0.5390389004289391	0.4423274164766071	0.4008390524037881	0.28834255709896583	0.292113823309223	0.20317951689388133	0.1912250951706181	0.19519771398129743	0.21539018507868715	0.21037891024701239	0.1530788197005024	0.24631249276796857	0.2324430917194249	0.27802690318558093	0.21239880088771274	0.3157699207566196	0.28992381192956895	0.28963746206084884	0.20374654156651323	0.0	0.18017749940309657	0.2418149388912894	0.31390739304614396	0.6957075727590538	0.8075894548140626	0.9118933178457479	0.6020587801012348	0.6066007322393022	0.47570922962999407	0.42223066205231846	0.4257025269311006	0.3578590209168756	0.41486579500371246	0.4107450364530199	0.37640140710574543	0.36793589401697496	0.2705621209534024	0.37108620638951706	0.335847404273297	0.2764259911140492	0.2517915469517622	0.29437118763308606	0.40380665673030325	0.4906471864568375	0.4808205402745303	0.4367039337780308	0.5286795606263677	0.5199383548892318	0.5381772331691177	0.5066546208674565	0.5422332226769251
s12pp	0.603311753782355	0.5912258546776731	0.573681543529918	0.625567058100946	0.5288555741486141	0.4873672100757951	0.37487071477097283	0.37864198098123	0.28970767456588836	0.2777532528426251	0.2817258716533044	0.3019183427506941	0.29690706791901933	0.23960697737250936	0.33284065043997557	0.31897124939143184	0.36455506085758793	0.29892695855971974	0.4022980784286266	0.37645196960157595	0.3761656197328558	0.2902746992385202	0.18017749940309657	0.0	0.196360591949915	0.26845304610476955	0.6502532258176794	0.7621351078726883	0.8664389709043736	0.5566044331598604	0.5611463852979278	0.43025488268861967	0.37677631511094406	0.3802481799897262	0.3124046739755012	0.36941144806233805	0.3652906895116455	0.33094706016437103	0.32248154707560056	0.3570902786254094	0.4576143640615241	0.422375561945304	0.3629541487860562	0.3383197046237692	0.38089934530509306	0.49033481440231025	0.5771753441288445	0.5673486979465373	0.5232320914500378	0.6152077182983746	0.6064665125612387	0.6247053908411246	0.5931827785394634	0.628761380348932
s21pp	0.6649491932705478	0.6528632941658659	0.6353189830181107	0.6872044975891388	0.5904930136368068	0.5490046495639879	0.43650815425916567	0.4402794204694228	0.3513451140540812	0.3393906923308179	0.34336331114149726	0.36355578223888696	0.3585445074072122	0.30124441686070225	0.39447808992816835	0.38060868887962473	0.4261925003457807	0.36056439804791257	0.4639355179168194	0.4380894090897688	0.4378030592210486	0.351912138726713	0.2418149388912894	0.196360591949915	0.0	0.16862299738126138	0.5504231770941712	0.66230505914918	0.7666089221808653	0.45677438443635227	0.46131633657441967	0.3304248339651115	0.2769462663874359	0.280418131266218	0.21257462525199305	0.26958139933882985	0.2654606407881373	0.23111701144086289	0.22265149835209241	0.4187277181136022	0.5192518035497169	0.48401300143349685	0.42459158827424903	0.39995714411196204	0.4425367847932859	0.5519722538905031	0.6388127836170373	0.6289861374347301	0.5848695309382306	0.6768451577865674	0.6681039520494315	0.6863428303293174	0.6548202180276562	0.6903988198371248
s15pp	0.7370416474254023	0.7249557483207204	0.7074114371729653	0.7592969517439934	0.6625854677916614	0.6210971037188424	0.5086006084140201	0.5123718746242772	0.4234375682089357	0.4114831464856724	0.41545576529635175	0.43564823639374145	0.4306369615620667	0.37333687101555674	0.4665705440830229	0.4527011430344792	0.49828495450063526	0.43265685220276706	0.536027972071674	0.5101818632446233	0.5098955133759031	0.42400459288156755	0.31390739304614396	0.26845304610476955	0.16862299738126138	0.0	0.40913706584527604	0.5210189479002849	0.6253228109319702	0.31548827318745704	0.32003022532552444	0.1891387227162163	0.1356601551385407	0.13913202001732283	0.07128851400309784	0.12829528808993468	0.12417452953924213	0.08983090019196767	0.08136538710319721	0.4908201722684567	0.5913442577045714	0.5561054555883513	0.4966840424291035	0.47204959826681653	0.5146292389481404	0.6240647080453576	0.7109052377718919	0.7010785915895846	0.6569619850930851	0.7489376119414219	0.7401964062042861	0.758435284484172	0.7269126721825108	0.7624912739919794
F6H1	1.118841827138312	1.10675592803363	1.089211616885875	1.1410971314569032	1.0443856475045712	1.0028972834317522	0.89040078812693	0.8941720543371872	0.8052377479218457	0.7932833261985823	0.7972559450092617	0.8174484161066514	0.8124371412749766	0.7551370507284666	0.8483707237959328	0.8345013227473891	0.8800851342135452	0.814457031915677	0.9178281517845838	0.8919820429575331	0.891695693088813	0.8058047725944775	0.6957075727590538	0.6502532258176794	0.5504231770941712	0.40913706584527604	0.0	0.7036298628917856	0.8079337259234709	0.4980991881789577	0.5026411403170251	0.371749637707717	0.3314457239958464	0.3349175888746285	0.41499002964572607	0.4719968037325629	0.46787604518187037	0.4335324158345959	0.4250669027458255	0.8726203519813667	0.9731444374174814	0.9379056353012613	0.8784842221420134	0.8538497779797265	0.8964294186610502	1.0058648877582674	1.0927054174848017	1.0828787713024943	1.038762164805995	1.1307377916543317	1.1219965859171959	1.1402354641970815	1.1087128518954206	1.144291453704889
S23Hp	1.230723709193321	1.218637810088639	1.201093498940884	1.252979013511912	1.1562675295595801	1.1147791654867611	1.002282670181939	1.0060539363921959	0.9171196299768545	0.9051652082535911	0.9091378270642705	0.9293302981616602	0.9243190233299854	0.8670189327834754	0.9602526058509415	0.9463832048023979	0.9919670162685539	0.9263389139706858	1.0297100338395926	1.003863925012542	1.0035775751438218	0.9176866546494863	0.8075894548140626	0.7621351078726883	0.66230505914918	0.5210189479002849	0.7036298628917856	0.0	0.2993089610946017	0.3321399273582787	0.3366818794963461	0.4782047187259152	0.44332760605085525	0.44679947092963734	0.526871911700735	0.5838786857875718	0.5797579272368792	0.5454142978896048	0.5369487848008343	0.9845022340363755	1.08502631947249	1.04978751735627	0.9903661041970222	0.9657316600347352	1.0083113007160591	1.1177467698132764	1.2045872995398106	1.1947606533575033	1.150644046861004	1.2426196737093407	1.2338784679722048	1.2521173462520905	1.2205947339504295	1.2561733357598979
F14H1B	1.3350275722250062	1.3229416731203243	1.3053973619725692	1.3572828765435974	1.2605713925912654	1.2190830285184464	1.1065865332136242	1.1103577994238811	1.0214234930085395	1.0094690712852763	1.0134416900959557	1.0336341611933455	1.0286228863616707	0.9713227958151607	1.0645564688826268	1.0506870678340832	1.0962708793002391	1.030642777002371	1.1340138968712778	1.1081677880442273	1.107881438175507	1.0219905176811714	0.9118933178457479	0.8664389709043736	0.7666089221808653	0.6253228109319702	0.8079337259234709	0.2993089610946017	0.0	0.43644379038996395	0.44098574252803135	0.5825085817576005	0.5476314690825406	0.5511033339613226	0.6311757747324203	0.6881825488192571	0.6840617902685645	0.6497181609212901	0.6412526478325196	1.0888060970680606	1.1893301825041753	1.1540913803879553	1.0946699672287075	1.0700355230664205	1.1126151637477444	1.2220506328449616	1.3088911625714958	1.2990645163891887	1.2549479098926892	1.346923536741026	1.33818233100389	1.3564212092837757	1.3248985969821148	1.3604771987915831
S4Hp	1.0251930344804934	1.0131071353758114	0.9955628242280562	1.0474483387990843	0.9507368548467523	0.9092484907739333	0.796751995469111	0.8005232616793682	0.7115889552640267	0.6996345335407633	0.7036071523514427	0.7237996234488324	0.7187883486171576	0.6614882580706476	0.7547219311381137	0.7408525300895701	0.7864363415557261	0.720808239257858	0.8241793591267648	0.7983332502997141	0.798046900430994	0.7121559799366585	0.6020587801012348	0.5566044331598604	0.45677438443635227	0.31548827318745704	0.4980991881789577	0.3321399273582787	0.43644379038996395	0.0	0.010209338521338365	0.27267404401308726	0.23779693133802737	0.2412687962168095	0.32134123698790706	0.3783480110747439	0.37422725252405137	0.3398836231767769	0.3314181100880065	0.7789715593235477	0.8794956447596624	0.8442568426434423	0.7848354294841944	0.7602009853219074	0.8027806260032312	0.9122160951004485	0.9990566248269828	0.9892299786446755	0.945113372148176	1.0370889989965129	1.028347793259377	1.0465866715392629	1.015064059237602	1.0506426610470703
S8Hp	1.0297349866185606	1.0176490875138786	1.0001047763661235	1.0519902909371517	0.9552788069848197	0.9137904429120007	0.8012939476071784	0.8050652138174356	0.7161309074020941	0.7041764856788307	0.7081491044895101	0.7283415755868998	0.723330300755225	0.666030210208715	0.7592638832761811	0.7453944822276375	0.7909782936937935	0.7253501913959254	0.8287213112648322	0.8028752024377815	0.8025888525690614	0.7166979320747259	0.6066007322393022	0.5611463852979278	0.46131633657441967	0.32003022532552444	0.5026411403170251	0.3366818794963461	0.44098574252803135	0.010209338521338365	0.0	0.27721599615115466	0.24233888347609478	0.2458107483548769	0.32588318912597447	0.3828899632128113	0.3787692046621188	0.3444255753148443	0.3359600622260739	0.7835135114616151	0.8840375968977298	0.8487987947815097	0.7893773816222618	0.7647429374599748	0.8073225781412986	0.916758047238516	1.0035985769650502	0.993771930782743	0.9496553242862434	1.0416309511345803	1.0328897453974444	1.05112862367733	1.019606011375669	1.0551846131851375
s9pp	0.8988434840092524	0.8867575849045705	0.8692132737568153	0.9210987883278434	0.8243873043755114	0.7828989403026925	0.6704024449978703	0.6741737112081274	0.5852394047927859	0.5732849830695226	0.5772576018802019	0.5974500729775917	0.5924387981459168	0.5351387075994068	0.6283723806668731	0.6145029796183293	0.6600867910844854	0.5944586887866172	0.697829808655524	0.6719836998284734	0.6716973499597533	0.5858064294654176	0.47570922962999407	0.43025488268861967	0.3304248339651115	0.1891387227162163	0.371749637707717	0.4782047187259152	0.5825085817576005	0.27267404401308726	0.27721599615115466	0.0	0.11144738086678666	0.11491924574556878	0.19499168651666637	0.2519984606035032	0.24787770205281068	0.2135340727055362	0.20506855961676573	0.6526220088523069	0.7531460942884216	0.7179072921722015	0.6584858790129536	0.6338514348506668	0.6764310755319904	0.7858665446292077	0.8727070743557419	0.8628804281734347	0.8187638216769352	0.910739448525272	0.9019982427881361	0.920237121068022	0.8887145087663608	0.9242931105758294
S22Hp	0.8453649164315767	0.8332790173268948	0.8157347061791397	0.8676202207501678	0.7709087367978358	0.7294203727250168	0.6169238774201946	0.6206951436304518	0.5317608372151102	0.5198064154918469	0.5237790343025263	0.543971505399916	0.5389602305682412	0.48166014002173124	0.5748938130891974	0.5610244120406538	0.6066082235068098	0.5409801212089416	0.6443512410778485	0.6185051322507978	0.6182187823820776	0.5323278618877421	0.42223066205231846	0.37677631511094406	0.2769462663874359	0.1356601551385407	0.3314457239958464	0.44332760605085525	0.5476314690825406	0.23779693133802737	0.24233888347609478	0.11144738086678666	0.0	0.0049304769098172645	0.1415131189389908	0.19851989302582762	0.19439913447513507	0.16005550512786063	0.15158999203909018	0.5991434412746313	0.699667526710746	0.6644287245945258	0.605007311435278	0.5803728672729911	0.6229525079543148	0.732387977051532	0.8192285067780662	0.809401860595759	0.7652852540992595	0.8572608809475963	0.8485196752104605	0.8667585534903464	0.8352359411886852	0.8708145429981538
F7H1	0.8488367813103589	0.836750882205677	0.8192065710579218	0.8710920856289499	0.7743806016766179	0.732892237603799	0.6203957422989768	0.6241670085092339	0.5352327020938924	0.5232782803706291	0.5272508991813084	0.5474433702786982	0.5424320954470233	0.4851320049005134	0.5783656779679796	0.5644962769194359	0.6100800883855919	0.5444519860877237	0.6478231059566306	0.62197699712958	0.6216906472608598	0.5357997267665242	0.4257025269311006	0.3802481799897262	0.280418131266218	0.13913202001732283	0.3349175888746285	0.44679947092963734	0.5511033339613226	0.2412687962168095	0.2458107483548769	0.11491924574556878	0.0049304769098172645	0.0	0.14498498381777292	0.20199175790460977	0.19787099935391722	0.16352737000664275	0.15506185691787228	0.6026153061534134	0.7031393915895281	0.667900589473308	0.6084791763140601	0.5838447321517732	0.6264243728330969	0.7358598419303142	0.8227003716568484	0.8128737254745412	0.7687571189780417	0.8607327458263785	0.8519915400892426	0.8702304183691285	0.8387078060674673	0.8742864078769359
S7Hp	0.780993275296134	0.7689073761914521	0.751363065043697	0.8032485796147251	0.7065370956623931	0.6650487315895741	0.5525522362847518	0.556323502495009	0.46738919607966734	0.45543477435640406	0.4594073931670834	0.4795998642644731	0.47458858943279836	0.4172884988862884	0.5105221719537545	0.49665277090521087	0.5422365823713668	0.4766084800734987	0.5799795999424056	0.5541334911153549	0.5538471412466348	0.4679562207522992	0.3578590209168756	0.3124046739755012	0.21257462525199305	0.07128851400309784	0.41499002964572607	0.526871911700735	0.6311757747324203	0.32134123698790706	0.32588318912597447	0.19499168651666637	0.1415131189389908	0.14498498381777292	0.0	0.06481785800250943	0.06069709945181689	0.037908120613369706	0.02944260752459925	0.5347718001391883	0.635295885575303	0.600057083459083	0.5406356702998352	0.5160012261375482	0.558580866818872	0.6680163359160893	0.7548568656426236	0.7450302194603163	0.7009136129638168	0.7928892398121536	0.7841480340750178	0.8023869123549037	0.7708643000532425	0.8064429018627111
F1H1	0.8380000493829708	0.8259141502782888	0.8083698391305337	0.8602553537015618	0.7635438697492298	0.7220555056764109	0.6095590103715885	0.6133302765818457	0.5243959701665042	0.5124415484432409	0.5164141672539202	0.53660663835131	0.5315953635196352	0.47429527297312524	0.5675289460405915	0.5536595449920477	0.5992433564582038	0.5336152541603356	0.6369863740292424	0.6111402652021918	0.6108539153334717	0.524962994839136	0.41486579500371246	0.36941144806233805	0.26958139933882985	0.12829528808993468	0.4719968037325629	0.5838786857875718	0.6881825488192571	0.3783480110747439	0.3828899632128113	0.2519984606035032	0.19851989302582762	0.20199175790460977	0.06481785800250943	0.0	0.008180082058032804	0.09491489470020655	0.08644938161143609	0.5917785742260252	0.6923026596621399	0.6570638575459198	0.5976424443866719	0.5730080002243849	0.6155876409057087	0.7250231100029261	0.8118636397294603	0.8020369935471531	0.7579203870506536	0.8498960138989904	0.8411548081618545	0.8593936864417404	0.8278710741400792	0.8634496759495478
F29H1	0.8338792908322782	0.8217933917275962	0.8042490805798411	0.8561345951508692	0.7594231111985372	0.7179347471257183	0.6054382518208961	0.6092095180311532	0.5202752116158117	0.5083207898925484	0.5122934087032277	0.5324858798006175	0.5274746049689426	0.4701745144224327	0.5634081874898988	0.5495387864413552	0.5951225979075112	0.529494495609643	0.6328656154785499	0.6070195066514993	0.6067331567827791	0.5208422362884435	0.4107450364530199	0.3652906895116455	0.2654606407881373	0.12417452953924213	0.46787604518187037	0.5797579272368792	0.6840617902685645	0.37422725252405137	0.3787692046621188	0.24787770205281068	0.19439913447513507	0.19787099935391722	0.06069709945181689	0.008180082058032804	0.0	0.090794136149514	0.08232862306074354	0.5876578156753327	0.6881819011114474	0.6529430989952273	0.5935216858359794	0.5688872416736925	0.6114668823550162	0.7209023514522335	0.8077428811787677	0.7979162349964605	0.753799628499961	0.8457752553482978	0.8370340496111619	0.8552729278910478	0.8237503155893866	0.8593289173988552
S15Hp	0.7995356614850039	0.7874497623803219	0.7699054512325668	0.8217909658035949	0.7250794818512629	0.683591117778444	0.5710946224736216	0.5748658886838788	0.48593158226853717	0.4739771605452739	0.47794977935595323	0.4981422504533429	0.4931309756216682	0.4358308850751582	0.5290645581426243	0.5151951570940807	0.5607789685602367	0.49515086626236854	0.5985219861312754	0.5726758773042248	0.5723895274355046	0.48649860694116903	0.37640140710574543	0.33094706016437103	0.23111701144086289	0.08983090019196767	0.4335324158345959	0.5454142978896048	0.6497181609212901	0.3398836231767769	0.3444255753148443	0.2135340727055362	0.16005550512786063	0.16352737000664275	0.037908120613369706	0.09491489470020655	0.090794136149514	0.0	0.02480600190780309	0.5533141863280583	0.653838271764173	0.6185994696479529	0.559178056488705	0.534543612326418	0.5771232530077418	0.6865587221049592	0.7733992518314934	0.7635726056491862	0.7194559991526867	0.8114316260010235	0.8026904202638876	0.8209292985437735	0.7894066862421123	0.8249852880515809
S28Hp	0.7910701483962334	0.7789842492915514	0.7614399381437963	0.8133254527148244	0.7166139687624924	0.6751256046896734	0.5626291093848511	0.5664003755951083	0.4774660691797667	0.4655116474565034	0.46948426626718276	0.48967673736457246	0.4846654625328977	0.42736537198638774	0.5205990450538539	0.5067296440053102	0.5523134554714663	0.48668535317359807	0.590056473042505	0.5642103642154543	0.5639240143467341	0.47803309385239856	0.36793589401697496	0.32248154707560056	0.22265149835209241	0.08136538710319721	0.4250669027458255	0.5369487848008343	0.6412526478325196	0.3314181100880065	0.3359600622260739	0.20506855961676573	0.15158999203909018	0.15506185691787228	0.02944260752459925	0.08644938161143609	0.08232862306074354	0.02480600190780309	0.0	0.5448486732392878	0.6453727586754024	0.6101339565591823	0.5507125433999345	0.5260780992376475	0.5686577399189713	0.6780932090161886	0.7649337387427229	0.7551070925604156	0.7109904860639161	0.802966112912253	0.7942249071751171	0.812463785455003	0.7809411731533418	0.8165197749628104
s22pp	0.3397404311773363	0.32765453207265444	0.3101102209248993	0.3619957354959274	0.2652842515435954	0.22379588747077647	0.11129939216595422	0.11507065837621132	0.09429367277894345	0.10791224737466937	0.11188486618534871	0.13207733728273846	0.21546518948736137	0.1581650989408514	0.3246666135701584	0.31079721252161474	0.3563810239877708	0.29075292168990263	0.3941240415588095	0.36827793273175885	0.3679915828630387	0.2962496997872172	0.2705621209534024	0.3570902786254094	0.4187277181136022	0.4908201722684567	0.8726203519813667	0.9845022340363755	1.0888060970680606	0.7789715593235477	0.7835135114616151	0.6526220088523069	0.5991434412746313	0.6026153061534134	0.5347718001391883	0.5917785742260252	0.5876578156753327	0.5533141863280583	0.5448486732392878	0.0	0.15802150700147496	0.12278270488525492	0.06336129172600706	0.05425877204603978	0.11732802270007439	0.2267634917972916	0.3136040215238259	0.30377737534151866	0.25966076884501915	0.3516363956933559	0.3428951899562201	0.361134068236106	0.3296114559344448	0.36519005774391333
S19H1	0.44026451661345106	0.4281786175087692	0.41063430636101406	0.46251982093204214	0.36580833697971016	0.32431997290689113	0.2118234776020689	0.21559474381232602	0.19481775821505815	0.20843633281078405	0.2124089516214634	0.23260142271885315	0.31598927492347606	0.2586891843769661	0.42519069900627315	0.4113212979577294	0.4569051094238855	0.3912770071260173	0.4946481269949242	0.4688020181678736	0.46851566829915336	0.39677378522333195	0.37108620638951706	0.4576143640615241	0.5192518035497169	0.5913442577045714	0.9731444374174814	1.08502631947249	1.1893301825041753	0.8794956447596624	0.8840375968977298	0.7531460942884216	0.699667526710746	0.7031393915895281	0.635295885575303	0.6923026596621399	0.6881819011114474	0.653838271764173	0.6453727586754024	0.15802150700147496	0.0	0.10203869126997242	0.11501017690274262	0.1547828574821545	0.21785210813618908	0.3272875772334063	0.41412810695994057	0.40430146077763335	0.36018485428113384	0.4521604811294707	0.44341927539233483	0.46165815367222074	0.43013554137055954	0.4657141431800281
s2pp	0.405025714497231	0.39293981539254913	0.375395504244794	0.4272810188158221	0.3305695348634901	0.2890811707906711	0.17658467548584886	0.18035594169610597	0.1595789560988381	0.173197530694564	0.17717014950524335	0.1973626206026331	0.280750472807256	0.22345038226074604	0.38995189689005305	0.3760824958415094	0.4216663073076654	0.35603820500979727	0.4594093248787041	0.4335632160516535	0.4332768661829333	0.36153498310711185	0.335847404273297	0.422375561945304	0.48401300143349685	0.5561054555883513	0.9379056353012613	1.04978751735627	1.1540913803879553	0.8442568426434423	0.8487987947815097	0.7179072921722015	0.6644287245945258	0.667900589473308	0.600057083459083	0.6570638575459198	0.6529430989952273	0.6185994696479529	0.6101339565591823	0.12278270488525492	0.10203869126997242	0.0	0.07977137478652255	0.11954405536593442	0.18261330601996903	0.29204877511718624	0.3788893048437205	0.3690626586614133	0.3249460521649138	0.4169216790132506	0.4081804732761148	0.4264193515560007	0.3948967392543395	0.430475341063808
s17pp	0.3456043013379832	0.3335184022333013	0.3159740910855462	0.3678596056565743	0.2711481217042423	0.22965975763142327	0.11716326232660101	0.12093452853685811	0.10015754293959024	0.11377611753531616	0.1177487363459955	0.13794120744338523	0.2213290596480082	0.16402896910149822	0.33053048373080524	0.31666108268226156	0.3622448941484176	0.2966167918505494	0.3999879117194563	0.3741418028924057	0.3738554530236855	0.30211356994786404	0.2764259911140492	0.3629541487860562	0.42459158827424903	0.4966840424291035	0.8784842221420134	0.9903661041970222	1.0946699672287075	0.7848354294841944	0.7893773816222618	0.6584858790129536	0.605007311435278	0.6084791763140601	0.5406356702998352	0.5976424443866719	0.5935216858359794	0.559178056488705	0.5507125433999345	0.06336129172600706	0.11501017690274262	0.07977137478652255	0.0	0.060122642206686575	0.12319189286072119	0.2326273619579384	0.3194678916844727	0.3096412455021655	0.265524639005666	0.35750026585400285	0.34875906011686697	0.3669979383967529	0.3354753260950917	0.3710539279045602
s14pp	0.32096985717569615	0.30888395807101426	0.29133964692325914	0.3432251614942872	0.24651367754195525	0.20502531346913627	0.09252881816431402	0.09630008437457112	0.07552309877730326	0.08914167337302918	0.09311429218370852	0.11330676328109826	0.1966946154857212	0.13939452493921123	0.30589603956851824	0.29202663851997457	0.3376104499861306	0.27198234768826246	0.3753534675571693	0.3495073587301187	0.3492210088613985	0.27747912578557704	0.2517915469517622	0.3383197046237692	0.39995714411196204	0.47204959826681653	0.8538497779797265	0.9657316600347352	1.0700355230664205	0.7602009853219074	0.7647429374599748	0.6338514348506668	0.5803728672729911	0.5838447321517732	0.5160012261375482	0.5730080002243849	0.5688872416736925	0.534543612326418	0.5260780992376475	0.05425877204603978	0.1547828574821545	0.11954405536593442	0.060122642206686575	0.0	0.0985574486984342	0.2079929177956514	0.2948334475221857	0.2850068013398785	0.24089019484337898	0.3328658216917158	0.32412461595458	0.3423634942344658	0.3108408819328046	0.34641948374227316
s13pp	0.30372383834475974	0.29163793924007786	0.27409362809232274	0.3259791426633508	0.22926765871101884	0.18777929463819987	0.07528279933337761	0.07905406554363471	0.11810273945862707	0.131721314054353	0.13569393286503234	0.15588640396242207	0.239274256167045	0.18197416562053503	0.3484756802498421	0.33460627920129843	0.38019009066745446	0.31456198836958627	0.41793310823849317	0.39208699941144254	0.39180064954272237	0.3200587664669009	0.29437118763308606	0.38089934530509306	0.4425367847932859	0.5146292389481404	0.8964294186610502	1.0083113007160591	1.1126151637477444	0.8027806260032312	0.8073225781412986	0.6764310755319904	0.6229525079543148	0.6264243728330969	0.558580866818872	0.6155876409057087	0.6114668823550162	0.5771232530077418	0.5686577399189713	0.11732802270007439	0.21785210813618908	0.18261330601996903	0.12319189286072119	0.0985574486984342	0.0	0.190746898964715	0.2775874286912493	0.2677607825089421	0.22364417601244257	0.3156198028607794	0.3068785971236435	0.3251174754035294	0.2935948631018682	0.32917346491133676
s20pp	0.23504236883880486	0.22295646973412295	0.20541215858636783	0.2572976731573959	0.1605861892050639	0.11909782513224494	0.11546809963333751	0.11923936584359462	0.22753820855584428	0.24115678315157021	0.24512940196224955	0.2653218730596393	0.3487097252642622	0.2914096347177523	0.4579111493470593	0.4440417482985156	0.48962555976467165	0.42399745746680345	0.5273685773357104	0.5015224685086598	0.5012361186399396	0.4294942355641181	0.40380665673030325	0.49033481440231025	0.5519722538905031	0.6240647080453576	1.0058648877582674	1.1177467698132764	1.2220506328449616	0.9122160951004485	0.916758047238516	0.7858665446292077	0.732387977051532	0.7358598419303142	0.6680163359160893	0.7250231100029261	0.7209023514522335	0.6865587221049592	0.6780932090161886	0.2267634917972916	0.3272875772334063	0.29204877511718624	0.2326273619579384	0.2079929177956514	0.190746898964715	0.0	0.20890595918529437	0.19907931300298715	0.15496270650648764	0.24693833335482446	0.2381971276176886	0.25643600589757454	0.22491339359591334	0.26049199540538187
s23pp	0.19385563226681024	0.18176973316212833	0.1642254220143732	0.21611093658540126	0.1193994526330693	0.14249038468206382	0.20230862935987176	0.20607989557012887	0.31437873828237856	0.3279973128781045	0.33196993168878386	0.35216240278617356	0.43555025499079647	0.37825016444428655	0.5447516790735936	0.5308822780250498	0.5764660894912059	0.5108379871933377	0.6142091070622446	0.588362998235194	0.5880766483664738	0.5163347652906524	0.4906471864568375	0.5771753441288445	0.6388127836170373	0.7109052377718919	1.0927054174848017	1.2045872995398106	1.3088911625714958	0.9990566248269828	1.0035985769650502	0.8727070743557419	0.8192285067780662	0.8227003716568484	0.7548568656426236	0.8118636397294603	0.8077428811787677	0.7733992518314934	0.7649337387427229	0.3136040215238259	0.41412810695994057	0.3788893048437205	0.3194678916844727	0.2948334475221857	0.2775874286912493	0.20890595918529437	0.0	0.08143597036014869	0.053945252679806766	0.20575159678282984	0.19701039104569398	0.21524926932557992	0.18372665702391872	0.21930525883338725
s31pp	0.18402898608450302	0.1719430869798211	0.154398775832066	0.20628429040309404	0.10957280645076208	0.13266373849975663	0.19248198317756457	0.19625324938782168	0.30455209210007134	0.3181706666957973	0.32214328550647664	0.34233575660386634	0.42572360880848925	0.36842351826197933	0.5349250328912863	0.5210556318427426	0.5666394433088987	0.5010113410110305	0.6043824608799374	0.5785363520528868	0.5782500021841666	0.5065081191083451	0.4808205402745303	0.5673486979465373	0.6289861374347301	0.7010785915895846	1.0828787713024943	1.1947606533575033	1.2990645163891887	0.9892299786446755	0.993771930782743	0.8628804281734347	0.809401860595759	0.8128737254745412	0.7450302194603163	0.8020369935471531	0.7979162349964605	0.7635726056491862	0.7551070925604156	0.30377737534151866	0.40430146077763335	0.3690626586614133	0.3096412455021655	0.2850068013398785	0.2677607825089421	0.19907931300298715	0.08143597036014869	0.0	0.04411860649749957	0.19592495060052262	0.18718374486338676	0.2054226231432727	0.1739000108416115	0.20947861265108003
