	f14ppB	w14pp	S9H1	w17pp	f22ppA	f6ppA	f1pp	w11pp	f16ppB	w2pp	f2pp	w29pp	S20H1	w3pp	w26pp	f11pp	f32pp	w20pp	w8pp	s8pp	w12pp	f15pp	w9pp	f7pp	f16ppA	w24pp	w10pp	w7pp	w1pp	f14ppA	f9pp	w6pp	w18pp	f24pp	f20ppB	f19pp	w32pp	w16pp	w15pp	w21pp	w19pp
f9pp	0.2512427048398444	0.2727214402914168	0.5336793022985272	0.2988779065524886	0.3591668310444438	0.40122872723184644	0.40569310718248575	0.24206026596649075	0.35107457649998974	0.32730456689703047	0.45635566424433177	0.3727921614793576	0.6053342761626568	0.4172556854851803	0.32247666026825106	0.459201104843765	0.4115255427634067	0.2328985554345572	0.33411180967619725	0.45589494008284037	0.3594814744152568	0.3751827899931206	0.3630189753975994	0.3072369854657093	0.31502481100257085	0.42981948394372205	0.3041186662638665	0.41527984533162265	0.31410614308081175	0.24056212851549347	0.0	0.3368910368135001	0.2079746083565333	0.2002601354543282	0.3303262745324904	0.2386804255366231	0.2857466280074111	0.27495892233110397	0.34912451518911614	0.3831252838660416	0.2719531948300972
w6pp	0.2715765217783286	0.29305525722990095	0.5540131192370114	0.3192117234909727	0.37950064798292793	0.4215625441703306	0.42602692412096993	0.2623940829049749	0.37140839343847387	0.3476383838355146	0.47668948118281596	0.3931259784178418	0.6256680931011409	0.4375895024236645	0.34281047720673524	0.4795349217822491	0.4318593597018908	0.25323237237304136	0.3544456266146814	0.4762287570213245	0.3798152913537409	0.39551660693160473	0.3833527923360836	0.3275708024041935	0.335358627941055	0.4501533008822062	0.3244524832023507	0.43561366227010684	0.3344399600192959	0.31261135650344785	0.3368910368135001	0.0	0.22830842529501746	0.22059395239281232	0.35066009147097454	0.2590142424751073	0.30608044494589526	0.29529273926958816	0.3694583321276003	0.40345910080452574	0.29228701176858135
w18pp	0.12880164281654688	0.15028037826811927	0.41123824027522965	0.17643684452919103	0.23672576902114625	0.2787876652085489	0.2832520451591882	0.11961920394319323	0.22863351447669222	0.20486350487373295	0.33391460222103425	0.2503510994560601	0.4828932141393592	0.2948146234618828	0.20003559824495357	0.33676004282046745	0.2890844807401092	0.11045749341125968	0.21167074765289973	0.33345387805954285	0.23704041239195928	0.2527417279698231	0.24057791337430193	0.18479592344241183	0.1925837489792733	0.3073784219204245	0.18167760424056903	0.2928387833083252	0.2055215315613291	0.18369492804648108	0.2079746083565333	0.22830842529501746	0.0	0.024628462122832144	0.1836259518388313	0.091980102842964	0.13904630531375195	0.12825859963744488	0.22668345316581862	0.2606842218427441	0.14951213280679967
f24pp	0.12108716991434175	0.14256590536591413	0.40352376737302453	0.1687223716269859	0.2290112961189411	0.2710731923063438	0.2755375722569831	0.1119047310409881	0.2209190415744871	0.19714903197152783	0.32620012931882914	0.24263662655385498	0.4751787412371541	0.2871001505596777	0.19232112534274842	0.32904556991826234	0.28137000783790406	0.10274302050905454	0.2039562747506946	0.32573940515733774	0.22932593948975416	0.24502725506761797	0.23286344047209678	0.1770814505402067	0.18486927607706816	0.29966394901821936	0.17396313133836389	0.28512431040612	0.19780705865912396	0.17598045514427596	0.2002601354543282	0.22059395239281232	0.024628462122832144	0.0	0.17591147893662618	0.08426562994075887	0.13133183241154683	0.12054412673523973	0.2189689802636135	0.2529697489405389	0.14179765990459456
f20ppB	0.251153308992504	0.2726320444440764	0.5335899064511868	0.29878851070514817	0.35907743519710333	0.4011393313845061	0.4056037113351454	0.24197087011915033	0.35098518065264933	0.32721517104969006	0.45626626839699136	0.3727027656320172	0.6052448803153163	0.41716628963783997	0.3223872644209107	0.45911170899642456	0.4114361469160663	0.2328091595872168	0.33402241382885683	0.45580554423549996	0.3593920785679164	0.3750933941457802	0.36292957955025906	0.30714758961836897	0.3149354151552304	0.4297300880963816	0.30402927041652617	0.4151904494842823	0.3278731977372862	0.3060465942224382	0.3303262745324904	0.35066009147097454	0.1836259518388313	0.17591147893662618	0.0	0.16151747090198793	0.25148594884343994	0.24069824316713284	0.3490351193417757	0.3830358880187012	0.2718637989827568
f19pp	0.15950745999663668	0.18098619544820907	0.44194405745531945	0.20714266170928083	0.2674315862012361	0.3094934823886387	0.313957862339278	0.15032502112328303	0.259339331656782	0.23556932205382275	0.36462041940112405	0.2810569166361499	0.513599031319449	0.3255204406419726	0.23074141542504337	0.36746586000055725	0.319790297920199	0.14116331059134948	0.24237656483298953	0.36415969523963265	0.2677462295720491	0.2834475451499129	0.2712837305543917	0.21550174062250163	0.2232895661593631	0.3380842391005143	0.21238342142065883	0.32354460048841494	0.2362273487414189	0.21440074522657088	0.2386804255366231	0.2590142424751073	0.091980102842964	0.08426562994075887	0.16151747090198793	0.0	0.15984009984757264	0.14905239417126556	0.2573892703459084	0.2913900390228339	0.18021794998688948
w32pp	0.20657366246742465	0.22805239791899706	0.48901025992610747	0.2542088641800688	0.31449778867202405	0.3565596848594267	0.361024064810066	0.197391223594071	0.30640553412757	0.2826355245246107	0.411686621871912	0.32812311910693787	0.5606652337902369	0.3725866431127606	0.2778076178958313	0.4145320624713452	0.36685650039098694	0.18822951306213745	0.2894427673037775	0.4112258977104206	0.31481243204283704	0.33051374762070085	0.31834993302517967	0.26256794309328957	0.2703557686301511	0.3851504415713023	0.25944962389144677	0.3706108029592029	0.2832935512122069	0.26146694769735884	0.2857466280074111	0.30608044494589526	0.13904630531375195	0.13133183241154683	0.25148594884343994	0.15984009984757264	0.0	0.169785151250757	0.3044554728166964	0.33845624149362186	0.22728415245767747
w16pp	0.19578595679111754	0.21726469224268996	0.4782225542498003	0.24342115850376173	0.3037100829957169	0.34577197918311964	0.35023635913375895	0.1866035179177639	0.2956178284512629	0.2718478188483036	0.4008989161956049	0.31733541343063076	0.5498775281139299	0.3617989374364535	0.26701991221952426	0.4037443567950381	0.35606879471467984	0.17744180738583035	0.2786550616274704	0.4004381920341135	0.30402472636652994	0.31972604194439375	0.3075622273488726	0.2517802374169825	0.259568062953844	0.3743627358949952	0.24866191821513972	0.35982309728289585	0.2725058455358998	0.25067924202105174	0.27495892233110397	0.29529273926958816	0.12825859963744488	0.12054412673523973	0.24069824316713284	0.14905239417126556	0.169785151250757	0.0	0.2936677671403893	0.32766853581731475	0.21649644678137037
w15pp	0.1794722774660137	0.2009510129175861	0.46190887492469646	0.22710747917865787	0.31148607990268695	0.35354797609008964	0.35801235604072895	0.21450028933797202	0.323514599871471	0.29974459026851175	0.428795687615813	0.3452321848508389	0.577774299534138	0.3896957088566616	0.2949166836397324	0.4316411282152462	0.38396556613488797	0.20533857880603845	0.3065518330476785	0.4283349634543216	0.3319214977867381	0.3476228133646019	0.33545899876908075	0.27967700883719065	0.3079734467827184	0.42276811972386946	0.2970673020440141	0.4082284811117701	0.34667143839391196	0.3248448348790639	0.34912451518911614	0.3694583321276003	0.22668345316581862	0.2189689802636135	0.3490351193417757	0.2573892703459084	0.3044554728166964	0.2936677671403893	0.0	0.27686793515700303	0.16569584612105864
w21pp	0.21347304614293916	0.23495178159451158	0.49590964360162193	0.2611082478555833	0.3454868485796124	0.38754874476701506	0.39201312471765437	0.24850105801489747	0.3575153685483965	0.3337453589454372	0.46279645629273847	0.37923295352776437	0.6117750682110634	0.4236964775335871	0.3289174523166578	0.46564189689217167	0.41796633481181344	0.23933934748296393	0.340552601724604	0.46233573213124707	0.36592226646366355	0.38162358204152735	0.36945976744600617	0.3136777775141161	0.3419742154596438	0.45676888840079494	0.3310680707209396	0.4422292497886956	0.3806722070708374	0.3588456035559894	0.3831252838660416	0.40345910080452574	0.2606842218427441	0.2529697489405389	0.3830358880187012	0.2913900390228339	0.33845624149362186	0.32766853581731475	0.27686793515700303	0.0	0.14484077004771795
w19pp	0.10230095710699479	0.12377969255856718	0.38473755456567754	0.14993615881963893	0.234314759543668	0.2763766557310707	0.28084103568171	0.1373289689789531	0.2463432795124521	0.22257326990949283	0.3516243672567941	0.26806086449182	0.5006029791751191	0.3125243884976427	0.21774536328071345	0.3544698078562273	0.30679424577586906	0.12816725844701954	0.2293805126886596	0.3511636430953027	0.25475017742771916	0.27045149300558297	0.25828767841006184	0.2025056884781717	0.23080212642369943	0.34559679936485055	0.21989598168499516	0.3310571607527512	0.269500118034893	0.247673514520045	0.2719531948300972	0.29228701176858135	0.14951213280679967	0.14179765990459456	0.2718637989827568	0.18021794998688948	0.22728415245767747	0.21649644678137037	0.16569584612105864	0.14484077004771795	0.0
