	s31pp	w31pp	w12pp	f29pp	w16pp	f25pp	w25pp	s14pp	w14pp	s24pp	w24pp	f24pp	w9pp	S18H1	f32pp	f19pp	s25pp	s27pp	w27pp	f11pp	w11pp	w32pp	f6ppB	s8pp	w8pp	w20pp	f6ppA	w6pp	s20pp	f21pp	f9pp	w13pp	S20H1	F14H1A	S9H1	S3Hp	f7pp	w18pp	s30pp	f22ppA	s3pp	w3pp	f2pp	s2pp	w2pp	w26pp	f13pp	f4pp	w4pp	f14ppA	f26pp	f10pp	f14ppB	S1Hp	F6H1	f8pp	w10pp	f23ppA	f16ppA	f31pp	s17pp	s1pp	w1pp	s28pp	w28pp	f28pp	w17pp	f15pp	w15pp	w29pp	s29pp	w23pp	s23pp
w11pp	0.2261825988482648	0.21697202614184496	0.16713289810924253	0.18380508330106232	0.21521208010335502	0.13601522533807764	0.1917829469656615	0.24402695780207417	0.2117031873676774	0.14082125105425702	0.1851547235267943	0.14053384347928644	0.13882651518277178	0.24675404098544385	0.13274933614359968	0.1326249865304689	0.1424639648940172	0.15562399429801493	0.1664630671560991	0.09658110483218867	0.0	0.17929323584065215	0.1859206553803328	0.21769271953545377	0.2006625261479326	0.18936343809069783	0.19997752813989378	0.17327137083436225	0.2015632551838093	0.15376052096746137	0.1537885188112486	0.15221808287124394	0.24978948784747956	0.2751953562425075	0.3105017293935551	0.3846619651867134	0.16577780847177293	0.16947118904694097	0.1934659260591629	0.20292010535038618	0.2126217028220032	0.17982980105697646	0.2170352335164517	0.15384768916225713	0.1509637119390307	0.18098249317539533	0.16647539090076557	0.15887595697814216	0.1601230888719644	0.18111500994424945	0.15236880184167095	0.15928853018474404	0.18166588573127057	0.3160621120103308	0.2825243017786796	0.15612366553077817	0.1868060637509002	0.2146771676471148	0.19952520568828308	0.1881957757143293	0.21882145380042023	0.19183668502421308	0.17228250145616844	0.20599017334375053	0.19433841211907027	0.19084356175548736	0.14105328647798354	0.20912729385131065	0.161759378283698	0.19455198956529912	0.16397667449581915	0.2105791267103329	0.23084405908924865
w32pp	0.2591538596619225	0.2499432869555027	0.20010415892290026	0.21677634411472002	0.2481833409170127	0.16898648615173534	0.2247542077793192	0.2769982186157319	0.24467444818133507	0.17379251186791472	0.21812598434045197	0.17350510429294413	0.19398759513134467	0.31171762601441877	0.1977129211725746	0.19758857155944382	0.21568693891725055	0.2395363444749667	0.25037541733305085	0.22571631632296796	0.17929323584065215	0.0	0.1885433013405089	0.22031536549562986	0.20328517210810865	0.19198608405087392	0.20260017410006986	0.1758940167945383	0.20418590114398538	0.1741973686147537	0.17422536645854095	0.18518934368490161	0.28276074866113726	0.3081666170561652	0.3434729902072128	0.4176332260003711	0.19874906928543062	0.20244244986059867	0.2264371868728206	0.23589136616404385	0.2455929636356609	0.21280106187063413	0.2500064943301094	0.1868189499759148	0.18393497275268839	0.213953753989053	0.19944665171442325	0.19184721779179986	0.19309434968562206	0.21408627075790712	0.18534006265532865	0.19225979099840174	0.21463714654492827	0.3490333728239885	0.3154955625923373	0.18909492634443587	0.2197773245645579	0.2476484284607725	0.23249646650194078	0.22116703652798697	0.25179271461407793	0.22480794583787078	0.2052537622698261	0.23896143415740823	0.22730967293272797	0.22381482256914503	0.17402454729164124	0.24209855466496835	0.1947306390973557	0.22752325037895682	0.19694793530947685	0.2435503875239906	0.26381531990290635
f6ppB	0.26578127920160316	0.2565707064951833	0.20673157846258092	0.22340376365440068	0.2548107604566934	0.175613905691416	0.23138162731899986	0.28362563815541253	0.2513018677210157	0.18041993140759538	0.22475340388013262	0.1801325238326248	0.20061501467102533	0.3183450455540994	0.20434034071225526	0.20421599109912447	0.2223143584569312	0.24616376401464735	0.2570028368727315	0.23234373586264864	0.1859206553803328	0.1885433013405089	0.0	0.19446345359851097	0.17743326021098982	0.16613417215375503	0.19152482561800224	0.16481866831247072	0.19311055266191776	0.1808247881544344	0.18085278599822163	0.1918167632245823	0.2893881682008179	0.31479403659584587	0.35010040974689344	0.4242606455400518	0.20537648882511128	0.20906986940027933	0.23306460641250126	0.24251878570372454	0.25222038317534157	0.21942848141031482	0.25663391386979006	0.1934463695155955	0.19056239229236904	0.2205811735287337	0.20607407125410393	0.19847463733148052	0.19972176922530274	0.2207136902975878	0.1919674821950093	0.1988872105380824	0.22126456608460893	0.35566079236366915	0.32212298213201795	0.19572234588411652	0.22640474410423855	0.25427584800045316	0.23912388604162144	0.22779445606766766	0.2584201341537586	0.23143536537755144	0.2118811818095068	0.24558885369708888	0.23393709247240863	0.23044224210882572	0.1806519668313219	0.248725974204649	0.20135805863703635	0.23415066991863748	0.2035753548491575	0.25017780706367126	0.270442739442587
s8pp	0.2975533433567241	0.28834277065030434	0.23850364261770188	0.25517582780952164	0.2865828246118143	0.20738596984653695	0.2631536914741208	0.3153977023105335	0.2830739318761367	0.21219199556271634	0.25652546803525356	0.21190458798774575	0.2323870788261463	0.3501171097092204	0.23611240486737622	0.23598805525424543	0.25408642261205217	0.2779358281697683	0.28877490102785247	0.2641158000177696	0.21769271953545377	0.22031536549562986	0.19446345359851097	0.0	0.06833474674178053	0.18880785735556932	0.22329688977312317	0.19659073246759165	0.2248826168170387	0.21259685230955536	0.2126248501533426	0.22358882737970323	0.3211602323559389	0.34656610075096683	0.3818724739020144	0.45603270969517273	0.23714855298023224	0.2408419335554003	0.2648366705676222	0.27429084985884544	0.2839924473304625	0.25120054556543575	0.288405978024911	0.22521843367071642	0.22233445644749	0.25235323768385465	0.23784613540922486	0.23024670148660148	0.23149383338042367	0.2524857544527087	0.22373954635013027	0.23065927469320335	0.2530366302397299	0.3874328565187901	0.3538950462871389	0.22749441003923748	0.2581768082593595	0.2860479121555741	0.2708959501967424	0.2595665202227886	0.29019219830887955	0.2632074295326724	0.24365324596462773	0.27736091785220984	0.2657091566275296	0.26221430626394665	0.21242403098644286	0.28049803835976994	0.2331301227921573	0.26592273407375844	0.23534741900427847	0.2819498712187922	0.30221480359770797
w8pp	0.28052314996920297	0.27131257726278313	0.2214734492301807	0.23814563442200046	0.2695526312242931	0.19035577645901575	0.24612349808659964	0.29836750892301234	0.2660437384886155	0.19516180217519513	0.2394952746477324	0.19487439460022454	0.21535688543862513	0.3330869163216992	0.21908221147985504	0.21895786186672425	0.23705622922453098	0.26090563478224715	0.2717447076403313	0.24708560663024842	0.2006625261479326	0.20328517210810865	0.17743326021098982	0.06833474674178053	0.0	0.17177766396804814	0.20626669638560202	0.17956053908007047	0.20785242342951754	0.19556665892203418	0.19559465676582138	0.20655863399218205	0.3041300389684177	0.3295359073634456	0.3648422805144932	0.4390025163076515	0.22011835959271106	0.2238117401678791	0.24780647718010104	0.2572606564713243	0.2669622539429414	0.2341703521779146	0.27137578463738987	0.20818824028319527	0.20530426305996882	0.23532304429633344	0.22081594202170368	0.2132165080990803	0.21446363999290252	0.23545556106518756	0.2067093529626091	0.21362908130568217	0.2360064368522087	0.3704026631312689	0.33686485289961776	0.21046421665171627	0.24114661487183833	0.2690177187680529	0.2538657568092212	0.24253632683526744	0.27316200492135834	0.24617723614515122	0.22662305257710658	0.26033072446468863	0.24867896324000838	0.2451841128764255	0.19539383759892168	0.2634678449722488	0.21609992940463613	0.24889254068623726	0.2183172256167573	0.26491967783127107	0.28518461021018676
w20pp	0.2692240619119682	0.26001348920554834	0.21017436117294594	0.2268465463647657	0.2582535431670584	0.17905668840178102	0.23482441002936488	0.28706842086577755	0.2547446504313807	0.1838627141179604	0.22819618659049765	0.1835753065429898	0.20405779738139035	0.32178782826446445	0.20778312342262029	0.2076587738094895	0.22575714116729623	0.24960654672501237	0.26044561958309653	0.23578651857301366	0.18936343809069783	0.19198608405087392	0.16613417215375503	0.18880785735556932	0.17177766396804814	0.0	0.19496760832836724	0.1682614510228357	0.19655333537228276	0.18426757086479942	0.18429556870858665	0.19525954593494732	0.29283095091118294	0.3182368193062109	0.35354319245725846	0.4277034282504168	0.2088192715354763	0.21251265211064435	0.23650738912286629	0.24596156841408956	0.2556631658857066	0.22287126412067984	0.2600766965801551	0.1968891522259605	0.19400517500273406	0.2240239562390987	0.20951685396446895	0.20191742004184554	0.20316455193566776	0.22415647300795283	0.19541026490537433	0.20232999324844742	0.22470734879497395	0.3591035750740342	0.325565764842383	0.19916512859448154	0.22984752681460358	0.2577186307108182	0.24256666875198646	0.23123723877803268	0.2618629168641236	0.23487814808791646	0.21532396451987182	0.2490316364074539	0.23737987518277365	0.23388502481919074	0.18409474954168692	0.25216875691501406	0.20480084134740137	0.2375934526290025	0.20701813755952253	0.2536205897740363	0.27388552215295203
f6ppA	0.2798381519611641	0.27062757925474434	0.22078845122214188	0.23746063641396165	0.2688676332162543	0.18967077845097696	0.24543850007856083	0.2976825109149735	0.2653587404805767	0.19447680416715635	0.2388102766396936	0.19418939659218576	0.2146718874305863	0.3324019183136604	0.21839721347181623	0.21827286385868544	0.23637123121649217	0.2602206367742083	0.2710597096322925	0.2464006086222096	0.19997752813989378	0.20260017410006986	0.19152482561800224	0.22329688977312317	0.20626669638560202	0.19496760832836724	0.0	0.1475739956609572	0.17586588001040424	0.19488166091399536	0.1949096587577826	0.20587363598414324	0.3034450409603789	0.32885090935540684	0.3641572825064544	0.43831751829961274	0.21943336158467225	0.2231267421598403	0.24712147917206223	0.25657565846328545	0.26627725593490253	0.23348535416987576	0.27069078662935103	0.20750324227515643	0.20461926505193	0.23463804628829463	0.22013094401366487	0.2125315100910415	0.21377864198486368	0.23477056305714875	0.20602435495457028	0.21294408329764336	0.2353214388441699	0.3697176651232301	0.3361798548915789	0.2097792186436775	0.24046161686379952	0.26833272076001413	0.2531807588011824	0.2418513288272286	0.27247700691331955	0.2454922381371124	0.22593805456906774	0.25964572645664985	0.2479939652319696	0.24449911486838666	0.19470883959088287	0.26278284696420995	0.21541493139659731	0.24820754267819845	0.21763222760871848	0.26423467982323223	0.284499612202148
w6pp	0.2531319946556326	0.24392142194921276	0.19408229391661036	0.2107544791084301	0.2421614759107228	0.16296462114544544	0.21873234277302933	0.270976353609442	0.23865258317504517	0.16777064686162482	0.21210411933416207	0.16748323928665423	0.1879657301250548	0.3056957610081289	0.1916910561662847	0.19156670655315391	0.20966507391096065	0.2335144794686768	0.24435355232676095	0.21969445131667809	0.17327137083436225	0.1758940167945383	0.16481866831247072	0.19659073246759165	0.17956053908007047	0.1682614510228357	0.1475739956609572	0.0	0.13608308559218818	0.16817550360846384	0.16820350145225105	0.1791674786786117	0.2767388836548474	0.3021447520498753	0.3374511252009229	0.41161136099408124	0.19272720427914075	0.1964205848543088	0.22041532186653073	0.22986950115775395	0.23957109862937104	0.20677919686434426	0.24398462932381954	0.18079708496962493	0.1779131077463985	0.2079318889827631	0.19342478670813334	0.18582535278551	0.18707248467933218	0.20806440575161722	0.17931819764903878	0.18623792599211186	0.2086152815386384	0.3430115078176986	0.3094736975860474	0.18307306133814596	0.21375545955826802	0.24162656345448263	0.22647460149565088	0.2151451715216971	0.24577084960778806	0.2187860808315809	0.19923189726353624	0.23293956915111835	0.22128780792643807	0.21779295756285516	0.16800268228535134	0.23607668965867845	0.1887087740910658	0.22150138537266692	0.19092607030318695	0.23752852251770068	0.2577934548966164
s20pp	0.28142387900507965	0.2722133062986598	0.2223741782660574	0.23904636345787716	0.27045336026016986	0.19125650549489248	0.24702422712247635	0.299268237958889	0.2669444675244922	0.19606253121107187	0.2403960036836091	0.19577512363610128	0.2162576144745018	0.3339876453575759	0.21998294051573175	0.21985859090260096	0.2379569582604077	0.26180636381812383	0.272645436676208	0.24798633566612513	0.2015632551838093	0.20418590114398538	0.19311055266191776	0.2248826168170387	0.20785242342951754	0.19655333537228276	0.17586588001040424	0.13608308559218818	0.0	0.19646738795791088	0.19649538580169812	0.20745936302805876	0.3050307680042944	0.3304366363993223	0.3657430095503699	0.43990324534352826	0.22101908862858777	0.22471246920375582	0.24870720621597775	0.258161385507201	0.26786298297881805	0.23507108121379128	0.27227651367326655	0.20908896931907195	0.20620499209584553	0.23622377333221015	0.2217166710575804	0.214117237134957	0.2153643690287792	0.23635629010106426	0.2076100819984858	0.21452981034155888	0.2369071658880854	0.37130339216714564	0.33776558193549444	0.211364945687593	0.24204734390771504	0.26991844780392965	0.2547664858450979	0.24343705587114411	0.27406273395723507	0.24707796518102793	0.22752378161298326	0.26123145350056537	0.2495796922758851	0.24608484191230218	0.19629456663479838	0.2643685740081255	0.21700065844051283	0.24979326972211396	0.219217954652634	0.26582040686714775	0.2860853392460635
f21pp	0.23362114478873172	0.2244105720823119	0.17457144404970948	0.1912436292415292	0.2226506260438219	0.14345377127854456	0.19922149290612845	0.2514655037425411	0.2191417333081443	0.14825979699472394	0.19259326946726119	0.14797238941975335	0.16845488025815392	0.286184911141228	0.17218020629938383	0.17205585668625303	0.19015422404405977	0.2140036296017759	0.22484270245986007	0.2001836014497772	0.15376052096746137	0.1741973686147537	0.1808247881544344	0.21259685230955536	0.19556665892203418	0.18426757086479942	0.19488166091399536	0.16817550360846384	0.19646738795791088	0.0	0.10264268351441136	0.15965662881171083	0.2572280337879465	0.2826339021829744	0.317940275334022	0.39210051112718036	0.17321635441223987	0.17690973498740792	0.20090447199962985	0.21035865129085307	0.22006024876247016	0.18726834699744338	0.22447377945691865	0.16128623510272405	0.15840225787949763	0.18842103911586222	0.17391393684123246	0.1663145029186091	0.1675616348124313	0.18855355588471634	0.1598073477821379	0.16672707612521098	0.18910443167173752	0.32350065795079774	0.28996284771914654	0.16356221147124508	0.19424460969136714	0.22211571358758175	0.20696375162875	0.19563432165479622	0.22625999974088717	0.19927523096468003	0.17972104739663536	0.21342871928421747	0.2017769580595372	0.19828210769595428	0.14849183241845046	0.21656583979177757	0.1691979242241649	0.20199053550576604	0.17141522043628607	0.2180176726507998	0.23828260502971554
f9pp	0.23364914263251896	0.22443856992609912	0.1745994418934967	0.19127162708531645	0.22267862388760915	0.1434817691223318	0.19924949074991566	0.2514935015863283	0.21916973115193153	0.14828779483851118	0.19262126731104842	0.1480003872635406	0.16848287810194112	0.2862129089850152	0.17220820414317106	0.17208385453004027	0.190182221887847	0.21403162744556314	0.2248707003036473	0.2002115992935644	0.1537885188112486	0.17422536645854095	0.18085278599822163	0.2126248501533426	0.19559465676582138	0.18429556870858665	0.1949096587577826	0.16820350145225105	0.19649538580169812	0.10264268351441136	0.0	0.15968462665549807	0.2572560316317337	0.2826619000267616	0.31796827317780924	0.39212850897096757	0.17324435225602708	0.17693773283119513	0.20093246984341706	0.2103866491346403	0.22008824660625737	0.1872963448412306	0.22450177730070586	0.16131423294651126	0.15843025572328484	0.18844903695964946	0.1739419346850197	0.16634250076239632	0.1675896326562185	0.18858155372850358	0.1598353456259251	0.1667550739689982	0.18913242951552472	0.32352865579458495	0.28999084556293375	0.16359020931503232	0.19427260753515435	0.22214371143136896	0.20699174947253723	0.19566231949858343	0.22628799758467438	0.19930322880846724	0.17974904524042257	0.21345671712800468	0.20180495590332442	0.1983101055397415	0.1485198302622377	0.21659383763556478	0.16922592206795212	0.20201853334955328	0.1714432182800733	0.21804567049458703	0.23831060287350275
w13pp	0.22559224861967653	0.21638167591325672	0.16654254788065428	0.18321473307247405	0.21462172987476674	0.13542487510948936	0.19119259673707326	0.24343660757348592	0.21111283713908913	0.14023090082566875	0.18456437329820602	0.13994349325069816	0.16691244216193646	0.28464247304501056	0.1706377682031664	0.1705134185900356	0.18861178594784234	0.21246119150555845	0.22330026436364261	0.19864116335355975	0.15221808287124394	0.18518934368490161	0.1918167632245823	0.22358882737970323	0.20655863399218205	0.19525954593494732	0.20587363598414324	0.1791674786786117	0.20745936302805876	0.15965662881171083	0.15968462665549807	0.0	0.2200768480832417	0.24548271647826964	0.2960645216085629	0.3702247574017212	0.15134060068678076	0.1550339812619488	0.19287557583057466	0.2023297551217979	0.21203135259341496	0.1792394508283882	0.21644488328786346	0.15325733893366889	0.15037336171044244	0.18039214294680705	0.1658850406721773	0.15828560674955391	0.15953273864337614	0.18052465971566117	0.1517784516130827	0.1586981799561558	0.18107553550268232	0.3154717617817425	0.2819339515500914	0.1555333153021899	0.18621571352231195	0.21408681741852656	0.1989348554596948	0.18760542548574105	0.21823110357183198	0.19124633479562483	0.1716921512275802	0.20539982311516228	0.193748061890482	0.1902532115268991	0.1404629362493953	0.2085369436227224	0.16116902805510974	0.19396163933671084	0.16338632426723088	0.20998877648174463	0.23025370886066038
S20H1	0.3231636535959122	0.31395308088949236	0.26411395285689	0.2807861380487097	0.3121931348510024	0.23299628008572504	0.2887640017133089	0.3410080125497216	0.30868424211532475	0.23780230580190442	0.2821357782744417	0.23751489822693383	0.2644838471381721	0.3822138780212462	0.268209173179402	0.2680848235662712	0.28618319092407796	0.3100325964817941	0.32087166933987826	0.2962125683297954	0.24978948784747956	0.28276074866113726	0.2893881682008179	0.3211602323559389	0.3041300389684177	0.29283095091118294	0.3034450409603789	0.2767388836548474	0.3050307680042944	0.2572280337879465	0.2572560316317337	0.2200768480832417	0.0	0.2954641629289071	0.39363592658479857	0.4677961623779569	0.2489120056630164	0.25260538623818446	0.2904469808068103	0.2999011600980336	0.3096027575696506	0.27681085580462383	0.3140162882640991	0.2508287439099045	0.2479447666866781	0.2779635479230427	0.263456445648413	0.25585701172578956	0.25710414361961176	0.27809606469189685	0.24934985658931835	0.25626958493239144	0.27864694047891797	0.4130431667579782	0.379505356526327	0.25310472027842557	0.2837871184985476	0.3116582223947622	0.2965062604359305	0.28517683046197667	0.31580250854806763	0.2888177397718605	0.2692635562038158	0.3029712280913979	0.29131946686671767	0.28782461650313473	0.23803434122563094	0.3061083485989581	0.2587404330313454	0.2915330443129465	0.26095772924346655	0.3075601814579803	0.32782511383689605
F14H1A	0.34856952199094016	0.3393589492845203	0.2895198212519179	0.3061920064437377	0.3375990032460303	0.25840214848075294	0.31416987010833686	0.36641388094474947	0.3340901105103527	0.2632081741969323	0.3075416466694696	0.26292076662196173	0.28988971553320003	0.4076197464162741	0.29361504157442997	0.2934906919612992	0.3115890593191059	0.33543846487682205	0.3462775377349062	0.3216184367248233	0.2751953562425075	0.3081666170561652	0.31479403659584587	0.34656610075096683	0.3295359073634456	0.3182368193062109	0.32885090935540684	0.3021447520498753	0.3304366363993223	0.2826339021829744	0.2826619000267616	0.24548271647826964	0.2954641629289071	0.0	0.4190417949798265	0.49320203077298486	0.2743178740580443	0.2780112546332124	0.3158528492018382	0.3253070284930615	0.3350086259646785	0.3022167241996518	0.339422156659127	0.27623461230493246	0.273350635081706	0.30336941631807063	0.28886231404344087	0.28126288012081746	0.2825100120146397	0.30350193308692475	0.2747557249843463	0.2816754533274194	0.3040528088739459	0.43844903515300615	0.4049112249213549	0.27851058867345346	0.30919298689357555	0.33706409078979016	0.3219121288309584	0.3105826988570046	0.3412083769430956	0.31422360816688844	0.29466942459884377	0.3283770964864259	0.31672533526174557	0.3132304848981627	0.26344020962065884	0.331514216993986	0.2841463014263733	0.3169389127079745	0.2863635976384945	0.33296604985300826	0.353230982231924
S9H1	0.3838758951419877	0.37466532243556794	0.32482619440296545	0.34149837959478524	0.3729053763970779	0.29370852163180056	0.3494762432593844	0.4017202540957971	0.3693964836614003	0.29851454734797994	0.34284801982051716	0.29822713977300935	0.32519608868424765	0.4429261195673217	0.32892141472547753	0.32879706511234674	0.3468954324701535	0.3707448380278696	0.3815839108859538	0.35692480987587094	0.3105017293935551	0.3434729902072128	0.35010040974689344	0.3818724739020144	0.3648422805144932	0.35354319245725846	0.3641572825064544	0.3374511252009229	0.3657430095503699	0.317940275334022	0.31796827317780924	0.2960645216085629	0.39363592658479857	0.4190417949798265	0.0	0.3518451787186401	0.30059877775189175	0.3042921583270598	0.3511592223528858	0.36061340164410904	0.37031499911572613	0.33752309735069935	0.3747285298101746	0.31154098545598	0.3086570082327536	0.33867578946911825	0.32416868719448844	0.3165692532718651	0.3178163851656873	0.3388083062379723	0.31006209813539387	0.31698182647846695	0.3393591820249935	0.4737554083040537	0.4402175980724025	0.3138169618245011	0.3444993600446231	0.3723704639408377	0.357218501982006	0.3458890720080522	0.37651475009414315	0.349529981317936	0.32997579774989133	0.36368346963747344	0.3520317084127932	0.34853685804921025	0.29874658277170646	0.36682059014503354	0.3194526745774209	0.35224528585902204	0.32166997078954207	0.3682724230040558	0.38853735538297157
S3Hp	0.45803613093514606	0.4488255582287263	0.3989864301961238	0.4156586153879436	0.4470656121902362	0.3678687574249589	0.42363647905254276	0.4758804898889554	0.44355671945455866	0.3726747831411383	0.4170082556136755	0.3723873755661677	0.399356324477406	0.5170863553604801	0.40308165051863587	0.4029573009055051	0.4210556682633118	0.44490507382102795	0.4557441466791121	0.4310850456690293	0.3846619651867134	0.4176332260003711	0.4242606455400518	0.45603270969517273	0.4390025163076515	0.4277034282504168	0.43831751829961274	0.41161136099408124	0.43990324534352826	0.39210051112718036	0.39212850897096757	0.3702247574017212	0.4677961623779569	0.49320203077298486	0.3518451787186401	0.0	0.3747590135450501	0.37845239412021814	0.42531945814604416	0.4347736374372674	0.44447523490888446	0.4116833331438577	0.44888876560333296	0.38570122124913836	0.38281724402591194	0.4128360252622766	0.39832892298764677	0.3907294890650234	0.3919766209588456	0.41296854203113065	0.3842223339285522	0.3911420622716253	0.4135194178181518	0.547915644097212	0.5143778338655609	0.3879771976176594	0.41865959583778145	0.44653069973399606	0.43137873777516433	0.4200493078012105	0.4506749858873015	0.42369021711109434	0.40413603354304967	0.4378437054306318	0.4261919442059515	0.4226970938423686	0.3729068185648648	0.4409808259381919	0.3936129103705792	0.4264055216521804	0.3958302065827004	0.44243265879721416	0.4626975911761299
f7pp	0.23915197422020557	0.22994140151378573	0.1801022734811833	0.19677445867300306	0.22818145547529575	0.1489846007100184	0.20475232233760227	0.25699633317401493	0.22467256273961814	0.15379062642619779	0.19812409889873503	0.1535032188512272	0.18047216776246547	0.29820219864553954	0.18419749380369538	0.18407314419056459	0.20217151154837132	0.22602091710608746	0.23685998996417162	0.21220088895408878	0.16577780847177293	0.19874906928543062	0.20537648882511128	0.23714855298023224	0.22011835959271106	0.2088192715354763	0.21943336158467225	0.19272720427914075	0.22101908862858777	0.17321635441223987	0.17324435225602708	0.15134060068678076	0.2489120056630164	0.2743178740580443	0.30059877775189175	0.3747590135450501	0.0	0.12767293999072696	0.20643530143110367	0.21588948072232692	0.22559107819394397	0.1927991764289172	0.23000460888839247	0.16681706453419787	0.16393308731097145	0.19395186854733606	0.1794447662727063	0.17184533235008292	0.17309246424390512	0.19408438531619018	0.16533817721361171	0.1722579055566848	0.19463526110321133	0.32903148738227156	0.29549367715062036	0.16909304090271893	0.19977543912284096	0.22764654301905557	0.21249458106022384	0.20116515108627003	0.231790829172361	0.20480606039615384	0.18525187682810917	0.2189595487156913	0.20730778749101103	0.2038129371274281	0.1540226618499243	0.2220966692232514	0.17472875365563872	0.20752136493723988	0.1769460498677599	0.22354850208227364	0.24381343446118936
w18pp	0.2428453547953736	0.23363478208895377	0.18379565405635134	0.2004678392481711	0.2318748360504638	0.15267798128518645	0.20844570291277031	0.260689713749183	0.22836594331478619	0.15748400700136583	0.20181747947390308	0.15719659942639524	0.18416554833763352	0.3018955792207076	0.18789087437886343	0.18776652476573263	0.20586489212353937	0.2297142976812555	0.24055337053933967	0.21589426952925683	0.16947118904694097	0.20244244986059867	0.20906986940027933	0.2408419335554003	0.2238117401678791	0.21251265211064435	0.2231267421598403	0.1964205848543088	0.22471246920375582	0.17690973498740792	0.17693773283119513	0.1550339812619488	0.25260538623818446	0.2780112546332124	0.3042921583270598	0.37845239412021814	0.12767293999072696	0.0	0.21012868200627172	0.21958286129749496	0.22928445876911202	0.19649255700408524	0.23369798946356052	0.17051044510936592	0.1676264678861395	0.1976452491225041	0.18313814684787436	0.17553871292525097	0.17678584481907317	0.19777776589135823	0.16903155778877976	0.17595128613185285	0.19832864167837938	0.3327248679574396	0.2991870577257884	0.17278642147788698	0.203468819698009	0.23133992359422362	0.2161879616353919	0.20485853166143808	0.23548420974752904	0.2084994409713219	0.18894525740327722	0.22265292929085934	0.21100116806617908	0.20750631770259614	0.15771604242509235	0.22579004979841943	0.17842213423080677	0.21121474551240793	0.18063943044292796	0.2272418826574417	0.2475068150363574
s30pp	0.26021708784629843	0.2510065151398786	0.2011673871072762	0.21783957229909595	0.24924656910138862	0.17004971433611127	0.22581743596369513	0.2780614468001078	0.245737676365711	0.17485574005229065	0.2191892125248279	0.17456833247732007	0.20816028534985545	0.3258903162329295	0.21188561139108536	0.21176126177795457	0.2298596291357613	0.25370903469347744	0.2645481075515616	0.23988900654147877	0.1934659260591629	0.2264371868728206	0.23306460641250126	0.2648366705676222	0.24780647718010104	0.23650738912286629	0.24712147917206223	0.22041532186653073	0.24870720621597775	0.20090447199962985	0.20093246984341706	0.19287557583057466	0.2904469808068103	0.3158528492018382	0.3511592223528858	0.42531945814604416	0.20643530143110367	0.21012868200627172	0.0	0.1292252889118009	0.1784318112716794	0.14563990950665262	0.20684249389716472	0.14365494954297012	0.14077097231974367	0.1707897535561083	0.17259433582433542	0.17792537909191564	0.17917251098573783	0.2001644320580229	0.17141822395544443	0.1783379522985175	0.20071530784504404	0.3351115341241043	0.30157372389245307	0.17517308764455164	0.20585548586467367	0.23372658976088828	0.21857462780205655	0.20724519782810275	0.2378708759141937	0.21718034478467788	0.19762616121663323	0.2313338331042153	0.21968207187953503	0.21618722151595215	0.17508777547601717	0.24316178284934428	0.19579386728173162	0.22858647856333275	0.19801116349385278	0.24461361570836654	0.2648785480872823
f22ppA	0.2696712671375217	0.26046069443110187	0.21062156639849944	0.2272937515903192	0.25870074839261187	0.1795038936273345	0.23527161525491838	0.2875156260913311	0.25519185565693425	0.18430991934351387	0.22864339181605114	0.18402251176854328	0.2176144646410787	0.3353444955241528	0.22133979068230863	0.22121544106917784	0.23931380842698458	0.26316321398470066	0.2740022868427848	0.249343185832702	0.20292010535038618	0.23589136616404385	0.24251878570372454	0.27429084985884544	0.2572606564713243	0.24596156841408956	0.25657565846328545	0.22986950115775395	0.258161385507201	0.21035865129085307	0.2103866491346403	0.2023297551217979	0.2999011600980336	0.3253070284930615	0.36061340164410904	0.4347736374372674	0.21588948072232692	0.21958286129749496	0.1292252889118009	0.0	0.18788599056290262	0.1550940887978759	0.21629667318838797	0.15310912883419336	0.15022515161096692	0.18024393284733153	0.18204851511555867	0.18737955838313888	0.1886266902769611	0.20961861134924614	0.18087240324666767	0.18779213158974076	0.2101694871362673	0.34456571341532755	0.31102790318367635	0.18462726693577486	0.21530966515589692	0.24318076905211153	0.22802880709327977	0.21669937711932602	0.24732505520541695	0.22663452407590112	0.20708034050785645	0.24078801239543857	0.2291362511707583	0.22564140080717537	0.18454195476724042	0.25261596214056753	0.20524804657295487	0.238040657854556	0.20746534278507603	0.2540677949995898	0.2743327273785055
