	f15pp	f12ppA	f17ppA	f30pp	f4pp	f7pp	f3pp	f21pp	S20H1	f18pp	f25pp	f32pp	w30pp	f20ppB	f23ppB	f14ppB	f14ppA	w3pp	w14pp	f19pp	w16pp	w8pp	w4pp	w25pp	w17pp	w27pp	w15pp	w1pp	w19pp	w13pp	f16ppA	w18pp	f12ppB	f17ppB	f26pp	S18H1	f29pp	f10pp	f1pp	f2pp	f28pp	f6ppB	f16ppB	f22ppA	f13pp	s16pp	w9pp
f16ppA	0.30592539452046075	0.2931451034827359	0.26927165870862535	0.37465847054637147	0.3134915233921309	0.30362638253939966	0.28985858815540433	0.33234304010467175	0.415213648618278	0.33066442567648013	0.3588093384417055	0.3272898902163262	0.44286870648280363	0.35346274663426863	0.3917089207792761	0.34489561318088224	0.2136911030365774	0.1983608633447522	0.30545756594699436	0.2974030487399557	0.3535794377061695	0.3160257472189652	0.4205244066272066	0.42638906172552227	0.3389124096597968	0.4792844747576195	0.4114742797677129	0.31609049821991897	0.32219721008387686	0.3439987941849753	0.0	0.30814909364822457	0.3000597950268351	0.3600784340912281	0.21429436107347402	0.3830973503877658	0.30223183466886694	0.37564194064352596	0.2974734614131524	0.260886931190859	0.3358461489714125	0.3506114821578552	0.3203090978637385	0.35338001185234746	0.32966396072593007	0.42516095582085756	0.4029113049349197
w18pp	0.3560404100377341	0.3432601190000092	0.31938667422589867	0.42477348606364473	0.3636065389094042	0.353741398056673	0.33997360367267765	0.38245805562194507	0.4653286641355513	0.38077944119375345	0.4089243539589788	0.3774049057335995	0.49298372200007695	0.40357776215154195	0.4418239362965495	0.3950106286981556	0.2638061185538507	0.24847587886202552	0.3555725814642677	0.347518064257229	0.40369445322344283	0.3661407627362385	0.47063942214447985	0.47650407724279564	0.3890274251770701	0.5293994902748929	0.46158929528498627	0.3662055137371923	0.3723122256011502	0.39411380970224863	0.30814909364822457	0.0	0.3501748105441085	0.41019344960850135	0.26440937659074737	0.4332123659050392	0.3523468501861402	0.42575695616079934	0.3475884769304257	0.3110019467081323	0.3859611644886858	0.4007264976751286	0.3704241133810118	0.4034950273696208	0.3797789762432034	0.4752759713381309	0.4530263204521931
f12ppB	0.3330862025238924	0.32030591148616755	0.296432466712057	0.4018192785498031	0.34065233139556256	0.3307871905428313	0.31701939615883595	0.35950384810810343	0.4423744566217096	0.3578252336799118	0.38597014644513716	0.35445069821975783	0.4700295144862353	0.38062355463770026	0.4188697287827078	0.3720564211843139	0.24085191104000905	0.22552167134818385	0.33261837395042604	0.32456385674338734	0.3807402457096012	0.3431865552223968	0.4476852146306382	0.45354986972895395	0.3660732176632284	0.5064452827610512	0.43863508777114457	0.34325130622335065	0.3493580180873085	0.37115960218840693	0.3000597950268351	0.3501748105441085	0.0	0.34302981504784047	0.2309050779159103	0.4102581583911975	0.32939264267229856	0.40280274864695764	0.324634269416584	0.2880477391942906	0.36300695697484414	0.3777722901612869	0.34746990586717014	0.3805408198557791	0.3568247687293617	0.4523217638242892	0.4300721129383514
f17ppB	0.3931048415882854	0.38032455055056047	0.35645110577644995	0.461837917614196	0.4006709704599555	0.39080582960722426	0.37703803522322893	0.41952248717249635	0.5023930956861026	0.41784387274430473	0.4459887855095301	0.4144693372841508	0.5300481535506283	0.44064219370209323	0.47888836784710076	0.4320750602487069	0.300870550104402	0.28554031041257677	0.3926370130148189	0.38458249580778026	0.44075888477399405	0.4032051942867898	0.5077038536950311	0.5135685087933468	0.4260918567276214	0.5664639218254441	0.4986537268355375	0.4032699452877435	0.40937665715170146	0.4311782412527999	0.3600784340912281	0.41019344960850135	0.34302981504784047	0.0	0.2909237169803032	0.4702767974555904	0.3894112817366915	0.46282138771135056	0.384652908480977	0.34806637825868353	0.42302559603923706	0.4377909292256798	0.40748854493156306	0.44055945892017206	0.41684340779375467	0.5123404028886822	0.4900907520027444
f26pp	0.24732076857053134	0.2345404775328065	0.21066703275869592	0.31605384459644204	0.2548868974422015	0.24502175658947023	0.2312539622054749	0.2737384141547423	0.3566090226683486	0.2720597997265507	0.30020471249177605	0.26868526426639683	0.3842640805328742	0.29485812068433925	0.3331042948293467	0.28629098723095286	0.155086477086648	0.13975623739482274	0.24685293999706492	0.23879842279002622	0.2949748117562401	0.25742112126903577	0.3619197806772771	0.36778443577559283	0.28030778370986736	0.42067984880769005	0.35286965381778346	0.25748587226998954	0.2635925841339474	0.2853941682350459	0.21429436107347402	0.26440937659074737	0.2309050779159103	0.2909237169803032	0.0	0.3244927244378364	0.24362720871893748	0.31703731469359653	0.23886883546322296	0.20228230524092955	0.2772415230214831	0.2920068562079258	0.2617044719138091	0.29477538590241803	0.27105933477600064	0.3665563298709281	0.34430667898499034
S18H1	0.3521198948757964	0.3393396038380716	0.31546615906396097	0.4208529709017071	0.35968602374746655	0.3498208828947353	0.33605308851073995	0.3785375404600074	0.4614081489736136	0.3768589260318158	0.40500383879704116	0.37348439057166183	0.4890632068381393	0.39965724698960425	0.4379034211346118	0.3910901135362179	0.2598856033919131	0.28163955042139327	0.38873625302363546	0.38068173581659676	0.4368581247828106	0.39930443429560625	0.5038030937038476	0.5096677488021634	0.42219109673643784	0.5625631618342606	0.494752966844354	0.39936918529656007	0.4054758971605179	0.42727748126161635	0.3830973503877658	0.4332123659050392	0.4102581583911975	0.4702767974555904	0.3244927244378364	0.0	0.26853397897152637	0.41154408466342207	0.3333756054330485	0.29678907521075504	0.38204064932674814	0.3968059825131909	0.36650359821907413	0.39957451220768314	0.37585846108126575	0.47135545617619323	0.44910580529025546
f29pp	0.27125437915689743	0.2584740881191726	0.23460064334506203	0.33998745518280815	0.2788205080285676	0.26895536717583635	0.255187572791841	0.29767202474110843	0.3805426332547147	0.2959934103129168	0.32413832307814217	0.29261887485276294	0.4081976911192403	0.31879173127070537	0.35703790541571284	0.310224597817319	0.1790200876730141	0.20077403470249433	0.30787073730473646	0.2998162200976978	0.3559926090639116	0.31843891857670736	0.4229375779849487	0.42880223308326443	0.34132558101753896	0.48169764611536164	0.41388745112545505	0.3185036695776611	0.324610381441619	0.34641196554271747	0.30223183466886694	0.3523468501861402	0.32939264267229856	0.3894112817366915	0.24362720871893748	0.26853397897152637	0.0	0.33067856894452313	0.25251008971414957	0.2159235594918561	0.3011751336078492	0.31594046679429194	0.2856380825001752	0.31870899648878415	0.29499294536236675	0.39048994045729424	0.36824028957135646
f10pp	0.34466448513155656	0.3318841940938317	0.3080107493197211	0.41339756115746723	0.3522306140032267	0.3423654731504954	0.3285976787665001	0.37108213071576757	0.45395273922937374	0.36940351628757595	0.3975484290528013	0.36602898082742197	0.48160779709389945	0.3922018372453644	0.4304480113903719	0.38363470379197806	0.2524301936476732	0.2741841406771534	0.3812808432793956	0.3732263260723569	0.42940271503857075	0.3918490245513664	0.49634768395960777	0.5022123390579235	0.414735686992198	0.5551077520900207	0.48729755710011413	0.3919137755523202	0.39802048741627805	0.4198220715173765	0.37564194064352596	0.42575695616079934	0.40280274864695764	0.46282138771135056	0.31703731469359653	0.41154408466342207	0.33067856894452313	0.0	0.2678786969436267	0.26001775449749887	0.3745852395825083	0.389350572768951	0.3590481884748343	0.3921191024634432	0.36840305133702583	0.4639000464319533	0.44165039554601554
f1pp	0.26649600590118294	0.2537157148634581	0.22984227008934754	0.33522908192709366	0.27406213477285307	0.26419699392012186	0.2504291995361265	0.29291365148539394	0.37578425999900017	0.29123503705720233	0.3193799498224277	0.2878605015970484	0.4034393178635258	0.3140333580149908	0.3522795321599983	0.30546622456160444	0.1742617144172996	0.19601566144677982	0.303112364049022	0.29505784684198333	0.3512342358081971	0.3136805453209928	0.4181792047292342	0.4240438598275499	0.3365672077618244	0.4769392728596471	0.4091290778697405	0.3137452963219466	0.3198520081859045	0.3416535922870029	0.2974734614131524	0.3475884769304257	0.324634269416584	0.384652908480977	0.23886883546322296	0.3333756054330485	0.25251008971414957	0.2678786969436267	0.0	0.1818492752671253	0.2964167603521347	0.3111820935385774	0.2808797092444607	0.31395062323306966	0.29023457210665227	0.38573156720157975	0.363481916315642
f2pp	0.22990947567888956	0.2171291846411647	0.19325573986705413	0.29864255170480025	0.23747560455055972	0.22761046369782845	0.2138426693138331	0.25632712126310053	0.3391977297767068	0.2546485068349089	0.28279341960013427	0.25127397137475505	0.3668527876412324	0.27744682779269747	0.31569300193770494	0.2688796943393111	0.13767518419500618	0.15942913122448638	0.26652583382672856	0.25847131661968986	0.3146477055859037	0.2770940150986994	0.38159267450694073	0.3874573296052565	0.299980677539531	0.4403527426373537	0.3725425476474471	0.2771587660996532	0.28326547796361107	0.3050670620647095	0.260886931190859	0.3110019467081323	0.2880477391942906	0.34806637825868353	0.20228230524092955	0.29678907521075504	0.2159235594918561	0.26001775449749887	0.1818492752671253	0.0	0.2598302301298413	0.27459556331628404	0.2442931790221673	0.27736409301077625	0.25364804188435885	0.34914503697928634	0.32689538609334856
f28pp	0.2805443305820059	0.2677640395442811	0.2438905947701705	0.3492774066079166	0.2881104594536761	0.2782453186009448	0.2644775242169495	0.3069619761662169	0.3898325846798232	0.3052833617380253	0.33342827450325063	0.3019088262778714	0.4174876425443488	0.32808168269581384	0.3663278568408213	0.31951454924242745	0.18831203909912264	0.23438834900503994	0.34148505160728204	0.3334305344002434	0.3896069233664572	0.35205323287925294	0.45655189228749427	0.46241654738581	0.37493989532008454	0.5153119604179073	0.44750176542800063	0.35211798388020665	0.3582246957441646	0.38002627984526305	0.3358461489714125	0.3859611644886858	0.36300695697484414	0.42302559603923706	0.2772415230214831	0.38204064932674814	0.3011751336078492	0.3745852395825083	0.2964167603521347	0.2598302301298413	0.0	0.2889062672985781	0.25860388300446135	0.3279989479138926	0.3042828967874752	0.3997798918824027	0.3775302409964649
f6ppB	0.2953096637684487	0.2825293727307238	0.25865592795661324	0.36404273979435936	0.3028757926401188	0.29301065178738755	0.2792428574033922	0.3217273093526597	0.40459791786626587	0.3200486949244681	0.34819360768969343	0.3166741594643141	0.4322529757307916	0.3428470158822565	0.38109319002726405	0.3342798824288702	0.20307737228556538	0.24915368219148268	0.35625038479372484	0.34819586758668614	0.4043722565529	0.36681856606569563	0.471317225473937	0.47718188057225275	0.3897052285065272	0.53007729360435	0.4622670986144434	0.36688331706664945	0.3729900289306073	0.39479161303170573	0.3506114821578552	0.4007264976751286	0.3777722901612869	0.4377909292256798	0.2920068562079258	0.3968059825131909	0.31594046679429194	0.389350572768951	0.3111820935385774	0.27459556331628404	0.2889062672985781	0.0	0.23859793259539225	0.34276428110033536	0.31904822997391796	0.41454522506884545	0.39229557418290767
f16ppB	0.2650072794743319	0.25222698843660707	0.2283535436624965	0.3337403555002426	0.2725734083460021	0.2627082674932708	0.24894047310927547	0.2914249250585429	0.3742955335721492	0.2897463106303513	0.3178912233955766	0.2863717751701974	0.4019505914366748	0.31254463158813983	0.3507908057331473	0.30397749813475344	0.17277498799144864	0.21885129789736593	0.32594800049960804	0.3178934832925694	0.3740698722587832	0.33651618177157894	0.44101484117982026	0.446879496278136	0.35940284421241053	0.4997749093102332	0.4319647143203266	0.33658093277253265	0.3426876446364906	0.36448922873758904	0.3203090978637385	0.3704241133810118	0.34746990586717014	0.40748854493156306	0.2617044719138091	0.36650359821907413	0.2856380825001752	0.3590481884748343	0.2808797092444607	0.2442931790221673	0.25860388300446135	0.23859793259539225	0.0	0.3124618968062186	0.2887458456798012	0.3842428407747287	0.3619931898887909
f22ppA	0.2228134968749055	0.22988409218231448	0.22120752512068861	0.3505058970122133	0.2893389498579727	0.2794738090052415	0.2657060146212462	0.30819046657051363	0.39106107508411986	0.306511852142322	0.33465676490754737	0.30313731668216803	0.4187161329486455	0.32931017310011046	0.367556347245118	0.3207430396467241	0.2058459019800576	0.2519222118859749	0.359018914488217	0.35096439728117834	0.4071407862473922	0.3695870957601879	0.47408575516842927	0.479950410266745	0.3924737582010195	0.5328458232988422	0.46503562830893563	0.3696518467611416	0.37575855862509955	0.397560142726198	0.35338001185234746	0.4034950273696208	0.3805408198557791	0.44055945892017206	0.29477538590241803	0.39957451220768314	0.31870899648878415	0.3921191024634432	0.31395062323306966	0.27736409301077625	0.3279989479138926	0.34276428110033536	0.3124618968062186	0.0	0.19713047936100997	0.3420490581753023	0.3197994072893645
f13pp	0.19909744574848814	0.2061680410558971	0.19749147399427125	0.3267898458857959	0.26562289873155537	0.2557577578788241	0.24198996349482882	0.28447441544409624	0.36734502395770247	0.2827958010159046	0.31094071378113	0.2794212655557507	0.3950000818222281	0.3055941219736931	0.3438402961187006	0.29702698852030673	0.1821298508536402	0.22820616075955752	0.33530286336179965	0.32724834615476095	0.3834247351209748	0.3458710446337705	0.4503697040420119	0.4562343591403276	0.3687577070746021	0.5091297721724248	0.44131957718251824	0.34593579563472426	0.35204250749868216	0.3738440915997806	0.32966396072593007	0.3797789762432034	0.3568247687293617	0.41684340779375467	0.27105933477600064	0.37585846108126575	0.29499294536236675	0.36840305133702583	0.29023457210665227	0.25364804188435885	0.3042828967874752	0.31904822997391796	0.2887458456798012	0.19713047936100997	0.0	0.3183330070488849	0.2960833561629471
s16pp	0.2744317678317457	0.3016650361508246	0.29298846908919873	0.4222868409807234	0.3611198938264828	0.3512547529737516	0.3374869585897563	0.3799714105390237	0.46284201905262995	0.3782927961108321	0.40643770887605746	0.3749182606506781	0.4904970769171556	0.40109111706862055	0.4393372912136281	0.3925239836152342	0.2776268459485677	0.323703155854485	0.4307998584567271	0.42274534124968843	0.4789217302159023	0.441368039728698	0.5458666991369394	0.5517313542352551	0.4642547021695296	0.6046267672673523	0.5368165722774457	0.4414327907296517	0.44753950259360964	0.4693410866947081	0.42516095582085756	0.4752759713381309	0.4523217638242892	0.5123404028886822	0.3665563298709281	0.47135545617619323	0.39048994045729424	0.4639000464319533	0.38573156720157975	0.34914503697928634	0.3997798918824027	0.41454522506884545	0.3842428407747287	0.3420490581753023	0.3183330070488849	0.0	0.37141767824620475
w9pp	0.20798703294997004	0.2794153852648868	0.27073881820326096	0.4000371900947856	0.338870242940545	0.3290051020878138	0.3152373077038185	0.35772175965308595	0.44059236816669217	0.35604314522489433	0.3841880579901197	0.35266860976474035	0.46824742603121783	0.3788414661826828	0.4170876403276903	0.37027433272929644	0.2553771950626299	0.3014535049685472	0.4085502075707893	0.40049569036375066	0.4566720793299645	0.41911838884276015	0.5236170482510016	0.5294817033493173	0.4420050512835918	0.5823771163814145	0.514566921391508	0.4191831398437139	0.42528985170767186	0.4470914358087703	0.4029113049349197	0.4530263204521931	0.4300721129383514	0.4900907520027444	0.34430667898499034	0.44910580529025546	0.36824028957135646	0.44165039554601554	0.363481916315642	0.32689538609334856	0.3775302409964649	0.39229557418290767	0.3619931898887909	0.3197994072893645	0.2960833561629471	0.37141767824620475	0.0
