	31749	F8H1	S2Hp	F7H1	530075	530055	530167	31328	31750	31300	F6H1	s24H1	S12Hp	s24pp	S17H1	S4Hp	530394	31519	31723	31766	S29H1	530295	530258	S6Hp	s32pp	S25Hp	s12pp	s10pp	s21pp	s25pp	s6pp	31232	31452	S11Hp	530451	530331	S27H1	S9H1	S8Hp	s23pp	S7Hp	s14pp	31600	31379	31219	F23HpA	31160	F22HpB	s15pp	S10H1	531414	F16H1	s20pp	530163	s26pp	s28pp	s30pp	S20H1	31333	531424	530364	F14H1A	530368	S30H1	S15Hp	s17pp	F1H1	31450	F22H1A	F29H1	S14Hp	530177	31343	31360	530050	S23Hp	S28Hp	S26Hp	F14H1B	S31Hp	S13Hp	S1Hp	S21H1	31009	S19H1	F32H1	S3Hp	S22Hp
F6H1	0.25573407632203937	0.25214614028673027	0.3158665087650556	0.24222822342201034	0.2273038389981994	0.21119165579986657	0.1560196467583455	0.13835790495352207	0.14401407919887266	0.0759321502407027	0.0	0.07525829329202006	0.13769138662372016	0.1687740891489118	0.2126054983683516	0.16719446335597501	0.21123101484702334	0.21381359162627878	0.22551856016089286	0.22223002915585388	0.23953597024704662	0.24652458953756587	0.24298625548443023	0.2206449680180289	0.22598098023307248	0.11635599957230368	0.21140182839157964	0.1881985311697006	0.2488515866783594	0.18010307094807504	0.17471809275636835	0.19086341026711745	0.21082562538188027	0.2179686242385366	0.2543857727191662	0.19013923419302275	0.17933859306035072	0.1874639661696935	0.15847823597319718	0.19467143138927812	0.14577905230748453	0.20497141046953898	0.18723237847871466	0.1684972078459318	0.164198340319725	0.21429030637360774	0.4961088147760274	1.064117674028174	1.2457616827342446	1.2462638898434253	0.2975905985276043	0.20950140733744307	0.2536997758571464	0.25613209723843794	0.30811439473986885	0.28330027040464156	0.3064739092774855	0.264139663584844	0.2622965431832475	0.2715072181717882	0.264590205613247	0.26168789220652355	0.2515912536554604	0.2194767403357391	0.14180245795786503	0.25357881038587454	0.3061005373723038	0.25997600441495455	0.34251896052231273	0.22196488845415902	0.2188895122702452	0.2283488763268131	0.22525417873983616	0.22624544745097733	0.2504899692968707	0.2592146600522079	0.13171332256348572	0.12919925528472972	0.21206907808130998	0.21330770930900372	0.24326158977233187	0.23740177207772928	0.24056920404724058	0.24606675875557904	0.24165092988789477	0.23635446139344196	0.19528637399266557	0.2389055387667474
s24H1	0.31604312105351756	0.31245518501820846	0.37617555349653387	0.3025372681534886	0.28761288372967764	0.27150070053134484	0.21632869148982375	0.19866694968500032	0.2043231239303509	0.13624119497218096	0.07525829329202006	0.0	0.1980004313551984	0.22908313388039003	0.2729145430998299	0.22750350808745326	0.2715400595785016	0.274122636357757	0.28582760489237113	0.2825390738873321	0.2998450149785249	0.3068336342690441	0.30329530021590845	0.28095401274950715	0.2862900249645507	0.17666504430378194	0.27171087312305786	0.24850757590117883	0.3091606314098376	0.24041211567955328	0.2350271374878466	0.2511724549985957	0.2711346701133585	0.2782776689700148	0.3146948174506444	0.250448278924501	0.23964763779182896	0.24777301090117174	0.21878728070467543	0.25498047612075636	0.20608809703896278	0.26528045520101723	0.2475414232101929	0.22880625257741005	0.22450738505120324	0.274599351105086	0.5564178595075057	1.1244267187596522	1.3060707274657228	1.3065729345749035	0.3578996432590825	0.26981045206892135	0.31400882058862467	0.31644114196991624	0.36842343947134715	0.3436093151361198	0.36678295400896377	0.3244487083163222	0.32260558791472577	0.3318162629032665	0.3248992503447252	0.3219969369380018	0.31190029838693867	0.2797857850672174	0.20211150268934328	0.3138878551173528	0.36640958210378205	0.3202850491464328	0.402828005253791	0.28227393318563726	0.27919855700172347	0.28865792105829136	0.2855632234713144	0.2865544921824556	0.310799014028349	0.3195237047836862	0.192022367294964	0.189508300016208	0.2723781228127882	0.27361675404048197	0.30357063450381017	0.2977108168092075	0.3008782487787188	0.3063758034870573	0.301959974619373	0.2966635061249202	0.2555954187241438	0.2992145834982256
S12Hp	0.22673004626679114	0.223142110231482	0.2868624787098074	0.21322419336676207	0.19829980894295113	0.18218762574461828	0.12701561670309724	0.10935387489827379	0.11501004914362438	0.14352269257216854	0.13769138662372016	0.1980004313551984	0.0	0.08071875052641744	0.12455015974585729	0.0791391247334807	0.12317567622452902	0.12575825300378446	0.13746322153839854	0.13417469053335956	0.15148063162455233	0.15846925091507158	0.15493091686193594	0.1325896293955346	0.13792564161057816	0.04925307013987407	0.14429889895915005	0.12109560173727099	0.1817486572459298	0.11300014151564541	0.10761516332393874	0.1539296864596017	0.17389190157436452	0.18103490043102083	0.21745204891165043	0.15320551038550698	0.14240486925283494	0.1505302423621777	0.12154451216568142	0.15773770758176237	0.10884532849996877	0.16803768666202323	0.1502986546711989	0.13156348403841606	0.12726461651220922	0.18528627631835948	0.4671047847207791	1.0351136439729256	1.2167576526789963	1.217259859788177	0.268586568472356	0.18049737728219478	0.22469574580189816	0.22712806718318967	0.2791103646846206	0.25429624034939324	0.27746987922223726	0.2351356335295957	0.23329251312799923	0.24250318811653993	0.2355861755579987	0.2326838621512753	0.22258722360021213	0.19047271028049084	0.11279842790261674	0.22457478033062625	0.2770965073170555	0.23097197435970626	0.31351493046706447	0.19296085839891075	0.1898854822149969	0.19934484627156485	0.1962501486845879	0.19724141739572904	0.2214859392416224	0.23021062999695963	0.10270929250823746	0.10019522522948146	0.18306504802606172	0.18430367925375546	0.2142575597170836	0.208397742022481	0.2115651739919923	0.21706272870033078	0.21264689983264648	0.20735043133819367	0.1662823439374173	0.20990150871149912
s24pp	0.25781274879198274	0.25422481275667363	0.31794518123499904	0.2443068958919537	0.22938251146814276	0.2132703282698099	0.15809831922828887	0.14043657742346544	0.14609275166881602	0.17460539509736017	0.1687740891489118	0.22908313388039003	0.08071875052641744	0.0	0.1407127205630751	0.0953016855506985	0.1393382370417468	0.14192081382100225	0.15362578235561636	0.15033725135057735	0.16764319244177012	0.17463181173228937	0.17109347767915373	0.14875219021275238	0.15408820242779597	0.0803357726650657	0.17538160148434168	0.15217830426246262	0.21283135977112144	0.14408284404083704	0.13869786584913035	0.18501238898479333	0.20497460409955615	0.21211760295621246	0.24853475143684206	0.1842882129106986	0.17348757177802657	0.18161294488736934	0.15262721469087304	0.188820410106954	0.13992803102516038	0.19912038918721486	0.18138135719639054	0.1626461865636077	0.15834731903740085	0.2163689788435511	0.49818748724597073	1.0661963464981172	1.247840355204188	1.2483425623133686	0.29966927099754764	0.2115800798073864	0.2557784483270898	0.2582107697083813	0.3101930672098122	0.2853789428745849	0.3085525817474289	0.26621833605478734	0.2643752156531909	0.27358589064173156	0.26666887808319034	0.2637665646764669	0.25366992612540373	0.22155541280568247	0.14388113042780837	0.2556574828558179	0.3081792098422471	0.2620546768848979	0.3445976329922561	0.22404356092410238	0.22096818474018853	0.23042754879675648	0.22733285120977953	0.22832411992092067	0.25256864176681404	0.26129333252215126	0.1337919950334291	0.1312779277546731	0.21414775055125335	0.2153863817789471	0.24534026224227523	0.23948044454767262	0.24264787651718392	0.2481454312255224	0.2437296023578381	0.2384331338633853	0.1973650464626089	0.24098421123669075
S17H1	0.3016441580114226	0.2980562219761135	0.36177659045443883	0.2881383051113935	0.2732139206875826	0.25710173748924975	0.20192972844772872	0.18426798664290528	0.18992416088825587	0.2184368043168	0.2126054983683516	0.2729145430998299	0.12455015974585729	0.1407127205630751	0.0	0.09563969815996592	0.13967624965101424	0.14225882643026969	0.15396379496488377	0.1506752639598448	0.16798120505103756	0.1749698243415568	0.17143149028842114	0.14909020282201982	0.15442621503706339	0.12416718188450553	0.2192130107037815	0.19600971348190244	0.2566627689905613	0.1879142532602769	0.1825292750685702	0.22884379820423315	0.24880601331899596	0.2559490121756523	0.29236616065628185	0.22811962213013842	0.21731898099746638	0.22544435410680919	0.19645862391031288	0.2326518193263938	0.18375944024460023	0.2429517984066547	0.22521276641583035	0.20647759578304753	0.2021787282568407	0.26020038806299095	0.5420188964654106	1.110027755717557	1.2916717644236277	1.2921739715328084	0.3435006802169875	0.25541148902682625	0.29960985754652963	0.30204217892782115	0.35402447642925206	0.3292103520940247	0.35238399096686873	0.3100497452742272	0.30820662487263073	0.3174172998611714	0.3105002873026302	0.30759797389590676	0.2975013353448436	0.2653868220251223	0.1877125396472482	0.29948889207525775	0.35201061906168696	0.30588608610433776	0.38842904221169594	0.2678749701435422	0.2647995939596284	0.2742589580161963	0.2711642604292194	0.2721555291403605	0.2964000509862539	0.3051247417415911	0.17762340425286893	0.17510933697411293	0.2579791597706932	0.25921779099838693	0.2891716714617151	0.28331185376711243	0.28647928573662373	0.29197684044496225	0.287561011577278	0.2822645430828251	0.24119645568204875	0.2848156204561306
S4Hp	0.256233122999046	0.2526451869637369	0.31636555544206224	0.24272727009901696	0.227802885675206	0.21169070247687316	0.1565186934353521	0.13885695163052866	0.14451312587587925	0.1730257693044234	0.16719446335597501	0.22750350808745326	0.0791391247334807	0.0953016855506985	0.09563969815996592	0.0	0.06323372637236362	0.06581630315161906	0.07752127168623314	0.07423274068119416	0.09153868177238693	0.09852730106290618	0.09498896700977053	0.07264767954336919	0.07798369175841277	0.07875614687212894	0.1738019756914049	0.15059867846952585	0.2112517339781847	0.1425032182479003	0.1371182400561936	0.18343276319185656	0.20339497830661937	0.2105379771632757	0.2469551256439053	0.18270858711776183	0.1719079459850898	0.1800333190944326	0.1510475888979363	0.18724078431401722	0.13834840523222364	0.19754076339427812	0.17980173140345376	0.16106656077067094	0.1567676932444641	0.21478935305061433	0.496607861453034	1.0646167207051804	1.246260729411251	1.2467629365204318	0.2980896452046109	0.21000045401444967	0.25419882253415305	0.25663114391544456	0.30861344141687547	0.28379931708164813	0.30697295595449214	0.2646387102618506	0.2627955898602541	0.2720062648487948	0.2650892522902536	0.2621869388835302	0.252090300332467	0.21997578701274573	0.14230150463487162	0.2540778570628811	0.30659958404931037	0.2604750510919611	0.3430180071993193	0.2224639351311656	0.2193885589472518	0.22884792300381973	0.22575322541684276	0.22674449412798392	0.2509890159738773	0.2597137067292145	0.13221236924049232	0.12969830196173632	0.21256812475831657	0.21380675598601032	0.24376063644933849	0.23790081875473584	0.24106825072424715	0.24656580543258566	0.24214997656490134	0.23685350807044853	0.19578542066967217	0.239404585443754
530394	0.3002696744900943	0.2966817384547852	0.36040210693311053	0.2867638215900652	0.2718394371662543	0.2557272539679215	0.20055524492640042	0.18289350312157698	0.18854967736692757	0.21706232079547172	0.21123101484702334	0.2715400595785016	0.12317567622452902	0.1393382370417468	0.13967624965101424	0.06323372637236362	0.0	0.022169954484053397	0.03387492301866747	0.030586392013628498	0.04789233310482126	0.05488095239534051	0.051342618342204854	0.02900133087580352	0.0343373430908471	0.12279269836317726	0.21783852718245322	0.1946352299605742	0.255288285469233	0.1865397697389486	0.18115479154724193	0.22746931468290488	0.2474315297976677	0.25457452865432406	0.2909916771349536	0.22674513860881018	0.21594449747613814	0.22406987058548092	0.1950841403889846	0.23127733580506554	0.18238495672327196	0.2415773148853264	0.22383828289450208	0.20510311226171923	0.20080424473551242	0.25882590454166265	0.5406444129440824	1.1086532721962288	1.2902972809022994	1.2907994880114801	0.34212619669565925	0.254037005505498	0.2982353740252014	0.30066769540649285	0.35264999290792376	0.3278358685726965	0.3510095074455405	0.30867526175289894	0.30683214135130243	0.3160428163398431	0.30912580378130194	0.3062234903745785	0.29612685182351534	0.264012338503794	0.18633805612591994	0.29811440855392946	0.3506361355403587	0.30451160258300947	0.38705455869036764	0.26650048662221393	0.26342511043830014	0.2728844744948681	0.2697897769078911	0.27078104561903227	0.2950255674649256	0.3037502582202628	0.17624892073154066	0.17373485345278467	0.2566046762493649	0.25784330747705864	0.2877971879403868	0.2819373702457842	0.2851048022152955	0.290602356923634	0.2861865280559497	0.2808900595614969	0.2398219721607205	0.28344113693480233
31519	0.3028522512693497	0.2992643152340406	0.362984683712366	0.28934639836932063	0.27442201394550975	0.25830983074717695	0.20313782170565586	0.18547607990083242	0.191132254146183	0.21964489757472716	0.21381359162627878	0.274122636357757	0.12575825300378446	0.14192081382100225	0.14225882643026969	0.06581630315161906	0.022169954484053397	0.0	0.022699959764817087	0.01941142875977811	0.036719369851970926	0.04370798914249018	0.04016965508935453	0.028643111832583536	0.03397912404762712	0.12537527514243269	0.22042110396170866	0.19721780673982964	0.25787086224848843	0.18912234651820403	0.18373736832649737	0.23005189146216032	0.25001410657692313	0.2571571054335795	0.29357425391420905	0.22932771538806562	0.21852707425539358	0.22665244736473636	0.19766671716824005	0.23385991258432098	0.1849675335025274	0.24415989166458185	0.22642085967375752	0.20768568904097467	0.20338682151476786	0.2614084813209181	0.5432269897233377	1.1112358489754843	1.292879857681555	1.2933820647907357	0.3447087734749147	0.25661958228475346	0.30081795080445684	0.3032502721857483	0.3552325696871792	0.3304184453519519	0.35359208422479593	0.3112578385321544	0.3094147181305579	0.31862539311909854	0.3117083805605574	0.30880606715383396	0.2987094286027708	0.26659491528304946	0.18892063290517538	0.3006969853331849	0.35321871231961416	0.3070941793622649	0.3896371354696231	0.26908306340146937	0.2660076872175556	0.2754670512741235	0.2723723536871465	0.2733636223982877	0.297608144244181	0.30633283499951824	0.1788314975107961	0.1763174302320401	0.25918725302862033	0.2604258842563141	0.2903797647196422	0.28451994702503963	0.28768737899455094	0.29318493370288945	0.2887691048352051	0.2834726363407523	0.24240454893997593	0.28602371371405777
31723	0.31455721980396384	0.31096928376865474	0.3746896522469801	0.30105136690393475	0.28612698248012386	0.270014799281791	0.21484279024026998	0.19718104843544654	0.20283722268079712	0.23134986610934125	0.22551856016089286	0.28582760489237113	0.13746322153839854	0.15362578235561636	0.15396379496488377	0.07752127168623314	0.03387492301866747	0.022699959764817087	0.0	0.02715235426426291	0.048424338386585	0.05541295767710426	0.05187462362396861	0.040348080367197614	0.045684092582241195	0.1370802436770468	0.23212607249632275	0.2089227752744437	0.26957583078310254	0.20082731505281814	0.19544233686111145	0.2417568599967744	0.26171907511153725	0.26886207396819356	0.3052792224488231	0.24103268392267968	0.23023204279000764	0.23835741589935044	0.20937168570285414	0.24556488111893507	0.19667250203714148	0.25586486019919596	0.2381258282083716	0.2193906575755888	0.21509179004938195	0.2731134498555322	0.5549319582579518	1.1229408175100983	1.304584826216169	1.3050870333253497	0.35641374200952874	0.2683245508193675	0.3125229193390709	0.3149552407203624	0.3669375382217933	0.342123413886566	0.36529705275941	0.32296280706676844	0.321119686665172	0.33033036165371266	0.32341334909517144	0.320511035688448	0.31041439713738483	0.2782998838176636	0.20062560143978947	0.312401953867799	0.3649236808542282	0.318799147896879	0.4013421040042372	0.2807880319360835	0.27771265575216963	0.2871720198087376	0.28407732222176063	0.28506859093290177	0.30931311277879514	0.31803780353413236	0.1905364660454102	0.1880223987666542	0.27089222156323445	0.2721308527909282	0.30208473325425633	0.2962249155596537	0.299392347529165	0.3048899022375035	0.30047407336981924	0.2951776048753664	0.25410951747459	0.2977286822486719
31766	0.31126868879892483	0.30768075276361573	0.3714011212419411	0.29776283589889574	0.28283845147508485	0.26672626827675205	0.21155425923523097	0.19389251743040753	0.19954869167575812	0.22806133510430227	0.22223002915585388	0.2825390738873321	0.13417469053335956	0.15033725135057735	0.1506752639598448	0.07423274068119416	0.030586392013628498	0.01941142875977811	0.02715235426426291	0.0	0.045135807381546024	0.05212442667206528	0.04858609261892963	0.03705954936215864	0.04239556157720222	0.1337917126720078	0.22883754149128377	0.20563424426940474	0.26628729977806354	0.19753878404777914	0.19215380585607247	0.23846832899173542	0.25843054410649824	0.2655735429631546	0.30199069144378415	0.23774415291764073	0.2269435117849687	0.23506888489431146	0.20608315469781516	0.2422763501138961	0.1933839710321025	0.25257632919415696	0.23483729720333263	0.21610212657054978	0.21180325904434297	0.2698249188504932	0.5516434272529129	1.1196522865050593	1.30129629521113	1.3017985023203107	0.3531252110044898	0.26503601981432856	0.30923438833403194	0.3116667097153234	0.3636490072167543	0.338834882881527	0.36200852175437104	0.3196742760617295	0.317831155660133	0.32704183064867365	0.3201248180901325	0.31722250468340907	0.3071258661323459	0.27501135281262457	0.1973370704347505	0.30911342286276	0.36163514984918926	0.31551061689184	0.3980535729991982	0.2774995009310445	0.2744241247471307	0.2838834888036986	0.2807887912167216	0.2817800599278628	0.30602458177375613	0.31474927252909335	0.1872479350403712	0.1847338677616152	0.26760369055819544	0.2688423217858892	0.2987962022492173	0.29293638455461474	0.29610381652412604	0.30160137123246455	0.29718554236478023	0.2918890738703274	0.25082098646955103	0.2944401512436329
S29H1	0.3285746298901176	0.3249866938548085	0.38870706233313385	0.3150687769900885	0.3001443925662776	0.28403220936794477	0.22886020032642374	0.2111984585216003	0.21685463276695088	0.245367276195495	0.23953597024704662	0.2998450149785249	0.15148063162455233	0.16764319244177012	0.16798120505103756	0.09153868177238693	0.04789233310482126	0.036719369851970926	0.048424338386585	0.045135807381546024	0.0	0.029479161708756276	0.025940827655620627	0.054365490453351394	0.059701502668394975	0.15109765376320056	0.24614348258247654	0.22294018536059748	0.2835932408692563	0.2148447251389719	0.2094597469472652	0.2557742700829282	0.275736485197691	0.2828794840543473	0.31929663253497687	0.25505009400883344	0.2442494528761614	0.2523748259855042	0.2233890957890079	0.2595822912050888	0.21068991212329524	0.2698822702853497	0.25214323829452534	0.23340806766174255	0.2291092001355357	0.28713085994168597	0.5689493683441056	1.1369582275962522	1.3186022363023229	1.3191044434115036	0.3704311520956825	0.28234196090552127	0.32654032942522465	0.32897265080651616	0.38095494830794707	0.35614082397271973	0.37931446284556375	0.3369802171529222	0.33513709675132575	0.3443477717398664	0.3374307591813252	0.3345284457746018	0.3244318072235386	0.29231729390381733	0.21464301152594323	0.32641936395395277	0.378941090940382	0.3328165579830328	0.41535951409039096	0.29480544202223724	0.2917300658383234	0.30118942989489134	0.2980947323079144	0.2990860010190555	0.3233305228649489	0.3320552136202861	0.20455387613156395	0.20203980885280795	0.2849096316493882	0.28614826287708195	0.3161021433404101	0.31024232564580745	0.31340975761531875	0.31890731232365727	0.314491483455973	0.30919501496152013	0.26812692756074374	0.31174609233482564
530295	0.3355632491806368	0.3319753131453277	0.3956956816236531	0.3220573962806078	0.30713301185679687	0.291020828658464	0.23584881961694298	0.21818707781211955	0.22384325205747013	0.2523558954860142	0.24652458953756587	0.3068336342690441	0.15846925091507158	0.17463181173228937	0.1749698243415568	0.09852730106290618	0.05488095239534051	0.04370798914249018	0.05541295767710426	0.05212442667206528	0.029479161708756276	0.0	0.00392936550510217	0.06135410974387065	0.06669012195891423	0.1580862730537198	0.2531321018729958	0.22992880465111673	0.29058186015977555	0.22183334442949115	0.21644836623778446	0.2627628893734474	0.2827251044882102	0.28986810334486657	0.32628525182549617	0.2620387132993527	0.25123807216668065	0.25936344527602345	0.23037771507952715	0.2665709104956081	0.2176785314138145	0.276870889575869	0.25913185758504464	0.2403966869522618	0.23609781942605496	0.2941194792322052	0.5759379876346249	1.1439468468867713	1.325590855592842	1.3260930627020227	0.37741977138620175	0.2893305801960405	0.3335289487157439	0.3359612700970354	0.3879435675984663	0.36312944326323904	0.386303082136083	0.34396883644344145	0.34212571604184494	0.35133639103038566	0.34441937847184445	0.34151706506512103	0.3314204265140579	0.2993059131943366	0.22163163081646248	0.33340798324447196	0.3859297102309013	0.339805177273552	0.42234813338091015	0.3017940613127565	0.29871868512884264	0.3081780491854106	0.30508335159843364	0.3060746203095748	0.33031914215546815	0.33904383291080536	0.2115424954220832	0.2090284281433272	0.29189825093990746	0.2931368821676012	0.32309076263092934	0.31723094493632675	0.32039837690583806	0.3258959316141765	0.3214801027464922	0.31618363425203944	0.27511554685126305	0.31873471162534484
530258	0.33202491512750115	0.32843697909219205	0.39215734757051746	0.31851906222747217	0.30359467780366123	0.2874824946053284	0.23231048556380735	0.2146487437589839	0.2203049180043345	0.24881756143287861	0.24298625548443023	0.30329530021590845	0.15493091686193594	0.17109347767915373	0.17143149028842114	0.09498896700977053	0.051342618342204854	0.04016965508935453	0.05187462362396861	0.04858609261892963	0.025940827655620627	0.00392936550510217	0.0	0.057815775690735	0.06315178790577858	0.15454793900058417	0.24959376781986015	0.2263904705979811	0.2870435261066399	0.2182950103763555	0.21291003218464882	0.25922455532031174	0.27918677043507456	0.28632976929173093	0.32274691777236053	0.25850037924621705	0.247699738113545	0.2558251112228878	0.2268393810263915	0.26303257644247247	0.21414019736067885	0.27333255552273333	0.255593523531909	0.23685835289912616	0.23255948537291932	0.2905811451790696	0.5723996535814893	1.1404085128336356	1.3220525215397063	1.322554728648887	0.3738814373330661	0.2857922461429049	0.32999061466260826	0.3324229360438998	0.3844052335453307	0.3595911092101034	0.38276474808294736	0.3404305023903058	0.3385873819887093	0.34779805697725	0.3408810444187088	0.3379787310119854	0.32788209246092226	0.29576757914120094	0.21809329676332684	0.3298696491913363	0.38239137617776564	0.33626684322041633	0.4188097993277745	0.29825572725962085	0.295180351075707	0.30463971513227495	0.301545017545298	0.30253628625643914	0.3267808081023325	0.3355054988576697	0.20800416136894756	0.20549009409019156	0.2883599168867718	0.28959854811446556	0.3195524285777937	0.3136926108831911	0.3168600428527024	0.3223575975610409	0.31794176869335655	0.3126453001989038	0.2715772127981274	0.3151963775722092
S6Hp	0.30968362766109986	0.30609569162579076	0.3698160601041161	0.29617777476107077	0.2812533903372599	0.2651412071389271	0.209969198097406	0.19230745629258256	0.19796363053793314	0.2264762739664773	0.2206449680180289	0.28095401274950715	0.1325896293955346	0.14875219021275238	0.14909020282201982	0.07264767954336919	0.02900133087580352	0.028643111832583536	0.040348080367197614	0.03705954936215864	0.054365490453351394	0.06135410974387065	0.057815775690735	0.0	0.005338012216043638	0.13220665153418282	0.2272524803534588	0.20404918313157977	0.26470223864023856	0.19595372290995416	0.1905687447182475	0.23688326785391045	0.25684548296867327	0.26398848182532964	0.3004056303059592	0.23615909177981576	0.22535845064714372	0.2334838237564865	0.20449809355999019	0.24069128897607112	0.19179890989427753	0.250991268056332	0.23325223606550766	0.2145170654327248	0.210218197906518	0.26823985771266823	0.550058366115088	1.1180672253672344	1.299711234073305	1.3002134411824857	0.3515401498666648	0.2634509586765036	0.30764932719620697	0.3100816485774984	0.36206394607892933	0.33724982174370205	0.36042346061654607	0.3180892149239045	0.316246094522308	0.3254567695108487	0.3185397569523075	0.3156374435455841	0.3055408049945209	0.2734262916747996	0.19575200929692552	0.30752836172493503	0.3600500887113643	0.31392555575401504	0.3964685118613732	0.2759144397932195	0.2728390636093057	0.28229842766587365	0.27920373007889665	0.28019499879003784	0.30443952063593116	0.3131642113912684	0.18566287390254624	0.18314880662379024	0.26601862942037047	0.2672572606480642	0.29721114111139235	0.29135132341678976	0.29451875538630107	0.3000163100946396	0.29560048122695526	0.29030401273250245	0.24923592533172606	0.2928550901058079
s32pp	0.3150196398761434	0.3114317038408343	0.3751520723191597	0.3015137869761144	0.2865894025523035	0.2704772193539706	0.2153052103124496	0.19764346850762615	0.20329964275297674	0.23181228618152086	0.22598098023307248	0.2862900249645507	0.13792564161057816	0.15408820242779597	0.15442621503706339	0.07798369175841277	0.0343373430908471	0.03397912404762712	0.045684092582241195	0.04239556157720222	0.059701502668394975	0.06669012195891423	0.06315178790577858	0.005338012216043638	0.0	0.1375426637492264	0.2325884925685024	0.20938519534662334	0.27003825085528216	0.20128973512499776	0.19590475693329107	0.24221928006895402	0.2621814951837168	0.2693244940403732	0.3057416425210028	0.2414951039948593	0.23069446286218726	0.23881983597153006	0.20983410577503375	0.24602730119111468	0.1971349221093211	0.2563272802713756	0.23858824828055122	0.2198530776477684	0.21555421012156156	0.2735758699277118	0.5553943783301315	1.123403237582278	1.3050472462883487	1.3055494533975294	0.35687616208170836	0.26878697089154713	0.3129853394112505	0.315417660792542	0.36739995829397293	0.34258583395874564	0.3657594728315896	0.32342522713894806	0.32158210673735155	0.33079278172589227	0.32387576916735106	0.32097345576062764	0.3108768172095645	0.2787623038898432	0.20108802151196908	0.31286437393997857	0.3653861009264079	0.3192615679690586	0.40180452407641676	0.2812504520082631	0.27817507582434925	0.2876344398809172	0.28453974229394025	0.2855310110050814	0.30977553285097476	0.31850022360631197	0.1909988861175898	0.1884848188388338	0.27135464163541406	0.2725932728631078	0.30254715332643595	0.29668733563183336	0.29985476760134466	0.3053523223096831	0.3009364934419988	0.29564002494754604	0.25457193754676966	0.29819110232085144
S25Hp	0.20539465921537467	0.20180672318006554	0.26552709165839095	0.1918888063153456	0.17696442189153466	0.1608522386932018	0.10568022965168077	0.08801848784685733	0.09367466209220791	0.12218730552075206	0.11635599957230368	0.17666504430378194	0.04925307013987407	0.0803357726650657	0.12416718188450553	0.07875614687212894	0.12279269836317726	0.12537527514243269	0.1370802436770468	0.1337917126720078	0.15109765376320056	0.1580862730537198	0.15454793900058417	0.13220665153418282	0.1375426637492264	0.0	0.10151098851020128	0.07830769128832224	0.13896074679698106	0.07021223106669666	0.06482725287498999	0.13259429940818523	0.15255651452294805	0.15969951337960436	0.19611666186023397	0.1318701233340905	0.12106948220141847	0.12919485531076125	0.10020912511426495	0.1364023205303459	0.0875099414485523	0.14670229961060677	0.12896326761978244	0.11022809698699959	0.10592922946079276	0.16395088926694298	0.44576939766936263	1.0137782569215092	1.19542226562758	1.1959244727367606	0.24725118142093955	0.15916199023077832	0.2033603587504817	0.2057926801317732	0.2577749776332041	0.2329608532979768	0.2561344921708208	0.21380024647817925	0.21195712607658276	0.22116780106512346	0.21425078850658225	0.21134847509985882	0.20125183654879567	0.16913732322907438	0.09146304085120027	0.20323939327920978	0.255761120265639	0.2096365873082898	0.29217954341564795	0.17162547134749426	0.16855009516358044	0.17800945922014838	0.1749147616331714	0.17590603034431257	0.20015055219020594	0.20887524294554316	0.08137390545682098	0.078859838178065	0.16172966097464525	0.162968292202339	0.19292217266566714	0.18706235497106452	0.19022978694057582	0.1957273416489143	0.19131151278123001	0.1860150442867772	0.14494695688600084	0.18856612166008266
s12pp	0.30044048803465057	0.29685255199934146	0.36057292047766687	0.2869346351346216	0.27201025071081064	0.2558980675124778	0.20072605847095676	0.18306431666613332	0.1887204909114839	0.21723313434002803	0.21140182839157964	0.27171087312305786	0.14429889895915005	0.17538160148434168	0.2192130107037815	0.1738019756914049	0.21783852718245322	0.22042110396170866	0.23212607249632275	0.22883754149128377	0.24614348258247654	0.2531321018729958	0.24959376781986015	0.2272524803534588	0.2325884925685024	0.10151098851020128	0.0	0.08093727796933377	0.19687162126004268	0.12812310552975825	0.1488550579259476	0.22764012822746119	0.247602343342224	0.25474534219888034	0.29116249067950994	0.22691595215336646	0.21611531102069442	0.22424068413003723	0.19525495393354092	0.23144814934962185	0.18255577026782827	0.24174812842988275	0.2240090964390584	0.20527392580627557	0.20097505828006873	0.258996718086219	0.5408152264886387	1.1088240857407852	1.2904680944468558	1.2909703015560365	0.3422970102402155	0.2542078190500543	0.2984061875697577	0.3008385089510492	0.3528208064524801	0.3280066821172528	0.3511803209900968	0.3088460752974552	0.3070029548958587	0.31621362988439944	0.3092966173258582	0.3063943039191348	0.29629766536807167	0.26418315204835036	0.18650886967047625	0.29828522209848574	0.35080694908491505	0.30468241612756575	0.3872253722349239	0.26667130016677026	0.2635959239828564	0.27305528803942436	0.2699605904524474	0.27095185916358855	0.2951963810094819	0.30392107176481914	0.17641973427609697	0.17390566699734097	0.25677548979392123	0.258014121021615	0.2879680014849431	0.2821081837903405	0.28527561575985183	0.2907731704681903	0.28635734160050597	0.2810608731060532	0.2399927857052768	0.2836119504793586
