	w21pp	S14Hp	s14pp	w14pp	S22Hp	s1pp	S3Hp	s27pp	s12pp	S1Hp	w28pp	s28pp	w1pp	S20H1	S23Hp	S9H1	f17ppB	w17pp	s17pp	w29pp	s29pp	w27pp	w9pp	w24pp	s24pp	w4pp	s4pp	s31pp	f15pp	F8H1	F7H1	f19pp	f16ppA	f11pp	S11Hp	s11pp	w11pp	w13pp	w8pp	w20pp	w6pp	f2pp	w2pp	s2pp	w18pp	S12Hp	f7pp	w10pp	F23HpA	w12pp	s18pp	w30pp	s3pp	s30pp	s25pp	w25pp
s4pp	0.586274196645985	0.5546935186456855	0.5446165549941848	0.5341901860794442	0.528345880054837	0.36587569600722963	0.29429713449189826	0.3127945475922099	0.653260831705236	0.7058673615415574	0.9756407138184368	0.9706945786229497	0.999920173666817	0.8845594387269794	0.8693945229233514	0.9575851914503886	0.7811417943844413	0.6189549516230599	0.6205109350562897	0.6076665504257336	0.5950067687650298	0.35845462890408075	0.2903862406971619	0.5818710483475228	0.3409201754226818	0.08282708351029568	0.0	0.1814093015123911	0.24524712723240652	0.2888918793742288	0.3684392797802947	0.29234215047026235	0.34825794884663597	0.5068168504323292	0.5333848959513268	0.5224638371570137	0.5047884991287752	0.4700183556517674	0.5003096258728038	0.48691974713706765	0.4981686994626122	0.34096165003201606	0.3567720319667095	0.35274316912353465	0.38194227919819335	0.363743719868751	0.4684472215000114	0.4861599218934207	0.4405479369856151	0.5242428718825993	0.41915873426303	0.42548867300104265	0.3888080629438547	0.4637204667876162	0.5129587578073114	0.537585299656254
s31pp	0.6274209265621145	0.595840248561815	0.5857632849103143	0.5753369159955737	0.5694926099709664	0.4070224259233591	0.3354438644080277	0.35394127750833937	0.6944075616213654	0.7470140914576868	1.0167874437345663	1.0118413085390792	1.0410669035829465	0.9257061686431088	0.9105412528394808	0.998731921366518	0.8222885243005708	0.6601016815391894	0.6616576649724192	0.648813280341863	0.6361534986811592	0.3996013588202102	0.33153297061329134	0.6230177782636522	0.38206690533881127	0.20413751106629888	0.1814093015123911	0.0	0.28639385714853594	0.3300386092903582	0.40958600969642417	0.3334888803863918	0.3894046787627654	0.5479635803484586	0.5745316258674562	0.5636105670731432	0.5459352290449047	0.5111650855678969	0.5414563557889333	0.5280664770531971	0.5393154293787417	0.3821083799481455	0.3979187618828389	0.3938898990396641	0.4230890091143228	0.4048904497848804	0.5095939514161408	0.5273066518095502	0.48169466690174456	0.5653896017987288	0.46030546417915946	0.4666354029171721	0.42995479285998417	0.5048671967037457	0.5541054877234408	0.5787320295723835
f15pp	0.636742931694165	0.6051622536938656	0.5950852900423649	0.5846589211276243	0.5788146151030169	0.41634443105540964	0.34476586954007826	0.3632632826403899	0.703729566753416	0.7563360965897374	1.0261094488666167	1.0211633136711298	1.050388908714997	0.9350281737751593	0.9198632579715313	1.0080539264985686	0.8316105294326213	0.66942368667124	0.6709796701044697	0.6581352854739135	0.6454755038132098	0.40892336395226075	0.3408549757453419	0.6323397833957027	0.39138891047086183	0.2679753367863143	0.24524712723240652	0.28639385714853594	0.0	0.2934980744406055	0.37304547484667144	0.296948345536639	0.3987266838948159	0.5572855854805091	0.5838536309995067	0.5729325722051937	0.5552572341769552	0.5204870906999475	0.5507783609209838	0.5373884821852477	0.5486374345107923	0.391430385080196	0.4072407670148895	0.4032119041717146	0.43241101424637335	0.414212454916931	0.5189159565481913	0.5366286569416008	0.49101667203379507	0.5747116069307794	0.46962746931121	0.4759574080492227	0.43927679799203473	0.5141892018357962	0.5634274928554913	0.588054034704434
F8H1	0.6803876838359872	0.6488070058356878	0.638730042184187	0.6283036732694466	0.6224593672448392	0.4599891831972319	0.38841062168190055	0.40690803478221216	0.7473743188952382	0.7999808487315596	1.069754201008439	1.064808065812952	1.0940336608568193	0.9786729259169817	0.9635080101133537	1.0516986786403908	0.8752552815744437	0.7130684388130621	0.7146244222462921	0.7017800376157359	0.689120255955032	0.45256811609408304	0.3844997278871642	0.6759845355375251	0.4350336626126841	0.3116200889281366	0.2888918793742288	0.3300386092903582	0.2934980744406055	0.0	0.3323654696757478	0.2562683403657154	0.4423714360366382	0.6009303376223314	0.627498383141329	0.616577324347016	0.5989019863187774	0.5641318428417696	0.594423113062806	0.5810332343270699	0.5922821866526145	0.4350751372220183	0.45088551915671177	0.4468566563135369	0.47605576638819563	0.45785720705875327	0.5625607086900137	0.580273409083423	0.5346614241756174	0.6183563590726016	0.5132722214530323	0.519602160191045	0.482921550133857	0.5578339539776185	0.6070722449973136	0.6316987868462562
F7H1	0.7599350842420532	0.7283544062417537	0.7182774425902531	0.7078510736755126	0.7020067676509052	0.5395365836032979	0.4679580220879665	0.48645543518827816	0.8269217193013042	0.8795282491376256	1.149301601414505	1.144355466219018	1.1735810612628852	1.0582203263230476	1.0430554105194196	1.131246079046457	0.9548026819805095	0.7926158392191281	0.794171822652358	0.7813274380218018	0.768667656361098	0.532115516500149	0.46404712829323014	0.755531935943591	0.5145810630187501	0.39116748933420253	0.3684392797802947	0.40958600969642417	0.37304547484667144	0.3323654696757478	0.0	0.27126288556830613	0.5219188364427041	0.6804777380283973	0.7070457835473949	0.696124724753082	0.6784493867248433	0.6436792432478357	0.673970513468872	0.6605806347331359	0.6718295870586805	0.5146225376280842	0.5304329195627777	0.5264040567196029	0.5556031667942616	0.5374046074648192	0.6421081090960796	0.659820809489489	0.6142088245816832	0.6979037594786676	0.5928196218590982	0.5991495605971109	0.562468950539923	0.6373813543836844	0.6866196454033796	0.7112461872523222
f19pp	0.6838379549320208	0.6522572769317213	0.6421803132802206	0.63175394436548	0.6259096383408728	0.46343945429326544	0.391860892777934	0.41035830587824573	0.7508245899912718	0.8034311198275932	1.0732044721044725	1.0682583369089855	1.0974839319528527	0.9821231970130152	0.9669582812093872	1.0551489497364244	0.8787055526704771	0.7165187099090957	0.7180746933423255	0.7052303087117694	0.6925705270510656	0.45601838719011656	0.3879499989831977	0.6794348066335586	0.43848393370871763	0.3150703600241701	0.29234215047026235	0.3334888803863918	0.296948345536639	0.2562683403657154	0.27126288556830613	0.0	0.4458217071326717	0.604380608718365	0.6309486542373626	0.6200275954430494	0.602352257414811	0.5675821139378032	0.5978733841588395	0.5844835054231035	0.595732457748648	0.4385254083180518	0.4543357902527453	0.4503069274095704	0.47950603748422915	0.4613074781547868	0.5660109797860472	0.5837236801794565	0.5381116952716509	0.6218066301686351	0.5167224925490659	0.5230524312870785	0.48637182122989053	0.561284225073652	0.6105225160933472	0.6351490579422898
f16ppA	0.5820484013966838	0.5504677233963844	0.5403907597448836	0.5299643908301431	0.5241200848055357	0.36164990075792847	0.3444624969976847	0.41076327179720296	0.7512295559102291	0.8038360857465505	1.0736094380234298	1.0686633028279429	1.09788889787181	0.9825281629319725	0.9673632471283445	1.0555539156553817	0.8791105185894345	0.716923675828053	0.7184796592612829	0.7056352746307267	0.6929754929700229	0.45642335310907384	0.388354964902155	0.6798397725525159	0.4388888996276749	0.3709861584005437	0.34825794884663597	0.3894046787627654	0.3987266838948159	0.4423714360366382	0.5219188364427041	0.4458217071326717	0.0	0.4081422541073245	0.4347102996263221	0.4237892408320091	0.4061139028037706	0.3713437593267629	0.40163502954779917	0.38824515081206307	0.39949410313760764	0.24228705370701148	0.25809743564170495	0.25406857279853007	0.2832676828731888	0.26506912354374645	0.36977262517500686	0.38748532556841614	0.34187334066061054	0.5200170766332981	0.41493293901372885	0.4212628777517415	0.3845822676945535	0.459494671538315	0.5087329625580101	0.5333595044069528
f11pp	0.7406073029823771	0.7090266249820776	0.6989496613305769	0.6885232924158364	0.6826789863912289	0.5202088023436217	0.5030213985833779	0.5693221733828961	0.9097884574959223	0.9623949873322437	1.2321683396091232	1.227222204413636	1.2564477994575034	1.1410870645176656	1.1259221487140376	1.214112817241075	1.0376694201751278	0.8754825774137462	0.8770385608469761	0.8641941762164199	0.8515343945557161	0.614982254694767	0.5469138664878481	0.8383986741382091	0.5974478012133682	0.5295450599862369	0.5068168504323292	0.5479635803484586	0.5572855854805091	0.6009303376223314	0.6804777380283973	0.604380608718365	0.4081422541073245	0.0	0.07731681294975298	0.06639575415543991	0.04872041612720146	0.30056794356713323	0.3308592137881696	0.31746933505243347	0.32871828737797804	0.2967045443916453	0.3125149263263387	0.3084860634831639	0.406960408749192	0.3887618494197496	0.49346535105101	0.5111780514444193	0.4655660665366137	0.6785759782189913	0.573491840599422	0.5798217793374347	0.5431411692802468	0.6180535731240082	0.6672918641437035	0.6919184059926461
S11Hp	0.7671753485013747	0.7355946705010752	0.7255177068495745	0.715091337934834	0.7092470319102265	0.5467768478626193	0.5295894441023755	0.5958902189018938	0.9363565030149199	0.9889630328512413	1.2587363851281208	1.2537902499326337	1.283015844976501	1.1676551100366632	1.1524901942330352	1.2406808627600725	1.0642374656941254	0.9020506229327439	0.9036066063659737	0.8907622217354175	0.8781024400747137	0.6415503002137646	0.5734819120068457	0.8649667196572067	0.6240158467323658	0.5561131055052345	0.5333848959513268	0.5745316258674562	0.5838536309995067	0.627498383141329	0.7070457835473949	0.6309486542373626	0.4347102996263221	0.07731681294975298	0.0	0.06796867734632753	0.050293339318089075	0.32713598908613084	0.35742725930716723	0.3440373805714311	0.35528633289697564	0.32327258991064284	0.3390829718453363	0.33505410900216137	0.4335284542681896	0.4153298949387472	0.5200333965700077	0.5377460969634169	0.4921341120556113	0.7051440237379889	0.6000598861184196	0.6063898248564323	0.5697092147992444	0.6446216186430058	0.6938599096627011	0.7184864515116437
s11pp	0.7562542897070617	0.7246736117067621	0.7145966480552615	0.7041702791405209	0.6983259731159135	0.5358557890683062	0.5186683853080625	0.5849691601075807	0.9254354442206069	0.9780419740569283	1.2478153263338077	1.2428691911383205	1.2720947861821879	1.1567340512423503	1.1415691354387223	1.2297598039657593	1.0533164068998122	0.8911295641384308	0.8926855475716606	0.8798411629411045	0.8671813812804007	0.6306292414194516	0.5625608532125328	0.8540456608628937	0.6130947879380526	0.5451920467109215	0.5224638371570137	0.5636105670731432	0.5729325722051937	0.616577324347016	0.696124724753082	0.6200275954430494	0.4237892408320091	0.06639575415543991	0.06796867734632753	0.0	0.017677338029238508	0.3162149302918178	0.34650620051285413	0.333116321777118	0.3443652741026626	0.3123515311163298	0.32816191305102327	0.32413305020784833	0.42260739547387655	0.4044088361444342	0.5091123377756945	0.526825038169104	0.48121305326129826	0.694222964943676	0.5891388273241066	0.5954687660621193	0.5587881560049313	0.6337005598486928	0.682938850868388	0.7075653927173307
w11pp	0.7385789516788231	0.7069982736785236	0.696921310027023	0.6864949411122825	0.680650635087675	0.5181804510400677	0.500993047279824	0.5672938220793422	0.9077601061923684	0.9603666360286898	1.2301399883055693	1.225193853110082	1.2544194481539495	1.1390587132141117	1.1238937974104837	1.212084465937521	1.0356410688715738	0.8734542261101923	0.8750102095434221	0.862165824912866	0.8495060432521622	0.612953903391213	0.5448855151842942	0.8363703228346552	0.5954194499098142	0.527516708682683	0.5047884991287752	0.5459352290449047	0.5552572341769552	0.5989019863187774	0.6784493867248433	0.602352257414811	0.4061139028037706	0.04872041612720146	0.050293339318089075	0.017677338029238508	0.0	0.2985395922635793	0.3288308624846157	0.3154409837488795	0.3266899360744241	0.29467619308809134	0.31048657502278476	0.30645771217960993	0.40493205744563804	0.3867334981161957	0.4914369997474561	0.5091497001408654	0.46353771523305975	0.6765476269154374	0.5714634892958681	0.5777934280338808	0.5411128179766929	0.6160252218204543	0.6652635128401495	0.6898900546890921
w13pp	0.7038088082018154	0.6722281302015158	0.6621511665500152	0.6517247976352747	0.6458804916106673	0.48341030756305997	0.4662229038028163	0.5325236786023345	0.8729899627153606	0.925596492551682	1.1953698448285615	1.1904237096330743	1.2196493046769417	1.104288569737104	1.089123653933476	1.1773143224605132	1.000870925394566	0.8386840826331845	0.8402400660664144	0.8273956814358583	0.8147358997751544	0.5781837599142053	0.5101153717072865	0.8016001793576475	0.5606493064328064	0.4927465652056752	0.4700183556517674	0.5111650855678969	0.5204870906999475	0.5641318428417696	0.6436792432478357	0.5675821139378032	0.3713437593267629	0.30056794356713323	0.32713598908613084	0.3162149302918178	0.2985395922635793	0.0	0.08654803919275986	0.07315816045702368	0.0844071127825683	0.25990604961108354	0.275716431545777	0.27168756870260213	0.3701619139686303	0.35196335463918793	0.45666685627044834	0.47437955666385767	0.428767571756052	0.6417774834384297	0.5366933458188603	0.543023284556873	0.5063426744996851	0.5812550783434465	0.6304933693631417	0.6551199112120843
w8pp	0.7341000784228517	0.7025194004225522	0.6924424367710516	0.682016067856311	0.6761717618317036	0.5137015777840963	0.49651417402385256	0.5628149488233708	0.903281232936397	0.9558877627727184	1.2256611150495977	1.2207149798541108	1.249940574897978	1.1345798399581404	1.1194149241545124	1.2076055926815497	1.0311621956156023	0.8689753528542209	0.8705313362874507	0.8576869516568946	0.8450271699961908	0.6084750301352417	0.5404066419283229	0.8318914495786838	0.5909405766538427	0.5230378354267116	0.5003096258728038	0.5414563557889333	0.5507783609209838	0.594423113062806	0.673970513468872	0.5978733841588395	0.40163502954779917	0.3308592137881696	0.35742725930716723	0.34650620051285413	0.3288308624846157	0.08654803919275986	0.0	0.017853650742084178	0.02983448833910876	0.29019731983211994	0.30600770176681336	0.3019788389236385	0.40045318418966663	0.38225462486022427	0.4869581264914847	0.5046708268848941	0.45905884197708835	0.6720687536594661	0.5669846160398967	0.5733145547779094	0.5366339447207213	0.6115463485644829	0.6607846395841781	0.6854111814331207
w20pp	0.7207101996871156	0.6891295216868161	0.6790525580353154	0.6686261891205749	0.6627818830959675	0.5003116990483603	0.4831242952881165	0.5494250700876347	0.8898913542006608	0.9424978840369822	1.2122712363138617	1.2073251011183745	1.236550696162242	1.1211899612224043	1.1060250454187763	1.1942157139458134	1.0177723168798662	0.8555854741184847	0.8571414575517147	0.8442970729211585	0.8316372912604546	0.5950851513995056	0.5270167631925867	0.8185015708429477	0.5775506979181066	0.5096479566909755	0.48691974713706765	0.5280664770531971	0.5373884821852477	0.5810332343270699	0.6605806347331359	0.5844835054231035	0.38824515081206307	0.31746933505243347	0.3440373805714311	0.333116321777118	0.3154409837488795	0.07315816045702368	0.017853650742084178	0.0	0.016444609603372583	0.2768074410963838	0.2926178230310772	0.28858896018790237	0.38706330545393053	0.36886474612448816	0.4735682477557486	0.4912809481491579	0.4456689632413522	0.6586788749237299	0.5535947373041605	0.5599246760421732	0.5232440659849853	0.5981564698287467	0.6473947608484419	0.6720213026973846
w6pp	0.7319591520126602	0.7003784740123606	0.69030151036086	0.6798751414461195	0.6740308354215121	0.5115606513739048	0.4943732476136611	0.5606740224131793	0.9011403065262054	0.9537468363625268	1.2235201886394063	1.2185740534439191	1.2477996484877865	1.132438913547949	1.117273997744321	1.205464666271358	1.0290212692054108	0.8668344264440293	0.8683904098772592	0.8555460252467031	0.8428862435859992	0.6063341037250501	0.5382657155181313	0.8297505231684923	0.5887996502436512	0.5208969090165201	0.4981686994626122	0.5393154293787417	0.5486374345107923	0.5922821866526145	0.6718295870586805	0.595732457748648	0.39949410313760764	0.32871828737797804	0.35528633289697564	0.3443652741026626	0.3266899360744241	0.0844071127825683	0.02983448833910876	0.016444609603372583	0.0	0.28805639342192835	0.3038667753566218	0.29983791251344694	0.3983122577794751	0.38011369845003273	0.48481720008129314	0.5025299004747025	0.4569179155668968	0.6699278272492745	0.5648436896297051	0.5711736283677178	0.5344930183105299	0.6094054221542913	0.6586437131739865	0.6832702550229292
f2pp	0.5747521025820639	0.5431714245817645	0.5330944609302637	0.5226680920155232	0.5168237859909158	0.35435360194330856	0.3371661981830648	0.40346697298258305	0.7439332570956092	0.7965397869319306	1.0663131392088099	1.061367004013323	1.09059259905719	0.9752318641173526	0.9600669483137246	1.0482576168407618	0.8718142197748145	0.7096273770134331	0.711183360446663	0.6983389758161068	0.685679194155403	0.44912705429445393	0.3810586660875351	0.672543473737896	0.431592600813055	0.3636898595859238	0.34096165003201606	0.3821083799481455	0.391430385080196	0.4350751372220183	0.5146225376280842	0.4385254083180518	0.24228705370701148	0.2967045443916453	0.32327258991064284	0.3123515311163298	0.29467619308809134	0.25990604961108354	0.29019731983211994	0.2768074410963838	0.28805639342192835	0.0	0.03485944618770525	0.030830583344530368	0.24110520834887889	0.22290664901943655	0.32761015065069693	0.34532285104410626	0.2997108661363006	0.5127207778186782	0.40763664019910895	0.4139665789371216	0.3772859688799336	0.4521983727236951	0.5014366637433902	0.5260632055923329
w2pp	0.5905624845167574	0.5589818065164579	0.5489048428649572	0.5384784739502166	0.5326341679256094	0.37016398387800203	0.35297658011775834	0.4192773549172766	0.7597436390303027	0.8123501688666241	1.0821235211435034	1.0771773859480165	1.1064029809918836	0.991042246052046	0.975877330248418	1.0640679987754553	0.887624601709508	0.7254377589481267	0.7269937423813564	0.7141493577508002	0.7014895760900965	0.4649374362291474	0.39686904802222855	0.6883538556725894	0.4474029827477485	0.3795002415206173	0.3567720319667095	0.3979187618828389	0.4072407670148895	0.45088551915671177	0.5304329195627777	0.4543357902527453	0.25809743564170495	0.3125149263263387	0.3390829718453363	0.32816191305102327	0.31048657502278476	0.275716431545777	0.30600770176681336	0.2926178230310772	0.3038667753566218	0.03485944618770525	0.0	0.008886672402205417	0.25691559028357236	0.23871703095413	0.3434205325853904	0.36113323297879973	0.3155212480709941	0.5285311597533717	0.42344702213380236	0.42977696087181505	0.3930963508146271	0.46800875465838854	0.5172470456780838	0.5418735875270264
s2pp	0.5865336216735825	0.5549529436732831	0.5448759800217824	0.5344496111070418	0.5286053050824344	0.36613512103482715	0.3489477172745834	0.41524849207410164	0.7557147761871278	0.8083213060234492	1.0780946583003286	1.0731485231048414	1.1023741181487088	0.9870133832088712	0.9718484674052432	1.0600391359322803	0.8835957388663331	0.7214088961049517	0.7229648795381816	0.7101204949076254	0.6974607132469216	0.4609085733859725	0.39284018517905367	0.6843249928294146	0.4433741199045736	0.3754713786774424	0.35274316912353465	0.3938898990396641	0.4032119041717146	0.4468566563135369	0.5264040567196029	0.4503069274095704	0.25406857279853007	0.3084860634831639	0.33505410900216137	0.32413305020784833	0.30645771217960993	0.27168756870260213	0.3019788389236385	0.28858896018790237	0.29983791251344694	0.030830583344530368	0.008886672402205417	0.0	0.2528867274403975	0.2346881681109551	0.3393916697422155	0.35710437013562485	0.3114923852278192	0.5245022969101968	0.41941815929062753	0.42574809802864017	0.3890674879714522	0.4639798918152137	0.5132181828349088	0.5378447246838515
w18pp	0.6157327317482413	0.5841520537479418	0.5740750900964411	0.5636487211817005	0.5578044151570932	0.3953342311094859	0.3781468273492422	0.44444760214876045	0.7849138862617866	0.837520416098108	1.1072937683749873	1.1023476331795004	1.1315732282233675	1.01621249328353	1.001047577479902	1.0892382460069392	0.9127948489409918	0.7506080061796105	0.7521639896128403	0.7393196049822841	0.7266598233215804	0.49010768346063127	0.4220392952537124	0.7135241029040733	0.47257322997923235	0.40467048875210115	0.38194227919819335	0.4230890091143228	0.43241101424637335	0.47605576638819563	0.5556031667942616	0.47950603748422915	0.2832676828731888	0.406960408749192	0.4335284542681896	0.42260739547387655	0.40493205744563804	0.3701619139686303	0.40045318418966663	0.38706330545393053	0.3983122577794751	0.24110520834887889	0.25691559028357236	0.2528867274403975	0.0	0.10379168809735193	0.28184709513388084	0.2995597955272902	0.25394781061948446	0.5537014069848556	0.4486172693652863	0.4549472081032989	0.418266598046111	0.49317900188987246	0.5424172929095676	0.5670438347585103
S12Hp	0.5975341724187989	0.5659534944184994	0.5558765307669987	0.5454501618522583	0.5396058558276509	0.37713567178004354	0.35994826801979984	0.4262490428193181	0.7667153269323441	0.8193218567686655	1.089095209045545	1.0841490738500579	1.1133746688939252	0.9980139339540877	0.9828490181504597	1.0710396866774967	0.8945962896115496	0.7324094468501681	0.733965430283398	0.7211210456528419	0.7084612639921379	0.4719091241311889	0.40384073592427006	0.695325543574631	0.45437467064979	0.3864719294226588	0.363743719868751	0.4048904497848804	0.414212454916931	0.45785720705875327	0.5374046074648192	0.4613074781547868	0.26506912354374645	0.3887618494197496	0.4153298949387472	0.4044088361444342	0.3867334981161957	0.35196335463918793	0.38225462486022427	0.36886474612448816	0.38011369845003273	0.22290664901943655	0.23871703095413	0.2346881681109551	0.10379168809735193	0.0	0.2636485358044385	0.2813612361978478	0.23574925129004212	0.5355028476554132	0.43041871003584387	0.43674864877385655	0.40006803871666863	0.47498044256043004	0.5242187335801253	0.5488452754290679
f7pp	0.7022376740500593	0.6706569960497598	0.6605800323982591	0.6501536634835186	0.6443093574589113	0.48183917341130394	0.46465176965106025	0.5309525444505785	0.8714188285636046	0.9240253583999261	1.1937987106768053	1.1888525754813184	1.2180781705251855	1.102717435585348	1.08755251978172	1.1757431883087572	0.9992997912428099	0.8371129484814286	0.8386689319146583	0.8258245472841022	0.8131647656233985	0.5766126257624493	0.5085442375555305	0.8000290452058914	0.5590781722810504	0.4911754310539192	0.4684472215000114	0.5095939514161408	0.5189159565481913	0.5625607086900137	0.6421081090960796	0.5660109797860472	0.36977262517500686	0.49346535105101	0.5200333965700077	0.5091123377756945	0.4914369997474561	0.45666685627044834	0.4869581264914847	0.4735682477557486	0.48481720008129314	0.32761015065069693	0.3434205325853904	0.3393916697422155	0.28184709513388084	0.2636485358044385	0.0	0.21244495634029575	0.2768942813687353	0.6402063492866736	0.5351222116671044	0.541452150405117	0.504771540347929	0.5796839441916906	0.6289222352113857	0.6535487770603283
w10pp	0.7199503744434687	0.6883696964431691	0.6782927327916685	0.667866363876928	0.6620220578523206	0.4995518738047133	0.4823644700444696	0.5486652448439878	0.8891315289570139	0.9417380587933353	1.2115114110702148	1.2065652758747276	1.235790870918595	1.1204301359787574	1.1052652201751294	1.1934558887021665	1.0170124916362193	0.8548256488748378	0.8563816323080677	0.8435372476775116	0.8308774660168077	0.5943253261558586	0.5262569379489398	0.8177417455993008	0.5767908726744597	0.5088881314473286	0.4861599218934207	0.5273066518095502	0.5366286569416008	0.580273409083423	0.659820809489489	0.5837236801794565	0.38748532556841614	0.5111780514444193	0.5377460969634169	0.526825038169104	0.5091497001408654	0.47437955666385767	0.5046708268848941	0.4912809481491579	0.5025299004747025	0.34532285104410626	0.36113323297879973	0.35710437013562485	0.2995597955272902	0.2813612361978478	0.21244495634029575	0.0	0.2946069817621446	0.657919049680083	0.5528349120605136	0.5591648507985263	0.5224842407413384	0.5973966445850998	0.646634935604795	0.6712614774537377
F23HpA	0.6743383895356629	0.6427577115353635	0.6326807478838627	0.6222543789691223	0.6164100729445149	0.4539398888969076	0.43675248513666387	0.5030532599361821	0.8435195440492083	0.8961260738855297	1.165899426162409	1.160953290966922	1.1901788860107891	1.0748181510709518	1.0596532352673238	1.1478439037943609	0.9714005067284136	0.8092136639670322	0.810769647400262	0.7979252627697059	0.7852654811090021	0.5487133412480529	0.48064495304113414	0.7721297606914951	0.5311788877666541	0.46327614653952287	0.4405479369856151	0.48169466690174456	0.49101667203379507	0.5346614241756174	0.6142088245816832	0.5381116952716509	0.34187334066061054	0.4655660665366137	0.4921341120556113	0.48121305326129826	0.46353771523305975	0.428767571756052	0.45905884197708835	0.4456689632413522	0.4569179155668968	0.2997108661363006	0.3155212480709941	0.3114923852278192	0.25394781061948446	0.23574925129004212	0.2768942813687353	0.2946069817621446	0.0	0.6123070647722773	0.507222927152708	0.5135528658907207	0.4768722558335327	0.5517846596772942	0.6010229506969893	0.6256494925459319
w12pp	0.6481691433015807	0.6165884653012812	0.6065115016497805	0.59608513273504	0.5902408267104327	0.42777064266282533	0.5204474200336482	0.5867481948331663	0.9272144789461925	0.9798210087825139	1.2495943610593934	1.2446482258639062	1.2738738209077736	1.158513085967936	1.143348170164308	1.231538838691345	1.055095441625398	0.8929085988640164	0.8944645822972463	0.8816201976666902	0.8689604160059863	0.6324082761450373	0.5643398879381184	0.8558246955884794	0.6148738226636383	0.5469710814365072	0.5242428718825993	0.5653896017987288	0.5747116069307794	0.6183563590726016	0.6979037594786676	0.6218066301686351	0.5200170766332981	0.6785759782189913	0.7051440237379889	0.694222964943676	0.6765476269154374	0.6417774834384297	0.6720687536594661	0.6586788749237299	0.6699278272492745	0.5127207778186782	0.5285311597533717	0.5245022969101968	0.5537014069848556	0.5355028476554132	0.6402063492866736	0.657919049680083	0.6123070647722773	0.0	0.2189837621698195	0.3694536625864948	0.3327730525293069	0.40768545637306836	0.5748537044629071	0.5994802463118497
s18pp	0.5430850056820113	0.511504327681712	0.5014273640302112	0.4910009951154707	0.4851566890908633	0.322686505043256	0.4153632824140788	0.48166405721359706	0.8221303413266232	0.8747368711629446	1.144510223439824	1.139564088244337	1.168789683288204	1.0534289483483668	1.0382640325447388	1.1264547010717758	0.9500113040058286	0.7878244612444472	0.789380444677677	0.7765360600471208	0.763876278386417	0.5273241385254679	0.4592557503185491	0.75074055796891	0.5097896850440691	0.4418869438169378	0.41915873426303	0.46030546417915946	0.46962746931121	0.5132722214530323	0.5928196218590982	0.5167224925490659	0.41493293901372885	0.573491840599422	0.6000598861184196	0.5891388273241066	0.5714634892958681	0.5366933458188603	0.5669846160398967	0.5535947373041605	0.5648436896297051	0.40763664019910895	0.42344702213380236	0.41941815929062753	0.4486172693652863	0.43041871003584387	0.5351222116671044	0.5528349120605136	0.507222927152708	0.2189837621698195	0.0	0.26436952496692556	0.22768891490973758	0.30260131875349905	0.4697695668433377	0.49439610869228034
w30pp	0.549414944420024	0.5178342664197246	0.5077573027682238	0.49733093385348337	0.491486627828876	0.3290164437812687	0.4216932211520915	0.48799399595160975	0.8284602800646359	0.8810668099009573	1.1508401621778366	1.1458940269823497	1.1751196220262168	1.0597588870863792	1.0445939712827512	1.1327846398097885	0.9563412427438412	0.7941543999824598	0.7957103834156897	0.7828659987851335	0.7702062171244297	0.5336540772634806	0.4655856890565617	0.7570704967069227	0.5161196237820816	0.4482168825549505	0.42548867300104265	0.4666354029171721	0.4759574080492227	0.519602160191045	0.5991495605971109	0.5230524312870785	0.4212628777517415	0.5798217793374347	0.6063898248564323	0.5954687660621193	0.5777934280338808	0.543023284556873	0.5733145547779094	0.5599246760421732	0.5711736283677178	0.4139665789371216	0.42977696087181505	0.42574809802864017	0.4549472081032989	0.43674864877385655	0.541452150405117	0.5591648507985263	0.5135528658907207	0.3694536625864948	0.26436952496692556	0.0	0.15506837502596094	0.2299807788697224	0.4760995055813504	0.500726047430293
s3pp	0.5127343343628361	0.4811536563625366	0.4710766927110359	0.4606503237962954	0.45480601777168805	0.29233583372408073	0.38501261109490353	0.45131338589442177	0.791779670007448	0.8443861998437694	1.1141595521206487	1.1092134169251617	1.1384390119690289	1.0230782770291913	1.0079133612255633	1.0961040297526006	0.9196606326866532	0.7574737899252719	0.7590297733585016	0.7461853887279455	0.7335256070672418	0.49697346720629265	0.4289050789993738	0.7203898866497347	0.4794390137248937	0.41153627249776253	0.3888080629438547	0.42995479285998417	0.43927679799203473	0.482921550133857	0.562468950539923	0.48637182122989053	0.3845822676945535	0.5431411692802468	0.5697092147992444	0.5587881560049313	0.5411128179766929	0.5063426744996851	0.5366339447207213	0.5232440659849853	0.5344930183105299	0.3772859688799336	0.3930963508146271	0.3890674879714522	0.418266598046111	0.40006803871666863	0.504771540347929	0.5224842407413384	0.4768722558335327	0.3327730525293069	0.22768891490973758	0.15506837502596094	0.0	0.09645756031688628	0.43941889552416247	0.4640454373731051
