	w21pp	S14Hp	s14pp	w14pp	S22Hp	s1pp	S3Hp	s27pp	s12pp	S1Hp	w28pp	s28pp	w1pp	S20H1	S23Hp	S9H1	f17ppB	w17pp	s17pp	w29pp	s29pp	w27pp	w9pp	w24pp	s24pp	w4pp	s4pp	s31pp	f15pp	F8H1	F7H1	f19pp	f16ppA	f11pp	S11Hp	s11pp	w11pp	w13pp	w8pp	w20pp	w6pp	f2pp	w2pp	s2pp	w18pp	S12Hp	f7pp	w10pp	F23HpA	w12pp	s18pp	w30pp	s3pp	s30pp	s25pp	w25pp
w28pp	1.311625685822779	1.2800450078224797	1.2699680441709789	1.2595416752562385	1.253697369231631	1.0912271851840236	1.0196486236686921	0.6901521485667832	0.47151983280074433	0.3805511055924827	0.0	0.004948135196487141	0.18148194251903438	0.16911019538320513	0.3769614163255183	0.46515208485255555	0.8177588738394395	0.6555720310780582	0.657128014511288	0.68058772938437	0.6679279477236661	0.6853860330865612	0.979269606537535	1.270754414187896	1.029803541263055	0.9983689233723445	0.9756407138184368	1.0167874437345663	1.0261094488666167	1.069754201008439	1.149301601414505	1.0732044721044725	1.0736094380234298	1.2321683396091232	1.2587363851281208	1.2478153263338077	1.2301399883055693	1.1953698448285615	1.2256611150495977	1.2122712363138617	1.2235201886394063	1.0663131392088099	1.0821235211435034	1.0780946583003286	1.1072937683749873	1.089095209045545	1.1937987106768053	1.2115114110702148	1.165899426162409	1.2495943610593934	1.144510223439824	1.1508401621778366	1.1141595521206487	1.18907195596441	1.2383102469841056	1.2629367888330483
s28pp	1.306679550627292	1.2750988726269925	1.2650219089754917	1.2545955400607514	1.248751234036144	1.0862810499885367	1.0147024884732052	0.6852060133712962	0.4665736976052573	0.3756049703969956	0.004948135196487141	0.0	0.1765358073235473	0.16416406018771804	0.3720152811300312	0.46020594965706846	0.8128127386439524	0.650625895882571	0.652181879315801	0.6756415941888829	0.6629818125281791	0.6804398978910742	0.974323471342048	1.265808278992409	1.024857406067568	0.9934227881768576	0.9706945786229497	1.0118413085390792	1.0211633136711298	1.064808065812952	1.144355466219018	1.0682583369089855	1.0686633028279429	1.227222204413636	1.2537902499326337	1.2428691911383205	1.225193853110082	1.1904237096330743	1.2207149798541108	1.2073251011183745	1.2185740534439191	1.061367004013323	1.0771773859480165	1.0731485231048414	1.1023476331795004	1.0841490738500579	1.1888525754813184	1.2065652758747276	1.160953290966922	1.2446482258639062	1.139564088244337	1.1458940269823497	1.1092134169251617	1.1841258207689231	1.2333641117886185	1.2579906536375611
w1pp	1.335905145671159	1.3043244676708596	1.294247504019359	1.2838211351046185	1.277976829080011	1.1155066450324038	1.0439280835170723	0.7144316084151634	0.49579929264912453	0.4048305654408628	0.18148194251903438	0.1765358073235473	0.0	0.19338965523158527	0.4012408761738984	0.4894315447009357	0.8420383336878197	0.6798514909264384	0.6814074743596682	0.7048671892327502	0.6922074075720464	0.7096654929349414	1.0035490663859152	1.2950338740362761	1.0540830011114353	1.0226483832207247	0.999920173666817	1.0410669035829465	1.050388908714997	1.0940336608568193	1.1735810612628852	1.0974839319528527	1.09788889787181	1.2564477994575034	1.283015844976501	1.2720947861821879	1.2544194481539495	1.2196493046769417	1.249940574897978	1.236550696162242	1.2477996484877865	1.09059259905719	1.1064029809918836	1.1023741181487088	1.1315732282233675	1.1133746688939252	1.2180781705251855	1.235790870918595	1.1901788860107891	1.2738738209077736	1.168789683288204	1.1751196220262168	1.1384390119690289	1.2133514158127903	1.2625897068324856	1.2872162486814283
S20H1	1.2205444107313217	1.1889637327310223	1.1788867690795217	1.1684604001647811	1.1626160941401738	1.0001459100925663	0.9285673485772348	0.5990708734753258	0.380438557709287	0.2894698305010253	0.16911019538320513	0.16416406018771804	0.19338965523158527	0.0	0.2858801412340609	0.3740708097610982	0.7266775987479821	0.5644907559866008	0.5660467394198306	0.5895064542929127	0.5768466726322089	0.5943047579951038	0.8881883314460777	1.1796731390964386	0.9387222661715976	0.9072876482808871	0.8845594387269794	0.9257061686431088	0.9350281737751593	0.9786729259169817	1.0582203263230476	0.9821231970130152	0.9825281629319725	1.1410870645176656	1.1676551100366632	1.1567340512423503	1.1390587132141117	1.104288569737104	1.1345798399581404	1.1211899612224043	1.132438913547949	0.9752318641173526	0.991042246052046	0.9870133832088712	1.01621249328353	0.9980139339540877	1.102717435585348	1.1204301359787574	1.0748181510709518	1.158513085967936	1.0534289483483668	1.0597588870863792	1.0230782770291913	1.097990680872953	1.1472289718926483	1.171855513741591
S23Hp	1.2053794949276937	1.1737988169273943	1.1637218532758937	1.1532954843611531	1.1474511783365458	0.9849809942889384	0.9134024327736068	0.5839059576716978	0.36527364190565886	0.2743049146973972	0.3769614163255183	0.3720152811300312	0.4012408761738984	0.2858801412340609	0.0	0.3159837976968741	0.711512682944354	0.5493258401829726	0.5508818236162025	0.5743415384892845	0.5616817568285808	0.5791398421914759	0.8730234156424497	1.1645082232928106	0.9235573503679696	0.8921227324772592	0.8693945229233514	0.9105412528394808	0.9198632579715313	0.9635080101133537	1.0430554105194196	0.9669582812093872	0.9673632471283445	1.1259221487140376	1.1524901942330352	1.1415691354387223	1.1238937974104837	1.089123653933476	1.1194149241545124	1.1060250454187763	1.117273997744321	0.9600669483137246	0.975877330248418	0.9718484674052432	1.001047577479902	0.9828490181504597	1.08755251978172	1.1052652201751294	1.0596532352673238	1.143348170164308	1.0382640325447388	1.0445939712827512	1.0079133612255633	1.082825765069325	1.1320640560890203	1.156690597937963
S9H1	1.2935701634547307	1.2619894854544313	1.2519125218029306	1.2414861528881902	1.2356418468635828	1.0731716628159755	1.001593101300644	0.672096626198735	0.45346431043269614	0.3624955832244345	0.46515208485255555	0.46020594965706846	0.4894315447009357	0.3740708097610982	0.3159837976968741	0.0	0.7997033514713913	0.6375165087100099	0.6390724921432398	0.6625322070163218	0.649872425355618	0.667330510718513	0.9612140841694868	1.2526988918198478	1.0117480188950068	0.9803134010042964	0.9575851914503886	0.998731921366518	1.0080539264985686	1.0516986786403908	1.131246079046457	1.0551489497364244	1.0555539156553817	1.214112817241075	1.2406808627600725	1.2297598039657593	1.212084465937521	1.1773143224605132	1.2076055926815497	1.1942157139458134	1.205464666271358	1.0482576168407618	1.0640679987754553	1.0600391359322803	1.0892382460069392	1.0710396866774967	1.1757431883087572	1.1934558887021665	1.1478439037943609	1.231538838691345	1.1264547010717758	1.1327846398097885	1.0961040297526006	1.171016433596362	1.2202547246160573	1.244881266465
f17ppB	1.1171267663887836	1.0855460883884842	1.0754691247369834	1.065042755822243	1.0591984497976357	0.8967282657500283	0.8251497042346967	0.49565322913278775	0.4953789917262387	0.5479855215625601	0.8177588738394395	0.8128127386439524	0.8420383336878197	0.7266775987479821	0.711512682944354	0.7997033514713913	0.0	0.16807007849323782	0.2178462590906372	0.48608880995037457	0.4734290282896708	0.49088711365256577	0.7847706871035396	1.0762554947539005	0.8353046218290595	0.8038700039383491	0.7811417943844413	0.8222885243005708	0.8316105294326213	0.8752552815744437	0.9548026819805095	0.8787055526704771	0.8791105185894345	1.0376694201751278	1.0642374656941254	1.0533164068998122	1.0356410688715738	1.000870925394566	1.0311621956156023	1.0177723168798662	1.0290212692054108	0.8718142197748145	0.887624601709508	0.8835957388663331	0.9127948489409918	0.8945962896115496	0.9992997912428099	1.0170124916362193	0.9714005067284136	1.055095441625398	0.9500113040058286	0.9563412427438412	0.9196606326866532	0.9945730365304147	1.0438113275501102	1.0684378693990528
w17pp	0.9549399236274023	0.9233592456271028	0.9132822819756021	0.9028559130608615	0.8970116070362542	0.7345414229886469	0.6629628614733154	0.3334663863714064	0.3331921489648574	0.38579867880117874	0.6555720310780582	0.650625895882571	0.6798514909264384	0.5644907559866008	0.5493258401829726	0.6375165087100099	0.16807007849323782	0.0	0.055659416329255834	0.3239019671889932	0.3112421855282894	0.3287002708911844	0.6225838443421582	0.9140686519925191	0.6731177790676781	0.6416831611769678	0.6189549516230599	0.6601016815391894	0.66942368667124	0.7130684388130621	0.7926158392191281	0.7165187099090957	0.716923675828053	0.8754825774137462	0.9020506229327439	0.8911295641384308	0.8734542261101923	0.8386840826331845	0.8689753528542209	0.8555854741184847	0.8668344264440293	0.7096273770134331	0.7254377589481267	0.7214088961049517	0.7506080061796105	0.7324094468501681	0.8371129484814286	0.8548256488748378	0.8092136639670322	0.8929085988640164	0.7878244612444472	0.7941543999824598	0.7574737899252719	0.8323861937690333	0.8816244847887287	0.9062510266376713
s17pp	0.9564959070606321	0.9249152290603326	0.914838265408832	0.9044118964940915	0.898567590469484	0.7360974064218767	0.6645188449065451	0.33502236980463623	0.3347481323980872	0.3873546622344086	0.657128014511288	0.652181879315801	0.6814074743596682	0.5660467394198306	0.5508818236162025	0.6390724921432398	0.2178462590906372	0.055659416329255834	0.0	0.32545795062222305	0.31279816896151924	0.33025625432441424	0.624139827775388	0.9156246354257489	0.6746737625009079	0.6432391446101975	0.6205109350562897	0.6616576649724192	0.6709796701044697	0.7146244222462921	0.794171822652358	0.7180746933423255	0.7184796592612829	0.8770385608469761	0.9036066063659737	0.8926855475716606	0.8750102095434221	0.8402400660664144	0.8705313362874507	0.8571414575517147	0.8683904098772592	0.711183360446663	0.7269937423813564	0.7229648795381816	0.7521639896128403	0.733965430283398	0.8386689319146583	0.8563816323080677	0.810769647400262	0.8944645822972463	0.789380444677677	0.7957103834156897	0.7590297733585016	0.8339421772022632	0.8831804682219585	0.9078070100709011
w29pp	0.943651522430076	0.9120708444297765	0.9019938807782758	0.8915675118635353	0.8857232058389278	0.7232530217913206	0.651674460275989	0.3221779851740801	0.3582078472711693	0.41081437710749064	0.68058772938437	0.6756415941888829	0.7048671892327502	0.5895064542929127	0.5743415384892845	0.6625322070163218	0.48608880995037457	0.3239019671889932	0.32545795062222305	0.0	0.02800178824457193	0.3174118696938581	0.6112954431448319	0.9027802507951928	0.6618293778703518	0.6303947599796413	0.6076665504257336	0.648813280341863	0.6581352854739135	0.7017800376157359	0.7813274380218018	0.7052303087117694	0.7056352746307267	0.8641941762164199	0.8907622217354175	0.8798411629411045	0.862165824912866	0.8273956814358583	0.8576869516568946	0.8442970729211585	0.8555460252467031	0.6983389758161068	0.7141493577508002	0.7101204949076254	0.7393196049822841	0.7211210456528419	0.8258245472841022	0.8435372476775116	0.7979252627697059	0.8816201976666902	0.7765360600471208	0.7828659987851335	0.7461853887279455	0.821097792571707	0.8703360835914024	0.894962625440345
s29pp	0.9309917407693722	0.8994110627690727	0.889334099117572	0.8789077302028314	0.873063424178224	0.7105932401306168	0.6390146786152853	0.3095182035133763	0.34554806561046547	0.3981545954467869	0.6679279477236661	0.6629818125281791	0.6922074075720464	0.5768466726322089	0.5616817568285808	0.649872425355618	0.4734290282896708	0.3112421855282894	0.31279816896151924	0.02800178824457193	0.0	0.3047520880331543	0.5986356614841281	0.890120469134489	0.649169596209648	0.6177349783189376	0.5950067687650298	0.6361534986811592	0.6454755038132098	0.689120255955032	0.768667656361098	0.6925705270510656	0.6929754929700229	0.8515343945557161	0.8781024400747137	0.8671813812804007	0.8495060432521622	0.8147358997751544	0.8450271699961908	0.8316372912604546	0.8428862435859992	0.685679194155403	0.7014895760900965	0.6974607132469216	0.7266598233215804	0.7084612639921379	0.8131647656233985	0.8308774660168077	0.7852654811090021	0.8689604160059863	0.763876278386417	0.7702062171244297	0.7335256070672418	0.8084380109110032	0.8576763019306985	0.8823028437796412
w27pp	0.6944396009084229	0.6628589229081234	0.6527819592566227	0.6423555903418823	0.6365112843172749	0.47404110026966756	0.4024625387543362	0.07296606365242721	0.3630061509733605	0.41561268080968183	0.6853860330865612	0.6804398978910742	0.7096654929349414	0.5943047579951038	0.5791398421914759	0.667330510718513	0.49088711365256577	0.3287002708911844	0.33025625432441424	0.3174118696938581	0.3047520880331543	0.0	0.362083521623179	0.6535683292735399	0.41261745634869895	0.38118283845798856	0.35845462890408075	0.3996013588202102	0.40892336395226075	0.45256811609408304	0.532115516500149	0.45601838719011656	0.45642335310907384	0.614982254694767	0.6415503002137646	0.6306292414194516	0.612953903391213	0.5781837599142053	0.6084750301352417	0.5950851513995056	0.6063341037250501	0.44912705429445393	0.4649374362291474	0.4609085733859725	0.49010768346063127	0.4719091241311889	0.5766126257624493	0.5943253261558586	0.5487133412480529	0.6324082761450373	0.5273241385254679	0.5336540772634806	0.49697346720629265	0.5718858710500541	0.6211241620697493	0.6457507039186919
w9pp	0.6263712127015041	0.5947905347012046	0.5847135710497039	0.5742872021349634	0.568442896110356	0.4059727120627487	0.3343941505474173	0.3164234403113082	0.6568897244243342	0.7094962542606557	0.979269606537535	0.974323471342048	1.0035490663859152	0.8881883314460777	0.8730234156424497	0.9612140841694868	0.7847706871035396	0.6225838443421582	0.624139827775388	0.6112954431448319	0.5986356614841281	0.362083521623179	0.0	0.42239362708907724	0.18144275416423628	0.3131144502510697	0.2903862406971619	0.33153297061329134	0.3408549757453419	0.3844997278871642	0.46404712829323014	0.3879499989831977	0.388354964902155	0.5469138664878481	0.5734819120068457	0.5625608532125328	0.5448855151842942	0.5101153717072865	0.5404066419283229	0.5270167631925867	0.5382657155181313	0.3810586660875351	0.39686904802222855	0.39284018517905367	0.4220392952537124	0.40384073592427006	0.5085442375555305	0.5262569379489398	0.48064495304113414	0.5643398879381184	0.4592557503185491	0.4655856890565617	0.4289050789993738	0.5038174828431352	0.5530557738628304	0.5776823157117731
w24pp	0.9178560203518652	0.8862753423515657	0.876198378700065	0.8657720097853245	0.859927703760717	0.6974575197131098	0.6258789581977782	0.6079082479616691	0.9483745320746951	1.0009810619110167	1.270754414187896	1.265808278992409	1.2950338740362761	1.1796731390964386	1.1645082232928106	1.2526988918198478	1.0762554947539005	0.9140686519925191	0.9156246354257489	0.9027802507951928	0.890120469134489	0.6535683292735399	0.42239362708907724	0.0	0.2958978733277573	0.6045992579014305	0.5818710483475228	0.6230177782636522	0.6323397833957027	0.6759845355375251	0.755531935943591	0.6794348066335586	0.6798397725525159	0.8383986741382091	0.8649667196572067	0.8540456608628937	0.8363703228346552	0.8016001793576475	0.8318914495786838	0.8185015708429477	0.8297505231684923	0.672543473737896	0.6883538556725894	0.6843249928294146	0.7135241029040733	0.695325543574631	0.8000290452058914	0.8177417455993008	0.7721297606914951	0.8558246955884794	0.75074055796891	0.7570704967069227	0.7203898866497347	0.7953022904934962	0.8445405815131916	0.8691671233621342
s24pp	0.676905147427024	0.6453244694267245	0.6352475057752238	0.6248211368604832	0.618976830835876	0.45650664678826863	0.3849280852729372	0.3669573750368281	0.7074236591498542	0.7600301889861756	1.029803541263055	1.024857406067568	1.0540830011114353	0.9387222661715976	0.9235573503679696	1.0117480188950068	0.8353046218290595	0.6731177790676781	0.6746737625009079	0.6618293778703518	0.649169596209648	0.41261745634869895	0.18144275416423628	0.2958978733277573	0.0	0.36364838497658963	0.3409201754226818	0.38206690533881127	0.39138891047086183	0.4350336626126841	0.5145810630187501	0.43848393370871763	0.4388888996276749	0.5974478012133682	0.6240158467323658	0.6130947879380526	0.5954194499098142	0.5606493064328064	0.5909405766538427	0.5775506979181066	0.5887996502436512	0.431592600813055	0.4474029827477485	0.4433741199045736	0.47257322997923235	0.45437467064979	0.5590781722810504	0.5767908726744597	0.5311788877666541	0.6148738226636383	0.5097896850440691	0.5161196237820816	0.4794390137248937	0.5543514175686552	0.6035897085883504	0.628216250437293
w4pp	0.6090024061998928	0.5774217281995934	0.5673447645480927	0.5569183956333521	0.5510740896087447	0.38860390556113744	0.31702534404580607	0.3355227571461177	0.6759890412591438	0.7285955710954652	0.9983689233723445	0.9934227881768576	1.0226483832207247	0.9072876482808871	0.8921227324772592	0.9803134010042964	0.8038700039383491	0.6416831611769678	0.6432391446101975	0.6303947599796413	0.6177349783189376	0.38118283845798856	0.3131144502510697	0.6045992579014305	0.36364838497658963	0.0	0.08282708351029568	0.20413751106629888	0.2679753367863143	0.3116200889281366	0.39116748933420253	0.3150703600241701	0.3709861584005437	0.5295450599862369	0.5561131055052345	0.5451920467109215	0.527516708682683	0.4927465652056752	0.5230378354267116	0.5096479566909755	0.5208969090165201	0.3636898595859238	0.3795002415206173	0.3754713786774424	0.40467048875210115	0.3864719294226588	0.4911754310539192	0.5088881314473286	0.46327614653952287	0.5469710814365072	0.4418869438169378	0.4482168825549505	0.41153627249776253	0.486448676341524	0.5356869673612191	0.5603135092101618
