	F3H1	530055	S23Hp	31160	31333	530394	S26Hp	S16H2	31512	31700	31637	S21H1	530258	530177	31714	530451	f7pp	31267	F32H1	530251	S10H1	F22H1A	31236	530154	31009	530167	530331	530368	S15Hp	530444	31021	31600	31750	530050	S17H1	530215	31452	31766	S19H1	31537	530074	31749	31428	31723	31232	530163	530052	31129	530075	530315	530295	31360	31450	31519	530364	31071	S28Hp	531414
S10H1	0.2222274444119883	0.31100823981813097	0.24507374823416161	0.33105767658358126	0.31005750569867085	0.25013323962196793	0.241766327927163	0.3051351820550017	0.30562135858877293	0.34665948753260223	0.33918429762899593	0.29919555645500395	0.33197946538214007	0.3285630776496046	0.32268297515486644	0.33342225896849675	0.39294361142728107	0.3109192563358818	0.29886017526846287	0.29261770878260984	0.0	0.18533479412877057	0.2662545599358501	2.1003476329026403	0.30940133325268715	0.32781276374420293	0.3367756940816249	0.33700716506963846	0.27991298237956386	0.2861117752961967	0.32392552105062566	0.29415930883401153	0.26680902654496996	0.27508337627825635	0.29038501373163794	0.1976717860886061	0.3224293017584825	0.3278748921228274	0.31993658323893637	0.38925539485880867	0.33824682697305425	0.35188774722003946	0.3554353877216766	0.359764854889441	0.3452670871593187	0.3508661979259986	0.34211948040098095	0.34163076691204564	0.24840272585893572	0.2645407661936031	0.3102147899624715	0.23043579331253763	0.32788519153995777	0.302762127338434	0.34931229261589325	0.23435481956481224	0.31426231117468384	0.32143082514153787
F22H1A	0.2631720285450716	0.3519528239512143	0.2860183323672449	0.37200226071666453	0.35100208983175407	0.2910778237550512	0.28271091206024623	0.346079766188085	0.34656594272185615	0.38760407166568545	0.38012888176207915	0.34014014058808717	0.3729240495152234	0.3695076617826879	0.36362755928794976	0.37436684310157997	0.43388819556036434	0.351863840468965	0.3398047594015462	0.33356229291569306	0.18533479412877057	0.0	0.30719914406893334	2.141292217035723	0.3503459173857704	0.3687573478772862	0.3777202782147082	0.3779517492027218	0.3208575665126472	0.32705635942927996	0.36487010518370894	0.3351038929670948	0.30775361067805324	0.3160279604113396	0.33132959786472127	0.23861637022168938	0.36337388589156583	0.3688194762559107	0.3608811673720196	0.43019997899189194	0.3791914111061375	0.3928323313531228	0.3963799718547599	0.4007094390225242	0.38621167129240197	0.3918107820590819	0.3830640645340643	0.38257535104512885	0.28934730999201896	0.30548535032668633	0.35115937409555475	0.27138037744562094	0.3688297756730411	0.3437067114715173	0.3902568767489765	0.2752994036978955	0.35520689530776717	0.3623754092746211
31236	0.24949195540172536	0.33827275080786806	0.27233825922389865	0.35832218757331835	0.3373220166884079	0.277397750611705	0.26903083891690005	0.33239969304473876	0.33288586957850996	0.37392399852233926	0.36644880861873297	0.326460067444741	0.35924397637187716	0.35582758863934166	0.3499474861446035	0.3606867699582338	0.4202081224170181	0.33818376732561883	0.32612468625819996	0.3198822197723469	0.2662545599358501	0.30719914406893334	0.0	2.127612143892377	0.3366658442424242	0.35507727473394	0.364040205071362	0.36427167605937555	0.30717749336930095	0.3133762862859337	0.3511900320403627	0.32142381982374857	0.294073537534707	0.30234788726799344	0.31764952472137503	0.22493629707834317	0.3496938127482196	0.3551394031125645	0.3472010942286734	0.4165199058485457	0.36551133796279134	0.37915225820977655	0.3826998987114137	0.387029365879178	0.3725315981490558	0.37813070891573564	0.36938399139071804	0.36889527790178267	0.2756672368486728	0.29180527718334015	0.33747930095220857	0.2577003043022747	0.35514970252969486	0.3300266383281711	0.3765768036056303	0.26161933055454933	0.34152682216442093	0.3486953361312749
530154	2.020088814972123	2.108869610378266	2.0429351187942966	2.1289190471437163	2.1079188762588057	2.0479946101821027	2.056784614719863	2.1201534688477017	2.120639645381473	2.161677774325302	2.1542025844216957	2.114213843247704	2.14699775217484	2.1435813644423045	2.1377012619475666	2.1484405457611966	2.207961898219981	2.1259375431285816	2.113878462061163	2.122120879004223	2.1003476329026403	2.141292217035723	2.127612143892377	0.0	2.0876681819964524	2.106079612487968	2.11504254282539	2.1152740138134036	2.058179831123329	2.0699406635314386	2.1077544092858678	2.0779881970692538	2.050637914780212	2.0589122645134985	2.088246384291773	1.995533156648741	2.1202906723186175	2.1257362626829623	2.117797953799071	2.187116765418944	2.136108197533189	2.1497491177801744	2.1532967582818117	2.157626225449576	2.143128457719454	2.1487275684861338	2.139980850961116	2.1394921374721805	2.046264096419071	2.062402136753738	2.1080761605226064	2.0282971638726726	2.1257465621000926	2.100623497898569	2.1471736631760283	2.0322161901249474	2.112123681734819	2.119292195701673
31009	0.2291425153221703	0.31792331072831304	0.2519888191443436	0.33797274749376327	0.3169725766088528	0.25704831053214994	0.26583831506991007	0.32920716919774873	0.32969334573152	0.3707314746753493	0.363256284771743	0.323267543597751	0.3560514525248871	0.3526350647923516	0.3467549622976135	0.3574942461112438	0.4170155985700281	0.33499124347862885	0.3229321624112099	0.33117457935426986	0.30940133325268715	0.3503459173857704	0.3366658442424242	2.0876681819964524	0.0	0.2994452765059534	0.30840820684337533	0.3086396778313889	0.2515454951413143	0.2789943638814858	0.31680810963591477	0.28704189741930064	0.25969161513025907	0.26796596486354546	0.29730008464182	0.20458685699878812	0.32934437266866456	0.33478996303300945	0.3268516541491183	0.3961704657689907	0.34516189788323626	0.3588028181302215	0.36235045863185866	0.36667992579962294	0.3521821580695007	0.3577812688361806	0.349034551311163	0.3485458378222276	0.2553177967691177	0.27145583710378507	0.3171298608726535	0.23735086422271964	0.33480026245013983	0.30967719824861606	0.35622736352607526	0.24126989047499425	0.3211773820848659	0.3283458960517198
530167	0.2475539458136861	0.33633474121982876	0.2704002496358594	0.35638417798527905	0.33538400710036864	0.2754597410236657	0.2842497455614258	0.34761859968926456	0.3481047762230357	0.389142905166865	0.3816677152632587	0.34167897408926673	0.37446288301640296	0.37104649528386746	0.3651663927891293	0.37590567660275953	0.43542702906154396	0.3534026739701446	0.34134359290272576	0.3495860098457857	0.32781276374420293	0.3687573478772862	0.35507727473394	2.106079612487968	0.2994452765059534	0.0	0.308529675729467	0.30876114671748056	0.25166696402740596	0.2974057943730016	0.33521954012743055	0.3054533279108164	0.27810304562177485	0.28637739535506124	0.31571151513333573	0.2229982874903039	0.3477558031601803	0.3532013935245252	0.34526308464063415	0.41458189626050646	0.36357332837475204	0.37721424862173725	0.3807618891233744	0.3850913562911388	0.3705935885610165	0.3761926993276964	0.36744598180267873	0.3669572683137434	0.27372922726063353	0.2898672675953009	0.33554129136416927	0.2557622947142354	0.35321169294165555	0.3280886287401318	0.37463879401759104	0.25968132096651003	0.3395888125763816	0.34675732654323566
530331	0.2565168761511081	0.3452976715572508	0.2793631799732814	0.365347108322701	0.3443469374377906	0.2844226713610877	0.2932126758988478	0.3565815300266865	0.3570677065604577	0.398105835504287	0.3906306456006807	0.35064190442668874	0.3834258133538249	0.3800094256212894	0.3741293231265513	0.38486860694018155	0.4443899593989659	0.3623656043075666	0.3503065232401477	0.35854894018320765	0.3367756940816249	0.3777202782147082	0.364040205071362	2.11504254282539	0.30840820684337533	0.308529675729467	0.0	0.21574482695192043	0.23245314150787222	0.30636872471042353	0.3441824704648525	0.3144162582482384	0.2870659759591968	0.29534032569248325	0.32467444547075774	0.23196121782772589	0.3567187334976023	0.3621643238619472	0.3542260149780561	0.42354482659792847	0.372536258712174	0.38617717895915926	0.3897248194607964	0.39405428662856073	0.37955651889843844	0.3851556296651184	0.37640891214010075	0.3759201986511654	0.2826921575980555	0.29883019793272286	0.34450422170159123	0.2647252250516574	0.36217462327907757	0.3370515590775538	0.38360172435501305	0.268644251303932	0.34855174291380364	0.3557202568806576
530368	0.25674834713912165	0.34552914254526435	0.279594650961295	0.3655785793107146	0.3445784084258042	0.28465414234910125	0.2934441468868614	0.3568130010147001	0.3572991775484713	0.3983373064923006	0.3908621165886943	0.3508733754147023	0.3836572843418385	0.380240896609303	0.37436079411456485	0.3851000779281951	0.4446214303869795	0.36259707529558016	0.3505379942281613	0.3587804111712212	0.33700716506963846	0.3779517492027218	0.36427167605937555	2.1152740138134036	0.3086396778313889	0.30876114671748056	0.21574482695192043	0.0	0.2326846124958858	0.3066001956984371	0.3444139414528661	0.31464772923625195	0.2872974469472104	0.2955717966804968	0.3249059164587713	0.23219268881573946	0.3569502044856159	0.36239579484996076	0.3544574859660697	0.42377629758594204	0.37276772970018757	0.38640864994717283	0.38995629044881	0.3942857576165743	0.379787989886452	0.385387100653132	0.3766403831281143	0.37615166963917895	0.28292362858606906	0.29906166892073643	0.3447356926896048	0.264956696039671	0.36240609426709114	0.33728303006556737	0.3838331953430266	0.26887572229194556	0.3487832139018172	0.3559517278686712
S15Hp	0.19965416444904704	0.28843495985518974	0.22250046827122036	0.30848439662064	0.28748422573572957	0.22755995965902667	0.23634996419678678	0.2997188183246255	0.3002049948583967	0.341243123802226	0.3337679338986197	0.2937791927246277	0.3265631016517639	0.3231467139192284	0.31726661142449025	0.3280058952381205	0.3875272476969049	0.30550289260550556	0.2934438115380867	0.3016862284811466	0.27991298237956386	0.3208575665126472	0.30717749336930095	2.058179831123329	0.2515454951413143	0.25166696402740596	0.23245314150787222	0.2326846124958858	0.0	0.2495060130083625	0.2873197587627915	0.25755354654617735	0.23020326425713578	0.23847761399042217	0.2678117337686967	0.17509850612566485	0.29985602179554127	0.30530161215988616	0.2973633032759951	0.36668211489586744	0.31567354701011296	0.32931446725709823	0.33286210775873537	0.3371915749264997	0.3226938071963774	0.3282929179630574	0.3195462004380397	0.31905748694910435	0.22582944589599446	0.24196748623066183	0.2876415099995302	0.20786251334959638	0.30531191157701654	0.28018884737549277	0.326739012652952	0.211781539601871	0.2916890312117426	0.2988575451785966
530444	0.20585295736567985	0.2946337527718226	0.22869926118785316	0.3146831895372728	0.29368301865236235	0.23375875257565948	0.24254875711341958	0.30591761124125827	0.3064037877750295	0.3474419167188588	0.33996672681525253	0.29997798564126055	0.33276189456839667	0.32934550683586117	0.32346540434112303	0.33420468815475335	0.39372604061353766	0.3117016855221384	0.29964260445471946	0.3078850213977794	0.2861117752961967	0.32705635942927996	0.3133762862859337	2.0699406635314386	0.2789943638814858	0.2974057943730016	0.30636872471042353	0.3066001956984371	0.2495060130083625	0.0	0.24803066223634856	0.23860623912497048	0.2112559568359289	0.2195303065692153	0.27401052668532955	0.18129729904229766	0.3060548147121741	0.311500405076519	0.30356209619262786	0.3728809078125002	0.3218723399267458	0.33551326017373106	0.3390609006753682	0.3433903678431325	0.32889260011301025	0.33449171087969015	0.32574499335467255	0.32525627986573713	0.23202823881262727	0.24816627914729464	0.29384030291616303	0.21406130626622918	0.31151070449364937	0.2863876402921256	0.3329378055695848	0.2179803325185038	0.29788782412837544	0.30505633809522936
31021	0.24366670312010882	0.33244749852625155	0.26651300694228214	0.3524969352917018	0.3314967644067913	0.27157249833008845	0.2803625028678486	0.34373135699568724	0.3442175335294585	0.3852556624732878	0.3777804725696815	0.3377917313956895	0.37057564032282564	0.36715925259029014	0.361279150095552	0.3720184339091823	0.43153978636796664	0.34951543127656737	0.33745635020914844	0.3456987671522084	0.32392552105062566	0.36487010518370894	0.3511900320403627	2.1077544092858678	0.31680810963591477	0.33521954012743055	0.3441824704648525	0.3444139414528661	0.2873197587627915	0.24803066223634856	0.0	0.27641998487939945	0.24906970259035788	0.25734405232364427	0.3118242724397585	0.21911104479672663	0.3438685604666031	0.34931415083094797	0.34137584194705684	0.4106946535669292	0.35968608568117477	0.37332700592816004	0.3768746464297972	0.38120411359756146	0.3667063458674392	0.3723054566341191	0.3635587391091015	0.3630700256201661	0.2698419845670562	0.2859800249017236	0.331654048670592	0.2518750520206582	0.34932445024807834	0.3242013860465546	0.3707515513240138	0.25579407827293277	0.3357015698828044	0.34287008384965834
31600	0.2139004909034947	0.3026812863096374	0.236746794725668	0.32273072307508766	0.3017305521901772	0.24180628611347432	0.25059629065123445	0.3139651447790731	0.31445132131284437	0.35548945025667367	0.3480142603530674	0.3080255191790754	0.3408094281062115	0.337393040373676	0.3315129378789379	0.3422522216925682	0.4017735741513525	0.31974921905995324	0.3076901379925343	0.31593255493559425	0.29415930883401153	0.3351038929670948	0.32142381982374857	2.0779881970692538	0.28704189741930064	0.3054533279108164	0.3144162582482384	0.31464772923625195	0.25755354654617735	0.23860623912497048	0.27641998487939945	0.0	0.1877713383507333	0.1960456880840197	0.2820580602231444	0.1893448325801125	0.31410234824998895	0.31954793861433384	0.3116096297304427	0.38092844135031506	0.32991987346456064	0.3435607937115459	0.34710843421318305	0.3514379013809473	0.3369401336508251	0.342539244417505	0.3337925268924874	0.333303813403552	0.2400757723504421	0.25621381268510945	0.3018878364539779	0.22210883980404403	0.3195582380314642	0.29443517382994044	0.34098533910739964	0.22602786605631864	0.3059353576661903	0.3131038716330442
31750	0.18655020861445312	0.27533100402059585	0.20939651243662644	0.2953804407860461	0.2743802699011356	0.21445600382443275	0.22324600836219285	0.28661486249003154	0.2871010390238028	0.3281391679676321	0.3206639780640258	0.2806752368900338	0.31345914581716994	0.31004275808463444	0.3041626555898963	0.3149019394035266	0.37442329186231094	0.29239893677091167	0.28033985570349274	0.2885822726465527	0.26680902654496996	0.30775361067805324	0.294073537534707	2.050637914780212	0.25969161513025907	0.27810304562177485	0.2870659759591968	0.2872974469472104	0.23020326425713578	0.2112559568359289	0.24906970259035788	0.1877713383507333	0.0	0.13797627540459811	0.2547077779341028	0.16199455029107093	0.2867520659609474	0.29219765632529227	0.28425934744140113	0.3535781590612735	0.30256959117551907	0.31621051142250434	0.3197581519241415	0.32408761909190575	0.3095898513617835	0.3151889621284634	0.3064422446034458	0.3059535311145104	0.21272549006140054	0.2288635303960679	0.2745375541649363	0.19475855751500246	0.29220795574242264	0.26708489154089887	0.31363505681835807	0.19867758376727707	0.2785850753771487	0.28575358934400263
530050	0.1948245583477395	0.2836053537538822	0.21767086216991283	0.3036547905193325	0.28265461963442207	0.22273035355771914	0.23152035809547925	0.294889212223318	0.29537538875708913	0.33641351770091843	0.32893832779731214	0.28894958662332015	0.3217334955504564	0.3183171078179209	0.31243700532318275	0.32317628913681296	0.3826976415955974	0.300673286504198	0.2886142054367792	0.2968566223798391	0.27508337627825635	0.3160279604113396	0.30234788726799344	2.0589122645134985	0.26796596486354546	0.28637739535506124	0.29534032569248325	0.2955717966804968	0.23847761399042217	0.2195303065692153	0.25734405232364427	0.1960456880840197	0.13797627540459811	0.0	0.26298212766738915	0.17026890002435732	0.2950264156942337	0.3004720060585786	0.2925336971746876	0.3618525087945599	0.31084394090880546	0.32448486115579067	0.3280325016574278	0.3323619688251922	0.3178642010950699	0.3234633118617498	0.31471659433673216	0.31422788084779685	0.22099983979468693	0.2371378801293543	0.2828119038982227	0.20303290724828885	0.300482305475709	0.2753592412741852	0.32190940655164446	0.20695193350056346	0.28685942511043505	0.2940279390772891
S17H1	0.1979611976939854	0.2867419931001281	0.22080750151615872	0.3067914298655784	0.28579125898066793	0.22586699290396503	0.24682199554886086	0.3101908496766996	0.3106770262104708	0.3517151551543001	0.3442399652506938	0.3042512240767018	0.33703513300383797	0.3336187452713025	0.32773864277656434	0.3384779265901946	0.3979992790489789	0.31597492395757965	0.30391584289016077	0.3121582598332207	0.29038501373163794	0.33132959786472127	0.31764952472137503	2.088246384291773	0.29730008464182	0.31571151513333573	0.32467444547075774	0.3249059164587713	0.2678117337686967	0.27401052668532955	0.3118242724397585	0.2820580602231444	0.2547077779341028	0.26298212766738915	0.0	0.1432734208019223	0.2883573788177217	0.2938029691820666	0.28586466029817553	0.3551834719180479	0.3041749040322934	0.3178158242792787	0.3213634647809158	0.32569293194868015	0.31119516421855786	0.3167942749852378	0.30804755746022017	0.3075588439712848	0.2143308029181749	0.23046884325284228	0.27614286702171065	0.19636387037177683	0.293813268599197	0.2686902043976732	0.31524036967513247	0.20028289662405144	0.28999606445668097	0.29716457842353494
530215	0.10524797005095354	0.19402876545709624	0.12809427387312686	0.2140782022225465	0.19307803133763607	0.13315376526093317	0.154108767905829	0.21747762203366772	0.21796379856743892	0.2590019275112682	0.2515267376076619	0.21153799643366994	0.2443219053608061	0.24090551762827062	0.23502541513353248	0.24576469894716274	0.3052860514059471	0.2232616963145478	0.2112026152471289	0.21944503219018885	0.1976717860886061	0.23861637022168938	0.22493629707834317	1.995533156648741	0.20458685699878812	0.2229982874903039	0.23196121782772589	0.23219268881573946	0.17509850612566485	0.18129729904229766	0.21911104479672663	0.1893448325801125	0.16199455029107093	0.17026890002435732	0.1432734208019223	0.0	0.19564415117468986	0.20108974153903475	0.19315143265514367	0.262470244275016	0.21146167638926158	0.22510259663624682	0.22865023713788396	0.2329797043056483	0.21848193657552603	0.22408104734220594	0.2153343298171883	0.21484561632825294	0.12161757527514305	0.13775561560981042	0.18342963937867882	0.10365064272874497	0.20110004095616513	0.17597697675464136	0.22252714203210058	0.10756966898101958	0.1972828368136491	0.20445135078050308
31452	0.23000548572082996	0.31878628112697266	0.25285178954300325	0.33883571789242295	0.3178355470075125	0.2579112809308096	0.2788662835757054	0.34223513770354413	0.34272131423731533	0.38375944318114463	0.37628425327753834	0.33629551210354636	0.36907942103068253	0.36566303329814703	0.3597829308034089	0.37052221461703916	0.4300435670758235	0.3480192119844242	0.33596013091700533	0.34420254786006527	0.3224293017584825	0.36337388589156583	0.3496938127482196	2.1202906723186175	0.32934437266866456	0.3477558031601803	0.3567187334976023	0.3569502044856159	0.29985602179554127	0.3060548147121741	0.3438685604666031	0.31410234824998895	0.2867520659609474	0.2950264156942337	0.2883573788177217	0.19564415117468986	0.0	0.08661964960651447	0.22996341720575153	0.29928222882562383	0.24827366093986944	0.2619145811868547	0.2654622216884918	0.26979168885625615	0.2552939211261339	0.26089303189281376	0.25214631436779616	0.2516576008788608	0.2000925963469075	0.21623063668157486	0.26190466045044325	0.19897768941127195	0.3120688906941452	0.2869458264926214	0.3334959917700806	0.21853851871899962	0.3220403524835255	0.3292088664503795
31766	0.23545107608517485	0.32423187149131755	0.25829737990734813	0.34428130825676784	0.3232811373718574	0.2633568712951545	0.2843118739400503	0.347680728067889	0.3481669046016602	0.3892050335454895	0.3817298436418832	0.34174110246789124	0.3745250113950274	0.3711086236624919	0.3652285211677538	0.37596780498138405	0.43548915744016836	0.3534648023487691	0.3414057212813502	0.34964813822441015	0.3278748921228274	0.3688194762559107	0.3551394031125645	2.1257362626829623	0.33478996303300945	0.3532013935245252	0.3621643238619472	0.36239579484996076	0.30530161215988616	0.311500405076519	0.34931415083094797	0.31954793861433384	0.29219765632529227	0.3004720060585786	0.2938029691820666	0.20108974153903475	0.08661964960651447	0.0	0.23540900757009642	0.3047278191899687	0.2537192513042143	0.26736017155119957	0.2709078120528367	0.27523727922060104	0.26073951149047875	0.26633862225715865	0.25759190473214105	0.2571031912432057	0.20553818671125237	0.22167622704591974	0.26735025081478814	0.20442327977561683	0.31751448105849006	0.2923914168569663	0.3389415821344255	0.2239841090833445	0.3274859428478704	0.3346544568147244
S19H1	0.22751276720128377	0.31629356260742647	0.2503590710234571	0.3363429993728767	0.3153428284879663	0.2554185624112634	0.27637356505615923	0.33974241918399795	0.34022859571776914	0.38126672466159844	0.37379153475799215	0.33380279358400017	0.36658670251113634	0.36317031477860084	0.3572902122838627	0.36802949609749297	0.42755084855627734	0.345526493464878	0.33346741239745914	0.3417098293405191	0.31993658323893637	0.3608811673720196	0.3472010942286734	2.117797953799071	0.3268516541491183	0.34526308464063415	0.3542260149780561	0.3544574859660697	0.2973633032759951	0.30356209619262786	0.34137584194705684	0.3116096297304427	0.28425934744140113	0.2925336971746876	0.28586466029817553	0.19315143265514367	0.22996341720575153	0.23540900757009642	0.0	0.16350521963304857	0.11249665174729412	0.12613757199427938	0.12968521249591652	0.13401467966368086	0.1195169119335586	0.1251160227002385	0.11636930517522087	0.1158805916862855	0.1975998778273613	0.21373791816202867	0.25941194193089706	0.19648497089172576	0.309576172174599	0.2844531079730752	0.33100327325053447	0.21604580019945344	0.31954763396397934	0.3267161479308333
31537	0.2968315788211561	0.38561237422729877	0.3196778826433294	0.40566181099274906	0.38466164010783865	0.32473737403113573	0.3456923766760316	0.40906123080387025	0.4095474073376415	0.4505855362814708	0.4431103463778645	0.4031216052038725	0.43590551413100864	0.43248912639847314	0.426609023903735	0.4373483077173653	0.49686966017614964	0.41484530508475037	0.40278622401733144	0.4110286409603914	0.38925539485880867	0.43019997899189194	0.4165199058485457	2.187116765418944	0.3961704657689907	0.41458189626050646	0.42354482659792847	0.42377629758594204	0.36668211489586744	0.3728809078125002	0.4106946535669292	0.38092844135031506	0.3535781590612735	0.3618525087945599	0.3551834719180479	0.262470244275016	0.29928222882562383	0.3047278191899687	0.16350521963304857	0.0	0.09517878939891117	0.14196917868095119	0.16901785505929462	0.17334732222705893	0.15884955449693666	0.16444866526361657	0.15570194773859897	0.15521323424966357	0.2669186894472336	0.283056729781901	0.3287307535507694	0.2658037825115981	0.3788949837944713	0.3537719195929475	0.40032208487040677	0.28536461181932576	0.38886644558385164	0.3960349595507056
530074	0.24582301093540168	0.3346038063415444	0.268669314757575	0.35465324310699464	0.3336530722220842	0.2737288061453813	0.2946838087902771	0.3580526629181159	0.358538839451887	0.3995769683957163	0.39210177849211003	0.35211303731811805	0.3848969462452543	0.3814805585127188	0.37560045601798064	0.38633973983161085	0.4458610922903952	0.3638367371989959	0.3517776561315771	0.360020073074637	0.33824682697305425	0.3791914111061375	0.36551133796279134	2.136108197533189	0.34516189788323626	0.36357332837475204	0.372536258712174	0.37276772970018757	0.31567354701011296	0.3218723399267458	0.35968608568117477	0.32991987346456064	0.30256959117551907	0.31084394090880546	0.3041749040322934	0.21146167638926158	0.24827366093986944	0.2537192513042143	0.11249665174729412	0.09517878939891117	0.0	0.09096061079519675	0.11800928717354017	0.1223387543413045	0.10784098661118224	0.11344009737786215	0.10469337985284452	0.10420466636390915	0.2159101215614792	0.23204816189614658	0.277722185665015	0.21479521462584367	0.3278864159087169	0.30276335170719315	0.34931351698465235	0.23435604393357135	0.3378578776980973	0.3450263916649512
31749	0.2594639311823869	0.3482447265885296	0.2823102350045602	0.3682941633539799	0.34729399246906945	0.2873697263923666	0.3083247290372624	0.3716935831651011	0.3721797596988723	0.4132178886427016	0.4057426987390953	0.3657539575651033	0.3985378664922395	0.395121478759704	0.38924137626496585	0.3999806600785961	0.45950201253738043	0.37747765744598116	0.3654185763785623	0.3736609933216222	0.35188774722003946	0.3928323313531228	0.37915225820977655	2.1497491177801744	0.3588028181302215	0.37721424862173725	0.38617717895915926	0.38640864994717283	0.32931446725709823	0.33551326017373106	0.37332700592816004	0.3435607937115459	0.31621051142250434	0.32448486115579067	0.3178158242792787	0.22510259663624682	0.2619145811868547	0.26736017155119957	0.12613757199427938	0.14196917868095119	0.09096061079519675	0.0	0.1316502074205254	0.13597967458828975	0.12148190685816748	0.12708101762484741	0.11833430009982977	0.11784558661089439	0.22955104180846445	0.24568908214313182	0.2913631059120002	0.2284361348728289	0.34152733615570213	0.31640427195417836	0.36295443723163756	0.24799696418055658	0.3514987979450825	0.35866731191193646
31428	0.26301157168402406	0.35179236709016676	0.28585787550619735	0.37184180385561705	0.3508416329707066	0.2909173668940037	0.3118723695388995	0.37524122366673823	0.37572740020050943	0.41676552914433873	0.40929033924073244	0.36930159806674046	0.40208550699387663	0.39866911926134113	0.392789016766603	0.40352830058023326	0.4630496530390176	0.3810252979476183	0.3689662168801994	0.37720863382325936	0.3554353877216766	0.3963799718547599	0.3826998987114137	2.1532967582818117	0.36235045863185866	0.3807618891233744	0.3897248194607964	0.38995629044881	0.33286210775873537	0.3390609006753682	0.3768746464297972	0.34710843421318305	0.3197581519241415	0.3280325016574278	0.3213634647809158	0.22865023713788396	0.2654622216884918	0.2709078120528367	0.12968521249591652	0.16901785505929462	0.11800928717354017	0.1316502074205254	0.0	0.12024195602958995	0.10574418829946769	0.11134329906614762	0.10259658154112998	0.1021078680521946	0.23309868231010158	0.24923672264476895	0.29491074641363735	0.23198377537446604	0.34507497665733927	0.3199519124558155	0.3665020777332747	0.25154460468219375	0.3550464384467196	0.3622149524135736
31723	0.2673410388517884	0.3561218342579311	0.29018734267396173	0.3761712710233813	0.3551711001384709	0.295246834061768	0.31620183670666385	0.37957069083450257	0.38005686736827377	0.42109499631210306	0.41361980640849677	0.3736310652345048	0.40641497416164096	0.40299858642910547	0.39711848393436733	0.4078577677479976	0.46737912020678196	0.38535476511538264	0.37329568404796376	0.3815381009910237	0.359764854889441	0.4007094390225242	0.387029365879178	2.157626225449576	0.36667992579962294	0.3850913562911388	0.39405428662856073	0.3942857576165743	0.3371915749264997	0.3433903678431325	0.38120411359756146	0.3514379013809473	0.32408761909190575	0.3323619688251922	0.32569293194868015	0.2329797043056483	0.26979168885625615	0.27523727922060104	0.13401467966368086	0.17334732222705893	0.1223387543413045	0.13597967458828975	0.12024195602958995	0.0	0.020796981248797804	0.02639609201547772	0.017649374490460088	0.030212425108848764	0.23742814947786592	0.2535661898125333	0.2992402135814017	0.23631324254223038	0.3494044438251036	0.32428137962357984	0.3708315449010391	0.25587407184995803	0.35937590561448396	0.36654441958133793
31232	0.25284327112166616	0.34162406652780886	0.27568957494383944	0.3616735032932591	0.34067333240834863	0.28074906633164576	0.30170406897654156	0.36507292310438033	0.3655590996381515	0.4065972285819808	0.3991220386783745	0.3591332975043825	0.3919172064315187	0.38850081869898323	0.3826207162042451	0.3933600000178753	0.45288135247665967	0.37085699738526035	0.3587979163178415	0.36704033326090146	0.3452670871593187	0.38621167129240197	0.3725315981490558	2.143128457719454	0.3521821580695007	0.3705935885610165	0.37955651889843844	0.379787989886452	0.3226938071963774	0.32889260011301025	0.3667063458674392	0.3369401336508251	0.3095898513617835	0.3178642010950699	0.31119516421855786	0.21848193657552603	0.2552939211261339	0.26073951149047875	0.1195169119335586	0.15884955449693666	0.10784098661118224	0.12148190685816748	0.10574418829946769	0.020796981248797804	0.0	0.011894324283355347	0.0031496067593377755	0.01571465737872651	0.22293038174774366	0.23906842208241103	0.28474244585127945	0.22181547481210812	0.33490667609498137	0.3097836118934576	0.3563337771709168	0.2413763041198358	0.3448781378843617	0.35204665185121564
530163	0.258442381888346	0.3472231772944887	0.28128868571051935	0.367272614059939	0.3462724431750286	0.28634817709832566	0.3073031797432215	0.3706720338710602	0.37115821040483143	0.41219633934866073	0.40472114944505444	0.36473240827106246	0.3975163171981986	0.3940999294656631	0.38821982697092494	0.39895911078455526	0.4584804632433396	0.3764561081519403	0.3643970270845214	0.3726394440275813	0.3508661979259986	0.3918107820590819	0.37813070891573564	2.1487275684861338	0.3577812688361806	0.3761926993276964	0.3851556296651184	0.385387100653132	0.3282929179630574	0.33449171087969015	0.3723054566341191	0.342539244417505	0.3151889621284634	0.3234633118617498	0.3167942749852378	0.22408104734220594	0.26089303189281376	0.26633862225715865	0.1251160227002385	0.16444866526361657	0.11344009737786215	0.12708101762484741	0.11134329906614762	0.02639609201547772	0.011894324283355347	0.0	0.008748717526017689	0.02131376814540642	0.22852949251442356	0.24466753284909093	0.29034155661795935	0.22741458557878802	0.3405057868616612	0.31538272266013745	0.3619328879375967	0.2469754148865157	0.3504772486510416	0.3576457626178956
