	F3H1	530055	S23Hp	31160	31333	530394	S26Hp	S16H2	31512	31700	31637	S21H1	530258	530177	31714	530451	f7pp	31267	F32H1	530251	S10H1	F22H1A	31236	530154	31009	530167	530331	530368	S15Hp	530444	31021	31600	31750	530050	S17H1	530215	31452	31766	S19H1	31537	530074	31749	31428	31723	31232	530163	530052	31129	530075	530315	530295	31360	31450	31519	530364	31071	S28Hp	531414
530052	0.2496956643633284	0.3384764597694711	0.2725419681855017	0.3585258965349214	0.33752572565001093	0.27760145957330806	0.29855646221820387	0.3619253163460426	0.3624114928798138	0.4034496218236431	0.3959744319200368	0.3559856907460448	0.388769599673181	0.3853532119406455	0.37947310944590734	0.3902123932595376	0.4497337457183219	0.36770939062692265	0.3556503095595038	0.3638927265025637	0.34211948040098095	0.3830640645340643	0.36938399139071804	2.139980850961116	0.349034551311163	0.36744598180267873	0.37640891214010075	0.3766403831281143	0.3195462004380397	0.32574499335467255	0.3635587391091015	0.3337925268924874	0.3064422446034458	0.31471659433673216	0.30804755746022017	0.2153343298171883	0.25214631436779616	0.25759190473214105	0.11636930517522087	0.15570194773859897	0.10469337985284452	0.11833430009982977	0.10259658154112998	0.017649374490460088	0.0031496067593377755	0.008748717526017689	0.0	0.01256705062038879	0.21978277498940593	0.2359208153240733	0.2815948390929417	0.2186678680537704	0.3317590693366436	0.30663600513511985	0.35318617041257905	0.23822869736149807	0.341730531126024	0.34889904509287795
31129	0.24920695087439304	0.33798774628053574	0.2720532546965664	0.358037183045986	0.33703701216107557	0.27711274608437264	0.2980677487292685	0.3614366028571072	0.3619227793908784	0.4029609083347077	0.3954857184311014	0.35549697725710944	0.3882808861842456	0.3848644984517101	0.378984395956972	0.38972367977060224	0.4492450322293866	0.3672206771379873	0.3551615960705684	0.36340401301362835	0.34163076691204564	0.38257535104512885	0.36889527790178267	2.1394921374721805	0.3485458378222276	0.3669572683137434	0.3759201986511654	0.37615166963917895	0.31905748694910435	0.32525627986573713	0.3630700256201661	0.333303813403552	0.3059535311145104	0.31422788084779685	0.3075588439712848	0.21484561632825294	0.2516576008788608	0.2571031912432057	0.1158805916862855	0.15521323424966357	0.10420466636390915	0.11784558661089439	0.1021078680521946	0.030212425108848764	0.01571465737872651	0.02131376814540642	0.01256705062038879	0.0	0.21929406150047057	0.23543210183513794	0.28110612560400633	0.21817915456483503	0.33127035584770825	0.3061472916461845	0.35269745692364374	0.2377399838725627	0.3412418176370886	0.3484103316039426
530075	0.15597890982128315	0.24475970522742585	0.17882521364345644	0.2648091419928761	0.24380897110796568	0.18388470503126278	0.2048397076761586	0.2682085618039973	0.2686947383377685	0.3097328672815978	0.30225767737799153	0.26226893620399955	0.2950528451311357	0.2916364573986002	0.2857563549038621	0.29649563871749235	0.3560169911762767	0.2739926360848774	0.2619335550174585	0.27017597196051846	0.24840272585893572	0.28934730999201896	0.2756672368486728	2.046264096419071	0.2553177967691177	0.27372922726063353	0.2826921575980555	0.28292362858606906	0.22582944589599446	0.23202823881262727	0.2698419845670562	0.2400757723504421	0.21272549006140054	0.22099983979468693	0.2143308029181749	0.12161757527514305	0.2000925963469075	0.20553818671125237	0.1975998778273613	0.2669186894472336	0.2159101215614792	0.22955104180846445	0.23309868231010158	0.23742814947786592	0.22293038174774366	0.22852949251442356	0.21978277498940593	0.21929406150047057	0.0	0.08965075392891206	0.1571890670346363	0.12495111351172511	0.23804231479459836	0.2129192505930746	0.2594694158705338	0.1445119428194528	0.2480137765839787	0.25518229055083264
530315	0.17211695015595052	0.2608977455620932	0.1949632539781238	0.28094718232754345	0.25994701144263305	0.20002274536593015	0.22097774801082598	0.2843466021386647	0.2848327786724359	0.3258709076162652	0.3183957177126589	0.2784069765386669	0.3111908854658031	0.3077744977332676	0.30189439523852946	0.3126336790521597	0.3721550315109441	0.29013067641954476	0.2780715953521259	0.2863140122951858	0.2645407661936031	0.30548535032668633	0.29180527718334015	2.062402136753738	0.27145583710378507	0.2898672675953009	0.29883019793272286	0.29906166892073643	0.24196748623066183	0.24816627914729464	0.2859800249017236	0.25621381268510945	0.2288635303960679	0.2371378801293543	0.23046884325284228	0.13775561560981042	0.21623063668157486	0.22167622704591974	0.21373791816202867	0.283056729781901	0.23204816189614658	0.24568908214313182	0.24923672264476895	0.2535661898125333	0.23906842208241103	0.24466753284909093	0.2359208153240733	0.23543210183513794	0.08965075392891206	0.0	0.17332710736930368	0.14108915384639248	0.25418035512926573	0.22905729092774196	0.27560745620520116	0.16064998315412016	0.2641518169186461	0.2713203308855
530295	0.21779097392481891	0.30657176933096164	0.24063727774699223	0.3266212060964119	0.3056210352115014	0.24569676913479854	0.26665177177969435	0.3300206259075331	0.33050680244130426	0.37154493138513356	0.36406974148152726	0.3240810003075353	0.3568649092346715	0.353448521502136	0.3475684190073979	0.3583077028210281	0.41782905527981246	0.33580470018841313	0.3237456191209943	0.33198803606405425	0.3102147899624715	0.35115937409555475	0.33747930095220857	2.1080761605226064	0.3171298608726535	0.33554129136416927	0.34450422170159123	0.3447356926896048	0.2876415099995302	0.29384030291616303	0.331654048670592	0.3018878364539779	0.2745375541649363	0.2828119038982227	0.27614286702171065	0.18342963937867882	0.26190466045044325	0.26735025081478814	0.25941194193089706	0.3287307535507694	0.277722185665015	0.2913631059120002	0.29491074641363735	0.2992402135814017	0.28474244585127945	0.29034155661795935	0.2815948390929417	0.28110612560400633	0.1571890670346363	0.17332710736930368	0.0	0.1867631776152609	0.29985437889813416	0.2747313146966104	0.3212814799740696	0.20632400692298858	0.3098258406875145	0.3169943546543684
31360	0.13801197727488507	0.22679277268102777	0.16085828109705835	0.24684220944647803	0.2258420385615676	0.1659177724848647	0.18687277512976053	0.25024162925759924	0.25072780579137044	0.29176593473519974	0.28429074483159344	0.24430200365760146	0.27708591258473764	0.27366952485220214	0.267789422357464	0.27852870617109426	0.3380500586298786	0.2560257035384793	0.24396662247106043	0.2522090394141204	0.23043579331253763	0.27138037744562094	0.2577003043022747	2.0282971638726726	0.23735086422271964	0.2557622947142354	0.2647252250516574	0.264956696039671	0.20786251334959638	0.21406130626622918	0.2518750520206582	0.22210883980404403	0.19475855751500246	0.20303290724828885	0.19636387037177683	0.10365064272874497	0.19897768941127195	0.20442327977561683	0.19648497089172576	0.2658037825115981	0.21479521462584367	0.2284361348728289	0.23198377537446604	0.23631324254223038	0.22181547481210812	0.22741458557878802	0.2186678680537704	0.21817915456483503	0.12495111351172511	0.14108915384639248	0.1867631776152609	0.0	0.22007538224820028	0.1949523180466765	0.2415024833241357	0.1265450102730547	0.2300468440375806	0.23721535800443458
31450	0.23546137550230523	0.3242421709084479	0.2583076793244785	0.3442916076738982	0.32329143678898775	0.2633671707122849	0.2843221733571807	0.3476910274850194	0.3481772040187906	0.3892153329626199	0.3817401430590136	0.3417514018850216	0.3745353108121578	0.3711189230796223	0.36523882058488416	0.3759781043985144	0.43549945685729874	0.35347510176589947	0.3414160206984806	0.34965843764154053	0.32788519153995777	0.3688297756730411	0.35514970252969486	2.1257465621000926	0.33480026245013983	0.35321169294165555	0.36217462327907757	0.36240609426709114	0.30531191157701654	0.31151070449364937	0.34932445024807834	0.3195582380314642	0.29220795574242264	0.300482305475709	0.293813268599197	0.20110004095616513	0.3120688906941452	0.31751448105849006	0.309576172174599	0.3788949837944713	0.3278864159087169	0.34152733615570213	0.34507497665733927	0.3494044438251036	0.33490667609498137	0.3405057868616612	0.3317590693366436	0.33127035584770825	0.23804231479459836	0.25418035512926573	0.29985437889813416	0.22007538224820028	0.0	0.23210106221974008	0.2786512274971993	0.19467673478449446	0.3274962422650008	0.33466475623185477
31519	0.21033831130078146	0.29911910670692415	0.23318461512295477	0.31916854347237444	0.298168372587464	0.23824410651076108	0.2591991091556569	0.32256796328349563	0.3230541398172668	0.3640922687610961	0.35661707885748983	0.31662833768349785	0.349412246610634	0.34599585887809853	0.3401157563833604	0.35085504019699065	0.41037639265577497	0.3283520375643757	0.3162929564969568	0.32453537344001676	0.302762127338434	0.3437067114715173	0.3300266383281711	2.100623497898569	0.30967719824861606	0.3280886287401318	0.3370515590775538	0.33728303006556737	0.28018884737549277	0.2863876402921256	0.3242013860465546	0.29443517382994044	0.26708489154089887	0.2753592412741852	0.2686902043976732	0.17597697675464136	0.2869458264926214	0.2923914168569663	0.2844531079730752	0.3537719195929475	0.30276335170719315	0.31640427195417836	0.3199519124558155	0.32428137962357984	0.3097836118934576	0.31538272266013745	0.30663600513511985	0.3061472916461845	0.2129192505930746	0.22905729092774196	0.2747313146966104	0.1949523180466765	0.23210106221974008	0.0	0.05717086527434191	0.1695536705829707	0.302373178063477	0.309541692030331
530364	0.25688847657824065	0.34566927198438335	0.279734780400414	0.36571870874983364	0.34471853786492324	0.2847942717882203	0.30574927443311617	0.36911812856095483	0.3696043050947261	0.4106424340385554	0.4031672441349491	0.3631785029609571	0.3959624118880932	0.3925460241555577	0.3866659216608196	0.3974052054744499	0.4569265579332342	0.37490220284183495	0.362843121774416	0.37108553871747596	0.34931229261589325	0.3902568767489765	0.3765768036056303	2.1471736631760283	0.35622736352607526	0.37463879401759104	0.38360172435501305	0.3838331953430266	0.326739012652952	0.3329378055695848	0.3707515513240138	0.34098533910739964	0.31363505681835807	0.32190940655164446	0.31524036967513247	0.22252714203210058	0.3334959917700806	0.3389415821344255	0.33100327325053447	0.40032208487040677	0.34931351698465235	0.36295443723163756	0.3665020777332747	0.3708315449010391	0.3563337771709168	0.3619328879375967	0.35318617041257905	0.35269745692364374	0.2594694158705338	0.27560745620520116	0.3212814799740696	0.2415024833241357	0.2786512274971993	0.05717086527434191	0.0	0.21610383586042992	0.3489233433409362	0.35609185730779025
31071	0.14193100352715965	0.23071179893330235	0.164777307349333	0.25076123569875264	0.2297610648138422	0.1698367987371393	0.19079180138203514	0.2541606555098739	0.254646832043645	0.2956849609874743	0.288209771083868	0.24822102990987607	0.2810049388370123	0.2775885511044768	0.27170844860973864	0.28244773242336885	0.3419690848821532	0.2599447297907539	0.24788564872333504	0.256128065666395	0.23435481956481224	0.2752994036978955	0.26161933055454933	2.0322161901249474	0.24126989047499425	0.25968132096651003	0.268644251303932	0.26887572229194556	0.211781539601871	0.2179803325185038	0.25579407827293277	0.22602786605631864	0.19867758376727707	0.20695193350056346	0.20028289662405144	0.10756966898101958	0.21853851871899962	0.2239841090833445	0.21604580019945344	0.28536461181932576	0.23435604393357135	0.24799696418055658	0.25154460468219375	0.25587407184995803	0.2413763041198358	0.2469754148865157	0.23822869736149807	0.2377399838725627	0.1445119428194528	0.16064998315412016	0.20632400692298858	0.1265450102730547	0.19467673478449446	0.1695536705829707	0.21610383586042992	0.0	0.23396587028985522	0.2411343842567092
S28Hp	0.19890030694728122	0.2876811023534239	0.2217466107694545	0.32015088755799137	0.2991507166730809	0.23922645059637798	0.27069929299190676	0.3340681471197455	0.33455432365351667	0.37559245259734597	0.3681172626937397	0.3281285215197477	0.36091243044688387	0.35749604271434837	0.35161594021961023	0.3623552240332405	0.4218765764920248	0.33985222140062554	0.32779314033320667	0.3360355572762666	0.31426231117468384	0.35520689530776717	0.34152682216442093	2.112123681734819	0.3211773820848659	0.3395888125763816	0.34855174291380364	0.3487832139018172	0.2916890312117426	0.29788782412837544	0.3357015698828044	0.3059353576661903	0.2785850753771487	0.28685942511043505	0.28999606445668097	0.1972828368136491	0.3220403524835255	0.3274859428478704	0.31954763396397934	0.38886644558385164	0.3378578776980973	0.3514987979450825	0.3550464384467196	0.35937590561448396	0.3448781378843617	0.3504772486510416	0.341730531126024	0.3412418176370886	0.2480137765839787	0.2641518169186461	0.3098258406875145	0.2300468440375806	0.3274962422650008	0.302373178063477	0.3489233433409362	0.23396587028985522	0.0	0.2690168713260494
531414	0.2060688209141352	0.2948496163202779	0.22891512473630848	0.3273194015248453	0.3063192306399349	0.24639496456323196	0.27786780695876073	0.34123666108659945	0.34172283762037065	0.38276096656419994	0.37528577666059365	0.33529703548660167	0.36808094441373784	0.36466455668120235	0.3587844541864642	0.36952373800009447	0.4290450904588788	0.3470207353674795	0.33496165430006064	0.3432040712431206	0.32143082514153787	0.3623754092746211	0.3486953361312749	2.119292195701673	0.3283458960517198	0.34675732654323566	0.3557202568806576	0.3559517278686712	0.2988575451785966	0.30505633809522936	0.34287008384965834	0.3131038716330442	0.28575358934400263	0.2940279390772891	0.29716457842353494	0.20445135078050308	0.3292088664503795	0.3346544568147244	0.3267161479308333	0.3960349595507056	0.3450263916649512	0.35866731191193646	0.3622149524135736	0.36654441958133793	0.35204665185121564	0.3576457626178956	0.34889904509287795	0.3484103316039426	0.25518229055083264	0.2713203308855	0.3169943546543684	0.23721535800443458	0.33466475623185477	0.309541692030331	0.35609185730779025	0.2411343842567092	0.2690168713260494	0.0
