	w18pp	f14ppB	f2pp	f10pp	w29pp	w16pp	f16ppB	w27pp	f8pp	f25pp	f20ppB	f28pp	f23ppB	S20H1	S22Hp	S1Hp	S21H1	S13Hp	S26Hp	f19pp	f22ppA	w22pp	w8pp	f24pp	w24pp	w4pp	w12pp	f30pp	f18pp	f21pp	f3pp	f6ppB	f26pp	f32pp	f14ppA	w2pp	w11pp	w23pp	w14pp	f31pp	w31pp	f16ppA	w32pp	w13pp	f9pp	f11pp	f12ppB	w10pp	w6pp	F6H1	S12Hp	S2Hp	S4Hp	w21pp	f6ppA	f1pp	f29pp	w3pp	S15Hp	S19H1	w17pp	w26pp	f7pp	f15pp	f12ppA	w15pp	w25pp	f17ppA	f20ppA	w1pp	w19pp	w9pp	w28pp	w20pp	f13pp	f23ppA	f22ppB	f4pp	f17ppB
f20ppB	0.003577270053923105	0.002186979111000308	0.002186979111000308	0.0017489997445612072	0.0017489997445612072	0.0011106013501459495	0.0008696966705261799	0.001763454031178497	0.001763454031178497	0.0007974838413035815	0.0	0.0011692094726384727	0.0004858990088015527	0.05094638479691694	0.05009953915372657	0.44060410541259143	0.513205468586151	1.18950415773628	1.2327953714129019	0.003759422477796333	0.0037604224782963624	0.004676201596167661	0.004488976939515599	0.002331040006903365	0.0021787855063923876	0.00234133133340808	0.002441424474491244	0.0032553556761862478	0.004189258992770841	0.004189258992770841	0.006345730853977931	0.006164090212305679	0.006164090212305679	0.00550509185953539	0.00550509185953539	0.004403299467081681	0.004403299467081681	0.003578270054423134	0.004254950644810828	0.00802918544116133	0.005140496371670959	0.005139496371170929	0.008121280917299696	0.008348741329292041	0.008166460702901019	0.009089572826938164	0.009089572826938164	0.009088572826438136	0.011634384604501849	0.061978326729805695	0.05426693699099812	0.0618230738872091	0.057841553630275676	0.011865015907633388	0.011865015907633388	0.00772463669551116	0.008878628657696685	0.008878628657696685	0.04635642580478523	0.0468198394228203	0.0068999529851041085	0.0068999529851041085	0.007194799165494914	0.007194799165494914	0.006388291891226438	0.006388291891226438	0.004528180707577206	0.007156145936805433	0.005233697583853514	0.005234697584353543	0.005234697584353543	0.005231697582853456	0.004517144334475247	0.004775999374449722	0.005071251887350256	0.005493987356358481	0.006868048882028539	0.004519144335475305	0.0046706020984144826
f28pp	0.0037786815109585887	0.002388390568035792	0.002388390568035792	0.001950411201596691	0.001950411201596691	0.0013120128071814332	0.0010711081275616636	0.0019648654882139806	0.0019648654882139806	0.0009988952983390651	0.0011692094726384727	0.0	0.0006853104648369781	0.051147796253952424	0.050300950610762056	0.4408055168696269	0.5134068800431866	1.1897055691933154	1.2329967828699373	0.0039608339348318165	0.003961833935331846	0.004877613053203144	0.004690388396551084	0.002532451463938849	0.0023801969634278716	0.002542742790443564	0.0026428359315267278	0.0034567671332217313	0.004390670449806324	0.004390670449806324	0.006547142311013414	0.006365501669341163	0.006365501669341163	0.005706503316570874	0.005706503316570874	0.0046047109241171644	0.0046047109241171644	0.0037796815114586177	0.004456362101846311	0.008230596898196812	0.005341907828706442	0.005340907828206412	0.008322692374335177	0.008550152786327522	0.008367872159936502	0.009290984283973647	0.009290984283973647	0.009289984283473617	0.011835796061537332	0.06217973818684118	0.0544683484480336	0.06202448534424458	0.05804296508731116	0.012066427364668873	0.012066427364668873	0.007926048152546643	0.009080040114732166	0.009080040114732166	0.046557837261820716	0.047021250879855786	0.007101364442139591	0.007101364442139591	0.0073962106225303964	0.0073962106225303964	0.006589703348261921	0.006589703348261921	0.004729592164612688	0.007357557393840915	0.005435109040888997	0.005436109041389026	0.005436109041389026	0.005433109039888939	0.0047185557915107295	0.004977410831485204	0.005272663344385739	0.005695398813393963	0.007069460339064021	0.0047205557925107874	0.004872013555449965
f23ppB	0.003095371047121669	0.0017050801041988712	0.0017050801041988712	0.0012671007377597708	0.0012671007377597708	0.000628702343344513	0.00038779766372474346	0.0012815550243770605	0.0012815550243770605	0.000315584834502145	0.0004858990088015527	0.0006853104648369781	0.0	0.0504644857901155	0.04961764014692513	0.44012220640579	0.5127235695793496	1.1890222587294783	1.2323134724061002	0.003277523470994897	0.0032785234714949258	0.004194302589366225	0.004007077932714163	0.0018491410001019286	0.0016968864995909512	0.0018594323266066437	0.0019595254676898076	0.0027734566693848116	0.0037073599859694046	0.0037073599859694046	0.005863831847176495	0.0056821912055042435	0.0056821912055042435	0.005023192852733954	0.005023192852733954	0.003921400460280245	0.003921400460280245	0.003096371047621698	0.003773051638009392	0.007547286434359892	0.004658597364869522	0.004657597364369493	0.007639381910498259	0.007866842322490604	0.007684561696099582	0.008607673820136727	0.008607673820136727	0.0086066738196367	0.011152485597700412	0.06149642772300426	0.05378503798419668	0.06134117488040766	0.05735965462347424	0.011383116900831953	0.011383116900831953	0.007242737688709724	0.008396729650895248	0.008396729650895248	0.045874526797983796	0.046337940416018866	0.0064180539783026715	0.0064180539783026715	0.006712900158693478	0.006712900158693478	0.005906392884425002	0.005906392884425002	0.0040462817007757695	0.006674246930003996	0.004751798577052077	0.004752798577552106	0.004752798577552106	0.004749798576052019	0.00403524532767381	0.0042941003676482846	0.004589352880548819	0.0050120883495570435	0.0063861498752271015	0.004037245328673868	0.0041887030916130455
S20H1	0.051027655362717694	0.04963736441979489	0.04963736441979489	0.049201385054355846	0.049201385054355846	0.049837783447771046	0.05008068812839087	0.05097444548904319	0.05097444548904319	0.05015090095661341	0.05094638479691694	0.051147796253952424	0.0504644857901155	0.0	0.0767040023700517	0.47888650357355306	0.5514878667471127	1.2277865558972414	1.2710777695738633	0.04792629589701627	0.04792729589751629	0.048843075015387594	0.048655850358735535	0.04891985379103552	0.04876959929152461	0.049791716642202666	0.049891809783285834	0.05070574098498083	0.051639644301565424	0.051639644301565424	0.053796116162772516	0.05361447552110027	0.05361447552110027	0.052955477168329976	0.052955477168329976	0.05185368477587627	0.05185368477587627	0.051028655363217726	0.051705335953605415	0.055479570749955916	0.052590881680465544	0.05258988167996552	0.05557166622609429	0.05579912663808663	0.05561684601169561	0.05653995813573275	0.05653995813573275	0.05653895813523273	0.05908476991329644	0.10942871203860029	0.10171732229979272	0.10927345919600369	0.10529193893907027	0.059315401216427976	0.059315401216427976	0.055175022004305754	0.05632901396649127	0.05632901396649127	0.09380681111357983	0.0942702247316149	0.0543503382938987	0.0543503382938987	0.0546451844742895	0.0546451844742895	0.05383867720002103	0.05383867720002103	0.0519785660163718	0.054606531245600026	0.05268408289264811	0.05268508289314814	0.05268508289314814	0.05268208289164805	0.051967529643269846	0.05222638468324432	0.05252163719614485	0.05294437266515308	0.054318434190823134	0.0519695296442699	0.05212098740720908
S22Hp	0.050180809719527326	0.04879051877660452	0.04879051877660452	0.04835453941116548	0.04835453941116548	0.04899093780458068	0.049233842485200505	0.05012759984585282	0.05012759984585282	0.049304055313423044	0.05009953915372657	0.050300950610762056	0.04961764014692513	0.0767040023700517	0.0	0.4780396579303627	0.5506410211039223	1.2269397102540511	1.270230923930673	0.0470794502538259	0.047080450254325924	0.047996229372197226	0.04780900471554517	0.04807300814784515	0.04792275364833424	0.0489448709990123	0.049044964140095466	0.049858895341790464	0.05079279865837506	0.05079279865837506	0.05294927051958215	0.0527676298779099	0.0527676298779099	0.05210863152513961	0.05210863152513961	0.0510068391326859	0.0510068391326859	0.05018180972002736	0.05085849031041505	0.05463272510676555	0.051744036037275176	0.05174303603677515	0.05472482058290392	0.05495228099489626	0.05477000036850524	0.055693112492542385	0.055693112492542385	0.05569211249204236	0.05823792427010607	0.10858186639540993	0.10087047665660234	0.10842661355281333	0.10444509329587989	0.058468555573237616	0.058468555573237616	0.05432817636111538	0.055482168323300905	0.055482168323300905	0.09295996547038946	0.09342337908842452	0.053503492650708334	0.053503492650708334	0.053798338831099135	0.053798338831099135	0.05299183155683066	0.05299183155683066	0.05113172037318143	0.05375968560240966	0.05183723724945774	0.05183823724995777	0.05183823724995777	0.051835237248457684	0.05112068400007948	0.051379539040053955	0.051674791552954485	0.052097527021962714	0.05347158854763277	0.051122684001079534	0.05127414176401871
S1Hp	0.44068537597839214	0.4392950850354693	0.4392950850354693	0.43885910567003034	0.43885910567003034	0.4394955040634455	0.43973840874406533	0.44063216610471767	0.44063216610471767	0.4398086215722879	0.44060410541259143	0.4408055168696269	0.44012220640579	0.47888650357355306	0.4780396579303627	0.0	0.3576927420532878	1.0339914312034166	1.0772826448800388	0.4375840165126908	0.4375850165131908	0.43850079563106215	0.43831357097441004	0.43857757440671	0.4384273199071991	0.4394494372578771	0.4395495303989603	0.44036346160065526	0.44129736491723986	0.44129736491723986	0.44345383677844696	0.4432721961367747	0.4432721961367747	0.44261319778400443	0.44261319778400443	0.4415114053915507	0.4415114053915507	0.44068637597889215	0.4413630565692798	0.44513729136563035	0.44224860229614	0.4422476022956399	0.4452293868417687	0.44545684725376106	0.44527456662737	0.44619767875140715	0.44619767875140715	0.4461966787509071	0.44874249052897086	0.4990864326542747	0.49137504291546713	0.4989311798116781	0.4949496595547447	0.4489731218321024	0.4489731218321024	0.4448327426199802	0.4459867345821657	0.4459867345821657	0.48346453172925424	0.48392794534728933	0.4440080589095731	0.4440080589095731	0.4443029050899639	0.4443029050899639	0.44349639781569544	0.44349639781569544	0.44163628663204624	0.44426425186127444	0.44234180350832253	0.44234280350882255	0.44234280350882255	0.44233980350732244	0.4416252502589442	0.4418841052989187	0.4421793578118192	0.44260209328082745	0.4439761548064975	0.44162725025994426	0.44177870802288344
S21H1	0.5132867391519519	0.511896448209029	0.511896448209029	0.51146046884359	0.51146046884359	0.5120968672370052	0.512339771917625	0.5132335292782773	0.5132335292782773	0.5124099847458475	0.513205468586151	0.5134068800431866	0.5127235695793496	0.5514878667471127	0.5506410211039223	0.3576927420532878	0.0	0.9084115064428833	0.9517027201195053	0.5101853796862503	0.5101863796867504	0.5111021588046217	0.5109149341479696	0.5111789375802696	0.5110286830807588	0.5120508004314369	0.5121508935725201	0.512964824774215	0.5138987280907996	0.5138987280907996	0.5160551999520068	0.5158735593103345	0.5158735593103345	0.5152145609575641	0.5152145609575641	0.5141127685651105	0.5141127685651105	0.513287739152452	0.5139644197428396	0.5177386545391901	0.5148499654696997	0.5148489654691997	0.5178307500153285	0.5180582104273208	0.5178759298009298	0.518799041924967	0.518799041924967	0.518798041924467	0.5213438537025307	0.5716877958278345	0.5639764060890269	0.5715325429852379	0.5675510227283045	0.5215744850056622	0.5215744850056622	0.51743410579354	0.5185880977557255	0.5185880977557255	0.556065894902814	0.5565293085208491	0.5166094220831329	0.5166094220831329	0.5169042682635238	0.5169042682635238	0.5160977609892552	0.5160977609892552	0.514237649805606	0.5168656150348343	0.5149431666818823	0.5149441666823824	0.5149441666823824	0.5149411666808823	0.5142266134325042	0.5144854684724787	0.5147807209853792	0.5152034564543875	0.5165775179800575	0.5142286134335042	0.5143800711964435
S13Hp	1.1895854283020806	1.188195137359158	1.188195137359158	1.1877591579937188	1.1877591579937188	1.188395556387134	1.1886384610677538	1.189532218428406	1.189532218428406	1.1887086738959762	1.18950415773628	1.1897055691933154	1.1890222587294783	1.2277865558972414	1.2269397102540511	1.0339914312034166	0.9084115064428833	0.0	0.33528630101661283	1.1864840688363794	1.1864850688368793	1.1874008479547506	1.1872136232980985	1.1874776267303986	1.1873273722308875	1.1883494895815656	1.1884495827226487	1.189263513924344	1.1901974172409284	1.1901974172409284	1.1923538891021355	1.1921722484604633	1.1921722484604633	1.191513250107693	1.191513250107693	1.1904114577152394	1.1904114577152394	1.1895864283025805	1.1902631088929685	1.1940373436893188	1.1911486546198284	1.1911476546193285	1.194129439165457	1.1943568995774496	1.1941746189510585	1.1950977310750956	1.1950977310750956	1.1950967310745957	1.1976425428526594	1.2479864849779632	1.2402750952391557	1.2478312321353666	1.243849711878433	1.1978731741557909	1.1978731741557909	1.1937327949436687	1.1948867869058541	1.1948867869058541	1.2323645840529427	1.2328279976709777	1.1929081112332616	1.1929081112332616	1.1932029574136525	1.1932029574136525	1.192396450139384	1.192396450139384	1.1905363389557346	1.1931643041849629	1.191241855832011	1.191242855832511	1.191242855832511	1.1912398558310109	1.1905253025826326	1.190784157622607	1.1910794101355076	1.1915021456045158	1.192876207130186	1.1905273025836327	1.1906787603465718
S26Hp	1.2328766419787025	1.2314863510357799	1.2314863510357799	1.2310503716703407	1.2310503716703407	1.231686770063756	1.2319296747443758	1.232823432105028	1.232823432105028	1.2319998875725982	1.2327953714129019	1.2329967828699373	1.2323134724061002	1.2710777695738633	1.270230923930673	1.0772826448800388	0.9517027201195053	0.33528630101661283	0.0	1.2297752825130013	1.2297762825135012	1.2306920616313726	1.2305048369747205	1.2307688404070205	1.2306185859075094	1.2316407032581875	1.2317407963992706	1.2325547276009658	1.2334886309175503	1.2334886309175503	1.2356451027787574	1.2354634621370852	1.2354634621370852	1.234804463784315	1.234804463784315	1.2337026713918613	1.2337026713918613	1.2328776419792025	1.2335543225695904	1.2373285573659407	1.2344398682964504	1.2344388682959504	1.237420652842079	1.2376481132540715	1.2374658326276804	1.2383889447517176	1.2383889447517176	1.2383879447512176	1.2409337565292813	1.291277698654585	1.2835663089157776	1.2911224458119885	1.2871409255550552	1.2411643878324128	1.2411643878324128	1.2370240086202906	1.238178000582476	1.238178000582476	1.2756557977295646	1.2761192113475996	1.2361993249098835	1.2361993249098835	1.2364941710902744	1.2364941710902744	1.235687663816006	1.235687663816006	1.2338275526323566	1.2364555178615848	1.234533069508633	1.234534069509133	1.234534069509133	1.2345310695076328	1.2338165162592545	1.234075371299229	1.2343706238121295	1.2347933592811378	1.2361674208068079	1.2338185162602546	1.2339699740231937
f19pp	0.0038406930435970817	0.0024504021006742844	0.0024504021006742844	0.002014422735235242	0.002014422735235242	0.0026508211286504417	0.0028937258092702695	0.0037874831699225868	0.0037874831699225868	0.0029639386374928096	0.003759422477796333	0.0039608339348318165	0.003277523470994897	0.04792629589701627	0.0470794502538259	0.4375840165126908	0.5101853796862503	1.1864840688363794	1.2297752825130013	0.0	3.00000150008727e-06	0.000918779119371386	0.0007315544627193251	0.0017328914719149228	0.0015826369724040038	0.0026047543230820567	0.0027048474641652204	0.0035187786658602243	0.004452681982444817	0.004452681982444817	0.0066091538436519074	0.006427513201979656	0.006427513201979656	0.005768514849209367	0.005768514849209367	0.0046667224567556575	0.0046667224567556575	0.0038416930440971107	0.004518373634484804	0.008292608430835305	0.005403919361344935	0.005402919360844905	0.00838470390697367	0.008612164318966015	0.008429883692574995	0.00935299581661214	0.00935299581661214	0.00935199581611211	0.011897807594175825	0.06224174971947967	0.05453035998067209	0.06208649687688307	0.05810497661994965	0.012128438897307366	0.012128438897307366	0.007988059685185137	0.009142051647370659	0.009142051647370659	0.046619848794459205	0.047083262412494276	0.007163375974778084	0.007163375974778084	0.0074582221551688895	0.0074582221551688895	0.006651714880900414	0.006651714880900414	0.0047916036972511815	0.0074195689264794085	0.00549712057352749	0.005498120574027519	0.005498120574027519	0.005495120572527432	0.0047805673241492225	0.005039422364123697	0.005334674877024232	0.005757410346032456	0.007131471871702514	0.0047825673251492805	0.004934025088088458
f22ppA	0.0038416930440971107	0.002451402101174314	0.002451402101174314	0.0020154227357352715	0.0020154227357352715	0.002651821129150471	0.002894725809770299	0.0037884831704226157	0.0037884831704226157	0.002964938637992839	0.0037604224782963624	0.003961833935331846	0.0032785234714949258	0.04792729589751629	0.047080450254325924	0.4375850165131908	0.5101863796867504	1.1864850688368793	1.2297762825135012	3.00000150008727e-06	0.0	0.000917779118871357	0.000730554462219296	0.001733891472414952	0.001583636972904033	0.002605754323582086	0.00270584746466525	0.0035197786663602533	0.004453681982944846	0.004453681982944846	0.006610153844151936	0.006428513202479684	0.006428513202479684	0.005769514849709396	0.005769514849709396	0.0046677224572556865	0.0046677224572556865	0.0038426930445971397	0.004519373634984834	0.008293608431335335	0.005404919361844965	0.005403919361344935	0.008385703907473702	0.008613164319466047	0.008430883693075025	0.00935399581711217	0.00935399581711217	0.009352995816612142	0.011898807594675855	0.0622427497199797	0.054531359981172124	0.0620874968773831	0.05810597662044968	0.012129438897807394	0.012129438897807394	0.007989059685685165	0.00914305164787069	0.00914305164787069	0.04662084879495924	0.04708426241299431	0.007164375975278114	0.007164375975278114	0.007459222155668919	0.007459222155668919	0.006652714881400444	0.006652714881400444	0.004792603697751211	0.007420568926979438	0.0054981205740275195	0.0054991205745275485	0.0054991205745275485	0.005496120573027462	0.004781567324649252	0.005040422364623727	0.005335674877524262	0.005758410346532486	0.007132471872202544	0.00478356732564931	0.004935025088588488
w22pp	0.00475747216196841	0.0033671812190456123	0.0033671812190456123	0.00293120185360657	0.00293120185360657	0.0035676002470217696	0.0038105049276415974	0.004704262288293915	0.004704262288293915	0.0038807177558641374	0.004676201596167661	0.004877613053203144	0.004194302589366225	0.048843075015387594	0.047996229372197226	0.43850079563106215	0.5111021588046217	1.1874008479547506	1.2306920616313726	0.000918779119371386	0.000917779118871357	0.0	0.00018922465765211906	0.0026496705902862507	0.0024994160907753312	0.0035215334414533846	0.0036216265825365483	0.004435557784231552	0.005369461100816145	0.005369461100816145	0.007525932962023235	0.007344292320350984	0.007344292320350984	0.0066852939675806945	0.0066852939675806945	0.005583501575126985	0.005583501575126985	0.004758472162468439	0.005435152752856132	0.009209387549206633	0.006320698479716263	0.006319698479216233	0.009301483025345	0.009528943437337345	0.009346662810946323	0.010269774934983468	0.010269774934983468	0.01026877493448344	0.012814586712547153	0.063158528837851	0.055447139099043426	0.0630032759952544	0.05902175573832098	0.013045218015678692	0.013045218015678692	0.008904838803556463	0.010058830765741988	0.010058830765741988	0.04753662791283054	0.04800004153086561	0.008080155093149412	0.008080155093149412	0.008375001273540218	0.008375001273540218	0.007568493999271742	0.007568493999271742	0.005708382815622509	0.008336348044850736	0.006413899691898818	0.0064148996923988465	0.0064148996923988465	0.00641189969089876	0.00569734644252055	0.005956201482495025	0.00625145399539556	0.006674189464403784	0.008048250990073842	0.005699346443520608	0.005850804206459786
w8pp	0.004570247505316348	0.0031799565623935513	0.0031799565623935513	0.002743977196954509	0.002743977196954509	0.0033803755903697085	0.0036232802709895364	0.004517037631641853	0.004517037631641853	0.0036934930992120764	0.004488976939515599	0.004690388396551084	0.004007077932714163	0.048655850358735535	0.04780900471554517	0.43831357097441004	0.5109149341479696	1.1872136232980985	1.2305048369747205	0.0007315544627193251	0.000730554462219296	0.00018922465765211906	0.0	0.0024624459336341897	0.0023121914341232702	0.0033343087848013236	0.0034344019258844873	0.00424833312757949	0.005182236444164084	0.005182236444164084	0.007338708305371174	0.007157067663698922	0.007157067663698922	0.006498069310928633	0.006498069310928633	0.005396276918474924	0.005396276918474924	0.004571247505816377	0.005247928096204071	0.009022162892554572	0.006133473823064202	0.006132473822564172	0.009114258368692937	0.009341718780685283	0.009159438154294262	0.010082550278331407	0.010082550278331407	0.010081550277831378	0.012627362055895092	0.06297130418119894	0.05525991444239136	0.06281605133860234	0.05883453108166892	0.012857993359026633	0.012857993359026633	0.008717614146904404	0.009871606109089926	0.009871606109089926	0.04734940325617847	0.04781281687421354	0.007892930436497352	0.007892930436497352	0.008187776616888156	0.008187776616888156	0.007381269342619681	0.007381269342619681	0.005521158158970449	0.008149123388198676	0.006226675035246757	0.006227675035746786	0.006227675035746786	0.006224675034246699	0.00551012178586849	0.005768976825842965	0.006064229338743499	0.006486964807751724	0.007861026333421782	0.005512121786868548	0.005663579549807726
f24pp	0.002412310572704114	0.0010220196297813162	0.0010220196297813162	0.000586040264342274	0.000586040264342274	0.0012224386577574737	0.0014653433383773015	0.0023591006990296183	0.0023591006990296183	0.0015355561665998415	0.002331040006903365	0.002532451463938849	0.0018491410001019286	0.04891985379103552	0.04807300814784515	0.43857757440671	0.5111789375802696	1.1874776267303986	1.2307688404070205	0.0017328914719149228	0.001733891472414952	0.0026496705902862507	0.0024624459336341897	0.0	0.00015425450151103552	0.0011763718521890887	0.001276464993272253	0.0020903961949672568	0.0030242995115518497	0.0030242995115518497	0.00518077137275894	0.004999130731086689	0.004999130731086689	0.004340132378316399	0.004340132378316399	0.00323833998586269	0.00323833998586269	0.002413310573204143	0.0030899911635918374	0.006864225959942337	0.003975536890451967	0.003974536889951938	0.006956321436080704	0.0071837818480730495	0.007001501221682027	0.007924613345719173	0.007924613345719173	0.007923613345219144	0.010469425123282857	0.06081336724858671	0.05310197750977913	0.06065811440599011	0.05667659414905669	0.010700056426414398	0.010700056426414398	0.006559677214292169	0.007713669176477693	0.007713669176477693	0.04519146632356624	0.04565487994160131	0.005734993503885117	0.005734993503885117	0.006029839684275923	0.006029839684275923	0.005223332410007447	0.005223332410007447	0.0033632212263582143	0.005991186455586441	0.004068738102634522	0.004069738103134551	0.004069738103134551	0.004066738101634464	0.003352184853256255	0.00361103989323073	0.0039062924061312645	0.004329027875139489	0.005703089400809547	0.0033541848542563133	0.0035056426171954907
w24pp	0.0022600560721931368	0.0008697651292703389	0.0008697651292703389	0.0004337857638312967	0.0004337857638312967	0.0010701841572464963	0.001313088837866324	0.0022068461985186414	0.0022068461985186414	0.0013833016660888644	0.0021787855063923876	0.0023801969634278716	0.0016968864995909512	0.04876959929152461	0.04792275364833424	0.4384273199071991	0.5110286830807588	1.1873273722308875	1.2306185859075094	0.0015826369724040038	0.001583636972904033	0.0024994160907753312	0.0023121914341232702	0.00015425450151103552	0.0	0.0010241173516781113	0.0011242104927612756	0.001938141694456279	0.0028720450110408724	0.0028720450110408724	0.0050285168722479625	0.00484687623057571	0.00484687623057571	0.004187877877805422	0.004187877877805422	0.0030860854853517125	0.0030860854853517125	0.0022610560726931657	0.00293773666308086	0.00671197145943136	0.00382328238994099	0.003822282389440961	0.006804066935569727	0.007031527347562072	0.00684924672117105	0.007772358845208195	0.007772358845208195	0.007771358844708167	0.01031717062277188	0.06066111274807573	0.05294972300926815	0.06050585990547913	0.05652433964854571	0.01054780192590342	0.01054780192590342	0.0064074227137811916	0.007561414675966716	0.007561414675966716	0.045039211823055265	0.045502625441090336	0.005582739003374139	0.005582739003374139	0.005877585183764945	0.005877585183764945	0.00507107790949647	0.00507107790949647	0.003210966725847237	0.0058389319550754635	0.003916483602123545	0.003917483602623574	0.003917483602623574	0.003914483601123487	0.0031999303527452776	0.003458785392719753	0.0037540379056202867	0.004176773374628511	0.005550834900298569	0.003201930353745336	0.0033533881166845133
w4pp	0.0015466431663306284	0.00015835222440788876	0.00015835222440788876	0.0005963315908469891	0.0005963315908469891	0.0012327299842621888	0.0014756346648820166	0.002369392025534334	0.002369392025534334	0.001545847493104557	0.00234133133340808	0.002542742790443564	0.0018594323266066437	0.049791716642202666	0.0489448709990123	0.4394494372578771	0.5120508004314369	1.1883494895815656	1.2316407032581875	0.0026047543230820567	0.002605754323582086	0.0035215334414533846	0.0033343087848013236	0.0011763718521890887	0.0010241173516781113	0.0	0.00041079758689876707	0.0012247287885937704	0.0021586321051783636	0.0021586321051783636	0.004315103966385453	0.004133463324713202	0.004133463324713202	0.003474464971942913	0.003474464971942913	0.002372672579489204	0.002372672579489204	0.0015476431668306576	0.0022243237572183517	0.0059985585535688515	0.0031098694840784816	0.0031088694835784527	0.0060906540297072185	0.006318114441699564	0.006135833815308541	0.007058945939345687	0.007058945939345687	0.007057945938845659	0.009603757716909371	0.059947699842213216	0.05223631010340564	0.05979244699961662	0.055810926742683196	0.009834389020040912	0.009834389020040912	0.005694009807918683	0.006848001770104207	0.006848001770104207	0.04432579891719275	0.04478921253522782	0.004869326097511631	0.004869326097511631	0.005164172277902437	0.005164172277902437	0.004357665003633961	0.004357665003633961	0.0024975538199847286	0.005125519049212955	0.003203070696261037	0.0032040706967610658	0.0032040706967610658	0.0032010706952609784	0.0024865174468827692	0.0027453724868572445	0.0030406249997577783	0.003463360468766003	0.004837421994436061	0.0024885174478828276	0.002639975210822005
w12pp	0.0011378455804319195	0.0002584453654910529	0.0002584453654910529	0.0006964247319301533	0.0006964247319301533	0.0013328231253453531	0.001575727805965181	0.0024694851666174976	0.0024694851666174976	0.001645940634187721	0.002441424474491244	0.0026428359315267278	0.0019595254676898076	0.049891809783285834	0.049044964140095466	0.4395495303989603	0.5121508935725201	1.1884495827226487	1.2317407963992706	0.0027048474641652204	0.00270584746466525	0.0036216265825365483	0.0034344019258844873	0.001276464993272253	0.0011242104927612756	0.00041079758689876707	0.0	0.0008159312026950616	0.0017498345192796549	0.0017498345192796549	0.0039063063804867446	0.0037246657388144934	0.0037246657388144934	0.003065667386044204	0.003065667386044204	0.001963874993590495	0.001963874993590495	0.0011388455809319487	0.0018155261713196425	0.005589760967670143	0.002701071898179773	0.002700071897679744	0.00568185644380851	0.005909316855800855	0.005727036229409833	0.006650148353446978	0.006650148353446978	0.00664914835294695	0.009194960131010663	0.05953890225631451	0.05182751251750693	0.05938364941371791	0.05540212915678449	0.009425591434142204	0.009425591434142204	0.0052852122220199745	0.0064392041842054985	0.0064392041842054985	0.043917001331294045	0.044380414949329115	0.004460528511612922	0.004460528511612922	0.004755374692003728	0.004755374692003728	0.003948867417735253	0.003948867417735253	0.00208875623408602	0.0047167214633142465	0.002794273110362328	0.002795273110862357	0.002795273110862357	0.0027922731093622697	0.0020777198609840605	0.0023365749009585358	0.0026318274138590696	0.0030545628828672943	0.004428624408537352	0.002079719861984119	0.0022311776249232963
f30pp	0.0003259143797369742	0.0010723765671860563	0.0010723765671860563	0.0015103559336251567	0.0015103559336251567	0.002146754327040357	0.0023896590076601843	0.0032834163683125015	0.0032834163683125015	0.0024598718358827243	0.0032553556761862478	0.0034567671332217313	0.0027734566693848116	0.05070574098498083	0.049858895341790464	0.44036346160065526	0.512964824774215	1.189263513924344	1.2325547276009658	0.0035187786658602243	0.0035197786663602533	0.004435557784231552	0.00424833312757949	0.0020903961949672568	0.001938141694456279	0.0012247287885937704	0.0008159312026950616	0.0	0.0009359033175846514	0.0009359033175846514	0.0030923751787917415	0.00291073453711949	0.00291073453711949	0.0022517361843492007	0.0022517361843492007	0.0011499437918954917	0.0011499437918954917	0.00032691438023700327	0.0010035949706246972	0.004777829766975198	0.0018891406974848274	0.0018881406969847984	0.004869925243113564	0.005097385655105909	0.004915105028714888	0.005838217152752033	0.005838217152752033	0.005837217152252004	0.008383028930315718	0.05872697105561957	0.05101558131681199	0.05857171821302297	0.05459019795608955	0.008613660233447258	0.008613660233447258	0.0044732810213250285	0.0056272729835105525	0.0056272729835105525	0.0431050701305991	0.043568483748634174	0.003648597310917977	0.003648597310917977	0.003943443491308782	0.003943443491308782	0.0031369362170403066	0.0031369362170403066	0.0012768250333910745	0.0039047902626193017	0.001982341909667383	0.001983341910167412	0.001983341910167412	0.0019803419086673246	0.0012657886602891158	0.001524643700263591	0.001819896213164125	0.0022426316821723496	0.0036166932078424076	0.001267788661289174	0.0014192464242283515
