	31379	530295	31333	F3H1	S14Hp	31766	S1Hp	31129	530364	S27H1	530052	530215	530055	31711	31750	31714	530444	530258	31600	31700	31112	S15Hp	S4Hp	S26Hp	S3Hp	S10H1	530050	31452	S21H1	530154	31236	530177	530394	31160	31267	31537	31071	S25Hp	31343	530331	31360	S19H1	31512	S17H1	S28Hp	530074	31749	530167	530315	530251	s24H1	531414	530119	31723	530368	31428	530227	S8Hp	31557	31219	F22H1A	31416	31009	31021	31300	31328	530163	31637	F14H1B	31519
31112	0.37868999472091336	0.38864359799097614	0.30946485288889247	0.3910071062221968	0.3577150960092581	0.4078277365673679	0.37841781172382083	0.37706562271883104	0.3993874827014414	0.35587770642646444	0.4359585859279915	0.3400422420012596	0.3820513555231262	0.4037075976446532	0.3354040460440512	0.3462202687083564	0.2445375317296798	0.2811254083391485	0.26734820942080384	0.19077073072726478	0.0	0.06539949967205932	0.3105733655577479	0.3906189692586599	0.4012591405346918	0.36482395366723697	0.3711782076809628	0.40726775832361944	0.39740378958209255	0.45217938389282697	0.422232153474858	0.4113701733146229	0.37521635845920875	0.39317110229034324	0.3170362348977648	0.41962186033288035	0.2976527545156439	0.3353922151691071	0.4441626962698564	0.41545673212002066	0.4282579205890993	0.3819116673189632	0.4226237989420983	0.4423383789071307	0.4658002100743265	0.3620698440065101	0.3612263872095077	0.3593055548091632	0.39473815058138906	0.4519205480865838	0.44375218237346853	0.4577522146387771	0.46680452476080003	0.4644537799659456	0.41269869255827457	0.47404477528963984	0.44021580327952403	0.4316057002263397	0.4447347079703501	0.33830690271518404	0.45382811133333123	0.47379496743614413	0.3417882778693789	0.3998395768340012	0.3332300144424075	0.34417497526453233	0.37897806108201926	0.447472863993672	0.3109454361628239	0.39061890304456004
S15Hp	0.36230528392919104	0.37225888719925393	0.29308014209717026	0.3746223954304746	0.3413303852175358	0.3914430257756457	0.3620331009320986	0.3606809119271087	0.3830027719097191	0.3394929956347422	0.4195738751362693	0.32365753120953733	0.365666644731404	0.3873228868529309	0.31901933525232895	0.3298355579166342	0.22815282093795752	0.26474069754742624	0.25096349862908157	0.1743860199355425	0.06539949967205932	0.0	0.2941886547660256	0.37423425846693764	0.3848744297429696	0.34843924287551464	0.35479349688924056	0.3908830475318972	0.38101907879037034	0.43579467310110465	0.4058474426831358	0.39498546252290057	0.35883164766748643	0.376786391498621	0.30065152410604246	0.4032371495411581	0.28126804372392167	0.31900750437738484	0.42777798547813417	0.39907202132829833	0.41187320979737696	0.3655269565272409	0.406239088150376	0.4259536681154084	0.4494154992826042	0.3456851332147879	0.34484167641778546	0.34292084401744094	0.37835343978966673	0.4355358372948615	0.42736747158174626	0.4413675038470548	0.45041981396907776	0.4480690691742233	0.3963139817665523	0.4576600644979176	0.4238310924878018	0.4152209894346175	0.4283499971786278	0.32192219192346183	0.437443400541609	0.45741025664442186	0.3254035670776566	0.38345486604227896	0.3168453036506852	0.32779026447281007	0.36259335029029705	0.4310881532019497	0.2945607253711016	0.3742341922528377
S4Hp	0.2562363445817102	0.2661899478517731	0.1870112027496894	0.26855345608299375	0.23526144587005499	0.28537408642816486	0.25596416158461777	0.2546119725796279	0.2769338325622383	0.23342405628726137	0.31350493578878846	0.21758859186205648	0.2595977053839231	0.2812539475054501	0.2129503959048481	0.265406859238641	0.1637241222599643	0.22948696507314437	0.2157097661547997	0.1881170765912983	0.3105733655577479	0.2941886547660256	0.0	0.1633163044386307	0.20968036308044677	0.17324517621299187	0.20780465768316914	0.24389420832582576	0.23403023958429886	0.2888058338950332	0.2588586034770643	0.27327312286769445	0.23711930801228032	0.2550740518434148	0.17893918445083634	0.28152480988595197	0.1595557040687155	0.19729516472217873	0.306065645822928	0.2773596816730922	0.29016087014217085	0.24381461687203476	0.2845267484951699	0.30424132846020224	0.32770315962739804	0.22397279355958172	0.22312933676257932	0.2212085043622348	0.2566411001344606	0.31382349763965534	0.30565513192654015	0.3196551641918487	0.3287074743138716	0.3263567295190172	0.2746016421113462	0.33594772484271146	0.30211875283259565	0.2935086497794113	0.30663765752342165	0.20020985226825566	0.31573106088640285	0.3356979169892157	0.2036912274224505	0.2617425263870728	0.19513296399547908	0.20607792481760392	0.24088101063509088	0.3093758135467436	0.1728483857158955	0.26816525290535687
S26Hp	0.33628194828262226	0.34623555155268504	0.26705680645060137	0.3485990597839057	0.315307049570967	0.3654196901290768	0.3360097652855297	0.33465757628053994	0.3569794362631503	0.31346965998817333	0.3935505394897004	0.2976341955629685	0.3396433090848351	0.3612995512063621	0.2929959996057601	0.345452462939553	0.2437697259608763	0.3095325687740564	0.2957553698557117	0.2681626802922103	0.3906189692586599	0.37423425846693764	0.1633163044386307	0.0	0.28972596678135876	0.25329077991390386	0.2878502613840811	0.3239398120267377	0.3140758432852109	0.3688514375959452	0.3389042071779763	0.3533187265686064	0.3171649117131923	0.3351196555443268	0.25898478815174836	0.3615704135868639	0.23960130776962751	0.27734076842309074	0.38611124952384	0.3574052853740042	0.3702064738430828	0.3238602205729467	0.36457235219608186	0.38428693216111426	0.40774876332831006	0.30401839726049373	0.3031749404634913	0.3012541080631468	0.3366867038353726	0.39386910134056735	0.3857007356274521	0.39970076789276066	0.4087530780147836	0.40640233321992913	0.35464724581225815	0.4159933285436235	0.38216435653350767	0.37355425348032334	0.38668326122433366	0.2802554559691677	0.39577666458731486	0.4157435206901277	0.28373683112336245	0.3417881300879848	0.2751785676963911	0.2861235285185159	0.3209266143360029	0.38942141724765555	0.2528939894168075	0.34821085660626894
S3Hp	0.34692211955865415	0.356875722828717	0.2776969777266333	0.35923923105993766	0.3259472208469989	0.3760598614051088	0.3466499365615617	0.34529774755657183	0.3676196075391822	0.3241098312642053	0.4041907107657324	0.3082743668390004	0.35028348036086704	0.37193972248239404	0.30363617088179207	0.3560926342155849	0.2544098972369082	0.32017274005008833	0.3063955411317436	0.27880285156824225	0.4012591405346918	0.3848744297429696	0.20968036308044677	0.28972596678135876	0.0	0.19976324989881447	0.298490432660113	0.3345799833027696	0.32471601456124277	0.37949160887197714	0.3495443784540082	0.36395889784463836	0.32780508298922423	0.3457598268203588	0.26962495942778025	0.3722105848628958	0.2502414790456594	0.28798093969912264	0.3967514207998719	0.36804545665003613	0.38084664511911476	0.3345003918489787	0.37521252347211376	0.3949271034371462	0.418388934604342	0.31465856853652563	0.31381511173952326	0.3118942793391787	0.34732687511140453	0.4045092726165993	0.396340906903484	0.41034093916879255	0.41939324929081556	0.4170425044959611	0.36528741708829005	0.42663349981965537	0.39280452780953956	0.38419442475635524	0.3973234325003656	0.2908956272451996	0.40641683586334676	0.42638369196615966	0.2943770023993944	0.3524283013640167	0.285818738972423	0.29676369979454786	0.3315667856120348	0.40006158852368745	0.2635341606928394	0.35885102788230083
S10H1	0.31048693269119926	0.3204405359612621	0.24126179085917843	0.32280404419248276	0.289512033979544	0.3396246745376539	0.3102147496941068	0.30886256068911694	0.3311844206717273	0.2876746443967504	0.3677555238982775	0.2718391799715455	0.31384829349341214	0.3355045356149391	0.2672009840143371	0.31965744734813	0.21797471036945332	0.2837375531826334	0.2699603542642887	0.24236766470078736	0.36482395366723697	0.34843924287551464	0.17324517621299187	0.25329077991390386	0.19976324989881447	0.0	0.26205524579265815	0.2981447964353148	0.2882808276937879	0.34305642200452224	0.3131091915865533	0.32752371097718347	0.29136989612176933	0.3093246399529038	0.23318977256032536	0.335775397995441	0.21380629217820452	0.25154575283166775	0.360316233932417	0.33161026978258124	0.34441145825165986	0.2980652049815238	0.3387773366046589	0.35849191656969126	0.38195374773688706	0.27822338166907074	0.2773799248720683	0.27545909247172384	0.31089168824394964	0.36807408574914435	0.35990572003602916	0.3739057523013377	0.3829580624233606	0.3806073176285062	0.3288522302208352	0.3901983129522005	0.35636934094208467	0.34775923788890034	0.36088824563291066	0.2544604403777447	0.36998164899589187	0.3899485050987047	0.2579418155319395	0.3159931144965618	0.2493835521049681	0.2603285129270929	0.2951315987445799	0.3636264016562326	0.22709897382538452	0.32241584101484594
530050	0.3168411867049251	0.326794789974988	0.2476160448729043	0.3291582982062087	0.29586628799326986	0.3459789285513798	0.3165690037078327	0.3152168147028428	0.3375386746854532	0.2940288984104763	0.3741097779120034	0.2781934339852714	0.32020254750713806	0.341858789628665	0.27355523802806303	0.32601170136185587	0.2243289643831792	0.2900918071963593	0.27631460827801463	0.2487219187145132	0.3711782076809628	0.35479349688924056	0.20780465768316914	0.2878502613840811	0.298490432660113	0.26205524579265815	0.0	0.19490341481482132	0.2651199983160225	0.31989559262675693	0.28994836220878795	0.3338779649909094	0.29772415013549525	0.31567889396662974	0.23954402657405127	0.34212965200916684	0.22016054619193043	0.2579000068453936	0.3666704879461429	0.33796452379630715	0.3507657122653858	0.3044194589952497	0.3451315906183848	0.3648461705834172	0.388308001750613	0.2845776356827966	0.2837341788857942	0.2818133464854497	0.31724594225767555	0.37442833976287027	0.366259974049755	0.38026000631506357	0.3893123164370865	0.3869615716422321	0.33520648423456106	0.39655256696592633	0.3627235949558105	0.3541134919026262	0.3672424996466366	0.2608146943914706	0.3763359030096177	0.3963027591124306	0.26429606954566537	0.32234736851028767	0.255737806118694	0.2666827669408188	0.30148585275830575	0.36998065566995847	0.2334532278391104	0.3287700950285718
31452	0.35293073734758174	0.36288434061764463	0.28370559551556096	0.3652478488488653	0.3319558386359265	0.3820684791940364	0.3526585543504893	0.3513063653454994	0.3736282253281098	0.3301184490531329	0.41019932855466	0.31428298462792803	0.3562920981497947	0.3779483402713216	0.30964478867071965	0.3621012520045125	0.2604185150258358	0.3261813578390159	0.31240415892067125	0.28481146935716983	0.40726775832361944	0.3908830475318972	0.24389420832582576	0.3239398120267377	0.3345799833027696	0.2981447964353148	0.19490341481482132	0.0	0.30120954895867913	0.35598514326941355	0.32603791285144457	0.369967515633566	0.33381370077815187	0.35176844460928636	0.2756335772167079	0.37821920265182346	0.25625009683458705	0.2939895574880502	0.4027600385887995	0.37405407443896377	0.3868552629080424	0.3405090096379063	0.3812211412610414	0.4009357212260738	0.4243975523932696	0.3206671863254532	0.31982372952845084	0.3179028971281063	0.35333549290033217	0.4105178904055269	0.40234952469241164	0.4163495569577202	0.42540186707974315	0.4230511222848887	0.3712960348772177	0.43264211760858295	0.39881314559846714	0.3902030425452828	0.4033320502892932	0.2969042450341272	0.41242545365227434	0.43239230975508725	0.300385620188322	0.3584369191529443	0.29182735676135063	0.30277231758347545	0.33757540340096237	0.4060702063126151	0.269542778481767	0.3648596456712284
S21H1	0.3430667686060549	0.35302037187611773	0.27384162677403406	0.3553838801073384	0.32209186989439964	0.3722045104525095	0.3427945856089624	0.3414423966039726	0.36376425658658296	0.320254480311606	0.4003353598131331	0.30441901588640113	0.3464281294082678	0.3680843715297948	0.2997808199291928	0.35223728326298565	0.25055454628430895	0.3163173890974891	0.30254019017914435	0.274947500615643	0.39740378958209255	0.38101907879037034	0.23403023958429886	0.3140758432852109	0.32471601456124277	0.2882808276937879	0.2651199983160225	0.30120954895867913	0.0	0.31192157118065006	0.28197434076268113	0.3601035468920391	0.32394973203662497	0.3419044758677595	0.265769608475181	0.36835523391029656	0.24638612809306015	0.2841255887465234	0.39289606984727266	0.36419010569743687	0.3769912941665155	0.3306450408963794	0.3713571725195145	0.39107175248454695	0.41453358365174275	0.31080321758392637	0.309959760786924	0.3080389283865794	0.3434715241588053	0.40065392166400005	0.39248555595088475	0.4064855882161933	0.4155378983382163	0.41318715354336183	0.3614320661356908	0.4227781488670561	0.3889491768569403	0.380339073803756	0.39346808154776636	0.2870402762926003	0.4025614849107475	0.4225283410135604	0.29052165144679515	0.34857295041141745	0.28196338801982374	0.2929083488419486	0.32771143465943553	0.3962062375710882	0.25967880974024016	0.3549956769297016
530154	0.39784236291678926	0.4077959661868521	0.32861722108476843	0.41015947441807277	0.376867464205134	0.4269801047632439	0.3975701799196968	0.39621799091470694	0.4185398508973173	0.3750300746223404	0.4551109541238675	0.3591946101971355	0.40120372371900215	0.4228599658405291	0.3545564142399271	0.40701287757372	0.3053301405950433	0.3710929834082234	0.3573157844898787	0.32972309492637736	0.45217938389282697	0.43579467310110465	0.2888058338950332	0.3688514375959452	0.37949160887197714	0.34305642200452224	0.31989559262675693	0.35598514326941355	0.31192157118065006	0.0	0.28323933195759693	0.41487914120277347	0.37872532634735934	0.3966800701784938	0.32054520278591536	0.423130828221031	0.3011617224037945	0.33890118305725775	0.447671664158007	0.41896570000817124	0.43176688847724987	0.3854206352071138	0.4261327668302489	0.44584734679528126	0.46930917796247706	0.36557881189466074	0.3647353550976583	0.36281452269731385	0.39824711846953964	0.45542951597473436	0.44726115026161917	0.4612611825269277	0.4703134926489506	0.4679627478540962	0.4162076604464252	0.4775537431777905	0.44372477116767467	0.43511466811449034	0.44824367585850067	0.3418158706033347	0.45733707922148187	0.4773039353242947	0.3452972457575295	0.4033485447221518	0.3367389823305581	0.3476839431526829	0.3824870289701699	0.4509818318818226	0.3144544040509745	0.40977127124043594
31236	0.36789513249882033	0.37784873576888317	0.2986699906667995	0.38021224400010384	0.3469202337871651	0.39703287434527496	0.36762294950172786	0.366270760496738	0.3885926204793484	0.34508284420437146	0.42516372370589856	0.32924737977916657	0.3712564933010332	0.3929127354225602	0.32460918382195825	0.3770656471557511	0.2753829101770744	0.3411457529902545	0.3273685540719098	0.29977586450840843	0.422232153474858	0.4058474426831358	0.2588586034770643	0.3389042071779763	0.3495443784540082	0.3131091915865533	0.28994836220878795	0.32603791285144457	0.28197434076268113	0.28323933195759693	0.0	0.38493191078480454	0.3487780959293904	0.36673283976052495	0.29059797236794643	0.393183597803062	0.2712144919858256	0.3089539526392888	0.4177244337400381	0.3890184695902023	0.40181965805928094	0.35547340478914485	0.39618553641227994	0.4159001163773124	0.4393619475445082	0.3356315814766918	0.33478812467968944	0.33286729227934486	0.3682998880515707	0.4254822855567655	0.4173139198436502	0.43131395210895873	0.44036626223098174	0.43801551743612727	0.3862604300284562	0.44760651275982155	0.41377754074970574	0.4051674376965214	0.4182964454405318	0.31186864018536575	0.42738984880351294	0.44735670490632584	0.3153500153395606	0.3734013143041829	0.3067917519125892	0.31773671273471404	0.35253979855220097	0.42103460146385363	0.2845071736330056	0.379824040822467
530177	0.3570331523385852	0.366986755608648	0.28780801050656435	0.3693502638398687	0.3360582536269299	0.3861708941850398	0.3567609693414927	0.35540878033650286	0.37773064031911324	0.3342208640441363	0.4143017435456634	0.3183853996189314	0.36039451314079807	0.382050755262325	0.31374720366172304	0.36620366699551593	0.26452093001683924	0.3302837728300193	0.31650657391167464	0.2889138843481733	0.4113701733146229	0.39498546252290057	0.27327312286769445	0.3533187265686064	0.36395889784463836	0.32752371097718347	0.3338779649909094	0.369967515633566	0.3601035468920391	0.41487914120277347	0.38493191078480454	0.0	0.25531615072927166	0.2732708945604062	0.2244102609319038	0.3269958863670194	0.20502678054978296	0.24276624120324616	0.35153672230399546	0.3228307581541597	0.3356319466232383	0.2892856933531022	0.3299978249762373	0.34971240494126976	0.37317423610846556	0.2694438700406492	0.26860041324364675	0.26667958084330223	0.3021121766155281	0.35929457412072285	0.35112620840760755	0.3651262406729161	0.3741785507949391	0.37182780600008464	0.3200727185924136	0.3814188013237789	0.3475898293136631	0.3389797262604788	0.35210873400448917	0.26883849858138276	0.38435970719952994	0.40432656330234285	0.27231987373557753	0.3303711727001999	0.2637616103086062	0.274706571130731	0.30950965694821797	0.37800445985987063	0.26084150598757516	0.36896206066223186
530394	0.32087933748317105	0.3308329407532339	0.2516541956511502	0.33319644898445455	0.2999044387715158	0.35001707932962567	0.32060715448607857	0.3192549654810887	0.3415768254636991	0.2980670491887222	0.37814792869024927	0.2822315847635173	0.32424069828538393	0.3458969404069109	0.2775933888063089	0.3300498521401018	0.2283671151614251	0.29412995797460517	0.2803527590562605	0.25276006949275914	0.37521635845920875	0.35883164766748643	0.23711930801228032	0.3171649117131923	0.32780508298922423	0.29136989612176933	0.29772415013549525	0.33381370077815187	0.32394973203662497	0.37872532634735934	0.3487780959293904	0.25531615072927166	0.0	0.20812316740065528	0.18825644607648967	0.29084207151160524	0.16887296569436883	0.20661242634783203	0.31538290744858133	0.28667694329874555	0.2994781317678242	0.2531318784976881	0.2938440101208232	0.3135585900858556	0.3370204212530514	0.23329005518523505	0.23244659838823262	0.2305257659878881	0.26595836176011395	0.3231407592653087	0.3149723935521934	0.32897242581750197	0.338024735939525	0.3356739911446705	0.28391890373699946	0.3452649864683648	0.311436014458249	0.30282591140506465	0.31595491914907503	0.23268468372596862	0.3482058923441158	0.3681727484469287	0.2361660588801634	0.29421735784478575	0.22760779545319204	0.23855275627531686	0.27335584209280384	0.3418506450044565	0.22468769113216103	0.3328082458068177
31160	0.3388340813143056	0.3487876845843684	0.2696089394822847	0.35115119281558904	0.31785918260265034	0.36797182316076016	0.33856189831721306	0.33720970931222327	0.35953156929483365	0.31602179301985667	0.39610267252138376	0.30018632859465183	0.3421954421165184	0.3638516842380454	0.29554813263744345	0.34800459597123634	0.24632185899255962	0.3120847018057397	0.29830750288739505	0.27071481332389363	0.39317110229034324	0.376786391498621	0.2550740518434148	0.3351196555443268	0.3457598268203588	0.3093246399529038	0.31567889396662974	0.35176844460928636	0.3419044758677595	0.3966800701784938	0.36673283976052495	0.2732708945604062	0.20812316740065528	0.0	0.20621118990762416	0.3087968153427398	0.18682770952550332	0.22456717017896655	0.3333376512797158	0.3046316871298801	0.3174328755989587	0.27108662232882264	0.3117987539519577	0.3315133339169901	0.3549751650841859	0.25124479901636954	0.25040134221936716	0.24848050981902264	0.2839131055912485	0.3410955030964432	0.33292713738332796	0.3469271696486365	0.35597947977065947	0.35362873497580505	0.301873647568134	0.3632197302994993	0.32939075828938347	0.32078065523619914	0.3339096629802095	0.2506394275571031	0.3661606361752503	0.3861274922780632	0.25412080271129794	0.31217210167592024	0.24556253928432653	0.2565075001064514	0.2913105859239383	0.35980538883559104	0.24264243496329552	0.35076298963795227
31267	0.26269921392172707	0.2726528171917899	0.19347407208970624	0.2750163254230106	0.24172431521007182	0.2918369557681817	0.2624270309246346	0.26107484191964475	0.28339670190225513	0.2398869256272782	0.3199678051288053	0.2240514612020733	0.26606057472393996	0.2877168168454669	0.21941326524486496	0.2718697285786578	0.17018699159998113	0.23594983441316122	0.22217263549481653	0.19457994593131517	0.3170362348977648	0.30065152410604246	0.17893918445083634	0.25898478815174836	0.26962495942778025	0.23318977256032536	0.23954402657405127	0.2756335772167079	0.265769608475181	0.32054520278591536	0.29059797236794643	0.2244102609319038	0.18825644607648967	0.20621118990762416	0.0	0.18386089049796547	0.09449581205987484	0.13223527271333807	0.24100575381408734	0.21229978966425156	0.2251009781333302	0.1787547248631941	0.21946685648632921	0.2391814364513616	0.2626432676185574	0.15891290155074106	0.15806944475373869	0.15614861235339417	0.19158120812561996	0.2487636056308147	0.24059523991769946	0.25459527218300804	0.26364758230503094	0.2612968375101765	0.2095417501025055	0.2708878328338708	0.237058860823755	0.22844875777057067	0.24813164811104596	0.17450456016452462	0.29002576878267183	0.3099926248854847	0.17798593531871942	0.23603723428334178	0.16942767189174804	0.18037263271387288	0.21517571853135986	0.2836705214430125	0.16650756757071705	0.27462812224537375
31537	0.36528483935684264	0.37523844262690553	0.29605969752482186	0.3776019508581262	0.3443099406451874	0.3944225812032973	0.3650126563597502	0.3636604673547603	0.3859823273373707	0.3424725510623938	0.4225534305639209	0.32663708663718893	0.3686462001590556	0.39030244228058253	0.32199889067998055	0.3744553540137734	0.2727726170350967	0.3385354598482768	0.32475826092993215	0.29716557136643074	0.41962186033288035	0.4032371495411581	0.28152480988595197	0.3615704135868639	0.3722105848628958	0.335775397995441	0.34212965200916684	0.37821920265182346	0.36835523391029656	0.423130828221031	0.393183597803062	0.3269958863670194	0.29084207151160524	0.3087968153427398	0.18386089049796547	0.0	0.19708143749499044	0.23482089814845367	0.3435913792492029	0.3148854150993672	0.3276866035684458	0.2813403502983097	0.3220524819214448	0.3417670618864772	0.365228893053673	0.2614985269858567	0.26065507018885425	0.25873423778850974	0.2941668335607356	0.3513492310659303	0.34318086535281506	0.3571808976181236	0.36623320774014656	0.36388246294529214	0.3121273755376211	0.37347345826898637	0.33964448625887056	0.33103438320568623	0.35071727354616156	0.2770901855996402	0.39261139421778746	0.4125782503206003	0.28057156075383505	0.3386228597184574	0.27201329732686363	0.28295825814898845	0.3177613439664755	0.38625614687812815	0.2690931930058326	0.3772137476804893
31071	0.24331573353960623	0.25326933680966907	0.1740905917075854	0.25563284504088973	0.22234083482795097	0.27245347538606085	0.24304355054251375	0.2416913615375239	0.2640132215201343	0.22050344524515736	0.30058432474668445	0.20466798081995247	0.24667709434181911	0.2683333364633461	0.20002978486274411	0.252486248196537	0.1508035112178603	0.21656635403104038	0.20278915511269568	0.17519646554919432	0.2976527545156439	0.28126804372392167	0.1595557040687155	0.23960130776962751	0.2502414790456594	0.21380629217820452	0.22016054619193043	0.25625009683458705	0.24638612809306015	0.3011617224037945	0.2712144919858256	0.20502678054978296	0.16887296569436883	0.18682770952550332	0.09449581205987484	0.19708143749499044	0.0	0.08007152335456766	0.18884200445531693	0.16013604030548115	0.17293722877455978	0.15160470055702135	0.19231683218015644	0.21203141214518884	0.23549324331238464	0.1317628772445683	0.13091942044756588	0.12899858804722136	0.16443118381944716	0.22161358132464193	0.21344521561152668	0.22744524787683523	0.2364975579988582	0.2341468132040037	0.18239172579633273	0.243737808527698	0.2099088365175822	0.20129873346439786	0.22874816772892512	0.15512107978240378	0.270642288400551	0.29060914450336384	0.15860245493659858	0.21665375390122094	0.1500441915096272	0.16098915233175204	0.19579223814923902	0.2642870410608917	0.1471240871885962	0.2552446418632529
S25Hp	0.28105519419306946	0.29100879746313224	0.2118300523610486	0.2933723056943529	0.2600802954814142	0.310192936039524	0.28078301119597693	0.27943082219098714	0.3017526821735975	0.25824290589862053	0.3383237854001476	0.2424074414734157	0.2844165549952823	0.3060727971168093	0.23776924551620732	0.2902257088500002	0.18854297187132352	0.2543058146845036	0.24052861576615892	0.21293592620265753	0.3353922151691071	0.31900750437738484	0.19729516472217873	0.27734076842309074	0.28798093969912264	0.25154575283166775	0.2579000068453936	0.2939895574880502	0.2841255887465234	0.33890118305725775	0.3089539526392888	0.24276624120324616	0.20661242634783203	0.22456717017896655	0.13223527271333807	0.23482089814845367	0.08007152335456766	0.0	0.21027720983970857	0.1815712456898728	0.19437243415895142	0.18934416121048459	0.23005629283361967	0.24977087279865207	0.27323270396584787	0.16950233789803154	0.1686588811010291	0.1667380487006846	0.2021706444729104	0.25935304197810516	0.2511846762649899	0.26518470853029846	0.2742370186523214	0.27188627385746694	0.22013118644979596	0.2814772691811612	0.24764829717104542	0.2390381941178611	0.2664876283823883	0.19286054043586698	0.30838174905401416	0.32834860515682707	0.1963419155900618	0.2543932145546841	0.1877836521630904	0.19872861298521524	0.23353169880270222	0.3020265017143549	0.1848635478420594	0.29298410251671614
31343	0.38982567529381873	0.39977927856388157	0.3206005334617979	0.40214278679510224	0.3688507765821635	0.41896341714027335	0.38955349229672626	0.3882013032917364	0.4105231632743468	0.36701338699936986	0.44709426650089695	0.35117792257416497	0.3931870360960316	0.4148432782175586	0.34653972661695664	0.3989961899507495	0.2973134529720728	0.3630762957852529	0.3492990968669082	0.3217064073034068	0.4441626962698564	0.42777798547813417	0.306065645822928	0.38611124952384	0.3967514207998719	0.360316233932417	0.3666704879461429	0.4027600385887995	0.39289606984727266	0.447671664158007	0.4177244337400381	0.35153672230399546	0.31538290744858133	0.3333376512797158	0.24100575381408734	0.3435913792492029	0.18884200445531693	0.21027720983970857	0.0	0.24411621512927806	0.2569174035983567	0.29811464231123386	0.3388267739343689	0.35854135389940134	0.38200318506659714	0.27827281899878076	0.2774293622017784	0.27550852980143387	0.31094112557365966	0.36812352307885443	0.35995515736573913	0.3739551896310477	0.3830074997530707	0.3806567549582162	0.3289016675505452	0.3902477502819105	0.3564187782717947	0.34780867521861036	0.37525810948313765	0.3016310215366163	0.4171522301547635	0.43711908625757634	0.3051123966908111	0.36316369565543344	0.2965541332638397	0.30749909408596454	0.3423021799034515	0.41079698281510424	0.2936340289428087	0.4017545836174654
530331	0.36111971114398295	0.3710733144140458	0.2918945693119621	0.37343682264526645	0.3401448124323277	0.39025745299043757	0.3608475281468905	0.3594953391419006	0.381817199124511	0.3383074228495341	0.41838830235106117	0.3224719584243292	0.36448107194619583	0.3861373140677228	0.3178337624671208	0.3702902258009137	0.268607488822237	0.3343703316354171	0.3205931327170724	0.29300044315357104	0.41545673212002066	0.39907202132829833	0.2773596816730922	0.3574052853740042	0.36804545665003613	0.33161026978258124	0.33796452379630715	0.37405407443896377	0.36419010569743687	0.41896570000817124	0.3890184695902023	0.3228307581541597	0.28667694329874555	0.3046316871298801	0.21229978966425156	0.3148854150993672	0.16013604030548115	0.1815712456898728	0.24411621512927806	0.0	0.15764486747242187	0.269408678161398	0.31012080978453316	0.3298353897495655	0.3532972209167613	0.249566854848945	0.2487233980519426	0.24680256565159808	0.2822351614238239	0.3394175589290186	0.3312491932159034	0.34524922548121195	0.35430153560323485	0.35195079080838043	0.30019570340070945	0.3615417861320747	0.3277128141219589	0.3191027110687746	0.3465521453333018	0.2729250573867805	0.3884462660049277	0.4084131221077406	0.2764064325409753	0.33445773150559766	0.26784816911400394	0.27879312993612876	0.31359621575361574	0.3820910186652684	0.26492806479297293	0.3730486194676296
31360	0.3739208996130616	0.3838745028831244	0.30469575778104074	0.3862380111143451	0.3529460009014063	0.4030586414595162	0.3736487166159691	0.37229652761097926	0.39461838759358964	0.3511086113186127	0.4311894908201398	0.3352731468934078	0.37728226041527446	0.3989385025368014	0.33063495093619943	0.3830914142699923	0.28140867729131563	0.3471715201044957	0.33339432118615103	0.3058016316226497	0.4282579205890993	0.41187320979737696	0.29016087014217085	0.3702064738430828	0.38084664511911476	0.34441145825165986	0.3507657122653858	0.3868552629080424	0.3769912941665155	0.43176688847724987	0.40181965805928094	0.3356319466232383	0.2994781317678242	0.3174328755989587	0.2251009781333302	0.3276866035684458	0.17293722877455978	0.19437243415895142	0.2569174035983567	0.15764486747242187	0.0	0.28220986663047665	0.3229219982536118	0.34263657821864413	0.36609840938583993	0.26236804331802366	0.26152458652102123	0.2596037541206767	0.2950363498929025	0.3522187473980972	0.34405038168498203	0.3580504139502906	0.3671027240723135	0.36475197927745906	0.3129968918697881	0.37434297460115334	0.34051400259103753	0.3319038995378532	0.35935333380238044	0.28572624585585915	0.40124745447400634	0.42121431057681924	0.28920762101005393	0.3472589199746763	0.28064935758308257	0.2915943184052074	0.32639740422269437	0.39489220713434703	0.27772925326205156	0.38584980793670826
