	f6ppB	s19pp	s16pp	f16ppB	w21pp	s1pp	w12pp	s2pp	s30pp	f12ppA	f7pp	f17ppA	s26pp	s9pp	s32pp	s22pp	s13pp	w6pp	f9pp	w25pp	w9pp	s28pp	s14pp	s7pp	s25pp	f16ppA	f25pp	f20ppB	f8pp	f12ppB	f32pp	s3pp	s4pp	f21pp	f18pp	s31pp	s24pp	S15Hp	F14H1B	S18H1	530451	31160	S28Hp	S20H1	S13Hp	S26Hp	S19H1	S9H1	530167	31750	530055	31219	S1Hp	31267	31700	F7H1	S22Hp	530295	31328	w30pp	w4pp	s18pp	f30pp	f14ppB
w9pp	0.164048587601138	0.132327150981715	0.1309420976224617	0.10955320238913732	0.09989316487206767	0.055748133979818155	0.13357731916988771	0.12771351479546705	0.12280364012699649	0.1227002276629123	0.1229508381626099	0.11246665559727065	0.07201550239193737	0.11892317465509182	0.09639928025888214	0.08897297748356164	0.06964719844577738	0.04492887461737095	0.07905514276751655	0.1352065726154414	0.0	0.07497577634417657	0.04875211175658427	0.06402322644386692	0.05673272760207274	0.08395237183816044	0.13840287534631365	0.11739025895745483	0.15940408501925424	0.13670617258094958	0.12940999033016184	0.11003894571349065	0.12210442381873267	0.15729971261610695	0.1418873759068452	0.21895861509659453	0.20274393948443145	0.3114705428508051	0.475225105513593	0.4326759653777411	0.4773485459236718	0.4398525074021523	0.4616933904736925	0.45095567585382557	0.438421540213747	0.4624529570893886	0.48973561693881196	0.4322142677180014	0.4813708600442894	0.4913994757650165	0.5001486348060412	0.483290173433122	0.4204197648136405	0.4468360684427056	0.43161365839297294	0.4031980593564273	0.4455940562984314	0.46052016959738007	0.45625550710228635	0.14799457526721796	0.13131902180238972	0.16377987090672813	0.14069925297476285	0.08759184440300934
s28pp	0.19588035098155113	0.16415891436212812	0.16277386100287483	0.14138496576955045	0.1317249282524808	0.08757989736023129	0.16540908255030085	0.15954527817588018	0.15463540350740962	0.15453199104332543	0.15478260154302304	0.14429841897768378	0.1038472657723505	0.15075493803550494	0.12823104363929527	0.12080474086397477	0.10147896182619053	0.07676063799778408	0.11088690614792968	0.16703833599585455	0.07497577634417657	0.0	0.07274180478199525	0.09585498982428005	0.08856449098248587	0.11578413521857357	0.17023463872672678	0.14922202233786797	0.19123584839966737	0.1685379359613627	0.16124175371057498	0.14187070909390379	0.1539361871991458	0.18913147599652008	0.17371913928725832	0.2507903784770077	0.23457570286484458	0.34330230623121827	0.5070568688940061	0.46450772875815427	0.509180309304085	0.4716842707825654	0.4935251538541056	0.48278743923423867	0.4702533035941601	0.4942847204698017	0.5215673803192251	0.4640460310984145	0.5132026234247025	0.5232312391454297	0.5319803981864544	0.5151219368135351	0.4522515281940536	0.47866783182311873	0.46344542177338605	0.43502982273684043	0.4774258196788445	0.49235193297779317	0.48808727048269945	0.1798263386476311	0.16315078518280285	0.1956116342871413	0.17253101635517598	0.11942360778342247
s14pp	0.1696566863939588	0.1379352497745358	0.13655019641528254	0.11516130118195814	0.1055012636648885	0.061356232772638984	0.13918541796270853	0.13332161358828787	0.12841173891981733	0.12830832645573312	0.12855893695543072	0.11807475439009148	0.0776236011847582	0.12453127344791265	0.10200737905170296	0.09458107627638247	0.07525529723859822	0.05053697341019178	0.08466324156033737	0.14081467140826223	0.04875211175658427	0.07274180478199525	0.0	0.06963132523668775	0.06234082639489357	0.08956047063098127	0.1440109741391345	0.12299835775027566	0.16501218381207505	0.1423142713737704	0.1350180891229827	0.11564704450631148	0.1277125226115535	0.1629078114089278	0.147495474699666	0.22456671388941535	0.2083520382772523	0.3170786416436259	0.48083320430641385	0.438284064170562	0.48295664471649263	0.44546060619497313	0.4673014892665133	0.4565637746466464	0.44402963900656783	0.4680610558822094	0.49534371573163277	0.43782236651082224	0.48697895883711023	0.49700757455783734	0.505756733598862	0.4888982722259428	0.42602786360646133	0.45244416723552644	0.43722175718579376	0.40880615814924814	0.4512021550912522	0.4661282683902009	0.46186360589510717	0.1536026740600388	0.13692712059521056	0.16938796969954897	0.1463073517675837	0.09319994319583016
s7pp	0.14864064317414052	0.11691920655471752	0.11553415319546423	0.09414525796213985	0.08448522044507022	0.0403401895528207	0.11816937474289024	0.11230557036846958	0.10739569569999904	0.10729228323591483	0.10754289373561243	0.09705871117027319	0.06709577690292773	0.11400344916608218	0.09147955476987249	0.084053251994552	0.07702625955933134	0.052307935730924904	0.0864342038810705	0.14258563372899535	0.06402322644386692	0.09585498982428005	0.06963132523668775	0.0	0.04132478317507528	0.06854442741116298	0.12299493091931618	0.10198231453045736	0.14399614059225677	0.12129822815395211	0.11400204590316437	0.09463100128649318	0.10669647939173521	0.14189176818910948	0.12647943147984772	0.20355067066959706	0.18733599505743398	0.29606259842380767	0.45981716108659554	0.41726802095074367	0.4619406014966743	0.4244445629751548	0.446285446046695	0.43554773142682807	0.4230135957867495	0.4470450126623911	0.47432767251181446	0.4168063232910039	0.4659629156172919	0.475991531338019	0.4847406903790437	0.4678822290061245	0.405011820386643	0.4314281240157081	0.41620571396597544	0.38779011492942983	0.4301861118714339	0.44511222517038257	0.44084756267528885	0.1325866308402205	0.11591107737539225	0.1483719264797307	0.12529130854776538	0.07218389997601186
s25pp	0.12937013249727478	0.09764869587785177	0.09626364251859848	0.0748747472852741	0.06521470976820445	0.021069678875954942	0.0988988640660245	0.09303505969160383	0.08812518502313328	0.08802177255904908	0.08827238305874668	0.07778820049340743	0.05980527806113355	0.10671295032428801	0.08418905592807832	0.07676275315275782	0.06973576071753718	0.04501743688913073	0.07914370503927631	0.13529513488720118	0.05673272760207274	0.08856449098248587	0.06234082639489357	0.04132478317507528	0.0	0.04927391673429722	0.10372442024245043	0.08271180385359161	0.12472562991539102	0.10202771747708636	0.09473153522629862	0.07536049060962743	0.08742596871486945	0.12262125751224373	0.10720892080298197	0.1842801599927313	0.16806548438056823	0.27679208774694186	0.4405466504097298	0.3979975102738779	0.44267009081980857	0.40517405229828907	0.42701493536982926	0.4162772207499623	0.40374308510988377	0.42777450198552536	0.4550571618349487	0.3975358126141382	0.44669240494042617	0.4567210206611533	0.46547017970217797	0.4486117183292587	0.38574130970977727	0.4121576133388424	0.3969352032891097	0.3685196042525641	0.41091560119456816	0.4258417144935168	0.4215770519984231	0.11331612016335474	0.0966405666985265	0.12910141580286494	0.10602079787089963	0.05291338929914611
f16ppA	0.11873556142414542	0.08701412480472241	0.08562907144546912	0.07665363473121095	0.0669935972141413	0.02979786221453698	0.11370085276089738	0.10783704838647672	0.10292717371800617	0.10282376125392197	0.10307437175361957	0.09259018918828031	0.08702492229722125	0.1339325945603757	0.11140870016416601	0.10398239738884553	0.09695540495362487	0.07223708112521843	0.10636334927536402	0.16251477912328888	0.08395237183816044	0.11578413521857357	0.08956047063098127	0.06854442741116298	0.04927391673429722	0.0	0.08200564358042173	0.06099302719156291	0.11409105884226166	0.091393146403957	0.08409696415316927	0.06472591953649807	0.07679139764174009	0.11198668643911437	0.09657434972985261	0.17364558891960197	0.15743091330743886	0.26615751667381254	0.4299120793366004	0.38736293920074855	0.4320355197466792	0.3945394812251597	0.4163803642966999	0.40564264967683294	0.3931085140367544	0.417139930912396	0.44442259076181934	0.3869012415410088	0.4360578338672968	0.4460864495880239	0.4548356086290486	0.43797714725612935	0.3751067386366479	0.401523042265713	0.3863006322159803	0.3578850331794347	0.4002810301214388	0.41520714342038745	0.41094248092529373	0.10268154909022538	0.08600599562539714	0.11846684472973557	0.09538622679777027	0.04227881822601675
f25pp	0.17318606493229863	0.14146462831287562	0.14007957495362233	0.13110413823936418	0.12144410072229453	0.08424836572269019	0.1681513562690506	0.16228755189462993	0.15737767722615936	0.15727426476207518	0.15752487526177278	0.14704069269643352	0.14147542580537448	0.18838309806852893	0.1658592036723192	0.15843290089699874	0.1514059084617781	0.12668758463337162	0.16081385278351723	0.21696528263144207	0.13840287534631365	0.17023463872672678	0.1440109741391345	0.12299493091931618	0.10372442024245043	0.08200564358042173	0.0	0.10575067622091708	0.16854156235041487	0.1458436499121102	0.13854746766132248	0.11917642304465129	0.13124190114989331	0.16643718994726758	0.15102485323800582	0.22809609242775516	0.21188141681559208	0.32060802018196577	0.48436258284475364	0.44181344270890177	0.4864860232548324	0.4489899847333129	0.4708308678048531	0.46009315318498617	0.4475590175449076	0.4715904344205492	0.49887309426997256	0.441351745049162	0.49050833737545	0.5005369530961772	0.5092861121372019	0.4924276507642826	0.4295572421448011	0.45597354577386623	0.44075113572413355	0.41233553668758793	0.454731533629592	0.4696576469285407	0.46539298443344695	0.1571320525983786	0.14045649913355035	0.1729173482378888	0.14983673030592348	0.09672932173416997
f20ppB	0.1521734485434398	0.1204520119240168	0.11906695856476351	0.11009152185050534	0.10043148433343571	0.06323574933383137	0.14713873988019177	0.1412749355057711	0.13636506083730054	0.13626164837321636	0.13651225887291396	0.1260280763075747	0.12046280941651565	0.1673704816796701	0.1448465872834604	0.13742028450813992	0.13039329207291928	0.1056749682445128	0.1398012363946584	0.19595266624258326	0.11739025895745483	0.14922202233786797	0.12299835775027566	0.10198231453045736	0.08271180385359161	0.06099302719156291	0.10575067622091708	0.0	0.14752894596155605	0.1248310335232514	0.11753485127246366	0.09816380665579247	0.11022928476103448	0.14542457355840877	0.130012236849147	0.20708347603889635	0.19086880042673326	0.2995954037931069	0.4633499664558948	0.42080082632004295	0.4654734068659736	0.4279773683444541	0.4498182514159943	0.43908053679612735	0.4265464011560488	0.4505778180316904	0.47786047788111374	0.4203391286603032	0.4694957209865912	0.4795243367073183	0.488273495748343	0.47141503437542376	0.4085446257559423	0.4349609293850074	0.41973851933527473	0.3913229202987291	0.4337189172407332	0.44864503053968185	0.44438036804458814	0.13611943620951977	0.11944388274469153	0.15190473184902997	0.12882411391706466	0.07571670534531115
f8pp	0.17928293475247675	0.14756149813305375	0.14617644477380046	0.15210534791230473	0.14244531039523511	0.10524957539563078	0.18915256594199117	0.1832887615675705	0.17837888689909998	0.17827547443501576	0.17852608493471336	0.1680419023693741	0.16247663547831503	0.2093843077414695	0.18686041334525982	0.17943411056993933	0.17240711813471865	0.1476887943063122	0.18181506245645782	0.23796649230438266	0.15940408501925424	0.19123584839966737	0.16501218381207505	0.14399614059225677	0.12472562991539102	0.11409105884226166	0.16854156235041487	0.14752894596155605	0.0	0.11467853517955708	0.10738235292876935	0.10626269731723328	0.1183281754224753	0.15352346421984958	0.13811112751058782	0.21518236670033714	0.19896769108817408	0.3076942944545477	0.47144885711733564	0.42889971698148377	0.4735722975274144	0.4360762590058949	0.4579171420774351	0.44717942745756817	0.4346452918174896	0.4586767086931312	0.48595936854255456	0.428438019321744	0.477594611648032	0.4876232273687591	0.4963723864097838	0.4795139250368646	0.4166435164173831	0.4430598200464482	0.42783740999671555	0.39942181096016993	0.441817807902174	0.45674392120112267	0.45247925870602895	0.1442183268709606	0.12754277340613235	0.1600036225104708	0.13692300457850548	0.10282619155434809
f12ppB	0.1565850223141721	0.12486358569474909	0.1234785323354958	0.12940743547400008	0.11974739795693046	0.08255166295732612	0.16645465350368652	0.16059084912926586	0.15568097446079532	0.1555775619967111	0.1558281724964087	0.14534398993106945	0.13977872304001038	0.18668639530316483	0.16416250090695517	0.15673619813163467	0.149709205696414	0.12499088186800755	0.15911715001815316	0.215268579866078	0.13670617258094958	0.1685379359613627	0.1423142713737704	0.12129822815395211	0.10202771747708636	0.091393146403957	0.1458436499121102	0.1248310335232514	0.11467853517955708	0.0	0.07375110838431592	0.08356478487892861	0.09563026298417063	0.13082555178154492	0.11541321507228315	0.19248445426203248	0.1762697786498694	0.28499638201624306	0.448750944679031	0.4062018045431791	0.45087438508910976	0.41337834656759026	0.43521922963913046	0.4244815150192635	0.41194737937918496	0.43597879625482655	0.4632614561042499	0.40574010688343937	0.45489669920972736	0.46492531493045447	0.47367447397147916	0.4568160125985599	0.39394560397907846	0.42036190760814357	0.4051394975584109	0.3767238985218653	0.41911989546386935	0.434046008762818	0.4297813462677243	0.12152041443265593	0.10484486096782768	0.1373057100721661	0.11422509214020081	0.08012827911604344
f32pp	0.14928884006338436	0.11756740344396135	0.11618235008470806	0.12211125322321235	0.11245121570614272	0.07525548070653838	0.15915847125289878	0.15329466687847812	0.14838479221000755	0.14828137974592337	0.14853199024562097	0.13804780768028171	0.13248254078922267	0.17939021305237712	0.1568663186561674	0.14944001588084693	0.14241302344562629	0.11769469961721982	0.15182096776736542	0.20797239761529027	0.12940999033016184	0.16124175371057498	0.1350180891229827	0.11400204590316437	0.09473153522629862	0.08409696415316927	0.13854746766132248	0.11753485127246366	0.10738235292876935	0.07375110838431592	0.0	0.07626860262814089	0.0883340807333829	0.12352936953075719	0.10811703282149543	0.18518827201124477	0.16897359639908166	0.27770019976545535	0.4414547624282433	0.3989056222923914	0.44357820283832206	0.40608216431680255	0.42792304738834275	0.4171853327684758	0.40465119712839726	0.42868261400403884	0.4559652738534622	0.39844392463265166	0.44760051695893965	0.45762913267966676	0.46637829172069145	0.4495198303477722	0.38664942172829075	0.41306572535735586	0.3978433153076232	0.36942771627107757	0.41182371321308164	0.4267498265120303	0.4224851640169366	0.1142242321818682	0.09754867871703995	0.13000952782137837	0.10692890988941309	0.0728320968652557
s3pp	0.12991779544671317	0.09819635882729016	0.09681130546803687	0.10274020860654116	0.09308017108947153	0.05588443608986719	0.1397874266362276	0.13392362226180693	0.1290137475933364	0.12891033512925218	0.12916094562894978	0.11867676306361052	0.11311149617255147	0.1600191684357059	0.13749527403949624	0.13006897126417574	0.12304197882895508	0.09832365500054863	0.13244992315069423	0.18860135299861908	0.11003894571349065	0.14187070909390379	0.11564704450631148	0.09463100128649318	0.07536049060962743	0.06472591953649807	0.11917642304465129	0.09816380665579247	0.10626269731723328	0.08356478487892861	0.07626860262814089	0.0	0.03330543081511255	0.07809031111508966	0.0626779744058279	0.13974921359557724	0.12353453798341414	0.23226114134978781	0.3960157040125757	0.3534665638767238	0.39813914442265447	0.36064310590113496	0.38248398897267516	0.3717462743528082	0.35921213871272967	0.38324355558837125	0.4105262154377946	0.35300486621698407	0.40216145854327207	0.4121900742639992	0.42093923330502386	0.4040807719321046	0.34121036331262317	0.3676266669416883	0.3524042568919556	0.32398865785541	0.36638465479741406	0.3813107680963627	0.377046105601269	0.06878517376620068	0.05210962030137242	0.08457046940571085	0.06951951883575301	0.0534610522485845
s4pp	0.14198327355195517	0.11026183693253218	0.10887678357327889	0.11480568671178318	0.10514564919471353	0.0679499141951092	0.15185290474146962	0.14598910036704893	0.1410792256985784	0.1409758132344942	0.1412264237341918	0.13074224116885252	0.12517697427779348	0.17208464654094793	0.14956075214473824	0.14213444936941777	0.1351074569341971	0.11038913310579065	0.14451540125593626	0.20066683110386108	0.12210442381873267	0.1539361871991458	0.1277125226115535	0.10669647939173521	0.08742596871486945	0.07679139764174009	0.13124190114989331	0.11022928476103448	0.1183281754224753	0.09563026298417063	0.0883340807333829	0.03330543081511255	0.0	0.09015578922033168	0.07474345251106992	0.15181469170081927	0.13560001608865616	0.24432661945502984	0.40808118211781774	0.36553204198196587	0.4102046225278965	0.372708584006377	0.3945494670779172	0.38381175245805027	0.3712776168179717	0.3953090336936133	0.42259169354303666	0.3650703443222261	0.4142269366485141	0.42425555236924123	0.4330047114102659	0.4161462500373467	0.3532758414178652	0.37969214504693033	0.36446973499719765	0.33605413596065203	0.3784501329026561	0.3933762462016048	0.38911158370651105	0.08085065187144269	0.06417509840661445	0.09663594751095286	0.08158499694099502	0.06552653035382652
f21pp	0.17717856234932947	0.14545712572990646	0.14407207237065317	0.15000097550915747	0.14034093799208783	0.10314520299248349	0.1870481935388439	0.18118438916442323	0.17627451449595266	0.17617110203186848	0.17642171253156608	0.16593752996622682	0.16037226307516778	0.20727993533832223	0.1847560409421125	0.17732973816679204	0.1703027457315714	0.14558442190316492	0.17971069005331053	0.23586211990123537	0.15729971261610695	0.18913147599652008	0.1629078114089278	0.14189176818910948	0.12262125751224373	0.11198668643911437	0.16643718994726758	0.14542457355840877	0.15352346421984958	0.13082555178154492	0.12352936953075719	0.07809031111508966	0.09015578922033168	0.0	0.07409359244944883	0.15116483163919817	0.13495015602703508	0.24367675939340874	0.40743132205619664	0.3648821819203448	0.4095547624662754	0.3720587239447559	0.3938996070162961	0.38316189239642917	0.3706277567563506	0.3946591736319922	0.42194183348141556	0.364420484260605	0.413577076586893	0.42360569230762013	0.4323548513486448	0.4154963899757256	0.3526259813562441	0.37904228498530923	0.36381987493557655	0.33540427589903093	0.377800272841035	0.3927263861399837	0.38846172364488996	0.0802007918098216	0.08419522725579523	0.11665607636013366	0.11678028573836932	0.1007218191512008
f18pp	0.1617662256400677	0.1300447890206447	0.1286597356613914	0.1345886387998957	0.12492860128282607	0.08773286628322173	0.17163585682958213	0.16577205245516147	0.16086217778669093	0.16075876532260672	0.16100937582230432	0.15052519325696506	0.144959926365906	0.19186759862906044	0.16934370423285078	0.16191740145753028	0.1548904090223096	0.13017208519390316	0.16429835334404877	0.22044978319197361	0.1418873759068452	0.17371913928725832	0.147495474699666	0.12647943147984772	0.10720892080298197	0.09657434972985261	0.15102485323800582	0.130012236849147	0.13811112751058782	0.11541321507228315	0.10811703282149543	0.0626779744058279	0.07474345251106992	0.07409359244944883	0.0	0.11487502578362849	0.09866035017146539	0.2073869535378391	0.371141516200627	0.32859237606477515	0.3732649566107058	0.3357689180891863	0.3576098011607265	0.34687208654085955	0.334337950900781	0.3583693677764226	0.38565202762584594	0.3281306784050354	0.3772872707313234	0.3873158864520505	0.3960650454930752	0.37920658412015595	0.3163361755006745	0.3427524791297396	0.3275300690800069	0.2991144700434613	0.3415104669854654	0.35643658028441405	0.35217191778932033	0.053173740437650815	0.06878289054653347	0.1012437396508719	0.10136794902910755	0.08530948244193905
s31pp	0.23883746482981705	0.20711602821039404	0.20573097485114072	0.21165987798964503	0.2019998404725754	0.16480410547297109	0.24870709601933147	0.2428432916449108	0.23793341697644027	0.23783000451235606	0.23808061501205366	0.2275964324467144	0.22203116555565533	0.2689388378188098	0.24641494342260012	0.23898864064727962	0.23196164821205895	0.2072433243836525	0.2413695925337981	0.29752102238172295	0.21895861509659453	0.2507903784770077	0.22456671388941535	0.20355067066959706	0.1842801599927313	0.17364558891960197	0.22809609242775516	0.20708347603889635	0.21518236670033714	0.19248445426203248	0.18518827201124477	0.13974921359557724	0.15181469170081927	0.15116483163919817	0.11487502578362849	0.0	0.13234595895611762	0.264261772956776	0.4280163356195639	0.38546719548371206	0.4301397760296427	0.3926437375081232	0.4144846205796634	0.40374690595979645	0.3912127703197179	0.4152441871953595	0.44252684704478285	0.3850054978239723	0.4341620901502603	0.4441907058709874	0.4529398649120121	0.43608140353909286	0.3732109949196114	0.3996272985486765	0.38440488849894383	0.3559892894623982	0.3983852864044023	0.41331139970335096	0.40904673720825724	0.13024497962740017	0.1458541297362828	0.17831497884062125	0.17843918821885688	0.16238072163168837
s24pp	0.22262278921765394	0.19090135259823093	0.18951629923897767	0.19544520237748197	0.18578516486041233	0.14858942986080798	0.2324924204071684	0.22662861603274773	0.22171874136427716	0.22161532890019298	0.22186593939989058	0.21138175683455132	0.20581648994349228	0.25272416220664673	0.230200267810437	0.22277396503511654	0.2157469725998959	0.19102864877148942	0.22515491692163503	0.2813063467695599	0.20274393948443145	0.23457570286484458	0.2083520382772523	0.18733599505743398	0.16806548438056823	0.15743091330743886	0.21188141681559208	0.19086880042673326	0.19896769108817408	0.1762697786498694	0.16897359639908166	0.12353453798341414	0.13560001608865616	0.13495015602703508	0.09866035017146539	0.13234595895611762	0.0	0.2480470973446129	0.4118016600074008	0.36925251987154895	0.4139251004174796	0.3764290618959601	0.3982699449675003	0.38753223034763334	0.3749980947075548	0.3990295115831964	0.42631217143261974	0.3687908222118092	0.4179474145380972	0.4279760302588243	0.436725189299849	0.41986672792692975	0.3569963193074483	0.3834126229365134	0.3681902128867807	0.3397746138502351	0.3821706107922392	0.39709672409118785	0.39283206159609413	0.11403030401523706	0.1296394541241197	0.16210030322845814	0.1622245126066938	0.1461660460195253
S15Hp	0.3313493925840276	0.2996279559646046	0.2982429026053513	0.3041718057438556	0.294511768226786	0.25731603322718166	0.3412190237735421	0.3353552193991214	0.33044534473065085	0.3303419322665666	0.33059254276626426	0.320108360200925	0.3145430933098659	0.36145076557302036	0.3389268711768107	0.3315005684014902	0.3244735759662695	0.2997552521378631	0.33388152028800866	0.39003295013593353	0.3114705428508051	0.34330230623121827	0.3170786416436259	0.29606259842380767	0.27679208774694186	0.26615751667381254	0.32060802018196577	0.2995954037931069	0.3076942944545477	0.28499638201624306	0.27770019976545535	0.23226114134978781	0.24432661945502984	0.24367675939340874	0.2073869535378391	0.264261772956776	0.2480470973446129	0.0	0.22049102195161396	0.1779418818157621	0.22261446236169272	0.18511842384017327	0.2069593069117134	0.19622159229184652	0.18368745665176797	0.2077188735274095	0.23500153337683286	0.17748018415602237	0.22663677648231037	0.23666539220303742	0.2454145512440621	0.22855608987114293	0.16568568125166147	0.19210198488072652	0.17687957483099384	0.14846397579444826	0.19085997273645236	0.20578608603540102	0.20152142354030728	0.22275690738161075	0.2383660574904934	0.2708269065948318	0.2709511159730675	0.25489264938589895
F14H1B	0.49510395524681555	0.46338251862739255	0.46199746526813923	0.46792636840664353	0.45826633088957386	0.42107059588996953	0.50497358643633	0.49910978206190926	0.4941999073934387	0.49409649492935453	0.49434710542905214	0.4838629228637129	0.47829765597265383	0.5252053282358082	0.5026814338395986	0.4952551310642781	0.48822813862905745	0.463509814800651	0.4976360829507966	0.5537875127987214	0.475225105513593	0.5070568688940061	0.48083320430641385	0.45981716108659554	0.4405466504097298	0.4299120793366004	0.48436258284475364	0.4633499664558948	0.47144885711733564	0.448750944679031	0.4414547624282433	0.3960157040125757	0.40808118211781774	0.40743132205619664	0.371141516200627	0.4280163356195639	0.4118016600074008	0.22049102195161396	0.0	0.13658491185478375	0.20601302867234494	0.16851699015082547	0.19035787322236558	0.18928993521396484	0.1835991913474493	0.20763060822309082	0.23491326807251417	0.1773919188517037	0.22654851117799168	0.23657712689871874	0.24532628593974343	0.22846782456682424	0.16559741594734279	0.20688109144923122	0.19165868139949854	0.16324308236295298	0.21626526455092343	0.2311913778498721	0.22692671535477835	0.3865114700443987	0.40212062015328126	0.4345814692576197	0.4347056786358554	0.4186472120486869
S18H1	0.4525548151109637	0.4208333784915407	0.41944832513228736	0.42537722827079166	0.415717190753722	0.37852145575411766	0.4624244463004781	0.4565606419260574	0.45165076725758685	0.45154735479350266	0.45179796529320027	0.44131378272786104	0.43574851583680196	0.4826561880999564	0.4601322937037467	0.4527059909284262	0.4456789984932056	0.42096067466479914	0.4550869428149447	0.5112383726628695	0.4326759653777411	0.46450772875815427	0.438284064170562	0.41726802095074367	0.3979975102738779	0.38736293920074855	0.44181344270890177	0.42080082632004295	0.42889971698148377	0.4062018045431791	0.3989056222923914	0.3534665638767238	0.36553204198196587	0.3648821819203448	0.32859237606477515	0.38546719548371206	0.36925251987154895	0.1779418818157621	0.13658491185478375	0.0	0.16346388853649307	0.1259678500149736	0.1478087330865137	0.14674079507811297	0.14105005121159742	0.16508146808723895	0.1923641279366623	0.13484277871585182	0.18399937104213981	0.19402798676286687	0.20277714580389156	0.18591868443097237	0.12304827581149091	0.16433195131337935	0.14910954126364667	0.1206939422271011	0.17371612441507156	0.18864223771402022	0.18437757521892648	0.3439623299085468	0.3595714800174294	0.39203232912176783	0.39215653850000354	0.376098071912835
530451	0.49722739565689433	0.46550595903747133	0.464120905678218	0.4700498088167223	0.46038977129965264	0.4231940363000483	0.5070970268464088	0.5012332224719881	0.4963233478035175	0.4962199353394333	0.4964705458391309	0.48598636327379163	0.4804210963827326	0.5273287686458871	0.5048048742496773	0.4973785714743569	0.49035157903913623	0.4656332552107298	0.49975952336087537	0.5559109532088002	0.4773485459236718	0.509180309304085	0.48295664471649263	0.4619406014966743	0.44267009081980857	0.4320355197466792	0.4864860232548324	0.4654734068659736	0.4735722975274144	0.45087438508910976	0.44357820283832206	0.39813914442265447	0.4102046225278965	0.4095547624662754	0.3732649566107058	0.4301397760296427	0.4139251004174796	0.22261446236169272	0.20601302867234494	0.16346388853649307	0.0	0.16419920919581188	0.186040092267352	0.1914133756240436	0.18572263175752807	0.2097540486331696	0.23703670848259292	0.17951535926178244	0.22867195158807047	0.23870056730879752	0.2474497263498222	0.23059126497690302	0.16772085635742154	0.20900453185931	0.19378212180957732	0.16536652277303174	0.2183887049610022	0.23331481825995087	0.2290501557648571	0.38863491045447746	0.40424406056336004	0.4367049096676985	0.4368291190459342	0.42077065245876566
31160	0.45973135713537483	0.4280099205159518	0.4266248671566985	0.4325537702952028	0.42289373277813314	0.3856979977785288	0.4696009883248892	0.4637371839504686	0.458827309281998	0.4587238968179138	0.4589745073176114	0.44849032475227213	0.4429250578612131	0.48983273012436757	0.46730883572815785	0.4598825329528374	0.45285554051761673	0.4281372166892103	0.46226348483935586	0.5184149146872807	0.4398525074021523	0.4716842707825654	0.44546060619497313	0.4244445629751548	0.40517405229828907	0.3945394812251597	0.4489899847333129	0.4279773683444541	0.4360762590058949	0.41337834656759026	0.40608216431680255	0.36064310590113496	0.372708584006377	0.3720587239447559	0.3357689180891863	0.3926437375081232	0.3764290618959601	0.18511842384017327	0.16851699015082547	0.1259678500149736	0.16419920919581188	0.0	0.13415140413198579	0.15391733710252414	0.14822659323600862	0.17225801011165015	0.19954066996107345	0.14201932074026297	0.19117591306655102	0.20120452878727807	0.20995368782830276	0.19309522645538357	0.1302248178359021	0.17150849333779053	0.15628608328805785	0.12787048425151226	0.18089266643948274	0.1958187797384314	0.19155411724333765	0.35113887193295795	0.36674802204184054	0.399208871146179	0.3993330805244147	0.38327461393724616
S28Hp	0.481572240206915	0.449850803587492	0.4484657502282387	0.454394653366743	0.44473461584967333	0.407538880850069	0.4914418713964294	0.4855780670220088	0.4806681923535382	0.480564779889454	0.4808153903891516	0.4703312078238123	0.4647659409327533	0.5116736131959078	0.48914971879969804	0.48172341602437757	0.4746964235891569	0.4499780997607505	0.48410436791089606	0.5402557977588209	0.4616933904736925	0.4935251538541056	0.4673014892665133	0.446285446046695	0.42701493536982926	0.4163803642966999	0.4708308678048531	0.4498182514159943	0.4579171420774351	0.43521922963913046	0.42792304738834275	0.38248398897267516	0.3945494670779172	0.3938996070162961	0.3576098011607265	0.4144846205796634	0.3982699449675003	0.2069593069117134	0.19035787322236558	0.1478087330865137	0.186040092267352	0.13415140413198579	0.0	0.17575822017406428	0.17006747630754873	0.19409889318319026	0.2213815530326136	0.1638602038118031	0.21301679613809113	0.22304541185881818	0.23179457089984287	0.21493610952692369	0.1520657009074422	0.19334937640933064	0.17812696635959796	0.1497113673230524	0.20273354951102285	0.2176596628099715	0.2133950003148778	0.37297975500449815	0.38858890511338073	0.4210497542177192	0.4211739635959549	0.40511549700878635
