	S16H2	31766	w20pp	530258	530075	31328	530368	31512	S17H1	F7H1	S4Hp	31749	F1H1	S15Hp	S14Hp	S19H1	S30H1	S25Hp	S20H1	F14H1A	31333	S29H1	S13Hp	S8Hp	F6H1	530394	31009	F3H1	S26Hp	31021	F22HpB	S28Hp	S1Hp	530444	31360	31700	S27H1	S9H1	530215	F32H1	31557	31723	F16H1	31519	S22Hp	31071	530074	31267	530364	530163	31428	31600	31236	S12Hp	31750	S6Hp	F22H1A	S3Hp	F8H1	31129	31219	31343	31714	S31Hp	530119	531414
31333	0.3006400870501125	0.34791612720534093	0.340038751998326	0.319811636469607	0.33644380355272074	0.3394516190195741	0.33545997864703864	0.34195323467989724	0.27352924681538293	0.27336975197860286	0.31682352415099835	0.3254887863801044	0.32853990394434485	0.30875101324147464	0.26256015243459324	0.32999157511201405	0.31790763315682274	0.2773690841466595	0.23484974072609988	0.15103607200396646	0.0	0.1361027945621531	0.2751132192909107	0.33504138484097634	0.2674475777224281	0.27838920199983497	0.3576962141528516	0.21602614264395262	0.26487011550787726	0.42371184415314034	0.40024776931816786	0.4128738218675798	0.31319085014250814	0.3192204884679226	0.3296000056416768	0.33137948279529517	0.4020081562317763	0.4383714986058668	0.5162031661069661	0.46749671487905736	0.49138386172301407	0.669609151773952	0.6064917862169706	0.5769470055468413	0.37788526379792264	0.43633814631084233	0.3826488105748721	0.36638724427806324	0.4317618389753809	0.4348450110164873	0.37273179055224237	0.4076464347747667	0.3410612753581145	0.28350177438282653	0.2635969999005153	0.3548017281389516	0.36542704559618633	0.31327403609397725	0.3704891042730751	0.35474442550977225	0.36022454508052815	0.3231113890046593	0.34435562679635434	0.3463612417684374	0.4193557827198581	0.34915261600899394
S29H1	0.26259190906888574	0.3098679492241141	0.30199057401709917	0.28176345848838014	0.298395625571494	0.30140344103834726	0.29741180066581185	0.30390505669867046	0.23548106883415612	0.23532157399737608	0.2787753461697715	0.28744060839887764	0.2904917259631181	0.27070283526024785	0.22451197445336646	0.29194339713078726	0.27985945517559596	0.23932090616543272	0.1968015627448731	0.11298789402273968	0.1361027945621531	0.0	0.23706504130968392	0.2969932068597496	0.22939939974120133	0.2403410240186082	0.3196480361716248	0.17797796466272583	0.22682193752665047	0.3856636661719135	0.362199591336941	0.3748256438863531	0.27514267216128135	0.28117231048669583	0.29155182766044996	0.29333130481406844	0.3639599782505495	0.40032332062464004	0.47815498812573937	0.4294485368978306	0.4533356837417873	0.6315609737927252	0.5684436082357438	0.5388988275656146	0.3398370858166958	0.3982899683296155	0.3446006325936454	0.3283390662968364	0.39371366099415406	0.3967968330352605	0.33468361257101564	0.36959825679353997	0.30301309737688775	0.24545359640159975	0.22554882191928857	0.3167535501577248	0.3273788676149596	0.27522585811275047	0.3324409262918483	0.3166962475285455	0.32217636709930136	0.28506321102343257	0.30630744881512756	0.30831306378721063	0.38130760473863123	0.31110443802776716
S13Hp	0.2386032330857886	0.285879273241017	0.27800189803400205	0.257774782505283	0.27440694958839684	0.27741476505525015	0.2734231246827147	0.27991638071557334	0.21149239285105897	0.21133289801427896	0.2547866701866744	0.2634519324157805	0.26650304998002095	0.24671415927715074	0.20052329847026934	0.26795472114769014	0.25587077919249884	0.2453519666261193	0.20283262320555964	0.22071789525918006	0.2751132192909107	0.23706504130968392	0.0	0.24113709215554652	0.17354328503699828	0.21635234803551107	0.2956593601885277	0.1539892886796287	0.20283326154355333	0.3616749901888164	0.3382109153538439	0.3508369679032559	0.25115399617818424	0.2571836345035987	0.26756315167735284	0.26934262883097126	0.33997130226745237	0.37633464464154287	0.45416631214264225	0.4054598609147334	0.42934700775869017	0.6075722978096281	0.5444549322526467	0.5149101515825174	0.3158484098335987	0.3743012923465184	0.3206119566105482	0.3043503903137393	0.36972498501105694	0.37280815705216336	0.31069493658791847	0.3456095808104428	0.2790244213937906	0.2214649204185026	0.20156014593619143	0.29276487417462765	0.3033901916318624	0.2512371821296533	0.3084522503087511	0.29270757154544835	0.29818769111620425	0.2610745350403354	0.2823187728320304	0.2843243878041135	0.3573189287555341	0.28711576204467004
S8Hp	0.2985313986358543	0.34580743879108267	0.33793006358406774	0.3177029480553487	0.33433511513846254	0.33734293060531584	0.33335129023278043	0.339844546265639	0.27142055840112467	0.27126106356434465	0.3147148357367401	0.3233800979658462	0.32643121553008664	0.30664232482721643	0.26045146402033503	0.3278828866977558	0.31579894474256454	0.305280132176185	0.2627607887556253	0.28064606080924576	0.33504138484097634	0.2969932068597496	0.24113709215554652	0.0	0.1406999672231855	0.27628051358557676	0.3555875257385933	0.21391745422969438	0.26276142709361905	0.4216031557388821	0.3981390809039096	0.4107651334533216	0.31108216172824993	0.31711180005366435	0.32749131722741853	0.32927079438103696	0.39989946781751806	0.4362628101916086	0.5140944776927079	0.46538802646479915	0.4892751733087558	0.6675004633596937	0.6043830978027124	0.574838317132583	0.3757765753836644	0.43422945789658407	0.3805401221606139	0.364278555863805	0.42965315056112263	0.43273632260222905	0.37062310213798416	0.4055377463605085	0.33895258694385627	0.28139308596856827	0.2614883114862571	0.35269303972469335	0.3633183571819281	0.31116534767971904	0.36838041585881687	0.35263573709551405	0.3581158566662699	0.3210027005904011	0.3422469383820961	0.3442525533541792	0.4172470943055998	0.34704392759473573
F6H1	0.23093759151730603	0.27821363167253443	0.2703362564655195	0.2501091409368005	0.26674130801991425	0.2697491234867676	0.26575748311423214	0.27225073914709075	0.2038267512825764	0.20366725644579636	0.24712102861819182	0.2557862908472979	0.25883740841153835	0.23904851770866814	0.19285765690178674	0.26028907957920755	0.24820513762401625	0.2376863250576367	0.19516698163707707	0.21305225369069747	0.2674475777224281	0.22939939974120133	0.17354328503699828	0.1406999672231855	0.0	0.2086867064670285	0.2879937186200451	0.14632364711114612	0.19516761997507076	0.35400934862033384	0.33054527378536136	0.3431713263347733	0.24348835460970164	0.24951799293511612	0.2598975101088703	0.26167698726248867	0.33230566069896983	0.36866900307306033	0.44650067057415965	0.39779421934625087	0.4216813661902076	0.5999066562411455	0.5367892906841641	0.5072445100140348	0.30818276826511615	0.36663565077803584	0.3129463150420656	0.29668474874525674	0.3620593434425744	0.3651425154836808	0.3030292950194359	0.3379439392419602	0.271358779825308	0.21379927885002004	0.19389450436770886	0.2850992326061451	0.29572455006337983	0.24357154056117075	0.3007866087402686	0.28504192997696576	0.29052204954772165	0.2534088934718528	0.27465313126354785	0.2766587462356309	0.3496532871870516	0.27945012047618745
530394	0.20241758472299332	0.24969362487822166	0.24181624967120674	0.2215891341424877	0.23822130122560153	0.24122911669245484	0.23723747631991943	0.26277190423693486	0.19434791637242055	0.19418842153564053	0.23764219370803596	0.24630745593714207	0.24935857350138252	0.22956968279851228	0.1833788219916309	0.25081024466905166	0.2387263027138604	0.2486279493350436	0.20610860591448393	0.22399387796810435	0.27838920199983497	0.2403410240186082	0.21635234803551107	0.27628051358557676	0.2086867064670285	0.0	0.21275254309641634	0.09506844966151132	0.14391242252543596	0.30275415117069904	0.27929007633572656	0.29191612888513857	0.19223315716006684	0.1982627954854813	0.2086423126592355	0.21042178981285392	0.281050463249335	0.3174138056234255	0.39524547312452485	0.34653902189661606	0.37042616874057277	0.5486514587915107	0.48553409323452934	0.4559893125644	0.25692757081548134	0.31538045332840103	0.26169111759243086	0.24542955129562194	0.3108041459929396	0.313887318034046	0.2517740975698011	0.28668874179232545	0.22010358237567323	0.16254408140038523	0.14263930691807405	0.2338440351565103	0.24446935261374508	0.21505153376685804	0.27226660194595587	0.25652192318265304	0.26200204275340894	0.2248888866775401	0.24613312446923513	0.2481387394413182	0.3211332803927388	0.25093011368187473
31009	0.28172459687600987	0.3290006370312383	0.32112326182422335	0.3008961462955043	0.3175283133786181	0.32053612884547145	0.316544488472936	0.34207891638995147	0.27365492852543716	0.2734954336886571	0.3169492058610526	0.32561446809015865	0.3286655856543991	0.30887669495152886	0.26268583414464747	0.3301172568220683	0.31803331486687697	0.3279349614880602	0.28541561806750054	0.30330089012112094	0.3576962141528516	0.3196480361716248	0.2956593601885277	0.3555875257385933	0.2879937186200451	0.21275254309641634	0.0	0.1743754618145279	0.22321943467845257	0.38206116332371565	0.35859708848874317	0.3712231410381551	0.27154016931308345	0.2775698076384979	0.2879493248122521	0.2897288019658705	0.36035747540235163	0.3967208177764421	0.47455248527754146	0.42584603404963267	0.4497331808935894	0.6279584709445273	0.564841105387546	0.5352963247174166	0.33623458296849795	0.39468746548141764	0.3409981297454474	0.32473656344863855	0.3901111581459562	0.3931943301870626	0.3310811097228177	0.365995753945342	0.2994105945286898	0.24185109355340184	0.22194631907109064	0.3131510473095269	0.32377636476676164	0.2943585459198746	0.3515736140989724	0.3358289353356696	0.3413090549064255	0.30419589883055664	0.3254401366222517	0.32744575159433476	0.4004402925457554	0.3302371258348913
F3H1	0.1400545253671109	0.1873305655223393	0.17945319031532436	0.15922607478660533	0.17585824186971916	0.17886605733657246	0.17487441696403702	0.2004088448810525	0.13198485701653817	0.13182536217975813	0.1752791343521536	0.1839443965812597	0.18699551414550014	0.1672066234426299	0.12101576263574851	0.1884471853131693	0.176363243357978	0.1862648899791612	0.14374554655860156	0.16163081861222198	0.21602614264395262	0.17797796466272583	0.1539892886796287	0.21391745422969438	0.14632364711114612	0.09506844966151132	0.1743754618145279	0.0	0.06771605763519536	0.22655778628045845	0.20309371144548596	0.21571976399489798	0.11603679226982626	0.12206643059524074	0.1324459477689949	0.13422542492261333	0.20485409835909443	0.24121744073318493	0.3190491082342843	0.2703426570063755	0.2942298038503322	0.4724550939012701	0.4093377283442888	0.37979294767415944	0.18073120592524075	0.23918408843816044	0.18549475270219026	0.16923318640538135	0.234607781102699	0.23769095314380542	0.17557773267956053	0.21049237690208486	0.14390721748543264	0.08634771651014464	0.06644294202783348	0.15764767026626972	0.1682729877235045	0.15268847441097563	0.20990354259007346	0.19415886382677067	0.19963898339752653	0.1625258273216577	0.18377006511335273	0.18577568008543582	0.25877022103685643	0.18856705432599238
S26Hp	0.18889849823103555	0.23617453838626395	0.22829716317924903	0.20807004765053	0.22470221473364382	0.22771003020049713	0.22371838982796166	0.24925281774497715	0.1808288298804628	0.18066933504368277	0.22412310721607823	0.23278836944518433	0.23583948700942478	0.21605059630655454	0.16985973549967315	0.23729115817709395	0.22520721622190265	0.23510886284308585	0.19258951942252622	0.21047479147614662	0.26487011550787726	0.22682193752665047	0.20283326154355333	0.26276142709361905	0.19516761997507076	0.14391242252543596	0.22321943467845257	0.06771605763519536	0.0	0.2506545815960445	0.22719050676107205	0.23981655931048407	0.14013358758541233	0.1461632259108268	0.15654274308458097	0.1583222202381994	0.22895089367468047	0.265314236048771	0.34314590354987035	0.29443945232196156	0.31832659916591827	0.49655188921685617	0.43343452365987484	0.4038897429897455	0.20482800124082684	0.26328088375374653	0.20959154801777635	0.19332998172096744	0.2587045764182851	0.26178774845939146	0.19967452799514657	0.23458917221767095	0.1680040128010187	0.1104445118257307	0.10066301695296115	0.19186774519139738	0.20249306264863215	0.20153244727490027	0.2587475154539981	0.24300283669069533	0.24848295626145117	0.21136980018558238	0.23261403797727737	0.2346196529493605	0.3076141939007811	0.23741102718991702
31021	0.3477402268762986	0.395016267031527	0.38713889182451205	0.366911776295793	0.38354394337890685	0.38655175884576015	0.3825601184732247	0.40809454639024023	0.33967055852572586	0.33951106368894585	0.3829648358613413	0.39163009809044735	0.39468121565468783	0.37489232495181757	0.32870146414493623	0.39613288682235703	0.3840489448671657	0.3939505914883489	0.35143124806778925	0.3693165201214097	0.42371184415314034	0.3856636661719135	0.3616749901888164	0.4216031557388821	0.35400934862033384	0.30275415117069904	0.38206116332371565	0.22655778628045845	0.2506545815960445	0.0	0.09562784864767992	0.331099236176714	0.23141626445164232	0.26267619318294955	0.27305571035670373	0.2748351875103221	0.3454638609468032	0.3818272033208937	0.4596588708219931	0.41095241959408424	0.434839566438041	0.6130648564889789	0.5499474909319976	0.5204027102618682	0.3213409685129496	0.37979385102586927	0.32610451528989903	0.3098429489930902	0.37521754369040783	0.3783007157315142	0.3161874952672693	0.35110213948979363	0.2845169800731414	0.2585835920539248	0.25950474559822423	0.35070947383666046	0.36133479129389523	0.3603741759201633	0.4175892440992611	0.40184456533595836	0.40732468490671425	0.3702115288308454	0.3914557666225404	0.3934613815946235	0.46645592254604407	0.39625275583518
F22HpB	0.3242761520413261	0.3715521921965545	0.3636748169895396	0.34344770146082054	0.36007986854393437	0.36308768401078767	0.3590960436382522	0.38463047155526775	0.3162064836907534	0.31604698885397337	0.3595007610263688	0.3681660232554749	0.37121714081971535	0.3514282501168451	0.30523738930996375	0.37266881198738455	0.3605848700321932	0.3704865166533764	0.32796717323281677	0.3458524452864372	0.40024776931816786	0.362199591336941	0.3382109153538439	0.3981390809039096	0.33054527378536136	0.27929007633572656	0.35859708848874317	0.20309371144548596	0.22719050676107205	0.09562784864767992	0.0	0.30763516134174157	0.20795218961666986	0.23921211834797707	0.24959163552173125	0.2513711126753497	0.3219997861118308	0.3583631284859213	0.4361947959870206	0.3874883447591118	0.4113754916030685	0.5896007816540064	0.5264834160970251	0.49693863542689576	0.2978768936779771	0.3563297761908968	0.3026404404549266	0.2863788741581177	0.35175346885543535	0.35483664089654177	0.2927234204322968	0.3276380646548212	0.261052905238169	0.2351195172189523	0.23604067076325178	0.32724539900168803	0.33787071645892275	0.3369101010851908	0.39412516926428864	0.3783804905009859	0.38386061007174177	0.3467474539958729	0.3679916917875679	0.36999730675965103	0.4429918477110716	0.3727886810002075
S28Hp	0.33690220459073816	0.3841782447459665	0.3763008695389516	0.35607375401023256	0.3727059210933464	0.3757137365601997	0.3717220961876643	0.3972565241046797	0.3288325362401654	0.3286730414033854	0.3721268135757808	0.38079207580488694	0.38384319336912737	0.36405430266625716	0.31786344185937576	0.3852948645367965	0.37321092258160526	0.38311256920278847	0.3405932257822288	0.3584784978358492	0.4128738218675798	0.3748256438863531	0.3508369679032559	0.4107651334533216	0.3431713263347733	0.29191612888513857	0.3712231410381551	0.21571976399489798	0.23981655931048407	0.331099236176714	0.30763516134174157	0.0	0.18048348056017877	0.2518381708973891	0.26221768807114326	0.2639971652247617	0.33462583866124274	0.3709891810353333	0.4488208485364326	0.40011439730852383	0.42400154415248054	0.6022268342034185	0.539109468646437	0.5095646879763078	0.3105029462273891	0.3689558287403088	0.3152664930043386	0.2990049267075297	0.36437952140484736	0.3674626934459537	0.3053494729817089	0.3402641172042332	0.273678957787581	0.24774556976836432	0.2486667233126638	0.3398714515511	0.3504967690083348	0.3495361536346029	0.4067512218137007	0.3910065430503979	0.39648666262115373	0.35937350654528494	0.3806177443369799	0.38262335930906305	0.45561790026048365	0.3854147335496196
S1Hp	0.23721923286566646	0.28449527302089483	0.2766178978138799	0.2563907822851609	0.2730229493682747	0.276030764835128	0.2720391244625926	0.29757355237960803	0.22914956451509372	0.22899006967831367	0.27244384185070913	0.2811091040798152	0.2841602216440557	0.2643713309411854	0.21818047013430406	0.28561189281172483	0.27352795085653353	0.28342959747771673	0.2409102540571571	0.2587955261107775	0.31319085014250814	0.27514267216128135	0.25115399617818424	0.31108216172824993	0.24348835460970164	0.19223315716006684	0.27154016931308345	0.11603679226982626	0.14013358758541233	0.23141626445164232	0.20795218961666986	0.18048348056017877	0.0	0.15215519917231737	0.16253471634607153	0.16431419349968995	0.23494286693617106	0.27130620931026156	0.3491378768113609	0.3004314255834521	0.3243185724274088	0.5025438624783467	0.4394264969213654	0.40988171625123604	0.21081997450231738	0.26927285701523707	0.2155835212792669	0.19932195498245797	0.26469654967977563	0.26777972172088205	0.20566650125663716	0.24058114547916148	0.17399598606250927	0.14806259804329258	0.14898375158759206	0.24018847982602828	0.25081379728326303	0.24985318190953118	0.30706825008862904	0.2913235713253262	0.29680369089608205	0.25969053482021326	0.28093477261190825	0.28294038758399137	0.355934928535412	0.2857317618245479
530444	0.2432488711910809	0.2905249113463093	0.2826475361392944	0.26242042061057536	0.2790525876936891	0.2820604031605425	0.278068762788007	0.3036031907050225	0.23517920284050817	0.23501970800372812	0.2784734801761236	0.2871387424052297	0.2901898599694701	0.2704009692665999	0.2242101084597185	0.2916415311371393	0.279557589181948	0.2894592358031312	0.24693989238257158	0.264825164436192	0.3192204884679226	0.28117231048669583	0.2571836345035987	0.31711180005366435	0.24951799293511612	0.1982627954854813	0.2775698076384979	0.12206643059524074	0.1461632259108268	0.26267619318294955	0.23921211834797707	0.2518381708973891	0.15215519917231737	0.0	0.08964385539419423	0.09142333254781265	0.16205200598429376	0.19841534835838426	0.2762470158594836	0.2275405646315748	0.25142771147553156	0.4296530015264694	0.36653563596948807	0.33699085529935874	0.17308755966445277	0.23154044217737246	0.17785110644140228	0.16158954014459337	0.22696413484191102	0.23004730688301744	0.16793408641877255	0.20284873064129688	0.13626357122464466	0.15409223636870706	0.15501338991300653	0.24621811815144276	0.2568434356086775	0.25588282023494563	0.31309788841404346	0.29735320965074064	0.30283332922149653	0.2657201731456277	0.2869644109373227	0.2889700259094058	0.36196456686082645	0.2917614001499623
31360	0.25362838836483503	0.30090442852006344	0.2930270533130485	0.2727999377843295	0.2894321048674433	0.2924399203342966	0.28844827996176114	0.3139827078787767	0.24555872001426232	0.2453992251774823	0.28885299734987774	0.2975182595789838	0.3005693771432243	0.280780486440354	0.2345896256334727	0.3020210483108935	0.28993710635570213	0.29983875297688534	0.2573194095563257	0.27520468160994616	0.3296000056416768	0.29155182766044996	0.26756315167735284	0.32749131722741853	0.2598975101088703	0.2086423126592355	0.2879493248122521	0.1324459477689949	0.15654274308458097	0.27305571035670373	0.24959163552173125	0.26221768807114326	0.16253471634607153	0.08964385539419423	0.0	0.053876673991687746	0.14504518384866702	0.18140852622275755	0.25924019372385687	0.21053374249594808	0.23442088933990482	0.4126461793908427	0.34952881383386136	0.31998403316373203	0.18346707683820696	0.24191995935112665	0.18823062361515647	0.17196905731834755	0.2373436520156652	0.2404268240567716	0.1783136035925267	0.21322824781505106	0.14664308839839885	0.16447175354246124	0.1653929070867607	0.2565976353251969	0.2672229527824317	0.26626233740869976	0.3234774055877976	0.3077327268244948	0.3132128463952507	0.27609969031938186	0.29734392811107685	0.29934954308316	0.3723440840345806	0.3021409173237165
31700	0.2554078655184535	0.30268390567368186	0.29480653046666694	0.2745794149379479	0.29121158202106173	0.29421939748791504	0.2902277571153796	0.31576218503239506	0.24733819716788075	0.24717870233110073	0.29063247450349616	0.2992977367326023	0.3023488542968427	0.2825599635939725	0.2363691027870911	0.30380052546451186	0.2917165835093206	0.3016182301305038	0.25909888670994413	0.2769841587635645	0.33137948279529517	0.29333130481406844	0.26934262883097126	0.32927079438103696	0.26167698726248867	0.21042178981285392	0.2897288019658705	0.13422542492261333	0.1583222202381994	0.2748351875103221	0.2513711126753497	0.2639971652247617	0.16431419349968995	0.09142333254781265	0.053876673991687746	0.0	0.14682466100228544	0.18318800337637597	0.2610196708774753	0.2123132196495665	0.23620036649352324	0.4144256565444611	0.3513082909874798	0.32176351031735045	0.18524655399182538	0.24369943650474507	0.1900101007687749	0.17374853447196598	0.23912312916928363	0.24220630121039002	0.18009308074614513	0.2150077249686695	0.14842256555201727	0.16625123069607967	0.1671723842403791	0.25837711247881534	0.2690024299360501	0.26804181456231824	0.32525688274141606	0.30951220397811324	0.3149923235488691	0.2778791674730003	0.2991234052646953	0.3011290202367784	0.374123561188199	0.30392039447733493
S27H1	0.32603653895493456	0.37331257911016297	0.36543520390314804	0.345208088374429	0.36184025545754284	0.36484807092439614	0.3608564305518607	0.3863908584688762	0.31796687060436185	0.31780737576758183	0.36126114793997727	0.36992641016908334	0.3729775277333238	0.35318863703045356	0.3069977762235722	0.374429198900993	0.36234525694580166	0.37224690356698487	0.32972756014642524	0.3476128322000457	0.4020081562317763	0.3639599782505495	0.33997130226745237	0.39989946781751806	0.33230566069896983	0.281050463249335	0.36035747540235163	0.20485409835909443	0.22895089367468047	0.3454638609468032	0.3219997861118308	0.33462583866124274	0.23494286693617106	0.16205200598429376	0.14504518384866702	0.14682466100228544	0.0	0.18715827051473108	0.2649899380158304	0.2162834867879216	0.24017063363187835	0.4183959236828162	0.3552785581258349	0.32573377745570553	0.2558752274283065	0.3143281099412262	0.26063877420525594	0.24437720790844705	0.30975180260576474	0.3128349746468711	0.2507217541826262	0.28563639840515054	0.21905123898849835	0.23687990413256074	0.23780105767686022	0.32900578591529644	0.3396311033725312	0.3386704879987993	0.3958855561778971	0.38014087741459435	0.38562099698535024	0.3485078409094814	0.3697520787011764	0.3717576936732595	0.44475223462468005	0.374549067913816
S9H1	0.3623998813290251	0.40967592148425347	0.40179854627723854	0.3815714307485195	0.3982035978316334	0.40121141329848664	0.39721977292595123	0.4227542008429667	0.35433021297845235	0.35417071814167234	0.39762449031406777	0.4062897525431739	0.4093408701074144	0.3895519794045441	0.3433611185976627	0.4107925412750835	0.3987085993198922	0.4086102459410754	0.3660909025205158	0.3839761745741362	0.4383714986058668	0.40032332062464004	0.37633464464154287	0.4362628101916086	0.36866900307306033	0.3174138056234255	0.3967208177764421	0.24121744073318493	0.265314236048771	0.3818272033208937	0.3583631284859213	0.3709891810353333	0.27130620931026156	0.19841534835838426	0.18140852622275755	0.18318800337637597	0.18715827051473108	0.0	0.242124768970495	0.19341831774258622	0.21730546458654296	0.3955307546374808	0.3324133890804995	0.3028686084103701	0.292238569802397	0.3506914523153167	0.2970021165793465	0.2807405502825376	0.34611514497985524	0.3491983170209616	0.28708509655671677	0.3219997407792411	0.2554145813625889	0.27324324650665127	0.2741644000509507	0.36536912828938695	0.3759944457466218	0.37503383037288984	0.43224889855198767	0.41650421978868485	0.4219843393594407	0.3848711832835719	0.4061154210752669	0.40812103604735	0.4811155769987706	0.41091241028790654
530215	0.44023154883012444	0.48750758898535285	0.4796302137783379	0.4594030982496189	0.47603526533273266	0.479043080799586	0.47505144042705055	0.500585868344066	0.43216188047955173	0.43200238564277166	0.47545615781516715	0.4841214200442732	0.48717253760851364	0.46738364690564344	0.42119278609876204	0.48862420877618284	0.47654026682099154	0.48644191344217474	0.4439225700216151	0.4618078420752355	0.5162031661069661	0.47815498812573937	0.45416631214264225	0.5140944776927079	0.44650067057415965	0.39524547312452485	0.47455248527754146	0.3190491082342843	0.34314590354987035	0.4596588708219931	0.4361947959870206	0.4488208485364326	0.3491378768113609	0.2762470158594836	0.25924019372385687	0.2610196708774753	0.2649899380158304	0.242124768970495	0.0	0.1397603889154502	0.21627422777376198	0.3944995178246998	0.3313821522677185	0.30183737159758917	0.3700702373034963	0.428523119816416	0.3748337840804458	0.3585722177836369	0.42394681248095456	0.427029984522061	0.36491676405781603	0.3998314082803404	0.3332462488636882	0.3510749140077506	0.35199606755205004	0.4432007957904863	0.45382611324772104	0.4528654978739891	0.5100805660530869	0.49433588728978417	0.49981600686054006	0.4627028507846712	0.4839470885763662	0.4859527035484493	0.5589472444998699	0.4887440777890058
F32H1	0.39152509760221565	0.438801137757444	0.4309237625504291	0.41069664702171005	0.42732881410482393	0.4303366295716772	0.42634498919914177	0.45187941711615726	0.3834554292516429	0.38329593441486287	0.4267497065872583	0.43541496881636443	0.4384660863806049	0.41867719567773465	0.37248633487085325	0.43991775754827406	0.42783381559308276	0.43773546221426596	0.39521611879370633	0.4131013908473267	0.46749671487905736	0.4294485368978306	0.4054598609147334	0.46538802646479915	0.39779421934625087	0.34653902189661606	0.42584603404963267	0.2703426570063755	0.29443945232196156	0.41095241959408424	0.3874883447591118	0.40011439730852383	0.3004314255834521	0.2275405646315748	0.21053374249594808	0.2123132196495665	0.2162834867879216	0.19341831774258622	0.1397603889154502	0.0	0.1675677765458532	0.345793066596791	0.28267570103980977	0.2531309203696803	0.3213637860755875	0.3798166685885072	0.32612733285253703	0.3098657665557281	0.3752403612530458	0.37832353329415214	0.3162103128299073	0.35112495705243163	0.2845397976357794	0.3023684627798418	0.30328961632414125	0.3944943445625775	0.4051196620198123	0.4041590466460804	0.4613741148251782	0.4456294360618754	0.4511095556326312	0.41399639955676243	0.4352406373484574	0.43724625232054054	0.5102407932719611	0.4400376265610971
31557	0.41541224444617236	0.46268828460140077	0.45481090939438584	0.4345837938656668	0.4512159609487806	0.45422377641563394	0.4502321360430985	0.47576656396011396	0.40734257609559965	0.4071830812588196	0.45063685343121507	0.45930211566032114	0.46235323322456157	0.44256434252169136	0.39637348171480996	0.46380490439223077	0.45172096243703946	0.46162260905822267	0.41910326563766304	0.43698853769128343	0.49138386172301407	0.4533356837417873	0.42934700775869017	0.4892751733087558	0.4216813661902076	0.37042616874057277	0.4497331808935894	0.2942298038503322	0.31832659916591827	0.434839566438041	0.4113754916030685	0.42400154415248054	0.3243185724274088	0.25142771147553156	0.23442088933990482	0.23620036649352324	0.24017063363187835	0.21730546458654296	0.21627422777376198	0.1675677765458532	0.0	0.3189755003275323	0.255858134770551	0.22631335410042164	0.34525093291954423	0.4037038154324639	0.3500144796964938	0.3337529133996848	0.3991275080970025	0.4022106801381089	0.340097459673864	0.3750121038963884	0.3084269444797362	0.3262556096237985	0.32717676316809796	0.41838149140653424	0.42900680886376896	0.42804619349003703	0.48526126166913486	0.4695165829058321	0.474996702476588	0.43788354640071914	0.4591277841924141	0.46113339916449725	0.5341279401159178	0.4639247734050537
31723	0.5936375344971103	0.6409135746523387	0.6330361994453237	0.6128090839166047	0.6294412509997185	0.6324490664665718	0.6284574260940363	0.6539918540110519	0.5855678661465376	0.5854083713097575	0.628862143482153	0.637527405711259	0.6405785232754995	0.6207896325726292	0.5745987717657479	0.6420301944431687	0.6299462524879773	0.6398478991091605	0.5973285556886009	0.6152138277422213	0.669609151773952	0.6315609737927252	0.6075722978096281	0.6675004633596937	0.5999066562411455	0.5486514587915107	0.6279584709445273	0.4724550939012701	0.49655188921685617	0.6130648564889789	0.5896007816540064	0.6022268342034185	0.5025438624783467	0.4296530015264694	0.4126461793908427	0.4144256565444611	0.4183959236828162	0.3955307546374808	0.3944995178246998	0.345793066596791	0.3189755003275323	0.0	0.27734653297323825	0.348711102629374	0.5234762229704821	0.5819291054834018	0.5282397697474317	0.5119782034506227	0.5773527981479404	0.5804359701890468	0.5183227497248019	0.5532373939473263	0.486652234530674	0.5044808996747364	0.5054020532190359	0.5966067814574721	0.6072320989147069	0.6062714835409749	0.6634865517200728	0.64774187295677	0.6532219925275259	0.616108836451657	0.6373530742433521	0.6393586892154351	0.7123532301668557	0.6421500634559917
F16H1	0.5305201689401289	0.5777962090953573	0.5699188338883424	0.5496917183596234	0.5663238854427372	0.5693317009095905	0.5653400605370551	0.5908744884540705	0.5224505005895562	0.5222910057527762	0.5657447779251716	0.5744100401542778	0.5774611577185181	0.557672267015648	0.5114814062087666	0.5789128288861873	0.5668288869309961	0.5767305335521793	0.5342111901316196	0.55209646218524	0.6064917862169706	0.5684436082357438	0.5444549322526467	0.6043830978027124	0.5367892906841641	0.48553409323452934	0.564841105387546	0.4093377283442888	0.43343452365987484	0.5499474909319976	0.5264834160970251	0.539109468646437	0.4394264969213654	0.36653563596948807	0.34952881383386136	0.3513082909874798	0.3552785581258349	0.3324133890804995	0.3313821522677185	0.28267570103980977	0.255858134770551	0.27734653297323825	0.0	0.2855937370723927	0.4603588574135008	0.5188117399264205	0.4651224041904503	0.4488608378936414	0.514235432590959	0.5173186046320655	0.4552053841678205	0.4901200283903449	0.4235348689736927	0.4413635341177551	0.44228468766205453	0.5334894159004908	0.5441147333577255	0.5431541179839936	0.6003691861630914	0.5846245073997887	0.5901046269705446	0.5529914708946757	0.5742357086863707	0.5762413236584538	0.6492358646098744	0.5790326978990104
