	S20H1	S9H1	w20pp	f20ppA	w9pp	f1pp	w17pp	S1Hp	S21H1	w1pp	S11Hp	S22Hp	w19pp	S3Hp	w3pp	F7H1	w14pp	w13pp	f4pp	F32H1	F22HpB	f22ppB	f6ppB	f8pp	F23HpA	w8pp	f2pp	S2Hp	f17ppB	f19pp	f23ppA	f18pp	f21pp	f32pp	f30pp	w12pp	f13pp	w10pp	f7pp	s24H1	f24pp	S13Hp	w24pp	w28pp	S23Hp	w23pp	f14ppB	f25pp	w25pp	f16ppB	f16ppA	w26pp	f26pp	S26Hp	w27pp	w29pp	S31Hp	f15pp	F3H1	S18H1	f23ppB	w11pp	f11pp	f14ppA	f12ppB	f10pp	f12ppA	f6ppA
F22HpB	0.40378904178130065	0.42570256042160126	0.26580600864290904	0.2645212715961871	0.2513406905764096	0.25196066953487495	0.30205662833329033	0.3971788445321937	0.4187171338656055	0.36195762577930923	0.42767727109550874	0.39068063365051875	0.38474529058133916	0.3067496809710645	0.29912568753324054	0.43427876595070725	0.36294993838734957	0.31340164340692084	0.20566557085076262	0.4147958811540591	0.0	0.20262050732860049	0.19448871784052094	0.19882924822374776	0.3907462715264256	0.29131745315648405	0.2822734796108379	0.3961643144034859	0.22998200644647965	0.2819804097131079	0.21000483154134042	0.29893794341124724	0.2671650539600393	0.2565176273432589	0.23084694884772808	0.3123333089455049	0.325469950989706	0.2475077040199551	0.23881500937882977	0.4097189596463531	0.27077037624490746	0.921290341726079	0.2706882274437943	0.25484911048416364	0.44619953369650955	0.3622091151253404	0.30058327347672226	0.31951775857904186	0.3748324979139534	0.3925324021818581	0.2982465362845106	0.2997615315688321	0.35890852364488696	0.4140914560102761	0.3208434831308731	0.39398168776819376	0.4745058571090116	0.4414981723756958	0.46867825488726345	0.39057520754085706	0.2919015754272345	0.2699523971572511	0.2919419350161318	0.25968499873371387	0.23234340042595122	0.23234340042595122	0.31576277068898234	0.2829654617672257
f22ppB	0.27110262630382165	0.2930161449441223	0.1331195931654301	0.13183485611870815	0.11865427509893067	0.11927425405739603	0.1693702128558114	0.26449242905471476	0.28603071838812655	0.2292712103018303	0.2949908556180298	0.2579942181730398	0.2520588751038602	0.17406326549358556	0.1664392720557616	0.3015923504732283	0.23026352290987062	0.1807152279294419	0.0729791553732837	0.28210946567658013	0.20262050732860049	0.0	0.061802302363042017	0.06614283274626885	0.2580598560489467	0.15863103767900513	0.14958706413335895	0.263477898926007	0.09729559096900073	0.149293994235629	0.07731841606386149	0.1662515279337683	0.13447863848256042	0.12383121186577993	0.09816053337024915	0.17964689346802593	0.19278353551222704	0.11482128854247615	0.10612859390135083	0.2770325441688742	0.13808396076742852	0.7886039262486001	0.1380018119663154	0.1221626950066847	0.3135131182190306	0.22952269964786148	0.1678968579992433	0.1868313431015629	0.24214608243647445	0.25984598670437914	0.16556012080703164	0.16707511609135323	0.226222108167408	0.28140504053279713	0.18815706765339413	0.2612952722907148	0.34181944163153266	0.3088117568982169	0.3359918394097845	0.2578887920633781	0.1592151599497556	0.13726598167977216	0.15925551953865286	0.12699858325623495	0.09965698494847228	0.09965698494847228	0.18307635521150337	0.1502790462897467
f6ppB	0.22091543716056017	0.24282895580086078	0.08293240402216862	0.08164766697544668	0.0684670859556692	0.06908706491413454	0.11918302371254991	0.21430523991145328	0.23584352924486507	0.1790840211585688	0.2448036664747683	0.20780702902977832	0.20187168596059873	0.12387607635032406	0.11625208291250008	0.2514051613299668	0.18007633376660914	0.1305280387861804	0.022791966230022206	0.23192227653331865	0.19448871784052094	0.061802302363042017	0.0	0.009146141477963294	0.20106316478064118	0.10163434641069957	0.09259037286505338	0.20648120765770145	0.047108401825739235	0.0991068050923675	0.027131226920599997	0.1160643387905068	0.08429144933929891	0.07364402272251844	0.04797334422698765	0.12945970432476445	0.14259634636896554	0.06463409939921466	0.05594140475808934	0.22684535502561268	0.08789677162416701	0.7384167371053386	0.08781462282305388	0.0719755058634232	0.2633259290757691	0.17933551050459998	0.11770966885598183	0.13664415395830143	0.19195889329321297	0.20965879756111766	0.11537293166377016	0.11688792694809172	0.17603491902414653	0.23121785138953563	0.13796987851013265	0.2111080831474533	0.2916322524882712	0.25862456775495535	0.285804650266523	0.2077016029201166	0.1090279708064941	0.08707879253651069	0.10906833039539138	0.07681139411297346	0.049469795805210784	0.049469795805210784	0.13288916606824186	0.10009185714648522
f8pp	0.225255967543787	0.24716948618408763	0.08727293440539546	0.08598819735867351	0.07280761633889603	0.07342759529736137	0.12352355409577676	0.2186457702946801	0.24018405962809192	0.18342455154179566	0.24914419685799513	0.21214755941300514	0.20621221634382556	0.1282166067335509	0.12059261329572693	0.25574569171319367	0.18441686414983596	0.13486856916940723	0.027132496613249048	0.23626280691654547	0.19882924822374776	0.06614283274626885	0.009146141477963294	0.0	0.1919190233036779	0.09249020493373634	0.08344623138809015	0.19733706618073818	0.051448932208966076	0.10344733547559433	0.031471757303826835	0.12040486917373364	0.08863197972252575	0.07798455310574527	0.05231387461021449	0.13380023470799127	0.14693687675219239	0.0689746297824415	0.06028193514131619	0.23118588540883953	0.09223730200739386	0.7427572674885655	0.09215515320628073	0.07631603624665004	0.2676664594589959	0.18367604088782682	0.12205019923920868	0.14098468434152828	0.19629942367643982	0.2139993279443445	0.11971346204699701	0.12122845733131857	0.18037544940737338	0.23555838177276248	0.1423104088933595	0.21544861353068015	0.295972782871498	0.2629650981381822	0.29014518064974987	0.21204213330334346	0.11336850118972094	0.09141932291973753	0.11340886077861823	0.08115192449620029	0.053810326188437625	0.053810326188437625	0.1372296964514687	0.10443238752971204
F23HpA	0.4171729908464649	0.43908650948676553	0.2791899577080733	0.27790522066135137	0.26472463964157394	0.2653446186000393	0.31544057739845466	0.41056279359735803	0.4321010829307698	0.37534157484447356	0.44106122016067306	0.404064582715683	0.3981292396465035	0.3201336300362288	0.3125096365984048	0.4476627150158715	0.37633388745251384	0.32678559247208516	0.21904951991592692	0.42817983021922335	0.3907462715264256	0.2580598560489467	0.20106316478064118	0.1919190233036779	0.0	0.26778774175802367	0.2587437682123775	0.37263460300502554	0.24336595551164394	0.2953643587782722	0.2233887806065047	0.3123218924764115	0.28054900302520364	0.26990157640842316	0.24423089791289238	0.32571725801066914	0.33885390005487026	0.26089165308511936	0.2521989584439941	0.4231029087115174	0.28415432531007173	0.9346742907912433	0.2840721765089586	0.2682330595493279	0.4595834827616738	0.3755930641905047	0.3139672225418866	0.3329017076442061	0.3882164469791177	0.4059163512470224	0.31163048534967486	0.31314548063399644	0.3722924727100513	0.42747540507544035	0.33422743219603734	0.407365636833358	0.4878898061741759	0.4548821214408601	0.4820622039524277	0.40395915660602133	0.3052855244923988	0.28333634622241544	0.30532588408129613	0.2730689477988782	0.24572734949111552	0.24572734949111552	0.3291467197541466	0.29634941083238997
w8pp	0.3177441724765233	0.3396576911168239	0.17976113933813176	0.17847640229140982	0.1652958212716323	0.16591580023009767	0.21601175902851305	0.31113397522741637	0.3326722645608282	0.27591275647453195	0.3416324017907314	0.30463576434574147	0.2987004212765618	0.2207048116662872	0.2130808182284632	0.34823389664592996	0.2769050690825723	0.22735677410214353	0.11962070154598534	0.3287510118492818	0.29131745315648405	0.15863103767900513	0.10163434641069957	0.09249020493373634	0.26778774175802367	0.0	0.13196172485967123	0.24585255965231928	0.14393713714170236	0.1959355404083306	0.12395996223656312	0.21289307410646993	0.18112018465526203	0.17047275803848155	0.1448020795429508	0.22628843964072753	0.23942508168492865	0.16146283471517778	0.15277014007405246	0.3236740903415758	0.18472550694013012	0.8352454724213018	0.184643358139017	0.1688042411793863	0.3601546643917322	0.2761642458205631	0.21453840417194495	0.23347288927426454	0.28878762860917606	0.30648753287708075	0.21220166697973328	0.21371666226405484	0.2728636543401096	0.32804658670549874	0.23479861382609576	0.3079368184634164	0.38846098780423427	0.3554533030709185	0.38263338558248616	0.3045303382360797	0.2058567061224572	0.1839075278524738	0.2058970657113545	0.17364012942893658	0.1462985311211739	0.1462985311211739	0.229717901384205	0.19692059246244834
f2pp	0.3087001989308771	0.33061371757117775	0.17071716579248558	0.16943242874576364	0.15625184772598613	0.1568718266844515	0.20696778548286685	0.3020900016817702	0.32362829101518203	0.2668687829288858	0.3325884282450852	0.29559179080009523	0.28965644773091564	0.21166083812064101	0.20403684468281702	0.33918992310028373	0.26786109553692605	0.21831280055649732	0.11057672800033914	0.31970703830363556	0.2822734796108379	0.14958706413335895	0.09259037286505338	0.08344623138809015	0.2587437682123775	0.13196172485967123	0.0	0.17999282908039754	0.1348931635960562	0.18689156686268443	0.11491598869091693	0.20384910056082373	0.17207621110961585	0.16142878449283538	0.1357581059973046	0.21724446609508136	0.23038110813928248	0.1524188611695316	0.14372616652840628	0.3146301167959296	0.17568153339448395	0.8262014988756556	0.17559938459337082	0.15976026763374013	0.35111069084608604	0.2671202722749169	0.20549443062629877	0.22442891572861837	0.27974365506352994	0.2974435593314346	0.2031576934340871	0.20467268871840866	0.2638196807944635	0.31900261315985257	0.2257546402804496	0.29889284491777024	0.3794170142585881	0.3464093295252723	0.37358941203683993	0.29548636469043355	0.19681273257681103	0.17486355430682762	0.19685309216570832	0.1645961558832904	0.13725455757552774	0.13725455757552774	0.22067392783855883	0.18787661891680216
S2Hp	0.4225910337235252	0.4445045523638258	0.2846080005851336	0.28332326353841164	0.2701426825186342	0.27076266147709954	0.3208586202755149	0.4159808364744183	0.4375191258078301	0.3807596177215338	0.44647926303773333	0.4094826255927433	0.40354728252356376	0.32555167291328907	0.3179276794754651	0.4530807578929318	0.3817519303295741	0.33220363534914543	0.22446756279298719	0.4335978730962836	0.3961643144034859	0.263477898926007	0.20648120765770145	0.19733706618073818	0.37263460300502554	0.24585255965231928	0.17999282908039754	0.0	0.24878399838870421	0.3007824016553325	0.22880682348356496	0.3177399353534718	0.2859670459022639	0.27531961928548343	0.24964894078995264	0.3311353008877294	0.34427194293193053	0.2663096959621796	0.25761700132105436	0.42852095158857767	0.289572368187132	0.9400923336683036	0.2894902193860189	0.2736511024263882	0.4650015256387341	0.38101110706756497	0.31938526541894685	0.3383197505212664	0.393634489856178	0.4113343941240827	0.3170485282267351	0.3185635235110567	0.37771051558711155	0.4328934479525006	0.3396454750730976	0.4127836797104183	0.49330784905123615	0.46030016431792037	0.487480246829488	0.4093771994830816	0.3107035673694591	0.2887543890994757	0.3107439269583564	0.27848699067593846	0.2511453923681758	0.2511453923681758	0.3345647626312069	0.30176745370945024
f17ppB	0.24699425593006705	0.2689077745703677	0.1090112227916755	0.10772648574495355	0.09454590472517607	0.09516588368364143	0.1452618424820568	0.24038405868096016	0.261922348014372	0.2051628399280757	0.27088248524427516	0.2338858477992852	0.2279505047301056	0.14995489511983096	0.14233090168200696	0.2774839800994737	0.20615515253611602	0.1566068575556873	0.0488707849995291	0.25800109530282556	0.22998200644647965	0.09729559096900073	0.047108401825739235	0.051448932208966076	0.24336595551164394	0.14393713714170236	0.1348931635960562	0.24878399838870421	0.0	0.09580366652952613	0.037709630106470444	0.12664274197637726	0.09486985252516937	0.09972284149202533	0.07405216299649454	0.15553852309427132	0.16867516513847242	0.09071291816872155	0.08202022352759623	0.25292417379511956	0.11397559039367391	0.7644955558748455	0.11389344159256078	0.0980543246329301	0.289404747845276	0.20541432927410685	0.14378848762548874	0.16272297272780833	0.21803771206271988	0.23573761633062457	0.14145175043327707	0.1429667457175986	0.20211373779365344	0.2572966701590425	0.16404869727963955	0.23718690191696018	0.31771107125777803	0.28470338652446225	0.3118834690360299	0.23378042168962349	0.13510678957600097	0.11315761130601758	0.13514714916489828	0.10289021288248035	0.07554861457471768	0.07554861457471768	0.15896798483774877	0.1261706759159921
f19pp	0.29899265919669527	0.32090617783699593	0.16100962605830377	0.15972488901158183	0.14654430799180435	0.14716428695026967	0.19726024574868506	0.29238246194758843	0.3139207512810002	0.25716124319470396	0.32288088851090346	0.2858842510659135	0.2799489079967339	0.2019532983864592	0.19432930494863523	0.32948238336610197	0.2581535558027443	0.20860526082231556	0.10086918826615736	0.3099994985694538	0.2819804097131079	0.149293994235629	0.0991068050923675	0.10344733547559433	0.2953643587782722	0.1959355404083306	0.18689156686268443	0.3007824016553325	0.09580366652952613	0.0	0.08970803337309871	0.1786411452430055	0.14686825579179763	0.1517212447586536	0.1260505662631228	0.2075369263608996	0.2206735684051007	0.1427113214353498	0.1340186267942245	0.30492257706174786	0.16597399366030216	0.8164939591414738	0.16589184485918904	0.15005272789955837	0.3414031511119042	0.25741273254073516	0.19578689089211698	0.21472137599443658	0.2700361153293481	0.2877360195972528	0.19345015369990531	0.19496514898422687	0.2541121410602817	0.30929507342567075	0.2160471005462678	0.2891853051835884	0.3697094745244063	0.33670178979109056	0.36388187230265817	0.28577882495625173	0.18710519284262925	0.16515601457264584	0.18714555243152653	0.1548886161491086	0.12754701784134592	0.12754701784134592	0.210966388104377	0.17816907918262034
f23ppA	0.2270170810249278	0.24893059966522843	0.08903404788653627	0.08774931083981431	0.07456872982003684	0.07518870877850219	0.12528466757691756	0.2204068837758209	0.24194517310923275	0.18518566502293649	0.25090531033913593	0.21390867289414595	0.20797332982496636	0.12997772021469173	0.12235372677686773	0.25750680519433444	0.18617797763097677	0.13662968265054803	0.028893610094389857	0.23802392039768627	0.21000483154134042	0.07731841606386149	0.027131226920599997	0.031471757303826835	0.2233887806065047	0.12395996223656312	0.11491598869091693	0.22880682348356496	0.037709630106470444	0.08970803337309871	0.0	0.0931354968176983	0.0613626073664904	0.07974566658688609	0.0540749880913553	0.13556134818913207	0.1486979902333332	0.07073574326358231	0.06204304862245699	0.23294699888998033	0.09399841548853466	0.7445183809697062	0.09391626668742153	0.07807714972779085	0.26942757294013675	0.18543715436896763	0.12381131272034948	0.14274579782266908	0.19806053715758062	0.2157604414254853	0.12147457552813781	0.12298957081245937	0.18213656288851418	0.23731949525390328	0.1440715223745003	0.21720972701182095	0.2977338963526388	0.264726211619323	0.29190629413089064	0.21380324678448426	0.11512961467086175	0.09318043640087834	0.11516997425975903	0.0829130379773411	0.055571439669578435	0.055571439669578435	0.1389908099326095	0.10619350101085284
f18pp	0.3159501928948346	0.3378637115351353	0.1779671597564431	0.17668242270972115	0.16350184168994364	0.164121820648409	0.21421777944682435	0.30933999564572773	0.3308782849791395	0.27411877689284325	0.33983842220904276	0.30284178476405277	0.2969064416948732	0.21891083208459852	0.21128683864677456	0.34643991706424127	0.2751110895008836	0.22556279452045486	0.11782672196429667	0.3269570322675931	0.29893794341124724	0.1662515279337683	0.1160643387905068	0.12040486917373364	0.3123218924764115	0.21289307410646993	0.20384910056082373	0.3177399353534718	0.12664274197637726	0.1786411452430055	0.0931354968176983	0.0	0.1305989978413717	0.1686787784567929	0.14300809996126213	0.2244944600590389	0.23763110210323998	0.1596688551334891	0.1509761604923638	0.3218801107598871	0.18293152735844145	0.8334514928396131	0.18284937855732833	0.16701026159769766	0.3583606848100436	0.2743702662388744	0.21274442459025628	0.23167890969257587	0.2869936490274874	0.3046935532953921	0.2104076873980446	0.21192268268236616	0.271069674758421	0.3262526071238101	0.2330046342444071	0.3061428388817278	0.3866670082225456	0.3536593234892298	0.38083940600079746	0.3027363586543911	0.20406272654076854	0.18211354827078513	0.20410308612966582	0.17184614984724791	0.14450455153948524	0.14450455153948524	0.22792392180251633	0.19512661288075966
f21pp	0.2841773034436267	0.30609082208392735	0.14619427030523519	0.14490953325851325	0.13172895223873576	0.1323489311972011	0.18244488999561648	0.27756710619451985	0.29910539552793164	0.24234588744163538	0.3080655327578349	0.2710688953128449	0.2651335522436653	0.18713794263339062	0.17951394919556665	0.3146670276130334	0.2433382000496757	0.19378990506924698	0.08605383251308878	0.2951841428163852	0.2671650539600393	0.13447863848256042	0.08429144933929891	0.08863197972252575	0.28054900302520364	0.18112018465526203	0.17207621110961585	0.2859670459022639	0.09486985252516937	0.14686825579179763	0.0613626073664904	0.1305989978413717	0.0	0.136905889005585	0.11123521051005422	0.19272157060783102	0.2058582126520321	0.12789596568228123	0.11920327104115591	0.2901072213086793	0.15115863790723358	0.8016786033884052	0.15107648910612045	0.1352373721464898	0.32658779535883564	0.24259737678766655	0.1809715351390484	0.199906020241368	0.25522075957627954	0.27292066384418423	0.17863479794683673	0.1801497932311583	0.2392967853072131	0.29447971767260217	0.20123174479319922	0.27436994943051984	0.3548941187713377	0.321886434038022	0.3490665165495896	0.27096346920318315	0.17228983708956067	0.15034065881957726	0.17233019667845795	0.14007326039604	0.11273166208827735	0.11273166208827735	0.19615103235130843	0.16335372342955176
f32pp	0.2468211651318818	0.26873468377218246	0.10883813199349027	0.10755339494676831	0.09437281392699085	0.09499279288545619	0.14508875168387156	0.2402109678827749	0.26174925721618675	0.2049897491298905	0.27070939444608993	0.23371275700109995	0.22777741393192036	0.14978180432164573	0.14215781088382173	0.27731088930128844	0.20598206173793077	0.15643376675750204	0.06274883165140527	0.2720196506499932	0.2565176273432589	0.12383121186577993	0.07364402272251844	0.07798455310574527	0.26990157640842316	0.17047275803848155	0.16142878449283538	0.27531961928548343	0.09972284149202533	0.1517212447586536	0.07974566658688609	0.1686787784567929	0.136905889005585	0.0	0.037154240502830296	0.15536543229608607	0.1685020743402872	0.09053982737053631	0.08184713272941099	0.25275108299693433	0.11380249959548866	0.7643224650766602	0.11372035079437554	0.09788123383474485	0.28923165704709075	0.20524123847592163	0.14361539682730348	0.16254988192962308	0.21786462126453462	0.2355645255324393	0.1412786596350918	0.14279365491941337	0.20194064699546818	0.2571235793608573	0.1638756064814543	0.23701381111877495	0.3175379804595928	0.284530295726277	0.31171037823784464	0.23360733089143826	0.13493369877781575	0.11298452050783234	0.13497405836671303	0.1027171220842951	0.07537552377653244	0.07537552377653244	0.1587948940395635	0.12599758511780684
f30pp	0.22115048663635103	0.24306400527665167	0.08316745349795948	0.08188271645123754	0.06870213543146006	0.06932211438992542	0.11941807318834077	0.21454028938724415	0.23607857872065596	0.1793190706343597	0.24503871595055918	0.2080420785055692	0.2021067354363896	0.12411112582611494	0.11648713238829095	0.25164021080575766	0.1803113832424	0.13076308826197128	0.03707815315587449	0.24634897215446244	0.23084694884772808	0.09816053337024915	0.04797334422698765	0.05231387461021449	0.24423089791289238	0.1448020795429508	0.1357581059973046	0.24964894078995264	0.07405216299649454	0.1260505662631228	0.0540749880913553	0.14300809996126213	0.11123521051005422	0.037154240502830296	0.0	0.1296947538005553	0.1428313958447564	0.06486914887500553	0.05617645423388022	0.22708040450140354	0.08813182109995789	0.7386517865811295	0.08804967229884475	0.07221055533921408	0.26356097855155997	0.17957055998039084	0.1179447183317727	0.1368792034340923	0.19219394276900384	0.20989384703690853	0.11560798113956103	0.11712297642388259	0.1762699684999374	0.2314529008653265	0.13820492798592351	0.21134313262324417	0.291867301964062	0.25885961723074624	0.2860396997423139	0.20793665239590747	0.10926302028228496	0.08731384201230155	0.10930337987118224	0.07704644358876434	0.04970484528100166	0.04970484528100166	0.13312421554403275	0.10032690662227609
w12pp	0.2755344454818561	0.29744796412215674	0.13755141234346455	0.1362666752967426	0.12308609427696512	0.13586391805492928	0.18595987685334464	0.281082093052248	0.3026203823856598	0.24586087429936354	0.31158051961556305	0.27458388217057306	0.26864853910139347	0.1906529294911188	0.18302893605329484	0.31818201447076155	0.24685318690740388	0.19730489192697515	0.11856451325365126	0.3278353322522392	0.3123333089455049	0.17964689346802593	0.12945970432476445	0.13380023470799127	0.32571725801066914	0.22628843964072753	0.21724446609508136	0.3311353008877294	0.15553852309427132	0.2075369263608996	0.13556134818913207	0.2244944600590389	0.19272157060783102	0.15536543229608607	0.1296947538005553	0.0	0.19073009444847966	0.1127678474787288	0.10407515283760348	0.2749791031051268	0.13603051970368116	0.7865504851848528	0.135948370902568	0.12010925394293734	0.3114596771552832	0.2274692585841141	0.16584341693549598	0.18477790203781558	0.24009264137272712	0.2577925456406318	0.1635066797432843	0.16502167502760584	0.22416866710366068	0.27935159946904975	0.1861036265896468	0.2592418312269674	0.3397660005677853	0.3067583158344695	0.33393839834603717	0.25583535099963073	0.15716171888600822	0.13521254061602483	0.15720207847490553	0.1314304024342694	0.10408880412650673	0.10408880412650673	0.18750817438953782	0.15471086546778115
f13pp	0.2886710875260572	0.31058460616635786	0.15068805438766567	0.14940331734094373	0.13622273632116624	0.14900056009913037	0.19909651889754576	0.29421873509644914	0.3157570244298609	0.25899751634356466	0.32471716165976416	0.2877205242147741	0.2817851811455946	0.2037895715353199	0.19616557809749594	0.3313186565149626	0.25998982895160494	0.21044153397117626	0.13170115529785237	0.3409719742964403	0.325469950989706	0.19278353551222704	0.14259634636896554	0.14693687675219239	0.33885390005487026	0.23942508168492865	0.23038110813928248	0.34427194293193053	0.16867516513847242	0.2206735684051007	0.1486979902333332	0.23763110210323998	0.2058582126520321	0.1685020743402872	0.1428313958447564	0.19073009444847966	0.0	0.10643564713015134	0.09774295248902602	0.26864690275654934	0.1296983193551037	0.7802182848362754	0.12961617055399055	0.12544600751787854	0.31679643073022445	0.23280601215905533	0.17118017051043719	0.19011465561275678	0.24542939494766833	0.26312929921557304	0.16884343331822552	0.17035842860254707	0.22950542067860188	0.284688353043991	0.191440380164588	0.26457858480190866	0.3451027541427265	0.31209506940941073	0.33927515192097835	0.26117210457457196	0.16249847246094945	0.14054929419096604	0.16253883204984673	0.14456704447847052	0.11722544617070783	0.11722544617070783	0.2006448164337389	0.16784750751198224
w10pp	0.21070884055630634	0.23262235919660695	0.07272580741791479	0.07144107037119284	0.058260489351415354	0.07103831312937951	0.12113427192779488	0.21625648812669823	0.23779477746011005	0.18103526937381378	0.24675491469001326	0.20975827724502327	0.20382293417584368	0.12582732456556903	0.11820333112774506	0.25335640954521177	0.1820275819818541	0.13247928700142536	0.05373890832810149	0.2630097273266894	0.2475077040199551	0.11482128854247615	0.06463409939921466	0.0689746297824415	0.26089165308511936	0.16146283471517778	0.1524188611695316	0.2663096959621796	0.09071291816872155	0.1427113214353498	0.07073574326358231	0.1596688551334891	0.12789596568228123	0.09053982737053631	0.06486914887500553	0.1127678474787288	0.10643564713015134	0.0	0.008694694642125373	0.18429545064243794	0.045346867240992295	0.695866832722164	0.04526471843987916	0.04748376054812766	0.23883418376047358	0.15484376518930446	0.0932179235406863	0.1121524086430059	0.16746714797791745	0.18516705224582214	0.09088118634847463	0.09239618163279618	0.151543173708851	0.2067261060742401	0.11347813319483711	0.18661633783215778	0.2671405071729756	0.23413282243965985	0.2613129049512275	0.18320985760482109	0.08453622549119856	0.06258704722121515	0.08457658508009584	0.06660479750871963	0.03926319920095696	0.03926319920095696	0.12268256946398803	0.0898852605422314
f7pp	0.20201614591518102	0.22392966455548163	0.06403311277678947	0.06274837573006753	0.04956779471029004	0.06234561848825419	0.11244157728666956	0.2075637934855729	0.22910208281898473	0.17234257473268846	0.23806222004888794	0.20106558260389795	0.19513023953471836	0.11713462992444372	0.10951063648661974	0.24466371490408645	0.17333488734072877	0.12378659236030005	0.04504621368697618	0.25431703268556416	0.23881500937882977	0.10612859390135083	0.05594140475808934	0.06028193514131619	0.2521989584439941	0.15277014007405246	0.14372616652840628	0.25761700132105436	0.08202022352759623	0.1340186267942245	0.06204304862245699	0.1509761604923638	0.11920327104115591	0.08184713272941099	0.05617645423388022	0.10407515283760348	0.09774295248902602	0.008694694642125373	0.0	0.17560275600131264	0.03665417259986698	0.6871741380810387	0.03657202379875385	0.03879106590700235	0.23014148911934826	0.14615107054817914	0.08452522889956099	0.10345971400188059	0.15877445333679213	0.17647435760469682	0.08218849170734932	0.08370348699167088	0.1428504790677257	0.1980334114331148	0.10478543855371181	0.17792364319103246	0.2584478125318503	0.22544012779853453	0.2526202103101022	0.17451716296369577	0.07584353085007325	0.05389435258008983	0.07588389043897054	0.05791210286759431	0.03057050455983164	0.03057050455983164	0.11398987482286271	0.08119256590110607
s24H1	0.3729200961827044	0.394833614823005	0.23493706304431283	0.2336523259975909	0.22047174497781338	0.23324956875577751	0.2833455275541929	0.3784677437530962	0.40000603308650806	0.3432465250002118	0.40896617031641125	0.3719695328714213	0.36603418980224167	0.28803858019196704	0.2804145867541431	0.4155676651716098	0.34423883760825214	0.2946905426278234	0.2159501639544995	0.42522098295308747	0.4097189596463531	0.2770325441688742	0.22684535502561268	0.23118588540883953	0.4231029087115174	0.3236740903415758	0.3146301167959296	0.42852095158857767	0.25292417379511956	0.30492257706174786	0.23294699888998033	0.3218801107598871	0.2901072213086793	0.25275108299693433	0.22708040450140354	0.2749791031051268	0.26864690275654934	0.18429545064243794	0.17560275600131264	0.0	0.17322875035205945	0.8237487158332311	0.17314660155094633	0.20969501617452568	0.4010454393868716	0.31705502081570247	0.2554291791670843	0.27436366426940395	0.32967840360431544	0.3473783078722201	0.2530924419748727	0.2546074372591942	0.313754429335249	0.3689373617006381	0.27568938882123517	0.3488275934585558	0.4293517627993736	0.39634407806605787	0.42352416057762554	0.3454211132312191	0.2467474811175966	0.22479830284761318	0.24678784070649387	0.22881605313511766	0.201474454827355	0.201474454827355	0.2848938250903861	0.25209651616862944
f24pp	0.2339715127812587	0.25588503142155933	0.09598847964286714	0.0947037425961452	0.08152316157636771	0.09430098535433187	0.14439694415274723	0.23951916035165058	0.2610574496850624	0.20429794159876613	0.27001758691496563	0.23302094946997562	0.22708560640079603	0.1490899967905214	0.1414660033526974	0.27661908177016414	0.20529025420680644	0.15574195922637774	0.07700158055305385	0.2862723995516418	0.27077037624490746	0.13808396076742852	0.08789677162416701	0.09223730200739386	0.28415432531007173	0.18472550694013012	0.17568153339448395	0.289572368187132	0.11397559039367391	0.16597399366030216	0.09399841548853466	0.18293152735844145	0.15115863790723358	0.11380249959548866	0.08813182109995789	0.13603051970368116	0.1296983193551037	0.045346867240992295	0.03665417259986698	0.17322875035205945	0.0	0.6692895421527575	0.018687427870472673	0.07074643277308001	0.2620968559854259	0.1781064374142568	0.11648059576563866	0.13541508086795825	0.1907298202028698	0.20842972447077449	0.11414385857342699	0.11565885385774854	0.17480584593380336	0.22998877829919245	0.13674080541978947	0.20987901005711013	0.2904031793979279	0.2573954946646122	0.2845755771761799	0.20647252982977343	0.10779889771615092	0.08584971944616751	0.1078392573050482	0.08986746973367199	0.06252587142590932	0.06252587142590932	0.1459452416889404	0.11314793276718374
S13Hp	0.8844914782624302	0.9064049969027309	0.7465084451240387	0.7452237080773167	0.7320431270575393	0.7448209508355035	0.7949169096339188	0.8900391258328222	0.911577415166234	0.8548179070799378	0.9205375523961372	0.8835409149511473	0.8776055718819676	0.799609962271693	0.7919859688338691	0.9271390472513358	0.8558102196879781	0.8062619247075493	0.7275215460342255	0.9367923650328134	0.921290341726079	0.7886039262486001	0.7384167371053386	0.7427572674885655	0.9346742907912433	0.8352454724213018	0.8262014988756556	0.9400923336683036	0.7644955558748455	0.8164939591414738	0.7445183809697062	0.8334514928396131	0.8016786033884052	0.7643224650766602	0.7386517865811295	0.7865504851848528	0.7802182848362754	0.695866832722164	0.6871741380810387	0.8237487158332311	0.6692895421527575	0.0	0.6658162488718767	0.7212663982542518	0.9126168214665976	0.8286264028954284	0.7670005612468104	0.7859350463491299	0.8412497856840415	0.8589496899519462	0.7646638240545987	0.7661788193389203	0.8253258114149751	0.8805087437803641	0.7872607709009611	0.8603989755382818	0.9409231448790997	0.907915460145784	0.9350955426573515	0.8569924953109451	0.7583188631973226	0.7363696849273392	0.7583592227862199	0.7403874352148436	0.7130458369070809	0.7130458369070809	0.7964652071701119	0.7636678982483553
