	530119	31129	530451	530163	w14pp	f11pp	w20pp	f16ppA	f20ppA	w26pp	w2pp	w16pp	w32pp	w11pp	w17pp	w21pp	31749	w19pp	f2pp	w18pp	f7pp	f8pp	f14ppB	530364	31416	31232	F8H1	31333	531424	31700	530050	31328	S28Hp	S19H1	530075	F3H1	31009	s24H1	31160	530315	31452	31600	530052	530215	31766	S1Hp	31750	530444	530295	S29H1	530177	31723	31714	31267	530055	530258	31428	31512	31300	S26Hp	31360	31071	F22HpB	31519	S21H1	530368	31379	31343	530074	31021
f7pp	0.35057565706341026	0.35998825065873863	0.18931744286561702	0.06649477873897039	0.032638763143621206	0.04075737993641473	0.031102770632031235	0.046600456040151686	0.03884247502462597	0.042508270933407914	0.04107611592818777	0.04755770301925081	0.05959620826895538	0.03754601576267356	0.040047744124076946	0.05940579152553023	0.07342906040904518	0.04565102267147581	0.04494615620180958	0.019292444388818993	0.0	0.03127734339263042	0.0325011266726003	0.12233384411375625	0.19750120696151702	0.2378116536899835	0.273025919104897	0.2865991022651766	0.24920003505412458	0.2461569086920432	0.25088030877975354	0.24698335320353176	0.2584005857739117	0.2731878323167786	0.2666722994588642	0.23945255471899923	0.22631404150743367	0.26939555377763924	0.239546563559017	0.2968137799610815	0.23541037695066536	0.24040700069484314	0.29030025625437056	0.3001367390741487	0.29812087262535103	0.2812924272863187	0.26995632201354436	0.25864683647940906	0.278049411134213	0.29128793849248197	0.2776413979647996	0.27738172172402403	0.2746163864906234	0.25836567499928087	0.2798837070599188	0.259274011686934	0.2592450495389706	0.2765511933802519	0.24191993448184895	0.264696691829732	0.2850897464789271	0.22882292004351817	0.29069584000091875	0.2779805648041453	0.28242340742126876	0.24859053781499008	0.22267082231264682	0.2342497368778331	0.3057488601987083	0.29344530528853763
f8pp	0.35045108537903824	0.3598636789743666	0.189192871181245	0.06637020705459842	0.032514191459249234	0.040632808252042754	0.03097819894765926	0.046475884355779706	0.03871790334025399	0.04238369924903594	0.04095154424381579	0.047433131334878836	0.059471636584583404	0.037421444078301586	0.039923172439704974	0.05928121984115825	0.07330448872467321	0.04552645098710384	0.044821584517437604	0.025824982519376642	0.03127734339263042	0.0	0.03237655498822833	0.12220927242938427	0.197376635277145	0.2376870820056115	0.272901347420525	0.28647453058080463	0.24907546336975256	0.2460323370076712	0.2507557370953815	0.24685878151915974	0.2582760140895397	0.27306326063240666	0.2665477277744922	0.2393279830346272	0.22618946982306168	0.2692709820932673	0.23942199187464497	0.29668920827670947	0.23528580526629334	0.24028242901047114	0.2901756845699986	0.3000121673897767	0.297996300940979	0.28116785560194674	0.2698317503291724	0.25852226479503704	0.277924839449841	0.29116336680811	0.2775168262804276	0.277257150039652	0.27449181480625146	0.25824110331490885	0.27975913537554675	0.25914944000256196	0.2591204778545986	0.2764266216958799	0.24179536279747693	0.26457212014536	0.28496517479455513	0.2286983483591462	0.2905712683165467	0.2778559931197733	0.28229883573689674	0.24846596613061805	0.22254625062827482	0.2341251651934611	0.30562428851433626	0.2933207336041656
f14ppB	0.33663379466263926	0.34604638825796763	0.17537558046484603	0.05255291633819943	0.02615101036691992	0.03426962715971344	0.029845855135740992	0.045343540543861444	0.03758555952833573	0.04125135543711768	0.03981920043189753	0.046300787522960574	0.05833929277266514	0.036289100266383316	0.038790828627786704	0.058148876029239994	0.07217214491275493	0.044394107175185576	0.04368924070551934	0.027048765799346522	0.0325011266726003	0.03237655498822833	0.0	0.10839198171298528	0.18355934456074602	0.22386979128921253	0.25908405670412604	0.27265723986440565	0.23525817265335358	0.2322150462912722	0.23693844637898254	0.23304149080276076	0.24445872337314073	0.2592459699160077	0.2527304370580932	0.22551069231822823	0.2123721791066627	0.2554536913768683	0.225604701158246	0.2828719175603105	0.22146851454989436	0.22646513829407217	0.2763583938535996	0.28619487667337773	0.28417901022458003	0.26735056488554776	0.2560144596127734	0.24470497407863806	0.264107548733442	0.277346076091711	0.26369953556402864	0.26343985932325303	0.2606745240898525	0.24442381259850987	0.2659418446591478	0.24533214928616298	0.2453031871381996	0.2626093309794809	0.22797807208107795	0.25075482942896105	0.27114788407815615	0.21488105764274723	0.27675397760014775	0.26403870240337435	0.26848154502049776	0.23464867541421908	0.20872895991187584	0.22030787447706213	0.2918069977979373	0.27950344288776663
530364	0.37156202017863593	0.3809746137739643	0.2103038059808427	0.1286764375262728	0.11598372780807586	0.12410234460086939	0.11967857257689694	0.1351762579850174	0.12741827696949168	0.13108407287827362	0.12965191787305347	0.13613350496411653	0.1481720102138211	0.12612181770753927	0.12862354606894266	0.14798159347039594	0.1620048623539109	0.13422682461634153	0.13352195814667528	0.11688148324050247	0.12233384411375625	0.12220927242938427	0.10839198171298528	0.0	0.2184875700767427	0.2587980168052092	0.29401228222012266	0.3075854653804023	0.27018639816935025	0.2671432718072689	0.2718666718949792	0.26796971631875743	0.2793869488891374	0.2941741954320043	0.2876586625740899	0.2604389178342249	0.24730040462265934	0.29038191689286497	0.26053292667424266	0.31780014307630716	0.256396740065891	0.26139336381006884	0.31128661936959623	0.32112310218937434	0.3191072357405767	0.3022787904015444	0.2909426851287701	0.27963319959463473	0.29903577424943867	0.31227430160770764	0.2986277610800253	0.2983680848392497	0.2956027496058491	0.27935203811450654	0.30087007017514444	0.28026037480215965	0.28023141265419627	0.2975375564954776	0.2629062975970746	0.2856830549449577	0.30607610959415277	0.24980928315874387	0.3116822031161444	0.29896692791937096	0.3034097705364944	0.26957690093021575	0.2436571854278725	0.25523609999305874	0.32673522331393395	0.3144316684037633
31416	0.37167072303044935	0.3810833166257777	0.2104125088326561	0.20384380037403355	0.19115109065583663	0.19926970744863015	0.19484593542465767	0.21034362083277813	0.20258563981725242	0.20625143572603438	0.20481928072081423	0.2113008678118773	0.22333937306158186	0.2012891805553	0.2037909089167034	0.22314895631815668	0.23717222520167164	0.20939418746410227	0.20868932099443604	0.19204884608826323	0.19750120696151702	0.197376635277145	0.18355934456074602	0.2184875700767427	0.0	0.2589067196570226	0.29412098507193607	0.30769416823221574	0.27029510102116366	0.2672519746590823	0.2719753747467926	0.26807841917057085	0.2794956517409508	0.2942828982838177	0.2877673654259033	0.2605476206860383	0.24740910747447276	0.2904906197446784	0.2606416295260561	0.3179088459281206	0.25650544291770444	0.26150206666188225	0.31139532222140964	0.32123180504118776	0.3192159385923901	0.3023874932533578	0.2910513879805835	0.27974190244644814	0.2991444771012521	0.31238300445952105	0.2987364639318387	0.2984767876910631	0.2957114524576625	0.27946074096631995	0.30097877302695786	0.28036907765397306	0.2803401155060097	0.297646259347291	0.26301500044888804	0.28579175779677113	0.3061848124459662	0.24991798601055729	0.31179090596795783	0.2990756307711844	0.30351847338830784	0.26968560378202916	0.24376588827968593	0.25534480284487215	0.32684392616574737	0.3145403712555767
31232	0.35656651886818796	0.36597911246351633	0.20818597782117343	0.24415424710250005	0.2314615373843031	0.23958015417709663	0.23515638215312418	0.25065406756124464	0.24289608654571893	0.24656188245450086	0.24512972744928072	0.2516113145403438	0.26364981979004837	0.2415996272837665	0.24410135564516988	0.2634594030466232	0.27748267193013815	0.24970463419256878	0.24899976772290255	0.2323592928167297	0.2378116536899835	0.2376870820056115	0.22386979128921253	0.2587980168052092	0.2589067196570226	0.0	0.25949793740206395	0.27307112056234356	0.23567205335129154	0.23262892698921017	0.2373523270769205	0.23345537150069873	0.24487260407107864	0.2596598506139456	0.2531443177560312	0.2259245730161662	0.21278605980460064	0.2558675720748062	0.22601858185618395	0.28328579825824846	0.22188239524783232	0.2268790189920101	0.2767722745515375	0.28660875737131564	0.284592890922518	0.26776444558348567	0.2564283403107113	0.24511885477657602	0.26452142943137996	0.27775995678964893	0.26411341626196655	0.263853740021191	0.2610884047877904	0.24483769329644783	0.26635572535708574	0.24574602998410094	0.24571706783613756	0.2630232116774189	0.22839195277901592	0.25116871012689895	0.27156176477609406	0.21529493834068514	0.2771678582980857	0.26445258310131226	0.2688954257184357	0.23506255611215704	0.20914284060981378	0.2402405986826108	0.311739722003486	0.29943616709331533
F8H1	0.3917807842831015	0.40119337787842985	0.24340024323608694	0.27936851251741357	0.2666758027992166	0.2747944195920101	0.2703706475680377	0.28586833297615816	0.27811035196063244	0.28177614786941435	0.2803439928641942	0.28682557995525726	0.2988640852049619	0.27681389269868	0.2793156210600834	0.2986736684615367	0.31269693734505166	0.2849188996074823	0.284214033137816	0.2675735582316432	0.273025919104897	0.272901347420525	0.25908405670412604	0.29401228222012266	0.29412098507193607	0.25949793740206395	0.0	0.22573133376074667	0.18833226654969462	0.18528914018761328	0.19001254027532358	0.20427958961582712	0.21569682218620706	0.230484068729074	0.2239685358711596	0.19674879113129462	0.2049208946615519	0.24800240693175746	0.21815341671313518	0.2754206331151997	0.21401723010478355	0.21901385384896133	0.2689071094084888	0.2787435922282669	0.27672772577946925	0.2598992804404369	0.24856317516766258	0.23725368963352725	0.2566562642883312	0.2698947916466002	0.2562482511189178	0.2559885748781422	0.25322323964474164	0.23697252815339903	0.25849056021403694	0.23788086484105214	0.23785190269308876	0.25515804653437013	0.22052678763596714	0.2433035449838502	0.2636965996330453	0.2074297731976364	0.26930269315503697	0.2565874179582635	0.2610302605753869	0.2271973909691083	0.21932029825427785	0.2754548640975243	0.3469539874183995	0.33465043250822885
31333	0.40535396744338104	0.4147665610387094	0.25697342639636656	0.2929416956776931	0.2802489859594962	0.28836760275228973	0.2839438307283173	0.29944151613643777	0.29168353512091205	0.29534933102969396	0.2939171760244738	0.3003987631155369	0.31243726836524144	0.2903870758589596	0.292888804220363	0.3122468516218163	0.3262701205053313	0.2984920827677619	0.2977872162980957	0.2811467413919228	0.2865991022651766	0.28647453058080463	0.27265723986440565	0.3075854653804023	0.30769416823221574	0.27307112056234356	0.22573133376074667	0.0	0.17313462021029455	0.1700914938482132	0.1748148939359235	0.21785277277610673	0.22927000534648667	0.24405725188935362	0.23754171903143922	0.21032197429157423	0.2184940778218315	0.26157559009203707	0.2317265998734148	0.28899381627547926	0.22759041326506316	0.23258703700924094	0.2824802925687684	0.2923167753885465	0.2903009089397488	0.27347246360071653	0.2621363583279422	0.2508268727938069	0.27022944744861077	0.2834679748068798	0.2698214342791974	0.26956175803842186	0.26679642280502125	0.25054571131367864	0.2720637433743166	0.25145404800133175	0.25142508585336837	0.2687312296946497	0.23409997079624675	0.2568767281441298	0.2772697827933249	0.221002956357916	0.2828758763153165	0.2701606011185431	0.2746034437356666	0.2407705741293879	0.23289348141455746	0.2890280472578039	0.36052717057867906	0.3482236156685084
531424	0.367954900232329	0.3773674938276574	0.2195743591853145	0.2555426284666411	0.2428499187484442	0.2509685355412377	0.24654476351726523	0.26204244892538575	0.25428446790986	0.25795026381864194	0.2565181088134218	0.26299969590448485	0.2750382011541894	0.2529880086479076	0.255489737009311	0.2748477844107643	0.2888710532942792	0.26109301555670983	0.2603881490870436	0.2437476741808708	0.24920003505412458	0.24907546336975256	0.23525817265335358	0.27018639816935025	0.27029510102116366	0.23567205335129154	0.18833226654969462	0.17313462021029455	0.0	0.11552905071339949	0.1202524508011098	0.1804537055650547	0.19187093813543465	0.2066581846783016	0.20014265182038715	0.17292290708052216	0.18109501061077943	0.22417652288098502	0.19432753266236275	0.25159474906442725	0.1901913460540111	0.19518796979818892	0.24508122535771634	0.2549177081774945	0.2529018417286968	0.23607339638966449	0.22473729111689017	0.21342780558275481	0.23283038023755875	0.24606890759582775	0.23242236706814537	0.2321626908273698	0.2293973555939692	0.21314664410262663	0.23466467616326453	0.21405498079027974	0.21402601864231635	0.23133216248359767	0.1967009035851947	0.21947766093307777	0.23987071558227288	0.18360388914686396	0.2454768091042645	0.23276153390749107	0.2372043765246145	0.20337150691833583	0.19549441420350544	0.2516289800467518	0.32312810336762704	0.3108245484574564
31700	0.36491177387024765	0.374324367465576	0.21653123282323314	0.25249950210455974	0.23980679238636282	0.24792540917915634	0.24350163715518386	0.2589993225633044	0.2512413415477786	0.2549071374565606	0.2534749824513404	0.2599565695424035	0.27199507479210805	0.2499448822858262	0.2524466106472296	0.2718046580486829	0.28582792693219783	0.25804988919462846	0.25734502272496224	0.24070454781878942	0.2461569086920432	0.2460323370076712	0.2322150462912722	0.2671432718072689	0.2672519746590823	0.23262892698921017	0.18528914018761328	0.1700914938482132	0.11552905071339949	0.0	0.09317499500290077	0.17741057920297332	0.18882781177335328	0.20361505831622023	0.1970995254583058	0.16987978071844081	0.17805188424869806	0.22113339651890365	0.19128440630028137	0.24855162270234588	0.18714821969192974	0.19214484343610755	0.24203809899563497	0.2518745818154131	0.2498587153666154	0.23303027002758311	0.2216941647548088	0.21038467922067344	0.22978725387547738	0.24302578123374638	0.229379240706064	0.22911956446528842	0.22635422923188783	0.21010351774054525	0.23162154980118316	0.21101185442819836	0.21098289228023498	0.2282890361215163	0.19365777722311334	0.2164345345709964	0.2368275892201915	0.18056076278478259	0.24243368274218313	0.2297184075454097	0.23416125016253314	0.20032838055625446	0.19245128784142407	0.24858585368467048	0.32008497700554567	0.307781422095375
530050	0.369635173957958	0.37904776755328634	0.22125463291094347	0.25722290219227006	0.24453019247407315	0.25264880926686667	0.2482250372428942	0.2637227226510147	0.25596474163548893	0.2596305375442709	0.25819838253905075	0.2646799696301138	0.2767184748798184	0.25466828237353656	0.25717001073493995	0.27652805813639325	0.29055132701990816	0.2627732892823388	0.26206842281267256	0.24542794790649974	0.25088030877975354	0.2507557370953815	0.23693844637898254	0.2718666718949792	0.2719753747467926	0.2373523270769205	0.19001254027532358	0.1748148939359235	0.1202524508011098	0.09317499500290077	0.0	0.18213397929068365	0.1935512118610636	0.20833845840393056	0.2018229255460161	0.17460318080615111	0.18277528433640838	0.22585679660661398	0.1960078063879917	0.2532750227900562	0.19187161977964007	0.19686824352381788	0.2467614990833453	0.25659798190312344	0.25458211545432574	0.23775367011529344	0.22641756484251913	0.21510807930838377	0.2345106539631877	0.2477491813214567	0.23410264079377432	0.23384296455299874	0.23107762931959816	0.21482691782825558	0.23634494988889349	0.2157352545159087	0.2157062923679453	0.23301243620922663	0.19838117731082366	0.22115793465870673	0.24155098930790184	0.1852841628724929	0.24715708282989346	0.23444180763312003	0.23888465025024347	0.2050517806439648	0.1971746879291344	0.2533092537723808	0.324808377093256	0.31250482218308534
31328	0.3657382183817362	0.37515081197706457	0.2173576773347217	0.2533259466160483	0.24063323689785138	0.2487518536906449	0.24432808166667241	0.2598257670747929	0.25206778605926716	0.25573358196804913	0.254301426962829	0.26078301405389204	0.2728215193035966	0.25077132679731473	0.2532730551587181	0.2726311025601714	0.28665437144368644	0.25887633370611707	0.2581714672364508	0.24153099233027797	0.24698335320353176	0.24685878151915974	0.23304149080276076	0.26796971631875743	0.26807841917057085	0.23345537150069873	0.20427958961582712	0.21785277277610673	0.1804537055650547	0.17741057920297332	0.18213397929068365	0.0	0.17197797708979262	0.18676522363265957	0.18024969077474517	0.15302994603488018	0.1788783287601866	0.2219598410303922	0.19211085081176993	0.24937806721383443	0.1879746642034183	0.1929712879475961	0.24286454350712353	0.2527010263269016	0.25068515987810397	0.23385671453907167	0.22252060926629735	0.211211123732162	0.23061369838696594	0.24385222574523494	0.23020568521755255	0.22994600897677697	0.2271806737433764	0.2109299622520338	0.2324479943126717	0.21183829893968692	0.21180933679172353	0.22911548063300485	0.1944842217346019	0.21726097908248496	0.23765403373168006	0.18138720729627114	0.2432601272536717	0.23054485205689826	0.2349876946740217	0.20115482506774301	0.19327773235291262	0.24941229819615904	0.3209114215170342	0.30860786660686357
S28Hp	0.3771554509521161	0.3865680445474445	0.22877490990510163	0.2647431791864282	0.2520504694682313	0.2601690862610248	0.2557453142370524	0.27124299964517284	0.2634850186296471	0.26715081453842904	0.2657186595332089	0.272200246624272	0.2842387518739765	0.2621885593676947	0.2646902877290981	0.2840483351305514	0.29807160401406635	0.270293566276497	0.26958869980683076	0.2529482249006579	0.2584005857739117	0.2582760140895397	0.24445872337314073	0.2793869488891374	0.2794956517409508	0.24487260407107864	0.21569682218620706	0.22927000534648667	0.19187093813543465	0.18882781177335328	0.1935512118610636	0.17197797708979262	0.0	0.1868475526939945	0.18033201983608008	0.15311227509621508	0.19029556133056658	0.23337707360077214	0.20352808338214987	0.26079529978421434	0.19939189677379823	0.204388520517976	0.25428177607750346	0.2641182588972816	0.2621023924484839	0.2452739471094516	0.23393784183667726	0.22262835630254194	0.24203093095734587	0.25526945831561487	0.2416229177879325	0.2413632415471569	0.23859790631375632	0.22234719482241372	0.24386522688305165	0.22325553151006683	0.22322656936210344	0.2405327132033848	0.20590145430498183	0.2286782116528649	0.24907126630206	0.19280443986665108	0.2546773598240516	0.2419620846272782	0.24640492724440163	0.21257205763812298	0.20469496492329253	0.260829530766539	0.33232865408741413	0.3200250991772435
S19H1	0.3919426974949831	0.4013552910903115	0.24356215644796858	0.2795304257292952	0.26683771601109824	0.27495633280389176	0.27053256077991933	0.2860302461880398	0.2782722651725141	0.281938061081296	0.28050590607607584	0.2869874931671389	0.2990259984168435	0.27697580591056165	0.27947753427196503	0.29883558167341834	0.3128588505569333	0.2850808128193639	0.28437594634969765	0.26773547144352483	0.2731878323167786	0.27306326063240666	0.2592459699160077	0.2941741954320043	0.2942828982838177	0.2596598506139456	0.230484068729074	0.24405725188935362	0.2066581846783016	0.20361505831622023	0.20833845840393056	0.18676522363265957	0.1868475526939945	0.0	0.12481394624897829	0.14561699811237452	0.20508280787343353	0.2481643201436391	0.21831532992501682	0.27558254632708135	0.21417914331666518	0.21917576706084296	0.2690690226203704	0.2789055054401485	0.2768896389913509	0.26006119365231856	0.2487250883795442	0.23741560284540889	0.25681817750021285	0.2700567048584818	0.25641016433079944	0.25615048809002383	0.2533851528566233	0.23713444136528067	0.25865247342591857	0.23804277805293378	0.2380138159049704	0.25531995974625177	0.22068870084784878	0.24346545819573184	0.26385851284492695	0.20759168640951803	0.2694646063669186	0.25674933117014515	0.26119217378726856	0.22735930418098993	0.21948221146615948	0.2756167773094059	0.34711590063028114	0.3348123457201105
530075	0.38542716463706866	0.39483975823239703	0.23704662359005416	0.27301489287138075	0.26032218315318384	0.26844079994597736	0.2640170279220049	0.27951471333012534	0.2717567323145996	0.2754225282233816	0.27399037321816144	0.2804719603092245	0.29251046555892907	0.2704602730526472	0.2729620014140506	0.2923200488155039	0.3063433176990189	0.27856527996144953	0.27786041349178325	0.26121993858561043	0.2666722994588642	0.2665477277744922	0.2527304370580932	0.2876586625740899	0.2877673654259033	0.2531443177560312	0.2239685358711596	0.23754171903143922	0.20014265182038715	0.1970995254583058	0.2018229255460161	0.18024969077474517	0.18033201983608008	0.12481394624897829	0.0	0.1391014652544601	0.19856727501551907	0.24164878728572467	0.2117997970671024	0.2690670134691669	0.20766361045875076	0.21266023420292857	0.26255348976245596	0.2723899725822341	0.27037410613343643	0.2535456607944041	0.24220955552162982	0.23090006998749446	0.2503026446422984	0.26354117200056737	0.24989463147288501	0.24963495523210943	0.24686961999870885	0.23061890850736627	0.2521369405680042	0.23152724519501938	0.231498283047056	0.24880442688833732	0.21417316798993435	0.23694992533781742	0.2573429799870125	0.2010761535516036	0.26294907350900415	0.2502337983122307	0.25467664092935416	0.22084377132307548	0.21296667860824509	0.26910124445149153	0.3406003677723667	0.32829681286219603
F3H1	0.35820741989720367	0.36762001349253204	0.20982687885018916	0.24579514813151576	0.23310243841331885	0.24122105520611237	0.23679728318213988	0.25229496859026035	0.24453698757473463	0.2482027834835166	0.24677062847829645	0.2532522155693595	0.2652907208190641	0.24324052831278223	0.24574225667418562	0.2651003040756389	0.2791235729591539	0.25134553522158454	0.25064066875191826	0.23400019384574544	0.23945255471899923	0.2393279830346272	0.22551069231822823	0.2604389178342249	0.2605476206860383	0.2259245730161662	0.19674879113129462	0.21032197429157423	0.17292290708052216	0.16987978071844081	0.17460318080615111	0.15302994603488018	0.15311227509621508	0.14561699811237452	0.1391014652544601	0.0	0.17134753027565408	0.21442904254585968	0.1845800523272374	0.2418472687293019	0.18044386571888577	0.18544048946306357	0.235333745022591	0.2451702278423691	0.24315436139357144	0.22632591605453914	0.21498981078176482	0.20368032524762947	0.2230828999024334	0.2363214272607024	0.22267488673302002	0.22241521049224444	0.21964987525884386	0.20339916376750128	0.22491719582813918	0.2043075004551544	0.204278538307191	0.22158468214847232	0.18695342325006936	0.20973018059795243	0.23012323524714753	0.1738564088117386	0.23572932876913916	0.22301405357236573	0.22745689618948917	0.19362402658321048	0.1857469338683801	0.2418814997116265	0.3133806230325017	0.30107706812233104
31009	0.34506890668563817	0.35448150028096653	0.19668836563862363	0.2326566349199502	0.21996392520175329	0.2280825419945468	0.22365876997057435	0.23915645537869484	0.2313984743631691	0.23506427027195104	0.2336321152667309	0.24011370235779395	0.2521522076074985	0.2301020151012167	0.23260374346262008	0.2519617908640734	0.26598505974758835	0.23820702201001898	0.2375021555403527	0.22086168063417988	0.22631404150743367	0.22618946982306168	0.2123721791066627	0.24730040462265934	0.24740910747447276	0.21278605980460064	0.2049208946615519	0.2184940778218315	0.18109501061077943	0.17805188424869806	0.18277528433640838	0.1788783287601866	0.19029556133056658	0.20508280787343353	0.19856727501551907	0.17134753027565408	0.0	0.15071920561216592	0.12087021539354365	0.20319052361586354	0.1417871206054474	0.1467837443496252	0.19667699990915266	0.20651348272893078	0.20449761628013308	0.1876691709411008	0.17633306566832646	0.1650235801341911	0.18442615478899504	0.19766468214726407	0.1840181416195817	0.18375846537880608	0.18099313014540552	0.18047301813037092	0.20199105019100883	0.18138135481802403	0.18135239267006065	0.19865853651134197	0.164027277612939	0.1868040349608221	0.2071970896100172	0.15093026317460828	0.2128031831320088	0.2000879079352354	0.2045307505523588	0.17069788094608015	0.17260842065681453	0.22874298650006097	0.3002421098209362	0.28793855491076553
s24H1	0.3881504189558437	0.39756301255117205	0.2397698779088292	0.27573814719015577	0.26304543747195885	0.2711640542647524	0.26674028224077995	0.2822379676489004	0.2744799866333747	0.2781457825421566	0.27671362753693646	0.28319521462799957	0.2952337198777041	0.27318352737142226	0.27568525573282565	0.29504330313427896	0.3090665720177939	0.28128853428022454	0.2805836678105583	0.26394319290438545	0.26939555377763924	0.2692709820932673	0.2554536913768683	0.29038191689286497	0.2904906197446784	0.2558675720748062	0.24800240693175746	0.26157559009203707	0.22417652288098502	0.22113339651890365	0.22585679660661398	0.2219598410303922	0.23337707360077214	0.2481643201436391	0.24164878728572467	0.21442904254585968	0.15071920561216592	0.0	0.13738992151527535	0.24627203588606913	0.184868632875653	0.18986525661983078	0.23975851217935823	0.24959499499913634	0.24757912855033867	0.23075068321130637	0.21941457793853203	0.2081050924043967	0.22750766705920064	0.24074619441746964	0.22709965388978726	0.22683997764901168	0.2240746424156111	0.2235545304005765	0.24507256246121442	0.2244628670882296	0.22443390494026622	0.24174004878154756	0.2071087898831446	0.22988554723102766	0.2502786018802228	0.19401177544481385	0.25588469540221437	0.24316942020544097	0.2476122628225644	0.21377939321628575	0.2156899329270201	0.27182449877026654	0.3433236220911417	0.33102006718097104
31160	0.35830142873722143	0.3677140223325498	0.20992088769020692	0.24588915697153352	0.2331964472533366	0.24131506404613012	0.23689129202215764	0.2523889774302781	0.2446309964147524	0.24829679232353435	0.2468646373183142	0.25334622440937726	0.26538472965908183	0.24333453715279998	0.24583626551420337	0.26519431291565665	0.27921758179917167	0.2514395440616023	0.250734677591936	0.2340942026857632	0.239546563559017	0.23942199187464497	0.225604701158246	0.26053292667424266	0.2606416295260561	0.22601858185618395	0.21815341671313518	0.2317265998734148	0.19432753266236275	0.19128440630028137	0.1960078063879917	0.19211085081176993	0.20352808338214987	0.21831532992501682	0.2117997970671024	0.1845800523272374	0.12087021539354365	0.13738992151527535	0.0	0.21642304566744686	0.15501964265703072	0.16001626640120853	0.20990952196073595	0.21974600478051406	0.2177301383317164	0.2009016929926841	0.18956558771990978	0.17825610218577442	0.19765867684057836	0.21089720419884736	0.19725066367116498	0.1969909874303894	0.1942256521969888	0.19370554018195424	0.21522357224259214	0.19461387686960735	0.19458491472164396	0.21189105856292528	0.17725979966452232	0.20003655701240539	0.2204296116616005	0.16416278522619157	0.22603570518359212	0.2133204299868187	0.21776327260394213	0.18393040299766344	0.18584094270839785	0.24197550855164426	0.31347463187251945	0.3011710769623488
530315	0.41556864513928593	0.4249812387346143	0.26718810409227145	0.303156373373598	0.2904636636554011	0.2985822804481946	0.29415850842422214	0.30965619383234266	0.3018982128168169	0.30556400872559886	0.3041318537203787	0.31061344081144177	0.32265194606114633	0.3006017535548645	0.3031034819162679	0.3224615293177212	0.3364847982012361	0.30870676046366674	0.3080018939940005	0.2913614190878277	0.2968137799610815	0.29668920827670947	0.2828719175603105	0.31780014307630716	0.3179088459281206	0.28328579825824846	0.2754206331151997	0.28899381627547926	0.25159474906442725	0.24855162270234588	0.2532750227900562	0.24937806721383443	0.26079529978421434	0.27558254632708135	0.2690670134691669	0.2418472687293019	0.20319052361586354	0.24627203588606913	0.21642304566744686	0.0	0.18357718899423198	0.18857381273840976	0.23846706829793718	0.24830355111771532	0.25896019300249856	0.24213174766346626	0.23079564239069195	0.2194861568565566	0.23888873151136053	0.2521272588696295	0.23848071834194715	0.23822104210117157	0.23545570686777098	0.25097275658401874	0.27249078864465665	0.25188109327167185	0.25185213112370847	0.2691582749649898	0.23452701606658682	0.25730377341446986	0.277696828063665	0.22143000162825607	0.2833029215856566	0.2705876463888832	0.27503048900600663	0.24119761939972795	0.24310815911046235	0.29924272495370874	0.37074184827458395	0.3584382933644133
31452	0.3541652421288698	0.36357783572419816	0.2057847010818553	0.24175297036318188	0.22906026064498497	0.2371788774377785	0.232755105413806	0.2482527908219265	0.24049480980640076	0.24416060571518272	0.24272845070996257	0.24921003780102563	0.2612485430507302	0.23919835054444835	0.24170007890585174	0.26105812630730507	0.27508139519082	0.24730335745325063	0.24659849098358438	0.22995801607741156	0.23541037695066536	0.23528580526629334	0.22146851454989436	0.256396740065891	0.25650544291770444	0.22188239524783232	0.21401723010478355	0.22759041326506316	0.1901913460540111	0.18714821969192974	0.19187161977964007	0.1879746642034183	0.19939189677379823	0.21417914331666518	0.20766361045875076	0.18044386571888577	0.1417871206054474	0.184868632875653	0.15501964265703072	0.18357718899423198	0.0	0.09207062289323034	0.14196387845275776	0.1518003612725359	0.19755678999208243	0.18072834465305013	0.1693922393802758	0.15808275384614046	0.1774853285009444	0.1907238558592134	0.177077315331531	0.17681763909075543	0.17405230385735485	0.1895693535736026	0.2110873856342405	0.19047769026125572	0.19044872811329233	0.20775487195457365	0.1731236130561707	0.19590037040405375	0.21629342505324886	0.16002659861783994	0.22189951857524048	0.20918424337846706	0.2136270859955905	0.1797942163893118	0.18170475610004622	0.23783932194329263	0.3093384452641678	0.29703489035399716
