	31379	31600	31428	S3Hp	S21H1	31219	31021	530295	530394	31512	31452	530167	31700	S1Hp	S30H1	S16H2	31537	31333	31637	F1H1	31236	S28Hp	31160	S4Hp	F6H1	S2Hp	31232	530055	S9H1	s24H1	S26Hp	S7Hp	530331	530075	S19H1	530177	31300	530163	F7H1	530258	F14H1B	530215	S17H1	31766	531414	31009	S29H1	S6Hp	F3H1	F29H1	S22Hp	S15Hp	S31Hp	S27H1	S14Hp	31328	530052	31267	31750
31236	0.2952069582925767	0.29247246879229305	0.37708354038980607	0.22594554225604463	0.2986668410478951	0.28432752089817126	0.2899927963276944	0.30328420625861197	0.31183774784414403	0.3226800370648888	0.30730983556904806	0.283874547460009	0.2661766930106092	0.29923737860023836	0.3001437703041693	0.2678106606249997	0.2702082524827273	0.28083626419220287	0.2745808574765281	0.2949837801495474	0.0	0.08225036788269083	0.18927866469464394	0.211113479915146	0.18065001563314848	0.19870200271527494	0.43517671614410913	0.5076334748458079	0.5031910823897427	0.4924028907489252	0.3150441008479058	0.30950478443506807	0.3184844705547464	0.31971644730581505	0.328494430983453	0.33705411061879464	0.3185524008623757	0.3200335666097518	0.33313230560982515	0.32830619263130634	0.30293599415649397	0.32509948342909956	0.336245510794262	0.335488758421419	0.34348525065323365	0.33050921799240746	0.3382595034166807	0.24289441359103117	0.33511406302544766	0.3395089271623454	0.3524176149465177	0.3290383462041485	0.3501011705263405	0.3518149420736777	0.31880090595376875	0.3119910155990774	0.30593792837885764	0.30542027752920026	0.2986849508507404
S28Hp	0.30177819976380615	0.2990437102635225	0.3836547818610355	0.23251678372727408	0.30523808251912454	0.2908987623694007	0.29656403779892393	0.3098554477298414	0.31840898931537354	0.32925127853611824	0.31388107704027757	0.2904457889312385	0.2727479344818387	0.30580862007146786	0.3067150117753987	0.27438190209622915	0.2767794939539568	0.2874075056634323	0.2811520989477576	0.30155502162077685	0.08225036788269083	0.0	0.19584990616587342	0.21768472138637548	0.18722125710437798	0.2052732441865044	0.4417479576153386	0.5142047163170373	0.5097623238609722	0.49897413222015463	0.32161534231913524	0.3160760259062975	0.32505571202597583	0.3262876887770445	0.33506567245468244	0.3436253520900241	0.32512364233360513	0.32660480808098125	0.3397035470810546	0.3348774341025358	0.3095072356277234	0.331670724900329	0.34281675226549146	0.34205999989264846	0.3500564921244631	0.3370804594636369	0.34483074488791016	0.24946565506226062	0.3416853044966771	0.3460801686335748	0.35898885641774714	0.33560958767537796	0.35667241199756994	0.35838618354490714	0.3253721474249982	0.31856225707030683	0.3125091698500871	0.3119915190004297	0.3052561923219699
31160	0.2952426910805116	0.292508201580228	0.37711927317774097	0.22598127504397958	0.29870257383583004	0.2843632536861062	0.2900285291156294	0.3033199390465469	0.311873480632079	0.32271576985282374	0.307345568356983	0.28391028024794396	0.2662124257985442	0.29927311138817336	0.3001795030921042	0.2678463934129346	0.2702439852706623	0.2808719969801378	0.27461659026446306	0.29501951293748235	0.18927866469464394	0.19584990616587342	0.0	0.21114921270308096	0.18068574842108343	0.1987377355032099	0.435212448932044	0.5076692076337428	0.5032268151776778	0.4924386235368601	0.3150798336358407	0.309540517223003	0.3185202033426813	0.31975218009375	0.328530163771388	0.33708984340672965	0.3185881336503106	0.3200692993976868	0.3331680383977601	0.3283419254192413	0.3029717269444289	0.32513521621703445	0.336281243582197	0.3355244912093539	0.34352098344116855	0.3305449507803424	0.33829523620461566	0.24293014637896612	0.3351497958133826	0.33954465995028027	0.3524533477344526	0.3290740789920834	0.35013690331427544	0.3518506748616127	0.31883663874170376	0.3120267483870123	0.3059736611667926	0.3054560103171352	0.2987206836386754
S4Hp	0.273333891619463	0.2705994021191793	0.35521047371669234	0.20407247558293093	0.2767937743747814	0.2624544542250576	0.26811972965458075	0.2814111395854983	0.28996468117103036	0.3008069703917751	0.2854367688959344	0.26200148078689534	0.24430362633749553	0.2773643119271247	0.2782707036310556	0.24593759395188597	0.2483351858096136	0.2589631975190892	0.25270779080341443	0.27311071347643373	0.211113479915146	0.21768472138637548	0.21114921270308096	0.0	0.1255268679261362	0.14357885500826267	0.4133036494709954	0.48576040817269417	0.4813180157166291	0.47052982407581145	0.29317103417479207	0.2876317177619544	0.29661140388163265	0.2978433806327013	0.3066213643103393	0.31518104394568097	0.29667933418926196	0.2981604999366381	0.3112592389367115	0.3064331259581926	0.2810629274833803	0.30322641675598583	0.31437244412114834	0.3136156917483053	0.3216121839801199	0.3086361513192938	0.31638643674356703	0.22102134691791747	0.31324099635233393	0.31763586048923165	0.33054454827340396	0.3071652795310348	0.32822810385322676	0.329941875400564	0.2969278392806551	0.29011794892596365	0.28406486170574397	0.28354721085608653	0.2768118841776267
F6H1	0.24287042733746547	0.24013593783718185	0.3247470094346948	0.17360901130093342	0.2463303100927839	0.23199098994306006	0.23765626537258322	0.25094767530350076	0.2595012168890328	0.2703435061097776	0.25497330461393686	0.2315380165048978	0.21384016205549802	0.24690084764512718	0.24780723934905807	0.21547412966988846	0.2178717215276161	0.22849973323709166	0.2222443265214169	0.2426472491944362	0.18065001563314848	0.18722125710437798	0.18068574842108343	0.1255268679261362	0.0	0.0180539870831265	0.38284018518899793	0.4552969438906967	0.4508545514346316	0.440066359793814	0.26270756989279453	0.25716825347995687	0.2661479395996351	0.26737991635070385	0.27615790002834184	0.2847175796636835	0.2662158699072644	0.26769703565464065	0.28079577465471395	0.27596966167619513	0.25059946320138277	0.2727629524739883	0.28390897983915087	0.28315222746630775	0.2911487196981224	0.27817268703729625	0.2859229724615695	0.19055788263591997	0.28277753207033646	0.2871723962072341	0.3000810839914064	0.27670181524903725	0.2977646395712293	0.29947841111856655	0.2664643749986576	0.2596544846439661	0.25360139742374643	0.25308374657408905	0.24634841989562922
S2Hp	0.2609224144195919	0.25818792491930825	0.3427989965168213	0.19166099838305983	0.26438229717491035	0.2500429770251865	0.25570825245470963	0.2689996623856272	0.27755320397115923	0.28839549319190405	0.27302529169606327	0.24959000358702424	0.23189214913762446	0.2649528347272536	0.26585922643118454	0.2335261167520149	0.23592370860974254	0.2465517203192181	0.24029631360354334	0.26069923627656266	0.19870200271527494	0.2052732441865044	0.1987377355032099	0.14357885500826267	0.0180539870831265	0.0	0.40089217227112434	0.4733489309728231	0.468906538516758	0.4581183468759404	0.280759556974921	0.2752202405620833	0.2841999266817616	0.2854319034328303	0.29420988711046825	0.3027695667458099	0.2842678569893909	0.28574902273676706	0.29884776173684036	0.2940216487583216	0.26865145028350923	0.29081493955611476	0.3019609669212773	0.3012042145484342	0.30920070678024886	0.29622467411942266	0.3039749595436959	0.2086098697180464	0.3008295191524629	0.3052243832893606	0.3181330710735329	0.2947538023311637	0.31581662665335575	0.31753039820069295	0.284516362080784	0.2777064717260926	0.2716533845058729	0.27113573365621546	0.2644004069777557
31232	0.39208046197080626	0.3893459724705226	0.49237265747988845	0.35052400731394046	0.44835501803961164	0.4340156978898878	0.43968097331941103	0.4529723832503285	0.46152592483586063	0.47236821405660534	0.45699801256076467	0.4335627244517256	0.41586487000232575	0.4489255555919549	0.4498319472958858	0.4291027264396745	0.4315003182974021	0.4421283300068777	0.435872923291203	0.4562758459642222	0.43517671614410913	0.4417479576153386	0.435212448932044	0.4133036494709954	0.38284018518899793	0.40089217227112434	0.0	0.2667040301505491	0.262261637694484	0.2514734460536664	0.3979331893688276	0.39239387295598993	0.4013735590756682	0.40260553582673686	0.41138351950437485	0.4199431991397165	0.4014414893832975	0.40292265513067366	0.416021394130747	0.41119528115222814	0.38582508267741583	0.40798857195002136	0.4191345993151839	0.4183778469423408	0.42637433917415546	0.4133983065133293	0.42114859193760257	0.325783502111953	0.41800315154636947	0.4223980156832672	0.4353067034674395	0.4119274347250703	0.4329902590472623	0.43470403059459956	0.4016899944746906	0.3948801041199992	0.3888270168997795	0.38830936605012206	0.38157403937166223
530055	0.464537220672505	0.46180273117222137	0.5648294161815872	0.4229807660156392	0.5208117767413104	0.5064724565915866	0.5121377320211098	0.5254291419520273	0.5339826835375594	0.5448249727583041	0.5294547712624634	0.5060194831534244	0.4883216287040245	0.5213823142936537	0.5222887059975846	0.5015594851413733	0.5039570769991009	0.5145850887085764	0.5083296819929017	0.528732604665921	0.5076334748458079	0.5142047163170373	0.5076692076337428	0.48576040817269417	0.4552969438906967	0.4733489309728231	0.2667040301505491	0.0	0.22950666983118473	0.2766463963921135	0.47038994807052636	0.4648506316576887	0.47383031777736695	0.4750622945284356	0.4838402782060736	0.49239995784141527	0.47389824808499625	0.4753794138323724	0.4884781528324458	0.4836520398539269	0.4582818413791146	0.4804453306517201	0.49159135801688264	0.4908346056440396	0.4988310978758542	0.4858550652150281	0.49360535063930133	0.39824026081365177	0.49045991024806823	0.49485477438496595	0.5077634621691383	0.4843841934267691	0.5054470177489611	0.5071607892962984	0.4741467531763894	0.46733686282169795	0.46128377560147826	0.4607661247518208	0.454030798073361
S9H1	0.46009482821643993	0.45736033871615633	0.5603870237255222	0.41853837355957413	0.5163693842852454	0.5020300641355215	0.5076953395650446	0.5209867494959622	0.5295402910814943	0.5403825803022391	0.5250123788063983	0.5015770906973592	0.4838792362479595	0.5169399218375886	0.5178463135415196	0.4971170926853081	0.4995146845430358	0.5101426962525114	0.5038872895368366	0.5242902122098559	0.5031910823897427	0.5097623238609722	0.5032268151776778	0.4813180157166291	0.4508545514346316	0.468906538516758	0.262261637694484	0.22950666983118473	0.0	0.27220400393604843	0.4659475556144613	0.46040823920162355	0.46938792532130186	0.4706199020723706	0.4793978857500085	0.4879575653853502	0.46945585562893116	0.47093702137630733	0.48403576037638063	0.47920964739786187	0.4538394489230495	0.47600293819565503	0.48714896556081755	0.4863922131879745	0.49438870541978913	0.48141267275896293	0.4891629581832362	0.3937978683575867	0.4860175177920032	0.49041238192890085	0.5033210697130732	0.479941800970704	0.501004625292896	0.5027183968402332	0.4697043607203243	0.46289447036563286	0.45684138314541317	0.45632373229575574	0.44958840561729596
s24H1	0.4493066365756223	0.44657214707533865	0.5495988320847045	0.4077501819187565	0.5055811926444277	0.49124187249470386	0.4969071479242271	0.5101985578551446	0.5187520994406767	0.5295943886614214	0.5142241871655807	0.49078889905654166	0.4730910446071418	0.506151730196771	0.5070581219007019	0.48632890104449056	0.48872649290221815	0.49935450461169373	0.493099097896019	0.5135020205690383	0.4924028907489252	0.49897413222015463	0.4924386235368601	0.47052982407581145	0.440066359793814	0.4581183468759404	0.2514734460536664	0.2766463963921135	0.27220400393604843	0.0	0.45515936397364365	0.449620047560806	0.45859973368048423	0.4598317104315529	0.4686096941091909	0.47716937374453255	0.45866766398811354	0.4601488297354897	0.47324756873556306	0.4684214557570442	0.4430512572822319	0.4652147465548374	0.4763607739199999	0.47560402154715686	0.4836005137789715	0.47062448111814537	0.4783747665424186	0.38300967671676905	0.4752293261511855	0.47962419028808323	0.49253287807225554	0.46915360932988637	0.49021643365207834	0.4919302051994156	0.45891616907950666	0.45210627872481524	0.44605319150459555	0.4455355406549381	0.4388002139764783
S26Hp	0.2719478466746029	0.26921335717431927	0.3722400421836851	0.23039139201773712	0.3282224027434083	0.31388308259368447	0.3195483580232077	0.3328397679541252	0.3413933095396573	0.352235598760402	0.33686539726456133	0.3134301091555223	0.2957322547061224	0.32879294029575157	0.3296993319996825	0.30897011114347117	0.31136770300119876	0.32199571471067434	0.31574030799499964	0.3361432306680189	0.3150441008479058	0.32161534231913524	0.3150798336358407	0.29317103417479207	0.26270756989279453	0.280759556974921	0.3979331893688276	0.47038994807052636	0.4659475556144613	0.45515936397364365	0.0	0.22040080717990732	0.2293804932995856	0.23061247005065427	0.23939045372829224	0.2479501333636339	0.2294484236072149	0.246664003849822	0.25976274284989537	0.25493662987137655	0.22956643139656419	0.2517299206691697	0.26287594803433223	0.26211919566148917	0.2701156878933038	0.25713965523247767	0.2648899406567509	0.1695248508311014	0.2617445002655179	0.26613936440241553	0.27904805218658785	0.2556687834442187	0.2767316077664107	0.2784453793137479	0.2620138780251612	0.25520398767046976	0.2627499091498897	0.2622322583002323	0.25549693162177245
S7Hp	0.26640853026176525	0.2636740407614816	0.36670072577084745	0.2248520756048994	0.32268308633057063	0.3083437661808468	0.31400904161036997	0.3273004515412875	0.33585399312681957	0.34669628234756433	0.3313260808517236	0.30789079274268455	0.29019293829328474	0.3232536238829139	0.3241600155868448	0.30343079473063345	0.3058283865883611	0.31645639829783667	0.3102009915821619	0.3306039142551812	0.30950478443506807	0.3160760259062975	0.309540517223003	0.2876317177619544	0.25716825347995687	0.2752202405620833	0.39239387295598993	0.4648506316576887	0.46040823920162355	0.449620047560806	0.22040080717990732	0.0	0.17657282018571666	0.21368606260750872	0.22246404628514665	0.2310237259204883	0.21252201616406932	0.24112468743698434	0.25422342643705764	0.24939731345853883	0.2240271149837265	0.24619060425633205	0.25733663162149456	0.2565798792486515	0.26457637148046614	0.25160033881963995	0.2593506242439132	0.1639855344182637	0.25620518385268015	0.26060004798957787	0.2735087357737502	0.250129467031381	0.271192291353573	0.27290606290091024	0.2564745616123235	0.24966467125763206	0.257210592737052	0.2566929418873946	0.24995761520893478
530331	0.2753882163814435	0.27265372688115985	0.3756804118905257	0.2338317617245777	0.3316627724502489	0.31732345230052506	0.3229887277300483	0.33628013766096576	0.3448336792464979	0.3556759684672426	0.3403057669714019	0.31687047886236286	0.299172624412963	0.33223331000259215	0.3331397017065231	0.31241048085031176	0.31480807270803934	0.3254360844175149	0.3191806777018402	0.33958360037485946	0.3184844705547464	0.32505571202597583	0.3185202033426813	0.29661140388163265	0.2661479395996351	0.2841999266817616	0.4013735590756682	0.47383031777736695	0.46938792532130186	0.45859973368048423	0.2293804932995856	0.17657282018571666	0.0	0.22266574872718697	0.2314437324048249	0.2400034120401666	0.2215017022837476	0.2501043735566626	0.26320311255673595	0.25837699957821714	0.23300680110340477	0.2551702903760103	0.2663163177411728	0.26555956536832975	0.2735560576001444	0.26058002493931826	0.2683303103635915	0.17296522053794197	0.26518486997235846	0.2695797341092561	0.28248842189342843	0.25910915315105926	0.2801719774732513	0.2818857490205885	0.26545424773200177	0.25864435737731034	0.2661902788567303	0.26567262800707286	0.25893730132861303
530075	0.2766201931325122	0.2738857036322286	0.3769123886415944	0.23506373847564638	0.3328947492013176	0.3185554290515938	0.32422070448111695	0.3375121144120345	0.34606565599756656	0.3569079452183113	0.3415377437224706	0.31810245561343153	0.3004046011640317	0.3334652867536609	0.3343716784575918	0.31364245760138043	0.3160400494591081	0.32666806116858366	0.3204126544529089	0.3408155771259282	0.31971644730581505	0.3262876887770445	0.31975218009375	0.2978433806327013	0.26737991635070385	0.2854319034328303	0.40260553582673686	0.4750622945284356	0.4706199020723706	0.4598317104315529	0.23061247005065427	0.21368606260750872	0.22266574872718697	0.0	0.21849264607849264	0.22705232571383432	0.2085506159574153	0.25133635030773127	0.2644350893078046	0.2596089763292858	0.23423877785447345	0.25640226712707903	0.2675482944922415	0.2667915421193985	0.27478803435121313	0.26181200169038693	0.2695622871146602	0.17419719728901065	0.26641684672342714	0.27081171086032485	0.28372039864449716	0.260341129902128	0.28140395422431996	0.28311772577165717	0.26668622448307044	0.25987633412837907	0.267422255607799	0.2669046047581416	0.26016927807968177
S19H1	0.2853981768101502	0.2826636873098666	0.38569037231923237	0.24384172215328437	0.3416727328789556	0.3273334127292318	0.3329986881587549	0.3462900980896725	0.3548436396752045	0.3656859288959493	0.3503157274001085	0.32688043929106947	0.3091825848416697	0.3422432704312989	0.3431496621352298	0.32242044127901837	0.32481803313674606	0.33544604484622165	0.32919063813054683	0.3495935608035662	0.328494430983453	0.33506567245468244	0.328530163771388	0.3066213643103393	0.27615790002834184	0.29420988711046825	0.41138351950437485	0.4838402782060736	0.4793978857500085	0.4686096941091909	0.23939045372829224	0.22246404628514665	0.2314437324048249	0.21849264607849264	0.0	0.2226170901475355	0.20411538039111649	0.26011433398536926	0.2732130729854426	0.26838696000692375	0.24301676153211144	0.26518025080471697	0.2763262781698795	0.2755695257970364	0.28356601802885106	0.2705899853680249	0.2783402707922982	0.1829751809666486	0.27519483040106507	0.2795896945379628	0.2924983823221351	0.2691191135797659	0.2901819379019579	0.29189570944929516	0.27546420816070843	0.268654317806017	0.27620023928543697	0.27568258843577953	0.26894726175731976
530177	0.2939578564454918	0.29122336694520823	0.394250051954574	0.252401401788626	0.35023241251429726	0.33589309236457343	0.34155836779409654	0.35484977772501414	0.36340331931054615	0.37424560853129096	0.3588754070354502	0.3354401189264111	0.31774226447701137	0.35080295006664053	0.35170934177057145	0.33098012091436	0.3333777127720877	0.3440057244815633	0.3377503177658885	0.35815324043890784	0.33705411061879464	0.3436253520900241	0.33708984340672965	0.31518104394568097	0.2847175796636835	0.3027695667458099	0.4199431991397165	0.49239995784141527	0.4879575653853502	0.47716937374453255	0.2479501333636339	0.2310237259204883	0.2400034120401666	0.22705232571383432	0.2226170901475355	0.0	0.15279402590645813	0.2686740136207109	0.2817727526207843	0.2769466396422654	0.2515764411674531	0.2737399304400586	0.28488595780522113	0.2841292054323781	0.2921256976641927	0.2791496650033666	0.2868999504276398	0.19153486060199026	0.2837545100364067	0.28814937417330444	0.30105806195747675	0.2776787932151076	0.29874161753729955	0.3004553890846368	0.2840238877960501	0.27721399744135866	0.2847599189207786	0.2842422680711212	0.2775069413926614
31300	0.2754561466890728	0.27272165718878916	0.375748342198155	0.233899692032207	0.3317307027578782	0.31739138260815436	0.3230566580376776	0.33634806796859507	0.3449016095541272	0.3557438987748719	0.3403736972790312	0.31693840916999216	0.2992405547205923	0.33230124031022146	0.3332076320141524	0.31247841115794106	0.31487600301566865	0.32550401472514423	0.3192486080094695	0.33965153068248877	0.3185524008623757	0.32512364233360513	0.3185881336503106	0.29667933418926196	0.2662158699072644	0.2842678569893909	0.4014414893832975	0.47389824808499625	0.46945585562893116	0.45866766398811354	0.2294484236072149	0.21252201616406932	0.2215017022837476	0.2085506159574153	0.20411538039111649	0.15279402590645813	0.0	0.2501723038642919	0.26327104286436526	0.25844492988584644	0.23307473141103408	0.2552382206836396	0.2663842480488021	0.26562749567595906	0.2736239879077737	0.26064795524694756	0.2683982406712208	0.17303315084557128	0.26525280027998777	0.2696476644168854	0.28255635220105774	0.25917708345868856	0.2802399077808806	0.2819536793282178	0.2655221780396311	0.25871228768493965	0.2662582091643596	0.26574055831470217	0.25900523163624234
530163	0.276937312436449	0.2742028229361654	0.3772295079455312	0.23538085777958317	0.3332118685052544	0.3188725483555306	0.3245378237850537	0.3378292337159713	0.3463827753015033	0.3572250645222481	0.34185486302640733	0.3184195749173683	0.3007217204679685	0.3337824060575977	0.3346887977615286	0.3139595769053172	0.31635716876304487	0.32698518047252045	0.32072977375684564	0.341132696429865	0.3200335666097518	0.32660480808098125	0.3200692993976868	0.2981604999366381	0.26769703565464065	0.28574902273676706	0.40292265513067366	0.4753794138323724	0.47093702137630733	0.4601488297354897	0.246664003849822	0.24112468743698434	0.2501043735566626	0.25133635030773127	0.26011433398536926	0.2686740136207109	0.2501723038642919	0.0	0.1882412990234592	0.1834151860449404	0.20785491575611997	0.24377054035004908	0.2549165677152116	0.25415981534236853	0.2621563075741832	0.249180274913357	0.2569305603376303	0.16156547051198075	0.2537851199463972	0.2581799840832949	0.2710886718674672	0.24770940312509804	0.26877222744729	0.2704859989946273	0.26700334378700724	0.2601934534323158	0.2677393749117358	0.26722172406207834	0.26048639738361856
F7H1	0.29003605143652234	0.2873015619362387	0.39032824694560453	0.24847959677965648	0.3463106075053277	0.3319712873556039	0.33763656278512705	0.3509279727160446	0.35948151430157665	0.3703238035223214	0.3549536020264807	0.33151831391744163	0.3138204594680418	0.346881145057671	0.3477875367616019	0.32705831590539053	0.32945590776311817	0.34008391947259375	0.333828512756919	0.3542314354299383	0.33313230560982515	0.3397035470810546	0.3331680383977601	0.3112592389367115	0.28079577465471395	0.29884776173684036	0.416021394130747	0.4884781528324458	0.48403576037638063	0.47324756873556306	0.25976274284989537	0.25422342643705764	0.26320311255673595	0.2644350893078046	0.2732130729854426	0.2817727526207843	0.26327104286436526	0.1882412990234592	0.0	0.1209304936683937	0.2209536547561933	0.2568692793501224	0.26801530671528495	0.26725855434244183	0.2752550465742565	0.26227901391343034	0.2700292993377036	0.17466420951205408	0.26688385894647054	0.2712787230833682	0.2841874108675405	0.26080814212517134	0.28187096644736337	0.28358473799470063	0.2801020827870806	0.2732921924323891	0.2808381139118091	0.2803204630621517	0.27358513638369186
530258	0.28520993845800346	0.28247544895771987	0.38550213396708566	0.24365348380113766	0.3414844945268089	0.32714517437708507	0.33281044980660823	0.3461018597375258	0.35465540132305784	0.3654976905438026	0.35012748904796187	0.3266922009389228	0.308994346489523	0.34205503207915217	0.3429614237830831	0.3222322029268717	0.32462979478459936	0.33525780649407494	0.3290023997784002	0.3494053224514195	0.32830619263130634	0.3348774341025358	0.3283419254192413	0.3064331259581926	0.27596966167619513	0.2940216487583216	0.41119528115222814	0.4836520398539269	0.47920964739786187	0.4684214557570442	0.25493662987137655	0.24939731345853883	0.25837699957821714	0.2596089763292858	0.26838696000692375	0.2769466396422654	0.25844492988584644	0.1834151860449404	0.1209304936683937	0.0	0.2161275417776745	0.2520431663716036	0.2631891937367661	0.2624324413639231	0.2704289335957377	0.2574529009349115	0.2652031863591848	0.16983809653353527	0.2620577459679517	0.26645261010484944	0.27936129788902175	0.2559820291466526	0.27704485346884455	0.27875862501618176	0.2752759698085617	0.26846607945387035	0.27601200093329026	0.2754943500836329	0.26875902340517305
F14H1B	0.25983973998319115	0.2571052504829075	0.36013193549227335	0.21828328532632532	0.31611429605199654	0.3017749759022727	0.30744025133179587	0.3207316612627134	0.3292852028482455	0.34012749206899023	0.3247572905731495	0.30132200246411045	0.28362414801471064	0.3166848336043398	0.3175912253082707	0.29686200445205935	0.299259596309787	0.3098876080192626	0.3036322013035878	0.3240351239766071	0.30293599415649397	0.3095072356277234	0.3029717269444289	0.2810629274833803	0.25059946320138277	0.26865145028350923	0.38582508267741583	0.4582818413791146	0.4538394489230495	0.4430512572822319	0.22956643139656419	0.2240271149837265	0.23300680110340477	0.23423877785447345	0.24301676153211144	0.2515764411674531	0.23307473141103408	0.20785491575611997	0.2209536547561933	0.2161275417776745	0.0	0.22667296789679126	0.23781899526195377	0.2370622428891107	0.24505873512092535	0.23208270246009918	0.23983298788437243	0.14446789805872293	0.2366875474931394	0.24108241163003707	0.2539910994142094	0.2306118306718402	0.2516746549940322	0.25338842654136945	0.2499057713337494	0.24309588097905796	0.25064180245847795	0.2501241516088205	0.2433888249303607
530215	0.2820032292557967	0.27926873975551303	0.3822954247648789	0.24044677459893088	0.33827778532460206	0.32393846517487823	0.32960374060440145	0.34289515053531894	0.35144869212085106	0.36229098134159576	0.3469207798457551	0.32348549173671604	0.30578763728731617	0.33884832287694533	0.33975471458087625	0.31902549372466493	0.3214230855823925	0.3320510972918681	0.3257956905761934	0.34619861324921264	0.32509948342909956	0.331670724900329	0.32513521621703445	0.30322641675598583	0.2727629524739883	0.29081493955611476	0.40798857195002136	0.4804453306517201	0.47600293819565503	0.4652147465548374	0.2517299206691697	0.24619060425633205	0.2551702903760103	0.25640226712707903	0.26518025080471697	0.2737399304400586	0.2552382206836396	0.24377054035004908	0.2568692793501224	0.2520431663716036	0.22667296789679126	0.0	0.1575585692824371	0.15680181690959405	0.1647983091414087	0.20617331408259135	0.2139235995068646	0.15089452951047683	0.24311417894489332	0.247509043081791	0.2604177308659633	0.23703846212359414	0.2581012864457861	0.2598150579931234	0.27206926060635495	0.2652593702516635	0.2728052917310835	0.27228764088142604	0.2655523142029662
S17H1	0.2931492566209592	0.2904147671206756	0.3934414521300414	0.2515928019640934	0.34942381268976463	0.3350844925400408	0.3407497679695639	0.3540411779004815	0.3625947194860135	0.37343700870675833	0.35806680721091755	0.3346315191018785	0.31693366465247874	0.3499943502421079	0.3509007419460388	0.3301715210898274	0.3325691129475551	0.34319712465703067	0.33694171794135586	0.3573446406143752	0.336245510794262	0.34281675226549146	0.336281243582197	0.31437244412114834	0.28390897983915087	0.3019609669212773	0.4191345993151839	0.49159135801688264	0.48714896556081755	0.4763607739199999	0.26287594803433223	0.25733663162149456	0.2663163177411728	0.2675482944922415	0.2763262781698795	0.28488595780522113	0.2663842480488021	0.2549165677152116	0.26801530671528495	0.2631891937367661	0.23781899526195377	0.1575585692824371	0.0	0.10785022734571778	0.11584671957753241	0.21731934144775383	0.22506962687202708	0.16204055687563934	0.25426020631005586	0.2586550704469535	0.27156375823112583	0.24818448948875665	0.2692473138109487	0.2709610853582859	0.28321528797151746	0.27640539761682603	0.283951319096246	0.28343366824658855	0.2766983415681288
31766	0.29239250424811614	0.2896580147478325	0.39268469975719833	0.25083604959125033	0.3486670603169215	0.3343277401671977	0.3399930155967209	0.3532844255276384	0.3618379671131705	0.3726802563339152	0.35731005483807454	0.3338747667290355	0.3161769122796356	0.3492375978692648	0.3501439895731957	0.3294147687169844	0.331812360574712	0.34244037228418756	0.33618496556851285	0.3565878882415321	0.335488758421419	0.34205999989264846	0.3355244912093539	0.3136156917483053	0.28315222746630775	0.3012042145484342	0.4183778469423408	0.4908346056440396	0.4863922131879745	0.47560402154715686	0.26211919566148917	0.2565798792486515	0.26555956536832975	0.2667915421193985	0.2755695257970364	0.2841292054323781	0.26562749567595906	0.25415981534236853	0.26725855434244183	0.2624324413639231	0.2370622428891107	0.15680181690959405	0.10785022734571778	0.0	0.0944254805622094	0.2165625890749108	0.22431287449918405	0.16128380450279628	0.25350345393721274	0.25789831807411046	0.27080700585828277	0.2474277371159136	0.26849056143810557	0.27020433298544283	0.2824585355986744	0.27564864524398297	0.28319456672340293	0.2826769158737455	0.27594158919528566
531414	0.3003889964799308	0.2976545069796471	0.400681191989013	0.258832541823065	0.35666355254873616	0.34232423239901233	0.34798950782853555	0.36128091775945304	0.36983445934498516	0.38067674856572986	0.3653065470698892	0.34187125896085013	0.32417340451145027	0.3572340901010794	0.35814048180501035	0.33741126094879903	0.3398088528065266	0.3504368645160022	0.3441814578003275	0.36458438047334674	0.34348525065323365	0.3500564921244631	0.34352098344116855	0.3216121839801199	0.2911487196981224	0.30920070678024886	0.42637433917415546	0.4988310978758542	0.49438870541978913	0.4836005137789715	0.2701156878933038	0.26457637148046614	0.2735560576001444	0.27478803435121313	0.28356601802885106	0.2921256976641927	0.2736239879077737	0.2621563075741832	0.2752550465742565	0.2704289335957377	0.24505873512092535	0.1647983091414087	0.11584671957753241	0.0944254805622094	0.0	0.22455908130672542	0.23230936673099867	0.16928029673461092	0.2614999461690274	0.2658948103059251	0.2788034980900974	0.25542422934772824	0.2764870536699202	0.2782008252172575	0.29045502783048904	0.2836451374757976	0.2911910589552176	0.29067340810556014	0.2839380814271003
31009	0.28741296381910464	0.284678474318821	0.38770515932818683	0.24585650916223878	0.34368751988791	0.3293481997381862	0.33501347516770935	0.3483048850986269	0.35685842668415896	0.3677007159049037	0.352330514409063	0.32889522630002394	0.3111973718506241	0.3442580574402533	0.3451644491441842	0.32443522828797283	0.3268328201457005	0.33746083185517606	0.3312054251395013	0.3516083478125206	0.33050921799240746	0.3370804594636369	0.3305449507803424	0.3086361513192938	0.27817268703729625	0.29622467411942266	0.4133983065133293	0.4858550652150281	0.48141267275896293	0.47062448111814537	0.25713965523247767	0.25160033881963995	0.26058002493931826	0.26181200169038693	0.2705899853680249	0.2791496650033666	0.26064795524694756	0.249180274913357	0.26227901391343034	0.2574529009349115	0.23208270246009918	0.20617331408259135	0.21731934144775383	0.2165625890749108	0.22455908130672542	0.0	0.18190552809812832	0.15630426407378478	0.24852391350820124	0.25291877764509896	0.26582746542927127	0.24244819668690204	0.26351102100909407	0.2652247925564313	0.2774789951696629	0.2706691048149714	0.2782150262943914	0.277697375444734	0.27096204876627417
