	31537	S15Hp	531414	530227	31600	31021	530368	S16H2	31428	s1pp	S10H1	530055	31267	31328	530331	31519	530394	530167	530364	s21pp	530052	530177	31360	31416	S6Hp	S13Hp	s6pp	F29H1	s17pp	31750	530074	S28Hp	S31Hp	F23HpA	S7Hp	S11Hp	F6H1	F14H1B	530258	31452	530050	S25Hp	S9H1
F23HpA	0.40597169099225366	0.36449191134513476	0.38713347589307767	0.3860443643858792	0.39253047046431633	0.39561449661871606	0.3951680145065203	0.2968275941851954	0.492007897331001	0.4783152297259778	0.4953485177860147	0.49248593221210096	0.5144251931083308	0.5146027057976013	0.5231629726587839	0.5155210012536944	0.5155210012536944	0.5132087680402004	0.51841372026181	0.5272514432719263	0.5061061968761065	0.5068746221250191	0.52395900523427	0.541977180856821	0.5215675589005011	0.5205502243242861	0.5208816870558585	0.4960173877214119	0.4196171123949477	0.35488158228934286	0.3577819671245649	0.3483105825583862	0.10355179018786725	0.0	0.04718064676347097	0.28399486494456083	0.33242313995580836	0.29959321925828347	0.3059950263045156	0.3000209967715362	0.29839921018931503	0.38914463246760034	0.427246325347512
S7Hp	0.3770152146148399	0.335535434967721	0.35817699951566384	0.35708788800846536	0.36357399408690255	0.3666580202413023	0.3662115381291065	0.2678711178077816	0.4630514209535872	0.449358753348564	0.4663920414086009	0.4635294558346872	0.48546871673091707	0.4856462294201874	0.49420649628137014	0.48656452487628055	0.48656452487628055	0.4842522916627866	0.48945724388439626	0.4982949668945125	0.47714972049869264	0.4779181457476054	0.49500252885685625	0.5130207044794073	0.4926110825230874	0.4915937479468723	0.4919252106784447	0.46706091134399813	0.3906606360175339	0.32592510591192914	0.3288254907471512	0.3193541061809724	0.07459531381045345	0.04718064676347097	0.0	0.255038388567147	0.3034666635783946	0.2706367428808697	0.2770385499271018	0.27106452039412243	0.2694427338119012	0.36018815609018656	0.3982898489700982
S11Hp	0.3930033720354043	0.3515235923882854	0.3741651569362283	0.37307604542902983	0.37956215150746697	0.3826461776618667	0.3821996955496709	0.28385927522834603	0.4790395783741516	0.46534691076912843	0.48238019882916533	0.4795176132552516	0.5014568741514815	0.5016343868407518	0.5101946537019346	0.5025526822968449	0.5025526822968449	0.500240449083351	0.5054454013049607	0.514283124315077	0.49313787791925706	0.4939063031681698	0.5109906862774207	0.5290088618999718	0.5085992399436519	0.5075819053674366	0.5079133680990091	0.48304906876456255	0.40664879343809834	0.3419132633324935	0.34481364816771554	0.33534226360153685	0.25184716942824326	0.28399486494456083	0.255038388567147	0.0	0.09086472590810239	0.1436858181090559	0.150087625155288	0.1441135956223086	0.1424918090400874	0.376176313510751	0.41427800639066265
F6H1	0.44143164704665183	0.3999518673995329	0.4225934319474758	0.4215043204402773	0.42799042651871444	0.4310744526731142	0.4306279705609184	0.33228755023959355	0.5274678533853991	0.513775185780376	0.5308084738404129	0.5279458882664991	0.549885149162729	0.5500626618519994	0.5586229287131821	0.5509809573080925	0.5509809573080925	0.5486687240945985	0.5538736763162082	0.5627113993263244	0.5415661529305046	0.5423345781794173	0.5594189612886682	0.5774371369112192	0.5570275149548993	0.5560101803786842	0.5563416431102566	0.53147734377581	0.45507706844934587	0.3903415383437411	0.3932419231789631	0.3837705386127843	0.3002754444394908	0.33242313995580836	0.3034666635783946	0.09086472590810239	0.0	0.19211409312030342	0.19851590016653553	0.19254187063355616	0.19092008405133493	0.4246045885219985	0.46270628140191017
F14H1B	0.40860172634912695	0.36712194670200804	0.3897635112499509	0.3886743997427524	0.3951605058211896	0.39824453197558934	0.39779804986339357	0.29945762954206867	0.49463793268787426	0.48094526508285107	0.49797855314288797	0.49511596756897425	0.5170552284652041	0.5172327411544745	0.5257930080156572	0.5181510366105676	0.5181510366105676	0.5158388033970737	0.5210437556186833	0.5298814786287995	0.5087362322329797	0.5095046574818924	0.5265890405911433	0.5446072162136943	0.5241975942573744	0.5231802596811593	0.5235117224127317	0.4986474230782852	0.422247147751821	0.3575116176462162	0.36041200248143823	0.35094061791525943	0.2674455237419659	0.29959321925828347	0.2706367428808697	0.1436858181090559	0.19211409312030342	0.0	0.008368013725557831	0.0023939841925784367	0.02237118889612956	0.3917746678244736	0.4298763607043853
530258	0.4150035333953591	0.3735237537482402	0.39616531829618307	0.3950762067889846	0.4015623128674218	0.4046463390218215	0.40419985690962573	0.30585943658830084	0.5010397397341064	0.48734707212908324	0.5043803601891201	0.5015177746152064	0.5234570355114363	0.5236345482007067	0.5321948150618894	0.5245528436567998	0.5245528436567998	0.5222406104433058	0.5274455626649155	0.5362832856750317	0.5151380392792119	0.5159064645281246	0.5329908476373755	0.5510090232599265	0.5305994013036066	0.5295820667273915	0.5299135294589639	0.5050492301245173	0.42864895479805315	0.36391342469244836	0.3668138095276704	0.3573424249614916	0.273847330788198	0.3059950263045156	0.2770385499271018	0.150087625155288	0.19851590016653553	0.008368013725557831	0.0	0.0059760295339794526	0.028772995942361684	0.3981764748707058	0.43627816775061745
31452	0.4090295038623797	0.3675497242152608	0.39019128876320364	0.38910217725600516	0.39558828333444235	0.3986723094888421	0.3982258273766463	0.2998854070553214	0.495065710201127	0.4813730425961038	0.4984063306561407	0.495543745082227	0.5174830059784569	0.5176605186677272	0.5262207855289099	0.5185788141238203	0.5185788141238203	0.5162665809103264	0.5214715331319361	0.5303092561420524	0.5091640097462324	0.5099324349951452	0.527016818104396	0.5450349937269471	0.5246253717706272	0.5236080371944121	0.5239394999259845	0.4990752005915379	0.4226749252650737	0.35793939515946893	0.36083977999469097	0.35136839542851217	0.26787330125521863	0.3000209967715362	0.27106452039412243	0.1441135956223086	0.19254187063355616	0.0023939841925784367	0.0059760295339794526	0.0	0.022798966409382285	0.39220244533772636	0.430304138217638
530050	0.4074077172801585	0.3659279376330396	0.3885695021809825	0.38748039067378404	0.3939664967522212	0.3970505229066209	0.39660404079442513	0.29826362047310023	0.4934439236189058	0.47975125601388263	0.49678454407391953	0.4939219585000058	0.5158612193962357	0.516038732085506	0.5245989989466888	0.5169570275415991	0.5169570275415991	0.5146447943281052	0.5198497465497149	0.5286874695598311	0.5075422231640112	0.5083106484129241	0.5253950315221749	0.543413207144726	0.5230035851884061	0.5219862506121908	0.5223177133437633	0.49745341400931675	0.42105313868285255	0.3563176085772477	0.35921799341246974	0.34974660884629105	0.26625151467299746	0.29839921018931503	0.2694427338119012	0.1424918090400874	0.19092008405133493	0.02237118889612956	0.028772995942361684	0.022798966409382285	0.0	0.3905806587555052	0.42868235163541685
S25Hp	0.38510952253100517	0.34362974288388626	0.3662713074318291	0.36518219592463064	0.37166830200306783	0.37475232815746756	0.3743058460452718	0.3448841494259786	0.5400644525717841	0.526371784966761	0.5434050730267979	0.5405424874528841	0.562481748349114	0.5626592610383844	0.5712195278995671	0.5635775564944775	0.5635775564944775	0.5612653232809836	0.5664702755025932	0.5753079985127095	0.5541627521168896	0.5549311773658023	0.5720155604750532	0.5900337360976042	0.5696241141412843	0.5686067795650692	0.5689382422966417	0.5440739429621951	0.4676736676357309	0.4029381375301261	0.4058385223653481	0.39636713779916943	0.35699693695128276	0.38914463246760034	0.36018815609018656	0.376176313510751	0.4246045885219985	0.3917746678244736	0.3981764748707058	0.39220244533772636	0.3905806587555052	0.0	0.4063841568862635
S9H1	0.26496610232454143	0.2618487199644969	0.3438451644141557	0.3427560529069572	0.34924215898539435	0.3523261851397941	0.3518797030275983	0.3829858423058903	0.5781661454516959	0.5644734778466727	0.5815067659067096	0.5786441803327959	0.6005834412290257	0.6007609539182961	0.6093212207794788	0.6016792493743892	0.6016792493743892	0.5993670161608953	0.6045719683825049	0.6134096913926212	0.5922644449968013	0.593032870245714	0.6101172533549649	0.628135428977516	0.607725807021196	0.6067084724449809	0.6070399351765534	0.5821756358421069	0.5057753605156425	0.4410398304100378	0.44394021524525984	0.4344688306790811	0.3950986298311944	0.427246325347512	0.3982898489700982	0.41427800639066265	0.46270628140191017	0.4298763607043853	0.43627816775061745	0.430304138217638	0.42868235163541685	0.4063841568862635	0.0
