	530315	F8H1	F14H1A	31512	31750	531414	F3H1	31428	S26Hp	S19H1	F22H1A	S1Hp	S27H1	S15Hp	530368	31267	31766	31379	530167	S18H1	S16H2	S28Hp	31236	31600	530119	31519	530258	S12Hp	S21H1	31700	530451	530075	31360	530055	31009	31300	31328	31071	31452	31219	w2pp	f11pp	w19pp	f15pp	f22ppA	f14ppB	f12ppA	f29pp	w23pp	31129	f25pp	f2pp	w32pp	w29pp	w7pp	f24pp	f20ppB	f17ppA	f16ppB	f32pp	w10pp	f19pp	w26pp	31232	f22ppB	w15pp	w20pp	w1pp	f9pp	f6ppA	f16ppA	w11pp	f7pp	w8pp	w6pp	w18pp	w16pp	w12pp	w21pp	w14pp	530050	530215	w9pp	31723	530154	31021
F22H1A	0.21673866544220632	0.2157915223253569	0.2176524935880069	0.18697703560054615	0.21085284989530895	0.22542624521547183	0.21395710590863534	0.20935591146589555	0.19921797276853365	0.17999676484621918	0.0	0.17229467208976584	0.2110248131014776	0.20649571673162115	0.21971349004464227	0.16271948965141117	0.22194754511526316	0.21804246227595936	0.22810171444911803	0.2151072419637707	0.2088567461483262	0.22752613270736793	0.2232463670491069	0.24436764178339038	0.24486718956552056	0.24609365946404482	0.19113495083914042	0.2535772606948713	0.23930719992094357	0.2309947029556615	0.25789422508059856	0.25191886742091024	0.2223929654562205	0.2406124383562857	0.18777475013216371	0.20981595674672654	0.2243250612746512	0.22919074261086908	0.23067316031783994	0.22643731350087937	0.24639240109050797	0.2588368988400053	0.2591446073993625	0.2517002837087414	0.25580617162500985	0.2495323836071915	0.2654074742730527	0.2635413794904261	0.2699694466805436	0.289251541928076	0.26176059462240336	0.2781881521366479	0.2607557119974007	0.27275518540297244	0.25616307839511093	0.2553136075786629	0.2544630132153823	0.2674711598136741	0.25311360963065577	0.2621509400392615	0.26252823667870046	0.2567749858110737	0.26041006157631813	0.2848901660589123	0.26622894700291816	0.24694600312431875	0.2476244835097282	0.2575884717306764	0.25101717878288377	0.26777067386276765	0.25301265233504977	0.24830600655460727	0.25067156007346225	0.26451578374848955	0.2503069184158126	0.24389558219214819	0.25085403492460856	0.26579046577121845	0.26304081555291026	0.25821784065215864	0.30046205347012495	0.2837482314874693	0.2668987082677859	0.2885444737392234	0.35237093498182104	0.21147255688232652
S1Hp	0.21459016219274968	0.21364301907590025	0.21550399033855025	0.1848285323510895	0.2087043466458523	0.2232777419660152	0.2118086026591787	0.2072074082164389	0.197069469519077	0.17784826159676254	0.17229467208976584	0.0	0.20887630985202096	0.2043472134821645	0.21756498679518563	0.16057098640195452	0.2197990418658065	0.2158939590265027	0.22595321119966139	0.21295873871431406	0.20670824289886955	0.2253776294579113	0.22109786379965024	0.24221913853393373	0.24271868631606391	0.24394515621458818	0.18898644758968378	0.25142875744541465	0.23715869667148692	0.22884619970620484	0.2557457218311419	0.2497703641714536	0.22024446220676386	0.23846393510682906	0.18562624688270707	0.2076674534972699	0.22217655802519456	0.22704223936141243	0.2285246570683833	0.22428881025142272	0.24424389784105133	0.2566883955905487	0.25699610414990587	0.24955178045928478	0.2536576683755532	0.24738388035773484	0.2632589710235961	0.26139287624096946	0.267820943431087	0.28710303867861936	0.2596120913729467	0.27603964888719124	0.2586072087479441	0.2706066821535158	0.2540145751456543	0.25316510432920625	0.25231450996592564	0.26532265656421744	0.2509651063811991	0.26000243678980484	0.2603797334292438	0.2546264825616171	0.2582615583268615	0.2827416628094557	0.2640804437534615	0.2447974998748621	0.24547598026027156	0.25543996848121975	0.24886867553342712	0.265622170613311	0.2508641490855931	0.24615750330515063	0.2485230568240056	0.2623672804990329	0.24815841516635595	0.24174707894269154	0.24870553167515191	0.2636419625217618	0.2608923123034536	0.256069337402702	0.2983135502206683	0.28159972823801266	0.26475020501832924	0.2863959704897667	0.3502224317323644	0.20932405363286988
S27H1	0.2216381041010011	0.22069096098415167	0.22255193224680167	0.19187647425934093	0.21575228855410372	0.2303256838742666	0.21885654456743012	0.21425535012469032	0.20411741142732842	0.2028152745278279	0.2110248131014776	0.20887630985202096	0.0	0.18859702527040828	0.2018147985834294	0.16761892831020594	0.22684698377405793	0.22294190093475413	0.2330011531079128	0.22000668062256548	0.21375618480712097	0.2324255713661627	0.22814580570790166	0.24926708044218515	0.24976662822431533	0.2509930981228396	0.1960343894979352	0.2584766993536661	0.24420663857973834	0.23589414161445627	0.26279366373939334	0.256818306079705	0.22729240411501528	0.24551187701508048	0.1926741887909585	0.21471539540552131	0.22922449993344599	0.23409018126966386	0.2355725989766347	0.23133675215967414	0.25129183974930275	0.2637363374988001	0.2640440460581573	0.2565997223675362	0.2607056102838046	0.25443182226598626	0.2703069129318475	0.2684408181492209	0.2748688853393384	0.2941509805868708	0.26666003328119814	0.28308759079544266	0.2656551506561955	0.2776546240617672	0.2610625170539057	0.26021304623745767	0.25936245187417706	0.27237059847246886	0.25801304828945054	0.26705037869805626	0.26742767533749523	0.2616744244698685	0.2653095002351129	0.2897896047177071	0.27112838566171293	0.2518454417831135	0.252523922168523	0.26248791038947117	0.25591661744167854	0.2726701125215624	0.25791209099384454	0.25320544521340205	0.255570998732257	0.2694152224072843	0.25520635707460737	0.24879502085094296	0.25575347358340333	0.27068990443001323	0.26794025421170503	0.2631172793109534	0.3053614921289197	0.2886476701462641	0.27179814692658066	0.29344391239801815	0.3572703736406158	0.2163719955411213
S15Hp	0.21710900773114467	0.21616186461429523	0.21802283587694524	0.1873473778894845	0.21122319218424726	0.22579658750441017	0.21432744819757366	0.20972625375483386	0.199588315057472	0.19828617815797145	0.20649571673162115	0.2043472134821645	0.18859702527040828	0.0	0.1900226549538419	0.1630898319403495	0.2223178874042015	0.21841280456489767	0.22847205673805634	0.21547758425270902	0.2092270884372645	0.22789647499630628	0.22361670933804523	0.2447379840723287	0.2452375318544589	0.24646400175298314	0.19150529312807874	0.25394760298380964	0.2396775422098819	0.23136504524459983	0.25826456736953685	0.2522892097098486	0.22276330774515885	0.24098278064522402	0.18814509242110203	0.21018629903566488	0.22469540356358952	0.22956108489980742	0.23104350260677825	0.2268076557898177	0.2467627433794463	0.25920724112894367	0.25951494968830086	0.2520706259976797	0.2561765139139482	0.2499027258961298	0.26577781656199106	0.26391172177936445	0.27033978896948196	0.28962188421701435	0.2621309369113417	0.2785584944255862	0.26112605428633906	0.2731255276919108	0.2565334206840493	0.25568394986760123	0.2548333555043206	0.26784150210261237	0.25348395191959405	0.2625212823281998	0.2628985789676388	0.257145328100012	0.26078040386525647	0.28526050834785066	0.2665992892918565	0.24731634541325706	0.24799482579866655	0.25795881401961474	0.2513875210718221	0.268141016151706	0.2533829946239881	0.24867634884354559	0.25104190236240054	0.2648861260374279	0.25067726070475094	0.2442659244810865	0.2512243772135469	0.26616080806015674	0.26341115784184854	0.258588182941097	0.3008323957590633	0.28411857377640765	0.26726905055672423	0.2889148160281617	0.3527412772707594	0.21184289917126486
530368	0.23032678104416576	0.22937963792731633	0.23124060918996633	0.2005651512025056	0.22444096549726839	0.23901436081743127	0.22754522151059478	0.222944027067855	0.21280608837049309	0.21150395147099257	0.21971349004464227	0.21756498679518563	0.2018147985834294	0.1900226549538419	0.0	0.1763076052533706	0.2355356607172226	0.2316305778779188	0.24168983005107747	0.22869535756573015	0.22244486175028563	0.24111424830932737	0.23683448265106632	0.2579557573853498	0.25845530516748	0.25968177506600426	0.20472306644109986	0.26716537629683074	0.252895315522903	0.24458281855762093	0.271482340682558	0.2655069830228697	0.23598108105817994	0.25420055395824515	0.20136286573412315	0.22340407234868598	0.23791317687661065	0.24277885821282852	0.24426127591979938	0.2400254291028388	0.2599805166924674	0.27242501444196476	0.27273272300132195	0.26528839931070086	0.2693942872269693	0.2631204992091509	0.27899558987501216	0.27712949509238555	0.28355756228250306	0.30283965753003544	0.2753487102243628	0.2917762677386073	0.27434382759936016	0.2863433010049319	0.26975119399707037	0.26890172318062233	0.2680511288173417	0.2810592754156335	0.2667017252326152	0.2757390556412209	0.2761163522806599	0.27036310141303316	0.27399817717827757	0.29847828166087176	0.2798170626048776	0.2605341187262782	0.26121259911168765	0.27117658733263583	0.2646052943848432	0.2813587894647271	0.2666007679370092	0.2618941221565667	0.2642596756754217	0.278103899350449	0.26389503401777203	0.2574836977941076	0.264442150526568	0.2793785813731779	0.2766289311548697	0.2718059562541181	0.3140501690720844	0.29733634708942874	0.2804868238697453	0.3021325893411828	0.3659590505837805	0.22506067248428596
31267	0.15665230603806518	0.15570516292121572	0.15756613418386572	0.12689067619640498	0.16005874992571464	0.17463214524587753	0.16316300593904104	0.15856181149630125	0.14842387279893937	0.15450995107776147	0.16271948965141117	0.16057098640195452	0.16761892831020594	0.1630898319403495	0.1763076052533706	0.0	0.06541978126856422	0.13635243720891815	0.14641168938207683	0.15061748309069733	0.14436698727525282	0.16303637383429456	0.15875660817603351	0.17987788291031698	0.1803774306924472	0.18160390059097142	0.12664519196606705	0.18908750182179793	0.1748174410478702	0.1665049440825881	0.19340446620752516	0.18742910854783684	0.15790320658314713	0.1761226794832123	0.12328499125909032	0.14532619787365317	0.15983530240157784	0.1647009837377957	0.16618340144476657	0.161947554627806	0.18190264221743457	0.19434713996693195	0.19465484852628914	0.18721052483566802	0.19131641275193648	0.1850426247341181	0.20091771539997935	0.19905162061735274	0.20547968780747025	0.22476178305500263	0.19727083574932996	0.21369839326357448	0.19626595312432735	0.20826542652989907	0.19167331952203753	0.1908238487055895	0.18997325434230888	0.2029814009406007	0.18862385075758237	0.19766118116618808	0.19803847780562706	0.19228522693800032	0.19592030270324473	0.22040040718583895	0.20173918812984476	0.18245624425124535	0.18313472463665484	0.19309871285760302	0.1865274199098104	0.20328091498969428	0.1885228934619764	0.18381624768153387	0.18618180120038885	0.20002602487541618	0.1858171595427392	0.1794058233190748	0.1863642760515352	0.20130070689814505	0.19855105667983686	0.19372808177908524	0.23597229459705157	0.21925847261439593	0.2024089493947125	0.22405471486614997	0.28788117610874764	0.15138619747818535
31766	0.21588036150191714	0.2149332183850677	0.2167941896477177	0.18611873166025697	0.21928680538956663	0.23386020070972952	0.22239106140289305	0.21778986696015323	0.20765192826279136	0.21373800654161346	0.22194754511526316	0.2197990418658065	0.22684698377405793	0.2223178874042015	0.2355356607172226	0.06541978126856422	0.0	0.1955804926727701	0.20563974484592878	0.2098455385545493	0.20359504273910478	0.22226442929814655	0.2179846636398855	0.23910593837416896	0.23960548615629917	0.2408319560548234	0.185873247429919	0.2483155572856499	0.23404549651172218	0.2257329995464401	0.2526325216713772	0.24665716401168883	0.21713126204699912	0.2353507349470643	0.1825130467229423	0.20455425333750515	0.2190633578654298	0.2239290392016477	0.22541145690861852	0.22117561009165798	0.24113069768128656	0.25357519543078394	0.25388290399014113	0.24643858029952	0.25054446821578846	0.24427068019797007	0.26014577086383134	0.2582796760812047	0.26470774327132224	0.2839898385188546	0.2564988912131819	0.27292644872742644	0.25549400858817933	0.26749348199375106	0.2509013749858895	0.25005190416944145	0.24920130980616087	0.2622094564044527	0.24785190622143435	0.25688923663004004	0.257266533269479	0.25151328240185233	0.2551483581670967	0.27962846264969093	0.2609672435936967	0.24168429971509733	0.24236278010050682	0.252326768321455	0.24575547537366238	0.26250897045354626	0.24775094892582838	0.24304430314538586	0.24540985666424084	0.25925408033926817	0.24504521500659118	0.23863387878292677	0.24559233151538717	0.26052876236199707	0.25777911214368887	0.2529561372429372	0.29520035006090356	0.2784865280782479	0.26163700485856445	0.28328277033000193	0.34710923157259965	0.21061425294203734
31379	0.21197527866261334	0.21102813554576388	0.21288910680841389	0.18221364882095314	0.2153817225502628	0.22995511787042572	0.2184859785635892	0.2138847841208494	0.20374684542348753	0.20983292370230966	0.21804246227595936	0.2158939590265027	0.22294190093475413	0.21841280456489767	0.2316305778779188	0.13635243720891815	0.1955804926727701	0.0	0.17331401997265125	0.2059404557152455	0.19968995989980098	0.21835934645884272	0.21407958080058168	0.23520085553486514	0.23570040331699535	0.23692687321551958	0.1819681645906152	0.2444104744463461	0.23014041367241836	0.22182791670713625	0.24872743883207332	0.242752081172385	0.2132261792076953	0.23144565210776047	0.17860796388363848	0.20064917049820133	0.215158275026126	0.22002395636234387	0.22150637406931473	0.21727052725235416	0.23722561484198273	0.24967011259148011	0.2499778211508373	0.24253349746021619	0.24663938537648464	0.24036559735866625	0.2562406880245275	0.2543745932419009	0.2608026604320184	0.2800847556795508	0.2525938083738781	0.26902136588812264	0.2515889257488755	0.2635883991544472	0.2469962921465857	0.24614682133013766	0.24529622696685704	0.25830437356514885	0.24394682338213053	0.25298415379073624	0.2533614504301752	0.24760819956254848	0.2512432753277929	0.2757233798103871	0.2570621607543929	0.2377792168757935	0.238457697261203	0.24842168548215118	0.24185039253435855	0.25860388761424247	0.24384586608652456	0.23913922030608203	0.241504773824937	0.2553489974999643	0.24114013216728736	0.23472879594362295	0.24168724867608335	0.2566236795226932	0.253874029304385	0.2490510544036334	0.2912952672215997	0.2745814452389441	0.25773192201926065	0.27937768749069813	0.34320414873329586	0.2067091701027335
530167	0.22203453083577201	0.22108738771892256	0.22294835898157256	0.19227290099411182	0.22544097472342148	0.2400143700435844	0.22854523073674787	0.22394403629400808	0.2138060975966462	0.21989217587546833	0.22810171444911803	0.22595321119966139	0.2330011531079128	0.22847205673805634	0.24168983005107747	0.14641168938207683	0.20563974484592878	0.17331401997265125	0.0	0.21599970788840417	0.20974921207295966	0.2284185986320014	0.22413883297374035	0.2452601077080238	0.24575965549015402	0.24698612538867826	0.19202741676377388	0.25446972661950473	0.24019966584557703	0.23188716888029492	0.258786691005232	0.2528113333455437	0.22328543138085397	0.24150490428091914	0.18866721605679715	0.21070842267136	0.22521752719928467	0.23008320853550254	0.2315656262424734	0.22732977942551283	0.2472848670151414	0.2597293647646388	0.26003707332399595	0.25259274963337486	0.2566986375496433	0.2504248495318249	0.2662999401976862	0.26443384541505954	0.2708619126051771	0.29014400785270944	0.2626530605470368	0.2790806180612813	0.2616481779220342	0.27364765132760593	0.25705554431974437	0.2562060735032963	0.2553554791400157	0.2683636257383075	0.2540060755552892	0.2630434059638949	0.2634207026033339	0.25766745173570715	0.26130252750095156	0.2857826319835458	0.2671214129275516	0.24783846904895218	0.24851694943436167	0.2584809376553099	0.2519096447075172	0.2686631397874011	0.2539051182596832	0.2491984724792407	0.2515640259980957	0.26540824967312304	0.25119938434044603	0.24478804811678162	0.251746500849242	0.2666829316958519	0.2639332814775437	0.25911030657679207	0.30135451939475844	0.28464069741210274	0.2677911741924193	0.2894369396638568	0.35326340090645447	0.2167684222758922
S18H1	0.20904005835042466	0.20809291523357523	0.20995388649622523	0.1792784285087645	0.21244650223807415	0.22701989755823707	0.21555075825140058	0.21094956380866076	0.2008116251112989	0.206897703390121	0.2151072419637707	0.21295873871431406	0.22000668062256548	0.21547758425270902	0.22869535756573015	0.15061748309069733	0.2098455385545493	0.2059404557152455	0.21599970788840417	0.0	0.054193983398519566	0.19782622645531317	0.19354646079705212	0.21466773553133556	0.2151672833134658	0.21639375321199	0.16143504458708563	0.22387735444281653	0.2096072936688888	0.2012947967036067	0.22819431882854377	0.22221896116885545	0.19269305920416574	0.2109125321042309	0.1580748438801089	0.18011605049467178	0.19462515502259642	0.19949083635881432	0.20620159940713664	0.20196575259017607	0.22192084017980468	0.23436533792930203	0.23467304648865922	0.22722872279803813	0.23133461071430655	0.2250608226964882	0.24093591336234943	0.23906981857972281	0.24549788576984033	0.2647799810173727	0.23728903371170007	0.2537165912259446	0.23628415108669742	0.24828362449226915	0.23169151748440764	0.2308420466679596	0.229991452304679	0.2429995989029708	0.22864204871995247	0.2376793791285582	0.23805667576799716	0.23230342490037043	0.23593850066561484	0.260418605148209	0.24175738609221487	0.22247444221361545	0.22315292259902492	0.2331169108199731	0.22654561787218047	0.24329911295206436	0.22854109142434648	0.22383444564390398	0.22619999916275896	0.24004422283778626	0.2258353575051093	0.21942402128144486	0.22638247401390527	0.24131890486051516	0.23856925464220696	0.23374627974145534	0.27599049255942165	0.259276670576766	0.2424271473570826	0.2640729128285201	0.32789937407111774	0.20377394979054486
S16H2	0.20278956253498015	0.20184241941813072	0.20370339068078072	0.17302793269331998	0.20619600642262964	0.22076940174279255	0.20930026243595606	0.20469906799321624	0.1945611292958544	0.2006472075746765	0.2088567461483262	0.20670824289886955	0.21375618480712097	0.2092270884372645	0.22244486175028563	0.14436698727525282	0.20359504273910478	0.19968995989980098	0.20974921207295966	0.054193983398519566	0.0	0.19157573063986866	0.1872959649816076	0.20841723971589105	0.20891678749802128	0.2101432573965455	0.15518454877164112	0.21762685862737202	0.2033567978534443	0.1950443008881622	0.22194382301309926	0.21596846535341094	0.18644256338872123	0.20466203628878638	0.15182434806466438	0.17386555467922726	0.1883746592071519	0.1932403405433698	0.19995110359169213	0.19571525677473156	0.21567034436436017	0.22811484211385752	0.2284225506732147	0.22097822698259362	0.22508411489886204	0.21881032688104368	0.23468541754690492	0.2328193227642783	0.23924738995439582	0.2585294852019282	0.23103853789625556	0.24746609541050008	0.2300336552712529	0.24203312867682464	0.22544102166896313	0.2245915508525151	0.22374095648923448	0.23674910308752628	0.22239155290450796	0.23142888331311368	0.23180617995255265	0.2260529290849259	0.22968800485017032	0.2541681093327645	0.23550689027677035	0.21622394639817094	0.2169024267835804	0.2268664150045286	0.22029512205673596	0.23704861713661984	0.22229059560890196	0.21758394982845947	0.21994950334731445	0.23379372702234175	0.2195848616896648	0.21317352546600035	0.22013197819846075	0.23506840904507065	0.23231875882676245	0.22749578392601083	0.26973999674397714	0.2530261747613215	0.23617665154163808	0.25782241701307557	0.32164887825567323	0.19752345397510035
S28Hp	0.22145894909402192	0.2205118059771725	0.2223727772398225	0.19169731925236175	0.2248653929816714	0.2394387883018343	0.22796964899499783	0.223368454552258	0.21323051585489614	0.21931659413371823	0.22752613270736793	0.2253776294579113	0.2324255713661627	0.22789647499630628	0.24111424830932737	0.16303637383429456	0.22226442929814655	0.21835934645884272	0.2284185986320014	0.19782622645531317	0.19157573063986866	0.0	0.139475252964604	0.21011744664415072	0.22193062142816256	0.2231570913266868	0.1681983827017824	0.23064069255751332	0.21637063178358557	0.2080581348183035	0.23495765694324056	0.22898229928355224	0.1994563973188625	0.21767587021892765	0.16483818199480568	0.18687938860936854	0.20138849313729318	0.20625417447351108	0.21862049015073387	0.21438464333377333	0.2343397309234019	0.2467842286728993	0.24709193723225648	0.23964761354163536	0.2437535014579038	0.23747971344008542	0.2533548041059467	0.25148870932332007	0.2579167765134376	0.27719887176096997	0.2497079244552973	0.26613548196954184	0.24870304183029468	0.2607025152358664	0.24411040822800487	0.24326093741155683	0.24241034304827622	0.255418489646568	0.2410609394635497	0.25009826987215544	0.2504755665115944	0.24472231564396765	0.24835739140921206	0.2728374958918063	0.2541762768358121	0.23489333295721268	0.23557181334262217	0.24553580156357036	0.23896450861577773	0.2557180036956616	0.24095998216794373	0.2362533363875012	0.23861888990635619	0.2524631135813835	0.23825424824870653	0.2318429120250421	0.23880136475750252	0.25373779560411236	0.25098814538580416	0.24616517048505257	0.2884093833030189	0.27169556132036327	0.25484603810067985	0.27649180357211733	0.340318264814715	0.21619284053414212
31236	0.21717918343576087	0.21623204031891144	0.21809301158156144	0.1874175535941007	0.22058562732341036	0.23515902264357325	0.22368988333673678	0.21908868889399696	0.2089507501966351	0.2150368284754572	0.2232463670491069	0.22109786379965024	0.22814580570790166	0.22361670933804523	0.23683448265106632	0.15875660817603351	0.2179846636398855	0.21407958080058168	0.22413883297374035	0.19354646079705212	0.1872959649816076	0.139475252964604	0.0	0.20583768098588967	0.2176508557699015	0.21887732566842574	0.16391861704352134	0.22636092689925227	0.21209086612532452	0.20377836916004244	0.2306778912849795	0.2247025336252912	0.19517663166060145	0.2133961045606666	0.16055841633654463	0.1825996229511075	0.19710872747903213	0.20197440881525003	0.21434072449247282	0.21010487767551228	0.23005996526514086	0.24250446301463824	0.24281217157399543	0.2353678478833743	0.23947373579964276	0.23319994778182437	0.24907503844768564	0.24720894366505902	0.25363701085517654	0.2729191061027089	0.24542815879703625	0.2618557163112808	0.24442327617203363	0.25642274957760536	0.23983064256974382	0.23898117175329578	0.23813057739001517	0.25113872398830694	0.23678117380528865	0.24581850421389437	0.24619580085333334	0.2404425499857066	0.24407762575095102	0.26855773023354523	0.24989651117755105	0.23061356729895163	0.23129204768436112	0.2412560359053093	0.23468474295751668	0.25143823803740056	0.23668021650968268	0.23197357072924016	0.23433912424809514	0.24818334792312247	0.23397448259044548	0.22756314636678104	0.23452159909924147	0.24945802994585134	0.24670837972754314	0.24188540482679152	0.28412961764475786	0.2674157956621022	0.2505662724424188	0.2722120379138563	0.33603849915645395	0.21191307487588107
31600	0.23830045817004436	0.2373533150531949	0.2392142863158449	0.20853882832838416	0.24170690205769382	0.25628029737785674	0.24481115807102022	0.24020996362828043	0.23007202493091855	0.23615810320974068	0.24436764178339038	0.24221913853393373	0.24926708044218515	0.2447379840723287	0.2579557573853498	0.17987788291031698	0.23910593837416896	0.23520085553486514	0.2452601077080238	0.21466773553133556	0.20841723971589105	0.21011744664415072	0.20583768098588967	0.0	0.23877213050418494	0.2399986004027092	0.1850398917778048	0.24748220163353574	0.23321214085960795	0.22489964389432587	0.25179916601926294	0.24582380835957462	0.2162979063948849	0.23451737929495006	0.1816796910708281	0.20372089768539092	0.2182300022133156	0.22309568354953346	0.23546199922675629	0.23122615240979572	0.2511812399994243	0.2636257377489217	0.26393344630827886	0.25648912261765777	0.2605950105339262	0.25432122251610784	0.27019631318196907	0.26833021839934246	0.27475828558945997	0.29404038083699235	0.2665494335313197	0.28297699104556423	0.26554455090631707	0.2775440243118888	0.2609519173040273	0.26010244648757924	0.25925185212429863	0.27225999872259043	0.2579024485395721	0.26693977894817783	0.2673170755876168	0.26156382471999007	0.2651989004852345	0.28967900496782867	0.2710177859118345	0.2517348420332351	0.25241332241864456	0.26237731063959274	0.2558060176918001	0.272559512771684	0.2578014912439661	0.2530948454635236	0.2554603989823786	0.2693046226574059	0.25509575732472894	0.2486844211010645	0.2556428738335249	0.2705793046801348	0.2678296544618266	0.263006679561075	0.3052508923790413	0.28853707039638565	0.27168754717670224	0.2933333126481397	0.3571597738907374	0.23303434961016453
530119	0.23880000595217454	0.2378528628353251	0.23971383409797511	0.20903837611051437	0.24220644983982403	0.2567798451599869	0.24531070585315046	0.24070951141041064	0.23057157271304876	0.23665765099187086	0.24486718956552056	0.24271868631606391	0.24976662822431533	0.2452375318544589	0.25845530516748	0.1803774306924472	0.23960548615629917	0.23570040331699535	0.24575965549015402	0.2151672833134658	0.20891678749802128	0.22193062142816256	0.2176508557699015	0.23877213050418494	0.0	0.10101530423492697	0.11294552053679557	0.22256303282429796	0.20829297205037023	0.19998047508508815	0.22687999721002522	0.2209046395503369	0.19137873758564716	0.2095982104857123	0.15676052226159035	0.19445442010596314	0.2089635246338878	0.21382920597010568	0.2359615470088865	0.23172570019192595	0.25168078778155456	0.2641252855310519	0.2644329940904091	0.256988670399788	0.26109455831605644	0.254820770298238	0.2706958609640993	0.2688297661814727	0.2752578333715902	0.2945399286191226	0.2670489813134499	0.2834765388276944	0.2660440986884473	0.27804357209401903	0.26145146508615746	0.2606019942697094	0.2597513999064288	0.2727595465047207	0.25840199632170235	0.267439326730308	0.267816623369747	0.2620633725021203	0.26569844826736466	0.2901785527499589	0.2715173336939647	0.2522343898153653	0.2529128702007748	0.262876858421723	0.25630556547393035	0.27305906055381424	0.25830103902609636	0.2535943932456538	0.25595994676450884	0.26980417043953614	0.2555953051068591	0.24918396888319472	0.25614242161565515	0.27107885246226504	0.26832920224395684	0.26350622734320517	0.30575044016117153	0.2890366181785159	0.2721870949588324	0.2938328604302699	0.3576593216728676	0.23353389739229474
31519	0.2400264758506988	0.23907933273384935	0.24094030399649935	0.2102648460090386	0.24343291973834827	0.2580063150585112	0.24653717575167466	0.24193598130893487	0.231798042611573	0.23788412089039512	0.24609365946404482	0.24394515621458818	0.2509930981228396	0.24646400175298314	0.25968177506600426	0.18160390059097142	0.2408319560548234	0.23692687321551958	0.24698612538867826	0.21639375321199	0.2101432573965455	0.2231570913266868	0.21887732566842574	0.2399986004027092	0.10101530423492697	0.0	0.11417199043531981	0.22378950272282222	0.20951944194889446	0.20120694498361236	0.22810646710854945	0.2221311094488611	0.1926052074841714	0.21082468038423657	0.15798699216011458	0.19568089000448738	0.21018999453241205	0.21505567586862992	0.23718801690741076	0.2329521700904502	0.25290725768007877	0.2653517554295761	0.26565946398893336	0.2582151402983122	0.2623210282145807	0.2560472401967623	0.2719223308626235	0.27005623607999696	0.2764843032701144	0.29576639851764686	0.26827545121197416	0.2847030087262187	0.2672705685869715	0.27927004199254324	0.2626779349846817	0.2618284641682337	0.2609778698049531	0.2739860164032449	0.25962846622022656	0.2686657966288323	0.26904309326827125	0.2632898424006445	0.2669249181658889	0.2914050226484831	0.27274380359248895	0.25346085971388954	0.25413934009929906	0.2641033283202472	0.2575320353724546	0.2742855304523385	0.2595275089246206	0.25482086314417807	0.25718641666303305	0.27103064033806035	0.2568217750053834	0.250410438781719	0.2573688915141794	0.27230532236078925	0.26955567214248105	0.26473269724172943	0.30697691005969574	0.29026308807704015	0.2734135648573567	0.29505933032879417	0.3588857915713919	0.23476036729081898
530258	0.18506776722579438	0.18412062410894495	0.18598159537159495	0.1553061373841342	0.18847421111344387	0.20304760643360678	0.1915784671267703	0.18697727268403047	0.17683933398666862	0.18292541226549072	0.19113495083914042	0.18898644758968378	0.1960343894979352	0.19150529312807874	0.20472306644109986	0.12664519196606705	0.185873247429919	0.1819681645906152	0.19202741676377388	0.16143504458708563	0.15518454877164112	0.1681983827017824	0.16391861704352134	0.1850398917778048	0.11294552053679557	0.11417199043531981	0.0	0.1688307940979178	0.15456073332399006	0.14624823635870798	0.17314775848364505	0.16717240082395673	0.137646498859267	0.15586597175933214	0.10302828353521018	0.14072218137958298	0.15523128590750765	0.16009696724372552	0.18222930828250636	0.1779934614655458	0.1979485490551744	0.21039304680467175	0.21070075536402894	0.20325643167340784	0.20736231958967627	0.2010885315718579	0.21696362223771914	0.21509752745509253	0.22152559464521004	0.24080768989274243	0.21331674258706979	0.2297443001013143	0.21231185996206714	0.22431133336763887	0.20771922635977735	0.20686975554332931	0.2060191611800487	0.2190273077783405	0.2046697575953222	0.2137070880039279	0.21408438464336688	0.20833113377574014	0.21196620954098455	0.23644631402357874	0.21778509496758458	0.19850215108898517	0.19918063147439463	0.20914461969534281	0.2025733267475502	0.21932682182743407	0.2045688002997162	0.1998621545192737	0.20222770803812867	0.21607193171315597	0.20186306638047902	0.19545173015681458	0.20241018288927498	0.21734661373588487	0.21459696351757668	0.20977398861682506	0.25201820143479137	0.23530437945213573	0.2184548562324523	0.2401006217038898	0.30392708294648746	0.17980165866591458
