	f7pp	w21pp	w24pp	S4Hp	f17ppB	w9pp	f6ppA	f21pp	w12pp	S1Hp	31267	S7Hp	31700	F14H1A	S9H1	530451	S21H1	S6Hp	F7H1	S20H1	S26Hp	w6pp	f19pp	f12ppB	f32pp	f8pp	s27pp	s10pp	f30pp	s29pp	w16pp	f24pp	f4pp	f22ppB	f1pp	f6ppB	w1pp	f10pp	f12ppA	w19pp	w4pp	f2pp	f25pp	f18pp	w3pp	f20ppB	f15pp	f11pp	f20ppA	w10pp	w20pp	s12pp	w18pp	w11pp	w8pp	F29H1	s25pp	s7pp	w15pp	s24pp	w2pp	s2pp	s1pp	w25pp	f14ppA	f14ppB	f16ppA	f16ppB	w17pp	f22ppA	w14pp
S26Hp	0.22421349450815667	0.22870100529600204	0.243642673347112	0.2895807564844776	0.25539140448664654	0.2002064988397586	0.24976224260428237	0.2426318787602601	0.21656297268641417	0.201868452086703	0.27512275461202956	0.29158183164651463	0.25931166216774093	0.24766630438326964	0.2700435247425588	0.2501256039308331	0.2720543899236132	0.2599823655118208	0.24543565379393234	0.23417057952405892	0.0	0.21924291042720612	0.19647274383124969	0.21605276877873375	0.23884991760187083	0.21476855929019395	0.2836197076037009	0.27497095672878147	0.2537960698286756	0.30329854070412626	0.24655100070433855	0.20857787541372053	0.21132625752679224	0.2429919278196339	0.2191875814710262	0.26161608826916544	0.2776644530162893	0.24946781915001376	0.26918835012470455	0.2567597362003265	0.22073112566545428	0.2454340696052683	0.23772955967320253	0.2611205356582762	0.22900680513530094	0.25708376208465344	0.2615831331656694	0.26733880880007976	0.24120659187952148	0.25760628600185753	0.26638796628581995	0.34230304845424375	0.2672670032727602	0.28194036358881075	0.2776416944097395	0.34335504820638907	0.2663378424372844	0.2862804822317954	0.28451533097615456	0.31927543840938566	0.3443635614852899	0.34407214840807565	0.34510299664908406	0.2599935433152345	0.2690316082607349	0.21266210911119543	0.24791773105184678	0.25617237073451415	0.2766652453274097	0.25603010661258774	0.2396484506465089
w6pp	0.12605406673243957	0.13054157752028497	0.14548324557139491	0.19142132870876055	0.15723197671092942	0.10204707106404154	0.1516028148285653	0.14447245098454303	0.11840354491069713	0.20345847508558998	0.35571510396665845	0.37905273094480246	0.34678256146602876	0.3351372036815574	0.3575144240408466	0.3496961446447675	0.37162493063754765	0.35955290622575525	0.360651254743616	0.3493861804737426	0.21924291042720612	0.0	0.0922240174117794	0.1178933410030167	0.14069048982615373	0.11660913151447685	0.18546027982798385	0.17681152895306435	0.15563664205295852	0.2051391129284092	0.14839157292862148	0.11041844763800346	0.11316682975107516	0.14483250004391685	0.12102815369530914	0.16345666049344837	0.1795050252405722	0.1513083913742967	0.17102892234898745	0.15860030842460943	0.12257169788973722	0.14727464182955124	0.13957013189748546	0.1629611078825591	0.13084737735958388	0.1589243343089364	0.16342370538995235	0.16917938102436264	0.14304716410380441	0.15944685822614046	0.1682285385101029	0.24414362067852668	0.16910757549704314	0.18378093581309368	0.17948226663402242	0.245195620430672	0.1681784146615673	0.18812105445607835	0.18635590320043746	0.22111601063366856	0.24620413370957284	0.24591272063235853	0.246943568873367	0.16183411553951738	0.1708721804850178	0.11450268133547835	0.1497583032761297	0.15801294295879706	0.17850581755169262	0.15787067883687064	0.1414890228707918
f19pp	0.10328390013648318	0.10777141092432854	0.12271307897543851	0.16865116211280412	0.13446181011497302	0.07927690446808512	0.12883264823260887	0.1217022843885866	0.0956333783147407	0.18068830848963355	0.332944937370702	0.35628256434884603	0.32401239487007233	0.312367037085601	0.33474425744489017	0.3269259780488111	0.3488547640415912	0.3367827396297988	0.33788108814765955	0.32661601387778616	0.19647274383124969	0.0922240174117794	0.0	0.09512317440706028	0.11792032323019733	0.09383896491852045	0.16269011323202745	0.15404136235710794	0.1328664754570021	0.18236894633245276	0.12562140633266505	0.08764828104204705	0.09039666315511874	0.12206233344796043	0.09825798709935271	0.14068649389749197	0.15673485864461578	0.12853822477834026	0.14825875575303105	0.135830141828653	0.09980153129378082	0.12450447523359484	0.11679996530152906	0.1401909412866027	0.10807721076362747	0.13615416771298	0.14065353879399595	0.14640921442840626	0.12027699750784801	0.13667669163018403	0.14545837191414648	0.22137345408257025	0.14633740890108676	0.16101076921713725	0.15671210003806602	0.22242545383471563	0.14540824806561092	0.16535088786012192	0.16358573660448106	0.19834584403771216	0.22343396711361646	0.22314255403640215	0.22417340227741056	0.139063948943561	0.1481020138890614	0.09173251473952194	0.12698813668017328	0.13524277636284066	0.15573565095573622	0.13510051224091424	0.11871885627483539
f12ppB	0.0962720489461039	0.10075955973394926	0.11570122778505923	0.16163931092242484	0.12744995892459374	0.07226505327770584	0.12182079704222959	0.11469043319820732	0.10705239182972233	0.20026833343711764	0.35252496231818614	0.37586258929633015	0.34359241981755645	0.3319470620330851	0.3543242823923743	0.3465060029962952	0.36843478898907533	0.35636276457728294	0.35746111309514367	0.3461960388252703	0.21605276877873375	0.1178933410030167	0.09512317440706028	0.0	0.11090847203981805	0.08682711372814117	0.15567826204164817	0.14702951116672866	0.1258546242666228	0.17535709514207348	0.11860955514228577	0.08063642985166777	0.08338481196473946	0.11505048225758115	0.09124613590897343	0.13367464270711268	0.1497230074542365	0.12152637358796098	0.14124690456265176	0.1288182906382737	0.09278968010340154	0.11749262404321556	0.10978811411114978	0.13317909009622342	0.10106535957324819	0.12914231652260072	0.13364168760361667	0.13939736323802698	0.11326514631746873	0.12966484043980475	0.1384465207237672	0.21436160289219097	0.13932555771070748	0.15399891802675797	0.14970024884768673	0.21541360264433634	0.13839639687523164	0.15833903666974264	0.15657388541410178	0.19133399284733288	0.21642211592323718	0.21613070284602287	0.21716155108703128	0.13205209775318172	0.14109016269868213	0.08472066354914266	0.11997628548979401	0.12823092517246137	0.14872379976535693	0.12808866105053496	0.1117070050844561
f32pp	0.08882134314957531	0.10523408134229217	0.12017574939340214	0.16611383253076775	0.13192448053293665	0.07673957488604875	0.1262953186505725	0.11916495480655023	0.12984954065285936	0.2230654822602547	0.3753221111413232	0.3986597381194672	0.3663895686406935	0.3547442108562221	0.37712143121551134	0.3693031518194322	0.3912319378122123	0.37915991340042	0.3802582619182807	0.3689931876484073	0.23884991760187083	0.14069048982615373	0.11792032323019733	0.11090847203981805	0.0	0.05153404748449922	0.12979692351942196	0.12114817264450245	0.09997328574439662	0.14947575661984727	0.11115884934575718	0.07318572405513918	0.07593410616821086	0.10759977646105255	0.08379543011244484	0.1262239369105841	0.1422723016577079	0.11407566779143238	0.13379619876612314	0.12136758484174513	0.08533897430687293	0.11004191824668696	0.10233740831462118	0.12572838429969482	0.09361465377671958	0.12169161072607212	0.12619098180708807	0.13194665744149836	0.10581444052094013	0.12221413464327617	0.1309958149272386	0.2069108970956624	0.13187485191417886	0.1465482122302294	0.14224954305115814	0.20796289684780772	0.13094569107870302	0.15088833087321407	0.14912317961757318	0.18388328705080428	0.20897141012670856	0.20867999704949425	0.2097108452905027	0.12460139195665311	0.1336394569021535	0.07726995775261407	0.11252557969326542	0.12078021937593278	0.14127309396882834	0.12063795525400636	0.10425629928792751
f8pp	0.06473998483789843	0.0811527230306153	0.09609439108172527	0.14203247421909088	0.10784312222125977	0.05265821657437186	0.10221396033889563	0.09508359649487336	0.10576818234118249	0.1989841239485778	0.3512407528296463	0.3745783798077903	0.3423082103290166	0.33066285254454525	0.35304007290383443	0.34522179350775534	0.3671505795005355	0.3550785550887431	0.3561769036066038	0.3449118293367304	0.21476855929019395	0.11660913151447685	0.09383896491852045	0.08682711372814117	0.05153404748449922	0.0	0.10571556520774508	0.09706681433282557	0.07589192743271973	0.1253943983081704	0.0870774910340803	0.04910436574346229	0.05185274785653398	0.08351841814937566	0.05971407180076796	0.10214257859890721	0.11819094334603103	0.08999430947975551	0.10971484045444627	0.09728622653006824	0.06125761599519605	0.08596055993501008	0.07825605000294429	0.10164702598801793	0.0695332954650427	0.09761025241439523	0.10210962349541118	0.10786529912982148	0.08173308220926326	0.09813277633159928	0.10691445661556173	0.1828295387839855	0.10779349360250198	0.1224668539185525	0.11816818473948126	0.18388153853613085	0.10686433276702614	0.12680697256153717	0.1250418213058963	0.1598019287391274	0.18489005181503168	0.18459863873781737	0.1856294869788258	0.10052003364497622	0.10955809859047663	0.05318859944093719	0.08844422138158853	0.0966988610642559	0.11719173565715146	0.09655659694232949	0.08017494097625064
s27pp	0.13359113315140542	0.1500038713441223	0.16494553939523227	0.21088362253259788	0.17669427053476677	0.12150936488787888	0.17106510865240263	0.16393474480838036	0.1746193306546895	0.2678352722620848	0.4200919011431533	0.4434295281212973	0.4111593586425236	0.3995140008580522	0.42189122121734146	0.4140729418212623	0.43600172781404245	0.4239297034022501	0.42502805192011084	0.4137629776502374	0.2836197076037009	0.18546027982798385	0.16269011323202745	0.15567826204164817	0.12979692351942196	0.10571556520774508	0.0	0.09472893993325171	0.12085546505797344	0.1703579359334241	0.1559286393475873	0.1179555140569693	0.12070389617004099	0.1523695664628827	0.12856522011427496	0.1709937269124142	0.18704209165953803	0.1588454577932625	0.17856598876795327	0.16613737484357527	0.13010876430870305	0.1548117082485171	0.1471071983164513	0.17049817430152495	0.13838444377854972	0.16646140072790225	0.1709607718089182	0.17671644744332848	0.15058423052277026	0.1669839246451063	0.17576560492906873	0.25168068709749253	0.17664464191600898	0.19131800223205953	0.18701933305298826	0.25273268684963784	0.17571548108053314	0.1956581208750442	0.1938929696194033	0.2286530770526344	0.2537412001285387	0.25344978705132437	0.25448063529233284	0.16937118195848322	0.17840924690398363	0.12203974775444419	0.15729536969509555	0.1655500093777629	0.18604288397065843	0.16540774525583646	0.14902608928975764
s10pp	0.12494238227648592	0.1413551204692028	0.15629678852031276	0.20223487165767837	0.16804551965984726	0.11286061401295937	0.16241635777748312	0.15528599393346085	0.16597057977976998	0.2591865213871653	0.41144315026823375	0.43478077724637776	0.40251060776760406	0.39086524998313277	0.4132424703424219	0.40542419094634286	0.427352976939123	0.41528095252733055	0.4163793010451913	0.40511422677531794	0.27497095672878147	0.17681152895306435	0.15404136235710794	0.14702951116672866	0.12114817264450245	0.09706681433282557	0.09472893993325171	0.0	0.11220671418305393	0.1617091850585046	0.1472798884726678	0.1093067631820498	0.11205514529512148	0.14372081558796318	0.11991646923935545	0.1623449760374947	0.17839334078461852	0.150196706918343	0.16991723789303376	0.15748862396865576	0.12146001343378356	0.14616295737359758	0.1384584474415318	0.16184942342660544	0.1297356929036302	0.15781264985298274	0.16231202093399869	0.16806769656840898	0.14193547964785075	0.1583351737701868	0.16711685405414922	0.24303193622257302	0.16799589104108947	0.18266925135714002	0.17837058217806875	0.24408393597471834	0.16706673020561363	0.1870093700001247	0.1852442187444838	0.2200043261777149	0.24509244925361917	0.24480103617640486	0.24583188441741333	0.1607224310835637	0.16976049602906412	0.11339099687952468	0.14864661882017605	0.1569012585028434	0.17739413309573895	0.15675899438091698	0.14037733841483813
f30pp	0.10376749537638007	0.12018023356909696	0.13512190162020693	0.1810599847575725	0.14687063275974144	0.09168572711285353	0.14124147087737726	0.134111107033355	0.14479569287966415	0.23801163448705948	0.3902682633681279	0.41360589034627193	0.38133572086749823	0.3696903630830269	0.39206758344231607	0.384249304046237	0.4061780900390171	0.3941060656272247	0.39520441414508545	0.38393933987521206	0.2537960698286756	0.15563664205295852	0.1328664754570021	0.1258546242666228	0.09997328574439662	0.07589192743271973	0.12085546505797344	0.11220671418305393	0.0	0.10802891349890316	0.12610500157256194	0.08813187628194394	0.09088025839501564	0.12254592868785733	0.09874158233924962	0.14117008913738888	0.15721845388451267	0.12902182001823714	0.14874235099292793	0.1363137370685499	0.1002851265336777	0.12498807047349172	0.11728356054142594	0.14067453652649958	0.10856080600352436	0.13663776295287688	0.14113713403389283	0.14689280966830315	0.1207605927477449	0.13716028687008092	0.14594196715404337	0.22185704932246714	0.14682100414098365	0.16149436445703413	0.1571956952779629	0.2229090490746125	0.1458918433055078	0.1658344831000188	0.16406933184437794	0.19882943927760904	0.22391756235351334	0.22362614927629904	0.22465699751730744	0.13954754418345788	0.1485856091289583	0.09221610997941883	0.12747173192007016	0.13572637160273754	0.1562192461956331	0.13558410748081112	0.11920245151473227
s29pp	0.15326996625183076	0.1696827044445476	0.18462437249565758	0.2305624556330232	0.1963731036351921	0.14118819798830418	0.19074394175282794	0.18361357790880567	0.19429816375511483	0.2875141053625101	0.4397707342435786	0.4631083612217226	0.4308381917429489	0.41919283395847756	0.44157005431776675	0.43375177492168765	0.4556805609144678	0.4436085365026754	0.4447068850205361	0.43344181075066274	0.30329854070412626	0.2051391129284092	0.18236894633245276	0.17535709514207348	0.14947575661984727	0.1253943983081704	0.1703579359334241	0.1617091850585046	0.10802891349890316	0.0	0.1756074724480126	0.13763434715739462	0.1403827292704663	0.17204839956330797	0.14824405321470027	0.19067256001283953	0.20672092475996334	0.17852429089368782	0.1982448218683786	0.18581620794400056	0.1497875974091284	0.1744905413489424	0.16678603141687662	0.19017700740195026	0.15806327687897503	0.18614023382832756	0.1906396049093435	0.19639528054375383	0.1702630636231956	0.18666275774553162	0.19544443802949407	0.27135952019791787	0.19632347501643432	0.21099683533248484	0.20669816615341358	0.2724115199500632	0.19539431418095848	0.2153369539754695	0.21357180271982862	0.24833191015305972	0.273420033228964	0.2731286201517497	0.2741594683927582	0.18905001505890856	0.19808808000440897	0.14171858085486952	0.17697420279552087	0.18522884247818822	0.20572171707108378	0.1850865783562618	0.16870492239018298
w16pp	0.08801491085482889	0.1129351644447599	0.12787683249586987	0.17381491563323548	0.13962556363540438	0.08444065798851647	0.13399640175304023	0.12686603790901796	0.13755062375532712	0.2307665653627224	0.3830231942437909	0.4063608212219349	0.3740906517431612	0.36244529395868985	0.38482251431797904	0.37700423492189994	0.3989330209146801	0.3868609965028877	0.3879593450207484	0.376694270750875	0.24655100070433855	0.14839157292862148	0.12562140633266505	0.11860955514228577	0.11115884934575718	0.0870774910340803	0.1559286393475873	0.1472798884726678	0.12610500157256194	0.1756074724480126	0.0	0.05109949076320171	0.061692738199381314	0.093358408492223	0.06955406214361529	0.11198256894175454	0.12803093368887836	0.09983429982260283	0.11955483079729361	0.10712621687291557	0.08453254201212651	0.10923548595194055	0.10153097601987476	0.1249219520049484	0.09280822148197317	0.12088517843132571	0.12538454951234165	0.13114022514675194	0.10500800822619372	0.12140770234852975	0.1301893826324922	0.206104464800916	0.13106841961943244	0.14574177993548298	0.14144311075641172	0.2071564645530613	0.1301392587839566	0.15008189857846765	0.14831674732282676	0.18307685475605787	0.20816497783196214	0.20787356475474783	0.2089044129957563	0.12379495966190669	0.1328330246074071	0.07646352545786765	0.111719147398519	0.11997378708118636	0.14046666167408192	0.11983152295925995	0.1034498669931811
f24pp	0.05004178556421089	0.0749620391541419	0.08990370720525187	0.13584179034261748	0.10165243834478638	0.04646753269789847	0.09602327646242223	0.08889291261839996	0.09957749846470909	0.1927934400721044	0.3450500689531729	0.3683876959313169	0.3361175264525432	0.3244721686680719	0.34684938902736107	0.33903110963128197	0.3609598956240621	0.3488878712122697	0.34998621973013044	0.33872114546025706	0.20857787541372053	0.11041844763800346	0.08764828104204705	0.08063642985166777	0.07318572405513918	0.04910436574346229	0.1179555140569693	0.1093067631820498	0.08813187628194394	0.13763434715739462	0.05109949076320171	0.0	0.023719612908763305	0.055385283201605	0.03158093685299729	0.07400944365113654	0.09005780839826036	0.06186117453198483	0.0815817055066756	0.06915309158229757	0.04655941672150851	0.07126236066132254	0.06355785072925675	0.0869488267143304	0.05483509619135516	0.0829120531407077	0.08741142422172364	0.09316709985613394	0.06703488293557572	0.08343457705791174	0.09221625734187419	0.16813133951029796	0.09309529432881444	0.10776865464486496	0.10346998546579372	0.1691833392624433	0.0921661334933386	0.11210877328784963	0.11034362203220877	0.14510372946543987	0.17019185254134414	0.16990043946412983	0.17093128770513827	0.08582183437128868	0.09485989931678909	0.03849040016724965	0.07374602210790099	0.08200066179056836	0.10249353638346392	0.08185839766864195	0.0654767417025631
f4pp	0.052790167677282576	0.07771042126721359	0.09265208931832355	0.13859017245568916	0.10440082045785806	0.04921591481097016	0.09877165857549391	0.09164129473147165	0.10232588057778079	0.19554182218517607	0.3477984510662446	0.3711360780443886	0.3388659085656149	0.32722055078114354	0.3495977711404327	0.3417794917443536	0.36370827773713377	0.3516362533253414	0.3527346018432021	0.3414695275733287	0.21132625752679224	0.11316682975107516	0.09039666315511874	0.08338481196473946	0.07593410616821086	0.05185274785653398	0.12070389617004099	0.11205514529512148	0.09088025839501564	0.1403827292704663	0.061692738199381314	0.023719612908763305	0.0	0.041316525253639116	0.01751217890503141	0.06997939671622755	0.08602776146335137	0.05783112759707584	0.07755165857176662	0.06512304464738858	0.0493077988345802	0.07401074277439423	0.06630623284232845	0.08969720882740209	0.05758347830442685	0.0856604352537794	0.09015980633479534	0.09591548196920564	0.0697832650486474	0.08618295917098344	0.09496463945494588	0.17087972162336967	0.09584367644188614	0.11051703675793666	0.10621836757886541	0.171931721375515	0.0949145156064103	0.11485715540092133	0.11309200414528045	0.14785211157851155	0.17294023465441583	0.17264882157720152	0.17367966981820998	0.08857021648436038	0.09760828142986079	0.041238782280321344	0.07649440422097269	0.08474904390364005	0.10524191849653561	0.08460677978171363	0.0682251238156348
f22ppB	0.08445583797012426	0.10937609156005529	0.12431775961116524	0.17025584274853084	0.13606649075069976	0.08088158510381185	0.1304373288683356	0.12330696502431333	0.13399155087062248	0.22720749247801778	0.37946412135908625	0.40280174833723026	0.37053157885845656	0.35888622107398527	0.3812634414332744	0.37344516203719536	0.3953739480299755	0.38330192361818305	0.3844002721360438	0.37313519786617044	0.2429919278196339	0.14483250004391685	0.12206233344796043	0.11505048225758115	0.10759977646105255	0.08351841814937566	0.1523695664628827	0.14372081558796318	0.12254592868785733	0.17204839956330797	0.093358408492223	0.055385283201605	0.041316525253639116	0.0	0.03905019024976491	0.10164506700906924	0.11769343175619305	0.08949679788991753	0.1092173288646083	0.09678871494023028	0.0809734691274219	0.10567641306723591	0.09797190313517012	0.12136287912024377	0.08924914859726854	0.11732610554662107	0.12182547662763701	0.12758115226204733	0.10144893534148909	0.11784862946382513	0.12663030974778755	0.20254539191621135	0.12750934673472783	0.14218270705077835	0.1378840378717071	0.2035973916683567	0.126580185899252	0.14652282569376301	0.14475767443812215	0.17951778187135325	0.20460590494725753	0.20431449187004322	0.20534534011105166	0.12023588677720207	0.12927395172270248	0.07290445257316303	0.10816007451381437	0.11641471419648174	0.1369075887893773	0.1162724500745553	0.09989079410847647
f1pp	0.06065149162151656	0.08557174521144757	0.10051341326255753	0.14645149639992314	0.11226214440209203	0.05707723875520414	0.10663298251972789	0.09950261867570562	0.11018720452201478	0.20340314612941007	0.3556597750104786	0.3789974019886226	0.3467272325098489	0.33508187472537754	0.3574590950846667	0.3496408156885876	0.37156960168136777	0.3594975772695754	0.3605959257874361	0.3493308515175627	0.2191875814710262	0.12102815369530914	0.09825798709935271	0.09124613590897343	0.08379543011244484	0.05971407180076796	0.12856522011427496	0.11991646923935545	0.09874158233924962	0.14824405321470027	0.06955406214361529	0.03158093685299729	0.01751217890503141	0.03905019024976491	0.0	0.07784072066046152	0.09388908540758534	0.06569245154130982	0.0854129825160006	0.07298436859162256	0.05716912277881418	0.0818720667186282	0.07416755678656242	0.09755853277163606	0.06544480224866084	0.09352175919801337	0.09802113027902931	0.10377680591343963	0.07764458899288137	0.09404428311521743	0.10282596339917985	0.17874104556760365	0.10370500038612013	0.11837836070217064	0.11407969152309938	0.179793045319749	0.10277583955064429	0.12271847934515531	0.12095332808951442	0.15571343552274552	0.18080155859864983	0.18051014552143552	0.18154099376244395	0.09643154042859436	0.10546960537409478	0.04910010622455532	0.08435572816520667	0.09261036784787402	0.1131032424407696	0.0924681037259476	0.07608644775986877
f6ppB	0.1030799984196558	0.1280002520095868	0.14294192006069678	0.1888800031980624	0.1546906512002313	0.09950574555334338	0.14906148931786714	0.14193112547384487	0.152615711320154	0.24583165292754933	0.3980882818086178	0.42142590878676184	0.38915573930798814	0.3775103815235168	0.399887601882806	0.3920693224867269	0.413998108479507	0.40192608406771463	0.40302443258557535	0.39175935831570197	0.26161608826916544	0.16345666049344837	0.14068649389749197	0.13367464270711268	0.1262239369105841	0.10214257859890721	0.1709937269124142	0.1623449760374947	0.14117008913738888	0.19067256001283953	0.11198256894175454	0.07400944365113654	0.06997939671622755	0.10164506700906924	0.07784072066046152	0.0	0.11717359133294997	0.08897695746667444	0.1086974884413652	0.10270633400447882	0.09959762957695344	0.12430057351676746	0.11659606358470168	0.13998703956977532	0.10787330904680009	0.13595026599615262	0.14044963707716857	0.14620531271157888	0.12007309579102063	0.13647278991335665	0.1452544701973191	0.22116955236574287	0.14613350718425938	0.16080686750030987	0.15650819832123863	0.22222155211788824	0.14520434634878354	0.16514698614329454	0.16338183488765368	0.19814194232088478	0.22323006539678908	0.22293865231957477	0.22396950056058318	0.13886004722673362	0.14789811217223403	0.09152861302269456	0.1267842349633459	0.13503887464601327	0.15553174923890883	0.13489661052408686	0.118514954558008
w1pp	0.11912836316677962	0.14404861675671063	0.1589902848078206	0.2049283679451862	0.1707390159473551	0.1155541103004672	0.16510985406499096	0.1579794902209687	0.16866407606727785	0.2618800176746731	0.4141366465557416	0.4374742735338856	0.4052041040551119	0.3935587462706406	0.41593596662992977	0.40811768723385067	0.4300464732266308	0.4179744488148384	0.41907279733269914	0.40780772306282576	0.2776644530162893	0.1795050252405722	0.15673485864461578	0.1497230074542365	0.1422723016577079	0.11819094334603103	0.18704209165953803	0.17839334078461852	0.15721845388451267	0.20672092475996334	0.12803093368887836	0.09005780839826036	0.08602776146335137	0.11769343175619305	0.09388908540758534	0.11717359133294997	0.0	0.08323458958573685	0.11198043192999382	0.11875469875160263	0.11564599432407725	0.14034893826389128	0.1326444283318255	0.15603540431689913	0.12392167379392391	0.15199863074327644	0.15649800182429238	0.16225367745870267	0.13612146053814445	0.1525211546604805	0.16130283494444292	0.23721791711286672	0.16218187193138317	0.1768552322474337	0.17255656306836245	0.23826991686501203	0.16125271109590733	0.18119535089041838	0.1794301996347775	0.2141903070680086	0.23927843014391287	0.23898701706669856	0.24001786530770702	0.1549084119738574	0.16394647691935782	0.10757697776981838	0.14283259971046974	0.1510872393931371	0.17158011398603265	0.15094497527121067	0.13456331930513182
f10pp	0.0909317293005041	0.1158519828904351	0.13079365094154508	0.17673173407891068	0.14254238208107958	0.08735747643419167	0.13691322019871544	0.12978285635469317	0.14046744220100232	0.2336833838083976	0.3859400126894661	0.4092776396676101	0.3770074701888364	0.36536211240436506	0.38773933276365424	0.37992105336757515	0.4018498393603553	0.3897778149485629	0.3908761634664236	0.37961108919655023	0.24946781915001376	0.1513083913742967	0.12853822477834026	0.12152637358796098	0.11407566779143238	0.08999430947975551	0.1588454577932625	0.150196706918343	0.12902182001823714	0.17852429089368782	0.09983429982260283	0.06186117453198483	0.05783112759707584	0.08949679788991753	0.06569245154130982	0.08897695746667444	0.08323458958573685	0.0	0.0837837980637183	0.09055806488532711	0.08744936045780173	0.11215230439761575	0.10444779446554997	0.1278387704506236	0.09572503992764839	0.12380199687700091	0.12830136795801686	0.13405704359242715	0.10792482667186892	0.12432452079420496	0.1331062010781674	0.2090212832465912	0.13398523806510765	0.1486585983811582	0.14435992920208693	0.2100732829987365	0.1330560772296318	0.15299871702414286	0.15123356576850197	0.18599367320173307	0.21108179627763735	0.21079038320042304	0.2118212314414315	0.12671177810758188	0.1357498430530823	0.07938034390354286	0.11463596584419421	0.12289060552686157	0.14338348011975713	0.12274834140493515	0.1063666854388563
f12ppA	0.11065226027519486	0.1355725138651259	0.15051418191623583	0.19645226505360147	0.16226291305577034	0.10707800740888246	0.15663375117340622	0.14950338732938395	0.16018797317569308	0.2534039147830884	0.4056605436641569	0.4289981706423009	0.3967280011635272	0.38508264337905584	0.40745986373834503	0.39964158434226593	0.4215703703350461	0.4094983459232537	0.4105966944411144	0.399331620171241	0.26918835012470455	0.17102892234898745	0.14825875575303105	0.14124690456265176	0.13379619876612314	0.10971484045444627	0.17856598876795327	0.16991723789303376	0.14874235099292793	0.1982448218683786	0.11955483079729361	0.0815817055066756	0.07755165857176662	0.1092173288646083	0.0854129825160006	0.1086974884413652	0.11198043192999382	0.0837837980637183	0.0	0.11027859586001788	0.10716989143249249	0.1318728353723065	0.12416832544024073	0.14755930142531437	0.11544557090233915	0.14352252785169167	0.14802189893270762	0.15377757456711794	0.12764535764655968	0.1440450517688957	0.15282673205285816	0.22874181422128192	0.15370576903979843	0.16837912935584892	0.1640804601767777	0.2297938139734273	0.1527766082043226	0.1727192479988336	0.17095409674319273	0.20571420417642383	0.23080232725232813	0.23051091417511382	0.23154176241612223	0.14643230908227267	0.15547037402777308	0.09910087487823362	0.13435649681888495	0.14261113650155233	0.1631040110944479	0.1424688723796259	0.12608721641354706
w19pp	0.09822364635081683	0.12314389994074787	0.13808556799185784	0.18402365112922342	0.14983429913139235	0.09464939348450443	0.14420513724902817	0.1370747734050059	0.14775935925131506	0.24097530085871036	0.39323192973977883	0.41656955671792284	0.38429938723914914	0.37265402945467785	0.395031249813967	0.38721297041788794	0.4091417564106681	0.39706973199887563	0.39816808051673636	0.386903006246863	0.2567597362003265	0.15860030842460943	0.135830141828653	0.1288182906382737	0.12136758484174513	0.09728622653006824	0.16613737484357527	0.15748862396865576	0.1363137370685499	0.18581620794400056	0.10712621687291557	0.06915309158229757	0.06512304464738858	0.09678871494023028	0.07298436859162256	0.10270633400447882	0.11875469875160263	0.09055806488532711	0.11027859586001788	0.0	0.09474127750811447	0.11944422144792849	0.1117397115158627	0.13513068750093635	0.10301695697796112	0.13109391392731365	0.1355932850083296	0.14134896064273988	0.11521674372218166	0.1316164378445177	0.14039811812848013	0.21631320029690393	0.14127715511542038	0.15595051543147093	0.15165184625239966	0.21736520004904925	0.14034799427994454	0.1602906340744556	0.1585254828188147	0.1932855902520458	0.21837371332795008	0.21808230025073577	0.21911314849174424	0.13400369515789462	0.14304176010339503	0.08667226095385559	0.12192788289450694	0.1301825225771743	0.15067539717006986	0.1300402584552479	0.11365860248916904
w4pp	0.052745585606332676	0.08711528940587566	0.10205695745698563	0.14799504059435126	0.11380568859652014	0.05862078294963223	0.108176526714156	0.10104616287013372	0.11173074871644285	0.20494669032383817	0.35720331920490667	0.3805409461830507	0.348270776704277	0.33662541891980563	0.3590026392790948	0.3511843598830157	0.37311314587579586	0.36104112146400347	0.3621394699818642	0.3508743957119908	0.22073112566545428	0.12257169788973722	0.09980153129378082	0.09278968010340154	0.08533897430687293	0.06125761599519605	0.13010876430870305	0.12146001343378356	0.1002851265336777	0.1497875974091284	0.08453254201212651	0.04655941672150851	0.0493077988345802	0.0809734691274219	0.05716912277881418	0.09959762957695344	0.11564599432407725	0.08744936045780173	0.10716989143249249	0.09474127750811447	0.0	0.05476473750566378	0.047060227573598	0.08041043359037385	0.04829670306739861	0.07637366001675114	0.08087303109776708	0.09587089989825573	0.0697386829776975	0.08613837710003353	0.09492005738399598	0.17083513955241975	0.09579909437093623	0.11047245468698674	0.10617378550791551	0.1718871393045651	0.09486993353546039	0.11481257332997141	0.11304742207433055	0.14780752950756165	0.17289565258346593	0.17260423950625162	0.17363508774726005	0.08852563441341046	0.09756369935891088	0.04119420020937144	0.07644982215002277	0.08470446183269015	0.10519733642558571	0.08456219771076373	0.06818054174468488
