	S14Hp	w32pp	w8pp	w16pp	S10H1	S16H2	S13Hp	s20pp	F7H1	f14ppA	w6pp	f22ppB	f11pp	f31pp	w4pp	f4pp	f18pp	f23ppA	F14H1A	S31Hp	f17ppA	S2Hp	f20ppA	f30pp	w21pp	w3pp	w1pp	s3pp	w10pp	f16ppA	f21pp	s2pp	w2pp	f25pp	f14ppB	f6ppB	f8pp	f23ppB	w12pp	f12ppB	f32pp	w25pp	w18pp	f1pp	f2pp	f17ppB	w17pp	f10pp	f13pp	w28pp	f22ppA	w22pp	S22Hp	w14pp	w11pp	w20pp	f7pp	w13pp	f19pp	w19pp	F14H1B	S28Hp	w23pp	w24pp	w27pp	w29pp	w26pp	f15pp	f9pp	S3Hp	S18H1	F6H1	S6Hp	f26pp	w31pp	w9pp	f6ppA	f24pp	f12ppA	f20ppB	w15pp	s12pp	s24pp	s17pp	s29pp	w7pp	s30pp	s28pp	s25pp
w6pp	0.32624249096333235	0.15509801719407915	0.15421565898175632	0.14865670343256107	0.32625591288323774	0.341420421966823	0.2913578393062784	0.25201927881397046	0.31241961609856755	0.12090790641158425	0.0	0.10370043022870215	0.09630528120239522	0.16417281886120744	0.12634801736710888	0.14395001069388327	0.14095326530831206	0.1302134364490013	0.21333143280906242	0.23453800047660994	0.19477673156839084	0.29988877213590553	0.10284251577302705	0.1107861182811317	0.17426402185320733	0.19080399116281074	0.20000210444257774	0.17465247810301343	0.1290050926028469	0.12108032513807401	0.1483899284387269	0.15027358515918116	0.14268499558318237	0.10284151577252702	0.10232344868069079	0.09781234385330484	0.1071214718927596	0.12112968039005147	0.11821809639714771	0.08971428971011837	0.10663086509129774	0.08005297747644273	0.07787276563373938	0.06948578121589741	0.07085437122404788	0.07063377020856845	0.07399915071318801	0.07399915071318801	0.12794672315942948	0.11286626162988353	0.12909160331792047	0.14740229175504113	0.24275180938637686	0.11784337248947202	0.10972823153368319	0.11433769742288014	0.11433769742288014	0.14562704375409236	0.16589300519760725	0.21076434814365125	0.3141166365057928	0.2746071909014629	0.14932755925203084	0.14114928032614227	0.14895761964838686	0.13611463427205597	0.13366542489625038	0.1783865739221648	0.1927654549008227	0.2675853495247714	0.34501009246133224	0.2626884994277536	0.2460853420239486	0.19417974313432648	0.1636229931846059	0.13366442489575034	0.11813631847860996	0.11476398569818735	0.1229806020329959	0.1630594343855496	0.13647241615471323	0.15370202675568662	0.14760736911780525	0.29276037185490744	0.19931581612555488	0.17767437466632968	0.18924654557202153	0.19082713536612717	0.18828607561232014
f22ppB	0.3028250306277935	0.13168055685854024	0.1307981986462174	0.12523924309702217	0.3028384525476988	0.31800296163128405	0.2679403789707395	0.22860181847843156	0.2890021557630287	0.09749044607604535	0.10370043022870215	0.0	0.011732049311801154	0.07959958697061337	0.06969163230534983	0.08729362563212424	0.08429688024655302	0.07355705138724225	0.1566750477473034	0.17788161541485092	0.13812034650663182	0.24323238707414652	0.046186130711268016	0.054129733219372665	0.11760763679144828	0.1341476061010517	0.14334571938081872	0.1179960930412544	0.07234870754108785	0.06442394007631497	0.09173354337696787	0.09361720009742212	0.08602861052142333	0.046185130710767984	0.04566706361893175	0.04115595879154581	0.05046508683100056	0.06447329532829243	0.06156171133538867	0.03305790464835934	0.0499744800295387	0.031820755636877966	0.029640543794174613	0.036405204175232166	0.037773794183382635	0.04721630987302955	0.05058169037764911	0.05058169037764911	0.10452926282389058	0.08944880129434463	0.10567414298238155	0.12398483141950223	0.21933434905083793	0.09442591215393312	0.08631077119814429	0.09092023708734123	0.09092023708734123	0.12220958341855347	0.14247554486206837	0.18734688780811234	0.2906991761702539	0.25118973056592403	0.12591009891649194	0.11773181999060336	0.12554015931284795	0.11269717393651707	0.11024796456071147	0.1549691135866259	0.1693479945652838	0.24416788918923255	0.32159263212579337	0.2392710390922147	0.22266788168840967	0.17076228279878758	0.140205532849067	0.11024696456021144	0.09471885814307106	0.09134652536264845	0.099563141697457	0.13964197405001072	0.11305495581917431	0.13028456642014774	0.12418990878226636	0.2693429115193685	0.17589835579001598	0.1542569143307908	0.16582908523648263	0.16740967503058826	0.16486861527678126
f11pp	0.29542988160148653	0.1242854078322333	0.12340304961991047	0.11784409407071522	0.2954433035213919	0.31060781260497716	0.2605452299444326	0.22120666945212464	0.28160700673672173	0.09009529704973841	0.09630528120239522	0.011732049311801154	0.0	0.06786953765981227	0.062296483279042913	0.07989847660581732	0.0769017312202461	0.06616190236093533	0.14927989872099648	0.170486466388544	0.1307251974803249	0.2358372380478396	0.03879098168496109	0.04673458419306574	0.11021248776514136	0.12675245707474478	0.1359505703545118	0.11060094401494748	0.06495355851478093	0.05702879105000805	0.08433839435066096	0.0862220510711152	0.07863346149511641	0.03878998168446106	0.03827191459262483	0.03376080976523889	0.043069937804693634	0.0570781463019855	0.05416656230908175	0.025662755622052415	0.042579331003231774	0.024425606610571048	0.02224539476786769	0.029010055148925244	0.03037864515707571	0.039821160846722624	0.04318654135134218	0.04318654135134218	0.09713411379758366	0.0820536522680377	0.09827899395607462	0.1165896823931953	0.211939200024531	0.08703076312762617	0.07891562217183734	0.0835250880610343	0.0835250880610343	0.11481443439224653	0.13508039583576142	0.17995173878180543	0.283304027143947	0.24379458153961708	0.11851494989018502	0.11033667096429645	0.11814501028654101	0.10530202491021014	0.10285281553440453	0.14757396456031896	0.16195284553897688	0.2367727401629256	0.3141974830994864	0.23187589006590775	0.21527273266210276	0.16336713377248063	0.13281038382276006	0.1028518155339045	0.08732370911676413	0.08395137633634152	0.09216799267115007	0.13224682502370377	0.10565980679286738	0.1228894173938408	0.11679475975595943	0.26194776249306156	0.16850320676370906	0.14686176530448386	0.1584339362101757	0.16001452600428134	0.15747346625047431
f31pp	0.36329741926029874	0.19215294549104553	0.1912705872787227	0.18571163172952745	0.3633108411802041	0.37847535026378937	0.3284127676032448	0.28907420711093684	0.34947454439553394	0.1579628347085506	0.16417281886120744	0.07959958697061337	0.06786953765981227	0.0	0.13016402093785512	0.14776601426462954	0.1447692688790583	0.13402944001974754	0.21714743637980868	0.2383540040473562	0.1985927351391371	0.3037047757066518	0.1066585193437733	0.11460212185187796	0.17808002542395357	0.19461999473355698	0.203818108013324	0.17846848167375967	0.13282109617359314	0.12489632870882025	0.15220593200947316	0.1540895887299274	0.1465009991539286	0.10665751934327328	0.10613945225143703	0.1016283474240511	0.11093747546350585	0.12494568396079772	0.12203409996789397	0.09353029328086462	0.11044686866204398	0.09229314426938326	0.09011293242667989	0.09687759280773746	0.09824618281588791	0.10768869850553484	0.11105407901015438	0.11105407901015438	0.16500165145639586	0.14992118992684988	0.16614653161488682	0.1844572200520075	0.2798067376833432	0.15489830078643838	0.14678315983064955	0.1513926257198465	0.1513926257198465	0.18268197205105874	0.20294793349457363	0.24781927644061763	0.3511715648027592	0.3116621191984293	0.18638248754899722	0.17820420862310865	0.1860125479453532	0.17316956256902233	0.17072035319321674	0.21544150221913116	0.22982038319778908	0.3046402778217378	0.3820650207582986	0.29974342772471996	0.28314027032091493	0.23123467143129284	0.20067792148157226	0.1707193531927167	0.15519124677557633	0.15181891399515374	0.16003553032996226	0.20011436268251598	0.17352734445167958	0.190756955052653	0.18466229741477164	0.32981530015187377	0.23637074442252126	0.21472930296329606	0.2263014738689879	0.22788206366309355	0.22534100390928652
w4pp	0.3254726177662002	0.15432814399694697	0.15344578578462414	0.1478868302354289	0.32548603968610557	0.3406505487696908	0.2905879661091462	0.2512494056168383	0.3116497429014354	0.12013803321445207	0.12634801736710888	0.06969163230534983	0.062296483279042913	0.13016402093785512	0.0	0.023374639964095847	0.02037789457852463	0.009638065719213858	0.09275606207927499	0.11396262974682256	0.09044814834536469	0.1955601889128794	0.023511501597081992	0.03145510410518664	0.09493300767726226	0.11147297698686567	0.1206710902666327	0.09532146392706838	0.049674078426901844	0.041749310962128944	0.06905891426278185	0.0709425709832361	0.0633539814072373	0.023510501596581964	0.03304677834118996	0.028537673514804077	0.03784880155525888	0.05185701005255075	0.048945426059646996	0.03663772765899061	0.05355430304016997	0.054468342775284694	0.05228813093258134	0.05905279131363889	0.06042138132178936	0.06986389701143628	0.07322927751605582	0.07322927751605582	0.1271768499622973	0.11209638843275135	0.1283217301207883	0.14663241855790896	0.24198193618924468	0.11707349929233984	0.10895835833655101	0.11356782422574796	0.11356782422574796	0.14485717055696018	0.16512313200047507	0.20999447494651907	0.3133467633086606	0.27383731770433073	0.14855768605489866	0.1403794071290101	0.14818774645125468	0.1353447610749238	0.1328955516991182	0.17761670072503263	0.19199558170369052	0.26681547632763924	0.34424021926420006	0.2619186262306214	0.24531546882681643	0.1934098699371943	0.16285311998747373	0.13289455169861816	0.11736644528147779	0.11399411250105518	0.12221072883586373	0.16228956118841742	0.13570254295758105	0.15293215355855444	0.14683749592067308	0.29199049865777527	0.1985459429284227	0.1769045014691975	0.18847667237488935	0.190057262168995	0.18751620241518796
f4pp	0.34307461109297455	0.17193013732372137	0.17104777911139854	0.1654888235622033	0.34308803301287993	0.3582525420964652	0.30818995943592065	0.26885139894361265	0.3292517362282098	0.13774002654122647	0.14395001069388327	0.08729362563212424	0.07989847660581732	0.14776601426462954	0.023374639964095847	0.0	0.002998745386571274	0.02053259638560563	0.10365059274566676	0.12485716041321433	0.10805014167213908	0.2131621822396538	0.041113494923856395	0.049057097431961044	0.11253500100403666	0.12907497031364007	0.1382730835934071	0.11292345725384278	0.06727607175367624	0.059351304288903346	0.08666090758955625	0.08854456431001051	0.0809559747340117	0.04111249492335636	0.050648771667964367	0.04613966684157849	0.05545079488203329	0.06945900337932516	0.06654741938642142	0.054239720985765016	0.07115629636694437	0.07207033610205911	0.06989012425935574	0.07665478464041331	0.07802337464856376	0.08746589033821067	0.09083127084283023	0.09083127084283023	0.1447788432890717	0.12969838175952575	0.14592372344756266	0.16423441188468335	0.25958392951601905	0.13467549261911424	0.1265603516633254	0.13116981755252236	0.13116981755252236	0.1624591638837346	0.1827251253272495	0.22759646827329347	0.33094875663543505	0.29143931103110515	0.16615967938167306	0.1579814004557845	0.16578973977802908	0.1529467544016982	0.15049754502589258	0.19521869405180703	0.20959757503046492	0.28441746965441367	0.3618422125909745	0.2795206195573958	0.2629174621535908	0.2110118632639687	0.18045511331424813	0.15049654502539256	0.1349684386082522	0.13159610582782957	0.13981272216263813	0.17989155451519184	0.15330453628435542	0.17053414688532886	0.1644394892474475	0.30959249198454963	0.2161479362551971	0.19450649479597193	0.20607866570166375	0.20765925549576938	0.20511819574196238
f18pp	0.3400778657074034	0.16893339193815016	0.16805103372582733	0.16249207817663208	0.3400912876273088	0.355255796710894	0.3051932140503494	0.2658546535580415	0.32625499084263854	0.13474328115565526	0.14095326530831206	0.08429688024655302	0.0769017312202461	0.1447692688790583	0.02037789457852463	0.002998745386571274	0.0	0.017535851000034415	0.10065384736009556	0.12186041502764311	0.10505339628656787	0.2101654368540826	0.03811674953828518	0.04606035204638983	0.10953825561846545	0.12607822492806886	0.13527633820783588	0.10992671186827156	0.06427932636810503	0.05635455890333213	0.08366416220398504	0.08554781892443929	0.07795922934844049	0.03811574953778515	0.04765202628239315	0.043142921456007274	0.05245404949646208	0.06646225799375395	0.0635506740008502	0.0512429756001938	0.06815955098137316	0.0690735907164879	0.06689337887378453	0.0736580392548421	0.07502662926299256	0.08446914495263946	0.08783452545725902	0.08783452545725902	0.1417820979035005	0.12670163637395454	0.14292697806199145	0.16123766649911214	0.25658718413044784	0.13167874723354303	0.1235636062777542	0.12817307216695115	0.12817307216695115	0.1594624184981634	0.17972837994167828	0.22459972288772226	0.32795201124986384	0.28844256564553394	0.16316293399610185	0.15498465507021328	0.16279299439245787	0.14995000901612698	0.14750079964032137	0.19222194866623582	0.2066008296448937	0.28142072426884246	0.3588454672054033	0.2765238741718246	0.2599207167680196	0.2080151178783975	0.17745836792867692	0.14749979963982135	0.13197169322268099	0.12859936044225836	0.13681597677706692	0.17689480912962063	0.1503077908987842	0.16753740149975765	0.1614427438618763	0.3065957465989784	0.2131511908696259	0.19150974941040072	0.20308192031609254	0.20466251011019818	0.20212145035639117
f23ppA	0.3293380368480926	0.1581935630788394	0.15731120486651656	0.1517522493173213	0.329351458767998	0.3445159678515832	0.29445338519103864	0.2551148246987307	0.3155151619833278	0.12400345229634449	0.1302134364490013	0.07355705138724225	0.06616190236093533	0.13402944001974754	0.009638065719213858	0.02053259638560563	0.017535851000034415	0.0	0.0831199963610612	0.10432656402860876	0.0943135674272571	0.19942560799477183	0.027376920678974404	0.03532052318707905	0.09879842675915468	0.11533839606875809	0.12453650934852512	0.09918688300896078	0.05353949750879425	0.045614730044021355	0.07292433334467427	0.0748079900651285	0.06721940048912972	0.027375920678474375	0.036912197423082375	0.0324030925966965	0.0417142206371513	0.05572242913444317	0.05281084514153942	0.040503146740883025	0.05741972212206239	0.05833376185717711	0.05615355001447376	0.06291821039553132	0.06428680040368177	0.0737293160933287	0.07709469659794824	0.07709469659794824	0.13104226904418972	0.11596180751464377	0.1321871492026807	0.15049783763980137	0.2458473552711371	0.12093891837423226	0.11282377741844343	0.11743324330764038	0.11743324330764038	0.1487225896388526	0.1689885510823675	0.2138598940284115	0.31721218239055304	0.27770273678622315	0.15242310513679108	0.1442448262109025	0.1520531655331471	0.13921018015681622	0.13676097078101063	0.18148211980692505	0.19586100078558294	0.27068089540953166	0.3481056383460925	0.2657840453125138	0.24918088790870885	0.19727528901908672	0.16671853906936615	0.13675997078051058	0.1212318643633702	0.1178595315829476	0.12607614791775615	0.16615498027030984	0.13956796203947347	0.15679757264044686	0.1507029150025655	0.2958559177396677	0.20241136201031512	0.18076992055108992	0.19234209145678177	0.1939226812508874	0.19138162149708038
F14H1A	0.4124560332081537	0.2413115594389005	0.24042920122657768	0.23487024567738243	0.4124694551280591	0.42763396421164435	0.37757138155109976	0.3382328210587918	0.3986331583433889	0.20712144865640558	0.21333143280906242	0.1566750477473034	0.14927989872099648	0.21714743637980868	0.09275606207927499	0.10365059274566676	0.10065384736009556	0.0831199963610612	0.0	0.1691826401666981	0.17743156378731822	0.28254360435483294	0.11049491703903554	0.11843851954714019	0.1819164231192158	0.19845639242881924	0.20765450570858623	0.18230487936902193	0.1366574938688554	0.1287327264040825	0.15604232970473542	0.15792598642518965	0.15033739684919084	0.11049391703853552	0.12003019378314352	0.11552108895675764	0.12483221699721245	0.13884042549450432	0.13592884150160056	0.12362114310094417	0.14053771848212354	0.14145175821723824	0.1392715463745349	0.14603620675559245	0.1474047967637429	0.15684731245338981	0.16021269295800936	0.16021269295800936	0.21416026540425084	0.19907980387470486	0.2153051455627418	0.23361583399986247	0.3289653516311982	0.20405691473429335	0.19594177377850452	0.20055123966770147	0.20055123966770147	0.23184058599891372	0.2521065474424286	0.2969778903884726	0.40033017875061416	0.36082073314628427	0.2355411014968522	0.22736282257096363	0.2351711618932082	0.2223281765168773	0.21987896714107172	0.26460011616698614	0.27897899714564406	0.3537988917695928	0.4312236347061536	0.34890204167257494	0.33229888426876997	0.2803932853791478	0.24983653542942724	0.21987796714057167	0.2043498607234313	0.20097752794300872	0.20919414427781724	0.24927297663037096	0.22268595839953456	0.23991556900050798	0.23382091136262662	0.3789739140997288	0.28552935837037624	0.26388791691115104	0.2754600878168429	0.2770406776109485	0.2744996178571415
S31Hp	0.43366260087570124	0.262518127106448	0.2616357688941252	0.25607681334492993	0.43367602279560663	0.4488405318791919	0.3987779492186473	0.35943938872633935	0.41983972601093644	0.2283280163239531	0.23453800047660994	0.17788161541485092	0.170486466388544	0.2383540040473562	0.11396262974682256	0.12485716041321433	0.12186041502764311	0.10432656402860876	0.1691826401666981	0.0	0.1986381314548658	0.3037501720223805	0.1317014847065831	0.13964508721468777	0.20312299078676338	0.2196629600963668	0.22886107337613382	0.20351144703656948	0.15786406153640295	0.14993929407163006	0.17724889737228297	0.1791325540927372	0.17154396451673842	0.1317004847060831	0.14123676145069106	0.13672765662430517	0.14603878466475997	0.16004699316205184	0.1571354091691481	0.1448277107684917	0.16174428614967107	0.16265832588478576	0.16047811404208243	0.16724277442313998	0.16861136443129043	0.17805388012093734	0.18141926062555688	0.18141926062555688	0.23536683307179837	0.2202863715422524	0.23651171323028933	0.25482240166741	0.3501719192987457	0.22526348240184088	0.21714834144605205	0.221757807335249	0.221757807335249	0.25304715366646124	0.27331311510997613	0.31818445805602014	0.4215367464181617	0.3820273008138318	0.2567476691643997	0.24856939023851116	0.2563777295607557	0.24353474418442483	0.24108553480861925	0.28580668383453367	0.3001855648131916	0.3750054594371403	0.45243020237370113	0.37010860934012246	0.35350545193631744	0.30159985304669534	0.27104310309697477	0.2410845348081192	0.22555642839097884	0.22218409561055624	0.23040071194536477	0.2704795442979185	0.2438925260670821	0.2611221366680555	0.25502747903017414	0.4001804817672763	0.30673592603792377	0.28509448457869857	0.2966666554843904	0.29824724527849605	0.295706185524689
f17ppA	0.3939013319674821	0.22275685819822894	0.2218744999859061	0.21631554443671086	0.3939147538873875	0.40907926297097275	0.3590166803104282	0.3196781198181202	0.38007845710271737	0.18856674741573404	0.19477673156839084	0.13812034650663182	0.1307251974803249	0.1985927351391371	0.09044814834536469	0.10805014167213908	0.10505339628656787	0.0943135674272571	0.17743156378731822	0.1986381314548658	0.0	0.21742279905091216	0.09194021579836398	0.09988381830646864	0.16336172187854425	0.17990169118814767	0.1890998044679147	0.16375017812835035	0.11810279262818384	0.11017802516341094	0.13748762846406384	0.13937128518451808	0.1317826956085193	0.09193921579786396	0.10147549254247196	0.09696638771608608	0.10627751575654089	0.12028572425383276	0.117374140260929	0.10506644186027261	0.12198301724145197	0.1228970569765667	0.12071684513386333	0.12748150551492088	0.12885009552307133	0.13829261121271824	0.14165799171733778	0.14165799171733778	0.19560556416357927	0.1805251026340333	0.19675044432207023	0.21506113275919092	0.3104106503905266	0.18550221349362178	0.17738707253783295	0.1819965384270299	0.1819965384270299	0.21328588475824214	0.23355184620175704	0.278423189147801	0.38177547750994256	0.34226603190561267	0.21698640025618063	0.20880812133029206	0.21661646065253662	0.20377347527620576	0.20132426590040015	0.2460454149263146	0.26042429590497246	0.3352441905289212	0.41266893346548206	0.3303473404319034	0.31374418302809837	0.26183858413847627	0.2312818341887557	0.20132326589990013	0.18579515948275974	0.18242282670233712	0.19063944303714567	0.23071827538969938	0.204131257158863	0.22136086775983643	0.21526621012195507	0.3604192128590572	0.2669746571297047	0.2453332156704795	0.25690538657617135	0.2584859763702769	0.25594491661646995
S2Hp	0.4990133725349969	0.3278688987657436	0.32698654055342075	0.3214275850042255	0.4990267944549022	0.5141913035384875	0.4641287208779429	0.42479016038563494	0.48519049767023203	0.29367878798324876	0.29988877213590553	0.24323238707414652	0.2358372380478396	0.3037047757066518	0.1955601889128794	0.2131621822396538	0.2101654368540826	0.19942560799477183	0.28254360435483294	0.3037501720223805	0.21742279905091216	0.0	0.1970522563658787	0.20499585887398336	0.26847376244605897	0.28501373175566236	0.2942118450354294	0.2688622186958651	0.22321483319569854	0.21529006573092566	0.24259966903157856	0.2444833257520328	0.23689473617603402	0.19705125636537868	0.20658753310998665	0.20207842828360076	0.21138955632405557	0.22539776482134743	0.22248618082844368	0.2101784824277873	0.22709505780896666	0.22800909754408136	0.22582888570137802	0.23259354608243557	0.23396213609058603	0.24340465178023293	0.24677003228485248	0.24677003228485248	0.300717604731094	0.28563714320154804	0.30186248488958495	0.32017317332670564	0.41552269095804134	0.2906142540611365	0.2824991131053477	0.2871085789945446	0.2871085789945446	0.31839792532575684	0.3386638867692717	0.38353522971531573	0.48688751807745734	0.44737807247312744	0.3220984408236953	0.31392016189780675	0.32172850122005137	0.3088855158437205	0.30643630646791487	0.3511574554938293	0.3655363364724872	0.44035623109643596	0.5177809740329967	0.43545938099941806	0.4188562235956131	0.366950624705991	0.3363938747562704	0.30643530646741485	0.2909072000502745	0.28753486726985183	0.29575148360466036	0.3358303159572141	0.3092432977263777	0.3264729083273511	0.32037825068946973	0.46553125342657187	0.37208669769721936	0.35044525623799416	0.362017427143686	0.3635980169377916	0.3610569571839847
f20ppA	0.30196711617211835	0.13082264240286515	0.1299402841905423	0.12438132864134707	0.30198053809202374	0.317145047175609	0.2670824645150644	0.22774390402275646	0.28814424130735355	0.09663253162037025	0.10284251577302705	0.046186130711268016	0.03879098168496109	0.1066585193437733	0.023511501597081992	0.041113494923856395	0.03811674953828518	0.027376920678974404	0.11049491703903554	0.1317014847065831	0.09194021579836398	0.1970522563658787	0.0	0.007945602509104708	0.07142350608118032	0.08796347539078374	0.09716158867055076	0.07181196233098644	0.026164576830819908	0.01823980936604701	0.045549412666699915	0.047433069387154164	0.03984447981115537	3.00000150008727e-06	0.009541276747108142	0.0050321719207222625	0.014343299961177067	0.028351508458468934	0.025439924465565186	0.013132226064908792	0.030048801446088153	0.030962841181202877	0.028782629338499524	0.035547289719557076	0.036915879727707546	0.04635839541735446	0.049723775921974016	0.049723775921974016	0.10367134836821548	0.08859088683866953	0.10481622852670645	0.12312691696382713	0.21847643459516286	0.09356799769825802	0.08545285674246919	0.09006232263166614	0.09006232263166614	0.12135166896287837	0.14161763040639325	0.18648897335243725	0.2898412617145788	0.2503318161102489	0.12505218446081684	0.11687390553492827	0.12468224485717286	0.11183925948084197	0.10939005010503637	0.1541111991309508	0.1684900801096087	0.24330997473355742	0.32073471767011824	0.23841312463653958	0.2218099672327346	0.16990436834311248	0.1393476183933919	0.10938905010453634	0.09386094368739596	0.09048861090697335	0.0987052272417819	0.1387840595943356	0.11219704136349921	0.12942665196447262	0.12333199432659127	0.26848499706369344	0.17504044133434088	0.15339899987511568	0.16497117078080753	0.16655176057491317	0.16401070082110616
f30pp	0.309910718680223	0.1387662449109698	0.13788388669864696	0.13232493114945174	0.3099241406001284	0.32508864968371365	0.27502606702316906	0.23568750653086112	0.2960878438154582	0.10457613412847491	0.1107861182811317	0.054129733219372665	0.04673458419306574	0.11460212185187796	0.03145510410518664	0.049057097431961044	0.04606035204638983	0.03532052318707905	0.11843851954714019	0.13964508721468777	0.09988381830646864	0.20499585887398336	0.007945602509104708	0.0	0.06520559998680397	0.08174556929640739	0.09094368257617441	0.06559405623661009	0.01994667073644356	0.012021903271670662	0.03933150657232356	0.04121516329277781	0.03362657371677901	0.007946602509604737	0.01748487925521279	0.012975774428826914	0.02228690246928172	0.03629511096657359	0.033383526973669836	0.021075828573013444	0.0379924039541928	0.03890644368930753	0.036726231846604174	0.043490892227661726	0.044859482235812195	0.05430199792545911	0.057667378430078665	0.057667378430078665	0.11161495087632015	0.0965344893467742	0.11275983103481112	0.1310705194719318	0.22642003710326752	0.10151160020636268	0.09339645925057385	0.0980059251397708	0.0980059251397708	0.12929527147098302	0.1495612329144979	0.1944325758605419	0.29778486422268347	0.25827541861835357	0.1329957869689215	0.12481750804303293	0.13262584736527752	0.11978286198894664	0.11733365261314103	0.16205480163905547	0.17643368261771336	0.2512535772416621	0.3286783201782229	0.24635672714464424	0.22975356974083927	0.17784797085121715	0.14729122090149657	0.117332652612641	0.10180454619550063	0.09843221341507802	0.10664882974988657	0.14672766210244026	0.12014064387160388	0.13737025447257728	0.13127559683469592	0.2764285995717981	0.18298404384244554	0.16134260238322035	0.1729147732889122	0.17449536308301783	0.17195430332921083
w21pp	0.37338862225229863	0.20224414848304542	0.2013617902707226	0.19580283472152735	0.373402044172204	0.38856655325578926	0.3385039705952447	0.29916541010293674	0.35956574738753383	0.1680540377005505	0.17426402185320733	0.11760763679144828	0.11021248776514136	0.17808002542395357	0.09493300767726226	0.11253500100403666	0.10953825561846545	0.09879842675915468	0.1819164231192158	0.20312299078676338	0.16336172187854425	0.26847376244605897	0.07142350608118032	0.06520559998680397	0.0	0.06514298406374672	0.10488760679667981	0.0795379804571155	0.04526092925136047	0.06145808467887283	0.08876768797952572	0.0998755381429381	0.09228694856693931	0.07142450608168036	0.08096278282728842	0.07645367800090254	0.08576480604135735	0.09977301453864922	0.09686143054574546	0.08455373214508907	0.10147030752626843	0.10238434726138315	0.10020413541867979	0.10696879579973735	0.1083373858078878	0.11777990149753473	0.12114528200215427	0.12114528200215427	0.17509285444839576	0.16001239291884978	0.17623773460688671	0.19454842304400738	0.28989794067534314	0.16498950377843827	0.15687436282264944	0.16148382871184638	0.16148382871184638	0.19277317504305863	0.21303913648657352	0.2579104794326175	0.3612627677947591	0.3217533221904292	0.19647369054099711	0.18829541161510854	0.1961037509373531	0.18326076556102222	0.18081155618521663	0.22553270521113106	0.23991158618978897	0.3147314808137377	0.3921562237502985	0.30983463071671985	0.2932314733129149	0.24132587442329273	0.21076912447357216	0.1808105561847166	0.16528244976757622	0.16191011698715363	0.17012673332196215	0.21020556567451587	0.18361854744367948	0.2008481580446529	0.19475350040677153	0.3399065031438737	0.24646194741452115	0.22482050595529596	0.2363926768609878	0.23797326665509344	0.2354322069012864
w3pp	0.38992859156190207	0.21878411779264884	0.217901759580326	0.21234280403113076	0.38994201348180746	0.4051065225653927	0.35504393990484806	0.3157053794125402	0.3761057166971372	0.18459400701015394	0.19080399116281074	0.1341476061010517	0.12675245707474478	0.19461999473355698	0.11147297698686567	0.12907497031364007	0.12607822492806886	0.11533839606875809	0.19845639242881924	0.2196629600963668	0.17990169118814767	0.28501373175566236	0.08796347539078374	0.08174556929640739	0.06514298406374672	0.0	0.12142757610628321	0.0960779497667189	0.06180089856096388	0.07799805398847624	0.10530765728912914	0.11641550745254152	0.10882691787654272	0.08796447539128377	0.09750275213689183	0.09299364731050595	0.10230477535096076	0.11631298384825263	0.11340139985534888	0.10109370145469249	0.11801027683587184	0.11892431657098657	0.1167441047282832	0.12350876510934077	0.12487735511749122	0.13431987080713814	0.13768525131175768	0.13768525131175768	0.19163282375799917	0.1765523622284532	0.19277770391649013	0.21108839235361082	0.3064379099849465	0.18152947308804168	0.17341433213225285	0.1780237980214498	0.1780237980214498	0.20931314435266204	0.22957910579617694	0.2744504487422209	0.3778027371043625	0.3382932915000326	0.21301365985060053	0.20483538092471196	0.21264372024695652	0.19980073487062566	0.19735152549482005	0.2420726745207345	0.25645155549939236	0.33127145012334114	0.4086961930599019	0.32637460002632324	0.30977144262251827	0.25786584373289617	0.2273090937831756	0.19735052549432003	0.18182241907717964	0.17845008629675702	0.18666670263156557	0.22674553498411928	0.2001585167532829	0.21738812735425633	0.21129346971637497	0.3564464724534771	0.26300191672412454	0.2413604752648994	0.2529326461705912	0.2545132359646969	0.25197217621088985
