	S18H1	s17pp	w6pp	f6ppA	f6ppB	s13pp	f20ppB	f14ppB	f16ppA	f23ppA	f21pp	f18pp	f14ppA	F23HpA	f8pp	s26pp	F7H1	f26pp	s16pp	s25pp	s24pp	S15Hp	s29pp	S28Hp	s12pp	s27pp	F6H1	s18pp	S11Hp	s2pp	f3pp	F14H1A	S26Hp	S9H1	S22Hp	f1pp	s1pp	S1Hp	f16ppB	w9pp	s3pp	f30pp	w3pp	s30pp	w30pp	f4pp	f23ppB
f3pp	0.49904255476097925	0.4435114870562331	0.44851263775991607	0.4013943760372968	0.3684481797627208	0.408415845478857	0.4056365401249148	0.2607551279600606	0.29939972216212307	0.28918063190994786	0.24923188638689653	0.22603179381245148	0.3761648568264881	0.45315739002680355	0.24061845897200124	0.4611872668746053	0.5301515189354442	0.4217611584719221	0.44903404265981417	0.5824537109766099	0.46500044847145916	0.4888630355125228	0.48813078608556076	0.5447577769225522	0.3662725474912676	0.4824154553024135	0.5062008210150228	0.3949283012194486	0.49462706326534345	0.1977315283961107	0.0	0.39224053668779385	0.3947956530043098	0.4220786888253456	0.3325162475229644	0.3467125753036482	0.2759230833725716	0.36253560903487714	0.36095434287195577	0.4758704183306622	0.31154542936737684	0.4194937767567083	0.46866256916022325	0.3579643136174229	0.3163744362268913	0.23287960881443964	0.41115565637701323
F14H1A	0.6028751859682918	0.5473441182635457	0.5523452689672286	0.5052270072446093	0.4722808109700334	0.5122484766861696	0.5094691713322274	0.3645877591673732	0.40323235336943564	0.3930132631172604	0.35306451759420915	0.3298644250197641	0.4799974880338007	0.5569900212341161	0.34445109017931386	0.5650198980819179	0.6339841501427568	0.5255937896792346	0.5528666738671268	0.6862863421839225	0.5688330796787717	0.5926956667198354	0.5919634172928734	0.6485904081298648	0.47010517869858015	0.5862480865097262	0.6100334522223354	0.4987609324267612	0.5984596944726561	0.3015641596034233	0.39224053668779385	0.0	0.4372705363329005	0.5259113200326582	0.43634887873027695	0.45054520651096075	0.3797557145798842	0.4663682402421897	0.4647869740792684	0.5797030495379748	0.4153780605746894	0.523326407964021	0.5724952003675359	0.46179694482473554	0.4202070674342039	0.3367122400217522	0.5149882875843258
S26Hp	0.6054303022848078	0.5498992345800616	0.5549003852837446	0.5077821235611253	0.47483592728654933	0.5148035930026855	0.5120242876487433	0.36714287548388913	0.4057874696859516	0.3955683794337764	0.3556196339107251	0.33241954133628004	0.48255260435031666	0.5595451375506322	0.3470062064958298	0.5675750143984339	0.6365392664592728	0.5281489059957507	0.5554217901836427	0.6888414585004385	0.5713881959952878	0.5952507830363514	0.5945185336093893	0.6511455244463807	0.4726602950150961	0.588803202826242	0.6125885685388514	0.5013160487432772	0.601014810789172	0.30411927591993926	0.3947956530043098	0.4372705363329005	0.0	0.5284664363491742	0.4389039950467929	0.4531003228274767	0.38231083089640017	0.46892335655870565	0.46734209039578434	0.5822581658544908	0.41793317689120535	0.5258815242805368	0.5750503166840518	0.4643520611412515	0.42276218375071983	0.33926735633826816	0.5175434039008417
S9H1	0.5870119534451788	0.5314808857404326	0.5364820364441156	0.4893637747214963	0.4564175784469203	0.4963852441630565	0.4936059388091143	0.3487245266442601	0.3873691208463226	0.37715003059414737	0.3372012850710961	0.31400119249665104	0.46413425551068765	0.5411267887110032	0.3285878576562008	0.5491566655588049	0.6181209176196438	0.5097305571561217	0.5370034413440137	0.6704231096608095	0.5529698471556588	0.5768324341967224	0.5761001847697603	0.6327271756067517	0.4542419461754671	0.570384853986613	0.5941702196992223	0.48289769990364817	0.582596461949543	0.28570092708031025	0.4220786888253456	0.5259113200326582	0.5284664363491742	0.0	0.36160436690548825	0.4346819739878477	0.36389248205677116	0.45050500771907664	0.44892374155615533	0.5638398170148617	0.39951482805157634	0.5074631754409078	0.5566319678444228	0.4459337123016225	0.4043438349110908	0.32084900749863915	0.49912505506121274
S22Hp	0.49744951214279753	0.4419184444380514	0.4469195951417344	0.39980133341911506	0.36685513714453916	0.4068228028606753	0.4040434975067331	0.25916208534187896	0.29780667954394135	0.28758758929176614	0.24763884376871484	0.2244387511942698	0.37457181420830643	0.4515643474086219	0.23902541635381955	0.4595942242564236	0.5285584763172625	0.42016811585374036	0.44744100004163245	0.5808606683584282	0.46340740585327744	0.48726999289434114	0.4865377434673791	0.5431647343043705	0.36467950487308587	0.48082241268423176	0.5046077783968411	0.39333525860126695	0.49303402064716173	0.196138485777929	0.3325162475229644	0.43634887873027695	0.4389039950467929	0.36160436690548825	0.0	0.34511953268546647	0.27433004075438994	0.3609425664166954	0.3593613002537741	0.4742773757124805	0.3099523867491951	0.4179007341385266	0.4670695265420416	0.35637127099924126	0.3147813936087096	0.23128656619625793	0.4095626137588315
f1pp	0.4368874530984803	0.3813563853937342	0.3863575360974171	0.33923927437479784	0.3062930781002219	0.346260743816358	0.34348143846241586	0.19860002629756165	0.23724462049962408	0.22702553024744887	0.18707678472439757	0.1638766921499525	0.3140097551639891	0.3910022883643046	0.2002588583702072	0.4208276662728113	0.4897919183336502	0.3814015578701281	0.40867444205802017	0.5420941103748159	0.42464084786966516	0.44850343491072875	0.4477711854837667	0.5043981763207581	0.32591294688947353	0.4420558547006195	0.46584122041322873	0.35456870061765455	0.45426746266354945	0.18566278636117817	0.3467125753036482	0.45054520651096075	0.4531003228274767	0.4346819739878477	0.34511953268546647	0.0	0.11097493248932608	0.21316562120088217	0.27637068816187027	0.3912867636205766	0.22696177465729128	0.33491012204662274	0.3840789144501377	0.2733806589073374	0.23179078151680577	0.17072450715194065	0.34900055471451424
s1pp	0.36609796116740373	0.3105668934626576	0.31556804416634054	0.26844978244372125	0.2355035861691453	0.27547125188528143	0.27269194653133927	0.1278105343664851	0.16645512856854752	0.1562360383163723	0.11628729279332099	0.09308720021887595	0.24322026323291257	0.3202127964332281	0.12946936643913065	0.35003817434173473	0.4190024264025736	0.3106120659390515	0.3378849501269436	0.47130461844373933	0.3538513559385886	0.3777139429796522	0.3769816935526902	0.4336086843896816	0.25512345495839694	0.3712663627695429	0.3950517284821522	0.283779208686578	0.38347797073247286	0.11487329443010162	0.2759230833725716	0.3797557145798842	0.38231083089640017	0.36389248205677116	0.27433004075438994	0.11097493248932608	0.0	0.1423761292698056	0.20558119623079368	0.32049727168950004	0.15617228272621472	0.2641206301155462	0.3132894225190611	0.20259116697626084	0.1610012895857292	0.09993501522086409	0.27821106278343766
S1Hp	0.45271048682970927	0.39717941912496313	0.40218056982864603	0.3550623081060268	0.32211611183145084	0.36208377754758697	0.3593044721936448	0.2144230600287906	0.25306765423085303	0.24284856397867782	0.20289981845562652	0.17969972588118147	0.32983278889521805	0.40682532209553357	0.21608189210143616	0.43665070000404027	0.5056149520648792	0.39722459160135704	0.4244974757892491	0.5579171441060449	0.4404638816008941	0.4643264686419577	0.46359421921499566	0.5202212100519871	0.3417359806207025	0.45787888843184843	0.4816642541444577	0.3703917343488835	0.4700904963947784	0.20148582009240712	0.36253560903487714	0.4663682402421897	0.46892335655870565	0.45050500771907664	0.3609425664166954	0.21316562120088217	0.1423761292698056	0.0	0.2921937218930992	0.4071097973518056	0.24278480838852023	0.3507331557778517	0.39990194818136665	0.2892036926385664	0.24761381524803472	0.1865475408831696	0.3648235884457432
f16ppB	0.4511292206667879	0.39559815296204176	0.4005993036657247	0.3534810419431054	0.3205348456685295	0.3605025113846656	0.35772320603072344	0.21284179386586927	0.2514863880679317	0.24126729781575648	0.20131855229270518	0.17811845971826012	0.32825152273229674	0.40524405593261226	0.21450062593851482	0.4350694338411189	0.5040336859019579	0.39564332543843567	0.42291620962632775	0.5563358779431236	0.43888261543797275	0.4627452024790364	0.46201295305207435	0.5186399438890658	0.3401547144577811	0.45629762226892706	0.48008298798153637	0.3688104681859622	0.46850923023185703	0.1999045539294858	0.36095434287195577	0.4647869740792684	0.46734209039578434	0.44892374155615533	0.3593613002537741	0.27637068816187027	0.20558119623079368	0.2921937218930992	0.0	0.3782591710198252	0.21393418205653988	0.32188252944587137	0.3710513218493863	0.260353066306586	0.21876318891605437	0.1849662747202483	0.36324232228282183
w9pp	0.5660452961254943	0.5105142284207481	0.5155153791244311	0.4683971174018118	0.4354509211272358	0.475418586843372	0.4726392814894298	0.3277578693245756	0.3664024635266381	0.35618337327446287	0.3162346277514116	0.29303453517696654	0.44316759819100315	0.5201601313913187	0.32941670139722123	0.5499855092998254	0.6189497613606643	0.5105594008971421	0.5378322850850341	0.67125195340183	0.5537986908966792	0.5776612779377428	0.5769290285107808	0.6335560193477722	0.45507078991648753	0.5712136977276334	0.5949990634402428	0.4837265436446686	0.5834253056905634	0.3148206293881922	0.4758704183306622	0.5797030495379748	0.5822581658544908	0.5638398170148617	0.4742773757124805	0.3912867636205766	0.32049727168950004	0.4071097973518056	0.3782591710198252	0.0	0.20945178773240117	0.40863199119307747	0.4578007835965924	0.34710252805379205	0.30551265066326044	0.29988235017895465	0.47815839774152824
s3pp	0.40172030716220897	0.3461892394574628	0.3511903901611457	0.3040721284385265	0.27112593216395053	0.31109359788008667	0.3083142925261445	0.1634328803612903	0.20207747456335273	0.19185838431117752	0.15190963878812622	0.12870954621368116	0.27884260922771775	0.35583514242803327	0.16509171243393586	0.38566052033653997	0.45462477239737886	0.34623441193385673	0.3735072961217488	0.5069269644385446	0.3894737019333938	0.4133362889744574	0.41260403954749536	0.46923103038448677	0.2907458009532022	0.40688870876434813	0.4306740744769574	0.3194015546813832	0.4191003167272781	0.15049564042490682	0.31154542936737684	0.4153780605746894	0.41793317689120535	0.39951482805157634	0.3099523867491951	0.22696177465729128	0.15617228272621472	0.24278480838852023	0.21393418205653988	0.20945178773240117	0.0	0.24430700222979207	0.29347579463330703	0.1827775390905067	0.14118766169997507	0.1355573612156693	0.3138334087782429
f30pp	0.5096686545515404	0.4541375868467943	0.45913873755047724	0.41202047582785795	0.379074279553282	0.4190419452694182	0.41626263991547596	0.2713812277506218	0.31002582195268424	0.29980673170050903	0.2598579861774577	0.23665789360301265	0.38679095661704926	0.4637834898173647	0.27304005982326734	0.4936088677258714	0.5625731197867103	0.4541827593231882	0.4814556435110803	0.614875311827876	0.49742204932272527	0.5212846363637889	0.5205523869368269	0.5771793777738183	0.3986941483425337	0.5148370561536796	0.538622421866289	0.4273499020707147	0.5270486641166096	0.25844398781423833	0.4194937767567083	0.523326407964021	0.5258815242805368	0.5074631754409078	0.4179007341385266	0.33491012204662274	0.2641206301155462	0.3507331557778517	0.32188252944587137	0.40863199119307747	0.24430700222979207	0.0	0.23267933857005804	0.18978901188630726	0.2079450992565851	0.24350570860500081	0.4217817561675744
w3pp	0.5588374469550553	0.5033063792503092	0.5083075299539921	0.46118926823137285	0.4282430719567969	0.4682107376729331	0.46543143231899087	0.3205500201541367	0.35919461435619915	0.34897552410402394	0.30902677858097266	0.2858266860065276	0.4359597490205642	0.5129522822208796	0.3222088522267823	0.5427776601293863	0.6117419121902252	0.5033515517267031	0.5306244359145953	0.6640441042313909	0.5465908417262402	0.5704534287673039	0.5697211793403418	0.6263481701773332	0.4478629407460486	0.5640058485571946	0.5877912142698039	0.4765186944742297	0.5762174565201246	0.3076127802177533	0.46866256916022325	0.5724952003675359	0.5750503166840518	0.5566319678444228	0.4670695265420416	0.3840789144501377	0.3132894225190611	0.39990194818136665	0.3710513218493863	0.4578007835965924	0.29347579463330703	0.23267933857005804	0.0	0.2389578042898222	0.25711389166010007	0.2926745010085157	0.4709505485710893
s30pp	0.44813919141225506	0.3926081237075089	0.39760927441119187	0.3504910126885726	0.3175448164139967	0.35751248213013276	0.3547331767761906	0.20985176461133642	0.24849635881339888	0.23827726856122364	0.19832852303817233	0.17512843046372728	0.3252614934777639	0.4022540266780794	0.21151059668398198	0.43207940458658606	0.501043656647425	0.3926532961839028	0.4199261803717949	0.5533458486885907	0.4358925861834399	0.45975517322450354	0.4590229237975415	0.5156499146345329	0.33716468520324827	0.4533075930143942	0.4770929587270035	0.36582043893142935	0.4655192009773242	0.19691452467495296	0.3579643136174229	0.46179694482473554	0.4643520611412515	0.4459337123016225	0.35637127099924126	0.2733806589073374	0.20259116697626084	0.2892036926385664	0.260353066306586	0.34710252805379205	0.1827775390905067	0.18978901188630726	0.2389578042898222	0.0	0.14641563611729974	0.18197624546571545	0.360252293028289
w30pp	0.40654931402172345	0.3510182463169773	0.3560193970206602	0.308901135298041	0.275954939023465	0.31592260473960115	0.313143299385659	0.1682618872208048	0.20690648142286722	0.196687391170692	0.1567386456476407	0.13353855307319565	0.28367161608723224	0.36066414928754775	0.16992071929345035	0.39048952719605445	0.45945377925689335	0.3510634187933712	0.3783363029812633	0.511755971298059	0.3943027087929083	0.4181652958339719	0.41743304640700984	0.47406003724400125	0.29557480781271667	0.4117177156238626	0.43550308133647186	0.3242305615408977	0.4239293235867926	0.1553246472844213	0.3163744362268913	0.4202070674342039	0.42276218375071983	0.4043438349110908	0.3147813936087096	0.23179078151680577	0.1610012895857292	0.24761381524803472	0.21876318891605437	0.30551265066326044	0.14118766169997507	0.2079450992565851	0.25711389166010007	0.14641563611729974	0.0	0.1403863680751838	0.3186624156377574
f4pp	0.2787788728381486	0.22324780513340245	0.2282489558370854	0.1811306941144661	0.14818449783989018	0.18815216355602632	0.18537285820208413	0.04049144603722996	0.0791360402392924	0.06891694998711718	0.02896820446406588	0.01870090262716066	0.1688339656411973	0.24582649884151275	0.08642589188099865	0.3069946997836027	0.3759589518444416	0.2675685913809195	0.2948414755688116	0.4282611438856073	0.31080788138045656	0.3346704684215202	0.33393821899455817	0.3905652098315496	0.212079980400265	0.3282228882114109	0.3520082539240202	0.24073573412844607	0.34043449617434085	0.07182981987196964	0.23287960881443964	0.3367122400217522	0.33926735633826816	0.32084900749863915	0.23128656619625793	0.17072450715194065	0.09993501522086409	0.1865475408831696	0.1849662747202483	0.29988235017895465	0.1355573612156693	0.24350570860500081	0.2926745010085157	0.18197624546571545	0.1403863680751838	0.0	0.19089197445418254
f23ppB	0.4440571226125364	0.38852605490779024	0.39352720561147314	0.3464089438888539	0.31346274761427795	0.3534304133304141	0.3506511079764719	0.20576969581161772	0.24441429001368015	0.23419519976150494	0.19783936651343428	0.1969769501897342	0.3471100132037709	0.42410254640408634	0.26470193944357223	0.48527074734617626	0.5542349994070151	0.445844638943493	0.4731175231313851	0.6065371914481809	0.4890839289430301	0.5129465159840938	0.5122142665571318	0.5688412573941232	0.3903560279628386	0.5064989357739844	0.5302843014865938	0.4190117816910196	0.5187105437369144	0.2501058674345432	0.41115565637701323	0.5149882875843258	0.5175434039008417	0.49912505506121274	0.4095626137588315	0.34900055471451424	0.27821106278343766	0.3648235884457432	0.36324232228282183	0.47815839774152824	0.3138334087782429	0.4217817561675744	0.4709505485710893	0.360252293028289	0.3186624156377574	0.19089197445418254	0.0
