	S17H1	S19H1	S31Hp	31700	S16H2	F14H1B	S21H1	S28Hp	F14H1A	31071	31600	S9H1	S1Hp	31009	530331	S20H1	31267	31519	S27H1	31452	S6Hp	S4Hp	S25Hp	S11Hp	F23HpA	F8H1	F32H1	31750	S23Hp	S12Hp	S18H1	S26Hp	S15Hp	F29H1	s32pp	S13Hp	31160	S14Hp	31300	S3Hp	F6H1	F1H1	530055	31219	31328	S22Hp	F7H1
S18H1	0.4401917359429331	0.42824222101832765	0.3014377016055104	0.3021949876859308	0.3279896250470742	0.4272616534983581	0.41499409833099954	0.40721707360941406	0.33112288454687033	0.32919306491744793	0.3115341596010843	0.3808783105846337	0.2588341437286814	0.37336865124150864	0.39613016467174567	0.2901006100708583	0.33555779020917875	0.42511247355895465	0.4148013921092381	0.47353095107800003	0.4719680029707387	0.44154923319562966	0.4988831811048695	0.48616927850453373	0.4729799582813634	0.4737542034701252	0.40053755742440367	0.3466749827477964	0.32223044643229304	0.20203938317117354	0.0	0.08980442086354468	0.3031326847969165	0.3881922450653336	0.38618478951322177	0.3886606771435236	0.30279253576127463	0.32583280197746806	0.34742056189179127	0.3670933108898874	0.3103794372288281	0.3604492264551579	0.37644010925175064	0.39967936645762736	0.4333816271285025	0.39349049991398893	0.4481076933586102
S26Hp	0.4395516431364098	0.42760212821180443	0.30079760879898715	0.3015548948794075	0.3273495322405509	0.42662156069183477	0.4143540055244763	0.40657698080289073	0.33048279174034706	0.3285529721109246	0.3108940667945611	0.3802382177781104	0.2581940509221581	0.3727285584349854	0.39549007186522234	0.289460517264335	0.3349176974026554	0.4244723807524314	0.41416129930271484	0.4728908582714768	0.4713279101642154	0.44090914038910634	0.4982430882983463	0.4855291856980104	0.4723398654748402	0.473114110663602	0.3998974646178804	0.3460348899412731	0.3215903536257698	0.20139929036465026	0.08980442086354468	0.0	0.30249259199039324	0.38755215225881035	0.3855446967066985	0.3880205843370003	0.3021524429547514	0.3251927091709448	0.34678046908526805	0.3664532180833642	0.30973934442230483	0.35980913364863465	0.37580001644522737	0.39903927365110403	0.4327415343219792	0.39285040710746566	0.4474676005520869
S15Hp	0.4013096891921314	0.389360174267526	0.2625556548547087	0.2633129409351291	0.2891075782962725	0.38837960674755634	0.3761120515801979	0.3683350268586123	0.29224083779606863	0.2903110181666462	0.2726521128502827	0.34199626383383197	0.21995209697787968	0.334486604490707	0.3572481179209439	0.2512185633200566	0.296675743458377	0.38623042680815295	0.3759193453584364	0.4346489043271984	0.43308595621993695	0.4026671864448279	0.46000113435406786	0.447287231753732	0.43409791153056176	0.43487215671932355	0.36165551067360197	0.3077929359969947	0.3392995374485247	0.24992289309913554	0.3031326847969165	0.30249259199039324	0.0	0.25651209293038696	0.2545046373782751	0.25698052500857693	0.171112383626328	0.26904875914401327	0.3085385151409896	0.32821126413908575	0.2714973904780264	0.3215671797043562	0.33755806250094894	0.3607973197068256	0.3944995803777008	0.35460845316318723	0.40922564660780847
F29H1	0.4863692494605485	0.4744197345359431	0.3476152151231258	0.3483725012035462	0.3741671385646896	0.47343916701597344	0.461171611848615	0.4533945871270294	0.37730039806448573	0.3753705784350633	0.3577116731186998	0.42705582410224907	0.30501165724629675	0.4195461647591241	0.442307678189361	0.3362781235884737	0.3817353037267941	0.47128998707657005	0.4609789056268535	0.5197084645956155	0.518145516488354	0.487726746713245	0.545060694622485	0.5323467920221491	0.5191574717989789	0.5199317169877407	0.44671507094201907	0.3928524962654118	0.4243590977169418	0.3349824533675526	0.3881922450653336	0.38755215225881035	0.25651209293038696	0.0	0.048483709411969694	0.08728756464816692	0.20947647991017468	0.3541083194124304	0.3935980754094067	0.41327082440750285	0.3565569507464435	0.4066267399727733	0.42261762276936604	0.4458568799752427	0.4795591406461179	0.43966801343160433	0.49428520687622557
s32pp	0.48436179390843664	0.4724122789838312	0.345607759571014	0.34636504565143433	0.37215968301257774	0.47143171146386165	0.4591641562965031	0.4513871315749176	0.3752929425123739	0.3733631228829515	0.3557042175665879	0.4250483685501372	0.30300420169418496	0.4175387092070122	0.4403002226372492	0.33427066803636185	0.3797278481746823	0.4692825315244582	0.45897145007474166	0.5177010090435036	0.5161380609362423	0.4857192911611332	0.5430532390703731	0.5303393364700373	0.517150016246867	0.5179242614356288	0.4447076153899072	0.39084504071329995	0.42235164216483	0.3329749978154408	0.38618478951322177	0.3855446967066985	0.2545046373782751	0.048483709411969694	0.0	0.0852801090960551	0.20746902435806283	0.3521008638603185	0.3915906198572948	0.41126336885539094	0.35454949519433165	0.4046192844206615	0.4206101672172542	0.4438494244231309	0.47755168509400603	0.4376605578794925	0.4922777513241138
S13Hp	0.48683768153873846	0.474888166614133	0.3480836472013158	0.34884093328173615	0.37463557064287956	0.47390759909416347	0.4616400439268049	0.45386301920521943	0.3777688301426757	0.3758390105132533	0.3581801051968897	0.42752425618043904	0.3054800893244868	0.420014596837314	0.44277611026755104	0.33674655566666367	0.3822037358049841	0.47175841915476	0.4614473377050435	0.5201768966738054	0.5186139485665441	0.48819517879143504	0.5455291267006749	0.5328152241003391	0.5196259038771688	0.5204001490659306	0.44718350302020904	0.3933209283436018	0.42482752979513183	0.33545088544574264	0.3886606771435236	0.3880205843370003	0.25698052500857693	0.08728756464816692	0.0852801090960551	0.0	0.20994491198836465	0.35457675149062035	0.39406650748759664	0.41373925648569276	0.3570253828246335	0.4070951720509633	0.423086054847556	0.44632531205343273	0.48002757272430785	0.4401364455097943	0.4947536389544156
31160	0.4009695401564895	0.3890200252318841	0.26221550581906683	0.26297279189948725	0.2887674292606306	0.3880394577119145	0.375771902544556	0.36799487782297047	0.29190068876042674	0.28997086913100434	0.2723119638146408	0.34165611479819014	0.21961194794223782	0.3341464554550651	0.3569079688853021	0.25087841428441476	0.29633559442273516	0.38589027777251106	0.3755791963227946	0.4343087552915565	0.4327458071842951	0.4023270374091861	0.459660985318426	0.44694708271809014	0.4337577624949199	0.43453200768368166	0.3613153616379601	0.3074527869613528	0.33895938841288287	0.24958274406349368	0.30279253576127463	0.3021524429547514	0.171112383626328	0.20947647991017468	0.20746902435806283	0.20994491198836465	0.0	0.26870861010837144	0.3081983661053477	0.3278711151034438	0.2711572414423845	0.32122703066871433	0.33721791346530705	0.36045717067118377	0.3941594313420589	0.35426830412754534	0.40888549757216663
S14Hp	0.42400980637268293	0.41206029144807754	0.28525577203526026	0.2860130581156806	0.311807695476824	0.4110797239281079	0.39881216876074943	0.39103514403916384	0.31494095497662017	0.3130111353471977	0.2953522300308342	0.3646963810143835	0.24265221415843122	0.35718672167125853	0.37994823510149545	0.27391868050060814	0.31937586063892853	0.4089305439887045	0.39861946253898795	0.4573490215077499	0.4557860734004885	0.42536730362537944	0.4827012515346194	0.4699873489342835	0.4567980287111133	0.4575722738998751	0.3843556278541535	0.33049305317754624	0.36199965462907624	0.27262301027968705	0.32583280197746806	0.3251927091709448	0.26904875914401327	0.3541083194124304	0.3521008638603185	0.35457675149062035	0.26870861010837144	0.0	0.33123863232154116	0.3509113813196373	0.29419750765857794	0.34426729688490776	0.3602581796815005	0.38349743688737714	0.4171996975582523	0.37730857034373877	0.43192576378836
31300	0.35705446775885885	0.3859732306459174	0.25916871123310015	0.2784624085035452	0.3042570458646886	0.4035290743159725	0.39126151914861396	0.38348449442702837	0.30739030536448475	0.30546048573506224	0.28780158041869874	0.35714573140224803	0.23510156454629577	0.34963607205912306	0.37239758548936	0.2663680308884727	0.31182521102679306	0.40137989437656907	0.39106881292685247	0.44979837189561445	0.4482354237883531	0.4178166540132441	0.47515060192248393	0.46243669932214815	0.44924737909897783	0.4500216242877396	0.3768049782420181	0.3229424035654108	0.3835874145433995	0.2942107701940103	0.34742056189179127	0.34678046908526805	0.3085385151409896	0.3935980754094067	0.3915906198572948	0.39406650748759664	0.3081983661053477	0.33123863232154116	0.0	0.2361543667624439	0.22724216904475394	0.2773119582710837	0.2933028410676764	0.31654209827355306	0.35024435894442824	0.3103532317299147	0.36497042517453593
S3Hp	0.376727216756955	0.4056459796440135	0.27884146023119627	0.2981351575016413	0.3239297948627847	0.42320182331406864	0.4109342681467101	0.4031572434251245	0.3270630543625809	0.32513323473315836	0.30747432941679487	0.37681848040034416	0.2547743135443919	0.3693088210572192	0.3920703344874561	0.28604077988656884	0.3314979600248892	0.4210526433746652	0.4107415619249486	0.46947112089371057	0.46790817278644925	0.4374894030113402	0.49482335092058005	0.48210944832024427	0.46892012809707395	0.46969437328583574	0.3964777272401142	0.34261515256350694	0.40326016354149563	0.31388351919210644	0.3670933108898874	0.3664532180833642	0.32821126413908575	0.41327082440750285	0.41126336885539094	0.41373925648569276	0.3278711151034438	0.3509113813196373	0.2361543667624439	0.0	0.24691491804285007	0.2969847072691798	0.3129755900657725	0.3362148472716492	0.36991710794252436	0.3300259807280108	0.38464317417263205
F6H1	0.20171873377102614	0.3489321059829542	0.222127586570137	0.241421283840582	0.2672159212017254	0.3664879496530093	0.35422039448565074	0.3464433697640652	0.27034918070152153	0.26841936107209907	0.2507604557557355	0.32010460673928487	0.19806043988333258	0.31259494739615984	0.3353564608263968	0.22932690622550952	0.2747840863638299	0.36433876971360585	0.3540276882638893	0.4127572472326512	0.4111942991253899	0.38077552935028086	0.4381094772595207	0.4253955746591849	0.4122062544360146	0.4129804996247764	0.33976385357905486	0.2859012789024476	0.3465462898804363	0.2571696455310471	0.3103794372288281	0.30973934442230483	0.2714973904780264	0.3565569507464435	0.35454949519433165	0.3570253828246335	0.2711572414423845	0.29419750765857794	0.22724216904475394	0.24691491804285007	0.0	0.12197622428325099	0.1379671070798437	0.16120636428572038	0.19490862495659556	0.15501749774208198	0.20963469118670328
F1H1	0.20029501008030268	0.39900189520928403	0.27219737579646675	0.29149107306691174	0.3172857104280552	0.4165577388793391	0.40429018371198056	0.396513158990395	0.32041896992785135	0.3184891502984289	0.3008302449820653	0.3701743959656147	0.24813022910966231	0.36266473662248966	0.3854262500527266	0.27939669545183926	0.3248538755901597	0.41440855893993567	0.4040974774902191	0.46282703645898104	0.4612640883517197	0.4308453185766107	0.4881792664858505	0.47546536388551475	0.4622760436623444	0.4630502888511062	0.3898336428053847	0.3359710681287774	0.3966160791067661	0.30723943475737686	0.3604492264551579	0.35980913364863465	0.3215671797043562	0.4066267399727733	0.4046192844206615	0.4070951720509633	0.32122703066871433	0.34426729688490776	0.2773119582710837	0.2969847072691798	0.12197622428325099	0.0	0.1365433833891202	0.15978264059499692	0.1934849012658721	0.15359377405135852	0.2082109674959798
530055	0.17706950060814877	0.41499277800587675	0.28818825859305947	0.30748195586350446	0.3332765932246479	0.43254862167593183	0.4202810665085733	0.41250404178698774	0.33640985272444407	0.3344800330950216	0.316821127778658	0.3861652787622074	0.26412111190625503	0.3786556194190824	0.40141713284931935	0.295387578248432	0.34084475838675243	0.4303994417365284	0.42008836028681185	0.47881791925557377	0.47725497114831245	0.4468362013732034	0.5041701492824432	0.49145624668210747	0.47826692645893715	0.47904117164769894	0.4058245256019774	0.35196195092537014	0.4126069619033588	0.3232303175539696	0.37644010925175064	0.37580001644522737	0.33755806250094894	0.42261762276936604	0.4206101672172542	0.423086054847556	0.33721791346530705	0.3602581796815005	0.2933028410676764	0.3129755900657725	0.1379671070798437	0.1365433833891202	0.0	0.136557131122843	0.17025939179371818	0.1303682645792046	0.1849854580238259
31219	0.16616175654960622	0.43823203521175347	0.3114275157989361	0.3307212130693812	0.3565158504305246	0.4557878788818085	0.44352032371444994	0.43574329899286446	0.35964910993032073	0.35771929030089833	0.3400603849845347	0.4094045359680841	0.2873603691121317	0.40189487662495904	0.42465639005519606	0.3186268354543087	0.36408401559262915	0.45363869894240505	0.44332761749268856	0.5020571764614504	0.5004942283541891	0.47007545857908006	0.5274094064883199	0.5146955038879841	0.5015061836648138	0.5022804288535756	0.42906378280785407	0.3752012081312468	0.4358462191092355	0.3464695747598463	0.39967936645762736	0.39903927365110403	0.3607973197068256	0.4458568799752427	0.4438494244231309	0.44632531205343273	0.36045717067118377	0.38349743688737714	0.31654209827355306	0.3362148472716492	0.16120636428572038	0.15978264059499692	0.136557131122843	0.0	0.09020945801415595	0.11946052052066206	0.17407771396528335
31328	0.19986401722048136	0.4719342958826286	0.3451297764698113	0.3644234737402563	0.39021811110139976	0.48949013955268367	0.4772225843853251	0.4694455596637396	0.3933513706011959	0.39142155097177345	0.37376264565540984	0.44310679663895924	0.32106262978300687	0.4355971372958342	0.4583586507260712	0.3523290961251838	0.39778627626350427	0.4873409596132802	0.4770298781635637	0.5357594371323257	0.5341964890250643	0.5037777192499553	0.5611116671591951	0.5483977645588594	0.535208444335689	0.5359826895244508	0.46276604347872924	0.40890346880212197	0.46954847978011066	0.3801718354307214	0.4333816271285025	0.4327415343219792	0.3944995803777008	0.4795591406461179	0.47755168509400603	0.48002757272430785	0.3941594313420589	0.4171996975582523	0.35024435894442824	0.36991710794252436	0.19490862495659556	0.1934849012658721	0.17025939179371818	0.09020945801415595	0.0	0.1531627811915372	0.2077799746361585
S22Hp	0.13766130727349177	0.43204316866811504	0.30523864925529776	0.32453234652574275	0.3503269838868862	0.4495990123381701	0.43733145717081157	0.42955443244922603	0.35346024338668236	0.3515304237572599	0.3338715184408963	0.4032156694244457	0.2811715025684933	0.39570601008132067	0.41846752351155764	0.31243796891067027	0.3578951490489907	0.4474498323987667	0.43713875094905014	0.49586830991781206	0.49430536181055074	0.4638865920354417	0.5212205399446815	0.5085066373443458	0.49531731712117544	0.49609156230993723	0.4228749162642157	0.36901234158760843	0.4296573525655971	0.34028070821620787	0.39349049991398893	0.39285040710746566	0.35460845316318723	0.43966801343160433	0.4376605578794925	0.4401364455097943	0.35426830412754534	0.37730857034373877	0.3103532317299147	0.3300259807280108	0.15501749774208198	0.15359377405135852	0.1303682645792046	0.11946052052066206	0.1531627811915372	0.0	0.1455772646891689
F7H1	0.08206685716292306	0.48666036211273633	0.359855842699919	0.37914953997036405	0.40494417733150745	0.5042162057827914	0.4919486506154328	0.4841716258938473	0.4080774368313036	0.4061476172018812	0.3884887118855176	0.457832862869067	0.33578869601311456	0.4503232035259419	0.47308471695617893	0.36705516235529156	0.412512342493612	0.5020670258433879	0.49175594439367143	0.5504855033624333	0.548922555255172	0.5185037854800629	0.5758377333893028	0.563123830788967	0.5499345105657967	0.5507087557545585	0.47749210970883693	0.42362953503222966	0.48427454601021835	0.39489790166082916	0.4481076933586102	0.4474676005520869	0.40922564660780847	0.49428520687622557	0.4922777513241138	0.4947536389544156	0.40888549757216663	0.43192576378836	0.36497042517453593	0.38464317417263205	0.20963469118670328	0.2082109674959798	0.1849854580238259	0.17407771396528335	0.2077799746361585	0.1455772646891689	0.0
