	F29H1	S6Hp	S7Hp	F1H1	F23HpA	530119	31267	530295	F14H1B	530055	F8H1	S25Hp	S12Hp	31236	31714	530315	S9H1	F22HpB	S13Hp	S15Hp	S14Hp	S1Hp	F7H1	31021	S19H1	F3H1	S29H1	530331	31328	530444	31333	s24H1	530163	w14pp	w11pp	f7pp	w20pp	f20ppA	31750	S18H1	31519	31071	S23Hp	S31Hp	S16H2	S22Hp	31700	530258	31379	S20H1	530050	S27H1	S30H1	S17H1	530215	F14H1A	S28Hp	S3Hp	S4Hp	31219	S2Hp	530451	31360	31129	S26Hp	F32H1	530167	531414	31300	S10H1	S21H1	530075	S8Hp	S11Hp	31232	530394	31160	F6H1
F8H1	0.31753573235203714	0.29499850496784685	0.16918144766739374	0.3144001574298191	0.2888610041111957	0.19976814423804337	0.23695345275069504	0.29110563583434534	0.16004295495636323	0.12398166371274015	0.0	0.2963560483188602	0.21375802818659637	0.30592689325052735	0.3165782543921953	0.2170191076264493	0.25598862859015364	0.20107285341303813	0.29244531851474664	0.20579643311594675	0.22752716560804914	0.18586677252182207	0.22129163722173706	0.3338588046088693	0.20958522455484332	0.21599999581729268	0.3230763250754304	0.26816168193760054	0.22475506490097846	0.3110912063961431	0.2553522439142782	0.36282912454652877	0.37776097646541346	0.40433667908112936	0.4038366902449265	0.3933267120528615	0.38816931716204994	0.3953014430611137	0.28987718263642426	0.321966999912618	0.23201789545893944	0.25691564218299423	0.29295441762751495	0.26922129945771583	0.2669576360800299	0.29140541780279505	0.3187187124382994	0.2782728503638503	0.3366409247290649	0.24572074508198	0.3251518054690533	0.30217710418316435	0.33389519202364204	0.206071455241921	0.30197135559346894	0.3154162987640655	0.2909180038338693	0.21760793700069503	0.21904109172872632	0.22855430976135607	0.3060679055605673	0.3408099680054464	0.3305920427686607	0.3286861827246962	0.209067004090502	0.24007351196464713	0.33593564341934007	0.3237948657612448	0.31030065325594336	0.3329142326760928	0.31897508771879346	0.24275090225267426	0.1942710588562051	0.2677293914355158	0.2682796656628628	0.30048808733580046	0.28614288519341036	0.3093887327812715
S25Hp	0.3457360877558787	0.3231988603716883	0.1973818030712353	0.34260051283366066	0.3170613595150372	0.22796849964188493	0.2651538081545366	0.31930599123818687	0.25754932172372746	0.28652314772564574	0.2963560483188602	0.0	0.22331489361543333	0.33412724865436894	0.3447786097960368	0.24521946303029085	0.28418898399399517	0.22927320881687968	0.32064567391858817	0.23399678851978828	0.25572752101189067	0.21406712792566363	0.24949199262557864	0.3620591600127109	0.23778557995868488	0.24420035122113423	0.35127668047927196	0.29636203734144206	0.25295542030482004	0.33929156179998465	0.2835525993181197	0.3910294799503703	0.405961331869255	0.43253703448497094	0.4320370456487681	0.4215270674567031	0.4163696725658915	0.4235017984649553	0.31807753804026584	0.3501673553164596	0.260218250862781	0.28511599758683576	0.32115477303135653	0.2974216548615574	0.2951579914838715	0.31960577320663663	0.34691906784214094	0.3064732057676919	0.3648412801329065	0.2739211004858215	0.3533521608728949	0.3303774595870059	0.3620955474274836	0.23427181064576255	0.33017171099731046	0.34361665416790704	0.3191183592377108	0.24580829240453658	0.24724144713256785	0.2567546651651976	0.33426826096440887	0.3690103234092879	0.3587923981725023	0.35688653812853777	0.23726735949434352	0.2682738673684887	0.3641359988231816	0.3519952211650863	0.33850100865978494	0.36111458807993435	0.34717544312263504	0.27095125765651584	0.22247141426004666	0.29592974683935735	0.29648002106670435	0.328688442739642	0.3143432405972518	0.337589088185113
S12Hp	0.2631380676236149	0.24060084023942455	0.11478378293897146	0.26000249270139686	0.23446333938277344	0.14537047950962112	0.1825557880222728	0.23670797110592307	0.17495130159146366	0.20392512759338194	0.21375802818659637	0.22331489361543333	0.0	0.25152922852210513	0.262180589663773	0.16262144289802705	0.2015909638617314	0.14667518868461588	0.23804765378632436	0.15139876838752447	0.1731295008796269	0.13146910779339982	0.16689397249331483	0.2794611398804471	0.15518755982642107	0.16160233108887043	0.26867866034700816	0.21376401720917826	0.17035740017255624	0.25669354166772085	0.20095457918585594	0.3084314598181065	0.3233633117369912	0.34993901435270713	0.3494390255165043	0.3389290473244393	0.3337716524336277	0.3409037783326915	0.235479517908002	0.2675693351841958	0.1776202307305172	0.20251797745457195	0.23855675289909273	0.2148236347292936	0.2125599713516077	0.23700775307437283	0.26432104770987713	0.22387518563542808	0.2822432600006427	0.19132308035355775	0.2707541407406311	0.24777943945474207	0.2794975272952198	0.15167379051349875	0.24757369086504669	0.26101863403564324	0.23652033910544704	0.16321027227227278	0.16464342700030404	0.17415664503293382	0.25167024083214506	0.2864123032770241	0.2761943780402385	0.27428851799627396	0.15466933936207972	0.18567584723622488	0.2815379786909178	0.2693972010328225	0.25590298852752114	0.27851656794767055	0.26457742299037124	0.188353237524252	0.13987339412778285	0.21333172670709355	0.21388200093444054	0.24609042260737818	0.23174522046498805	0.2549910680528492
31236	0.3348756192625508	0.31233839187836043	0.18652133457790737	0.34002348865499077	0.3144843353363674	0.22539147546321506	0.2625767839758667	0.31672896705951703	0.2671201666553946	0.29609399265731295	0.30592689325052735	0.33412724865436894	0.25152922852210513	0.0	0.20524158579952	0.21242879294628386	0.2513983139099882	0.1964825387328727	0.2878550038345812	0.2012061184357813	0.22293685092788368	0.1812764578416566	0.21670132254157162	0.32926848992870383	0.2049949098746779	0.2197712521482313	0.32684758140636905	0.27193293826853915	0.2285263212319171	0.31486246272708174	0.2591235002452168	0.3666003808774674	0.38153223279635207	0.408107935412068	0.4076079465758652	0.3970979683838002	0.3919405734929886	0.39907269939205237	0.29364843896736287	0.3257382562435566	0.23578915178987808	0.26068689851393284	0.2967256739584536	0.27299255578865445	0.27072889241096854	0.2951766741337337	0.32248996876923797	0.28204410669478897	0.34041218106000354	0.2494920014129186	0.3289230617999919	0.3059483605141029	0.33766644835458065	0.2098427115728596	0.30574261192440755	0.31918755509500407	0.2946892601648079	0.22137919333163364	0.22281234805966493	0.2323255660922947	0.3098391618915059	0.34458122433638494	0.3343632990995994	0.33245743905563485	0.2128382604214406	0.24384476829558577	0.3397068997502787	0.3275661220921834	0.31407190958688197	0.33668548900703144	0.3227463440497321	0.24652215858361287	0.1980423151871437	0.27150064776645444	0.28561955257337646	0.3178279742463141	0.30348277210392394	0.3267286196917851
31714	0.3455269804042187	0.3229897530200284	0.1971726957195753	0.35067484979665875	0.3251356964780353	0.23604283660488298	0.2732281451175347	0.3273803282011849	0.2777715277970626	0.3067453537989808	0.3165782543921953	0.3447786097960368	0.262180589663773	0.20524158579952	0.0	0.2230801540879518	0.2620496750516561	0.20713389987454062	0.29850636497624905	0.21185747957744921	0.2335882120695516	0.19192781898332453	0.22735268368323955	0.33991985107037176	0.21564627101634581	0.23042261328989921	0.3374989425480369	0.2825842994102071	0.23917768237358503	0.32551382386874966	0.2697748613868847	0.3772517420191353	0.39218359393802	0.4187592965537359	0.41825930771753306	0.40774932952546805	0.4025919346346565	0.40972406053372024	0.3042998001090308	0.33638961738522455	0.246440512931546	0.27133825965560077	0.3073770351001215	0.2836439169303224	0.2813802535526365	0.3058280352754016	0.33314132991090595	0.29269546783645684	0.35106354220167146	0.26014336255458653	0.33957442294165985	0.3165997216557709	0.3483178094962486	0.22049407271452753	0.3163939730660755	0.32983891623667205	0.3053406213064758	0.23203055447330156	0.23346370920133286	0.24297692723396264	0.3204905230331738	0.3552325854780529	0.34501466024126726	0.3431088001973027	0.22348962156310853	0.2544961294372537	0.3503582608919466	0.3382174832338513	0.3247232707285499	0.34733685014869936	0.3333977051914	0.2571735197252808	0.20869367632881164	0.28215200890812236	0.2962709137150444	0.328479335387982	0.3141341332455919	0.33737998083345305
530315	0.24596783363847272	0.22343060625428238	0.09761354895382929	0.25111570303091274	0.22557654971228933	0.136483689839137	0.17366899835178867	0.22782118143543895	0.1782123810313166	0.20718620703323487	0.2170191076264493	0.24521946303029085	0.16262144289802705	0.21242879294628386	0.2230801540879518	0.0	0.1111950690573235	0.07816218714305856	0.18426761134685124	0.09761872594805138	0.11934945844015381	0.07768906535392671	0.11792961204432081	0.23049677943145302	0.10622319937742707	0.13086346652415326	0.23793979578229096	0.18302515264446112	0.13961853560783904	0.2259546771030037	0.17021571462113877	0.27769259525338935	0.29262444717227404	0.31920014978798994	0.3187001609517871	0.3081901827597221	0.3030327878689105	0.3101649137679743	0.20474065334328484	0.2368304706194786	0.14688136616580003	0.1717791128898548	0.20781788833437553	0.18408477016457642	0.1818211067868905	0.20626888850965563	0.23358218314515994	0.19313632107071088	0.2515043954359255	0.16058421578884058	0.2400152761759139	0.21704057489002487	0.24875866273050262	0.12093492594878157	0.21683482630032952	0.23027976947092604	0.20578147454072987	0.1324714077075556	0.1339045624355869	0.14341778046821665	0.22093137626742787	0.2556734387123069	0.2454555134755213	0.24354965343155677	0.12393047479736256	0.1549369826715077	0.25079911412620065	0.23865833646810536	0.22516412396280394	0.2477777033829534	0.23383855842565404	0.15761437295953484	0.10913452956306569	0.18259286214237638	0.19671176694929837	0.228920188622236	0.21457498647984588	0.23782083406770704
S9H1	0.28493735460217706	0.2624001272179867	0.13658306991753363	0.2900852239946171	0.26454607067599367	0.17545321080284135	0.21263851931549302	0.26679070239914326	0.21718190199502094	0.24615572799693922	0.25598862859015364	0.28418898399399517	0.2015909638617314	0.2513983139099882	0.2620496750516561	0.1111950690573235	0.0	0.11713170810676292	0.22323713231055559	0.13658824691175575	0.15831897940385817	0.11665858631763107	0.15689913300802516	0.2694663003951574	0.14519272034113143	0.1698329874878576	0.27690931674599534	0.22199467360816544	0.17858805657154342	0.264924198066708	0.20918523558484312	0.31666211621709367	0.33159396813597836	0.3581696707516943	0.3576696819154915	0.34715970372342647	0.3420023088326149	0.34913443473167866	0.24371017430698916	0.2757999915831829	0.18585088712950437	0.21074863385355913	0.2467874092980799	0.2230542911282808	0.22079062775059488	0.24523840947336	0.2725517041088643	0.23210584203441526	0.29047391639962983	0.19955373675254492	0.2789847971396182	0.25601009585372925	0.28772818369420694	0.1599044469124859	0.25580434726403384	0.2692492904346304	0.2447509955044342	0.17144092867125996	0.17287408339929122	0.182387301431921	0.2599008972311322	0.2946429596760113	0.2844250344392257	0.28251917439526114	0.1628999957610669	0.19390650363521206	0.28976863508990497	0.2776278574318097	0.26413364492650826	0.2867472243466577	0.2728080793893584	0.1965838939232392	0.14810405052677003	0.22156238310608073	0.23568128791300272	0.2678897095859404	0.2535445074435502	0.27679035503141136
F22HpB	0.23002157942506157	0.20748435204087123	0.08166729474041813	0.23516944881750157	0.20963029549887816	0.12053743562572583	0.1577227441383775	0.21187492722202778	0.16226612681790542	0.1912399528198237	0.20107285341303813	0.22927320881687968	0.14667518868461588	0.1964825387328727	0.20713389987454062	0.07816218714305856	0.11713170810676292	0.0	0.16832135713344007	0.0816724717346402	0.10340320422674264	0.06174281114051554	0.10198335783090964	0.21455052521804185	0.0902769451640159	0.11491721231074209	0.2219935415688798	0.16707889843104995	0.12367228139442789	0.21000842288959254	0.1542694604077276	0.2617463410399782	0.27667819295886287	0.30325389557457877	0.30275390673837593	0.2922439285463109	0.28708653365549935	0.2942186595545631	0.18879439912987367	0.22088421640606742	0.13093511195238886	0.15583285867644364	0.19187163412096436	0.16813851595116525	0.16587485257347934	0.19032263429624446	0.21763592893174877	0.1771900668572997	0.23555814122251434	0.1446379615754294	0.22406902196250272	0.2010943206766137	0.23281240851709145	0.1049886717353704	0.20088857208691835	0.21433351525751487	0.1898352203273187	0.11652515349414444	0.11795830822217572	0.12747152625480548	0.2049851220540167	0.23972718449889574	0.22950925926211013	0.2276033992181456	0.10798422058395139	0.13899072845809654	0.23485285991278948	0.2227120822546942	0.20921786974939277	0.23183144916954224	0.21789230421224287	0.14166811874612367	0.09318827534965451	0.1666466079289652	0.1807655127358872	0.21297393440882487	0.19862873226643474	0.22187457985429587
S13Hp	0.32139404452677	0.2988568171425797	0.17303975984212663	0.32654191391921006	0.3010027606005866	0.21190990072743432	0.249095209240086	0.30324739232373626	0.2536385919196139	0.2826124179215322	0.29244531851474664	0.32064567391858817	0.23804765378632436	0.2878550038345812	0.29850636497624905	0.18426761134685124	0.22323713231055559	0.16832135713344007	0.0	0.14212657011358062	0.1798850759051259	0.1382246828188988	0.1933558229326181	0.30592299031975034	0.18164941026572437	0.20628967741245058	0.3133660066705883	0.25845136353275844	0.21504474649613636	0.301380887991301	0.2456419255094361	0.35311880614168667	0.36805065806057136	0.39462636067628726	0.3941263718400844	0.3836163936480194	0.37845899875720784	0.3855911246562716	0.2801668642315821	0.31225668150777586	0.22230757705409732	0.2472053237781521	0.28324409922267285	0.25951098105287373	0.2572473176751878	0.28169509939795295	0.30900839403345726	0.2685625319590082	0.32693060632422277	0.2360104266771379	0.31544148706421116	0.2924667857783222	0.3241848736187999	0.19636113683707887	0.29226103718862684	0.30570598035922336	0.2812076854290272	0.20789761859585293	0.2093307733238842	0.21884399135651394	0.29635758715572513	0.33109964960060423	0.3208817243638186	0.3189758643198541	0.19935668568565987	0.230363193559805	0.32622532501449797	0.3140845473564027	0.3005903348511012	0.3232039142712507	0.30926476931395136	0.23304058384783216	0.184560740451363	0.2580190730306737	0.2721379778375957	0.3043463995105333	0.2900011973681432	0.31324704495600436
S15Hp	0.23474515912797017	0.21220793174377983	0.08639087444332673	0.23989302852041017	0.21435387520178678	0.12526101532863443	0.1624463238412861	0.21659850692493637	0.16698970652081402	0.1959635325227323	0.20579643311594675	0.23399678851978828	0.15139876838752447	0.2012061184357813	0.21185747957744921	0.09761872594805138	0.13658824691175575	0.0816724717346402	0.14212657011358062	0.0	0.09323619050632603	0.051575797420098934	0.10670693753381826	0.21927410492095045	0.09500052486692451	0.11964079201365069	0.22671712127178842	0.17180247813395855	0.1283958610973365	0.21473200259250114	0.1589930401106362	0.2664699207428868	0.28140177266177147	0.30797747527748737	0.30747748644128453	0.2969675082492195	0.29181011335840795	0.2989422392574717	0.19351797883278227	0.22560779610897602	0.13565869165529745	0.16055643837935224	0.196595213823873	0.17286209565407387	0.17059843227638796	0.1950462139991531	0.2223595086346574	0.18191364656020834	0.24028172092542294	0.149361541278338	0.22879260166541132	0.20581790037952233	0.23753598822000005	0.10971225143827901	0.20561215178982695	0.2190570949604235	0.1945588000302273	0.12124873319705304	0.12268188792508433	0.13219510595771408	0.2097087017569253	0.24445076420180437	0.23423283896501876	0.23232697892105422	0.11270780028686	0.14371430816100514	0.23957643961569808	0.22743566195760279	0.21394144945230137	0.23655502887245083	0.2226158839151515	0.14639169844903227	0.09791185505256311	0.1713701876318738	0.1854890924387958	0.21769751411173346	0.20335231196934334	0.22659815955720447
S14Hp	0.25647589162007256	0.23393866423588222	0.10812160693542913	0.2616237610125126	0.23608460769388917	0.14699174782073685	0.18417705633338852	0.2383292394170388	0.18872043901291644	0.21769426501483471	0.22752716560804914	0.25572752101189067	0.1731295008796269	0.22293685092788368	0.2335882120695516	0.11934945844015381	0.15831897940385817	0.10340320422674264	0.1798850759051259	0.09323619050632603	0.0	0.06508769826829039	0.12843767002592066	0.24100483741305287	0.11673125735902692	0.1413715245057531	0.24844785376389084	0.19353321062606094	0.15012659358943892	0.23646273508460353	0.1807237726027386	0.28820065323498917	0.30313250515387385	0.3297082077695898	0.329208218933387	0.31869824074132197	0.3135408458505104	0.32067297174957415	0.21524871132488466	0.2473385286010784	0.15738942414739987	0.18228717087145463	0.2183259463159754	0.1945928281461763	0.19232916476849038	0.2167769464912555	0.2440902411267598	0.20364437905231075	0.2620124534175253	0.17109227377044042	0.2505233341575137	0.22754863287162475	0.25926672071210244	0.1314429839303814	0.22734288428192934	0.24078782745252592	0.21628953252232969	0.14297946568915545	0.14441262041718672	0.1539258384498165	0.2314394342490277	0.2661814966939068	0.2559635714571212	0.25405771141315664	0.1344385327789624	0.16544504065310756	0.26130717210780047	0.24916639444970518	0.23567218194440376	0.2582857613645532	0.2443466164072539	0.1681224309411347	0.11964258754466553	0.19310092012397623	0.20721982493089822	0.23942824660383585	0.22508304446144572	0.24832889204930686
S1Hp	0.21481549853384552	0.19227827114965518	0.06646121384920206	0.2199633679262855	0.1944242146076621	0.10533135473450977	0.14251666324716145	0.19666884633081172	0.14706004592668936	0.17603387192860764	0.18586677252182207	0.21406712792566363	0.13146910779339982	0.1812764578416566	0.19192781898332453	0.07768906535392671	0.11665858631763107	0.06174281114051554	0.1382246828188988	0.051575797420098934	0.06508769826829039	0.0	0.08677727693969359	0.19934444432682577	0.07507086427279983	0.09971113141952602	0.20678746067766374	0.15187281753983387	0.10846620050321182	0.19480234199837645	0.13906337951651154	0.2465402601487621	0.26147211206764676	0.2880478146833627	0.2875478258471599	0.27703784765509487	0.2718804527642833	0.27901257866334706	0.17358831823865759	0.20567813551485134	0.11572903106117279	0.14062677778522756	0.1766655532297483	0.1529324350599492	0.15066877168226328	0.1751165534050284	0.2024298480405327	0.16198398596608365	0.22035206033129826	0.12943188068421335	0.20886294107128664	0.18588823978539765	0.21760632762587537	0.08978259084415433	0.18568249119570227	0.19912743436629882	0.17462913943610262	0.10131907260292837	0.10275222733095965	0.11226544536358941	0.18977904116280062	0.22452110360767968	0.21430317837089408	0.21239731832692954	0.09277813969273532	0.12378464756688047	0.2196467790215734	0.2075060013634781	0.1940117888581767	0.21662536827832615	0.20268622332102681	0.12646203785490762	0.07798219445843844	0.15144052703774913	0.16555943184467115	0.19776785351760878	0.18342265137521868	0.20666849896307982
F7H1	0.25024036323376053	0.22770313584957017	0.10188607854911706	0.25538823262620053	0.2298490793075771	0.1407562194344248	0.17794152794707646	0.23209371103072673	0.18248491062660438	0.21145873662852266	0.22129163722173706	0.24949199262557864	0.16689397249331483	0.21670132254157162	0.22735268368323955	0.11792961204432081	0.15689913300802516	0.10198335783090964	0.1933558229326181	0.10670693753381826	0.12843767002592066	0.08677727693969359	0.0	0.21440277102541783	0.09012919097139188	0.13513599611944105	0.24221232537757875	0.18729768223974888	0.14389106520312683	0.23022720669829147	0.17448824421642656	0.2819651248486771	0.29689697676756177	0.32347267938327773	0.3229726905470749	0.3124627123550099	0.3073053174641983	0.31443744336326207	0.2090131829385726	0.24110300021476636	0.1511538957610878	0.17605164248514257	0.21209041792966332	0.1883572997598642	0.1860936363821783	0.21054141810494342	0.23785471274044773	0.19740885066599867	0.2557769250312133	0.16485674538412837	0.24428780577120165	0.22131310448531266	0.2530311923257904	0.12520745554406934	0.22110735589561728	0.23455229906621383	0.21005400413601763	0.1367439373028434	0.13817709203087467	0.14769031006350442	0.22520390586271563	0.2599459683075947	0.2497280430708091	0.24782218302684456	0.12820300439265034	0.15920951226679547	0.2550716437214884	0.24293086606339312	0.2294366535580917	0.25205023297824114	0.23811108802094183	0.16188690255482263	0.11340705915835346	0.18686539173766414	0.20098429654458616	0.2331927182175238	0.21884751607513367	0.24209336366299483
31021	0.36280753062089277	0.3402703032367024	0.21445324593624931	0.3679554000133327	0.3424162466947093	0.253323386821557	0.29050869533420864	0.344660878417859	0.29505207801373656	0.3240259040156549	0.3338588046088693	0.3620591600127109	0.2794611398804471	0.32926848992870383	0.33991985107037176	0.23049677943145302	0.2694663003951574	0.21455052521804185	0.30592299031975034	0.21927410492095045	0.24100483741305287	0.19934444432682577	0.21440277102541783	0.0	0.15792067851650132	0.24770316350657323	0.354779492764711	0.2998648496268811	0.256458232590259	0.3427943740854237	0.28705541160355874	0.3945322922358093	0.409464144154694	0.43603984677040997	0.43553985793420713	0.4250298797421421	0.41987248485133055	0.4270046107503943	0.3215803503257048	0.35367016760189857	0.26372106314822	0.2886188098722748	0.32465758531679556	0.3009244671469964	0.2986608037693105	0.32310858549207566	0.3504218801275799	0.3099760180531309	0.3683440924183455	0.27742391277126055	0.35685497315833387	0.33388027187244484	0.3655983597129226	0.23777462293120155	0.3336745232827495	0.347119466453346	0.32262117152314984	0.24931110468997558	0.2507442594180069	0.26025747745063665	0.33777107324984784	0.3725131356947269	0.36229521045794133	0.3603893504139768	0.24077017177978255	0.2717766796539277	0.3676388111086206	0.35549803345052533	0.3420038209452239	0.3646174003653734	0.35067825540807407	0.2744540699419548	0.22597422654548566	0.2994325591247964	0.3135514639317184	0.34575988560465604	0.3314146834622659	0.35466053105012707
S19H1	0.23853395056686677	0.21599672318267643	0.09017966588222331	0.24368181995930677	0.21814266664068335	0.12904980676753103	0.1662351152801827	0.22038729836383297	0.17077849795971062	0.1997523239616289	0.20958522455484332	0.23778557995868488	0.15518755982642107	0.2049949098746779	0.21564627101634581	0.10622319937742707	0.14519272034113143	0.0902769451640159	0.18164941026572437	0.09500052486692451	0.11673125735902692	0.07507086427279983	0.09012919097139188	0.15792067851650132	0.0	0.12342958345254729	0.230505912710685	0.17559126957285515	0.13218465253623307	0.21852079403139774	0.1627818315495328	0.2702587121817834	0.28519056410066806	0.31176626671638397	0.31126627788018113	0.3007562996881161	0.29559890479730455	0.3027310306963683	0.19730677027167887	0.22939658754787262	0.13944748309419405	0.16434522981824884	0.20038400526276956	0.17665088709297044	0.17438722371528453	0.19883500543804966	0.22614830007355397	0.1857024379991049	0.24407051236431954	0.1531503327172346	0.23258139310430792	0.2096066918184189	0.24132477965889665	0.11350104287717559	0.20940094322872355	0.22284588639932007	0.1983475914691239	0.12503752463594964	0.12647067936398093	0.13598389739661068	0.2134974931958219	0.24823955564070094	0.23802163040391533	0.2361157703599508	0.11649659172575659	0.14750309959990174	0.24336523105459468	0.23122445339649939	0.21773024089119797	0.24034382031134743	0.22640467535404807	0.15018048988792887	0.10170064649145971	0.1751589790707704	0.1892778838776924	0.22148630555063004	0.20714110340823993	0.23038695099610107
F3H1	0.2449487218293161	0.22241149444512576	0.09659443714467267	0.2500965912217561	0.2245574379031327	0.13546457802998038	0.17264988654263205	0.22680206962628233	0.17719326922215997	0.20616709522407825	0.21599999581729268	0.24420035122113423	0.16160233108887043	0.2197712521482313	0.23042261328989921	0.13086346652415326	0.1698329874878576	0.11491721231074209	0.20628967741245058	0.11964079201365069	0.1413715245057531	0.09971113141952602	0.13513599611944105	0.24770316350657323	0.12342958345254729	0.0	0.14366040477532677	0.1236187861086946	0.10181464165077429	0.18815078314593892	0.132411820664074	0.25017474800513917	0.26510659992402386	0.2916823025397398	0.291182313703537	0.28067233551147197	0.2755149406206604	0.28264706651972415	0.17722280609503466	0.2093126233712284	0.11936351891754984	0.14426126564160463	0.18030004108612538	0.15656692291632623	0.15430325953864032	0.17875104126140548	0.21484458805837778	0.17439872598392872	0.23276680034914332	0.14184662070205842	0.2212776810891317	0.1983029798032427	0.23002106764372043	0.10219733086199939	0.19809723121354733	0.21154217438414388	0.19680365119731533	0.1234935843641411	0.12492673909217236	0.13443995712480214	0.21195355292401333	0.2466956153688924	0.2364776901321068	0.23457183008814225	0.11495265145394803	0.1459591593280932	0.2418212907827861	0.22968051312469082	0.2161863006193894	0.23879988003953886	0.22486073508223953	0.14863654961612033	0.10015670621965116	0.17361503879896187	0.19569265514014175	0.2279010768130794	0.21355587467068926	0.2368017222585504
S29H1	0.35202505108745386	0.32948782370326346	0.20367076640281043	0.35717292047989385	0.33163376716127047	0.2425409072881181	0.2797262158007698	0.33387839888442006	0.2842695984802977	0.313243424482216	0.3230763250754304	0.35127668047927196	0.26867866034700816	0.32684758140636905	0.3374989425480369	0.23793979578229096	0.27690931674599534	0.2219935415688798	0.3133660066705883	0.22671712127178842	0.24844785376389084	0.20678746067766374	0.24221232537757875	0.354779492764711	0.230505912710685	0.14366040477532677	0.0	0.23069511536683232	0.208890970908912	0.2952271124040766	0.23948814992221173	0.3572510772632769	0.37218292918216156	0.3987586317978775	0.3982586429616747	0.3877486647696097	0.3825912698787981	0.38972339577786186	0.2842991353531724	0.31638895262936617	0.22643984817568757	0.25133759489974233	0.2873763703442631	0.263643252174464	0.2613795887967781	0.2858273705195432	0.3219209173165155	0.28147505524206645	0.339843129607281	0.24892294996019615	0.3283540103472694	0.30537930906138044	0.33709739690185814	0.20927366012013712	0.3051735604716851	0.3186185036422816	0.30387998045545306	0.2305699136222788	0.2320030683503101	0.24151628638293984	0.319029882182151	0.3537719446270301	0.3435540193902445	0.34164815934627996	0.22202898071208574	0.25303548858623093	0.34889762004092384	0.33675684238282855	0.3232626298775271	0.3458762092976766	0.33193706434037723	0.25571287887425803	0.20723303547778887	0.2806913680570996	0.3027689843982795	0.3349774060712171	0.32063220392882696	0.34387805151668815
530331	0.29711040794962396	0.27457318056543356	0.14875612326498053	0.30225827734206395	0.27671912402344057	0.1876262641502882	0.22481157266293988	0.27896375574659016	0.2293549553424678	0.2583287813443861	0.26816168193760054	0.29636203734144206	0.21376401720917826	0.27193293826853915	0.2825842994102071	0.18302515264446112	0.22199467360816544	0.16707889843104995	0.25845136353275844	0.17180247813395855	0.19353321062606094	0.15187281753983387	0.18729768223974888	0.2998648496268811	0.17559126957285515	0.1236187861086946	0.23069511536683232	0.0	0.15397632777108214	0.24031246926624678	0.18457350678438184	0.30233643412544703	0.3172682860443317	0.3438439886600476	0.3433439998238448	0.3328340216317798	0.3276766267409682	0.33480875264003196	0.22938449221534252	0.26147430949153627	0.17152520503785768	0.19642295176191246	0.2324617272064332	0.2087286090366341	0.20646494565894818	0.2309127273817133	0.2670062741786856	0.22656041210423655	0.2849284864694512	0.19400830682236625	0.27343936720943957	0.25046466592355054	0.2821827537640283	0.15435901698230725	0.2502589173338552	0.2637038605044517	0.24896533731762316	0.17565527048444896	0.17708842521248022	0.18660164324510997	0.26411523904432116	0.29885730148920026	0.28863937625241465	0.2867335162084501	0.1671143375742559	0.19812084544840103	0.29398297690309394	0.28184219924499865	0.26834798673969723	0.2909615661598467	0.2770224212025474	0.2007982357364282	0.152318392339959	0.2257767249192697	0.24785434126044958	0.2800627629333872	0.26571756079099706	0.28896340837885826
31328	0.2537037909130019	0.23116656352881157	0.10534950622835847	0.25885166030544193	0.2333125069868185	0.1442196471136662	0.18140495562631787	0.23555713870996814	0.18594833830584578	0.21492216430776406	0.22475506490097846	0.25295542030482004	0.17035740017255624	0.2285263212319171	0.23917768237358503	0.13961853560783904	0.17858805657154342	0.12367228139442789	0.21504474649613636	0.1283958610973365	0.15012659358943892	0.10846620050321182	0.14389106520312683	0.256458232590259	0.13218465253623307	0.10181464165077429	0.208890970908912	0.15397632777108214	0.0	0.18458088269554687	0.12884192021368196	0.25892981708882495	0.27386166900770964	0.3004373716234256	0.29993738278722276	0.28942740459515776	0.2842700097043462	0.29140213560340994	0.18597787517872044	0.2180676924549142	0.12811858800123566	0.15301633472529041	0.1890551101698112	0.16532199200001205	0.16305832862232614	0.1875061103450913	0.2235996571420636	0.18315379506761453	0.24152186943282913	0.15060168978574423	0.23003275017281752	0.20705804888692853	0.23877613672740625	0.1109523999456852	0.20685230029723314	0.2202972434678297	0.20555872028100114	0.13224865344782688	0.13368180817585817	0.14319502620848795	0.22070862200769914	0.2554506844525782	0.24523275921579257	0.24332689917182804	0.12370772053763385	0.154714228411779	0.2505763598664719	0.23843558220837663	0.2249413697030752	0.24755494912322468	0.2336158041659253	0.1573916186998061	0.10891177530333696	0.18237010788264768	0.20444772422382756	0.2366561458967652	0.22231094375437507	0.24555679134223624
