	s9pp	S4Hp	F23HpA	s32pp	s24H1	s4pp	S2Hp	31300	S17H1	S28Hp	S7Hp	S6Hp	S3Hp	S13Hp	s13pp	S16H2	S8Hp	31519	S26Hp	530394	S21H1	S31Hp	S23Hp	F8H1	S29H1	S25Hp	31700	31723	31112	S19H1	F7H1	S15Hp	F14H1A	F16H1	S27H1	S11Hp	31379	530050	31219	F32H1	530119	S30H1	F14H1B
F7H1	0.38220777669709427	0.32026882689415237	0.2923676912096226	0.3629186116171707	0.36088355936929567	0.39598880298963995	0.3045139341591727	0.39479789315558184	0.3600773102257381	0.3300216535662149	0.37333795359441513	0.3729005538849317	0.42311715119795235	0.41330642848773597	0.42351799639357535	0.5113366961238154	0.4831600195253443	0.48314930702812386	0.3442705304409577	0.34592891237145873	0.5051911685208357	0.38357574316810034	0.40169007071099627	0.49314051133538755	0.49316975538115054	0.4890585491519069	0.549593239502159	0.5102439605452195	0.5070844940163862	0.0043184201914291	0.0	0.0032471989028865955	0.29973540974398377	0.34755928398523106	0.3534116707502747	0.2889688480176852	0.38755790315946254	0.3954637166775717	0.4036684648083643	0.39039107833121034	0.4034788531462809	0.3917835206473954	0.3725895864511425
S15Hp	0.38108259877184025	0.3191436489688984	0.29124251328436856	0.36179343369191674	0.3597583814440417	0.394863625064386	0.3033887562339187	0.3936727152303279	0.35895213230048406	0.3288964756409609	0.37221277566916117	0.3717753759596777	0.4219919732726984	0.412181250562482	0.4223928184683214	0.5102115181985614	0.48203484160009036	0.4820241291028699	0.34314535251570377	0.3448037344462047	0.5040659905955817	0.3824505652428464	0.40056489278574225	0.4920153334101336	0.4920445774558966	0.4879333712266529	0.5484680615769051	0.5091187826199655	0.5059593160911322	0.0031932422661751355	0.0032471989028865955	0.0	0.2986102318187298	0.34643410605997715	0.3522864928250207	0.2878436700924312	0.3864327252342086	0.3943385387523177	0.40254328688311036	0.3892659004059564	0.40235367522102694	0.39065834272214145	0.3714644085258885
F14H1A	0.2970623402130748	0.23512339041013294	0.20722225472560313	0.27777317513315125	0.2757381228852762	0.3108433665056205	0.29246713584451234	0.3827510948409215	0.3480305119110777	0.31797485525155456	0.3612911552797548	0.36085375557027133	0.411070352883292	0.40125963017307564	0.411471198078915	0.49928989780915506	0.471113221210684	0.47110250871346354	0.33222373212629736	0.33388211405679835	0.4931443702061753	0.37152894485344	0.3896432723963359	0.48109371302072723	0.4811229570664902	0.47701175083724656	0.5375464411874987	0.49819716223055915	0.4950376957017259	0.29967945310627225	0.29973540974398377	0.2986102318187298	0.0	0.04782587424224736	0.21359658278907065	0.14915376005648115	0.2477428151982585	0.3103182801935523	0.3185230283243449	0.30524564184719094	0.3183334166622615	0.306638084163376	0.2874441499671231
F16H1	0.3448862144543221	0.28294726465138026	0.2550461289668504	0.3255970493743986	0.32356199712652356	0.35866724074686784	0.3402910100857597	0.43057496908216886	0.39585438615232504	0.3657987294928019	0.4091150295210021	0.4086776298115187	0.4588942271245393	0.449083504414323	0.4592950723201623	0.5471137720504023	0.5189370954519313	0.5189263829547108	0.38004760636754464	0.3817059882980457	0.5409682444474226	0.41935281909468736	0.43746714663758324	0.5289175872619746	0.5289468313077376	0.5248356250784939	0.585370315428746	0.5460210364718064	0.5428615699429732	0.34750332734751954	0.34755928398523106	0.34643410605997715	0.04782587424224736	0.0	0.2614204570303179	0.19697763429772844	0.2955666894395058	0.3581421544347996	0.3663469025655922	0.35306951608843823	0.3661572909035088	0.3544619584046233	0.3352680242083704
S27H1	0.35073860121936573	0.28879965141642383	0.26089851573189404	0.33144943613944217	0.32941438389156713	0.3645196275119114	0.34614339685080325	0.43642735584721243	0.4017067729173686	0.37165111625784547	0.4149674162860457	0.41453001657656224	0.46474661388958294	0.45493589117936656	0.46514745908520594	0.552966158815446	0.524789482216975	0.5247787697197545	0.38589999313258827	0.38755837506308927	0.5468206312124662	0.42520520585973093	0.4433195334026268	0.5347699740270182	0.5347992180727812	0.5306880118435375	0.5912227021937896	0.5518734232368501	0.5487139567080168	0.35335571411256317	0.3534116707502747	0.3522864928250207	0.21359658278907065	0.2614204570303179	0.0	0.06902603565329932	0.2886430207931467	0.36399454119984315	0.3721992893306358	0.3589219028534818	0.37200967766855236	0.36031434516966687	0.34112041097341395
S11Hp	0.28629577848677623	0.22435682868383433	0.19645569299930452	0.26700661340685267	0.26497156115897763	0.3000768047793219	0.28170057411821375	0.37198453311462293	0.3372639501847791	0.30720829352525597	0.3505245935534562	0.35008719384397274	0.40030379115699344	0.39049306844677706	0.40070463635261644	0.4885233360828565	0.4603466594843854	0.46033594698716496	0.32145717039999877	0.32311555233049977	0.4823778084798767	0.36076238312714143	0.3788767106700373	0.47032715129442865	0.47035639534019164	0.466245189110948	0.5267798794612001	0.48743060050426057	0.4842711339754273	0.28891289137997367	0.2889688480176852	0.2878436700924312	0.14915376005648115	0.19697763429772844	0.06902603565329932	0.0	0.2242001980605572	0.29955171846725365	0.3077564665980463	0.2944790801208923	0.30756685493596286	0.29587152243707737	0.27667758824082445
31379	0.3848848336285535	0.3229458838256117	0.29504474814108184	0.36559566854863	0.363560616300755	0.39866585992109926	0.3802896292599911	0.4705735882564003	0.43585300532655646	0.4057973486670333	0.44911364869523357	0.4486762489857501	0.4988928462987708	0.4890821235885544	0.4992936914943938	0.5871123912246339	0.5589357146261628	0.5589250021289422	0.4200462255417761	0.4217046074722771	0.5809668636216541	0.4593514382689188	0.47746576581181466	0.568916206436206	0.568945450481969	0.5648342442527253	0.6253689346029774	0.586019655646038	0.5828601891172047	0.387501946521751	0.38755790315946254	0.3864327252342086	0.2477428151982585	0.2955666894395058	0.2886430207931467	0.2242001980605572	0.0	0.398140773609031	0.40634552173982363	0.39306813526266965	0.4061559100777402	0.3944605775788547	0.3752666433826018
530050	0.24682428655055005	0.23383259831346792	0.2683960245628713	0.33894694497041944	0.3369118927225444	0.3720171363428887	0.38819544277810025	0.4784794017745095	0.44375881884466567	0.4137031621851425	0.4570194622133428	0.4565820625038593	0.50679865981688	0.4969879371066636	0.507199505012503	0.595018204742743	0.566841528144272	0.5668308156470515	0.4279520390598853	0.4296104209903863	0.5888726771397633	0.467257251787028	0.48537157932992386	0.5768220199543153	0.5768512640000782	0.5727400577708346	0.6332747481210866	0.5939254691641471	0.5907660026353139	0.39540776003986017	0.3954637166775717	0.3943385387523177	0.3103182801935523	0.3581421544347996	0.36399454119984315	0.29955171846725365	0.398140773609031	0.0	0.053985743052163845	0.04071035657600992	0.05379813139108047	0.042102798892194995	0.03728701993264763
31219	0.2550290346813427	0.24203734644426056	0.27660077269366395	0.3471516931012121	0.34511664085333704	0.3802218844736813	0.3964001909088929	0.4866841499053021	0.4519635669754583	0.42190791031593516	0.4652242103441354	0.46478681063465194	0.5150034079476726	0.5051926852374563	0.5154042531432956	0.6032229528735357	0.5750462762750647	0.5750355637778441	0.43615678719067796	0.43781516912117896	0.597077425270556	0.4754619999178206	0.4935763274607165	0.5850267680851079	0.5850560121308709	0.5809448059016272	0.6414794962518793	0.6021302172949398	0.5989707507661065	0.4036125081706528	0.4036684648083643	0.40254328688311036	0.3185230283243449	0.3663469025655922	0.3721992893306358	0.3077564665980463	0.40634552173982363	0.053985743052163845	0.0	0.04891510470680257	0.06200287952187312	0.05030754702298765	0.045491768063440276
F32H1	0.2417516482041887	0.22875995996710657	0.26332338621650997	0.3338743066240581	0.33183925437618306	0.36694449799652734	0.3831228044317389	0.47340676342814814	0.4386861804983043	0.4086305238387812	0.45194682386698143	0.45150942415749795	0.5017260214705187	0.49191529876030227	0.5021268666661417	0.5899455663963817	0.5617688897979107	0.5617581773006902	0.422879400713524	0.424537782644025	0.583800038793402	0.46218461344066664	0.4802989409835625	0.571749381607954	0.571778625653717	0.5676674194244733	0.6282021097747253	0.5888528308177858	0.5856933642889526	0.3903351216934988	0.39039107833121034	0.3892659004059564	0.30524564184719094	0.35306951608843823	0.3589219028534818	0.2944790801208923	0.39306813526266965	0.04071035657600992	0.04891510470680257	0.0	0.016328097678758695	0.004632765179873226	0.0322143815862863
530119	0.25483942301925927	0.24184773478217714	0.27641116103158053	0.34696208143912866	0.3449270291912536	0.3800322728115979	0.39621057924680947	0.4864945382432187	0.4517739553133749	0.42171829865385174	0.465034598682052	0.4645971989725685	0.5148137962855892	0.5050030735753728	0.5152146414812122	0.6030333412114522	0.5748566646129812	0.5748459521157607	0.43596717552859454	0.43762555745909554	0.5968878136084725	0.4752723882557372	0.4933867157986331	0.5848371564230245	0.5848664004687875	0.5807551942395438	0.6412898845897959	0.6019406056328563	0.5987811391040231	0.4034228965085694	0.4034788531462809	0.40235367522102694	0.3183334166622615	0.3661572909035088	0.37200967766855236	0.30756685493596286	0.4061559100777402	0.05379813139108047	0.06200287952187312	0.016328097678758695	0.0	0.017718539993943714	0.04530215640135685
S30H1	0.2431440905203738	0.23015240228329167	0.26471582853269504	0.33526674894024316	0.33323169669236813	0.3683369403127124	0.384515246747924	0.4747992057443332	0.4400786228144894	0.41002296615496625	0.4533392661831665	0.452901866473683	0.5031184637867038	0.49330774107648734	0.5035193089823268	0.5913380087125668	0.5631613321140958	0.5631506196168753	0.42427184302970905	0.42593022496021005	0.5851924811095871	0.4635770557568517	0.4816913832997476	0.573141823924139	0.573171067969902	0.5690598617406584	0.6295945520909104	0.5902452731339709	0.5870858066051377	0.3917275640096839	0.3917835206473954	0.39065834272214145	0.306638084163376	0.3544619584046233	0.36031434516966687	0.29587152243707737	0.3944605775788547	0.042102798892194995	0.05030754702298765	0.004632765179873226	0.017718539993943714	0.0	0.033606823902471376
F14H1B	0.22395015632412082	0.2109584680870387	0.2455218943364421	0.31607281474399024	0.3140377624961152	0.3491430061164595	0.36532131255167105	0.4556052715480803	0.42088468861823647	0.3908290319587133	0.4341453319869136	0.4337079322774301	0.4839245295904508	0.4741138068802344	0.4843253747860738	0.5721440745163138	0.5439673979178428	0.5439566854206223	0.4050779088334561	0.4067362907639571	0.5659985469133341	0.4443831215605988	0.46249744910349466	0.553947889727886	0.553977133773649	0.5498659275444053	0.6104006178946574	0.5710513389377179	0.5678918724088846	0.37253362981343097	0.3725895864511425	0.3714644085258885	0.2874441499671231	0.3352680242083704	0.34112041097341395	0.27667758824082445	0.3752666433826018	0.03728701993264763	0.045491768063440276	0.0322143815862863	0.04530215640135685	0.033606823902471376	0.0
