	w2pp	s2pp	s24pp	530451	s18pp	s12pp	w11pp	s11pp	F16H1	s14pp	s15pp	w14pp	s29pp	s26pp	s17pp	s32pp	S17H1	w21pp	s31pp	w15pp	s28pp	s16pp	w16pp	w4pp	w18pp	s27pp	s25pp	s22pp	S29H1	s4pp	s10pp	S8Hp	w29pp	f8pp	w30pp	S4Hp	f4pp	S13Hp	S15Hp	S22Hp	S9H1	530331	S28Hp	S1Hp	31750	S6Hp	S20H1	F14H1A	S26Hp	S16H2	S18H1	f14ppB	s6pp	w6pp	S21H1	s13pp	s30pp	s20pp	s19pp	s9pp	s7pp	F23HpA	s23pp	w32pp	s1pp	w7pp
s28pp	0.06054221214694716	0.06083418174282275	0.08150781404082552	0.11219173695882263	0.06213394280741268	0.07876217162079013	0.1286013895366379	0.1284746026005483	0.08013721044575826	0.06492434550191158	0.07028539370433035	0.07831878556692462	0.06788001947895683	0.05208940619491009	0.057297219897421155	0.054895000498847886	0.06274445990945787	0.0513153052290021	0.04771753737771035	0.040031380521259916	0.0	0.05774832741577013	0.06508347861921927	0.0644987623106201	0.04766036830948163	0.09643917064001203	0.059420798292444066	0.08665855740541929	0.11139229240093135	0.09319627834546365	0.15386641794358277	0.11184823383722976	0.08626860672166765	0.15971894816309262	0.15005724909294343	0.19154859900539256	0.25630110533575917	0.3115246714468825	0.403810688304709	0.5445747281622089	0.5161988805117715	0.6124180295871852	0.5476403803057088	0.5335513289771785	0.5860110802810429	0.5615127771089502	0.4738210272441517	0.64162708718945	0.6321016672527058	0.5989631712462061	0.3982917371500529	0.274631916676534	0.19339702711020457	0.11154396935018904	0.11426042002866735	0.15464176550803765	0.1441786946594384	0.14842281601504614	0.15160598175748882	0.1008636083588227	0.09933199933125975	0.13066809681535135	0.12715199643159963	0.14769540305411832	0.04829618601488723	0.09411935262051865
s16pp	0.058830507921258816	0.0591224775171344	0.07979610981513717	0.11048003273313428	0.06042223858172434	0.0770504673951018	0.12688968531094957	0.12676289837485996	0.07842550622006991	0.06321264127622322	0.06857368947864201	0.07660708134123628	0.0661683152532685	0.05037770196922174	0.05558551567173281	0.0596643752505492	0.07724896796218843	0.06581981328173266	0.0622220454304409	0.054535888573990464	0.05774832741577013	0.0	0.03285185483505265	0.06278705808493176	0.04594866408379329	0.09472746641432368	0.05770909406675572	0.08494685317973094	0.10968058817524301	0.0914845741197753	0.15215471371789444	0.11013652961154141	0.0845569024959793	0.15800724393740428	0.14834554486725507	0.18983689477970422	0.25458940111007083	0.30981296722119417	0.40209898407902067	0.5428630239365205	0.5144871762860832	0.6107063253614968	0.5459286760800205	0.5318396247514902	0.5842993760553545	0.5598010728832619	0.47210932301846337	0.6399153829637617	0.6303899630270174	0.5972514670205178	0.39658003292436456	0.2729202124508457	0.19168532288451623	0.1098322651245007	0.11254871580297901	0.1529300612823493	0.14246699043375002	0.1467111117893578	0.14989427753180048	0.09915190413313435	0.0976202951055714	0.128956392589663	0.1254402922059113	0.14598369882842996	0.046584481789198884	0.09240764839483032
w16pp	0.06616565912470795	0.06645762872058354	0.08713126101858631	0.11781518393658344	0.06775738978517348	0.08438561859855094	0.13422483651439873	0.1340980495783091	0.08576065742351907	0.07054779247967238	0.07590884068209115	0.08394223254468541	0.07350346645671764	0.057712853172670886	0.06292066687518195	0.06699952645399834	0.08458411916563757	0.0731549644851818	0.06955719663389004	0.06187103977743961	0.06508347861921927	0.03285185483505265	0.0	0.07012220928838091	0.053283815287242436	0.10206261761777283	0.06504424527020486	0.0922820043831801	0.11701573937869214	0.09881972532322444	0.15948986492134357	0.11747168081499057	0.09189205369942846	0.16534239514085344	0.15568069607070423	0.19717204598315338	0.26192455231351996	0.3171481184246433	0.4094341352824698	0.5501981751399697	0.5218223274895324	0.618041476564946	0.5532638272834697	0.5391747759549392	0.5916345272588037	0.567136224086711	0.4794444742219125	0.6472505341672109	0.6377251142304666	0.604586618223967	0.4039151841278137	0.2802553636542948	0.1990204740879654	0.11716741632794983	0.11988386700642814	0.16026521248579845	0.14980214163719918	0.15404626299280696	0.15722942873524962	0.10648705533658351	0.10495544630902054	0.13629154379311215	0.13277544340936046	0.15331885003187912	0.05391963299264803	0.09974279959827946
w4pp	0.06202756602990933	0.06231953562578492	0.08299316792378769	0.11367709084178482	0.06361929669037486	0.08024752550375232	0.1300867434196001	0.12995995648351047	0.08162256432872043	0.06640969938487375	0.07177074758729253	0.07980413944988679	0.06936537336191902	0.05357476007787226	0.05878257378038333	0.06641481014539918	0.08399940285703841	0.07257024817658264	0.06897248032529088	0.06128632346884044	0.0644987623106201	0.06278705808493176	0.07012220928838091	0.0	0.026432989348364452	0.08003267730366669	0.043014304956098724	0.07025206406907394	0.09498579906458601	0.0767897850091183	0.13745992460723744	0.09544174050088441	0.0698621133853223	0.1433124548267473	0.13365075575659807	0.17514210566904723	0.23989461199941384	0.2951181781105372	0.3874041949683637	0.5281682348258635	0.49979238717542623	0.5960115362508398	0.5312338869693635	0.5171448356408331	0.5696045869446975	0.5451062837726048	0.4574145339078064	0.6252205938531047	0.6156951739163604	0.5825566779098608	0.3818852438137076	0.2582254233401887	0.17699053377385923	0.0951374760138437	0.09785392669232201	0.1382352721716923	0.12777220132309303	0.1320163226787008	0.1351994884211435	0.08445711502247735	0.0829255059949144	0.11426160347900599	0.1107455030952543	0.13128890971777296	0.03188969267854189	0.07771285928417332
w18pp	0.04518917202877086	0.04548114162464645	0.06615477392264922	0.09683869684064635	0.04678090268923639	0.06340913150261385	0.11324834941846164	0.113121562482372	0.06478417032758196	0.049571305383735276	0.05493235358615406	0.06296574544874832	0.052526979360780546	0.03673636607673379	0.04194417977924486	0.04957641614426071	0.06716100885589994	0.05573185417544417	0.05213408632415241	0.04444792946770197	0.04766036830948163	0.04594866408379329	0.053283815287242436	0.026432989348364452	0.0	0.06319428330252821	0.026175910954960253	0.05341367006793548	0.07814740506344753	0.05995139100797983	0.12062153060609895	0.07860334649974594	0.05302371938418384	0.12647406082560883	0.1168123617554596	0.15830371166790877	0.22305621799827538	0.2782797841093987	0.3705658009672252	0.5113298408247251	0.4829539931742877	0.5791731422497014	0.5143954929682251	0.5003064416396946	0.5527661929435591	0.5282678897714664	0.4405761399066679	0.6083821998519663	0.598856779915222	0.5657182839087224	0.3650468498125691	0.24138702933905024	0.16015213977272078	0.07829908201270522	0.08101553269118353	0.12139687817055382	0.11093380732195456	0.11517792867756234	0.118361094420005	0.06761872102133888	0.06608711199377593	0.09742320947786752	0.09390710909411583	0.11445051571663449	0.015051298677403412	0.06087446528303485
s27pp	0.09396797435930127	0.09425994395517684	0.11493357625317961	0.14561749917117675	0.09555970501976678	0.11218793383314424	0.16202715174899204	0.1619003648129024	0.11356297265811235	0.09835010771426567	0.10371115591668445	0.11174454777927872	0.10130578169131094	0.0855151684072642	0.09072298210977525	0.0983552184747911	0.11593981118643033	0.10451065650597456	0.10091288865468281	0.09322673179823238	0.09643917064001203	0.09472746641432368	0.10206261761777283	0.08003267730366669	0.06319428330252821	0.0	0.037020372348568024	0.08508726882200793	0.10982100381751997	0.09162498976205227	0.1522951293601714	0.11355446949607986	0.08797484238051775	0.16142518382194274	0.15176348475179352	0.19325483466424268	0.2580073409946093	0.31323090710573265	0.40551692396355915	0.5462809638210588	0.5179051161706216	0.6141242652460351	0.5493466159645588	0.5352575646360286	0.5877173159398928	0.5632190127678002	0.47552726290300185	0.6433333228483	0.6338079029115558	0.6006694069050561	0.39999797280890304	0.27633815233538417	0.19510326276905468	0.11325020500903915	0.11596665568751746	0.15634800116688774	0.14588493031828847	0.15012905167389626	0.15331221741633894	0.1025698440176728	0.10103823499010985	0.13237433247420144	0.12885823209044975	0.1494016387129684	0.0569170697490525	0.10553649063717604
s25pp	0.0569496020117333	0.05724157160760888	0.07791520390561166	0.10859912682360878	0.05854133267219882	0.07516956148557627	0.12500877940142407	0.12488199246533443	0.0765446003105444	0.06133173536669771	0.06669278356911648	0.07472617543171076	0.06428740934374297	0.04849679605969623	0.05370460976220729	0.06133684612722314	0.07892143883886238	0.0674922841584066	0.06389451630711485	0.05620835945066441	0.059420798292444066	0.05770909406675572	0.06504424527020486	0.043014304956098724	0.026175910954960253	0.037020372348568024	0.0	0.04806889647443996	0.07280263146995201	0.054606617414484304	0.11527675701260343	0.07653609714851191	0.0509564700329498	0.12440681147437478	0.11474511240422557	0.1562364623166747	0.22098896864704135	0.27621253475816465	0.36849855161599115	0.509262591473491	0.4808867438230537	0.5771058928984673	0.5123282436169909	0.4982391922884606	0.550698943592325	0.5262006404202323	0.43850889055543385	0.6063149505007321	0.5967895305639879	0.5636510345574882	0.36297960046133504	0.2393197799878162	0.1580848904214867	0.07623183266147118	0.0789482833399495	0.11932962881931979	0.10886655797072052	0.1131106793263283	0.11629384506877097	0.06555147167010485	0.06401986264254188	0.09535596012663348	0.0918398597428818	0.11238326636540046	0.01989869740148454	0.06851811828960808
s22pp	0.08418736112470852	0.08447933072058411	0.10515296301858687	0.135836885936584	0.08577909178517404	0.10240732059855151	0.1522465385143993	0.15211975157830965	0.10378235942351963	0.08856949447967294	0.09393054268209172	0.10196393454468598	0.09152516845671821	0.07573455517267146	0.08094236887518252	0.08857460524019836	0.10615919795183759	0.09473004327138182	0.09113227542009007	0.08344611856363963	0.08665855740541929	0.08494685317973094	0.0922820043831801	0.07025206406907394	0.05341367006793548	0.08508726882200793	0.04806889647443996	0.0	0.08695403605951049	0.0687580220040428	0.12942816160216192	0.10377385626148714	0.07819422914592503	0.15164457058735	0.1419828715172008	0.18347422142964992	0.24822672776001659	0.3034502938711399	0.3957363107289664	0.5365003505864662	0.508124502936029	0.6043436520114425	0.5395660027299661	0.5254769514014358	0.5779367027053002	0.5534383995332075	0.4657466496684091	0.6335527096137074	0.6240272896769631	0.5908887936704634	0.3902173595743103	0.26655753910079144	0.18532264953446193	0.10346959177444641	0.10618604245292472	0.146567387932295	0.13610431708369575	0.14034843843930353	0.1435316041817462	0.09278923078308007	0.0912576217555171	0.12259371923960871	0.11907761885585702	0.13962102547837568	0.04713645651445977	0.09575587740258332
S29H1	0.10892109612022058	0.10921306571609615	0.12988669801409894	0.16057062093209606	0.11051282678068611	0.12714105559406355	0.17698027350991136	0.17685348657382172	0.12851609441903167	0.113303229475185	0.11866427767760376	0.12669766954019804	0.11625890345223025	0.10046829016818351	0.10567610387069457	0.11330834023571043	0.13089293294734966	0.11946377826689389	0.11586601041560213	0.10817985355915169	0.11139229240093135	0.10968058817524301	0.11701573937869214	0.09498579906458601	0.07814740506344753	0.10982100381751997	0.07280263146995201	0.08695403605951049	0.0	0.08111226982679656	0.14178240942491568	0.12850759125699918	0.10292796414143708	0.17637830558286205	0.16671660651271286	0.208207956425162	0.27296046275552865	0.328184028866652	0.42047004572447844	0.5612340855819782	0.532858237931541	0.6290773870069545	0.5642997377254781	0.5502106863969479	0.6026704377008122	0.5781721345287195	0.4904803846639212	0.6582864446092194	0.6487610246724751	0.6156225286659754	0.4149510945698224	0.2912912740963035	0.210056384529974	0.12820332676995846	0.13091977744843677	0.17130112292780708	0.16083805207920782	0.16508217343481557	0.16826533917725825	0.11752296577859213	0.11599135675102917	0.14732745423512078	0.14381135385136906	0.16435476047388775	0.07187019150997181	0.12048961239809536
s4pp	0.09072508206475288	0.09101705166062846	0.11169068395863123	0.14237460687662837	0.0923168127252184	0.10894504153859585	0.15878425945444366	0.15865747251835402	0.11032008036356397	0.09510721541971728	0.10046826362213607	0.10850165548473034	0.09806288939676255	0.08227227611271581	0.08748008981522687	0.09511232618024272	0.11269691889188195	0.10126776421142618	0.09766999636013443	0.089983839503684	0.09319627834546365	0.0914845741197753	0.09881972532322444	0.0767897850091183	0.05995139100797983	0.09162498976205227	0.054606617414484304	0.0687580220040428	0.08111226982679656	0.0	0.08308389920128612	0.11031157720153148	0.08473195008596937	0.15818229152739435	0.14852059245724514	0.1900119423696943	0.25476444870006093	0.30998801481118426	0.40227403166901077	0.5430380715265105	0.5146622238760733	0.6108813729514868	0.5461037236700105	0.5320146723414801	0.5844744236453445	0.5599761204732518	0.47228437060845346	0.6400904305537517	0.6305650106170074	0.5974265146105078	0.39675508051435465	0.2730952600408358	0.1918603704745063	0.11000731271449077	0.11272376339296908	0.15310510887233936	0.1426420380237401	0.14688615937934787	0.15006932512179055	0.09932695172312442	0.09779534269556146	0.12913144017965306	0.12561533979590137	0.14615874641842003	0.05367417745450412	0.10229359834262766
s10pp	0.151395221662872	0.15168719125874758	0.17236082355675036	0.2030447464747475	0.15298695232333753	0.16961518113671498	0.21945439905256278	0.21932761211647314	0.17099021996168312	0.1557773550178364	0.1611384032202552	0.16917179508284946	0.15873302899488168	0.14294241571083494	0.148150229413346	0.15578246577836186	0.17336705849000109	0.1619379038095453	0.15834013595825355	0.15065397910180311	0.15386641794358277	0.15215471371789444	0.15948986492134357	0.13745992460723744	0.12062153060609895	0.1522951293601714	0.11527675701260343	0.12942816160216192	0.14178240942491568	0.08308389920128612	0.0	0.17098171679965063	0.14540208968408852	0.2188524311255135	0.20919073205536426	0.2506820819678134	0.31543458829818005	0.3706581544093034	0.4629441712671299	0.6037082111246297	0.5753323634741925	0.6715515125496059	0.6067738632681297	0.5926848119395993	0.6451445632434636	0.6206462600713709	0.5329545102065726	0.7007605701518709	0.6912351502151266	0.6580966542086268	0.4574252201124738	0.3337653996389549	0.2525305100726254	0.1706774523126099	0.1733939029910882	0.21377524847045848	0.2033121776218592	0.20755629897746702	0.21073946471990967	0.15999709132124357	0.1584654822936806	0.18980157977777218	0.18628547939402051	0.20682888601653915	0.11434431705262324	0.16296373794074678
S8Hp	0.109377037556519	0.10966900715239458	0.13034263945039734	0.16102656236839447	0.11096876821698451	0.12759699703036198	0.17743621494620976	0.17730942801012012	0.1289720358553301	0.11375917091148341	0.11912021911390219	0.12715361097649647	0.11671484488852868	0.10092423160448193	0.106132045306993	0.11376428167200883	0.13134887438364806	0.11991971970319229	0.11632195185190054	0.1086357949954501	0.11184823383722976	0.11013652961154141	0.11747168081499057	0.09544174050088441	0.07860334649974594	0.11355446949607986	0.07653609714851191	0.10377385626148714	0.12850759125699918	0.11031157720153148	0.17098171679965063	0.0	0.09162872880124878	0.16507907024267376	0.15541737117252455	0.1969087210849737	0.26166122741534037	0.31688479352646365	0.40917081038429015	0.5499348502417899	0.5215590025913527	0.6177781516667662	0.5530005023852899	0.5389114510567596	0.5913712023606239	0.5668728991885312	0.47918114932373285	0.6469872092690311	0.6374617893322868	0.6043232933257872	0.40365185922963404	0.2799920387561152	0.1987571491897857	0.11690409142977018	0.11962054210824849	0.16000188758761877	0.1495388167390195	0.1537829380946273	0.15696610383706994	0.10622373043840383	0.10469212141084086	0.13602821889493247	0.13251211851118078	0.15305552513369944	0.07232613294627023	0.12094555383439379
w29pp	0.08379741044095688	0.08408938003683247	0.10476301233483523	0.13544693525283236	0.0853891411014224	0.10201736991479987	0.15185658783064765	0.151729800894558	0.10339240873976799	0.0881795437959213	0.09354059199834008	0.10157398386093434	0.09113521777296657	0.07534460448891982	0.08055241819143089	0.08818465455644672	0.10576924726808595	0.09434009258763018	0.09074232473633843	0.083056167879888	0.08626860672166765	0.0845569024959793	0.09189205369942846	0.0698621133853223	0.05302371938418384	0.08797484238051775	0.0509564700329498	0.07819422914592503	0.10292796414143708	0.08473195008596937	0.14540208968408852	0.09162872880124878	0.0	0.10933114352730604	0.09966944445715684	0.141160794369606	0.20591330069997263	0.2611368668110959	0.35342288366892244	0.4941869235264222	0.46581107587598497	0.5620302249513984	0.49725257566992215	0.48316352434139187	0.5356232756452561	0.5111249724731635	0.42343322260836513	0.5912392825536633	0.581713862616919	0.5485753666104194	0.3479039325142663	0.22424411204074748	0.143009222474418	0.06115616471440245	0.06387261539288076	0.10425396087225104	0.09379089002365179	0.09803501137925956	0.11204661042147125	0.06130423702280513	0.059772627995242175	0.09722673548830849	0.0937106351045568	0.11425404172707546	0.04674650583070813	0.09536592671883168
f8pp	0.15724775188238188	0.15753972147825746	0.1782133537762602	0.20889727669425734	0.15883948254284738	0.17546771135622485	0.22530692927207263	0.225180142335983	0.17684275018119297	0.16162988523734628	0.16699093343976507	0.17502432530235934	0.16458555921439155	0.1487949459303448	0.15400275963285587	0.1616349959978717	0.17921958870951094	0.16779043402905516	0.1641926661777634	0.156506509321313	0.15971894816309262	0.15800724393740428	0.16534239514085344	0.1433124548267473	0.12647406082560883	0.16142518382194274	0.12440681147437478	0.15164457058735	0.17637830558286205	0.15818229152739435	0.2188524311255135	0.16507907024267376	0.10933114352730604	0.0	0.07925825767692901	0.13469792333654734	0.19945042966691395	0.25467399577803723	0.3469600126358638	0.48772405249336354	0.4593482048429263	0.5555673539183399	0.4907897046368635	0.4767006533083332	0.5291604046121976	0.5046621014401049	0.4169703515753065	0.5847764115206048	0.5752509915838605	0.542112495577361	0.3414410614812077	0.2177812410076888	0.13654635144135935	0.09414581456743032	0.12912496590406353	0.1695063113834338	0.15904324053483454	0.16328736189044232	0.18549695186289622	0.1347545784642301	0.13322296943666714	0.17067707692973347	0.16716097654598178	0.18770438316850044	0.1201968472721331	0.16881626816025666
w30pp	0.14758605281223264	0.14787802240810824	0.168551654706111	0.19923557762410815	0.14917778347269817	0.16580601228607564	0.21564523020192344	0.2155184432658338	0.16718105111104375	0.15196818616719707	0.15732923436961585	0.1653626262322101	0.15492386014424234	0.13913324686019557	0.14434106056270665	0.1519732969277225	0.16955788963936172	0.15812873495890595	0.15453096710761421	0.14684481025116375	0.15005724909294343	0.14834554486725507	0.15568069607070423	0.13365075575659807	0.1168123617554596	0.15176348475179352	0.11474511240422557	0.1419828715172008	0.16671660651271286	0.14852059245724514	0.20919073205536426	0.15541737117252455	0.09966944445715684	0.07925825767692901	0.0	0.12503622426639813	0.18978873059676477	0.24501229670788804	0.3372983135657146	0.47806235342321435	0.44968650577277713	0.5459056548481908	0.4811280055667143	0.46703895423818403	0.5194987055420484	0.4950004023699557	0.4073086525051573	0.5751147124504556	0.5655892925137114	0.5324507965072117	0.3317793624110585	0.20811954193753962	0.12688465237121016	0.08448411549728112	0.11946326683391432	0.15984461231328462	0.14938154146468535	0.1536256628202931	0.17583525279274703	0.1250928793940809	0.12356127036651793	0.16101537785958425	0.15749927747583256	0.17804268409835122	0.11053514820198389	0.15915456909010745
S4Hp	0.18907740272468182	0.1893693723205574	0.21004300461856015	0.24072692753655728	0.19066913338514732	0.2072973621985248	0.25713658011437257	0.25700979317828293	0.2086724010234929	0.19345953607964622	0.198820584282065	0.20685397614465928	0.1964152100566915	0.18062459677264475	0.1858324104751558	0.19346464684017164	0.21104923955181087	0.1996200848713551	0.19602231702006334	0.18833616016361293	0.19154859900539256	0.18983689477970422	0.19717204598315338	0.17514210566904723	0.15830371166790877	0.19325483466424268	0.1562364623166747	0.18347422142964992	0.208207956425162	0.1900119423696943	0.2506820819678134	0.1969087210849737	0.141160794369606	0.13469792333654734	0.12503622426639813	0.0	0.18896356960846197	0.24418713571958525	0.3364731525774118	0.47723719243491153	0.4488613447844743	0.5450804938598879	0.4803028445784115	0.4662137932498812	0.5186735445537456	0.49417524138165286	0.4064834915168545	0.5742895514621528	0.5647641315254085	0.531625635518909	0.33095420142275567	0.20729438094923683	0.12605949138290734	0.12597546540973026	0.16095461674636347	0.20133596222573374	0.1908728913771345	0.1951170127327423	0.21732660270519616	0.16658422930653005	0.16505262027896708	0.2025067277720334	0.19899062738828172	0.21953403401080038	0.15202649811443303	0.2006459190025566
f4pp	0.25382990905504843	0.254121878650924	0.2747955109489268	0.3054794338669239	0.25542163971551396	0.2720498685288914	0.3218890864447392	0.32176229950864954	0.2734249073538595	0.25821204241001283	0.2635730906124316	0.2716064824750259	0.2611677163870581	0.24537710310301136	0.2505849168055224	0.2582171531705383	0.2758017458821775	0.26437259120172174	0.26077482335042995	0.25308866649397954	0.25630110533575917	0.25458940111007083	0.26192455231351996	0.23989461199941384	0.22305621799827538	0.2580073409946093	0.22098896864704135	0.24822672776001659	0.27296046275552865	0.25476444870006093	0.31543458829818005	0.26166122741534037	0.20591330069997263	0.19945042966691395	0.18978873059676477	0.18896356960846197	0.0	0.2148929335733288	0.3071789504311554	0.44794299028865514	0.4195671426382179	0.5157862917136314	0.4510086424321551	0.43691959110362477	0.48937934240748915	0.4648810392353965	0.37718928937059804	0.5449953493158964	0.5354699293791522	0.5023314333726525	0.3016599992764993	0.1780001788029804	0.1489767790832615	0.19072797174009692	0.22570712307673013	0.2660884685561004	0.25562539770750115	0.2598695190631089	0.2820791090355628	0.2313367356368967	0.22980512660933372	0.26725923410240005	0.2637431337186483	0.284286540341167	0.21677900444479967	0.2653984253329232
S13Hp	0.30905347516617176	0.30934544476204734	0.3300190770600501	0.3607029999780472	0.3106452058266373	0.32727343464001474	0.3771126525558625	0.3769858656197729	0.3286484734649828	0.31343560852113617	0.31879665672355495	0.3268300485861492	0.31639128249818144	0.3006006692141347	0.30580848291664575	0.3134407192816616	0.3310253119933008	0.3195961573128451	0.3159983894615533	0.3083122326051029	0.3115246714468825	0.30981296722119417	0.3171481184246433	0.2951181781105372	0.2782797841093987	0.31323090710573265	0.27621253475816465	0.3034502938711399	0.328184028866652	0.30998801481118426	0.3706581544093034	0.31688479352646365	0.2611368668110959	0.25467399577803723	0.24501229670788804	0.24418713571958525	0.2148929335733288	0.0	0.19508704511656985	0.33585108497406957	0.30747523732363236	0.40369438639904587	0.33891673711756953	0.32482768578903926	0.3772874370929036	0.3527891339208109	0.2650973840560125	0.43290344400131087	0.4233780240645666	0.39023952805806694	0.18956809396191374	0.1966830924266898	0.2042003451943848	0.2459515378512202	0.2809306891878534	0.3213120346672237	0.3108489638186244	0.3150930851742322	0.3373026751466861	0.28656030174801994	0.285028692720457	0.3224828002135234	0.31896669982977166	0.3395101064522903	0.27200257055592303	0.3206219914440465
S15Hp	0.40133949202399827	0.40163146161987384	0.42230509391787663	0.4529890168358737	0.4029312226844638	0.41955945149784124	0.469398669413689	0.4692718824775994	0.4209344903228094	0.40572162537896267	0.41108267358138145	0.4191160654439757	0.40867729935600794	0.3928866860719612	0.39809449977447225	0.4057267361394881	0.4233113288511273	0.4118821741706716	0.4082844063193798	0.4005982494629294	0.403810688304709	0.40209898407902067	0.4094341352824698	0.3874041949683637	0.3705658009672252	0.40551692396355915	0.36849855161599115	0.3957363107289664	0.42047004572447844	0.40227403166901077	0.4629441712671299	0.40917081038429015	0.35342288366892244	0.3469600126358638	0.3372983135657146	0.3364731525774118	0.3071789504311554	0.19508704511656985	0.0	0.3649472452365392	0.336571397586102	0.4327905466615155	0.3680128973800392	0.35392384605150884	0.40638359735537316	0.38188529418328054	0.2941935443184821	0.46199960426378045	0.4524741843270362	0.4193356883205365	0.21866425422438335	0.2889691092845164	0.29648636205221135	0.33823755470904676	0.3732167060456799	0.4135980515250502	0.4031349806764509	0.40737910203205874	0.4295886920045126	0.3788463186058465	0.37731470957828356	0.4147688170713498	0.41125271668759816	0.43179612331011685	0.36428858741374953	0.412908008301873
S22Hp	0.5421035318814981	0.5423955014773737	0.5630691337753765	0.5937530566933736	0.5436952625419637	0.5603234913553411	0.6101627092711889	0.6100359223350993	0.5616985301803092	0.5464856652364625	0.5518467134388813	0.5598801053014756	0.5494413392135078	0.5336507259294611	0.5388585396319721	0.5464907759969879	0.5640753687086272	0.5526462140281714	0.5490484461768796	0.5413622893204292	0.5445747281622089	0.5428630239365205	0.5501981751399697	0.5281682348258635	0.5113298408247251	0.5462809638210588	0.509262591473491	0.5365003505864662	0.5612340855819782	0.5430380715265105	0.6037082111246297	0.5499348502417899	0.4941869235264222	0.48772405249336354	0.47806235342321435	0.47723719243491153	0.44794299028865514	0.33585108497406957	0.3649472452365392	0.0	0.3493893879583567	0.4885235250656357	0.42374587578415934	0.409656824455629	0.46211657575949333	0.4376182725874007	0.3499265227226023	0.5177325826679007	0.5082071627311564	0.4750686667246567	0.28478073751771127	0.4297331491420161	0.4372504019097111	0.4790015945665465	0.5139807459031797	0.55436209138255	0.5438990205339507	0.5481431418895585	0.5703527318620124	0.5196103584633462	0.5180787494357832	0.5555328569288496	0.552016756545098	0.5725601631676166	0.5050526272712493	0.5536720481593729
S9H1	0.5137276842310607	0.5140196538269364	0.5346932861249392	0.5653772090429363	0.5153194148915263	0.5319476437049038	0.5817868616207515	0.581660074684662	0.5333226825298719	0.5181098175860253	0.5234708657884439	0.5315042576510383	0.5210654915630705	0.5052748782790237	0.5104826919815347	0.5181149283465506	0.5356995210581899	0.524270366377734	0.5206725985264423	0.5129864416699919	0.5161988805117715	0.5144871762860832	0.5218223274895324	0.49979238717542623	0.4829539931742877	0.5179051161706216	0.4808867438230537	0.508124502936029	0.532858237931541	0.5146622238760733	0.5753323634741925	0.5215590025913527	0.46581107587598497	0.4593482048429263	0.44968650577277713	0.4488613447844743	0.4195671426382179	0.30747523732363236	0.336571397586102	0.3493893879583567	0.0	0.4601476774151984	0.395370028133722	0.38128097680519174	0.43374072810905606	0.4092424249369634	0.321550675072165	0.48935673501746335	0.4798313150807191	0.4466928190742194	0.25640488986727406	0.4013573014915789	0.4088745542592739	0.4506257469161093	0.48560489825274245	0.5259862437321128	0.5155231728835135	0.5197672942391213	0.5419768842115752	0.49123451081290903	0.4897029017853461	0.5271570092784124	0.5236409088946608	0.5441843155171794	0.47667677962081206	0.5252962005089356
530331	0.6099468333064744	0.61023880290235	0.6309124352003528	0.6615963581183499	0.61153856396694	0.6281667927803174	0.6780060106961652	0.6778792237600756	0.6295418316052855	0.6143289666614389	0.6196900148638576	0.6277234067264519	0.6172846406384841	0.6014940273544374	0.6067018410569484	0.6143340774219642	0.6319186701336035	0.6204895154531477	0.6168917476018559	0.6092055907454055	0.6124180295871852	0.6107063253614968	0.618041476564946	0.5960115362508398	0.5791731422497014	0.6141242652460351	0.5771058928984673	0.6043436520114425	0.6290773870069545	0.6108813729514868	0.6715515125496059	0.6177781516667662	0.5620302249513984	0.5555673539183399	0.5459056548481908	0.5450804938598879	0.5157862917136314	0.40369438639904587	0.4327905466615155	0.4885235250656357	0.4601476774151984	0.0	0.4756901051473891	0.46160105381885874	0.5140608051227231	0.48956250195063045	0.401870752085832	0.5696768120311304	0.5601513920943861	0.5270128960878864	0.35262403894268757	0.4975764505669924	0.5050937033346874	0.5468448959915229	0.5818240473281561	0.6222053928075263	0.6117423219589271	0.6159864433145348	0.6381960332869887	0.5874536598883225	0.5859220508607595	0.623376158353826	0.6198600579700743	0.6404034645925929	0.5728959286962256	0.6215153495843492
S28Hp	0.545169184024998	0.5454611536208737	0.5661347859188764	0.5968187088368736	0.5467609146854636	0.5633891434988411	0.6132283614146888	0.6131015744785993	0.5647641823238092	0.5495513173799624	0.5549123655823812	0.5629457574449755	0.5525069913570078	0.536716378072961	0.541924191775472	0.5495564281404879	0.5671410208521271	0.5557118661716713	0.5521140983203796	0.5444279414639291	0.5476403803057088	0.5459286760800205	0.5532638272834697	0.5312338869693635	0.5143954929682251	0.5493466159645588	0.5123282436169909	0.5395660027299661	0.5642997377254781	0.5461037236700105	0.6067738632681297	0.5530005023852899	0.49725257566992215	0.4907897046368635	0.4811280055667143	0.4803028445784115	0.4510086424321551	0.33891673711756953	0.3680128973800392	0.42374587578415934	0.395370028133722	0.4756901051473891	0.0	0.33325026431292115	0.3857100156167854	0.3612117124446928	0.310099338502394	0.4779053984476923	0.46837997851094804	0.4352414825044484	0.28784638966121123	0.43279880128551607	0.44031605405321106	0.48206724671004647	0.5170463980466796	0.55742774352605	0.5469646726774506	0.5512087940330584	0.5734183840055124	0.5226760106068462	0.5211444015792832	0.5585985090723495	0.5550824086885979	0.5756258153111166	0.5081182794147493	0.5567377003028728
