	f14ppB	f10pp	f1pp	F14H1A	F29H1	S12Hp	S6Hp	F6H1	w17pp	f11pp	f12ppB	f24pp	w31pp	f17ppA	f23ppB	F23HpA	S3Hp	S9H1	w27pp	530295	S18H1	S22Hp	S15Hp	f29pp	f9pp	f25pp	f28pp	f32pp	w15pp	S1Hp	S7Hp	f23ppA	f6ppB	S20H1	S13Hp	w1pp	w23pp	f30pp	f4pp	f26pp	f21pp	f22ppB	f14ppA	f16ppB	f6ppA	f8pp	f13pp	f16ppA	w12pp	w24pp	S26Hp	w11pp	w9pp	w21pp	s26pp	s11pp	s9pp	s29pp	s12pp	s18pp	w6pp	s19pp	s20pp	s8pp	s13pp	s17pp	s25pp	w30pp	s30pp	s23pp	s24pp	s32pp	w32pp	s28pp	s14pp	s7pp	s1pp	s22pp	s31pp	s27pp	s3pp	s4pp	w4pp	s15pp	s2pp	w16pp	s16pp	w28pp	w13pp	f18pp	f12ppA	w3pp	f31pp	f2pp	w10pp	f3pp	f15pp	f20ppB	w25pp
f28pp	0.052229760618626546	0.09199074424726025	0.08854421673885264	0.10863468915595181	0.18967276789924573	0.16759980968933533	0.2172002310709432	0.16307248266252497	0.0868407211854133	0.08154689819904119	0.09475452232117004	0.05439193563591285	0.05697774192614197	0.0367430895809398	0.1265129286772873	0.22632868904651782	0.2060364415406632	0.20447858157611312	0.08561786786752502	0.20246605254201624	0.1763390450767696	0.14241522214551552	0.1717180259477213	0.061964975550679265	0.04272767990698421	0.07810873297939727	0.0	0.028006899969188058	0.04909050900010853	0.21009190518296592	0.1816538057927694	0.06299441219896947	0.09413068105691764	0.13420421978205221	0.11010351010434478	0.08305192694818757	0.08935711588412183	0.08028144775831385	0.08187487084817961	0.12587769317386036	0.031813906933330485	0.09509135661436462	0.04751644138057924	0.03732589108913149	0.026235845928583322	0.027698521346857335	0.028495082644977313	0.039765894501387386	0.044278676819152984	0.10392473342232415	0.3068197614962762	0.15109624443605138	0.19841719200382277	0.1981979980702855	0.2850534414896932	0.33831623190393245	0.28904923667350907	0.3409034444972262	0.35747369025576364	0.31716542322732566	0.3173150101964854	0.32845922927455057	0.43488207601197326	0.4716409269008174	0.4093816589495398	0.3999500374326681	0.2987999401696054	0.4386683078357215	0.43944557494586234	0.41451511374914635	0.3735422435885332	0.4455301787357886	0.45373086975789884	0.33631588600286494	0.3424178889109469	0.42204564137122136	0.36896066394808535	0.3983954340151993	0.4191914935683239	0.43124743334668847	0.4421561510541461	0.3898604622135342	0.3926159272407965	0.4428948466308872	0.3647976895954248	0.30023381594442633	0.3161560997785583	0.08077405031965502	0.04567350908487673	0.025820455790062764	0.05729527861803057	0.03590726018284747	0.043676299941688305	0.04266032934452079	0.05718685234828086	0.09506763378998072	0.06639134499016018	0.057305698674726124	0.06659742708699343
f32pp	0.05156424251067906	0.09132522613931277	0.08787869863090514	0.10796917104800433	0.18900724979129824	0.16693429158138784	0.2165347129629957	0.16240696455457748	0.08617520307746582	0.08088138009109369	0.09408900421322255	0.053726417527965364	0.05631222381819448	0.036077571472992315	0.12584741056933982	0.22566317093857033	0.2053709234327157	0.20381306346816563	0.08495234975957754	0.20180053443406876	0.1756735269688221	0.14174970403756804	0.1710525078397738	0.06129945744273177	0.04206216179903671	0.07744321487144978	0.028006899969188058	0.0	0.03496464099773468	0.19596603718059208	0.16752793779039557	0.05768366107642081	0.08881992993436899	0.12889346865950357	0.10479275898179613	0.07774117582563891	0.08404636476157318	0.07961592965036636	0.08120935274023211	0.12521217506591287	0.03114838882538299	0.09442583850641711	0.04685092327263175	0.03666037298118399	0.02557032782063583	0.027033003238909843	0.027829564537029818	0.03910037639343989	0.043613158711205496	0.10325921531437667	0.3061542433883287	0.1504307263281039	0.19775167389587528	0.19753247996233803	0.2843879233817457	0.33765071379598494	0.28838371856556155	0.3402379263892787	0.3568081721478161	0.31649990511937814	0.3166494920885379	0.32779371116660305	0.43421655790402575	0.47097540879286987	0.4087161408415923	0.3992845193247206	0.2981344220616579	0.438002789727774	0.4387800568379148	0.41384959564119883	0.3728767254805857	0.4448646606278411	0.4530653516499513	0.3356503678949174	0.34175237080299936	0.42138012326327384	0.36829514584013784	0.39772991590725176	0.4185259754603764	0.43058191523874095	0.44149063294619856	0.3891949441055867	0.391950409132849	0.44222932852293967	0.3641321714874773	0.2995682978364788	0.3154905816706108	0.08010853221170754	0.045007990976929244	0.025154937682115273	0.05662976051008308	0.03524174207489998	0.04301078183374082	0.0419948112365733	0.05652133424033337	0.09440211568203323	0.06572582688221269	0.056640180566778636	0.06593190897904594
w15pp	0.07264785154159954	0.11240883517023323	0.10896230766182563	0.1290527800789248	0.21009085882221873	0.18801790061230833	0.2376183219939162	0.18349057358549797	0.1072588121083863	0.10196498912201418	0.11517261324414303	0.07481002655888584	0.07739583284911496	0.05716118050391279	0.14693101960026028	0.2467467799694908	0.22645453246363617	0.22489667249908613	0.10603595879049801	0.22288414346498925	0.1967571359997426	0.16283331306848853	0.19213611687069426	0.08238306647365225	0.06314577082995719	0.09852682390237025	0.04909050900010853	0.03496464099773468	0.0	0.20703013947670298	0.17859204008650648	0.07876727010734128	0.10990353896528945	0.14997707769042404	0.1258763680127166	0.09882478485655938	0.10512997379249364	0.10069953868128684	0.10229296177115259	0.14629578409683333	0.05223199785630346	0.11550944753733759	0.06793453230355223	0.05774398201210447	0.046653936851556305	0.048116612269830314	0.04891317356795029	0.06018398542436036	0.06469676774212596	0.12434282434529714	0.3272378524192492	0.17151433535902436	0.21883528292679574	0.2186160889932585	0.30547153241266617	0.3587343228269054	0.30946732759648204	0.3613215354201992	0.3778917811787366	0.33758351415029864	0.33773310111945837	0.34887732019752354	0.45530016693494624	0.49205901782379036	0.4297997498725128	0.4203681283556411	0.3192180310925784	0.4590863987586945	0.4598636658688353	0.4349332046721193	0.3939603345115062	0.46594826965876157	0.4741489606808718	0.3567339769258379	0.36283597983391985	0.44246373229419433	0.38937875487105833	0.41881352493817225	0.4396095844912969	0.45166552426966144	0.46257424197711905	0.4102785531365072	0.4130340181637695	0.46331293755386016	0.3852157805183978	0.3206519068673993	0.3365741907015313	0.10119214124262801	0.06609160000784971	0.04623854671303575	0.07771336954100355	0.05632535110582046	0.06409439086466129	0.06307842026749377	0.07760494327125385	0.11548572471295371	0.08680943591313317	0.07772378959769911	0.08701551800996643
S1Hp	0.2336492477244569	0.2734102313530906	0.269963703844683	0.2900541762617822	0.3710922550050761	0.3490192967951657	0.39861971817677355	0.34449196976835533	0.26826020829124364	0.26296638530487154	0.27617400942700043	0.23581142274174322	0.23839722903197233	0.21816257668677017	0.3079324157831177	0.40774817615234815	0.3874559286464936	0.3858980686819435	0.2670373549733554	0.3838855396478466	0.35775853218259995	0.3238347092513459	0.3531375130535517	0.24338446265650962	0.22414716701281456	0.25952822008522763	0.21009190518296592	0.19596603718059208	0.20703013947670298	0.0	0.30340506030758796	0.23976866629019866	0.27090493514814684	0.3109784738732814	0.286877764195574	0.2598261810394168	0.26613136997535103	0.2617009348641442	0.26329435795400996	0.3072971802796907	0.21323339403916083	0.27651084372019497	0.2289359284864096	0.21874537819496184	0.2076553330344137	0.2091180084526877	0.20991456975080766	0.22118538160721773	0.22569816392498335	0.2853442205281545	0.48823924860210655	0.33251573154188174	0.37983667910965313	0.3796174851761159	0.46647292859552353	0.5197357190097628	0.4704687237793394	0.5223229316030565	0.5388931773615939	0.498584910333156	0.4987344973023157	0.5098787163803808	0.6163015631178036	0.6530604140066477	0.5908011460553702	0.5813695245384984	0.48021942727543576	0.6200877949415519	0.6208650620516927	0.5959346008549766	0.5549617306943635	0.6269496658416189	0.6351503568637291	0.5177353731086953	0.5238373760167772	0.6034651284770517	0.5503801510539157	0.5798149211210296	0.6006109806741542	0.6126669204525188	0.6235756381599764	0.5712799493193645	0.5740354143466269	0.6243143337367175	0.5462171767012551	0.48165330305025666	0.49757558688438863	0.2621935374254854	0.22709299619070708	0.20723994289589312	0.2387147657238609	0.21732674728867782	0.22509578704751865	0.22407981645035113	0.23860633945411122	0.27648712089581107	0.24781083209599053	0.2387251857805565	0.2480169141928238
S7Hp	0.2052111483342604	0.2449721319628941	0.24152560445448648	0.26161607687158567	0.34265415561487955	0.32058119740496915	0.37018161878657707	0.3160538703781588	0.23982210890104716	0.23452828591467503	0.2477359100368039	0.2073733233515467	0.20995912964177582	0.18972447729657366	0.27949431639292116	0.37931007676215167	0.35901782925629705	0.35745996929174695	0.23859925558315886	0.35544744025765007	0.3293204327924034	0.29539660986114935	0.32469941366335514	0.2149463632663131	0.19570906762261805	0.23109012069503113	0.1816538057927694	0.16752793779039557	0.17859204008650648	0.30340506030758796	0.0	0.21133056690000215	0.24246683575795033	0.2825403744830849	0.2584396648053775	0.23138808164922026	0.23769327058515452	0.2332628354739477	0.23485625856381345	0.2788590808894942	0.18479529464896433	0.24807274432999846	0.20049782909621308	0.19030727880476533	0.17921723364421718	0.18067990906249118	0.18147647036061115	0.19274728221702123	0.19726006453478684	0.256906121137958	0.45980114921191007	0.30407763215168526	0.35139857971945665	0.35117938578591934	0.438034829205327	0.4912976196195663	0.44203062438914287	0.49388483221286006	0.5104550779713974	0.4701468109429595	0.4702963979121192	0.48144061699018437	0.5878634637276071	0.6246223146164512	0.5623630466651737	0.552931425148302	0.4517813278852393	0.5916496955513554	0.5924269626614962	0.5674965014647801	0.526523631304167	0.5985115664514224	0.6067122574735326	0.48929727371849874	0.4953992766265807	0.5750270290868552	0.5219420516637192	0.5513768217308331	0.5721728812839577	0.5842288210623223	0.5951375387697799	0.5428418499291681	0.5455973149564304	0.595876234346521	0.5177790773110587	0.4532152036600602	0.46913748749419215	0.23375543803528886	0.19865489680051057	0.1788018435056966	0.2102766663336644	0.1888886478984813	0.19665768765732214	0.19564171706015465	0.2101682400639147	0.24804902150561456	0.21937273270579402	0.21028708639035998	0.21957881480262728
f23ppA	0.08655175474046047	0.12631273836909418	0.12286621086068655	0.14295668327778574	0.22399476202107965	0.20192180381116925	0.2515222251927771	0.1973944767843589	0.12116271530724723	0.1158688923208751	0.12907651644300397	0.08871392975774678	0.0912997360479759	0.07106508370277373	0.16083492279912123	0.26065068316835177	0.24035843566249712	0.23880057569794705	0.11993986198935895	0.23678804666385017	0.21066103919860352	0.17673721626734945	0.2060400200695552	0.09628696967251318	0.07704967402881813	0.1124307271012312	0.06299441219896947	0.05768366107642081	0.07876727010734128	0.23976866629019866	0.21133056690000215	0.0	0.09639221564775105	0.13646575437288563	0.11236504469517819	0.0959494221942947	0.10225461113022896	0.11460344188014777	0.11619686497001352	0.16019968729569428	0.06613590105516441	0.12941335073619853	0.08183843550241317	0.0716478852109654	0.06055784005041725	0.06202051546869126	0.06281707676681124	0.0740878886232213	0.07860067094098691	0.13824672754415807	0.3411417556181101	0.1854182385578853	0.2327391861256567	0.23251999219211944	0.3193754356115271	0.37263822602576635	0.32337123079534297	0.3752254386190601	0.39179568437759754	0.35148741734915956	0.3516370043183193	0.36278122339638447	0.46920407013380716	0.5059629210226513	0.4437036530713737	0.434272031554502	0.3331219342914393	0.4729903019575554	0.47376756906769624	0.44883710787098025	0.4078642377103671	0.4798521728576225	0.48805286387973273	0.37063788012469884	0.3767398830327808	0.45636763549305526	0.40328265806991925	0.4327174281370332	0.4535134876901578	0.46556942746852237	0.47647814517598	0.4241824563353681	0.4269379213626304	0.4772168407527211	0.3991196837172587	0.33455581006626023	0.3504780939003922	0.11509604444148895	0.07999550320671066	0.06014244991189669	0.0916172727398645	0.0702292543046814	0.07799829406352222	0.07698232346635471	0.09150884647011477	0.12938962791181463	0.10071333911199411	0.09162769279656005	0.10091942120882735
f6ppB	0.11768802359840864	0.15744900722704236	0.15400247971863473	0.17409295213573392	0.25513103087902783	0.23305807266911743	0.2826584940507253	0.22853074564230708	0.1522989841651954	0.14700516117882328	0.16021278530095215	0.11985019861569496	0.12243600490592407	0.10220135256072191	0.1919711916570694	0.2917869520262999	0.27149470452044533	0.26993684455589523	0.15107613084730712	0.26792431552179835	0.2417973080565517	0.20787348512529763	0.2371762889275034	0.12742323853046136	0.1081859428867663	0.14356699595917938	0.09413068105691764	0.08881992993436899	0.10990353896528945	0.27090493514814684	0.24246683575795033	0.09639221564775105	0.0	0.14085218475357608	0.11675147507586864	0.12708569105224288	0.13339087998817714	0.14573971073809594	0.1473331338279617	0.19133595615364246	0.09727216991311258	0.1605496195941467	0.11297470436036133	0.10278415406891359	0.09169410890836541	0.09315678432663942	0.0939533456247594	0.10522415748116948	0.10973693979893508	0.16938299640210625	0.3722780244760583	0.21655450741583349	0.2638754549836049	0.2636562610500676	0.35051170446947527	0.40377449488371453	0.35450749965329115	0.4063617074770083	0.4229319532355457	0.38262368620710774	0.38277327317626747	0.39391749225433265	0.5003403389917553	0.5370991898805995	0.4748399219293219	0.4654083004124502	0.3642582031493875	0.5041265708155036	0.5049038379256444	0.4799733767289284	0.4390005065683153	0.5109884417155707	0.5191891327376809	0.401774148982647	0.40787615189072896	0.48750390435100344	0.43441892692786743	0.46385369699498136	0.484649756548106	0.49670569632647055	0.5076144140339282	0.4553187251933163	0.4580741902205786	0.5083531096106693	0.4302559525752069	0.3656920789242084	0.3816143627583404	0.14623231329943712	0.11113177206465882	0.09127871876984486	0.12275354159781268	0.10136552316262958	0.1091345629214704	0.10811859232430289	0.12264511532806295	0.1605258967697628	0.13184960796994227	0.12276396165450823	0.13205569006677553
S20H1	0.15776156232354321	0.19752254595217694	0.19407601844376932	0.2141664908608685	0.2952045696041624	0.273131611394252	0.3227320327758599	0.26860428436744166	0.19237252289033	0.18707869990395787	0.20028632402608673	0.15992373734082954	0.16250954363105866	0.1422748912858565	0.232044730382204	0.33186049075143453	0.31156824324557986	0.3100103832810298	0.1911496695724417	0.30799785424693293	0.2818708467816863	0.2479470238504322	0.27724982765263795	0.16749677725559595	0.1482594816119009	0.18364053468431396	0.13420421978205221	0.12889346865950357	0.14997707769042404	0.3109784738732814	0.2825403744830849	0.13646575437288563	0.14085218475357608	0.0	0.05220119430358749	0.16715922977737746	0.17346441871331172	0.18581324946323052	0.1874066725530963	0.23140949487877704	0.13734570863824716	0.2006231583192813	0.15304824308549592	0.14285769279404817	0.13176764763350002	0.133230323051774	0.134026884349894	0.14529769620630406	0.14981047852406967	0.20945653512724083	0.41235156320119287	0.25662804614096807	0.30394899370873946	0.3037297997752022	0.39058524319460985	0.4438480336088491	0.39458103837842573	0.44643524620214287	0.4630054919606803	0.4226972249322423	0.42284681190140205	0.43399103097946723	0.5404138777168899	0.577172728605734	0.5149134606544565	0.5054818391375848	0.4043317418745221	0.5442001095406381	0.544977376650779	0.520046915454063	0.4790740452934499	0.5510619804407053	0.5592626714628155	0.4418476877077816	0.44794969061586354	0.527577443076138	0.474492465653002	0.5039272357201159	0.5247232952732406	0.5367792350516052	0.5476879527590628	0.49539226391845087	0.4981477289457132	0.5484266483358038	0.47032949130034146	0.405765617649343	0.42168790148347496	0.18630585202457173	0.1512053107897934	0.13135225749497945	0.16282708032294724	0.14143906188776414	0.14920810164660497	0.14819213104943746	0.16271865405319755	0.2005994354948974	0.17192314669507686	0.1628375003796428	0.17212922879191012
S13Hp	0.13366085264583577	0.1734218362744695	0.16997530876606187	0.19006578118316106	0.27110385992645497	0.24903090171654457	0.29863132309815243	0.24450357468973422	0.16827181321262255	0.16297799022625042	0.1761856143483793	0.1358230276631221	0.1384088339533512	0.11817418160814905	0.20794402070449655	0.30775978107372703	0.28746753356787247	0.28590967360332237	0.16704895989473426	0.2838971445692255	0.25777013710397884	0.22384631417272477	0.25314911797493056	0.1433960675778885	0.12415877193419345	0.15953982500660652	0.11010351010434478	0.10479275898179613	0.1258763680127166	0.286877764195574	0.2584396648053775	0.11236504469517819	0.11675147507586864	0.05220119430358749	0.0	0.14305852009967002	0.14936370903560428	0.16171253978552308	0.16330596287538884	0.2073087852010696	0.11324499896053972	0.17652244864157385	0.12894753340778847	0.11875698311634073	0.10766693795579255	0.10912961337406656	0.10992617467218654	0.12119698652859662	0.1257097688463622	0.18535582544953338	0.38825085352348543	0.23252733646326063	0.279848284031032	0.27962909009749476	0.3664845335169024	0.41974732393114167	0.3704803287007183	0.4223345365244354	0.43890478228297286	0.3985965152545349	0.3987461022236946	0.4098903213017598	0.5163131680391825	0.5530720189280266	0.49081275097674903	0.4813811294598773	0.38023103219681464	0.5200993998629307	0.5208766669730716	0.49594620577635556	0.45497333561574244	0.5269612707629978	0.535161961785108	0.41774697803007416	0.4238489809381561	0.5034767333984306	0.45039175597529457	0.4798265260424085	0.5006225855955331	0.5126785253738977	0.5235872430813553	0.4712915542407434	0.47404701926800574	0.5243259386580964	0.446228781622634	0.38166490797163555	0.3975871918057675	0.16220514234686426	0.12710460111208596	0.107251547817272	0.13872637064523982	0.11733835221005672	0.12510739196889753	0.12409142137173003	0.1386179443754901	0.17649872581718995	0.1478224370173694	0.13873679070193537	0.14802851911420267
w1pp	0.10660926948967857	0.14637025311831228	0.14292372560990466	0.16301419802700384	0.24405227677029775	0.22197931856038736	0.27157973994199525	0.217451991533577	0.14122023005646533	0.1359264070700932	0.14913403119222207	0.10877144450696488	0.111357250797194	0.09112259845199183	0.18089243754833934	0.28070819791756985	0.2604159504117152	0.2588580904471651	0.13999737673857704	0.25684556141306825	0.23071855394782162	0.19679473101656755	0.22609753481877332	0.11634448442173129	0.09710718877803623	0.1324882418504493	0.08305192694818757	0.07774117582563891	0.09882478485655938	0.2598261810394168	0.23138808164922026	0.0959494221942947	0.12708569105224288	0.16715922977737746	0.14305852009967002	0.0	0.1051375907372947	0.13466095662936586	0.13625437971923163	0.18025720204491236	0.0861934158043825	0.14947086548541663	0.10189595025163126	0.09170539996018351	0.08061535479963533	0.08207803021790934	0.08287459151602933	0.0941454033724394	0.098658185690205	0.15830424229337617	0.3611992703673282	0.20547575330710338	0.25279670087487477	0.2525775069413375	0.33943295036074517	0.3926957407749844	0.34342874554456104	0.3952829533682782	0.4118531991268156	0.37154493209837763	0.37169451906753737	0.38283873814560254	0.48926158488302524	0.5260204357718694	0.4637611678205918	0.4543295463037201	0.3531794490406574	0.4930478167067735	0.4938250838169143	0.4688946226201983	0.4279217524595852	0.49990968760684057	0.5081103786289508	0.3906953948739169	0.39679739778199885	0.47642515024227333	0.42334017281913733	0.45277494288625125	0.4735710024393759	0.48562694221774044	0.49653565992519805	0.4442399710845862	0.4469954361118485	0.49727435550193916	0.4191771984664768	0.3546133248154783	0.37053560864961027	0.13515355919070704	0.10005301795592875	0.08019996466111479	0.1116747874890826	0.0902867690538995	0.09805580881274033	0.09703983821557281	0.11156636121933287	0.14944714266103273	0.12077085386121221	0.11168520754577815	0.12097693595804546
w23pp	0.11291445842561283	0.15267544205424655	0.14922891454583892	0.1693193869629381	0.250357465706232	0.22828450749632162	0.2778849288779295	0.22375718046951126	0.1475254189923996	0.14223159600602747	0.15543922012815634	0.11507663344289915	0.11766243973312826	0.0974277873879261	0.1871976264842736	0.2870133868535041	0.2667211393476495	0.2651632793830994	0.1463025656745113	0.26315075034900254	0.23702374288375588	0.20309991995250182	0.23240272375470758	0.12264967335766555	0.1034123777139705	0.13879343078638356	0.08935711588412183	0.08404636476157318	0.10512997379249364	0.26613136997535103	0.23769327058515452	0.10225461113022896	0.13339087998817714	0.17346441871331172	0.14936370903560428	0.1051375907372947	0.0	0.14096614556530013	0.1425595686551659	0.18656239098084665	0.09249860474031676	0.1557760544213509	0.10820113918756552	0.09801058889611777	0.0869205437355696	0.0883832191538436	0.08917978045196359	0.10045059230837367	0.10496337462613926	0.16460943122931043	0.3675044593032625	0.21178094224303767	0.25910188981080906	0.2588826958772718	0.34573813929667946	0.3990009297109187	0.34973393448049533	0.40158814230421247	0.4181583880627499	0.3778501210343119	0.37799970800347166	0.38914392708153683	0.4955667738189595	0.5323256247078036	0.4700663567565261	0.46063473523965437	0.3594846379765917	0.4993530056427078	0.5001302727528486	0.4751998115561326	0.4342269413955195	0.5062148765427749	0.514415567564885	0.3970005838098512	0.40310258671793314	0.4827303391782076	0.4296453617550716	0.45908013182218554	0.4798761913753102	0.49193213115367473	0.5028408488611323	0.4505451600205205	0.4533006250477828	0.5035795444378734	0.42548238740241107	0.3609185137514126	0.37684079758554456	0.1414587481266413	0.10635820689186301	0.08650515359704905	0.11797997642501687	0.09659195798983376	0.10436099774867459	0.10334502715150708	0.11787155015526714	0.155752331596967	0.12707604279714646	0.11799039648171242	0.12728212489397972
f30pp	0.09584947581442975	0.13561045944306344	0.13216393193465584	0.15225440435175502	0.2332924830950489	0.2112195248851385	0.26081994626674637	0.20669219785832815	0.13046043638121652	0.1251666133948444	0.13837423751697325	0.09801165083171605	0.10059745712194516	0.080362804776743	0.17013264387309052	0.269948404242321	0.2496561567364664	0.2480982967719163	0.12923758306332822	0.24608576773781943	0.21995876027257277	0.1860349373413187	0.2153377411435245	0.10558469074648245	0.0863473951027874	0.12172844817520045	0.08028144775831385	0.07961592965036636	0.10069953868128684	0.2617009348641442	0.2332628354739477	0.11460344188014777	0.14573971073809594	0.18581324946323052	0.16171253978552308	0.13466095662936586	0.14096614556530013	0.0	0.0938106774080403	0.13781349973372103	0.05506628239536625	0.12286451333982268	0.07528959810603732	0.07345206996661	0.0698555611243865	0.0713182365426605	0.0721147978407805	0.08338560969719055	0.08789839201495617	0.14754444861812732	0.35043947669207937	0.19471595963185456	0.24203690719962595	0.2418177132660887	0.32867315668549635	0.3819359470997356	0.3326689518693122	0.38452315969302936	0.4010934054515668	0.3607851384231288	0.36093472539228855	0.3720789444703537	0.4785017912077764	0.5152606420966206	0.45300137414534297	0.44356975262847126	0.3424196553654086	0.4822880230315247	0.4830652901416655	0.4581348289449495	0.4171619587843364	0.48914989393159175	0.497350584953702	0.3799356011986681	0.38603760410675003	0.4656653565670245	0.4125803791438885	0.44201514921100243	0.46281120876412707	0.4748671485424916	0.48577586624994923	0.43348017740933736	0.4362356424365997	0.48651456182669034	0.40841740479122796	0.3438535311402295	0.35977581497436145	0.12439376551545821	0.08929322428067991	0.06944017098586595	0.10091499381383376	0.07952697537865067	0.08729601513749151	0.086280044540324	0.10080656754408406	0.13868734898578391	0.11001106018596339	0.10092541387052933	0.11021714228279664
f4pp	0.09744289890429549	0.1372038825329292	0.13375735502452157	0.15384782744162076	0.23488590618491467	0.21281294797500427	0.26241336935661214	0.20828562094819392	0.13205385947108225	0.12676003648471013	0.139967660606839	0.0996050739215818	0.10219088021181091	0.08195622786660875	0.17172606696295625	0.2715418273321868	0.2512495798263321	0.24969171986178207	0.13083100615319396	0.2476791908276852	0.22155218336243854	0.18762836043118447	0.21693116423339023	0.1071781138363482	0.08794081819265315	0.12332187126506622	0.08187487084817961	0.08120935274023211	0.10229296177115259	0.26329435795400996	0.23485625856381345	0.11619686497001352	0.1473331338279617	0.1874066725530963	0.16330596287538884	0.13625437971923163	0.1425595686551659	0.0938106774080403	0.0	0.1240378597213666	0.05665970548523201	0.12445793642968844	0.07688302119590308	0.07504549305647576	0.07144898421425225	0.07291165963252626	0.07370822093064625	0.08497903278705632	0.08949181510482192	0.14913787170799309	0.35203289978194513	0.19630938272172033	0.24363033028949171	0.24341113635595446	0.3302665797753621	0.38352937018960137	0.334262374959178	0.3861165827828951	0.40268682854143256	0.3623785615129946	0.3625281484821543	0.3736723675602195	0.4800952142976422	0.5168540651864862	0.45459479723520874	0.445163175718337	0.34401307845527435	0.48388144612139045	0.48465871323153126	0.45972825203481527	0.41875538187420214	0.4907433170214575	0.49894400804356775	0.38152902428853386	0.3876310271966158	0.4672587796568903	0.4141738022337543	0.4436085723008682	0.46440463185399283	0.4764605716323574	0.487369289339815	0.43507360049920313	0.43782906552646544	0.4881079849165561	0.4100108278810937	0.34544695423009525	0.3613692380642272	0.12598718860532396	0.09088664737054566	0.0710335940757317	0.10250841690369952	0.08112039846851642	0.08888943822735725	0.08787346763018973	0.10239999063394979	0.14028077207564965	0.11160448327582913	0.10251883696039507	0.11181056537266237
f26pp	0.14144572122997623	0.18120670485860993	0.17776017735020233	0.1978506497673015	0.27888872851059543	0.25681577030068503	0.3064161916822929	0.2522884432738747	0.17605668179676298	0.17076285881039088	0.18397048293251972	0.14360789624726253	0.14619370253749164	0.12595905019228948	0.21572888928863698	0.3155446496578675	0.29525240215201287	0.2936945421874628	0.17483382847887471	0.29168201315336595	0.2655550056881193	0.23163118275686523	0.26093398655907096	0.15118093616202893	0.1319436405183339	0.16732469359074695	0.12587769317386036	0.12521217506591287	0.14629578409683333	0.3072971802796907	0.2788590808894942	0.16019968729569428	0.19133595615364246	0.23140949487877704	0.2073087852010696	0.18025720204491236	0.18656239098084665	0.13781349973372103	0.1240378597213666	0.0	0.10066252781091274	0.1684607587553692	0.12088584352158382	0.1190483153821565	0.11545180653993299	0.116914481958207	0.11771104325632699	0.12898185511273705	0.13349463743050266	0.19314069403367384	0.39603572210762583	0.24031220504740106	0.2876331526151724	0.2874139586816352	0.37426940210104287	0.4275321925152821	0.37826519728485875	0.4301194051085758	0.4466896508671133	0.4063813838386753	0.40653097080783507	0.41767518988590024	0.5240980366233229	0.560856887512167	0.49859761956088944	0.4891659980440177	0.38801590078095505	0.5278842684470711	0.528661535557212	0.503731074360496	0.4627582041998829	0.5347461393471382	0.5429468303692485	0.4255318466142146	0.43163384952229655	0.511261601982571	0.458176624559435	0.4876113946265489	0.5084074541796736	0.5204633939580381	0.5313721116654957	0.47907642282488383	0.48183188785214615	0.5321108072422368	0.4540136502067744	0.38944977655577595	0.4053720603899079	0.1699900109310047	0.1348894696962264	0.11503641640141245	0.14651123922938025	0.12512322079419716	0.132892260553038	0.13187628995587047	0.14640281295963056	0.1842835944013304	0.15560730560150987	0.14652165928607583	0.15581338769834313
f21pp	0.04738193498944636	0.08714291861808006	0.08369639110967245	0.10378686352677163	0.18482494227006555	0.16275198406015515	0.212352405441763	0.1582246570333448	0.08199289555623313	0.076699072569861	0.08990669669198986	0.04954411000673266	0.05212991629696177	0.031895263951759616	0.12166510304810713	0.22148086341733764	0.20118861591148302	0.19963075594693294	0.08077004223834483	0.19761822691283606	0.1714912194475894	0.13756739651633534	0.1668702003185411	0.05711714992149908	0.03787985427780402	0.07326090735021708	0.031813906933330485	0.03114838882538299	0.05223199785630346	0.21323339403916083	0.18479529464896433	0.06613590105516441	0.09727216991311258	0.13734570863824716	0.11324499896053972	0.0861934158043825	0.09249860474031676	0.05506628239536625	0.05665970548523201	0.10066252781091274	0.0	0.07439697251483932	0.026822057281053947	0.024984529141626632	0.02138802029940313	0.022850695717677144	0.02364725701579712	0.03491806887220719	0.0394308511899728	0.09907690779314396	0.301971935867096	0.1462484188068712	0.1935693663746426	0.19335017244110533	0.28020561586051296	0.3334684062747522	0.28420141104432883	0.33605561886804597	0.3526258646265834	0.3123175975981454	0.31246718456730516	0.32361140364537033	0.430034250382793	0.46679310127163715	0.4045338333203596	0.39510221180348787	0.2939521145404252	0.4338204822065413	0.4345977493166821	0.4096672881199661	0.368694417959353	0.44068235310660836	0.4488830441287186	0.3314680603736847	0.33757006328176664	0.4171978157420411	0.3641128383189051	0.39354760838601904	0.4143436679391437	0.42639960771750823	0.43730832542496584	0.385012636584354	0.3877681016116163	0.43804702100170695	0.35994986396624457	0.2953859903152461	0.31130827414937806	0.07592622469047483	0.04082568345569654	0.020972630160882574	0.05244745298885038	0.031059434553667276	0.03882847431250812	0.037812503715340604	0.052339026719100665	0.09021980816080052	0.06154351936098	0.052457873045545944	0.06174960145781325
